Orthogroup	A_vesiculosa.proteins	V_vinifera.proteins
OG0008447	Av_00002219-RA	VIT_207s0005g04900.3, VIT_207s0005g04900.5, VIT_207s0005g04900.4, VIT_207s0005g04900.7, VIT_207s0005g04900.2, VIT_207s0005g04900.1, VIT_207s0005g04900.6
OG0008448	Av_00001521-RA, Av_00013492-RA	VIT_201s0011g01460.1, VIT_201s0011g01460.2, VIT_201s0011g01460.3
OG0008449	Av_00010414-RA, Av_00014574-RA	VIT_202s0025g03690.1
OG0008450	Av_00023475-RA, Av_00024314-RA	VIT_218s0001g13050.3, VIT_218s0001g13050.2, VIT_218s0001g13050.1
OG0008451	Av_00024431-RA	VIT_218s0076g00360.2, VIT_218s0076g00360.1, VIT_218s0076g00360.3
OG0008452	Av_00010100-RA	VIT_205s0094g00940.1, VIT_205s0094g00940.2
OG0008453	Av_00000272-RA, Av_00007646-RA	VIT_216s0013g00610.1
OG0008454	Av_00013747-RA	VIT_214s0066g00670.1
OG0008455	Av_00005746-RA	VIT_214s0083g00550.1
OG0008456	Av_00004071-RA, Av_00004864-RA, Av_00019425-RA	VIT_218s0122g01030.1, VIT_218s0122g01030.2
OG0008457	Av_00012190-RA	VIT_214s0083g00770.4, VIT_214s0083g00770.2, VIT_214s0083g00770.3, VIT_214s0083g00770.1
OG0008458	Av_00003321-RA	VIT_201s0011g04130.2, VIT_201s0011g04130.1
OG0008460	Av_00001680-RA	VIT_217s0000g09970.1, VIT_217s0000g09970.2, VIT_217s0000g09970.3
OG0008461	Av_00013392-RA, Av_00015899-RA	VIT_201s0010g01770.2, VIT_201s0010g01770.1, VIT_214s0006g03035.1
OG0008462	Av_00002753-RA, Av_00005215-RA	VIT_201s0011g02850.1, VIT_201s0011g02850.2
OG0008463	Av_00024561-RA	VIT_214s0066g00580.2, VIT_214s0066g00580.1
OG0008464	Av_00015929-RA, Av_00010497-RA	VIT_217s0000g04490.1
OG0008465	Av_00000898-RA, Av_00023915-RA, Av_00005301-RA	VIT_201s0026g01030.1
OG0008466	Av_00019942-RA	VIT_214s0083g00360.3, VIT_214s0083g00360.5, VIT_214s0083g00360.1, VIT_214s0083g00360.2, VIT_214s0083g00360.4, VIT_214s0083g00360.6
OG0008467	Av_00021657-RA, Av_00003329-RA	VIT_201s0011g04520.1, VIT_201s0011g04520.3, VIT_201s0011g04520.4, VIT_201s0011g04520.2
OG0008468	Av_00017587-RA, Av_00006247-RA	VIT_217s0000g02280.1
OG0008469	Av_00019591-RA	VIT_202s0087g00790.4, VIT_202s0087g00790.3, VIT_202s0087g00790.1, VIT_202s0087g00790.2
OG0008470	Av_00005256-RA, Av_00020887-RA, Av_00024379-RA	VIT_201s0182g00020.1
OG0008471	Av_00023272-RA	VIT_201s0011g02100.1, VIT_201s0011g02100.2
OG0008472	Av_00002626-RA, Av_00005370-RA	VIT_201s0010g03400.1
OG0008473	Av_00005242-RA, Av_00002731-RA	VIT_201s0011g00580.1
OG0008474	Av_00015506-RA	VIT_201s0026g01780.1, VIT_201s0026g01780.2
OG0008475	Av_00004880-RA	VIT_218s0001g14850.2, VIT_218s0001g14850.1
OG0008477	Av_00023310-RA, Av_00023057-RA	VIT_214s0108g00430.1
OG0008478	Av_00006329-RA, Av_00007652-RA	VIT_201s0011g05590.1
OG0008479	Av_00000108-RA	VIT_215s0021g00090.1, VIT_215s0021g00090.2
OG0008480	Av_00017014-RA	VIT_201s0011g03640.1
OG0008481	Av_00008350-RA, Av_00017971-RA	VIT_216s0013g00630.1, VIT_215s0021g01280.1
OG0008482	Av_00002045-RA	VIT_216s0013g01940.1
OG0008484	Av_00017417-RA	VIT_215s0046g01630.2, VIT_215s0046g01630.1, VIT_213s0019g04760.2, VIT_213s0019g04760.1
OG0008485	Av_00022287-RA	VIT_214s0066g01310.1
OG0008487	Av_00025018-RA, Av_00022683-RA, Av_00022863-RA	VIT_202s0012g01220.3, VIT_202s0012g01220.2, VIT_202s0012g01220.1
OG0008488	Av_00015783-RA	VIT_214s0066g01200.1, VIT_214s0066g01200.2, VIT_214s0066g01200.3
OG0008491	Av_00007664-RA, Av_00006321-RA	VIT_201s0011g06210.1
OG0008494	Av_00011612-RA	VIT_214s0171g00220.2, VIT_214s0171g00220.1
OG0008495	Av_00020633-RA	VIT_200s0204g00220.1
OG0008496	Av_00011600-RA	VIT_214s0068g01630.3
OG0008497	Av_00013870-RA, Av_00010523-RA	VIT_201s0026g01860.1, VIT_217s0000g05880.1, VIT_213s0084g00590.1
OG0008498	Av_00020147-RA	VIT_208s0040g00570.2, VIT_208s0040g00570.3, VIT_208s0040g00570.4, VIT_208s0040g00570.1
OG0008499	Av_00005219-RA	VIT_201s0011g02490.1, VIT_201s0011g02490.3, VIT_201s0011g02490.2
OG0008501	Av_00019377-RA	VIT_203s0038g00880.1
OG0008502	Av_00004585-RA	VIT_203s0038g02840.4, VIT_203s0038g02840.3, VIT_203s0038g02840.2, VIT_203s0038g02840.1
OG0008503	Av_00009237-RA	VIT_201s0150g00590.1
OG0008504	Av_00023617-RA	VIT_214s0066g02200.2, VIT_214s0066g02200.1
OG0008505	Av_00023526-RA, Av_00017511-RA	VIT_202s0109g00080.1, VIT_202s0109g00080.2
OG0008506	Av_00005485-RA	VIT_207s0005g04530.1
OG0008507	Av_00019280-RA, Av_00019281-RA	VIT_215s0024g00790.1
OG0008508	Av_00013401-RA	VIT_201s0010g01680.1, VIT_201s0010g01680.2, VIT_201s0010g01680.3
OG0008509	Av_00016579-RA	VIT_215s0107g00310.4, VIT_215s0107g00310.2, VIT_215s0107g00310.3, VIT_215s0107g00310.1
OG0008510	Av_00022740-RA	VIT_201s0010g02080.5, VIT_201s0010g02080.2, VIT_201s0010g02080.3, VIT_201s0010g02080.1, VIT_201s0010g02080.4, VIT_201s0010g02080.6
OG0008511	Av_00011281-RA	VIT_217s0000g07700.2, VIT_217s0000g07700.3, VIT_217s0000g07700.1
OG0008512	Av_00011300-RA, Av_00009283-RA	VIT_217s0000g08290.1
OG0008513	Av_00009750-RA	VIT_217s0000g07500.2, VIT_217s0000g07500.4, VIT_217s0000g07500.3, VIT_217s0000g07500.1
OG0008515	Av_00006727-RA, Av_00020591-RA	VIT_208s0040g00840.1
OG0008516	Av_00008999-RA, Av_00021948-RA	VIT_214s0068g00520.4, VIT_214s0068g00520.1, VIT_214s0068g00520.2, VIT_214s0068g00520.3
OG0008517	Av_00022300-RA	VIT_211s0016g00010.1
OG0008518	Av_00001756-RA	VIT_217s0000g04550.1, VIT_217s0000g04550.2
OG0008519	Av_00006351-RA	VIT_201s0011g04230.1, VIT_201s0011g04230.2, VIT_201s0011g04230.3
OG0008520	Av_00003298-RA	VIT_201s0011g02520.2, VIT_201s0011g02520.1, VIT_201s0011g02520.3
OG0008521	Av_00009331-RA	VIT_217s0000g07310.1, VIT_217s0000g07310.2
OG0008522	Av_00001522-RA	VIT_201s0011g01420.2, VIT_201s0011g01420.1
OG0008523	Av_00015488-RA	VIT_201s0026g00650.1
OG0008524	Av_00006431-RA, Av_00007536-RA	VIT_201s0026g01490.2, VIT_201s0026g01490.1
OG0008525	Av_00011379-RA	VIT_203s0038g02530.1, VIT_203s0038g02530.2
OG0008526	Av_00016486-RA, Av_00016487-RA	VIT_202s0012g02790.2, VIT_212s0055g01200.1, VIT_202s0012g02790.1
OG0008527	Av_00013189-RA	VIT_208s0007g06260.4, VIT_208s0007g06260.3, VIT_208s0007g06260.1, VIT_208s0007g06260.2
OG0008528	Av_00022678-RA	VIT_217s0000g07970.2, VIT_217s0000g07970.1
OG0008529	Av_00009303-RA	VIT_217s0000g05800.1
OG0008531	Av_00005431-RA, Av_00002997-RA	VIT_200s0616g00020.1
OG0008533	Av_00001764-RA	VIT_217s0000g06320.1
OG0008534	Av_00011160-RA, Av_00004436-RA	VIT_203s0038g04490.1, VIT_209s0070g00580.1
OG0008535	Av_00003919-RA	VIT_214s0006g02750.4, VIT_214s0006g02750.2, VIT_214s0006g02750.1, VIT_214s0006g02750.3, VIT_214s0006g02750.5, VIT_214s0006g02750.6
OG0008536	Av_00024629-RA	VIT_201s0026g00930.1
OG0008537	Av_00022852-RA	VIT_201s0011g03790.1
OG0008538	Av_00016812-RA, Av_00020087-RA, Av_00016813-RA	VIT_209s0018g01880.1
OG0008541	Av_00019448-RA	VIT_211s0016g04230.2, VIT_211s0016g04230.4, VIT_211s0016g04230.5, VIT_211s0016g04230.3, VIT_211s0016g04230.1
OG0008544	Av_00014775-RA, Av_00009178-RA	VIT_216s0050g00150.1, VIT_216s0050g00150.2
OG0008545	Av_00024929-RA, Av_00022142-RA, Av_00020274-RA, Av_00020276-RA, Av_00020278-RA	VIT_208s0007g05780.1
OG0008546	Av_00002650-RA, Av_00005353-RA	VIT_201s0137g00585.1
OG0008549	Av_00005872-RA	VIT_209s0002g03550.1, VIT_204s0008g04830.1
OG0008549	Av_00023510-RA	VIT_206s0004g06555.1, VIT_209s0002g05390.1
OG0008551	Av_00002169-RA	VIT_205s0124g00410.3, VIT_205s0124g00410.2, VIT_205s0124g00410.1, VIT_205s0124g00410.10, VIT_205s0124g00410.7, VIT_205s0124g00410.8, VIT_205s0124g00410.9, VIT_205s0124g00410.6, VIT_205s0124g00410.4, VIT_205s0124g00410.5, VIT_218s0001g10280.1, VIT_205s0124g00590.1
OG0008555	Av_00016609-RA	VIT_206s0004g02980.1
OG0008555	Av_00013065-RA	VIT_216s0039g01470.2, VIT_216s0039g01470.1
OG0008594	Av_00020897-RA	VIT_218s0041g00133.1
OG0008595	Av_00022606-RA	VIT_205s0020g02740.2, VIT_205s0020g02740.1
OG0008596	Av_00005750-RA, Av_00012215-RA	VIT_214s0083g00300.1, VIT_214s0083g00300.2
OG0008598	Av_00022918-RA, Av_00019404-RA, Av_00022917-RA	VIT_216s0013g02130.1, VIT_216s0013g02130.2, VIT_216s0013g02130.3
OG0008600	Av_00024233-RA	VIT_208s0007g04340.3, VIT_208s0007g04340.2, VIT_208s0007g04340.1
OG0008601	Av_00001391-RA	VIT_207s0141g00750.1, VIT_200s0630g00010.1
OG0008602	Av_00002238-RA	VIT_207s0104g00700.1
OG0008603	Av_00020364-RA	VIT_214s0128g00330.1, VIT_214s0128g00330.2
OG0008604	Av_00013530-RA, Av_00001557-RA	VIT_205s0102g00230.1
OG0008605	Av_00022436-RA	VIT_213s0019g03470.1, VIT_213s0019g03470.2
OG0008606	Av_00006976-RA	VIT_200s0220g00070.2, VIT_200s0220g00070.1
OG0008608	Av_00004351-RA, Av_00008172-RA, Av_00011910-RA	VIT_213s0074g00370.1
OG0008610	Av_00019570-RA	VIT_214s0036g01270.1
OG0008611	Av_00023844-RA	VIT_206s0009g02300.1
OG0008612	Av_00002158-RA	VIT_205s0102g01110.1
OG0008613	Av_00002288-RA, Av_00017541-RA, Av_00009681-RA	VIT_207s0005g01220.2, VIT_207s0005g01220.1
OG0008615	Av_00008059-RA	VIT_205s0029g01240.1
OG0008617	Av_00000859-RA	VIT_210s0092g00186.1
OG0008618	Av_00009087-RA, Av_00015578-RA	VIT_213s0064g00840.1, VIT_213s0064g00810.1
OG0008619	Av_00019643-RA, Av_00023145-RA	VIT_205s0077g01970.1, VIT_207s0005g00710.1
OG0008620	Av_00006995-RA	VIT_206s0061g00180.1
OG0008621	Av_00002805-RA, Av_00019589-RA	VIT_208s0032g01180.1, VIT_208s0032g01180.2
OG0008622	Av_00020452-RA, Av_00013147-RA	VIT_208s0007g05410.1
OG0008623	Av_00017811-RA	VIT_205s0020g02400.1
OG0008624	Av_00005987-RA, Av_00005593-RA	VIT_203s0088g00500.4, VIT_203s0088g00500.2
OG0008625	Av_00021025-RA	VIT_214s0060g01750.1
OG0008627	Av_00001421-RA, Av_00017199-RA	VIT_207s0141g00390.4, VIT_207s0141g00390.2, VIT_207s0141g00390.1, VIT_207s0141g00390.3
OG0008630	Av_00017669-RA	VIT_206s0004g07190.1
OG0008632	Av_00016765-RA	VIT_214s0030g01740.1
OG0008633	Av_00005153-RA	VIT_207s0151g01060.1, VIT_207s0151g01060.2
OG0008634	Av_00002136-RA, Av_00023898-RA	VIT_214s0060g01250.1, VIT_214s0060g01250.2
OG0008636	Av_00006748-RA, Av_00000728-RA	VIT_205s0029g00310.1
OG0008637	Av_00019626-RA, Av_00021796-RA	VIT_208s0007g06780.2, VIT_208s0007g06780.1
OG0008639	Av_00001592-RA	VIT_207s0104g00560.2, VIT_207s0104g00560.1
OG0008640	Av_00013515-RA	VIT_206s0004g07860.1, VIT_206s0004g07860.2, VIT_206s0004g07860.3
OG0008641	Av_00000607-RA, Av_00019234-RA	VIT_205s0020g04150.1
OG0008642	Av_00021216-RA	VIT_218s0001g06410.1
OG0008643	Av_00010247-RA, Av_00012838-RA	VIT_201s0011g02970.1
OG0008644	Av_00021789-RA, Av_00019613-RA, Av_00021790-RA, Av_00019621-RA	VIT_213s0156g00330.1, VIT_208s0007g06360.1
OG0008646	Av_00021281-RA, Av_00009739-RA	VIT_200s0260g00060.3, VIT_200s0260g00060.1, VIT_200s0260g00060.2
OG0008648	Av_00013674-RA, Av_00006493-RA	VIT_213s0073g00050.1
OG0008649	Av_00013337-RA	VIT_206s0004g04870.2, VIT_206s0004g04870.1
OG0008650	Av_00003484-RA, Av_00008064-RA, Av_00006747-RA	VIT_205s0029g00420.1
OG0008652	Av_00010857-RA, Av_00003398-RA, Av_00022639-RA	VIT_200s0447g00005.1, VIT_200s0216g00070.1
OG0008653	Av_00018515-RA	VIT_206s0004g03390.2
OG0008654	Av_00009743-RA, Av_00021272-RA	VIT_200s0245g00050.1
OG0008655	Av_00017048-RA	VIT_205s0049g01410.1
OG0008656	Av_00006245-RA, Av_00017584-RA, Av_00006244-RA	VIT_217s0000g04830.1
OG0008657	Av_00007004-RA	VIT_206s0004g01890.1, VIT_206s0004g01890.2
OG0008658	Av_00018731-RA	VIT_207s0005g02430.2
OG0008659	Av_00021029-RA	VIT_214s0060g01970.2, VIT_214s0060g01970.3, VIT_214s0060g01970.1
OG0008660	Av_00019682-RA	VIT_206s0004g04690.2, VIT_206s0004g04690.1, VIT_206s0004g04690.3
OG0008661	Av_00002865-RA	VIT_208s0040g02820.1, VIT_206s0004g03910.1
OG0008662	Av_00016124-RA, Av_00016086-RA	VIT_200s0270g00050.1
OG0008664	Av_00017832-RA	VIT_208s0040g02590.2, VIT_208s0040g02590.3, VIT_208s0040g02590.1
OG0008666	Av_00016106-RA, Av_00016110-RA, Av_00016216-RA	VIT_213s0175g00100.1
OG0008667	Av_00015704-RA	VIT_208s0007g05060.2, VIT_208s0007g05060.1
OG0008668	Av_00017375-RA	VIT_206s0061g01140.1
OG0008669	Av_00006112-RA	VIT_206s0004g07560.4, VIT_206s0004g07560.1, VIT_206s0004g07560.3, VIT_206s0004g07560.2
OG0008670	Av_00007815-RA	VIT_208s0105g00590.2, VIT_208s0105g00590.1
OG0008671	Av_00006656-RA, Av_00015119-RA	VIT_214s0060g01420.1
OG0008672	Av_00019105-RA	VIT_208s0007g02780.1
OG0008673	Av_00020859-RA	VIT_205s0094g00910.2, VIT_205s0094g00910.1
OG0008674	Av_00023243-RA	VIT_202s0012g00600.1
OG0008675	Av_00022858-RA	VIT_214s0128g00320.2, VIT_214s0128g00320.3, VIT_214s0128g00320.1
OG0008677	Av_00006992-RA, Av_00011849-RA	VIT_213s0064g00570.1
OG0008678	Av_00022199-RA, Av_00020572-RA, Av_00006740-RA	VIT_205s0062g01070.1
OG0008680	Av_00013539-RA	VIT_219s0027g01800.1, VIT_205s0124g00550.4, VIT_205s0124g00550.3, VIT_205s0124g00550.1, VIT_205s0124g00550.2
OG0008681	Av_00009731-RA	VIT_200s2625g00005.1, VIT_200s2558g00010.1
OG0008682	Av_00004936-RA	VIT_213s0320g00040.1
OG0008683	Av_00001189-RA	VIT_206s0004g01100.3, VIT_206s0004g01100.1, VIT_206s0004g01100.2
OG0008684	Av_00019625-RA	VIT_208s0007g06720.2, VIT_208s0007g06720.1
OG0008685	Av_00014472-RA	VIT_208s0007g08080.1, VIT_208s0007g08080.2, VIT_206s0004g04740.2, VIT_206s0004g04740.1
OG0008686	Av_00001566-RA	VIT_204s0069g01180.1, VIT_200s0270g00030.1
OG0008688	Av_00017324-RA	VIT_206s0080g00560.2, VIT_206s0080g00560.1
OG0008690	Av_00012109-RA, Av_00009012-RA	VIT_218s0001g00040.1
OG0008691	Av_00008101-RA, Av_00014885-RA	VIT_200s0499g00040.1
OG0008692	Av_00001207-RA, Av_00014403-RA, Av_00014905-RA	VIT_204s0044g01140.1
OG0008693	Av_00005704-RA, Av_00003860-RA, Av_00005019-RA	VIT_205s0077g02340.1
OG0008694	Av_00024460-RA	VIT_214s0068g01150.1, VIT_214s0068g01150.2
OG0008695	Av_00012865-RA, Av_00012864-RA, Av_00002026-RA	VIT_205s0020g01270.1
OG0008697	Av_00024828-RA, Av_00003294-RA	VIT_218s0072g01150.1, VIT_218s0072g01150.2, VIT_218s0072g01150.4, VIT_218s0072g01150.3
OG0008698	Av_00003754-RA, Av_00007418-RA	VIT_218s0122g00860.2, VIT_218s0122g00860.1
OG0008699	Av_00022405-RA, Av_00019144-RA, Av_00022404-RA	VIT_205s0049g01270.1
OG0008700	Av_00007407-RA	VIT_218s0001g00900.1
OG0008701	Av_00021351-RA	VIT_200s0338g00020.2, VIT_200s0338g00020.1, VIT_200s0338g00020.3
OG0008702	Av_00011528-RA, Av_00000120-RA	VIT_218s0001g02810.3, VIT_218s0001g02810.2, VIT_218s0001g02810.1
OG0008704	Av_00021594-RA, Av_00016338-RA, Av_00012512-RA	VIT_204s0023g01660.1
OG0008705	Av_00017582-RA, Av_00006241-RA	VIT_216s0039g00260.1
OG0008706	Av_00010803-RA, Av_00010220-RA	VIT_207s0031g00650.1, VIT_218s0001g10460.1
OG0008707	Av_00004484-RA	VIT_204s0008g02500.2, VIT_204s0008g02500.1
OG0008708	Av_00012885-RA, Av_00013568-RA, Av_00002048-RA	VIT_206s0004g03190.1, VIT_206s0004g03190.2
OG0008710	Av_00012480-RA, Av_00016383-RA	VIT_204s0210g00190.2, VIT_204s0210g00190.1
OG0008711	Av_00004767-RA	VIT_218s0001g10390.1
OG0008712	Av_00017785-RA	VIT_218s0001g03910.1, VIT_218s0001g03910.2
OG0008713	Av_00006949-RA	VIT_207s0031g02780.1
OG0008714	Av_00015362-RA, Av_00000403-RA	VIT_204s0023g01380.1
OG0008715	Av_00007303-RA, Av_00019034-RA	VIT_203s0088g01200.1, VIT_203s0088g01220.1
OG0008716	Av_00005626-RA	VIT_210s0116g00510.1, VIT_210s0116g00510.2
OG0008717	Av_00021619-RA, Av_00009025-RA	VIT_218s0001g00760.1
OG0008718	Av_00016317-RA, Av_00011705-RA	VIT_204s0023g02840.1
OG0008719	Av_00017914-RA	VIT_207s0129g00040.1, VIT_200s0513g00020.1
OG0008720	Av_00000066-RA	VIT_202s0012g01880.1, VIT_202s0012g01880.3, VIT_202s0012g01880.2, VIT_202s0012g01880.4
OG0008722	Av_00004519-RA, Av_00004536-RA	VIT_203s0091g00100.1, VIT_203s0091g00080.1
OG0008723	Av_00007735-RA, Av_00000285-RA, Av_00017952-RA	VIT_200s0253g00060.2, VIT_200s0253g00060.1
OG0008724	Av_00018742-RA, Av_00008843-RA	VIT_200s0282g00030.1
OG0008725	Av_00005621-RA	VIT_207s0031g02260.1
OG0008726	Av_00003165-RA	VIT_218s0001g06520.2, VIT_218s0001g06520.1
OG0008727	Av_00018181-RA, Av_00000981-RA	VIT_203s0091g00380.2, VIT_203s0091g00380.1
OG0008729	Av_00016750-RA, Av_00020334-RA	VIT_207s0031g03200.3, VIT_207s0031g03200.1
OG0008731	Av_00000524-RA, Av_00017176-RA	VIT_217s0000g07190.1, VIT_217s0000g07190.2
OG0008732	Av_00001369-RA	VIT_213s0047g00510.2, VIT_213s0047g00510.5, VIT_213s0047g00510.1, VIT_213s0047g00510.4, VIT_213s0047g00510.3
OG0008733	Av_00021103-RA, Av_00009900-RA	VIT_218s0001g13570.1
OG0008734	Av_00007912-RA	VIT_218s0001g08850.3, VIT_218s0001g08850.6, VIT_218s0001g08850.2, VIT_218s0001g08850.1
OG0008735	Av_00017917-RA, Av_00001977-RA	VIT_207s0129g00170.1
OG0008736	Av_00015335-RA, Av_00000425-RA	VIT_207s0031g01850.1
OG0008737	Av_00024469-RA	VIT_212s0055g00490.3, VIT_212s0055g00490.4, VIT_212s0055g00490.2, VIT_212s0055g00490.1
OG0008738	Av_00013381-RA	VIT_218s0001g15670.1, VIT_218s0001g15670.2, VIT_218s0001g15670.3
OG0008739	Av_00018976-RA, Av_00001926-RA	VIT_204s0023g03760.1
OG0008740	Av_00003190-RA, Av_00013884-RA, Av_00015243-RA	VIT_218s0001g03580.1
OG0008741	Av_00025107-RA	VIT_204s0044g01750.1
OG0008742	Av_00015908-RA, Av_00025000-RA	VIT_207s0129g00440.1
OG0008744	Av_00000340-RA, Av_00021669-RA	VIT_212s0034g02190.1
OG0008746	Av_00017327-RA, Av_00012251-RA	VIT_218s0164g00030.1
OG0008747	Av_00014085-RA	VIT_208s0056g00980.1, VIT_208s0056g00980.3, VIT_208s0056g00980.4, VIT_208s0056g00980.2, VIT_208s0056g00980.5
OG0008749	Av_00012286-RA, Av_00004423-RA	VIT_203s0063g01980.1
OG0008750	Av_00020187-RA	VIT_218s0166g00290.2, VIT_218s0166g00290.1
OG0008751	Av_00006615-RA, Av_00016493-RA	VIT_214s0068g00910.1
OG0008752	Av_00009022-RA	VIT_218s0001g00560.1, VIT_218s0001g00560.2, VIT_218s0001g00560.5, VIT_218s0001g00560.3, VIT_218s0001g00560.4
OG0008753	Av_00022819-RA	VIT_201s0150g00600.1
OG0008754	Av_00015804-RA	VIT_218s0001g15600.2, VIT_218s0001g15600.1
OG0008757	Av_00007564-RA	VIT_206s0004g00900.1
OG0008759	Av_00010895-RA	VIT_212s0028g01210.4, VIT_212s0028g01210.1, VIT_212s0028g01210.3, VIT_212s0028g01210.2, VIT_216s0100g00530.1
OG0008760	Av_00007992-RA	VIT_209s0002g04230.1
OG0008761	Av_00009759-RA, Av_00008801-RA	VIT_203s0180g00230.1
OG0008762	Av_00006613-RA, Av_00016495-RA	VIT_205s0029g01090.1, VIT_216s0039g01030.1, VIT_216s0039g01030.5, VIT_216s0039g01030.4, VIT_216s0039g01030.3, VIT_216s0039g01030.6, VIT_216s0039g01030.2
OG0008763	Av_00003491-RA, Av_00020298-RA	VIT_205s0029g00370.1
OG0008764	Av_00010926-RA	VIT_218s0001g03110.1, VIT_218s0001g03110.2
OG0008765	Av_00023003-RA	VIT_218s0001g01670.3, VIT_218s0001g01670.2, VIT_218s0001g01670.1
OG0008767	Av_00009875-RA	VIT_203s0038g02090.1
OG0008768	Av_00011343-RA	VIT_204s0023g02510.1, VIT_218s0001g13100.1, VIT_218s0001g13100.4
OG0008770	Av_00008375-RA, Av_00020499-RA, Av_00000121-RA	VIT_218s0001g02790.1
OG0008771	Av_00016438-RA	VIT_218s0001g11850.2, VIT_218s0001g11850.1
OG0008772	Av_00017808-RA, Av_00022481-RA	VIT_218s0072g00830.3, VIT_218s0072g00830.2, VIT_218s0072g00830.1
OG0008773	Av_00003186-RA	VIT_218s0001g03230.2, VIT_218s0001g03230.1, VIT_218s0001g03230.3
OG0008774	Av_00019871-RA	VIT_207s0031g01200.2, VIT_207s0031g01200.1, VIT_207s0031g01200.3
OG0008775	Av_00000101-RA	VIT_202s0488g00040.1
OG0008776	Av_00003842-RA, Av_00005030-RA	VIT_214s0171g00460.1
OG0008777	Av_00020962-RA	VIT_204s0044g01200.3, VIT_204s0044g01200.1, VIT_204s0044g01200.2
OG0008779	Av_00002370-RA	VIT_219s0014g02500.1
OG0008780	Av_00017529-RA	VIT_202s0012g01770.3, VIT_202s0012g01770.4, VIT_200s0186g00100.1, VIT_202s0012g01770.2, VIT_202s0012g01770.1
OG0008781	Av_00016414-RA	VIT_219s0014g02990.3, VIT_219s0014g02990.1, VIT_219s0014g02990.2
OG0008782	Av_00019132-RA	VIT_212s0059g01660.1
OG0008783	Av_00014122-RA, Av_00005632-RA	VIT_200s0392g00010.1, VIT_200s0361g00080.1
OG0008784	Av_00006585-RA	VIT_219s0177g00320.2, VIT_219s0177g00320.1
OG0008785	Av_00008507-RA	VIT_208s0032g00620.1
OG0008787	Av_00000219-RA	VIT_219s0014g01310.1, VIT_219s0014g01310.3
OG0008788	Av_00014003-RA	VIT_217s0000g00300.1
OG0008789	Av_00018478-RA	VIT_210s0003g03250.2, VIT_210s0003g03250.1
OG0008790	Av_00010362-RA, Av_00014529-RA	VIT_219s0177g00360.1
OG0008791	Av_00014119-RA	VIT_208s0007g07590.4, VIT_208s0007g07590.3, VIT_208s0007g07590.2, VIT_208s0007g07590.1
OG0008792	Av_00010088-RA	VIT_212s0028g00640.2, VIT_212s0028g00640.3, VIT_212s0028g00640.4, VIT_212s0028g00640.1
OG0008793	Av_00002441-RA	VIT_219s0014g03680.1
OG0008795	Av_00019714-RA	VIT_212s0028g03140.3, VIT_212s0028g03140.5, VIT_212s0028g03140.1
OG0008796	Av_00007093-RA	VIT_203s0091g00320.1
OG0008799	Av_00002532-RA, Av_00015771-RA	VIT_219s0014g03920.1
OG0008800	Av_00020054-RA	VIT_210s0092g00120.1, VIT_210s0092g00120.2
OG0008801	Av_00012341-RA	VIT_211s0016g00850.1
OG0008802	Av_00017439-RA	VIT_212s0028g03430.3, VIT_212s0028g03430.1, VIT_212s0028g03430.2
OG0008803	Av_00012445-RA	VIT_217s0000g05130.1
OG0008804	Av_00010682-RA, Av_00018592-RA	VIT_202s0025g02700.1
OG0008805	Av_00009227-RA	VIT_216s0039g02530.1, VIT_216s0039g02530.2
OG0008806	Av_00017753-RA, Av_00004764-RA, Av_00006201-RA	VIT_212s0059g01650.1
OG0008808	Av_00000174-RA	VIT_219s0090g00230.1, VIT_219s0090g00230.2
OG0008809	Av_00022312-RA	VIT_219s0014g03180.1, VIT_212s0059g00280.1
OG0008810	Av_00018157-RA	VIT_209s0002g05260.1
OG0008811	Av_00020403-RA, Av_00014050-RA	VIT_208s0056g01170.1
OG0008812	Av_00023425-RA	VIT_211s0037g00820.1, VIT_211s0037g00820.4, VIT_211s0037g00820.3, VIT_211s0037g00820.2
OG0008813	Av_00010073-RA, Av_00014324-RA	VIT_204s0008g03810.2, VIT_204s0008g03810.1
OG0008814	Av_00024462-RA, Av_00007141-RA	VIT_211s0016g00340.1, VIT_211s0016g00340.2, VIT_211s0016g00340.3
OG0008815	Av_00005931-RA	VIT_200s0181g00210.4, VIT_200s0181g00210.1
OG0008816	Av_00019868-RA	VIT_215s0048g00420.1
OG0008817	Av_00008726-RA, Av_00023134-RA	VIT_200s0445g00020.1
OG0008818	Av_00010440-RA, Av_00014593-RA	VIT_202s0025g00490.2, VIT_202s0025g00490.1
OG0008819	Av_00003006-RA	VIT_200s0299g00030.2, VIT_200s2481g00010.1, VIT_200s0299g00030.3, VIT_200s0299g00030.1
OG0008820	Av_00012321-RA, Av_00004495-RA	VIT_211s0037g00930.1
OG0008822	Av_00001100-RA	VIT_211s0065g00480.1
OG0008823	Av_00019949-RA	VIT_211s0052g01390.6, VIT_211s0052g01390.5, VIT_211s0052g01390.4, VIT_211s0052g01390.3, VIT_211s0052g01390.2, VIT_211s0052g01390.1
OG0008824	Av_00000916-RA	VIT_201s0011g05730.1, VIT_201s0011g05730.2, VIT_201s0011g05730.3
OG0008825	Av_00001601-RA, Av_00009161-RA	VIT_216s0022g02080.1
OG0008827	Av_00003995-RA	VIT_211s0118g00770.4, VIT_211s0118g00770.2, VIT_211s0118g00770.3, VIT_211s0118g00770.1
OG0008828	Av_00012778-RA, Av_00006229-RA	VIT_204s0008g03860.1, VIT_204s0008g03860.2
