Orthogroup	A_vesiculosa.proteins	L_sativa.proteins
OG0012638	Av_00018810-RA, Av_00018811-RA	Lsat_1_v5_gn_2_31041.1
OG0012639	Av_00003260-RA	Lsat_1_v5_gn_7_980.1, Lsat_1_v5_gn_7_980.2
OG0012641	Av_00016302-RA, Av_00011618-RA	Lsat_1_v5_gn_4_15500.1, Lsat_1_v5_gn_4_141400.1
OG0012643	Av_00016385-RA	Lsat_1_v5_gn_1_8741.1, Lsat_1_v5_gn_6_98801.1
OG0012644	Av_00019031-RA	Lsat_1_v5_gn_7_83180.1
OG0012645	Av_00005529-RA	Lsat_1_v5_gn_3_521.3, Lsat_1_v5_gn_3_521.1
OG0012647	Av_00004579-RA	Lsat_1_v5_gn_6_28360.1, Lsat_1_v5_gn_6_28360.3
OG0012652	Av_00016680-RA, Av_00022553-RA	Lsat_1_v5_gn_6_96860.1
OG0012653	Av_00009360-RA	Lsat_1_v5_gn_1_70140.1, Lsat_1_v5_gn_1_70140.2
OG0012654	Av_00016444-RA	Lsat_1_v5_gn_4_122361.1
OG0012655	Av_00009974-RA	Lsat_1_v5_gn_3_94020.1
OG0012656	Av_00001726-RA	Lsat_1_v5_gn_9_4081.1
OG0012660	Av_00002538-RA	Lsat_1_v5_gn_7_80180.1
OG0012662	Av_00016342-RA	Lsat_1_v5_gn_4_159680.1
OG0012666	Av_00007151-RA	Lsat_1_v5_gn_8_120201.1
OG0012667	Av_00016721-RA	Lsat_1_v5_gn_9_42581.1
OG0012672	Av_00023275-RA, Av_00008065-RA	Lsat_1_v5_gn_8_109701.1
OG0012673	Av_00010059-RA	Lsat_1_v5_gn_1_34341.3, Lsat_1_v5_gn_1_34341.1
OG0012674	Av_00020072-RA	Lsat_1_v5_gn_1_96760.1
OG0012675	Av_00005915-RA	Lsat_1_v5_gn_3_23080.1
OG0012676	Av_00007877-RA	Lsat_1_v5_gn_7_108120.1
OG0012683	Av_00008541-RA	Lsat_1_v5_gn_3_39301.1
OG0012688	Av_00005917-RA	Lsat_1_v5_gn_1_126041.1
OG0012691	Av_00005625-RA	Lsat_1_v5_gn_4_59081.3, Lsat_1_v5_gn_4_59081.1
OG0012693	Av_00010567-RA	Lsat_1_v5_gn_7_18360.1
OG0012697	Av_00005888-RA	Lsat_1_v5_gn_4_49741.1
OG0012699	Av_00007122-RA	Lsat_1_v5_gn_6_66400.1
OG0012700	Av_00000226-RA	Lsat_1_v5_gn_7_100320.1, Lsat_1_v5_gn_7_100320.2
OG0012701	Av_00010050-RA	Lsat_1_v5_gn_2_132940.1, Lsat_1_v5_gn_4_87000.1
OG0012705	Av_00012331-RA	Lsat_1_v5_gn_7_50080.1
OG0012706	Av_00008886-RA	Lsat_1_v5_gn_5_144900.3, Lsat_1_v5_gn_5_144900.1
OG0012708	Av_00017409-RA	Lsat_1_v5_gn_7_3801.1
OG0012711	Av_00018915-RA	Lsat_1_v5_gn_5_8280.1
OG0012713	Av_00001095-RA	Lsat_1_v5_gn_7_59680.1
OG0012714	Av_00023075-RA	Lsat_1_v5_gn_5_60680.1, Lsat_1_v5_gn_5_60680.2
OG0012719	Av_00009070-RA	Lsat_1_v5_gn_1_49660.1
OG0012720	Av_00012326-RA	Lsat_1_v5_gn_7_49581.1
OG0012721	Av_00009113-RA	Lsat_1_v5_gn_2_81461.1
OG0012726	Av_00012944-RA	Lsat_1_v5_gn_9_56500.1
OG0012731	Av_00012924-RA	Lsat_1_v5_gn_0_29900.1
OG0012734	Av_00003472-RA	Lsat_1_v5_gn_5_154760.1, Lsat_1_v5_gn_5_154760.3
OG0012738	Av_00013632-RA	Lsat_1_v5_gn_4_88641.3, Lsat_1_v5_gn_4_88641.1
OG0012741	Av_00008382-RA	Lsat_1_v5_gn_5_341.1, Lsat_1_v5_gn_9_88420.1
OG0012742	Av_00023426-RA	Lsat_1_v5_gn_7_50920.1
OG0012743	Av_00008322-RA	Lsat_1_v5_gn_3_25061.1
OG0012745	Av_00018356-RA	Lsat_1_v5_gn_9_18440.1
OG0012750	Av_00001190-RA	Lsat_1_v5_gn_1_68301.1
OG0012751	Av_00008875-RA	Lsat_1_v5_gn_5_147400.1
OG0012752	Av_00010373-RA	Lsat_1_v5_gn_6_90321.1
OG0012753	Av_00004917-RA	Lsat_1_v5_gn_7_46800.1
OG0012756	Av_00000023-RA	Lsat_1_v5_gn_3_139581.1
OG0012758	Av_00020790-RA	Lsat_1_v5_gn_4_88500.1, Lsat_1_v5_gn_4_88500.3
OG0012759	Av_00012922-RA	Lsat_1_v5_gn_8_97241.1, Lsat_1_v5_gn_8_97241.2
OG0012761	Av_00009744-RA	Lsat_1_v5_gn_8_89600.1
OG0012762	Av_00002892-RA	Lsat_1_v5_gn_6_24941.1, Lsat_1_v5_gn_6_24941.2
OG0012763	Av_00015148-RA	Lsat_1_v5_gn_2_105841.1
OG0012764	Av_00021823-RA	Lsat_1_v5_gn_5_154220.1
OG0012768	Av_00020180-RA	Lsat_1_v5_gn_2_109820.1
OG0012770	Av_00019897-RA	Lsat_1_v5_gn_8_132721.1
OG0012772	Av_00019476-RA	Lsat_1_v5_gn_7_100481.1, Lsat_1_v5_gn_7_100481.3
OG0012773	Av_00017513-RA	Lsat_1_v5_gn_8_99481.1
OG0012774	Av_00005359-RA	Lsat_1_v5_gn_9_84161.1
OG0012775	Av_00014338-RA	Lsat_1_v5_gn_8_21281.1
OG0012776	Av_00008492-RA	Lsat_1_v5_gn_2_59441.1
OG0012777	Av_00023565-RA	Lsat_1_v5_gn_5_157760.1
OG0012778	Av_00022690-RA	Lsat_1_v5_gn_2_121640.1
OG0012779	Av_00023166-RA	Lsat_1_v5_gn_2_72881.1, Lsat_1_v5_gn_2_72881.3
OG0012780	Av_00021090-RA	Lsat_1_v5_gn_9_20121.1, Lsat_1_v5_gn_5_171660.1
OG0012781	Av_00010160-RA	Lsat_1_v5_gn_9_103620.1, Lsat_1_v5_gn_9_103620.2
OG0012782	Av_00020029-RA	Lsat_1_v5_gn_2_20401.1
OG0012785	Av_00008811-RA	Lsat_1_v5_gn_3_43800.1
OG0012787	Av_00017346-RA	Lsat_1_v5_gn_2_35940.1
OG0012788	Av_00006562-RA, Av_00016528-RA	Lsat_1_v5_gn_2_108461.1, Lsat_1_v5_gn_2_108461.3
OG0012789	Av_00015569-RA, Av_00009076-RA	Lsat_1_v5_gn_1_87261.1
OG0012792	Av_00008248-RA	Lsat_1_v5_gn_8_21161.1
OG0012793	Av_00011402-RA	Lsat_1_v5_gn_1_59641.1
OG0012795	Av_00007816-RA	Lsat_1_v5_gn_9_35501.1
OG0012797	Av_00004773-RA	Lsat_1_v5_gn_5_163860.1, Lsat_1_v5_gn_4_184120.1
OG0012798	Av_00023121-RA	Lsat_1_v5_gn_7_22580.1, Lsat_1_v5_gn_7_22580.2
OG0012799	Av_00007669-RA	Lsat_1_v5_gn_9_29660.1
OG0012802	Av_00023806-RA	Lsat_1_v5_gn_5_561.1
OG0012804	Av_00015884-RA	Lsat_1_v5_gn_8_101640.1
OG0012806	Av_00020026-RA	Lsat_1_v5_gn_2_24360.1
OG0012808	Av_00011541-RA, Av_00000129-RA	Lsat_1_v5_gn_5_381.1
OG0012809	Av_00018453-RA	Lsat_1_v5_gn_4_12881.1
OG0012810	Av_00001864-RA	Lsat_1_v5_gn_4_137741.1
OG0012811	Av_00003712-RA	Lsat_1_v5_gn_0_32461.4, Lsat_1_v5_gn_6_62421.3, Lsat_1_v5_gn_0_32461.1, Lsat_1_v5_gn_6_62421.1
OG0012812	Av_00009488-RA	Lsat_1_v5_gn_2_136541.1
OG0012814	Av_00006559-RA	Lsat_1_v5_gn_2_31700.1
OG0012816	Av_00012692-RA	Lsat_1_v5_gn_3_42540.1
OG0012817	Av_00010174-RA	Lsat_1_v5_gn_7_96161.1
OG0012820	Av_00003537-RA	Lsat_1_v5_gn_8_20401.1
OG0012821	Av_00010262-RA, Av_00012844-RA	Lsat_1_v5_gn_5_22460.1, Lsat_1_v5_gn_1_14440.1
OG0012822	Av_00002829-RA	Lsat_1_v5_gn_9_32101.1
OG0012823	Av_00000276-RA	Lsat_1_v5_gn_3_55461.1
OG0012824	Av_00012655-RA	Lsat_1_v5_gn_8_79241.2, Lsat_1_v5_gn_8_79241.1
OG0012827	Av_00013454-RA, Av_00016425-RA	Lsat_1_v5_gn_2_109661.1
OG0012828	Av_00017178-RA	Lsat_1_v5_gn_5_128220.1
OG0012833	Av_00023861-RA	Lsat_1_v5_gn_5_172281.1
OG0012834	Av_00014233-RA	Lsat_1_v5_gn_2_67381.1
OG0012835	Av_00023586-RA	Lsat_1_v5_gn_4_86121.1, Lsat_1_v5_gn_5_7841.1, Lsat_1_v5_gn_1_31620.1
OG0012836	Av_00020468-RA	Lsat_1_v5_gn_8_158021.1
OG0012837	Av_00019440-RA	Lsat_1_v5_gn_0_661.1, Lsat_1_v5_gn_0_661.3
OG0012838	Av_00002255-RA	Lsat_1_v5_gn_9_7000.1
OG0012839	Av_00004608-RA	Lsat_1_v5_gn_9_41400.1
OG0012842	Av_00002989-RA	Lsat_1_v5_gn_3_14600.1
OG0012844	Av_00010953-RA	Lsat_1_v5_gn_1_3841.3
OG0012846	Av_00010399-RA	Lsat_1_v5_gn_2_128600.1, Lsat_1_v5_gn_2_128600.3
OG0012847	Av_00002872-RA	Lsat_1_v5_gn_2_115121.1
OG0012848	Av_00021193-RA	Lsat_1_v5_gn_7_110600.1, Lsat_1_v5_gn_7_110600.2
OG0012849	Av_00003262-RA, Av_00003263-RA	Lsat_1_v5_gn_8_17941.2
OG0012851	Av_00011650-RA	Lsat_1_v5_gn_8_142161.1
OG0012852	Av_00000813-RA	Lsat_1_v5_gn_5_186781.1, Lsat_1_v5_gn_5_186781.4
OG0012853	Av_00018131-RA	Lsat_1_v5_gn_8_89340.1
OG0012856	Av_00009257-RA	Lsat_1_v5_gn_5_13720.1
OG0012857	Av_00001899-RA	Lsat_1_v5_gn_4_140021.3, Lsat_1_v5_gn_4_140021.1
OG0012858	Av_00015977-RA, Av_00011375-RA	Lsat_1_v5_gn_4_72141.3, Lsat_1_v5_gn_4_72141.2, Lsat_1_v5_gn_4_72141.1
OG0012859	Av_00007393-RA, Av_00003788-RA	Lsat_1_v5_gn_8_58680.1
OG0012860	Av_00015317-RA	Lsat_1_v5_gn_8_24880.1
OG0012861	Av_00006849-RA	Lsat_1_v5_gn_9_81101.1
OG0012866	Av_00015935-RA	Lsat_1_v5_gn_5_117140.3, Lsat_1_v5_gn_5_117140.1, Lsat_1_v5_gn_5_117140.2, Lsat_1_v5_gn_2_78540.1
OG0012868	Av_00022623-RA	Lsat_1_v5_gn_8_89800.1
OG0012869	Av_00021818-RA	Lsat_1_v5_gn_8_25680.1, Lsat_1_v5_gn_8_25680.2
OG0012870	Av_00009713-RA, Av_00023833-RA	Lsat_1_v5_gn_9_86820.1, Lsat_1_v5_gn_9_86820.2, Lsat_1_v5_gn_9_6120.1
OG0012871	Av_00007439-RA	Lsat_1_v5_gn_3_65081.1
OG0012874	Av_00021292-RA	Lsat_1_v5_gn_5_178440.3, Lsat_1_v5_gn_5_178440.1
OG0012876	Av_00022508-RA	Lsat_1_v5_gn_2_108000.1, Lsat_1_v5_gn_2_108000.2
OG0012877	Av_00006895-RA	Lsat_1_v5_gn_9_86761.1
OG0012878	Av_00012277-RA	Lsat_1_v5_gn_9_109600.1
OG0012880	Av_00008804-RA	Lsat_1_v5_gn_9_112601.1
OG0012881	Av_00011584-RA	Lsat_1_v5_gn_2_95140.3, Lsat_1_v5_gn_2_95140.1
OG0012882	Av_00017627-RA	Lsat_1_v5_gn_8_4541.1
OG0012884	Av_00001665-RA	Lsat_1_v5_gn_8_5280.1
OG0012885	Av_00019242-RA	Lsat_1_v5_gn_3_74241.1, Lsat_1_v5_gn_3_74241.2
OG0012886	Av_00006377-RA	Lsat_1_v5_gn_8_37640.1
OG0012890	Av_00015905-RA	Lsat_1_v5_gn_8_144020.1
OG0012894	Av_00007970-RA	Lsat_1_v5_gn_9_46060.1
OG0012896	Av_00013787-RA	Lsat_1_v5_gn_1_13321.3, Lsat_1_v5_gn_1_13321.1
OG0012899	Av_00001709-RA	Lsat_1_v5_gn_5_15080.1, Lsat_1_v5_gn_5_15080.2
OG0012900	Av_00002589-RA, Av_00018438-RA	Lsat_1_v5_gn_4_15701.1, Lsat_1_v5_gn_4_15701.2
OG0012902	Av_00012427-RA	Lsat_1_v5_gn_5_20140.1, Lsat_1_v5_gn_5_20140.3
OG0012903	Av_00002693-RA	Lsat_1_v5_gn_3_49860.2, Lsat_1_v5_gn_3_49860.1
OG0012904	Av_00014840-RA, Av_00016616-RA	Lsat_1_v5_gn_7_74401.1
OG0012905	Av_00005278-RA	Lsat_1_v5_gn_4_8840.3, Lsat_1_v5_gn_4_8840.1
OG0012906	Av_00005575-RA, Av_00006010-RA	Lsat_1_v5_gn_7_26041.1
OG0012910	Av_00006364-RA	Lsat_1_v5_gn_3_59660.1
OG0012911	Av_00004544-RA	Lsat_1_v5_gn_8_126921.1
OG0012915	Av_00010110-RA	Lsat_1_v5_gn_9_117140.1
OG0012916	Av_00010533-RA	Lsat_1_v5_gn_4_107401.3
OG0012918	Av_00009787-RA	Lsat_1_v5_gn_9_61061.3, Lsat_1_v5_gn_9_61061.1, Lsat_1_v5_gn_9_61061.2
OG0012920	Av_00015613-RA	Lsat_1_v5_gn_0_24261.1
OG0012921	Av_00006402-RA	Lsat_1_v5_gn_4_10260.1
OG0012922	Av_00004699-RA	Lsat_1_v5_gn_4_64581.1
OG0012925	Av_00003696-RA	Lsat_1_v5_gn_5_101961.1
OG0012926	Av_00018439-RA	Lsat_1_v5_gn_4_15340.1
OG0012927	Av_00002748-RA	Lsat_1_v5_gn_4_20381.1, Lsat_1_v5_gn_4_182240.1
OG0012930	Av_00010330-RA, Av_00014513-RA	Lsat_1_v5_gn_3_14660.3, Lsat_1_v5_gn_6_81681.1, Lsat_1_v5_gn_3_14660.1
OG0012936	Av_00013615-RA	Lsat_1_v5_gn_4_180681.1
OG0012939	Av_00004672-RA	Lsat_1_v5_gn_5_30240.3, Lsat_1_v5_gn_5_30240.1
OG0012941	Av_00022485-RA, Av_00000874-RA	Lsat_1_v5_gn_7_32041.1
OG0012942	Av_00013548-RA	Lsat_1_v5_gn_6_118241.1
OG0012944	Av_00018529-RA	Lsat_1_v5_gn_9_102921.1, Lsat_1_v5_gn_3_93600.1
OG0012945	Av_00017961-RA	Lsat_1_v5_gn_5_81081.2, Lsat_1_v5_gn_5_81081.1
OG0012946	Av_00018692-RA, Av_00001397-RA	Lsat_1_v5_gn_5_178301.1
OG0012958	Av_00020853-RA	Lsat_1_v5_gn_3_70221.1, Lsat_1_v5_gn_3_70221.3
OG0012961	Av_00001550-RA, Av_00001549-RA, Av_00013521-RA	Lsat_1_v5_gn_1_41401.1
OG0012963	Av_00023512-RA	Lsat_1_v5_gn_4_69940.1
OG0012963	Av_00012794-RA	Lsat_1_v5_gn_0_7421.1
OG0012966	Av_00009059-RA	Lsat_1_v5_gn_7_43521.3, Lsat_1_v5_gn_7_43521.1
OG0012970	Av_00005395-RA	Lsat_1_v5_gn_4_20121.1, Lsat_1_v5_gn_4_20121.3
OG0012971	Av_00014828-RA, Av_00022758-RA	Lsat_1_v5_gn_3_125601.3, Lsat_1_v5_gn_3_125601.1
OG0012974	Av_00002397-RA	Lsat_1_v5_gn_7_106360.3, Lsat_1_v5_gn_7_106360.1
OG0012976	Av_00009674-RA, Av_00002280-RA	Lsat_1_v5_gn_9_2661.1, Lsat_1_v5_gn_9_2661.2
OG0012977	Av_00001923-RA	Lsat_1_v5_gn_3_71080.1
OG0012982	Av_00004758-RA	Lsat_1_v5_gn_8_149100.1, Lsat_1_v5_gn_8_149100.3, Lsat_1_v5_gn_7_96060.3, Lsat_1_v5_gn_7_96060.1, Lsat_1_v5_gn_7_96040.1
OG0012984	Av_00008531-RA, Av_00021809-RA	Lsat_1_v5_gn_3_37720.3, Lsat_1_v5_gn_3_37720.1
OG0013003	Av_00007776-RA, Av_00000253-RA, Av_00007636-RA	Lsat_1_v5_gn_4_14961.1, Lsat_1_v5_gn_8_43280.1, Lsat_1_v5_gn_4_154841.1
OG0013010	Av_00004501-RA	Lsat_1_v5_gn_8_103801.1, Lsat_1_v5_gn_2_105640.2, Lsat_1_v5_gn_2_105640.1, Lsat_1_v5_gn_2_105720.2, Lsat_1_v5_gn_8_103961.1, Lsat_1_v5_gn_8_103621.2, Lsat_1_v5_gn_9_36420.1
OG0013012	Av_00019060-RA, Av_00022775-RA	Lsat_1_v5_gn_3_118080.1
OG0013105	Av_00002852-RA	Lsat_1_v5_gn_6_32900.1
OG0013118	Av_00022418-RA	Lsat_1_v5_gn_8_96760.1
OG0013120	Av_00008702-RA	Lsat_1_v5_gn_5_189761.1
OG0013121	Av_00006153-RA	Lsat_1_v5_gn_5_169660.1
OG0013124	Av_00011817-RA	Lsat_1_v5_gn_2_17740.1
OG0013130	Av_00024474-RA	Lsat_1_v5_gn_6_44060.1
OG0013131	Av_00006644-RA	Lsat_1_v5_gn_8_137361.1
OG0013135	Av_00008048-RA	Lsat_1_v5_gn_2_43101.1
OG0013136	Av_00024747-RA	Lsat_1_v5_gn_6_26820.2, Lsat_1_v5_gn_6_26820.1
OG0013139	Av_00014745-RA	Lsat_1_v5_gn_1_74920.1
OG0013142	Av_00023787-RA	Lsat_1_v5_gn_2_92960.1
OG0013144	Av_00012418-RA	Lsat_1_v5_gn_8_9141.1
OG0013150	Av_00011855-RA	Lsat_1_v5_gn_8_56740.1, Lsat_1_v5_gn_1_10800.1
OG0013153	Av_00021199-RA	Lsat_1_v5_gn_9_101401.1
OG0013154	Av_00002204-RA	Lsat_1_v5_gn_5_181360.1
OG0013157	Av_00006924-RA	Lsat_1_v5_gn_9_122701.1
OG0013160	Av_00011473-RA	Lsat_1_v5_gn_5_101420.3, Lsat_1_v5_gn_5_101420.1
OG0013161	Av_00001828-RA	Lsat_1_v5_gn_4_23921.1
OG0013170	Av_00004621-RA	Lsat_1_v5_gn_1_103341.1
OG0013176	Av_00013409-RA	Lsat_1_v5_gn_4_168300.2, Lsat_1_v5_gn_4_168300.3, Lsat_1_v5_gn_4_168300.1
OG0013178	Av_00018349-RA	Lsat_1_v5_gn_3_123380.1
OG0013180	Av_00011137-RA	Lsat_1_v5_gn_1_19180.1
OG0013184	Av_00003208-RA, Av_00013901-RA	Lsat_1_v5_gn_8_133721.1
OG0013185	Av_00015374-RA	Lsat_1_v5_gn_9_89500.1
OG0013188	Av_00008803-RA	Lsat_1_v5_gn_9_112060.1
OG0013189	Av_00024399-RA, Av_00001885-RA	Lsat_1_v5_gn_4_158941.1
OG0013191	Av_00003752-RA	Lsat_1_v5_gn_9_48560.2, Lsat_1_v5_gn_9_48560.1
OG0013192	Av_00010974-RA	Lsat_1_v5_gn_4_183401.1, Lsat_1_v5_gn_4_183401.2
OG0013193	Av_00017206-RA	Lsat_1_v5_gn_8_131281.1
OG0013199	Av_00020410-RA	Lsat_1_v5_gn_5_127821.1
OG0013213	Av_00019771-RA	Lsat_1_v5_gn_6_26301.1
OG0013214	Av_00017906-RA	Lsat_1_v5_gn_2_83800.1
OG0013217	Av_00017124-RA	Lsat_1_v5_gn_7_50200.1
OG0013221	Av_00004402-RA	Lsat_1_v5_gn_3_26521.1
OG0013222	Av_00001074-RA	Lsat_1_v5_gn_5_117460.1, Lsat_1_v5_gn_0_45320.1
OG0013223	Av_00021335-RA	Lsat_1_v5_gn_3_20881.1, Lsat_1_v5_gn_3_20881.2
OG0013224	Av_00022253-RA	Lsat_1_v5_gn_5_82441.1, Lsat_1_v5_gn_5_82441.3
OG0013225	Av_00022756-RA	Lsat_1_v5_gn_1_40040.1
OG0013229	Av_00004030-RA	Lsat_1_v5_gn_7_45320.1, Lsat_1_v5_gn_7_45320.2
OG0013231	Av_00003215-RA	Lsat_1_v5_gn_4_37061.1
OG0013232	Av_00008876-RA	Lsat_1_v5_gn_7_41360.1
OG0013236	Av_00015053-RA	Lsat_1_v5_gn_8_4621.3, Lsat_1_v5_gn_8_4621.1
OG0013239	Av_00016696-RA	Lsat_1_v5_gn_2_133820.1
OG0013243	Av_00010525-RA, Av_00024964-RA	Lsat_1_v5_gn_5_23460.1
OG0013245	Av_00000466-RA	Lsat_1_v5_gn_4_151140.2, Lsat_1_v5_gn_4_151140.1
OG0013251	Av_00013607-RA	Lsat_1_v5_gn_9_45640.1
OG0013257	Av_00018387-RA	Lsat_1_v5_gn_8_19320.1
OG0013267	Av_00020982-RA	Lsat_1_v5_gn_3_111421.1
OG0013268	Av_00009091-RA	Lsat_1_v5_gn_1_105740.1
OG0013269	Av_00000483-RA	Lsat_1_v5_gn_4_145721.1, Lsat_1_v5_gn_4_145721.2, Lsat_1_v5_gn_4_145721.3
OG0013272	Av_00016483-RA	Lsat_1_v5_gn_6_22520.1
OG0013273	Av_00007692-RA	Lsat_1_v5_gn_4_41901.1
OG0013276	Av_00015724-RA	Lsat_1_v5_gn_5_1760.3, Lsat_1_v5_gn_5_1760.1
OG0013278	Av_00006482-RA	Lsat_1_v5_gn_2_102980.1
OG0013279	Av_00021978-RA	Lsat_1_v5_gn_9_24701.1
OG0013281	Av_00005646-RA	Lsat_1_v5_gn_4_55821.1
OG0013282	Av_00020665-RA	Lsat_1_v5_gn_4_51301.1
OG0013283	Av_00008556-RA	Lsat_1_v5_gn_8_128420.1, Lsat_1_v5_gn_8_128420.2
OG0013288	Av_00003201-RA	Lsat_1_v5_gn_4_37561.1
OG0013289	Av_00016575-RA	Lsat_1_v5_gn_9_1100.3, Lsat_1_v5_gn_9_1100.1
OG0013290	Av_00011315-RA	Lsat_1_v5_gn_4_77041.1
OG0013295	Av_00007736-RA	Lsat_1_v5_gn_3_92341.1
OG0013299	Av_00011276-RA	Lsat_1_v5_gn_2_31020.1
OG0013306	Av_00014241-RA	Lsat_1_v5_gn_7_13460.1
OG0013307	Av_00016451-RA	Lsat_1_v5_gn_5_28981.1, Lsat_1_v5_gn_5_28981.2
OG0013308	Av_00022755-RA	Lsat_1_v5_gn_1_29560.3, Lsat_1_v5_gn_1_29560.1
OG0013314	Av_00010892-RA	Lsat_1_v5_gn_7_5580.3, Lsat_1_v5_gn_7_5580.1
OG0013315	Av_00024754-RA	Lsat_1_v5_gn_3_11340.1
OG0013317	Av_00009213-RA	Lsat_1_v5_gn_9_14140.1, Lsat_1_v5_gn_2_135221.1
OG0013318	Av_00009122-RA	Lsat_1_v5_gn_3_78860.1, Lsat_1_v5_gn_3_78860.2
OG0013323	Av_00015470-RA	Lsat_1_v5_gn_8_154281.1
OG0013327	Av_00006346-RA	Lsat_1_v5_gn_8_41701.1, Lsat_1_v5_gn_8_41701.3
OG0013328	Av_00013860-RA	Lsat_1_v5_gn_4_74421.1
OG0013329	Av_00006378-RA	Lsat_1_v5_gn_4_162180.1
OG0013331	Av_00009320-RA	Lsat_1_v5_gn_4_107380.1
OG0013332	Av_00015521-RA	Lsat_1_v5_gn_8_48080.1
OG0013334	Av_00011010-RA	Lsat_1_v5_gn_1_28980.1, Lsat_1_v5_gn_1_28980.2
OG0013335	Av_00001768-RA, Av_00001769-RA	Lsat_1_v5_gn_5_21521.2, Lsat_1_v5_gn_5_21521.1
OG0013337	Av_00002725-RA	Lsat_1_v5_gn_4_12180.1
OG0013340	Av_00005565-RA	Lsat_1_v5_gn_4_112441.1
OG0013342	Av_00015575-RA	Lsat_1_v5_gn_1_107841.1
OG0013345	Av_00004903-RA	Lsat_1_v5_gn_3_8360.1
OG0013348	Av_00002889-RA, Av_00012574-RA	Lsat_1_v5_gn_6_25141.1
OG0013351	Av_00008930-RA	Lsat_1_v5_gn_9_46221.1
OG0013354	Av_00003304-RA	Lsat_1_v5_gn_8_38360.1
OG0013356	Av_00021944-RA	Lsat_1_v5_gn_3_98880.3, Lsat_1_v5_gn_3_98880.1
OG0013359	Av_00005614-RA	Lsat_1_v5_gn_1_128621.2, Lsat_1_v5_gn_1_128621.1
OG0013361	Av_00007804-RA	Lsat_1_v5_gn_5_45800.1, Lsat_1_v5_gn_6_7481.1
OG0013364	Av_00022226-RA	Lsat_1_v5_gn_5_25161.1
OG0013365	Av_00017012-RA	Lsat_1_v5_gn_4_17621.1
OG0013370	Av_00022661-RA	Lsat_1_v5_gn_1_56201.3, Lsat_1_v5_gn_1_56201.1
OG0013381	Av_00006290-RA	Lsat_1_v5_gn_5_145881.3, Lsat_1_v5_gn_5_145881.1
OG0013388	Av_00002270-RA	Lsat_1_v5_gn_1_115540.1
OG0013393	Av_00014955-RA	Lsat_1_v5_gn_7_9121.1, Lsat_1_v5_gn_1_90700.3, Lsat_1_v5_gn_7_8940.4
OG0013397	Av_00008774-RA	Lsat_1_v5_gn_7_34060.2, Lsat_1_v5_gn_7_34060.1, Lsat_1_v5_gn_7_34060.3
OG0013400	Av_00006467-RA	Lsat_1_v5_gn_3_125641.1, Lsat_1_v5_gn_3_125641.3, Lsat_1_v5_gn_5_72680.1
OG0013402	Av_00021278-RA	Lsat_1_v5_gn_8_89060.1
OG0013404	Av_00014175-RA	Lsat_1_v5_gn_4_63860.1
OG0013413	Av_00020344-RA	Lsat_1_v5_gn_4_145700.1
OG0013414	Av_00001547-RA	Lsat_1_v5_gn_1_41060.3, Lsat_1_v5_gn_1_41060.1
OG0013418	Av_00016293-RA	Lsat_1_v5_gn_7_76661.1
OG0013421	Av_00007152-RA	Lsat_1_v5_gn_8_120421.2, Lsat_1_v5_gn_8_120421.1
OG0013425	Av_00000685-RA, Av_00019354-RA	Lsat_1_v5_gn_8_83300.1, Lsat_1_v5_gn_8_83300.2, Lsat_1_v5_gn_8_83340.1, Lsat_1_v5_gn_8_83340.3
OG0013439	Av_00019808-RA	Lsat_1_v5_gn_7_97281.1, Lsat_1_v5_gn_9_102560.1
OG0013446	Av_00002572-RA	Lsat_1_v5_gn_3_106121.1, Lsat_1_v5_gn_3_106121.3
OG0013449	Av_00022190-RA	Lsat_1_v5_gn_5_135120.1, Lsat_1_v5_gn_5_135200.1
OG0013451	Av_00024037-RA, Av_00001477-RA	Lsat_1_v5_gn_5_179800.1, Lsat_1_v5_gn_5_179800.2
OG0013455	Av_00001405-RA	Lsat_1_v5_gn_4_46380.1, Lsat_1_v5_gn_8_98580.1
OG0013458	Av_00009462-RA	Lsat_1_v5_gn_9_49721.1
OG0013462	Av_00004504-RA	Lsat_1_v5_gn_8_85500.3, Lsat_1_v5_gn_8_85500.1
OG0013562	Av_00014411-RA	Lsat_1_v5_gn_2_33900.1
OG0013564	Av_00008466-RA	Lsat_1_v5_gn_6_41901.1
OG0013565	Av_00012062-RA	Lsat_1_v5_gn_8_13541.1
OG0013567	Av_00019960-RA	Lsat_1_v5_gn_5_150440.1
OG0013573	Av_00007463-RA	Lsat_1_v5_gn_8_137321.1
OG0013575	Av_00022230-RA	Lsat_1_v5_gn_8_78280.2, Lsat_1_v5_gn_8_78280.1
OG0013576	Av_00020520-RA, Av_00014063-RA	Lsat_1_v5_gn_5_83301.1
OG0013582	Av_00001449-RA	Lsat_1_v5_gn_8_76661.3, Lsat_1_v5_gn_8_76661.1
OG0013585	Av_00023678-RA, Av_00021876-RA	Lsat_1_v5_gn_8_161300.1
OG0013590	Av_00014531-RA, Av_00010363-RA	Lsat_1_v5_gn_8_137340.1
OG0013592	Av_00000762-RA	Lsat_1_v5_gn_9_11861.3, Lsat_1_v5_gn_9_11861.1
OG0013596	Av_00004951-RA	Lsat_1_v5_gn_4_32020.1
OG0013601	Av_00020109-RA	Lsat_1_v5_gn_4_85501.1
OG0013614	Av_00014225-RA	Lsat_1_v5_gn_7_79481.1, Lsat_1_v5_gn_5_107520.1
