Orthogroup	A_vesiculosa.proteins	S_lycopersicum.proteins
OG0009133	Av_00007378-RA	Solyc07g007560.3.1
OG0009134	Av_00016227-RA	Solyc06g043140.3.1, Solyc02g036380.3.1
OG0009135	Av_00011594-RA, Av_00020416-RA	Solyc06g072610.3.1, Solyc03g097630.3.1, Solyc02g094390.3.1
OG0009137	Av_00019456-RA	Solyc12g096260.2.1, Solyc08g005910.3.1
OG0009138	Av_00012231-RA	Solyc05g006810.3.1
OG0009139	Av_00004983-RA	Solyc02g085780.3.1
OG0009140	Av_00008104-RA	Solyc11g005140.1.1
OG0009141	Av_00011457-RA	Solyc03g098180.3.1
OG0009142	Av_00012206-RA	Solyc02g063170.3.1, Solyc02g086050.3.1
OG0009143	Av_00011606-RA	Solyc05g007260.3.1
OG0009144	Av_00007567-RA, Av_00007568-RA	Solyc05g012720.3.1
OG0009145	Av_00009338-RA, Av_00012448-RA	Solyc03g114690.3.1
OG0009146	Av_00019518-RA, Av_00020928-RA	Solyc08g077450.3.1
OG0009147	Av_00010555-RA, Av_00010554-RA	Solyc06g071510.3.1
OG0009148	Av_00000245-RA, Av_00007785-RA	Solyc05g008860.3.1
OG0009149	Av_00018443-RA, Av_00002586-RA, Av_00003332-RA	Solyc03g119090.3.1
OG0009150	Av_00000904-RA, Av_00015485-RA, Av_00023094-RA	Solyc01g008050.3.1
OG0009151	Av_00021392-RA	Solyc08g077090.3.1
OG0009152	Av_00010685-RA, Av_00018590-RA	Solyc06g060910.2.1
OG0009153	Av_00021478-RA	Solyc12g019010.2.1
OG0009154	Av_00022625-RA	Solyc03g062650.3.1
OG0009155	Av_00022024-RA	Solyc08g076310.3.1
OG0009157	Av_00005929-RA, Av_00005643-RA	Solyc10g005660.3.1
OG0009158	Av_00016341-RA	Solyc02g070100.3.1
OG0009159	Av_00008344-RA	Solyc10g037890.2.1
OG0009160	Av_00001577-RA	Solyc03g093440.3.1
OG0009161	Av_00003313-RA	Solyc04g009280.1.1, Solyc04g009300.3.1
OG0009162	Av_00019924-RA	Solyc02g091120.3.1
OG0009163	Av_00006361-RA	Solyc04g007230.3.1
OG0009164	Av_00003575-RA	Solyc02g087280.3.1
OG0009167	Av_00001735-RA, Av_00017684-RA	Solyc06g071200.3.1
OG0009168	Av_00017009-RA, Av_00003314-RA	Solyc05g016190.3.1
OG0009170	Av_00006568-RA	Solyc11g070040.2.1
OG0009171	Av_00019932-RA	Solyc03g034200.3.1
OG0009172	Av_00000269-RA	Solyc01g008900.3.1
OG0009173	Av_00007781-RA, Av_00000250-RA	Solyc05g008450.3.1
OG0009174	Av_00020421-RA	Solyc03g097500.3.1
OG0009175	Av_00001810-RA, Av_00013749-RA, Av_00022354-RA, Av_00025108-RA	Solyc03g118690.3.1
OG0009176	Av_00007626-RA, Av_00006358-RA	Solyc05g009100.3.1
OG0009178	Av_00021115-RA	Solyc08g076990.3.1, Solyc08g076970.3.1, Solyc08g076980.3.1
OG0009179	Av_00007808-RA	Solyc02g086915.1.1
OG0009180	Av_00003737-RA	Solyc05g051230.3.1
OG0009181	Av_00024355-RA	Solyc08g074660.1.1, Solyc08g005930.1.1, Solyc01g081210.3.1
OG0009182	Av_00019617-RA	Solyc08g077790.3.1
OG0009185	Av_00017795-RA, Av_00019580-RA	Solyc11g013480.2.1
OG0009186	Av_00018259-RA	Solyc08g023630.3.1, Solyc06g066010.3.1
OG0009190	Av_00011003-RA	Solyc03g097390.3.1
OG0009191	Av_00017682-RA, Av_00001737-RA, Av_00011274-RA	Solyc06g071180.3.1, Solyc03g113540.3.1
OG0009192	Av_00008687-RA, Av_00014704-RA	Solyc06g064430.1.1
OG0009195	Av_00017462-RA	Solyc09g090930.3.1
OG0009198	Av_00021687-RA, Av_00000352-RA	Solyc04g054790.2.1
OG0009200	Av_00009188-RA	Solyc03g025450.3.1
OG0009201	Av_00001543-RA	Solyc01g060245.1.1
OG0009202	Av_00006466-RA, Av_00020174-RA	Solyc06g054480.3.1, Solyc01g080520.3.1
OG0009204	Av_00007182-RA	Solyc01g107380.3.1
OG0009205	Av_00015173-RA, Av_00001029-RA, Av_00022476-RA, Av_00024438-RA	Solyc01g017220.1.1
OG0009213	Av_00022033-RA, Av_00022032-RA	Solyc02g090170.3.1
OG0009255	Av_00017027-RA	Solyc01g080120.2.1, Solyc01g080130.2.1
OG0009256	Av_00014903-RA, Av_00008126-RA	Solyc04g015490.3.1
OG0009257	Av_00014858-RA	Solyc09g075280.2.1
OG0009258	Av_00019221-RA, Av_00019222-RA	Solyc09g083410.3.1
OG0009260	Av_00014490-RA, Av_00012685-RA	Solyc10g080080.2.1
OG0009261	Av_00022041-RA	Solyc12g099810.2.1
OG0009262	Av_00017062-RA	Solyc12g099360.2.1, Solyc01g060180.3.1
OG0009264	Av_00008179-RA	Solyc01g105090.3.1
OG0009265	Av_00017319-RA, Av_00022349-RA	Solyc06g074400.3.1
OG0009266	Av_00007033-RA	Solyc11g007120.2.1
OG0009267	Av_00011713-RA, Av_00019817-RA	Solyc07g054200.3.1
OG0009268	Av_00012536-RA, Av_00002846-RA	Solyc10g084630.2.1
OG0009269	Av_00014464-RA, Av_00012661-RA	Solyc12g100130.1.1
OG0009270	Av_00016774-RA	Solyc01g098170.3.1
OG0009271	Av_00020306-RA, Av_00003478-RA	Solyc09g091565.1.1
OG0009272	Av_00003572-RA	Solyc06g043070.3.1
OG0009273	Av_00021534-RA	Solyc01g006980.3.1
OG0009275	Av_00008103-RA, Av_00014888-RA	Solyc12g009890.2.1
OG0009277	Av_00021204-RA, Av_00021822-RA	Solyc09g014350.3.1
OG0009278	Av_00021727-RA	Solyc04g015940.3.1
OG0009280	Av_00016070-RA	Solyc01g098985.1.1
OG0009281	Av_00000775-RA	Solyc01g079250.3.1
OG0009284	Av_00009654-RA, Av_00002246-RA	Solyc09g060100.3.1
OG0009285	Av_00003384-RA	Solyc02g081610.2.1
OG0009286	Av_00024737-RA	Solyc03g033990.1.1, Solyc09g005870.1.1
OG0009287	Av_00018910-RA	Solyc12g099960.1.1
OG0009288	Av_00008099-RA	Solyc11g008570.2.1
OG0009289	Av_00003340-RA	Solyc01g005430.3.1
OG0009290	Av_00001474-RA	Solyc09g061870.2.1
OG0009291	Av_00015807-RA	Solyc05g054493.1.1
OG0009293	Av_00021813-RA	Solyc08g077550.3.1
OG0009296	Av_00020151-RA	Solyc06g074250.3.1
OG0009299	Av_00018790-RA	Solyc09g091240.3.1
OG0009300	Av_00009512-RA	Solyc08g082700.3.1
OG0009301	Av_00007165-RA	Solyc10g079500.2.1
OG0009302	Av_00021921-RA	Solyc06g062930.1.1
OG0009303	Av_00018263-RA	Solyc08g063080.3.1
OG0009304	Av_00019635-RA, Av_00024158-RA	Solyc01g088080.3.1
OG0009306	Av_00002838-RA, Av_00022210-RA	Solyc09g010470.3.1
OG0009308	Av_00014812-RA, Av_00015209-RA	Solyc12g099820.1.1
OG0009309	Av_00021559-RA	Solyc01g079710.3.1
OG0009310	Av_00017488-RA, Av_00017854-RA	Solyc11g066490.1.1
OG0009312	Av_00018934-RA	Solyc12g049330.2.1
OG0009313	Av_00014075-RA	Solyc09g010870.3.1
OG0009314	Av_00007481-RA	Solyc04g080400.2.1
OG0009315	Av_00006872-RA	Solyc01g028870.3.1
OG0009316	Av_00017238-RA, Av_00005659-RA	Solyc06g082850.3.1
OG0009321	Av_00012487-RA, Av_00016377-RA	Solyc06g083790.3.1
OG0009323	Av_00002802-RA	Solyc05g056270.3.1
OG0009324	Av_00023026-RA	Solyc02g068640.3.1
OG0009325	Av_00022988-RA	Solyc01g100700.3.1
OG0009326	Av_00013499-RA	Solyc06g008980.3.1
OG0009327	Av_00000222-RA, Av_00007824-RA	Solyc03g051920.3.1
OG0009328	Av_00000770-RA	Solyc01g080840.3.1
OG0009329	Av_00009685-RA, Av_00002294-RA	Solyc09g025240.3.1
OG0009330	Av_00001304-RA	Solyc01g098870.3.1
OG0009331	Av_00021296-RA, Av_00009727-RA	Solyc06g007630.1.1, Solyc06g082995.1.1
OG0009332	Av_00017272-RA	Solyc06g019200.3.1
OG0009333	Av_00005230-RA	Solyc04g005310.3.1
OG0009334	Av_00013231-RA	Solyc01g080140.3.1
OG0009336	Av_00022976-RA, Av_00006628-RA	Solyc01g101250.3.1
OG0009337	Av_00016111-RA, Av_00016103-RA	Solyc11g011370.2.1
OG0009338	Av_00023772-RA	Solyc06g030570.3.1
OG0009339	Av_00005841-RA	Solyc07g008030.2.1
OG0009340	Av_00000686-RA	Solyc04g016420.3.1
OG0009342	Av_00009644-RA	Solyc06g083570.3.1
OG0009343	Av_00024366-RA	Solyc09g092440.1.1
OG0009344	Av_00021738-RA	Solyc10g081470.2.1
OG0009345	Av_00020509-RA	Solyc10g079740.2.1
OG0009346	Av_00021053-RA	Solyc01g101110.3.1
OG0009347	Av_00012871-RA	Solyc07g014610.3.1
OG0009348	Av_00018889-RA	Solyc12g011020.2.1, Solyc07g055980.3.1
OG0009349	Av_00008133-RA	Solyc11g065830.2.1
OG0009350	Av_00007634-RA	Solyc05g008320.1.1
OG0009351	Av_00002029-RA	Solyc12g098920.2.1
OG0009352	Av_00018777-RA	Solyc09g075730.3.1
OG0009354	Av_00009726-RA, Av_00023845-RA	Solyc09g047870.3.1
OG0009355	Av_00014875-RA, Av_00014430-RA, Av_00001244-RA	Solyc06g082950.3.1, Solyc06g082940.3.1
OG0009356	Av_00016352-RA, Av_00012501-RA	Solyc10g080040.2.1
OG0009357	Av_00007793-RA	Solyc01g067620.3.1
OG0009358	Av_00006681-RA, Av_00016183-RA	Solyc01g099230.3.1
OG0009359	Av_00003507-RA, Av_00006734-RA, Av_00020579-RA	Solyc10g077020.2.1, Solyc10g081140.2.1
OG0009360	Av_00014132-RA, Av_00010587-RA	Solyc01g020440.3.1, Solyc01g020230.3.1, Solyc01g020220.2.1
OG0009361	Av_00008406-RA, Av_00002539-RA	Solyc07g065350.2.1, Solyc07g065360.2.1
OG0009362	Av_00005953-RA	Solyc10g005290.3.1
OG0009363	Av_00002593-RA	Solyc11g007000.2.1
OG0009364	Av_00005733-RA	Solyc04g011620.3.1
OG0009365	Av_00019485-RA	Solyc03g053110.3.1
OG0009366	Av_00021295-RA	Solyc09g055910.3.1
OG0009367	Av_00022977-RA, Av_00006629-RA	Solyc03g098120.3.1
OG0009368	Av_00011694-RA	Solyc03g033450.3.1
OG0009369	Av_00023211-RA	Solyc01g079520.3.1
OG0009370	Av_00017699-RA	Solyc09g010030.2.1
OG0009371	Av_00000779-RA	Solyc01g100590.3.1
OG0009373	Av_00022392-RA	Solyc05g016330.3.1, Solyc11g040224.1.1
OG0009374	Av_00010767-RA	Solyc02g079260.2.1
OG0009375	Av_00021561-RA, Av_00000627-RA	Solyc09g075740.1.1, Solyc06g054280.1.1
OG0009376	Av_00022188-RA	Solyc06g063030.3.1
OG0009379	Av_00014606-RA, Av_00008561-RA	Solyc05g005873.1.1
OG0009382	Av_00009469-RA	Solyc03g082890.3.1
OG0009383	Av_00019420-RA	Solyc04g082680.3.1
OG0009384	Av_00022876-RA	Solyc10g044910.2.1
OG0009385	Av_00018188-RA	Solyc10g074590.2.1
OG0009386	Av_00000012-RA, Av_00022267-RA	Solyc11g027810.2.1
OG0009388	Av_00011386-RA, Av_00015968-RA	Solyc01g111450.3.1
OG0009389	Av_00001266-RA	Solyc04g009420.3.1
OG0009390	Av_00020142-RA, Av_00023522-RA	Solyc04g081220.3.1
OG0009391	Av_00015961-RA	Solyc11g044800.2.1
OG0009392	Av_00023237-RA	Solyc04g008840.3.1
OG0009393	Av_00016679-RA	Solyc04g064680.3.1
OG0009394	Av_00001080-RA	Solyc11g044870.2.1
OG0009395	Av_00019083-RA	Solyc06g060150.3.1
OG0009396	Av_00019419-RA	Solyc04g082930.2.1, Solyc04g082920.3.1
OG0009397	Av_00012356-RA	Solyc01g112290.3.1
OG0009399	Av_00011374-RA	Solyc01g111890.3.1
OG0009400	Av_00025002-RA	Solyc02g064770.3.1, Solyc02g092770.3.1, Solyc02g092760.3.1
OG0009401	Av_00001950-RA	Solyc02g062420.3.1
OG0009402	Av_00004638-RA	Solyc04g082070.3.1
OG0009403	Av_00001909-RA	Solyc02g082290.3.1
OG0009404	Av_00018724-RA	Solyc01g107290.3.1
OG0009405	Av_00011381-RA	Solyc01g111630.3.1
OG0009406	Av_00004284-RA	Solyc01g111400.3.1
OG0009407	Av_00001931-RA, Av_00021567-RA	Solyc02g062130.3.1, Solyc02g083810.3.1
OG0009408	Av_00000396-RA, Av_00015373-RA	Solyc02g091880.3.1, Solyc03g043850.3.1
OG0009409	Av_00012481-RA	Solyc02g083150.3.1, Solyc02g061810.3.1
OG0009410	Av_00018668-RA, Av_00015191-RA, Av_00018968-RA	Solyc00g019730.2.1, Solyc03g013390.1.1
OG0009411	Av_00003753-RA, Av_00007419-RA, Av_00009007-RA	Solyc10g006330.3.1
OG0009412	Av_00016742-RA	Solyc01g104880.3.1
OG0009413	Av_00019033-RA, Av_00007302-RA	Solyc10g047950.2.1, Solyc01g106430.3.1
OG0009415	Av_00020576-RA, Av_00022202-RA, Av_00000711-RA	Solyc10g081300.1.1
OG0009416	Av_00013498-RA	Solyc04g064570.3.1
OG0009417	Av_00011328-RA	Solyc09g091970.3.1
OG0009418	Av_00001072-RA	Solyc10g051095.1.1
OG0009419	Av_00000449-RA, Av_00016345-RA	Solyc02g064580.3.1
OG0009420	Av_00001813-RA	Solyc05g010180.3.1, Solyc07g021640.2.1
OG0009421	Av_00011533-RA	Solyc04g071930.3.1, Solyc12g056620.2.1
OG0009422	Av_00000116-RA, Av_00011523-RA	Solyc11g030710.2.1
OG0009423	Av_00019048-RA	Solyc11g044330.2.1
OG0009424	Av_00006217-RA, Av_00012764-RA	Solyc12g011270.2.1
OG0009425	Av_00008857-RA	Solyc11g071960.2.1
OG0009426	Av_00023183-RA	Solyc01g108270.3.1
OG0009427	Av_00004294-RA	Solyc04g082020.3.1
OG0009428	Av_00019968-RA	Solyc04g080360.3.1
OG0009429	Av_00021678-RA, Av_00000346-RA	Solyc04g054330.3.1, Solyc04g011570.3.1
OG0009430	Av_00002202-RA, Av_00015236-RA, Av_00002203-RA	Solyc02g068630.1.1
OG0009432	Av_00021665-RA	Solyc01g104080.3.1
OG0009433	Av_00013387-RA	Solyc02g091900.3.1
OG0009434	Av_00006561-RA, Av_00016529-RA	Solyc03g120700.3.1
OG0009435	Av_00014827-RA	Solyc02g083250.3.1
OG0009436	Av_00006259-RA	Solyc03g097990.3.1
OG0009437	Av_00006216-RA	Solyc12g011050.2.1
OG0009438	Av_00007042-RA, Av_00011915-RA	Solyc05g008190.3.1
OG0009439	Av_00023176-RA	Solyc11g044360.2.1
OG0009440	Av_00021548-RA	Solyc01g108310.3.1, Solyc10g050550.2.1
OG0009441	Av_00020498-RA	Solyc11g012905.1.1
OG0009442	Av_00002010-RA	Solyc02g090820.3.1
OG0009443	Av_00012971-RA, Av_00007162-RA	Solyc01g112260.3.1
OG0009445	Av_00015167-RA	Solyc01g049950.1.1, Solyc09g050040.1.1, Solyc11g043190.1.1
OG0009446	Av_00015270-RA, Av_00010949-RA	Solyc04g074520.1.1
OG0009447	Av_00011700-RA	Solyc11g010510.2.1
OG0009448	Av_00004628-RA	Solyc04g079110.1.1
OG0009449	Av_00016371-RA	Solyc02g065370.3.1
OG0009450	Av_00000331-RA	Solyc01g103695.1.1
OG0009451	Av_00022542-RA	Solyc04g080160.3.1
OG0009452	Av_00012287-RA, Av_00004422-RA, Av_00001073-RA	Solyc01g109230.3.1
OG0009454	Av_00015323-RA	Solyc02g082230.3.1
OG0009455	Av_00011060-RA	Solyc01g104910.3.1
OG0009456	Av_00013733-RA, Av_00001823-RA	Solyc01g104270.3.1, Solyc10g045620.2.1
OG0009457	Av_00005804-RA	Solyc04g009000.1.1
OG0009458	Av_00015259-RA	Solyc04g076080.3.1
OG0009459	Av_00020125-RA	Solyc06g053920.3.1
OG0009460	Av_00006325-RA, Av_00007659-RA	Solyc06g051440.3.1
OG0009461	Av_00016841-RA	Solyc04g083160.2.1
OG0009462	Av_00011345-RA	Solyc04g080800.3.1
OG0009463	Av_00010509-RA, Av_00015917-RA, Av_00012436-RA	Solyc06g065520.3.1
OG0009465	Av_00020060-RA, Av_00015837-RA	Solyc03g121480.3.1, Solyc00g005840.3.1
OG0009466	Av_00000446-RA, Av_00015312-RA	Solyc02g092370.1.1
OG0009467	Av_00012969-RA, Av_00008785-RA	Solyc06g065200.4.1
OG0009468	Av_00005642-RA	Solyc02g078910.3.1
OG0009469	Av_00002404-RA	Solyc07g045260.2.1, Solyc07g042710.3.1
OG0009470	Av_00023363-RA	Solyc03g095300.3.1
OG0009471	Av_00019020-RA	Solyc03g095290.3.1
OG0009473	Av_00006013-RA, Av_00005572-RA	Solyc02g071210.3.1
OG0009475	Av_00024166-RA	Solyc04g053080.3.1
OG0009476	Av_00023017-RA	Solyc06g062950.1.1
OG0009477	Av_00005901-RA	Solyc02g077780.3.1
OG0009478	Av_00008951-RA	Solyc11g065960.2.1, Solyc10g005350.3.1, Solyc03g031800.3.1, Solyc02g080160.3.1
OG0009479	Av_00000871-RA	Solyc04g058080.3.1
OG0009481	Av_00015722-RA	Solyc12g015730.2.1
OG0009482	Av_00017748-RA	Solyc07g049270.3.1
OG0009485	Av_00021891-RA	Solyc08g006610.3.1
OG0009486	Av_00022929-RA	Solyc12g013500.2.1
OG0009488	Av_00019084-RA	Solyc08g075360.2.1, Solyc07g008340.3.1
OG0009491	Av_00003716-RA	Solyc04g015070.3.1, Solyc11g012780.2.1
OG0009492	Av_00005876-RA	Solyc02g072240.3.1
OG0009493	Av_00007826-RA	Solyc12g014320.2.1
OG0009495	Av_00017259-RA, Av_00022435-RA, Av_00022828-RA	Solyc02g082500.1.1
OG0009497	Av_00007968-RA	Solyc01g107630.3.1
OG0009498	Av_00018274-RA, Av_00012820-RA	Solyc05g054150.3.1, Solyc11g012460.2.1
OG0009499	Av_00022569-RA	Solyc08g067470.3.1
OG0009500	Av_00011045-RA, Av_00004479-RA	Solyc05g046310.3.1
OG0009501	Av_00007089-RA, Av_00008273-RA	Solyc08g006700.3.1
OG0009502	Av_00015813-RA, Av_00023440-RA	Solyc03g122030.1.1
OG0009503	Av_00000318-RA	Solyc10g006730.1.1
OG0009505	Av_00010054-RA	Solyc03g117430.3.1
OG0009506	Av_00003199-RA	Solyc05g048750.3.1
OG0009508	Av_00017117-RA, Av_00020722-RA, Av_00023429-RA	Solyc12g010540.1.1, Solyc07g006220.2.1
OG0009509	Av_00022382-RA	Solyc01g090690.3.1
OG0009510	Av_00022824-RA	Solyc08g066580.3.1
OG0009511	Av_00016698-RA	Solyc03g025795.1.1, Solyc03g025800.3.1
OG0009513	Av_00003853-RA	Solyc06g051040.3.1
OG0009514	Av_00006046-RA	Solyc06g060890.3.1
OG0009515	Av_00004003-RA, Av_00004916-RA	Solyc07g007430.3.1
OG0009516	Av_00008881-RA, Av_00019296-RA	Solyc12g008360.2.1
OG0009517	Av_00018278-RA	Solyc01g007250.3.1, Solyc11g065980.2.1
OG0009518	Av_00015213-RA, Av_00010876-RA	Solyc01g094700.3.1
OG0009519	Av_00021710-RA	Solyc01g088640.3.1
OG0009521	Av_00019517-RA	Solyc07g020800.3.1, Solyc12g007210.2.1
OG0009522	Av_00013339-RA	Solyc08g005450.2.1
OG0009523	Av_00021528-RA	Solyc05g050940.3.1
OG0009524	Av_00010644-RA	Solyc05g047540.3.1
OG0009525	Av_00009906-RA	Solyc07g039500.3.1
OG0009527	Av_00003102-RA, Av_00022928-RA	Solyc10g037877.1.1, Solyc06g068400.3.1, Solyc03g117060.3.1
OG0009529	Av_00023352-RA, Av_00018564-RA	Solyc08g007755.1.1, Solyc08g007710.3.1
OG0009530	Av_00020792-RA, Av_00018822-RA	Solyc06g063310.2.1
OG0009531	Av_00003607-RA	Solyc08g006620.3.1
OG0009532	Av_00017625-RA	Solyc06g073090.3.1
OG0009533	Av_00007987-RA	Solyc03g120130.3.1
OG0009534	Av_00022380-RA	Solyc03g117770.3.1
OG0009537	Av_00006821-RA	Solyc03g116540.1.1
OG0009538	Av_00001122-RA, Av_00020104-RA	Solyc04g015440.3.1
OG0009540	Av_00007961-RA, Av_00010060-RA	Solyc03g116740.3.1, Solyc06g068150.3.1
OG0009541	Av_00010887-RA, Av_00013912-RA	Solyc03g025910.3.1
OG0009543	Av_00006802-RA, Av_00006801-RA, Av_00004132-RA, Av_00008002-RA	Solyc03g120860.2.1
OG0009546	Av_00010355-RA	Solyc08g078640.2.1
OG0009548	Av_00008607-RA	Solyc01g095670.3.1, Solyc10g009570.3.1
OG0009549	Av_00013599-RA	Solyc01g096870.3.1
OG0009550	Av_00010267-RA, Av_00008660-RA, Av_00014691-RA	Solyc01g095360.2.1
OG0009551	Av_00021635-RA, Av_00009045-RA	Solyc04g081330.3.1
OG0009552	Av_00018122-RA	Solyc03g121350.3.1
OG0009553	Av_00007120-RA, Av_00003609-RA	Solyc07g042580.3.1
OG0009554	Av_00007772-RA	Solyc07g047970.3.1
OG0009555	Av_00009528-RA, Av_00009527-RA	Solyc03g117730.3.1
OG0009556	Av_00023857-RA, Av_00007125-RA, Av_00003616-RA	Solyc07g016200.3.1
OG0009557	Av_00014956-RA	Solyc05g050860.1.1, Solyc01g090830.2.1
OG0009559	Av_00019283-RA	Solyc07g039200.3.1
OG0009560	Av_00009055-RA	Solyc07g007830.3.1
OG0009561	Av_00009174-RA, Av_00014771-RA	Solyc03g025840.3.1
OG0009562	Av_00004373-RA, Av_00008206-RA	Solyc04g049850.3.1
OG0009563	Av_00010029-RA	Solyc11g005580.1.1
OG0009565	Av_00023000-RA	Solyc07g014590.3.1
OG0009566	Av_00012902-RA, Av_00009162-RA	Solyc03g007010.3.1, Solyc06g035450.3.1
OG0009567	Av_00017106-RA	Solyc10g054272.1.1, Solyc10g054280.2.1
OG0009568	Av_00003617-RA	Solyc08g069160.3.1
OG0009569	Av_00004226-RA	Solyc12g008760.2.1, Solyc07g032240.3.1
OG0009570	Av_00019881-RA, Av_00003279-RA, Av_00013971-RA	Solyc06g065290.3.1
OG0009571	Av_00004398-RA	Solyc03g093480.3.1
OG0009574	Av_00007142-RA, Av_00004508-RA	Solyc05g047590.3.1
OG0009576	Av_00007232-RA	Solyc07g040780.3.1
OG0009577	Av_00008395-RA	Solyc10g005790.3.1, Solyc12g015810.2.1, Solyc07g065790.2.1
OG0009579	Av_00004411-RA	Solyc07g041280.3.1, Solyc08g062190.3.1
OG0009580	Av_00017960-RA, Av_00008329-RA	Solyc07g042810.2.1
OG0009581	Av_00024493-RA	Solyc08g080550.1.1
OG0009583	Av_00023585-RA	Solyc08g006840.3.1
OG0009585	Av_00009159-RA	Solyc11g072290.2.1
OG0009586	Av_00018576-RA, Av_00010702-RA	Solyc08g079180.3.1
OG0009587	Av_00004324-RA	Solyc04g081030.3.1
OG0009588	Av_00007397-RA, Av_00003785-RA	Solyc06g075080.3.1
OG0009589	Av_00015318-RA	Solyc02g092715.1.1
OG0009590	Av_00008902-RA, Av_00006284-RA, Av_00020919-RA	Solyc09g005590.3.1
OG0009594	Av_00023824-RA	Solyc09g009040.3.1
OG0009595	Av_00002824-RA	Solyc10g081590.2.1
OG0009597	Av_00009068-RA, Av_00015568-RA	Solyc07g005020.3.1
OG0009598	Av_00013672-RA, Av_00006491-RA	Solyc11g006770.2.1
OG0009599	Av_00022419-RA	Solyc09g092360.3.1
OG0009600	Av_00019025-RA	Solyc02g069820.3.1
OG0009602	Av_00004729-RA	Solyc10g007820.3.1
OG0009603	Av_00005819-RA	Solyc01g086690.2.1
OG0009604	Av_00003044-RA	Solyc07g065910.1.1
OG0009605	Av_00017368-RA	Solyc11g066870.2.1
OG0009606	Av_00008469-RA	Solyc11g066450.2.1
OG0009608	Av_00002775-RA, Av_00005186-RA	Solyc02g021760.3.1, Solyc02g070240.3.1
OG0009609	Av_00015680-RA	Solyc09g010240.2.1, Solyc10g083220.2.1
OG0009611	Av_00018772-RA, Av_00015296-RA, Av_00021784-RA	Solyc10g007180.2.1, Solyc12g014230.2.1
OG0009613	Av_00014777-RA	Solyc01g034070.2.1, Solyc01g034063.1.1, Solyc11g066240.2.1
OG0009614	Av_00013488-RA, Av_00020035-RA	Solyc10g039190.2.1
OG0009615	Av_00016945-RA	Solyc07g066280.3.1
OG0009616	Av_00020582-RA, Av_00006733-RA	Solyc10g077090.2.1, Solyc10g081085.1.1
OG0009617	Av_00006029-RA	Solyc01g090260.4.1
OG0009618	Av_00010129-RA	Solyc12g006310.2.1
OG0009619	Av_00023305-RA	Solyc12g013790.2.1
OG0009621	Av_00003844-RA	Solyc06g050900.3.1
OG0009622	Av_00004167-RA	Solyc08g080370.3.1
OG0009623	Av_00015614-RA	Solyc04g011495.1.1
OG0009625	Av_00013564-RA	Solyc08g081330.3.1
OG0009627	Av_00022383-RA, Av_00022949-RA	Solyc02g082830.2.1
OG0009628	Av_00024770-RA, Av_00012218-RA	Solyc02g070250.3.1
OG0009630	Av_00003394-RA, Av_00010853-RA	Solyc02g069080.3.1
OG0009631	Av_00024500-RA	Solyc06g050185.1.1, Solyc06g050180.2.1, Solyc06g050200.2.1
OG0009632	Av_00017314-RA	Solyc11g067020.2.1
OG0009633	Av_00014405-RA	Solyc11g065180.2.1
OG0009634	Av_00024087-RA	Solyc08g076770.3.1, Solyc10g074830.1.1
OG0009635	Av_00022642-RA	Solyc05g006440.3.1
OG0009637	Av_00019180-RA	Solyc07g062150.3.1
OG0009638	Av_00009325-RA	Solyc07g054440.3.1
OG0009639	Av_00012851-RA, Av_00024411-RA	Solyc12g006360.2.1
OG0009640	Av_00024562-RA	Solyc02g070780.3.1
OG0009641	Av_00013638-RA, Av_00023404-RA	Solyc08g015620.3.1
OG0009642	Av_00013121-RA, Av_00008536-RA	Solyc12g010720.1.1
OG0009643	Av_00017666-RA	Solyc06g007250.3.1
OG0009644	Av_00006510-RA	Solyc01g006330.3.1
OG0009646	Av_00018399-RA	Solyc09g007470.1.1
OG0009647	Av_00014894-RA	Solyc11g072170.2.1
OG0009648	Av_00012923-RA, Av_00002080-RA	Solyc08g067040.3.1
OG0009649	Av_00003939-RA	Solyc03g006190.3.1, Solyc03g006177.1.1, Solyc05g023840.1.1
OG0009650	Av_00014963-RA, Av_00015840-RA	Solyc11g066900.2.1
OG0009651	Av_00015701-RA, Av_00013485-RA, Av_00021174-RA	Solyc10g083910.2.1
OG0009652	Av_00012042-RA	Solyc05g052260.3.1
OG0009653	Av_00016924-RA	Solyc11g069170.2.1
OG0009654	Av_00022626-RA	Solyc06g072160.3.1
OG0009655	Av_00009258-RA	Solyc07g042130.3.1
OG0009657	Av_00017256-RA	Solyc06g051080.3.1
OG0009658	Av_00008184-RA	Solyc11g008250.2.1
OG0009659	Av_00012748-RA	Solyc07g049590.3.1
OG0009660	Av_00020551-RA	Solyc09g011027.1.1, Solyc10g084840.2.1
OG0009661	Av_00013215-RA	Solyc02g021700.3.1
OG0009661	Av_00013213-RA	Solyc02g021690.2.1
OG0009663	Av_00018397-RA, Av_00021344-RA	Solyc06g075220.1.1, Solyc11g069250.2.1
OG0009665	Av_00007492-RA	Solyc07g063240.3.1
OG0009666	Av_00005045-RA, Av_00002978-RA	Solyc10g074910.2.1
OG0009667	Av_00007884-RA	Solyc07g064520.3.1
OG0009668	Av_00018364-RA	Solyc02g082180.3.1
OG0009669	Av_00022063-RA	Solyc02g036330.3.1
OG0009670	Av_00019488-RA	Solyc10g080310.2.1
OG0009672	Av_00015723-RA	Solyc07g065590.3.1
OG0009674	Av_00017379-RA	Solyc12g009990.2.1
OG0009675	Av_00011878-RA	Solyc01g006020.3.1
