Orthogroup	L_sativa.proteins	G_max.proteins
OG0008475	Lsat_1_v5_gn_4_160601.1, Lsat_1_v5_gn_8_29721.3, Lsat_1_v5_gn_8_29721.1	GmISU01.04G021800.2.p, GmISU01.04G021800.1.p
OG0008476	Lsat_1_v5_gn_3_50760.1	GmISU01.18G102900.1.p, GmISU01.08G266000.1.p, GmISU01.02G018200.1.p, GmISU01.02G018200.2.p, GmISU01.01G039600.1.p, GmISU01.02G018700.1.p, GmISU01.02G018700.2.p
OG0008477	Lsat_1_v5_gn_2_89101.1, Lsat_1_v5_gn_4_178061.1	GmISU01.13G042000.1.p, GmISU01.19G019100.1.p
OG0008478	Lsat_1_v5_gn_2_68860.1	GmISU01.05G201500.1.p, GmISU01.08G039400.1.p
OG0008479	Lsat_1_v5_gn_4_46040.1	GmISU01.04G107900.1.p, GmISU01.04G107900.2.p, GmISU01.06G264600.2.p, GmISU01.06G264600.1.p
OG0008480	Lsat_1_v5_gn_3_58960.1, Lsat_1_v5_gn_3_58960.2, Lsat_1_v5_gn_4_15981.1	GmISU01.10G232600.1.p, GmISU01.20G084100.1.p
OG0008481	Lsat_1_v5_gn_2_127141.1, Lsat_1_v5_gn_1_84401.2, Lsat_1_v5_gn_1_84401.1	GmISU01.18G193000.1.p, GmISU01.09G201600.1.p, GmISU01.07G105700.1.p, GmISU01.03G079700.1.p
OG0008482	Lsat_1_v5_gn_8_9920.2, Lsat_1_v5_gn_8_9920.1, Lsat_1_v5_gn_2_127881.1, Lsat_1_v5_gn_9_51040.1, Lsat_1_v5_gn_9_51040.3	GmISU01.15G186400.1.p, GmISU01.08G214600.1.p
OG0008483	Lsat_1_v5_gn_4_24681.2, Lsat_1_v5_gn_4_24681.1, Lsat_1_v5_gn_4_24780.1	GmISU01.02G077400.1.p
OG0008484	Lsat_1_v5_gn_7_2560.3, Lsat_1_v5_gn_7_2560.1, Lsat_1_v5_gn_7_2560.2	GmISU01.08G080800.1.p
OG0008485	Lsat_1_v5_gn_2_92181.2, Lsat_1_v5_gn_2_92181.1, Lsat_1_v5_gn_2_92181.3	GmISU01.19G008000.1.p, GmISU01.06G169600.1.p, GmISU01.06G169600.2.p, GmISU01.13G140700.1.p
OG0008486	Lsat_1_v5_gn_5_19740.1, Lsat_1_v5_gn_5_19740.3	GmISU01.05G023600.1.p, GmISU01.17G092400.1.p, GmISU01.04G137400.1.p, GmISU01.06G177100.1.p, GmISU01.06G177100.2.p, GmISU01.06G177100.3.p
OG0008487	Lsat_1_v5_gn_6_79560.1	GmISU01.01G158600.3.p, GmISU01.01G158600.2.p, GmISU01.01G158600.1.p, GmISU01.11G039000.1.p
OG0008488	Lsat_1_v5_gn_2_92000.1	GmISU01.19G051300.1.p, GmISU01.16G065600.1.p, GmISU01.16G065600.2.p
OG0008489	Lsat_1_v5_gn_1_14361.1	GmISU01.05G022200.2.p, GmISU01.05G022200.1.p, GmISU01.17G094000.1.p
OG0008491	Lsat_1_v5_gn_2_36420.2, Lsat_1_v5_gn_2_36420.1	GmISU01.20G010700.1.p, GmISU01.07G147500.1.p, GmISU01.20G010700.2.p, GmISU01.05G113900.1.p, GmISU01.08G086200.1.p
OG0008492	Lsat_1_v5_gn_4_172180.1, Lsat_1_v5_gn_4_172180.3, Lsat_1_v5_gn_3_96021.1	GmISU01.18G212000.1.p, GmISU01.08G227600.1.p
OG0008493	Lsat_1_v5_gn_8_52820.3, Lsat_1_v5_gn_8_52820.1	GmISU01.18G099800.4.p, GmISU01.18G099800.6.p, GmISU01.18G099800.5.p, GmISU01.08G268600.1.p
OG0008494	Lsat_1_v5_gn_4_185421.1, Lsat_1_v5_gn_4_185421.3	GmISU01.13G162500.2.p, GmISU01.13G162500.3.p, GmISU01.13G162500.1.p
OG0008495	Lsat_1_v5_gn_6_95101.1	GmISU01.17G135800.1.p, GmISU01.17G135800.2.p, GmISU01.05G060200.2.p, GmISU01.05G060200.1.p, GmISU01.05G060200.3.p, GmISU01.05G060200.4.p
OG0008496	Lsat_1_v5_gn_2_94360.1	GmISU01.16G048500.1.p, GmISU01.19G071500.1.p
OG0008497	Lsat_1_v5_gn_2_88881.1	GmISU01.02G229100.2.p, GmISU01.14G045100.1.p, GmISU01.14G045100.2.p, GmISU01.02G229100.1.p
OG0008498	Lsat_1_v5_gn_6_110180.2, Lsat_1_v5_gn_6_110180.1, Lsat_1_v5_gn_6_110180.3	GmISU01.02G144000.2.p, GmISU01.02G144000.1.p
OG0008499	Lsat_1_v5_gn_8_38000.1, Lsat_1_v5_gn_8_38000.2, Lsat_1_v5_gn_4_20360.1	GmISU01.01G073300.1.p, GmISU01.02G114600.1.p, GmISU01.02G114600.2.p
OG0008500	Lsat_1_v5_gn_4_14541.1, Lsat_1_v5_gn_4_14541.3, Lsat_1_v5_gn_8_43780.1, Lsat_1_v5_gn_3_54740.3, Lsat_1_v5_gn_3_54740.1	GmISU01.07G142400.1.p, GmISU01.07G184400.1.p, GmISU01.20G011800.1.p
OG0008501	Lsat_1_v5_gn_8_126900.1	GmISU01.12G032800.1.p
OG0008502	Lsat_1_v5_gn_4_72021.1	GmISU01.13G047900.1.p, GmISU01.13G047900.3.p, GmISU01.13G047900.2.p, GmISU01.19G011300.1.p
OG0008503	Lsat_1_v5_gn_5_9301.2, Lsat_1_v5_gn_5_9301.1	GmISU01.20G052000.2.p, GmISU01.20G052000.1.p, GmISU01.10G099200.1.p
OG0008505	Lsat_1_v5_gn_6_73360.1, Lsat_1_v5_gn_6_73360.3, Lsat_1_v5_gn_6_73360.2, Lsat_1_v5_gn_6_17740.1, Lsat_1_v5_gn_6_17740.2	GmISU01.09G170600.1.p, GmISU01.01G009600.1.p
OG0008507	Lsat_1_v5_gn_7_33441.3, Lsat_1_v5_gn_7_33441.1	GmISU01.07G107900.5.p, GmISU01.07G107900.1.p, GmISU01.07G107900.3.p, GmISU01.07G107900.2.p, GmISU01.07G107900.4.p, GmISU01.07G107900.6.p, GmISU01.07G107900.7.p, GmISU01.03G074800.1.p
OG0008508	Lsat_1_v5_gn_3_33481.2, Lsat_1_v5_gn_3_33481.1	GmISU01.07G073400.1.p, GmISU01.03G016800.1.p, GmISU01.20G004100.1.p, GmISU01.09G235100.1.p
OG0008509	Lsat_1_v5_gn_4_42301.3, Lsat_1_v5_gn_4_42301.1	GmISU01.03G073500.1.p, GmISU01.07G108900.1.p, GmISU01.03G073600.1.p
OG0008510	Lsat_1_v5_gn_5_35300.1, Lsat_1_v5_gn_5_35300.3	GmISU01.07G137300.1.p, GmISU01.07G137300.2.p, GmISU01.20G004400.1.p
OG0008511	Lsat_1_v5_gn_4_73480.1	GmISU01.17G085400.1.p, GmISU01.05G030600.2.p, GmISU01.05G030600.1.p
OG0008512	Lsat_1_v5_gn_5_14640.1	GmISU01.06G166300.1.p, GmISU01.04G147700.1.p, GmISU01.05G034200.1.p, GmISU01.05G034200.2.p, GmISU01.17G082000.1.p
OG0008513	Lsat_1_v5_gn_4_74540.1	GmISU01.17G086400.2.p, GmISU01.17G086400.3.p, GmISU01.17G086400.1.p, GmISU01.05G029500.2.p, GmISU01.05G029500.1.p
OG0008514	Lsat_1_v5_gn_6_104820.3, Lsat_1_v5_gn_6_104820.1	GmISU01.07G134600.1.p, GmISU01.18G154000.1.p
OG0008515	Lsat_1_v5_gn_5_157741.1, Lsat_1_v5_gn_5_157741.2	GmISU01.16G074100.1.p, GmISU01.03G068400.2.p, GmISU01.03G068400.1.p, GmISU01.02G142800.1.p, GmISU01.10G090700.1.p
OG0008516	Lsat_1_v5_gn_3_98261.3, Lsat_1_v5_gn_3_98261.1	GmISU01.08G224600.1.p, GmISU01.18G208600.2.p, GmISU01.18G208600.1.p, GmISU01.18G208600.4.p
OG0008517	Lsat_1_v5_gn_7_49741.1, Lsat_1_v5_gn_7_49741.2	GmISU01.12G126400.1.p, GmISU01.12G126400.3.p, GmISU01.06G194700.1.p, GmISU01.06G194700.3.p, GmISU01.06G194700.4.p
OG0008518	Lsat_1_v5_gn_5_24060.3, Lsat_1_v5_gn_5_24060.1	GmISU01.06G186900.2.p, GmISU01.06G186900.1.p, GmISU01.15G177900.4.p, GmISU01.15G177900.2.p, GmISU01.15G177900.1.p, GmISU01.04G126800.1.p
OG0008519	Lsat_1_v5_gn_3_56960.3, Lsat_1_v5_gn_3_56960.1, Lsat_1_v5_gn_3_56960.2	GmISU01.10G228600.1.p, GmISU01.20G089400.2.p, GmISU01.20G089400.1.p
OG0008520	Lsat_1_v5_gn_4_20480.2, Lsat_1_v5_gn_4_20480.1	GmISU01.01G073000.1.p, GmISU01.02G115000.1.p
OG0008521	Lsat_1_v5_gn_2_122560.2, Lsat_1_v5_gn_2_122560.1	GmISU01.06G183500.2.p, GmISU01.06G183500.3.p, GmISU01.06G183500.1.p, GmISU01.04G133400.1.p
OG0008522	Lsat_1_v5_gn_2_61101.1	GmISU01.05G107400.1.p, GmISU01.05G107400.2.p, GmISU01.08G079000.1.p
OG0008523	Lsat_1_v5_gn_9_83200.1	GmISU01.02G059300.1.p
OG0008524	Lsat_1_v5_gn_8_53660.1, Lsat_1_v5_gn_3_49900.1	GmISU01.18G104000.2.p, GmISU01.01G038400.1.p, GmISU01.02G020500.1.p
OG0008525	Lsat_1_v5_gn_4_71761.1	GmISU01.10G239400.4.p, GmISU01.10G239400.6.p, GmISU01.10G239400.5.p, GmISU01.20G077000.1.p
OG0008526	Lsat_1_v5_gn_6_17720.2, Lsat_1_v5_gn_6_17720.1, Lsat_1_v5_gn_3_21001.1, Lsat_1_v5_gn_4_56060.2	GmISU01.09G170500.1.p, GmISU01.01G009700.1.p
OG0008527	Lsat_1_v5_gn_8_75541.1	GmISU01.02G153400.2.p, GmISU01.02G153400.3.p, GmISU01.02G153400.1.p, GmISU01.10G077700.1.p
OG0008528	Lsat_1_v5_gn_4_73020.1, Lsat_1_v5_gn_4_73020.3	GmISU01.17G083900.1.p, GmISU01.05G032300.1.p, GmISU01.05G032300.2.p
OG0008529	Lsat_1_v5_gn_1_10981.1, Lsat_1_v5_gn_4_107620.1	GmISU01.05G026100.4.p, GmISU01.05G026100.5.p, GmISU01.05G026100.2.p, GmISU01.05G026100.1.p, GmISU01.05G026200.2.p, GmISU01.05G026200.1.p, GmISU01.17G089500.2.p, GmISU01.17G089500.1.p
OG0008530	Lsat_1_v5_gn_0_33640.1	GmISU01.16G048800.1.p, GmISU01.19G071300.1.p
OG0008531	Lsat_1_v5_gn_6_66160.1, Lsat_1_v5_gn_6_66160.3	GmISU01.01G165000.1.p, GmISU01.01G165000.3.p, GmISU01.01G165000.2.p, GmISU01.11G033900.1.p, GmISU01.11G033900.2.p
OG0008532	Lsat_1_v5_gn_4_154580.2, Lsat_1_v5_gn_4_154580.1	GmISU01.13G024800.1.p, GmISU01.19G040900.1.p, GmISU01.18G236600.1.p, GmISU01.08G327600.1.p
OG0008533	Lsat_1_v5_gn_4_109440.1	GmISU01.05G023300.1.p, GmISU01.17G092700.1.p
OG0008534	Lsat_1_v5_gn_7_90480.1	GmISU01.13G112500.2.p, GmISU01.13G112500.3.p, GmISU01.19G146100.1.p, GmISU01.03G142700.1.p
OG0008535	Lsat_1_v5_gn_4_154560.1, Lsat_1_v5_gn_4_154560.3	GmISU01.18G236500.1.p
OG0008536	Lsat_1_v5_gn_4_6141.2, Lsat_1_v5_gn_4_6141.1	GmISU01.02G024500.3.p, GmISU01.02G024500.1.p, GmISU01.02G024500.4.p, GmISU01.02G024500.2.p, GmISU01.01G034400.1.p
OG0008537	Lsat_1_v5_gn_3_57780.1, Lsat_1_v5_gn_3_57780.2, Lsat_1_v5_gn_4_16180.1	GmISU01.20G085300.1.p, GmISU01.10G231400.1.p
OG0008538	Lsat_1_v5_gn_4_88841.1	GmISU01.08G207400.1.p, GmISU01.07G002900.3.p
OG0008541	Lsat_1_v5_gn_0_45680.1, Lsat_1_v5_gn_5_100120.1, Lsat_1_v5_gn_5_100120.2	GmISU01.09G149400.1.p, GmISU01.07G080300.1.p
OG0008544	Lsat_1_v5_gn_8_8600.3, Lsat_1_v5_gn_8_8600.1, Lsat_1_v5_gn_8_8600.2, Lsat_1_v5_gn_9_55900.1	GmISU01.16G161100.1.p, GmISU01.09G109600.1.p
OG0008545	Lsat_1_v5_gn_5_158800.1, Lsat_1_v5_gn_5_158800.2	GmISU01.16G096800.1.p, GmISU01.16G096800.4.p, GmISU01.16G096800.2.p, GmISU01.16G189900.1.p
OG0008546	Lsat_1_v5_gn_4_3941.1	GmISU01.08G121900.1.p, GmISU01.05G146100.1.p
OG0008549	Lsat_1_v5_gn_5_132921.1, Lsat_1_v5_gn_5_132921.2, Lsat_1_v5_gn_5_133301.5, Lsat_1_v5_gn_5_133321.4, Lsat_1_v5_gn_5_32481.4	GmISU01.03G131000.2.p
OG0008554	Lsat_1_v5_gn_9_44560.3, Lsat_1_v5_gn_9_44560.1, Lsat_1_v5_gn_9_44640.1	GmISU01.13G060100.1.p, GmISU01.13G060100.2.p, GmISU01.14G141300.1.p, GmISU01.06G097000.3.p, GmISU01.06G097000.1.p, GmISU01.06G097000.2.p
OG0008555	Lsat_1_v5_gn_2_98280.1, Lsat_1_v5_gn_2_98280.3, Lsat_1_v5_gn_1_65421.1, Lsat_1_v5_gn_1_65421.3	GmISU01.12G062300.2.p, GmISU01.12G062300.1.p, GmISU01.01G054600.1.p, GmISU01.11G160200.1.p, GmISU01.12G142700.2.p, GmISU01.13G286800.2.p
OG0008559	Lsat_1_v5_gn_4_20321.2, Lsat_1_v5_gn_4_20321.1, Lsat_1_v5_gn_4_17200.1, Lsat_1_v5_gn_1_18420.1, Lsat_1_v5_gn_4_122000.1, Lsat_1_v5_gn_3_58380.2, Lsat_1_v5_gn_3_58380.1, Lsat_1_v5_gn_4_17160.1, Lsat_1_v5_gn_3_3001.1	GmISU01.04G124000.1.p, GmISU01.01G073950.1.p
OG0008567	Lsat_1_v5_gn_9_91521.7	GmISU01.06G219800.1.p
OG0008567	Lsat_1_v5_gn_5_38020.4, Lsat_1_v5_gn_4_147280.4, Lsat_1_v5_gn_4_147500.1, Lsat_1_v5_gn_5_159861.1, Lsat_1_v5_gn_9_92820.1, Lsat_1_v5_gn_9_91501.1, Lsat_1_v5_gn_9_91501.2, Lsat_1_v5_gn_9_91441.2, Lsat_1_v5_gn_9_91880.3, Lsat_1_v5_gn_9_91940.2, Lsat_1_v5_gn_9_91840.3, Lsat_1_v5_gn_9_91561.1, Lsat_1_v5_gn_4_145880.1, Lsat_1_v5_gn_4_145880.3, Lsat_1_v5_gn_1_45241.1, Lsat_1_v5_gn_1_41961.2, Lsat_1_v5_gn_1_41961.1	GmISU01.10G097000.1.p
OG0008594	Lsat_1_v5_gn_8_70480.1, Lsat_1_v5_gn_8_70480.2	GmISU01.10G028300.1.p, GmISU01.10G028300.3.p, GmISU01.10G028300.2.p, GmISU01.10G028300.4.p, GmISU01.02G129100.2.p, GmISU01.02G129100.1.p, GmISU01.02G129100.3.p
OG0008595	Lsat_1_v5_gn_7_68000.2, Lsat_1_v5_gn_7_68000.1	GmISU01.02G125900.1.p, GmISU01.10G030900.1.p
OG0008596	Lsat_1_v5_gn_4_175840.1, Lsat_1_v5_gn_2_86560.1	GmISU01.19G036900.1.p, GmISU01.13G027400.1.p, GmISU01.13G027400.2.p
OG0008598	Lsat_1_v5_gn_5_104700.1	GmISU01.09G065000.1.p, GmISU01.15G162400.1.p
OG0008600	Lsat_1_v5_gn_2_24101.3, Lsat_1_v5_gn_2_24101.1	GmISU01.10G057300.1.p, GmISU01.13G119900.3.p
OG0008601	Lsat_1_v5_gn_8_88561.1	GmISU01.16G074200.3.p, GmISU01.16G074200.1.p, GmISU01.03G068300.1.p
OG0008602	Lsat_1_v5_gn_3_108640.1	GmISU01.19G118800.1.p
OG0008603	Lsat_1_v5_gn_4_139401.1	GmISU01.03G196600.1.p, GmISU01.19G198000.1.p
OG0008604	Lsat_1_v5_gn_9_14160.2, Lsat_1_v5_gn_6_55280.3, Lsat_1_v5_gn_9_14160.1, Lsat_1_v5_gn_6_55280.1	GmISU01.13G302700.2.p, GmISU01.13G302700.1.p, GmISU01.15G029300.1.p, GmISU01.15G029300.2.p
OG0008605	Lsat_1_v5_gn_2_121560.1	GmISU01.02G216900.1.p, GmISU01.14G057000.1.p, GmISU01.18G027400.1.p, GmISU01.11G206800.1.p
OG0008606	Lsat_1_v5_gn_1_127960.1	GmISU01.11G137700.1.p, GmISU01.11G137700.2.p
OG0008607	Lsat_1_v5_gn_2_28381.1, Lsat_1_v5_gn_2_111680.1	GmISU01.14G034000.1.p, GmISU01.02G239000.1.p
OG0008608	Lsat_1_v5_gn_2_105320.1, Lsat_1_v5_gn_2_105320.3	GmISU01.20G149000.1.p, GmISU01.10G166800.1.p
OG0008610	Lsat_1_v5_gn_5_16121.1	GmISU01.01G080350.1.p
OG0008611	Lsat_1_v5_gn_1_112501.1, Lsat_1_v5_gn_1_112501.3	GmISU01.15G117800.2.p, GmISU01.15G117800.1.p, GmISU01.09G019900.2.p, GmISU01.09G019900.3.p, GmISU01.09G019900.5.p, GmISU01.09G019900.1.p
OG0008612	Lsat_1_v5_gn_1_77821.1, Lsat_1_v5_gn_1_77821.3	GmISU01.15G027700.1.p, GmISU01.15G027700.2.p
OG0008613	Lsat_1_v5_gn_5_191561.2, Lsat_1_v5_gn_5_191561.1	GmISU01.19G178300.1.p, GmISU01.03G177000.1.p, GmISU01.02G012600.1.p
OG0008614	Lsat_1_v5_gn_2_126320.3, Lsat_1_v5_gn_2_126320.1	GmISU01.04G181600.1.p, GmISU01.06G130200.1.p
OG0008615	Lsat_1_v5_gn_6_60921.2, Lsat_1_v5_gn_6_60921.1, Lsat_1_v5_gn_6_60880.1	GmISU01.08G102400.2.p, GmISU01.08G102400.1.p, GmISU01.08G102400.3.p
OG0008617	Lsat_1_v5_gn_1_91741.1	GmISU01.15G168800.1.p
OG0008618	Lsat_1_v5_gn_4_31520.1, Lsat_1_v5_gn_4_31520.2, Lsat_1_v5_gn_4_31520.3	GmISU01.12G199600.1.p, GmISU01.13G169600.1.p
OG0008619	Lsat_1_v5_gn_6_78761.1	GmISU01.09G039900.1.p, GmISU01.07G208300.1.p, GmISU01.17G025400.1.p
OG0008620	Lsat_1_v5_gn_6_25840.1, Lsat_1_v5_gn_6_25840.3	GmISU01.12G019300.2.p, GmISU01.12G019300.1.p, GmISU01.11G086700.1.p, GmISU01.11G013900.1.p, GmISU01.01G186000.2.p, GmISU01.01G186000.1.p
OG0008621	Lsat_1_v5_gn_6_34901.1, Lsat_1_v5_gn_4_19501.1	GmISU01.19G165100.1.p, GmISU01.03G162800.1.p, GmISU01.10G071900.1.p
OG0008622	Lsat_1_v5_gn_8_82641.1	GmISU01.19G100300.1.p, GmISU01.03G096700.1.p
OG0008623	Lsat_1_v5_gn_5_47620.1, Lsat_1_v5_gn_5_47620.2, Lsat_1_v5_gn_5_47620.3	GmISU01.13G179100.1.p, GmISU01.17G017300.2.p, GmISU01.17G017300.1.p, GmISU01.15G093600.1.p, GmISU01.07G216650.2.p, GmISU01.07G216650.1.p, GmISU01.07G216650.3.p
OG0008624	Lsat_1_v5_gn_9_113901.1	GmISU01.08G040500.1.p, GmISU01.05G203000.1.p
OG0008625	Lsat_1_v5_gn_5_147300.1	GmISU01.19G194500.1.p, GmISU01.03G192600.1.p
OG0008626	Lsat_1_v5_gn_6_41680.3, Lsat_1_v5_gn_6_41680.1	GmISU01.12G078100.1.p, GmISU01.11G149800.1.p, GmISU01.12G150400.1.p, GmISU01.13G278600.1.p
OG0008627	Lsat_1_v5_gn_9_9840.1, Lsat_1_v5_gn_9_9840.2	GmISU01.10G029800.1.p
OG0008628	Lsat_1_v5_gn_5_66800.1	GmISU01.02G127400.1.p, GmISU01.03G122300.1.p
OG0008629	Lsat_1_v5_gn_8_20301.2, Lsat_1_v5_gn_8_20301.1, Lsat_1_v5_gn_3_140940.1	GmISU01.16G019100.1.p, GmISU01.16G019200.1.p, GmISU01.07G048900.1.p, GmISU01.07G049000.1.p, GmISU01.19G217600.1.p, GmISU01.03G216200.1.p
OG0008630	Lsat_1_v5_gn_9_18401.1, Lsat_1_v5_gn_9_18401.3	GmISU01.18G053800.1.p
OG0008631	Lsat_1_v5_gn_3_124080.2, Lsat_1_v5_gn_3_124080.1	GmISU01.10G001800.1.p, GmISU01.02G001700.1.p
OG0008632	Lsat_1_v5_gn_2_66260.3, Lsat_1_v5_gn_2_66260.1	GmISU01.10G128600.1.p, GmISU01.10G128600.2.p, GmISU01.20G186500.1.p
OG0008633	Lsat_1_v5_gn_5_187880.1	GmISU01.03G118500.1.p, GmISU01.19G122500.1.p
OG0008634	Lsat_1_v5_gn_5_103961.1, Lsat_1_v5_gn_5_103961.3	GmISU01.16G040400.1.p, GmISU01.20G068200.1.p, GmISU01.10G117100.1.p
OG0008635	Lsat_1_v5_gn_6_40481.1	GmISU01.11G147900.1.p, GmISU01.11G147900.2.p, GmISU01.12G079600.1.p
OG0008636	Lsat_1_v5_gn_2_47601.1	GmISU01.05G126300.1.p, GmISU01.08G099700.2.p
OG0008637	Lsat_1_v5_gn_1_60941.3, Lsat_1_v5_gn_1_60941.1, Lsat_1_v5_gn_1_60941.2	GmISU01.03G111000.1.p, GmISU01.19G116100.1.p
OG0008639	Lsat_1_v5_gn_5_187481.3, Lsat_1_v5_gn_5_187481.2, Lsat_1_v5_gn_5_187481.1	GmISU01.19G119700.1.p, GmISU01.03G115200.1.p
OG0008640	Lsat_1_v5_gn_5_175180.1, Lsat_1_v5_gn_5_175180.3	GmISU01.18G050400.1.p, GmISU01.11G170600.1.p
OG0008641	Lsat_1_v5_gn_7_64921.1, Lsat_1_v5_gn_7_64921.3	GmISU01.10G204900.1.p, GmISU01.20G115500.1.p
OG0008642	Lsat_1_v5_gn_6_104280.1, Lsat_1_v5_gn_6_104280.3	GmISU01.06G092000.1.p, GmISU01.04G090100.1.p
OG0008643	Lsat_1_v5_gn_4_1641.1, Lsat_1_v5_gn_4_1641.2	GmISU01.20G023200.1.p, GmISU01.07G193100.1.p, GmISU01.07G135200.1.p, GmISU01.07G135200.2.p
OG0008644	Lsat_1_v5_gn_5_163060.1, Lsat_1_v5_gn_5_163060.3, Lsat_1_v5_gn_5_163040.1	GmISU01.02G151500.1.p, GmISU01.09G091500.1.p
OG0008645	Lsat_1_v5_gn_6_48040.3, Lsat_1_v5_gn_6_48040.1	GmISU01.19G108600.1.p, GmISU01.03G104000.2.p, GmISU01.03G104000.1.p, GmISU01.02G156200.1.p, GmISU01.10G082400.1.p, GmISU01.18G064000.1.p, GmISU01.08G299300.1.p, GmISU01.02G262300.1.p
OG0008646	Lsat_1_v5_gn_9_17380.1, Lsat_1_v5_gn_5_178981.1	GmISU01.16G077100.1.p, GmISU01.03G066000.1.p
OG0008648	Lsat_1_v5_gn_2_105600.1, Lsat_1_v5_gn_9_47120.3, Lsat_1_v5_gn_9_47120.1	GmISU01.20G080200.2.p, GmISU01.20G080200.1.p, GmISU01.10G236300.1.p
OG0008650	Lsat_1_v5_gn_6_59160.1, Lsat_1_v5_gn_2_47461.1	GmISU01.11G232300.1.p, GmISU01.18G001900.1.p
OG0008652	Lsat_1_v5_gn_9_15140.1, Lsat_1_v5_gn_8_89380.1, Lsat_1_v5_gn_8_89380.3	GmISU01.18G127400.1.p, GmISU01.08G311400.1.p
OG0008653	Lsat_1_v5_gn_6_26521.1, Lsat_1_v5_gn_6_26521.2, Lsat_1_v5_gn_1_50041.1, Lsat_1_v5_gn_1_50041.3	GmISU01.12G065500.1.p, GmISU01.11G134600.1.p, GmISU01.13G288700.1.p
OG0008654	Lsat_1_v5_gn_9_15200.1, Lsat_1_v5_gn_9_15200.3, Lsat_1_v5_gn_5_180701.1	GmISU01.08G311500.1.p, GmISU01.18G127300.1.p
OG0008655	Lsat_1_v5_gn_7_94440.1	GmISU01.10G004300.1.p, GmISU01.02G003600.1.p, GmISU01.20G167100.1.p, GmISU01.20G167100.2.p, GmISU01.10G149200.1.p, GmISU01.10G149200.2.p
OG0008656	Lsat_1_v5_gn_2_15241.2, Lsat_1_v5_gn_2_15241.5	GmISU01.16G186600.1.p
OG0008657	Lsat_1_v5_gn_1_66140.3, Lsat_1_v5_gn_1_66140.2, Lsat_1_v5_gn_1_66140.4, Lsat_1_v5_gn_6_47280.1, Lsat_1_v5_gn_6_47280.3	GmISU01.03G065900.1.p, GmISU01.16G077200.2.p
OG0008658	Lsat_1_v5_gn_8_167141.1, Lsat_1_v5_gn_8_167141.3	GmISU01.10G110200.1.p, GmISU01.02G005900.1.p
OG0008659	Lsat_1_v5_gn_5_102060.1	GmISU01.03G191900.1.p, GmISU01.03G191900.3.p, GmISU01.03G191900.4.p, GmISU01.19G193400.2.p, GmISU01.19G193400.3.p, GmISU01.03G191900.2.p, GmISU01.19G193400.1.p, GmISU01.19G193400.4.p
OG0008660	Lsat_1_v5_gn_9_23500.1, Lsat_1_v5_gn_9_23500.2	GmISU01.13G295400.1.p, GmISU01.15G036400.1.p
OG0008661	Lsat_1_v5_gn_5_167180.2, Lsat_1_v5_gn_5_167180.1	GmISU01.13G290800.1.p, GmISU01.13G106900.1.p, GmISU01.10G043200.1.p, GmISU01.03G137200.1.p, GmISU01.19G140300.1.p
OG0008662	Lsat_1_v5_gn_8_113741.1, Lsat_1_v5_gn_2_72380.1, Lsat_1_v5_gn_3_68821.1	GmISU01.18G044000.1.p, GmISU01.11G188500.1.p
OG0008663	Lsat_1_v5_gn_5_6501.1, Lsat_1_v5_gn_8_83140.1, Lsat_1_v5_gn_5_6501.3, Lsat_1_v5_gn_8_83140.3	GmISU01.03G007800.2.p, GmISU01.03G007800.1.p, GmISU01.03G007800.3.p, GmISU01.10G086100.1.p
OG0008664	Lsat_1_v5_gn_1_55921.1, Lsat_1_v5_gn_1_55921.3	GmISU01.13G105500.2.p, GmISU01.13G105500.1.p, GmISU01.13G105500.3.p, GmISU01.10G042000.1.p, GmISU01.10G042000.2.p
OG0008665	Lsat_1_v5_gn_1_61720.3, Lsat_1_v5_gn_1_61720.1, Lsat_1_v5_gn_1_61720.2, Lsat_1_v5_gn_1_61740.1, Lsat_1_v5_gn_1_61740.3	GmISU01.11G148200.1.p, GmISU01.12G079300.1.p, GmISU01.12G079300.2.p
OG0008666	Lsat_1_v5_gn_7_65181.3, Lsat_1_v5_gn_7_65181.1	GmISU01.13G155500.1.p, GmISU01.15G189500.1.p
OG0008667	Lsat_1_v5_gn_1_52361.1, Lsat_1_v5_gn_2_107041.1, Lsat_1_v5_gn_2_107041.2	GmISU01.19G148300.1.p, GmISU01.10G050100.1.p
OG0008668	Lsat_1_v5_gn_1_61900.2, Lsat_1_v5_gn_1_61900.1, Lsat_1_v5_gn_2_96701.1, Lsat_1_v5_gn_2_96701.3	GmISU01.13G280400.1.p, GmISU01.12G148500.1.p
OG0008669	Lsat_1_v5_gn_9_14481.1, Lsat_1_v5_gn_9_14481.2	GmISU01.18G052100.1.p, GmISU01.11G171900.1.p
OG0008670	Lsat_1_v5_gn_8_101501.1, Lsat_1_v5_gn_8_101501.3	GmISU01.07G132900.1.p, GmISU01.16G084900.1.p, GmISU01.18G152100.1.p
OG0008671	Lsat_1_v5_gn_5_102781.1, Lsat_1_v5_gn_9_122521.1, Lsat_1_v5_gn_9_122521.3	GmISU01.19G191700.1.p, GmISU01.03G190000.1.p, GmISU01.20G197500.1.p, GmISU01.10G117800.3.p
OG0008672	Lsat_1_v5_gn_2_134800.3, Lsat_1_v5_gn_2_134800.1	GmISU01.03G145400.1.p, GmISU01.20G179900.1.p
OG0008673	Lsat_1_v5_gn_7_67880.1	GmISU01.07G174900.1.p, GmISU01.02G124600.1.p
