Orthogroup	L_sativa.proteins	A_hypochondriacus.proteins
OG0011140	Lsat_1_v5_gn_4_96961.1	AH020339-RA, AH006841-RA
OG0011141	Lsat_1_v5_gn_0_9101.1	AH001102-RA
OG0011142	Lsat_1_v5_gn_4_184340.1	AH005310-RA
OG0011143	Lsat_1_v5_gn_2_76721.1	AH005592-RA
OG0011144	Lsat_1_v5_gn_3_51901.1	AH009219-RA, AH004351-RA, AH005024-RA
OG0011145	Lsat_1_v5_gn_4_78320.1	AH013554-RA
OG0011146	Lsat_1_v5_gn_8_112001.1, Lsat_1_v5_gn_8_112001.2	AH018344-RA
OG0011147	Lsat_1_v5_gn_1_13281.1, Lsat_1_v5_gn_1_13281.3	AH017599-RA
OG0011149	Lsat_1_v5_gn_2_73361.3, Lsat_1_v5_gn_2_73361.1	AH021140-RA
OG0011150	Lsat_1_v5_gn_5_156500.3, Lsat_1_v5_gn_5_156500.1	AH020180-RA
OG0011151	Lsat_1_v5_gn_5_18780.1	AH009278-RA
OG0011152	Lsat_1_v5_gn_7_11860.1, Lsat_1_v5_gn_7_11860.3	AH009337-RA
OG0011153	Lsat_1_v5_gn_8_154721.1	AH004926-RA
OG0011154	Lsat_1_v5_gn_7_11900.1, Lsat_1_v5_gn_7_11900.2	AH009339-RA
OG0011155	Lsat_1_v5_gn_8_38401.1	AH005425-RA
OG0011156	Lsat_1_v5_gn_3_83021.1	AH022836-RA
OG0011157	Lsat_1_v5_gn_8_34381.2, Lsat_1_v5_gn_8_34381.1, Lsat_1_v5_gn_8_34381.3, Lsat_1_v5_gn_8_34381.4	AH003289-RA
OG0011158	Lsat_1_v5_gn_4_13500.1, Lsat_1_v5_gn_4_13500.3	AH004142-RA
OG0011159	Lsat_1_v5_gn_1_13560.1	AH017524-RA
OG0011160	Lsat_1_v5_gn_2_71700.1, Lsat_1_v5_gn_2_71700.2, Lsat_1_v5_gn_3_67081.1	AH010709-RA
OG0011161	Lsat_1_v5_gn_8_152220.1	AH004824-RA
OG0011162	Lsat_1_v5_gn_4_172501.1	AH019149-RA
OG0011163	Lsat_1_v5_gn_4_26320.1	AH003850-RA
OG0011164	Lsat_1_v5_gn_4_360.3, Lsat_1_v5_gn_4_360.2, Lsat_1_v5_gn_4_360.1, Lsat_1_v5_gn_8_148461.1, Lsat_1_v5_gn_8_148461.2	AH004545-RA
OG0011166	Lsat_1_v5_gn_3_20780.1, Lsat_1_v5_gn_3_20780.3	AH018456-RA
OG0011167	Lsat_1_v5_gn_3_33800.1	AH001080-RA
OG0011168	Lsat_1_v5_gn_0_31360.2, Lsat_1_v5_gn_0_31360.1	AH016479-RA
OG0011169	Lsat_1_v5_gn_8_154601.1, Lsat_1_v5_gn_3_28580.1	AH004799-RA
OG0011170	Lsat_1_v5_gn_5_119261.2, Lsat_1_v5_gn_5_119261.1	AH016704-RA
OG0011171	Lsat_1_v5_gn_8_158260.1	AH004749-RA
OG0011172	Lsat_1_v5_gn_6_3501.1	AH018437-RA, AH011540-RA
OG0011173	Lsat_1_v5_gn_3_30300.2, Lsat_1_v5_gn_3_30300.1	AH004864-RA, AH004462-RA
OG0011175	Lsat_1_v5_gn_3_59080.1	AH005387-RA, AH004158-RA
OG0011176	Lsat_1_v5_gn_4_11700.1, Lsat_1_v5_gn_8_45920.1	AH005526-RA, AH004026-RA
OG0011177	Lsat_1_v5_gn_8_111520.1	AH017224-RA
OG0011178	Lsat_1_v5_gn_2_88681.1	AH019380-RA
OG0011179	Lsat_1_v5_gn_5_10141.3, Lsat_1_v5_gn_5_10141.1	AH002950-RA
OG0011180	Lsat_1_v5_gn_8_52140.1, Lsat_1_v5_gn_8_52140.2	AH004596-RA
OG0011181	Lsat_1_v5_gn_1_4641.1, Lsat_1_v5_gn_8_122100.1, Lsat_1_v5_gn_1_16061.1, Lsat_1_v5_gn_4_112280.3, Lsat_1_v5_gn_4_112280.1	AH017429-RA
OG0011182	Lsat_1_v5_gn_6_67180.1	AH011479-RA
OG0011183	Lsat_1_v5_gn_3_62021.1	AH005481-RA
OG0011184	Lsat_1_v5_gn_4_110701.1, Lsat_1_v5_gn_4_110701.2	AH004935-RA
OG0011185	Lsat_1_v5_gn_7_11700.1, Lsat_1_v5_gn_4_41201.1	AH018367-RA, AH011485-RA
OG0011186	Lsat_1_v5_gn_4_46620.1	AH004081-RA
OG0011187	Lsat_1_v5_gn_8_44260.1, Lsat_1_v5_gn_8_44260.3	AH005360-RA
OG0011188	Lsat_1_v5_gn_3_99700.1	AH015800-RA
OG0011189	Lsat_1_v5_gn_6_4121.1, Lsat_1_v5_gn_3_18460.1	AH011517-RA
OG0011192	Lsat_1_v5_gn_9_58401.1, Lsat_1_v5_gn_9_58401.3	AH018791-RA
OG0011193	Lsat_1_v5_gn_4_65181.1	AH012370-RA
OG0011194	Lsat_1_v5_gn_3_29940.1, Lsat_1_v5_gn_4_3800.1	AH004476-RA
OG0011196	Lsat_1_v5_gn_5_23420.3, Lsat_1_v5_gn_5_23420.1	AH017465-RA, AH002903-RA
OG0011197	Lsat_1_v5_gn_5_15020.1	AH002497-RA
OG0011198	Lsat_1_v5_gn_2_89461.1	AH015791-RA
OG0011200	Lsat_1_v5_gn_2_90480.1	AH015741-RA
OG0011201	Lsat_1_v5_gn_5_17180.2, Lsat_1_v5_gn_5_17180.1	AH002487-RA
OG0011202	Lsat_1_v5_gn_8_147560.2, Lsat_1_v5_gn_8_147560.1	AH005171-RA
OG0011203	Lsat_1_v5_gn_2_87860.1, Lsat_1_v5_gn_2_87860.3	AH019136-RA
OG0011204	Lsat_1_v5_gn_4_170140.4, Lsat_1_v5_gn_4_170140.3, Lsat_1_v5_gn_4_170140.1	AH010135-RA
OG0011208	Lsat_1_v5_gn_2_27920.1	AH009043-RA
OG0011209	Lsat_1_v5_gn_6_101400.1	AH014683-RA
OG0011210	Lsat_1_v5_gn_4_81261.1	AH002979-RA
OG0011212	Lsat_1_v5_gn_3_35240.2, Lsat_1_v5_gn_3_35240.1	AH001004-RA
OG0011213	Lsat_1_v5_gn_4_6521.1, Lsat_1_v5_gn_4_6521.3	AH004722-RA, AH004735-RA
OG0011214	Lsat_1_v5_gn_4_109161.1	AH017439-RA
OG0011215	Lsat_1_v5_gn_6_93401.1	AH018305-RA
OG0011216	Lsat_1_v5_gn_3_20841.1	AH011579-RA
OG0011217	Lsat_1_v5_gn_7_42460.1, Lsat_1_v5_gn_7_42460.2	AH014062-RA
OG0011218	Lsat_1_v5_gn_8_34840.1	AH005909-RA
OG0011220	Lsat_1_v5_gn_2_69440.1	AH021567-RA
OG0011221	Lsat_1_v5_gn_2_131460.1	AH019607-RA
OG0011222	Lsat_1_v5_gn_3_48581.1	AH001617-RA
OG0011223	Lsat_1_v5_gn_4_23500.1	AH014955-RA
OG0011225	Lsat_1_v5_gn_5_24340.1, Lsat_1_v5_gn_5_24340.3, Lsat_1_v5_gn_4_112220.1	AH017434-RA, AH002929-RA
OG0011226	Lsat_1_v5_gn_8_3561.1, Lsat_1_v5_gn_8_3561.2	AH000387-RA
OG0011227	Lsat_1_v5_gn_8_3720.1	AH007246-RA
OG0011228	Lsat_1_v5_gn_3_48061.1	AH004405-RA
OG0011229	Lsat_1_v5_gn_4_6121.1, Lsat_1_v5_gn_8_161201.1	AH004658-RA
OG0011231	Lsat_1_v5_gn_0_14320.2, Lsat_1_v5_gn_0_14320.1, Lsat_1_v5_gn_2_94421.1	AH023449-RA
OG0011232	Lsat_1_v5_gn_5_187701.1	AH018215-RA
OG0011233	Lsat_1_v5_gn_5_111360.4	AH011068-RA, AH018621-RA, AH007506-RA, AH020483-RA, AH022700-RA, AH003166-RA, AH023648-RA, AH006651-RA, AH018640-RA
OG0011235	Lsat_1_v5_gn_3_20620.1, Lsat_1_v5_gn_3_20620.2, Lsat_1_v5_gn_1_124620.3, Lsat_1_v5_gn_1_124620.1	AH018765-RA
OG0011236	Lsat_1_v5_gn_9_57501.1	AH000979-RA, AH010398-RA, AH019251-RA
OG0011241	Lsat_1_v5_gn_5_3900.1	AH015345-RA
OG0011242	Lsat_1_v5_gn_6_13301.1, Lsat_1_v5_gn_5_48780.1	AH016098-RA, AH000365-RA
OG0011243	Lsat_1_v5_gn_3_107981.2, Lsat_1_v5_gn_8_3200.1	AH011206-RA
OG0011244	Lsat_1_v5_gn_9_120460.1, Lsat_1_v5_gn_9_120481.1, Lsat_1_v5_gn_7_76121.1	AH010179-RA
OG0011246	Lsat_1_v5_gn_4_133360.1, Lsat_1_v5_gn_1_25160.1	AH009019-RA
OG0011249	Lsat_1_v5_gn_3_138521.1, Lsat_1_v5_gn_3_138521.2	AH009623-RA
OG0011250	Lsat_1_v5_gn_2_91880.3, Lsat_1_v5_gn_2_91880.1	AH019552-RA, AH006705-RA
OG0011252	Lsat_1_v5_gn_6_67840.1	AH020221-RA
OG0011253	Lsat_1_v5_gn_6_79520.1, Lsat_1_v5_gn_6_79520.3	AH013888-RA, AH013889-RA
OG0011254	Lsat_1_v5_gn_3_114541.3, Lsat_1_v5_gn_3_114541.1, Lsat_1_v5_gn_3_114521.2, Lsat_1_v5_gn_3_114521.1	AH013875-RA
OG0011255	Lsat_1_v5_gn_8_130360.3, Lsat_1_v5_gn_8_130360.1	AH013827-RA
OG0011256	Lsat_1_v5_gn_8_107941.3, Lsat_1_v5_gn_8_107941.1, Lsat_1_v5_gn_5_150140.1, Lsat_1_v5_gn_5_150140.2	AH012478-RA
OG0011257	Lsat_1_v5_gn_5_185760.1, Lsat_1_v5_gn_5_185760.3	AH013298-RA
OG0011259	Lsat_1_v5_gn_8_116740.1, Lsat_1_v5_gn_8_116740.3	AH014718-RA
OG0011261	Lsat_1_v5_gn_9_51881.1	AH012166-RA, AH012168-RA
OG0011262	Lsat_1_v5_gn_1_67781.3, Lsat_1_v5_gn_1_67781.1, Lsat_1_v5_gn_1_67761.1, Lsat_1_v5_gn_1_67761.2	AH007658-RA
OG0011263	Lsat_1_v5_gn_8_79761.1, Lsat_1_v5_gn_5_157681.1, Lsat_1_v5_gn_5_157681.3	AH006640-RA
OG0011264	Lsat_1_v5_gn_6_112880.1	AH003488-RA
OG0011265	Lsat_1_v5_gn_7_84461.1, Lsat_1_v5_gn_9_113841.1	AH000706-RA, AH002460-RA, AH000683-RA
OG0011345	Lsat_1_v5_gn_3_24840.2, Lsat_1_v5_gn_3_24840.1	AH010782-RA
OG0011347	Lsat_1_v5_gn_6_113160.1	AH021110-RA
OG0011348	Lsat_1_v5_gn_8_11160.1	AH015691-RA
OG0011349	Lsat_1_v5_gn_7_67141.1, Lsat_1_v5_gn_7_67141.2	AH014021-RA
OG0011350	Lsat_1_v5_gn_0_23500.1	AH021454-RA
OG0011351	Lsat_1_v5_gn_9_5121.1, Lsat_1_v5_gn_9_5121.3	AH008521-RA
OG0011352	Lsat_1_v5_gn_6_59140.1, Lsat_1_v5_gn_6_59140.2	AH006494-RA
OG0011353	Lsat_1_v5_gn_2_43301.1, Lsat_1_v5_gn_1_72461.2, Lsat_1_v5_gn_1_72461.1	AH019040-RA
OG0011354	Lsat_1_v5_gn_9_38080.1	AH012499-RA
OG0011356	Lsat_1_v5_gn_2_31121.2, Lsat_1_v5_gn_2_31121.1	AH011066-RA
OG0011357	Lsat_1_v5_gn_9_20101.1, Lsat_1_v5_gn_9_20101.3	AH013811-RA
OG0011358	Lsat_1_v5_gn_3_61380.1	AH010551-RA
OG0011359	Lsat_1_v5_gn_2_56480.1	AH012582-RA, AH012581-RA
OG0011360	Lsat_1_v5_gn_6_116841.1	AH019858-RA
OG0011361	Lsat_1_v5_gn_6_117001.1	AH002353-RA
OG0011362	Lsat_1_v5_gn_6_71420.1	AH011791-RA
OG0011363	Lsat_1_v5_gn_8_110060.1	AH017680-RA
OG0011364	Lsat_1_v5_gn_1_112581.2, Lsat_1_v5_gn_1_112581.1	AH011847-RA
OG0011366	Lsat_1_v5_gn_2_125401.1, Lsat_1_v5_gn_2_125401.3, Lsat_1_v5_gn_2_125401.2	AH016042-RA
OG0011368	Lsat_1_v5_gn_7_70001.1	AH016022-RA
OG0011369	Lsat_1_v5_gn_1_56481.1, Lsat_1_v5_gn_1_56481.4	AH018908-RA
OG0011372	Lsat_1_v5_gn_8_90101.1	AH013035-RA
OG0011374	Lsat_1_v5_gn_5_50541.2, Lsat_1_v5_gn_5_50541.1	AH007039-RA
OG0011375	Lsat_1_v5_gn_9_3101.1, Lsat_1_v5_gn_9_3101.3	AH022190-RA
OG0011376	Lsat_1_v5_gn_4_137100.1, Lsat_1_v5_gn_4_137100.2	AH010790-RA
OG0011377	Lsat_1_v5_gn_4_35140.1, Lsat_1_v5_gn_4_35140.3	AH014814-RA
OG0011378	Lsat_1_v5_gn_5_173001.2	AH013825-RA
OG0011380	Lsat_1_v5_gn_9_66300.1	AH023482-RA
OG0011381	Lsat_1_v5_gn_8_98041.1	AH017899-RA
OG0011382	Lsat_1_v5_gn_5_8261.1	AH000659-RA
OG0011383	Lsat_1_v5_gn_8_71220.1	AH022676-RA
OG0011384	Lsat_1_v5_gn_8_83941.1	AH019099-RA
OG0011385	Lsat_1_v5_gn_9_30000.1	AH006711-RA
OG0011388	Lsat_1_v5_gn_9_69240.1	AH017811-RA
OG0011389	Lsat_1_v5_gn_4_46080.1	AH005189-RA
OG0011390	Lsat_1_v5_gn_7_65621.1	AH009659-RA
OG0011391	Lsat_1_v5_gn_0_4721.3, Lsat_1_v5_gn_0_4721.1	AH006948-RA
OG0011393	Lsat_1_v5_gn_7_53500.1	AH014406-RA
OG0011394	Lsat_1_v5_gn_6_58300.2, Lsat_1_v5_gn_6_58300.1	AH020550-RA
OG0011395	Lsat_1_v5_gn_2_48221.1	AH006544-RA
OG0011396	Lsat_1_v5_gn_9_43721.1	AH006056-RA, AH007097-RA
OG0011397	Lsat_1_v5_gn_7_67261.1	AH007306-RA, AH019939-RA
OG0011400	Lsat_1_v5_gn_2_41261.1	AH020194-RA
OG0011401	Lsat_1_v5_gn_6_117381.1	AH015602-RA
OG0011402	Lsat_1_v5_gn_5_169481.1	AH022583-RA, AH013726-RA
OG0011404	Lsat_1_v5_gn_9_17941.2, Lsat_1_v5_gn_9_17941.1	AH022207-RA, AH013603-RA
OG0011405	Lsat_1_v5_gn_2_129581.1	AH020712-RA, AH015447-RA
OG0011406	Lsat_1_v5_gn_2_102521.1	AH016077-RA
OG0011407	Lsat_1_v5_gn_8_166741.1	AH002698-RA, AH017684-RA
OG0011408	Lsat_1_v5_gn_5_182081.1, Lsat_1_v5_gn_5_182081.3	AH017752-RA
OG0011409	Lsat_1_v5_gn_1_52460.1	AH021887-RA, AH012728-RA
OG0011411	Lsat_1_v5_gn_7_34400.1	AH022735-RA
OG0011412	Lsat_1_v5_gn_9_2880.1	AH017698-RA
OG0011414	Lsat_1_v5_gn_4_46300.1	AH008350-RA
OG0011415	Lsat_1_v5_gn_6_115260.1, Lsat_1_v5_gn_6_115260.3	AH007140-RA
OG0011416	Lsat_1_v5_gn_6_37480.3, Lsat_1_v5_gn_6_37480.1	AH006917-RA
OG0011417	Lsat_1_v5_gn_2_122940.3, Lsat_1_v5_gn_2_122940.1	AH022689-RA
OG0011418	Lsat_1_v5_gn_2_34721.1	AH019967-RA
OG0011419	Lsat_1_v5_gn_5_157940.1, Lsat_1_v5_gn_5_157940.2	AH006682-RA
OG0011420	Lsat_1_v5_gn_2_98520.1, Lsat_1_v5_gn_2_98520.2	AH001253-RA
OG0011421	Lsat_1_v5_gn_6_32220.1	AH022809-RA
OG0011422	Lsat_1_v5_gn_2_26200.1, Lsat_1_v5_gn_2_26200.3	AH007509-RA
OG0011423	Lsat_1_v5_gn_5_74361.1	AH007069-RA, AH020114-RA
OG0011424	Lsat_1_v5_gn_7_73220.1	AH007616-RA
OG0011425	Lsat_1_v5_gn_9_30661.1	AH006758-RA
OG0011427	Lsat_1_v5_gn_8_97601.3, Lsat_1_v5_gn_8_97601.2, Lsat_1_v5_gn_4_80701.1, Lsat_1_v5_gn_8_97601.1	AH017887-RA
OG0011428	Lsat_1_v5_gn_5_67540.1	AH006898-RA
OG0011429	Lsat_1_v5_gn_2_58341.3, Lsat_1_v5_gn_2_58341.1	AH006896-RA
OG0011430	Lsat_1_v5_gn_2_52041.3, Lsat_1_v5_gn_2_52041.1	AH000935-RA
OG0011431	Lsat_1_v5_gn_8_101881.1	AH003054-RA, AH003059-RA
OG0011433	Lsat_1_v5_gn_9_9360.1, Lsat_1_v5_gn_8_91500.1	AH002637-RA
OG0011434	Lsat_1_v5_gn_0_10341.3, Lsat_1_v5_gn_0_10341.1	AH008795-RA
OG0011435	Lsat_1_v5_gn_2_34600.1	AH001301-RA
OG0011436	Lsat_1_v5_gn_2_108021.1, Lsat_1_v5_gn_2_108021.2	AH010745-RA
OG0011437	Lsat_1_v5_gn_1_67460.1, Lsat_1_v5_gn_1_67460.2, Lsat_1_v5_gn_1_67460.3	AH007649-RA
OG0011438	Lsat_1_v5_gn_2_60460.1	AH005248-RA
OG0011439	Lsat_1_v5_gn_4_64620.2, Lsat_1_v5_gn_4_64620.1, Lsat_1_v5_gn_4_64620.3	AH001057-RA
OG0011440	Lsat_1_v5_gn_5_190641.2, Lsat_1_v5_gn_5_190641.1	AH011700-RA
OG0011441	Lsat_1_v5_gn_9_33061.1	AH018958-RA
OG0011442	Lsat_1_v5_gn_8_101621.1	AH018814-RA
OG0011443	Lsat_1_v5_gn_6_3681.6, Lsat_1_v5_gn_6_3681.3	AH014819-RA
OG0011445	Lsat_1_v5_gn_2_44781.1, Lsat_1_v5_gn_1_73121.1	AH021962-RA
OG0011446	Lsat_1_v5_gn_7_31640.2, Lsat_1_v5_gn_7_31640.1	AH019152-RA
OG0011447	Lsat_1_v5_gn_8_155361.1, Lsat_1_v5_gn_7_64401.1	AH007094-RA
OG0011448	Lsat_1_v5_gn_2_120021.1, Lsat_1_v5_gn_2_120021.3	AH013116-RA, AH013669-RA
OG0011449	Lsat_1_v5_gn_8_31460.1	AH008321-RA
OG0011450	Lsat_1_v5_gn_4_161541.1, Lsat_1_v5_gn_4_161541.3	AH009492-RA
OG0011452	Lsat_1_v5_gn_4_136221.1	AH023600-RA, AH023601-RA
OG0011454	Lsat_1_v5_gn_1_25101.1	AH014830-RA
OG0011455	Lsat_1_v5_gn_5_113361.1, Lsat_1_v5_gn_5_113361.3	AH001900-RA
OG0011457	Lsat_1_v5_gn_4_151541.2, Lsat_1_v5_gn_4_151541.1	AH005815-RA
OG0011458	Lsat_1_v5_gn_4_132200.1	AH008796-RA
OG0011460	Lsat_1_v5_gn_9_109200.1, Lsat_1_v5_gn_9_109200.2	AH001860-RA
OG0011461	Lsat_1_v5_gn_9_103540.1, Lsat_1_v5_gn_4_84661.1	AH017389-RA
OG0011462	Lsat_1_v5_gn_8_121220.1	AH000945-RA
OG0011463	Lsat_1_v5_gn_5_39360.1	AH005830-RA
OG0011464	Lsat_1_v5_gn_4_148381.1	AH003841-RA
OG0011465	Lsat_1_v5_gn_6_112481.1	AH022017-RA
OG0011466	Lsat_1_v5_gn_2_39360.2, Lsat_1_v5_gn_2_39360.1	AH003300-RA
OG0011469	Lsat_1_v5_gn_1_5401.1, Lsat_1_v5_gn_9_42620.1, Lsat_1_v5_gn_9_42620.2	AH008565-RA
OG0011470	Lsat_1_v5_gn_8_123701.1, Lsat_1_v5_gn_8_123701.2, Lsat_1_v5_gn_9_116880.1	AH000911-RA
OG0011472	Lsat_1_v5_gn_2_40161.1, Lsat_1_v5_gn_2_40101.1, Lsat_1_v5_gn_6_67620.1	AH011950-RA
OG0011473	Lsat_1_v5_gn_3_135080.3, Lsat_1_v5_gn_3_135080.1	AH009200-RA
OG0011475	Lsat_1_v5_gn_9_112641.1	AH000685-RA
OG0011477	Lsat_1_v5_gn_1_86700.1, Lsat_1_v5_gn_7_31180.1, Lsat_1_v5_gn_7_31180.2	AH017219-RA
OG0011478	Lsat_1_v5_gn_4_71881.1	AH015722-RA
OG0011479	Lsat_1_v5_gn_9_48821.2, Lsat_1_v5_gn_9_48821.1	AH023596-RA
OG0011480	Lsat_1_v5_gn_9_75360.1	AH008838-RA
OG0011481	Lsat_1_v5_gn_5_110181.1, Lsat_1_v5_gn_7_82720.1	AH002390-RA, AH000713-RA
OG0011482	Lsat_1_v5_gn_1_80521.3, Lsat_1_v5_gn_1_80521.1, Lsat_1_v5_gn_1_80561.1, Lsat_1_v5_gn_1_80501.1, Lsat_1_v5_gn_5_68961.1	AH003259-RA, AH010380-RA
OG0011483	Lsat_1_v5_gn_8_35340.3, Lsat_1_v5_gn_8_35340.1	AH008567-RA
OG0011484	Lsat_1_v5_gn_3_16821.1	AH023743-RA
OG0011485	Lsat_1_v5_gn_5_78501.1, Lsat_1_v5_gn_5_78501.3	AH001043-RA
OG0011486	Lsat_1_v5_gn_8_89861.1	AH013080-RA
OG0011487	Lsat_1_v5_gn_7_84781.1, Lsat_1_v5_gn_7_84781.3	AH000677-RA
OG0011488	Lsat_1_v5_gn_9_72780.1, Lsat_1_v5_gn_9_72780.2	AH016905-RA, AH008718-RA
OG0011489	Lsat_1_v5_gn_7_27480.1	AH001327-RA
OG0011490	Lsat_1_v5_gn_5_16541.1	AH010712-RA
OG0011491	Lsat_1_v5_gn_1_16121.2, Lsat_1_v5_gn_1_16121.1	AH008935-RA
OG0011492	Lsat_1_v5_gn_7_87521.3, Lsat_1_v5_gn_7_87521.1	AH001883-RA
OG0011493	Lsat_1_v5_gn_2_124081.1	AH023114-RA
OG0011494	Lsat_1_v5_gn_2_38041.3, Lsat_1_v5_gn_2_38041.1	AH005631-RA
OG0011496	Lsat_1_v5_gn_3_87941.1	AH005692-RA
OG0011497	Lsat_1_v5_gn_4_127120.1	AH016667-RA, AH008418-RA
OG0011498	Lsat_1_v5_gn_0_22321.3, Lsat_1_v5_gn_0_22321.1	AH003924-RA
OG0011499	Lsat_1_v5_gn_7_75520.2, Lsat_1_v5_gn_7_75520.1, Lsat_1_v5_gn_5_148420.1	AH016003-RA
OG0011500	Lsat_1_v5_gn_5_108940.1, Lsat_1_v5_gn_5_108940.2	AH002411-RA
OG0011503	Lsat_1_v5_gn_2_120921.2, Lsat_1_v5_gn_2_120921.1	AH023405-RA
OG0011504	Lsat_1_v5_gn_4_168780.1	AH006061-RA
OG0011505	Lsat_1_v5_gn_8_89320.1, Lsat_1_v5_gn_8_89320.3	AH004277-RA
OG0011506	Lsat_1_v5_gn_6_93360.1	AH008864-RA
OG0011507	Lsat_1_v5_gn_6_112720.1	AH009435-RA
OG0011508	Lsat_1_v5_gn_1_24541.3, Lsat_1_v5_gn_1_24541.2, Lsat_1_v5_gn_0_19000.1, Lsat_1_v5_gn_1_24541.1	AH019496-RA
OG0011509	Lsat_1_v5_gn_2_86920.1	AH003719-RA, AH006040-RA
OG0011511	Lsat_1_v5_gn_4_62541.1, Lsat_1_v5_gn_4_62541.2	AH014920-RA, AH021459-RA
OG0011512	Lsat_1_v5_gn_6_79821.1, Lsat_1_v5_gn_6_79881.3	AH005923-RA, AH003635-RA
OG0011513	Lsat_1_v5_gn_7_116241.2, Lsat_1_v5_gn_7_116241.1	AH019239-RA
OG0011515	Lsat_1_v5_gn_5_1420.1, Lsat_1_v5_gn_5_1420.3	AH009770-RA
OG0011516	Lsat_1_v5_gn_7_109981.3, Lsat_1_v5_gn_7_109981.1	AH008204-RA
OG0011517	Lsat_1_v5_gn_7_104120.2, Lsat_1_v5_gn_7_104120.1	AH008057-RA
OG0011518	Lsat_1_v5_gn_1_127621.3, Lsat_1_v5_gn_1_127621.1	AH015038-RA
OG0011521	Lsat_1_v5_gn_7_32301.3, Lsat_1_v5_gn_7_32301.1	AH021280-RA
OG0011522	Lsat_1_v5_gn_1_111521.1	AH021279-RA
OG0011523	Lsat_1_v5_gn_8_132641.1, Lsat_1_v5_gn_8_133041.1	AH000338-RA
OG0011524	Lsat_1_v5_gn_7_104501.1, Lsat_1_v5_gn_7_104501.3	AH008730-RA
OG0011525	Lsat_1_v5_gn_5_123640.1	AH018374-RA
OG0011526	Lsat_1_v5_gn_3_140620.3, Lsat_1_v5_gn_3_140620.2, Lsat_1_v5_gn_3_140620.1	AH008412-RA
OG0011527	Lsat_1_v5_gn_9_93280.3, Lsat_1_v5_gn_9_93280.1	AH009882-RA
OG0011528	Lsat_1_v5_gn_1_90920.2, Lsat_1_v5_gn_1_90920.1	AH021247-RA
OG0011529	Lsat_1_v5_gn_3_39480.1	AH013755-RA
OG0011530	Lsat_1_v5_gn_8_140221.1	AH000266-RA
OG0011532	Lsat_1_v5_gn_8_138961.1, Lsat_1_v5_gn_9_99560.1, Lsat_1_v5_gn_9_99560.2	AH008022-RA
OG0011534	Lsat_1_v5_gn_4_30200.1	AH021316-RA
OG0011535	Lsat_1_v5_gn_5_125300.3, Lsat_1_v5_gn_5_125300.1	AH000426-RA
OG0011537	Lsat_1_v5_gn_4_63901.1	AH016951-RA
OG0011538	Lsat_1_v5_gn_8_6380.1	AH019613-RA
OG0011539	Lsat_1_v5_gn_5_79100.2, Lsat_1_v5_gn_5_79100.1	AH021185-RA
OG0011540	Lsat_1_v5_gn_4_89221.1	AH013482-RA
OG0011541	Lsat_1_v5_gn_5_31600.1, Lsat_1_v5_gn_5_31600.3	AH015377-RA
OG0011542	Lsat_1_v5_gn_3_19441.1, Lsat_1_v5_gn_3_19441.3	AH015299-RA
OG0011543	Lsat_1_v5_gn_0_9880.3, Lsat_1_v5_gn_0_9880.1	AH003032-RA
OG0011545	Lsat_1_v5_gn_7_45340.1, Lsat_1_v5_gn_7_45300.1	AH014084-RA, AH014082-RA
OG0011546	Lsat_1_v5_gn_6_51920.1, Lsat_1_v5_gn_1_125220.1, Lsat_1_v5_gn_4_45501.1	AH000300-RA
OG0011549	Lsat_1_v5_gn_5_96100.1, Lsat_1_v5_gn_5_97301.1	AH020728-RA
OG0011550	Lsat_1_v5_gn_5_59301.1, Lsat_1_v5_gn_5_59301.2	AH017082-RA
OG0011551	Lsat_1_v5_gn_6_9740.1, Lsat_1_v5_gn_6_9740.2	AH003123-RA
OG0011552	Lsat_1_v5_gn_2_63940.1	AH016698-RA
OG0011553	Lsat_1_v5_gn_7_57081.1, Lsat_1_v5_gn_7_57081.2	AH016993-RA
OG0011554	Lsat_1_v5_gn_8_40961.1, Lsat_1_v5_gn_8_40961.3	AH018900-RA
OG0011555	Lsat_1_v5_gn_2_90061.1	AH019122-RA
OG0011556	Lsat_1_v5_gn_9_15021.1	AH011979-RA
OG0011558	Lsat_1_v5_gn_7_59260.2, Lsat_1_v5_gn_7_59260.1	AH020112-RA
OG0011559	Lsat_1_v5_gn_1_34600.1, Lsat_1_v5_gn_4_99921.1	AH002135-RA
OG0011560	Lsat_1_v5_gn_5_100720.1	AH020839-RA
OG0011561	Lsat_1_v5_gn_1_45761.1	AH016164-RA
OG0011562	Lsat_1_v5_gn_5_142000.3, Lsat_1_v5_gn_5_142000.4, Lsat_1_v5_gn_7_34821.1	AH021122-RA
OG0011563	Lsat_1_v5_gn_5_139320.1	AH021096-RA
OG0011564	Lsat_1_v5_gn_8_89041.1, Lsat_1_v5_gn_8_89041.2	AH013618-RA
OG0011565	Lsat_1_v5_gn_6_18241.1, Lsat_1_v5_gn_6_18241.2	AH023846-RA, AH010294-RA, AH007296-RA
OG0011566	Lsat_1_v5_gn_3_131361.1, Lsat_1_v5_gn_3_131361.3	AH002803-RA
OG0011567	Lsat_1_v5_gn_3_980.1	AH018608-RA
OG0011569	Lsat_1_v5_gn_4_104040.3, Lsat_1_v5_gn_4_104040.1	AH015810-RA
OG0011570	Lsat_1_v5_gn_4_144160.1	AH021760-RA
OG0011571	Lsat_1_v5_gn_8_7461.1	AH019528-RA
