Orthogroup	V_vinifera.proteins	D_spatulata.proteins
OG0008166	VIT_210s0003g00040.1	Ds_00012904-RA, Ds_00011547-RA
OG0008167	VIT_205s0094g01450.4, VIT_205s0094g01450.3, VIT_205s0094g01450.2, VIT_205s0094g01450.1	Ds_00004565-RA
OG0008168	VIT_205s0094g01510.2, VIT_205s0094g01510.1	Ds_00015648-RA
OG0008170	VIT_218s0001g14880.1	Ds_00014137-RA
OG0008171	VIT_200s0181g00020.1	Ds_00015883-RA
OG0008173	VIT_200s0203g00060.3, VIT_200s0203g00060.5, VIT_200s0203g00060.4, VIT_200s0203g00060.2, VIT_200s0203g00060.1	Ds_00015885-RA
OG0008174	VIT_219s0177g00260.2, VIT_219s0177g00260.1	Ds_00002946-RA
OG0008175	VIT_200s0259g00170.1	Ds_00016727-RA
OG0008177	VIT_203s0017g02090.1, VIT_205s0062g00060.1	Ds_00008138-RA, Ds_00013232-RA, Ds_00012278-RA, Ds_00013083-RA, Ds_00012277-RA, Ds_00015181-RA, Ds_00015263-RA, Ds_00013148-RA, Ds_00009675-RA, Ds_00014237-RA, Ds_00008139-RA, Ds_00016745-RA, Ds_00005946-RA
OG0008178	VIT_201s0127g00810.1, VIT_216s0050g00660.1	Ds_00017035-RA, Ds_00008200-RA
OG0008179	VIT_200s0194g00090.3, VIT_200s0194g00090.1, VIT_200s0194g00090.2	Ds_00004423-RA, Ds_00004422-RA, Ds_00011170-RA
OG0008180	VIT_219s0090g01290.2	Ds_00014612-RA
OG0008181	VIT_208s0040g02200.2, VIT_208s0040g02200.1	Ds_00002004-RA
OG0008182	VIT_216s0100g00690.1, VIT_216s0100g00690.2	Ds_00009959-RA
OG0008183	VIT_214s0030g00470.2, VIT_214s0030g00470.1, VIT_214s0030g00470.5, VIT_214s0030g00470.4, VIT_214s0030g00470.3	Ds_00006914-RA
OG0008184	VIT_215s0046g00360.1	Ds_00012512-RA
OG0008185	VIT_214s0060g00420.1, VIT_205s0020g00760.1	Ds_00005022-RA
OG0008186	VIT_204s0008g01390.2, VIT_204s0008g01390.5, VIT_204s0008g01390.1, VIT_204s0008g01390.4, VIT_204s0008g01390.3, VIT_205s0020g04945.1	Ds_00011847-RA
OG0008187	VIT_206s0004g03360.1	Ds_00004630-RA
OG0008188	VIT_211s0016g02120.1, VIT_204s0008g01200.1	Ds_00007338-RA
OG0008189	VIT_209s0002g04320.1	Ds_00000732-RA
OG0008190	VIT_211s0052g00590.1	Ds_00007920-RA
OG0008191	VIT_211s0118g00710.3, VIT_211s0118g00710.2, VIT_211s0118g00710.1	Ds_00011469-RA
OG0008192	VIT_209s0002g02390.2, VIT_209s0002g02390.1	Ds_00000800-RA
OG0008193	VIT_215s0046g00130.1	Ds_00015027-RA
OG0008195	VIT_211s0016g04000.1	Ds_00002422-RA, Ds_00000721-RA
OG0008196	VIT_214s0060g01230.1	Ds_00017576-RA, Ds_00003919-RA
OG0008197	VIT_202s0025g03520.2, VIT_202s0025g03520.4, VIT_202s0025g03520.1, VIT_202s0025g03520.3	Ds_00001303-RA
OG0008198	VIT_207s0095g00700.1, VIT_207s0095g00570.1	Ds_00003360-RA
OG0008199	VIT_204s0008g06680.1, VIT_204s0008g06680.3, VIT_204s0008g06680.2	Ds_00010459-RA
OG0008200	VIT_201s0011g01540.1	Ds_00012408-RA
OG0008201	VIT_215s0048g01040.2, VIT_215s0048g01040.1	Ds_00008785-RA
OG0008202	VIT_211s0052g01700.1, VIT_211s0052g01700.2, VIT_211s0052g01700.3	Ds_00007976-RA, Ds_00017356-RA
OG0008203	VIT_215s0046g02830.1, VIT_215s0021g00850.1	Ds_00003574-RA, Ds_00003565-RA
OG0008204	VIT_215s0046g02210.1	Ds_00008380-RA
OG0008205	VIT_204s0008g00530.1	Ds_00003452-RA
OG0008206	VIT_209s0002g04250.1	Ds_00000727-RA
OG0008207	VIT_204s0008g02840.1, VIT_204s0008g02840.2	Ds_00003410-RA
OG0008208	VIT_207s0005g04750.2, VIT_207s0005g04750.1	Ds_00008304-RA
OG0008209	VIT_211s0052g00540.1	Ds_00007947-RA
OG0008210	VIT_206s0004g00560.1	Ds_00008645-RA
OG0008211	VIT_211s0052g01830.1, VIT_211s0052g01830.2	Ds_00017350-RA
OG0008212	VIT_204s0008g02080.2, VIT_204s0008g02080.1	Ds_00016425-RA
OG0008213	VIT_211s0016g03670.1	Ds_00000253-RA
OG0008215	VIT_200s1227g00010.1, VIT_200s0555g00050.1	Ds_00002952-RA
OG0008216	VIT_216s0050g00580.3, VIT_216s0050g00580.2, VIT_216s0050g00580.1	Ds_00016409-RA
OG0008217	VIT_211s0037g00110.2	Ds_00011450-RA
OG0008218	VIT_211s0016g01700.1	Ds_00008869-RA
OG0008219	VIT_211s0016g03000.2, VIT_211s0016g03000.4, VIT_211s0016g03000.3, VIT_211s0016g03000.5, VIT_211s0016g03000.1	Ds_00000224-RA
OG0008220	VIT_210s0003g03310.1, VIT_210s0003g03310.2, VIT_210s0003g03310.3	Ds_00009978-RA
OG0008221	VIT_215s0046g00940.1	Ds_00002842-RA
OG0008222	VIT_208s0056g01690.2, VIT_208s0056g01690.4, VIT_208s0056g01690.5, VIT_208s0056g01690.1	Ds_00004866-RA
OG0008223	VIT_211s0052g00610.1, VIT_211s0052g00610.2, VIT_211s0052g00610.3	Ds_00009833-RA
OG0008224	VIT_216s0100g00340.1, VIT_202s0025g04520.3, VIT_202s0025g04520.2, VIT_202s0025g04520.1, VIT_202s0025g04520.4	Ds_00009973-RA
OG0008226	VIT_215s0046g02050.2, VIT_215s0046g02050.1	Ds_00012491-RA
OG0008227	VIT_204s0008g03050.1	Ds_00002577-RA, Ds_00015661-RA
OG0008229	VIT_211s0052g00030.1	Ds_00009822-RA, Ds_00015769-RA, Ds_00003415-RA
OG0008230	VIT_202s0241g00090.2, VIT_202s0241g00090.3, VIT_202s0241g00090.1	Ds_00009906-RA
OG0008231	VIT_202s0025g02110.1, VIT_216s0098g01640.2, VIT_216s0098g01640.1, VIT_212s0055g00380.1	Ds_00005631-RA
OG0008232	VIT_209s0054g01590.2, VIT_209s0054g01590.3, VIT_209s0054g01590.1	Ds_00012776-RA
OG0008233	VIT_204s0008g06040.1	Ds_00004212-RA
OG0008234	VIT_211s0037g01400.1	Ds_00017346-RA, Ds_00016438-RA
OG0008235	VIT_202s0025g02190.1	Ds_00002221-RA
OG0008236	VIT_211s0016g04570.1	Ds_00007280-RA, Ds_00012875-RA
OG0008237	VIT_203s0038g02560.1	Ds_00000063-RA
OG0008238	VIT_211s0016g01720.1	Ds_00008872-RA
OG0008239	VIT_209s0002g00760.4, VIT_209s0002g00760.3, VIT_209s0002g00760.2, VIT_209s0002g00760.1, VIT_209s0002g00760.5	Ds_00002336-RA
OG0008240	VIT_202s0025g00390.1, VIT_202s0025g00390.2, VIT_202s0025g00390.3	Ds_00001282-RA
OG0008241	VIT_209s0002g06030.3, VIT_209s0002g06030.2, VIT_209s0002g06030.1	Ds_00000683-RA
OG0008242	VIT_204s0008g04550.1	Ds_00009917-RA
OG0008243	VIT_209s0002g06970.1	Ds_00000666-RA
OG0008244	VIT_216s0050g00480.1	Ds_00016412-RA
OG0008245	VIT_216s0039g01590.1, VIT_216s0039g01590.2	Ds_00015770-RA
OG0008246	VIT_211s0016g02300.1	Ds_00000193-RA
OG0008248	VIT_201s0011g04740.1, VIT_201s0011g04720.1	Ds_00008541-RA
OG0008249	VIT_209s0070g00080.4, VIT_209s0070g00080.3, VIT_209s0070g00080.1, VIT_209s0070g00080.2	Ds_00000642-RA
OG0008250	VIT_209s0002g00980.1, VIT_209s0002g00980.3	Ds_00017670-RA, Ds_00013311-RA
OG0008251	VIT_215s0021g01910.1, VIT_215s0021g01910.3, VIT_215s0021g01910.2	Ds_00009216-RA
OG0008252	VIT_211s0016g00800.1	Ds_00008234-RA
OG0008253	VIT_211s0016g00900.3, VIT_211s0016g00900.1, VIT_211s0016g00900.4, VIT_211s0016g00900.2	Ds_00000473-RA
OG0008254	VIT_218s0164g00180.1, VIT_211s0016g02960.2, VIT_211s0016g02960.1	Ds_00000223-RA
OG0008255	VIT_209s0002g06920.1	Ds_00000667-RA
OG0008256	VIT_202s0087g00840.1	Ds_00007373-RA
OG0008257	VIT_211s0016g02340.1	Ds_00000195-RA
OG0008259	VIT_200s0181g00140.1, VIT_200s0181g00130.1	Ds_00015128-RA
OG0008260	VIT_211s0103g00580.1	Ds_00015775-RA
OG0008262	VIT_211s0016g02290.1, VIT_211s0016g02290.2	Ds_00000191-RA
OG0008263	VIT_204s0008g03880.1	Ds_00009945-RA
OG0008264	VIT_218s0086g00220.1, VIT_218s0086g00220.2	Ds_00013659-RA, Ds_00013661-RA
OG0008267	VIT_219s0014g02610.1, VIT_219s0014g02610.2	Ds_00001794-RA
OG0008269	VIT_212s0028g03780.1	Ds_00001157-RA
OG0008270	VIT_209s0002g06330.1, VIT_209s0002g06330.2	Ds_00003881-RA
OG0008271	VIT_219s0085g00490.1	Ds_00003340-RA
OG0008272	VIT_210s0116g00840.1	Ds_00004516-RA
OG0008273	VIT_210s0003g04670.1, VIT_210s0003g04670.2, VIT_210s0003g04670.3	Ds_00004280-RA
OG0008274	VIT_208s0217g00090.2, VIT_208s0217g00090.1	Ds_00017109-RA
OG0008275	VIT_208s0007g08130.1, VIT_208s0007g08130.2	Ds_00009576-RA
OG0008276	VIT_206s0061g01380.1	Ds_00008347-RA
OG0008277	VIT_219s0014g03280.1	Ds_00002177-RA
OG0008279	VIT_202s0025g01350.1, VIT_202s0025g01350.2	Ds_00007408-RA
OG0008281	VIT_219s0085g00030.1	Ds_00003322-RA
OG0008282	VIT_206s0080g01150.1	Ds_00010145-RA
OG0008283	VIT_208s0007g06550.1, VIT_208s0007g06550.4, VIT_208s0007g06550.3, VIT_208s0007g06550.2	Ds_00007615-RA
OG0008284	VIT_202s0012g02070.1	Ds_00013504-RA
OG0008286	VIT_213s0106g00790.1	Ds_00006054-RA
OG0008287	VIT_200s0125g00200.1	Ds_00006161-RA, Ds_00006951-RA
OG0008288	VIT_212s0028g03300.1	Ds_00012302-RA
OG0008291	VIT_210s0003g00850.1	Ds_00001192-RA
OG0008292	VIT_208s0032g00530.2, VIT_208s0032g00530.1	Ds_00014914-RA
OG0008293	VIT_201s0010g00360.1, VIT_201s0010g03830.1	Ds_00000867-RA, Ds_00004753-RA
OG0008294	VIT_207s0005g00640.1	Ds_00004695-RA
OG0008295	VIT_219s0015g01120.1	Ds_00004937-RA
OG0008296	VIT_208s0040g02810.1	Ds_00010324-RA
OG0008297	VIT_217s0000g04620.1	Ds_00004642-RA
OG0008298	VIT_212s0059g00570.1	Ds_00005270-RA
OG0008301	VIT_206s0009g01060.2, VIT_206s0009g01060.1	Ds_00008298-RA
OG0008302	VIT_219s0085g00010.1	Ds_00003321-RA
OG0008303	VIT_212s0059g01120.1	Ds_00009519-RA
OG0008304	VIT_214s0030g01930.1	Ds_00006942-RA
OG0008305	VIT_210s0003g03510.1	Ds_00009496-RA
OG0008306	VIT_212s0028g02660.1, VIT_212s0028g02660.2	Ds_00001187-RA, Ds_00001184-RA
OG0008307	VIT_206s0004g08220.1	Ds_00017172-RA
OG0008308	VIT_213s0147g00220.1, VIT_213s0147g00220.5, VIT_213s0147g00220.2, VIT_213s0147g00220.3, VIT_213s0147g00220.4	Ds_00006055-RA
OG0008310	VIT_214s0030g01680.1	Ds_00017122-RA
OG0008311	VIT_219s0014g00850.1	Ds_00006863-RA
OG0008312	VIT_206s0004g04630.2, VIT_206s0004g04630.1	Ds_00011680-RA, Ds_00015483-RA, Ds_00011679-RA
OG0008313	VIT_204s0023g03160.1	Ds_00001459-RA
OG0008314	VIT_210s0003g02880.1, VIT_210s0003g02880.3, VIT_210s0003g02880.2	Ds_00012740-RA
OG0008315	VIT_213s0019g03680.3, VIT_213s0019g03680.1, VIT_213s0019g03680.2	Ds_00017907-RA
OG0008317	VIT_202s0012g02780.1, VIT_202s0012g02780.2	Ds_00011843-RA
OG0008319	VIT_206s0061g01300.1	Ds_00008342-RA
OG0008320	VIT_204s0008g04290.1	Ds_00014273-RA
OG0008321	VIT_208s0007g03250.1, VIT_208s0007g03250.2	Ds_00002087-RA
OG0008322	VIT_210s0116g00550.1	Ds_00017828-RA
OG0008323	VIT_206s0004g06550.1, VIT_206s0004g06550.2	Ds_00011592-RA
OG0008324	VIT_206s0004g03260.1	Ds_00004124-RA
OG0008325	VIT_206s0004g01720.2, VIT_206s0004g01720.1	Ds_00006106-RA
OG0008326	VIT_210s0003g00130.1	Ds_00011534-RA
OG0008327	VIT_213s0019g04450.2, VIT_213s0019g04450.1	Ds_00012236-RA
OG0008328	VIT_210s0003g04960.1, VIT_210s0003g04960.2	Ds_00004272-RA
OG0008329	VIT_208s0007g06710.2, VIT_208s0007g06710.1	Ds_00007613-RA
OG0008330	VIT_200s0301g00040.1, VIT_213s0073g00040.1	Ds_00007723-RA
OG0008331	VIT_217s0000g07230.3, VIT_217s0000g07230.2, VIT_217s0000g07230.1	Ds_00013062-RA
OG0008332	VIT_213s0019g03180.2, VIT_213s0019g03180.1	Ds_00005138-RA
OG0008333	VIT_208s0007g08290.1, VIT_208s0007g08290.2	Ds_00011006-RA
OG0008334	VIT_213s0019g00020.1	Ds_00003268-RA
OG0008335	VIT_208s0032g01230.1	Ds_00013996-RA
OG0008336	VIT_206s0004g07550.1, VIT_213s0067g02181.1	Ds_00006643-RA
OG0008337	VIT_210s0116g00390.1	Ds_00013989-RA
OG0008338	VIT_206s0009g03210.3, VIT_206s0009g03210.2, VIT_206s0009g03210.1	Ds_00013927-RA
OG0008339	VIT_208s0007g02220.1	Ds_00002324-RA
OG0008340	VIT_206s0004g02080.1	Ds_00017524-RA
OG0008341	VIT_208s0040g01680.1	Ds_00002015-RA
OG0008342	VIT_208s0007g03980.1	Ds_00002051-RA
OG0008343	VIT_219s0014g03080.1, VIT_219s0014g03080.2	Ds_00002175-RA
OG0008345	VIT_213s0064g01510.3, VIT_213s0064g01510.1	Ds_00007180-RA
OG0008346	VIT_201s0011g01230.5, VIT_201s0011g01230.1, VIT_201s0011g01230.4, VIT_201s0011g01230.2	Ds_00003405-RA
OG0008346	VIT_201s0011g01230.3	Ds_00017978-RA
OG0008347	VIT_219s0014g01180.1	Ds_00017534-RA
OG0008348	VIT_212s0028g02540.2, VIT_212s0028g02540.1	Ds_00001191-RA
OG0008349	VIT_206s0004g03600.1	Ds_00005203-RA
OG0008350	VIT_219s0085g00500.1, VIT_219s0085g00500.2, VIT_219s0085g00500.3	Ds_00013260-RA
OG0008351	VIT_201s0011g01160.1	Ds_00000974-RA
OG0008352	VIT_213s0067g03440.1, VIT_213s0067g03440.2	Ds_00014159-RA, Ds_00016962-RA
OG0008353	VIT_201s0011g04890.4, VIT_201s0011g04890.3, VIT_201s0011g04890.1, VIT_201s0011g04890.2, VIT_201s0011g04890.5	Ds_00005907-RA
OG0008354	VIT_206s0004g02280.1	Ds_00014763-RA
OG0008355	VIT_212s0028g03620.1	Ds_00014818-RA
OG0008356	VIT_200s0259g00150.1	Ds_00010253-RA
OG0008357	VIT_208s0007g01880.1	Ds_00001301-RA
OG0008358	VIT_206s0004g02040.2, VIT_206s0004g02040.4, VIT_206s0004g02040.3, VIT_206s0004g02040.1	Ds_00016638-RA
OG0008359	VIT_208s0056g00810.1, VIT_208s0056g00810.2	Ds_00004817-RA
OG0008360	VIT_208s0007g00220.2, VIT_208s0007g00220.4, VIT_208s0007g00220.3, VIT_208s0007g00220.1	Ds_00016767-RA
OG0008361	VIT_207s0031g01910.1	Ds_00013409-RA
OG0008362	VIT_217s0000g00280.1	Ds_00009757-RA
OG0008364	VIT_216s0098g00780.1, VIT_216s0098g00770.1	Ds_00005586-RA, Ds_00005589-RA
OG0008365	VIT_202s0025g03190.1	Ds_00007880-RA
OG0008366	VIT_213s0064g00050.1, VIT_213s0064g00050.2, VIT_213s0064g00050.5	Ds_00014226-RA
OG0008367	VIT_201s0146g00400.1	Ds_00010585-RA
OG0008369	VIT_205s0062g01200.2, VIT_205s0062g01200.3, VIT_205s0062g01200.1	Ds_00015297-RA
OG0008371	VIT_217s0000g00780.2, VIT_217s0000g00780.1, VIT_214s0068g01510.1	Ds_00017650-RA, Ds_00009767-RA
OG0008372	VIT_204s0008g02450.1	Ds_00017507-RA, Ds_00015190-RA, Ds_00015188-RA, Ds_00016665-RA
OG0008373	VIT_204s0044g01730.1	Ds_00000412-RA
OG0008374	VIT_207s0031g00990.1, VIT_207s0031g01020.1	Ds_00010416-RA
OG0008375	VIT_214s0060g02220.1, VIT_214s0060g02220.2, VIT_214s0060g02220.3	Ds_00003890-RA
OG0008376	VIT_217s0000g09490.1	Ds_00009688-RA
OG0008377	VIT_214s0171g00270.1	Ds_00001921-RA
OG0008378	VIT_208s0007g01500.1, VIT_208s0007g01500.2	Ds_00013606-RA, Ds_00007397-RA
OG0008379	VIT_219s0014g01520.1	Ds_00007538-RA
OG0008380	VIT_202s0025g01290.2, VIT_202s0025g01290.1, VIT_202s0025g01290.3	Ds_00004739-RA
OG0008381	VIT_212s0035g01880.1	Ds_00015924-RA
OG0008382	VIT_201s0150g00610.1	Ds_00004185-RA
OG0008383	VIT_216s0115g00200.1	Ds_00013905-RA
OG0008384	VIT_207s0141g00530.1, VIT_207s0141g00380.1	Ds_00017056-RA
OG0008386	VIT_207s0095g00760.2, VIT_207s0095g00760.1, VIT_205s0029g01200.1, VIT_205s0029g01200.2	Ds_00005708-RA
OG0008387	VIT_207s0151g00710.1	Ds_00004555-RA
OG0008388	VIT_219s0015g00220.1, VIT_219s0015g00180.1	Ds_00014057-RA
OG0008390	VIT_205s0020g03660.1, VIT_205s0020g03660.2	Ds_00004677-RA
OG0008392	VIT_204s0044g01300.3, VIT_204s0044g01300.2, VIT_204s0044g01300.1	Ds_00011192-RA
OG0008394	VIT_202s0154g00610.1, VIT_202s0154g00610.2	Ds_00014625-RA
OG0008395	VIT_205s0020g01530.1, VIT_205s0020g01530.2, VIT_207s0005g00150.1	Ds_00001396-RA
OG0008396	VIT_201s0010g03990.1	Ds_00009171-RA
OG0008397	VIT_212s0055g00370.1	Ds_00013612-RA
OG0008398	VIT_205s0020g04550.1, VIT_209s0070g00600.1, VIT_200s0120g00005.1, VIT_200s0986g00010.1	Ds_00004617-RA
OG0008399	VIT_215s0046g01450.1	Ds_00012500-RA
OG0008400	VIT_202s0025g00440.1, VIT_202s0025g00440.3, VIT_202s0025g00440.4, VIT_202s0025g00440.2	Ds_00015822-RA
OG0008401	VIT_212s0035g00320.1, VIT_212s0035g00320.3, VIT_212s0035g00320.4, VIT_212s0035g00320.2	Ds_00003010-RA
OG0008402	VIT_214s0068g02150.1, VIT_214s0068g02150.2, VIT_214s0068g02150.4, VIT_214s0068g02150.5, VIT_214s0068g02150.3	Ds_00008040-RA
OG0008403	VIT_218s0001g00120.1, VIT_218s0001g00120.2	Ds_00015038-RA
OG0008404	VIT_215s0021g01460.1	Ds_00013589-RA
OG0008405	VIT_218s0164g00040.2, VIT_218s0164g00040.1	Ds_00012509-RA
OG0008406	VIT_204s0023g01850.2, VIT_204s0023g01850.1	Ds_00016607-RA
OG0008408	VIT_202s0012g01500.1, VIT_207s0141g00240.2	Ds_00014412-RA
OG0008409	VIT_201s0137g00210.1	Ds_00010734-RA, Ds_00010726-RA
OG0008410	VIT_207s0005g02210.1, VIT_207s0005g02210.5, VIT_207s0005g02210.6, VIT_207s0005g02210.8, VIT_207s0005g02210.7, VIT_207s0005g02210.4, VIT_207s0005g02210.2, VIT_207s0005g02210.3	Ds_00001035-RA
OG0008411	VIT_201s0150g00100.2, VIT_201s0150g00100.1	Ds_00004301-RA
OG0008412	VIT_203s0038g03610.1	Ds_00000080-RA
OG0008413	VIT_202s0025g05010.1, VIT_202s0025g05010.4, VIT_202s0025g05010.3, VIT_202s0025g05010.2	Ds_00009896-RA
OG0008414	VIT_218s0122g01380.1, VIT_218s0122g01380.2	Ds_00007458-RA
OG0008415	VIT_205s0077g00280.1, VIT_205s0051g00010.2, VIT_205s0051g00010.3, VIT_205s0051g00010.5, VIT_205s0051g00010.4, VIT_205s0051g00010.1	Ds_00007600-RA
OG0008416	VIT_212s0035g00810.2, VIT_212s0035g00810.1	Ds_00005453-RA
OG0008417	VIT_205s0020g02380.1, VIT_207s0104g00680.1	Ds_00003096-RA
OG0008419	VIT_204s0023g01820.3, VIT_204s0023g01820.5, VIT_204s0023g01820.4, VIT_204s0023g01820.2, VIT_204s0023g01820.1	Ds_00015222-RA
OG0008422	VIT_214s0060g02330.1	Ds_00003662-RA
OG0008423	VIT_207s0005g06310.5, VIT_207s0005g06310.4, VIT_207s0005g06310.3, VIT_207s0005g06310.2, VIT_207s0005g06310.1	Ds_00001019-RA
OG0008424	VIT_217s0000g09220.1, VIT_214s0030g01480.1	Ds_00013560-RA, Ds_00014426-RA
OG0008425	VIT_210s0116g00280.1	Ds_00010209-RA
OG0008426	VIT_218s0001g11590.1, VIT_218s0001g11590.2	Ds_00007890-RA
OG0008428	VIT_200s2259g00005.1, VIT_200s2417g00010.1, VIT_200s0407g00070.5, VIT_200s0407g00070.2, VIT_200s0407g00070.3, VIT_200s0407g00070.6, VIT_200s0407g00070.4, VIT_200s0407g00070.1	Ds_00010940-RA
OG0008429	VIT_217s0000g09720.1	Ds_00003821-RA
OG0008430	VIT_209s0002g01160.2, VIT_209s0002g01160.1, VIT_209s0002g01160.3	Ds_00017573-RA
OG0008431	VIT_212s0035g01710.1	Ds_00001869-RA
OG0008432	VIT_215s0046g01480.1	Ds_00002812-RA
OG0008434	VIT_205s0077g02310.1	Ds_00009152-RA
OG0008435	VIT_218s0072g00530.1, VIT_218s0072g00510.1, VIT_218s0072g00540.1, VIT_218s0072g00490.1	Ds_00011608-RA, Ds_00005256-RA
OG0008436	VIT_207s0031g00060.1	Ds_00009440-RA
OG0008437	VIT_214s0128g00380.1	Ds_00003646-RA
OG0008438	VIT_214s0006g03000.3, VIT_214s0006g03000.2	Ds_00013366-RA
OG0008438	VIT_214s0006g03000.1	Ds_00009268-RA
OG0008439	VIT_215s0024g00850.2, VIT_215s0024g00850.4, VIT_215s0024g00850.1	Ds_00009542-RA, Ds_00016401-RA
OG0008440	VIT_208s0040g02935.1	Ds_00015412-RA
OG0008441	VIT_205s0077g01770.1	Ds_00007642-RA
OG0008442	VIT_215s0048g02210.2, VIT_215s0048g02210.5, VIT_215s0048g02210.1, VIT_215s0048g02210.3, VIT_215s0048g02210.4	Ds_00000309-RA
OG0008443	VIT_205s0020g02240.1	Ds_00003088-RA
OG0008444	VIT_212s0028g01990.1, VIT_212s0028g01990.2	Ds_00010182-RA
OG0008445	VIT_215s0046g02170.2, VIT_215s0046g02170.1	Ds_00008383-RA
OG0008447	VIT_207s0005g04900.3, VIT_207s0005g04900.5, VIT_207s0005g04900.4, VIT_207s0005g04900.7, VIT_207s0005g04900.2, VIT_207s0005g04900.1, VIT_207s0005g04900.6	Ds_00017602-RA
OG0008448	VIT_201s0011g01460.1, VIT_201s0011g01460.2, VIT_201s0011g01460.3	Ds_00012412-RA
OG0008449	VIT_202s0025g03690.1	Ds_00013284-RA
OG0008450	VIT_218s0001g13050.3, VIT_218s0001g13050.2, VIT_218s0001g13050.1	Ds_00001992-RA
OG0008451	VIT_218s0076g00360.2, VIT_218s0076g00360.1, VIT_218s0076g00360.3	Ds_00012128-RA
OG0008452	VIT_205s0094g00940.1, VIT_205s0094g00940.2	Ds_00004207-RA
OG0008453	VIT_216s0013g00610.1	Ds_00005913-RA
OG0008454	VIT_214s0066g00670.1	Ds_00002999-RA, Ds_00010031-RA
OG0008455	VIT_214s0083g00550.1	Ds_00007844-RA
OG0008456	VIT_218s0122g01030.1, VIT_218s0122g01030.2	Ds_00015031-RA
OG0008457	VIT_214s0083g00770.4, VIT_214s0083g00770.2, VIT_214s0083g00770.3, VIT_214s0083g00770.1	Ds_00011070-RA
OG0008458	VIT_201s0011g04130.2, VIT_201s0011g04130.1	Ds_00006519-RA
OG0008460	VIT_217s0000g09970.1, VIT_217s0000g09970.2, VIT_217s0000g09970.3	Ds_00013776-RA
OG0008461	VIT_201s0010g01770.2, VIT_201s0010g01770.1, VIT_214s0006g03035.1	Ds_00005436-RA
OG0008462	VIT_201s0011g02850.1, VIT_201s0011g02850.2	Ds_00009108-RA
OG0008463	VIT_214s0066g00580.2, VIT_214s0066g00580.1	Ds_00001971-RA
OG0008465	VIT_201s0026g01030.1	Ds_00015814-RA
OG0008466	VIT_214s0083g00360.3, VIT_214s0083g00360.5, VIT_214s0083g00360.1, VIT_214s0083g00360.2, VIT_214s0083g00360.4, VIT_214s0083g00360.6	Ds_00008499-RA
OG0008467	VIT_201s0011g04520.1, VIT_201s0011g04520.3, VIT_201s0011g04520.4, VIT_201s0011g04520.2	Ds_00008550-RA
OG0008468	VIT_217s0000g02280.1	Ds_00000382-RA
OG0008469	VIT_202s0087g00790.4, VIT_202s0087g00790.3, VIT_202s0087g00790.1, VIT_202s0087g00790.2	Ds_00007376-RA
OG0008470	VIT_201s0182g00020.1	Ds_00010547-RA
OG0008471	VIT_201s0011g02100.1, VIT_201s0011g02100.2	Ds_00004180-RA, Ds_00002636-RA
OG0008472	VIT_201s0010g03400.1	Ds_00004807-RA
OG0008474	VIT_201s0026g01780.1, VIT_201s0026g01780.2	Ds_00004317-RA
OG0008475	VIT_218s0001g14850.2, VIT_218s0001g14850.1	Ds_00014802-RA
OG0008476	VIT_201s0026g01720.1, VIT_201s0026g01720.2	Ds_00015835-RA
OG0008477	VIT_214s0108g00430.1	Ds_00013158-RA
OG0008478	VIT_201s0011g05590.1	Ds_00012688-RA
OG0008479	VIT_215s0021g00090.1, VIT_215s0021g00090.2	Ds_00012384-RA, Ds_00017548-RA
OG0008480	VIT_201s0011g03640.1	Ds_00008574-RA
OG0008481	VIT_216s0013g00630.1, VIT_215s0021g01280.1	Ds_00008668-RA
OG0008482	VIT_216s0013g01940.1	Ds_00004969-RA
OG0008483	VIT_201s0011g05850.5, VIT_201s0011g05850.1, VIT_201s0011g05850.2, VIT_201s0011g05850.3, VIT_201s0011g05850.4	Ds_00012698-RA
OG0008484	VIT_215s0046g01630.2, VIT_215s0046g01630.1, VIT_213s0019g04760.2, VIT_213s0019g04760.1	Ds_00008368-RA
OG0008485	VIT_214s0066g01310.1	Ds_00001878-RA
OG0008486	VIT_217s0000g06290.2, VIT_217s0000g06290.1	Ds_00016686-RA
OG0008487	VIT_202s0012g01220.3, VIT_202s0012g01220.2, VIT_202s0012g01220.1	Ds_00004914-RA
OG0008488	VIT_214s0066g01200.1, VIT_214s0066g01200.2, VIT_214s0066g01200.3	Ds_00008942-RA
OG0008491	VIT_201s0011g06210.1	Ds_00005932-RA
OG0008492	VIT_201s0011g00380.1, VIT_214s0068g00390.2, VIT_214s0068g00390.3, VIT_214s0068g00390.1	Ds_00012727-RA
OG0008493	VIT_201s0026g02280.2, VIT_201s0026g02280.5, VIT_201s0026g02280.3, VIT_201s0026g02280.1	Ds_00017649-RA, Ds_00010578-RA
OG0008494	VIT_214s0171g00220.2, VIT_214s0171g00220.1	Ds_00001910-RA, Ds_00001908-RA
OG0008496	VIT_214s0068g01630.3	Ds_00008069-RA
OG0008497	VIT_201s0026g01860.1, VIT_217s0000g05880.1, VIT_213s0084g00590.1	Ds_00017249-RA
OG0008498	VIT_208s0040g00570.2, VIT_208s0040g00570.3, VIT_208s0040g00570.4, VIT_208s0040g00570.1	Ds_00012647-RA
OG0008501	VIT_203s0038g00880.1	Ds_00001516-RA
OG0008503	VIT_201s0150g00590.1	Ds_00009734-RA
OG0008504	VIT_214s0066g02200.2, VIT_214s0066g02200.1	Ds_00004830-RA
