Orthogroup	V_vinifera.proteins	G_max.proteins
OG0009490	VIT_219s0014g02210.2, VIT_219s0014g02210.1, VIT_219s0014g02210.3	GmISU01.06G204300.2.p, GmISU01.06G204300.1.p
OG0009491	VIT_200s0531g00030.1	GmISU01.12G103500.1.p, GmISU01.15G111700.1.p, GmISU01.09G013900.1.p, GmISU01.07G230400.1.p
OG0009492	VIT_210s0003g01560.2, VIT_210s0003g01560.3, VIT_210s0003g01560.1	GmISU01.06G059300.1.p, GmISU01.04G059000.1.p, GmISU01.08G108300.1.p, GmISU01.08G108300.2.p
OG0009493	VIT_219s0014g01170.1, VIT_219s0014g01170.2, VIT_219s0014g01170.3	GmISU01.06G199300.1.p
OG0009494	VIT_210s0003g01650.1	GmISU01.08G109300.1.p, GmISU01.05G134800.1.p, GmISU01.13G193900.1.p, GmISU01.15G080100.1.p
OG0009495	VIT_207s0031g02150.1	GmISU01.18G009600.1.p, GmISU01.11G224600.1.p
OG0009496	VIT_212s0059g00290.3, VIT_212s0059g00290.1, VIT_212s0059g00290.5, VIT_212s0059g00290.4, VIT_212s0059g00290.2	GmISU01.14G047400.1.p, GmISU01.02G226700.1.p
OG0009497	VIT_213s0047g00320.1, VIT_210s0003g04370.1	GmISU01.14G051300.1.p
OG0009499	VIT_204s0008g04750.1	GmISU01.14G108300.1.p, GmISU01.17G179400.1.p
OG0009500	VIT_211s0078g00260.2, VIT_211s0078g00260.1	GmISU01.05G189700.1.p, GmISU01.05G189700.2.p, GmISU01.08G025900.1.p
OG0009501	VIT_204s0008g06800.1, VIT_204s0008g06800.2	GmISU01.14G095500.1.p, GmISU01.17G192900.1.p, GmISU01.06G055300.1.p, GmISU01.04G055500.1.p
OG0009502	VIT_209s0002g00720.1	GmISU01.16G009600.2.p, GmISU01.16G009600.1.p, GmISU01.07G039500.1.p, GmISU01.07G039500.2.p
OG0009503	VIT_202s0241g00010.1, VIT_200s1323g00010.1	GmISU01.17G021200.1.p, GmISU01.07G212900.1.p
OG0009504	VIT_209s0002g04360.2, VIT_209s0002g04360.3, VIT_209s0002g04360.1	GmISU01.07G017300.2.p, GmISU01.07G017300.1.p, GmISU01.08G190300.1.p
OG0009505	VIT_209s0002g08260.1, VIT_209s0002g08260.2, VIT_209s0002g08260.3	GmISU01.20G198300.1.p, GmISU01.10G247800.1.p
OG0009506	VIT_215s0048g01660.3, VIT_215s0048g01660.1, VIT_215s0048g01660.2	GmISU01.09G222400.2.p, GmISU01.09G222400.1.p
OG0009507	VIT_211s0016g02670.4, VIT_211s0016g02670.3, VIT_211s0016g02670.2, VIT_211s0016g02670.1	GmISU01.08G028600.1.p, GmISU01.05G191600.1.p
OG0009509	VIT_215s0021g02450.2, VIT_215s0021g02450.1	GmISU01.11G138400.1.p
OG0009510	VIT_204s0008g03330.6, VIT_204s0008g03330.4, VIT_204s0008g03330.5, VIT_204s0008g03330.3, VIT_204s0008g03330.2, VIT_204s0008g03330.1	GmISU01.17G169000.1.p
OG0009511	VIT_216s0050g00140.1	GmISU01.10G197500.2.p, GmISU01.09G109700.1.p, GmISU01.16G161200.1.p
OG0009512	VIT_204s0008g00900.1, VIT_204s0008g00900.3, VIT_211s0016g02410.1	GmISU01.08G027000.1.p, GmISU01.05G190500.1.p
OG0009513	VIT_213s0067g01530.1, VIT_213s0067g01530.2	GmISU01.11G210700.1.p, GmISU01.18G023300.1.p
OG0009514	VIT_200s0533g00040.3, VIT_200s0533g00040.2, VIT_200s0533g00040.4, VIT_200s0533g00040.1	GmISU01.01G165300.1.p
OG0009515	VIT_211s0118g00470.1	GmISU01.13G135600.1.p, GmISU01.17G098700.1.p
OG0009516	VIT_211s0016g03320.2, VIT_211s0016g03320.1	GmISU01.16G068900.1.p, GmISU01.01G008800.1.p
OG0009517	VIT_213s0019g00850.1	GmISU01.11G164300.1.p, GmISU01.04G115400.4.p, GmISU01.04G115400.1.p, GmISU01.04G115400.2.p, GmISU01.04G115400.3.p
OG0009518	VIT_215s0046g02400.1	GmISU01.03G007700.1.p, GmISU01.07G063300.4.p, GmISU01.07G063300.3.p
OG0009519	VIT_211s0118g00760.1, VIT_211s0118g00760.2	GmISU01.13G137400.1.p, GmISU01.17G096900.2.p, GmISU01.17G096900.1.p
OG0009520	VIT_211s0052g00330.1	GmISU01.17G052900.2.p, GmISU01.17G052900.1.p
OG0009521	VIT_211s0016g03640.3, VIT_211s0016g03640.1, VIT_211s0016g03640.2	GmISU01.09G153800.1.p, GmISU01.09G153800.2.p, GmISU01.07G076100.1.p
OG0009522	VIT_206s0004g04730.2, VIT_206s0004g04730.1	GmISU01.10G241900.1.p, GmISU01.20G074300.1.p
OG0009523	VIT_215s0048g00390.1	GmISU01.03G024500.2.p, GmISU01.03G024500.1.p
OG0009524	VIT_211s0065g00380.2, VIT_211s0065g00380.1, VIT_211s0065g00380.4, VIT_211s0065g00380.3	GmISU01.03G031700.4.p, GmISU01.03G031700.3.p, GmISU01.03G031700.1.p, GmISU01.03G031700.2.p, GmISU01.01G101300.1.p
OG0009525	VIT_211s0016g02100.1, VIT_211s0016g02100.2, VIT_211s0016g02100.3, VIT_211s0016g02100.4	GmISU01.17G049700.1.p, GmISU01.17G049700.2.p
OG0009526	VIT_204s0008g03710.2, VIT_204s0008g03710.1	GmISU01.08G034500.1.p, GmISU01.05G196600.1.p
OG0009527	VIT_209s0070g00130.1	GmISU01.19G087600.1.p, GmISU01.19G087600.3.p, GmISU01.16G033000.2.p, GmISU01.16G033000.1.p
OG0009528	VIT_215s0046g02550.1	GmISU01.03G008900.1.p, GmISU01.09G215600.1.p, GmISU01.09G215400.1.p
OG0009529	VIT_202s0025g04770.4, VIT_202s0025g04770.2, VIT_202s0025g04770.1, VIT_202s0025g04770.3	GmISU01.17G122900.1.p
OG0009530	VIT_211s0103g00630.1	GmISU01.15G150800.1.p, GmISU01.09G054600.1.p
OG0009531	VIT_204s0008g06970.2, VIT_204s0008g06970.1	GmISU01.06G055000.1.p, GmISU01.04G055200.1.p, GmISU01.17G190600.1.p, GmISU01.14G098200.1.p
OG0009532	VIT_216s0098g00940.1, VIT_216s0098g00940.2	GmISU01.04G186700.1.p, GmISU01.06G125000.2.p, GmISU01.06G125000.1.p
OG0009533	VIT_209s0002g04570.2, VIT_209s0002g04570.1	GmISU01.15G014100.2.p, GmISU01.15G014100.1.p
OG0009534	VIT_209s0018g01420.2, VIT_209s0018g01420.1, VIT_209s0018g01420.3	GmISU01.18G128000.1.p, GmISU01.08G315600.1.p
OG0009535	VIT_202s0033g00395.1, VIT_204s0008g03240.3, VIT_204s0008g03240.2, VIT_204s0008g03240.1	GmISU01.06G079200.2.p, GmISU01.06G079200.1.p, GmISU01.04G077700.3.p, GmISU01.04G077700.2.p, GmISU01.04G077700.1.p
OG0009536	VIT_211s0052g00960.1	GmISU01.20G057300.1.p, GmISU01.17G058500.1.p
OG0009537	VIT_209s0002g06490.1, VIT_209s0002g06490.2	GmISU01.01G187200.2.p, GmISU01.11G010600.2.p, GmISU01.11G010600.1.p
OG0009538	VIT_214s0068g01955.1, VIT_204s0008g06690.1	GmISU01.06G055500.4.p, GmISU01.06G055500.1.p, GmISU01.06G055500.3.p, GmISU01.04G055700.1.p
OG0009539	VIT_207s0185g00140.1	GmISU01.18G194300.3.p, GmISU01.18G194300.1.p, GmISU01.09G200600.1.p
OG0009540	VIT_209s0002g06990.1	GmISU01.08G198200.1.p, GmISU01.07G027300.1.p
OG0009541	VIT_216s0100g01290.1, VIT_215s0046g03680.1, VIT_215s0046g03680.4, VIT_215s0046g03680.2, VIT_215s0046g03680.3	GmISU01.18G175600.1.p, GmISU01.09G218700.1.p
OG0009542	VIT_209s0002g00700.3, VIT_209s0002g00700.1, VIT_209s0002g00700.2	GmISU01.07G039700.3.p, GmISU01.07G039700.1.p, GmISU01.16G009800.1.p, GmISU01.16G009800.3.p
OG0009543	VIT_209s0002g03890.1	GmISU01.13G313500.1.p, GmISU01.15G017800.1.p
OG0009544	VIT_211s0037g00620.1	GmISU01.17G066000.2.p, GmISU01.17G066000.1.p, GmISU01.02G173300.1.p, GmISU01.06G192700.1.p
OG0009545	VIT_211s0052g00700.1	GmISU01.17G051300.1.p, GmISU01.09G057000.11.p, GmISU01.09G057000.7.p, GmISU01.09G057000.9.p, GmISU01.09G057000.10.p, GmISU01.09G057000.1.p, GmISU01.09G057000.8.p, GmISU01.09G057000.6.p, GmISU01.15G153600.5.p
OG0009546	VIT_202s0154g00600.3, VIT_202s0154g00600.2, VIT_202s0154g00600.1	GmISU01.17G130300.1.p, GmISU01.01G168900.1.p, GmISU01.11G029800.2.p, GmISU01.11G029800.1.p
OG0009547	VIT_210s0092g00660.1, VIT_205s0094g00060.2, VIT_205s0094g00060.1, VIT_205s0094g00060.3	GmISU01.09G048000.1.p, GmISU01.15G144200.1.p
OG0009548	VIT_215s0046g01090.1	GmISU01.16G023700.1.p, GmISU01.07G053100.1.p
OG0009549	VIT_216s0050g00960.2, VIT_216s0050g00960.4, VIT_216s0050g00960.1, VIT_216s0050g00960.3, VIT_216s0050g00960.6, VIT_216s0050g00960.5	GmISU01.09G105800.1.p, GmISU01.16G151500.1.p
OG0009550	VIT_215s0046g01550.1	GmISU01.03G210800.1.p, GmISU01.19G211500.1.p
OG0009551	VIT_211s0016g05260.3, VIT_211s0016g05260.4, VIT_211s0016g05260.2, VIT_211s0016g05260.1	GmISU01.13G139400.3.p, GmISU01.13G139400.1.p, GmISU01.13G139400.2.p
OG0009552	VIT_209s0002g02590.1	GmISU01.08G183000.1.p, GmISU01.08G183000.2.p, GmISU01.07G011800.1.p
OG0009553	VIT_211s0065g00460.1	GmISU01.01G000800.1.p
OG0009554	VIT_201s0011g04970.1, VIT_201s0011g04970.2	GmISU01.07G186200.2.p, GmISU01.07G186200.1.p
OG0009555	VIT_209s0018g01630.2, VIT_209s0018g01630.3, VIT_209s0018g01630.1	GmISU01.13G329100.1.p
OG0009556	VIT_204s0008g02850.1, VIT_211s0065g00320.1	GmISU01.04G071200.1.p, GmISU01.06G072100.1.p
OG0009557	VIT_215s0021g02710.1	GmISU01.03G029600.1.p, GmISU01.01G102400.1.p
OG0009559	VIT_211s0016g02270.1	GmISU01.05G122000.2.p, GmISU01.05G122000.1.p, GmISU01.08G095800.1.p
OG0009560	VIT_211s0016g05890.1	GmISU01.13G133000.1.p, GmISU01.13G133000.2.p, GmISU01.13G133000.3.p, GmISU01.17G101800.1.p, GmISU01.17G101800.2.p
OG0009561	VIT_216s0050g00090.1	GmISU01.20G122300.1.p, GmISU01.10G197900.1.p
OG0009562	VIT_204s0043g00320.1, VIT_213s0019g03560.1	GmISU01.10G093600.1.p, GmISU01.10G093600.2.p
OG0009563	VIT_204s0008g03150.1	GmISU01.14G112100.1.p, GmISU01.11G141700.1.p, GmISU01.17G173900.1.p, GmISU01.11G141700.2.p
OG0009564	VIT_211s0016g04900.1, VIT_204s0008g01050.1	GmISU01.05G008300.2.p, GmISU01.17G108200.2.p, GmISU01.17G108200.1.p
OG0009565	VIT_211s0078g00310.1, VIT_211s0078g00310.2	GmISU01.08G026000.1.p, GmISU01.08G026000.2.p
OG0009566	VIT_216s0022g02110.1	GmISU01.10G203500.6.p, GmISU01.10G203500.2.p, GmISU01.20G116900.1.p
OG0009567	VIT_211s0052g00860.4, VIT_211s0052g00860.2, VIT_211s0052g00860.3, VIT_211s0052g00860.1	GmISU01.13G069200.1.p
OG0009568	VIT_204s0008g02870.2, VIT_204s0008g02870.1, VIT_204s0008g02870.3	GmISU01.14G116000.1.p, GmISU01.17G169700.1.p
OG0009569	VIT_211s0016g02530.1, VIT_211s0016g02530.3, VIT_211s0016g02530.2	GmISU01.07G112600.1.p, GmISU01.01G003600.1.p
OG0009570	VIT_202s0025g03955.1, VIT_218s0041g01260.1	GmISU01.04G165500.1.p, GmISU01.04G165500.2.p, GmISU01.06G147800.2.p
OG0009571	VIT_216s0013g01530.1	GmISU01.02G249600.1.p, GmISU01.02G249600.2.p, GmISU01.14G023000.1.p, GmISU01.14G023000.2.p
OG0009572	VIT_202s0025g01270.2, VIT_202s0025g01270.1, VIT_202s0025g01270.3, VIT_202s0025g01270.4	GmISU01.05G183700.1.p
OG0009573	VIT_218s0072g00790.1, VIT_218s0072g00790.2	GmISU01.10G188000.1.p
OG0009574	VIT_211s0016g00300.1	GmISU01.15G164500.1.p, GmISU01.09G067900.1.p, GmISU01.17G040200.1.p, GmISU01.13G087400.1.p
OG0009575	VIT_204s0008g03260.2, VIT_204s0008g03260.1	GmISU01.17G168200.3.p, GmISU01.17G168200.2.p, GmISU01.17G168200.4.p
OG0009576	VIT_211s0016g01910.4, VIT_211s0016g01910.1, VIT_211s0016g01910.2, VIT_211s0016g01910.3, VIT_211s0016g01910.5	GmISU01.17G048600.1.p, GmISU01.13G078750.1.p
OG0009577	VIT_219s0015g00970.1	GmISU01.08G296400.1.p, GmISU01.18G067200.1.p
OG0009578	VIT_211s0052g00470.4, VIT_211s0052g00470.1, VIT_211s0052g00470.3, VIT_211s0052g00470.5, VIT_211s0052g00470.2	GmISU01.13G075300.1.p, GmISU01.17G051900.1.p
OG0009579	VIT_204s0008g01690.1	GmISU01.06G049200.2.p, GmISU01.06G049200.1.p
OG0009580	VIT_211s0065g00180.1	GmISU01.08G321200.1.p, GmISU01.08G321200.2.p, GmISU01.01G000700.1.p
OG0009581	VIT_202s0025g04190.1	GmISU01.08G149900.1.p, GmISU01.15G219900.1.p
OG0009582	VIT_200s0233g00050.1, VIT_202s0154g00130.1	GmISU01.17G022900.1.p
OG0009583	VIT_215s0045g00630.1	GmISU01.08G201000.1.p
OG0009585	VIT_216s0022g02040.1	GmISU01.20G116600.1.p, GmISU01.10G203800.1.p
OG0009586	VIT_200s0323g00080.1, VIT_200s0323g00080.2	GmISU01.17G126600.1.p, GmISU01.05G050800.1.p
OG0009587	VIT_218s0001g13560.1, VIT_218s0001g13560.2, VIT_218s0001g13560.3	GmISU01.05G020600.1.p, GmISU01.05G020600.2.p, GmISU01.17G070800.2.p
OG0009588	VIT_211s0016g04950.1, VIT_211s0016g04950.2	GmISU01.06G192200.1.p
OG0009589	VIT_218s0122g00820.1	GmISU01.05G083500.1.p, GmISU01.17G149700.1.p
OG0009590	VIT_208s0105g00440.1	GmISU01.14G160400.1.p, GmISU01.02G191600.1.p, GmISU01.03G044200.1.p
OG0009591	VIT_213s0067g02890.1	GmISU01.11G167000.1.p, GmISU01.04G113700.1.p
OG0009592	VIT_208s0032g00660.2, VIT_208s0032g00660.1	GmISU01.03G165400.1.p, GmISU01.19G167500.1.p
OG0009593	VIT_204s0008g00770.2, VIT_204s0008g00770.4	GmISU01.13G189900.3.p, GmISU01.13G189900.1.p
OG0009594	VIT_208s0007g03930.1, VIT_208s0007g03930.2	GmISU01.13G121900.1.p
OG0009595	VIT_208s0032g00360.1, VIT_208s0032g00360.3, VIT_208s0032g00360.2	GmISU01.09G085700.3.p, GmISU01.09G085700.1.p, GmISU01.09G085700.5.p, GmISU01.09G085700.4.p, GmISU01.02G147200.1.p
OG0009596	VIT_210s0116g00740.1	GmISU01.13G154000.1.p, GmISU01.07G162100.1.p, GmISU01.15G066400.2.p, GmISU01.15G066400.1.p, GmISU01.13G209800.1.p
OG0009597	VIT_211s0149g00130.3, VIT_211s0149g00130.2, VIT_211s0149g00130.1	GmISU01.17G095600.2.p, GmISU01.17G095600.1.p, GmISU01.13G129300.3.p
OG0009598	VIT_213s0101g00100.1	GmISU01.10G099100.1.p, GmISU01.20G051600.1.p
OG0009599	VIT_206s0004g07800.1, VIT_206s0004g05640.1	GmISU01.11G123000.1.p, GmISU01.12G053500.1.p
OG0009600	VIT_210s0003g04680.1, VIT_210s0003g04680.2	GmISU01.08G115000.1.p, GmISU01.05G139900.1.p
OG0009601	VIT_206s0004g03870.2, VIT_206s0004g03870.3, VIT_206s0004g03870.1	GmISU01.11G132400.1.p, GmISU01.12G067400.1.p, GmISU01.13G290700.1.p, GmISU01.15G187700.1.p
OG0009602	VIT_212s0142g00440.1	GmISU01.08G277500.1.p, GmISU01.18G089200.1.p, GmISU01.14G025500.1.p
OG0009603	VIT_213s0064g01440.1	GmISU01.08G140500.1.p, GmISU01.08G140500.2.p, GmISU01.08G141150.1.p
OG0009604	VIT_219s0015g01680.1	GmISU01.18G065900.1.p, GmISU01.14G010600.1.p, GmISU01.02G261400.1.p
OG0009605	VIT_206s0061g01260.1	GmISU01.12G149600.1.p, GmISU01.13G279400.4.p, GmISU01.12G149600.2.p, GmISU01.13G279400.3.p
OG0009606	VIT_206s0061g00800.1, VIT_206s0061g00800.2	GmISU01.11G153100.1.p, GmISU01.12G074600.1.p
OG0009608	VIT_210s0003g04600.1	GmISU01.09G021100.1.p, GmISU01.15G119000.1.p
OG0009609	VIT_208s0007g02820.1, VIT_208s0007g02820.4, VIT_208s0007g02820.3, VIT_208s0007g02820.2	GmISU01.19G160700.2.p, GmISU01.19G160700.1.p, GmISU01.03G158900.1.p
OG0009610	VIT_213s0067g03130.1	GmISU01.06G130000.1.p, GmISU01.06G130000.2.p, GmISU01.04G181800.2.p, GmISU01.04G181800.1.p, GmISU01.04G181800.3.p
OG0009611	VIT_219s0014g01550.1	GmISU01.12G192500.1.p, GmISU01.13G234300.1.p
OG0009612	VIT_217s0000g07290.2, VIT_217s0000g07290.3, VIT_217s0000g07290.4, VIT_217s0000g07290.1	GmISU01.04G133600.1.p
OG0009613	VIT_206s0061g00510.1	GmISU01.13G282600.1.p
OG0009614	VIT_208s0007g04690.4, VIT_208s0007g04690.3, VIT_208s0007g04690.1, VIT_208s0007g04690.2	GmISU01.03G147400.1.p, GmISU01.19G150400.1.p
OG0009615	VIT_219s0027g00350.2, VIT_219s0027g00350.1	GmISU01.08G154600.2.p, GmISU01.08G154600.1.p, GmISU01.08G154600.4.p, GmISU01.08G154600.3.p, GmISU01.15G215400.1.p
OG0009616	VIT_208s0040g00300.3, VIT_208s0040g00300.2, VIT_208s0040g00300.1	GmISU01.19G094400.1.p, GmISU01.03G088800.1.p
OG0009617	VIT_208s0058g00610.1	GmISU01.07G136600.1.p
OG0009618	VIT_212s0142g00580.1	GmISU01.13G003600.1.p, GmISU01.20G045300.1.p
OG0009619	VIT_219s0014g02940.1, VIT_219s0014g02960.1, VIT_210s0003g03350.1, VIT_210s0003g05270.1	GmISU01.17G167400.1.p
OG0009620	VIT_219s0085g01100.8, VIT_219s0085g01100.5, VIT_219s0085g01100.4, VIT_219s0085g01100.9, VIT_219s0085g01100.3, VIT_219s0085g01100.7, VIT_219s0085g01100.2, VIT_219s0085g01100.1, VIT_219s0085g01100.6	GmISU01.15G219700.1.p, GmISU01.15G219700.3.p, GmISU01.08G150100.1.p
OG0009621	VIT_213s0067g02340.1, VIT_213s0067g02340.2	GmISU01.11G213800.1.p, GmISU01.18G019900.1.p
OG0009622	VIT_209s0002g08670.1, VIT_219s0027g01790.1	GmISU01.10G216000.2.p, GmISU01.07G105000.2.p
OG0009624	VIT_206s0004g03880.1	GmISU01.13G165000.1.p
OG0009625	VIT_205s0077g00700.2, VIT_205s0077g00700.1	GmISU01.17G032000.2.p, GmISU01.17G032000.1.p, GmISU01.07G201800.1.p
OG0009626	VIT_208s0007g01820.1	GmISU01.07G127100.2.p, GmISU01.07G127100.4.p, GmISU01.07G127100.3.p, GmISU01.07G127100.1.p, GmISU01.07G127100.5.p
OG0009627	VIT_200s2579g00010.1, VIT_200s2607g00010.1	GmISU01.02G038600.1.p, GmISU01.01G122900.1.p, GmISU01.11G077100.1.p
OG0009628	VIT_210s0003g04580.2, VIT_210s0003g04580.1	GmISU01.15G118900.1.p, GmISU01.09G021000.1.p
OG0009629	VIT_219s0090g01250.2, VIT_219s0090g01250.3	GmISU01.02G254200.1.p, GmISU01.14G017300.1.p, GmISU01.18G077500.1.p, GmISU01.08G287300.1.p
OG0009630	VIT_201s0011g01710.3, VIT_201s0011g01710.4, VIT_201s0011g01710.2, VIT_201s0011g01710.5, VIT_201s0011g01710.1	GmISU01.07G189300.1.p, GmISU01.20G018200.1.p
OG0009631	VIT_213s0067g02530.1	GmISU01.06G130900.1.p, GmISU01.06G130900.2.p, GmISU01.06G130900.3.p, GmISU01.04G180800.2.p, GmISU01.04G180800.1.p
OG0009632	VIT_206s0061g01510.1, VIT_215s0021g00610.1, VIT_215s0021g00610.3, VIT_215s0021g00610.2	GmISU01.12G078400.1.p, GmISU01.11G149400.1.p
OG0009633	VIT_206s0061g00060.2, VIT_206s0061g00060.1	GmISU01.01G185200.2.p, GmISU01.11G014500.1.p, GmISU01.01G185200.1.p
OG0009634	VIT_202s0012g01580.1	GmISU01.20G140500.3.p, GmISU01.20G140500.2.p, GmISU01.20G140500.1.p, GmISU01.10G176400.1.p, GmISU01.10G176400.2.p
OG0009635	VIT_217s0000g02160.1, VIT_217s0000g02160.2	GmISU01.05G212400.2.p, GmISU01.05G212400.5.p, GmISU01.05G212400.6.p, GmISU01.05G212400.3.p, GmISU01.05G212400.7.p, GmISU01.08G050500.2.p, GmISU01.08G050500.1.p
OG0009636	VIT_203s0038g01960.1	GmISU01.04G004800.2.p, GmISU01.04G004800.1.p, GmISU01.06G004500.1.p
OG0009637	VIT_219s0014g00330.1	GmISU01.12G197300.1.p, GmISU01.13G228500.1.p
OG0009638	VIT_212s0059g02000.1	GmISU01.12G096000.1.p, GmISU01.06G252400.2.p, GmISU01.06G252400.1.p
OG0009639	VIT_212s0028g01150.3, VIT_212s0028g01150.2, VIT_212s0028g01150.1, VIT_212s0028g01160.1	GmISU01.14G030600.1.p
OG0009640	VIT_210s0003g03080.1	GmISU01.08G077200.1.p, GmISU01.05G105300.1.p
OG0009641	VIT_205s0094g01380.1, VIT_205s0094g01380.2, VIT_210s0042g00120.2, VIT_210s0042g00120.1	GmISU01.07G235100.1.p, GmISU01.17G000500.1.p
OG0009642	VIT_212s0059g01730.1, VIT_219s0014g03220.1	GmISU01.13G260900.1.p, GmISU01.12G169600.2.p
OG0009643	VIT_206s0004g07050.2, VIT_206s0004g07050.1	GmISU01.18G054600.1.p, GmISU01.11G174500.1.p
OG0009644	VIT_206s0004g01220.1, VIT_206s0004g01220.3, VIT_206s0004g01220.2	GmISU01.20G202100.2.p, GmISU01.10G251100.2.p, GmISU01.10G251100.1.p, GmISU01.20G202100.1.p
OG0009645	VIT_200s0494g00020.2, VIT_200s0494g00020.1, VIT_200s1308g00010.1, VIT_200s1308g00010.2, VIT_200s0566g00020.1, VIT_200s0494g00020.3, VIT_200s0566g00010.1	GmISU01.17G145000.1.p, GmISU01.17G144900.1.p
OG0009646	VIT_208s0040g02260.1	GmISU01.13G110100.1.p, GmISU01.10G046600.1.p, GmISU01.03G140400.1.p, GmISU01.18G162400.1.p, GmISU01.19G143700.1.p
OG0009648	VIT_213s0019g00220.1	GmISU01.15G198100.1.p, GmISU01.13G166100.3.p, GmISU01.13G166100.1.p
OG0009649	VIT_215s0046g02440.1, VIT_210s0003g01200.1	GmISU01.01G039500.1.p, GmISU01.04G127000.1.p
OG0009650	VIT_206s0061g01310.2, VIT_206s0061g01310.1	GmISU01.11G150400.1.p, GmISU01.12G149900.1.p
OG0009651	VIT_208s0007g04840.2, VIT_208s0007g04840.3, VIT_208s0007g04840.1	GmISU01.03G146300.1.p, GmISU01.19G149700.1.p
OG0009652	VIT_213s0067g02950.1	GmISU01.14G119900.1.p
OG0009653	VIT_206s0004g03150.2, VIT_206s0004g03150.4, VIT_206s0004g03150.5, VIT_206s0004g03150.3, VIT_206s0004g03150.1	GmISU01.12G064600.1.p, GmISU01.11G135600.1.p, GmISU01.11G135600.2.p
OG0009654	VIT_216s0039g00320.1	GmISU01.16G104900.1.p, GmISU01.09G126800.2.p, GmISU01.09G126800.1.p
OG0009655	VIT_217s0000g01430.1	GmISU01.08G148500.1.p, GmISU01.09G194300.1.p
OG0009656	VIT_206s0004g00460.1	GmISU01.04G103500.3.p, GmISU01.04G103500.2.p
OG0009657	VIT_213s0067g01470.1, VIT_213s0067g01470.2	GmISU01.11G210500.1.p, GmISU01.11G210500.2.p, GmISU01.18G023500.1.p, GmISU01.18G023500.3.p
OG0009658	VIT_213s0019g05090.1, VIT_213s0019g05090.2	GmISU01.20G081200.1.p
OG0009659	VIT_212s0059g00550.3, VIT_212s0059g00550.2, VIT_212s0059g00550.1	GmISU01.20G040900.3.p, GmISU01.20G040900.1.p
OG0009660	VIT_213s0019g02020.1	GmISU01.02G211300.1.p
OG0009660	VIT_208s0007g00760.1	GmISU01.07G118800.1.p
OG0009661	VIT_210s0003g05840.1, VIT_210s0003g05840.2	GmISU01.08G072600.1.p, GmISU01.05G100500.1.p
OG0009662	VIT_219s0090g00500.1	GmISU01.14G137800.1.p, GmISU01.13G056700.1.p
OG0009662	VIT_212s0059g02146.1	GmISU01.12G160900.1.p, GmISU01.13G269900.1.p
OG0009663	VIT_208s0040g01970.1, VIT_206s0004g03050.1	GmISU01.19G145000.1.p, GmISU01.19G145000.2.p, GmISU01.03G141500.1.p, GmISU01.03G141600.1.p
OG0009664	VIT_213s0084g00810.1	GmISU01.04G112600.1.p, GmISU01.15G196600.1.p, GmISU01.13G164300.1.p
OG0009665	VIT_210s0597g00020.1	GmISU01.13G206900.1.p
OG0009666	VIT_208s0056g00580.2, VIT_208s0056g00580.1	GmISU01.18G164700.2.p, GmISU01.09G227300.1.p
OG0009668	VIT_200s0184g00040.2, VIT_200s0184g00040.1	GmISU01.15G141700.3.p, GmISU01.15G141700.1.p
OG0009669	VIT_210s0116g00330.1	GmISU01.15G103800.2.p, GmISU01.15G103800.1.p
OG0009670	VIT_208s0007g08150.1, VIT_208s0007g08145.1	GmISU01.02G155900.1.p, GmISU01.10G082000.1.p, GmISU01.19G030200.1.p, GmISU01.14G136400.1.p, GmISU01.19G029900.1.p, GmISU01.19G109100.1.p, GmISU01.03G104500.1.p
OG0009672	VIT_219s0015g00600.1	GmISU01.17G138100.4.p, GmISU01.17G138100.3.p, GmISU01.17G138100.2.p, GmISU01.14G013000.1.p, GmISU01.19G073100.1.p
OG0009673	VIT_219s0085g01040.1	GmISU01.08G150600.1.p, GmISU01.15G219000.1.p, GmISU01.15G203600.1.p
OG0009673	VIT_201s0010g00390.1	GmISU01.15G142600.1.p, GmISU01.09G045400.1.p
OG0009674	VIT_211s0037g00300.2, VIT_211s0037g00300.1, VIT_211s0037g00300.3	GmISU01.06G194000.2.p
OG0009675	VIT_206s0004g00940.4, VIT_206s0004g00940.2, VIT_206s0004g00940.3, VIT_206s0004g00940.1	GmISU01.18G083800.2.p, GmISU01.18G083800.1.p, GmISU01.08G281300.1.p
OG0009676	VIT_201s0011g01830.5, VIT_201s0011g01830.1, VIT_201s0011g01830.2, VIT_201s0011g01830.3, VIT_201s0011g01830.4	GmISU01.07G188700.1.p, GmISU01.20G017500.1.p
OG0009677	VIT_212s0028g03360.1, VIT_212s0028g03360.2	GmISU01.12G101800.1.p, GmISU01.06G246800.1.p, GmISU01.12G101800.2.p
OG0009678	VIT_203s0017g02180.1	GmISU01.14G003000.1.p, GmISU01.02G267900.3.p
OG0009679	VIT_213s0019g05260.1, VIT_213s0019g05260.4, VIT_213s0019g05260.2, VIT_213s0019g05260.3	GmISU01.10G162600.2.p, GmISU01.10G162600.1.p, GmISU01.20G152600.1.p, GmISU01.10G162700.1.p
OG0009680	VIT_206s0004g00190.2, VIT_206s0004g00190.1, VIT_206s0004g00190.3	GmISU01.01G080200.1.p, GmISU01.03G052500.1.p
OG0009681	VIT_206s0004g02950.1	GmISU01.03G141900.2.p, GmISU01.03G141900.1.p, GmISU01.19G145300.1.p, GmISU01.13G111300.1.p, GmISU01.10G047900.1.p
