Orthogroup	V_vinifera.proteins	D_muscipula.proteins
OG0008808	VIT_219s0090g00230.1, VIT_219s0090g00230.2	Dm_00006044-RA
OG0008809	VIT_219s0014g03180.1, VIT_212s0059g00280.1	Dm_00008709-RA
OG0008810	VIT_209s0002g05260.1	Dm_00005780-RA, Dm_00013425-RA
OG0008811	VIT_208s0056g01170.1	Dm_00016024-RA, Dm_00016816-RA, Dm_00016815-RA
OG0008812	VIT_211s0037g00820.1, VIT_211s0037g00820.4, VIT_211s0037g00820.3, VIT_211s0037g00820.2	Dm_00001002-RA
OG0008813	VIT_204s0008g03810.2, VIT_204s0008g03810.1	Dm_00000642-RA
OG0008814	VIT_211s0016g00340.1, VIT_211s0016g00340.2, VIT_211s0016g00340.3	Dm_00008492-RA
OG0008815	VIT_200s0181g00190.1, VIT_200s0181g00210.2, VIT_200s0181g00210.3	Dm_00003514-RA
OG0008815	VIT_200s0181g00210.4, VIT_200s0181g00210.1	Dm_00003513-RA
OG0008816	VIT_215s0048g00420.1	Dm_00004106-RA
OG0008817	VIT_200s0445g00020.1	Dm_00001466-RA
OG0008819	VIT_200s0299g00030.2, VIT_200s2481g00010.1, VIT_200s0299g00030.3, VIT_200s0299g00030.1	Dm_00000877-RA
OG0008820	VIT_211s0037g00930.1	Dm_00009479-RA
OG0008821	VIT_215s0046g01040.1	Dm_00003116-RA
OG0008824	VIT_201s0011g05730.1, VIT_201s0011g05730.2, VIT_201s0011g05730.3	Dm_00000380-RA
OG0008825	VIT_216s0022g02080.1	Dm_00016010-RA, Dm_00007178-RA
OG0008826	VIT_211s0016g00110.1	Dm_00013811-RA, Dm_00013814-RA, Dm_00013815-RA
OG0008827	VIT_211s0118g00770.4, VIT_211s0118g00770.2, VIT_211s0118g00770.3, VIT_211s0118g00770.1	Dm_00009943-RA
OG0008828	VIT_204s0008g03860.1, VIT_204s0008g03860.2	Dm_00011157-RA
OG0008829	VIT_216s0022g02320.3, VIT_216s0022g02320.2, VIT_216s0022g02320.1, VIT_216s0022g02320.4	Dm_00008449-RA
OG0008830	VIT_216s0100g00410.1, VIT_216s0100g00410.2, VIT_216s0100g00410.3	Dm_00003068-RA
OG0008831	VIT_212s0059g02380.1	Dm_00013392-RA
OG0008833	VIT_211s0016g04490.3, VIT_211s0016g04490.4, VIT_211s0016g04490.2, VIT_211s0016g04490.1	Dm_00005782-RA, Dm_00007897-RA
OG0008835	VIT_211s0052g00640.3, VIT_211s0052g00640.5, VIT_211s0052g00640.1, VIT_211s0052g00640.2, VIT_211s0052g00640.6, VIT_211s0052g00640.4	Dm_00000737-RA
OG0008836	VIT_208s0007g06790.1	Dm_00007344-RA
OG0008837	VIT_215s0046g02070.1	Dm_00006509-RA
OG0008839	VIT_200s0229g00190.1, VIT_200s0229g00190.2, VIT_200s0229g00190.3	Dm_00000889-RA
OG0008840	VIT_204s0008g05840.1	Dm_00002159-RA
OG0008842	VIT_214s0066g01910.3, VIT_214s0066g01910.2, VIT_214s0066g01910.1	Dm_00002922-RA
OG0008843	VIT_211s0037g01040.1	Dm_00000993-RA
OG0008844	VIT_211s0016g01400.1, VIT_204s0008g01730.1	Dm_00007450-RA
OG0008845	VIT_213s0067g01320.1, VIT_213s0067g01320.2	Dm_00019710-RA
OG0008846	VIT_214s0060g01030.1	Dm_00001816-RA
OG0008849	VIT_211s0016g00720.1, VIT_211s0016g00720.2	Dm_00005122-RA
OG0008851	VIT_209s0002g02670.1, VIT_209s0002g02670.2, VIT_209s0002g02670.5, VIT_209s0002g02670.3, VIT_209s0002g02670.6, VIT_209s0002g02670.4	Dm_00012857-RA
OG0008854	VIT_216s0115g00310.1, VIT_216s0115g00080.1, VIT_216s0115g00080.2	Dm_00014623-RA
OG0008855	VIT_209s0002g02620.2, VIT_209s0002g02620.1, VIT_209s0002g02610.1	Dm_00008042-RA, Dm_00018822-RA
OG0008856	VIT_219s0015g01690.1	Dm_00001515-RA
OG0008857	VIT_211s0016g02360.1	Dm_00020286-RA
OG0008858	VIT_209s0054g00930.3, VIT_209s0054g00930.2, VIT_209s0054g00930.1	Dm_00004799-RA
OG0008859	VIT_206s0004g07100.1, VIT_213s0067g01710.1	Dm_00013280-RA, Dm_00005261-RA
OG0008861	VIT_206s0061g01590.2, VIT_206s0061g01590.1	Dm_00017696-RA
OG0008863	VIT_202s0033g01370.3	Dm_00009313-RA, Dm_00009314-RA
OG0008863	VIT_202s0033g01370.4, VIT_202s0033g01370.5, VIT_202s0033g01370.1, VIT_202s0033g01370.2	Dm_00008977-RA
OG0008864	VIT_209s0002g04070.2, VIT_209s0002g04070.1	Dm_00015935-RA
OG0008865	VIT_211s0103g00300.1, VIT_211s0103g00300.2, VIT_211s0103g00300.4, VIT_211s0103g00300.5, VIT_211s0103g00300.3	Dm_00002261-RA
OG0008866	VIT_204s0008g03550.1	Dm_00009273-RA
OG0008867	VIT_211s0016g04860.3, VIT_211s0016g04860.2, VIT_211s0016g04860.1	Dm_00000096-RA
OG0008868	VIT_204s0069g00850.1, VIT_209s0002g02290.1	Dm_00010961-RA
OG0008869	VIT_209s0002g04450.1	Dm_00007077-RA
OG0008872	VIT_207s0005g01600.1, VIT_207s0005g01600.2	Dm_00017339-RA, Dm_00020103-RA, Dm_00020102-RA
OG0008874	VIT_215s0048g02980.2, VIT_215s0048g02980.1	Dm_00016199-RA
OG0008876	VIT_209s0002g07360.1	Dm_00009290-RA, Dm_00009291-RA
OG0008877	VIT_201s0010g00940.5, VIT_201s0010g00940.3, VIT_201s0010g00940.1, VIT_201s0010g00940.6, VIT_201s0010g00940.7, VIT_201s0010g00940.2, VIT_201s0010g00940.4	Dm_00013869-RA
OG0008879	VIT_216s0100g00330.1	Dm_00011887-RA
OG0008882	VIT_205s0124g00530.1, VIT_205s0124g00530.3, VIT_205s0124g00530.4, VIT_205s0124g00530.2	Dm_00013367-RA
OG0008883	VIT_216s0022g01870.1	Dm_00019298-RA
OG0008884	VIT_204s0008g02860.1	Dm_00015533-RA
OG0008885	VIT_202s0241g00060.2, VIT_202s0241g00060.1	Dm_00010594-RA
OG0008887	VIT_211s0016g03630.1	Dm_00006011-RA
OG0008888	VIT_210s0092g00280.1	Dm_00008928-RA, Dm_00021125-RA
OG0008889	VIT_209s0002g03190.1	Dm_00002998-RA
OG0008890	VIT_215s0048g00960.2, VIT_215s0048g00960.1	Dm_00003827-RA
OG0008891	VIT_209s0002g07210.1	Dm_00002340-RA
OG0008893	VIT_211s0016g03520.7, VIT_211s0016g03520.5, VIT_211s0016g03520.6, VIT_211s0016g03520.2, VIT_211s0016g03520.4	Dm_00019047-RA
OG0008895	VIT_204s0008g05700.4, VIT_204s0008g05700.5, VIT_204s0008g05700.3, VIT_204s0008g05700.2, VIT_204s0008g05700.1	Dm_00014880-RA
OG0008896	VIT_212s0059g01100.1, VIT_212s0059g01100.2	Dm_00005189-RA
OG0008897	VIT_216s0039g02040.3, VIT_216s0039g02040.2, VIT_216s0039g02040.1	Dm_00000231-RA
OG0008898	VIT_219s0014g02080.1, VIT_219s0014g02080.2	Dm_00006881-RA, Dm_00006882-RA
OG0008899	VIT_210s0003g01260.1	Dm_00000675-RA
OG0008900	VIT_208s0007g08140.2, VIT_208s0007g08140.1	Dm_00019274-RA
OG0008901	VIT_213s0067g03560.1	Dm_00018029-RA
OG0008902	VIT_200s0866g00010.1, VIT_208s0007g00565.1	Dm_00000907-RA
OG0008903	VIT_204s0023g03820.1, VIT_204s0023g03820.2	Dm_00005807-RA
OG0008904	VIT_213s0064g00720.2, VIT_213s0064g00720.3, VIT_213s0064g00720.1	Dm_00018158-RA
OG0008905	VIT_212s0057g01460.1	Dm_00007416-RA
OG0008906	VIT_208s0217g00010.1	Dm_00015440-RA
OG0008908	VIT_213s0067g02870.1, VIT_213s0067g02870.2	Dm_00007479-RA
OG0008909	VIT_211s0016g04350.2, VIT_211s0016g04350.3, VIT_211s0016g04350.1	Dm_00001038-RA
OG0008910	VIT_212s0059g02460.1	Dm_00005068-RA
OG0008911	VIT_208s0056g01620.4, VIT_208s0056g01620.3, VIT_208s0056g01620.1, VIT_208s0056g01620.6, VIT_208s0056g01620.2, VIT_208s0056g01620.5	Dm_00019699-RA
OG0008912	VIT_213s0074g00040.1, VIT_213s0074g00040.3, VIT_213s0074g00040.2, VIT_213s0074g00040.4, VIT_213s0074g00040.5	Dm_00019135-RA
OG0008913	VIT_208s0056g01410.1, VIT_210s0116g00470.1	Dm_00004742-RA
OG0008914	VIT_206s0009g01760.1	Dm_00013723-RA
OG0008915	VIT_206s0004g06560.1	Dm_00005696-RA, Dm_00018581-RA
OG0008916	VIT_208s0007g08050.2, VIT_208s0007g08050.3, VIT_208s0007g08050.1	Dm_00014071-RA
OG0008917	VIT_208s0007g07300.1	Dm_00006386-RA, Dm_00008087-RA
OG0008918	VIT_213s0019g04410.2, VIT_213s0019g04410.1	Dm_00019206-RA
OG0008919	VIT_206s0004g03140.1, VIT_206s0004g03140.4, VIT_206s0004g03140.3	Dm_00015730-RA
OG0008920	VIT_213s0067g03530.1	Dm_00010783-RA
OG0008921	VIT_208s0040g01600.1	Dm_00012013-RA
OG0008922	VIT_208s0040g01260.2, VIT_208s0040g01260.1	Dm_00001272-RA
OG0008923	VIT_204s0008g02620.3, VIT_204s0008g02620.2, VIT_204s0008g02620.1	Dm_00000330-RA
OG0008924	VIT_218s0001g02080.1, VIT_218s0001g02060.3, VIT_218s0001g02060.2, VIT_218s0001g02060.4, VIT_218s0001g02060.1	Dm_00013218-RA
OG0008925	VIT_210s0003g02050.2, VIT_210s0003g02050.1	Dm_00015267-RA
OG0008926	VIT_208s0105g00400.1	Dm_00003075-RA
OG0008927	VIT_219s0090g00020.1	Dm_00000846-RA
OG0008928	VIT_206s0004g03640.4, VIT_206s0004g03640.5, VIT_206s0004g03640.3, VIT_206s0004g03640.1, VIT_206s0004g03640.2	Dm_00011395-RA
OG0008929	VIT_215s0024g00040.1	Dm_00006278-RA
OG0008930	VIT_212s0057g00400.1	Dm_00004890-RA
OG0008931	VIT_212s0028g02170.2, VIT_212s0028g02170.1	Dm_00011166-RA
OG0008932	VIT_212s0035g01950.1, VIT_212s0035g01950.3, VIT_212s0035g01950.4, VIT_212s0035g01950.2	Dm_00009254-RA
OG0008933	VIT_212s0059g02290.1	Dm_00011349-RA
OG0008934	VIT_215s0046g01560.2, VIT_215s0046g01560.1	Dm_00006077-RA
OG0008935	VIT_206s0004g03440.2, VIT_206s0004g03440.1	Dm_00004636-RA, Dm_00004632-RA, Dm_00004638-RA, Dm_00004629-RA, Dm_00004631-RA, Dm_00004634-RA
OG0008938	VIT_219s0090g01480.1	Dm_00003596-RA, Dm_00002138-RA
OG0008940	VIT_208s0007g00060.2, VIT_208s0007g00060.3, VIT_208s0007g00060.1	Dm_00007274-RA
OG0008941	VIT_208s0007g08790.1	Dm_00009876-RA, Dm_00005914-RA
OG0008942	VIT_208s0007g02830.1	Dm_00000817-RA
OG0008943	VIT_219s0090g00430.1	Dm_00018209-RA
OG0008944	VIT_204s0044g00550.1, VIT_204s0044g00550.2	Dm_00015885-RA
OG0008945	VIT_211s0016g00930.1	Dm_00008758-RA
OG0008946	VIT_202s0033g00240.1	Dm_00001760-RA
OG0008946	VIT_202s0033g00130.1, VIT_202s0033g00180.1	Dm_00020711-RA, Dm_00016784-RA
OG0008947	VIT_208s0007g03750.1	Dm_00010832-RA
OG0008948	VIT_206s0009g00270.1	Dm_00001231-RA
OG0008949	VIT_208s0007g06750.1	Dm_00019315-RA
OG0008950	VIT_213s0019g04740.3, VIT_213s0019g04740.1, VIT_213s0019g04740.4, VIT_213s0019g04740.2	Dm_00013009-RA
OG0008951	VIT_206s0009g02520.2, VIT_206s0009g02520.1	Dm_00011549-RA
OG0008952	VIT_208s0007g02860.1	Dm_00000815-RA
OG0008953	VIT_206s0004g01240.1, VIT_206s0004g01240.2	Dm_00012102-RA
OG0008954	VIT_210s0003g02810.1, VIT_210s0003g02810.2, VIT_212s0028g00270.1	Dm_00004049-RA
OG0008955	VIT_212s0035g00290.1, VIT_213s0019g02370.1, VIT_213s0019g02370.2	Dm_00015910-RA
OG0008956	VIT_206s0009g03780.2, VIT_206s0009g03780.4, VIT_206s0009g03780.3, VIT_206s0009g03780.5, VIT_206s0009g03780.1	Dm_00020595-RA, Dm_00021081-RA
OG0008958	VIT_219s0014g02360.1	Dm_00020370-RA
OG0008959	VIT_209s0070g00390.1	Dm_00000331-RA
OG0008960	VIT_208s0007g07820.1	Dm_00008420-RA
OG0008961	VIT_206s0004g04290.1	Dm_00004801-RA
OG0008962	VIT_201s0011g01050.2, VIT_201s0011g01050.1	Dm_00017437-RA
OG0008963	VIT_206s0004g06990.2, VIT_206s0004g06990.1, VIT_206s0004g06990.3, VIT_206s0004g06980.1	Dm_00006224-RA
OG0008964	VIT_213s0064g00180.1	Dm_00011196-RA
OG0008965	VIT_219s0014g01250.1	Dm_00007530-RA, Dm_00004440-RA
OG0008966	VIT_202s0012g01840.3, VIT_202s0012g01840.1, VIT_202s0012g01840.2	Dm_00011849-RA
OG0008967	VIT_213s0047g01100.3, VIT_213s0047g01100.2, VIT_213s0047g01100.1, VIT_213s0101g00380.1	Dm_00017324-RA
OG0008968	VIT_215s0048g02140.1, VIT_215s0048g02140.2	Dm_00008251-RA
OG0008969	VIT_217s0000g10250.3, VIT_217s0000g10250.2, VIT_217s0000g10250.1	Dm_00000317-RA
OG0008971	VIT_205s0094g00800.2, VIT_205s0094g00800.1, VIT_205s0094g00800.3	Dm_00004242-RA
OG0008972	VIT_206s0004g04460.1	Dm_00004784-RA
OG0008973	VIT_206s0004g07390.1	Dm_00011267-RA
OG0008974	VIT_202s0025g02410.1	Dm_00004471-RA
OG0008975	VIT_206s0004g01330.1, VIT_206s0004g01330.3, VIT_206s0004g01330.2	Dm_00015103-RA
OG0008976	VIT_210s0116g01630.1, VIT_210s0116g01630.2, VIT_210s0116g01630.3	Dm_00005173-RA
OG0008978	VIT_206s0009g01020.2, VIT_206s0009g01020.1	Dm_00006973-RA
OG0008979	VIT_201s0011g01090.1	Dm_00014291-RA, Dm_00006214-RA, Dm_00016084-RA
OG0008981	VIT_219s0014g01320.1	Dm_00005285-RA
OG0008982	VIT_205s0094g00760.2, VIT_205s0094g00760.3, VIT_205s0094g00760.6, VIT_205s0094g00760.4, VIT_205s0094g00760.1, VIT_205s0094g00760.5	Dm_00019610-RA
OG0008983	VIT_208s0040g00500.1	Dm_00012556-RA
OG0008984	VIT_213s0067g00210.4, VIT_213s0067g00210.2, VIT_213s0067g00210.1, VIT_213s0067g00210.3	Dm_00012394-RA
OG0008985	VIT_213s0019g04360.1	Dm_00008664-RA
OG0008986	VIT_208s0007g01710.2, VIT_208s0007g01710.1	Dm_00004455-RA
OG0008987	VIT_201s0011g01990.1, VIT_201s0011g01990.2, VIT_203s0017g01700.1	Dm_00018024-RA
OG0008988	VIT_212s0028g02990.1	Dm_00010652-RA
OG0008989	VIT_212s0057g00230.2, VIT_212s0057g00230.1	Dm_00005412-RA
OG0008990	VIT_208s0007g02470.1	Dm_00000060-RA
OG0008991	VIT_209s0002g06730.2	Dm_00006480-RA
OG0008992	VIT_215s0021g02040.1	Dm_00016777-RA
OG0008993	VIT_208s0007g07410.2, VIT_208s0007g07410.1	Dm_00008808-RA, Dm_00020950-RA
OG0008994	VIT_216s0039g01880.1	Dm_00000234-RA
OG0008994	VIT_202s0012g02060.1	Dm_00007364-RA
OG0008995	VIT_206s0009g03440.1, VIT_206s0009g03440.2, VIT_206s0009g03440.3	Dm_00011469-RA
OG0008996	VIT_200s0181g00230.1, VIT_200s0181g00230.3, VIT_200s0181g00230.2	Dm_00004988-RA
OG0008997	VIT_200s2188g00010.1, VIT_200s2188g00010.2, VIT_200s0187g00130.1	Dm_00015066-RA
OG0008998	VIT_212s0028g01080.2	Dm_00004715-RA
OG0008999	VIT_206s0009g03610.4, VIT_206s0009g03610.1, VIT_206s0009g03610.2, VIT_206s0009g03610.3	Dm_00005441-RA
OG0009000	VIT_207s0130g00180.1	Dm_00012806-RA
OG0009001	VIT_218s0122g00240.1, VIT_218s0122g00230.1	Dm_00018769-RA
OG0009002	VIT_219s0014g00250.3, VIT_219s0014g00250.4, VIT_219s0014g00250.2, VIT_219s0014g00250.1	Dm_00016882-RA
OG0009004	VIT_208s0007g06240.1, VIT_208s0007g06240.3, VIT_208s0007g06240.2	Dm_00014270-RA, Dm_00016497-RA
OG0009006	VIT_219s0177g00140.1	Dm_00000834-RA
OG0009007	VIT_219s0014g02840.1	Dm_00009226-RA
OG0009008	VIT_217s0000g02630.1, VIT_200s0203g00080.1	Dm_00001925-RA
OG0009009	VIT_218s0086g00180.2, VIT_218s0086g00180.3, VIT_218s0086g00180.1	Dm_00007655-RA
OG0009010	VIT_204s0043g00360.1	Dm_00004896-RA
OG0009011	VIT_217s0000g10210.1	Dm_00000319-RA
OG0009012	VIT_217s0000g10090.1	Dm_00005987-RA
OG0009013	VIT_205s0029g00010.1	Dm_00005139-RA
OG0009014	VIT_217s0000g10060.1, VIT_201s0010g02190.1	Dm_00000324-RA
OG0009015	VIT_218s0041g00350.1	Dm_00002709-RA
OG0009016	VIT_218s0089g00220.3	Dm_00017953-RA
OG0009017	VIT_201s0010g02590.1	Dm_00008154-RA
OG0009018	VIT_212s0035g01125.1, VIT_218s0001g03370.2, VIT_218s0001g03370.1	Dm_00014779-RA
OG0009019	VIT_205s0020g03470.1, VIT_205s0020g03470.2	Dm_00015239-RA
OG0009020	VIT_204s0210g00200.1	Dm_00004704-RA
OG0009021	VIT_218s0166g00200.1	Dm_00016976-RA
OG0009022	VIT_218s0001g07920.1	Dm_00008279-RA
OG0009023	VIT_218s0072g01180.3, VIT_218s0072g01180.4, VIT_218s0072g01180.2, VIT_218s0072g01180.1	Dm_00013935-RA
OG0009024	VIT_201s0010g03650.1, VIT_201s0010g03650.3, VIT_201s0010g03650.2, VIT_201s0010g03650.4	Dm_00013331-RA
OG0009025	VIT_205s0049g00960.3, VIT_205s0049g00960.1, VIT_205s0049g00960.2	Dm_00017638-RA
OG0009026	VIT_202s0025g02550.1	Dm_00001487-RA
OG0009027	VIT_215s0048g02500.3, VIT_215s0048g02500.5, VIT_215s0048g02500.4, VIT_215s0048g02500.2, VIT_215s0048g02500.1	Dm_00010495-RA
OG0009028	VIT_201s0010g03320.1	Dm_00018040-RA
OG0009029	VIT_206s0009g02360.1	Dm_00020008-RA
OG0009030	VIT_216s0098g01310.1	Dm_00003680-RA
OG0009031	VIT_218s0001g00660.1, VIT_218s0001g00660.2	Dm_00000129-RA
OG0009034	VIT_207s0005g04620.1	Dm_00000943-RA
OG0009035	VIT_205s0077g00550.1, VIT_205s0077g00550.3, VIT_205s0077g00550.2	Dm_00016859-RA
OG0009036	VIT_218s0001g03070.1	Dm_00009985-RA
OG0009037	VIT_218s0001g13280.1, VIT_218s0001g13280.2	Dm_00013448-RA, Dm_00007785-RA
OG0009039	VIT_216s0050g02390.1	Dm_00002036-RA
OG0009040	VIT_212s0035g01750.1, VIT_212s0035g01750.3, VIT_212s0035g01750.2	Dm_00005944-RA
OG0009041	VIT_214s0060g02060.2, VIT_214s0060g02060.5, VIT_214s0060g02060.4, VIT_214s0060g02060.3, VIT_214s0060g02060.1	Dm_00003994-RA
OG0009042	VIT_218s0001g03730.1, VIT_218s0001g03730.3, VIT_218s0001g03730.2	Dm_00014135-RA
OG0009043	VIT_203s0038g04750.2, VIT_203s0038g04750.1	Dm_00017751-RA
OG0009044	VIT_214s0030g00490.2, VIT_214s0030g00490.1	Dm_00002108-RA
OG0009045	VIT_214s0068g02130.2, VIT_214s0068g02130.1	Dm_00006563-RA
OG0009046	VIT_216s0050g01050.2, VIT_216s0050g01050.1	Dm_00002058-RA
OG0009047	VIT_207s0005g01530.1	Dm_00001812-RA, Dm_00001619-RA
OG0009049	VIT_202s0025g02200.1, VIT_202s0025g02200.3, VIT_202s0025g02200.4, VIT_202s0025g02200.2	Dm_00002788-RA
OG0009050	VIT_200s0592g00020.1	Dm_00007277-RA
OG0009051	VIT_201s0011g02910.2, VIT_201s0011g02910.1	Dm_00008718-RA
OG0009052	VIT_217s0000g02190.2, VIT_217s0000g02190.4	Dm_00006955-RA
OG0009053	VIT_215s0046g00120.1	Dm_00004204-RA, Dm_00009279-RA
OG0009054	VIT_207s0005g04650.1	Dm_00005561-RA
OG0009055	VIT_203s0091g00810.1	Dm_00011524-RA
OG0009056	VIT_207s0031g00620.3, VIT_207s0031g00620.2, VIT_207s0031g00620.1, VIT_207s0031g00620.4	Dm_00002650-RA
OG0009057	VIT_205s0049g02250.1	Dm_00009770-RA, Dm_00005360-RA, Dm_00015113-RA
OG0009060	VIT_203s0063g00210.1	Dm_00004684-RA, Dm_00005384-RA
OG0009061	VIT_218s0122g00190.2, VIT_218s0122g00190.1, VIT_218s0122g00190.3	Dm_00013638-RA
OG0009062	VIT_205s0051g00070.1, VIT_205s0051g00070.3, VIT_205s0051g00070.2	Dm_00006571-RA
OG0009063	VIT_212s0055g01110.1	Dm_00012941-RA
OG0009064	VIT_203s0038g02210.1	Dm_00013697-RA, Dm_00006982-RA
OG0009065	VIT_205s0020g04870.2	Dm_00013949-RA
OG0009066	VIT_217s0000g09210.1	Dm_00002877-RA
OG0009067	VIT_204s0043g00560.2	Dm_00006701-RA
OG0009068	VIT_207s0005g00100.1, VIT_207s0005g00100.3, VIT_207s0005g00100.2	Dm_00015263-RA
OG0009069	VIT_218s0072g00840.1	Dm_00016062-RA
OG0009070	VIT_203s0038g02830.2, VIT_203s0038g02830.1	Dm_00000504-RA
OG0009073	VIT_207s0151g00690.1	Dm_00013285-RA
OG0009074	VIT_217s0000g01240.1	Dm_00000288-RA
OG0009075	VIT_202s0025g03950.1, VIT_202s0025g03950.2, VIT_202s0025g03950.3	Dm_00008096-RA
OG0009076	VIT_218s0001g01800.1	Dm_00007371-RA
OG0009078	VIT_200s0508g00020.1	Dm_00014962-RA
OG0009079	VIT_201s0150g00570.3, VIT_201s0150g00570.1	Dm_00005609-RA
OG0009080	VIT_205s0077g02110.1	Dm_00018092-RA
OG0009081	VIT_207s0005g04260.4, VIT_207s0005g04260.2, VIT_207s0005g04260.5, VIT_207s0005g04260.3, VIT_207s0005g04260.1	Dm_00007905-RA
OG0009082	VIT_207s0255g00010.1	Dm_00001073-RA
OG0009083	VIT_205s0077g01010.1, VIT_205s0077g01010.2	Dm_00008193-RA
OG0009084	VIT_214s0081g00490.2, VIT_214s0081g00490.4, VIT_212s0055g01120.1, VIT_214s0081g00490.5, VIT_214s0081g00490.3, VIT_214s0081g00490.1	Dm_00003555-RA
OG0009085	VIT_207s0129g01040.3, VIT_207s0129g01040.1, VIT_207s0129g01040.2, VIT_207s0129g01040.5	Dm_00002422-RA
OG0009086	VIT_213s0067g03010.1, VIT_213s0067g02710.1	Dm_00000682-RA
OG0009089	VIT_202s0025g02470.3, VIT_202s0025g02470.2, VIT_202s0025g02470.1	Dm_00013450-RA
OG0009090	VIT_212s0028g01140.1	Dm_00001323-RA
OG0009092	VIT_218s0122g00900.3, VIT_218s0122g00900.4, VIT_218s0122g00900.2, VIT_218s0122g00900.1	Dm_00011981-RA
OG0009093	VIT_205s0020g01730.2, VIT_205s0020g01730.1	Dm_00010739-RA
OG0009094	VIT_215s0048g00540.3, VIT_215s0048g00540.1, VIT_215s0048g00540.2	Dm_00003978-RA
OG0009095	VIT_207s0151g01130.1	Dm_00020737-RA
OG0009096	VIT_204s0043g00740.1, VIT_204s0043g00740.2	Dm_00007023-RA
OG0009097	VIT_207s0005g03470.1	Dm_00012989-RA
OG0009098	VIT_215s0048g00230.1, VIT_215s0048g00230.2	Dm_00007772-RA
OG0009099	VIT_207s0031g03150.3, VIT_207s0031g03150.2, VIT_207s0031g03150.1	Dm_00002531-RA
OG0009100	VIT_203s0180g00110.1	Dm_00006731-RA
OG0009101	VIT_214s0066g00920.4, VIT_214s0066g00920.1, VIT_214s0066g00920.2, VIT_214s0066g00920.3	Dm_00014387-RA
OG0009102	VIT_214s0108g01390.1	Dm_00013106-RA
OG0009103	VIT_217s0000g09280.1	Dm_00002882-RA, Dm_00001418-RA, Dm_00001417-RA, Dm_00002881-RA
OG0009105	VIT_201s0011g04196.1, VIT_201s0011g04190.1	Dm_00010422-RA
OG0009106	VIT_214s0066g01130.2, VIT_214s0066g01130.1, VIT_214s0066g01130.3	Dm_00008904-RA, Dm_00013656-RA
OG0009107	VIT_201s0011g00750.1, VIT_201s0011g00760.1	Dm_00004828-RA
OG0009109	VIT_217s0000g00870.1	Dm_00017332-RA
OG0009110	VIT_201s0011g02150.1, VIT_201s0011g02150.2	Dm_00005284-RA
OG0009111	VIT_216s0013g01410.1	Dm_00017211-RA
OG0009112	VIT_217s0000g06870.1	Dm_00003478-RA, Dm_00019142-RA
OG0009113	VIT_202s0234g00080.2, VIT_202s0234g00080.5, VIT_202s0234g00080.1, VIT_202s0234g00080.3, VIT_202s0234g00080.4	Dm_00001496-RA
OG0009115	VIT_217s0000g02260.2, VIT_217s0000g02260.1	Dm_00006787-RA
OG0009116	VIT_207s0005g04970.1	Dm_00018390-RA
OG0009117	VIT_217s0053g00670.1	Dm_00002199-RA
OG0009118	VIT_214s0108g00080.1	Dm_00001675-RA
OG0009119	VIT_214s0066g01230.1, VIT_214s0066g01230.3, VIT_214s0066g01230.2	Dm_00021007-RA
OG0009120	VIT_201s0011g06370.1, VIT_204s0008g05325.1	Dm_00001024-RA
OG0009122	VIT_214s0083g00640.2, VIT_214s0083g00640.1	Dm_00014046-RA
OG0009123	VIT_202s0087g00586.1	Dm_00016430-RA
OG0009124	VIT_217s0000g07920.1	Dm_00005479-RA, Dm_00006852-RA
OG0009125	VIT_217s0000g06450.1	Dm_00009111-RA
OG0009126	VIT_202s0012g00850.1	Dm_00003681-RA
OG0009127	VIT_213s0106g00380.1, VIT_202s0012g00620.1	Dm_00018452-RA
OG0009128	VIT_214s0083g01170.4, VIT_214s0083g01170.3	Dm_00018245-RA
OG0009129	VIT_215s0021g00320.1	Dm_00010362-RA
OG0009130	VIT_201s0011g02060.1	Dm_00011697-RA
OG0009131	VIT_201s0011g03060.2, VIT_201s0011g03060.1	Dm_00012215-RA
OG0009132	VIT_202s0012g02090.1	Dm_00017838-RA
OG0009133	VIT_211s0118g00410.1	Dm_00003783-RA
OG0009134	VIT_202s0012g02270.1, VIT_202s0012g02270.3, VIT_202s0012g02270.2, VIT_202s0012g02270.4	Dm_00005231-RA
OG0009135	VIT_214s0068g01530.1	Dm_00008849-RA
OG0009136	VIT_214s0066g01920.1, VIT_214s0066g01920.2	Dm_00014356-RA
OG0009137	VIT_202s0087g00100.1	Dm_00010174-RA
OG0009138	VIT_201s0010g02570.1	Dm_00014856-RA
OG0009140	VIT_200s0220g00020.1	Dm_00002395-RA
OG0009141	VIT_217s0053g00750.2, VIT_217s0053g00750.3, VIT_217s0053g00750.1, VIT_217s0053g00750.4	Dm_00012608-RA
OG0009142	VIT_214s0006g02880.1	Dm_00016075-RA
OG0009143	VIT_214s0171g00130.1	Dm_00018736-RA
OG0009144	VIT_201s0113g00430.4, VIT_201s0113g00430.1, VIT_201s0113g00430.2, VIT_201s0113g00430.5, VIT_201s0113g00430.3	Dm_00002187-RA
OG0009145	VIT_217s0000g04740.2, VIT_217s0000g04740.1	Dm_00007073-RA
OG0009146	VIT_202s0012g00300.1	Dm_00017295-RA
OG0009148	VIT_201s0011g04060.1	Dm_00002771-RA
OG0009149	VIT_217s0000g02670.1, VIT_217s0000g02670.2	Dm_00004418-RA
OG0009150	VIT_201s0026g00810.1	Dm_00005821-RA, Dm_00012071-RA
