Orthogroup	S_lycopersicum.proteins	V_vinifera.proteins
OG0010382	Solyc01g081200.3.1	VIT_215s0107g00240.1
OG0010383	Solyc10g080970.2.1	VIT_207s0005g00070.1
OG0010384	Solyc03g007520.3.1, Solyc06g036500.1.1	VIT_216s0050g02450.1
OG0010385	Solyc02g092310.3.1	VIT_200s1232g00030.1
OG0010386	Solyc06g007480.3.1	VIT_203s0038g02810.2, VIT_203s0038g02810.1, VIT_203s0038g02810.3
OG0010387	Solyc00g006830.3.1	VIT_201s0150g00290.1
OG0010388	Solyc04g040180.3.1, Solyc06g054360.1.1	VIT_208s0007g05580.1
OG0010390	Solyc01g095540.3.1	VIT_215s0046g01330.2, VIT_215s0046g01330.3, VIT_215s0046g01330.1
OG0010391	Solyc09g055940.3.1	VIT_207s0141g00620.1
OG0010392	Solyc06g009120.3.1	VIT_207s0005g00450.1
OG0010393	Solyc03g112320.3.1	VIT_217s0000g09160.1, VIT_217s0000g09160.6, VIT_217s0000g09160.4, VIT_217s0000g09160.5, VIT_217s0000g09160.3, VIT_217s0000g09160.2
OG0010394	Solyc04g057870.3.1	VIT_218s0001g01770.1
OG0010395	Solyc01g099690.3.1	VIT_214s0060g02160.2, VIT_214s0060g02160.1
OG0010396	Solyc09g091980.3.1	VIT_214s0068g01050.1
OG0010398	Solyc07g066460.3.1	VIT_219s0027g00700.1, VIT_219s0027g00700.2, VIT_219s0027g00700.3
OG0010399	Solyc03g083260.1.1, Solyc02g094490.3.1	VIT_214s0068g01180.1
OG0010400	Solyc11g066300.2.1	VIT_201s0127g00410.1, VIT_201s0127g00410.3, VIT_201s0127g00410.5, VIT_201s0127g00410.4, VIT_201s0127g00300.1, VIT_201s0127g00410.2
OG0010401	Solyc02g085640.3.1, Solyc02g085655.1.1, Solyc02g062970.3.1	VIT_204s0023g01300.1
OG0010403	Solyc10g011980.3.1	VIT_215s0046g02240.1
OG0010404	Solyc04g079420.3.1	VIT_218s0001g11250.1
OG0010405	Solyc03g111390.3.1, Solyc03g111385.1.1	VIT_217s0000g10130.1, VIT_217s0000g10130.2
OG0010406	Solyc01g099700.3.1	VIT_214s0060g02190.1, VIT_214s0060g02180.1
OG0010407	Solyc05g055780.3.1	VIT_211s0016g02060.1
OG0010408	Solyc09g090340.2.1	VIT_205s0049g01390.2, VIT_205s0049g01390.1
OG0010409	Solyc10g051200.2.1, Solyc01g109330.3.1	VIT_203s0063g02040.2, VIT_203s0063g02040.3, VIT_203s0063g02040.1
OG0010411	Solyc11g072410.2.1, Solyc06g075310.3.1	VIT_206s0004g03280.1
OG0010412	Solyc01g059830.3.1	VIT_205s0077g00860.2, VIT_205s0077g00860.1
OG0010413	Solyc11g013850.2.1	VIT_218s0086g00230.1, VIT_218s0086g00510.1
OG0010414	Solyc06g053460.2.1	VIT_205s0020g03500.1
OG0010415	Solyc12g099420.2.1	VIT_205s0077g01960.1
OG0010416	Solyc01g096030.3.1	VIT_215s0046g00370.1
OG0010417	Solyc02g068450.3.1	VIT_205s0062g00210.1, VIT_205s0062g00210.2
OG0010418	Solyc10g080115.1.1, Solyc10g080110.2.1	VIT_208s0007g08560.1
OG0010419	Solyc02g084810.3.1	VIT_204s0023g02560.1
OG0010420	Solyc07g063660.1.1	VIT_201s0011g02080.1, VIT_212s0134g00470.1
OG0010421	Solyc12g095780.2.1	VIT_218s0122g00140.1, VIT_218s0122g00140.2
OG0010422	Solyc04g081850.3.1	VIT_218s0001g14930.4, VIT_218s0001g14930.3, VIT_218s0001g14930.1, VIT_218s0001g14930.2
OG0010423	Solyc12g099240.2.1	VIT_205s0077g00910.1
OG0010424	Solyc01g068540.3.1	VIT_217s0000g03540.1
OG0010425	Solyc11g019920.2.1, Solyc06g065320.3.1	VIT_218s0075g00210.1
OG0010426	Solyc11g013520.2.1	VIT_218s0001g04100.1
OG0010427	Solyc01g080720.3.1, Solyc01g080610.3.1	VIT_205s0020g01260.1
OG0010428	Solyc10g005040.3.1	VIT_215s0048g02530.2, VIT_215s0048g02530.1
OG0010429	Solyc11g013880.1.1	VIT_218s0086g00210.1, VIT_218s0086g00200.1
OG0010430	Solyc01g057310.3.1	VIT_205s0020g00620.3, VIT_205s0020g00620.2, VIT_205s0020g00620.1
OG0010431	Solyc05g014652.1.1	VIT_201s0010g02620.1, VIT_201s0010g02620.3, VIT_201s0010g02620.4, VIT_201s0010g02620.5, VIT_201s0010g02620.2
OG0010432	Solyc11g045110.2.1	VIT_218s0075g00330.1, VIT_218s0089g00410.8, VIT_218s0089g00410.2, VIT_218s0089g00410.5, VIT_218s0075g00340.1, VIT_218s0089g00410.4, VIT_218s0089g00410.9, VIT_218s0089g00410.1
OG0010433	Solyc02g093650.3.1	VIT_214s0219g00180.1
OG0010433	Solyc03g119880.3.1	VIT_217s0000g04290.1
OG0010434	Solyc10g012410.3.1	VIT_215s0046g02330.1
OG0010435	Solyc02g094445.1.1, Solyc02g094450.2.1	VIT_201s0146g00460.2, VIT_201s0146g00460.1, VIT_214s0068g01310.1
OG0010436	Solyc09g090710.3.1	VIT_205s0049g01890.7, VIT_205s0049g01890.1, VIT_205s0049g01890.3, VIT_205s0049g01890.6, VIT_205s0049g01890.2, VIT_205s0049g01890.4, VIT_205s0049g01890.5, VIT_205s0049g01890.8, VIT_205s0049g01890.9
OG0010437	Solyc01g099130.3.1	VIT_214s0128g00770.1, VIT_214s0128g00770.2
OG0010438	Solyc03g082975.1.1	VIT_201s0010g02390.1
OG0010439	Solyc02g093760.3.1, Solyc02g067970.3.1	VIT_214s0219g00030.2, VIT_214s0219g00030.3, VIT_214s0219g00030.1
OG0010440	Solyc03g123820.2.1	VIT_202s0012g01670.1
OG0010441	Solyc04g072410.3.1	VIT_214s0030g00700.3, VIT_214s0030g00700.2
OG0010442	Solyc08g081080.3.1	VIT_210s0071g01140.1
OG0010443	Solyc04g079950.3.1	VIT_218s0001g11990.1
OG0010444	Solyc03g033390.3.1	VIT_200s2668g00010.1
OG0010445	Solyc04g080780.2.1	VIT_218s0001g13130.1
OG0010446	Solyc05g015310.3.1	VIT_201s0010g03350.1
OG0010447	Solyc03g083110.1.1	VIT_211s0037g00010.1
OG0010448	Solyc04g078510.3.1, Solyc02g093010.3.1	VIT_207s0031g00030.1
OG0010449	Solyc08g082530.3.1	VIT_215s0024g01460.1
OG0010451	Solyc01g090670.3.1	VIT_215s0021g02200.1
OG0010452	Solyc01g049960.3.1	VIT_206s0004g00100.3, VIT_206s0004g00100.1, VIT_206s0004g00100.2
OG0010454	Solyc03g113390.3.1	VIT_217s0000g05520.1
OG0010455	Solyc04g074090.3.1	VIT_219s0085g00020.1
OG0010456	Solyc02g067930.3.1	VIT_214s0219g00280.1
OG0010457	Solyc03g083300.3.1	VIT_219s0085g01120.2, VIT_219s0085g01120.1
OG0010458	Solyc03g097740.1.1	VIT_201s0146g00370.1, VIT_217s0000g00530.1
OG0010459	Solyc11g056640.2.1	VIT_206s0004g01730.2, VIT_206s0004g01730.1
OG0010460	Solyc00g128870.3.1	VIT_201s0011g02750.1
OG0010461	Solyc03g006460.3.1	VIT_216s0039g02490.2, VIT_216s0039g02490.3, VIT_216s0039g02490.1
OG0010463	Solyc08g013720.3.1	VIT_203s0017g02300.1
OG0010464	Solyc12g027750.2.1, Solyc12g027740.2.1	VIT_217s0000g07600.1, VIT_217s0000g07600.2, VIT_217s0000g07600.3
OG0010465	Solyc12g036170.2.1	VIT_200s1547g00010.1, VIT_200s1596g00010.1
OG0010466	Solyc11g005960.1.1	VIT_218s0001g01070.1, VIT_215s0046g01200.1
OG0010468	Solyc11g011470.2.1	VIT_214s0006g02020.1
OG0010469	Solyc01g100840.3.1	VIT_214s0060g00710.1
OG0010470	Solyc04g009210.1.1	VIT_210s0042g00570.1
OG0010471	Solyc05g005170.3.1	VIT_201s0127g00400.1, VIT_201s0127g00400.2
OG0010472	Solyc02g087290.3.1	VIT_214s0066g02390.1
OG0010473	Solyc08g076670.3.1	VIT_202s0012g01630.3, VIT_202s0012g01630.1
OG0010474	Solyc03g111700.3.1	VIT_201s0011g03120.1, VIT_201s0011g03120.3, VIT_201s0011g03120.2
OG0010475	Solyc07g044890.1.1, Solyc05g010000.1.1	VIT_201s0011g02790.1
OG0010477	Solyc12g027770.2.1	VIT_217s0053g00630.5, VIT_217s0053g00630.4, VIT_217s0053g00630.2, VIT_217s0053g00630.1, VIT_217s0053g00630.3
OG0010478	Solyc12g038980.2.1	VIT_217s0000g04640.1
OG0010479	Solyc08g076870.1.1	VIT_202s0012g01390.1
OG0010480	Solyc01g009050.3.1	VIT_206s0009g01130.2, VIT_206s0009g01130.3, VIT_206s0009g01130.1
OG0010482	Solyc05g009560.3.1	VIT_201s0011g03320.1
OG0010483	Solyc02g093620.1.1	VIT_214s0219g00200.1
OG0010484	Solyc05g008420.3.1	VIT_201s0011g04530.3, VIT_201s0011g04530.4, VIT_201s0011g04530.2, VIT_201s0011g04530.1
OG0010485	Solyc05g007060.3.1	VIT_201s0026g01630.1, VIT_201s0026g01630.2
OG0010487	Solyc02g036470.3.1	VIT_204s0069g01000.2, VIT_204s0069g01000.1
OG0010488	Solyc05g009700.3.1	VIT_201s0011g03180.1, VIT_201s0011g03180.4, VIT_201s0011g03180.2, VIT_201s0011g03180.5, VIT_201s0011g03180.3
OG0010489	Solyc03g059020.2.1	VIT_208s0007g06250.1, VIT_200s0208g00060.1
OG0010490	Solyc12g096190.2.1	VIT_214s0083g00460.3, VIT_214s0083g00460.4, VIT_214s0083g00460.2, VIT_214s0083g00460.1
OG0010491	Solyc05g056560.3.1	VIT_204s0043g00310.4, VIT_204s0043g00310.2, VIT_204s0043g00310.1, VIT_204s0043g00310.3
OG0010492	Solyc03g118130.3.1	VIT_217s0000g00110.1
OG0010493	Solyc02g085820.3.1	VIT_214s0006g03070.1
OG0010494	Solyc03g097010.3.1	VIT_216s0039g02120.1
OG0010495	Solyc03g114670.3.1, Solyc06g069350.2.1	VIT_217s0000g04720.2, VIT_217s0000g04720.3, VIT_217s0000g04720.1
OG0010496	Solyc01g088570.3.1	VIT_215s0021g00570.1, VIT_215s0021g00570.2, VIT_215s0021g00570.3
OG0010497	Solyc00g005050.3.1, Solyc04g009190.3.1	VIT_201s0150g00640.1
OG0010498	Solyc05g012440.3.1	VIT_216s0039g02250.1, VIT_216s0039g02250.2
OG0010499	Solyc11g006360.1.1	VIT_210s0071g00840.1, VIT_210s0071g00810.1, VIT_210s0071g00850.1
OG0010500	Solyc05g005680.3.1	VIT_201s0026g00200.1, VIT_201s0026g00200.3, VIT_201s0026g00200.2
OG0010501	Solyc01g009290.3.1	VIT_214s0066g02630.1
OG0010502	Solyc04g008570.3.1	VIT_211s0065g01100.1, VIT_201s0010g01900.1
OG0010503	Solyc09g007070.1.1	VIT_218s0001g04060.1
OG0010504	Solyc06g061070.3.1, Solyc08g007040.3.1	VIT_202s0012g01120.2, VIT_202s0012g01120.1
OG0010505	Solyc03g113280.3.1	VIT_217s0000g05620.1
OG0010506	Solyc04g009030.3.1, Solyc02g020940.3.1	VIT_214s0068g00680.3, VIT_214s0068g00680.1
OG0010507	Solyc04g025670.3.1, Solyc04g025715.1.1	VIT_201s0026g00750.1
OG0010508	Solyc08g077990.3.1	VIT_215s0021g01380.1, VIT_200s0616g00030.1
OG0010509	Solyc05g014160.3.1	VIT_201s0010g02160.1, VIT_201s0010g02160.2
OG0010510	Solyc01g090510.2.1	VIT_204s0008g07050.1
OG0010511	Solyc08g083260.3.1	VIT_217s0000g01420.1
OG0010512	Solyc01g088530.2.1	VIT_215s0021g00520.1
OG0010513	Solyc05g008040.3.1	VIT_201s0011g04880.1, VIT_201s0011g04880.4, VIT_201s0011g04880.3, VIT_201s0011g04880.2
OG0010514	Solyc05g053390.3.1	VIT_205s0077g00740.1, VIT_205s0077g00740.2, VIT_205s0077g00740.3
OG0010515	Solyc01g010970.3.1	VIT_203s0038g00830.1, VIT_201s0113g00500.1
OG0010516	Solyc08g016420.3.1	VIT_210s0003g03260.1
OG0010517	Solyc01g010590.2.1	VIT_201s0026g02070.2, VIT_201s0026g02070.3, VIT_201s0026g02070.1
OG0010518	Solyc12g038370.2.1	VIT_202s0033g00930.1, VIT_202s0033g00930.2
OG0010519	Solyc05g009780.3.1	VIT_201s0011g03080.1
OG0010520	Solyc08g029150.2.1	VIT_217s0000g01990.1, VIT_217s0000g01990.3, VIT_217s0000g01990.2
OG0010521	Solyc11g069910.2.1	VIT_204s0008g06990.2, VIT_204s0008g06990.1
OG0010522	Solyc05g008370.1.1	VIT_206s0004g03340.1, VIT_201s0011g04630.1
OG0010523	Solyc01g100430.3.1	VIT_207s0005g01410.1
OG0010525	Solyc03g119570.2.1	VIT_217s0000g03760.2, VIT_217s0000g03760.1
OG0010526	Solyc12g036200.2.1	VIT_217s0000g06430.3, VIT_217s0000g06430.2, VIT_217s0000g06430.1
OG0010527	Solyc03g097210.3.1	VIT_216s0039g01580.2, VIT_216s0039g01580.1
OG0010528	Solyc02g087240.3.1	VIT_219s0027g00780.1
OG0010529	Solyc03g113900.3.1	VIT_217s0000g07760.3, VIT_217s0000g07760.1, VIT_217s0000g07760.2
OG0010530	Solyc05g010800.3.1, Solyc04g005260.2.1	VIT_201s0010g00610.2, VIT_201s0010g00610.3, VIT_201s0010g00610.1
OG0010531	Solyc03g119840.3.1	VIT_217s0000g04260.2, VIT_217s0000g04260.4, VIT_217s0000g04260.1, VIT_217s0000g04260.3
OG0010532	Solyc08g007010.3.1	VIT_202s0012g01050.1, VIT_200s0183g00250.1, VIT_202s0012g01060.1, VIT_203s0017g01730.1
OG0010533	Solyc05g007730.3.1	VIT_201s0026g02750.1
OG0010534	Solyc08g078380.3.1	VIT_200s0299g00070.1
OG0010535	Solyc03g114810.3.1	VIT_217s0000g04960.1
OG0010536	Solyc07g065780.2.1	VIT_219s0015g00960.1
OG0010537	Solyc05g008600.3.1	VIT_201s0011g04350.1
OG0010538	Solyc11g008760.2.1	VIT_201s0010g03410.1
OG0010539	Solyc01g009780.3.1	VIT_201s0146g00380.2, VIT_201s0146g00380.1
OG0010540	Solyc04g054460.3.1	VIT_205s0094g00390.1
OG0010541	Solyc06g060990.3.1	VIT_202s0012g00030.1
OG0010542	Solyc05g012460.3.1	VIT_201s0011g00770.1
OG0010543	Solyc03g118680.3.1	VIT_217s0000g02310.2, VIT_217s0000g02310.1
OG0010547	Solyc12g056060.2.1, Solyc08g008260.2.1	VIT_202s0025g01165.1
OG0010549	Solyc10g086480.2.1	VIT_208s0007g00290.1
OG0010550	Solyc10g054540.1.1	VIT_203s0017g01570.1, VIT_203s0017g01577.1
OG0010550	Solyc10g054470.1.1, Solyc10g054520.1.1	VIT_210s0003g05540.1
OG0010550	Solyc10g054490.1.1, Solyc02g070190.1.1	VIT_210s0003g05430.1
OG0010552	Solyc01g065790.1.1, Solyc01g065800.1.1	VIT_200s0246g00100.1
OG0010553	Solyc02g067120.3.1, Solyc02g088270.3.1	VIT_214s0108g01180.1
OG0010554	Solyc07g052077.1.1	VIT_219s0015g02910.3, VIT_219s0015g02540.1, VIT_219s0015g02940.1
OG0010555	Solyc11g006830.2.1	VIT_213s0101g00520.1, VIT_213s0101g00520.2
OG0010556	Solyc03g007720.3.1, Solyc03g007710.3.1, Solyc03g007700.1.1	VIT_216s0050g01780.1
OG0010557	Solyc03g094020.3.1	VIT_208s0007g05100.1, VIT_208s0007g05100.3, VIT_208s0007g05100.2
OG0010558	Solyc02g080615.1.1	VIT_210s0116g01680.1
OG0010559	Solyc04g007470.3.1	VIT_201s0011g04240.1
OG0010560	Solyc03g032240.3.1	VIT_206s0009g00990.1
OG0010561	Solyc03g078330.1.1	VIT_216s0022g02190.1
OG0010562	Solyc11g019910.1.1, Solyc03g083660.1.1, Solyc03g083700.1.1, Solyc03g083710.1.1	VIT_216s0022g00940.1
OG0010563	Solyc02g092880.3.1	VIT_207s0129g00930.3, VIT_207s0129g00930.6, VIT_207s0129g00930.2, VIT_207s0129g00930.7, VIT_207s0129g00930.1, VIT_207s0129g00930.4, VIT_207s0129g00930.5
OG0010566	Solyc11g042880.2.1	VIT_203s0038g03550.1, VIT_203s0038g03550.3, VIT_203s0038g03550.4, VIT_203s0038g03550.2
OG0010570	Solyc06g062680.2.1	VIT_207s0095g00650.1
OG0010571	Solyc06g030540.3.1	VIT_213s0084g00730.1, VIT_213s0067g00360.1, VIT_219s0027g00720.1
OG0010572	Solyc01g105165.1.1	VIT_212s0142g00420.1
OG0010573	Solyc04g016480.3.1, Solyc10g079240.2.1	VIT_208s0007g05960.1, VIT_208s0007g05980.1
OG0010575	Solyc05g055630.3.1	VIT_213s0019g04670.1, VIT_213s0019g04670.3, VIT_213s0019g04670.2
OG0010577	Solyc07g025280.1.1	VIT_202s0012g02230.1, VIT_205s0049g00580.1
OG0010584	Solyc09g098600.2.1	VIT_208s0056g00730.7, VIT_208s0056g00730.8, VIT_208s0056g00730.9, VIT_208s0056g00730.4, VIT_208s0056g00730.5, VIT_208s0056g00730.1, VIT_208s0056g00730.6, VIT_208s0056g00730.3, VIT_208s0056g00730.2
OG0010588	Solyc06g065120.1.1, Solyc06g065140.2.1	VIT_215s0045g00440.1
OG0010588	Solyc04g025585.1.1	VIT_200s0238g00060.3, VIT_200s0238g00060.1, VIT_200s0238g00060.4, VIT_200s0238g00060.2, VIT_218s0041g02350.1, VIT_218s0041g02380.1, VIT_218s0041g02470.1, VIT_218s0041g02440.3, VIT_200s0238g00080.1, VIT_218s0041g02440.2, VIT_218s0041g02440.1, VIT_218s0041g02360.1
OG0010624	Solyc06g036330.1.1	VIT_216s0050g01430.1
OG0010626	Solyc10g084060.2.1, Solyc04g040210.3.1	VIT_208s0007g05720.1
OG0010628	Solyc04g010180.3.1	VIT_213s0067g03660.1
OG0010629	Solyc10g084040.2.1	VIT_208s0040g01400.1, VIT_208s0040g01400.2
OG0010630	Solyc01g067080.3.1	VIT_205s0020g01370.1
OG0010631	Solyc09g082190.1.1, Solyc06g054130.1.1	VIT_205s0020g03650.1
OG0010632	Solyc11g071770.1.1	VIT_204s0044g01790.1
OG0010633	Solyc02g082950.3.1, Solyc02g082940.3.1, Solyc09g015350.3.1	VIT_208s0058g00480.1
OG0010634	Solyc08g075070.3.1	VIT_202s0087g00410.2, VIT_202s0087g00410.1
OG0010635	Solyc10g084880.3.1	VIT_208s0007g00860.1
OG0010636	Solyc01g101150.2.1	VIT_214s0060g00400.1
OG0010637	Solyc10g007670.3.1	VIT_212s0057g01550.1, VIT_212s0057g01550.2
OG0010639	Solyc12g099175.1.1, Solyc12g099170.2.1	VIT_205s0077g00570.1
OG0010640	Solyc01g096690.2.1	VIT_206s0004g07320.1, VIT_213s0067g01620.1
OG0010642	Solyc10g083650.1.1	VIT_208s0007g03970.1
OG0010643	Solyc11g044650.1.1, Solyc01g017485.1.1	VIT_213s0101g00210.1
OG0010644	Solyc06g076650.3.1	VIT_206s0004g05900.1
OG0010645	Solyc01g081630.3.1	VIT_213s0320g00020.2, VIT_213s0320g00020.6, VIT_213s0320g00020.1, VIT_213s0320g00020.5, VIT_213s0320g00020.8, VIT_213s0320g00020.3, VIT_213s0320g00020.4, VIT_213s0320g00020.9, VIT_213s0320g00020.10, VIT_213s0320g00020.7
OG0010646	Solyc01g067830.3.1, Solyc06g008860.3.1	VIT_207s0104g01170.1
OG0010647	Solyc06g051550.3.1	VIT_206s0061g00720.1
OG0010648	Solyc09g092260.3.1, Solyc05g053760.3.1	VIT_205s0029g00500.1
OG0010649	Solyc03g098140.3.1	VIT_207s0005g03570.2, VIT_207s0005g03570.1
OG0010650	Solyc09g005690.3.1	VIT_208s0040g02520.1
OG0010651	Solyc09g010170.3.1	VIT_208s0007g02930.1, VIT_208s0007g02930.2
OG0010652	Solyc01g103080.3.1	VIT_206s0009g01750.1
OG0010653	Solyc11g066440.2.1	VIT_206s0061g00790.1, VIT_206s0061g00790.2, VIT_206s0061g00790.3
OG0010654	Solyc08g014480.3.1	VIT_213s0067g03000.1
OG0010655	Solyc11g062400.2.1, Solyc01g008860.1.1, Solyc01g008870.1.1	VIT_206s0009g01810.1
OG0010656	Solyc11g005050.2.1, Solyc06g060080.2.1	VIT_206s0004g04380.1
OG0010657	Solyc09g082600.2.1, Solyc06g053980.3.1	VIT_205s0020g04040.1
OG0010658	Solyc01g080660.3.1	VIT_214s0030g00480.1
OG0010659	Solyc11g008710.2.1	VIT_212s0028g02100.2, VIT_212s0028g02100.1
OG0010660	Solyc04g015190.3.1	VIT_200s0780g00020.1
OG0010663	Solyc09g074660.3.1	VIT_207s0104g01480.3, VIT_207s0104g01480.1, VIT_207s0104g01480.2
OG0010664	Solyc12g055740.2.1	VIT_204s0044g02050.1
OG0010665	Solyc01g096660.3.1	VIT_213s0084g00160.1
OG0010666	Solyc01g105040.3.1	VIT_208s0007g07060.1
OG0010668	Solyc11g044940.1.1	VIT_205s0102g00370.1
OG0010669	Solyc09g057640.3.1	VIT_200s0580g00010.1
OG0010670	Solyc09g008860.3.1	VIT_208s0007g04150.1
OG0010671	Solyc09g010730.1.1, Solyc06g076060.1.1	VIT_208s0007g00270.1
OG0010672	Solyc12g098360.2.1	VIT_205s0136g00320.1, VIT_205s0136g00390.1, VIT_205s0136g00390.2
OG0010673	Solyc11g068550.1.1	VIT_206s0080g00590.1
OG0010674	Solyc02g080650.3.1	VIT_204s0044g01190.1
OG0010675	Solyc10g085380.2.1	VIT_208s0058g00790.1
OG0010676	Solyc03g025860.3.1	VIT_216s0050g00060.1
OG0010678	Solyc05g012257.1.1	VIT_209s0002g06540.1, VIT_209s0002g06540.2
OG0010681	Solyc08g007440.2.1	VIT_213s0019g01270.1
OG0010682	Solyc09g009150.1.1	VIT_208s0007g03860.1
OG0010683	Solyc01g097130.3.1	VIT_212s0055g00750.1
OG0010684	Solyc06g009375.1.1, Solyc06g009370.3.1, Solyc06g008620.1.1	VIT_207s0005g02130.1
OG0010685	Solyc06g009190.3.1, Solyc09g075350.3.1	VIT_207s0005g00730.1
OG0010686	Solyc12g043100.2.1	VIT_209s0002g04690.1, VIT_209s0002g04690.2
OG0010687	Solyc09g014415.1.1	VIT_208s0007g01990.1
OG0010688	Solyc12g036000.1.1, Solyc04g024560.2.1, Solyc05g041680.1.1, Solyc05g026320.1.1, Solyc03g020090.1.1, Solyc09g031800.1.1, Solyc01g017060.2.1, Solyc06g048990.1.1, Solyc10g012230.1.1, Solyc12g036720.1.1, Solyc02g011970.1.1	VIT_208s0056g00450.1
OG0010691	Solyc08g080250.3.1	VIT_215s0021g00370.1
OG0010692	Solyc09g090820.3.1	VIT_205s0049g02210.1, VIT_205s0049g02150.1, VIT_205s0049g02200.1
OG0010693	Solyc02g077410.3.1	VIT_210s0003g00530.1
OG0010694	Solyc09g090540.3.1	VIT_205s0049g01730.1
OG0010696	Solyc01g080050.3.1	VIT_205s0020g02700.1
OG0010697	Solyc10g077040.2.1	VIT_208s0040g00390.2, VIT_208s0040g00390.3, VIT_208s0040g00390.1
OG0010698	Solyc09g060110.3.1	VIT_207s0005g06500.1, VIT_207s0005g06500.5, VIT_207s0005g06500.4, VIT_207s0005g06500.3, VIT_207s0005g06500.2
OG0010699	Solyc01g065630.1.1, Solyc02g011750.1.1, Solyc01g065593.1.1, Solyc11g044600.2.1, Solyc10g047420.2.1	VIT_200s0246g00190.1
OG0010699	Solyc01g065597.1.1, Solyc01g065610.1.1	VIT_200s0246g00180.1
OG0010700	Solyc10g018120.2.1	VIT_213s0067g02050.1
OG0010701	Solyc01g068190.3.1	VIT_213s0019g01750.1
OG0010702	Solyc01g066453.1.1	VIT_214s0060g01940.2, VIT_205s0077g01990.2
OG0010704	Solyc09g065300.3.1	VIT_207s0151g00950.2, VIT_207s0151g00950.1
OG0010707	Solyc12g098520.2.1	VIT_205s0029g00350.1
OG0010708	Solyc09g075660.3.1, Solyc06g084610.3.1	VIT_207s0005g01130.1
OG0010709	Solyc06g009520.3.1	VIT_207s0005g01660.1
OG0010710	Solyc04g050540.3.1	VIT_204s0043g00700.3, VIT_204s0043g00700.2, VIT_204s0043g00700.1
OG0010712	Solyc08g068050.3.1	VIT_204s0008g04530.1
OG0010713	Solyc01g066480.3.1	VIT_205s0077g02040.1
OG0010714	Solyc06g043150.3.1	VIT_213s0019g01840.1, VIT_213s0019g01840.2
OG0010715	Solyc00g019950.1.1, Solyc01g020470.2.1, Solyc03g061560.2.1, Solyc08g065620.1.1	VIT_213s0047g00822.1
OG0010716	Solyc09g092340.3.1	VIT_205s0029g00410.1
OG0010718	Solyc06g007760.3.1	VIT_206s0004g08380.2, VIT_206s0004g08380.3, VIT_206s0004g08380.1
OG0010719	Solyc09g010110.3.1	VIT_208s0007g03000.1, VIT_208s0007g03000.2
OG0010720	Solyc01g067500.3.1	VIT_205s0020g01710.1
OG0010723	Solyc12g020110.2.1	VIT_208s0040g01020.1
OG0010724	Solyc09g075750.1.1	VIT_205s0020g03050.1
OG0010726	Solyc02g068280.3.1	VIT_204s0044g01970.2
OG0010727	Solyc02g083640.3.1	VIT_204s0023g03720.1, VIT_204s0023g03740.1
OG0010728	Solyc10g055700.2.1	VIT_203s0038g02960.1
OG0010729	Solyc11g009070.2.1	VIT_200s0391g00060.1
OG0010730	Solyc02g084750.3.1	VIT_204s0023g02640.1, VIT_204s0023g02640.2
OG0010731	Solyc03g043750.3.1	VIT_207s0031g02690.2, VIT_207s0031g02690.1
OG0010732	Solyc04g072130.2.1	VIT_218s0001g02040.1
OG0010733	Solyc02g083360.1.1	VIT_200s0264g00060.1, VIT_200s0264g00060.2
OG0010734	Solyc11g010100.2.1	VIT_207s0191g00030.1
OG0010735	Solyc04g079410.3.1	VIT_218s0001g11230.1, VIT_218s0001g11230.3, VIT_218s0001g11230.2
OG0010736	Solyc04g077010.3.1	VIT_218s0001g08240.1
OG0010737	Solyc01g107280.3.1	VIT_203s0091g00490.1, VIT_203s0091g00500.2, VIT_203s0091g00500.1, VIT_203s0091g00510.1
OG0010738	Solyc04g054500.3.1, Solyc05g051820.3.1	VIT_207s0031g01160.1
OG0010739	Solyc02g085070.1.1, Solyc02g062610.3.1	VIT_204s0023g02010.1
OG0010740	Solyc05g018880.1.1, Solyc07g039310.1.1, Solyc12g008850.2.1, Solyc03g007160.1.1	VIT_211s0016g02180.1
OG0010741	Solyc03g115900.3.1, Solyc06g069730.3.1	VIT_217s0000g06350.1
OG0010742	Solyc02g084340.2.1	VIT_204s0023g03630.3, VIT_204s0023g03630.2, VIT_204s0023g03630.1
OG0010743	Solyc01g112210.3.1	VIT_203s0038g03750.1, VIT_200s0208g00120.1
OG0010744	Solyc10g050240.2.1, Solyc01g108200.3.1	VIT_203s0063g00520.1
OG0010745	Solyc02g084660.3.1	VIT_204s0023g02800.1
OG0010747	Solyc05g056090.3.1	VIT_213s0019g03940.1
OG0010748	Solyc04g080720.3.1	VIT_218s0001g12990.1
OG0010749	Solyc04g051870.2.1	VIT_207s0031g01580.1
OG0010750	Solyc04g080900.3.1	VIT_218s0001g13310.1
OG0010751	Solyc01g110270.3.1	VIT_203s0038g00400.1
OG0010752	Solyc12g094530.1.1, Solyc04g082240.1.1	VIT_218s0001g00220.1
OG0010753	Solyc06g063430.2.1	VIT_218s0089g01120.2, VIT_218s0089g01120.3, VIT_218s0089g01120.1
OG0010754	Solyc04g081070.3.1	VIT_202s0033g00060.1
OG0010755	Solyc06g065190.1.1, Solyc11g020670.1.1	VIT_218s0117g00340.1
OG0010755	Solyc01g103780.3.1	VIT_212s0035g00690.1
OG0010756	Solyc04g082900.3.1	VIT_218s0122g00470.2, VIT_218s0122g00470.3, VIT_218s0122g00470.1
OG0010757	Solyc03g044190.3.1	VIT_207s0129g01060.1
