Orthogroup	B_vulgaris.proteins	S_lycopersicum.proteins
OG0009962	Bevul.6G231800.1.p	Solyc12g018990.2.1
OG0009963	Bevul.8G203400.1.p	Solyc03g119490.3.1
OG0009964	Bevul.3G133200.1.p	Solyc06g054420.3.1
OG0009965	Bevul.3G143400.1.p	Solyc01g079820.3.1
OG0009966	Bevul.5G138600.1.p	Solyc02g081310.3.1
OG0009968	Bevul.3G165300.1.p	Solyc09g090750.3.1
OG0009969	Bevul.7G226800.1.p	Solyc11g068460.2.1
OG0009970	Bevul.3G219600.1.p	Solyc10g077130.1.1
OG0009971	Bevul.3G225200.1.p	Solyc12g098710.2.1
OG0009972	Bevul.7G070000.1.p	Solyc09g005930.3.1
OG0009973	Bevul.7G023900.1.p	Solyc10g083270.3.1
OG0009974	Bevul.6G097400.1.p	Solyc01g103720.3.1
OG0009975	Bevul.4G122600.1.p	Solyc01g080300.3.1
OG0009978	Bevul.3G143600.1.p	Solyc01g079840.3.1
OG0009979	Bevul.2G189800.1.p, Bevul.2G189800.3.p, Bevul.2G189800.2.p	Solyc01g087180.3.1
OG0009980	Bevul.1G047000.1.p, Bevul.1G044700.1.p	Solyc01g098100.2.1
OG0009981	Bevul.3G008700.1.p	Solyc06g053600.3.1, Solyc06g053585.1.1
OG0009982	Bevul.5G137300.1.p	Solyc01g057280.2.1, Solyc07g005640.3.1
OG0009983	Bevul.6G035300.1.p	Solyc02g083950.3.1
OG0009984	Bevul.4G138200.1.p	Solyc01g097300.3.1
OG0009985	Bevul.3G122900.1.p	Solyc11g013430.2.1, Solyc11g013400.2.1
OG0009988	Bevul.3G142000.1.p	Solyc09g098110.3.1
OG0009990	Bevul.3G121300.1.p	Solyc11g008870.2.1, Solyc05g055730.3.1
OG0009992	Bevul.7G077000.2.p, Bevul.7G077000.1.p	Solyc06g084360.3.1
OG0009993	Bevul.7G190000.1.p	Solyc06g076980.3.1
OG0009994	Bevul.2G227400.2.p, Bevul.2G227400.1.p	Solyc06g051790.3.1
OG0009995	Bevul.7G057500.1.p	Solyc09g007750.3.1
OG0009996	Bevul.2G050200.1.p	Solyc01g068180.3.1
OG0009998	Bevul.3G197200.1.p	Solyc04g016080.2.1
OG0010000	Bevul.3G188500.1.p	Solyc03g051780.2.1
OG0010001	Bevul.9G025900.1.p, Bevul.3G072900.1.p	Solyc12g010220.2.1
OG0010002	Bevul.9G103600.1.p	Solyc01g112370.3.1, Solyc01g086860.3.1
OG0010003	Bevul.5G236900.1.p	Solyc09g065580.3.1
OG0010004	Bevul.6G110600.1.p	Solyc02g080790.3.1, Solyc02g080800.3.1
OG0010005	Bevul.2G039100.1.p	Solyc01g022750.3.1
OG0010006	Bevul.4G162500.1.p	Solyc04g051190.3.1
OG0010007	Bevul.7G192000.1.p	Solyc03g119430.3.1
OG0010008	Bevul.7G165400.1.p	Solyc06g082450.1.1, Solyc01g090870.1.1
OG0010009	Bevul.6G155000.1.p	Solyc01g099260.3.1
OG0010010	Bevul.4G021000.1.p	Solyc12g043020.2.1, Solyc05g053540.3.1
OG0010012	Bevul.7G086200.1.p, Bevul.7G086200.2.p	Solyc06g084480.3.1, Solyc09g074420.3.1
OG0010013	Bevul.4G150200.1.p	Solyc01g098630.3.1
OG0010014	Bevul.7G222200.1.p	Solyc09g031780.3.1
OG0010015	Bevul.7G076600.1.p, Bevul.6G126600.1.p	Solyc09g064850.3.1
OG0010016	Bevul.3G152300.1.p	Solyc01g067660.3.1
OG0010017	Bevul.7G084700.1.p	Solyc11g022620.1.1, Solyc09g015310.2.1, Solyc09g015270.2.1
OG0010017	Bevul.5G126400.1.p, Bevul.5G141300.1.p	Solyc11g022610.1.1
OG0010018	Bevul.9G066900.1.p	Solyc10g081130.2.1, Solyc10g077030.2.1
OG0010019	Bevul.4G200600.1.p	Solyc04g005630.3.1
OG0010020	Bevul.3G177300.1.p	Solyc06g005380.3.1
OG0010021	Bevul.3G102600.1.p	Solyc12g014280.2.1, Solyc09g005270.3.1
OG0010022	Bevul.4G148900.1.p	Solyc01g110960.3.1
OG0010024	Bevul.2G238700.1.p	Solyc03g096300.3.1
OG0010025	Bevul.5G238600.1.p	Solyc09g065710.1.1
OG0010026	Bevul.7G128900.1.p	Solyc01g060430.1.1, Solyc09g059570.3.1
OG0010027	Bevul.9G037800.1.p	Solyc01g089860.2.1, Solyc01g089855.1.1
OG0010028	Bevul.7G136400.1.p, Bevul.3G207700.1.p	Solyc09g056430.3.1
OG0010029	Bevul.4G153800.1.p	Solyc01g098830.3.1
OG0010030	Bevul.7G056100.1.p	Solyc10g086210.2.1
OG0010031	Bevul.7G202800.1.p	Solyc07g007700.2.1
OG0010032	Bevul.9G212100.1.p, Bevul.9G212100.2.p	Solyc10g074680.2.1
OG0010033	Bevul.3G221400.1.p	Solyc12g044640.2.1, Solyc03g121210.3.1
OG0010035	Bevul.1G080100.1.p	Solyc04g064750.2.1
OG0010036	Bevul.2G232900.2.p, Bevul.2G232900.1.p	Solyc06g005480.3.1
OG0010039	Bevul.7G207500.1.p	Solyc02g081810.3.1
OG0010040	Bevul.1G179100.1.p	Solyc01g094760.3.1
OG0010041	Bevul.9G142800.1.p	Solyc10g054860.2.1
OG0010042	Bevul.7G044000.1.p	Solyc10g085820.2.1
OG0010043	Bevul.7G216200.1.p	Solyc08g066070.1.1
OG0010044	Bevul.5G065900.1.p	Solyc08g075110.2.1
OG0010046	Bevul.3G223600.1.p	Solyc03g051960.3.1
OG0010049	Bevul.8G168300.1.p, Bevul.2G175800.1.p	Solyc07g007660.1.1
OG0010050	Bevul.3G148700.1.p	Solyc08g023493.1.1, Solyc09g082780.3.1
OG0010051	Bevul.3G181200.1.p	Solyc10g080530.2.1
OG0010052	Bevul.3G177200.1.p	Solyc07g042510.3.1, Solyc01g080330.3.1
OG0010053	Bevul.3G205100.1.p	Solyc10g079480.1.1, Solyc04g040190.1.1
OG0010054	Bevul.3G188700.1.p	Solyc02g085540.1.1
OG0010055	Bevul.6G108600.1.p	Solyc06g054260.1.1
OG0010056	Bevul.3G174300.1.p	Solyc03g063240.3.1
OG0010058	Bevul.7G092400.1.p	Solyc09g075000.3.1
OG0010059	Bevul.4G193600.1.p	Solyc04g050760.3.1
OG0010060	Bevul.3G160700.1.p	Solyc09g090690.3.1
OG0010061	Bevul.1G023700.1.p	Solyc04g081540.3.1
OG0010063	Bevul.6G052000.1.p	Solyc04g025910.1.1, Solyc05g056470.1.1
OG0010064	Bevul.2G035200.1.p	Solyc02g069800.1.1
OG0010065	Bevul.8G018500.1.p	Solyc05g051070.3.1
OG0010066	Bevul.9G118800.1.p	Solyc10g047370.2.1
OG0010067	Bevul.1G068800.1.p	Solyc04g081955.1.1
OG0010068	Bevul.1G086600.1.p	Solyc04g058200.3.1
OG0010069	Bevul.9G150000.1.p	Solyc10g074560.2.1
OG0010070	Bevul.4G176900.1.p	Solyc11g005950.2.1
OG0010071	Bevul.9G122900.1.p	Solyc01g112160.3.1
OG0010072	Bevul.1G155300.1.p	Solyc04g080670.3.1
OG0010073	Bevul.1G110500.1.p	Solyc03g113780.3.1
OG0010074	Bevul.5G146400.1.p	Solyc02g083270.4.1
OG0010075	Bevul.1G055000.1.p	Solyc04g079290.3.1
OG0010076	Bevul.1G118000.1.p	Solyc06g060340.3.1
OG0010077	Bevul.1G067800.1.p	Solyc12g056730.1.1, Solyc00g009090.3.1
OG0010078	Bevul.2G119600.1.p, Bevul.2G119600.3.p, Bevul.2G119600.2.p, Bevul.2G119600.4.p	Solyc11g008970.1.1
OG0010079	Bevul.4G041600.1.p	Solyc02g062680.3.1
OG0010080	Bevul.6G098300.1.p	Solyc11g010360.2.1, Solyc05g051440.1.1, Solyc04g014230.1.1
OG0010081	Bevul.6G006400.1.p	Solyc02g093020.3.1
OG0010082	Bevul.1G031100.1.p	Solyc12g094390.1.1, Solyc04g081960.1.1
OG0010083	Bevul.8G123100.1.p	Solyc01g087650.3.1
OG0010084	Bevul.9G217400.1.p	Solyc02g063440.3.1, Solyc01g106310.3.1, Solyc01g106300.3.1
OG0010085	Bevul.6G008900.1.p	Solyc02g092810.3.1
OG0010086	Bevul.6G013300.1.p	Solyc03g044020.3.1
OG0010087	Bevul.4G178300.1.p	Solyc01g068290.3.1
OG0010088	Bevul.6G220000.1.p	Solyc02g082970.1.1
OG0010089	Bevul.6G002200.1.p	Solyc02g090870.1.1
OG0010090	Bevul.1G069000.1.p	Solyc04g072010.3.1
OG0010091	Bevul.9G034400.1.p	Solyc07g045510.3.1, Solyc07g045500.1.1
OG0010092	Bevul.2G220600.1.p	Solyc09g008730.3.1
OG0010093	Bevul.1G118200.1.p	Solyc04g071630.3.1
OG0010094	Bevul.8G017100.1.p	Solyc02g077310.3.1
OG0010095	Bevul.1G192500.1.p	Solyc05g050570.3.1
OG0010096	Bevul.6G062700.1.p	Solyc02g083500.3.1
OG0010097	Bevul.7G161800.1.p	Solyc04g074160.2.1
OG0010098	Bevul.6G009800.1.p	Solyc02g092783.1.1
OG0010098	Bevul.1G005500.1.p	Solyc04g078170.2.1
OG0010099	Bevul.9G154200.1.p	Solyc01g100100.3.1, Solyc01g100095.1.1
OG0010100	Bevul.2G168400.1.p	Solyc03g078080.3.1
OG0010101	Bevul.6G103200.1.p	Solyc04g011900.3.1
OG0010102	Bevul.3G026400.1.p	Solyc03g081220.1.1
OG0010104	Bevul.6G103400.1.p	Solyc04g053120.3.1
OG0010105	Bevul.6G054000.1.p	Solyc11g005660.2.1
OG0010106	Bevul.1G038000.1.p	Solyc04g082250.3.1
OG0010108	Bevul.9G212300.1.p	Solyc04g008800.3.1
OG0010109	Bevul.1G217800.1.p	Solyc11g013083.1.1
OG0010112	Bevul.6G010600.1.p	Solyc02g092700.3.1
OG0010113	Bevul.6G166100.1.p	Solyc04g081310.3.1
OG0010114	Bevul.6G062400.1.p	Solyc02g083470.3.1
OG0010115	Bevul.1G008200.1.p	Solyc04g077775.1.1
OG0010116	Bevul.6G015000.1.p	Solyc02g092240.3.1
OG0010117	Bevul.1G217700.1.p	Solyc11g013100.2.1
OG0010118	Bevul.6G014400.1.p	Solyc12g042117.1.1, Solyc03g060520.1.1, Solyc02g092350.3.1
OG0010119	Bevul.6G065100.1.p	Solyc02g090530.3.1
OG0010123	Bevul.9G094800.1.p	Solyc07g055210.3.1
OG0010124	Bevul.4G019300.1.p, Bevul.4G019600.1.p	Solyc07g064980.3.1
OG0010125	Bevul.1G024600.1.p	Solyc12g088430.1.1, Solyc04g078060.1.1
OG0010126	Bevul.8G087000.1.p	Solyc02g070580.1.1
OG0010127	Bevul.2G124500.1.p	Solyc01g068400.3.1
OG0010129	Bevul.2G195500.1.p	Solyc02g089560.3.1
OG0010130	Bevul.8G045700.1.p, Bevul.8G045600.1.p	Solyc04g014670.3.1
OG0010131	Bevul.8G044500.1.p	Solyc04g014730.3.1, Solyc11g012160.2.1
OG0010132	Bevul.3G106500.1.p	Solyc08g013930.3.1
OG0010133	Bevul.9G034800.1.p	Solyc05g024430.3.1
OG0010134	Bevul.7G110800.1.p	Solyc02g081860.2.1
OG0010135	Bevul.8G081000.1.p	Solyc02g071160.3.1
OG0010136	Bevul.4G012500.1.p	Solyc03g112750.3.1
OG0010137	Bevul.8G021900.1.p	Solyc02g077750.3.1
OG0010138	Bevul.9G021800.1.p	Solyc07g049470.3.1
OG0010139	Bevul.9G093800.1.p, Bevul.9G093800.2.p	Solyc07g055180.3.1
OG0010140	Bevul.8G027700.1.p	Solyc02g078360.3.1
OG0010142	Bevul.8G161600.1.p	Solyc07g006970.3.1
OG0010145	Bevul.6G149800.1.p	Solyc07g055940.2.1
OG0010146	Bevul.4G046300.1.p	Solyc07g063960.3.1
OG0010147	Bevul.9G095800.1.p	Solyc07g055260.3.1
OG0010148	Bevul.7G145700.1.p	Solyc03g110905.1.1
OG0010149	Bevul.8G120400.1.p	Solyc11g033280.2.1
OG0010150	Bevul.9G193600.1.p	Solyc03g116570.3.1
OG0010151	Bevul.8G122000.1.p	Solyc11g069860.2.1
OG0010153	Bevul.8G141000.1.p	Solyc02g082080.1.1
OG0010155	Bevul.7G166600.1.p	Solyc12g049410.2.1
OG0010156	Bevul.9G192400.1.p	Solyc03g116720.2.1
OG0010159	Bevul.1G186800.1.p	Solyc01g095480.3.1
OG0010160	Bevul.8G154200.1.p	Solyc07g006060.3.1
OG0010161	Bevul.3G062500.1.p	Solyc05g032880.3.1
OG0010162	Bevul.2G141500.1.p	Solyc08g062950.3.1
OG0010163	Bevul.3G037500.1.p	Solyc03g083245.1.1
OG0010164	Bevul.2G165600.2.p, Bevul.2G165600.1.p	Solyc08g068200.3.1
OG0010166	Bevul.7G173900.1.p	Solyc08g062860.3.1
OG0010167	Bevul.8G160700.1.p	Solyc07g005240.3.1
OG0010168	Bevul.7G149600.1.p	Solyc06g063360.4.1
OG0010169	Bevul.1G133500.1.p	Solyc01g091080.3.1
OG0010170	Bevul.8G201800.1.p	Solyc12g008450.2.1
OG0010171	Bevul.3G042900.1.p	Solyc03g007340.3.1
OG0010172	Bevul.8G122300.1.p	Solyc07g032250.3.1
OG0010174	Bevul.8G036800.1.p	Solyc07g005510.3.1
OG0010175	Bevul.5G014000.1.p	Solyc08g082690.2.1, Solyc08g082685.1.1
OG0010177	Bevul.5G029700.1.p	Solyc08g081230.1.1, Solyc08g008070.1.1
OG0010178	Bevul.8G198800.1.p	Solyc12g008320.2.1, Solyc05g018230.3.1
OG0010179	Bevul.7G170900.1.p, Bevul.3G081800.1.p	Solyc03g006900.2.1
OG0010180	Bevul.9G199400.1.p	Solyc03g119940.3.1
OG0010181	Bevul.7G194600.1.p	Solyc01g081490.3.1
OG0010182	Bevul.8G208100.1.p	Solyc07g014730.3.1
OG0010183	Bevul.3G069500.1.p	Solyc06g035960.3.1, Solyc03g025720.3.1
OG0010184	Bevul.8G117500.1.p	Solyc07g006920.3.1
OG0010185	Bevul.8G057400.1.p	Solyc10g005280.1.1
OG0010186	Bevul.2G132700.1.p	Solyc06g073150.3.1, Solyc11g017300.2.1
OG0010187	Bevul.5G037000.1.p	Solyc08g080140.3.1
OG0010188	Bevul.9G191300.1.p	Solyc03g117490.3.1
OG0010189	Bevul.2G158300.1.p, Bevul.2G158300.2.p	Solyc08g066570.2.1
OG0010190	Bevul.5G034200.1.p	Solyc08g080510.3.1
OG0010191	Bevul.7G167200.1.p	Solyc12g049390.2.1, Solyc03g122250.3.1
OG0010193	Bevul.8G201900.1.p	Solyc12g008460.2.1
OG0010194	Bevul.8G144100.1.p	Solyc07g042150.3.1
OG0010195	Bevul.1G009800.1.p	Solyc06g073490.1.1
OG0010196	Bevul.6G248500.1.p	Solyc05g006580.3.1
OG0010197	Bevul.8G133100.1.p	Solyc07g041020.3.1
OG0010198	Bevul.1G132500.1.p	Solyc05g050960.3.1
OG0010199	Bevul.1G186400.1.p	Solyc08g081850.1.1, Solyc01g095440.2.1
OG0010200	Bevul.2G024000.1.p	Solyc08g061140.3.1
OG0010201	Bevul.7G075400.2.p, Bevul.7G075400.1.p, Bevul.7G075400.3.p	Solyc03g124040.3.1
OG0010202	Bevul.5G068600.1.p	Solyc06g060790.1.1
OG0010203	Bevul.7G057300.1.p	Solyc02g085930.3.1
OG0010204	Bevul.6G000800.1.p	Solyc02g065000.1.1
OG0010204	Bevul.1G034600.1.p	Solyc01g108190.3.1
OG0010205	Bevul.2G010900.1.p	Solyc08g006720.3.1
OG0010206	Bevul.7G150300.1.p	Solyc05g047390.1.1, Solyc07g015970.2.1
OG0010207	Bevul.8G193200.1.p	Solyc12g007100.2.1
OG0010208	Bevul.1G183100.1.p	Solyc01g095110.3.1
OG0010210	Bevul.1G198100.1.p	Solyc10g009260.1.1
OG0010211	Bevul.2G135900.1.p	Solyc08g061630.3.1
OG0010213	Bevul.8G185600.1.p	Solyc09g065600.3.1, Solyc09g065595.1.1
OG0010214	Bevul.8G109000.1.p	Solyc03g117740.3.1
OG0010215	Bevul.6G161100.1.p	Solyc11g005900.2.1
OG0010216	Bevul.5G059600.1.p	Solyc08g082970.3.1, Solyc08g008510.3.1
OG0010217	Bevul.8G106300.1.p	Solyc06g068670.3.1, Solyc03g117890.3.1
OG0010219	Bevul.5G039400.1.p	Solyc08g080040.3.1
OG0010220	Bevul.8G155200.1.p, Bevul.3G084900.1.p	Solyc03g117350.1.1
OG0010221	Bevul.8G199900.1.p	Solyc05g018150.3.1
OG0010222	Bevul.3G066600.1.p	Solyc03g025430.1.1
OG0010223	Bevul.6G003500.1.p	Solyc02g093300.3.1
OG0010224	Bevul.8G147800.1.p	Solyc07g042570.3.1
OG0010225	Bevul.8G152700.1.p	Solyc05g013400.3.1
OG0010226	Bevul.8G183900.1.p	Solyc08g067050.3.1
OG0010227	Bevul.7G089700.1.p, Bevul.7G089700.3.p, Bevul.7G089700.2.p	Solyc01g088670.2.1
OG0010228	Bevul.1G182100.1.p	Solyc01g095010.3.1
OG0010229	Bevul.4G092700.1.p	Solyc07g056040.3.1, Solyc10g007660.3.1
OG0010230	Bevul.5G150600.1.p	Solyc06g068500.3.1, Solyc03g117590.3.1
OG0010231	Bevul.2G019600.1.p	Solyc08g067430.3.1
OG0010232	Bevul.8G187100.1.p	Solyc12g006710.2.1
OG0010233	Bevul.5G023700.1.p	Solyc08g008170.3.1
OG0010234	Bevul.9G193800.1.p, Bevul.9G193800.2.p, Bevul.9G193800.4.p, Bevul.9G193800.3.p	Solyc03g116560.1.1
OG0010235	Bevul.5G015000.1.p	Solyc08g082580.3.1
OG0010236	Bevul.2G118400.3.p, Bevul.2G118400.2.p, Bevul.2G118400.1.p	Solyc12g009390.2.1
OG0010237	Bevul.5G162600.1.p	Solyc11g012100.2.1
OG0010238	Bevul.2G010200.1.p	Solyc08g029160.1.1, Solyc04g049790.3.1
OG0010239	Bevul.1G195400.1.p	Solyc10g009340.1.1
OG0010240	Bevul.9G209800.1.p	Solyc12g044300.2.1
OG0010241	Bevul.1G143500.1.p	Solyc01g090270.3.1
OG0010242	Bevul.5G019900.1.p	Solyc08g082070.3.1
OG0010243	Bevul.3G065700.1.p	Solyc03g025310.3.1
OG0010246	Bevul.2G176800.1.p	Solyc06g017970.3.1
OG0010247	Bevul.2G011600.2.p, Bevul.2G011600.1.p	Solyc08g006780.3.1, Solyc12g009980.2.1
OG0010248	Bevul.1G047900.1.p	Solyc04g082760.3.1
OG0010249	Bevul.7G167100.1.p	Solyc03g122240.3.1, Solyc06g062990.2.1
OG0010250	Bevul.2G081800.1.p	Solyc06g036350.3.1, Solyc03g007660.3.1
OG0010251	Bevul.3G080600.1.p	Solyc03g006850.3.1, Solyc11g072300.2.1
OG0010252	Bevul.7G230800.1.p	Solyc11g067080.2.1
OG0010253	Bevul.9G102300.1.p	Solyc11g066690.2.1
OG0010254	Bevul.8G048900.1.p	Solyc02g081080.3.1
OG0010255	Bevul.8G065400.1.p	Solyc02g079810.2.1
OG0010256	Bevul.9G087800.2.p, Bevul.9G087800.3.p, Bevul.9G087800.1.p	Solyc07g053310.3.1
OG0010257	Bevul.4G094600.1.p	Solyc07g066370.3.1
OG0010258	Bevul.6G215800.1.p	Solyc04g076370.3.1
OG0010259	Bevul.9G041400.1.p	Solyc11g066350.2.1
OG0010260	Bevul.8G100100.1.p	Solyc02g022830.3.1
OG0010261	Bevul.5G120100.1.p	Solyc10g081360.2.1
OG0010262	Bevul.7G032400.1.p, Bevul.7G032400.3.p, Bevul.7G032400.2.p	Solyc09g009170.3.1
OG0010263	Bevul.8G006200.1.p	Solyc02g072520.3.1
OG0010264	Bevul.4G225900.1.p, Bevul.4G223300.1.p	Solyc04g056746.1.1, Solyc02g088140.2.1
OG0010265	Bevul.5G247000.1.p	Solyc09g066290.3.1
OG0010266	Bevul.3G026000.1.p	Solyc03g081200.2.1, Solyc03g097340.1.1, Solyc03g081210.1.1
OG0010267	Bevul.9G092000.1.p	Solyc12g010900.1.1, Solyc07g055120.3.1
OG0010268	Bevul.8G079400.1.p	Solyc02g071280.3.1
OG0010269	Bevul.5G055100.1.p	Solyc09g013100.3.1, Solyc09g015475.1.1, Solyc09g015470.3.1
OG0010270	Bevul.7G215600.1.p	Solyc11g072740.1.1
OG0010271	Bevul.1G066600.1.p	Solyc07g056220.3.1
OG0010272	Bevul.8G208200.1.p	Solyc12g010810.1.1
OG0010273	Bevul.7G056800.1.p	Solyc09g007800.3.1
OG0010274	Bevul.5G073100.1.p	Solyc08g078120.1.1, Solyc08g078115.1.1
OG0010275	Bevul.7G046700.1.p	Solyc09g008450.3.1, Solyc10g083870.2.1
OG0010276	Bevul.7G196600.1.p, Bevul.2G236400.1.p	Solyc06g076660.3.1
OG0010277	Bevul.3G195800.1.p	Solyc04g015760.3.1
OG0010278	Bevul.4G030200.1.p	Solyc12g005070.2.1
OG0010280	Bevul.5G049600.1.p	Solyc09g005250.3.1
OG0010281	Bevul.7G204400.1.p	Solyc06g076260.3.1
OG0010282	Bevul.4G104900.1.p	Solyc11g006860.2.1
OG0010283	Bevul.3G221000.1.p	Solyc01g056720.3.1
OG0010284	Bevul.2G246200.1.p	Solyc01g103190.3.1
OG0010285	Bevul.8G195400.1.p	Solyc01g080310.3.1
OG0010286	Bevul.4G024900.1.p	Solyc07g064850.3.1
OG0010287	Bevul.7G228600.1.p	Solyc01g009470.2.1, Solyc11g067250.2.1
OG0010288	Bevul.4G101300.1.p	Solyc11g007590.2.1
OG0010289	Bevul.4G100800.1.p	Solyc05g055430.3.1
OG0010291	Bevul.4G250600.1.p	Solyc01g005520.3.1
OG0010292	Bevul.7G194200.1.p	Solyc07g061900.3.1
OG0010293	Bevul.9G005600.1.p	Solyc05g007230.3.1
OG0010294	Bevul.9G096700.1.p	Solyc11g066560.3.1, Solyc06g074740.3.1
OG0010295	Bevul.8G054100.1.p	Solyc12g005060.1.1
OG0010296	Bevul.2G237000.1.p	Solyc07g009160.3.1, Solyc10g005780.3.1
OG0010297	Bevul.9G050900.1.p	Solyc11g069390.1.1, Solyc06g016790.2.1
OG0010298	Bevul.5G056800.1.p	Solyc09g015180.3.1
OG0010299	Bevul.3G039900.1.p	Solyc03g083430.3.1
OG0010301	Bevul.4G242000.1.p	Solyc01g014495.1.1, Solyc01g014490.3.1
OG0010302	Bevul.2G119000.1.p	Solyc12g017420.2.1
OG0010303	Bevul.7G180900.1.p	Solyc11g071890.2.1
OG0010304	Bevul.4G080300.1.p	Solyc10g007400.3.1
OG0010305	Bevul.8G137600.1.p	Solyc09g098150.3.1
OG0010306	Bevul.2G183200.1.p	Solyc06g050250.1.1
OG0010307	Bevul.7G199700.1.p	Solyc01g103440.3.1
OG0010308	Bevul.7G208600.1.p	Solyc06g076000.1.1
OG0010309	Bevul.4G006600.1.p	Solyc12g015710.2.1
OG0010310	Bevul.5G136900.1.p	Solyc09g013110.3.1
OG0010311	Bevul.8G024700.1.p	Solyc02g077990.3.1
OG0010312	Bevul.9G176600.1.p	Solyc04g080000.1.1
OG0010313	Bevul.3G206000.1.p	Solyc10g079620.2.1
OG0010314	Bevul.2G247800.1.p	Solyc06g051010.1.1, Solyc06g051020.2.1, Solyc03g095850.1.1
OG0010315	Bevul.5G134000.1.p	Solyc10g086510.2.1
OG0010316	Bevul.6G129400.1.p	Solyc04g007250.1.1, Solyc05g009420.1.1
OG0010317	Bevul.4G235500.1.p, Bevul.4G235300.1.p	Solyc11g065730.2.1
OG0010318	Bevul.3G231800.1.p	Solyc01g104470.3.1
OG0010319	Bevul.5G117500.1.p	Solyc03g020020.3.1
OG0010320	Bevul.9G022200.1.p	Solyc07g049450.3.1
OG0010321	Bevul.4G105300.1.p	Solyc11g006720.2.1, Solyc05g055240.3.1
OG0010322	Bevul.8G150300.1.p	Solyc02g090010.2.1
OG0010323	Bevul.8G038800.1.p	Solyc11g012610.2.1, Solyc04g014850.3.1
OG0010324	Bevul.3G217100.1.p	Solyc02g020980.3.1
OG0010325	Bevul.9G051900.1.p	Solyc11g069290.2.1
OG0010326	Bevul.3G104200.1.p	Solyc06g082160.3.1
OG0010327	Bevul.3G199600.1.p	Solyc10g079900.2.1, Solyc04g016290.3.1
OG0010328	Bevul.4G219200.1.p	Solyc11g072090.2.1
OG0010329	Bevul.3G167400.1.p	Solyc02g032920.3.1
OG0010330	Bevul.8G095300.1.p	Solyc02g021640.3.1
OG0010331	Bevul.5G138800.1.p	Solyc07g054680.3.1
OG0010332	Bevul.7G231000.1.p	Solyc11g067060.3.1
OG0010333	Bevul.8G209600.1.p	Solyc07g049310.3.1
OG0010334	Bevul.4G242600.1.p	Solyc03g063290.3.1, Solyc01g006480.3.1
OG0010335	Bevul.3G195700.1.p	Solyc02g087600.3.1
OG0010336	Bevul.3G153600.1.p	Solyc01g067530.3.1
OG0010337	Bevul.7G064300.1.p	Solyc09g007230.3.1
OG0010338	Bevul.2G112500.1.p	Solyc04g009540.1.1
OG0010339	Bevul.9G097900.1.p, Bevul.5G113000.1.p	Solyc10g081750.1.1
OG0010340	Bevul.8G117800.1.p	Solyc07g049690.3.1
OG0010341	Bevul.2G033900.1.p	Solyc01g096550.3.1
OG0010342	Bevul.3G120700.1.p	Solyc09g014320.3.1
OG0010343	Bevul.7G221800.1.p	Solyc06g082380.3.1
OG0010344	Bevul.5G150300.1.p	Solyc03g117570.3.1
OG0010345	Bevul.8G023500.1.p	Solyc06g008730.3.1
OG0010346	Bevul.4G240400.1.p	Solyc11g061720.1.1
OG0010347	Bevul.7G196100.1.p	Solyc06g005990.3.1
OG0010348	Bevul.4G191700.1.p	Solyc02g094250.3.1, Solyc04g009570.3.1
OG0010349	Bevul.4G239100.1.p	Solyc11g062250.1.1
OG0010350	Bevul.8G179000.1.p, Bevul.3G083600.1.p	Solyc03g031700.3.1, Solyc02g080440.3.1
OG0010351	Bevul.9G160400.1.p	Solyc01g110385.1.1
OG0010352	Bevul.5G147500.1.p	Solyc03g119410.1.1
OG0010353	Bevul.5G130800.1.p	Solyc06g084440.3.1
OG0010354	Bevul.2G075600.1.p	Solyc09g066470.3.1
OG0010355	Bevul.6G060100.1.p	Solyc11g010690.2.1
OG0010356	Bevul.6G145400.1.p	Solyc01g103680.3.1
OG0010357	Bevul.3G118600.1.p	Solyc04g008520.3.1
OG0010358	Bevul.4G155500.1.p	Solyc01g099270.2.1
OG0010359	Bevul.6G055500.1.p	Solyc11g005390.2.1
OG0010360	Bevul.2G053200.1.p	Solyc10g005530.3.1
OG0010361	Bevul.4G189600.1.p	Solyc05g056350.3.1
OG0010362	Bevul.3G135500.1.p	Solyc04g080100.3.1, Solyc07g025370.3.1
OG0010363	Bevul.7G053200.1.p	Solyc06g005860.2.1
OG0010364	Bevul.5G054800.1.p	Solyc01g103100.3.1
OG0010365	Bevul.5G018200.1.p	Solyc08g082210.3.1, Solyc08g008305.1.1
OG0010366	Bevul.3G007300.1.p	Solyc09g090280.2.1
OG0010367	Bevul.3G013000.1.p	Solyc03g097300.3.1
OG0010368	Bevul.3G092100.1.p	Solyc05g051640.3.1, Solyc03g093330.3.1
OG0010370	Bevul.6G086700.1.p	Solyc03g118800.3.1
OG0010371	Bevul.6G199100.1.p	Solyc01g009715.1.1, Solyc01g009720.2.1
OG0010372	Bevul.3G060800.1.p	Solyc05g053380.3.1, Solyc01g058540.3.1, Solyc01g079260.3.1
OG0010373	Bevul.7G100400.1.p	Solyc09g075200.3.1
OG0010374	Bevul.1G074600.1.p	Solyc11g005370.2.1
OG0010375	Bevul.7G128200.1.p	Solyc09g059950.3.1
OG0010376	Bevul.9G183700.2.p, Bevul.9G183700.3.p, Bevul.9G183700.1.p	Solyc04g056410.3.1
OG0010377	Bevul.3G227500.1.p	Solyc09g098040.3.1
OG0010378	Bevul.3G149100.1.p	Solyc06g054490.3.1, Solyc01g080530.3.1
