Orthogroup	D_spatulata.proteins	A_hypochondriacus.proteins
OG0010498	Ds_00004363-RA	AH009430-RA
OG0010499	Ds_00004197-RA	AH000635-RA
OG0010500	Ds_00009026-RA	AH004768-RA
OG0010501	Ds_00003205-RA	AH019378-RA
OG0010502	Ds_00012585-RA	AH011994-RA, AH019664-RA
OG0010503	Ds_00000556-RA, Ds_00015294-RA	AH008587-RA
OG0010505	Ds_00016241-RA	AH017625-RA
OG0010507	Ds_00009007-RA	AH014441-RA
OG0010508	Ds_00015480-RA	AH018267-RA
OG0010510	Ds_00003157-RA	AH022077-RA
OG0010511	Ds_00003859-RA	AH002989-RA
OG0010512	Ds_00001539-RA	AH009329-RA
OG0010513	Ds_00005905-RA	AH005350-RA
OG0010514	Ds_00005053-RA	AH019795-RA
OG0010515	Ds_00010543-RA	AH004343-RA
OG0010516	Ds_00009489-RA	AH014715-RA
OG0010518	Ds_00002535-RA	AH017437-RA
OG0010519	Ds_00009984-RA	AH005416-RA
OG0010521	Ds_00011091-RA	AH005272-RA, AH004223-RA
OG0010522	Ds_00005896-RA	AH010427-RA
OG0010523	Ds_00016674-RA, Ds_00013094-RA	AH015728-RA, AH002697-RA
OG0010524	Ds_00013523-RA	AH018408-RA
OG0010526	Ds_00016184-RA	AH002841-RA, AH002842-RA
OG0010527	Ds_00005560-RA	AH019897-RA
OG0010528	Ds_00009186-RA	AH004515-RA, AH004933-RA
OG0010529	Ds_00016263-RA	AH017319-RA
OG0010530	Ds_00012371-RA	AH005372-RA
OG0010532	Ds_00011812-RA	AH018337-RA
OG0010533	Ds_00010553-RA	AH004355-RA
OG0010534	Ds_00001371-RA, Ds_00013953-RA	AH008606-RA
OG0010535	Ds_00010632-RA	AH002904-RA, AH017466-RA
OG0010536	Ds_00001686-RA	AH006966-RA
OG0010537	Ds_00006525-RA	AH012639-RA
OG0010538	Ds_00006109-RA, Ds_00017429-RA	AH009261-RA
OG0010539	Ds_00010586-RA	AH005227-RA, AH004579-RA
OG0010541	Ds_00013269-RA	AH011463-RA
OG0010542	Ds_00010516-RA	AH005556-RA
OG0010543	Ds_00000384-RA	AH017194-RA
OG0010544	Ds_00013271-RA	AH018241-RA, AH018242-RA
OG0010545	Ds_00014381-RA	AH019315-RA
OG0010546	Ds_00000778-RA	AH004619-RA, AH004620-RA, AH005124-RA, AH019303-RA
OG0010549	Ds_00010362-RA	AH019113-RA
OG0010551	Ds_00007202-RA, Ds_00009657-RA	AH020651-RA, AH010198-RA
OG0010552	Ds_00011693-RA	AH015459-RA, AH015457-RA
OG0010553	Ds_00006882-RA	AH015801-RA
OG0010555	Ds_00006059-RA	AH010220-RA, AH020174-RA
OG0010557	Ds_00000863-RA	AH020442-RA
OG0010558	Ds_00013382-RA	AH014987-RA
OG0010559	Ds_00005886-RA	AH005496-RA
OG0010560	Ds_00011322-RA	AH004298-RA, AH004955-RA
OG0010561	Ds_00012014-RA	AH012245-RA, AH012221-RA, AH012306-RA, AH012305-RA
OG0010564	Ds_00005272-RA	AH001166-RA
OG0010566	Ds_00000081-RA	AH002325-RA
OG0010624	Ds_00005694-RA	AH012093-RA, AH016726-RA
OG0010629	Ds_00013714-RA	AH022013-RA
OG0010630	Ds_00008697-RA	AH007016-RA
OG0010631	Ds_00003150-RA	AH019815-RA
OG0010632	Ds_00004145-RA	AH013861-RA
OG0010634	Ds_00017048-RA	AH000988-RA
OG0010635	Ds_00010783-RA	AH018971-RA
OG0010637	Ds_00004673-RA	AH008742-RA
OG0010639	Ds_00003235-RA	AH011601-RA
OG0010642	Ds_00008736-RA	AH012668-RA
OG0010644	Ds_00011604-RA	AH001184-RA
OG0010646	Ds_00003080-RA	AH019055-RA
OG0010647	Ds_00004129-RA	AH000224-RA
OG0010648	Ds_00005712-RA	AH020579-RA
OG0010649	Ds_00006256-RA	AH007871-RA
OG0010651	Ds_00014329-RA	AH021788-RA
OG0010652	Ds_00015127-RA	AH004221-RA
OG0010653	Ds_00005230-RA	AH001232-RA
OG0010654	Ds_00006446-RA	AH015683-RA
OG0010657	Ds_00004204-RA, Ds_00002674-RA	AH019833-RA
OG0010659	Ds_00004559-RA	AH002557-RA
OG0010660	Ds_00011168-RA	AH021423-RA, AH014852-RA
OG0010663	Ds_00004723-RA	AH012841-RA
OG0010664	Ds_00015153-RA	AH013454-RA
OG0010665	Ds_00011941-RA	AH019340-RA
OG0010666	Ds_00002701-RA	AH006911-RA
OG0010668	Ds_00014661-RA	AH022669-RA
OG0010669	Ds_00007427-RA	AH013613-RA
OG0010670	Ds_00017152-RA	AH021861-RA, AH022262-RA
OG0010672	Ds_00005541-RA	AH020599-RA
OG0010673	Ds_00010157-RA	AH013240-RA
OG0010674	Ds_00008789-RA	AH009204-RA
OG0010675	Ds_00003600-RA	AH013209-RA, AH022441-RA
OG0010677	Ds_00004590-RA	AH009699-RA
OG0010678	Ds_00001533-RA	AH009309-RA
OG0010679	Ds_00014651-RA	AH020069-RA, AH011667-RA
OG0010680	Ds_00002666-RA	AH006991-RA
OG0010681	Ds_00016733-RA	AH018553-RA
OG0010682	Ds_00008732-RA	AH012659-RA
OG0010684	Ds_00001029-RA	AH017280-RA
OG0010686	Ds_00000713-RA	AH000454-RA
OG0010687	Ds_00012618-RA	AH012715-RA
OG0010690	Ds_00001041-RA	AH017672-RA
OG0010691	Ds_00006754-RA	AH003896-RA
OG0010692	Ds_00012401-RA	AH007005-RA
OG0010693	Ds_00011520-RA, Ds_00010848-RA	AH015277-RA
OG0010695	Ds_00005710-RA	AH020586-RA
OG0010696	Ds_00004645-RA	AH012483-RA
OG0010697	Ds_00005742-RA	AH006582-RA
OG0010700	Ds_00017677-RA	AH016318-RA, AH023153-RA
OG0010701	Ds_00004882-RA	AH015717-RA
OG0010703	Ds_00004665-RA	AH010647-RA
OG0010704	Ds_00004570-RA, Ds_00004571-RA	AH017852-RA
OG0010707	Ds_00017719-RA	AH006501-RA
OG0010709	Ds_00011819-RA	AH002709-RA
OG0010712	Ds_00009918-RA	AH015335-RA
OG0010713	Ds_00003058-RA	AH020204-RA
OG0010714	Ds_00015266-RA	AH016419-RA
OG0010716	Ds_00005715-RA	AH006493-RA
OG0010718	Ds_00010954-RA	AH003965-RA
OG0010719	Ds_00015557-RA	AH021802-RA
OG0010720	Ds_00012050-RA	AH007021-RA, AH020177-RA
OG0010721	Ds_00000172-RA	AH019799-RA
OG0010722	Ds_00001705-RA	AH009739-RA
OG0010723	Ds_00012664-RA	AH006659-RA
OG0010724	Ds_00004655-RA	AH007085-RA
OG0010727	Ds_00014465-RA	AH006456-RA
OG0010729	Ds_00017382-RA	AH006026-RA
OG0010730	Ds_00014509-RA	AH003796-RA
OG0010731	Ds_00014419-RA	AH010378-RA
OG0010733	Ds_00001436-RA	AH004969-RA
OG0010734	Ds_00003595-RA	AH005870-RA
OG0010735	Ds_00007900-RA	AH008623-RA
OG0010736	Ds_00000582-RA	AH008345-RA
OG0010739	Ds_00016600-RA	AH005761-RA
OG0010741	Ds_00016682-RA	AH017572-RA
OG0010742	Ds_00003346-RA	AH012371-RA
OG0010744	Ds_00005565-RA	AH001771-RA
OG0010745	Ds_00013207-RA	AH005809-RA
OG0010747	Ds_00012233-RA	AH023544-RA
OG0010749	Ds_00016212-RA	AH016943-RA
OG0010751	Ds_00011273-RA	AH001761-RA
OG0010754	Ds_00008881-RA	AH008948-RA
OG0010756	Ds_00017911-RA	AH006451-RA
OG0010757	Ds_00009429-RA	AH003911-RA
OG0010758	Ds_00002263-RA	AH021951-RA
OG0010759	Ds_00012997-RA	AH000790-RA, AH002291-RA
OG0010760	Ds_00003066-RA	AH022081-RA, AH012978-RA
OG0010761	Ds_00009784-RA	AH016952-RA
OG0010762	Ds_00017863-RA	AH016819-RA
OG0010763	Ds_00000373-RA	AH016232-RA
OG0010764	Ds_00002278-RA	AH016898-RA
OG0010765	Ds_00013417-RA	AH003343-RA
OG0010766	Ds_00017300-RA	AH008580-RA
OG0010770	Ds_00004189-RA	AH003557-RA, AH003556-RA
OG0010771	Ds_00018064-RA	AH015468-RA
OG0010772	Ds_00011952-RA	AH008877-RA
OG0010773	Ds_00007484-RA	AH016846-RA
OG0010775	Ds_00014012-RA	AH005299-RA
OG0010777	Ds_00009537-RA	AH000049-RA
OG0010778	Ds_00000559-RA	AH008415-RA
OG0010780	Ds_00000014-RA	AH002192-RA
OG0010781	Ds_00001495-RA	AH008457-RA, AH011962-RA
OG0010782	Ds_00000526-RA	AH005642-RA
OG0010783	Ds_00016715-RA	AH005986-RA, AH003610-RA
OG0010785	Ds_00008034-RA	AH011936-RA
OG0010786	Ds_00003003-RA	AH006927-RA
OG0010787	Ds_00012137-RA	AH001624-RA
OG0010790	Ds_00001669-RA	AH020030-RA
OG0010792	Ds_00005121-RA	AH018255-RA
OG0010794	Ds_00015900-RA	AH015176-RA, AH021566-RA
OG0010795	Ds_00004463-RA	AH014923-RA
OG0010798	Ds_00010694-RA	AH021474-RA
OG0010799	Ds_00008091-RA	AH004241-RA
OG0010800	Ds_00016108-RA	AH001117-RA
OG0010801	Ds_00000404-RA	AH008044-RA
OG0010802	Ds_00016315-RA	AH000244-RA
OG0010804	Ds_00004293-RA	AH013305-RA
OG0010806	Ds_00007366-RA	AH016089-RA
OG0010809	Ds_00004137-RA	AH001225-RA
OG0010810	Ds_00004426-RA	AH021427-RA
OG0010811	Ds_00011453-RA	AH007732-RA
OG0010814	Ds_00013673-RA	AH013096-RA
OG0010815	Ds_00013813-RA, Ds_00011182-RA	AH021435-RA
OG0010816	Ds_00011327-RA	AH018588-RA, AH018589-RA
OG0010817	Ds_00012393-RA	AH018080-RA, AH011314-RA
OG0010818	Ds_00003476-RA	AH010608-RA
OG0010821	Ds_00014785-RA, Ds_00007279-RA	AH014163-RA
OG0010822	Ds_00003592-RA	AH009640-RA
OG0010823	Ds_00012880-RA	AH020789-RA
OG0010824	Ds_00012059-RA	AH019560-RA
OG0010825	Ds_00016865-RA	AH020965-RA, AH014408-RA
OG0010826	Ds_00002804-RA	AH012740-RA
OG0010829	Ds_00012061-RA	AH019576-RA
OG0010831	Ds_00002366-RA	AH016103-RA
OG0010832	Ds_00004833-RA, Ds_00004831-RA	AH009891-RA, AH006677-RA
OG0010833	Ds_00005179-RA	AH000123-RA
OG0010834	Ds_00003416-RA	AH016012-RA
OG0010837	Ds_00012933-RA	AH012265-RA
OG0010838	Ds_00014389-RA	AH018993-RA
OG0010839	Ds_00009208-RA	AH023587-RA
OG0010840	Ds_00003973-RA	AH010666-RA
OG0010841	Ds_00011468-RA	AH020653-RA
OG0010844	Ds_00003350-RA	AH019032-RA, AH015300-RA
OG0010845	Ds_00000686-RA	AH002010-RA
OG0010846	Ds_00015715-RA	AH014067-RA
OG0010847	Ds_00014258-RA	AH016218-RA
OG0010849	Ds_00012037-RA	AH012361-RA
OG0010850	Ds_00001633-RA	AH020144-RA
OG0010853	Ds_00011330-RA	AH020903-RA
OG0010854	Ds_00009884-RA	AH018721-RA
OG0010855	Ds_00007374-RA	AH014688-RA
OG0010858	Ds_00015631-RA	AH012198-RA
OG0010859	Ds_00015716-RA	AH020763-RA
OG0010860	Ds_00008508-RA	AH017536-RA
OG0010861	Ds_00004960-RA	AH020867-RA
OG0010863	Ds_00016292-RA	AH009127-RA
OG0010864	Ds_00001554-RA	AH023538-RA
OG0010865	Ds_00001930-RA	AH015331-RA
OG0010866	Ds_00011907-RA	AH018066-RA
OG0010867	Ds_00016434-RA	AH014369-RA
OG0010868	Ds_00003514-RA, Ds_00012581-RA	AH019509-RA
OG0010869	Ds_00001572-RA	AH009075-RA
OG0010870	Ds_00015065-RA	AH020815-RA
OG0010872	Ds_00016988-RA	AH014307-RA
OG0010873	Ds_00015711-RA	AH014057-RA
OG0010874	Ds_00010415-RA	AH003568-RA
OG0010875	Ds_00004601-RA	AH009241-RA
OG0010876	Ds_00007285-RA	AH020800-RA
OG0010878	Ds_00013217-RA	AH018984-RA
OG0010879	Ds_00004955-RA	AH015564-RA, AH020842-RA
OG0010880	Ds_00004885-RA	AH018505-RA
OG0010882	Ds_00000455-RA	AH013495-RA
OG0010885	Ds_00011127-RA	AH018446-RA
OG0010886	Ds_00011201-RA	AH003481-RA
OG0010889	Ds_00014387-RA	AH014300-RA
OG0010890	Ds_00004900-RA	AH018232-RA
OG0010891	Ds_00015765-RA	AH021164-RA
OG0010892	Ds_00007688-RA	AH019728-RA
OG0010893	Ds_00012568-RA	AH012053-RA
OG0010895	Ds_00009937-RA	AH016188-RA
OG0010897	Ds_00017691-RA	AH011937-RA
OG0010898	Ds_00015450-RA	AH001958-RA
OG0010899	Ds_00013054-RA	AH020851-RA, AH014540-RA
OG0010900	Ds_00004839-RA	AH018774-RA
OG0010901	Ds_00015720-RA	AH014108-RA
OG0010902	Ds_00003424-RA	AH014249-RA
OG0010903	Ds_00002060-RA, Ds_00002061-RA	AH012653-RA
OG0010908	Ds_00000756-RA	AH000494-RA
OG0010909	Ds_00013872-RA	AH011031-RA
OG0010911	Ds_00002578-RA	AH015361-RA
OG0010912	Ds_00002570-RA	AH023308-RA
OG0010914	Ds_00016990-RA	AH021085-RA
OG0010915	Ds_00013966-RA	AH010938-RA
OG0010916	Ds_00014627-RA	AH018610-RA
OG0010919	Ds_00007291-RA	AH019592-RA
OG0010922	Ds_00014266-RA	AH013643-RA, AH006016-RA
OG0010923	Ds_00012926-RA	AH012232-RA
OG0010926	Ds_00016475-RA	AH022221-RA
OG0010927	Ds_00007922-RA	AH021160-RA, AH014261-RA
OG0010928	Ds_00011306-RA	AH016013-RA
OG0010930	Ds_00012395-RA	AH003072-RA
OG0010931	Ds_00008750-RA	AH021883-RA
OG0010932	Ds_00012396-RA	AH000822-RA, AH002249-RA
OG0010933	Ds_00012246-RA	AH021867-RA
OG0010935	Ds_00010141-RA	AH022694-RA
OG0010937	Ds_00007749-RA	AH014703-RA
OG0010938	Ds_00009676-RA	AH016315-RA
OG0010939	Ds_00002698-RA	AH020301-RA
OG0010940	Ds_00001982-RA	AH020303-RA
OG0010941	Ds_00007522-RA	AH013178-RA
OG0010942	Ds_00017339-RA	AH006327-RA
OG0010945	Ds_00014946-RA	AH011071-RA
OG0010947	Ds_00010641-RA	AH009995-RA
OG0010948	Ds_00000490-RA	AH001136-RA
OG0010949	Ds_00014336-RA	AH007659-RA
OG0010950	Ds_00014190-RA, Ds_00013237-RA	AH009485-RA
OG0010951	Ds_00015904-RA, Ds_00013974-RA, Ds_00013981-RA	AH015195-RA
OG0010952	Ds_00011744-RA	AH008186-RA
OG0010953	Ds_00007449-RA	AH007807-RA, AH010671-RA
OG0010954	Ds_00015978-RA	AH012481-RA, AH021729-RA
OG0010955	Ds_00000920-RA	AH021938-RA, AH012808-RA
OG0010956	Ds_00010097-RA	AH013748-RA
OG0010957	Ds_00014854-RA	AH001405-RA
OG0010961	Ds_00002003-RA	AH021975-RA
OG0010963	Ds_00003314-RA	AH019740-RA, AH023418-RA
OG0010964	Ds_00005298-RA	AH017222-RA
OG0010965	Ds_00004252-RA	AH021313-RA
OG0010966	Ds_00012668-RA	AH015401-RA
OG0010968	Ds_00002960-RA	AH008188-RA
OG0010969	Ds_00007451-RA	AH014304-RA
OG0010973	Ds_00011767-RA	AH008213-RA
OG0010976	Ds_00005823-RA	AH023045-RA, AH009117-RA
OG0010978	Ds_00016750-RA	AH004850-RA
OG0010981	Ds_00014892-RA	AH003010-RA
OG0010986	Ds_00014888-RA	AH018813-RA
OG0010988	Ds_00014225-RA	AH016630-RA
OG0010990	Ds_00004521-RA, Ds_00015558-RA	AH021803-RA
OG0010991	Ds_00001697-RA	AH008277-RA, AH009753-RA
OG0010992	Ds_00010780-RA	AH018960-RA, AH003035-RA
OG0010993	Ds_00004750-RA	AH010711-RA
OG0010994	Ds_00004819-RA	AH003107-RA
OG0010995	Ds_00016334-RA	AH023390-RA
OG0010997	Ds_00016319-RA	AH022120-RA, AH012606-RA
OG0010999	Ds_00006349-RA	AH010400-RA
OG0011000	Ds_00015656-RA	AH007495-RA
OG0011001	Ds_00001833-RA	AH010300-RA
OG0011002	Ds_00005578-RA	AH011714-RA
OG0011003	Ds_00016838-RA	AH020580-RA
OG0011005	Ds_00011107-RA	AH022771-RA
OG0011007	Ds_00002673-RA	AH012358-RA
OG0011008	Ds_00015516-RA	AH019682-RA, AH013762-RA
OG0011010	Ds_00003319-RA, Ds_00003317-RA	AH023408-RA
OG0011012	Ds_00006621-RA	AH016358-RA
OG0011013	Ds_00005275-RA	AH021149-RA
OG0011015	Ds_00010844-RA	AH015246-RA
OG0011017	Ds_00016632-RA, Ds_00007323-RA	AH015964-RA
OG0011018	Ds_00008748-RA	AH012712-RA
OG0011019	Ds_00017748-RA	AH023394-RA
OG0011020	Ds_00016424-RA	AH015253-RA
OG0011022	Ds_00001188-RA	AH000292-RA
OG0011023	Ds_00015917-RA	AH015042-RA
OG0011024	Ds_00006082-RA	AH007654-RA
OG0011025	Ds_00009556-RA	AH001197-RA
OG0011026	Ds_00013156-RA	AH008041-RA
OG0011027	Ds_00006620-RA	AH016391-RA
OG0011028	Ds_00006003-RA, Ds_00015177-RA	AH010799-RA
OG0011029	Ds_00011504-RA	AH021401-RA, AH014835-RA
OG0011030	Ds_00011814-RA	AH002711-RA
OG0011031	Ds_00016734-RA	AH003215-RA
OG0011032	Ds_00013614-RA	AH017227-RA
OG0011034	Ds_00003963-RA	AH019803-RA
OG0011035	Ds_00014374-RA, Ds_00014373-RA	AH000672-RA
OG0011036	Ds_00011112-RA	AH018638-RA
OG0011037	Ds_00002943-RA	AH009932-RA
OG0011038	Ds_00017163-RA	AH021241-RA
OG0011039	Ds_00000090-RA	AH021116-RA
OG0011040	Ds_00008635-RA	AH019753-RA
OG0011042	Ds_00016422-RA	AH018170-RA
OG0011043	Ds_00010600-RA, Ds_00014905-RA	AH004560-RA
OG0011044	Ds_00004039-RA	AH010351-RA
OG0011045	Ds_00011216-RA	AH005608-RA
OG0011046	Ds_00007196-RA	AH018152-RA
OG0011047	Ds_00013402-RA	AH003645-RA
OG0011048	Ds_00000996-RA	AH022021-RA
OG0011049	Ds_00012165-RA	AH021199-RA
OG0011051	Ds_00010098-RA	AH013749-RA
OG0011052	Ds_00011295-RA	AH008990-RA
OG0011053	Ds_00003810-RA	AH017920-RA
OG0011054	Ds_00013755-RA	AH002984-RA
OG0011055	Ds_00013349-RA	AH001597-RA
OG0011056	Ds_00013398-RA	AH003636-RA
OG0011057	Ds_00015922-RA	AH017180-RA
OG0011058	Ds_00005082-RA	AH007159-RA, AH007160-RA
OG0011061	Ds_00001098-RA	AH006639-RA
OG0011062	Ds_00011905-RA	AH018069-RA
OG0011063	Ds_00012331-RA	AH002660-RA
OG0011065	Ds_00011931-RA	AH009306-RA
OG0011066	Ds_00009323-RA	AH019996-RA
OG0011067	Ds_00004710-RA	AH013110-RA
OG0011069	Ds_00009178-RA	AH005156-RA
OG0011070	Ds_00013550-RA	AH000714-RA
OG0011071	Ds_00001390-RA	AH018198-RA
OG0011072	Ds_00005464-RA	AH009415-RA
OG0011074	Ds_00007849-RA	AH003482-RA
OG0011075	Ds_00008025-RA	AH004193-RA
OG0011077	Ds_00013757-RA	AH017162-RA
OG0011079	Ds_00005103-RA	AH019925-RA
OG0011080	Ds_00000951-RA	AH009165-RA, AH022105-RA
OG0011081	Ds_00014458-RA	AH017763-RA
OG0011082	Ds_00006165-RA	AH010758-RA
OG0011083	Ds_00004305-RA	AH005117-RA
OG0011085	Ds_00009441-RA	AH003946-RA
OG0011086	Ds_00005693-RA	AH012094-RA
OG0011087	Ds_00010737-RA	AH016169-RA
OG0011088	Ds_00003065-RA	AH020199-RA
OG0011089	Ds_00009458-RA, Ds_00006769-RA	AH006108-RA
OG0011090	Ds_00013340-RA	AH001589-RA
OG0011091	Ds_00001393-RA	AH000908-RA
OG0011092	Ds_00007064-RA	AH005257-RA, AH004248-RA
OG0011093	Ds_00003148-RA	AH023194-RA
OG0011094	Ds_00006687-RA	AH011143-RA
OG0011095	Ds_00010592-RA	AH005220-RA
OG0011096	Ds_00005459-RA	AH009400-RA
OG0011097	Ds_00012973-RA	AH001861-RA
OG0011098	Ds_00004353-RA	AH001867-RA
OG0011099	Ds_00003820-RA	AH022375-RA
OG0011100	Ds_00005302-RA	AH023550-RA
OG0011101	Ds_00004025-RA	AH010328-RA
OG0011102	Ds_00001302-RA, Ds_00017378-RA	AH017517-RA, AH021182-RA
OG0011103	Ds_00004912-RA	AH018377-RA
OG0011105	Ds_00000883-RA	AH011379-RA
OG0011107	Ds_00013791-RA	AH002521-RA
OG0011108	Ds_00003669-RA	AH007631-RA
OG0011111	Ds_00008820-RA	AH008787-RA
OG0011113	Ds_00010308-RA	AH018205-RA
OG0011114	Ds_00017570-RA	AH005001-RA
OG0011115	Ds_00016109-RA	AH008556-RA
OG0011116	Ds_00012520-RA	AH009536-RA
OG0011118	Ds_00005379-RA, Ds_00009464-RA	AH003425-RA
OG0011119	Ds_00001936-RA	AH003412-RA
OG0011120	Ds_00005624-RA	AH011943-RA
OG0011121	Ds_00013317-RA	AH011924-RA
OG0011122	Ds_00006186-RA	AH010851-RA
OG0011123	Ds_00000918-RA	AH012840-RA
OG0011124	Ds_00013331-RA	AH003765-RA, AH017030-RA, AH017031-RA
OG0011125	Ds_00015306-RA	AH015163-RA
OG0011126	Ds_00007127-RA	AH020216-RA
OG0011128	Ds_00004659-RA	AH007089-RA
OG0011129	Ds_00016203-RA	AH010430-RA
OG0011130	Ds_00005305-RA	AH008631-RA
OG0011131	Ds_00009746-RA, Ds_00009750-RA, Ds_00009747-RA	AH002944-RA
OG0011132	Ds_00014665-RA	AH005235-RA
OG0011133	Ds_00013416-RA	AH003749-RA
OG0011134	Ds_00002873-RA	AH006565-RA
OG0011138	Ds_00016846-RA	AH017185-RA
OG0011140	Ds_00005444-RA	AH020339-RA, AH006841-RA
OG0011144	Ds_00010550-RA	AH009219-RA, AH004351-RA, AH005024-RA
OG0011146	Ds_00004908-RA	AH018344-RA
OG0011147	Ds_00017254-RA	AH017599-RA
OG0011149	Ds_00011895-RA	AH021140-RA
OG0011150	Ds_00017437-RA	AH020180-RA
OG0011151	Ds_00001531-RA	AH009278-RA
OG0011153	Ds_00015449-RA, Ds_00015451-RA, Ds_00015448-RA	AH004926-RA
OG0011155	Ds_00008400-RA	AH005425-RA
OG0011156	Ds_00009241-RA	AH022836-RA
OG0011157	Ds_00017326-RA	AH003289-RA
OG0011158	Ds_00013233-RA	AH004142-RA
OG0011159	Ds_00013058-RA	AH017524-RA
OG0011160	Ds_00006128-RA	AH010709-RA
OG0011161	Ds_00010699-RA	AH004824-RA
OG0011162	Ds_00012718-RA	AH019149-RA
OG0011163	Ds_00002657-RA	AH003850-RA
OG0011166	Ds_00013087-RA	AH018456-RA
OG0011167	Ds_00004175-RA	AH001080-RA
OG0011168	Ds_00007832-RA	AH016479-RA
OG0011170	Ds_00009776-RA	AH016704-RA
OG0011171	Ds_00009010-RA	AH004749-RA
OG0011172	Ds_00016590-RA	AH018437-RA, AH011540-RA
OG0011173	Ds_00010713-RA	AH004864-RA, AH004462-RA
OG0011175	Ds_00005875-RA	AH005387-RA, AH004158-RA
OG0011177	Ds_00004366-RA	AH017224-RA
OG0011178	Ds_00014961-RA	AH019380-RA
OG0011180	Ds_00004314-RA	AH004596-RA
OG0011182	Ds_00013134-RA	AH011479-RA
OG0011183	Ds_00008564-RA	AH005481-RA
OG0011185	Ds_00008114-RA	AH018367-RA, AH011485-RA
OG0011186	Ds_00017272-RA	AH004081-RA
OG0011188	Ds_00017655-RA	AH015800-RA
OG0011192	Ds_00007363-RA	AH018791-RA
OG0011194	Ds_00017083-RA	AH004476-RA
OG0011196	Ds_00014132-RA	AH017465-RA, AH002903-RA
OG0011197	Ds_00003786-RA	AH002497-RA
OG0011198	Ds_00010556-RA	AH015791-RA
OG0011200	Ds_00012974-RA	AH015741-RA
OG0011201	Ds_00003766-RA	AH002487-RA
OG0011203	Ds_00017884-RA	AH019136-RA
OG0011204	Ds_00013445-RA	AH010135-RA
OG0011209	Ds_00000791-RA	AH014683-RA
OG0011210	Ds_00017178-RA	AH002979-RA
OG0011211	Ds_00015464-RA	AH004401-RA
OG0011212	Ds_00017325-RA	AH001004-RA
OG0011213	Ds_00015472-RA	AH004722-RA, AH004735-RA
OG0011214	Ds_00016782-RA	AH017439-RA
OG0011215	Ds_00001375-RA	AH018305-RA
OG0011217	Ds_00008731-RA	AH014062-RA
OG0011218	Ds_00012713-RA	AH005909-RA
OG0011220	Ds_00012735-RA	AH021567-RA
OG0011221	Ds_00013103-RA	AH019607-RA
OG0011222	Ds_00013362-RA	AH001617-RA
OG0011223	Ds_00012693-RA, Ds_00005920-RA	AH014955-RA
OG0011224	Ds_00013118-RA	AH018393-RA
OG0011226	Ds_00005299-RA	AH000387-RA
OG0011227	Ds_00008657-RA	AH007246-RA
OG0011228	Ds_00009021-RA, Ds_00015458-RA	AH004405-RA
OG0011229	Ds_00017905-RA	AH004658-RA
OG0011231	Ds_00005935-RA	AH023449-RA
OG0011232	Ds_00013130-RA	AH018215-RA
OG0011238	Ds_00005730-RA	AH017594-RA, AH002813-RA, AH017600-RA, AH022445-RA, AH013202-RA
OG0011241	Ds_00001728-RA	AH015345-RA
OG0011244	Ds_00001964-RA	AH010179-RA
OG0011245	Ds_00014068-RA	AH009781-RA
OG0011248	Ds_00003564-RA	AH009685-RA
OG0011249	Ds_00008370-RA	AH009623-RA
OG0011250	Ds_00004066-RA	AH019552-RA, AH006705-RA
OG0011252	Ds_00002742-RA	AH020221-RA
OG0011253	Ds_00008286-RA	AH013888-RA, AH013889-RA
OG0011254	Ds_00011570-RA, Ds_00011572-RA	AH013875-RA
OG0011255	Ds_00010119-RA	AH013827-RA
OG0011256	Ds_00014312-RA	AH012478-RA
OG0011258	Ds_00013371-RA	AH014959-RA
OG0011259	Ds_00008337-RA	AH014718-RA
OG0011261	Ds_00017844-RA	AH012168-RA
OG0011262	Ds_00006084-RA	AH007658-RA
OG0011263	Ds_00012653-RA	AH006640-RA
OG0011264	Ds_00005718-RA, Ds_00004841-RA	AH003488-RA
OG0011265	Ds_00013538-RA	AH000706-RA, AH002460-RA, AH000683-RA
OG0011345	Ds_00002769-RA	AH010782-RA
OG0011347	Ds_00007886-RA	AH021110-RA
OG0011348	Ds_00013862-RA	AH015691-RA
OG0011349	Ds_00003145-RA	AH014021-RA
OG0011350	Ds_00004458-RA	AH021454-RA
OG0011351	Ds_00016374-RA	AH008521-RA
OG0011352	Ds_00009336-RA	AH006494-RA
OG0011353	Ds_00005555-RA	AH019040-RA
OG0011354	Ds_00014317-RA	AH012499-RA
OG0011355	Ds_00009353-RA	AH006548-RA
OG0011356	Ds_00014945-RA	AH011066-RA
OG0011357	Ds_00008270-RA	AH013811-RA
OG0011358	Ds_00006207-RA	AH010551-RA
OG0011359	Ds_00015586-RA	AH012581-RA
OG0011360	Ds_00005065-RA	AH019858-RA
OG0011362	Ds_00006548-RA	AH011791-RA
OG0011363	Ds_00003114-RA	AH017680-RA
OG0011364	Ds_00003158-RA	AH011847-RA
OG0011366	Ds_00013152-RA	AH016042-RA
OG0011372	Ds_00001006-RA	AH013035-RA
OG0011374	Ds_00007119-RA	AH007039-RA
OG0011376	Ds_00006171-RA	AH010790-RA
OG0011377	Ds_00001867-RA	AH014814-RA
OG0011380	Ds_00015148-RA	AH023482-RA
OG0011381	Ds_00001120-RA	AH017899-RA
OG0011382	Ds_00000636-RA	AH000659-RA
OG0011383	Ds_00011597-RA	AH022676-RA
OG0011385	Ds_00000850-RA	AH006711-RA
OG0011388	Ds_00005976-RA	AH017811-RA
OG0011389	Ds_00014975-RA	AH005189-RA
