Orthogroup	D_spatulata.proteins	A_thaliana.proteins
OG0010666	Ds_00002701-RA	AT3G58520.2, AT3G58520.1
OG0010668	Ds_00014661-RA	AT3G59420.1
OG0010669	Ds_00007427-RA	AT3G07330.1, AT3G07330.2
OG0010670	Ds_00017152-RA	AT2G36570.1
OG0010672	Ds_00005541-RA	AT1G04900.1
OG0010673	Ds_00010157-RA	AT3G44380.1
OG0010674	Ds_00008789-RA	AT4G00231.1
OG0010675	Ds_00003600-RA	AT3G51680.1
OG0010677	Ds_00004590-RA	AT1G01725.1, AT4G00530.1
OG0010678	Ds_00001533-RA	AT1G80150.2, AT1G80150.1
OG0010679	Ds_00014651-RA	AT3G07560.1
OG0010680	Ds_00002666-RA	AT1G56260.2, AT1G56260.1
OG0010681	Ds_00016733-RA	AT1G62730.2, AT1G62730.1
OG0010682	Ds_00008732-RA	AT5G03700.1
OG0010683	Ds_00001059-RA	AT5G14820.1, AT3G62540.1, AT3G62470.1
OG0010684	Ds_00001029-RA	AT4G01870.2, AT4G01870.1
OG0010686	Ds_00000713-RA	AT3G16010.1
OG0010687	Ds_00012618-RA	AT3G09030.1
OG0010690	Ds_00001041-RA	AT4G01935.1
OG0010691	Ds_00006754-RA	AT1G64810.1, AT1G64810.2
OG0010692	Ds_00012401-RA	AT1G04555.1
OG0010693	Ds_00011520-RA, Ds_00010848-RA	AT5G46020.1
OG0010695	Ds_00005710-RA	AT2G32810.1, AT2G32810.2
OG0010696	Ds_00004645-RA	AT3G06120.1
OG0010697	Ds_00005742-RA	AT3G56940.1, AT3G56940.2
OG0010700	Ds_00017677-RA	AT2G40390.1
OG0010701	Ds_00004882-RA	AT4G31560.1
OG0010703	Ds_00004665-RA	AT5G09270.1, AT5G09270.2
OG0010704	Ds_00004570-RA, Ds_00004571-RA	AT4G02725.1, AT4G02725.2
OG0010707	Ds_00017719-RA	AT4G13980.1
OG0010709	Ds_00011819-RA	AT2G31400.1, AT2G31400.2
OG0010710	Ds_00004022-RA	AT3G04260.1
OG0010711	Ds_00003325-RA	AT3G16565.6, AT3G16565.5, AT3G16565.4, AT3G16565.3, AT3G16565.1, AT3G16565.2
OG0010712	Ds_00009918-RA	AT5G25580.1
OG0010713	Ds_00003058-RA	AT4G15940.1
OG0010714	Ds_00015266-RA	AT5G13840.2, AT5G13840.1
OG0010716	Ds_00005715-RA	AT4G13885.1, AT2G34110.1, AT4G13870.2, AT4G13870.1
OG0010718	Ds_00010954-RA	AT5G58250.1
OG0010719	Ds_00015557-RA	AT5G06130.2, AT5G06130.1
OG0010720	Ds_00012050-RA	AT5G18580.1
OG0010721	Ds_00003693-RA	AT5G26790.1
OG0010721	Ds_00000172-RA	AT5G49525.1
OG0010722	Ds_00001705-RA	AT3G11591.1
OG0010723	Ds_00012664-RA	AT5G05130.1
OG0010724	Ds_00004655-RA	AT5G26230.1
OG0010727	Ds_00014465-RA	AT3G51280.1
OG0010729	Ds_00017382-RA	AT5G65250.1
OG0010730	Ds_00014509-RA	AT4G36390.1
OG0010731	Ds_00014419-RA	AT5G08740.1
OG0010733	Ds_00001436-RA	AT2G17705.1
OG0010734	Ds_00003595-RA	AT5G65270.1, AT4G39990.1
OG0010735	Ds_00007900-RA	AT1G47720.1
OG0010736	Ds_00000582-RA	AT5G49660.1
OG0010737	Ds_00012147-RA	AT3G19550.1
OG0010739	Ds_00016600-RA	AT4G36530.1, AT4G36530.2
OG0010741	Ds_00016682-RA	AT3G47470.1
OG0010742	Ds_00003346-RA	AT2G44195.1, AT2G44200.1
OG0010744	Ds_00005565-RA	AT3G19220.1
OG0010745	Ds_00013207-RA	AT1G77370.1, AT1G77370.2
OG0010747	Ds_00012233-RA	AT2G35790.1
OG0010749	Ds_00016212-RA	AT2G21950.1
OG0010751	Ds_00011273-RA	AT2G21350.1, AT4G39040.2, AT4G39040.1
OG0010754	Ds_00008881-RA	AT5G42480.2, AT5G42480.1
OG0010755	Ds_00001953-RA	AT1G58100.1, AT1G58100.2
OG0010756	Ds_00017911-RA	AT2G33560.2, AT2G33560.1
OG0010757	Ds_00009429-RA	AT5G67290.1
OG0010758	Ds_00002263-RA	AT1G21651.1
OG0010759	Ds_00012997-RA	AT2G20920.1
OG0010760	Ds_00003066-RA	AT2G47520.1
OG0010761	Ds_00009784-RA	AT5G42760.2, AT5G42760.1
OG0010762	Ds_00017863-RA	AT1G76150.1
OG0010763	Ds_00000373-RA	AT1G75460.1, AT1G19740.1
OG0010764	Ds_00002278-RA	AT1G76450.1
OG0010765	Ds_00013417-RA	AT5G10020.1, AT5G10020.2
OG0010766	Ds_00017300-RA	AT1G22140.1, AT1G22140.3, AT1G22140.2
OG0010769	Ds_00003082-RA	AT5G18790.1, AT3G06320.1
OG0010770	Ds_00004189-RA	AT5G65220.1
OG0010771	Ds_00018064-RA, Ds_00009894-RA	AT2G07727.1, ATMG00220.1
OG0010772	Ds_00011952-RA	AT1G48200.1
OG0010773	Ds_00007484-RA	AT2G33640.1
OG0010775	Ds_00014012-RA	AT1G09630.1
OG0010777	Ds_00009537-RA	AT2G04560.1
OG0010778	Ds_00000559-RA	AT5G47830.1, AT5G47830.2
OG0010780	Ds_00000014-RA	AT4G33520.2, AT4G33520.3
OG0010781	Ds_00001495-RA	AT5G42130.1
OG0010782	Ds_00000526-RA	AT1G59600.1
OG0010786	Ds_00003003-RA	AT5G49940.2, AT5G49940.1
OG0010787	Ds_00012137-RA	AT1G49780.1
OG0010790	Ds_00001669-RA	AT3G13350.1
OG0010792	Ds_00005121-RA	AT4G17050.1
OG0010794	Ds_00015900-RA	AT1G11430.1
OG0010795	Ds_00004463-RA	AT4G22305.1, AT4G22305.2, AT4G22300.1
OG0010798	Ds_00010694-RA	AT4G22260.1
OG0010800	Ds_00016108-RA	AT1G06690.1
OG0010801	Ds_00000404-RA	AT1G30950.1
OG0010802	Ds_00016315-RA	AT4G28230.1
OG0010804	Ds_00004293-RA	AT1G30380.1
OG0010806	Ds_00007366-RA	AT3G45890.1
OG0010809	Ds_00004137-RA	AT1G06520.1
OG0010810	Ds_00004426-RA	AT5G47760.1
OG0010811	Ds_00011453-RA	AT5G58200.1, AT5G58200.2
OG0010814	Ds_00013673-RA	AT2G20060.1
OG0010815	Ds_00013813-RA, Ds_00011182-RA	AT4G16410.1
OG0010816	Ds_00011327-RA	AT5G47570.1
OG0010818	Ds_00003476-RA	AT4G28590.1
OG0010821	Ds_00014785-RA, Ds_00007279-RA	AT2G26900.1
OG0010822	Ds_00003592-RA	AT1G01510.1
OG0010823	Ds_00012880-RA	AT1G68680.1
OG0010824	Ds_00012059-RA	AT2G39230.1, AT3G54980.1, AT3G54980.2
OG0010825	Ds_00016865-RA	AT5G57345.1
OG0010826	Ds_00002804-RA	AT1G65030.1
OG0010829	Ds_00012061-RA	AT5G23880.1
OG0010831	Ds_00002366-RA	AT5G11770.1
OG0010832	Ds_00004833-RA, Ds_00004831-RA	AT5G51110.1, AT5G51110.2
OG0010833	Ds_00005179-RA	AT3G07670.2, AT3G07670.1
OG0010834	Ds_00003416-RA	AT5G10620.2, AT5G10620.1
OG0010837	Ds_00012933-RA	AT5G51550.1
OG0010838	Ds_00014389-RA	AT5G10780.1, AT5G10780.2
OG0010839	Ds_00009208-RA	AT4G00030.1
OG0010840	Ds_00003973-RA	AT1G73720.1
OG0010841	Ds_00011468-RA	AT5G35100.2, AT5G35100.3, AT5G35100.1
OG0010844	Ds_00003350-RA	AT3G43860.1, AT3G43860.2
OG0010845	Ds_00000686-RA	AT3G15620.1, AT3G15620.2
OG0010846	Ds_00015715-RA	AT5G20080.1
OG0010847	Ds_00014258-RA	AT4G32700.2
OG0010849	Ds_00012037-RA	AT5G07230.1, AT5G62080.1
OG0010850	Ds_00001633-RA	AT1G01970.1
OG0010852	Ds_00003553-RA	AT2G45610.1
OG0010853	Ds_00011330-RA	AT5G19730.1
OG0010854	Ds_00009884-RA	AT1G12520.3, AT1G12520.2, AT1G12520.1
OG0010855	Ds_00007374-RA	AT4G19190.1
OG0010856	Ds_00005655-RA	AT3G49170.1
OG0010858	Ds_00015631-RA	AT3G47440.1
OG0010860	Ds_00008508-RA	AT3G54210.1
OG0010861	Ds_00004960-RA	AT3G24590.2, AT3G24590.1
OG0010863	Ds_00016292-RA	AT1G02020.2, AT1G02020.3, AT1G02020.1
OG0010864	Ds_00001554-RA	AT3G49080.1
OG0010865	Ds_00001930-RA	AT2G26250.1
OG0010866	Ds_00011907-RA	AT5G41800.1
OG0010867	Ds_00016434-RA	AT2G18710.1
OG0010868	Ds_00003514-RA, Ds_00012581-RA	AT5G43050.1
OG0010869	Ds_00001572-RA	AT2G45060.1
OG0010870	Ds_00015065-RA	AT5G19930.2, AT5G19930.1
OG0010872	Ds_00016988-RA	AT3G26060.3
OG0010873	Ds_00015711-RA	AT2G26700.1
OG0010874	Ds_00010415-RA	AT4G39810.1
OG0010875	Ds_00004601-RA	AT4G00570.1
OG0010876	Ds_00007285-RA	AT5G20140.1, AT5G20140.2
OG0010878	Ds_00013217-RA	AT2G24820.1
OG0010880	Ds_00004885-RA	AT4G19150.1, AT4G19150.2
OG0010882	Ds_00000455-RA	AT1G16800.3, AT1G16800.1, AT1G16800.2
OG0010883	Ds_00013319-RA	AT2G06010.1
OG0010884	Ds_00005799-RA	AT5G51720.1
OG0010885	Ds_00011127-RA	AT1G32220.1
OG0010886	Ds_00011201-RA	AT5G09310.1
OG0010887	Ds_00007025-RA	AT5G04960.1, AT3G10710.1
OG0010889	Ds_00014387-RA	AT2G20020.1
OG0010890	Ds_00004900-RA	AT4G17100.2, AT4G17100.1
OG0010891	Ds_00015765-RA	AT5G57140.1
OG0010892	Ds_00007688-RA	AT5G53730.1
OG0010893	Ds_00012568-RA	AT5G52950.1, AT5G52950.2
OG0010894	Ds_00009835-RA	AT5G57370.1
OG0010895	Ds_00009937-RA	AT4G32750.1
OG0010897	Ds_00017691-RA	AT4G27750.1
OG0010899	Ds_00013054-RA	AT3G24520.1
OG0010900	Ds_00004839-RA	AT4G19390.1, AT4G19390.2
OG0010901	Ds_00015720-RA	AT2G26830.1
OG0010902	Ds_00003424-RA	AT2G19690.2, AT2G19690.1, AT2G19690.3
OG0010903	Ds_00002060-RA, Ds_00002061-RA	AT2G36430.1
OG0010908	Ds_00000756-RA	AT3G16310.1
OG0010909	Ds_00013872-RA	AT4G31760.1, AT2G24800.2, AT2G24800.1
OG0010910	Ds_00013313-RA, Ds_00017669-RA	AT2G05920.1
OG0010911	Ds_00002578-RA	AT5G11340.1
OG0010912	Ds_00002570-RA	AT5G25754.1, AT5G25757.1
OG0010914	Ds_00016990-RA, Ds_00009854-RA	AT1G19130.1
OG0010915	Ds_00013966-RA	AT3G20870.3, AT3G20870.1
OG0010916	Ds_00014627-RA	AT4G16570.1
OG0010919	Ds_00007291-RA	AT5G23940.1
OG0010921	Ds_00017627-RA	AT4G28030.1, AT4G28030.2
OG0010922	Ds_00014266-RA	AT2G25680.1
OG0010923	Ds_00012926-RA	AT5G62390.1
OG0010926	Ds_00016475-RA	AT2G45690.1
OG0010927	Ds_00007922-RA	AT2G19340.1, AT2G19340.2, AT4G29870.1
OG0010928	Ds_00011306-RA	AT5G24850.1
OG0010930	Ds_00012395-RA	AT3G03750.1, AT3G03750.2
OG0010931	Ds_00008750-RA	AT3G53180.1
OG0010932	Ds_00012396-RA	AT1G31330.1
OG0010933	Ds_00012246-RA	AT2G32640.2, AT2G32640.1
OG0010935	Ds_00010141-RA	AT1G08460.2, AT1G08460.1
OG0010937	Ds_00007749-RA	AT5G46180.1
OG0010939	Ds_00002698-RA	AT3G12010.1
OG0010940	Ds_00001982-RA	AT3G27340.4, AT3G27340.2, AT3G27340.3, AT3G27340.1
OG0010941	Ds_00007522-RA	AT1G07020.1
OG0010942	Ds_00017339-RA	AT1G31817.1
OG0010943	Ds_00009557-RA	AT5G35770.1
OG0010945	Ds_00014946-RA	AT5G12260.1
OG0010947	Ds_00010641-RA	AT3G13682.1
OG0010948	Ds_00000490-RA	AT1G29260.1
OG0010949	Ds_00014336-RA	AT5G19860.1
OG0010950	Ds_00014190-RA, Ds_00013237-RA	AT2G34050.1
OG0010951	Ds_00015904-RA, Ds_00013974-RA, Ds_00013981-RA	AT1G61720.1
OG0010952	Ds_00011744-RA	AT4G27030.1, AT1G62190.1, AT2G22890.1
OG0010954	Ds_00015978-RA	AT5G01830.1
OG0010955	Ds_00000920-RA	AT5G44790.1
OG0010956	Ds_00010097-RA	AT5G59210.1, AT5G59210.2
OG0010958	Ds_00011777-RA	AT5G55125.1, AT5G55125.2
OG0010961	Ds_00002003-RA	AT2G37110.1
OG0010962	Ds_00011617-RA	AT3G46750.1
OG0010963	Ds_00003314-RA	AT1G16590.1, AT1G16590.2
OG0010964	Ds_00005298-RA	AT2G38000.1
OG0010965	Ds_00004252-RA	AT1G30650.1, AT2G34830.1, AT2G34830.2
OG0010966	Ds_00012668-RA	AT3G56330.1
OG0010968	Ds_00002960-RA	AT1G50740.1, AT3G20510.1
OG0010969	Ds_00007451-RA	AT5G58410.1, AT5G58410.2
OG0010973	Ds_00011767-RA	AT4G26930.1
OG0010974	Ds_00001158-RA, Ds_00017963-RA	AT1G03700.1, AT4G03540.1
OG0010976	Ds_00005823-RA	AT3G55780.1
OG0010978	Ds_00016750-RA	AT2G26930.1
OG0010981	Ds_00014892-RA	AT5G06580.1
OG0010986	Ds_00014888-RA	AT5G01360.1, AT5G01360.2
OG0010988	Ds_00014225-RA	AT3G63490.2, AT3G63490.1
OG0010990	Ds_00004521-RA, Ds_00015558-RA	AT2G36145.1
OG0010991	Ds_00001697-RA	AT4G16450.1, AT4G16450.2
OG0010992	Ds_00010780-RA	AT3G09320.1
OG0010993	Ds_00004750-RA	AT5G44650.1
OG0010994	Ds_00004819-RA	AT5G17780.2, AT5G17780.1, AT5G17720.1
OG0010995	Ds_00016334-RA	AT1G79530.1, AT1G16300.1
OG0010997	Ds_00016319-RA	AT2G20810.1
OG0010998	Ds_00014572-RA	AT5G60460.2, AT5G60460.1
OG0010999	Ds_00006349-RA	AT1G56345.1, AT1G56345.2
OG0011000	Ds_00015656-RA	AT1G21840.2, AT1G21840.1
OG0011001	Ds_00001833-RA	AT3G14740.2, AT3G14740.1
OG0011002	Ds_00005578-RA	AT3G18110.1
OG0011003	Ds_00016838-RA	AT3G52150.1, AT3G52150.2
OG0011005	Ds_00011107-RA	AT5G42850.2, AT5G42850.1
OG0011007	Ds_00002673-RA	AT1G03475.1
OG0011008	Ds_00015516-RA	AT2G29540.1, AT2G29540.2, AT2G29540.3
OG0011010	Ds_00003319-RA, Ds_00003317-RA	AT1G56090.2, AT1G56090.1
OG0011012	Ds_00006621-RA	AT2G40220.1
OG0011013	Ds_00005275-RA	AT5G48130.1
OG0011015	Ds_00010844-RA	AT2G33835.1
OG0011017	Ds_00016632-RA, Ds_00007323-RA	AT5G63690.2, AT5G63690.1
OG0011018	Ds_00008748-RA	AT3G53140.1
OG0011019	Ds_00017748-RA	AT1G79350.1
OG0011020	Ds_00016424-RA	AT1G63990.2, AT1G63990.1
OG0011022	Ds_00001188-RA	AT2G42390.1
OG0011023	Ds_00015917-RA	AT4G05220.1, AT1G61760.1
OG0011024	Ds_00006082-RA	AT1G55280.1, AT1G55280.2
OG0011025	Ds_00009556-RA	AT2G04900.1, AT2G04900.2
OG0011026	Ds_00013156-RA	AT5G05680.1
OG0011027	Ds_00006620-RA	AT2G40200.1
OG0011028	Ds_00006003-RA, Ds_00015177-RA	AT2G39120.1
OG0011029	Ds_00011504-RA	AT2G27430.1
OG0011030	Ds_00011814-RA	AT4G01970.2, AT4G01970.1
OG0011031	Ds_00016734-RA	AT1G12250.3, AT1G12250.1, AT1G12250.2
OG0011032	Ds_00013614-RA	AT4G14110.1
OG0011033	Ds_00003356-RA	AT1G02060.1
OG0011035	Ds_00014374-RA, Ds_00014373-RA	AT1G17870.1
OG0011036	Ds_00011112-RA	AT4G11640.1
OG0011037	Ds_00002943-RA	AT1G50940.1
OG0011038	Ds_00017163-RA	AT1G44900.1, AT1G44900.2
OG0011039	Ds_00000090-RA	AT2G06210.1
OG0011040	Ds_00008635-RA	AT1G18000.1, AT1G18010.1
OG0011041	Ds_00014966-RA	AT1G77180.2, AT1G77180.1, AT1G77180.3
OG0011042	Ds_00016422-RA	AT4G24090.1
OG0011043	Ds_00010600-RA, Ds_00014905-RA	AT2G35450.1
OG0011044	Ds_00004039-RA	AT4G33420.2, AT4G33420.1
OG0011045	Ds_00011216-RA	AT5G66750.1
OG0011046	Ds_00007196-RA	AT4G24040.1
OG0011047	Ds_00013402-RA	AT5G65490.1
OG0011048	Ds_00000996-RA	AT2G20330.1
OG0011049	Ds_00012165-RA	AT3G19630.1
OG0011051	Ds_00010098-RA	AT5G59180.1
OG0011052	Ds_00011295-RA	AT1G09850.1
OG0011053	Ds_00003810-RA	AT3G48250.1
OG0011054	Ds_00013755-RA	AT4G24910.1
OG0011055	Ds_00013349-RA	AT4G38225.1, AT4G38225.3, AT4G38225.2
OG0011056	Ds_00013398-RA	AT4G38040.2, AT4G38040.1
OG0011057	Ds_00015922-RA	AT1G14450.2, AT1G14450.1, AT2G02510.1
OG0011058	Ds_00005082-RA	AT4G16060.1
OG0011061	Ds_00001098-RA	AT4G04614.1, AT4G04614.2
OG0011062	Ds_00011905-RA	AT1G64350.1
OG0011063	Ds_00012331-RA	AT1G03900.1
OG0011065	Ds_00011931-RA	AT2G43030.1
OG0011066	Ds_00009323-RA	AT5G48330.2, AT5G48330.1
OG0011067	Ds_00004710-RA	AT3G07260.1, AT3G07220.1
OG0011069	Ds_00009178-RA	AT1G67510.1
OG0011070	Ds_00013550-RA	AT5G64380.1
OG0011071	Ds_00001390-RA	AT1G32990.1
OG0011072	Ds_00005464-RA	AT4G09530.1, AT5G66260.1
OG0011074	Ds_00007849-RA	AT5G64040.2, AT5G64040.1
OG0011075	Ds_00008025-RA	AT3G27520.1
OG0011076	Ds_00000053-RA	AT4G35050.1, AT2G16780.1
OG0011077	Ds_00013757-RA	AT3G48540.1
OG0011079	Ds_00005103-RA	AT3G23400.1, AT3G23400.2, AT3G23400.3, AT3G23400.4
OG0011080	Ds_00000951-RA	AT3G62810.1, AT3G62810.2
OG0011081	Ds_00014458-RA	AT3G27310.1
OG0011082	Ds_00006165-RA	AT3G04550.1, AT5G28500.1, AT5G28500.2
OG0011083	Ds_00004305-RA	AT5G13420.1
OG0011085	Ds_00009441-RA	AT5G67220.1
OG0011086	Ds_00005693-RA	AT5G52800.1, AT5G52800.2, AT5G52800.3
OG0011087	Ds_00010737-RA	AT1G67680.1, AT1G67650.1
OG0011088	Ds_00003065-RA	AT3G16760.1, AT3G16760.2
OG0011089	Ds_00009458-RA, Ds_00006769-RA	AT5G67070.1
OG0011090	Ds_00013340-RA	AT2G17230.1
OG0011091	Ds_00001393-RA	AT1G33170.1, AT4G10440.1
OG0011092	Ds_00007064-RA	AT3G20050.1
OG0011093	Ds_00003148-RA	AT5G13880.2, AT5G13880.1, AT5G47920.1
OG0011094	Ds_00006687-RA	AT1G65230.1
OG0011095	Ds_00010592-RA	AT5G43280.1, AT5G43280.2
OG0011096	Ds_00005459-RA	AT1G71930.2, AT1G71930.1
OG0011097	Ds_00012973-RA	AT3G18930.3, AT3G18930.1, AT3G18930.2
OG0011098	Ds_00004353-RA	AT3G18940.1
OG0011099	Ds_00003820-RA	AT2G31880.1
OG0011100	Ds_00005302-RA	AT4G09730.1
OG0011101	Ds_00004025-RA	AT5G38890.1
OG0011102	Ds_00001302-RA, Ds_00017378-RA	AT2G33840.1
OG0011103	Ds_00004912-RA	AT1G32550.2, AT1G32550.1
OG0011105	Ds_00000883-RA	AT1G75330.1
OG0011107	Ds_00013791-RA	AT1G64310.1
OG0011108	Ds_00003669-RA	AT1G09150.1
OG0011111	Ds_00008820-RA	AT1G22880.1, AT1G22880.2, AT1G71380.1, AT1G22880.3
OG0011113	Ds_00010308-RA	AT2G18196.1, AT2G18196.2, AT4G10465.1
OG0011114	Ds_00017570-RA	AT5G26820.1
OG0011115	Ds_00016109-RA	AT1G71750.2, AT1G71750.1
OG0011116	Ds_00012520-RA	AT2G46580.1
OG0011118	Ds_00005379-RA, Ds_00009464-RA	AT4G37000.1
OG0011119	Ds_00001936-RA	AT2G01070.2, AT2G01070.1
OG0011120	Ds_00005624-RA	AT4G27700.1
OG0011121	Ds_00013317-RA	AT2G06000.2, AT2G06000.1
OG0011122	Ds_00006186-RA	AT3G04950.1
OG0011123	Ds_00000918-RA	AT3G62910.1
OG0011124	Ds_00013331-RA	AT2G17980.1
OG0011125	Ds_00015306-RA	AT5G42890.1
OG0011126	Ds_00007127-RA	AT4G17740.1, AT4G17740.2
OG0011128	Ds_00004659-RA	AT2G32120.2, AT2G32120.1
OG0011129	Ds_00016203-RA	AT5G09930.1, AT5G64840.1
OG0011130	Ds_00005305-RA	AT1G71720.1, AT1G71720.2
OG0011131	Ds_00009746-RA, Ds_00009750-RA, Ds_00009747-RA	AT5G61850.1, AT5G61850.2
OG0011132	Ds_00014665-RA	AT3G17365.1, AT3G17365.2
OG0011134	Ds_00002873-RA	AT1G05600.2, AT1G05600.1, AT1G05600.3
OG0011138	Ds_00016846-RA	AT1G73885.1
OG0011140	Ds_00005444-RA	AT1G18250.2, AT1G18250.1, AT1G73620.1
OG0011142	Ds_00013708-RA	AT5G14460.1
OG0011144	Ds_00010550-RA	AT1G14030.1
OG0011146	Ds_00004908-RA	AT2G35360.2, AT2G35360.3, AT2G35360.1
OG0011147	Ds_00017254-RA	AT3G47610.1
OG0011149	Ds_00011895-RA	AT3G06540.1
OG0011150	Ds_00017437-RA	AT3G18190.1
OG0011151	Ds_00001531-RA	AT3G47700.1
OG0011153	Ds_00015449-RA, Ds_00015451-RA, Ds_00015448-RA	AT1G60550.1
OG0011155	Ds_00008400-RA	AT1G68830.1
OG0011156	Ds_00009241-RA	AT5G38060.1, AT5G38060.2
OG0011157	Ds_00017326-RA	AT5G22260.1
OG0011158	Ds_00013233-RA	AT2G01490.2, AT2G01490.1
OG0011159	Ds_00013058-RA	AT5G07960.1
OG0011160	Ds_00006128-RA	AT3G03220.1
OG0011161	Ds_00010699-RA	AT3G26580.1
OG0011162	Ds_00012718-RA	AT3G02110.1
OG0011163	Ds_00002657-RA	AT5G23400.1
OG0011165	Ds_00014128-RA	AT5G08050.1
OG0011166	Ds_00013087-RA	AT2G35540.1
OG0011167	Ds_00004175-RA	AT5G36120.1
OG0011168	Ds_00007832-RA	AT5G14970.1
OG0011170	Ds_00009776-RA	AT4G25730.1
OG0011171	Ds_00009010-RA	AT1G24040.1, AT1G24040.3, AT1G24040.2
OG0011172	Ds_00016590-RA	AT2G35470.1
OG0011173	Ds_00010713-RA	AT3G26370.1
OG0011175	Ds_00005875-RA	AT3G25920.1
OG0011177	Ds_00004366-RA	AT5G16550.1
OG0011178	Ds_00014961-RA	AT3G28720.1, AT3G28720.2
OG0011180	Ds_00004314-RA	AT1G14345.1
OG0011182	Ds_00013134-RA	AT1G32370.3, AT1G32370.4, AT1G32370.1, AT1G32370.2
OG0011183	Ds_00008564-RA	AT2G01220.1, AT2G01220.2
OG0011185	Ds_00008114-RA	AT5G46570.1
OG0011186	Ds_00017272-RA	AT4G37445.1, AT4G37445.2
OG0011188	Ds_00017655-RA	AT3G29090.1
OG0011192	Ds_00007363-RA	AT5G51150.1
OG0011194	Ds_00017083-RA	AT3G26120.1
OG0011195	Ds_00017802-RA	AT3G53700.1
OG0011196	Ds_00014132-RA	AT5G08100.1
OG0011198	Ds_00010556-RA	AT5G15280.1
OG0011200	Ds_00012974-RA	AT5G39980.1
OG0011201	Ds_00003766-RA	AT5G62840.2, AT5G62840.1
OG0011203	Ds_00017884-RA	AT3G01060.1, AT3G01060.2
OG0011204	Ds_00013445-RA	AT3G29240.2, AT3G29240.1
OG0011205	Ds_00010963-RA	AT4G39920.1
OG0011207	Ds_00002655-RA	AT3G20020.1, AT3G20020.3, AT3G20020.2
OG0011209	Ds_00000791-RA	AT2G44525.1, AT3G60150.4, AT3G60150.1
OG0011210	Ds_00017178-RA	AT3G48610.1
OG0011211	Ds_00015464-RA	AT1G23890.2, AT1G23890.1
OG0011212	Ds_00017325-RA	AT5G08540.1
OG0011213	Ds_00015472-RA	AT1G24095.1, AT1G24095.2
OG0011214	Ds_00016782-RA	AT5G61370.1
OG0011215	Ds_00001375-RA	AT5G47390.1
OG0011217	Ds_00008731-RA	AT1G08070.1, AT1G08070.2
OG0011218	Ds_00012713-RA	AT1G14730.1
OG0011220	Ds_00012735-RA	AT1G66345.1
OG0011221	Ds_00013103-RA	AT4G21190.1
OG0011222	Ds_00013362-RA	AT4G35420.1
OG0011223	Ds_00012693-RA, Ds_00005920-RA	AT2G01770.1
OG0011224	Ds_00013118-RA	AT1G32630.2, AT1G32630.1
OG0011226	Ds_00005299-RA	AT1G18060.1
OG0011227	Ds_00008657-RA	AT1G65020.1
OG0011228	Ds_00009021-RA, Ds_00015458-RA	AT1G60160.1
OG0011229	Ds_00017905-RA	AT1G70160.1
OG0011230	Ds_00006524-RA	AT1G15100.1, AT2G01150.1, AT2G01150.3, AT2G01150.2
OG0011231	Ds_00005935-RA	AT5G14240.1
OG0011232	Ds_00013130-RA	AT5G45420.2, AT5G45420.1, AT5G45420.3
OG0011238	Ds_00005730-RA	AT2G30240.1
OG0011241	Ds_00001728-RA	AT5G54940.1, AT5G54940.2, AT5G54940.3
OG0011244	Ds_00001964-RA	AT3G02430.1, AT4G24310.1
OG0011248	Ds_00003564-RA, Ds_00004583-RA	AT3G61410.1, AT3G61410.3, AT3G61410.2
OG0011249	Ds_00008370-RA	AT2G46220.1
OG0011250	Ds_00004066-RA	AT5G14710.1
OG0011252	Ds_00002742-RA	AT3G23930.1, AT4G13540.1
OG0011253	Ds_00008286-RA	AT5G21060.1, AT5G21060.3, AT5G21060.2
OG0011255	Ds_00010119-RA	AT5G58660.2, AT5G58660.1, AT3G47190.1
OG0011256	Ds_00014312-RA	AT2G38500.1
OG0011258	Ds_00013371-RA	AT3G42570.1, AT3G17070.2, AT3G17070.1
OG0011259	Ds_00008337-RA	AT1G30010.1
OG0011261	Ds_00017844-RA	AT4G25190.1, AT4G25190.2
OG0011262	Ds_00006084-RA	AT1G55265.1
OG0011264	Ds_00005718-RA, Ds_00004841-RA	AT1G74350.1
OG0011273	Ds_00013357-RA	AT4G38170.1
OG0011280	Ds_00002629-RA	AT5G46920.1
OG0011282	Ds_00003721-RA	AT5G23480.5, AT5G23480.3, AT5G23480.4, AT5G23480.6, AT5G23480.1, AT5G23480.2, AT5G08430.1, AT5G08430.2
OG0011345	Ds_00002769-RA	AT5G18660.1
OG0011347	Ds_00007886-RA	AT1G74970.1
OG0011348	Ds_00013862-RA	AT3G56460.1
OG0011349	Ds_00003145-RA	AT4G14890.1
OG0011350	Ds_00004458-RA	AT5G20130.2, AT5G20130.1
OG0011351	Ds_00016374-RA	AT2G47980.1
OG0011352	Ds_00009336-RA	AT2G31970.1
OG0011353	Ds_00005555-RA	AT1G04690.1
OG0011354	Ds_00014317-RA	AT3G51710.1
OG0011355	Ds_00009353-RA	AT5G04190.1
OG0011356	Ds_00014945-RA	AT1G08500.1
OG0011357	Ds_00008270-RA	AT5G58730.1
OG0011358	Ds_00006207-RA	AT3G63480.2, AT3G63480.1
OG0011360	Ds_00005065-RA	AT4G16265.1, AT3G16980.1
OG0011362	Ds_00006548-RA	AT3G06430.1
OG0011363	Ds_00003114-RA	AT5G18970.1
OG0011364	Ds_00003158-RA	AT1G04190.1
OG0011366	Ds_00013152-RA	AT2G40490.1
OG0011372	Ds_00001006-RA	AT5G48840.1
OG0011374	Ds_00007119-RA	AT4G15560.1
