Orthogroup	D_spatulata.proteins	A_coerulea.proteins
OG0011564	Ds_00001126-RA	Aqcoe7G356400.1.p
OG0011566	Ds_00001561-RA, Ds_00001559-RA	Aqcoe7G089900.1.p
OG0011567	Ds_00010241-RA	Aqcoe7G082400.1.p
OG0011569	Ds_00007771-RA	Aqcoe7G206100.1.p
OG0011572	Ds_00008873-RA	Aqcoe7G424200.1.p
OG0011573	Ds_00004959-RA	Aqcoe7G177500.1.p
OG0011575	Ds_00007300-RA	Aqcoe7G032400.1.p
OG0011576	Ds_00016083-RA	Aqcoe7G422000.1.p
OG0011577	Ds_00000229-RA, Ds_00005542-RA	Aqcoe7G150900.1.p
OG0011579	Ds_00009955-RA	Aqcoe7G040900.1.p
OG0011581	Ds_00015933-RA	Aqcoe7G023900.1.p
OG0011583	Ds_00008987-RA	Aqcoe7G331500.1.p
OG0011584	Ds_00013892-RA	Aqcoe7G408400.1.p
OG0011585	Ds_00016471-RA	Aqcoe7G060600.1.p
OG0011587	Ds_00013636-RA	Aqcoe7G220100.1.p
OG0011588	Ds_00001283-RA	Aqcoe7G021500.1.p
OG0011590	Ds_00000632-RA	Aqcoe7G357300.1.p
OG0011591	Ds_00000873-RA, Ds_00000871-RA	Aqcoe7G439400.1.p
OG0011593	Ds_00016295-RA	Aqcoe7G078400.1.p
OG0011596	Ds_00001631-RA	Aqcoe7G065600.1.p
OG0011597	Ds_00016014-RA	Aqcoe7G423100.1.p
OG0011598	Ds_00004847-RA	Aqcoe7G437500.1.p
OG0011599	Ds_00012566-RA	Aqcoe7G021900.1.p
OG0011600	Ds_00015637-RA	Aqcoe7G297800.1.p
OG0011603	Ds_00004948-RA	Aqcoe7G311300.1.p
OG0011604	Ds_00014452-RA	Aqcoe7G349600.1.p
OG0011605	Ds_00016406-RA	Aqcoe7G031300.1.p
OG0011606	Ds_00001532-RA	Aqcoe7G100300.1.p
OG0011607	Ds_00005684-RA	Aqcoe7G022200.2.p, Aqcoe7G022200.1.p
OG0011611	Ds_00001793-RA	Aqcoe1G255600.1.p
OG0011612	Ds_00007567-RA	Aqcoe1G254900.1.p
OG0011613	Ds_00016728-RA	Aqcoe1G214900.1.p
OG0011615	Ds_00017261-RA	Aqcoe1G044300.1.p, Aqcoe1G107900.1.p
OG0011616	Ds_00006622-RA, Ds_00016743-RA	Aqcoe1G153900.1.p
OG0011617	Ds_00012411-RA	Aqcoe1G163100.1.p
OG0011618	Ds_00001142-RA	Aqcoe1G322800.1.p
OG0011619	Ds_00005151-RA	Aqcoe1G196500.1.p
OG0011620	Ds_00007197-RA	Aqcoe1G179200.1.p
OG0011621	Ds_00015967-RA	Aqcoe1G080900.1.p
OG0011622	Ds_00008962-RA	Aqcoe1G023900.1.p
OG0011624	Ds_00005321-RA	Aqcoe1G229400.1.p
OG0011625	Ds_00009073-RA, Ds_00009074-RA	Aqcoe1G337300.1.p
OG0011626	Ds_00014954-RA	Aqcoe1G008800.2.p, Aqcoe1G008800.1.p
OG0011627	Ds_00009839-RA	Aqcoe1G204200.1.p
OG0011629	Ds_00010644-RA	Aqcoe1G309200.1.p
OG0011630	Ds_00001828-RA	Aqcoe1G211200.1.p
OG0011633	Ds_00010028-RA	Aqcoe1G397400.2.p, Aqcoe1G397400.1.p
OG0011635	Ds_00010817-RA	Aqcoe1G011800.1.p, Aqcoe1G011800.3.p
OG0011636	Ds_00005153-RA	Aqcoe1G338700.1.p
OG0011638	Ds_00005858-RA	Aqcoe1G137800.1.p
OG0011639	Ds_00013081-RA	Aqcoe1G484400.1.p, Aqcoe1G044200.1.p
OG0011640	Ds_00007576-RA	Aqcoe1G056700.1.p
OG0011642	Ds_00005254-RA, Ds_00011610-RA	Aqcoe1G095100.1.p
OG0011643	Ds_00009555-RA	Aqcoe1G386700.1.p
OG0011644	Ds_00015203-RA	Aqcoe1G302700.1.p
OG0011645	Ds_00010653-RA	Aqcoe1G305400.1.p
OG0011646	Ds_00001442-RA	Aqcoe1G352000.1.p, Aqcoe1G352000.2.p, Aqcoe1G352000.3.p
OG0011648	Ds_00014706-RA	Aqcoe1G465700.1.p
OG0011649	Ds_00010069-RA	Aqcoe1G466000.1.p
OG0011650	Ds_00004751-RA, Ds_00015604-RA	Aqcoe1G157300.1.p
OG0011653	Ds_00010046-RA	Aqcoe1G482000.1.p
OG0011654	Ds_00013889-RA	Aqcoe1G227800.1.p
OG0011655	Ds_00006035-RA	Aqcoe1G120300.1.p
OG0011656	Ds_00015409-RA	Aqcoe1G485400.1.p
OG0011657	Ds_00005411-RA	Aqcoe1G156600.1.p
OG0011658	Ds_00010131-RA	Aqcoe1G071100.2.p, Aqcoe1G071100.1.p
OG0011659	Ds_00017876-RA	Aqcoe1G275400.2.p, Aqcoe1G275400.1.p
OG0011661	Ds_00010785-RA	Aqcoe1G103600.1.p
OG0011662	Ds_00003243-RA	Aqcoe1G038200.2.p, Aqcoe1G038200.1.p
OG0011664	Ds_00010137-RA	Aqcoe1G075600.3.p, Aqcoe1G075600.2.p, Aqcoe1G075600.1.p
OG0011665	Ds_00000849-RA	Aqcoe1G039100.2.p, Aqcoe1G039100.1.p
OG0011666	Ds_00005156-RA	Aqcoe1G197400.1.p
OG0011667	Ds_00006078-RA	Aqcoe1G054400.1.p
OG0011668	Ds_00005231-RA	Aqcoe1G126000.1.p
OG0011669	Ds_00014977-RA	Aqcoe1G034100.1.p
OG0011670	Ds_00012414-RA	Aqcoe1G016700.1.p, Aqcoe1G016800.1.p
OG0011671	Ds_00012471-RA	Aqcoe1G132700.1.p
OG0011672	Ds_00005582-RA	Aqcoe1G085400.1.p
OG0011673	Ds_00009591-RA	Aqcoe1G025300.1.p, Aqcoe1G025300.2.p
OG0011674	Ds_00007746-RA	Aqcoe1G194800.1.p
OG0011675	Ds_00005764-RA	Aqcoe1G019100.2.p, Aqcoe1G019100.1.p, Aqcoe1G019100.3.p
OG0011676	Ds_00001249-RA	Aqcoe1G437100.1.p
OG0011677	Ds_00007033-RA	Aqcoe1G064300.1.p
OG0011679	Ds_00008780-RA	Aqcoe1G497100.1.p
OG0011680	Ds_00006849-RA, Ds_00015971-RA	Aqcoe1G393800.1.p
OG0011681	Ds_00015278-RA	Aqcoe1G086700.1.p
OG0011682	Ds_00015102-RA	Aqcoe1G236500.1.p
OG0011683	Ds_00013704-RA	Aqcoe1G131900.1.p
OG0011684	Ds_00017078-RA	Aqcoe1G185900.1.p
OG0011685	Ds_00010866-RA	Aqcoe1G307700.1.p
OG0011687	Ds_00004486-RA	Aqcoe1G297200.1.p
OG0011688	Ds_00010818-RA	Aqcoe1G009500.1.p
OG0011689	Ds_00000173-RA	Aqcoe1G205600.1.p
OG0011691	Ds_00011506-RA	Aqcoe1G285000.1.p
OG0011693	Ds_00007378-RA	Aqcoe1G384100.1.p, Aqcoe1G384100.2.p, Aqcoe5G284400.1.p
OG0011694	Ds_00012906-RA	Aqcoe1G257400.1.p, Aqcoe1G257400.2.p
OG0011696	Ds_00013928-RA	Aqcoe1G043000.1.p
OG0011697	Ds_00010106-RA	Aqcoe1G086300.1.p
OG0011699	Ds_00008761-RA	Aqcoe1G133300.1.p, Aqcoe1G133300.2.p
OG0011700	Ds_00000398-RA	Aqcoe1G392700.1.p
OG0011701	Ds_00014959-RA	Aqcoe1G043300.1.p
OG0011702	Ds_00000101-RA, Ds_00007819-RA	Aqcoe1G101800.1.p
OG0011704	Ds_00007000-RA	Aqcoe1G430400.3.p, Aqcoe1G430400.2.p, Aqcoe1G430400.1.p
OG0011705	Ds_00005037-RA	Aqcoe1G063000.1.p, Aqcoe1G063000.2.p
OG0011706	Ds_00000889-RA	Aqcoe1G176000.1.p
OG0011707	Ds_00015881-RA	Aqcoe1G306700.1.p, Aqcoe1G306700.2.p
OG0011708	Ds_00007223-RA, Ds_00001747-RA	Aqcoe1G367300.1.p
OG0011709	Ds_00015678-RA	Aqcoe1G437000.1.p
OG0011710	Ds_00015169-RA	Aqcoe1G012100.1.p
OG0011711	Ds_00008042-RA	Aqcoe5G359200.1.p
OG0011713	Ds_00005607-RA	Aqcoe5G470300.1.p
OG0011714	Ds_00010590-RA	Aqcoe5G344400.1.p
OG0011716	Ds_00003816-RA	Aqcoe5G393100.1.p
OG0011717	Ds_00009707-RA	Aqcoe5G372900.1.p
OG0011718	Ds_00000629-RA	Aqcoe5G185800.1.p
OG0011719	Ds_00003483-RA	Aqcoe5G317300.1.p
OG0011720	Ds_00016507-RA	Aqcoe5G196700.2.p, Aqcoe5G196700.1.p
OG0011721	Ds_00014639-RA, Ds_00014638-RA	Aqcoe5G134300.1.p, Aqcoe5G236300.1.p, Aqcoe5G236200.2.p, Aqcoe5G236200.1.p
OG0011722	Ds_00001395-RA	Aqcoe5G233700.1.p, Aqcoe5G233700.2.p
OG0011723	Ds_00017174-RA	Aqcoe5G353600.1.p
OG0011724	Ds_00012932-RA	Aqcoe5G420700.2.p, Aqcoe5G420700.1.p
OG0011725	Ds_00015232-RA	Aqcoe5G038000.1.p, Aqcoe5G038000.2.p
OG0011726	Ds_00014449-RA	Aqcoe5G298200.1.p
OG0011727	Ds_00003000-RA	Aqcoe5G404900.1.p
OG0011729	Ds_00002924-RA	Aqcoe5G273900.1.p
OG0011730	Ds_00017075-RA	Aqcoe5G397500.1.p
OG0011731	Ds_00016479-RA	Aqcoe5G425600.1.p, Aqcoe5G110000.1.p
OG0011732	Ds_00000503-RA	Aqcoe5G207600.1.p
OG0011733	Ds_00016611-RA	Aqcoe5G192200.2.p, Aqcoe5G192200.3.p, Aqcoe5G192200.1.p
OG0011734	Ds_00002171-RA	Aqcoe5G032400.1.p
OG0011736	Ds_00003926-RA	Aqcoe5G268700.1.p
OG0011738	Ds_00013663-RA	Aqcoe5G272800.1.p
OG0011739	Ds_00001997-RA	Aqcoe5G202200.1.p, Aqcoe5G202200.2.p, Aqcoe5G202200.3.p
OG0011740	Ds_00012407-RA	Aqcoe5G014100.1.p
OG0011741	Ds_00011601-RA	Aqcoe3G388700.1.p, Aqcoe3G388700.2.p, Aqcoe5G375000.1.p
OG0011744	Ds_00017693-RA	Aqcoe5G105400.1.p
OG0011745	Ds_00013637-RA	Aqcoe5G102500.1.p
OG0011746	Ds_00007949-RA	Aqcoe5G474800.1.p
OG0011747	Ds_00016609-RA	Aqcoe5G191700.1.p
OG0011748	Ds_00000952-RA	Aqcoe5G417500.1.p
OG0011749	Ds_00006325-RA	Aqcoe5G082500.1.p
OG0011752	Ds_00008086-RA	Aqcoe5G273100.1.p
OG0011753	Ds_00004628-RA	Aqcoe5G066500.1.p
OG0011754	Ds_00004394-RA	Aqcoe5G356600.1.p
OG0011755	Ds_00006809-RA	Aqcoe5G120500.1.p
OG0011756	Ds_00002753-RA	Aqcoe5G464600.1.p
OG0011759	Ds_00005303-RA	Aqcoe5G280700.1.p
OG0011760	Ds_00010859-RA	Aqcoe5G247300.1.p
OG0011761	Ds_00014778-RA	Aqcoe5G161400.1.p
OG0011762	Ds_00001439-RA	Aqcoe5G133800.1.p
OG0011763	Ds_00000311-RA	Aqcoe5G133500.1.p
OG0011764	Ds_00008683-RA	Aqcoe5G245000.1.p
OG0011765	Ds_00008924-RA	Aqcoe5G138600.1.p
OG0011766	Ds_00005035-RA	Aqcoe5G289700.1.p
OG0011767	Ds_00017199-RA	Aqcoe5G420800.1.p
OG0011768	Ds_00015837-RA	Aqcoe5G251300.1.p
OG0011770	Ds_00009811-RA	Aqcoe5G169800.1.p
OG0011771	Ds_00010721-RA	Aqcoe5G385500.1.p
OG0011772	Ds_00010760-RA	Aqcoe5G361000.1.p
OG0011774	Ds_00017280-RA	Aqcoe5G179000.3.p, Aqcoe5G179000.1.p
OG0011776	Ds_00017296-RA	Aqcoe5G099200.1.p
OG0011780	Ds_00009720-RA	Aqcoe5G356500.1.p
OG0011781	Ds_00006866-RA, Ds_00013902-RA	Aqcoe5G090400.1.p
OG0011782	Ds_00007805-RA	Aqcoe5G035700.1.p
OG0011784	Ds_00001268-RA	Aqcoe5G441200.1.p, Aqcoe5G441200.2.p
OG0011785	Ds_00002883-RA	Aqcoe5G301200.1.p
OG0011786	Ds_00012060-RA	Aqcoe5G428400.1.p
OG0011787	Ds_00001015-RA	Aqcoe5G287600.1.p
OG0011788	Ds_00000565-RA	Aqcoe5G141700.1.p
OG0011789	Ds_00003260-RA	Aqcoe5G198000.1.p
OG0011790	Ds_00004688-RA	Aqcoe5G013700.1.p
OG0011791	Ds_00000145-RA	Aqcoe3G427200.2.p, Aqcoe3G427200.1.p, Aqcoe3G427200.4.p, Aqcoe3G427200.3.p
OG0011792	Ds_00010935-RA	Aqcoe3G245200.1.p
OG0011794	Ds_00007871-RA	Aqcoe3G154200.1.p
OG0011795	Ds_00013097-RA	Aqcoe3G209400.1.p
OG0011796	Ds_00012691-RA	Aqcoe3G006200.1.p
OG0011799	Ds_00001548-RA	Aqcoe3G261600.1.p
OG0011800	Ds_00002927-RA	Aqcoe3G025500.1.p, Aqcoe3G025500.2.p
OG0011801	Ds_00009139-RA	Aqcoe3G364600.1.p
OG0011802	Ds_00017072-RA	Aqcoe3G144600.1.p
OG0011803	Ds_00013516-RA	Aqcoe3G220800.1.p
OG0011806	Ds_00011358-RA	Aqcoe3G353400.1.p
OG0011808	Ds_00014149-RA	Aqcoe3G307700.1.p
OG0011812	Ds_00015459-RA	Aqcoe3G060800.1.p
OG0011813	Ds_00016250-RA	Aqcoe3G321400.1.p, Aqcoe3G098600.1.p
OG0011814	Ds_00005158-RA	Aqcoe3G011300.1.p
OG0011815	Ds_00004334-RA	Aqcoe3G098000.2.p, Aqcoe3G098000.1.p
OG0011816	Ds_00002805-RA	Aqcoe3G265500.1.p
OG0011817	Ds_00017654-RA	Aqcoe3G182500.1.p, Aqcoe3G182500.2.p
OG0011818	Ds_00016179-RA	Aqcoe3G340700.1.p
OG0011819	Ds_00000138-RA	Aqcoe3G009100.1.p
OG0011820	Ds_00014998-RA	Aqcoe3G099900.1.p
OG0011821	Ds_00016650-RA	Aqcoe3G014600.1.p
OG0011823	Ds_00009135-RA	Aqcoe3G366300.1.p
OG0011825	Ds_00003747-RA	Aqcoe3G306500.1.p
OG0011826	Ds_00002861-RA	Aqcoe3G264400.1.p
OG0011827	Ds_00017255-RA	Aqcoe3G337100.1.p
OG0011828	Ds_00004733-RA	Aqcoe3G047200.1.p
OG0011829	Ds_00006574-RA	Aqcoe3G067900.1.p
OG0011830	Ds_00010815-RA, Ds_00010808-RA	Aqcoe3G425700.1.p
OG0011831	Ds_00004944-RA	Aqcoe3G287300.1.p
OG0011832	Ds_00000135-RA	Aqcoe3G413900.1.p
OG0011834	Ds_00010497-RA	Aqcoe3G108800.1.p
OG0011835	Ds_00006493-RA	Aqcoe3G041300.1.p
OG0011838	Ds_00005108-RA	Aqcoe3G326100.1.p
OG0011839	Ds_00016842-RA	Aqcoe3G429900.1.p
OG0011841	Ds_00012376-RA	Aqcoe3G384700.1.p
OG0011842	Ds_00001133-RA	Aqcoe3G362800.1.p
OG0011843	Ds_00013596-RA	Aqcoe3G271800.1.p
OG0011844	Ds_00005351-RA	Aqcoe3G339100.1.p
OG0011847	Ds_00011149-RA	Aqcoe3G186500.1.p
OG0011849	Ds_00002272-RA	Aqcoe3G400400.1.p
OG0011850	Ds_00017409-RA	Aqcoe3G036700.1.p
OG0011851	Ds_00010838-RA	Aqcoe3G106700.1.p
OG0011852	Ds_00009105-RA	Aqcoe3G390700.1.p
OG0011853	Ds_00008426-RA	Aqcoe3G199700.1.p
OG0011854	Ds_00008425-RA	Aqcoe3G065300.1.p
OG0011856	Ds_00011133-RA	Aqcoe3G173900.2.p, Aqcoe3G173900.1.p
OG0011857	Ds_00015596-RA	Aqcoe3G360200.1.p
OG0011858	Ds_00005881-RA	Aqcoe3G024700.1.p
OG0011859	Ds_00007065-RA	Aqcoe3G425400.1.p
OG0011860	Ds_00014829-RA	Aqcoe3G349900.1.p
OG0011862	Ds_00013799-RA	Aqcoe3G277900.1.p
OG0011863	Ds_00005969-RA	Aqcoe3G271900.1.p
OG0011865	Ds_00006240-RA	Aqcoe3G428900.1.p, Aqcoe3G428900.2.p
OG0011867	Ds_00016538-RA	Aqcoe3G407800.2.p, Aqcoe3G407800.1.p
OG0011868	Ds_00004790-RA	Aqcoe3G198300.1.p
OG0011869	Ds_00012638-RA	Aqcoe3G389400.1.p
OG0011871	Ds_00006518-RA	Aqcoe3G026100.1.p
OG0011872	Ds_00017271-RA	Aqcoe3G269400.1.p
OG0011874	Ds_00013367-RA	Aqcoe3G328700.1.p, Aqcoe3G328700.2.p, Aqcoe3G328700.3.p
OG0011875	Ds_00011392-RA	Aqcoe3G281200.1.p
OG0011876	Ds_00003773-RA	Aqcoe3G290500.1.p
OG0012005	Ds_00003864-RA	Aqcoe2G333500.2.p, Aqcoe2G333500.1.p, Aqcoe0127s0002.1.p
OG0012007	Ds_00015507-RA	Aqcoe1G096600.1.p, Aqcoe2G339700.1.p
OG0012008	Ds_00011583-RA	Aqcoe2G007000.1.p
OG0012009	Ds_00005395-RA	Aqcoe2G169000.1.p
OG0012012	Ds_00002025-RA	Aqcoe2G207600.1.p
OG0012013	Ds_00004664-RA	Aqcoe2G287400.1.p
OG0012016	Ds_00001106-RA	Aqcoe2G408000.1.p
OG0012017	Ds_00011356-RA	Aqcoe2G422600.1.p
OG0012018	Ds_00012716-RA	Aqcoe7G341700.1.p, Aqcoe5G302200.3.p, Aqcoe5G302200.2.p, Aqcoe5G302200.1.p, Aqcoe2G388900.1.p, Aqcoe2G389000.1.p, Aqcoe5G302100.1.p, Aqcoe2G389100.1.p, Aqcoe2G389700.1.p, Aqcoe7G341800.1.p
OG0012019	Ds_00005099-RA, Ds_00005100-RA	Aqcoe2G380500.1.p
OG0012026	Ds_00006673-RA	Aqcoe2G438800.1.p
OG0012027	Ds_00011935-RA	Aqcoe2G045200.1.p
OG0012028	Ds_00012628-RA	Aqcoe2G419800.1.p
OG0012029	Ds_00010039-RA	Aqcoe2G084400.1.p, Aqcoe2G084400.2.p
OG0012031	Ds_00016111-RA	Aqcoe2G343600.1.p
OG0012032	Ds_00012400-RA, Ds_00000929-RA	Aqcoe2G337200.1.p
OG0012033	Ds_00006399-RA	Aqcoe2G358200.1.p
OG0012034	Ds_00015703-RA	Aqcoe2G129300.1.p, Aqcoe2G129300.2.p
OG0012035	Ds_00012404-RA	Aqcoe2G338300.1.p
OG0012036	Ds_00008851-RA	Aqcoe2G269400.1.p
OG0012038	Ds_00006181-RA	Aqcoe2G246400.1.p
OG0012041	Ds_00000716-RA	Aqcoe2G110800.1.p
OG0012042	Ds_00004050-RA	Aqcoe2G335400.1.p
OG0012046	Ds_00015548-RA	Aqcoe2G107000.1.p
OG0012048	Ds_00000837-RA	Aqcoe2G026800.1.p
OG0012050	Ds_00013980-RA	Aqcoe2G069100.1.p
OG0012051	Ds_00000422-RA	Aqcoe2G330100.1.p
OG0012052	Ds_00003244-RA	Aqcoe2G436900.1.p
OG0012053	Ds_00003850-RA	Aqcoe2G197500.1.p, Aqcoe3G190300.1.p
OG0012054	Ds_00009845-RA, Ds_00000855-RA	Aqcoe2G037800.1.p
OG0012055	Ds_00014909-RA	Aqcoe2G308400.1.p
OG0012056	Ds_00006820-RA	Aqcoe2G215200.1.p
OG0012057	Ds_00001055-RA	Aqcoe2G274000.1.p
OG0012058	Ds_00006170-RA	Aqcoe2G352700.2.p, Aqcoe2G352700.1.p
OG0012059	Ds_00003140-RA	Aqcoe2G341500.1.p
OG0012061	Ds_00000949-RA	Aqcoe2G294200.1.p
OG0012062	Ds_00009590-RA	Aqcoe2G304800.1.p
OG0012063	Ds_00000729-RA	Aqcoe2G041800.1.p
OG0012065	Ds_00000839-RA	Aqcoe2G026100.1.p
OG0012066	Ds_00012662-RA	Aqcoe2G234000.1.p
OG0012069	Ds_00011883-RA	Aqcoe2G342600.1.p
OG0012073	Ds_00011700-RA	Aqcoe2G214600.1.p, Aqcoe6G265700.1.p
OG0012074	Ds_00002932-RA	Aqcoe2G070300.1.p
OG0012075	Ds_00007888-RA	Aqcoe2G415500.1.p
OG0012077	Ds_00013251-RA	Aqcoe2G393400.1.p
OG0012078	Ds_00012379-RA	Aqcoe2G036400.1.p
OG0012080	Ds_00015082-RA	Aqcoe2G242100.1.p
OG0012081	Ds_00013151-RA	Aqcoe2G336200.1.p
OG0012082	Ds_00004107-RA	Aqcoe2G087800.1.p
OG0012083	Ds_00010487-RA	Aqcoe2G392200.1.p, Aqcoe5G379000.1.p, Aqcoe5G379000.2.p
OG0012084	Ds_00003174-RA	Aqcoe2G361900.1.p, Aqcoe2G361900.2.p
OG0012085	Ds_00003433-RA	Aqcoe2G433900.1.p
OG0012086	Ds_00006909-RA	Aqcoe2G326400.1.p
OG0012087	Ds_00001062-RA	Aqcoe2G278000.1.p
OG0012089	Ds_00013696-RA	Aqcoe2G297400.1.p
OG0012091	Ds_00006005-RA	Aqcoe2G143500.1.p
OG0012092	Ds_00000464-RA	Aqcoe2G152300.1.p, Aqcoe2G152300.2.p, Aqcoe2G152300.3.p
OG0012099	Ds_00017659-RA	Aqcoe6G172700.1.p
OG0012101	Ds_00011010-RA	Aqcoe3G273700.1.p, Aqcoe6G289400.1.p
OG0012102	Ds_00000563-RA	Aqcoe6G310000.1.p
OG0012103	Ds_00008839-RA	Aqcoe6G084400.1.p
OG0012105	Ds_00011695-RA, Ds_00016685-RA	Aqcoe6G264700.1.p
OG0012106	Ds_00015351-RA	Aqcoe6G119200.1.p
OG0012107	Ds_00012152-RA	Aqcoe6G288400.1.p
OG0012110	Ds_00015319-RA	Aqcoe6G102500.1.p
OG0012113	Ds_00016464-RA	Aqcoe6G043700.1.p
OG0012114	Ds_00010908-RA	Aqcoe6G115600.1.p
OG0012115	Ds_00000589-RA	Aqcoe6G162600.1.p
OG0012116	Ds_00001525-RA	Aqcoe6G008700.2.p, Aqcoe6G008700.1.p
OG0012117	Ds_00004149-RA	Aqcoe6G009400.3.p, Aqcoe6G009400.2.p, Aqcoe6G009400.1.p
OG0012118	Ds_00013650-RA	Aqcoe6G014100.1.p
OG0012119	Ds_00013664-RA	Aqcoe6G016500.1.p, Aqcoe6G016500.2.p
OG0012120	Ds_00002546-RA, Ds_00000521-RA	Aqcoe6G275800.1.p
OG0012123	Ds_00001479-RA	Aqcoe6G316800.1.p
OG0012124	Ds_00001397-RA	Aqcoe6G157700.1.p, Aqcoe6G157700.2.p
OG0012125	Ds_00016399-RA	Aqcoe6G015300.1.p
OG0012128	Ds_00011278-RA	Aqcoe6G258000.1.p
OG0012129	Ds_00002442-RA	Aqcoe6G057800.2.p, Aqcoe6G057800.1.p
OG0012130	Ds_00006738-RA, Ds_00016601-RA	Aqcoe6G122800.1.p
OG0012132	Ds_00015034-RA	Aqcoe6G175200.1.p, Aqcoe5G120900.1.p
OG0012133	Ds_00011264-RA	Aqcoe6G245700.1.p
OG0012139	Ds_00010957-RA	Aqcoe6G078600.1.p
OG0012140	Ds_00002500-RA	Aqcoe6G270000.2.p, Aqcoe6G270000.1.p
OG0012141	Ds_00009472-RA	Aqcoe6G144900.1.p
OG0012142	Ds_00013541-RA	Aqcoe6G065000.3.p, Aqcoe6G065000.2.p, Aqcoe6G065000.1.p
OG0012143	Ds_00002483-RA	Aqcoe6G160700.1.p
OG0012144	Ds_00012211-RA	Aqcoe6G093500.1.p
OG0012145	Ds_00000531-RA	Aqcoe6G281100.1.p
OG0012146	Ds_00012032-RA	Aqcoe6G286500.1.p
OG0012147	Ds_00017368-RA, Ds_00014936-RA, Ds_00006686-RA, Ds_00002938-RA, Ds_00012228-RA, Ds_00002246-RA, Ds_00017441-RA, Ds_00012466-RA, Ds_00003335-RA, Ds_00014523-RA	Aqcoe6G198800.1.p
OG0012148	Ds_00013001-RA	Aqcoe6G215200.1.p
OG0012149	Ds_00003315-RA	Aqcoe6G204800.1.p
OG0012150	Ds_00014296-RA	Aqcoe0017s0003.1.p
OG0012151	Ds_00012288-RA	Aqcoe4G164400.1.p, Aqcoe1G137600.1.p
OG0012152	Ds_00016332-RA	Aqcoe4G251100.1.p
OG0012154	Ds_00011511-RA	Aqcoe4G059800.1.p
OG0012155	Ds_00004838-RA	Aqcoe4G174600.1.p
OG0012157	Ds_00004416-RA	Aqcoe4G195000.1.p, Aqcoe4G195000.2.p
OG0012158	Ds_00010480-RA	Aqcoe4G310700.1.p
OG0012159	Ds_00001799-RA	Aqcoe4G072400.1.p
OG0012160	Ds_00011728-RA	Aqcoe4G235700.1.p
OG0012162	Ds_00014579-RA	Aqcoe4G014400.1.p
OG0012163	Ds_00011503-RA	Aqcoe4G051100.1.p
OG0012165	Ds_00014061-RA	Aqcoe4G312100.1.p
OG0012166	Ds_00016302-RA, Ds_00011339-RA	Aqcoe4G271100.1.p
OG0012171	Ds_00012752-RA	Aqcoe4G011200.1.p
OG0012173	Ds_00000265-RA	Aqcoe7G178000.1.p, Aqcoe7G178000.2.p
OG0012174	Ds_00007797-RA	Aqcoe5G387500.1.p, Aqcoe7G441100.1.p
OG0012175	Ds_00001345-RA	Aqcoe7G071500.1.p, Aqcoe7G071500.2.p
OG0012176	Ds_00009892-RA	Aqcoe7G062200.1.p, Aqcoe7G062400.1.p
OG0012177	Ds_00017522-RA	Aqcoe7G295900.2.p, Aqcoe7G295900.1.p
OG0012178	Ds_00011317-RA	Aqcoe7G080400.1.p
OG0012179	Ds_00005801-RA	Aqcoe7G062700.2.p, Aqcoe7G062700.1.p
OG0012181	Ds_00009494-RA, Ds_00017721-RA	Aqcoe7G444000.1.p, Aqcoe7G025700.1.p
OG0012182	Ds_00006593-RA	Aqcoe7G005700.1.p
OG0012183	Ds_00000369-RA	Aqcoe7G101800.2.p, Aqcoe7G101800.1.p
OG0012185	Ds_00003558-RA	Aqcoe7G051500.1.p
OG0012186	Ds_00000766-RA	Aqcoe7G149100.1.p
OG0012188	Ds_00000772-RA	Aqcoe7G144900.3.p, Aqcoe7G144900.2.p, Aqcoe7G144900.1.p
OG0012189	Ds_00014398-RA	Aqcoe7G418600.1.p, Aqcoe7G144300.1.p
OG0012190	Ds_00017889-RA	Aqcoe7G375500.1.p
OG0012191	Ds_00017557-RA, Ds_00012866-RA	Aqcoe7G193200.1.p
OG0012192	Ds_00014277-RA	Aqcoe7G197600.1.p
OG0012194	Ds_00010767-RA	Aqcoe7G241700.2.p, Aqcoe7G241700.1.p
OG0012197	Ds_00016731-RA	Aqcoe7G075100.1.p, Aqcoe7G075100.2.p
OG0012198	Ds_00015726-RA	Aqcoe7G389100.1.p, Aqcoe7G388900.1.p
OG0012200	Ds_00001538-RA	Aqcoe7G095300.1.p
OG0012203	Ds_00011992-RA	Aqcoe7G073500.1.p
OG0012205	Ds_00003432-RA	Aqcoe7G112500.1.p
OG0012206	Ds_00001553-RA	Aqcoe7G091800.1.p
OG0012207	Ds_00000187-RA	Aqcoe7G127700.1.p
OG0012208	Ds_00012954-RA	Aqcoe7G059100.1.p, Aqcoe7G216800.1.p, Aqcoe5G426400.1.p
OG0012209	Ds_00016901-RA	Aqcoe7G192000.1.p
OG0012211	Ds_00013344-RA	Aqcoe7G301900.1.p
OG0012212	Ds_00007785-RA	Aqcoe7G423800.1.p
OG0012213	Ds_00003327-RA	Aqcoe7G343800.2.p, Aqcoe7G343800.1.p
OG0012214	Ds_00001949-RA	Aqcoe7G112600.1.p
OG0012216	Ds_00000226-RA	Aqcoe7G151500.1.p
OG0012218	Ds_00000742-RA	Aqcoe7G165700.1.p
OG0012219	Ds_00014259-RA	Aqcoe7G181900.1.p
OG0012220	Ds_00012013-RA	Aqcoe7G057700.1.p, Aqcoe7G057900.1.p
OG0012222	Ds_00011976-RA	Aqcoe7G149300.1.p
