Orthogroup	V_vinifera.proteins	A_hypochondriacus.proteins
OG0011159	VIT_217s0000g07120.1, VIT_217s0000g07120.2	AH017524-RA
OG0011160	VIT_204s0079g00420.1	AH010709-RA
OG0011161	VIT_200s0225g00010.1	AH004824-RA
OG0011162	VIT_214s0068g00260.1, VIT_214s0068g00260.2	AH019149-RA
OG0011163	VIT_210s0071g00860.1	AH003850-RA
OG0011164	VIT_201s0010g03685.1	AH004545-RA
OG0011166	VIT_217s0000g01140.1	AH018456-RA
OG0011167	VIT_201s0010g01170.1	AH001080-RA
OG0011168	VIT_214s0066g02360.1	AH016479-RA
OG0011169	VIT_201s0127g00250.1	AH004799-RA
OG0011170	VIT_203s0038g04610.1	AH016704-RA
OG0011171	VIT_201s0026g00590.1	AH004749-RA
OG0011172	VIT_202s0012g01870.1	AH018437-RA, AH011540-RA
OG0011173	VIT_201s0137g00620.1	AH004864-RA, AH004462-RA
OG0011175	VIT_201s0011g03590.2, VIT_201s0011g03590.1	AH005387-RA, AH004158-RA
OG0011176	VIT_201s0011g00120.1	AH005526-RA, AH004026-RA
OG0011177	VIT_204s0043g00330.1	AH017224-RA
OG0011178	VIT_214s0108g00060.1	AH019380-RA
OG0011179	VIT_217s0000g00250.2, VIT_217s0000g00250.1, VIT_217s0000g00250.3	AH002950-RA
OG0011180	VIT_201s0026g01930.1	AH004596-RA
OG0011181	VIT_217s0000g04180.1	AH017429-RA
OG0011183	VIT_201s0011g04050.1, VIT_201s0011g04050.3, VIT_201s0011g04050.2	AH005481-RA
OG0011184	VIT_212s0142g00310.3, VIT_212s0142g00310.2, VIT_212s0142g00310.1	AH004935-RA
OG0011185	VIT_202s0012g01140.1	AH018367-RA, AH011485-RA
OG0011186	VIT_215s0021g01690.1, VIT_215s0021g01720.1	AH004081-RA
OG0011187	VIT_201s0011g05300.1	AH005360-RA
OG0011188	VIT_214s0108g01170.1	AH015800-RA
OG0011189	VIT_202s0012g01420.1	AH011517-RA
OG0011191	VIT_216s0050g02640.4, VIT_216s0050g02640.2, VIT_216s0050g02640.1	AH019646-RA
OG0011192	VIT_216s0039g02700.2	AH018791-RA
OG0011193	VIT_205s0094g00420.2, VIT_205s0094g00420.3, VIT_205s0094g00420.1	AH012370-RA
OG0011194	VIT_201s0137g00320.1	AH004476-RA
OG0011196	VIT_217s0000g04910.1	AH017465-RA, AH002903-RA
OG0011197	VIT_217s0000g08580.1	AH002497-RA
OG0011198	VIT_214s0108g01050.1	AH015791-RA
OG0011200	VIT_214s0066g02450.1	AH015741-RA
OG0011201	VIT_217s0000g08200.1	AH002487-RA
OG0011202	VIT_201s0010g03530.1	AH005171-RA
OG0011203	VIT_214s0108g01440.1, VIT_214s0108g01440.2, VIT_214s0108g01440.4	AH019136-RA
OG0011204	VIT_214s0108g01350.1	AH010135-RA
OG0011208	VIT_215s0021g01920.1	AH009043-RA
OG0011209	VIT_215s0021g00450.1, VIT_215s0021g00450.2	AH014683-RA
OG0011210	VIT_217s0000g01190.1, VIT_217s0000g01190.2	AH002979-RA
OG0011211	VIT_201s0026g00320.1	AH004401-RA
OG0011212	VIT_210s0071g01010.1	AH001004-RA
OG0011213	VIT_201s0026g00680.2, VIT_201s0026g00680.1	AH004722-RA, AH004735-RA
OG0011214	VIT_201s0127g00660.1, VIT_201s0127g00660.2	AH017439-RA
OG0011215	VIT_200s0299g00060.1	AH018305-RA
OG0011216	VIT_202s0033g00300.1, VIT_202s0033g00300.4, VIT_202s0033g00300.3, VIT_202s0033g00300.2	AH011579-RA
OG0011217	VIT_201s0011g00660.1	AH014062-RA
OG0011218	VIT_201s0011g06240.1, VIT_201s0011g06240.2, VIT_201s0011g06240.4, VIT_201s0011g06240.3	AH005909-RA
OG0011220	VIT_214s0006g00846.1, VIT_213s0047g01040.1	AH021567-RA
OG0011221	VIT_216s0050g01450.1	AH019607-RA
OG0011222	VIT_203s0038g04220.1	AH001617-RA
OG0011223	VIT_201s0011g06010.1, VIT_201s0011g06000.1	AH014955-RA
OG0011224	VIT_202s0012g01300.1	AH018393-RA
OG0011225	VIT_217s0000g04210.1	AH017434-RA, AH002929-RA
OG0011226	VIT_217s0000g02910.1, VIT_217s0000g02910.3, VIT_217s0000g02910.2	AH000387-RA
OG0011227	VIT_216s0039g01660.1	AH007246-RA
OG0011228	VIT_201s0026g00260.1	AH004405-RA
OG0011229	VIT_201s0026g00920.1, VIT_201s0026g00920.3	AH004658-RA
OG0011231	VIT_214s0171g00260.1	AH023449-RA
OG0011232	VIT_213s0106g00370.1, VIT_202s0012g00630.1	AH018215-RA
OG0011233	VIT_216s0050g00260.1	AH011068-RA, AH018621-RA, AH007506-RA, AH020483-RA, AH022700-RA, AH003166-RA, AH023648-RA, AH006651-RA, AH018640-RA
OG0011235	VIT_202s0087g00430.1	AH018765-RA
OG0011236	VIT_218s0072g00270.1, VIT_218s0072g00290.1, VIT_218s0072g00280.1	AH000979-RA, AH010398-RA, AH019251-RA
OG0011239	VIT_206s0061g01270.1	AH023483-RA
OG0011241	VIT_219s0090g00420.3, VIT_219s0090g00420.1	AH015345-RA
OG0011242	VIT_204s0008g00890.1	AH016098-RA, AH000365-RA
OG0011243	VIT_204s0023g00030.3, VIT_204s0023g00030.1, VIT_204s0023g00030.2	AH011206-RA
OG0011244	VIT_212s0035g00920.1	AH010179-RA
OG0011245	VIT_219s0015g00610.1, VIT_219s0015g00610.2	AH009781-RA
OG0011246	VIT_218s0001g04130.1	AH009019-RA
OG0011249	VIT_215s0046g01660.1	AH009623-RA
OG0011250	VIT_214s0066g01160.1, VIT_214s0066g01160.3, VIT_214s0066g01160.2	AH019552-RA, AH006705-RA
OG0011251	VIT_219s0014g02806.1, VIT_206s0004g04733.1	AH012013-RA, AH019658-RA, AH019659-RA
OG0011252	VIT_205s0077g00530.1	AH020221-RA
OG0011253	VIT_206s0009g01460.3, VIT_206s0009g01460.2, VIT_206s0009g01460.1	AH013888-RA, AH013889-RA
OG0011254	VIT_218s0086g00360.1	AH013875-RA
OG0011255	VIT_206s0004g06790.2, VIT_206s0004g06790.1	AH013827-RA
OG0011256	VIT_208s0058g01120.1, VIT_208s0058g01120.2	AH012478-RA
OG0011257	VIT_210s0092g00780.1, VIT_210s0092g00790.1, VIT_213s0047g00220.1	AH013298-RA
OG0011258	VIT_205s0077g00880.1	AH014959-RA
OG0011259	VIT_210s0003g03290.1	AH014718-RA
OG0011262	VIT_206s0004g00870.3, VIT_206s0004g00870.2, VIT_206s0004g00870.1, VIT_206s0004g00875.1	AH007658-RA
OG0011263	VIT_208s0040g00830.2, VIT_208s0040g00830.1	AH006640-RA
OG0011264	VIT_200s0174g00300.1, VIT_200s0174g00300.2	AH003488-RA
OG0011265	VIT_203s0088g00620.1	AH000706-RA, AH002460-RA, AH000683-RA
OG0011345	VIT_205s0020g01840.1	AH010782-RA
OG0011347	VIT_218s0001g11750.1	AH021110-RA
OG0011348	VIT_213s0067g00160.1	AH015691-RA
OG0011349	VIT_205s0020g03490.1	AH014021-RA
OG0011350	VIT_200s0187g00250.1, VIT_200s0187g00200.1	AH021454-RA
OG0011352	VIT_205s0029g00300.1, VIT_205s0029g00260.1	AH006494-RA
OG0011353	VIT_205s0051g00650.1	AH019040-RA
OG0011354	VIT_208s0058g00950.1	AH012499-RA
OG0011355	VIT_208s0056g00720.1	AH006548-RA
OG0011356	VIT_206s0009g02500.1	AH011066-RA
OG0011357	VIT_206s0004g06580.1	AH013811-RA
OG0011358	VIT_214s0128g00090.1	AH010551-RA
OG0011359	VIT_208s0007g02900.1	AH012582-RA, AH012581-RA
OG0011360	VIT_205s0077g01170.1	AH019858-RA
OG0011361	VIT_208s0007g00950.1	AH002353-RA
OG0011362	VIT_205s0020g00690.1	AH011791-RA
OG0011363	VIT_205s0020g02470.2, VIT_205s0020g02470.3, VIT_205s0020g02470.1	AH017680-RA
OG0011364	VIT_205s0020g03920.1, VIT_205s0020g03920.2	AH011847-RA
OG0011366	VIT_213s0067g02450.1	AH016042-RA
OG0011368	VIT_219s0085g00840.2, VIT_219s0085g00840.3, VIT_219s0085g00840.4, VIT_219s0085g00840.1	AH016022-RA
OG0011369	VIT_208s0032g00640.1, VIT_208s0032g00640.2, VIT_208s0032g00640.3	AH018908-RA
OG0011370	VIT_208s0007g07630.1	AH018928-RA
OG0011372	VIT_207s0005g05780.2, VIT_207s0005g05780.3, VIT_207s0005g05780.1	AH013035-RA
OG0011374	VIT_205s0020g02130.1	AH007039-RA
OG0011376	VIT_214s0030g01910.1, VIT_214s0030g01910.3, VIT_214s0030g01910.2	AH010790-RA
OG0011377	VIT_208s0007g03890.2, VIT_208s0007g03890.1	AH014814-RA
OG0011378	VIT_206s0004g06770.2, VIT_206s0004g06770.1	AH013825-RA
OG0011380	VIT_213s0019g00430.1	AH023482-RA
OG0011381	VIT_217s0000g08815.1	AH017899-RA
OG0011382	VIT_209s0018g00270.1	AH000659-RA
OG0011383	VIT_206s0004g06170.1	AH022676-RA
OG0011384	VIT_208s0040g00160.1, VIT_208s0040g00160.2, VIT_208s0040g00160.3, VIT_208s0040g00160.6, VIT_208s0040g00160.4, VIT_208s0040g00160.5	AH019099-RA
OG0011385	VIT_208s0007g05700.1	AH006711-RA
OG0011388	VIT_213s0019g04260.1	AH017811-RA
OG0011389	VIT_213s0064g01250.1, VIT_213s0064g01250.2	AH005189-RA
OG0011390	VIT_214s0030g01750.1	AH009659-RA
OG0011391	VIT_205s0051g00410.1	AH006948-RA
OG0011393	VIT_211s0052g00600.1	AH014406-RA
OG0011394	VIT_205s0062g00810.1	AH020550-RA
OG0011395	VIT_210s0003g04545.1	AH006544-RA
OG0011396	VIT_206s0009g02070.1, VIT_212s0059g02430.1	AH007097-RA
OG0011397	VIT_205s0020g03460.1	AH007306-RA, AH019939-RA
OG0011400	VIT_205s0049g01930.1	AH020194-RA
OG0011401	VIT_205s0020g00430.1	AH015602-RA
OG0011402	VIT_206s0004g05150.1	AH022583-RA, AH013726-RA
OG0011404	VIT_200s0757g00030.1, VIT_200s0757g00030.2	AH022207-RA, AH013603-RA
OG0011405	VIT_200s0246g00050.1	AH020712-RA, AH015447-RA
OG0011406	VIT_213s0074g00420.1	AH016077-RA
OG0011407	VIT_207s0005g01470.1	AH002698-RA, AH017684-RA
OG0011408	VIT_207s0005g03010.1	AH017752-RA
OG0011409	VIT_208s0007g04710.1	AH021887-RA, AH012728-RA
OG0011411	VIT_213s0158g00160.1, VIT_213s0158g00160.2	AH022735-RA
OG0011412	VIT_207s0005g01310.1	AH017698-RA
OG0011413	VIT_206s0009g03350.2, VIT_206s0009g03350.1	AH011039-RA
OG0011414	VIT_213s0064g01470.1	AH008350-RA
OG0011415	VIT_205s0077g01420.1, VIT_205s0077g01420.2	AH007140-RA
OG0011416	VIT_208s0007g07290.2, VIT_208s0007g07290.1	AH006917-RA
OG0011417	VIT_212s0142g00120.1	AH022689-RA
OG0011418	VIT_205s0102g00220.1	AH019967-RA
OG0011419	VIT_208s0007g05220.1	AH006682-RA
OG0011420	VIT_206s0004g02870.1	AH001253-RA
OG0011421	VIT_208s0040g02950.1	AH022809-RA
OG0011422	VIT_206s0009g02540.1	AH007509-RA
OG0011423	VIT_205s0020g02830.1	AH007069-RA, AH020114-RA
OG0011424	VIT_214s0060g01660.1	AH007616-RA
OG0011425	VIT_208s0007g08750.1	AH006758-RA
OG0011428	VIT_205s0020g04650.3, VIT_205s0020g04650.2, VIT_205s0020g04650.1	AH006898-RA
OG0011429	VIT_208s0007g07280.1	AH006896-RA
OG0011430	VIT_205s0102g00090.1	AH000935-RA
OG0011431	VIT_208s0058g00270.4, VIT_208s0058g00270.2, VIT_208s0058g00270.1	AH003054-RA, AH003059-RA
OG0011433	VIT_207s0005g02960.1	AH002637-RA
OG0011434	VIT_218s0089g00900.1	AH008795-RA
OG0011435	VIT_206s0009g01620.1	AH001301-RA
OG0011436	VIT_214s0036g00470.1, VIT_214s0036g00470.2	AH010745-RA
OG0011437	VIT_206s0004g00580.1	AH007649-RA
OG0011438	VIT_214s0068g00790.1	AH005248-RA
OG0011439	VIT_210s0042g00180.1, VIT_210s0042g00180.2	AH001057-RA
OG0011440	VIT_205s0094g00520.1	AH011700-RA
OG0011441	VIT_208s0007g00570.1	AH018958-RA
OG0011442	VIT_208s0105g00550.1	AH018814-RA
OG0011443	VIT_202s0012g01800.1	AH014819-RA
OG0011445	VIT_205s0029g00080.1	AH021962-RA
OG0011446	VIT_213s0084g00800.1	AH019152-RA
OG0011447	VIT_205s0020g03620.1, VIT_205s0020g03620.2	AH007094-RA
OG0011448	VIT_213s0019g03070.1	AH013116-RA, AH013669-RA
OG0011449	VIT_218s0001g13920.1	AH008321-RA
OG0011450	VIT_200s1232g00020.1	AH009492-RA
OG0011452	VIT_218s0001g03330.2, VIT_218s0001g03330.1	AH023600-RA
OG0011454	VIT_218s0001g05980.1	AH014830-RA
OG0011455	VIT_203s0063g00930.1	AH001900-RA
OG0011457	VIT_204s0023g02680.1	AH005815-RA
OG0011458	VIT_218s0089g00930.1	AH008796-RA
OG0011460	VIT_203s0063g01900.1	AH001860-RA
OG0011461	VIT_212s0057g01170.1, VIT_203s0017g01670.1, VIT_203s0017g01670.3, VIT_203s0017g01670.2	AH017389-RA
OG0011462	VIT_203s0038g04030.1	AH000945-RA
OG0011463	VIT_207s0031g01730.3, VIT_207s0031g01730.2, VIT_207s0031g01730.1	AH005830-RA
OG0011464	VIT_204s0023g01670.1	AH003841-RA
OG0011465	VIT_218s0001g09370.1	AH022017-RA
OG0011466	VIT_207s0130g00140.1, VIT_207s0130g00150.1	AH003300-RA
OG0011468	VIT_207s0005g04670.1	AH002473-RA
OG0011469	VIT_218s0001g01970.1	AH008565-RA
OG0011470	VIT_203s0017g01000.1	AH000911-RA
OG0011472	VIT_205s0077g02210.1	AH011950-RA
OG0011473	VIT_215s0048g01220.1	AH009200-RA
OG0011475	VIT_203s0088g00650.1, VIT_203s0088g00650.2	AH000685-RA
OG0011477	VIT_210s0003g05630.1	AH017219-RA
OG0011478	VIT_211s0037g00280.1	AH015722-RA
OG0011479	VIT_218s0001g03300.1	AH023596-RA
OG0011480	VIT_206s0080g00190.1	AH008838-RA
OG0011481	VIT_203s0038g00440.1	AH002390-RA, AH000713-RA
OG0011482	VIT_207s0031g02670.1	AH003259-RA, AH010380-RA
OG0011483	VIT_201s0011g05860.1	AH008567-RA
OG0011484	VIT_218s0122g01200.1	AH023743-RA
OG0011485	VIT_218s0041g02220.1	AH001043-RA
OG0011486	VIT_207s0005g06670.1	AH013080-RA
OG0011487	VIT_203s0088g00370.1	AH000677-RA
OG0011488	VIT_218s0001g06270.1	AH016905-RA, AH008718-RA
OG0011489	VIT_210s0003g04060.2, VIT_210s0003g04060.1	AH001327-RA
OG0011490	VIT_209s0018g00080.1	AH010712-RA
OG0011491	VIT_218s0001g13750.1	AH008935-RA
OG0011492	VIT_203s0063g01380.2, VIT_203s0063g01380.1	AH001883-RA
OG0011493	VIT_213s0067g01340.1	AH023114-RA
OG0011494	VIT_204s0023g01160.1	AH005631-RA
OG0011496	VIT_207s0129g00340.1	AH005692-RA
OG0011497	VIT_218s0001g10160.1	AH016667-RA, AH008418-RA
OG0011498	VIT_200s0199g00150.2, VIT_200s0199g00110.3, VIT_200s0199g00110.2, VIT_200s0199g00150.1, VIT_200s0199g00110.1	AH003924-RA
OG0011499	VIT_219s0085g00290.1	AH016003-RA
OG0011500	VIT_203s0038g00140.1	AH002411-RA
OG0011501	VIT_207s0031g02820.2, VIT_207s0031g02820.3, VIT_207s0031g02820.1	AH010370-RA
OG0011502	VIT_203s0063g02310.1	AH003990-RA
OG0011503	VIT_219s0027g01850.1	AH023405-RA
OG0011504	VIT_200s1247g00020.1, VIT_200s1247g00020.2, VIT_207s0197g00010.1	AH006061-RA
OG0011505	VIT_206s0004g07640.1	AH004277-RA
OG0011506	VIT_218s0001g02640.2, VIT_218s0001g02640.1	AH008864-RA
OG0011507	VIT_218s0072g01170.1	AH009435-RA
OG0011508	VIT_200s0215g00083.1	AH019496-RA
OG0011509	VIT_200s0253g00070.1	AH003719-RA, AH006040-RA
OG0011511	VIT_200s0187g00360.1, VIT_200s0187g00360.2	AH014920-RA, AH021459-RA
OG0011512	VIT_202s0012g01380.2, VIT_202s0012g01380.1	AH005923-RA, AH003635-RA
OG0011513	VIT_219s0015g01230.2, VIT_219s0015g01230.1	AH019239-RA
OG0011515	VIT_219s0015g00390.1	AH009770-RA
OG0011516	VIT_219s0090g00450.1, VIT_219s0090g00450.2	AH008204-RA
OG0011517	VIT_219s0014g02480.1	AH008057-RA
OG0011518	VIT_210s0116g00420.2, VIT_210s0116g00420.1, VIT_210s0116g00270.1	AH015038-RA
OG0011522	VIT_210s0092g00220.1, VIT_210s0092g00220.2	AH021279-RA
OG0011523	VIT_212s0059g00170.1	AH000338-RA
OG0011524	VIT_219s0014g02220.1	AH008730-RA
OG0011525	VIT_212s0059g01140.1, VIT_212s0059g01140.2	AH018374-RA
OG0011526	VIT_200s0201g00070.1	AH008412-RA
OG0011527	VIT_219s0090g01150.1	AH009882-RA
OG0011528	VIT_210s0003g05680.1, VIT_210s0003g05680.3, VIT_210s0003g05680.2	AH021247-RA
OG0011529	VIT_212s0059g01810.1	AH013755-RA
OG0011530	VIT_212s0028g02370.2, VIT_212s0028g02370.1	AH000266-RA
OG0011532	VIT_212s0028g02360.1, VIT_219s0014g01540.1	AH008022-RA
OG0011534	VIT_210s0003g03040.1	AH021316-RA
OG0011535	VIT_212s0059g02250.1	AH000426-RA
OG0011537	VIT_200s0956g00010.1	AH016951-RA
OG0011538	VIT_216s0050g01620.1	AH019613-RA
OG0011539	VIT_204s0079g00520.1	AH021185-RA
OG0011540	VIT_209s0054g00610.1	AH013482-RA
OG0011541	VIT_204s0008g05130.1	AH015377-RA
OG0011542	VIT_204s0008g02330.1	AH015299-RA
OG0011543	VIT_216s0013g00300.1	AH003032-RA
OG0011545	VIT_211s0052g00410.2, VIT_211s0052g00410.1, VIT_211s0016g05230.1	AH014084-RA, AH014082-RA
OG0011546	VIT_215s0021g02770.1	AH000300-RA
OG0011547	VIT_206s0004g04770.1	AH011550-RA
OG0011548	VIT_204s0008g02270.1	AH017419-RA
OG0011549	VIT_211s0016g05150.1	AH020728-RA
OG0011550	VIT_204s0008g03120.1	AH017082-RA
OG0011551	VIT_202s0241g00040.1	AH003123-RA
OG0011552	VIT_201s0011g01910.1	AH016698-RA
OG0011553	VIT_209s0070g00380.1	AH016993-RA
OG0011554	VIT_201s0011g03630.1	AH018900-RA
OG0011555	VIT_214s0108g01160.1	AH019122-RA
OG0011558	VIT_204s0008g02290.2, VIT_204s0008g02290.1	AH020112-RA
OG0011559	VIT_209s0002g03780.1	AH002135-RA
OG0011560	VIT_211s0016g04100.1	AH020839-RA
OG0011561	VIT_204s0008g03220.1	AH016164-RA
OG0011562	VIT_211s0016g01490.1	AH021122-RA
OG0011563	VIT_211s0016g00580.1	AH021096-RA
OG0011564	VIT_218s0001g08960.1	AH013618-RA
OG0011565	VIT_205s0077g01065.1	AH023846-RA, AH010294-RA, AH007296-RA
OG0011566	VIT_215s0021g02170.1	AH002803-RA
OG0011567	VIT_202s0154g00520.1	AH018608-RA
OG0011569	VIT_209s0002g05690.1	AH015810-RA
OG0011571	VIT_216s0100g00480.1, VIT_216s0100g00480.2, VIT_216s0100g00480.4, VIT_216s0100g00480.3	AH019528-RA
OG0011572	VIT_211s0016g01760.2, VIT_211s0016g01760.1	AH014544-RA
OG0011573	VIT_211s0016g03910.1	AH014530-RA
OG0011575	VIT_216s0050g00650.1, VIT_216s0050g00650.3, VIT_216s0050g00650.2	AH012422-RA
OG0011576	VIT_211s0016g01730.1	AH019259-RA
OG0011579	VIT_216s0100g01250.1	AH019547-RA
OG0011580	VIT_209s0002g00640.1	AH013407-RA
OG0011581	VIT_215s0046g02160.1	AH009633-RA
OG0011582	VIT_215s0046g01410.1, VIT_215s0046g01410.2	AH009603-RA
OG0011583	VIT_201s0026g01055.1	AH004701-RA, AH004642-RA
OG0011584	VIT_219s0014g01290.1	AH008004-RA
OG0011586	VIT_211s0052g01085.1	AH009499-RA
OG0011587	VIT_204s0008g06790.1	AH018999-RA
OG0011588	VIT_202s0025g00370.1	AH018010-RA, AH011280-RA
OG0011589	VIT_204s0008g03180.1	AH015995-RA
OG0011591	VIT_201s0011g00930.1	AH021696-RA
OG0011592	VIT_212s0134g00410.2, VIT_212s0134g00410.1	AH018528-RA
OG0011593	VIT_215s0048g00560.1	AH009148-RA
OG0011594	VIT_209s0002g01390.1	AH013368-RA
OG0011596	VIT_215s0048g00850.1	AH009149-RA
OG0011597	VIT_211s0016g01820.1, VIT_211s0016g01820.2	AH014201-RA
OG0011598	VIT_202s0087g00180.1	AH003245-RA
OG0011599	VIT_216s0050g02250.1, VIT_216s0050g02250.2	AH012054-RA
OG0011600	VIT_204s0008g02700.1	AH011431-RA
OG0011601	VIT_209s0002g05700.1	AH000531-RA, AH002046-RA
OG0011603	VIT_218s0117g00160.2, VIT_218s0117g00160.1	AH017047-RA
OG0011604	VIT_214s0060g00820.2, VIT_214s0060g00820.1	AH007403-RA
OG0011605	VIT_216s0050g00680.2, VIT_216s0050g00680.3, VIT_216s0050g00680.1	AH019569-RA
OG0011606	VIT_215s0048g02810.1	AH014205-RA
OG0011607	VIT_216s0050g02270.1	AH012048-RA
OG0011608	VIT_212s0057g01005.1	AH001210-RA, AH000126-RA
OG0011609	VIT_213s0019g04675.1	AH001747-RA, AH000549-RA
OG0011610	VIT_213s0019g00750.1	AH015700-RA
OG0011611	VIT_219s0014g02300.1, VIT_219s0014g02300.3, VIT_219s0014g02300.2	AH010077-RA
OG0011612	VIT_219s0014g02290.1, VIT_219s0014g02290.2	AH008050-RA
OG0011614	VIT_213s0073g00650.1, VIT_213s0073g00650.2, VIT_213s0073g00650.3	AH010667-RA
OG0011616	VIT_213s0067g01540.1	AH023125-RA, AH016344-RA
OG0011618	VIT_212s0059g01860.1	AH000116-RA
OG0011619	VIT_212s0028g00470.2, VIT_212s0028g00470.1	AH000062-RA
OG0011620	VIT_201s0146g00490.2, VIT_201s0146g00490.1	AH005233-RB, AH005233-RA
OG0011621	VIT_208s0007g02330.1	AH012541-RA, AH012540-RA
OG0011622	VIT_213s0158g00350.2, VIT_213s0158g00350.1	AH019359-RA
OG0011624	VIT_215s0046g02430.1	AH023530-RA
OG0011626	VIT_213s0084g00080.4, VIT_213s0084g00080.3, VIT_213s0084g00080.1, VIT_213s0084g00080.2	AH019322-RA
OG0011629	VIT_219s0014g03610.2, VIT_219s0014g03610.1	AH008133-RA
OG0011630	VIT_219s0014g00380.1	AH007980-RA
OG0011632	VIT_203s0088g01100.1	AH012059-RA
OG0011632	VIT_203s0088g00950.1	AH012063-RA, AH012058-RA
OG0011633	VIT_206s0004g07760.1	AH022435-RA
OG0011634	VIT_206s0009g03420.1	AH007707-RA
OG0011635	VIT_208s0056g00820.3, VIT_208s0056g00820.4, VIT_208s0056g00820.2, VIT_208s0056g00820.1, VIT_208s0056g00820.5	AH019075-RA
OG0011636	VIT_212s0028g00520.1	AH001148-RA
OG0011637	VIT_201s0010g00410.1, VIT_219s0085g00940.1	AH019287-RA
OG0011638	VIT_206s0004g02510.1	AH000191-RA
OG0011639	VIT_211s0016g02320.1	AH013933-RA, AH016477-RA
OG0011640	VIT_206s0009g03200.1	AH011043-RA
OG0011642	VIT_206s0004g05560.1	AH013753-RA
OG0011643	VIT_212s0057g00720.1	AH001198-RA
OG0011644	VIT_200s0587g00040.1, VIT_200s0587g00040.2	AH021639-RA
OG0011647	VIT_215s0046g00450.1, VIT_202s0012g02125.1	AH009555-RA
OG0011648	VIT_206s0004g04440.1	AH012627-RA, AH022501-RA, AH013653-RA
OG0011649	VIT_206s0004g04420.1	AH013650-RA
OG0011651	VIT_206s0004g05000.2, VIT_206s0004g05000.1, VIT_206s0004g05000.3	AH013712-RA
OG0011652	VIT_218s0001g05305.1	AH010885-RA, AH007661-RA
OG0011653	VIT_206s0004g03710.1	AH022713-RA
OG0011654	VIT_219s0014g01410.2, VIT_219s0014g01410.1	AH010134-RA
OG0011655	VIT_213s0074g00010.1	AH021292-RA
OG0011656	VIT_208s0040g03250.1	AH021954-RA
OG0011657	VIT_203s0017g02350.2, VIT_203s0017g02350.1	AH003464-RA
OG0011658	VIT_206s0009g00970.1	AH022629-RA
OG0011659	VIT_210s0116g00800.1	AH015020-RA
OG0011661	VIT_208s0007g00800.1	AH018968-RA
OG0011662	VIT_205s0102g00770.1, VIT_205s0102g00770.2	AH011648-RA
OG0011663	VIT_213s0019g00320.1	AH023484-RA
OG0011664	VIT_206s0080g01260.1	AH022614-RA
OG0011665	VIT_208s0007g05710.1	AH006712-RA
OG0011666	VIT_212s0034g01860.2, VIT_212s0034g01860.1	AH005329-RA, AH011534-RA
OG0011667	VIT_206s0004g00600.1	AH007650-RA
OG0011668	VIT_206s0061g00770.1, VIT_206s0061g00770.2	AH001230-RA
OG0011669	VIT_213s0064g01270.1	AH015634-RA
OG0011670	VIT_201s0011g01310.1	AH012589-RA
OG0011671	VIT_213s0019g04750.1	AH004166-RA
OG0011673	VIT_208s0007g08730.1	AH006759-RA
OG0011674	VIT_210s0003g03090.1	AH021310-RA
OG0011675	VIT_207s0151g00060.1	AH020443-RA, AH006675-RA
OG0011676	VIT_206s0080g00920.1	AH013909-RA
OG0011677	VIT_201s0010g00590.4, VIT_201s0010g00590.3	AH007797-RA
OG0011679	VIT_208s0040g02090.1	AH021981-RA
OG0011680	VIT_208s0058g00800.1	AH012516-RA
OG0011682	VIT_210s0116g01780.1	AH021501-RA, AH014997-RA
OG0011683	VIT_208s0007g04990.1	AH009688-RA
OG0011684	VIT_210s0003g04040.1	AH014698-RA
OG0011685	VIT_213s0047g01200.2, VIT_213s0047g01200.1, VIT_201s0150g00210.2, VIT_201s0150g00210.1	AH016969-RA
OG0011686	VIT_210s0003g01550.1	AH014803-RA
OG0011687	VIT_210s0116g01180.1, VIT_210s0116g01180.2	AH021485-RA
OG0011688	VIT_208s0056g01140.1	AH008075-RA
OG0011689	VIT_218s0001g04970.1	AH023585-RA
OG0011691	VIT_210s0003g01080.1	AH014837-RA
OG0011692	VIT_206s0004g05110.1, VIT_206s0004g05110.2	AH022579-RA
OG0011693	VIT_214s0083g00720.1	AH006449-RA
OG0011694	VIT_210s0003g00070.1	AH021670-RA, AH021671-RA
OG0011696	VIT_206s0009g03260.1	AH011041-RA
OG0011697	VIT_206s0004g05960.2, VIT_206s0004g05960.1	AH022702-RA
OG0011699	VIT_208s0007g05070.1	AH012753-RA
OG0011700	VIT_213s0067g02130.3, VIT_213s0067g02130.1, VIT_213s0067g02130.2	AH023156-RA
OG0011702	VIT_214s0036g00480.1	AH012615-RA
OG0011704	VIT_200s0270g00100.1	AH007838-RA
OG0011705	VIT_205s0094g01620.1	AH011808-RA
OG0011706	VIT_210s0003g04720.2, VIT_210s0003g04720.1	AH021255-RA
OG0011707	VIT_200s0181g00120.1	AH021594-RA
OG0011708	VIT_219s0014g05110.1	AH009947-RA
OG0011709	VIT_206s0080g00940.1	AH013907-RA
OG0011710	VIT_206s0061g00030.2, VIT_206s0061g00030.1	AH019422-RA, AH014192-RA
OG0011711	VIT_214s0068g02110.2, VIT_214s0068g02110.1, VIT_214s0068g02110.3	AH006285-RA
OG0011712	VIT_201s0010g02220.1, VIT_201s0010g02220.2, VIT_201s0010g02220.4, VIT_201s0010g02220.3	AH004490-RA
OG0011713	VIT_216s0098g01100.1	AH019712-RA
OG0011714	VIT_201s0146g00290.1	AH005223-RA
OG0011716	VIT_217s0000g09620.2, VIT_217s0000g09620.1	AH013572-RA
