Orthogroup	V_vinifera.proteins	B_vulgaris.proteins
OG0010489	VIT_208s0007g06250.1, VIT_200s0208g00060.1	Bevul.3G184800.1.p
OG0010490	VIT_214s0083g00460.3, VIT_214s0083g00460.4, VIT_214s0083g00460.2, VIT_214s0083g00460.1	Bevul.5G023200.1.p, Bevul.2G219900.1.p
OG0010491	VIT_204s0043g00310.4, VIT_204s0043g00310.2, VIT_204s0043g00310.1, VIT_204s0043g00310.3	Bevul.2G144500.1.p
OG0010492	VIT_217s0000g00110.1	Bevul.5G165100.1.p
OG0010493	VIT_214s0006g03070.1	Bevul.2G214900.2.p, Bevul.2G214900.1.p
OG0010494	VIT_216s0039g02120.1	Bevul.3G016700.1.p
OG0010495	VIT_217s0000g04720.2, VIT_217s0000g04720.3, VIT_217s0000g04720.1	Bevul.5G171200.1.p
OG0010496	VIT_215s0021g00570.1, VIT_215s0021g00570.2, VIT_215s0021g00570.3	Bevul.1G148100.1.p
OG0010497	VIT_201s0150g00640.1	Bevul.7G099500.2.p, Bevul.7G099500.1.p
OG0010498	VIT_216s0039g02250.1, VIT_216s0039g02250.2	Bevul.1G207100.1.p
OG0010499	VIT_210s0071g00840.1, VIT_210s0071g00810.1, VIT_210s0071g00850.1	Bevul.9G001900.1.p
OG0010500	VIT_201s0026g00200.1, VIT_201s0026g00200.3, VIT_201s0026g00200.2	Bevul.6G192300.1.p
OG0010501	VIT_214s0066g02630.1	Bevul.2G056000.1.p
OG0010502	VIT_211s0065g01100.1, VIT_201s0010g01900.1	Bevul.2G162600.1.p
OG0010503	VIT_218s0001g04060.1	Bevul.7G192300.1.p
OG0010504	VIT_202s0012g01120.2, VIT_202s0012g01120.1	Bevul.5G085300.1.p
OG0010505	VIT_217s0000g05620.1	Bevul.5G196200.1.p
OG0010506	VIT_214s0068g00680.3, VIT_214s0068g00680.1	Bevul.4G116000.1.p
OG0010507	VIT_201s0026g00750.1	Bevul.6G196000.1.p
OG0010508	VIT_215s0021g01380.1, VIT_200s0616g00030.1	Bevul.5G074800.1.p
OG0010509	VIT_201s0010g02160.1, VIT_201s0010g02160.2	Bevul.6G169900.1.p
OG0010510	VIT_204s0008g07050.1	Bevul.2G006200.1.p
OG0010511	VIT_217s0000g01420.1	Bevul.5G154600.1.p
OG0010512	VIT_215s0021g00520.1	Bevul.1G148800.1.p
OG0010513	VIT_201s0011g04880.1, VIT_201s0011g04880.4, VIT_201s0011g04880.3, VIT_201s0011g04880.2	Bevul.6G141700.1.p
OG0010514	VIT_205s0077g00740.1, VIT_205s0077g00740.2, VIT_205s0077g00740.3	Bevul.3G060700.1.p
OG0010515	VIT_203s0038g00830.1, VIT_201s0113g00500.1	Bevul.6G229600.1.p
OG0010516	VIT_210s0003g03260.1	Bevul.8G087500.1.p
OG0010517	VIT_201s0026g02070.2, VIT_201s0026g02070.3, VIT_201s0026g02070.1	Bevul.6G239500.1.p
OG0010518	VIT_202s0033g00930.1, VIT_202s0033g00930.2	Bevul.5G168000.1.p
OG0010519	VIT_201s0011g03080.1	Bevul.6G121900.1.p
OG0010520	VIT_217s0000g01990.1, VIT_217s0000g01990.3, VIT_217s0000g01990.2	Bevul.3G155700.1.p, Bevul.5G077700.1.p
OG0010521	VIT_204s0008g06990.2	Bevul.3G233600.1.p
OG0010522	VIT_206s0004g03340.1, VIT_201s0011g04630.1	Bevul.4G197900.1.p
OG0010523	VIT_207s0005g01410.1	Bevul.5G253900.1.p
OG0010525	VIT_217s0000g03760.2, VIT_217s0000g03760.1	Bevul.5G148900.1.p
OG0010526	VIT_217s0000g06430.3, VIT_217s0000g06430.2, VIT_217s0000g06430.1	Bevul.5G185500.1.p
OG0010528	VIT_219s0027g00780.1	Bevul.6G211200.1.p
OG0010529	VIT_217s0000g07760.3, VIT_217s0000g07760.1, VIT_217s0000g07760.2	Bevul.5G205900.1.p
OG0010530	VIT_201s0010g00610.2, VIT_201s0010g00610.3, VIT_201s0010g00610.1	Bevul.6G108900.1.p
OG0010531	VIT_217s0000g04260.2, VIT_217s0000g04260.4, VIT_217s0000g04260.1, VIT_217s0000g04260.3	Bevul.5G167900.1.p
OG0010532	VIT_202s0012g01050.1, VIT_200s0183g00250.1, VIT_202s0012g01060.1, VIT_203s0017g01730.1	Bevul.1G016000.1.p
OG0010533	VIT_201s0026g02750.1	Bevul.6G231700.1.p
OG0010534	VIT_200s0299g00070.1	Bevul.1G058800.1.p
OG0010535	VIT_217s0000g04960.1	Bevul.5G172700.1.p
OG0010536	VIT_219s0015g00960.1	Bevul.4G004200.1.p
OG0010537	VIT_201s0011g04350.1	Bevul.4G184700.1.p, Bevul.7G031600.1.p
OG0010538	VIT_201s0010g03410.1	Bevul.1G155900.1.p, Bevul.1G155600.1.p, Bevul.1G155400.1.p
OG0010539	VIT_201s0146g00380.2, VIT_201s0146g00380.1	Bevul.6G200200.1.p
OG0010540	VIT_205s0094g00390.1	Bevul.6G041300.1.p
OG0010541	VIT_202s0012g00030.1	Bevul.5G078400.1.p
OG0010542	VIT_201s0011g00770.1	Bevul.6G080600.1.p
OG0010543	VIT_217s0000g02310.2, VIT_217s0000g02310.1	Bevul.5G147600.1.p
OG0010546	VIT_209s0002g02900.1, VIT_209s0002g02840.1, VIT_209s0002g02890.1	Bevul.6G197600.1.p, Bevul.6G197800.1.p, Bevul.3G063900.1.p, Bevul.3G063700.1.p
OG0010547	VIT_202s0025g01165.1	Bevul.5G020700.1.p
OG0010549	VIT_208s0007g00290.1	Bevul.5G135400.1.p
OG0010552	VIT_200s0246g00100.1	Bevul.7G125000.1.p
OG0010553	VIT_214s0108g01180.1	Bevul.2G064900.3.p, Bevul.2G064900.2.p, Bevul.2G064900.1.p
OG0010554	VIT_219s0015g02910.3, VIT_219s0015g02540.1, VIT_219s0015g02940.1	Bevul.5G049800.1.p
OG0010556	VIT_216s0050g01780.1	Bevul.3G047300.1.p
OG0010557	VIT_208s0007g05100.1, VIT_208s0007g05100.3, VIT_208s0007g05100.2	Bevul.3G210400.1.p
OG0010558	VIT_210s0116g01680.1	Bevul.8G053300.1.p
OG0010559	VIT_201s0011g04240.1	Bevul.6G136400.1.p
OG0010560	VIT_206s0009g00990.1	Bevul.6G222000.1.p
OG0010561	VIT_216s0022g02190.1	Bevul.3G082700.1.p
OG0010563	VIT_207s0129g00930.3, VIT_207s0129g00930.6, VIT_207s0129g00930.2, VIT_207s0129g00930.7, VIT_207s0129g00930.1, VIT_207s0129g00930.4, VIT_207s0129g00930.5	Bevul.6G008100.1.p
OG0010566	VIT_203s0038g03550.1, VIT_203s0038g03550.3, VIT_203s0038g03550.4, VIT_203s0038g03550.2	Bevul.9G128300.1.p
OG0010571	VIT_213s0084g00730.1, VIT_213s0067g00360.1	Bevul.7G059400.1.p, Bevul.7G059400.2.p
OG0010573	VIT_208s0007g05960.1, VIT_208s0007g05980.1	Bevul.3G201700.1.p
OG0010577	VIT_202s0012g02230.1, VIT_205s0049g00580.1	Bevul.8G093800.1.p, Bevul.J001200.1.p, Bevul.1G074000.1.p, Bevul.3G136200.1.p, Bevul.9G086400.1.p, Bevul.8G075600.1.p, Bevul.9G076200.1.p, Bevul.4G095600.1.p, Bevul.9G107300.1.p, Bevul.4G094300.1.p, Bevul.2G009700.1.p
OG0010579	VIT_218s0001g07730.4, VIT_218s0001g07730.7, VIT_218s0001g07730.6, VIT_218s0001g07730.5, VIT_218s0001g07730.2, VIT_218s0001g07730.1, VIT_218s0001g07730.3	Bevul.1G170000.1.p
OG0010624	VIT_216s0050g01430.1	Bevul.3G048900.1.p
OG0010626	VIT_208s0007g05720.1	Bevul.3G204600.1.p, Bevul.3G204700.1.p
OG0010629	VIT_208s0040g01400.1, VIT_208s0040g01400.2	Bevul.7G052400.1.p
OG0010630	VIT_205s0020g01370.1	Bevul.3G154600.1.p
OG0010632	VIT_204s0044g01790.1	Bevul.7G183100.1.p
OG0010633	VIT_208s0058g00480.1	Bevul.5G056200.1.p
OG0010634	VIT_202s0087g00410.2, VIT_202s0087g00410.1	Bevul.9G233700.1.p
OG0010635	VIT_208s0007g00860.1	Bevul.5G134600.1.p
OG0010636	VIT_214s0060g00400.1	Bevul.4G173600.1.p
OG0010637	VIT_212s0057g01550.1, VIT_212s0057g01550.2	Bevul.1G100500.1.p
OG0010638	VIT_207s0005g02410.1	Bevul.3G116000.1.p
OG0010639	VIT_205s0077g00570.1	Bevul.3G063000.1.p
OG0010642	VIT_208s0007g03970.1	Bevul.7G035800.1.p
OG0010644	VIT_206s0004g05900.1	Bevul.7G196800.1.p
OG0010646	VIT_207s0104g01170.1	Bevul.2G092700.1.p, Bevul.2G092700.2.p
OG0010647	VIT_206s0061g00720.1	Bevul.9G040400.1.p
OG0010648	VIT_205s0029g00500.1	Bevul.3G232900.1.p
OG0010651	VIT_208s0007g02930.1, VIT_208s0007g02930.2	Bevul.7G022600.1.p, Bevul.7G022600.2.p
OG0010652	VIT_206s0009g01750.1	Bevul.6G156900.1.p
OG0010653	VIT_206s0061g00790.1, VIT_206s0061g00790.2, VIT_206s0061g00790.3	Bevul.9G039700.1.p
OG0010654	VIT_213s0067g03000.1	Bevul.2G042300.1.p, Bevul.2G042300.2.p
OG0010656	VIT_206s0004g04380.1	Bevul.7G210100.1.p
OG0010657	VIT_205s0020g04040.1	Bevul.3G144400.1.p
OG0010659	VIT_212s0028g02100.2, VIT_212s0028g02100.1	Bevul.5G229300.1.p
OG0010660	VIT_200s0780g00020.1	Bevul.8G035300.1.p
OG0010663	VIT_207s0104g01480.3, VIT_207s0104g01480.1, VIT_207s0104g01480.2	Bevul.7G090700.1.p
OG0010664	VIT_204s0044g02050.1	Bevul.7G159100.1.p
OG0010665	VIT_213s0084g00160.1	Bevul.2G036900.1.p
OG0010666	VIT_208s0007g07060.1	Bevul.3G177100.1.p
OG0010668	VIT_205s0102g00370.1	Bevul.3G100100.1.p
OG0010669	VIT_200s0580g00010.1	Bevul.7G135200.1.p
OG0010670	VIT_208s0007g04150.1	Bevul.7G038700.1.p
OG0010672	VIT_205s0136g00320.1, VIT_205s0136g00390.1, VIT_205s0136g00390.2	Bevul.3G235400.1.p
OG0010673	VIT_206s0080g00590.1	Bevul.7G226000.1.p
OG0010674	VIT_204s0044g01190.1	Bevul.1G122800.1.p
OG0010675	VIT_208s0058g00790.1	Bevul.7G221600.1.p, Bevul.7G013000.1.p
OG0010676	VIT_216s0050g00060.1	Bevul.3G071500.1.p
OG0010677	VIT_215s0046g02880.1	Bevul.1G176000.1.p
OG0010678	VIT_209s0002g06540.1, VIT_209s0002g06540.2	Bevul.1G150600.1.p
OG0010681	VIT_213s0019g01270.1	Bevul.5G008100.1.p
OG0010682	VIT_208s0007g03860.1	Bevul.7G034000.1.p
OG0010683	VIT_212s0055g00750.1	Bevul.5G253700.1.p
OG0010684	VIT_207s0005g02130.1	Bevul.5G259100.1.p
OG0010685	VIT_207s0005g00730.1	Bevul.7G102100.1.p
OG0010686	VIT_209s0002g04690.1, VIT_209s0002g04690.2	Bevul.9G203300.1.p
OG0010687	VIT_208s0007g01990.1	Bevul.6G155700.1.p
OG0010689	VIT_207s0005g02590.1	Bevul.5G262300.1.p
OG0010690	VIT_207s0005g01830.4, VIT_207s0005g01830.6, VIT_207s0005g01830.5, VIT_207s0005g01830.3, VIT_207s0005g01830.2, VIT_207s0005g01830.1	Bevul.5G261200.1.p
OG0010691	VIT_215s0021g00370.1	Bevul.6G011100.1.p
OG0010692	VIT_205s0049g02210.1, VIT_205s0049g02150.1, VIT_205s0049g02200.1	Bevul.3G162700.1.p
OG0010693	VIT_210s0003g00530.1	Bevul.8G018400.1.p
OG0010694	VIT_205s0049g01730.1	Bevul.3G004000.1.p
OG0010696	VIT_205s0020g02700.1	Bevul.3G135100.1.p
OG0010697	VIT_208s0040g00390.2, VIT_208s0040g00390.3, VIT_208s0040g00390.1	Bevul.3G220900.1.p
OG0010698	VIT_207s0005g06500.1, VIT_207s0005g06500.5, VIT_207s0005g06500.4, VIT_207s0005g06500.3, VIT_207s0005g06500.2	Bevul.7G125400.1.p
OG0010699	VIT_200s0246g00180.1	Bevul.7G082200.1.p
OG0010700	VIT_213s0067g02050.1	Bevul.2G250600.1.p
OG0010701	VIT_213s0019g01750.1	Bevul.2G050100.1.p
OG0010704	VIT_207s0151g00950.2, VIT_207s0151g00950.1	Bevul.5G231500.1.p
OG0010705	VIT_205s0077g01290.3, VIT_205s0077g01290.2, VIT_205s0077g01290.1	Bevul.3G053800.1.p
OG0010706	VIT_206s0004g04260.1	Bevul.2G130300.1.p, Bevul.2G130300.3.p, Bevul.2G130300.2.p, Bevul.3G228700.1.p
OG0010707	VIT_205s0029g00350.1	Bevul.3G231500.1.p
OG0010708	VIT_207s0005g01130.1	Bevul.5G251200.1.p
OG0010709	VIT_207s0005g01660.1	Bevul.5G257100.1.p
OG0010710	VIT_204s0043g00700.3, VIT_204s0043g00700.2, VIT_204s0043g00700.1	Bevul.4G192600.1.p
OG0010711	VIT_205s0020g01470.1	Bevul.3G155300.1.p
OG0010712	VIT_204s0008g04530.1	Bevul.2G014800.1.p, Bevul.2G014800.2.p
OG0010713	VIT_205s0077g02040.1	Bevul.7G155200.1.p, Bevul.3G158900.1.p
OG0010714	VIT_213s0019g01840.1, VIT_213s0019g01840.2	Bevul.2G230600.1.p
OG0010715	VIT_213s0047g00822.1	Bevul.4G159600.1.p
OG0010716	VIT_205s0029g00410.1	Bevul.3G232400.1.p
OG0010718	VIT_206s0004g08380.2, VIT_206s0004g08380.3, VIT_206s0004g08380.1	Bevul.6G096700.1.p
OG0010719	VIT_208s0007g03000.1, VIT_208s0007g03000.2	Bevul.7G023700.1.p, Bevul.7G023700.2.p
OG0010720	VIT_205s0020g01710.1	Bevul.3G153400.1.p
OG0010721	VIT_205s0077g00635.1	Bevul.3G062200.1.p
OG0010723	VIT_208s0040g01020.1	Bevul.9G078800.1.p, Bevul.3G212400.1.p
OG0010724	VIT_205s0020g03050.1	Bevul.3G140500.1.p
OG0010727	VIT_204s0023g03720.1, VIT_204s0023g03740.1	Bevul.6G033300.1.p
OG0010729	VIT_200s0391g00060.1	Bevul.6G066600.1.p
OG0010730	VIT_204s0023g02640.1, VIT_204s0023g02640.2	Bevul.6G025800.1.p
OG0010731	VIT_207s0031g02690.2, VIT_207s0031g02690.1	Bevul.4G183200.1.p
OG0010732	VIT_218s0001g02040.1	Bevul.1G066100.1.p
OG0010733	VIT_200s0264g00060.1, VIT_200s0264g00060.2	Bevul.6G223300.1.p
OG0010734	VIT_207s0191g00030.1	Bevul.6G095600.1.p
OG0010736	VIT_218s0001g08240.1	Bevul.1G014300.1.p
OG0010737	VIT_203s0091g00490.1, VIT_203s0091g00500.2, VIT_203s0091g00500.1, VIT_203s0091g00510.1	Bevul.8G114000.1.p
OG0010738	VIT_207s0031g01160.1	Bevul.6G072800.1.p
OG0010739	VIT_204s0023g02010.1	Bevul.6G021400.1.p
OG0010740	VIT_211s0016g02180.1	Bevul.8G128100.1.p
OG0010741	VIT_217s0000g06350.1	Bevul.5G186500.1.p
OG0010742	VIT_204s0023g03630.3, VIT_204s0023g03630.2, VIT_204s0023g03630.1	Bevul.3G073700.1.p
OG0010743	VIT_203s0038g03750.1, VIT_200s0208g00120.1	Bevul.9G120700.1.p
OG0010744	VIT_203s0063g00520.1	Bevul.9G165700.1.p
OG0010745	VIT_204s0023g02800.1	Bevul.6G027000.1.p
OG0010747	VIT_213s0019g03940.1	Bevul.2G115700.2.p, Bevul.2G115700.3.p, Bevul.2G115700.1.p, Bevul.2G115700.4.p
OG0010748	VIT_218s0001g12990.1	Bevul.1G156500.1.p
OG0010749	VIT_207s0031g01580.1	Bevul.6G103100.1.p
OG0010750	VIT_218s0001g13310.1	Bevul.1G161300.1.p
OG0010751	VIT_203s0038g00400.1	Bevul.9G162700.1.p
OG0010752	VIT_218s0001g00220.1	Bevul.1G037100.1.p, Bevul.1G037000.1.p
OG0010753	VIT_218s0089g01120.2, VIT_218s0089g01120.3, VIT_218s0089g01120.1	Bevul.9G010500.1.p
OG0010754	VIT_202s0033g00060.1	Bevul.1G164300.1.p
OG0010756	VIT_218s0122g00470.2, VIT_218s0122g00470.3, VIT_218s0122g00470.1	Bevul.1G049800.1.p
OG0010757	VIT_207s0129g01060.1	Bevul.6G007500.1.p
OG0010758	VIT_218s0001g01930.2, VIT_218s0001g01930.3, VIT_218s0001g01930.1	Bevul.7G065400.1.p
OG0010759	VIT_203s0038g02670.1	Bevul.9G132600.1.p
OG0010760	VIT_207s0005g00820.1	Bevul.7G103500.1.p
OG0010762	VIT_218s0001g00490.1	Bevul.1G034700.1.p
OG0010764	VIT_218s0122g00680.1, VIT_218s0122g00680.2, VIT_218s0122g00680.3	Bevul.1G047800.1.p
OG0010765	VIT_207s0031g01440.2, VIT_207s0031g01440.1	Bevul.6G104900.1.p
OG0010766	VIT_218s0001g04880.2, VIT_218s0001g04880.1	Bevul.1G061900.1.p
OG0010767	VIT_207s0031g02460.1, VIT_207s0031g02460.2	Bevul.4G181000.1.p
OG0010768	VIT_218s0001g10250.4, VIT_218s0001g10250.3, VIT_218s0001g10250.2, VIT_218s0001g10250.1	Bevul.1G001900.1.p
OG0010770	VIT_212s0121g00010.1, VIT_207s0141g00200.1	Bevul.6G068500.1.p
OG0010771	VIT_203s0110g00200.1	Bevul.6G166300.1.p
OG0010772	VIT_218s0001g02950.2, VIT_218s0001g02950.1	Bevul.1G118900.1.p
OG0010773	VIT_218s0122g00920.1	Bevul.1G045600.1.p
OG0010774	VIT_202s0012g01260.1	Bevul.5G089100.1.p
OG0010775	VIT_212s0035g01140.1	Bevul.6G153700.1.p
OG0010776	VIT_212s0055g00830.1, VIT_212s0055g00830.3, VIT_212s0055g00830.2	Bevul.4G122700.1.p
OG0010777	VIT_212s0059g01600.1, VIT_212s0059g01600.2	Bevul.9G023000.1.p
OG0010778	VIT_218s0001g10080.1	Bevul.1G002700.1.p, Bevul.1G002800.1.p
OG0010780	VIT_212s0142g00400.1	Bevul.9G145400.1.p
OG0010781	VIT_218s0166g00130.1	Bevul.1G078300.1.p, Bevul.3G035300.1.p
OG0010782	VIT_218s0001g09070.1	Bevul.1G007900.1.p
OG0010784	VIT_210s0092g00270.2, VIT_210s0092g00270.1	Bevul.4G021600.1.p
OG0010785	VIT_212s0034g01810.2, VIT_212s0034g01810.1	Bevul.3G031600.1.p
OG0010786	VIT_212s0035g00770.1	Bevul.5G119600.1.p
OG0010787	VIT_203s0063g00180.1	Bevul.9G155100.1.p
OG0010789	VIT_206s0004g04540.3, VIT_206s0004g04540.4, VIT_206s0004g04540.5, VIT_206s0004g04540.2, VIT_206s0004g04540.1	Bevul.7G207900.1.p
OG0010790	VIT_219s0015g01770.2, VIT_219s0015g01770.1	Bevul.3G115100.1.p
OG0010793	VIT_210s0350g00005.1, VIT_200s0445g00055.1	Bevul.8G034300.1.p
OG0010794	VIT_219s0014g04710.1, VIT_219s0014g04710.2, VIT_219s0014g04710.3	Bevul.8G065000.1.p
OG0010795	VIT_200s0612g00010.1, VIT_200s0515g00010.1	Bevul.8G045300.1.p
OG0010796	VIT_210s0003g00900.1	Bevul.8G015100.1.p
OG0010797	VIT_216s0098g01810.1, VIT_216s0098g01810.2	Bevul.3G037300.1.p
OG0010799	VIT_217s0053g01030.1	Bevul.6G161600.1.p
OG0010800	VIT_212s0028g01100.2, VIT_212s0028g01100.1	Bevul.9G016600.1.p
OG0010801	VIT_201s0011g01220.1	Bevul.4G068300.1.p
OG0010802	VIT_212s0057g00240.1	Bevul.9G091100.1.p
OG0010804	VIT_210s0003g04350.2, VIT_210s0003g04350.1	Bevul.7G233300.1.p
OG0010805	VIT_219s0090g00930.1	Bevul.4G026600.1.p
OG0010806	VIT_219s0027g00220.1	Bevul.6G112600.1.p
OG0010807	VIT_210s0003g05670.1, VIT_210s0003g05670.3, VIT_210s0003g05670.2	Bevul.6G048800.1.p
OG0010809	VIT_212s0142g00040.1	Bevul.9G038800.1.p
OG0010810	VIT_200s0194g00110.1	Bevul.8G035700.1.p
OG0010811	VIT_211s0149g00400.1, VIT_211s0206g00040.1, VIT_211s0149g00390.1	Bevul.8G160100.1.p
OG0010812	VIT_212s0059g02520.1, VIT_212s0059g02520.2, VIT_212s0059g02520.3	Bevul.9G065800.1.p, Bevul.9G065800.3.p, Bevul.9G065800.2.p
OG0010813	VIT_212s0028g02610.1	Bevul.2G019500.1.p
OG0010814	VIT_210s0116g00180.1	Bevul.7G128100.1.p
OG0010815	VIT_200s0194g00160.1, VIT_200s1543g00010.1	Bevul.8G038500.1.p
OG0010816	VIT_202s0154g00330.2, VIT_202s0154g00330.1	Bevul.5G003300.1.p
OG0010817	VIT_202s0025g01300.1	Bevul.5G018500.1.p
OG0010818	VIT_207s0005g03800.3, VIT_207s0005g03800.1, VIT_207s0005g03800.2	Bevul.4G174100.1.p
OG0010819	VIT_204s0008g02750.1	Bevul.2G128200.2.p, Bevul.2G128200.1.p
OG0010821	VIT_211s0016g04560.1	Bevul.8G186700.1.p
OG0010822	VIT_215s0046g02250.1	Bevul.1G182500.1.p
OG0010823	VIT_211s0016g04770.1	Bevul.8G184400.1.p
OG0010824	VIT_204s0008g05050.1	Bevul.3G070100.1.p, Bevul.3G070200.1.p
OG0010825	VIT_211s0052g00680.1	Bevul.8G210100.1.p
OG0010826	VIT_208s0007g00490.1	Bevul.7G049200.1.p
OG0010827	VIT_211s0037g00520.1	Bevul.8G151400.1.p
OG0010828	VIT_216s0050g00120.1	Bevul.3G070800.1.p
OG0010829	VIT_216s0050g00590.1	Bevul.3G067700.1.p
OG0010831	VIT_204s0008g00830.1, VIT_204s0008g00830.2	Bevul.2G148500.1.p
OG0010832	VIT_216s0013g00240.1	Bevul.4G022700.1.p
OG0010833	VIT_212s0057g01250.1	Bevul.9G036500.1.p, Bevul.9G036500.2.p
OG0010834	VIT_204s0008g02650.2, VIT_204s0008g02650.1	Bevul.2G129800.1.p
OG0010835	VIT_204s0008g03290.2, VIT_204s0008g03290.1	Bevul.2G157500.1.p
OG0010836	VIT_216s0050g01470.3, VIT_216s0050g01470.1, VIT_216s0050g01470.2	Bevul.3G049300.1.p
OG0010837	VIT_216s0022g01430.1	Bevul.3G087600.1.p
OG0010838	VIT_204s0008g06880.1	Bevul.2G010100.1.p
OG0010839	VIT_215s0021g02260.2, VIT_215s0021g02260.3, VIT_215s0021g02260.1	Bevul.1G138100.1.p
OG0010840	VIT_217s0000g08930.2, VIT_217s0000g08930.1	Bevul.4G180900.1.p, Bevul.4G180800.1.p
OG0010841	VIT_211s0118g00810.1	Bevul.8G162900.1.p
OG0010842	VIT_202s0025g01185.1	Bevul.5G020400.1.p, Bevul.1G188100.1.p
OG0010843	VIT_202s0154g00620.1, VIT_215s0021g02760.1	Bevul.1G136500.1.p
OG0010844	VIT_204s0008g02010.1, VIT_204s0008g02020.1	Bevul.2G002100.6.p
OG0010845	VIT_209s0002g05990.1	Bevul.9G196900.1.p, Bevul.9G196900.2.p
OG0010846	VIT_211s0016g04970.1	Bevul.8G181500.1.p
OG0010847	VIT_204s0008g03960.1	Bevul.2G166600.1.p
OG0010848	VIT_215s0048g01365.1, VIT_215s0048g01350.1, VIT_215s0048g01390.1	Bevul.1G126900.1.p
OG0010850	VIT_215s0048g00810.1	Bevul.2G133900.1.p
OG0010851	VIT_211s0016g05040.2, VIT_211s0016g05040.1	Bevul.8G179900.1.p
OG0010852	VIT_215s0048g01345.1	Bevul.1G127000.1.p
OG0010853	VIT_211s0016g03020.2, VIT_211s0016g03020.1	Bevul.8G203000.1.p
OG0010854	VIT_202s0025g04830.2, VIT_202s0025g04830.1	Bevul.5G040100.1.p
OG0010855	VIT_202s0087g00830.3, VIT_202s0087g00830.2, VIT_202s0087g00830.1	Bevul.8G094700.1.p
OG0010858	VIT_216s0022g00330.1	Bevul.3G091000.1.p, Bevul.3G069100.1.p
OG0010859	VIT_211s0016g04980.1, VIT_206s0009g00385.1	Bevul.8G181400.1.p
OG0010860	VIT_210s0092g00050.1	Bevul.5G180900.1.p
OG0010861	VIT_211s0016g03820.2, VIT_211s0016g03820.1	Bevul.8G194700.1.p
OG0010863	VIT_215s0048g00430.2, VIT_215s0048g00430.1	Bevul.1G133200.1.p
OG0010865	VIT_204s0008g02250.1	Bevul.2G006900.1.p
OG0010866	VIT_202s0025g01230.1	Bevul.5G019800.1.p
OG0010867	VIT_211s0065g00940.1, VIT_211s0065g00940.2	Bevul.8G159100.1.p
OG0010868	VIT_216s0100g00310.1, VIT_216s0100g00310.2	Bevul.3G078600.1.p, Bevul.3G074500.1.p
OG0010869	VIT_215s0021g02520.1, VIT_215s0021g02520.2	Bevul.1G138000.1.p
OG0010870	VIT_211s0016g04520.1	Bevul.8G187200.1.p
OG0010871	VIT_211s0016g02910.2, VIT_211s0016g02910.1	Bevul.8G204500.1.p
OG0010872	VIT_211s0016g00560.1	Bevul.8G145500.1.p
OG0010873	VIT_211s0016g04910.1	Bevul.8G182800.1.p
OG0010874	VIT_207s0031g00950.1	Bevul.6G072300.1.p
OG0010875	VIT_215s0046g03670.1	Bevul.1G167000.1.p
OG0010876	VIT_211s0016g04690.1	Bevul.8G185400.1.p
OG0010877	VIT_213s0101g00060.2, VIT_213s0101g00060.1	Bevul.4G105200.1.p
OG0010878	VIT_204s0008g07020.1	Bevul.2G006600.2.p, Bevul.2G006600.1.p
OG0010879	VIT_211s0016g04070.1, VIT_211s0016g04070.2	Bevul.8G191100.1.p
OG0010880	VIT_202s0033g01300.1	Bevul.5G105000.1.p
OG0010881	VIT_209s0002g03650.1	Bevul.9G118300.1.p
OG0010882	VIT_209s0054g00760.1, VIT_209s0054g00750.1	Bevul.7G150900.1.p
OG0010883	VIT_211s0016g01150.1, VIT_211s0016g01110.4	Bevul.8G139600.1.p
OG0010884	VIT_216s0022g02070.1	Bevul.3G083500.1.p
OG0010885	VIT_202s0012g01900.1, VIT_202s0012g01900.2, VIT_202s0012g01900.3	Bevul.5G097100.1.p
OG0010886	VIT_204s0044g01345.1	Bevul.6G050700.1.p
OG0010888	VIT_204s0008g06630.2, VIT_204s0008g06630.1	Bevul.2G012500.1.p
OG0010889	VIT_211s0016g03390.1	Bevul.8G148100.1.p
OG0010890	VIT_202s0012g00180.1	Bevul.5G079400.1.p
OG0010891	VIT_211s0052g00120.1, VIT_211s0052g00120.3, VIT_211s0052g00120.2, VIT_211s0052g00130.2, VIT_211s0052g00130.4	Bevul.8G120000.1.p
OG0010892	VIT_216s0098g00890.1	Bevul.3G026600.1.p
OG0010893	VIT_216s0050g02260.1	Bevul.3G045400.1.p
OG0010894	VIT_211s0052g00810.1	Bevul.8G211000.1.p
OG0010895	VIT_204s0008g03740.1	Bevul.2G162500.1.p, Bevul.2G127000.1.p
OG0010896	VIT_211s0016g05450.1	Bevul.8G175300.1.p
OG0010897	VIT_216s0098g01400.1	Bevul.3G031900.1.p
OG0010898	VIT_209s0002g07010.1	Bevul.9G191700.1.p
OG0010899	VIT_211s0016g03940.1	Bevul.8G192200.1.p
OG0010900	VIT_202s0087g00610.1	Bevul.5G046900.1.p
OG0010901	VIT_211s0016g05060.1	Bevul.8G179400.1.p
OG0010902	VIT_211s0016g02570.2, VIT_211s0016g02570.1	Bevul.8G124200.1.p
OG0010903	VIT_208s0007g03800.1	Bevul.7G032900.1.p
OG0010904	VIT_209s0002g05150.1, VIT_209s0002g05150.2	Bevul.9G200700.1.p
OG0010905	VIT_211s0016g04840.1	Bevul.8G183700.1.p, Bevul.8G183800.1.p
OG0010906	VIT_219s0015g01790.1, VIT_219s0015g01790.2	Bevul.4G085000.1.p
OG0010907	VIT_211s0052g01810.1	Bevul.8G214300.1.p
