Orthogroup	P_amilis.proteins	D_muscipula.proteins
OG0009823	FUN_008122-T1	Dm_00009556-RA
OG0009824	FUN_047369-T1	Dm_00005631-RA, Dm_00005635-RA
OG0009825	FUN_026249-T1	Dm_00008425-RA
OG0009827	FUN_049506-T1	Dm_00013047-RA
OG0009828	FUN_033771-T1, FUN_033771-T2	Dm_00009899-RA
OG0009829	FUN_023510-T2, FUN_023510-T4, FUN_023510-T1	Dm_00003169-RA
OG0009831	FUN_032435-T2, FUN_032435-T1	Dm_00008558-RA
OG0009832	FUN_032807-T1	Dm_00001940-RA
OG0009834	FUN_033403-T1	Dm_00004415-RA, Dm_00006411-RA
OG0009835	FUN_016488-T1	Dm_00009555-RA, Dm_00017604-RA
OG0009836	FUN_017295-T1, FUN_041270-T1	Dm_00013971-RA
OG0009837	FUN_024034-T1	Dm_00016240-RA
OG0009838	FUN_041353-T1	Dm_00009670-RA, Dm_00017128-RA
OG0009840	FUN_017235-T1, FUN_017235-T2	Dm_00000866-RA, Dm_00001497-RA
OG0009841	FUN_011140-T1	Dm_00011782-RA
OG0009842	FUN_032430-T1	Dm_00004755-RA, Dm_00004209-RA, Dm_00005965-RA
OG0009843	FUN_032650-T1, FUN_023449-T1	Dm_00018025-RA
OG0009845	FUN_023524-T1	Dm_00003183-RA
OG0009847	FUN_041842-T1	Dm_00020285-RA
OG0009848	FUN_041782-T3, FUN_041782-T2, FUN_041782-T1	Dm_00018020-RA
OG0009849	FUN_034158-T1	Dm_00020614-RA
OG0009851	FUN_023462-T1, FUN_032660-T1	Dm_00002188-RA
OG0009852	FUN_009264-T1, FUN_032215-T1	Dm_00007621-RA
OG0009853	FUN_017974-T1	Dm_00014989-RA
OG0009854	FUN_005869-T1, FUN_000911-T1	Dm_00014010-RA
OG0009855	FUN_027694-T3, FUN_027694-T2, FUN_027694-T1	Dm_00015914-RA
OG0009856	FUN_010978-T2, FUN_010978-T1	Dm_00011955-RA
OG0009859	FUN_040434-T1	Dm_00013667-RA
OG0009860	FUN_048353-T1	Dm_00009643-RA
OG0009861	FUN_032368-T1	Dm_00020264-RA
OG0009862	FUN_010863-T1, FUN_010862-T1	Dm_00012259-RA
OG0009863	FUN_033553-T1	Dm_00001712-RA
OG0009864	FUN_031766-T1, FUN_031766-T2	Dm_00009567-RA, Dm_00008329-RA
OG0009866	FUN_022470-T1, FUN_022470-T2	Dm_00002846-RA
OG0009867	FUN_023880-T1, FUN_033579-T2, FUN_033579-T1	Dm_00006740-RA
OG0009868	FUN_011190-T1	Dm_00015220-RA
OG0009869	FUN_010828-T1	Dm_00007958-RA
OG0009870	FUN_048603-T1	Dm_00016006-RA
OG0009871	FUN_003152-T1	Dm_00010414-RA
OG0009872	FUN_011663-T1	Dm_00014301-RA
OG0009873	FUN_001016-T1, FUN_001016-T2	Dm_00014371-RA
OG0009874	FUN_034115-T1	Dm_00010966-RA
OG0009875	FUN_023394-T1	Dm_00001991-RA
OG0009877	FUN_008016-T1	Dm_00016109-RA
OG0009878	FUN_020896-T1, FUN_020899-T1	Dm_00017793-RA
OG0009879	FUN_023197-T1	Dm_00007452-RA
OG0009880	FUN_006616-T2, FUN_006616-T1	Dm_00012821-RA
OG0009881	FUN_049156-T1, FUN_029796-T1	Dm_00014399-RA
OG0009883	FUN_048916-T1	Dm_00006819-RA
OG0009885	FUN_015629-T1	Dm_00003636-RA
OG0009895	FUN_000390-T1, FUN_000392-T1	Dm_00002103-RA
OG0009897	FUN_037141-T1, FUN_037141-T2	Dm_00011615-RA
OG0009898	FUN_043939-T1, FUN_045111-T1, FUN_026950-T1	Dm_00000200-RA, Dm_00000419-RA
OG0009899	FUN_032984-T1	Dm_00014002-RA, Dm_00014776-RA
OG0009900	FUN_024653-T1	Dm_00011644-RA
OG0009902	FUN_043198-T1	Dm_00004989-RA
OG0009904	FUN_035488-T1, FUN_008554-T1	Dm_00009933-RA
OG0009905	FUN_003085-T1	Dm_00020837-RA
OG0009906	FUN_052809-T1, FUN_030457-T1	Dm_00005328-RA
OG0009909	FUN_001990-T2, FUN_001990-T1	Dm_00002022-RA
OG0009911	FUN_004389-T1, FUN_033977-T1	Dm_00005935-RA
OG0009912	FUN_023877-T1, FUN_033587-T2, FUN_033587-T1	Dm_00006741-RA, Dm_00007251-RA
OG0009921	FUN_033834-T1, FUN_006538-T1, FUN_006967-T1, FUN_013291-T1, FUN_053146-T1, FUN_013497-T1, FUN_039063-T1, FUN_041826-T1, FUN_023119-T1, FUN_050663-T1, FUN_044960-T1	Dm_00009766-RA
OG0009954	FUN_014317-T1	Dm_00010295-RA
OG0009956	FUN_020274-T1, FUN_020276-T1	Dm_00000062-RA
OG0009958	FUN_014209-T1	Dm_00012217-RA
OG0009962	FUN_000709-T2, FUN_000709-T1	Dm_00019155-RA
OG0009964	FUN_014320-T2, FUN_014320-T1	Dm_00009426-RA
OG0009965	FUN_032241-T1, FUN_010374-T1	Dm_00020444-RA
OG0009966	FUN_045007-T1	Dm_00016886-RA
OG0009968	FUN_042751-T1	Dm_00012840-RA
OG0009969	FUN_048750-T1, FUN_048750-T3, FUN_048750-T2	Dm_00003867-RA
OG0009970	FUN_003646-T1, FUN_033991-T1	Dm_00014701-RA
OG0009971	FUN_034023-T1	Dm_00002013-RA
OG0009973	FUN_020348-T1	Dm_00000808-RA
OG0009974	FUN_025454-T3, FUN_025454-T1	Dm_00020184-RA
OG0009975	FUN_041707-T1	Dm_00003128-RA
OG0009977	FUN_002605-T1	Dm_00002792-RA
OG0009979	FUN_003862-T1	Dm_00004085-RA
OG0009980	FUN_018345-T1	Dm_00017563-RA
OG0009982	FUN_027318-T1	Dm_00014992-RA
OG0009983	FUN_025560-T1, FUN_031079-T1	Dm_00006181-RA
OG0009984	FUN_035637-T1	Dm_00004040-RA
OG0009985	FUN_014202-T1	Dm_00017132-RA
OG0009987	FUN_008081-T1	Dm_00006972-RA
OG0009988	FUN_008173-T1	Dm_00009672-RA
OG0009990	FUN_000689-T1	Dm_00018138-RA, Dm_00010922-RA
OG0009992	FUN_024610-T1, FUN_001120-T1	Dm_00012376-RA
OG0009993	FUN_049026-T1	Dm_00005691-RA
OG0009994	FUN_030118-T1	Dm_00007993-RA
OG0009995	FUN_038439-T1	Dm_00004506-RA
OG0009996	FUN_030841-T1	Dm_00017051-RA, Dm_00017050-RA
OG0009998	FUN_032806-T1	Dm_00011608-RA, Dm_00016983-RA
OG0010001	FUN_051110-T1	Dm_00011505-RA
OG0010002	FUN_015661-T1	Dm_00007393-RA
OG0010003	FUN_011524-T1, FUN_011524-T2	Dm_00015170-RA
OG0010004	FUN_020967-T1, FUN_041377-T1	Dm_00017876-RA
OG0010005	FUN_018882-T1, FUN_030746-T1	Dm_00017909-RA
OG0010006	FUN_036094-T1	Dm_00001977-RA
OG0010008	FUN_050120-T1, FUN_024012-T1	Dm_00019825-RA
OG0010009	FUN_051437-T1	Dm_00000579-RA
OG0010010	FUN_019976-T2, FUN_033086-T1, FUN_019976-T3, FUN_019976-T1	Dm_00018741-RA
OG0010014	FUN_039305-T1, FUN_011772-T2, FUN_011772-T1	Dm_00011227-RA
OG0010016	FUN_033226-T1, FUN_033226-T2, FUN_020173-T1	Dm_00007918-RA
OG0010018	FUN_000843-T1, FUN_000843-T2	Dm_00010007-RA
OG0010019	FUN_001517-T1	Dm_00006537-RA
OG0010020	FUN_033037-T1	Dm_00012004-RA
OG0010021	FUN_031596-T1	Dm_00007919-RA
OG0010023	FUN_035608-T1	Dm_00000537-RA
OG0010024	FUN_030285-T1, FUN_019149-T1	Dm_00019117-RA
OG0010025	FUN_011541-T1	Dm_00016271-RA
OG0010026	FUN_025008-T1	Dm_00000061-RA
OG0010027	FUN_036273-T1	Dm_00004141-RA
OG0010028	FUN_050394-T1	Dm_00001115-RA
OG0010029	FUN_051403-T1	Dm_00000565-RA
OG0010030	FUN_039499-T1	Dm_00017699-RA
OG0010031	FUN_009686-T1	Dm_00010758-RA
OG0010032	FUN_003801-T1	Dm_00004980-RA
OG0010033	FUN_034007-T1	Dm_00008924-RA
OG0010034	FUN_004198-T4, FUN_004198-T3, FUN_004198-T1, FUN_004198-T2	Dm_00008123-RA
OG0010035	FUN_026922-T1	Dm_00010140-RA
OG0010036	FUN_030027-T1, FUN_030027-T2	Dm_00020967-RA
OG0010038	FUN_042951-T1	Dm_00017333-RA
OG0010039	FUN_047885-T1	Dm_00016973-RA, Dm_00020195-RA
OG0010040	FUN_000749-T1	Dm_00016638-RA
OG0010041	FUN_045656-T2, FUN_045656-T1	Dm_00013302-RA
OG0010042	FUN_039025-T2, FUN_039025-T1	Dm_00007889-RA
OG0010043	FUN_038113-T1	Dm_00010218-RA
OG0010046	FUN_003595-T1	Dm_00013362-RA, Dm_00013361-RA
OG0010047	FUN_032973-T1	Dm_00018925-RA
OG0010048	FUN_024744-T1	Dm_00012684-RA
OG0010049	FUN_026073-T1	Dm_00004998-RA
OG0010050	FUN_020210-T1	Dm_00019513-RA
OG0010051	FUN_003681-T1	Dm_00015601-RA
OG0010052	FUN_020231-T1	Dm_00018174-RA
OG0010053	FUN_004509-T1	Dm_00014377-RA
OG0010054	FUN_032902-T1	Dm_00016887-RA
OG0010055	FUN_014442-T1	Dm_00000105-RA
OG0010056	FUN_033055-T1, FUN_005690-T1	Dm_00017235-RA
OG0010058	FUN_042920-T1	Dm_00012855-RA
OG0010059	FUN_051588-T1	Dm_00001230-RA
OG0010060	FUN_012906-T1	Dm_00015177-RA
OG0010061	FUN_024132-T4, FUN_024132-T2, FUN_024132-T3, FUN_024132-T1	Dm_00003032-RA
OG0010063	FUN_020886-T1	Dm_00015886-RA
OG0010065	FUN_052152-T1	Dm_00008135-RA
OG0010066	FUN_038557-T1	Dm_00015507-RA
OG0010067	FUN_025729-T1	Dm_00000122-RA
OG0010068	FUN_026909-T1	Dm_00005563-RA
OG0010069	FUN_051805-T1	Dm_00016130-RA
OG0010070	FUN_052309-T1	Dm_00004905-RA
OG0010071	FUN_002413-T1	Dm_00004974-RA
OG0010072	FUN_047786-T1	Dm_00009163-RA
OG0010073	FUN_038051-T1	Dm_00014389-RA
OG0010074	FUN_042819-T1, FUN_042819-T2	Dm_00002238-RA
OG0010075	FUN_001511-T1	Dm_00009618-RA
OG0010076	FUN_038656-T1	Dm_00016908-RA
OG0010077	FUN_016328-T1	Dm_00006620-RA
OG0010078	FUN_005966-T1	Dm_00017637-RA
OG0010079	FUN_034806-T1	Dm_00011541-RA, Dm_00009391-RA
OG0010081	FUN_052807-T1, FUN_030459-T1	Dm_00018079-RA, Dm_00002413-RA
OG0010082	FUN_001206-T1	Dm_00000124-RA
OG0010083	FUN_005273-T1, FUN_005273-T2, FUN_005273-T3	Dm_00014012-RA
OG0010086	FUN_014507-T1	Dm_00006599-RA
OG0010087	FUN_035956-T1	Dm_00005735-RA
OG0010088	FUN_004145-T1	Dm_00004699-RA
OG0010089	FUN_019212-T1, FUN_029435-T1	Dm_00002649-RA
OG0010090	FUN_001363-T1	Dm_00007720-RA
OG0010091	FUN_043978-T1	Dm_00013419-RA
OG0010092	FUN_009589-T1	Dm_00013976-RA
OG0010093	FUN_038655-T1	Dm_00012983-RA
OG0010095	FUN_048180-T1	Dm_00003233-RA
OG0010096	FUN_031138-T1, FUN_025523-T1	Dm_00012280-RA
OG0010097	FUN_050171-T1	Dm_00012788-RA
OG0010100	FUN_000058-T1	Dm_00007390-RA
OG0010101	FUN_053007-T1, FUN_053007-T2	Dm_00019337-RA
OG0010102	FUN_045080-T1	Dm_00000191-RA, Dm_00000421-RA
OG0010103	FUN_048513-T1	Dm_00012816-RA
OG0010104	FUN_004243-T1	Dm_00018890-RA
OG0010106	FUN_042671-T1, FUN_042671-T2	Dm_00001255-RA
OG0010107	FUN_025512-T1, FUN_031152-T1	Dm_00018409-RA
OG0010108	FUN_003772-T1	Dm_00012082-RA, Dm_00010134-RA
OG0010109	FUN_048495-T1	Dm_00003244-RA
OG0010110	FUN_038180-T1, FUN_038174-T1	Dm_00004847-RA
OG0010112	FUN_001777-T1	Dm_00012202-RA
OG0010113	FUN_024182-T1	Dm_00012450-RA
OG0010114	FUN_031142-T2, FUN_031142-T1	Dm_00016207-RA
OG0010115	FUN_024458-T1	Dm_00003026-RA
OG0010116	FUN_009608-T1	Dm_00010203-RA
OG0010117	FUN_037935-T1	Dm_00008650-RA, Dm_00008651-RA
OG0010118	FUN_030573-T1	Dm_00006591-RA
OG0010120	FUN_012287-T1, FUN_012679-T1	Dm_00006229-RA
OG0010123	FUN_015589-T2, FUN_015589-T1	Dm_00001330-RA
OG0010124	FUN_042592-T1, FUN_046197-T1	Dm_00005466-RA
OG0010125	FUN_024121-T1	Dm_00003029-RA
OG0010126	FUN_034733-T1	Dm_00004063-RA
OG0010127	FUN_034026-T1	Dm_00000890-RA
OG0010129	FUN_042711-T1	Dm_00018569-RA
OG0010130	FUN_015044-T1	Dm_00006993-RA
OG0010131	FUN_012233-T1, FUN_012233-T2	Dm_00009191-RA
OG0010134	FUN_052467-T1	Dm_00007464-RA
OG0010135	FUN_041919-T1, FUN_034818-T1	Dm_00008980-RA
OG0010137	FUN_043273-T1	Dm_00000722-RA
OG0010138	FUN_027502-T1	Dm_00004812-RA, Dm_00004811-RA
OG0010139	FUN_015588-T1	Dm_00001326-RA
OG0010140	FUN_036634-T1	Dm_00004531-RA
OG0010142	FUN_001734-T2, FUN_001734-T1	Dm_00011693-RA
OG0010146	FUN_012067-T1	Dm_00011117-RA
OG0010147	FUN_015592-T2, FUN_015592-T1	Dm_00005592-RA
OG0010148	FUN_025151-T1, FUN_025151-T2	Dm_00005984-RA
OG0010149	FUN_001953-T1	Dm_00007896-RA, Dm_00015664-RA
OG0010150	FUN_039600-T1	Dm_00006483-RA
OG0010155	FUN_050105-T1	Dm_00009217-RA
OG0010157	FUN_026742-T1	Dm_00002630-RA
OG0010158	FUN_050173-T1, FUN_050178-T1, FUN_050175-T1	Dm_00014221-RA
OG0010159	FUN_048112-T1	Dm_00006072-RA
OG0010160	FUN_012999-T1	Dm_00009480-RA
OG0010161	FUN_043212-T1	Dm_00019459-RA
OG0010162	FUN_005254-T1	Dm_00007926-RA
OG0010163	FUN_013654-T1, FUN_013654-T2	Dm_00004283-RA
OG0010164	FUN_004952-T2, FUN_004952-T1	Dm_00000640-RA
OG0010166	FUN_050023-T1	Dm_00010047-RA
OG0010167	FUN_001726-T1	Dm_00005245-RA
OG0010168	FUN_050256-T1	Dm_00009258-RA
OG0010169	FUN_036944-T1, FUN_036944-T2	Dm_00003982-RA
OG0010170	FUN_026661-T1, FUN_026661-T2	Dm_00014347-RA
OG0010172	FUN_001921-T1	Dm_00011879-RA
OG0010173	FUN_026395-T1	Dm_00012286-RA
OG0010174	FUN_049771-T1, FUN_049771-T4, FUN_049771-T3, FUN_049771-T2	Dm_00013812-RA
OG0010175	FUN_041171-T1	Dm_00012419-RA
OG0010176	FUN_022445-T1	Dm_00010413-RA
OG0010177	FUN_031751-T1	Dm_00014478-RA
OG0010178	FUN_015516-T1	Dm_00014368-RA
OG0010179	FUN_022548-T1	Dm_00013191-RA
OG0010180	FUN_016080-T1, FUN_006203-T1	Dm_00005047-RA
OG0010181	FUN_053237-T2, FUN_053237-T1, FUN_053237-T3	Dm_00016108-RA
OG0010182	FUN_026770-T1	Dm_00000729-RA
OG0010183	FUN_013919-T1	Dm_00009454-RA
OG0010184	FUN_001964-T1, FUN_008494-T1	Dm_00010405-RA
OG0010185	FUN_035252-T1, FUN_012426-T1	Dm_00014245-RA, Dm_00006450-RA
OG0010186	FUN_005342-T1	Dm_00008197-RA
OG0010187	FUN_040701-T1	Dm_00018529-RA
OG0010188	FUN_021645-T1	Dm_00002333-RA
OG0010190	FUN_040772-T1	Dm_00013163-RA
OG0010191	FUN_050090-T1	Dm_00012870-RA
OG0010194	FUN_012761-T1	Dm_00005120-RA
OG0010195	FUN_024399-T1	Dm_00007904-RA
OG0010196	FUN_032363-T1	Dm_00011763-RA, Dm_00011762-RA
OG0010197	FUN_027883-T1	Dm_00012268-RA
OG0010198	FUN_049649-T3, FUN_049649-T2, FUN_049649-T1	Dm_00003822-RA
OG0010200	FUN_008424-T1	Dm_00004156-RA
OG0010202	FUN_040039-T1	Dm_00000886-RA
OG0010203	FUN_003143-T1	Dm_00007075-RA
OG0010207	FUN_026424-T1	Dm_00019895-RA
OG0010208	FUN_015370-T1, FUN_015380-T1, FUN_037309-T1	Dm_00019603-RA, Dm_00006512-RA
OG0010210	FUN_037554-T1	Dm_00007576-RA
OG0010211	FUN_005377-T1	Dm_00020070-RA
OG0010212	FUN_034978-T2, FUN_034978-T1	Dm_00000649-RA
OG0010213	FUN_026296-T1, FUN_012978-T1	Dm_00000107-RA, Dm_00001053-RA
OG0010214	FUN_011824-T2, FUN_011824-T1	Dm_00010959-RA
OG0010215	FUN_014295-T1	Dm_00004188-RA
OG0010216	FUN_051368-T1	Dm_00010908-RA
OG0010219	FUN_040687-T1	Dm_00010349-RA
OG0010220	FUN_052242-T1, FUN_005454-T1	Dm_00002623-RA
OG0010221	FUN_026503-T1	Dm_00013609-RA
OG0010222	FUN_022845-T1	Dm_00002959-RA
OG0010223	FUN_019201-T1	Dm_00010200-RA
OG0010224	FUN_027365-T1, FUN_027365-T2	Dm_00019722-RA
OG0010225	FUN_003109-T1	Dm_00012304-RA
OG0010226	FUN_026277-T1	Dm_00000097-RA
OG0010227	FUN_022025-T1	Dm_00003773-RA
OG0010228	FUN_053308-T1, FUN_053308-T2	Dm_00011516-RA
OG0010229	FUN_011719-T1	Dm_00002063-RA
OG0010230	FUN_011503-T1	Dm_00004594-RA
OG0010231	FUN_021090-T2, FUN_021090-T1, FUN_021093-T1, FUN_021093-T2	Dm_00000622-RA
OG0010232	FUN_026315-T1	Dm_00001045-RA
OG0010234	FUN_005406-T1	Dm_00006485-RA
OG0010235	FUN_018383-T1	Dm_00006133-RA
OG0010237	FUN_011274-T1	Dm_00008583-RA
OG0010238	FUN_012836-T1, FUN_008297-T1	Dm_00011192-RA
OG0010239	FUN_037505-T1	Dm_00009280-RA
OG0010240	FUN_001805-T1	Dm_00006012-RA
OG0010241	FUN_049527-T1	Dm_00017006-RA, Dm_00018564-RA
OG0010242	FUN_041085-T1	Dm_00019847-RA
OG0010243	FUN_013864-T1, FUN_022860-T1	Dm_00003301-RA
OG0010245	FUN_053046-T1, FUN_053046-T2	Dm_00005164-RA
OG0010247	FUN_008309-T1	Dm_00012751-RA
OG0010248	FUN_042615-T1	Dm_00016874-RA
OG0010250	FUN_029019-T1	Dm_00010589-RA
OG0010251	FUN_022560-T1	Dm_00012707-RA
OG0010253	FUN_049805-T1, FUN_049805-T2	Dm_00015222-RA
OG0010254	FUN_012290-T1, FUN_012290-T2	Dm_00004660-RA
OG0010256	FUN_015584-T1	Dm_00005591-RA
OG0010257	FUN_011727-T1	Dm_00020150-RA
OG0010258	FUN_017482-T1	Dm_00000377-RA, Dm_00009586-RA
OG0010261	FUN_008109-T1	Dm_00015684-RA
OG0010262	FUN_031980-T1	Dm_00001786-RA
OG0010263	FUN_035814-T2, FUN_035814-T1	Dm_00000671-RA
OG0010264	FUN_052670-T1	Dm_00007818-RA
OG0010265	FUN_051197-T1, FUN_051196-T1	Dm_00012815-RA
OG0010267	FUN_027378-T1	Dm_00004512-RA
OG0010269	FUN_042014-T1, FUN_042014-T2	Dm_00017041-RA
OG0010272	FUN_012661-T1	Dm_00009017-RA
OG0010273	FUN_039470-T1, FUN_039470-T2	Dm_00018974-RA
OG0010275	FUN_039348-T1	Dm_00003385-RA
OG0010276	FUN_049097-T1	Dm_00005856-RA
OG0010277	FUN_032825-T1	Dm_00013773-RA
OG0010278	FUN_044135-T1	Dm_00018732-RA
OG0010279	FUN_053337-T1, FUN_053029-T1, FUN_052984-T1, FUN_053062-T1, FUN_053157-T1, FUN_013739-T1, FUN_053067-T1, FUN_051877-T1, FUN_053037-T1, FUN_016571-T1	Dm_00015372-RA, Dm_00007874-RA
OG0010280	FUN_041917-T1	Dm_00009963-RA
OG0010281	FUN_047933-T1	Dm_00003745-RA
OG0010282	FUN_002124-T1, FUN_002124-T2	Dm_00007121-RA
OG0010283	FUN_034002-T1	Dm_00003421-RA
OG0010285	FUN_026478-T1	Dm_00006149-RA
OG0010286	FUN_046157-T1	Dm_00011384-RA, Dm_00019900-RA
OG0010289	FUN_002081-T2, FUN_002081-T1	Dm_00003769-RA
OG0010291	FUN_029585-T1	Dm_00019059-RA
OG0010292	FUN_049063-T1	Dm_00015960-RA
OG0010293	FUN_044374-T1	Dm_00016648-RA
OG0010294	FUN_026800-T2, FUN_026800-T1	Dm_00008084-RA, Dm_00001339-RA
OG0010295	FUN_012376-T1	Dm_00008185-RA
OG0010296	FUN_041101-T1	Dm_00001521-RA
OG0010297	FUN_032849-T1, FUN_018353-T1	Dm_00007335-RA
OG0010298	FUN_042035-T1	Dm_00012400-RA
OG0010299	FUN_013683-T1	Dm_00008180-RA
OG0010301	FUN_036474-T1	Dm_00010179-RA
OG0010302	FUN_019379-T1	Dm_00011425-RA
OG0010303	FUN_017320-T2, FUN_017320-T3, FUN_017320-T1	Dm_00002941-RA
OG0010304	FUN_046724-T1	Dm_00018971-RA
OG0010305	FUN_014678-T1	Dm_00018943-RA
OG0010306	FUN_018991-T1, FUN_029279-T1	Dm_00000199-RA
OG0010307	FUN_047991-T1	Dm_00008292-RA
OG0010308	FUN_001958-T1, FUN_033873-T1	Dm_00017738-RA
OG0010312	FUN_018451-T1	Dm_00002725-RA
OG0010313	FUN_032706-T1, FUN_004473-T1	Dm_00016296-RA
OG0010314	FUN_030417-T1, FUN_030418-T1, FUN_019072-T1	Dm_00013897-RA
OG0010315	FUN_039797-T1	Dm_00007148-RA
OG0010317	FUN_036423-T1	Dm_00014723-RA
OG0010318	FUN_003502-T1, FUN_034089-T1	Dm_00015771-RA
OG0010319	FUN_043810-T1, FUN_039947-T1	Dm_00011431-RA
OG0010320	FUN_010636-T1, FUN_001454-T1	Dm_00013023-RA
OG0010321	FUN_051637-T1	Dm_00007129-RA
OG0010322	FUN_000600-T1	Dm_00001014-RA
OG0010324	FUN_033978-T1, FUN_004386-T1	Dm_00005932-RA
OG0010325	FUN_025344-T1	Dm_00000466-RA
OG0010326	FUN_003138-T1	Dm_00006225-RA
OG0010328	FUN_052603-T2, FUN_052603-T1	Dm_00017517-RA
OG0010329	FUN_012334-T2, FUN_012334-T1, FUN_012334-T3	Dm_00016964-RA
OG0010330	FUN_034754-T1	Dm_00011342-RA
OG0010331	FUN_027830-T1	Dm_00005414-RA
OG0010333	FUN_026790-T3, FUN_026790-T2, FUN_026790-T1	Dm_00005194-RA
OG0010334	FUN_000109-T1	Dm_00014093-RA
OG0010335	FUN_004618-T1	Dm_00004386-RA
OG0010336	FUN_027060-T2, FUN_027060-T1	Dm_00011790-RA
OG0010337	FUN_039432-T1, FUN_039432-T2	Dm_00005275-RA
OG0010338	FUN_040869-T1	Dm_00018089-RA, Dm_00011162-RA, Dm_00018088-RA
OG0010339	FUN_042094-T1	Dm_00012931-RA
OG0010340	FUN_046959-T1, FUN_046958-T1, FUN_046871-T1, FUN_046871-T2	Dm_00001758-RA, Dm_00005187-RA
OG0010341	FUN_030735-T2, FUN_030735-T1	Dm_00001111-RA
OG0010342	FUN_037829-T1	Dm_00020171-RA
OG0010344	FUN_011505-T1, FUN_033401-T1	Dm_00004595-RA
OG0010345	FUN_024706-T1, FUN_024706-T3, FUN_024706-T2	Dm_00012429-RA
OG0010346	FUN_036497-T1, FUN_028777-T1	Dm_00013307-RA
OG0010347	FUN_021162-T1	Dm_00005555-RA
OG0010348	FUN_025204-T1	Dm_00007021-RA
OG0010349	FUN_052766-T1	Dm_00007872-RA
OG0010350	FUN_012415-T1	Dm_00013984-RA
OG0010351	FUN_002158-T1	Dm_00003434-RA
OG0010353	FUN_042822-T1, FUN_036012-T1	Dm_00016306-RA
OG0010354	FUN_029075-T1	Dm_00008892-RA
OG0010355	FUN_031168-T1	Dm_00004374-RA
OG0010356	FUN_013592-T1	Dm_00012883-RA
OG0010358	FUN_051434-T1	Dm_00000577-RA
OG0010359	FUN_046647-T1	Dm_00002691-RA, Dm_00004118-RA
OG0010360	FUN_052292-T2, FUN_052292-T1	Dm_00010859-RA
OG0010361	FUN_035838-T1	Dm_00003814-RA
OG0010362	FUN_001566-T1	Dm_00018402-RA
OG0010363	FUN_052281-T1	Dm_00004218-RA
OG0010364	FUN_008139-T2, FUN_008139-T1	Dm_00008954-RA
OG0010365	FUN_018313-T1, FUN_041134-T1	Dm_00017335-RA
OG0010366	FUN_040305-T1	Dm_00007597-RA
OG0010367	FUN_045291-T1	Dm_00005624-RA
OG0010368	FUN_015291-T1	Dm_00006402-RA, Dm_00007232-RA
OG0010369	FUN_013763-T2, FUN_013763-T1	Dm_00002047-RA
OG0010370	FUN_030257-T2, FUN_030257-T1	Dm_00018037-RA
OG0010374	FUN_001252-T1	Dm_00019172-RA
OG0010377	FUN_003562-T1, FUN_003562-T2, FUN_003562-T3	Dm_00001195-RA
OG0010378	FUN_020208-T1	Dm_00013150-RA
OG0010379	FUN_001579-T1	Dm_00018344-RA
OG0010380	FUN_007567-T1	Dm_00019392-RA
OG0010381	FUN_051843-T1, FUN_052726-T1	Dm_00002441-RA
OG0010382	FUN_047822-T1	Dm_00011223-RA
OG0010383	FUN_017575-T1, FUN_017576-T1, FUN_041582-T1	Dm_00009502-RA
OG0010384	FUN_013738-T1	Dm_00005163-RA
OG0010385	FUN_009617-T1	Dm_00018853-RA
OG0010386	FUN_017668-T1	Dm_00018993-RA
OG0010387	FUN_025233-T1	Dm_00012334-RA
OG0010388	FUN_004489-T1, FUN_004488-T1, FUN_004505-T1	Dm_00001295-RA
OG0010389	FUN_006905-T1	Dm_00007477-RA
OG0010390	FUN_053107-T1	Dm_00014258-RA
OG0010391	FUN_047302-T1, FUN_047302-T3, FUN_047302-T2	Dm_00015291-RA
OG0010392	FUN_042934-T1	Dm_00018411-RA
OG0010395	FUN_034236-T1	Dm_00007563-RA
OG0010396	FUN_020432-T1, FUN_020432-T2	Dm_00006583-RA
OG0010397	FUN_047794-T1, FUN_022956-T1	Dm_00008520-RA
OG0010398	FUN_002881-T1	Dm_00012916-RA
OG0010399	FUN_020463-T1	Dm_00019537-RA
OG0010400	FUN_032173-T1	Dm_00008374-RA
OG0010403	FUN_048066-T1, FUN_037304-T1, FUN_037304-T2	Dm_00004071-RA
OG0010405	FUN_025149-T1	Dm_00000323-RA
OG0010406	FUN_051494-T2, FUN_051494-T1	Dm_00000610-RA
OG0010407	FUN_001872-T1	Dm_00003020-RA
OG0010408	FUN_015074-T1	Dm_00016892-RA
OG0010409	FUN_002292-T1	Dm_00013527-RA
OG0010410	FUN_041792-T1	Dm_00008919-RA
OG0010411	FUN_047282-T1	Dm_00019330-RA
OG0010412	FUN_014872-T1, FUN_014872-T2	Dm_00003539-RA
OG0010414	FUN_033477-T1	Dm_00005303-RA
OG0010415	FUN_027721-T1	Dm_00015542-RA
OG0010416	FUN_037459-T2, FUN_037459-T1	Dm_00017393-RA
OG0010417	FUN_050845-T2, FUN_050845-T1	Dm_00011213-RA
OG0010418	FUN_024398-T2, FUN_024398-T1	Dm_00013774-RA
OG0010419	FUN_025600-T1, FUN_025600-T2	Dm_00007164-RA
OG0010421	FUN_002996-T1	Dm_00003049-RA
OG0010423	FUN_014893-T1	Dm_00017851-RA
OG0010424	FUN_032487-T1	Dm_00014357-RA
OG0010425	FUN_048395-T1, FUN_037784-T1	Dm_00008109-RA, Dm_00010797-RA
OG0010426	FUN_048461-T1	Dm_00005530-RA
OG0010427	FUN_014271-T1	Dm_00010406-RA
OG0010428	FUN_037587-T1	Dm_00010497-RA
