Orthogroup	L_sativa.proteins	S_lycopersicum.proteins
OG0010015	Lsat_1_v5_gn_5_187421.2, Lsat_1_v5_gn_5_187421.1	Solyc09g064850.3.1
OG0010016	Lsat_1_v5_gn_5_50601.1, Lsat_1_v5_gn_5_50720.1, Lsat_1_v5_gn_5_50720.2	Solyc01g067660.3.1
OG0010017	Lsat_1_v5_gn_3_99201.1	Solyc11g022620.1.1, Solyc09g015310.2.1, Solyc09g015270.2.1, Solyc03g058247.1.1, Solyc09g015330.1.1
OG0010018	Lsat_1_v5_gn_7_61700.1	Solyc10g081130.2.1, Solyc10g077030.2.1
OG0010019	Lsat_1_v5_gn_2_2920.1, Lsat_1_v5_gn_9_1861.3, Lsat_1_v5_gn_9_1861.1	Solyc04g005630.3.1
OG0010020	Lsat_1_v5_gn_9_26900.1	Solyc06g005380.3.1
OG0010021	Lsat_1_v5_gn_1_77501.3, Lsat_1_v5_gn_1_77501.1	Solyc12g014280.2.1, Solyc09g005270.3.1
OG0010022	Lsat_1_v5_gn_4_137721.1, Lsat_1_v5_gn_5_38100.1	Solyc01g110960.3.1
OG0010024	Lsat_1_v5_gn_2_121620.1	Solyc03g096300.3.1
OG0010025	Lsat_1_v5_gn_5_185321.1	Solyc09g065710.1.1
OG0010026	Lsat_1_v5_gn_8_89541.1, Lsat_1_v5_gn_8_89541.3	Solyc01g060430.1.1, Solyc09g059570.3.1
OG0010027	Lsat_1_v5_gn_6_66140.1	Solyc01g089860.2.1, Solyc01g089855.1.1
OG0010028	Lsat_1_v5_gn_9_17980.3, Lsat_1_v5_gn_9_17980.1, Lsat_1_v5_gn_8_87840.1	Solyc09g056430.3.1
OG0010029	Lsat_1_v5_gn_2_64300.2, Lsat_1_v5_gn_2_64300.1	Solyc01g098830.3.1
OG0010030	Lsat_1_v5_gn_1_52961.1, Lsat_1_v5_gn_1_52961.3	Solyc10g086210.2.1
OG0010031	Lsat_1_v5_gn_8_73421.1	Solyc07g007700.2.1
OG0010032	Lsat_1_v5_gn_5_153460.1	Solyc10g074680.2.1
OG0010033	Lsat_1_v5_gn_5_181040.1, Lsat_1_v5_gn_5_181040.3	Solyc12g044640.2.1, Solyc03g121210.3.1
OG0010034	Lsat_1_v5_gn_3_24941.2, Lsat_1_v5_gn_3_24941.1, Lsat_1_v5_gn_3_24941.3	Solyc09g098230.3.1
OG0010035	Lsat_1_v5_gn_1_9920.1	Solyc04g064750.2.1
OG0010036	Lsat_1_v5_gn_2_119201.1	Solyc06g005480.3.1
OG0010039	Lsat_1_v5_gn_4_170400.3, Lsat_1_v5_gn_4_170400.1, Lsat_1_v5_gn_2_87640.1	Solyc02g081810.3.1
OG0010040	Lsat_1_v5_gn_7_4881.1, Lsat_1_v5_gn_7_4881.3	Solyc01g094760.3.1
OG0010041	Lsat_1_v5_gn_8_125620.1	Solyc10g054860.2.1
OG0010042	Lsat_1_v5_gn_2_18420.1, Lsat_1_v5_gn_2_18420.3	Solyc10g085820.2.1
OG0010043	Lsat_1_v5_gn_9_14701.1, Lsat_1_v5_gn_5_174161.1, Lsat_1_v5_gn_0_22380.1, Lsat_1_v5_gn_7_29500.1	Solyc08g066070.1.1
OG0010044	Lsat_1_v5_gn_1_33401.1, Lsat_1_v5_gn_1_33361.1, Lsat_1_v5_gn_1_33361.2	Solyc08g075110.2.1
OG0010046	Lsat_1_v5_gn_1_58840.1	Solyc03g051960.3.1
OG0010048	Lsat_1_v5_gn_4_87281.4, Lsat_1_v5_gn_4_87281.1, Lsat_1_v5_gn_4_87281.2	Solyc01g096800.3.1
OG0010049	Lsat_1_v5_gn_5_93541.1	Solyc07g007660.1.1
OG0010050	Lsat_1_v5_gn_7_66020.1, Lsat_1_v5_gn_7_66020.3	Solyc08g023493.1.1, Solyc09g082780.3.1
OG0010051	Lsat_1_v5_gn_9_26100.1	Solyc10g080530.2.1
OG0010052	Lsat_1_v5_gn_5_49321.3, Lsat_1_v5_gn_5_49321.1	Solyc01g080330.3.1
OG0010053	Lsat_1_v5_gn_5_159240.1	Solyc10g079480.1.1, Solyc04g040190.1.1
OG0010054	Lsat_1_v5_gn_5_163881.4, Lsat_1_v5_gn_9_27580.1	Solyc02g085540.1.1
OG0010055	Lsat_1_v5_gn_3_11160.1	Solyc06g054260.1.1
OG0010056	Lsat_1_v5_gn_1_59740.3, Lsat_1_v5_gn_1_59740.1, Lsat_1_v5_gn_6_37360.1	Solyc03g063240.3.1
OG0010057	Lsat_1_v5_gn_6_69380.2, Lsat_1_v5_gn_6_69380.1	Solyc01g057520.3.1
OG0010058	Lsat_1_v5_gn_8_53441.1	Solyc09g075000.3.1
OG0010059	Lsat_1_v5_gn_9_46040.3, Lsat_1_v5_gn_9_46040.1	Solyc04g050760.3.1
OG0010060	Lsat_1_v5_gn_2_41360.1	Solyc09g090690.3.1
OG0010061	Lsat_1_v5_gn_0_34641.1, Lsat_1_v5_gn_0_34641.3	Solyc04g081540.3.1
OG0010063	Lsat_1_v5_gn_1_82081.1	Solyc04g025910.1.1, Solyc05g056470.1.1
OG0010064	Lsat_1_v5_gn_4_31100.1, Lsat_1_v5_gn_4_31761.1, Lsat_1_v5_gn_4_31120.1, Lsat_1_v5_gn_1_64940.1	Solyc02g069800.1.1
OG0010065	Lsat_1_v5_gn_3_121781.3, Lsat_1_v5_gn_3_121781.1	Solyc05g051070.3.1
OG0010066	Lsat_1_v5_gn_9_115340.1, Lsat_1_v5_gn_9_115360.2	Solyc10g047370.2.1
OG0010067	Lsat_1_v5_gn_2_6800.1	Solyc04g081955.1.1
OG0010068	Lsat_1_v5_gn_1_10340.1	Solyc04g058200.3.1
OG0010069	Lsat_1_v5_gn_5_183861.2, Lsat_1_v5_gn_5_183861.1	Solyc10g074560.2.1
OG0010071	Lsat_1_v5_gn_8_120400.3	Solyc01g112160.3.1
OG0010072	Lsat_1_v5_gn_6_69620.1	Solyc04g080670.3.1
OG0010073	Lsat_1_v5_gn_1_2401.3, Lsat_1_v5_gn_1_2401.1	Solyc03g113780.3.1
OG0010074	Lsat_1_v5_gn_2_75281.1	Solyc02g083270.4.1
OG0010076	Lsat_1_v5_gn_6_35480.1	Solyc06g060340.3.1
OG0010077	Lsat_1_v5_gn_6_101281.2, Lsat_1_v5_gn_6_101281.1	Solyc12g056730.1.1, Solyc00g009090.3.1
OG0010078	Lsat_1_v5_gn_5_34541.1	Solyc11g008970.1.1
OG0010079	Lsat_1_v5_gn_4_151201.2, Lsat_1_v5_gn_4_151201.1	Solyc02g062680.3.1
OG0010080	Lsat_1_v5_gn_2_65940.1, Lsat_1_v5_gn_2_65940.3	Solyc11g010360.2.1, Solyc05g051440.1.1, Solyc04g014230.1.1
OG0010081	Lsat_1_v5_gn_2_85661.1	Solyc02g093020.3.1
OG0010082	Lsat_1_v5_gn_2_6961.1, Lsat_1_v5_gn_8_29221.1	Solyc12g094390.1.1, Solyc04g081960.1.1
OG0010083	Lsat_1_v5_gn_4_73880.1	Solyc01g087650.3.1
OG0010084	Lsat_1_v5_gn_3_83640.1	Solyc01g106310.3.1
OG0010086	Lsat_1_v5_gn_4_160781.1	Solyc03g044020.3.1
OG0010087	Lsat_1_v5_gn_3_126721.1, Lsat_1_v5_gn_3_126721.2, Lsat_1_v5_gn_3_126721.3, Lsat_1_v5_gn_8_7740.1	Solyc01g068290.3.1
OG0010088	Lsat_1_v5_gn_2_74520.1	Solyc02g082970.1.1
OG0010089	Lsat_1_v5_gn_4_166281.1	Solyc02g090870.1.1
OG0010090	Lsat_1_v5_gn_1_5181.1	Solyc04g072010.3.1
OG0010091	Lsat_1_v5_gn_7_96961.1, Lsat_1_v5_gn_7_96961.2	Solyc07g045500.1.1
OG0010092	Lsat_1_v5_gn_3_86620.2, Lsat_1_v5_gn_3_86620.1	Solyc09g008730.3.1
OG0010093	Lsat_1_v5_gn_1_10021.2, Lsat_1_v5_gn_1_10021.1	Solyc04g071630.3.1
OG0010094	Lsat_1_v5_gn_1_120360.1, Lsat_1_v5_gn_1_120360.2, Lsat_1_v5_gn_1_120360.4	Solyc02g077310.3.1
OG0010095	Lsat_1_v5_gn_8_13101.1	Solyc05g050570.3.1
OG0010096	Lsat_1_v5_gn_2_20941.1, Lsat_1_v5_gn_2_20941.2, Lsat_1_v5_gn_3_71540.3, Lsat_1_v5_gn_3_71540.1	Solyc02g083500.3.1
OG0010097	Lsat_1_v5_gn_2_69960.1, Lsat_1_v5_gn_2_69960.2, Lsat_1_v5_gn_2_69960.3	Solyc04g074160.2.1
OG0010098	Lsat_1_v5_gn_1_22841.1, Lsat_1_v5_gn_1_22841.3	Solyc04g078170.2.1
OG0010099	Lsat_1_v5_gn_2_104781.2, Lsat_1_v5_gn_2_104781.1, Lsat_1_v5_gn_2_18560.1	Solyc01g100100.3.1, Solyc01g100095.1.1
OG0010100	Lsat_1_v5_gn_4_140001.1	Solyc03g078080.3.1
OG0010101	Lsat_1_v5_gn_1_15020.1	Solyc04g011900.3.1
OG0010102	Lsat_1_v5_gn_9_49980.1, Lsat_1_v5_gn_2_135020.1	Solyc03g081220.1.1
OG0010103	Lsat_1_v5_gn_6_112740.1	Solyc11g012940.2.1
OG0010104	Lsat_1_v5_gn_2_67361.1, Lsat_1_v5_gn_2_67361.3	Solyc04g053120.3.1
OG0010106	Lsat_1_v5_gn_2_6021.1	Solyc04g082250.3.1
OG0010107	Lsat_1_v5_gn_3_63100.1, Lsat_1_v5_gn_2_69680.1, Lsat_1_v5_gn_4_76221.1	Solyc11g010940.2.1
OG0010108	Lsat_1_v5_gn_9_115780.1	Solyc04g008800.3.1
OG0010109	Lsat_1_v5_gn_4_10681.1	Solyc04g015460.3.1
OG0010112	Lsat_1_v5_gn_3_88240.3, Lsat_1_v5_gn_3_88240.1, Lsat_1_v5_gn_3_88240.2	Solyc02g092700.3.1
OG0010113	Lsat_1_v5_gn_2_8601.3, Lsat_1_v5_gn_2_8601.1	Solyc04g081310.3.1
OG0010114	Lsat_1_v5_gn_4_144101.1	Solyc02g083470.3.1
OG0010115	Lsat_1_v5_gn_1_1301.1, Lsat_1_v5_gn_1_1301.2	Solyc04g077775.1.1
OG0010116	Lsat_1_v5_gn_2_82620.1, Lsat_1_v5_gn_2_82620.2, Lsat_1_v5_gn_3_86700.2, Lsat_1_v5_gn_3_86700.1	Solyc02g092240.3.1
OG0010117	Lsat_1_v5_gn_4_25061.2, Lsat_1_v5_gn_4_25061.1, Lsat_1_v5_gn_4_25061.3	Solyc11g013100.2.1
OG0010118	Lsat_1_v5_gn_4_161620.1	Solyc12g042117.1.1, Solyc03g060520.1.1, Solyc02g092350.3.1
OG0010119	Lsat_1_v5_gn_4_167040.1	Solyc02g090530.3.1
OG0010122	Lsat_1_v5_gn_9_95020.5, Lsat_1_v5_gn_9_95020.4	Solyc12g005350.2.1
OG0010123	Lsat_1_v5_gn_4_26660.1	Solyc07g055210.3.1
OG0010124	Lsat_1_v5_gn_9_90720.1, Lsat_1_v5_gn_9_90720.3	Solyc07g064980.3.1
OG0010125	Lsat_1_v5_gn_0_33081.1, Lsat_1_v5_gn_8_29900.1	Solyc12g088430.1.1, Solyc04g078060.1.1
OG0010126	Lsat_1_v5_gn_7_30060.1	Solyc02g070580.1.1
OG0010127	Lsat_1_v5_gn_3_31540.1	Solyc01g068400.3.1
OG0010129	Lsat_1_v5_gn_4_175101.1	Solyc02g089560.3.1
OG0010130	Lsat_1_v5_gn_0_39500.2, Lsat_1_v5_gn_0_39500.1, Lsat_1_v5_gn_7_14601.1, Lsat_1_v5_gn_7_14601.3	Solyc04g014670.3.1
OG0010131	Lsat_1_v5_gn_8_64401.1, Lsat_1_v5_gn_8_64401.2	Solyc04g014730.3.1, Solyc11g012160.2.1
OG0010132	Lsat_1_v5_gn_3_27101.1, Lsat_1_v5_gn_3_27121.1, Lsat_1_v5_gn_0_45820.1, Lsat_1_v5_gn_3_111280.1, Lsat_1_v5_gn_3_111280.3	Solyc08g013930.3.1
OG0010133	Lsat_1_v5_gn_7_96821.1	Solyc05g024430.3.1
OG0010134	Lsat_1_v5_gn_5_153261.1	Solyc02g081860.2.1
OG0010135	Lsat_1_v5_gn_7_35561.1	Solyc02g071160.3.1
OG0010136	Lsat_1_v5_gn_0_15220.1, Lsat_1_v5_gn_0_15220.2	Solyc03g112750.3.1, Solyc03g112755.1.1
OG0010137	Lsat_1_v5_gn_1_121641.3	Solyc02g077750.3.1
OG0010138	Lsat_1_v5_gn_7_94941.3, Lsat_1_v5_gn_7_94941.1	Solyc07g049470.3.1
OG0010139	Lsat_1_v5_gn_3_16321.2, Lsat_1_v5_gn_3_16321.1	Solyc07g055180.3.1
OG0010140	Lsat_1_v5_gn_7_21060.1	Solyc02g078360.3.1
OG0010142	Lsat_1_v5_gn_7_47441.1	Solyc07g006970.3.1
OG0010144	Lsat_1_v5_gn_4_53440.1	Solyc02g078170.2.1
OG0010145	Lsat_1_v5_gn_8_32101.1, Lsat_1_v5_gn_8_32101.2	Solyc07g055940.2.1
OG0010146	Lsat_1_v5_gn_9_94980.1	Solyc07g063960.3.1
OG0010147	Lsat_1_v5_gn_4_65101.1	Solyc07g055260.3.1
OG0010148	Lsat_1_v5_gn_1_8721.1	Solyc03g110905.1.1
OG0010149	Lsat_1_v5_gn_3_35740.1, Lsat_1_v5_gn_3_35740.2	Solyc11g033280.2.1
OG0010150	Lsat_1_v5_gn_5_131321.1	Solyc03g116570.3.1
OG0010151	Lsat_1_v5_gn_8_68860.1, Lsat_1_v5_gn_8_68860.2	Solyc11g069860.2.1
OG0010152	Lsat_1_v5_gn_6_56800.1, Lsat_1_v5_gn_2_13081.1, Lsat_1_v5_gn_1_5060.4, Lsat_1_v5_gn_1_5060.3, Lsat_1_v5_gn_1_5060.1	Solyc11g039850.1.1, Solyc07g021140.1.1, Solyc12g062490.1.1, Solyc02g005370.1.1, Solyc03g071660.2.1, Solyc10g005925.1.1, Solyc09g055300.2.1, Solyc11g032180.1.1
OG0010153	Lsat_1_v5_gn_8_70441.1, Lsat_1_v5_gn_7_58180.1, Lsat_1_v5_gn_7_58180.2	Solyc02g082080.1.1
OG0010154	Lsat_1_v5_gn_7_39601.2, Lsat_1_v5_gn_7_39601.1	Solyc12g008540.2.1
OG0010155	Lsat_1_v5_gn_4_91381.4, Lsat_1_v5_gn_4_91381.2	Solyc12g049410.2.1
OG0010156	Lsat_1_v5_gn_1_33260.3, Lsat_1_v5_gn_1_33260.1	Solyc03g116720.2.1
OG0010158	Lsat_1_v5_gn_5_137800.1, Lsat_1_v5_gn_5_137800.3, Lsat_1_v5_gn_4_92341.1	Solyc03g123620.4.1
OG0010159	Lsat_1_v5_gn_4_33601.1	Solyc01g095480.3.1
OG0010160	Lsat_1_v5_gn_7_50901.1, Lsat_1_v5_gn_7_50901.2	Solyc07g006060.3.1
OG0010161	Lsat_1_v5_gn_7_91160.1, Lsat_1_v5_gn_7_91160.3	Solyc05g032880.3.1
OG0010162	Lsat_1_v5_gn_6_14580.1	Solyc08g062950.3.1
OG0010163	Lsat_1_v5_gn_8_5201.1	Solyc03g083245.1.1
OG0010164	Lsat_1_v5_gn_6_11100.1	Solyc08g068200.3.1
OG0010166	Lsat_1_v5_gn_5_48300.1	Solyc08g062860.3.1
OG0010167	Lsat_1_v5_gn_0_44621.1, Lsat_1_v5_gn_5_90740.1	Solyc07g005240.3.1
OG0010169	Lsat_1_v5_gn_7_9321.2, Lsat_1_v5_gn_7_9321.1	Solyc01g091080.3.1
OG0010170	Lsat_1_v5_gn_7_39761.3, Lsat_1_v5_gn_7_39761.1	Solyc12g008450.2.1
OG0010171	Lsat_1_v5_gn_2_134181.1, Lsat_1_v5_gn_2_134181.3, Lsat_1_v5_gn_9_57980.2, Lsat_1_v5_gn_9_57980.1	Solyc03g007340.3.1
OG0010172	Lsat_1_v5_gn_5_145840.1	Solyc07g032250.3.1
OG0010174	Lsat_1_v5_gn_5_91701.1, Lsat_1_v5_gn_5_91701.3	Solyc07g005510.3.1
OG0010175	Lsat_1_v5_gn_6_9541.1	Solyc08g082690.2.1, Solyc08g082685.1.1
OG0010177	Lsat_1_v5_gn_6_86460.1, Lsat_1_v5_gn_3_6400.1, Lsat_1_v5_gn_6_5540.1	Solyc08g081230.1.1, Solyc08g008070.1.1
OG0010178	Lsat_1_v5_gn_5_144181.1, Lsat_1_v5_gn_8_97321.1	Solyc12g008320.2.1, Solyc05g018230.3.1
OG0010179	Lsat_1_v5_gn_9_53261.3, Lsat_1_v5_gn_9_53261.1, Lsat_1_v5_gn_9_53261.2	Solyc03g006900.2.1
OG0010180	Lsat_1_v5_gn_1_33801.1, Lsat_1_v5_gn_1_33801.2	Solyc03g119940.3.1
OG0010181	Lsat_1_v5_gn_7_33460.3, Lsat_1_v5_gn_7_33460.1	Solyc01g081490.3.1
OG0010182	Lsat_1_v5_gn_7_57841.1	Solyc07g014730.3.1
OG0010183	Lsat_1_v5_gn_9_55680.2, Lsat_1_v5_gn_9_55680.1	Solyc06g035960.3.1, Solyc03g025720.3.1
OG0010184	Lsat_1_v5_gn_5_85820.1, Lsat_1_v5_gn_5_85820.3	Solyc07g006920.3.1
OG0010185	Lsat_1_v5_gn_4_60040.1	Solyc10g005280.1.1
OG0010186	Lsat_1_v5_gn_3_9100.2, Lsat_1_v5_gn_3_9100.1	Solyc06g073150.3.1, Solyc11g017300.2.1
OG0010187	Lsat_1_v5_gn_6_12820.1, Lsat_1_v5_gn_6_87881.1	Solyc08g080140.3.1
OG0010188	Lsat_1_v5_gn_1_31380.1, Lsat_1_v5_gn_1_31380.3, Lsat_1_v5_gn_5_8920.1	Solyc03g117490.3.1
OG0010189	Lsat_1_v5_gn_5_33641.1, Lsat_1_v5_gn_5_33641.3, Lsat_1_v5_gn_6_22621.1, Lsat_1_v5_gn_6_22621.2	Solyc08g066570.2.1
OG0010190	Lsat_1_v5_gn_3_5320.1, Lsat_1_v5_gn_3_5320.3	Solyc08g080510.3.1
OG0010191	Lsat_1_v5_gn_1_37881.1	Solyc12g049390.2.1, Solyc03g122250.3.1
OG0010192	Lsat_1_v5_gn_1_33281.1, Lsat_1_v5_gn_1_33281.3	Solyc12g042830.2.1
OG0010193	Lsat_1_v5_gn_7_39781.1	Solyc12g008460.2.1
OG0010194	Lsat_1_v5_gn_5_139800.1, Lsat_1_v5_gn_5_139800.2	Solyc07g042150.3.1
OG0010195	Lsat_1_v5_gn_6_55020.1, Lsat_1_v5_gn_6_55020.2	Solyc06g073490.1.1
OG0010196	Lsat_1_v5_gn_8_161781.1, Lsat_1_v5_gn_8_161781.3	Solyc05g006580.3.1
OG0010197	Lsat_1_v5_gn_5_143521.2, Lsat_1_v5_gn_5_143521.1	Solyc07g041020.3.1
OG0010198	Lsat_1_v5_gn_7_9580.3, Lsat_1_v5_gn_7_9580.1	Solyc05g050960.3.1
OG0010200	Lsat_1_v5_gn_5_30481.1, Lsat_1_v5_gn_5_30481.3	Solyc08g061140.3.1
OG0010201	Lsat_1_v5_gn_4_106240.1	Solyc03g124040.3.1
OG0010202	Lsat_1_v5_gn_6_92521.1	Solyc06g060790.1.1
OG0010203	Lsat_1_v5_gn_9_87100.1, Lsat_1_v5_gn_9_87100.3	Solyc02g085930.3.1, Solyc03g120805.1.1
OG0010204	Lsat_1_v5_gn_2_84220.1	Solyc02g065000.1.1
OG0010204	Lsat_1_v5_gn_5_112780.1	Solyc01g108190.3.1
OG0010205	Lsat_1_v5_gn_5_62040.1	Solyc08g006720.3.1
OG0010206	Lsat_1_v5_gn_7_59641.1, Lsat_1_v5_gn_7_59621.1, Lsat_1_v5_gn_7_59661.1	Solyc05g047390.1.1, Solyc07g015970.2.1
OG0010207	Lsat_1_v5_gn_7_40780.1	Solyc12g007100.2.1
OG0010208	Lsat_1_v5_gn_7_2720.1	Solyc01g095110.3.1
OG0010209	Lsat_1_v5_gn_5_91080.1, Lsat_1_v5_gn_7_49680.1	Solyc07g005540.1.1
OG0010210	Lsat_1_v5_gn_4_31821.3, Lsat_1_v5_gn_4_31821.1	Solyc10g009260.1.1
OG0010211	Lsat_1_v5_gn_7_58320.3, Lsat_1_v5_gn_7_58320.1, Lsat_1_v5_gn_5_79481.1	Solyc08g061630.3.1
OG0010213	Lsat_1_v5_gn_5_98400.1, Lsat_1_v5_gn_5_98400.3	Solyc09g065600.3.1, Solyc09g065595.1.1
OG0010214	Lsat_1_v5_gn_4_84921.1	Solyc03g117740.3.1
OG0010215	Lsat_1_v5_gn_8_20540.3, Lsat_1_v5_gn_8_20540.1	Solyc11g005900.2.1
OG0010216	Lsat_1_v5_gn_6_82361.1, Lsat_1_v5_gn_6_9060.1, Lsat_1_v5_gn_6_9060.3	Solyc08g082970.3.1, Solyc08g008510.3.1
OG0010217	Lsat_1_v5_gn_5_9221.1, Lsat_1_v5_gn_4_85200.1	Solyc06g068670.3.1, Solyc03g117890.3.1
OG0010218	Lsat_1_v5_gn_1_40261.1	Solyc02g069330.1.1, Solyc09g082610.1.1
OG0010218	Lsat_1_v5_gn_6_117500.1, Lsat_1_v5_gn_6_117520.1	Solyc01g067417.1.1, Solyc10g077134.1.1, Solyc10g077131.1.1, Solyc03g112170.1.1, Solyc09g072950.1.1, Solyc03g112180.1.1
OG0010219	Lsat_1_v5_gn_9_97280.1	Solyc08g080040.3.1
OG0010220	Lsat_1_v5_gn_1_31221.1, Lsat_1_v5_gn_4_88200.1, Lsat_1_v5_gn_8_94000.1	Solyc03g117350.1.1
OG0010221	Lsat_1_v5_gn_5_143861.1, Lsat_1_v5_gn_5_143861.2	Solyc05g018150.3.1
OG0010222	Lsat_1_v5_gn_9_55180.1, Lsat_1_v5_gn_8_7301.1	Solyc03g025430.1.1
OG0010223	Lsat_1_v5_gn_2_84960.1, Lsat_1_v5_gn_2_84960.3	Solyc02g093300.3.1
OG0010224	Lsat_1_v5_gn_5_138841.1	Solyc07g042570.3.1
OG0010225	Lsat_1_v5_gn_7_55601.1	Solyc05g013400.3.1
OG0010226	Lsat_1_v5_gn_8_57261.1, Lsat_1_v5_gn_8_57261.2, Lsat_1_v5_gn_5_97961.1	Solyc08g067050.3.1
OG0010227	Lsat_1_v5_gn_4_38381.1	Solyc01g088670.2.1
OG0010228	Lsat_1_v5_gn_3_138360.3, Lsat_1_v5_gn_3_138360.1, Lsat_1_v5_gn_3_138360.2	Solyc01g095010.3.1
OG0010229	Lsat_1_v5_gn_7_99420.1	Solyc07g056040.3.1, Solyc10g007660.3.1
OG0010230	Lsat_1_v5_gn_1_30900.1, Lsat_1_v5_gn_4_86800.1, Lsat_1_v5_gn_4_86780.1	Solyc06g068500.3.1, Solyc03g117590.3.1
OG0010231	Lsat_1_v5_gn_6_21681.1	Solyc08g067430.3.1
OG0010232	Lsat_1_v5_gn_5_99240.2, Lsat_1_v5_gn_5_99240.1	Solyc12g006710.2.1
OG0010233	Lsat_1_v5_gn_6_9921.2, Lsat_1_v5_gn_6_9921.1, Lsat_1_v5_gn_6_9921.3	Solyc08g008170.3.1
OG0010234	Lsat_1_v5_gn_4_106101.1	Solyc03g116560.1.1
OG0010235	Lsat_1_v5_gn_3_11280.1	Solyc08g082580.3.1
OG0010236	Lsat_1_v5_gn_5_80700.3, Lsat_1_v5_gn_5_80700.1, Lsat_1_v5_gn_5_80700.2	Solyc12g009390.2.1
OG0010237	Lsat_1_v5_gn_5_121860.1	Solyc11g012100.2.1
OG0010238	Lsat_1_v5_gn_3_22660.1	Solyc08g029160.1.1, Solyc04g049790.3.1
OG0010239	Lsat_1_v5_gn_4_30761.1	Solyc10g009340.1.1
OG0010240	Lsat_1_v5_gn_4_103101.1, Lsat_1_v5_gn_4_103101.3	Solyc12g044300.2.1
OG0010241	Lsat_1_v5_gn_4_39741.1	Solyc01g090270.3.1
OG0010242	Lsat_1_v5_gn_3_10260.3, Lsat_1_v5_gn_3_10260.1	Solyc08g082070.3.1
OG0010243	Lsat_1_v5_gn_8_6901.1, Lsat_1_v5_gn_8_6901.2, Lsat_1_v5_gn_9_57581.1	Solyc03g025310.3.1
OG0010244	Lsat_1_v5_gn_5_147900.3, Lsat_1_v5_gn_5_147900.1, Lsat_1_v5_gn_7_41480.1, Lsat_1_v5_gn_7_41480.4, Lsat_1_v5_gn_7_41480.2	Solyc07g020870.2.1
OG0010246	Lsat_1_v5_gn_5_30121.1	Solyc06g017970.3.1
OG0010247	Lsat_1_v5_gn_7_50001.1	Solyc12g009980.2.1
OG0010248	Lsat_1_v5_gn_9_48340.1	Solyc04g082760.3.1
OG0010249	Lsat_1_v5_gn_4_92560.1, Lsat_1_v5_gn_1_37860.1, Lsat_1_v5_gn_5_135860.1	Solyc03g122240.3.1, Solyc06g062990.2.1
OG0010250	Lsat_1_v5_gn_9_56860.1, Lsat_1_v5_gn_9_56860.2, Lsat_1_v5_gn_2_131500.1	Solyc06g036350.3.1, Solyc03g007660.3.1
OG0010251	Lsat_1_v5_gn_2_130120.1	Solyc03g006850.3.1, Solyc11g072300.2.1
OG0010252	Lsat_1_v5_gn_6_39540.1, Lsat_1_v5_gn_2_95760.3, Lsat_1_v5_gn_2_95760.1	Solyc11g067080.2.1
OG0010253	Lsat_1_v5_gn_1_61521.1, Lsat_1_v5_gn_1_61521.2	Solyc11g066690.2.1
OG0010254	Lsat_1_v5_gn_7_15121.1, Lsat_1_v5_gn_7_15121.3	Solyc02g081080.3.1
OG0010255	Lsat_1_v5_gn_7_18580.1	Solyc02g079810.2.1
OG0010256	Lsat_1_v5_gn_8_140141.1	Solyc07g053310.3.1
OG0010257	Lsat_1_v5_gn_7_72120.3, Lsat_1_v5_gn_7_72120.1	Solyc07g066370.3.1
OG0010258	Lsat_1_v5_gn_2_97841.1	Solyc04g076370.3.1
OG0010259	Lsat_1_v5_gn_9_71621.1	Solyc11g008090.2.1
OG0010259	Lsat_1_v5_gn_6_44580.1, Lsat_1_v5_gn_6_44580.2	Solyc11g066350.2.1
OG0010260	Lsat_1_v5_gn_1_91720.1, Lsat_1_v5_gn_1_91720.3	Solyc02g022830.3.1
OG0010261	Lsat_1_v5_gn_1_56061.4, Lsat_1_v5_gn_1_56061.1	Solyc10g081360.2.1
OG0010262	Lsat_1_v5_gn_2_22640.2	Solyc09g009170.3.1
OG0010263	Lsat_1_v5_gn_4_48400.1	Solyc02g072520.3.1
OG0010264	Lsat_1_v5_gn_9_106260.3, Lsat_1_v5_gn_9_106260.1	Solyc04g056746.1.1, Solyc02g088140.2.1
OG0010265	Lsat_1_v5_gn_9_8701.1, Lsat_1_v5_gn_9_8701.3	Solyc09g066290.3.1
OG0010266	Lsat_1_v5_gn_1_129320.1	Solyc03g081200.2.1, Solyc03g097340.1.1, Solyc03g081210.1.1
OG0010267	Lsat_1_v5_gn_8_141221.1	Solyc12g010900.1.1, Solyc07g055120.3.1
OG0010268	Lsat_1_v5_gn_7_31040.3, Lsat_1_v5_gn_7_31040.1	Solyc02g071280.3.1
OG0010269	Lsat_1_v5_gn_9_37301.3, Lsat_1_v5_gn_9_37301.1	Solyc09g013100.3.1, Solyc09g015475.1.1, Solyc09g015470.3.1
OG0010270	Lsat_1_v5_gn_2_80021.1, Lsat_1_v5_gn_2_80021.2, Lsat_1_v5_gn_8_91980.1	Solyc11g072740.1.1
OG0010271	Lsat_1_v5_gn_8_31680.3, Lsat_1_v5_gn_8_31680.1	Solyc07g056220.3.1
OG0010272	Lsat_1_v5_gn_4_28400.1	Solyc12g010810.1.1
OG0010273	Lsat_1_v5_gn_2_109060.1, Lsat_1_v5_gn_2_109060.3	Solyc09g007800.3.1
OG0010274	Lsat_1_v5_gn_6_93960.2, Lsat_1_v5_gn_6_93960.1	Solyc08g078120.1.1, Solyc08g078115.1.1
OG0010275	Lsat_1_v5_gn_6_28400.1	Solyc09g008450.3.1, Solyc10g083870.2.1
