Orthogroup	L_sativa.proteins	D_muscipula.proteins
OG0010400	Lsat_1_v5_gn_3_28500.1	Dm_00008374-RA
OG0010403	Lsat_1_v5_gn_4_35620.1	Dm_00004071-RA
OG0010405	Lsat_1_v5_gn_4_78900.1	Dm_00000323-RA
OG0010406	Lsat_1_v5_gn_9_88181.2, Lsat_1_v5_gn_9_88181.1, Lsat_1_v5_gn_5_186620.1	Dm_00000610-RA
OG0010407	Lsat_1_v5_gn_8_86900.2, Lsat_1_v5_gn_8_86900.1	Dm_00003020-RA
OG0010408	Lsat_1_v5_gn_1_74661.1, Lsat_1_v5_gn_1_74661.2	Dm_00016892-RA
OG0010409	Lsat_1_v5_gn_5_173381.1	Dm_00013527-RA
OG0010410	Lsat_1_v5_gn_3_28060.1, Lsat_1_v5_gn_3_28060.3, Lsat_1_v5_gn_5_56181.4, Lsat_1_v5_gn_5_56181.1, Lsat_1_v5_gn_5_56181.2	Dm_00008919-RA
OG0010411	Lsat_1_v5_gn_6_26220.1, Lsat_1_v5_gn_6_26220.3	Dm_00019330-RA
OG0010412	Lsat_1_v5_gn_1_41500.3, Lsat_1_v5_gn_1_41500.1	Dm_00003539-RA
OG0010414	Lsat_1_v5_gn_9_18461.1	Dm_00005303-RA
OG0010415	Lsat_1_v5_gn_3_21680.3, Lsat_1_v5_gn_3_21680.1	Dm_00015542-RA
OG0010416	Lsat_1_v5_gn_7_1020.3, Lsat_1_v5_gn_7_1020.1	Dm_00017393-RA
OG0010417	Lsat_1_v5_gn_6_91060.1	Dm_00011213-RA
OG0010418	Lsat_1_v5_gn_8_81281.1, Lsat_1_v5_gn_8_81281.2	Dm_00013774-RA
OG0010419	Lsat_1_v5_gn_2_78040.1	Dm_00007164-RA
OG0010421	Lsat_1_v5_gn_8_25641.1, Lsat_1_v5_gn_8_25641.3	Dm_00003049-RA
OG0010423	Lsat_1_v5_gn_1_41381.2, Lsat_1_v5_gn_1_41381.1	Dm_00017851-RA
OG0010424	Lsat_1_v5_gn_2_82180.1, Lsat_1_v5_gn_2_82180.3	Dm_00014357-RA
OG0010425	Lsat_1_v5_gn_1_12401.1	Dm_00008109-RA, Dm_00010797-RA
OG0010426	Lsat_1_v5_gn_1_12240.1, Lsat_1_v5_gn_1_12240.2	Dm_00005530-RA
OG0010427	Lsat_1_v5_gn_8_31281.1	Dm_00010406-RA
OG0010428	Lsat_1_v5_gn_7_67421.1	Dm_00010497-RA
OG0010429	Lsat_1_v5_gn_1_6641.1	Dm_00007656-RA
OG0010431	Lsat_1_v5_gn_4_2821.1	Dm_00008806-RA
OG0010434	Lsat_1_v5_gn_7_4380.1, Lsat_1_v5_gn_7_4380.3	Dm_00017961-RA
OG0010435	Lsat_1_v5_gn_2_94600.1	Dm_00010441-RA
OG0010437	Lsat_1_v5_gn_9_123421.1, Lsat_1_v5_gn_9_123421.2	Dm_00000585-RA
OG0010438	Lsat_1_v5_gn_2_136240.3, Lsat_1_v5_gn_2_136240.1	Dm_00003671-RA
OG0010439	Lsat_1_v5_gn_4_183800.1	Dm_00019017-RA
OG0010440	Lsat_1_v5_gn_5_137541.1, Lsat_1_v5_gn_4_89261.1	Dm_00020332-RA
OG0010441	Lsat_1_v5_gn_5_112921.1, Lsat_1_v5_gn_9_110141.3, Lsat_1_v5_gn_9_110141.1	Dm_00000550-RA
OG0010442	Lsat_1_v5_gn_1_77541.1, Lsat_1_v5_gn_1_77541.2	Dm_00002147-RA
OG0010443	Lsat_1_v5_gn_5_30021.1, Lsat_1_v5_gn_5_30021.2, Lsat_1_v5_gn_5_30021.3	Dm_00001150-RA
OG0010444	Lsat_1_v5_gn_2_75700.1	Dm_00017920-RA
OG0010445	Lsat_1_v5_gn_5_26761.2, Lsat_1_v5_gn_5_26761.1	Dm_00012700-RA
OG0010446	Lsat_1_v5_gn_8_149340.1	Dm_00009922-RA
OG0010447	Lsat_1_v5_gn_3_30661.1, Lsat_1_v5_gn_3_30661.3	Dm_00003770-RA, Dm_00014479-RA
OG0010448	Lsat_1_v5_gn_1_22441.3, Lsat_1_v5_gn_1_22441.1, Lsat_1_v5_gn_2_85620.2, Lsat_1_v5_gn_2_85620.1	Dm_00005327-RA
OG0010449	Lsat_1_v5_gn_6_83680.2, Lsat_1_v5_gn_6_83680.1	Dm_00013493-RA
OG0010453	Lsat_1_v5_gn_2_71780.1, Lsat_1_v5_gn_2_71780.3, Lsat_1_v5_gn_2_71780.2	Dm_00005233-RA
OG0010454	Lsat_1_v5_gn_4_107261.1	Dm_00013707-RA
OG0010455	Lsat_1_v5_gn_2_21921.1, Lsat_1_v5_gn_7_110180.1	Dm_00010878-RA
OG0010457	Lsat_1_v5_gn_2_59100.3	Dm_00005202-RA
OG0010458	Lsat_1_v5_gn_1_32360.1, Lsat_1_v5_gn_4_84081.2, Lsat_1_v5_gn_4_84081.1	Dm_00000961-RA
OG0010459	Lsat_1_v5_gn_1_67161.1, Lsat_1_v5_gn_1_67181.1, Lsat_1_v5_gn_1_67181.2	Dm_00016961-RA
OG0010460	Lsat_1_v5_gn_4_17281.1, Lsat_1_v5_gn_8_37520.1	Dm_00011585-RA
OG0010463	Lsat_1_v5_gn_7_35520.1, Lsat_1_v5_gn_7_35520.2	Dm_00010764-RA
OG0010464	Lsat_1_v5_gn_5_18061.1	Dm_00019213-RA
OG0010466	Lsat_1_v5_gn_2_7520.1	Dm_00001237-RA
OG0010467	Lsat_1_v5_gn_6_17400.3, Lsat_1_v5_gn_6_17400.1	Dm_00008442-RA
OG0010468	Lsat_1_v5_gn_3_63961.1	Dm_00018122-RA
OG0010469	Lsat_1_v5_gn_4_12481.1	Dm_00008255-RA
OG0010470	Lsat_1_v5_gn_3_36220.1, Lsat_1_v5_gn_3_36220.2	Dm_00004756-RA
OG0010471	Lsat_1_v5_gn_6_8401.1, Lsat_1_v5_gn_5_70600.1	Dm_00010039-RA
OG0010472	Lsat_1_v5_gn_2_90780.1	Dm_00012863-RA
OG0010473	Lsat_1_v5_gn_6_80261.1, Lsat_1_v5_gn_6_80261.3, Lsat_1_v5_gn_6_3960.1	Dm_00012113-RA
OG0010474	Lsat_1_v5_gn_4_20101.1	Dm_00020244-RA
OG0010475	Lsat_1_v5_gn_4_17220.1, Lsat_1_v5_gn_3_57261.1	Dm_00003884-RA
OG0010478	Lsat_1_v5_gn_1_15581.1, Lsat_1_v5_gn_2_112741.1	Dm_00011899-RA
OG0010480	Lsat_1_v5_gn_2_37520.1	Dm_00004332-RA
OG0010482	Lsat_1_v5_gn_8_38900.2, Lsat_1_v5_gn_8_38900.1	Dm_00006745-RA
OG0010484	Lsat_1_v5_gn_3_54101.3, Lsat_1_v5_gn_3_54101.1	Dm_00007791-RA
OG0010485	Lsat_1_v5_gn_8_54121.1	Dm_00016800-RA
OG0010486	Lsat_1_v5_gn_9_10421.1, Lsat_1_v5_gn_5_182900.1	Dm_00011171-RA, Dm_00009041-RA
OG0010487	Lsat_1_v5_gn_8_114940.1, Lsat_1_v5_gn_8_114940.3	Dm_00010058-RA
OG0010488	Lsat_1_v5_gn_4_18981.1	Dm_00012580-RA
OG0010490	Lsat_1_v5_gn_2_86340.3, Lsat_1_v5_gn_2_86340.1	Dm_00019608-RA
OG0010491	Lsat_1_v5_gn_8_111480.1	Dm_00020758-RA
OG0010492	Lsat_1_v5_gn_4_84301.1	Dm_00007634-RA
OG0010493	Lsat_1_v5_gn_9_32960.1	Dm_00019907-RA
OG0010494	Lsat_1_v5_gn_9_47480.3, Lsat_1_v5_gn_9_47480.1	Dm_00000402-RA
OG0010496	Lsat_1_v5_gn_4_38561.1	Dm_00012272-RA
OG0010497	Lsat_1_v5_gn_1_78160.1, Lsat_1_v5_gn_4_78441.1	Dm_00006170-RA
OG0010498	Lsat_1_v5_gn_3_67200.3, Lsat_1_v5_gn_3_67200.1	Dm_00020757-RA
OG0010499	Lsat_1_v5_gn_8_139521.1, Lsat_1_v5_gn_4_27720.1, Lsat_1_v5_gn_3_35621.1	Dm_00015111-RA
OG0010500	Lsat_1_v5_gn_3_47880.1, Lsat_1_v5_gn_4_6921.1	Dm_00009369-RA
OG0010501	Lsat_1_v5_gn_4_176840.1	Dm_00018265-RA
OG0010502	Lsat_1_v5_gn_4_26101.1, Lsat_1_v5_gn_3_27640.1	Dm_00008176-RA
OG0010504	Lsat_1_v5_gn_3_16080.1	Dm_00007196-RA
OG0010505	Lsat_1_v5_gn_1_10700.3, Lsat_1_v5_gn_1_10700.1	Dm_00007030-RA
OG0010507	Lsat_1_v5_gn_4_6340.1	Dm_00011326-RA
OG0010510	Lsat_1_v5_gn_2_101380.1	Dm_00014547-RA
OG0010511	Lsat_1_v5_gn_4_80081.1	Dm_00001847-RA
OG0010512	Lsat_1_v5_gn_0_5020.1, Lsat_1_v5_gn_4_38621.1, Lsat_1_v5_gn_7_11660.1	Dm_00016379-RA
OG0010513	Lsat_1_v5_gn_3_54941.1, Lsat_1_v5_gn_3_54941.2, Lsat_1_v5_gn_3_54941.3	Dm_00003205-RA
OG0010514	Lsat_1_v5_gn_1_117981.2, Lsat_1_v5_gn_1_117981.1	Dm_00019179-RA
OG0010515	Lsat_1_v5_gn_4_10521.2, Lsat_1_v5_gn_4_10521.1	Dm_00002179-RA
OG0010516	Lsat_1_v5_gn_5_30841.1	Dm_00017923-RA, Dm_00009404-RA
OG0010517	Lsat_1_v5_gn_3_52920.2	Dm_00016347-RA
OG0010518	Lsat_1_v5_gn_4_112141.1, Lsat_1_v5_gn_4_112141.3	Dm_00008567-RA
OG0010519	Lsat_1_v5_gn_4_19920.3, Lsat_1_v5_gn_4_19920.1	Dm_00014197-RA
OG0010520	Lsat_1_v5_gn_4_117540.1	Dm_00002949-RA
OG0010521	Lsat_1_v5_gn_1_106300.3, Lsat_1_v5_gn_1_106300.1	Dm_00019936-RA
OG0010522	Lsat_1_v5_gn_8_43001.1, Lsat_1_v5_gn_3_54301.1	Dm_00007796-RA
OG0010523	Lsat_1_v5_gn_6_84020.3, Lsat_1_v5_gn_6_84020.1	Dm_00005146-RA, Dm_00000990-RA
OG0010526	Lsat_1_v5_gn_1_14240.2, Lsat_1_v5_gn_1_14240.3, Lsat_1_v5_gn_1_14240.1	Dm_00010525-RA
OG0010527	Lsat_1_v5_gn_8_142440.3, Lsat_1_v5_gn_8_142440.1	Dm_00000250-RA
OG0010528	Lsat_1_v5_gn_0_47760.1, Lsat_1_v5_gn_0_47760.2	Dm_00007669-RA
OG0010529	Lsat_1_v5_gn_1_12180.3, Lsat_1_v5_gn_1_12180.1	Dm_00006557-RA
OG0010530	Lsat_1_v5_gn_4_21020.1	Dm_00018248-RA
OG0010532	Lsat_1_v5_gn_3_16601.1, Lsat_1_v5_gn_3_16601.2	Dm_00018083-RA
OG0010533	Lsat_1_v5_gn_8_50180.1	Dm_00002170-RA
OG0010534	Lsat_1_v5_gn_6_59361.1, Lsat_1_v5_gn_6_59361.2	Dm_00019899-RA
OG0010535	Lsat_1_v5_gn_4_114580.1, Lsat_1_v5_gn_4_114580.2	Dm_00012913-RA
OG0010536	Lsat_1_v5_gn_7_114141.1	Dm_00001886-RA
OG0010537	Lsat_1_v5_gn_4_15680.2, Lsat_1_v5_gn_4_15680.1, Lsat_1_v5_gn_8_41941.1	Dm_00002828-RA
OG0010538	Lsat_1_v5_gn_4_109581.1	Dm_00004244-RA
OG0010539	Lsat_1_v5_gn_6_34980.1	Dm_00017185-RA
OG0010541	Lsat_1_v5_gn_6_94780.1	Dm_00018755-RA
OG0010542	Lsat_1_v5_gn_3_56300.1, Lsat_1_v5_gn_3_56300.2, Lsat_1_v5_gn_3_56300.3	Dm_00006065-RA
OG0010543	Lsat_1_v5_gn_8_28800.2, Lsat_1_v5_gn_8_28800.1, Lsat_1_v5_gn_8_28640.2, Lsat_1_v5_gn_8_28640.1	Dm_00015015-RA
OG0010545	Lsat_1_v5_gn_7_114920.4, Lsat_1_v5_gn_7_114920.1, Lsat_1_v5_gn_7_114920.5, Lsat_1_v5_gn_5_155661.3, Lsat_1_v5_gn_5_155661.2, Lsat_1_v5_gn_5_155661.1	Dm_00010541-RA
OG0010551	Lsat_1_v5_gn_8_63180.1, Lsat_1_v5_gn_7_47921.1, Lsat_1_v5_gn_7_47921.3	Dm_00000262-RA
OG0010553	Lsat_1_v5_gn_4_169740.1	Dm_00019232-RA
OG0010555	Lsat_1_v5_gn_2_104380.1	Dm_00007124-RA
OG0010557	Lsat_1_v5_gn_5_157261.2, Lsat_1_v5_gn_5_157261.3, Lsat_1_v5_gn_5_157261.1	Dm_00001276-RA
OG0010558	Lsat_1_v5_gn_4_60901.1	Dm_00017123-RA, Dm_00007539-RA
OG0010560	Lsat_1_v5_gn_2_75020.1	Dm_00007680-RA, Dm_00002241-RA
OG0010561	Lsat_1_v5_gn_2_129900.2, Lsat_1_v5_gn_2_129900.1	Dm_00007176-RA
OG0010563	Lsat_1_v5_gn_4_162940.1	Dm_00002638-RA
OG0010566	Lsat_1_v5_gn_3_47181.2, Lsat_1_v5_gn_3_47181.1	Dm_00017753-RA
OG0010572	Lsat_1_v5_gn_7_80921.2, Lsat_1_v5_gn_7_80921.1, Lsat_1_v5_gn_7_80921.3, Lsat_1_v5_gn_9_117160.3	Dm_00003463-RA
OG0010580	Lsat_1_v5_gn_4_22300.2, Lsat_1_v5_gn_4_22300.1, Lsat_1_v5_gn_4_22280.4, Lsat_1_v5_gn_4_70881.1, Lsat_1_v5_gn_4_22280.1, Lsat_1_v5_gn_4_22280.2, Lsat_1_v5_gn_8_94201.1, Lsat_1_v5_gn_3_102360.2, Lsat_1_v5_gn_3_102360.1, Lsat_1_v5_gn_6_660.1, Lsat_1_v5_gn_8_94181.3, Lsat_1_v5_gn_6_660.2, Lsat_1_v5_gn_6_660.3, Lsat_1_v5_gn_8_94181.1	Dm_00017299-RA
OG0010624	Lsat_1_v5_gn_2_131440.1	Dm_00006258-RA
OG0010629	Lsat_1_v5_gn_6_25121.1, Lsat_1_v5_gn_6_25121.3, Lsat_1_v5_gn_6_25121.2	Dm_00010861-RA
OG0010630	Lsat_1_v5_gn_5_49301.2, Lsat_1_v5_gn_5_49301.1	Dm_00020753-RA
OG0010632	Lsat_1_v5_gn_8_25560.1	Dm_00007211-RA
OG0010634	Lsat_1_v5_gn_9_12020.1	Dm_00017878-RA
OG0010635	Lsat_1_v5_gn_9_29841.1	Dm_00013254-RA
OG0010637	Lsat_1_v5_gn_7_99401.2, Lsat_1_v5_gn_7_99401.1	Dm_00017416-RA
OG0010642	Lsat_1_v5_gn_2_21441.1, Lsat_1_v5_gn_2_21441.3, Lsat_1_v5_gn_6_27001.1	Dm_00007506-RA
OG0010644	Lsat_1_v5_gn_8_72221.3, Lsat_1_v5_gn_8_72221.1, Lsat_1_v5_gn_4_65521.1	Dm_00005523-RA
OG0010647	Lsat_1_v5_gn_1_64640.1	Dm_00017704-RA
OG0010649	Lsat_1_v5_gn_3_39581.1, Lsat_1_v5_gn_3_39581.3	Dm_00003503-RA
OG0010652	Lsat_1_v5_gn_5_104301.1, Lsat_1_v5_gn_5_104301.3	Dm_00003512-RA
OG0010653	Lsat_1_v5_gn_1_64901.2, Lsat_1_v5_gn_1_64901.1	Dm_00010152-RA
OG0010654	Lsat_1_v5_gn_2_64381.1, Lsat_1_v5_gn_2_64381.3	Dm_00004268-RA
OG0010655	Lsat_1_v5_gn_1_67440.1, Lsat_1_v5_gn_6_52661.1	Dm_00013415-RA
OG0010657	Lsat_1_v5_gn_8_66180.1, Lsat_1_v5_gn_8_66120.1	Dm_00015171-RA, Dm_00018910-RA
OG0010658	Lsat_1_v5_gn_4_137260.3, Lsat_1_v5_gn_4_137260.1	Dm_00016721-RA
OG0010659	Lsat_1_v5_gn_3_23200.2, Lsat_1_v5_gn_3_23200.1	Dm_00008207-RA
OG0010660	Lsat_1_v5_gn_4_64221.1	Dm_00005993-RA
OG0010663	Lsat_1_v5_gn_8_54360.3, Lsat_1_v5_gn_8_54360.1	Dm_00011878-RA
OG0010665	Lsat_1_v5_gn_9_74980.1, Lsat_1_v5_gn_9_74980.2	Dm_00013385-RA, Dm_00013384-RA
OG0010666	Lsat_1_v5_gn_6_36700.2, Lsat_1_v5_gn_6_36700.1	Dm_00006668-RA
OG0010668	Lsat_1_v5_gn_3_115521.2	Dm_00012515-RA
OG0010670	Lsat_1_v5_gn_1_50660.1	Dm_00007511-RA
OG0010672	Lsat_1_v5_gn_6_60501.1, Lsat_1_v5_gn_6_60501.2	Dm_00002575-RA
OG0010673	Lsat_1_v5_gn_1_59200.1	Dm_00014163-RA, Dm_00003874-RA
OG0010674	Lsat_1_v5_gn_7_6921.1	Dm_00011023-RA
OG0010677	Lsat_1_v5_gn_4_36241.1, Lsat_1_v5_gn_4_36241.2	Dm_00004574-RA
OG0010678	Lsat_1_v5_gn_9_87560.1	Dm_00015804-RA
OG0010679	Lsat_1_v5_gn_8_98601.1	Dm_00017207-RA
OG0010680	Lsat_1_v5_gn_6_76001.1	Dm_00007149-RA
OG0010681	Lsat_1_v5_gn_4_110420.2, Lsat_1_v5_gn_4_110420.1	Dm_00005583-RA
OG0010682	Lsat_1_v5_gn_1_50160.1, Lsat_1_v5_gn_6_70961.1	Dm_00004316-RA
OG0010683	Lsat_1_v5_gn_3_77561.1, Lsat_1_v5_gn_3_77561.3	Dm_00006523-RA
OG0010684	Lsat_1_v5_gn_1_59561.1, Lsat_1_v5_gn_9_7261.1	Dm_00020677-RA
OG0010686	Lsat_1_v5_gn_4_103720.1, Lsat_1_v5_gn_4_103720.3	Dm_00003724-RA
OG0010687	Lsat_1_v5_gn_9_35920.1	Dm_00001204-RA
OG0010691	Lsat_1_v5_gn_3_43740.1	Dm_00004353-RA
OG0010692	Lsat_1_v5_gn_1_75441.2, Lsat_1_v5_gn_1_75441.1	Dm_00017151-RA
OG0010693	Lsat_1_v5_gn_4_51640.1	Dm_00002290-RA
OG0010694	Lsat_1_v5_gn_1_75221.1, Lsat_1_v5_gn_1_75221.3	Dm_00013213-RA
OG0010695	Lsat_1_v5_gn_6_60680.3, Lsat_1_v5_gn_6_60680.1	Dm_00001546-RA
OG0010696	Lsat_1_v5_gn_7_68580.2, Lsat_1_v5_gn_7_68580.3, Lsat_1_v5_gn_7_68580.4, Lsat_1_v5_gn_7_68580.1	Dm_00020305-RA
OG0010697	Lsat_1_v5_gn_9_30221.1	Dm_00005725-RA
OG0010701	Lsat_1_v5_gn_1_100400.3, Lsat_1_v5_gn_1_100400.1	Dm_00011250-RA
OG0010703	Lsat_1_v5_gn_5_86080.3, Lsat_1_v5_gn_5_86080.1	Dm_00020407-RA
OG0010704	Lsat_1_v5_gn_9_3480.1	Dm_00002582-RA
OG0010706	Lsat_1_v5_gn_8_77780.1, Lsat_1_v5_gn_8_77780.2	Dm_00002561-RA
OG0010707	Lsat_1_v5_gn_1_70440.1	Dm_00001534-RA
OG0010709	Lsat_1_v5_gn_9_4701.2, Lsat_1_v5_gn_9_4701.1	Dm_00015824-RA
OG0010710	Lsat_1_v5_gn_2_16580.1	Dm_00006706-RA
OG0010711	Lsat_1_v5_gn_5_53001.2, Lsat_1_v5_gn_5_53001.1	Dm_00016363-RA
OG0010712	Lsat_1_v5_gn_1_49141.3, Lsat_1_v5_gn_1_49141.4, Lsat_1_v5_gn_1_49141.1	Dm_00000634-RA
OG0010713	Lsat_1_v5_gn_3_24101.3, Lsat_1_v5_gn_3_24101.1	Dm_00021031-RA
OG0010714	Lsat_1_v5_gn_9_65820.1	Dm_00011935-RA
OG0010716	Lsat_1_v5_gn_1_70741.1	Dm_00001539-RA
OG0010718	Lsat_1_v5_gn_5_176900.3, Lsat_1_v5_gn_5_176900.1	Dm_00014484-RA
OG0010719	Lsat_1_v5_gn_9_21061.1	Dm_00000809-RA
OG0010720	Lsat_1_v5_gn_5_52860.2, Lsat_1_v5_gn_5_52860.1, Lsat_1_v5_gn_5_52860.3	Dm_00005500-RA
OG0010721	Lsat_1_v5_gn_6_361.1	Dm_00014844-RA
OG0010722	Lsat_1_v5_gn_0_15441.1	Dm_00003593-RA
OG0010722	Lsat_1_v5_gn_1_58000.1	Dm_00001404-RA
OG0010723	Lsat_1_v5_gn_7_61860.1	Dm_00004484-RA
OG0010724	Lsat_1_v5_gn_5_148441.1, Lsat_1_v5_gn_7_65920.1	Dm_00020548-RA
OG0010727	Lsat_1_v5_gn_3_72560.1, Lsat_1_v5_gn_3_72560.2	Dm_00015397-RA
OG0010728	Lsat_1_v5_gn_6_58781.1, Lsat_1_v5_gn_4_70040.1	Dm_00013907-RA
OG0010729	Lsat_1_v5_gn_2_66460.1, Lsat_1_v5_gn_2_66460.2	Dm_00016176-RA, Dm_00016177-RA
OG0010730	Lsat_1_v5_gn_3_75100.2, Lsat_1_v5_gn_3_75100.1	Dm_00007938-RA
OG0010731	Lsat_1_v5_gn_1_81581.1, Lsat_1_v5_gn_1_81581.2	Dm_00001868-RA
OG0010733	Lsat_1_v5_gn_2_75400.1, Lsat_1_v5_gn_2_75400.3	Dm_00016421-RA
OG0010735	Lsat_1_v5_gn_1_19080.1	Dm_00004657-RA, Dm_00008873-RA
OG0010736	Lsat_1_v5_gn_6_108000.1, Lsat_1_v5_gn_9_76981.1	Dm_00002498-RA
OG0010739	Lsat_1_v5_gn_4_152681.1	Dm_00004349-RA
OG0010741	Lsat_1_v5_gn_4_109340.1, Lsat_1_v5_gn_4_109340.2, Lsat_1_v5_gn_9_27081.1	Dm_00014084-RA
OG0010742	Lsat_1_v5_gn_4_65161.1	Dm_00008321-RA
OG0010743	Lsat_1_v5_gn_3_48740.4, Lsat_1_v5_gn_3_48740.1	Dm_00004965-RA
OG0010744	Lsat_1_v5_gn_9_110080.1	Dm_00019192-RA
OG0010745	Lsat_1_v5_gn_2_78261.1, Lsat_1_v5_gn_2_78261.4	Dm_00003687-RA
OG0010747	Lsat_1_v5_gn_9_67140.1	Dm_00014847-RA
OG0010749	Lsat_1_v5_gn_1_15001.2, Lsat_1_v5_gn_1_15001.1, Lsat_1_v5_gn_6_104700.1	Dm_00021084-RA
OG0010750	Lsat_1_v5_gn_5_25621.3, Lsat_1_v5_gn_5_25621.1	Dm_00007786-RA
OG0010751	Lsat_1_v5_gn_4_68441.3, Lsat_1_v5_gn_4_68441.1	Dm_00019839-RA
OG0010754	Lsat_1_v5_gn_1_16260.2, Lsat_1_v5_gn_1_16260.1	Dm_00017567-RA
OG0010755	Lsat_1_v5_gn_5_103680.1, Lsat_1_v5_gn_5_103680.3	Dm_00014805-RA
OG0010757	Lsat_1_v5_gn_3_88661.1, Lsat_1_v5_gn_3_88661.3	Dm_00005320-RA
OG0010758	Lsat_1_v5_gn_1_9840.2, Lsat_1_v5_gn_1_9840.1	Dm_00011003-RA
OG0010759	Lsat_1_v5_gn_3_47561.3, Lsat_1_v5_gn_3_47561.1	Dm_00006660-RA
OG0010760	Lsat_1_v5_gn_8_164520.1	Dm_00020427-RA
OG0010761	Lsat_1_v5_gn_4_119301.2, Lsat_1_v5_gn_4_119301.1	Dm_00010849-RA
OG0010762	Lsat_1_v5_gn_2_5940.1, Lsat_1_v5_gn_2_5940.3	Dm_00000133-RA, Dm_00001250-RA
OG0010763	Lsat_1_v5_gn_5_25761.1	Dm_00016852-RA
OG0010764	Lsat_1_v5_gn_9_48361.1	Dm_00014137-RA
OG0010765	Lsat_1_v5_gn_2_67640.1	Dm_00007693-RA
OG0010767	Lsat_1_v5_gn_5_69121.1	Dm_00005493-RA
OG0010770	Lsat_1_v5_gn_4_141420.1	Dm_00008218-RA
OG0010772	Lsat_1_v5_gn_5_179321.3, Lsat_1_v5_gn_5_179321.1, Lsat_1_v5_gn_5_179321.2, Lsat_1_v5_gn_4_16480.1	Dm_00009581-RA
OG0010773	Lsat_1_v5_gn_9_41841.1, Lsat_1_v5_gn_9_41841.3, Lsat_1_v5_gn_2_421.1	Dm_00011982-RA
OG0010775	Lsat_1_v5_gn_7_75481.1, Lsat_1_v5_gn_5_104720.1	Dm_00015513-RA
OG0010776	Lsat_1_v5_gn_9_117961.1	Dm_00002519-RA
OG0010777	Lsat_1_v5_gn_9_105061.1	Dm_00009047-RA
OG0010778	Lsat_1_v5_gn_1_22101.1	Dm_00001659-RA, Dm_00002379-RA
OG0010780	Lsat_1_v5_gn_9_117160.1, Lsat_1_v5_gn_9_117160.2	Dm_00003464-RA
OG0010781	Lsat_1_v5_gn_9_40341.1	Dm_00019480-RA
OG0010782	Lsat_1_v5_gn_6_110920.2, Lsat_1_v5_gn_6_110920.3, Lsat_1_v5_gn_6_110920.1	Dm_00002363-RA
OG0010785	Lsat_1_v5_gn_5_105181.3, Lsat_1_v5_gn_5_105181.1	Dm_00010628-RA
OG0010786	Lsat_1_v5_gn_7_76401.1, Lsat_1_v5_gn_7_76401.3	Dm_00015515-RA
OG0010787	Lsat_1_v5_gn_0_4301.1, Lsat_1_v5_gn_5_112261.1	Dm_00004686-RA
OG0010790	Lsat_1_v5_gn_9_88540.3, Lsat_1_v5_gn_9_88540.1	Dm_00001503-RA
OG0010794	Lsat_1_v5_gn_4_58361.1	Dm_00007749-RA
OG0010795	Lsat_1_v5_gn_0_40241.1	Dm_00014325-RA
OG0010796	Lsat_1_v5_gn_4_50380.1	Dm_00017592-RA
OG0010799	Lsat_1_v5_gn_8_167100.1, Lsat_1_v5_gn_8_167100.3	Dm_00012104-RA
OG0010800	Lsat_1_v5_gn_8_61000.1, Lsat_1_v5_gn_8_61000.3	Dm_00001313-RA
OG0010801	Lsat_1_v5_gn_8_106861.1, Lsat_1_v5_gn_8_106881.1	Dm_00010490-RA
OG0010802	Lsat_1_v5_gn_4_69460.1, Lsat_1_v5_gn_5_187260.1	Dm_00005413-RA
OG0010804	Lsat_1_v5_gn_7_32001.1, Lsat_1_v5_gn_7_32001.3	Dm_00018876-RA
OG0010805	Lsat_1_v5_gn_5_3060.1	Dm_00011381-RA, Dm_00010192-RA
OG0010806	Lsat_1_v5_gn_5_56941.1, Lsat_1_v5_gn_5_56941.2	Dm_00018497-RA
OG0010809	Lsat_1_v5_gn_2_108120.1	Dm_00006371-RA, Dm_00000495-RA
OG0010810	Lsat_1_v5_gn_1_130260.1	Dm_00010142-RA
OG0010811	Lsat_1_v5_gn_5_90820.3, Lsat_1_v5_gn_5_90820.1	Dm_00005251-RA
OG0010813	Lsat_1_v5_gn_4_28301.1, Lsat_1_v5_gn_4_28301.2	Dm_00017311-RA
OG0010814	Lsat_1_v5_gn_4_51441.1	Dm_00005341-RA
OG0010815	Lsat_1_v5_gn_1_129921.1, Lsat_1_v5_gn_1_129921.3	Dm_00019568-RA
OG0010816	Lsat_1_v5_gn_6_2981.2, Lsat_1_v5_gn_6_2981.1	Dm_00006696-RA
OG0010817	Lsat_1_v5_gn_3_10301.3, Lsat_1_v5_gn_3_10301.1	Dm_00006143-RA
OG0010818	Lsat_1_v5_gn_5_182580.1, Lsat_1_v5_gn_5_182580.3	Dm_00004726-RA
OG0010821	Lsat_1_v5_gn_5_98501.3, Lsat_1_v5_gn_5_98501.4	Dm_00001048-RA
OG0010822	Lsat_1_v5_gn_7_3821.1, Lsat_1_v5_gn_7_3821.3	Dm_00016850-RA
OG0010823	Lsat_1_v5_gn_7_42600.3	Dm_00000099-RA
OG0010824	Lsat_1_v5_gn_6_22161.1, Lsat_1_v5_gn_6_22161.4	Dm_00020835-RA, Dm_00017212-RA
OG0010826	Lsat_1_v5_gn_4_29561.1, Lsat_1_v5_gn_4_29561.3	Dm_00020657-RA
OG0010829	Lsat_1_v5_gn_2_132660.3, Lsat_1_v5_gn_2_132660.1	Dm_00003313-RA
OG0010831	Lsat_1_v5_gn_5_48820.1	Dm_00014115-RA
OG0010832	Lsat_1_v5_gn_5_45400.1	Dm_00014858-RA
