Orthogroup	L_sativa.proteins	A_vesiculosa.proteins
OG0012036	Lsat_1_v5_gn_4_71841.1	Av_00004291-RA, Av_00004588-RA
OG0012038	Lsat_1_v5_gn_2_67840.1	Av_00024775-RA, Av_00024774-RA, Av_00016260-RA
OG0012042	Lsat_1_v5_gn_1_58361.1	Av_00011812-RA, Av_00006963-RA
OG0012046	Lsat_1_v5_gn_5_164841.1	Av_00018024-RA
OG0012048	Lsat_1_v5_gn_5_160860.1, Lsat_1_v5_gn_5_160860.2	Av_00013161-RA
OG0012050	Lsat_1_v5_gn_3_65760.1	Av_00006025-RA
OG0012051	Lsat_1_v5_gn_9_4440.1	Av_00009545-RA
OG0012052	Lsat_1_v5_gn_1_77841.3, Lsat_1_v5_gn_1_77841.1	Av_00002156-RA
OG0012054	Lsat_1_v5_gn_0_460.1	Av_00000691-RA
OG0012055	Lsat_1_v5_gn_0_9401.1, Lsat_1_v5_gn_9_47321.1, Lsat_1_v5_gn_8_54301.1	Av_00019403-RA
OG0012056	Lsat_1_v5_gn_5_153761.1	Av_00002983-RA, Av_00014506-RA
OG0012057	Lsat_1_v5_gn_9_2781.1	Av_00009676-RA
OG0012058	Lsat_1_v5_gn_6_110001.3, Lsat_1_v5_gn_6_110001.1	Av_00001283-RA, Av_00016760-RA
OG0012059	Lsat_1_v5_gn_5_149040.1	Av_00021775-RA
OG0012061	Lsat_1_v5_gn_5_191140.1, Lsat_1_v5_gn_5_191140.3, Lsat_1_v5_gn_8_53521.1	Av_00002108-RA
OG0012062	Lsat_1_v5_gn_5_161280.1	Av_00000680-RA
OG0012063	Lsat_1_v5_gn_5_183100.1, Lsat_1_v5_gn_1_35280.1, Lsat_1_v5_gn_1_35280.2	Av_00024071-RA, Av_00004139-RA
OG0012064	Lsat_1_v5_gn_8_3301.1, Lsat_1_v5_gn_8_3301.2	Av_00006586-RA
OG0012065	Lsat_1_v5_gn_8_82180.1	Av_00013160-RA
OG0012066	Lsat_1_v5_gn_1_721.1, Lsat_1_v5_gn_1_721.3	Av_00004178-RA
OG0012069	Lsat_1_v5_gn_5_187781.1	Av_00013163-RA
OG0012072	Lsat_1_v5_gn_6_116121.1, Lsat_1_v5_gn_6_116121.3	Av_00014737-RA
OG0012073	Lsat_1_v5_gn_0_35060.1, Lsat_1_v5_gn_5_43041.1, Lsat_1_v5_gn_1_118900.1	Av_00015163-RA
OG0012075	Lsat_1_v5_gn_4_123041.1	Av_00011140-RA
OG0012077	Lsat_1_v5_gn_6_63061.2, Lsat_1_v5_gn_6_63061.1	Av_00012091-RA
OG0012078	Lsat_1_v5_gn_1_114801.2, Lsat_1_v5_gn_1_114801.1	Av_00005224-RA
OG0012080	Lsat_1_v5_gn_7_20421.1	Av_00005933-RA, Av_00020698-RA
OG0012081	Lsat_1_v5_gn_7_65521.1, Lsat_1_v5_gn_7_65521.3	Av_00018505-RA
OG0012082	Lsat_1_v5_gn_5_172660.1	Av_00014266-RA
OG0012083	Lsat_1_v5_gn_8_82201.1	Av_00017936-RA
OG0012084	Lsat_1_v5_gn_5_67200.1	Av_00005119-RA
OG0012085	Lsat_1_v5_gn_1_74460.1	Av_00018086-RA
OG0012086	Lsat_1_v5_gn_8_116020.1	Av_00001300-RA, Av_00015102-RA
OG0012087	Lsat_1_v5_gn_8_166540.1	Av_00003445-RA, Av_00023724-RA
OG0012089	Lsat_1_v5_gn_5_190540.1, Lsat_1_v5_gn_9_1141.1	Av_00015700-RA, Av_00005101-RA
OG0012091	Lsat_1_v5_gn_9_68280.1, Lsat_1_v5_gn_9_68280.3, Lsat_1_v5_gn_9_68280.2	Av_00013651-RA
OG0012092	Lsat_1_v5_gn_5_5261.1	Av_00013078-RA
OG0012099	Lsat_1_v5_gn_2_69281.1, Lsat_1_v5_gn_2_69281.3, Lsat_1_v5_gn_9_33960.1	Av_00023869-RA
OG0012101	Lsat_1_v5_gn_9_27361.2, Lsat_1_v5_gn_9_27361.1	Av_00014474-RA
OG0012102	Lsat_1_v5_gn_4_128040.1	Av_00009991-RA
OG0012103	Lsat_1_v5_gn_6_103041.1	Av_00015277-RA, Av_00010957-RA, Av_00013994-RA
OG0012104	Lsat_1_v5_gn_1_5280.3, Lsat_1_v5_gn_1_5280.1	Av_00020504-RA
OG0012105	Lsat_1_v5_gn_4_66441.1	Av_00015186-RA
OG0012106	Lsat_1_v5_gn_1_17721.1	Av_00012268-RA
OG0012107	Lsat_1_v5_gn_9_112460.2, Lsat_1_v5_gn_9_112460.1	Av_00015936-RA
OG0012110	Lsat_1_v5_gn_9_109140.1, Lsat_1_v5_gn_9_109140.2, Lsat_1_v5_gn_9_109140.3	Av_00012292-RA
OG0012111	Lsat_1_v5_gn_7_72161.2	Av_00019416-RA
OG0012113	Lsat_1_v5_gn_1_5681.3, Lsat_1_v5_gn_1_5681.1	Av_00017295-RA, Av_00004992-RA
OG0012114	Lsat_1_v5_gn_4_150821.1	Av_00015367-RA
OG0012115	Lsat_1_v5_gn_6_108181.1	Av_00010025-RA
OG0012116	Lsat_1_v5_gn_1_25201.1	Av_00000118-RA, Av_00011524-RA
OG0012117	Lsat_1_v5_gn_3_56041.2	Av_00012850-RA
OG0012118	Lsat_1_v5_gn_1_10500.1	Av_00014610-RA, Av_00008571-RA
OG0012119	Lsat_1_v5_gn_6_111081.1	Av_00022297-RA
OG0012123	Lsat_1_v5_gn_3_29801.1	Av_00022696-RA
OG0012124	Lsat_1_v5_gn_4_142441.1, Lsat_1_v5_gn_4_142441.3	Av_00015342-RA
OG0012125	Lsat_1_v5_gn_9_119861.2, Lsat_1_v5_gn_9_119861.3, Lsat_1_v5_gn_9_119861.1	Av_00024135-RA
OG0012128	Lsat_1_v5_gn_5_120180.1, Lsat_1_v5_gn_5_120180.3	Av_00011334-RA
OG0012129	Lsat_1_v5_gn_5_97040.1	Av_00010728-RA
OG0012130	Lsat_1_v5_gn_4_148220.1	Av_00022699-RA
OG0012132	Lsat_1_v5_gn_9_45300.1	Av_00004867-RA
OG0012133	Lsat_1_v5_gn_8_127040.1	Av_00012993-RA
OG0012138	Lsat_1_v5_gn_9_42680.1	Av_00010772-RA
OG0012139	Lsat_1_v5_gn_2_66161.1, Lsat_1_v5_gn_2_66161.3	Av_00001843-RA
OG0012140	Lsat_1_v5_gn_9_81040.1	Av_00010221-RA
OG0012141	Lsat_1_v5_gn_4_166021.1	Av_00007724-RA
OG0012142	Lsat_1_v5_gn_9_114260.1	Av_00004268-RA
OG0012143	Lsat_1_v5_gn_6_108161.1	Av_00006855-RA
OG0012144	Lsat_1_v5_gn_5_110080.1, Lsat_1_v5_gn_5_110080.3	Av_00017509-RA
OG0012145	Lsat_1_v5_gn_1_24401.3, Lsat_1_v5_gn_1_24401.1	Av_00010208-RA
OG0012148	Lsat_1_v5_gn_8_123161.1	Av_00004289-RA, Av_00011378-RA
OG0012149	Lsat_1_v5_gn_9_36361.3, Lsat_1_v5_gn_9_36361.1	Av_00020107-RA
OG0012150	Lsat_1_v5_gn_9_39901.1, Lsat_1_v5_gn_9_39901.3	Av_00002982-RA
OG0012151	Lsat_1_v5_gn_3_39320.2, Lsat_1_v5_gn_3_39320.1	Av_00013116-RA
OG0012152	Lsat_1_v5_gn_2_66501.1	Av_00008538-RA
OG0012154	Lsat_1_v5_gn_4_50480.1	Av_00021405-RA
OG0012157	Lsat_1_v5_gn_1_130341.1, Lsat_1_v5_gn_4_64261.1	Av_00005580-RA
OG0012159	Lsat_1_v5_gn_5_128780.1, Lsat_1_v5_gn_5_128780.2	Av_00017210-RA
OG0012160	Lsat_1_v5_gn_5_5181.2, Lsat_1_v5_gn_5_5181.1	Av_00015748-RA
OG0012163	Lsat_1_v5_gn_7_23000.1	Av_00005885-RA
OG0012165	Lsat_1_v5_gn_5_1441.1	Av_00008403-RA
OG0012167	Lsat_1_v5_gn_2_7280.1	Av_00005803-RA
OG0012169	Lsat_1_v5_gn_4_78760.1	Av_00015012-RA
OG0012171	Lsat_1_v5_gn_1_96721.2, Lsat_1_v5_gn_1_96721.1	Av_00018475-RA
OG0012175	Lsat_1_v5_gn_3_3920.1	Av_00010382-RA
OG0012176	Lsat_1_v5_gn_3_4860.1	Av_00003035-RA
OG0012177	Lsat_1_v5_gn_5_142921.1	Av_00012643-RA
OG0012178	Lsat_1_v5_gn_6_2640.2, Lsat_1_v5_gn_6_2640.1	Av_00010368-RA
OG0012179	Lsat_1_v5_gn_8_8041.1	Av_00001598-RA
OG0012181	Lsat_1_v5_gn_7_28481.1	Av_00020077-RA
OG0012182	Lsat_1_v5_gn_6_8920.1	Av_00021718-RA
OG0012185	Lsat_1_v5_gn_8_87621.1	Av_00015230-RA
OG0012188	Lsat_1_v5_gn_4_98021.1	Av_00006785-RA
OG0012189	Lsat_1_v5_gn_8_88280.1	Av_00019079-RA
OG0012190	Lsat_1_v5_gn_5_157921.2, Lsat_1_v5_gn_5_157921.1	Av_00018269-RA
OG0012191	Lsat_1_v5_gn_7_42981.1	Av_00003778-RA
OG0012193	Lsat_1_v5_gn_6_8140.1, Lsat_1_v5_gn_4_92061.1	Av_00023069-RA
OG0012194	Lsat_1_v5_gn_8_148221.1	Av_00002624-RA
OG0012197	Lsat_1_v5_gn_3_2541.1	Av_00014542-RA
OG0012198	Lsat_1_v5_gn_8_58360.3, Lsat_1_v5_gn_8_58360.1	Av_00004029-RA
OG0012199	Lsat_1_v5_gn_7_48300.3, Lsat_1_v5_gn_7_48300.1	Av_00009067-RA
OG0012203	Lsat_1_v5_gn_8_9340.1	Av_00020374-RA, Av_00024679-RA
OG0012205	Lsat_1_v5_gn_7_58381.3, Lsat_1_v5_gn_7_58381.1	Av_00022046-RA
OG0012206	Lsat_1_v5_gn_7_10441.1, Lsat_1_v5_gn_7_10441.3	Av_00011503-RA
OG0012208	Lsat_1_v5_gn_8_7881.1	Av_00002066-RA
OG0012209	Lsat_1_v5_gn_6_5460.1, Lsat_1_v5_gn_6_5460.3	Av_00009557-RA
OG0012210	Lsat_1_v5_gn_5_78660.1	Av_00016703-RA
OG0012211	Lsat_1_v5_gn_9_4341.1	Av_00004518-RA
OG0012212	Lsat_1_v5_gn_6_56220.1	Av_00001407-RA
OG0012213	Lsat_1_v5_gn_6_78060.1	Av_00023255-RA
OG0012214	Lsat_1_v5_gn_5_79461.1	Av_00021667-RA
OG0012216	Lsat_1_v5_gn_5_145040.1	Av_00019539-RA
OG0012217	Lsat_1_v5_gn_1_39541.1	Av_00018827-RA, Av_00010719-RA
OG0012218	Lsat_1_v5_gn_1_35381.3, Lsat_1_v5_gn_1_35381.1	Av_00008000-RA
OG0012219	Lsat_1_v5_gn_6_11341.1	Av_00012782-RA
OG0012220	Lsat_1_v5_gn_2_129881.1	Av_00002067-RA
OG0012222	Lsat_1_v5_gn_5_155401.1	Av_00019431-RA
OG0012224	Lsat_1_v5_gn_5_79200.1, Lsat_1_v5_gn_5_79200.2	Av_00003594-RA
OG0012226	Lsat_1_v5_gn_5_58981.3, Lsat_1_v5_gn_5_58981.1	Av_00017079-RA
OG0012227	Lsat_1_v5_gn_2_130500.1	Av_00012909-RA
OG0012228	Lsat_1_v5_gn_5_78441.1	Av_00005934-RA, Av_00003667-RA
OG0012229	Lsat_1_v5_gn_4_38941.1, Lsat_1_v5_gn_4_38941.3	Av_00000059-RA
OG0012230	Lsat_1_v5_gn_8_86460.1, Lsat_1_v5_gn_8_86460.3	Av_00012345-RA
OG0012231	Lsat_1_v5_gn_9_114620.1	Av_00001853-RA
OG0012232	Lsat_1_v5_gn_3_36620.1	Av_00012834-RA, Av_00010239-RA
OG0012233	Lsat_1_v5_gn_9_124460.2, Lsat_1_v5_gn_9_124460.1	Av_00010171-RA
OG0012236	Lsat_1_v5_gn_7_61241.1	Av_00019954-RA
OG0012237	Lsat_1_v5_gn_6_18041.1, Lsat_1_v5_gn_6_18041.3	Av_00010343-RA
OG0012240	Lsat_1_v5_gn_5_83400.1	Av_00004469-RA
OG0012241	Lsat_1_v5_gn_5_137380.3, Lsat_1_v5_gn_5_137380.1	Av_00018831-RA
OG0012242	Lsat_1_v5_gn_5_130940.1	Av_00020066-RA
OG0012243	Lsat_1_v5_gn_3_13681.1	Av_00010192-RA
OG0012244	Lsat_1_v5_gn_5_84680.2, Lsat_1_v5_gn_5_84680.1	Av_00018211-RA
OG0012245	Lsat_1_v5_gn_5_109580.1	Av_00012808-RA, Av_00020210-RA
OG0012248	Lsat_1_v5_gn_6_40501.1	Av_00017359-RA, Av_00008484-RA
OG0012249	Lsat_1_v5_gn_5_154420.1, Lsat_1_v5_gn_5_154420.3	Av_00024344-RA, Av_00011732-RA
OG0012251	Lsat_1_v5_gn_2_124061.2, Lsat_1_v5_gn_2_124061.1	Av_00005686-RA
OG0012252	Lsat_1_v5_gn_2_106281.1	Av_00014500-RA
OG0012253	Lsat_1_v5_gn_8_94621.1	Av_00009035-RA
OG0012255	Lsat_1_v5_gn_8_79440.1, Lsat_1_v5_gn_8_79440.3	Av_00012656-RA
OG0012257	Lsat_1_v5_gn_5_128041.1, Lsat_1_v5_gn_5_128041.2	Av_00023085-RA
OG0012258	Lsat_1_v5_gn_6_940.1	Av_00014640-RA
OG0012259	Lsat_1_v5_gn_5_184081.1	Av_00019694-RA
OG0012260	Lsat_1_v5_gn_1_120340.1, Lsat_1_v5_gn_1_120340.3	Av_00005894-RA
OG0012261	Lsat_1_v5_gn_2_122641.1	Av_00011990-RA, Av_00015628-RA
OG0012262	Lsat_1_v5_gn_1_108360.1	Av_00003970-RA
OG0012263	Lsat_1_v5_gn_2_64540.2, Lsat_1_v5_gn_2_64540.1, Lsat_1_v5_gn_2_64540.3	Av_00009635-RA
OG0012265	Lsat_1_v5_gn_1_126820.3, Lsat_1_v5_gn_1_126820.1	Av_00020693-RA
OG0012268	Lsat_1_v5_gn_2_121681.2	Av_00016418-RA
OG0012269	Lsat_1_v5_gn_4_64361.1	Av_00019945-RA, Av_00021154-RA
OG0012271	Lsat_1_v5_gn_8_90161.1	Av_00002231-RA, Av_00003465-RA
OG0012272	Lsat_1_v5_gn_8_77140.3, Lsat_1_v5_gn_8_77140.1	Av_00015668-RA
OG0012273	Lsat_1_v5_gn_6_38881.1	Av_00021922-RA
OG0012275	Lsat_1_v5_gn_2_102360.1	Av_00024031-RA, Av_00002825-RA
OG0012276	Lsat_1_v5_gn_9_100460.1	Av_00019468-RA
OG0012277	Lsat_1_v5_gn_4_158221.1	Av_00001893-RA
OG0012281	Lsat_1_v5_gn_9_19301.3, Lsat_1_v5_gn_9_19301.1	Av_00020426-RA
OG0012282	Lsat_1_v5_gn_7_18540.1	Av_00010566-RA
OG0012283	Lsat_1_v5_gn_4_10101.1	Av_00012485-RA
OG0012284	Lsat_1_v5_gn_1_104961.1	Av_00003955-RA
OG0012285	Lsat_1_v5_gn_8_18720.1	Av_00011927-RA
OG0012286	Lsat_1_v5_gn_8_85380.1, Lsat_1_v5_gn_8_85380.2	Av_00020558-RA
OG0012288	Lsat_1_v5_gn_9_14720.1, Lsat_1_v5_gn_9_14720.3	Av_00022473-RA
OG0012290	Lsat_1_v5_gn_7_17681.1	Av_00005616-RA
OG0012291	Lsat_1_v5_gn_1_52661.1, Lsat_1_v5_gn_1_52661.2	Av_00015688-RA
OG0012292	Lsat_1_v5_gn_4_62881.1	Av_00014151-RA
OG0012293	Lsat_1_v5_gn_8_84741.1	Av_00023304-RA
OG0012295	Lsat_1_v5_gn_4_57401.1	Av_00022090-RA
OG0012296	Lsat_1_v5_gn_8_124920.3, Lsat_1_v5_gn_8_124920.1	Av_00018298-RA
OG0012298	Lsat_1_v5_gn_9_90660.1	Av_00003071-RA
OG0012300	Lsat_1_v5_gn_2_94480.1, Lsat_1_v5_gn_2_94480.2	Av_00024459-RA
OG0012301	Lsat_1_v5_gn_5_36321.2, Lsat_1_v5_gn_5_36321.1	Av_00000843-RA
OG0012302	Lsat_1_v5_gn_7_54221.1	Av_00019678-RA
OG0012303	Lsat_1_v5_gn_9_91640.2	Av_00008408-RA
OG0012304	Lsat_1_v5_gn_4_51801.1	Av_00024910-RA
OG0012306	Lsat_1_v5_gn_6_37021.1, Lsat_1_v5_gn_6_37221.1	Av_00018797-RA
OG0012309	Lsat_1_v5_gn_6_47101.1, Lsat_1_v5_gn_6_47101.3	Av_00024834-RA
OG0012310	Lsat_1_v5_gn_9_35180.3, Lsat_1_v5_gn_9_35180.2, Lsat_1_v5_gn_9_35180.1	Av_00024606-RA
OG0012311	Lsat_1_v5_gn_5_127320.3, Lsat_1_v5_gn_5_127320.1	Av_00002351-RA
OG0012312	Lsat_1_v5_gn_7_74521.1, Lsat_1_v5_gn_7_74521.3	Av_00015124-RA
OG0012313	Lsat_1_v5_gn_9_21260.2, Lsat_1_v5_gn_9_21260.1	Av_00021072-RA
OG0012314	Lsat_1_v5_gn_7_110880.1	Av_00013580-RA, Av_00008306-RA
OG0012315	Lsat_1_v5_gn_9_60220.1	Av_00022803-RA
OG0012317	Lsat_1_v5_gn_4_136121.1	Av_00003967-RA
OG0012319	Lsat_1_v5_gn_4_135580.1	Av_00011536-RA
OG0012320	Lsat_1_v5_gn_1_96700.1	Av_00016763-RA
OG0012323	Lsat_1_v5_gn_9_54260.3, Lsat_1_v5_gn_9_54260.1	Av_00009391-RA
OG0012326	Lsat_1_v5_gn_6_32000.1	Av_00009221-RA
OG0012327	Lsat_1_v5_gn_3_137720.1, Lsat_1_v5_gn_3_137720.3	Av_00000037-RA
OG0012328	Lsat_1_v5_gn_5_61061.1	Av_00021258-RA
OG0012329	Lsat_1_v5_gn_8_56441.1	Av_00022757-RA
OG0012330	Lsat_1_v5_gn_6_52060.3, Lsat_1_v5_gn_6_52060.1	Av_00001182-RA
OG0012331	Lsat_1_v5_gn_8_25661.1	Av_00024058-RA
OG0012332	Lsat_1_v5_gn_1_38361.1, Lsat_1_v5_gn_1_38361.2	Av_00023155-RA
OG0012334	Lsat_1_v5_gn_8_53460.1	Av_00019170-RA
OG0012335	Lsat_1_v5_gn_3_86181.3, Lsat_1_v5_gn_3_86181.1	Av_00016347-RA
OG0012336	Lsat_1_v5_gn_6_91561.1	Av_00003018-RA
OG0012338	Lsat_1_v5_gn_6_100021.3, Lsat_1_v5_gn_6_100021.1	Av_00020503-RA
OG0012339	Lsat_1_v5_gn_6_4781.3, Lsat_1_v5_gn_6_4781.1	Av_00005504-RA
OG0012340	Lsat_1_v5_gn_5_145680.1, Lsat_1_v5_gn_5_145680.2	Av_00006285-RA
OG0012343	Lsat_1_v5_gn_4_123001.1, Lsat_1_v5_gn_2_130140.1, Lsat_1_v5_gn_1_19541.1, Lsat_1_v5_gn_1_19541.2	Av_00009922-RA
OG0012344	Lsat_1_v5_gn_4_76920.1	Av_00009260-RA, Av_00015018-RA
OG0012345	Lsat_1_v5_gn_1_29541.1, Lsat_1_v5_gn_4_99100.1	Av_00011188-RA
OG0012348	Lsat_1_v5_gn_8_28281.1	Av_00021616-RA, Av_00009019-RA
OG0012350	Lsat_1_v5_gn_5_181100.1, Lsat_1_v5_gn_5_181100.3	Av_00002211-RA
OG0012351	Lsat_1_v5_gn_8_68260.1	Av_00009837-RA, Av_00011042-RA, Av_00016870-RA
OG0012352	Lsat_1_v5_gn_9_123020.1	Av_00017455-RA, Av_00019633-RA
OG0012353	Lsat_1_v5_gn_5_13221.1, Lsat_1_v5_gn_4_53181.2, Lsat_1_v5_gn_4_53181.1	Av_00004510-RA
OG0012355	Lsat_1_v5_gn_4_78280.1, Lsat_1_v5_gn_4_78280.3	Av_00010490-RA
OG0012356	Lsat_1_v5_gn_1_25441.1	Av_00003280-RA, Av_00013972-RA
OG0012358	Lsat_1_v5_gn_9_43840.1	Av_00010966-RA
OG0012359	Lsat_1_v5_gn_4_156341.1	Av_00014219-RA
OG0012362	Lsat_1_v5_gn_5_114620.1, Lsat_1_v5_gn_9_111460.1	Av_00004532-RA
OG0012366	Lsat_1_v5_gn_2_82040.1, Lsat_1_v5_gn_2_82040.3	Av_00005564-RA
OG0012368	Lsat_1_v5_gn_0_3360.1	Av_00013709-RA
OG0012370	Lsat_1_v5_gn_2_93161.1	Av_00022831-RA, Av_00022829-RA, Av_00014929-RA
OG0012371	Lsat_1_v5_gn_5_112681.2, Lsat_1_v5_gn_5_112681.1	Av_00018049-RA
OG0012372	Lsat_1_v5_gn_3_33201.1	Av_00000345-RA, Av_00021677-RA
OG0012374	Lsat_1_v5_gn_6_96340.1, Lsat_1_v5_gn_6_96340.3	Av_00017452-RA
OG0012375	Lsat_1_v5_gn_5_186520.1	Av_00003431-RA
OG0012378	Lsat_1_v5_gn_4_15860.1	Av_00006360-RA, Av_00000242-RA
OG0012379	Lsat_1_v5_gn_9_89520.1	Av_00018579-RA
OG0012380	Lsat_1_v5_gn_4_72700.1	Av_00010547-RA
OG0012381	Lsat_1_v5_gn_4_73321.1, Lsat_1_v5_gn_4_73321.3	Av_00010546-RA
OG0012382	Lsat_1_v5_gn_8_46240.1	Av_00003342-RA
OG0012384	Lsat_1_v5_gn_7_30220.1	Av_00021418-RA
OG0012385	Lsat_1_v5_gn_4_38520.1	Av_00017976-RA
OG0012387	Lsat_1_v5_gn_6_96600.2, Lsat_1_v5_gn_6_96600.1	Av_00009351-RA
OG0012388	Lsat_1_v5_gn_2_87981.1	Av_00006039-RA
OG0012389	Lsat_1_v5_gn_3_30360.1	Av_00000267-RA
OG0012390	Lsat_1_v5_gn_2_89680.1	Av_00003943-RA
OG0012392	Lsat_1_v5_gn_7_11001.1, Lsat_1_v5_gn_7_11001.2	Av_00000135-RA
OG0012393	Lsat_1_v5_gn_8_46861.3, Lsat_1_v5_gn_5_96721.1, Lsat_1_v5_gn_8_46861.1	Av_00024377-RA
OG0012394	Lsat_1_v5_gn_8_50121.1, Lsat_1_v5_gn_8_50121.3	Av_00016970-RA
OG0012395	Lsat_1_v5_gn_2_80860.1	Av_00019925-RA
OG0012396	Lsat_1_v5_gn_2_98340.1	Av_00017168-RA
OG0012397	Lsat_1_v5_gn_4_10820.1, Lsat_1_v5_gn_4_10820.2	Av_00016969-RA
OG0012398	Lsat_1_v5_gn_8_1660.1	Av_00009555-RA
OG0012401	Lsat_1_v5_gn_3_49700.1	Av_00005284-RA
OG0012402	Lsat_1_v5_gn_1_9521.1	Av_00017802-RA, Av_00024043-RA
OG0012403	Lsat_1_v5_gn_3_79740.1, Lsat_1_v5_gn_3_79740.2	Av_00003918-RA
OG0012404	Lsat_1_v5_gn_4_75921.1	Av_00011305-RA
OG0012405	Lsat_1_v5_gn_4_20701.3, Lsat_1_v5_gn_4_20701.1	Av_00016720-RA
OG0012406	Lsat_1_v5_gn_3_105561.1	Av_00009506-RA, Av_00009505-RA
OG0012407	Lsat_1_v5_gn_0_10461.4	Av_00006258-RA
OG0012408	Lsat_1_v5_gn_5_21340.3, Lsat_1_v5_gn_5_21340.1	Av_00013776-RA
OG0012409	Lsat_1_v5_gn_4_76040.1	Av_00001704-RA, Av_00017705-RA
OG0012410	Lsat_1_v5_gn_4_153081.1	Av_00019936-RA
OG0012412	Lsat_1_v5_gn_8_3841.3, Lsat_1_v5_gn_8_3841.1	Av_00020565-RA, Av_00019462-RA
OG0012413	Lsat_1_v5_gn_3_59180.1	Av_00011577-RA
OG0012414	Lsat_1_v5_gn_8_52741.1, Lsat_1_v5_gn_1_103541.1	Av_00014837-RA
OG0012417	Lsat_1_v5_gn_4_10120.2, Lsat_1_v5_gn_4_10120.1	Av_00008279-RA, Av_00008278-RA
OG0012418	Lsat_1_v5_gn_3_16220.1	Av_00016582-RA
OG0012420	Lsat_1_v5_gn_0_4920.2, Lsat_1_v5_gn_0_4920.1	Av_00004293-RA
OG0012421	Lsat_1_v5_gn_2_60801.1	Av_00017601-RA
OG0012423	Lsat_1_v5_gn_4_111120.1	Av_00010501-RA
OG0012425	Lsat_1_v5_gn_8_69561.2	Av_00017252-RA
OG0012426	Lsat_1_v5_gn_3_62681.1, Lsat_1_v5_gn_3_62681.3	Av_00015539-RA
OG0012427	Lsat_1_v5_gn_8_157120.1	Av_00022006-RA, Av_00021487-RA
OG0012428	Lsat_1_v5_gn_9_111221.1	Av_00014935-RA
OG0012431	Lsat_1_v5_gn_4_173160.1	Av_00003937-RA
OG0012432	Lsat_1_v5_gn_5_23641.1	Av_00011298-RA
OG0012433	Lsat_1_v5_gn_3_98801.1	Av_00023179-RA, Av_00018705-RA
OG0012439	Lsat_1_v5_gn_4_155540.1	Av_00003924-RA, Av_00004969-RA
OG0012441	Lsat_1_v5_gn_7_35340.1	Av_00008741-RA, Av_00009804-RA
OG0012442	Lsat_1_v5_gn_8_6481.3, Lsat_1_v5_gn_8_6481.1, Lsat_1_v5_gn_8_6481.2, Lsat_1_v5_gn_2_131480.1	Av_00012949-RA, Av_00002100-RA
OG0012443	Lsat_1_v5_gn_4_173280.1	Av_00003940-RA
OG0012444	Lsat_1_v5_gn_7_67721.1	Av_00024189-RA, Av_00019571-RA
OG0012446	Lsat_1_v5_gn_2_113820.1	Av_00008237-RA
OG0012449	Lsat_1_v5_gn_8_108500.1, Lsat_1_v5_gn_9_39941.1, Lsat_1_v5_gn_5_153780.1	Av_00005039-RA
OG0012450	Lsat_1_v5_gn_2_25220.1	Av_00020030-RA, Av_00016544-RA
OG0012451	Lsat_1_v5_gn_4_69300.1	Av_00010746-RA
OG0012452	Lsat_1_v5_gn_6_110881.1	Av_00024537-RA
OG0012454	Lsat_1_v5_gn_4_31960.1, Lsat_1_v5_gn_4_31980.1	Av_00013963-RA, Av_00003269-RA
OG0012460	Lsat_1_v5_gn_4_14941.2, Lsat_1_v5_gn_4_14941.1	Av_00018444-RA
OG0012461	Lsat_1_v5_gn_7_33880.1, Lsat_1_v5_gn_7_33880.3	Av_00020603-RA
OG0012462	Lsat_1_v5_gn_3_19641.4, Lsat_1_v5_gn_3_19641.1, Lsat_1_v5_gn_3_19641.2	Av_00022615-RA
OG0012469	Lsat_1_v5_gn_7_82661.1, Lsat_1_v5_gn_5_27661.1	Av_00022497-RA, Av_00023672-RA
OG0012481	Lsat_1_v5_gn_8_153360.1	Av_00005346-RA, Av_00002656-RA, Av_00010816-RA
OG0012488	Lsat_1_v5_gn_2_86640.3, Lsat_1_v5_gn_2_86640.1	Av_00009128-RA
OG0012489	Lsat_1_v5_gn_6_50001.1, Lsat_1_v5_gn_8_76941.3, Lsat_1_v5_gn_8_76941.1, Lsat_1_v5_gn_8_77021.1, Lsat_1_v5_gn_8_77021.2	Av_00022170-RA
OG0012569	Lsat_1_v5_gn_8_66820.1	Av_00001018-RA
OG0012573	Lsat_1_v5_gn_1_38680.1	Av_00023938-RA
OG0012581	Lsat_1_v5_gn_7_48281.3, Lsat_1_v5_gn_7_48281.1	Av_00004297-RA
OG0012583	Lsat_1_v5_gn_8_98501.1, Lsat_1_v5_gn_8_98501.2	Av_00001392-RA
OG0012585	Lsat_1_v5_gn_6_103081.1	Av_00021798-RA
OG0012586	Lsat_1_v5_gn_9_49060.1	Av_00014877-RA
OG0012587	Lsat_1_v5_gn_8_25121.1	Av_00006702-RA
OG0012589	Lsat_1_v5_gn_5_187441.1	Av_00017340-RA
OG0012591	Lsat_1_v5_gn_0_35040.2, Lsat_1_v5_gn_5_43061.1, Lsat_1_v5_gn_0_35040.1	Av_00019563-RA
OG0012595	Lsat_1_v5_gn_7_109420.1	Av_00024742-RA
OG0012596	Lsat_1_v5_gn_1_75161.1	Av_00000571-RA
OG0012597	Lsat_1_v5_gn_9_86021.3, Lsat_1_v5_gn_9_86021.1	Av_00022856-RA
OG0012599	Lsat_1_v5_gn_4_67341.1	Av_00000972-RA
OG0012601	Lsat_1_v5_gn_3_22641.1	Av_00018949-RA
OG0012602	Lsat_1_v5_gn_2_32501.1	Av_00007928-RA
