Orthogroup	L_sativa.proteins	V_vinifera.proteins
OG0012159	Lsat_1_v5_gn_5_128780.1, Lsat_1_v5_gn_5_128780.2	VIT_219s0014g01890.1
OG0012160	Lsat_1_v5_gn_5_5181.2, Lsat_1_v5_gn_5_5181.1	VIT_219s0177g00330.1, VIT_219s0177g00340.1
OG0012162	Lsat_1_v5_gn_4_26980.1, Lsat_1_v5_gn_4_26980.3	VIT_212s0028g00200.3, VIT_212s0028g00200.2, VIT_212s0028g00200.1
OG0012163	Lsat_1_v5_gn_7_23000.1	VIT_210s0003g01150.2, VIT_210s0003g01150.1, VIT_210s0003g01150.3
OG0012164	Lsat_1_v5_gn_7_14880.1, Lsat_1_v5_gn_4_61701.1	VIT_210s0116g00350.1
OG0012165	Lsat_1_v5_gn_5_1441.1	VIT_219s0015g00380.1
OG0012169	Lsat_1_v5_gn_4_78760.1	VIT_217s0000g10280.2, VIT_217s0000g10280.1
OG0012170	Lsat_1_v5_gn_3_33101.1, Lsat_1_v5_gn_3_33101.2	VIT_201s0150g00350.1, VIT_201s0150g00350.3, VIT_201s0150g00350.6, VIT_201s0150g00350.8, VIT_201s0150g00350.2, VIT_201s0150g00350.5, VIT_201s0150g00350.4, VIT_201s0150g00350.7
OG0012171	Lsat_1_v5_gn_1_96721.2, Lsat_1_v5_gn_1_96721.1	VIT_210s0003g03120.1
OG0012172	Lsat_1_v5_gn_7_20660.1, Lsat_1_v5_gn_9_39840.1, Lsat_1_v5_gn_9_39840.3	VIT_200s0203g00050.1
OG0012174	Lsat_1_v5_gn_5_185100.1, Lsat_1_v5_gn_5_185100.2, Lsat_1_v5_gn_5_185100.3	VIT_200s0179g00270.1
OG0012175	Lsat_1_v5_gn_3_3920.1	VIT_202s0241g00110.1
OG0012176	Lsat_1_v5_gn_3_4860.1	VIT_202s0025g04930.1, VIT_202s0025g04930.2
OG0012177	Lsat_1_v5_gn_5_142921.1	VIT_211s0016g02040.1
OG0012178	Lsat_1_v5_gn_6_2640.2, Lsat_1_v5_gn_6_2640.1	VIT_202s0154g00230.1
OG0012179	Lsat_1_v5_gn_8_8041.1	VIT_216s0022g02000.1
OG0012182	Lsat_1_v5_gn_6_8920.1	VIT_202s0025g02160.1
OG0012184	Lsat_1_v5_gn_6_24381.2, Lsat_1_v5_gn_6_24381.1	VIT_204s0008g03480.1, VIT_211s0016g02730.1, VIT_204s0008g03450.1, VIT_204s0008g03480.2, VIT_211s0016g02740.1, VIT_204s0008g03510.1
OG0012185	Lsat_1_v5_gn_8_87621.1	VIT_215s0048g01110.1
OG0012186	Lsat_1_v5_gn_4_97521.1	VIT_209s0002g03540.1, VIT_209s0002g03610.1
OG0012187	Lsat_1_v5_gn_8_95440.1, Lsat_1_v5_gn_8_95440.2, Lsat_1_v5_gn_7_40661.1	VIT_211s0016g03980.1, VIT_209s0002g04510.1
OG0012188	Lsat_1_v5_gn_4_98021.1	VIT_209s0002g03210.1
OG0012189	Lsat_1_v5_gn_8_88280.1	VIT_211s0016g02840.1
OG0012190	Lsat_1_v5_gn_5_157921.2, Lsat_1_v5_gn_5_157921.1	VIT_204s0008g06320.1
OG0012191	Lsat_1_v5_gn_7_42981.1	VIT_211s0016g04400.1
OG0012193	Lsat_1_v5_gn_4_92061.1	VIT_209s0002g00450.1
OG0012194	Lsat_1_v5_gn_8_148221.1	VIT_201s0010g03720.1
OG0012196	Lsat_1_v5_gn_5_30821.1	VIT_204s0008g05400.1, VIT_204s0008g05370.1, VIT_204s0008g05380.1, VIT_204s0008g05410.1, VIT_204s0008g05360.1, VIT_204s0008g05390.1, VIT_204s0008g05350.1
OG0012197	Lsat_1_v5_gn_3_2541.1	VIT_200s0323g00040.1
OG0012199	Lsat_1_v5_gn_7_48300.3, Lsat_1_v5_gn_7_48300.1	VIT_211s0149g00090.1
OG0012200	Lsat_1_v5_gn_0_4981.1, Lsat_1_v5_gn_7_11641.2, Lsat_1_v5_gn_7_11641.1	VIT_215s0021g00500.1, VIT_215s0021g00500.2
OG0012203	Lsat_1_v5_gn_8_9340.1	VIT_216s0022g01420.2, VIT_216s0022g01420.1
OG0012205	Lsat_1_v5_gn_7_58381.3, Lsat_1_v5_gn_7_58381.1	VIT_204s0008g01910.1
OG0012206	Lsat_1_v5_gn_7_10441.1, Lsat_1_v5_gn_7_10441.3	VIT_215s0021g02030.1
OG0012207	Lsat_1_v5_gn_7_37040.1, Lsat_1_v5_gn_7_37040.2, Lsat_1_v5_gn_7_37040.3	VIT_211s0016g02160.1
OG0012208	Lsat_1_v5_gn_8_7881.1	VIT_217s0053g00110.1
OG0012209	Lsat_1_v5_gn_6_5460.1, Lsat_1_v5_gn_6_5460.3	VIT_202s0033g01270.1
OG0012210	Lsat_1_v5_gn_5_78660.1	VIT_204s0008g01440.1
OG0012211	Lsat_1_v5_gn_9_4341.1	VIT_204s0069g00860.1
OG0012212	Lsat_1_v5_gn_6_56220.1	VIT_206s0004g00045.1
OG0012213	Lsat_1_v5_gn_6_78060.1	VIT_204s0008g07000.1
OG0012214	Lsat_1_v5_gn_5_79461.1	VIT_204s0008g01900.1
OG0012215	Lsat_1_v5_gn_5_92321.1, Lsat_1_v5_gn_5_92321.2	VIT_211s0118g00580.1
OG0012216	Lsat_1_v5_gn_5_145040.1	VIT_211s0016g03100.1
OG0012217	Lsat_1_v5_gn_1_39541.1	VIT_209s0054g00530.1
OG0012218	Lsat_1_v5_gn_1_35381.3, Lsat_1_v5_gn_1_35381.1	VIT_209s0002g04100.1
OG0012219	Lsat_1_v5_gn_6_11341.1	VIT_204s0008g04210.1
OG0012220	Lsat_1_v5_gn_2_129881.1	VIT_216s0022g02170.1
OG0012221	Lsat_1_v5_gn_5_30661.3, Lsat_1_v5_gn_5_30661.2, Lsat_1_v5_gn_5_30661.1	VIT_204s0008g05320.1
OG0012222	Lsat_1_v5_gn_5_155401.1	VIT_208s0007g01760.1
OG0012223	Lsat_1_v5_gn_8_87260.1	VIT_211s0016g02920.1
OG0012224	Lsat_1_v5_gn_5_79200.1, Lsat_1_v5_gn_5_79200.2	VIT_204s0008g02220.1
OG0012225	Lsat_1_v5_gn_9_84180.1	VIT_212s0055g00960.1
OG0012226	Lsat_1_v5_gn_5_58981.3, Lsat_1_v5_gn_5_58981.1	VIT_202s0033g01190.1
OG0012227	Lsat_1_v5_gn_2_130500.1	VIT_216s0100g00280.1
OG0012228	Lsat_1_v5_gn_5_78441.1	VIT_200s0203g00190.1
OG0012229	Lsat_1_v5_gn_4_38941.1, Lsat_1_v5_gn_4_38941.3	VIT_215s0048g00790.1
OG0012230	Lsat_1_v5_gn_8_86460.1, Lsat_1_v5_gn_8_86460.3	VIT_211s0016g01120.1
OG0012231	Lsat_1_v5_gn_9_114620.1	VIT_209s0054g01760.1
OG0012232	Lsat_1_v5_gn_3_36620.1	VIT_210s0042g00430.1, VIT_210s0042g00200.1, VIT_210s0042g00420.1
OG0012233	Lsat_1_v5_gn_9_124460.2, Lsat_1_v5_gn_9_124460.1	VIT_202s0012g00920.1, VIT_202s0012g00920.2
OG0012236	Lsat_1_v5_gn_7_61241.1	VIT_204s0008g01370.1
OG0012237	Lsat_1_v5_gn_6_18041.1, Lsat_1_v5_gn_6_18041.3	VIT_200s0341g00060.1
OG0012238	Lsat_1_v5_gn_8_65641.1	VIT_211s0065g00850.1, VIT_211s0065g00850.2
OG0012240	Lsat_1_v5_gn_5_83400.1	VIT_211s0052g00040.1, VIT_211s0052g00040.3
OG0012241	Lsat_1_v5_gn_5_137380.3, Lsat_1_v5_gn_5_137380.1	VIT_209s0054g00220.1
OG0012242	Lsat_1_v5_gn_5_130940.1	VIT_209s0002g04330.1
OG0012243	Lsat_1_v5_gn_3_13681.1	VIT_202s0025g02430.1
OG0012244	Lsat_1_v5_gn_5_84680.2, Lsat_1_v5_gn_5_84680.1	VIT_211s0052g00920.1
OG0012245	Lsat_1_v5_gn_5_109580.1	VIT_204s0008g05530.1
OG0012246	Lsat_1_v5_gn_9_48021.2, Lsat_1_v5_gn_9_48021.1	VIT_216s0039g00520.3, VIT_216s0039g00520.1, VIT_216s0039g00520.2
OG0012247	Lsat_1_v5_gn_1_110881.1, Lsat_1_v5_gn_1_110881.5	VIT_213s0156g00270.3, VIT_213s0156g00270.2, VIT_213s0156g00270.1
OG0012248	Lsat_1_v5_gn_6_40501.1	VIT_206s0080g00140.1
OG0012249	Lsat_1_v5_gn_5_154420.1, Lsat_1_v5_gn_5_154420.3	VIT_208s0056g01490.1
OG0012250	Lsat_1_v5_gn_6_46961.2, Lsat_1_v5_gn_6_46961.1, Lsat_1_v5_gn_6_46921.1, Lsat_1_v5_gn_6_46921.2, Lsat_1_v5_gn_6_46240.1, Lsat_1_v5_gn_6_46240.2	VIT_206s0004g03010.1
OG0012251	Lsat_1_v5_gn_2_124061.2, Lsat_1_v5_gn_2_124061.1	VIT_213s0067g01360.1
OG0012252	Lsat_1_v5_gn_2_106281.1	VIT_213s0073g00620.2, VIT_213s0073g00620.1
OG0012253	Lsat_1_v5_gn_8_94621.1	VIT_211s0016g04380.1
OG0012255	Lsat_1_v5_gn_8_79440.1, Lsat_1_v5_gn_8_79440.3	VIT_208s0007g07890.1
OG0012256	Lsat_1_v5_gn_9_36061.3, Lsat_1_v5_gn_9_36061.1	VIT_208s0007g01890.1
OG0012257	Lsat_1_v5_gn_5_128041.1, Lsat_1_v5_gn_5_128041.2	VIT_219s0014g02370.1
OG0012258	Lsat_1_v5_gn_6_940.1	VIT_218s0001g13940.1
OG0012259	Lsat_1_v5_gn_5_184081.1	VIT_219s0085g00990.1, VIT_219s0085g00990.3
OG0012260	Lsat_1_v5_gn_1_120340.1, Lsat_1_v5_gn_1_120340.3	VIT_210s0003g00650.1
OG0012261	Lsat_1_v5_gn_2_122641.1	VIT_213s0019g03350.1
OG0012262	Lsat_1_v5_gn_1_108360.1	VIT_213s0064g01180.1
OG0012263	Lsat_1_v5_gn_2_64540.2, Lsat_1_v5_gn_2_64540.1, Lsat_1_v5_gn_2_64540.3	VIT_219s0138g00110.1
OG0012264	Lsat_1_v5_gn_8_114261.1	VIT_213s0019g00730.1
OG0012265	Lsat_1_v5_gn_1_126820.3, Lsat_1_v5_gn_1_126820.1	VIT_200s0181g00100.1
OG0012267	Lsat_1_v5_gn_5_127501.1	VIT_219s0014g02100.2, VIT_219s0014g02100.1
OG0012268	Lsat_1_v5_gn_2_121681.2	VIT_213s0019g03450.1
OG0012269	Lsat_1_v5_gn_4_64361.1	VIT_200s0475g00020.1
OG0012270	Lsat_1_v5_gn_9_39501.1, Lsat_1_v5_gn_8_97960.1	VIT_208s0058g01430.1, VIT_208s0058g01430.3, VIT_208s0058g01430.2
OG0012271	Lsat_1_v5_gn_8_90161.1	VIT_205s0051g00850.1
OG0012272	Lsat_1_v5_gn_8_77140.3, Lsat_1_v5_gn_8_77140.1	VIT_208s0007g03280.1
OG0012273	Lsat_1_v5_gn_6_38881.1	VIT_206s0080g00510.3, VIT_206s0080g00510.2, VIT_206s0080g00510.1
OG0012274	Lsat_1_v5_gn_9_88600.1	VIT_219s0015g01780.1
OG0012275	Lsat_1_v5_gn_2_102360.1, Lsat_1_v5_gn_6_34460.1	VIT_208s0032g00420.1, VIT_208s0032g00420.2
OG0012276	Lsat_1_v5_gn_9_100460.1	VIT_219s0014g00400.2, VIT_219s0014g00400.1
OG0012277	Lsat_1_v5_gn_4_158221.1	VIT_200s0415g00080.1, VIT_200s0415g00080.2
OG0012278	Lsat_1_v5_gn_7_32280.3, Lsat_1_v5_gn_7_32280.1, Lsat_1_v5_gn_1_116040.1	VIT_210s0003g04290.1
OG0012279	Lsat_1_v5_gn_2_28141.1	VIT_213s0047g00520.1, VIT_213s0047g00520.2
OG0012280	Lsat_1_v5_gn_4_145121.1	VIT_200s0349g00040.1
OG0012281	Lsat_1_v5_gn_9_19301.3, Lsat_1_v5_gn_9_19301.1	VIT_206s0004g06510.1
OG0012282	Lsat_1_v5_gn_7_18540.1	VIT_200s0361g00100.1
OG0012283	Lsat_1_v5_gn_4_10101.1	VIT_203s0017g01660.1
OG0012284	Lsat_1_v5_gn_1_104961.1	VIT_213s0064g00040.1
OG0012285	Lsat_1_v5_gn_8_18720.1	VIT_213s0019g05120.1
OG0012286	Lsat_1_v5_gn_8_85380.1, Lsat_1_v5_gn_8_85380.2	VIT_208s0056g01520.1
OG0012287	Lsat_1_v5_gn_8_117320.1, Lsat_1_v5_gn_8_117320.3	VIT_201s0011g01970.1
OG0012290	Lsat_1_v5_gn_7_17681.1	VIT_200s0992g00010.1
OG0012291	Lsat_1_v5_gn_1_52661.1, Lsat_1_v5_gn_1_52661.2	VIT_208s0007g04530.1
OG0012293	Lsat_1_v5_gn_8_84741.1	VIT_208s0007g01260.1
OG0012295	Lsat_1_v5_gn_4_57401.1	VIT_200s0301g00170.1
OG0012296	Lsat_1_v5_gn_8_124920.3, Lsat_1_v5_gn_8_124920.1	VIT_203s0038g02080.1
OG0012297	Lsat_1_v5_gn_1_111900.2, Lsat_1_v5_gn_1_111900.1, Lsat_1_v5_gn_7_25381.1	VIT_210s0003g01750.1
OG0012298	Lsat_1_v5_gn_9_90660.1	VIT_219s0090g01210.1
OG0012299	Lsat_1_v5_gn_2_121400.1	VIT_213s0067g00260.1
OG0012300	Lsat_1_v5_gn_2_94480.1, Lsat_1_v5_gn_2_94480.2	VIT_214s0068g01240.1
OG0012301	Lsat_1_v5_gn_5_36321.2, Lsat_1_v5_gn_5_36321.1	VIT_201s0011g01720.2, VIT_201s0011g01720.1
OG0012302	Lsat_1_v5_gn_7_54221.1	VIT_210s0003g05800.1
OG0012303	Lsat_1_v5_gn_9_91640.2, Lsat_1_v5_gn_9_91640.1	VIT_219s0090g01750.1
OG0012304	Lsat_1_v5_gn_4_51801.1	VIT_213s0106g00710.1
OG0012306	Lsat_1_v5_gn_6_37021.1, Lsat_1_v5_gn_6_37221.1	VIT_208s0007g07380.2, VIT_208s0007g07380.1
OG0012307	Lsat_1_v5_gn_7_13121.1, Lsat_1_v5_gn_1_130060.1	VIT_200s0259g00120.1
OG0012308	Lsat_1_v5_gn_8_129821.1, Lsat_1_v5_gn_3_43341.1	VIT_212s0059g02660.1
OG0012309	Lsat_1_v5_gn_6_47101.1, Lsat_1_v5_gn_6_47101.3	VIT_208s0007g08060.2, VIT_208s0007g08060.1
OG0012310	Lsat_1_v5_gn_9_35180.3, Lsat_1_v5_gn_9_35180.2, Lsat_1_v5_gn_9_35180.1	VIT_208s0105g00480.1
OG0012311	Lsat_1_v5_gn_5_127320.3, Lsat_1_v5_gn_5_127320.1	VIT_219s0014g01600.1
OG0012312	Lsat_1_v5_gn_7_74521.1, Lsat_1_v5_gn_7_74521.3	VIT_214s0060g01260.1
OG0012313	Lsat_1_v5_gn_9_21260.2, Lsat_1_v5_gn_9_21260.1	VIT_206s0009g01770.1
OG0012314	Lsat_1_v5_gn_7_110880.1	VIT_219s0085g00680.1
OG0012315	Lsat_1_v5_gn_9_60220.1	VIT_213s0067g03150.1, VIT_213s0067g03150.2, VIT_213s0067g03150.3
OG0012317	Lsat_1_v5_gn_4_136121.1	VIT_213s0064g00650.2, VIT_213s0064g00650.1
OG0012318	Lsat_1_v5_gn_8_117960.1, Lsat_1_v5_gn_8_117960.3	VIT_201s0011g01370.1, VIT_201s0011g01380.1
OG0012319	Lsat_1_v5_gn_4_135580.1	VIT_218s0001g02710.1
OG0012320	Lsat_1_v5_gn_1_96700.1	VIT_214s0030g01820.1
OG0012323	Lsat_1_v5_gn_9_54260.3, Lsat_1_v5_gn_9_54260.1	VIT_216s0100g00680.1
OG0012326	Lsat_1_v5_gn_6_32000.1	VIT_216s0098g00800.1
OG0012327	Lsat_1_v5_gn_3_137720.1, Lsat_1_v5_gn_3_137720.3	VIT_215s0046g01930.1
OG0012328	Lsat_1_v5_gn_5_61061.1	VIT_204s0008g02640.2, VIT_204s0008g02640.1
OG0012329	Lsat_1_v5_gn_8_56441.1	VIT_207s0151g01030.2, VIT_207s0151g01030.1, VIT_207s0151g01030.3
OG0012330	Lsat_1_v5_gn_6_52060.3, Lsat_1_v5_gn_6_52060.1	VIT_206s0004g00400.2, VIT_206s0004g00400.1
OG0012331	Lsat_1_v5_gn_8_25661.1	VIT_203s0017g02360.3, VIT_203s0017g02360.1
OG0012332	Lsat_1_v5_gn_1_38361.1, Lsat_1_v5_gn_1_38361.2	VIT_203s0063g01920.1
OG0012333	Lsat_1_v5_gn_5_70781.3, Lsat_1_v5_gn_5_70781.1	VIT_206s0009g00650.1
OG0012334	Lsat_1_v5_gn_8_53460.1	VIT_207s0005g00270.2, VIT_207s0005g00270.1
OG0012335	Lsat_1_v5_gn_3_86181.3, Lsat_1_v5_gn_3_86181.1	VIT_207s0129g00050.1, VIT_207s0129g00130.1
OG0012336	Lsat_1_v5_gn_6_91561.1	VIT_202s0154g00370.3, VIT_202s0154g00370.2, VIT_202s0154g00370.1
OG0012337	Lsat_1_v5_gn_4_141661.1	VIT_200s0662g00010.1
OG0012338	Lsat_1_v5_gn_6_100021.3, Lsat_1_v5_gn_6_100021.1	VIT_218s0001g01620.1
OG0012340	Lsat_1_v5_gn_5_145680.1, Lsat_1_v5_gn_5_145680.2	VIT_211s0016g02440.1
OG0012341	Lsat_1_v5_gn_5_35600.3, Lsat_1_v5_gn_5_35600.1, Lsat_1_v5_gn_5_35680.3, Lsat_1_v5_gn_5_35680.1	VIT_205s0020g03550.1
OG0012342	Lsat_1_v5_gn_2_72860.1	VIT_204s0044g01980.1, VIT_204s0044g01980.2
OG0012343	Lsat_1_v5_gn_4_123001.1, Lsat_1_v5_gn_2_130140.1, Lsat_1_v5_gn_1_19541.1, Lsat_1_v5_gn_1_19541.2	VIT_218s0001g11680.3, VIT_218s0001g11680.2, VIT_218s0001g11680.4, VIT_218s0001g11680.1
OG0012344	Lsat_1_v5_gn_4_76920.1	VIT_217s0000g01530.1
OG0012345	Lsat_1_v5_gn_1_29541.1, Lsat_1_v5_gn_4_99100.1	VIT_217s0000g10370.1
OG0012346	Lsat_1_v5_gn_3_30081.2, Lsat_1_v5_gn_3_30081.1, Lsat_1_v5_gn_3_30081.3	VIT_201s0137g00400.1
OG0012347	Lsat_1_v5_gn_8_54521.1	VIT_207s0104g01740.1
OG0012348	Lsat_1_v5_gn_8_28281.1	VIT_218s0001g00460.1
OG0012349	Lsat_1_v5_gn_4_184040.1	VIT_214s0066g00470.1
OG0012350	Lsat_1_v5_gn_5_181100.1, Lsat_1_v5_gn_5_181100.3	VIT_207s0005g04440.1
OG0012351	Lsat_1_v5_gn_8_68260.1	VIT_211s0052g00530.1
OG0012352	Lsat_1_v5_gn_9_123020.1	VIT_212s0035g01970.1
OG0012353	Lsat_1_v5_gn_5_13221.1, Lsat_1_v5_gn_4_53181.2, Lsat_1_v5_gn_4_53181.1	VIT_217s0000g10180.1
OG0012354	Lsat_1_v5_gn_4_2781.1	VIT_201s0137g00270.1
OG0012355	Lsat_1_v5_gn_4_78280.1, Lsat_1_v5_gn_4_78280.3	VIT_217s0000g09860.1, VIT_217s0000g09860.2
OG0012356	Lsat_1_v5_gn_1_25441.1	VIT_218s0041g01290.1
OG0012358	Lsat_1_v5_gn_9_43840.1	VIT_218s0001g05370.1
OG0012359	Lsat_1_v5_gn_4_156341.1	VIT_200s0211g00050.1
OG0012361	Lsat_1_v5_gn_3_73760.1, Lsat_1_v5_gn_9_8480.3, Lsat_1_v5_gn_9_8480.1, Lsat_1_v5_gn_9_8480.2	VIT_207s0005g03390.1
OG0012362	Lsat_1_v5_gn_5_114620.1, Lsat_1_v5_gn_9_111460.1	VIT_203s0180g00090.1
OG0012363	Lsat_1_v5_gn_5_181140.1	VIT_207s0005g04410.1
OG0012364	Lsat_1_v5_gn_6_57280.1	VIT_205s0102g00200.1
OG0012365	Lsat_1_v5_gn_8_99200.1	VIT_206s0004g08360.3, VIT_206s0004g08360.1, VIT_206s0004g08360.4, VIT_206s0004g08360.2
OG0012366	Lsat_1_v5_gn_2_82040.1, Lsat_1_v5_gn_2_82040.3	VIT_218s0001g05660.1
OG0012367	Lsat_1_v5_gn_3_30061.1, Lsat_1_v5_gn_2_91001.1, Lsat_1_v5_gn_2_94241.1	VIT_201s0137g00370.1, VIT_214s0219g00300.1
OG0012368	Lsat_1_v5_gn_0_3360.1	VIT_214s0068g01660.1
OG0012370	Lsat_1_v5_gn_2_93161.1	VIT_214s0068g01930.1
OG0012371	Lsat_1_v5_gn_5_112681.2, Lsat_1_v5_gn_5_112681.1	VIT_203s0063g00500.1
OG0012372	Lsat_1_v5_gn_3_33201.1	VIT_201s0150g00430.1
OG0012374	Lsat_1_v5_gn_6_96340.1, Lsat_1_v5_gn_6_96340.3	VIT_205s0077g02090.1
OG0012375	Lsat_1_v5_gn_5_186520.1	VIT_207s0141g00850.1
OG0012376	Lsat_1_v5_gn_4_140321.1, Lsat_1_v5_gn_4_140321.3	VIT_214s0030g00670.3, VIT_214s0030g00670.5, VIT_214s0030g00670.1, VIT_214s0030g00670.6, VIT_214s0030g00670.7, VIT_214s0030g00670.8, VIT_214s0030g00670.2
OG0012377	Lsat_1_v5_gn_7_102580.2, Lsat_1_v5_gn_7_102580.1	VIT_219s0014g01450.1, VIT_219s0014g01210.1
OG0012378	Lsat_1_v5_gn_4_15860.1	VIT_201s0011g03680.1
OG0012379	Lsat_1_v5_gn_9_89520.1	VIT_204s0008g00780.2, VIT_204s0008g00780.1
OG0012380	Lsat_1_v5_gn_4_72700.1	VIT_217s0000g07800.1
OG0012381	Lsat_1_v5_gn_4_73321.1, Lsat_1_v5_gn_4_73321.3	VIT_217s0000g07740.1
OG0012382	Lsat_1_v5_gn_8_46240.1	VIT_201s0011g05700.1
OG0012384	Lsat_1_v5_gn_7_30220.1	VIT_202s0012g01090.1
OG0012385	Lsat_1_v5_gn_4_38520.1	VIT_215s0021g00830.1
OG0012387	Lsat_1_v5_gn_6_96600.2, Lsat_1_v5_gn_6_96600.1	VIT_218s0001g15560.2, VIT_218s0001g15560.1
OG0012388	Lsat_1_v5_gn_2_87981.1	VIT_214s0108g01370.1
OG0012389	Lsat_1_v5_gn_3_30360.1	VIT_201s0137g00670.1
OG0012390	Lsat_1_v5_gn_2_89680.1	VIT_219s0090g00490.1, VIT_219s0090g00490.3, VIT_219s0090g00490.2
OG0012391	Lsat_1_v5_gn_8_34741.1	VIT_201s0011g06270.2, VIT_201s0011g06270.1
OG0012392	Lsat_1_v5_gn_7_11001.1, Lsat_1_v5_gn_7_11001.2	VIT_217s0053g00420.1
OG0012393	Lsat_1_v5_gn_8_46861.3, Lsat_1_v5_gn_5_96721.1, Lsat_1_v5_gn_8_46861.1	VIT_201s0011g00480.1
OG0012394	Lsat_1_v5_gn_8_50121.1, Lsat_1_v5_gn_8_50121.3	VIT_210s0116g00080.1
OG0012395	Lsat_1_v5_gn_2_80860.1	VIT_214s0006g02240.2, VIT_214s0006g02240.1
OG0012396	Lsat_1_v5_gn_2_98340.1	VIT_206s0004g02910.1
OG0012397	Lsat_1_v5_gn_4_10820.1, Lsat_1_v5_gn_4_10820.2	VIT_201s0026g02700.1
OG0012398	Lsat_1_v5_gn_8_1660.1	VIT_216s0039g00300.1
OG0012399	Lsat_1_v5_gn_8_144720.1, Lsat_1_v5_gn_8_144720.3, Lsat_1_v5_gn_8_144720.2	VIT_217s0000g03510.5, VIT_217s0000g03510.3, VIT_217s0000g03510.1, VIT_217s0000g03510.4, VIT_217s0000g03510.2
OG0012401	Lsat_1_v5_gn_3_49700.1	VIT_201s0026g01540.1
OG0012402	Lsat_1_v5_gn_1_9521.1	VIT_205s0102g00460.1, VIT_205s0102g00460.2
OG0012403	Lsat_1_v5_gn_3_79740.1, Lsat_1_v5_gn_3_79740.2	VIT_214s0006g02840.2, VIT_214s0006g02840.1
OG0012404	Lsat_1_v5_gn_4_75921.1	VIT_217s0000g08880.1
OG0012405	Lsat_1_v5_gn_4_20701.3, Lsat_1_v5_gn_4_20701.1	VIT_201s0010g00730.1
OG0012406	Lsat_1_v5_gn_3_105561.1	VIT_216s0039g02180.1
OG0012407	Lsat_1_v5_gn_0_10461.4	VIT_217s0000g01950.2, VIT_217s0000g01950.1
OG0012408	Lsat_1_v5_gn_5_21340.3, Lsat_1_v5_gn_5_21340.1	VIT_217s0000g06660.1
OG0012409	Lsat_1_v5_gn_4_76040.1	VIT_217s0000g08900.2, VIT_217s0000g08900.1
OG0012410	Lsat_1_v5_gn_4_153081.1	VIT_214s0083g00070.1
OG0012411	Lsat_1_v5_gn_3_17880.2, Lsat_1_v5_gn_3_17880.1	VIT_202s0012g01340.2, VIT_202s0012g01340.1
OG0012412	Lsat_1_v5_gn_8_3841.3, Lsat_1_v5_gn_8_3841.1	VIT_216s0039g02660.1
OG0012413	Lsat_1_v5_gn_3_59180.1	VIT_201s0011g03560.1
OG0012414	Lsat_1_v5_gn_8_52741.1, Lsat_1_v5_gn_1_103541.1	VIT_201s0026g02210.3
OG0012415	Lsat_1_v5_gn_4_23140.1	VIT_201s0011g06060.1
OG0012417	Lsat_1_v5_gn_4_10120.2, Lsat_1_v5_gn_4_10120.1	VIT_219s0085g00230.1
OG0012418	Lsat_1_v5_gn_3_16220.1	VIT_202s0012g01180.1
OG0012419	Lsat_1_v5_gn_5_13501.1	VIT_217s0000g01820.1
OG0012420	Lsat_1_v5_gn_0_4920.2, Lsat_1_v5_gn_0_4920.1	VIT_215s0045g01340.1
OG0012421	Lsat_1_v5_gn_2_60801.1	VIT_216s0039g01640.1
OG0012423	Lsat_1_v5_gn_4_111120.1	VIT_217s0000g07340.1
OG0012425	Lsat_1_v5_gn_8_69561.2	VIT_211s0103g00250.1
OG0012426	Lsat_1_v5_gn_3_62681.1, Lsat_1_v5_gn_3_62681.3	VIT_201s0011g02340.1
OG0012427	Lsat_1_v5_gn_8_157120.1	VIT_201s0026g00030.1
OG0012428	Lsat_1_v5_gn_9_111221.1	VIT_203s0180g00180.1
OG0012429	Lsat_1_v5_gn_4_126100.1, Lsat_1_v5_gn_4_126100.3	VIT_200s1616g00010.1, VIT_202s0234g00070.1
OG0012430	Lsat_1_v5_gn_8_35440.1	VIT_201s0011g05830.1
OG0012431	Lsat_1_v5_gn_4_173160.1	VIT_214s0083g01180.1
OG0012432	Lsat_1_v5_gn_5_23641.1	VIT_217s0000g05090.1
OG0012433	Lsat_1_v5_gn_3_98801.1	VIT_214s0108g01550.1
OG0012434	Lsat_1_v5_gn_6_1860.3, Lsat_1_v5_gn_6_1860.1	VIT_200s0233g00190.1, VIT_202s0154g00200.1, VIT_202s0154g00200.2, VIT_200s0233g00190.2
OG0012436	Lsat_1_v5_gn_3_841.1, Lsat_1_v5_gn_6_91081.1, Lsat_1_v5_gn_4_4600.1, Lsat_1_v5_gn_5_120200.1	VIT_202s0154g00590.1, VIT_202s0154g00580.1, VIT_202s0154g00555.1
OG0012439	Lsat_1_v5_gn_4_155540.1	VIT_214s0006g02490.1, VIT_214s0006g02490.2, VIT_202s0109g00440.1
OG0012441	Lsat_1_v5_gn_7_35340.1	VIT_211s0016g00610.1, VIT_211s0016g00610.2, VIT_211s0016g00610.3, VIT_211s0016g00610.4
OG0012442	Lsat_1_v5_gn_8_6481.3, Lsat_1_v5_gn_8_6481.1, Lsat_1_v5_gn_8_6481.2, Lsat_1_v5_gn_2_131480.1	VIT_216s0050g01480.1
OG0012443	Lsat_1_v5_gn_4_173280.1	VIT_214s0083g01140.2, VIT_214s0083g01140.1
OG0012444	Lsat_1_v5_gn_7_67721.1	VIT_200s0396g00050.1
OG0012449	Lsat_1_v5_gn_8_108500.1, Lsat_1_v5_gn_9_39941.1, Lsat_1_v5_gn_5_153780.1	VIT_208s0056g00290.1
