Orthogroup	L_sativa.proteins	B_vulgaris.proteins
OG0009195	Lsat_1_v5_gn_1_75580.1, Lsat_1_v5_gn_6_66101.1, Lsat_1_v5_gn_6_66101.3	Bevul.3G161900.1.p
OG0009197	Lsat_1_v5_gn_8_155680.3, Lsat_1_v5_gn_8_155680.1, Lsat_1_v5_gn_3_27360.1	Bevul.6G190400.1.p
OG0009198	Lsat_1_v5_gn_5_42720.1	Bevul.6G072100.1.p
OG0009199	Lsat_1_v5_gn_5_30901.1, Lsat_1_v5_gn_5_31100.1, Lsat_1_v5_gn_6_92061.1, Lsat_1_v5_gn_6_92061.2, Lsat_1_v5_gn_5_38200.1, Lsat_1_v5_gn_5_38761.1, Lsat_1_v5_gn_5_38300.1, Lsat_1_v5_gn_5_38300.2, Lsat_1_v5_gn_5_38981.1, Lsat_1_v5_gn_5_38981.2, Lsat_1_v5_gn_4_180620.1, Lsat_1_v5_gn_0_16480.1, Lsat_1_v5_gn_0_31161.1, Lsat_1_v5_gn_5_38580.1, Lsat_1_v5_gn_5_38600.1	Bevul.3G027100.1.p, Bevul.3G027200.1.p
OG0009200	Lsat_1_v5_gn_9_55140.1	Bevul.3G066800.1.p
OG0009201	Lsat_1_v5_gn_6_19160.5	Bevul.3G000100.1.p
OG0009203	Lsat_1_v5_gn_4_52420.1, Lsat_1_v5_gn_4_52420.3	Bevul.4G184200.1.p
OG0009204	Lsat_1_v5_gn_5_116880.2, Lsat_1_v5_gn_5_116880.1	Bevul.9G231000.1.p
OG0009205	Lsat_1_v5_gn_4_40420.1	Bevul.5G262700.1.p
OG0009205	Lsat_1_v5_gn_7_68801.1	Bevul.2G109700.1.p
OG0009207	Lsat_1_v5_gn_6_67801.1	Bevul.4G178100.1.p
OG0009216	Lsat_1_v5_gn_4_123500.1	Bevul.8G069900.1.p
OG0009255	Lsat_1_v5_gn_9_77980.1	Bevul.3G134000.1.p
OG0009256	Lsat_1_v5_gn_2_111701.1	Bevul.4G228200.1.p
OG0009257	Lsat_1_v5_gn_8_163840.1	Bevul.7G101200.1.p
OG0009258	Lsat_1_v5_gn_5_72961.3, Lsat_1_v5_gn_5_72961.1	Bevul.3G095400.1.p
OG0009260	Lsat_1_v5_gn_5_161241.3, Lsat_1_v5_gn_5_161241.1	Bevul.3G196700.1.p
OG0009261	Lsat_1_v5_gn_2_32000.1, Lsat_1_v5_gn_2_32000.2	Bevul.4G222500.1.p
OG0009262	Lsat_1_v5_gn_1_43980.1	Bevul.3G054000.1.p
OG0009263	Lsat_1_v5_gn_9_36221.3, Lsat_1_v5_gn_9_36221.1, Lsat_1_v5_gn_8_104900.4, Lsat_1_v5_gn_8_104900.5, Lsat_1_v5_gn_8_104900.1	Bevul.5G057900.1.p
OG0009264	Lsat_1_v5_gn_5_107120.3, Lsat_1_v5_gn_5_107120.1, Lsat_1_v5_gn_5_107120.2	Bevul.6G097300.1.p
OG0009265	Lsat_1_v5_gn_6_40960.1, Lsat_1_v5_gn_6_40960.3	Bevul.6G042000.1.p, Bevul.7G229500.1.p
OG0009266	Lsat_1_v5_gn_2_104981.1	Bevul.5G131500.1.p
OG0009267	Lsat_1_v5_gn_1_74900.1	Bevul.7G174900.1.p
OG0009268	Lsat_1_v5_gn_2_111720.3, Lsat_1_v5_gn_2_111720.1	Bevul.7G038000.2.p, Bevul.7G038000.1.p
OG0009269	Lsat_1_v5_gn_4_30520.3, Lsat_1_v5_gn_4_30520.1, Lsat_1_v5_gn_5_71761.1	Bevul.8G030000.1.p
OG0009270	Lsat_1_v5_gn_2_64920.1	Bevul.4G144800.1.p
OG0009271	Lsat_1_v5_gn_2_43080.2, Lsat_1_v5_gn_2_43080.1, Lsat_1_v5_gn_2_43080.3	Bevul.7G147800.1.p
OG0009272	Lsat_1_v5_gn_2_119701.1	Bevul.2G098800.1.p
OG0009273	Lsat_1_v5_gn_5_174621.1, Lsat_1_v5_gn_5_174621.3	Bevul.7G217200.1.p
OG0009275	Lsat_1_v5_gn_6_25940.2, Lsat_1_v5_gn_6_25940.1	Bevul.4G214700.1.p
OG0009276	Lsat_1_v5_gn_5_175220.1	Bevul.7G223300.1.p
OG0009278	Lsat_1_v5_gn_9_30560.1	Bevul.3G196100.1.p
OG0009279	Lsat_1_v5_gn_6_75081.2	Bevul.5G109200.1.p
OG0009280	Lsat_1_v5_gn_9_85960.1	Bevul.4G155300.1.p
OG0009281	Lsat_1_v5_gn_9_2021.2, Lsat_1_v5_gn_9_2021.1	Bevul.5G258400.1.p
OG0009283	Lsat_1_v5_gn_9_26661.1, Lsat_1_v5_gn_9_26661.3	Bevul.7G185800.1.p
OG0009284	Lsat_1_v5_gn_8_89880.1	Bevul.7G125500.1.p
OG0009285	Lsat_1_v5_gn_5_184141.2, Lsat_1_v5_gn_5_184141.1	Bevul.9G108200.4.p, Bevul.9G108200.6.p, Bevul.9G108200.1.p, Bevul.9G108200.3.p, Bevul.9G108200.5.p, Bevul.9G108200.2.p
OG0009286	Lsat_1_v5_gn_8_74980.2, Lsat_1_v5_gn_8_74980.1	Bevul.3G091300.1.p
OG0009287	Lsat_1_v5_gn_4_106261.1	Bevul.7G150600.1.p
OG0009288	Lsat_1_v5_gn_0_14641.1	Bevul.4G213500.1.p
OG0009289	Lsat_1_v5_gn_8_45641.1	Bevul.6G005300.1.p
OG0009290	Lsat_1_v5_gn_5_179601.2	Bevul.7G121700.1.p
OG0009291	Lsat_1_v5_gn_3_22041.3, Lsat_1_v5_gn_3_22041.1	Bevul.2G220200.1.p
OG0009293	Lsat_1_v5_gn_3_15780.1	Bevul.5G078900.1.p
OG0009294	Lsat_1_v5_gn_5_186740.2, Lsat_1_v5_gn_5_186740.3, Lsat_1_v5_gn_5_186740.1	Bevul.5G240200.1.p
OG0009295	Lsat_1_v5_gn_1_68900.1	Bevul.3G174500.1.p
OG0009296	Lsat_1_v5_gn_2_59321.2, Lsat_1_v5_gn_2_59321.3, Lsat_1_v5_gn_2_59321.1, Lsat_1_v5_gn_6_38481.1, Lsat_1_v5_gn_2_59321.4	Bevul.7G176900.1.p
OG0009299	Lsat_1_v5_gn_2_41161.3, Lsat_1_v5_gn_2_41161.1	Bevul.3G169400.1.p
OG0009300	Lsat_1_v5_gn_3_12881.1	Bevul.5G013900.1.p
OG0009301	Lsat_1_v5_gn_6_47480.1, Lsat_1_v5_gn_6_47480.2, Lsat_1_v5_gn_3_115940.1	Bevul.2G123600.1.p
OG0009302	Lsat_1_v5_gn_4_94161.2, Lsat_1_v5_gn_4_94161.1, Lsat_1_v5_gn_5_136361.1	Bevul.7G168900.1.p
OG0009303	Lsat_1_v5_gn_3_23900.1	Bevul.2G143600.1.p
OG0009304	Lsat_1_v5_gn_4_42920.1	Bevul.3G173200.1.p, Bevul.5G041100.1.p
OG0009306	Lsat_1_v5_gn_2_4320.1, Lsat_1_v5_gn_7_25540.1, Lsat_1_v5_gn_2_111601.1	Bevul.5G139000.1.p
OG0009308	Lsat_1_v5_gn_5_186641.1	Bevul.1G148300.1.p
OG0009309	Lsat_1_v5_gn_9_80941.2, Lsat_1_v5_gn_9_80941.1	Bevul.3G142900.1.p
OG0009310	Lsat_1_v5_gn_1_65060.1, Lsat_1_v5_gn_6_41740.3, Lsat_1_v5_gn_6_41740.1	Bevul.9G098200.1.p
OG0009312	Lsat_1_v5_gn_5_136241.1	Bevul.7G169800.1.p
OG0009313	Lsat_1_v5_gn_8_85360.3, Lsat_1_v5_gn_8_85360.1	Bevul.5G141600.1.p
OG0009315	Lsat_1_v5_gn_2_51040.1, Lsat_1_v5_gn_2_51040.2	Bevul.9G194900.1.p, Bevul.9G194900.2.p, Bevul.9G194900.3.p
OG0009316	Lsat_1_v5_gn_5_152061.1, Lsat_1_v5_gn_5_152061.3	Bevul.7G003300.2.p, Bevul.7G003300.1.p
OG0009317	Lsat_1_v5_gn_9_83741.3, Lsat_1_v5_gn_9_83741.1	Bevul.6G049400.1.p
OG0009319	Lsat_1_v5_gn_8_109341.1	Bevul.5G121500.1.p
OG0009320	Lsat_1_v5_gn_5_69300.2, Lsat_1_v5_gn_5_69300.1, Lsat_1_v5_gn_5_69300.3	Bevul.4G123900.1.p
OG0009321	Lsat_1_v5_gn_8_92300.1, Lsat_1_v5_gn_9_10741.1, Lsat_1_v5_gn_9_10741.2	Bevul.6G048500.1.p
OG0009322	Lsat_1_v5_gn_7_12941.1, Lsat_1_v5_gn_7_12941.3	Bevul.7G012000.2.p, Bevul.7G012000.1.p
OG0009323	Lsat_1_v5_gn_6_56581.1	Bevul.5G133400.1.p
OG0009324	Lsat_1_v5_gn_4_129320.1	Bevul.3G205200.1.p
OG0009325	Lsat_1_v5_gn_2_67201.1	Bevul.4G167800.1.p
OG0009326	Lsat_1_v5_gn_9_3740.1	Bevul.7G195700.1.p
OG0009327	Lsat_1_v5_gn_2_58660.2, Lsat_1_v5_gn_2_58660.1	Bevul.4G080200.1.p
OG0009328	Lsat_1_v5_gn_9_6960.2, Lsat_1_v5_gn_9_6960.1	Bevul.5G262500.1.p
OG0009329	Lsat_1_v5_gn_9_8340.2, Lsat_1_v5_gn_9_8340.1	Bevul.5G249100.1.p
OG0009330	Lsat_1_v5_gn_2_64861.1, Lsat_1_v5_gn_2_64861.3	Bevul.4G154400.1.p
OG0009331	Lsat_1_v5_gn_9_16480.1, Lsat_1_v5_gn_9_16480.3	Bevul.5G227200.1.p
OG0009332	Lsat_1_v5_gn_8_12460.1	Bevul.2G245000.1.p
OG0009333	Lsat_1_v5_gn_8_35661.1, Lsat_1_v5_gn_8_35661.3	Bevul.6G107800.1.p
OG0009335	Lsat_1_v5_gn_8_167180.2, Lsat_1_v5_gn_8_167180.1	Bevul.5G261800.1.p
OG0009336	Lsat_1_v5_gn_7_64900.3, Lsat_1_v5_gn_7_64900.1	Bevul.4G174700.1.p
OG0009337	Lsat_1_v5_gn_2_68700.1	Bevul.2G080300.3.p, Bevul.2G080300.2.p, Bevul.2G080300.1.p
OG0009338	Lsat_1_v5_gn_9_66060.1, Lsat_1_v5_gn_9_66060.2	Bevul.2G232400.1.p
OG0009339	Lsat_1_v5_gn_8_62401.3, Lsat_1_v5_gn_8_62401.1, Lsat_1_v5_gn_5_92000.1	Bevul.8G172600.1.p
OG0009340	Lsat_1_v5_gn_9_32141.1	Bevul.3G201100.1.p
OG0009341	Lsat_1_v5_gn_9_8900.1, Lsat_1_v5_gn_5_182001.1	Bevul.5G246000.1.p
OG0009342	Lsat_1_v5_gn_5_179721.2, Lsat_1_v5_gn_5_179721.1	Bevul.4G118400.1.p, Bevul.1G081500.1.p
OG0009343	Lsat_1_v5_gn_1_70420.1, Lsat_1_v5_gn_1_70420.3	Bevul.3G229100.1.p
OG0009344	Lsat_1_v5_gn_6_31540.2, Lsat_1_v5_gn_6_31540.1	Bevul.5G121300.1.p
OG0009345	Lsat_1_v5_gn_8_82561.1	Bevul.3G206900.1.p, Bevul.6G155200.1.p
OG0009346	Lsat_1_v5_gn_9_77141.3, Lsat_1_v5_gn_9_77141.1, Lsat_1_v5_gn_9_77141.2	Bevul.4G173300.1.p
OG0009347	Lsat_1_v5_gn_8_137620.3, Lsat_1_v5_gn_8_137620.1, Lsat_1_v5_gn_8_137620.2	Bevul.5G023000.1.p
OG0009348	Lsat_1_v5_gn_8_32020.1	Bevul.8G126500.1.p
OG0009349	Lsat_1_v5_gn_1_66101.3, Lsat_1_v5_gn_1_66101.1	Bevul.4G236000.1.p, Bevul.4G236400.1.p
OG0009350	Lsat_1_v5_gn_3_54560.1, Lsat_1_v5_gn_8_43200.1	Bevul.6G138900.1.p
OG0009351	Lsat_1_v5_gn_6_69640.1	Bevul.3G126100.1.p
OG0009352	Lsat_1_v5_gn_5_148481.3, Lsat_1_v5_gn_5_148481.1	Bevul.3G140700.1.p
OG0009354	Lsat_1_v5_gn_9_16880.3, Lsat_1_v5_gn_9_16880.1	Bevul.5G228200.1.p
OG0009355	Lsat_1_v5_gn_9_16861.1, Lsat_1_v5_gn_8_98481.1	Bevul.4G209200.1.p
OG0009356	Lsat_1_v5_gn_2_83701.2, Lsat_1_v5_gn_2_83701.3, Lsat_1_v5_gn_2_83701.1	Bevul.6G011400.1.p
OG0009357	Lsat_1_v5_gn_6_14981.1	Bevul.3G182100.1.p
OG0009358	Lsat_1_v5_gn_9_86880.1	Bevul.4G157600.1.p
OG0009359	Lsat_1_v5_gn_9_30241.1, Lsat_1_v5_gn_9_30241.2, Lsat_1_v5_gn_9_30241.3	Bevul.3G125600.1.p
OG0009360	Lsat_1_v5_gn_2_103681.1, Lsat_1_v5_gn_2_103681.2	Bevul.5G123500.1.p
OG0009361	Lsat_1_v5_gn_7_92461.1	Bevul.4G010800.1.p
OG0009362	Lsat_1_v5_gn_1_124280.1	Bevul.8G057500.1.p
OG0009363	Lsat_1_v5_gn_7_116401.1	Bevul.2G037200.1.p
OG0009364	Lsat_1_v5_gn_2_118301.3, Lsat_1_v5_gn_2_118301.1	Bevul.2G229800.1.p, Bevul.2G229800.2.p
OG0009365	Lsat_1_v5_gn_9_27981.1, Lsat_1_v5_gn_9_27981.2	Bevul.3G185700.1.p
OG0009366	Lsat_1_v5_gn_8_97700.1, Lsat_1_v5_gn_8_97700.2	Bevul.5G227100.1.p
OG0009367	Lsat_1_v5_gn_1_112940.2	Bevul.4G174300.1.p, Bevul.4G008100.1.p
OG0009368	Lsat_1_v5_gn_4_145901.3, Lsat_1_v5_gn_4_145901.1, Lsat_1_v5_gn_4_145901.2, Lsat_1_v5_gn_4_145960.1	Bevul.6G034100.1.p
OG0009369	Lsat_1_v5_gn_8_165800.2, Lsat_1_v5_gn_8_165800.1	Bevul.5G253600.1.p
OG0009370	Lsat_1_v5_gn_5_14700.1, Lsat_1_v5_gn_5_14700.3	Bevul.5G213500.1.p
OG0009373	Lsat_1_v5_gn_1_58321.1, Lsat_1_v5_gn_1_58321.3	Bevul.6G047700.1.p
OG0009374	Lsat_1_v5_gn_2_57700.3, Lsat_1_v5_gn_2_57700.1	Bevul.9G105000.1.p
OG0009375	Lsat_1_v5_gn_5_148500.1	Bevul.3G140600.1.p
OG0009376	Lsat_1_v5_gn_1_37780.1	Bevul.8G201400.1.p
OG0009377	Lsat_1_v5_gn_2_3240.1	Bevul.1G047600.1.p, Bevul.1G047500.1.p
OG0009378	Lsat_1_v5_gn_2_87400.1, Lsat_1_v5_gn_2_87400.3	Bevul.1G157700.1.p
OG0009379	Lsat_1_v5_gn_1_90901.1	Bevul.1G215900.1.p, Bevul.1G216000.1.p
OG0009382	Lsat_1_v5_gn_9_63281.3, Lsat_1_v5_gn_9_63281.1	Bevul.3G034200.1.p
OG0009383	Lsat_1_v5_gn_9_41801.1, Lsat_1_v5_gn_9_41801.2, Lsat_1_v5_gn_2_1320.1	Bevul.1G045900.1.p
OG0009384	Lsat_1_v5_gn_5_103781.4, Lsat_1_v5_gn_5_103781.1, Lsat_1_v5_gn_5_103781.2	Bevul.6G151500.1.p
OG0009385	Lsat_1_v5_gn_8_120640.1, Lsat_1_v5_gn_8_120640.3	Bevul.9G151600.1.p
OG0009386	Lsat_1_v5_gn_1_25761.1, Lsat_1_v5_gn_1_25761.3	Bevul.1G204200.1.p
OG0009388	Lsat_1_v5_gn_4_145821.1	Bevul.6G033400.1.p
OG0009389	Lsat_1_v5_gn_5_34560.3, Lsat_1_v5_gn_5_34560.1	Bevul.4G180200.1.p
OG0009390	Lsat_1_v5_gn_7_29421.1	Bevul.1G018300.1.p
OG0009391	Lsat_1_v5_gn_7_80840.1, Lsat_1_v5_gn_7_80840.3	Bevul.9G144100.1.p
OG0009392	Lsat_1_v5_gn_1_27241.4, Lsat_1_v5_gn_1_27241.1	Bevul.6G009100.1.p
OG0009393	Lsat_1_v5_gn_6_96840.1	Bevul.8G085400.1.p
OG0009394	Lsat_1_v5_gn_7_87821.1, Lsat_1_v5_gn_7_87821.3	Bevul.9G182300.2.p, Bevul.9G182300.1.p
OG0009395	Lsat_1_v5_gn_3_34541.1	Bevul.1G115300.1.p
OG0009396	Lsat_1_v5_gn_2_3220.1, Lsat_1_v5_gn_2_3220.2	Bevul.1G049600.1.p
OG0009397	Lsat_1_v5_gn_8_119500.3, Lsat_1_v5_gn_8_119500.1	Bevul.9G152600.1.p, Bevul.9G152600.2.p
OG0009398	Lsat_1_v5_gn_6_97181.1, Lsat_1_v5_gn_6_97181.3	Bevul.1G085100.1.p
OG0009399	Lsat_1_v5_gn_3_47320.1	Bevul.9G130000.3.p, Bevul.9G130000.1.p, Bevul.9G130000.2.p
OG0009400	Lsat_1_v5_gn_4_162120.1, Lsat_1_v5_gn_4_162080.1	Bevul.6G010000.1.p
OG0009401	Lsat_1_v5_gn_2_78161.1, Lsat_1_v5_gn_3_75241.1	Bevul.6G026400.1.p
OG0009402	Lsat_1_v5_gn_2_5561.3, Lsat_1_v5_gn_2_5561.1	Bevul.1G169900.1.p
OG0009403	Lsat_1_v5_gn_8_114360.3, Lsat_1_v5_gn_8_114360.1	Bevul.6G076900.1.p
OG0009404	Lsat_1_v5_gn_5_116300.1, Lsat_1_v5_gn_7_86121.2, Lsat_1_v5_gn_7_86121.1	Bevul.8G114100.1.p
OG0009405	Lsat_1_v5_gn_3_46860.1	Bevul.9G135400.1.p
OG0009406	Lsat_1_v5_gn_8_123961.3, Lsat_1_v5_gn_8_123961.1	Bevul.9G137700.1.p
OG0009407	Lsat_1_v5_gn_3_73300.1	Bevul.6G034700.1.p
OG0009408	Lsat_1_v5_gn_4_159121.1, Lsat_1_v5_gn_2_81581.1	Bevul.6G084100.1.p
OG0009409	Lsat_1_v5_gn_2_75001.1, Lsat_1_v5_gn_2_75001.3, Lsat_1_v5_gn_4_143501.1	Bevul.6G221900.1.p
OG0009410	Lsat_1_v5_gn_5_16260.1	Bevul.1G022600.1.p
OG0009411	Lsat_1_v5_gn_2_2161.1	Bevul.1G046400.1.p
OG0009412	Lsat_1_v5_gn_9_117920.3, Lsat_1_v5_gn_9_117920.1, Lsat_1_v5_gn_7_80501.1	Bevul.4G123000.1.p
OG0009413	Lsat_1_v5_gn_7_83301.1, Lsat_1_v5_gn_7_83301.2, Lsat_1_v5_gn_9_114300.3, Lsat_1_v5_gn_9_114300.1	Bevul.1G070800.1.p
OG0009414	Lsat_1_v5_gn_8_29800.2, Lsat_1_v5_gn_8_29800.1	Bevul.3G159300.1.p
OG0009415	Lsat_1_v5_gn_8_101661.1	Bevul.3G223000.1.p, Bevul.3G222700.1.p
OG0009416	Lsat_1_v5_gn_1_9740.1, Lsat_1_v5_gn_1_9740.3	Bevul.1G081900.1.p, Bevul.4G117900.1.p
OG0009417	Lsat_1_v5_gn_8_127980.3, Lsat_1_v5_gn_8_127980.1	Bevul.9G160000.1.p, Bevul.9G160000.3.p, Bevul.9G160000.2.p
OG0009418	Lsat_1_v5_gn_7_89860.1	Bevul.9G175400.1.p
OG0009419	Lsat_1_v5_gn_5_106741.1	Bevul.6G014800.1.p
OG0009420	Lsat_1_v5_gn_7_76780.1	Bevul.6G102200.1.p
OG0009422	Lsat_1_v5_gn_1_25241.1, Lsat_1_v5_gn_1_25241.3	Bevul.1G065500.1.p
OG0009423	Lsat_1_v5_gn_7_86121.4	Bevul.6G224700.1.p
OG0009424	Lsat_1_v5_gn_9_103320.1, Lsat_1_v5_gn_9_103320.3	Bevul.1G178600.1.p
OG0009425	Lsat_1_v5_gn_9_112480.1, Lsat_1_v5_gn_9_112480.3	Bevul.8G113300.1.p
OG0009426	Lsat_1_v5_gn_7_86920.4	Bevul.9G183900.1.p
OG0009427	Lsat_1_v5_gn_2_6900.1	Bevul.9G131000.2.p, Bevul.9G131000.1.p
OG0009428	Lsat_1_v5_gn_5_28800.1, Lsat_1_v5_gn_5_28800.3	Bevul.1G053900.1.p
OG0009429	Lsat_1_v5_gn_2_67680.1	Bevul.6G073500.1.p
OG0009430	Lsat_1_v5_gn_2_79280.2, Lsat_1_v5_gn_2_79280.1, Lsat_1_v5_gn_2_77520.1	Bevul.9G146200.1.p
OG0009431	Lsat_1_v5_gn_1_17620.1	Bevul.1G051700.1.p
OG0009432	Lsat_1_v5_gn_9_118660.1, Lsat_1_v5_gn_9_118660.2	Bevul.6G151900.1.p
OG0009434	Lsat_1_v5_gn_1_58860.1	Bevul.4G216200.1.p
OG0009435	Lsat_1_v5_gn_2_75201.1, Lsat_1_v5_gn_2_75201.2	Bevul.6G222200.1.p
OG0009436	Lsat_1_v5_gn_2_11960.3, Lsat_1_v5_gn_2_11960.1	Bevul.4G010200.1.p
OG0009437	Lsat_1_v5_gn_9_103280.3, Lsat_1_v5_gn_9_103280.1, Lsat_1_v5_gn_9_103280.2	Bevul.9G063500.1.p, Bevul.9G063500.2.p, Bevul.9G063500.3.p
OG0009438	Lsat_1_v5_gn_5_142541.3, Lsat_1_v5_gn_5_142541.2, Lsat_1_v5_gn_5_142541.1	Bevul.3G098000.1.p
OG0009439	Lsat_1_v5_gn_1_20201.1, Lsat_1_v5_gn_8_70721.1, Lsat_1_v5_gn_8_70721.2	Bevul.9G154000.1.p
OG0009440	Lsat_1_v5_gn_5_117721.1, Lsat_1_v5_gn_9_110320.1	Bevul.9G182000.1.p
OG0009441	Lsat_1_v5_gn_6_112921.2, Lsat_1_v5_gn_6_112921.1	Bevul.1G118600.1.p
OG0009442	Lsat_1_v5_gn_3_90920.1, Lsat_1_v5_gn_4_165921.1	Bevul.6G001900.1.p
OG0009443	Lsat_1_v5_gn_4_127800.1, Lsat_1_v5_gn_8_120760.3, Lsat_1_v5_gn_8_120760.1, Lsat_1_v5_gn_3_48420.1	Bevul.9G151200.1.p
OG0009446	Lsat_1_v5_gn_6_104380.1	Bevul.1G105500.1.p
OG0009447	Lsat_1_v5_gn_2_70881.3, Lsat_1_v5_gn_2_70881.1	Bevul.6G058400.1.p
OG0009448	Lsat_1_v5_gn_4_125561.3, Lsat_1_v5_gn_4_125561.1, Lsat_1_v5_gn_6_114061.1	Bevul.1G059300.1.p
OG0009449	Lsat_1_v5_gn_4_177741.4, Lsat_1_v5_gn_4_177741.1	Bevul.6G094600.1.p
OG0009450	Lsat_1_v5_gn_9_120661.3, Lsat_1_v5_gn_9_120661.1	Bevul.6G145800.1.p
OG0009451	Lsat_1_v5_gn_1_17561.1, Lsat_1_v5_gn_1_17561.3	Bevul.8G018800.1.p
OG0009452	Lsat_1_v5_gn_7_88700.1	Bevul.9G177300.1.p
OG0009453	Lsat_1_v5_gn_5_41561.1, Lsat_1_v5_gn_5_41561.2	Bevul.6G072700.1.p
OG0009454	Lsat_1_v5_gn_2_73121.1	Bevul.6G106300.1.p
OG0009455	Lsat_1_v5_gn_5_106681.1	Bevul.8G116300.1.p
OG0009456	Lsat_1_v5_gn_9_118341.1	Bevul.6G150800.1.p
OG0009457	Lsat_1_v5_gn_9_35100.1	Bevul.4G076900.1.p, Bevul.4G076800.1.p
OG0009458	Lsat_1_v5_gn_9_75021.1	Bevul.1G112000.1.p
OG0009459	Lsat_1_v5_gn_5_65540.1	Bevul.2G082300.1.p, Bevul.2G082300.2.p
OG0009460	Lsat_1_v5_gn_3_104360.1, Lsat_1_v5_gn_3_104360.2	Bevul.8G106700.1.p
OG0009461	Lsat_1_v5_gn_6_114080.1, Lsat_1_v5_gn_4_123261.1, Lsat_1_v5_gn_4_123301.1	Bevul.3G168200.1.p
OG0009462	Lsat_1_v5_gn_1_17201.3, Lsat_1_v5_gn_1_17201.1	Bevul.1G159100.1.p
OG0009463	Lsat_1_v5_gn_5_64940.2, Lsat_1_v5_gn_5_64940.3, Lsat_1_v5_gn_5_64940.1	Bevul.4G083300.1.p
OG0009465	Lsat_1_v5_gn_5_145420.3, Lsat_1_v5_gn_5_145420.1	Bevul.5G148600.1.p
OG0009466	Lsat_1_v5_gn_2_82741.1, Lsat_1_v5_gn_3_86920.1	Bevul.6G014200.1.p
OG0009467	Lsat_1_v5_gn_4_71260.1	Bevul.9G151800.1.p
OG0009468	Lsat_1_v5_gn_4_56261.1, Lsat_1_v5_gn_4_56261.3	Bevul.8G001300.1.p, Bevul.7G121400.1.p
OG0009469	Lsat_1_v5_gn_4_24381.1, Lsat_1_v5_gn_9_102501.1	Bevul.4G234700.1.p
OG0009470	Lsat_1_v5_gn_8_11140.1	Bevul.2G031700.1.p
OG0009471	Lsat_1_v5_gn_9_60440.1	Bevul.2G031600.1.p
OG0009473	Lsat_1_v5_gn_7_30901.1	Bevul.8G080100.1.p
OG0009475	Lsat_1_v5_gn_5_90141.1, Lsat_1_v5_gn_5_90141.3	Bevul.1G147400.1.p
OG0009476	Lsat_1_v5_gn_5_136401.1	Bevul.7G167900.1.p
OG0009477	Lsat_1_v5_gn_1_121600.1, Lsat_1_v5_gn_7_22601.1, Lsat_1_v5_gn_7_22601.2, Lsat_1_v5_gn_7_22601.3	Bevul.8G022100.1.p
OG0009478	Lsat_1_v5_gn_4_112020.1, Lsat_1_v5_gn_1_127501.1	Bevul.8G060100.1.p
OG0009479	Lsat_1_v5_gn_7_32021.3, Lsat_1_v5_gn_7_32021.1	Bevul.8G094500.1.p
OG0009480	Lsat_1_v5_gn_7_108641.2, Lsat_1_v5_gn_7_108641.3, Lsat_1_v5_gn_7_108641.1	Bevul.4G033200.1.p
OG0009481	Lsat_1_v5_gn_3_61021.1, Lsat_1_v5_gn_5_144140.1, Lsat_1_v5_gn_6_101541.1	Bevul.4G005800.1.p
OG0009482	Lsat_1_v5_gn_2_106401.1	Bevul.9G187200.1.p
OG0009483	Lsat_1_v5_gn_5_121381.3	Bevul.4G092300.1.p
OG0009484	Lsat_1_v5_gn_5_121620.1, Lsat_1_v5_gn_7_95461.1, Lsat_1_v5_gn_7_13860.1	Bevul.8G039300.1.p
OG0009485	Lsat_1_v5_gn_7_9741.2, Lsat_1_v5_gn_8_86120.1, Lsat_1_v5_gn_7_9741.3, Lsat_1_v5_gn_8_86120.3, Lsat_1_v5_gn_7_9741.4	Bevul.4G234500.1.p
OG0009486	Lsat_1_v5_gn_5_6900.3, Lsat_1_v5_gn_5_6900.1	Bevul.4G129800.1.p
OG0009488	Lsat_1_v5_gn_6_17181.2, Lsat_1_v5_gn_6_17181.1	Bevul.1G135300.1.p, Bevul.9G165300.1.p
OG0009489	Lsat_1_v5_gn_3_116801.1, Lsat_1_v5_gn_5_67041.1, Lsat_1_v5_gn_6_111360.1, Lsat_1_v5_gn_6_111341.1	Bevul.6G047600.1.p
OG0009490	Lsat_1_v5_gn_7_104480.1	Bevul.4G068100.1.p
OG0009491	Lsat_1_v5_gn_7_12981.1, Lsat_1_v5_gn_7_12981.3	Bevul.8G036200.1.p
OG0009492	Lsat_1_v5_gn_8_73161.1, Lsat_1_v5_gn_7_24220.1	Bevul.8G007200.1.p
OG0009493	Lsat_1_v5_gn_7_102480.1, Lsat_1_v5_gn_7_102480.3	Bevul.4G078400.1.p
OG0009494	Lsat_1_v5_gn_7_25601.1	Bevul.8G008700.1.p
OG0009495	Lsat_1_v5_gn_8_112501.1	Bevul.6G075300.1.p
OG0009496	Lsat_1_v5_gn_7_94580.2, Lsat_1_v5_gn_7_94580.1	Bevul.9G024900.1.p, Bevul.9G024900.2.p
OG0009497	Lsat_1_v5_gn_9_95201.3, Lsat_1_v5_gn_9_95201.1, Lsat_1_v5_gn_9_95240.2, Lsat_1_v5_gn_9_95240.1, Lsat_1_v5_gn_9_95240.3	Bevul.5G179600.1.p
OG0009498	Lsat_1_v5_gn_4_63440.1	Bevul.9G000300.2.p, Bevul.9G000300.1.p
OG0009499	Lsat_1_v5_gn_1_40980.1, Lsat_1_v5_gn_1_40980.3	Bevul.2G019100.1.p
OG0009500	Lsat_1_v5_gn_7_59220.3, Lsat_1_v5_gn_7_59220.1	Bevul.8G207800.1.p
