Orthogroup	B_vulgaris.proteins	P_amilis.proteins
OG0013571	Bevul.4G104800.1.p	FUN_041999-T1
OG0013574	Bevul.7G008900.1.p	FUN_020319-T1, FUN_004003-T1
OG0013576	Bevul.7G112000.1.p	FUN_042085-T1
OG0013579	Bevul.7G107200.1.p	FUN_043082-T1
OG0013583	Bevul.5G163800.1.p	FUN_042780-T1
OG0013586	Bevul.7G026400.1.p	FUN_045181-T1
OG0013588	Bevul.3G055400.1.p	FUN_014935-T1
OG0013589	Bevul.3G096600.1.p	FUN_015214-T1
OG0013590	Bevul.4G168800.1.p	FUN_052388-T1
OG0013591	Bevul.9G206300.1.p	FUN_006309-T1
OG0013592	Bevul.7G116900.1.p	FUN_024902-T1
OG0013594	Bevul.1G113000.1.p	FUN_048536-T1
OG0013596	Bevul.5G236200.1.p	FUN_050970-T1
OG0013600	Bevul.9G152500.1.p	FUN_051785-T1
OG0013601	Bevul.9G077200.1.p	FUN_012743-T1
OG0013602	Bevul.3G117500.1.p	FUN_038709-T1
OG0013604	Bevul.7G158700.1.p	FUN_025219-T1
OG0013606	Bevul.6G222500.1.p	FUN_028952-T1, FUN_003865-T1
OG0013607	Bevul.2G053700.1.p	FUN_003925-T1
OG0013610	Bevul.1G168700.1.p	FUN_038632-T1
OG0013615	Bevul.9G146700.1.p	FUN_045610-T1
OG0013616	Bevul.9G142600.1.p	FUN_045657-T1
OG0013619	Bevul.6G163300.1.p	FUN_024476-T1
OG0013620	Bevul.2G088500.4.p, Bevul.2G088500.3.p, Bevul.2G088500.2.p, Bevul.2G088500.1.p	FUN_039304-T2, FUN_039304-T1
OG0013621	Bevul.3G226100.1.p	FUN_028991-T1, FUN_028992-T1
OG0013623	Bevul.1G093100.1.p	FUN_048672-T1
OG0013625	Bevul.9G120800.1.p	FUN_003817-T1
OG0013626	Bevul.1G065000.1.p	FUN_001483-T1
OG0013631	Bevul.8G059500.1.p	FUN_035292-T1
OG0013633	Bevul.4G184100.1.p	FUN_035935-T1
OG0013634	Bevul.1G009100.1.p	FUN_024436-T1
OG0013639	Bevul.6G207300.1.p	FUN_014222-T1
OG0013640	Bevul.5G258500.1.p	FUN_016193-T1
OG0013641	Bevul.8G020300.1.p	FUN_036713-T1
OG0013644	Bevul.2G007600.1.p	FUN_008292-T1
OG0013646	Bevul.8G144300.1.p	FUN_030684-T1
OG0013649	Bevul.1G187800.1.p	FUN_037357-T2, FUN_037357-T1
OG0013654	Bevul.2G140200.1.p	FUN_005276-T1
OG0013657	Bevul.1G175900.1.p	FUN_049133-T1
OG0013658	Bevul.3G091500.1.p	FUN_015304-T1
OG0013659	Bevul.1G135500.1.p	FUN_049626-T1
OG0013660	Bevul.1G122400.1.p	FUN_037095-T1, FUN_049163-T1
OG0013661	Bevul.5G063400.1.p	FUN_011738-T1
OG0013662	Bevul.9G189600.1.p	FUN_021602-T1
OG0013663	Bevul.7G189900.1.p	FUN_038866-T1
OG0013664	Bevul.7G175000.1.p	FUN_020097-T1
OG0013666	Bevul.8G185700.1.p	FUN_012980-T1, FUN_026299-T1
OG0013668	Bevul.8G141500.1.p	FUN_028241-T1
OG0013669	Bevul.2G018600.1.p	FUN_008391-T1
OG0013672	Bevul.2G149200.1.p	FUN_033191-T1
OG0013675	Bevul.4G034700.1.p	FUN_045988-T1
OG0013676	Bevul.2G136900.1.p	FUN_005325-T1, FUN_003831-T1
OG0013678	Bevul.1G189300.1.p	FUN_048141-T1
OG0013682	Bevul.1G121000.1.p	FUN_049164-T1
OG0013685	Bevul.2G019400.1.p	FUN_012659-T1
OG0013690	Bevul.7G190800.1.p	FUN_006638-T1
OG0013692	Bevul.4G045700.1.p	FUN_045897-T1
OG0013693	Bevul.9G031700.1.p	FUN_027536-T1
OG0013695	Bevul.2G101900.1.p	FUN_001026-T1
OG0013700	Bevul.8G083200.1.p	FUN_039915-T1
OG0013701	Bevul.2G087300.1.p	FUN_002777-T1
OG0013704	Bevul.5G246600.1.p	FUN_051193-T1
OG0013705	Bevul.2G183700.1.p	FUN_029289-T2, FUN_029289-T1
OG0013711	Bevul.7G004500.1.p	FUN_006565-T1
OG0013712	Bevul.1G019000.1.p	FUN_005045-T1
OG0013713	Bevul.8G018300.1.p	FUN_043306-T1
OG0013714	Bevul.4G011900.1.p	FUN_046305-T1
OG0013717	Bevul.4G006200.1.p	FUN_046379-T1
OG0013719	Bevul.4G222000.1.p	FUN_036325-T1
OG0013720	Bevul.6G017300.1.p	FUN_009532-T1
OG0013721	Bevul.6G204100.1.p	FUN_031822-T1, FUN_025274-T1
OG0013722	Bevul.7G075900.1.p	FUN_024604-T1
OG0013724	Bevul.7G117500.1.p	FUN_024891-T1
OG0013726	Bevul.6G080800.1.p	FUN_038707-T1
OG0013728	Bevul.5G027500.1.p	FUN_040979-T1
OG0013730	Bevul.1G193900.1.p	FUN_037487-T1
OG0013731	Bevul.5G099400.1.p	FUN_041758-T1
OG0013735	Bevul.6G159300.1.p	FUN_019096-T1
OG0013740	Bevul.7G119500.1.p	FUN_024934-T1
OG0013744	Bevul.6G044000.1.p	FUN_020687-T1
OG0013745	Bevul.3G078400.1.p	FUN_022695-T1
OG0013746	Bevul.4G207700.1.p	FUN_027248-T1
OG0013748	Bevul.6G214600.1.p	FUN_025369-T1
OG0013751	Bevul.4G232500.1.p, Bevul.4G231900.1.p	FUN_036401-T1
OG0013753	Bevul.6G165000.1.p	FUN_049662-T1, FUN_038762-T1
OG0013754	Bevul.7G128800.1.p	FUN_001973-T1
OG0013755	Bevul.3G016400.1.p	FUN_045244-T1, FUN_027668-T1
OG0013757	Bevul.2G211100.1.p	FUN_016592-T1
OG0013758	Bevul.4G059700.1.p	FUN_046564-T1, FUN_046563-T1, FUN_046565-T1
OG0013761	Bevul.5G082900.1.p	FUN_036494-T1
OG0013762	Bevul.7G143900.1.p	FUN_050295-T1
OG0013764	Bevul.5G173900.1.p	FUN_045535-T1
OG0013767	Bevul.5G091800.1.p	FUN_017606-T1
OG0013770	Bevul.5G185100.1.p	FUN_011120-T1
OG0013771	Bevul.2G078100.1.p	FUN_039309-T1
OG0013773	Bevul.5G169600.1.p	FUN_011268-T1
OG0013775	Bevul.4G241700.1.p	FUN_036479-T1
OG0013777	Bevul.5G195400.1.p	FUN_047538-T1
OG0013779	Bevul.6G233200.1.p	FUN_023398-T1, FUN_023397-T1
OG0013780	Bevul.5G082000.1.p	FUN_041441-T1
OG0013782	Bevul.5G195700.1.p	FUN_047536-T1
OG0013783	Bevul.2G009400.1.p, Bevul.2G074900.1.p	FUN_029085-T1
OG0013784	Bevul.5G185000.1.p	FUN_011121-T1
OG0013785	Bevul.2G226000.1.p	FUN_020716-T1
OG0013786	Bevul.5G084200.1.p	FUN_041468-T1
OG0013791	Bevul.5G209300.1.p	FUN_010866-T1
OG0013792	Bevul.7G207200.1.p	FUN_041944-T1
OG0013794	Bevul.6G186700.1.p	FUN_009299-T1
OG0013795	Bevul.5G091000.1.p	FUN_041594-T1
OG0013796	Bevul.5G021500.1.p	FUN_041067-T1, FUN_041069-T1
OG0013800	Bevul.8G099600.1.p	FUN_040873-T1, FUN_040875-T1, FUN_040874-T1
OG0013801	Bevul.7G002800.1.p	FUN_004090-T1
OG0013803	Bevul.2G233200.1.p, Bevul.2G233200.2.p	FUN_030023-T1
OG0013805	Bevul.7G110600.1.p	FUN_043085-T1
OG0013806	Bevul.7G148800.1.p	FUN_025175-T2, FUN_025175-T1, FUN_050265-T1
OG0013807	Bevul.8G016500.1.p	FUN_022231-T1
OG0013809	Bevul.7G132600.1.p, Bevul.7G132500.1.p	FUN_047717-T1
OG0013811	Bevul.1G196400.1.p, Bevul.7G097800.2.p, Bevul.7G097800.4.p, Bevul.7G097800.3.p, Bevul.7G097800.1.p	FUN_037533-T1, FUN_048224-T1
OG0013812	Bevul.2G221400.1.p	FUN_029989-T1
OG0013813	Bevul.2G217900.2.p, Bevul.2G217900.1.p	FUN_029947-T1, FUN_029947-T2, FUN_016487-T1
OG0013816	Bevul.8G098100.1.p	FUN_031374-T1, FUN_031575-T1
OG0013817	Bevul.1G110800.1.p, Bevul.1G110700.1.p, Bevul.1G110900.1.p, Bevul.2G238900.1.p	FUN_019148-T1
OG0013820	Bevul.2G118500.1.p	FUN_019412-T1
OG0013821	Bevul.5G257800.1.p	FUN_044841-T2, FUN_044841-T1, FUN_044839-T2, FUN_044839-T1, FUN_044838-T1, FUN_044837-T1
OG0013822	Bevul.2G080500.1.p	FUN_009193-T1, FUN_053049-T1, FUN_053049-T2
OG0013823	Bevul.4G196300.1.p, Bevul.4G196200.1.p, Bevul.4G196400.1.p, Bevul.4G195500.1.p, Bevul.4G028000.1.p	FUN_047238-T1, FUN_046693-T1, FUN_047233-T1, FUN_047234-T1
OG0013826	Bevul.4G133300.1.p	FUN_035679-T4, FUN_035679-T3, FUN_035679-T1, FUN_035679-T2, FUN_002620-T2, FUN_002620-T1
OG0013827	Bevul.4G150300.1.p	FUN_002441-T1
OG0013828	Bevul.4G201800.1.p	FUN_051511-T1
OG0013834	Bevul.1G090000.1.p	FUN_017938-T1, FUN_017938-T3, FUN_017938-T2
OG0013835	Bevul.3G020600.1.p	FUN_015886-T1, FUN_045188-T1, FUN_045185-T1
OG0013837	Bevul.3G120800.1.p	FUN_014187-T1
OG0013838	Bevul.8G070100.1.p	FUN_023702-T1, FUN_035353-T1, FUN_035357-T1, FUN_035351-T1, FUN_035343-T1, FUN_035356-T1
OG0013839	Bevul.6G045400.1.p	FUN_006907-T1
OG0013841	Bevul.6G220500.1.p, Bevul.6G220400.1.p, Bevul.6G220600.1.p	FUN_004136-T1, FUN_004134-T1, FUN_004135-T1, FUN_004133-T1
OG0013842	Bevul.6G021500.1.p	FUN_009451-T1
OG0013843	Bevul.6G009600.1.p	FUN_030513-T1, FUN_028845-T1
OG0013844	Bevul.6G247900.1.p	FUN_022938-T1, FUN_032377-T1
OG0013845	Bevul.6G058500.1.p	FUN_031188-T1, FUN_031186-T1, FUN_031187-T1
OG0013845	Bevul.6G100600.1.p, Bevul.6G100700.1.p	FUN_031184-T1
OG0013847	Bevul.6G226800.1.p, Bevul.6G226900.1.p, Bevul.3G006200.1.p, Bevul.6G227000.1.p, Bevul.8G121100.1.p, Bevul.6G115100.1.p	FUN_046167-T1
OG0013850	Bevul.5G065400.1.p	FUN_019255-T1
OG0013851	Bevul.3G029000.1.p	FUN_043104-T1
OG0013853	Bevul.1G017600.1.p	FUN_046627-T1
OG0013854	Bevul.2G003200.1.p, Bevul.2G003300.1.p, Bevul.2G003300.2.p	FUN_008273-T1, FUN_008267-T1, FUN_008270-T1, FUN_008271-T1, FUN_008268-T1, FUN_008272-T1, FUN_008269-T1
OG0013856	Bevul.6G068300.1.p	FUN_020877-T1
OG0013857	Bevul.5G252600.1.p	FUN_016184-T1
OG0013859	Bevul.5G104600.1.p, Bevul.4G180600.1.p, Bevul.1G035100.1.p, Bevul.4G121200.1.p	FUN_035939-T1
OG0013860	Bevul.6G094700.1.p	FUN_031238-T1
OG0013861	Bevul.9G157200.1.p	FUN_051672-T1, FUN_051652-T1
OG0013862	Bevul.9G018100.1.p	FUN_031691-T1
OG0013863	Bevul.9G139200.7.p, Bevul.9G139200.1.p, Bevul.9G139200.5.p, Bevul.9G139200.3.p, Bevul.9G139200.4.p, Bevul.9G139200.6.p, Bevul.9G139200.2.p	FUN_051944-T1, FUN_045702-T1
OG0013867	Bevul.4G243300.1.p	FUN_000299-T1, FUN_000104-T1
OG0013891	Bevul.5G057300.1.p	FUN_008074-T1
OG0013901	Bevul.5G161400.1.p, Bevul.9G090100.1.p	FUN_053162-T1
OG0013903	Bevul.9G130600.1.p	FUN_005761-T1, FUN_035747-T1, FUN_036357-T1, FUN_043981-T1, FUN_003758-T1, FUN_003762-T1, FUN_043378-T1, FUN_043369-T1, FUN_043385-T1, FUN_043390-T1
OG0013905	Bevul.8G070600.1.p	FUN_035346-T1, FUN_035348-T1, FUN_035352-T1, FUN_035354-T1, FUN_035349-T1, FUN_035345-T1, FUN_035355-T1, FUN_035358-T1, FUN_036388-T1, FUN_035338-T1
OG0013906	Bevul.4G166400.1.p, Bevul.4G166600.1.p, Bevul.4G166800.1.p	FUN_033765-T1, FUN_033764-T1, FUN_033763-T1, FUN_033761-T1, FUN_033775-T1, FUN_033759-T1, FUN_041651-T1, FUN_033767-T1
OG0013907	Bevul.4G016900.1.p	FUN_046324-T1, FUN_046327-T1, FUN_046322-T1, FUN_046328-T1, FUN_046241-T1, FUN_046323-T1, FUN_046244-T1, FUN_046228-T1, FUN_035186-T1
OG0014016	Bevul.7G086800.1.p	FUN_037379-T1, FUN_024666-T1
OG0014027	Bevul.4G221300.1.p	FUN_036297-T1
OG0014035	Bevul.7G106600.1.p	FUN_043079-T1
OG0014037	Bevul.4G234800.1.p	FUN_036418-T1
OG0014051	Bevul.4G170900.1.p	FUN_036034-T1
OG0014052	Bevul.7G185400.1.p	FUN_048976-T1
OG0014056	Bevul.7G106800.1.p	FUN_024808-T1
OG0014057	Bevul.6G085800.1.p	FUN_001153-T1
OG0014059	Bevul.4G020700.1.p	FUN_036804-T1
OG0014062	Bevul.3G041800.1.p	FUN_042719-T1
OG0014064	Bevul.1G010500.1.p	FUN_024365-T1
OG0014068	Bevul.1G208300.1.p	FUN_048388-T1
OG0014069	Bevul.1G173400.1.p	FUN_038559-T2, FUN_038559-T1
OG0014070	Bevul.1G202800.1.p	FUN_048322-T1
OG0014071	Bevul.1G028600.1.p, Bevul.8G062700.1.p	FUN_030832-T1
OG0014072	Bevul.1G058300.1.p	FUN_001447-T1
OG0014074	Bevul.6G047000.1.p	FUN_033456-T1
OG0014075	Bevul.6G140500.1.p	FUN_006715-T1
OG0014076	Bevul.1G025500.1.p	FUN_025290-T1
OG0014077	Bevul.9G171900.1.p	FUN_002270-T1
OG0014081	Bevul.4G103200.1.p	FUN_002110-T1
OG0014082	Bevul.6G202600.1.p	FUN_032779-T1
OG0014083	Bevul.1G087300.1.p	FUN_001487-T1
OG0014088	Bevul.4G025900.1.p	FUN_046150-T1
OG0014091	Bevul.7G146700.1.p	FUN_025160-T1
OG0014092	Bevul.4G173200.1.p	FUN_044285-T1
OG0014093	Bevul.8G021100.1.p	FUN_043263-T1
OG0014099	Bevul.9G084800.1.p	FUN_018108-T1
OG0014105	Bevul.8G163900.1.p	FUN_001760-T1
OG0014106	Bevul.7G089400.2.p, Bevul.7G089400.1.p	FUN_024691-T1
OG0014107	Bevul.2G018900.1.p	FUN_008388-T1
OG0014112	Bevul.7G228800.1.p	FUN_011250-T1, FUN_050346-T1
OG0014113	Bevul.6G051800.1.p	FUN_011249-T1, FUN_050345-T1
OG0014114	Bevul.6G049900.1.p	FUN_020801-T1, FUN_005287-T1
OG0014116	Bevul.2G165000.1.p	FUN_004954-T1
OG0014117	Bevul.3G034700.1.p	FUN_008823-T1
OG0014119	Bevul.3G203100.1.p	FUN_032751-T1
OG0014120	Bevul.1G175600.1.p	FUN_037212-T1
OG0014121	Bevul.7G152200.1.p	FUN_025196-T1
OG0014123	Bevul.8G170900.1.p	FUN_013161-T1
OG0014124	Bevul.9G178900.1.p	FUN_002337-T1
OG0014126	Bevul.8G209200.1.p	FUN_013074-T1, FUN_013074-T2
OG0014128	Bevul.8G161000.1.p	FUN_032254-T1, FUN_033000-T1, FUN_008024-T1
OG0014130	Bevul.1G065600.1.p	FUN_027216-T1
OG0014131	Bevul.4G066200.1.p	FUN_046639-T1
OG0014136	Bevul.1G114800.1.p	FUN_048517-T1
OG0014140	Bevul.1G127500.1.p	FUN_037070-T1
OG0014141	Bevul.4G219800.1.p	FUN_052613-T1
OG0014145	Bevul.2G084700.1.p	FUN_014680-T1
OG0014146	Bevul.2G189500.1.p	FUN_003863-T1
OG0014147	Bevul.4G119300.1.p	FUN_022486-T1
OG0014151	Bevul.3G189000.1.p	FUN_004684-T1
OG0014152	Bevul.7G115000.1.p	FUN_024877-T1
OG0014155	Bevul.4G059900.1.p	FUN_011951-T1, FUN_046567-T1
OG0014156	Bevul.8G025100.1.p	FUN_043159-T1
OG0014158	Bevul.2G185500.3.p, Bevul.2G185500.2.p, Bevul.2G185500.1.p	FUN_019007-T1, FUN_029318-T1
OG0014162	Bevul.4G212100.1.p	FUN_052516-T1
OG0014164	Bevul.6G223000.1.p	FUN_034436-T1
OG0014168	Bevul.9G161200.1.p	FUN_002165-T1
OG0014169	Bevul.6G217500.1.p	FUN_011278-T1
OG0014173	Bevul.6G091600.1.p	FUN_031269-T2, FUN_031269-T1
OG0014175	Bevul.5G219900.1.p	FUN_010740-T1
OG0014176	Bevul.6G207900.1.p	FUN_025311-T1
OG0014177	Bevul.6G099700.1.p	FUN_025468-T1
OG0014179	Bevul.6G049500.1.p	FUN_033465-T1
OG0014181	Bevul.3G022800.1.p	FUN_043953-T1
OG0014187	Bevul.9G031100.1.p	FUN_033344-T1
OG0014188	Bevul.6G191100.1.p	FUN_009248-T1
OG0014189	Bevul.1G198500.1.p	FUN_048255-T1
OG0014190	Bevul.6G128400.1.p	FUN_020143-T1
OG0014191	Bevul.6G232500.1.p	FUN_032606-T1
OG0014196	Bevul.4G221000.1.p	FUN_036781-T1
OG0014200	Bevul.4G188400.1.p	FUN_021744-T1
OG0014201	Bevul.5G216300.1.p	FUN_047367-T1
OG0014205	Bevul.2G198200.1.p	FUN_016892-T1, FUN_029710-T1
OG0014215	Bevul.2G037900.1.p	FUN_049543-T1, FUN_030726-T1
OG0014216	Bevul.1G064800.1.p	FUN_042226-T1, FUN_042226-T3, FUN_042226-T2
OG0014217	Bevul.5G002500.1.p	FUN_017129-T1
OG0014218	Bevul.8G069400.1.p, Bevul.9G120000.1.p, Bevul.8G145100.1.p	FUN_012504-T1, FUN_035386-T1
OG0014220	Bevul.2G036600.1.p	FUN_030976-T1
OG0014221	Bevul.5G241200.1.p	FUN_018932-T1
OG0014226	Bevul.1G122200.1.p	FUN_049222-T1, FUN_049159-T1
OG0014230	Bevul.8G084200.1.p	FUN_034769-T1, FUN_020387-T1, FUN_020388-T1
OG0014231	Bevul.8G146800.1.p	FUN_028478-T1
OG0014232	Bevul.2G036400.2.p, Bevul.2G036400.1.p	FUN_030975-T1
OG0014232	Bevul.2G036100.1.p	FUN_009353-T1
OG0014233	Bevul.2G114800.1.p	FUN_000840-T1, FUN_000837-T1
OG0014235	Bevul.5G206900.1.p	FUN_010914-T1
OG0014238	Bevul.4G138800.1.p	FUN_035642-T2, FUN_035642-T1, FUN_035642-T3, FUN_035642-T4
OG0014240	Bevul.1G077000.1.p, Bevul.1G076800.1.p	FUN_026939-T1, FUN_026940-T1
OG0014242	Bevul.1G205100.1.p	FUN_048346-T1
OG0014243	Bevul.3G106200.1.p	FUN_022330-T1, FUN_022330-T3, FUN_022330-T2
OG0014244	Bevul.9G107700.1.p, Bevul.3G200700.1.p	FUN_032780-T1, FUN_004549-T2, FUN_004549-T1
OG0014246	Bevul.7G131400.1.p	FUN_009270-T1, FUN_025030-T1
OG0014249	Bevul.7G185100.1.p	FUN_048974-T2, FUN_048974-T1
OG0014251	Bevul.7G085800.1.p	FUN_042829-T1
OG0014252	Bevul.5G235800.1.p, Bevul.5G139300.1.p, Bevul.2G033300.1.p, Bevul.4G074200.1.p, Bevul.4G132500.1.p, Bevul.3G167100.1.p, Bevul.5G125400.1.p	FUN_033358-T1
OG0014254	Bevul.6G235100.1.p, Bevul.6G235000.1.p	FUN_032581-T1
OG0014255	Bevul.6G172800.1.p	FUN_002957-T1
OG0014256	Bevul.6G023600.1.p, Bevul.9G188200.1.p, Bevul.9G188600.1.p	FUN_030999-T1, FUN_031001-T1, FUN_031000-T1, FUN_030997-T1
OG0014259	Bevul.8G156800.1.p, Bevul.7G102200.1.p	FUN_040128-T1
OG0014259	Bevul.5G083400.1.p	FUN_040129-T1
OG0014261	Bevul.1G081400.1.p, Bevul.4G118700.1.p	FUN_022497-T1
OG0014263	Bevul.1G016900.1.p, Bevul.3G142400.1.p	FUN_006865-T1
OG0014264	Bevul.1G156700.1.p, Bevul.1G156900.1.p	FUN_049746-T1, FUN_049450-T1
OG0014266	Bevul.9G160100.1.p	FUN_002155-T1
OG0014267	Bevul.9G164600.1.p	FUN_002197-T1
OG0014268	Bevul.2G053100.1.p, Bevul.9G239400.2.p, Bevul.9G239400.6.p, Bevul.9G239400.4.p, Bevul.9G239400.5.p, Bevul.9G239400.1.p, Bevul.9G239400.3.p	FUN_047185-T1
OG0014327	Bevul.2G091400.1.p, Bevul.5G115200.1.p, Bevul.7G098300.1.p, Bevul.6G178100.1.p, Bevul.6G164200.1.p, Bevul.6G140600.1.p	FUN_015574-T1, FUN_018268-T1
OG0014329	Bevul.8G015900.1.p	FUN_036756-T1
OG0014330	Bevul.6G187000.1.p	FUN_036346-T1
OG0014330	Bevul.6G074300.1.p	FUN_032234-T1, FUN_032236-T1, FUN_032235-T1, FUN_032237-T1, FUN_032232-T1, FUN_032232-T2
OG0014331	Bevul.6G166500.1.p	FUN_053145-T1
OG0014479	Bevul.9G006100.1.p, Bevul.9G006100.2.p	FUN_027674-T1
OG0014480	Bevul.7G000300.1.p	FUN_012859-T1
OG0014482	Bevul.5G260800.1.p	FUN_044878-T1
OG0014490	Bevul.3G226200.1.p	FUN_034052-T1
OG0014497	Bevul.3G062700.1.p	FUN_014843-T1
OG0014498	Bevul.5G117800.1.p	FUN_039940-T1
OG0014499	Bevul.4G154500.1.p	FUN_000486-T1
OG0014508	Bevul.3G106000.1.p	FUN_006535-T1
OG0014515	Bevul.3G207000.1.p	FUN_004484-T5, FUN_004484-T3, FUN_004484-T1, FUN_004484-T4, FUN_004484-T2
OG0014517	Bevul.5G017000.1.p	FUN_018347-T1
OG0014518	Bevul.4G122000.1.p	FUN_010688-T1
OG0014520	Bevul.5G011200.1.p	FUN_040574-T1
OG0014528	Bevul.3G127700.1.p	FUN_042127-T1
OG0014532	Bevul.2G207700.1.p	FUN_038745-T1, FUN_038733-T1, FUN_038750-T1
OG0014533	Bevul.9G223600.1.p	FUN_052139-T1
OG0014540	Bevul.6G160700.1.p	FUN_014494-T1
OG0014546	Bevul.4G186500.1.p	FUN_035885-T1, FUN_021730-T1
OG0014550	Bevul.6G105200.1.p	FUN_007833-T1
OG0014569	Bevul.4G006800.1.p	FUN_046369-T1
OG0014576	Bevul.8G201500.1.p	FUN_026657-T1
OG0014586	Bevul.2G126600.2.p, Bevul.2G126600.1.p	FUN_006046-T1
OG0014588	Bevul.1G135700.1.p	FUN_036923-T1
OG0014589	Bevul.2G161800.1.p	FUN_004996-T1
OG0014598	Bevul.5G046500.1.p	FUN_041882-T1
OG0014607	Bevul.8G213700.1.p	FUN_034044-T1
OG0014611	Bevul.8G060600.1.p	FUN_027163-T1
OG0014615	Bevul.8G194600.1.p	FUN_045709-T1
OG0014617	Bevul.7G213300.1.p	FUN_018317-T1
OG0014618	Bevul.7G169600.1.p	FUN_023921-T1
OG0014629	Bevul.8G048000.1.p	FUN_035053-T1, FUN_012261-T1
OG0014630	Bevul.4G069500.1.p	FUN_046673-T1
OG0014631	Bevul.7G215500.1.p	FUN_049342-T1
OG0014636	Bevul.3G060900.1.p	FUN_046574-T1
OG0014640	Bevul.1G109900.1.p	FUN_038031-T1
OG0014641	Bevul.1G015600.1.p	FUN_024201-T1
OG0014649	Bevul.6G164900.1.p	FUN_020390-T1
OG0014650	Bevul.1G163500.1.p	FUN_049779-T1
OG0014651	Bevul.1G122000.1.p	FUN_037092-T1
OG0014656	Bevul.9G211400.1.p	FUN_003761-T1
OG0014661	Bevul.2G054100.1.p	FUN_018795-T1
OG0014662	Bevul.6G244100.1.p	FUN_015243-T1
OG0014666	Bevul.2G198100.1.p	FUN_029707-T1
OG0014667	Bevul.5G171100.1.p	FUN_047126-T1
OG0014670	Bevul.2G053600.1.p	FUN_030862-T1
OG0014676	Bevul.5G065000.1.p	FUN_023773-T1, FUN_041228-T1
OG0014678	Bevul.5G035700.1.p	FUN_040748-T1, FUN_018749-T1
OG0014679	Bevul.5G009000.1.p, Bevul.5G009100.1.p	FUN_018537-T1, FUN_018516-T1, FUN_017672-T1, FUN_018546-T1
OG0014682	Bevul.5G088700.1.p	FUN_017510-T1, FUN_017510-T2, FUN_017510-T4, FUN_017510-T3, FUN_017510-T5
OG0014683	Bevul.5G084700.1.p	FUN_041483-T1
OG0014684	Bevul.7G206300.1.p	FUN_009645-T1, FUN_047902-T1
OG0014685	Bevul.7G003600.1.p	FUN_004072-T1, FUN_004068-T1, FUN_004070-T1, FUN_004076-T1, FUN_004074-T1, FUN_004073-T1, FUN_004071-T1
OG0014686	Bevul.1G166500.1.p, Bevul.8G076000.1.p, Bevul.2G079900.1.p, Bevul.2G079600.2.p, Bevul.2G079600.1.p	FUN_032200-T1
OG0014694	Bevul.2G221500.1.p, Bevul.2G221600.1.p, Bevul.5G093700.1.p	FUN_016453-T1
OG0014698	Bevul.4G177900.1.p	FUN_052290-T1, FUN_052290-T2, FUN_052290-T3
OG0014700	Bevul.4G160000.1.p	FUN_051455-T1
OG0014701	Bevul.1G061800.1.p	FUN_001410-T1, FUN_027144-T1
OG0014702	Bevul.1G193100.1.p	FUN_048194-T1
OG0014704	Bevul.3G012600.1.p	FUN_043894-T1, FUN_043892-T1, FUN_043891-T1, FUN_043898-T1, FUN_043894-T2, FUN_043896-T1, FUN_026775-T1
OG0014705	Bevul.3G103000.1.p	FUN_014725-T1, FUN_006509-T1
OG0014711	Bevul.6G177300.1.p	FUN_047331-T1, FUN_009357-T1, FUN_009400-T1
OG0014712	Bevul.6G190100.1.p	FUN_032214-T2, FUN_032214-T1
OG0014713	Bevul.6G079100.1.p	FUN_023519-T1, FUN_033848-T2, FUN_033848-T1
OG0014715	Bevul.3G023300.1.p	FUN_045128-T1
OG0014719	Bevul.9G195700.2.p, Bevul.9G195700.1.p	FUN_016253-T1
OG0014721	Bevul.9G140500.1.p	FUN_045689-T1, FUN_051889-T1
OG0014723	Bevul.9G026900.1.p, Bevul.9G026700.1.p	FUN_029270-T1, FUN_043163-T1, FUN_043167-T1, FUN_043162-T1, FUN_043166-T1, FUN_043168-T1
OG0014762	Bevul.5G104800.1.p	FUN_017916-T1
OG0014766	Bevul.1G135800.1.p	FUN_049611-T1
OG0014782	Bevul.6G196400.1.p	FUN_030710-T1
OG0014794	Bevul.9G112700.1.p	FUN_025370-T1, FUN_012633-T1, FUN_012638-T1, FUN_038616-T1, FUN_012631-T1, FUN_012632-T1, FUN_012634-T1, FUN_012635-T1
OG0014795	Bevul.7G096100.1.p	FUN_053222-T1
OG0014795	Bevul.2G102600.1.p	FUN_053045-T1
OG0014798	Bevul.3G156500.1.p, Bevul.5G135100.1.p, Bevul.1G072600.1.p, Bevul.2G071100.1.p, Bevul.2G133400.1.p	FUN_007494-T1
OG0014801	Bevul.8G202100.1.p	FUN_035082-T1, FUN_035083-T1, FUN_049758-T1, FUN_049637-T1, FUN_014714-T1, FUN_014715-T1, FUN_049638-T1, FUN_049155-T1
OG0015018	Bevul.1G043100.1.p	FUN_019123-T1
OG0015025	Bevul.7G228000.1.p	FUN_048726-T1, FUN_041936-T1
OG0015039	Bevul.4G205300.1.p	FUN_051473-T1
OG0015041	Bevul.5G094900.1.p, Bevul.5G095000.1.p	FUN_009647-T1
OG0015042	Bevul.3G007500.1.p	FUN_008027-T1
OG0015061	Bevul.1G206400.1.p	FUN_048360-T1
OG0015064	Bevul.6G097600.1.p	FUN_025456-T1, FUN_031208-T1
OG0015068	Bevul.6G001500.1.p	FUN_029448-T1
OG0015069	Bevul.6G064000.1.p	FUN_029465-T1
OG0015079	Bevul.6G223900.1.p	FUN_003881-T1
OG0015081	Bevul.6G000900.1.p	FUN_019227-T1
