Orthogroup	B_vulgaris.proteins	V_vinifera.proteins
OG0008359	Bevul.8G096900.1.p	VIT_208s0056g00810.1, VIT_208s0056g00810.2
OG0008360	Bevul.7G067800.1.p	VIT_208s0007g00220.2, VIT_208s0007g00220.4, VIT_208s0007g00220.3, VIT_208s0007g00220.1
OG0008361	Bevul.6G057900.1.p	VIT_207s0031g01910.1
OG0008362	Bevul.5G163700.1.p	VIT_217s0000g00280.1
OG0008363	Bevul.3G231000.1.p	VIT_205s0020g04770.1, VIT_205s0020g04770.2, VIT_205s0020g04770.3
OG0008364	Bevul.9G211200.2.p, Bevul.9G211200.1.p	VIT_216s0098g00780.1, VIT_216s0098g00770.1
OG0008366	Bevul.2G193800.1.p, Bevul.2G193800.2.p	VIT_213s0064g00050.1, VIT_213s0064g00050.2, VIT_213s0064g00050.5
OG0008367	Bevul.6G199900.1.p	VIT_201s0146g00400.1
OG0008368	Bevul.6G145200.1.p	VIT_214s0219g00190.1, VIT_214s0219g00190.2
OG0008369	Bevul.5G130900.1.p	VIT_205s0062g01200.2, VIT_205s0062g01200.3, VIT_205s0062g01200.1
OG0008370	Bevul.8G117000.1.p	VIT_212s0055g00510.3, VIT_212s0055g00510.1
OG0008371	Bevul.5G159200.1.p	VIT_217s0000g00780.2, VIT_217s0000g00780.1, VIT_214s0068g01510.1
OG0008372	Bevul.2G228700.1.p	VIT_204s0008g02450.1
OG0008373	Bevul.8G160800.1.p	VIT_204s0044g01730.1
OG0008374	Bevul.6G072400.1.p	VIT_207s0031g00990.1, VIT_207s0031g01020.1
OG0008375	Bevul.4G203700.1.p	VIT_214s0060g02220.1, VIT_214s0060g02220.2, VIT_214s0060g02220.3
OG0008376	Bevul.7G137700.1.p	VIT_217s0000g09490.1
OG0008377	Bevul.4G097900.1.p	VIT_214s0171g00270.1
OG0008378	Bevul.7G080000.2.p, Bevul.7G080000.3.p, Bevul.7G080000.1.p	VIT_208s0007g01500.1, VIT_208s0007g01500.2
OG0008379	Bevul.4G072600.1.p	VIT_219s0014g01520.1
OG0008380	Bevul.5G018600.1.p	VIT_202s0025g01290.2, VIT_202s0025g01290.1, VIT_202s0025g01290.3
OG0008381	Bevul.6G158800.1.p	VIT_212s0035g01880.1
OG0008382	Bevul.6G196500.1.p	VIT_201s0150g00610.1
OG0008383	Bevul.5G121200.1.p	VIT_204s0079g00400.1, VIT_204s0079g00400.2, VIT_216s0115g00190.1, VIT_216s0115g00200.1
OG0008384	Bevul.5G181000.1.p	VIT_207s0141g00530.1, VIT_207s0141g00380.1
OG0008386	Bevul.3G234300.1.p	VIT_207s0095g00760.2, VIT_207s0095g00760.1, VIT_205s0029g01200.1, VIT_205s0029g01200.2
OG0008387	Bevul.5G228300.1.p	VIT_207s0151g00710.1
OG0008388	Bevul.4G010500.1.p	VIT_219s0015g00220.1, VIT_219s0015g00180.1
OG0008389	Bevul.5G018100.1.p	VIT_202s0025g01370.4, VIT_202s0025g01370.6, VIT_202s0025g01370.3, VIT_202s0025g01370.1, VIT_202s0025g01370.5, VIT_202s0025g01370.2
OG0008390	Bevul.3G147600.1.p	VIT_205s0020g03660.1, VIT_205s0020g03660.2
OG0008392	Bevul.6G050200.1.p	VIT_204s0044g01300.3, VIT_204s0044g01300.2, VIT_204s0044g01300.1
OG0008393	Bevul.5G115600.1.p	VIT_215s0048g02200.1, VIT_215s0048g02200.3, VIT_215s0048g02200.5, VIT_215s0048g02200.4, VIT_215s0048g02200.2
OG0008394	Bevul.9G172400.1.p	VIT_202s0154g00610.1, VIT_202s0154g00610.2
OG0008395	Bevul.3G155800.1.p	VIT_205s0020g01530.1, VIT_205s0020g01530.2, VIT_207s0005g00150.1
OG0008396	Bevul.6G204000.1.p	VIT_201s0010g03990.1
OG0008397	Bevul.9G224900.1.p	VIT_212s0055g00370.1
OG0008398	Bevul.6G229800.1.p	VIT_205s0020g04550.1, VIT_209s0070g00600.1, VIT_200s0120g00005.1, VIT_200s0986g00010.1
OG0008399	Bevul.1G186500.1.p	VIT_215s0046g01450.1
OG0008400	Bevul.5G025000.1.p	VIT_202s0025g00440.1, VIT_202s0025g00440.3, VIT_202s0025g00440.4, VIT_202s0025g00440.2
OG0008402	Bevul.6G045300.1.p	VIT_214s0068g02150.1, VIT_214s0068g02150.2, VIT_214s0068g02150.4, VIT_214s0068g02150.5, VIT_214s0068g02150.3
OG0008403	Bevul.1G038600.1.p	VIT_218s0001g00120.1, VIT_218s0001g00120.2
OG0008404	Bevul.1G143800.1.p	VIT_215s0021g01500.3, VIT_215s0021g01500.2, VIT_215s0021g01500.1, VIT_215s0021g01460.1
OG0008405	Bevul.1G133000.1.p	VIT_218s0164g00040.2, VIT_218s0164g00040.1
OG0008406	Bevul.6G019700.1.p	VIT_204s0023g01850.2, VIT_204s0023g01850.1
OG0008407	Bevul.5G250900.1.p	VIT_207s0005g03510.1
OG0008408	Bevul.5G240700.1.p	VIT_202s0012g01500.1, VIT_207s0141g00240.2, VIT_207s0141g00240.1
OG0008409	Bevul.6G171000.1.p	VIT_201s0137g00210.1
OG0008410	Bevul.5G258800.1.p	VIT_207s0005g02210.1, VIT_207s0005g02210.5, VIT_207s0005g02210.6, VIT_207s0005g02210.8, VIT_207s0005g02210.7, VIT_207s0005g02210.4, VIT_207s0005g02210.2, VIT_207s0005g02210.3
OG0008411	Bevul.6G197100.1.p	VIT_201s0150g00100.2, VIT_201s0150g00100.1
OG0008412	Bevul.9G128500.1.p, Bevul.9G128500.2.p	VIT_203s0038g03610.1
OG0008413	Bevul.5G041700.1.p	VIT_202s0025g05010.1, VIT_202s0025g05010.4, VIT_202s0025g05010.3, VIT_202s0025g05010.2
OG0008414	Bevul.1G039500.1.p	VIT_218s0122g01380.1, VIT_218s0122g01380.2
OG0008416	Bevul.1G141300.1.p	VIT_212s0035g00810.2, VIT_212s0035g00810.1
OG0008417	Bevul.3G149400.1.p	VIT_205s0020g02380.1, VIT_207s0104g00680.1
OG0008419	Bevul.6G019400.1.p, Bevul.7G183500.1.p	VIT_204s0023g01820.3, VIT_204s0023g01820.5, VIT_204s0023g01820.4, VIT_204s0023g01820.2, VIT_204s0023g01820.1
OG0008420	Bevul.8G174400.1.p	VIT_207s0197g00030.1, VIT_216s0022g02050.1, VIT_207s0197g00040.1, VIT_200s1247g00010.1, VIT_207s0197g00020.1
OG0008421	Bevul.3G050800.1.p	VIT_204s0044g00100.3, VIT_204s0044g00100.1, VIT_204s0044g00100.2
OG0008422	Bevul.4G204900.1.p	VIT_214s0060g02330.1
OG0008423	Bevul.7G124900.1.p	VIT_207s0005g06310.5, VIT_207s0005g06310.4, VIT_207s0005g06310.3, VIT_207s0005g06310.2, VIT_207s0005g06310.1
OG0008424	Bevul.6G179400.1.p	VIT_217s0000g09220.1, VIT_214s0030g01480.1
OG0008425	Bevul.8G071000.1.p	VIT_210s0116g00280.1
OG0008426	Bevul.1G054100.1.p, Bevul.9G073300.1.p	VIT_218s0001g11590.1, VIT_218s0001g11590.2
OG0008427	Bevul.1G195600.1.p	VIT_215s0046g00040.3, VIT_215s0046g00040.2, VIT_215s0046g00040.1, VIT_215s0046g00040.4
OG0008428	Bevul.6G058700.1.p	VIT_200s2259g00005.1, VIT_200s2417g00010.1, VIT_200s0407g00070.5, VIT_200s0407g00070.2, VIT_200s0407g00070.3, VIT_200s0407g00070.6, VIT_200s0407g00070.4, VIT_200s0407g00070.1
OG0008429	Bevul.7G141300.1.p	VIT_217s0000g09720.1
OG0008430	Bevul.4G164200.1.p	VIT_209s0002g01160.2, VIT_209s0002g01160.1, VIT_209s0002g01160.3
OG0008431	Bevul.6G155900.1.p, Bevul.6G155800.1.p	VIT_212s0035g01710.1
OG0008432	Bevul.1G186200.1.p	VIT_215s0046g01480.1
OG0008433	Bevul.5G066700.1.p	VIT_200s0229g00170.2, VIT_200s0229g00170.3, VIT_200s0229g00170.1
OG0008434	Bevul.7G089500.2.p, Bevul.7G089500.1.p	VIT_205s0077g02310.1
OG0008435	Bevul.1G073200.1.p	VIT_218s0072g00530.1, VIT_218s0072g00510.1, VIT_218s0072g00540.1, VIT_218s0072g00490.1
OG0008436	Bevul.6G006200.1.p	VIT_207s0031g00060.1
OG0008437	Bevul.4G154700.1.p	VIT_214s0128g00380.1
OG0008438	Bevul.2G214300.1.p	VIT_214s0006g03000.1
OG0008439	Bevul.1G175800.1.p	VIT_215s0024g00850.2, VIT_215s0024g00850.4, VIT_215s0024g00850.1
OG0008440	Bevul.7G070400.3.p, Bevul.7G070400.1.p, Bevul.7G070400.2.p	VIT_208s0040g02935.1
OG0008441	Bevul.3G002200.1.p	VIT_205s0077g01770.1
OG0008442	Bevul.9G231600.1.p	VIT_215s0048g02210.2, VIT_215s0048g02210.5, VIT_215s0048g02210.1, VIT_215s0048g02210.3, VIT_215s0048g02210.4
OG0008443	Bevul.3G149600.1.p	VIT_205s0020g02240.1
OG0008444	Bevul.9G093400.2.p, Bevul.9G093400.1.p	VIT_212s0028g01990.1, VIT_212s0028g01990.2
OG0008445	Bevul.1G183200.1.p	VIT_215s0046g02170.2, VIT_215s0046g02170.1
OG0008447	Bevul.7G118000.1.p	VIT_207s0005g04900.3, VIT_207s0005g04900.5, VIT_207s0005g04900.4, VIT_207s0005g04900.7, VIT_207s0005g04900.2, VIT_207s0005g04900.1, VIT_207s0005g04900.6
OG0008448	Bevul.1G058400.1.p, Bevul.5G198700.1.p	VIT_201s0011g01460.1, VIT_201s0011g01460.2, VIT_201s0011g01460.3
OG0008449	Bevul.5G031000.1.p, Bevul.1G187000.1.p	VIT_202s0025g03690.1
OG0008450	Bevul.6G171500.1.p	VIT_218s0001g13050.3, VIT_218s0001g13050.2, VIT_218s0001g13050.1
OG0008451	Bevul.1G076500.1.p	VIT_218s0076g00360.2, VIT_218s0076g00360.1, VIT_218s0076g00360.3
OG0008452	Bevul.3G115300.1.p	VIT_205s0094g00940.1, VIT_205s0094g00940.2
OG0008453	Bevul.6G144100.1.p	VIT_216s0013g00610.1
OG0008454	Bevul.4G021900.1.p	VIT_214s0066g00670.1
OG0008455	Bevul.4G070800.1.p	VIT_214s0083g00550.1
OG0008456	Bevul.1G044200.1.p	VIT_218s0122g01030.1, VIT_218s0122g01030.2
OG0008457	Bevul.2G196900.1.p	VIT_214s0083g00770.4, VIT_214s0083g00770.2, VIT_214s0083g00770.3, VIT_214s0083g00770.1
OG0008458	Bevul.6G134600.1.p	VIT_201s0011g04130.2, VIT_201s0011g04130.1
OG0008460	Bevul.7G143700.1.p	VIT_217s0000g09970.1, VIT_217s0000g09970.2, VIT_217s0000g09970.3
OG0008461	Bevul.6G042100.1.p	VIT_201s0010g01770.2, VIT_201s0010g01770.1, VIT_214s0006g03035.1
OG0008462	Bevul.6G119600.1.p	VIT_201s0011g02850.1, VIT_201s0011g02850.2
OG0008463	Bevul.1G071100.1.p	VIT_214s0066g00580.2, VIT_214s0066g00580.1
OG0008464	Bevul.5G169300.1.p	VIT_217s0000g04490.1
OG0008465	Bevul.6G248000.1.p	VIT_201s0026g01030.1
OG0008466	Bevul.2G219200.1.p	VIT_214s0083g00360.3, VIT_214s0083g00360.5, VIT_214s0083g00360.1, VIT_214s0083g00360.2, VIT_214s0083g00360.4, VIT_214s0083g00360.6
OG0008467	Bevul.6G138800.1.p	VIT_201s0011g04520.1, VIT_201s0011g04520.3, VIT_201s0011g04520.4, VIT_201s0011g04520.2
OG0008468	Bevul.8G101800.1.p	VIT_217s0000g02280.1
OG0008469	Bevul.5G048000.1.p	VIT_202s0087g00790.4, VIT_202s0087g00790.3, VIT_202s0087g00790.1, VIT_202s0087g00790.2
OG0008470	Bevul.6G230500.1.p	VIT_201s0182g00020.1
OG0008471	Bevul.9G008100.2.p, Bevul.9G008100.1.p, Bevul.9G008100.3.p	VIT_201s0011g02100.1, VIT_201s0011g02100.2
OG0008472	Bevul.6G208700.1.p	VIT_201s0010g03400.1
OG0008473	Bevul.6G081300.1.p	VIT_201s0011g00580.1
OG0008474	Bevul.6G240300.1.p	VIT_201s0026g01780.1, VIT_201s0026g01780.2
OG0008475	Bevul.1G027000.1.p	VIT_218s0001g14850.2, VIT_218s0001g14850.1
OG0008476	Bevul.6G240900.1.p	VIT_201s0026g01720.1, VIT_201s0026g01720.2
OG0008477	Bevul.2G059100.1.p	VIT_214s0108g00430.1
OG0008478	Bevul.6G145000.1.p	VIT_201s0011g05590.1
OG0008479	Bevul.8G122700.1.p	VIT_215s0021g00090.1, VIT_215s0021g00090.2
OG0008480	Bevul.6G129200.1.p, Bevul.6G134700.1.p	VIT_201s0011g03640.1
OG0008481	Bevul.1G145500.1.p	VIT_216s0013g00630.1, VIT_215s0021g01280.1
OG0008482	Bevul.3G094100.1.p	VIT_216s0013g01940.1
OG0008484	Bevul.1G185100.1.p	VIT_215s0046g01630.2, VIT_215s0046g01630.1, VIT_213s0019g04760.2, VIT_213s0019g04760.1
OG0008485	Bevul.2G000700.1.p	VIT_214s0066g01310.1
OG0008486	Bevul.5G187200.1.p	VIT_217s0000g06290.2, VIT_217s0000g06290.1
OG0008487	Bevul.5G088600.1.p	VIT_202s0012g01220.3, VIT_202s0012g01220.2, VIT_202s0012g01220.1
OG0008488	Bevul.4G096500.1.p	VIT_214s0066g01200.1, VIT_214s0066g01200.2, VIT_214s0066g01200.3
OG0008489	Bevul.5G183900.1.p	VIT_217s0000g06600.2, VIT_217s0000g06600.1
OG0008489	Bevul.6G229900.1.p	VIT_201s0026g02740.1
OG0008491	Bevul.6G141900.1.p	VIT_201s0011g06210.1
OG0008492	Bevul.2G075800.1.p	VIT_214s0068g00390.2, VIT_214s0068g00390.3, VIT_214s0068g00390.1
OG0008493	Bevul.6G238000.1.p	VIT_201s0026g02280.2, VIT_201s0026g02280.5, VIT_201s0026g02280.3, VIT_201s0026g02280.1
OG0008494	Bevul.5G112300.1.p	VIT_214s0171g00220.2, VIT_214s0171g00220.1
OG0008495	Bevul.5G075500.1.p	VIT_200s0204g00220.1
OG0008496	Bevul.6G038200.1.p	VIT_214s0068g01630.3
OG0008497	Bevul.8G123200.1.p	VIT_201s0026g01860.1, VIT_217s0000g05880.1, VIT_213s0084g00590.1
OG0008498	Bevul.3G217700.1.p	VIT_208s0040g00570.2, VIT_208s0040g00570.3, VIT_208s0040g00570.4, VIT_208s0040g00570.1
OG0008499	Bevul.6G117200.1.p	VIT_201s0011g02490.1, VIT_201s0011g02490.3, VIT_201s0011g02490.2
OG0008500	Bevul.6G141500.1.p	VIT_201s0011g04830.1
OG0008501	Bevul.2G114000.1.p	VIT_203s0038g00880.1
OG0008502	Bevul.9G132100.2.p, Bevul.9G132100.1.p	VIT_203s0038g02840.4, VIT_203s0038g02840.3, VIT_203s0038g02840.2, VIT_203s0038g02840.1
OG0008503	Bevul.2G001300.1.p, Bevul.2G001300.2.p, Bevul.2G001300.3.p	VIT_201s0150g00590.1
OG0008504	Bevul.2G053000.1.p	VIT_214s0066g02200.2, VIT_214s0066g02200.1
OG0008505	Bevul.5G100200.1.p	VIT_202s0109g00080.1, VIT_202s0109g00080.2
OG0008506	Bevul.5G121700.1.p	VIT_207s0005g04530.1
OG0008508	Bevul.6G041200.1.p	VIT_201s0010g01680.1, VIT_201s0010g01680.2, VIT_201s0010g01680.3
OG0008510	Bevul.6G042300.1.p	VIT_201s0010g02080.5, VIT_201s0010g02080.2, VIT_201s0010g02080.3, VIT_201s0010g02080.1, VIT_201s0010g02080.4, VIT_201s0010g02080.6
OG0008511	Bevul.5G205500.1.p	VIT_217s0000g07700.2, VIT_217s0000g07700.3, VIT_217s0000g07700.1
OG0008512	Bevul.5G213400.1.p	VIT_217s0000g08290.1
OG0008513	Bevul.5G202500.1.p	VIT_217s0000g07500.2, VIT_217s0000g07500.4, VIT_217s0000g07500.3, VIT_217s0000g07500.1
OG0008514	Bevul.5G055000.1.p	VIT_208s0058g00330.1
OG0008515	Bevul.3G213900.1.p	VIT_208s0040g00840.1
OG0008516	Bevul.9G047400.1.p	VIT_214s0068g00520.4, VIT_214s0068g00520.1, VIT_214s0068g00520.2, VIT_214s0068g00520.3
OG0008518	Bevul.5G186800.1.p	VIT_217s0000g04550.1, VIT_217s0000g04550.2
OG0008519	Bevul.6G136300.1.p	VIT_201s0011g04230.1, VIT_201s0011g04230.2, VIT_201s0011g04230.3
OG0008520	Bevul.6G117900.1.p	VIT_201s0011g02520.2, VIT_201s0011g02520.1, VIT_201s0011g02520.3
OG0008521	Bevul.8G176400.1.p	VIT_217s0000g07310.1, VIT_217s0000g07310.2
OG0008522	Bevul.7G026100.1.p, Bevul.7G026100.2.p	VIT_201s0011g01420.2, VIT_201s0011g01420.1
OG0008523	Bevul.8G008100.1.p	VIT_201s0026g00650.1
OG0008524	Bevul.6G243100.1.p	VIT_201s0026g01490.2, VIT_201s0026g01490.1
OG0008525	Bevul.9G134900.1.p	VIT_203s0038g02530.1, VIT_203s0038g02530.2
OG0008526	Bevul.5G100400.1.p	VIT_202s0012g02790.2, VIT_212s0055g01200.1, VIT_202s0012g02790.1
OG0008527	Bevul.3G184700.1.p	VIT_208s0007g06260.4, VIT_208s0007g06260.3, VIT_208s0007g06260.1, VIT_208s0007g06260.2
OG0008528	Bevul.5G208900.1.p	VIT_217s0000g07970.2, VIT_217s0000g07970.1
OG0008529	Bevul.5G194900.1.p	VIT_217s0000g05800.1
OG0008530	Bevul.6G038500.1.p	VIT_214s0068g01670.4, VIT_214s0068g01670.1, VIT_214s0068g01670.3
OG0008531	Bevul.5G074500.1.p	VIT_200s0616g00020.1
OG0008533	Bevul.5G186900.1.p	VIT_217s0000g06320.1
OG0008534	Bevul.9G167500.1.p	VIT_203s0038g04490.1, VIT_209s0070g00580.1
OG0008535	Bevul.2G211400.1.p	VIT_214s0006g02750.4, VIT_214s0006g02750.2, VIT_214s0006g02750.1, VIT_214s0006g02750.3, VIT_214s0006g02750.5, VIT_214s0006g02750.6
OG0008536	Bevul.6G246100.1.p	VIT_201s0026g00930.1
OG0008537	Bevul.6G131600.1.p	VIT_201s0011g03790.1
OG0008538	Bevul.8G105800.1.p	VIT_209s0018g01880.1
OG0008541	Bevul.8G190000.1.p	VIT_211s0016g04230.2, VIT_211s0016g04230.4, VIT_211s0016g04230.5, VIT_211s0016g04230.3, VIT_211s0016g04230.1
OG0008542	Bevul.4G026200.1.p, Bevul.4G026300.1.p	VIT_219s0090g00950.1
OG0008544	Bevul.3G070500.1.p	VIT_216s0050g00150.1, VIT_216s0050g00150.2
OG0008545	Bevul.3G204100.1.p	VIT_208s0007g05780.1
OG0008546	Bevul.2G232800.1.p, Bevul.6G174900.1.p	VIT_201s0137g00585.1
OG0008547	Bevul.5G027800.1.p, Bevul.5G027900.1.p	VIT_202s0025g00160.1
OG0008547	Bevul.3G052400.1.p	VIT_216s0050g00970.4, VIT_216s0050g00970.2, VIT_216s0050g00970.3, VIT_216s0050g00970.5, VIT_216s0050g00970.1, VIT_217s0053g00200.1, VIT_202s0025g00170.1
OG0008594	Bevul.9G005100.1.p	VIT_218s0041g00133.1
OG0008595	Bevul.5G103700.1.p, Bevul.3G136500.1.p	VIT_205s0020g02740.2, VIT_205s0020g02740.1
OG0008596	Bevul.2G218500.1.p	VIT_214s0083g00300.1, VIT_214s0083g00300.2
OG0008598	Bevul.1G066500.1.p	VIT_216s0013g02130.1, VIT_216s0013g02130.2, VIT_216s0013g02130.3
OG0008600	Bevul.7G043500.1.p	VIT_208s0007g04340.3, VIT_208s0007g04340.2, VIT_208s0007g04340.1
OG0008601	Bevul.7G137000.1.p	VIT_207s0141g00750.1, VIT_200s0630g00010.1
OG0008602	Bevul.9G058900.1.p	VIT_207s0104g00700.1
OG0008603	Bevul.4G154000.1.p	VIT_214s0128g00330.1, VIT_214s0128g00330.2
OG0008604	Bevul.3G098100.1.p	VIT_205s0102g00230.1
OG0008605	Bevul.7G193900.1.p, Bevul.7G193500.1.p	VIT_213s0019g03470.1, VIT_213s0019g03470.2
OG0008606	Bevul.4G214900.1.p	VIT_200s0220g00070.2, VIT_200s0220g00070.1
OG0008607	Bevul.1G143000.1.p, Bevul.5G025100.1.p	VIT_206s0009g03290.1, VIT_206s0009g02770.1
OG0008608	Bevul.4G103800.1.p	VIT_213s0074g00370.1
OG0008610	Bevul.2G222600.1.p	VIT_214s0036g01270.1
OG0008611	Bevul.4G219100.1.p, Bevul.1G140400.1.p	VIT_206s0009g02300.1
OG0008612	Bevul.3G105000.1.p	VIT_205s0102g01110.1
OG0008613	Bevul.5G251900.1.p	VIT_207s0005g01220.2, VIT_207s0005g01220.1
OG0008614	Bevul.2G027800.1.p, Bevul.2G027800.2.p	VIT_213s0067g03060.2, VIT_213s0067g03060.1, VIT_213s0067g03060.3
OG0008615	Bevul.3G234500.1.p	VIT_205s0029g01240.1
OG0008616	Bevul.4G193900.1.p	VIT_204s0043g00860.3, VIT_204s0043g00860.2, VIT_204s0043g00860.4, VIT_204s0043g00860.1
OG0008617	Bevul.5G225600.1.p, Bevul.5G222000.1.p, Bevul.5G218700.1.p	VIT_210s0092g00186.1
OG0008618	Bevul.2G190200.1.p	VIT_213s0064g00840.1, VIT_213s0064g00810.1
OG0008619	Bevul.3G160100.1.p	VIT_207s0005g00710.1
OG0008620	Bevul.4G231100.1.p	VIT_206s0061g00180.1
OG0008621	Bevul.5G110900.1.p	VIT_208s0032g01180.1, VIT_208s0032g01180.2
OG0008622	Bevul.3G206700.1.p	VIT_208s0007g05410.1
OG0008624	Bevul.1G149600.1.p	VIT_203s0088g00500.4, VIT_203s0088g00500.2
OG0008625	Bevul.4G202300.1.p	VIT_214s0060g01750.1
OG0008626	Bevul.7G231500.1.p, Bevul.7G231600.1.p	VIT_208s0007g03790.1
OG0008627	Bevul.5G241700.1.p	VIT_207s0141g00390.4, VIT_207s0141g00390.2, VIT_207s0141g00390.1, VIT_207s0141g00390.3
OG0008628	Bevul.5G241600.1.p	VIT_207s0141g00360.1
OG0008629	Bevul.1G196300.1.p	VIT_215s0048g02930.1, VIT_215s0048g02940.1, VIT_215s0048g02950.1, VIT_215s0048g02920.1, VIT_215s0048g02970.1
OG0008630	Bevul.7G218200.1.p	VIT_206s0004g07190.1
OG0008631	Bevul.8G099500.1.p	VIT_205s0020g04520.1
OG0008632	Bevul.4G139100.1.p	VIT_214s0030g01740.1
OG0008633	Bevul.4G124500.1.p	VIT_207s0151g01060.1, VIT_207s0151g01060.2
OG0008634	Bevul.3G055000.1.p	VIT_214s0060g01250.1, VIT_214s0060g01250.2
OG0008636	Bevul.3G232200.1.p	VIT_205s0029g00310.1
OG0008637	Bevul.3G179400.1.p	VIT_208s0007g06780.2, VIT_208s0007g06780.1
OG0008639	Bevul.2G226100.1.p	VIT_207s0104g00560.2, VIT_207s0104g00560.1
OG0008640	Bevul.6G210100.1.p	VIT_206s0004g07860.1, VIT_206s0004g07860.2, VIT_206s0004g07860.3
OG0008641	Bevul.3G148800.1.p	VIT_205s0020g04150.1
OG0008642	Bevul.6G046800.1.p	VIT_218s0001g06410.1
OG0008643	Bevul.8G095400.1.p, Bevul.9G039000.1.p	VIT_201s0011g02970.1
OG0008644	Bevul.3G183400.1.p	VIT_213s0156g00330.1, VIT_208s0007g06360.1
OG0008645	Bevul.4G235100.1.p	VIT_208s0007g08240.1, VIT_206s0004g02230.1
OG0008646	Bevul.7G135000.1.p	VIT_200s0260g00060.3, VIT_200s0260g00060.1, VIT_200s0260g00060.2
OG0008648	Bevul.4G105700.1.p	VIT_213s0073g00050.1
OG0008649	Bevul.7G204900.1.p	VIT_206s0004g04870.2, VIT_206s0004g04870.1
OG0008650	Bevul.3G232500.1.p	VIT_205s0029g00420.1
OG0008652	Bevul.7G129700.1.p	VIT_200s0447g00005.1, VIT_200s0216g00070.1
OG0008653	Bevul.9G057400.1.p	VIT_206s0004g03390.2
OG0008654	Bevul.7G129600.1.p	VIT_200s0245g00050.1
OG0008655	Bevul.3G005900.1.p	VIT_205s0049g01410.1
OG0008656	Bevul.3G017500.1.p	VIT_217s0000g04830.1
OG0008657	Bevul.4G239400.1.p	VIT_206s0004g01890.1, VIT_206s0004g01890.2
OG0008658	Bevul.1G051300.1.p	VIT_207s0005g02430.2
OG0008659	Bevul.4G201100.1.p	VIT_214s0060g01970.2, VIT_214s0060g01970.3, VIT_214s0060g01970.1
OG0008660	Bevul.7G206100.1.p	VIT_206s0004g04690.2, VIT_206s0004g04690.1, VIT_206s0004g04690.3
OG0008661	Bevul.7G181500.1.p	VIT_208s0040g02820.1, VIT_206s0004g03910.1
OG0008662	Bevul.4G119200.1.p	VIT_200s0270g00050.1
OG0008664	Bevul.7G066900.1.p	VIT_208s0040g02590.2, VIT_208s0040g02590.3, VIT_208s0040g02590.1
OG0008666	Bevul.4G112500.1.p	VIT_213s0175g00100.1
OG0008667	Bevul.7G050800.1.p	VIT_208s0007g05060.2, VIT_208s0007g05060.1
OG0008668	Bevul.9G102700.2.p, Bevul.9G102700.3.p, Bevul.9G102700.1.p	VIT_206s0061g01140.1
OG0008669	Bevul.7G221700.1.p	VIT_206s0004g07560.4, VIT_206s0004g07560.1, VIT_206s0004g07560.3, VIT_206s0004g07560.2
OG0008670	Bevul.5G052500.1.p	VIT_208s0105g00590.2, VIT_208s0105g00590.1
OG0008671	Bevul.4G197000.1.p	VIT_214s0060g01420.1
OG0008672	Bevul.2G109100.1.p, Bevul.2G109100.2.p, Bevul.2G109100.4.p, Bevul.2G109100.3.p	VIT_208s0007g02780.1
OG0008673	Bevul.3G114800.1.p	VIT_205s0094g00910.2, VIT_205s0094g00910.1
OG0008674	Bevul.5G083200.1.p	VIT_202s0012g00600.1
OG0008675	Bevul.4G153900.1.p	VIT_214s0128g00320.2, VIT_214s0128g00320.3, VIT_214s0128g00320.1
OG0008677	Bevul.4G233700.1.p	VIT_213s0064g00570.1
OG0008678	Bevul.3G225600.1.p	VIT_205s0062g01070.1
OG0008680	Bevul.3G130800.1.p	VIT_219s0027g01800.1, VIT_205s0124g00550.4, VIT_205s0124g00550.3, VIT_205s0124g00550.1, VIT_205s0124g00550.2
OG0008681	Bevul.7G137400.1.p	VIT_200s2625g00005.1, VIT_200s2558g00010.1
OG0008682	Bevul.2G198300.2.p, Bevul.2G198300.1.p	VIT_213s0320g00040.1
OG0008683	Bevul.4G244400.1.p	VIT_206s0004g01100.3, VIT_206s0004g01100.1, VIT_206s0004g01100.2
OG0008684	Bevul.3G180100.1.p	VIT_208s0007g06720.2, VIT_208s0007g06720.1
OG0008685	Bevul.3G190200.1.p	VIT_206s0004g04740.2, VIT_206s0004g04740.1
OG0008686	Bevul.3G121800.1.p	VIT_204s0069g01180.1, VIT_200s0270g00030.1
OG0008688	Bevul.7G226400.1.p	VIT_206s0080g00560.2, VIT_206s0080g00560.1
OG0008689	Bevul.5G130300.1.p, Bevul.7G133300.1.p	VIT_200s0231g00050.3, VIT_200s0231g00050.2, VIT_200s0231g00050.1, VIT_200s0231g00050.4
OG0008690	Bevul.1G040400.1.p	VIT_218s0001g00040.1
OG0008691	Bevul.4G214300.1.p	VIT_200s0499g00040.1
OG0008692	Bevul.4G230900.1.p	VIT_204s0044g01140.1
OG0008693	Bevul.3G097800.1.p	VIT_205s0077g02340.1
OG0008694	Bevul.6G217300.1.p	VIT_214s0068g01150.1, VIT_214s0068g01150.2
OG0008695	Bevul.3G156100.1.p	VIT_205s0020g01270.1
OG0008696	Bevul.6G071800.1.p	VIT_200s1403g00010.1, VIT_200s1403g00010.2
OG0008697	Bevul.1G209500.1.p	VIT_218s0072g01150.1, VIT_218s0072g01150.2, VIT_218s0072g01150.4, VIT_218s0072g01150.3
OG0008698	Bevul.1G046800.1.p	VIT_218s0122g00860.2, VIT_218s0122g00860.1
