Orthogroup	B_vulgaris.proteins	A_vesiculosa.proteins
OG0011441	Bevul.5G139600.1.p	Av_00020554-RA, Av_00020553-RA
OG0011442	Bevul.5G052300.1.p	Av_00024550-RA
OG0011443	Bevul.2G084400.1.p	Av_00020837-RA
OG0011444	Bevul.4G160600.1.p	Av_00011810-RA
OG0011445	Bevul.9G202600.1.p	Av_00006754-RA
OG0011448	Bevul.7G130600.1.p	Av_00003399-RA
OG0011449	Bevul.1G018000.1.p	Av_00019118-RA, Av_00016017-RA
OG0011450	Bevul.1G199200.1.p	Av_00002084-RA
OG0011452	Bevul.1G218100.1.p	Av_00011468-RA
OG0011454	Bevul.8G003700.1.p	Av_00008227-RA
OG0011455	Bevul.9G182700.2.p, Bevul.9G182700.1.p	Av_00010168-RA
OG0011457	Bevul.6G026100.1.p	Av_00017904-RA
OG0011458	Bevul.1G093400.1.p	Av_00014027-RA
OG0011460	Bevul.9G177500.1.p	Av_00021543-RA
OG0011461	Bevul.5G163100.1.p	Av_00009239-RA
OG0011462	Bevul.9G152000.1.p, Bevul.9G152000.2.p	Av_00008786-RA
OG0011463	Bevul.6G101400.1.p	Av_00000430-RA, Av_00015333-RA
OG0011464	Bevul.6G018500.1.p	Av_00000458-RA
OG0011465	Bevul.1G005200.1.p	Av_00019106-RA
OG0011466	Bevul.4G189900.1.p	Av_00011796-RA
OG0011470	Bevul.9G147600.1.p	Av_00008831-RA, Av_00018752-RA
OG0011472	Bevul.3G034000.1.p	Av_00017576-RA
OG0011473	Bevul.1G123300.1.p	Av_00019201-RA
OG0011474	Bevul.1G022400.1.p	Av_00019569-RA
OG0011475	Bevul.9G221700.1.p	Av_00004267-RA
OG0011476	Bevul.6G153400.1.p	Av_00016291-RA
OG0011477	Bevul.8G100000.1.p	Av_00000860-RA
OG0011478	Bevul.6G083900.1.p	Av_00005694-RA
OG0011479	Bevul.1G218200.1.p	Av_00008650-RA
OG0011481	Bevul.9G210400.1.p	Av_00007296-RA
OG0011483	Bevul.9G017200.1.p	Av_00000265-RA
OG0011484	Bevul.1G042900.1.p	Av_00007415-RA
OG0011485	Bevul.9G007300.1.p, Bevul.9G007300.2.p	Av_00017982-RA
OG0011486	Bevul.2G078000.1.p, Bevul.7G125900.1.p	Av_00009655-RA, Av_00002249-RA
OG0011487	Bevul.9G222700.3.p, Bevul.9G222700.1.p, Bevul.9G222700.2.p	Av_00004620-RA
OG0011488	Bevul.1G105100.1.p	Av_00008675-RA
OG0011489	Bevul.9G053800.1.p	Av_00009613-RA
OG0011490	Bevul.5G000100.1.p	Av_00021503-RA
OG0011491	Bevul.1G173300.1.p	Av_00006281-RA
OG0011492	Bevul.9G179800.1.p	Av_00012293-RA
OG0011493	Bevul.2G245100.1.p	Av_00020966-RA
OG0011496	Bevul.6G012000.1.p	Av_00014925-RA
OG0011499	Bevul.2G086700.1.p	Av_00004387-RA
OG0011501	Bevul.4G181900.1.p	Av_00014854-RA
OG0011502	Bevul.6G085700.1.p	Av_00015366-RA, Av_00000400-RA
OG0011503	Bevul.2G088400.1.p	Av_00008224-RA
OG0011505	Bevul.6G217700.1.p	Av_00003015-RA
OG0011506	Bevul.1G117000.1.p	Av_00022156-RA, Av_00022767-RA
OG0011507	Bevul.1G205900.1.p	Av_00013977-RA, Av_00003287-RA
OG0011509	Bevul.6G065900.1.p	Av_00007817-RA
OG0011511	Bevul.8G044800.1.p	Av_00010617-RA
OG0011515	Bevul.4G009600.1.p	Av_00023502-RA, Av_00003060-RA
OG0011516	Bevul.4G030900.1.p	Av_00007895-RA
OG0011517	Bevul.4G063900.1.p	Av_00007850-RA
OG0011521	Bevul.8G094100.1.p	Av_00019710-RA
OG0011523	Bevul.9G074300.1.p	Av_00021428-RA
OG0011524	Bevul.1G102100.1.p	Av_00017177-RA
OG0011525	Bevul.4G001900.1.p	Av_00019123-RA
OG0011527	Bevul.4G020900.1.p	Av_00002545-RA
OG0011529	Bevul.7G198400.1.p	Av_00015831-RA, Av_00021432-RA
OG0011530	Bevul.9G087900.1.p	Av_00019092-RA
OG0011534	Bevul.8G084300.1.p	Av_00024126-RA
OG0011535	Bevul.9G094700.1.p	Av_00019831-RA
OG0011537	Bevul.8G109400.1.p	Av_00013852-RA, Av_00011292-RA
OG0011538	Bevul.3G047700.1.p	Av_00014785-RA
OG0011540	Bevul.7G153700.1.p	Av_00018825-RA, Av_00010720-RA
OG0011542	Bevul.2G002200.1.p	Av_00010159-RA
OG0011546	Bevul.1G136400.1.p	Av_00020891-RA
OG0011547	Bevul.5G097800.1.p	Av_00019681-RA
OG0011548	Bevul.5G166300.1.p	Av_00017057-RA, Av_00017450-RA
OG0011549	Bevul.8G178500.1.p	Av_00005856-RA
OG0011550	Bevul.2G124000.1.p	Av_00021252-RA
OG0011551	Bevul.5G043800.1.p	Av_00010386-RA
OG0011552	Bevul.1G013800.1.p	Av_00006854-RA
OG0011553	Bevul.2G117900.1.p	Av_00004392-RA, Av_00008233-RA
OG0011554	Bevul.6G129100.1.p	Av_00002567-RA, Av_00018461-RA
OG0011555	Bevul.3G198200.1.p	Av_00024546-RA, Av_00024473-RA
OG0011556	Bevul.4G231500.1.p, Bevul.3G037600.1.p	Av_00009524-RA, Av_00018909-RA
OG0011557	Bevul.5G042400.1.p	Av_00003032-RA
OG0011558	Bevul.3G143000.1.p	Av_00018500-RA
OG0011559	Bevul.9G214600.1.p	Av_00008004-RA, Av_00006797-RA
OG0011560	Bevul.8G190900.1.p	Av_00003776-RA
OG0011561	Bevul.2G155800.1.p	Av_00010067-RA, Av_00022374-RA
OG0011562	Bevul.8G134200.1.p	Av_00004568-RA
OG0011564	Bevul.7G134700.1.p	Av_00021280-RA
OG0011566	Bevul.1G139700.1.p	Av_00003137-RA
OG0011567	Bevul.5G001000.1.p	Av_00010360-RA
OG0011569	Bevul.4G111200.1.p	Av_00004151-RA, Av_00015428-RA
OG0011572	Bevul.8G132900.1.p	Av_00007237-RA
OG0011573	Bevul.8G193100.1.p	Av_00004248-RA, Av_00004635-RA
OG0011576	Bevul.2G024900.1.p	Av_00010086-RA, Av_00018256-RA
OG0011577	Bevul.8G202200.1.p	Av_00019536-RA
OG0011579	Bevul.3G074100.1.p	Av_00020614-RA
OG0011581	Bevul.1G183300.1.p	Av_00014653-RA
OG0011582	Bevul.1G186900.1.p	Av_00009362-RA
OG0011583	Bevul.6G248300.1.p	Av_00005303-RA
OG0011584	Bevul.4G076000.1.p	Av_00017182-RA
OG0011585	Bevul.1G124900.1.p	Av_00008646-RA, Av_00014684-RA
OG0011586	Bevul.2G133700.1.p, Bevul.1G198400.1.p	Av_00011025-RA
OG0011588	Bevul.5G025700.1.p	Av_00024528-RA
OG0011589	Bevul.8G123900.1.p	Av_00008339-RA
OG0011590	Bevul.3G203700.1.p	Av_00010040-RA
OG0011591	Bevul.7G072400.1.p	Av_00018373-RA
OG0011592	Bevul.2G037700.1.p, Bevul.5G011100.1.p	Av_00015615-RA
OG0011593	Bevul.1G135200.1.p	Av_00022281-RA
OG0011596	Bevul.1G129100.1.p	Av_00000061-RA
OG0011597	Bevul.8G132500.1.p	Av_00000944-RA
OG0011598	Bevul.5G107800.1.p	Av_00019457-RA
OG0011599	Bevul.3G045500.1.p	Av_00020612-RA
OG0011600	Bevul.5G077800.1.p	Av_00020127-RA
OG0011602	Bevul.2G157900.1.p, Bevul.6G170500.1.p	Av_00008904-RA
OG0011603	Bevul.5G132800.1.p	Av_00015544-RA
OG0011604	Bevul.4G169400.1.p	Av_00001332-RA
OG0011605	Bevul.3G067000.1.p	Av_00002088-RA
OG0011606	Bevul.6G184400.1.p	Av_00023992-RA
OG0011607	Bevul.3G045200.1.p	Av_00014787-RA, Av_00009197-RA
OG0011611	Bevul.4G066500.1.p	Av_00022376-RA
OG0011612	Bevul.4G066900.1.p	Av_00007845-RA, Av_00000208-RA
OG0011613	Bevul.8G074000.1.p	Av_00007447-RA
OG0011615	Bevul.5G145400.1.p	Av_00010464-RA
OG0011618	Bevul.9G037000.2.p, Bevul.9G037000.1.p, Bevul.9G037000.3.p	Av_00020471-RA
OG0011619	Bevul.9G018900.1.p	Av_00012853-RA, Av_00012854-RA
OG0011620	Bevul.6G199300.1.p	Av_00003994-RA
OG0011622	Bevul.2G051000.2.p, Bevul.2G051000.1.p	Av_00019866-RA, Av_00019662-RA
OG0011627	Bevul.8G212500.1.p	Av_00001015-RA, Av_00004487-RA
OG0011629	Bevul.4G052100.1.p	Av_00000196-RA
OG0011630	Bevul.4G082900.1.p	Av_00007821-RA
OG0011632	Bevul.3G046400.1.p	Av_00002159-RA
OG0011633	Bevul.7G222700.1.p	Av_00020730-RA
OG0011636	Bevul.9G019300.1.p	Av_00004717-RA
OG0011638	Bevul.9G046500.1.p	Av_00024612-RA
OG0011639	Bevul.2G220700.1.p	Av_00011380-RA
OG0011640	Bevul.4G222800.1.p	Av_00016429-RA
OG0011642	Bevul.7G198700.1.p	Av_00006158-RA
OG0011644	Bevul.8G029000.1.p	Av_00023130-RA
OG0011645	Bevul.4G051200.1.p	Av_00015774-RA, Av_00002444-RA
OG0011646	Bevul.2G192700.1.p	Av_00001924-RA
OG0011647	Bevul.1G191700.1.p	Av_00024511-RA
OG0011648	Bevul.7G209100.1.p	Av_00006136-RA
OG0011649	Bevul.7G209600.1.p	Av_00006135-RA
OG0011653	Bevul.7G215700.1.p	Av_00024832-RA
OG0011654	Bevul.4G075000.1.p	Av_00012647-RA, Av_00002343-RA
OG0011655	Bevul.8G091800.1.p	Av_00008174-RA
OG0011656	Bevul.7G064600.1.p	Av_00024432-RA
OG0011657	Bevul.6G049000.1.p	Av_00012488-RA
OG0011658	Bevul.7G183300.1.p	Av_00008510-RA
OG0011659	Bevul.8G058000.1.p	Av_00003686-RA
OG0011661	Bevul.5G138500.1.p	Av_00015799-RA
OG0011662	Bevul.3G103800.1.p	Av_00002152-RA
OG0011664	Bevul.7G181400.1.p	Av_00010751-RA
OG0011665	Bevul.3G204900.1.p	Av_00023025-RA
OG0011666	Bevul.4G074000.1.p	Av_00013742-RA
OG0011667	Bevul.4G249000.1.p	Av_00004337-RA, Av_00008160-RA
OG0011668	Bevul.9G039800.1.p	Av_00016888-RA
OG0011669	Bevul.2G188300.1.p	Av_00009083-RA
OG0011670	Bevul.7G023600.1.p	Av_00019406-RA
OG0011671	Bevul.6G150000.1.p	Av_00023388-RA
OG0011672	Bevul.2G020100.1.p	Av_00009496-RA, Av_00018883-RA
OG0011674	Bevul.8G084700.1.p	Av_00020071-RA
OG0011675	Bevul.3G209900.1.p	Av_00014503-RA
OG0011676	Bevul.4G061600.1.p, Bevul.4G062000.1.p	Av_00007320-RA
OG0011677	Bevul.4G109700.1.p	Av_00016210-RA
OG0011679	Bevul.7G058700.1.p	Av_00002869-RA, Av_00012554-RA
OG0011680	Bevul.7G012800.1.p	Av_00015649-RA
OG0011682	Bevul.8G054300.1.p	Av_00010591-RA, Av_00003691-RA
OG0011683	Bevul.3G204800.1.p	Av_00015702-RA
OG0011684	Bevul.8G093000.1.p	Av_00020082-RA
OG0011685	Bevul.1G147100.1.p	Av_00019310-RA
OG0011686	Bevul.8G007100.1.p	Av_00005877-RA
OG0011687	Bevul.8G050600.1.p	Av_00008965-RA
OG0011688	Bevul.7G003900.1.p	Av_00021770-RA, Av_00014046-RA, Av_00019256-RA
OG0011691	Bevul.8G013600.1.p	Av_00005886-RA, Av_00021407-RA
OG0011693	Bevul.2G196700.1.p	Av_00015870-RA
OG0011694	Bevul.8G023000.1.p	Av_00008713-RA
OG0011696	Bevul.4G223000.1.p	Av_00001217-RA
OG0011697	Bevul.7G196200.1.p	Av_00020483-RA
OG0011699	Bevul.7G050900.1.p	Av_00019337-RA
OG0011700	Bevul.2G251100.1.p	Av_00005027-RA, Av_00003846-RA
OG0011701	Bevul.2G040700.1.p	Av_00001988-RA, Av_00017931-RA
OG0011702	Bevul.7G029000.1.p	Av_00004312-RA
OG0011704	Bevul.4G119400.1.p	Av_00016221-RA
OG0011705	Bevul.3G121400.1.p	Av_00012873-RA
OG0011706	Bevul.8G096200.1.p	Av_00003374-RA, Av_00010843-RA
OG0011707	Bevul.8G011500.1.p	Av_00014116-RA
OG0011708	Bevul.4G045400.1.p	Av_00002535-RA, Av_00002464-RA
OG0011709	Bevul.7G177500.1.p	Av_00007322-RA
OG0011710	Bevul.5G236700.1.p	Av_00009585-RA
OG0011711	Bevul.6G045800.1.p	Av_00022763-RA
OG0011712	Bevul.6G169100.1.p	Av_00000258-RA
OG0011713	Bevul.3G029300.1.p	Av_00013038-RA, Av_00017628-RA
OG0011714	Bevul.6G200900.1.p	Av_00012227-RA, Av_00005205-RA
OG0011716	Bevul.7G140400.1.p	Av_00001695-RA
OG0011717	Bevul.5G151000.1.p	Av_00009267-RA
OG0011718	Bevul.1G019100.1.p	Av_00007936-RA, Av_00006844-RA
OG0011719	Bevul.5G145500.1.p	Av_00008670-RA
OG0011720	Bevul.9G174100.1.p	Av_00023152-RA
OG0011721	Bevul.3G060000.1.p	Av_00002141-RA
OG0011722	Bevul.6G051700.1.p	Av_00011646-RA
OG0011723	Bevul.5G156400.1.p	Av_00015022-RA
OG0011724	Bevul.3G088500.1.p	Av_00002054-RA
OG0011725	Bevul.1G065900.1.p	Av_00005641-RA
OG0011726	Bevul.4G170000.1.p	Av_00006640-RA
OG0011727	Bevul.4G022000.1.p	Av_00013748-RA
OG0011729	Bevul.1G215000.1.p	Av_00017792-RA
OG0011730	Bevul.6G176800.1.p	Av_00019394-RA
OG0011731	Bevul.1G122600.1.p	Av_00014673-RA
OG0011732	Bevul.5G131600.1.p	Av_00006893-RA, Av_00023754-RA
OG0011733	Bevul.6G019000.1.p	Av_00016329-RA
OG0011734	Bevul.5G245600.1.p	Av_00001418-RA, Av_00003443-RA
OG0011736	Bevul.4G168200.1.p	Av_00016623-RA
OG0011738	Bevul.5G100600.1.p	Av_00017798-RA
OG0011739	Bevul.9G176700.1.p	Av_00023633-RA
OG0011740	Bevul.3G162200.1.p	Av_00024838-RA
OG0011742	Bevul.1G001600.1.p	Av_00015208-RA, Av_00014813-RA
OG0011744	Bevul.4G175600.1.p, Bevul.5G143700.1.p	Av_00016726-RA
OG0011745	Bevul.2G113800.1.p	Av_00013633-RA
OG0011746	Bevul.8G209300.1.p	Av_00004481-RA, Av_00023592-RA
OG0011747	Bevul.6G019300.1.p	Av_00016330-RA
OG0011749	Bevul.4G159000.1.p	Av_00001311-RA
OG0011750	Bevul.1G193400.1.p	Av_00008598-RA
OG0011752	Bevul.6G215700.1.p	Av_00016724-RA
OG0011753	Bevul.3G150800.1.p	Av_00019023-RA
OG0011754	Bevul.1G049000.1.p	Av_00008987-RA
OG0011755	Bevul.6G036100.1.p	Av_00022390-RA
OG0011756	Bevul.6G168400.1.p	Av_00012089-RA
OG0011759	Bevul.1G067700.1.p, Bevul.1G067900.1.p	Av_00014807-RA
OG0011760	Bevul.1G075000.1.p	Av_00019378-RA, Av_00022298-RA
OG0011761	Bevul.1G112800.1.p	Av_00000073-RA, Av_00003177-RA
OG0011762	Bevul.6G223800.1.p	Av_00018982-RA, Av_00001920-RA
OG0011763	Bevul.9G231300.1.p	Av_00007180-RA
OG0011764	Bevul.7G230500.1.p	Av_00023810-RA, Av_00022107-RA
OG0011765	Bevul.9G234300.1.p	Av_00004534-RA
OG0011766	Bevul.3G122400.1.p	Av_00002031-RA, Av_00012872-RA
OG0011767	Bevul.4G142300.1.p	Av_00004759-RA
OG0011768	Bevul.1G072200.1.p	Av_00016678-RA
OG0011770	Bevul.3G077400.1.p	Av_00011068-RA
OG0011771	Bevul.6G172300.1.p	Av_00021003-RA, Av_00019388-RA
OG0011772	Bevul.6G209400.1.p	Av_00012236-RA, Av_00021826-RA
OG0011774	Bevul.1G147600.1.p	Av_00020393-RA
OG0011775	Bevul.3G181300.1.p	Av_00020036-RA
OG0011776	Bevul.1G063700.1.p	Av_00019278-RA, Av_00008918-RA
OG0011778	Bevul.1G060800.1.p	Av_00017984-RA
OG0011780	Bevul.5G155700.1.p	Av_00009255-RA
OG0011782	Bevul.5G243100.1.p	Av_00003432-RA
OG0011785	Bevul.1G202900.1.p	Av_00023326-RA
OG0011786	Bevul.3G069700.1.p	Av_00002083-RA
OG0011787	Bevul.2G000800.1.p	Av_00009648-RA
OG0011788	Bevul.1G003400.1.p	Av_00009989-RA
OG0011789	Bevul.2G108500.1.p	Av_00003561-RA
OG0011790	Bevul.7G113500.1.p	Av_00022905-RA, Av_00000755-RA
OG0011791	Bevul.8G101300.1.p	Av_00001389-RA
OG0011792	Bevul.6G055100.1.p	Av_00015382-RA
OG0011794	Bevul.9G001100.1.p	Av_00016452-RA
OG0011795	Bevul.5G099500.1.p	Av_00021566-RA
OG0011799	Bevul.1G144700.1.p	Av_00008345-RA, Av_00019384-RA
OG0011801	Bevul.4G236200.1.p, Bevul.4G235800.1.p	Av_00006391-RA
OG0011802	Bevul.6G179600.1.p	Av_00015476-RA, Av_00025044-RA
OG0011803	Bevul.5G091900.1.p	Av_00017563-RA
OG0011806	Bevul.2G066800.1.p	Av_00005543-RA
OG0011807	Bevul.1G149400.1.p	Av_00023614-RA
OG0011808	Bevul.7G138700.1.p	Av_00003576-RA
OG0011810	Bevul.2G216800.2.p, Bevul.2G216800.1.p	Av_00004986-RA
OG0011812	Bevul.6G192100.1.p, Bevul.6G191800.1.p	Av_00015479-RA
OG0011814	Bevul.3G166100.1.p	Av_00022847-RA
OG0011815	Bevul.6G244300.1.p	Av_00024408-RA, Av_00005290-RA
OG0011816	Bevul.5G176000.1.p	Av_00006047-RA
OG0011817	Bevul.J000800.1.p	Av_00013824-RA
OG0011818	Bevul.5G187300.1.p	Av_00009319-RA, Av_00012432-RA
OG0011819	Bevul.5G147100.1.p	Av_00010195-RA
OG0011820	Bevul.8G159700.1.p	Av_00022258-RA, Av_00019793-RA
OG0011821	Bevul.2G203000.1.p	Av_00003932-RA
OG0011823	Bevul.6G079800.1.p	Av_00016714-RA
OG0011825	Bevul.9G224600.2.p, Bevul.9G224600.3.p, Bevul.9G224600.1.p	Av_00011280-RA
OG0011827	Bevul.5G191000.1.p	Av_00013788-RA
OG0011828	Bevul.5G168100.1.p	Av_00020315-RA
OG0011829	Bevul.6G108200.1.p	Av_00007589-RA
OG0011830	Bevul.2G250500.1.p	Av_00020516-RA
OG0011831	Bevul.4G004500.1.p	Av_00021308-RA
OG0011832	Bevul.3G095800.1.p	Av_00006257-RA
OG0011833	Bevul.6G121400.1.p	Av_00003307-RA
OG0011834	Bevul.6G077800.1.p	Av_00005232-RA
OG0011835	Bevul.6G125300.1.p	Av_00006362-RA, Av_00007613-RA
OG0011838	Bevul.6G245400.1.p, Bevul.5G152600.1.p	Av_00000581-RA
OG0011839	Bevul.8G103400.1.p	Av_00010194-RA
OG0011842	Bevul.9G064300.1.p	Av_00010859-RA, Av_00019896-RA
OG0011843	Bevul.1G141700.1.p	Av_00023214-RA
OG0011844	Bevul.5G187800.1.p	Av_00009317-RA, Av_00015914-RA
OG0011847	Bevul.2G209400.1.p	Av_00022017-RA
OG0011850	Bevul.9G007000.1.p	Av_00001456-RA
OG0011853	Bevul.6G077700.1.p	Av_00015530-RA, Av_00016987-RA
OG0011854	Bevul.6G077200.1.p	Av_00015531-RA
OG0011855	Bevul.5G195800.1.p	Av_00013867-RA, Av_00011269-RA
OG0011857	Bevul.7G072000.1.p	Av_00000856-RA
OG0011858	Bevul.6G134400.1.p	Av_00000246-RA
OG0011859	Bevul.6G043000.1.p	Av_00019609-RA, Av_00023052-RA
OG0011860	Bevul.9G181700.1.p	Av_00023157-RA
OG0011862	Bevul.5G216400.1.p	Av_00010471-RA, Av_00017642-RA
OG0011865	Bevul.4G120200.1.p	Av_00016224-RA
OG0011868	Bevul.6G205600.1.p	Av_00021833-RA
OG0011870	Bevul.6G245100.1.p	Av_00005292-RA
OG0011871	Bevul.6G133200.1.p	Av_00018431-RA, Av_00002595-RA
OG0011874	Bevul.2G056900.1.p	Av_00010611-RA
OG0011875	Bevul.5G215000.1.p	Av_00013375-RA
OG0011876	Bevul.5G212700.1.p	Av_00011293-RA
OG0011879	Bevul.2G055000.4.p, Bevul.2G055000.3.p, Bevul.2G055000.2.p, Bevul.2G055000.1.p, Bevul.2G058200.1.p, Bevul.2G054900.1.p, Bevul.2G054800.1.p	Av_00022375-RA
OG0011882	Bevul.5G026100.1.p	Av_00010437-RA, Av_00014592-RA
OG0011888	Bevul.7G033700.1.p	Av_00005058-RA, Av_00003816-RA, Av_00002921-RA, Av_00012602-RA
OG0011890	Bevul.6G048100.1.p	Av_00016378-RA
OG0011891	Bevul.2G136400.1.p	Av_00024148-RA
OG0011892	Bevul.5G250300.1.p	Av_00003436-RA
OG0011893	Bevul.4G179300.1.p	Av_00001267-RA
OG0011897	Bevul.1G195800.1.p	Av_00014635-RA
OG0011899	Bevul.1G113100.1.p	Av_00003178-RA, Av_00013981-RA
OG0011908	Bevul.7G080900.1.p	Av_00004529-RA, Av_00000987-RA
OG0011912	Bevul.3G062100.1.p, Bevul.3G097900.1.p	Av_00002145-RA
OG0011913	Bevul.3G003700.1.p	Av_00013507-RA, Av_00001531-RA
OG0011914	Bevul.3G173300.1.p	Av_00013206-RA, Av_00006717-RA, Av_00012078-RA
OG0011916	Bevul.8G076900.1.p	Av_00014184-RA, Av_00010643-RA
OG0011919	Bevul.9G227000.3.p, Bevul.9G227000.5.p, Bevul.9G227000.1.p, Bevul.9G227000.4.p, Bevul.9G227000.2.p, Bevul.9G227000.6.p	Av_00010048-RA
OG0011922	Bevul.4G011100.1.p, Bevul.3G233500.1.p	Av_00007755-RA
OG0011925	Bevul.9G140700.1.p	Av_00007276-RA, Av_00018296-RA
OG0011936	Bevul.2G102000.1.p, Bevul.6G138100.1.p, Bevul.7G106200.1.p, Bevul.3G018600.1.p, Bevul.4G115900.1.p, Bevul.5G144600.1.p, Bevul.3G112500.1.p, Bevul.6G160100.1.p, Bevul.1G195900.1.p, Bevul.1G094700.1.p, Bevul.8G100700.1.p, Bevul.7G096200.1.p, Bevul.3G154200.1.p, Bevul.8G093100.1.p	Av_00021845-RA
OG0012005	Bevul.4G153100.1.p	Av_00016065-RA
OG0012007	Bevul.7G199300.1.p	Av_00025100-RA
OG0012008	Bevul.7G186500.1.p	Av_00021782-RA
OG0012009	Bevul.6G093500.1.p	Av_00002023-RA
OG0012012	Bevul.7G049600.2.p, Bevul.7G049600.1.p	Av_00021175-RA
OG0012013	Bevul.3G160200.1.p	Av_00012093-RA
OG0012016	Bevul.5G230900.1.p	Av_00001408-RA
OG0012017	Bevul.4G023300.1.p	Av_00003735-RA
OG0012019	Bevul.3G005400.1.p	Av_00000570-RA
OG0012022	Bevul.7G122100.1.p	Av_00020973-RA
OG0012025	Bevul.4G083500.1.p	Av_00019285-RA
OG0012026	Bevul.4G216500.1.p	Av_00006560-RA
OG0012027	Bevul.2G039000.1.p	Av_00006078-RA
OG0012028	Bevul.3G225800.1.p	Av_00022198-RA
OG0012029	Bevul.7G218500.1.p	Av_00016806-RA
OG0012031	Bevul.5G231600.1.p	Av_00022118-RA, Av_00019761-RA
OG0012032	Bevul.2G206900.1.p	Av_00022428-RA
OG0012033	Bevul.7G114200.1.p	Av_00005122-RA
OG0012034	Bevul.7G231400.1.p	Av_00017362-RA
OG0012035	Bevul.4G020600.1.p	Av_00021155-RA
OG0012036	Bevul.9G132800.1.p	Av_00004291-RA, Av_00004588-RA
OG0012038	Bevul.4G141000.1.p	Av_00024775-RA, Av_00024774-RA, Av_00016260-RA
OG0012041	Bevul.9G203600.1.p	Av_00018145-RA
OG0012042	Bevul.4G210200.1.p	Av_00011812-RA, Av_00006963-RA
OG0012046	Bevul.6G187600.1.p	Av_00018024-RA
OG0012048	Bevul.3G199700.1.p	Av_00013161-RA
OG0012050	Bevul.9G069600.1.p	Av_00006025-RA
OG0012051	Bevul.3G131300.1.p	Av_00009545-RA
OG0012052	Bevul.3G103900.1.p	Av_00002156-RA
OG0012053	Bevul.5G152400.1.p	Av_00015016-RA, Av_00009264-RA
OG0012054	Bevul.8G129900.1.p	Av_00000691-RA
OG0012055	Bevul.7G090000.1.p	Av_00019403-RA
OG0012056	Bevul.6G034800.1.p	Av_00002983-RA, Av_00014506-RA
OG0012057	Bevul.5G255000.1.p	Av_00009676-RA
OG0012058	Bevul.4G135700.1.p	Av_00001283-RA, Av_00016760-RA
OG0012059	Bevul.3G139500.1.p	Av_00021775-RA
OG0012061	Bevul.7G097100.1.p	Av_00002108-RA
OG0012062	Bevul.8G111000.1.p	Av_00000680-RA
OG0012063	Bevul.7G126000.1.p	Av_00024071-RA, Av_00004139-RA
OG0012064	Bevul.4G194100.1.p	Av_00006586-RA
OG0012065	Bevul.3G200000.1.p	Av_00013160-RA
OG0012066	Bevul.1G011500.1.p	Av_00004178-RA
OG0012069	Bevul.8G183500.1.p	Av_00013163-RA
OG0012072	Bevul.3G062800.1.p	Av_00014737-RA
OG0012075	Bevul.1G057400.1.p	Av_00011140-RA
OG0012077	Bevul.3G169300.1.p	Av_00012091-RA
OG0012078	Bevul.2G044600.1.p	Av_00005224-RA
OG0012080	Bevul.8G061600.1.p	Av_00005933-RA, Av_00020698-RA
OG0012081	Bevul.3G141200.1.p	Av_00018505-RA
OG0012082	Bevul.5G256200.1.p	Av_00014266-RA
OG0012083	Bevul.2G012600.1.p	Av_00017936-RA
OG0012084	Bevul.6G035500.1.p	Av_00005119-RA
OG0012085	Bevul.3G113700.1.p	Av_00018086-RA
OG0012086	Bevul.4G150500.1.p	Av_00001300-RA, Av_00015102-RA
OG0012087	Bevul.5G252200.1.p	Av_00003445-RA, Av_00023724-RA
OG0012089	Bevul.6G010400.1.p	Av_00015700-RA, Av_00005101-RA
OG0012090	Bevul.2G238200.1.p	Av_00015625-RA
OG0012092	Bevul.8G109300.1.p	Av_00013078-RA
OG0012094	Bevul.7G025900.1.p	Av_00022070-RA
OG0012099	Bevul.4G203600.1.p	Av_00023869-RA
OG0012101	Bevul.2G045600.1.p	Av_00014474-RA
OG0012102	Bevul.1G003600.1.p	Av_00009991-RA
OG0012103	Bevul.1G100800.1.p	Av_00015277-RA, Av_00010957-RA, Av_00013994-RA
OG0012104	Bevul.1G070500.1.p	Av_00020504-RA
OG0012106	Bevul.1G142400.1.p	Av_00012268-RA
OG0012107	Bevul.8G113200.1.p	Av_00015936-RA
OG0012110	Bevul.9G178700.1.p	Av_00012292-RA
OG0012111	Bevul.4G094700.1.p	Av_00019416-RA
OG0012113	Bevul.1G069800.1.p	Av_00017295-RA, Av_00004992-RA
OG0012114	Bevul.6G085600.1.p	Av_00015367-RA
OG0012115	Bevul.1G012900.1.p	Av_00010025-RA
OG0012116	Bevul.1G065700.1.p	Av_00000118-RA, Av_00011524-RA
OG0012117	Bevul.6G080900.1.p	Av_00012850-RA
OG0012118	Bevul.1G211300.1.p	Av_00014610-RA, Av_00008571-RA
OG0012119	Bevul.1G214200.1.p	Av_00022297-RA
OG0012120	Bevul.1G008700.1.p	Av_00006889-RA, Av_00024535-RA
OG0012123	Bevul.9G115000.1.p	Av_00022696-RA
OG0012125	Bevul.4G006100.1.p	Av_00024135-RA
OG0012128	Bevul.9G164800.1.p	Av_00011334-RA
OG0012129	Bevul.3G056000.1.p	Av_00010728-RA
OG0012130	Bevul.6G021200.1.p	Av_00022699-RA
OG0012132	Bevul.1G129300.1.p	Av_00004867-RA
OG0012133	Bevul.9G159100.1.p	Av_00012993-RA
OG0012138	Bevul.2G243200.1.p, Bevul.4G172400.1.p	Av_00010772-RA
OG0012140	Bevul.1G009500.1.p, Bevul.7G007600.1.p	Av_00010221-RA
OG0012141	Bevul.6G000300.1.p	Av_00007724-RA
