Orthogroup	B_vulgaris.proteins	D_muscipula.proteins
OG0008677	Bevul.4G233700.1.p	Dm_00005643-RA
OG0008678	Bevul.3G225600.1.p	Dm_00008481-RA
OG0008680	Bevul.3G130800.1.p	Dm_00017518-RA
OG0008681	Bevul.7G137400.1.p	Dm_00001120-RA
OG0008682	Bevul.2G198300.2.p, Bevul.2G198300.1.p	Dm_00007880-RA
OG0008683	Bevul.4G244400.1.p	Dm_00012097-RA
OG0008684	Bevul.3G180100.1.p	Dm_00012170-RA
OG0008685	Bevul.3G190200.1.p	Dm_00012330-RA
OG0008686	Bevul.3G121800.1.p	Dm_00016610-RA, Dm_00016611-RA, Dm_00014060-RA
OG0008688	Bevul.7G226400.1.p	Dm_00003872-RA, Dm_00014165-RA
OG0008690	Bevul.1G040400.1.p	Dm_00000152-RA
OG0008691	Bevul.4G214300.1.p	Dm_00004488-RA
OG0008692	Bevul.4G230900.1.p	Dm_00014028-RA, Dm_00005094-RA
OG0008693	Bevul.3G097800.1.p	Dm_00009499-RA
OG0008694	Bevul.6G217300.1.p	Dm_00010013-RA
OG0008695	Bevul.3G156100.1.p	Dm_00013802-RA, Dm_00013243-RA, Dm_00011236-RA
OG0008697	Bevul.1G209500.1.p	Dm_00010119-RA
OG0008699	Bevul.2G014600.1.p, Bevul.2G014600.4.p, Bevul.2G014600.2.p, Bevul.2G014600.3.p	Dm_00016100-RA
OG0008700	Bevul.1G030800.1.p	Dm_00013693-RA, Dm_00000123-RA
OG0008701	Bevul.9G003800.1.p	Dm_00004503-RA
OG0008704	Bevul.6G018400.1.p	Dm_00014607-RA, Dm_00004348-RA
OG0008705	Bevul.7G184800.1.p	Dm_00012206-RA, Dm_00017930-RA
OG0008708	Bevul.3G092300.1.p	Dm_00007234-RA
OG0008709	Bevul.1G116600.1.p	Dm_00012115-RA
OG0008711	Bevul.4G077600.1.p	Dm_00005195-RA
OG0008712	Bevul.1G215600.1.p	Dm_00005537-RA
OG0008713	Bevul.4G182300.1.p	Dm_00001872-RA
OG0008714	Bevul.6G087600.1.p	Dm_00019638-RA
OG0008715	Bevul.9G219100.1.p	Dm_00018072-RA
OG0008716	Bevul.8G060200.1.p	Dm_00005089-RA
OG0008717	Bevul.1G032200.1.p	Dm_00000128-RA
OG0008718	Bevul.6G027400.1.p	Dm_00003685-RA
OG0008719	Bevul.6G014100.1.p	Dm_00006594-RA
OG0008720	Bevul.9G180400.1.p	Dm_00014780-RA, Dm_00006602-RA
OG0008722	Bevul.9G232800.1.p	Dm_00005945-RA
OG0008723	Bevul.6G065800.1.p	Dm_00001072-RA
OG0008725	Bevul.3G033000.1.p	Dm_00006444-RA
OG0008726	Bevul.1G107100.1.p	Dm_00005209-RA
OG0008727	Bevul.9G230600.1.p	Dm_00003480-RA
OG0008729	Bevul.9G195200.1.p	Dm_00002030-RA
OG0008730	Bevul.6G062200.1.p	Dm_00013410-RA
OG0008731	Bevul.5G179200.1.p	Dm_00007409-RA, Dm_00015116-RA
OG0008732	Bevul.4G110300.1.p	Dm_00010531-RA
OG0008733	Bevul.1G164000.1.p	Dm_00018838-RA
OG0008734	Bevul.8G075000.1.p	Dm_00007862-RA
OG0008735	Bevul.6G013600.1.p	Dm_00006597-RA
OG0008736	Bevul.6G058200.1.p, Bevul.2G238500.1.p	Dm_00003206-RA
OG0008737	Bevul.8G116500.1.p	Dm_00010403-RA
OG0008738	Bevul.9G066000.1.p	Dm_00013556-RA
OG0008739	Bevul.6G032100.1.p	Dm_00005809-RA
OG0008740	Bevul.1G217300.1.p	Dm_00014077-RA
OG0008742	Bevul.6G010800.1.p	Dm_00012203-RA, Dm_00007741-RA
OG0008743	Bevul.1G002200.1.p	Dm_00002385-RA
OG0008744	Bevul.6G152000.1.p	Dm_00015955-RA
OG0008745	Bevul.6G146100.1.p	Dm_00010768-RA
OG0008746	Bevul.6G202500.1.p	Dm_00011000-RA
OG0008747	Bevul.5G125000.1.p	Dm_00012461-RA
OG0008749	Bevul.9G176900.1.p	Dm_00014818-RA, Dm_00014817-RA, Dm_00001741-RA
OG0008751	Bevul.5G186300.1.p	Dm_00005488-RA
OG0008752	Bevul.1G033900.1.p	Dm_00000131-RA
OG0008753	Bevul.5G097400.1.p	Dm_00007372-RA
OG0008754	Bevul.5G190900.1.p	Dm_00014501-RA
OG0008756	Bevul.6G166200.1.p	Dm_00008017-RA
OG0008757	Bevul.6G210900.1.p	Dm_00002180-RA
OG0008758	Bevul.1G087100.1.p	Dm_00012379-RA
OG0008760	Bevul.9G205900.1.p	Dm_00007081-RA
OG0008761	Bevul.9G233800.2.p, Bevul.9G233800.1.p	Dm_00008261-RA
OG0008763	Bevul.3G230900.1.p	Dm_00002005-RA
OG0008764	Bevul.1G114900.1.p	Dm_00004081-RA
OG0008765	Bevul.1G087400.1.p	Dm_00011787-RA
OG0008766	Bevul.5G202300.1.p	Dm_00009659-RA, Dm_00001735-RA
OG0008767	Bevul.9G139500.1.p	Dm_00004855-RA
OG0008768	Bevul.1G158000.1.p	Dm_00020459-RA
OG0008769	Bevul.7G040300.3.p, Bevul.7G040300.2.p, Bevul.7G040300.1.p	Dm_00001904-RA
OG0008770	Bevul.1G118400.1.p	Dm_00016243-RA
OG0008771	Bevul.9G036000.1.p	Dm_00001142-RA
OG0008774	Bevul.1G131900.1.p	Dm_00003820-RA
OG0008775	Bevul.5G051400.1.p	Dm_00013060-RA
OG0008776	Bevul.7G189800.1.p	Dm_00015400-RA
OG0008777	Bevul.6G052300.1.p	Dm_00016449-RA
OG0008779	Bevul.4G063700.1.p	Dm_00011993-RA
OG0008780	Bevul.5G093900.1.p	Dm_00010330-RA
OG0008781	Bevul.4G059100.1.p, Bevul.4G059200.1.p	Dm_00014997-RA
OG0008782	Bevul.9G024400.1.p, Bevul.9G024400.3.p, Bevul.9G024400.2.p	Dm_00004883-RA, Dm_00013457-RA
OG0008783	Bevul.8G067000.1.p	Dm_00007748-RA
OG0008784	Bevul.4G163100.1.p	Dm_00001980-RA
OG0008785	Bevul.7G182400.1.p	Dm_00018428-RA
OG0008787	Bevul.4G075900.1.p	Dm_00004436-RA
OG0008788	Bevul.7G134100.1.p	Dm_00003256-RA
OG0008789	Bevul.8G087700.1.p	Dm_00004066-RA
OG0008790	Bevul.5G002400.1.p	Dm_00000909-RA
OG0008792	Bevul.2G181700.1.p	Dm_00004161-RA
OG0008793	Bevul.4G051600.1.p	Dm_00008953-RA
OG0008795	Bevul.9G079600.1.p	Dm_00006579-RA
OG0008796	Bevul.2G093100.1.p, Bevul.3G233800.1.p, Bevul.1G026800.1.p	Dm_00008402-RA
OG0008798	Bevul.7G135800.1.p	Dm_00017532-RA
OG0008799	Bevul.4G049700.1.p	Dm_00010189-RA
OG0008800	Bevul.9G052900.2.p, Bevul.9G052900.1.p	Dm_00014414-RA, Dm_00021098-RA
OG0008801	Bevul.8G141800.1.p	Dm_00015575-RA
OG0008802	Bevul.5G176400.1.p	Dm_00008315-RA
OG0008803	Bevul.5G174500.1.p	Dm_00011532-RA
OG0008804	Bevul.5G063700.1.p	Dm_00004174-RA
OG0008805	Bevul.3G019500.1.p	Dm_00000215-RA
OG0008806	Bevul.9G023400.1.p	Dm_00013458-RA, Dm_00009049-RA
OG0008808	Bevul.4G034500.1.p	Dm_00006044-RA
OG0008809	Bevul.9G070200.1.p	Dm_00008709-RA
OG0008810	Bevul.9G200200.1.p	Dm_00005780-RA, Dm_00013425-RA
OG0008811	Bevul.5G124500.1.p	Dm_00016024-RA, Dm_00016816-RA, Dm_00016815-RA
OG0008812	Bevul.8G153700.1.p	Dm_00001002-RA
OG0008813	Bevul.2G163700.1.p	Dm_00000642-RA
OG0008814	Bevul.8G148600.1.p	Dm_00008492-RA
OG0008815	Bevul.8G003100.1.p	Dm_00003513-RA
OG0008816	Bevul.1G132900.1.p	Dm_00004106-RA
OG0008817	Bevul.3G044200.1.p	Dm_00001466-RA
OG0008819	Bevul.5G070700.1.p	Dm_00000877-RA
OG0008820	Bevul.8G154500.1.p	Dm_00009479-RA
OG0008821	Bevul.1G189500.1.p	Dm_00003116-RA
OG0008822	Bevul.2G119900.2.p, Bevul.2G119900.1.p	Dm_00014533-RA
OG0008824	Bevul.3G129400.1.p	Dm_00000380-RA
OG0008825	Bevul.3G083400.1.p	Dm_00016010-RA, Dm_00007178-RA
OG0008826	Bevul.2G001800.1.p	Dm_00013811-RA, Dm_00013814-RA, Dm_00013815-RA
OG0008827	Bevul.8G162000.1.p	Dm_00009943-RA
OG0008828	Bevul.2G164700.1.p	Dm_00011157-RA
OG0008829	Bevul.3G080800.1.p	Dm_00008449-RA
OG0008830	Bevul.3G075400.1.p, Bevul.5G077600.1.p	Dm_00003068-RA
OG0008831	Bevul.2G196000.1.p, Bevul.2G196000.3.p, Bevul.2G196000.2.p, Bevul.2G196000.4.p	Dm_00013392-RA
OG0008833	Bevul.9G200600.1.p	Dm_00005782-RA, Dm_00007897-RA
OG0008835	Bevul.8G210200.1.p	Dm_00000737-RA
OG0008836	Bevul.3G179100.1.p	Dm_00007344-RA
OG0008837	Bevul.1G184000.1.p	Dm_00006509-RA
OG0008839	Bevul.5G067600.1.p, Bevul.5G066900.1.p	Dm_00000889-RA
OG0008840	Bevul.2G170700.1.p	Dm_00002159-RA
OG0008842	Bevul.8G175400.1.p	Dm_00002922-RA
OG0008843	Bevul.8G156100.1.p	Dm_00000993-RA
OG0008844	Bevul.8G164300.1.p	Dm_00007450-RA
OG0008845	Bevul.2G244900.1.p	Dm_00019710-RA
OG0008846	Bevul.4G165900.1.p	Dm_00001816-RA
OG0008849	Bevul.8G144400.1.p	Dm_00005122-RA
OG0008851	Bevul.9G112300.1.p	Dm_00012857-RA
OG0008854	Bevul.8G153600.1.p	Dm_00014623-RA
OG0008855	Bevul.9G111500.1.p, Bevul.9G111500.2.p	Dm_00008042-RA, Dm_00018822-RA
OG0008856	Bevul.4G192700.1.p	Dm_00001515-RA
OG0008857	Bevul.9G140900.1.p	Dm_00020286-RA
OG0008858	Bevul.7G152500.1.p	Dm_00004799-RA
OG0008859	Bevul.7G219200.1.p	Dm_00013280-RA, Dm_00005261-RA
OG0008861	Bevul.7G230700.1.p	Dm_00017696-RA
OG0008863	Bevul.5G105800.1.p	Dm_00008977-RA
OG0008864	Bevul.9G209100.1.p	Dm_00015935-RA
OG0008865	Bevul.8G208500.1.p	Dm_00002261-RA
OG0008866	Bevul.2G160100.1.p	Dm_00009273-RA
OG0008867	Bevul.8G183200.1.p	Dm_00000096-RA
OG0008868	Bevul.7G175900.1.p	Dm_00010961-RA
OG0008869	Bevul.9G205300.3.p, Bevul.9G205300.1.p, Bevul.9G205300.2.p	Dm_00007077-RA
OG0008871	Bevul.5G002700.1.p	Dm_00002095-RA
OG0008872	Bevul.5G255800.1.p	Dm_00017339-RA, Dm_00020103-RA, Dm_00020102-RA
OG0008874	Bevul.1G196200.1.p	Dm_00016199-RA
OG0008876	Bevul.7G109200.1.p	Dm_00009290-RA, Dm_00009291-RA
OG0008877	Bevul.9G010800.1.p	Dm_00013869-RA
OG0008879	Bevul.3G074900.1.p	Dm_00011887-RA
OG0008883	Bevul.3G084400.1.p	Dm_00019298-RA
OG0008884	Bevul.2G126800.1.p	Dm_00015533-RA
OG0008885	Bevul.5G044000.1.p	Dm_00010594-RA
OG0008887	Bevul.9G209700.1.p	Dm_00006011-RA
OG0008888	Bevul.5G080700.1.p	Dm_00008928-RA, Dm_00021125-RA
OG0008889	Bevul.9G115100.1.p, Bevul.9G115100.3.p, Bevul.9G115100.2.p	Dm_00002998-RA
OG0008890	Bevul.1G130800.1.p	Dm_00003827-RA
OG0008891	Bevul.9G189500.1.p	Dm_00002340-RA
OG0008893	Bevul.8G197600.1.p	Dm_00019047-RA
OG0008895	Bevul.2G176700.1.p	Dm_00014880-RA
OG0008896	Bevul.5G098900.1.p	Dm_00005189-RA
OG0008897	Bevul.3G016500.1.p	Dm_00000231-RA
OG0008898	Bevul.4G069100.1.p	Dm_00006881-RA, Dm_00006882-RA
OG0008899	Bevul.8G004700.1.p	Dm_00000675-RA
OG0008900	Bevul.3G191100.1.p	Dm_00019274-RA
OG0008901	Bevul.2G109900.1.p	Dm_00018029-RA
OG0008902	Bevul.9G015200.3.p, Bevul.9G015200.1.p, Bevul.9G015200.2.p	Dm_00000907-RA
OG0008903	Bevul.6G031800.1.p	Dm_00005807-RA
OG0008904	Bevul.2G190400.2.p, Bevul.2G190400.3.p, Bevul.2G190400.1.p	Dm_00018158-RA
OG0008906	Bevul.5G053000.1.p	Dm_00015440-RA
OG0008908	Bevul.2G026900.1.p	Dm_00007479-RA
OG0008909	Bevul.8G188500.1.p	Dm_00001038-RA
OG0008910	Bevul.7G065900.5.p, Bevul.7G065900.6.p, Bevul.7G065900.1.p, Bevul.7G065900.3.p, Bevul.7G065900.2.p, Bevul.7G065900.4.p	Dm_00005068-RA
OG0008911	Bevul.1G098400.1.p	Dm_00019699-RA
OG0008912	Bevul.8G092100.1.p	Dm_00019135-RA
OG0008913	Bevul.4G029600.1.p	Dm_00004742-RA
OG0008914	Bevul.7G185700.1.p	Dm_00013723-RA
OG0008915	Bevul.7G191000.1.p	Dm_00005696-RA, Dm_00018581-RA
OG0008916	Bevul.3G189900.1.p	Dm_00014071-RA
OG0008918	Bevul.2G086200.1.p, Bevul.2G086200.2.p	Dm_00019206-RA
OG0008919	Bevul.9G053100.2.p, Bevul.9G053100.1.p	Dm_00015730-RA
OG0008920	Bevul.2G110100.4.p, Bevul.2G110100.3.p, Bevul.2G110100.2.p, Bevul.2G110100.1.p	Dm_00010783-RA
OG0008921	Bevul.7G056400.1.p	Dm_00012013-RA
OG0008922	Bevul.3G211600.1.p	Dm_00001272-RA
OG0008923	Bevul.4G165500.1.p	Dm_00000330-RA
OG0008925	Bevul.8G075300.1.p	Dm_00015267-RA
OG0008926	Bevul.5G051200.1.p	Dm_00003075-RA
OG0008927	Bevul.4G038000.1.p	Dm_00000846-RA
OG0008928	Bevul.7G220200.1.p	Dm_00011395-RA
OG0008929	Bevul.1G041500.1.p	Dm_00006278-RA
OG0008930	Bevul.4G142200.1.p	Dm_00004890-RA
OG0008931	Bevul.2G094500.2.p, Bevul.2G094500.1.p	Dm_00011166-RA
OG0008932	Bevul.6G159800.1.p	Dm_00009254-RA
OG0008933	Bevul.9G067600.2.p, Bevul.9G067600.1.p	Dm_00011349-RA
OG0008934	Bevul.1G185400.1.p	Dm_00006077-RA
OG0008935	Bevul.9G061500.1.p	Dm_00004636-RA, Dm_00004632-RA, Dm_00004638-RA, Dm_00004629-RA, Dm_00004631-RA, Dm_00004634-RA
OG0008938	Bevul.4G014200.1.p	Dm_00003596-RA, Dm_00002138-RA
OG0008940	Bevul.7G126300.1.p	Dm_00007274-RA
OG0008941	Bevul.2G194300.1.p	Dm_00009876-RA, Dm_00005914-RA
OG0008942	Bevul.7G020000.1.p	Dm_00000817-RA
OG0008943	Bevul.9G049000.1.p	Dm_00018209-RA
OG0008944	Bevul.7G023500.1.p, Bevul.7G023500.2.p, Bevul.4G212500.1.p, Bevul.7G023500.3.p	Dm_00015885-RA
OG0008945	Bevul.8G140900.1.p	Dm_00008758-RA
OG0008947	Bevul.7G032500.1.p	Dm_00010832-RA
OG0008948	Bevul.7G180500.1.p	Dm_00001231-RA
OG0008949	Bevul.3G179600.1.p	Dm_00019315-RA
OG0008950	Bevul.6G138600.1.p, Bevul.4G176400.1.p	Dm_00013009-RA
OG0008951	Bevul.6G108300.1.p	Dm_00011549-RA
OG0008952	Bevul.7G020200.1.p	Dm_00000815-RA
OG0008953	Bevul.4G243800.1.p, Bevul.4G244000.1.p, Bevul.4G243900.1.p	Dm_00012102-RA
OG0008954	Bevul.8G081500.1.p	Dm_00004049-RA
OG0008955	Bevul.2G226200.1.p, Bevul.2G226200.2.p	Dm_00015910-RA
OG0008956	Bevul.4G227500.1.p	Dm_00020595-RA, Dm_00021081-RA
OG0008957	Bevul.4G151000.1.p	Dm_00002119-RA
OG0008958	Bevul.4G065300.1.p	Dm_00020370-RA
OG0008960	Bevul.3G188100.1.p	Dm_00008420-RA
OG0008961	Bevul.6G154400.1.p	Dm_00004801-RA
OG0008962	Bevul.7G072300.1.p, Bevul.7G072300.2.p	Dm_00017437-RA
OG0008963	Bevul.9G059800.1.p	Dm_00006224-RA
OG0008964	Bevul.2G192900.3.p, Bevul.2G192900.2.p, Bevul.2G192900.1.p	Dm_00011196-RA
OG0008965	Bevul.4G076400.1.p	Dm_00007530-RA, Dm_00004440-RA
OG0008966	Bevul.8G128000.1.p	Dm_00011849-RA
OG0008967	Bevul.4G110600.1.p	Dm_00017324-RA
OG0008968	Bevul.3G134900.1.p	Dm_00008251-RA
OG0008969	Bevul.7G146000.1.p	Dm_00000317-RA
OG0008970	Bevul.7G008100.1.p	Dm_00000029-RA
OG0008971	Bevul.4G040300.1.p	Dm_00004242-RA
OG0008972	Bevul.7G208900.1.p	Dm_00004784-RA
OG0008973	Bevul.7G217100.1.p	Dm_00011267-RA
OG0008974	Bevul.5G060200.1.p	Dm_00004471-RA
OG0008975	Bevul.3G002800.1.p	Dm_00015103-RA
OG0008976	Bevul.8G052700.1.p	Dm_00005173-RA
OG0008978	Bevul.7G183000.1.p	Dm_00006973-RA
OG0008981	Bevul.4G075700.1.p	Dm_00005285-RA
OG0008982	Bevul.3G113600.1.p	Dm_00019610-RA
OG0008983	Bevul.3G223300.1.p	Dm_00012556-RA
OG0008984	Bevul.2G031000.1.p	Dm_00012394-RA
OG0008985	Bevul.3G091900.1.p	Dm_00008664-RA
OG0008986	Bevul.5G249500.1.p	Dm_00004455-RA
OG0008987	Bevul.2G248600.1.p	Dm_00018024-RA
OG0008988	Bevul.9G081600.1.p	Dm_00010652-RA
OG0008989	Bevul.5G137900.1.p	Dm_00005412-RA
OG0008990	Bevul.7G017000.1.p	Dm_00000060-RA
OG0008991	Bevul.2G179100.1.p	Dm_00004168-RA
OG0008991	Bevul.9G013700.1.p	Dm_00006480-RA
OG0008992	Bevul.1G140500.1.p	Dm_00016777-RA
OG0008993	Bevul.3G173600.1.p	Dm_00008808-RA, Dm_00020950-RA
OG0008994	Bevul.3G015600.1.p	Dm_00000234-RA
OG0008995	Bevul.4G225600.1.p	Dm_00011469-RA
OG0008996	Bevul.8G026900.1.p	Dm_00004988-RA
OG0008997	Bevul.8G041300.1.p	Dm_00015066-RA
OG0008999	Bevul.4G226500.1.p, Bevul.4G224300.1.p	Dm_00005441-RA
OG0009000	Bevul.4G189700.1.p	Dm_00012806-RA
OG0009001	Bevul.1G025600.1.p, Bevul.6G130300.1.p	Dm_00018769-RA
OG0009002	Bevul.4G084700.1.p	Dm_00016882-RA
OG0009004	Bevul.3G184900.1.p	Dm_00014270-RA, Dm_00016497-RA
OG0009006	Bevul.2G011500.1.p, Bevul.2G011800.1.p	Dm_00000834-RA
OG0009007	Bevul.4G060500.1.p	Dm_00009226-RA
OG0009008	Bevul.8G009800.1.p	Dm_00001925-RA
OG0009009	Bevul.1G212700.1.p	Dm_00007655-RA
OG0009010	Bevul.4G190900.1.p	Dm_00004896-RA
OG0009011	Bevul.7G145800.1.p	Dm_00000319-RA
OG0009012	Bevul.7G145100.1.p	Dm_00005987-RA
OG0009013	Bevul.3G235700.1.p	Dm_00005139-RA
OG0009014	Bevul.7G144700.1.p	Dm_00000324-RA
OG0009015	Bevul.1G204300.1.p	Dm_00002709-RA
OG0009016	Bevul.1G095000.1.p	Dm_00017953-RA
OG0009017	Bevul.6G213200.1.p	Dm_00008154-RA
OG0009018	Bevul.1G217900.1.p	Dm_00014779-RA
OG0009019	Bevul.3G143900.1.p	Dm_00015239-RA
OG0009020	Bevul.6G036000.1.p	Dm_00004704-RA
OG0009022	Bevul.1G171900.1.p	Dm_00008279-RA
OG0009023	Bevul.1G206000.1.p	Dm_00013935-RA
OG0009024	Bevul.6G207200.1.p	Dm_00013331-RA
OG0009025	Bevul.3G009600.1.p	Dm_00017638-RA
OG0009026	Bevul.5G061900.1.p	Dm_00001487-RA
OG0009027	Bevul.1G200200.1.p	Dm_00010495-RA
OG0009028	Bevul.6G209300.1.p	Dm_00018040-RA
OG0009029	Bevul.6G080700.1.p	Dm_00020008-RA
OG0009030	Bevul.9G162100.1.p	Dm_00003680-RA
OG0009031	Bevul.1G033200.1.p	Dm_00000129-RA
OG0009034	Bevul.4G191300.1.p	Dm_00000943-RA
OG0009035	Bevul.3G064100.1.p	Dm_00016859-RA
OG0009036	Bevul.1G207200.1.p	Dm_00009985-RA
OG0009037	Bevul.1G161200.1.p	Dm_00013448-RA, Dm_00007785-RA
OG0009039	Bevul.3G044100.1.p	Dm_00002036-RA
OG0009040	Bevul.6G156100.1.p	Dm_00005944-RA
OG0009041	Bevul.4G200700.1.p	Dm_00003994-RA
OG0009042	Bevul.1G216900.1.p	Dm_00014135-RA
OG0009043	Bevul.9G169000.1.p	Dm_00017751-RA
OG0009044	Bevul.4G148600.1.p	Dm_00002108-RA
OG0009045	Bevul.6G045700.1.p	Dm_00006563-RA
OG0009046	Bevul.3G051600.1.p	Dm_00002058-RA
OG0009047	Bevul.4G164500.1.p	Dm_00001812-RA, Dm_00001619-RA
OG0009049	Bevul.5G058700.1.p	Dm_00002788-RA
OG0009050	Bevul.8G039800.1.p	Dm_00007277-RA
OG0009051	Bevul.6G120400.1.p	Dm_00008718-RA
OG0009052	Bevul.4G136000.1.p	Dm_00006955-RA
OG0009053	Bevul.1G194900.1.p	Dm_00004204-RA, Dm_00009279-RA
OG0009054	Bevul.7G116200.1.p	Dm_00005561-RA
OG0009055	Bevul.8G111300.1.p	Dm_00011524-RA
OG0009056	Bevul.6G002300.1.p	Dm_00002650-RA
OG0009057	Bevul.2G222000.1.p	Dm_00009770-RA, Dm_00005360-RA, Dm_00015113-RA
OG0009060	Bevul.9G154800.1.p, Bevul.9G154800.2.p	Dm_00004684-RA, Dm_00005384-RA
OG0009061	Bevul.7G072100.1.p, Bevul.7G072100.2.p	Dm_00013638-RA
OG0009062	Bevul.4G077100.1.p	Dm_00006571-RA
OG0009063	Bevul.8G115000.1.p	Dm_00012941-RA
OG0009064	Bevul.9G138000.1.p	Dm_00013697-RA, Dm_00006982-RA
OG0009065	Bevul.3G149700.1.p	Dm_00013949-RA
OG0009066	Bevul.5G220100.1.p	Dm_00002877-RA
OG0009067	Bevul.4G191400.1.p	Dm_00006701-RA
OG0009068	Bevul.7G091000.1.p	Dm_00015263-RA
OG0009069	Bevul.1G211600.1.p	Dm_00016062-RA
OG0009070	Bevul.8G185000.1.p	Dm_00000504-RA
OG0009071	Bevul.5G220700.1.p	Dm_00001421-RA, Dm_00002883-RA
OG0009072	Bevul.7G210900.1.p	Dm_00017974-RA
OG0009073	Bevul.3G146600.1.p	Dm_00013285-RA
OG0009074	Bevul.5G156900.1.p	Dm_00000288-RA
OG0009075	Bevul.5G032500.1.p	Dm_00008096-RA
OG0009076	Bevul.1G057600.1.p	Dm_00007371-RA
OG0009078	Bevul.3G215000.1.p	Dm_00014962-RA
OG0009079	Bevul.1G128600.1.p	Dm_00005609-RA
OG0009080	Bevul.3G158000.1.p	Dm_00018092-RA
OG0009081	Bevul.7G130000.1.p	Dm_00007905-RA
OG0009083	Bevul.3G058700.1.p	Dm_00008193-RA
OG0009084	Bevul.4G132300.1.p	Dm_00003555-RA
OG0009085	Bevul.6G007700.1.p	Dm_00002422-RA
OG0009086	Bevul.2G027000.1.p	Dm_00000682-RA
OG0009089	Bevul.5G061100.1.p	Dm_00013450-RA
OG0009090	Bevul.8G097000.1.p	Dm_00001323-RA
OG0009092	Bevul.1G046900.1.p	Dm_00011981-RA
OG0009093	Bevul.3G152100.1.p	Dm_00010739-RA
OG0009094	Bevul.1G135000.1.p	Dm_00003978-RA
OG0009095	Bevul.7G230600.1.p	Dm_00020737-RA
OG0009096	Bevul.4G192800.1.p	Dm_00007023-RA
OG0009097	Bevul.5G248900.1.p	Dm_00012989-RA
OG0009098	Bevul.1G135900.1.p	Dm_00007772-RA
OG0009099	Bevul.4G125300.1.p	Dm_00002531-RA
OG0009100	Bevul.9G235900.1.p	Dm_00006731-RA
OG0009101	Bevul.8G100500.1.p	Dm_00014387-RA
OG0009102	Bevul.2G067800.1.p, Bevul.2G067800.2.p	Dm_00013106-RA
OG0009103	Bevul.5G220300.1.p	Dm_00002882-RA, Dm_00001418-RA, Dm_00001417-RA, Dm_00002881-RA
OG0009105	Bevul.2G208000.1.p	Dm_00010422-RA
OG0009106	Bevul.4G081300.1.p	Dm_00008904-RA, Dm_00013656-RA
OG0009107	Bevul.6G082000.1.p	Dm_00004828-RA
OG0009109	Bevul.8G095900.1.p	Dm_00017332-RA
OG0009110	Bevul.9G008800.1.p	Dm_00005284-RA
OG0009111	Bevul.3G094300.1.p	Dm_00017211-RA
OG0009112	Bevul.2G071600.1.p, Bevul.2G071600.2.p	Dm_00003478-RA, Dm_00019142-RA
OG0009113	Bevul.5G072400.1.p	Dm_00001496-RA
OG0009115	Bevul.5G235300.1.p	Dm_00006787-RA
OG0009116	Bevul.4G077700.1.p	Dm_00018390-RA
OG0009117	Bevul.9G019100.2.p, Bevul.9G019100.1.p, Bevul.9G019100.3.p	Dm_00002199-RA
OG0009118	Bevul.2G057000.1.p	Dm_00001675-RA
OG0009119	Bevul.4G095900.1.p	Dm_00021007-RA
OG0009122	Bevul.2G195900.1.p	Dm_00014046-RA
OG0009123	Bevul.5G046700.1.p, Bevul.5G103200.1.p	Dm_00016430-RA
OG0009124	Bevul.5G208600.1.p	Dm_00005479-RA, Dm_00006852-RA
OG0009125	Bevul.5G185300.1.p	Dm_00009111-RA
OG0009126	Bevul.4G129000.1.p	Dm_00003681-RA
OG0009127	Bevul.5G083100.1.p	Dm_00018452-RA
OG0009128	Bevul.2G201400.1.p	Dm_00018245-RA
OG0009130	Bevul.5G038500.1.p, Bevul.9G007800.1.p	Dm_00011697-RA
OG0009131	Bevul.6G121600.1.p	Dm_00012215-RA
OG0009132	Bevul.5G095600.1.p	Dm_00017838-RA
OG0009133	Bevul.8G167700.1.p	Dm_00003783-RA
OG0009134	Bevul.4G122200.1.p	Dm_00005231-RA
OG0009135	Bevul.6G037400.1.p	Dm_00008849-RA
OG0009136	Bevul.7G138500.1.p	Dm_00014356-RA
OG0009137	Bevul.5G107300.1.p	Dm_00010174-RA
OG0009138	Bevul.6G212900.1.p	Dm_00014856-RA
OG0009140	Bevul.7G114100.1.p, Bevul.4G214800.1.p	Dm_00002395-RA
OG0009141	Bevul.1G124500.1.p	Dm_00012608-RA
OG0009142	Bevul.2G212500.1.p	Dm_00016075-RA
OG0009143	Bevul.2G070300.1.p	Dm_00018736-RA
OG0009144	Bevul.6G228200.1.p	Dm_00002187-RA
OG0009145	Bevul.5G171400.1.p	Dm_00007073-RA
OG0009146	Bevul.5G080000.1.p	Dm_00017295-RA
OG0009147	Bevul.5G213900.1.p	Dm_00003321-RA
OG0009148	Bevul.6G134200.1.p	Dm_00002771-RA
OG0009149	Bevul.6G140100.1.p	Dm_00004418-RA
OG0009150	Bevul.6G195900.1.p	Dm_00005821-RA, Dm_00012071-RA
OG0009151	Bevul.5G087000.1.p	Dm_00010116-RA
OG0009152	Bevul.5G074400.1.p	Dm_00004177-RA
OG0009154	Bevul.2G059300.1.p, Bevul.2G059300.3.p, Bevul.2G059300.2.p, Bevul.2G059300.4.p	Dm_00004000-RA
OG0009157	Bevul.8G010200.1.p	Dm_00002899-RA, Dm_00001469-RA
OG0009158	Bevul.6G017000.1.p	Dm_00007294-RA
OG0009159	Bevul.1G144400.1.p	Dm_00010107-RA
OG0009160	Bevul.3G093200.1.p	Dm_00019687-RA
OG0009161	Bevul.3G203200.1.p	Dm_00006746-RA
