Orthogroup	D_spatulata.proteins	P_amilis.proteins
OG0009261	Ds_00007573-RA	FUN_036331-T1
OG0009262	Ds_00005070-RA	FUN_007535-T1, FUN_040322-T1, FUN_040322-T2
OG0009264	Ds_00006026-RA	FUN_025453-T1
OG0009266	Ds_00007983-RA, Ds_00006861-RA	FUN_018939-T1
OG0009267	Ds_00018042-RA	FUN_001812-T1
OG0009269	Ds_00009573-RA	FUN_020912-T1
OG0009270	Ds_00006191-RA	FUN_002501-T1, FUN_002501-T2
OG0009271	Ds_00005551-RA	FUN_025172-T2, FUN_025172-T1
OG0009272	Ds_00010831-RA	FUN_039224-T1
OG0009272	Ds_00010830-RA	FUN_039225-T1
OG0009273	Ds_00010043-RA	FUN_007634-T1, FUN_007634-T2
OG0009275	Ds_00016814-RA	FUN_036241-T1, FUN_052554-T1, FUN_052554-T2
OG0009276	Ds_00010025-RA	FUN_007712-T1
OG0009277	Ds_00007367-RA, Ds_00011120-RA, Ds_00013146-RA	FUN_020426-T1
OG0009278	Ds_00009588-RA	FUN_032821-T1
OG0009279	Ds_00004844-RA	FUN_041859-T1
OG0009280	Ds_00003649-RA	FUN_034193-T1, FUN_000493-T1
OG0009281	Ds_00012349-RA	FUN_053283-T1
OG0009284	Ds_00017899-RA	FUN_027183-T1
OG0009285	Ds_00004236-RA	FUN_018109-T1
OG0009286	Ds_00013870-RA	FUN_015307-T1
OG0009287	Ds_00000457-RA	FUN_025205-T1
OG0009288	Ds_00006658-RA	FUN_036233-T2, FUN_036233-T1
OG0009289	Ds_00013222-RA	FUN_029375-T1
OG0009290	Ds_00001010-RA	FUN_043549-T1
OG0009291	Ds_00005897-RA, Ds_00009220-RA	FUN_045149-T1
OG0009292	Ds_00006174-RA	FUN_002609-T1
OG0009293	Ds_00013266-RA	FUN_017358-T1, FUN_041346-T1, FUN_017358-T2
OG0009296	Ds_00015681-RA	FUN_048785-T1
OG0009299	Ds_00013250-RA	FUN_005745-T1
OG0009300	Ds_00004092-RA, Ds_00017647-RA	FUN_018406-T1
OG0009301	Ds_00013363-RA	FUN_051769-T1, FUN_047158-T1
OG0009302	Ds_00000477-RA	FUN_050072-T1, FUN_023970-T1
OG0009303	Ds_00017782-RA	FUN_005248-T1
OG0009304	Ds_00002728-RA	FUN_005701-T1
OG0009306	Ds_00010360-RA, Ds_00015274-RA	FUN_039829-T1
OG0009308	Ds_00017284-RA	FUN_049458-T1
OG0009309	Ds_00003135-RA	FUN_027155-T1, FUN_027155-T2
OG0009310	Ds_00014841-RA	FUN_015191-T1, FUN_033795-T1
OG0009312	Ds_00000481-RA	FUN_023919-T1, FUN_050064-T1
OG0009313	Ds_00010776-RA	FUN_039793-T1
OG0009314	Ds_00010210-RA	FUN_012492-T1
OG0009314	Ds_00015920-RA	FUN_035329-T1
OG0009315	Ds_00000552-RA	FUN_045804-T1
OG0009316	Ds_00015986-RA	FUN_004083-T1
OG0009317	Ds_00005407-RA	FUN_020783-T1, FUN_045837-T1
OG0009319	Ds_00007352-RA	FUN_039885-T1, FUN_008227-T1
OG0009321	Ds_00005412-RA	FUN_020765-T1
OG0009322	Ds_00006848-RA	FUN_003978-T1
OG0009323	Ds_00014862-RA	FUN_039842-T1
OG0009324	Ds_00005784-RA	FUN_032725-T1, FUN_032725-T2
OG0009325	Ds_00017949-RA	FUN_052401-T1, FUN_024836-T1
OG0009326	Ds_00000928-RA	FUN_011186-T1
OG0009327	Ds_00013895-RA	FUN_046723-T1
OG0009328	Ds_00001023-RA	FUN_013597-T1
OG0009329	Ds_00007825-RA	FUN_051249-T1
OG0009331	Ds_00007775-RA	FUN_010670-T1, FUN_047292-T1
OG0009332	Ds_00006601-RA	FUN_043312-T1
OG0009333	Ds_00009123-RA	FUN_033797-T1
OG0009334	Ds_00007097-RA	FUN_014329-T1, FUN_014328-T1
OG0009335	Ds_00012360-RA	FUN_013607-T1
OG0009336	Ds_00003948-RA	FUN_035995-T1
OG0009337	Ds_00007013-RA	FUN_029042-T1, FUN_029042-T2
OG0009338	Ds_00013174-RA	FUN_030035-T1, FUN_030035-T2
OG0009339	Ds_00007241-RA	FUN_026123-T1
OG0009341	Ds_00002095-RA	FUN_011639-T1
OG0009343	Ds_00012608-RA	FUN_003513-T1, FUN_003514-T1
OG0009344	Ds_00007410-RA	FUN_008133-T1, FUN_008133-T2
OG0009345	Ds_00005782-RA	FUN_032724-T1
OG0009346	Ds_00014443-RA	FUN_052344-T1
OG0009347	Ds_00009326-RA	FUN_014195-T1, FUN_020508-T1
OG0009348	Ds_00008650-RA	FUN_010839-T1
OG0009349	Ds_00014764-RA	FUN_036428-T1, FUN_052747-T1, FUN_052747-T2
OG0009351	Ds_00005026-RA	FUN_000655-T1, FUN_000655-T2
OG0009352	Ds_00004653-RA	FUN_030042-T1, FUN_014428-T1
OG0009354	Ds_00001112-RA	FUN_047276-T1, FUN_047276-T2
OG0009355	Ds_00013740-RA	FUN_052490-T1
OG0009356	Ds_00006751-RA	FUN_000660-T1
OG0009357	Ds_00001865-RA	FUN_033235-T1
OG0009358	Ds_00006319-RA	FUN_051448-T1
OG0009359	Ds_00009359-RA	FUN_014214-T1
OG0009360	Ds_00004507-RA	FUN_027054-T2, FUN_027054-T1
OG0009361	Ds_00014054-RA	FUN_046315-T1
OG0009362	Ds_00015390-RA	FUN_035258-T2, FUN_035258-T1, FUN_012428-T2, FUN_012428-T1
OG0009363	Ds_00005891-RA	FUN_005369-T2, FUN_005369-T1
OG0009364	Ds_00007834-RA	FUN_030067-T1
OG0009365	Ds_00007623-RA	FUN_004773-T1
OG0009366	Ds_00007774-RA	FUN_047294-T1, FUN_047293-T2, FUN_047293-T1
OG0009367	Ds_00003704-RA	FUN_024939-T1
OG0009368	Ds_00001447-RA	FUN_031098-T2, FUN_031098-T1
OG0009369	Ds_00013619-RA	FUN_044716-T1
OG0009370	Ds_00003779-RA	FUN_010816-T1
OG0009371	Ds_00011816-RA	FUN_044769-T1
OG0009373	Ds_00011889-RA	FUN_020756-T1
OG0009374	Ds_00008341-RA	FUN_042319-T1
OG0009375	Ds_00004654-RA, Ds_00003138-RA	FUN_014429-T1
OG0009376	Ds_00009340-RA	FUN_008214-T1
OG0009377	Ds_00011632-RA	FUN_042636-T1
OG0009378	Ds_00011291-RA	FUN_038451-T1
OG0009379	Ds_00013675-RA, Ds_00013677-RA	FUN_037919-T1, FUN_037918-T1
OG0009382	Ds_00005628-RA	FUN_013618-T1
OG0009383	Ds_00003037-RA	FUN_042622-T1, FUN_042622-T2, FUN_042622-T3, FUN_025620-T1
OG0009384	Ds_00001952-RA	FUN_009795-T1
OG0009385	Ds_00008202-RA	FUN_045566-T1
OG0009386	Ds_00002887-RA	FUN_048338-T1
OG0009388	Ds_00000047-RA	FUN_031107-T1
OG0009389	Ds_00003709-RA	FUN_052271-T1
OG0009390	Ds_00007072-RA	FUN_042733-T1
OG0009391	Ds_00000021-RA	FUN_045636-T1, FUN_051854-T1
OG0009392	Ds_00009420-RA	FUN_030502-T1, FUN_052778-T1
OG0009393	Ds_00001492-RA	FUN_038928-T1, FUN_038928-T2
OG0009394	Ds_00015314-RA	FUN_002375-T1
OG0009395	Ds_00008676-RA	FUN_038682-T1
OG0009396	Ds_00003052-RA	FUN_031658-T1
OG0009397	Ds_00017033-RA	FUN_051784-T2, FUN_051784-T1
OG0009399	Ds_00008856-RA	FUN_045788-T1
OG0009400	Ds_00006756-RA	FUN_030516-T1
OG0009401	Ds_00001475-RA	FUN_025590-T1
OG0009402	Ds_00015844-RA	FUN_044151-T1
OG0009403	Ds_00013423-RA	FUN_012942-T1
OG0009404	Ds_00013535-RA	FUN_001976-T2, FUN_001976-T1
OG0009405	Ds_00000056-RA	FUN_045743-T1
OG0009406	Ds_00000046-RA	FUN_051960-T1
OG0009407	Ds_00014469-RA	FUN_025550-T2
OG0009408	Ds_00013387-RA	FUN_003926-T1
OG0009409	Ds_00005422-RA	FUN_012822-T1
OG0009411	Ds_00011967-RA	FUN_025614-T1
OG0009412	Ds_00006982-RA	FUN_022420-T1
OG0009413	Ds_00012181-RA	FUN_026973-T1
OG0009415	Ds_00005740-RA	FUN_003603-T1
OG0009415	Ds_00009356-RA	FUN_034009-T1
OG0009416	Ds_00004731-RA	FUN_026916-T1, FUN_027951-T1
OG0009417	Ds_00011267-RA	FUN_050751-T1
OG0009418	Ds_00016502-RA	FUN_002300-T1
OG0009419	Ds_00006741-RA	FUN_030579-T1
OG0009420	Ds_00001969-RA	FUN_004256-T1, FUN_004256-T2
OG0009421	Ds_00001522-RA	FUN_026995-T1
OG0009422	Ds_00001529-RA	FUN_044547-T1
OG0009423	Ds_00013534-RA	FUN_010818-T1
OG0009424	Ds_00010012-RA	FUN_025646-T1
OG0009425	Ds_00014361-RA	FUN_039805-T1
OG0009426	Ds_00002332-RA	FUN_046076-T1
OG0009427	Ds_00000073-RA	FUN_052015-T1
OG0009428	Ds_00007867-RA	FUN_001614-T1
OG0009429	Ds_00007049-RA	FUN_029678-T1
OG0009430	Ds_00008806-RA	FUN_029255-T1
OG0009432	Ds_00001950-RA	FUN_028899-T2, FUN_028899-T1
OG0009433	Ds_00017179-RA	FUN_029002-T1
OG0009434	Ds_00016805-RA	FUN_036259-T1
OG0009435	Ds_00005420-RA	FUN_030026-T1
OG0009436	Ds_00000143-RA	FUN_016721-T1
OG0009438	Ds_00015849-RA	FUN_006073-T1
OG0009439	Ds_00013358-RA	FUN_051776-T1
OG0009440	Ds_00015316-RA	FUN_046031-T1
OG0009441	Ds_00011950-RA	FUN_038652-T1, FUN_038652-T2
OG0009442	Ds_00009463-RA	FUN_019216-T1
OG0009446	Ds_00001595-RA	FUN_038123-T1, FUN_048606-T1
OG0009447	Ds_00003615-RA	FUN_025477-T1
OG0009448	Ds_00000280-RA	FUN_027236-T1
OG0009449	Ds_00005394-RA	FUN_031239-T1
OG0009450	Ds_00001963-RA	FUN_009793-T1
OG0009451	Ds_00009791-RA	FUN_036730-T1, FUN_036729-T1
OG0009452	Ds_00015320-RA, Ds_00004352-RA	FUN_002312-T1
OG0009454	Ds_00001423-RA	FUN_007794-T1
OG0009455	Ds_00007915-RA	FUN_052357-T1, FUN_001961-T1
OG0009456	Ds_00001937-RA	FUN_007914-T1
OG0009457	Ds_00001797-RA	FUN_020848-T1
OG0009458	Ds_00001611-RA	FUN_048547-T1
OG0009459	Ds_00014686-RA	FUN_006329-T1
OG0009460	Ds_00012702-RA	FUN_018847-T1
OG0009461	Ds_00007894-RA, Ds_00007895-RA	FUN_001542-T2, FUN_001542-T1
OG0009462	Ds_00011293-RA	FUN_049431-T1
OG0009463	Ds_00005338-RA	FUN_043401-T1, FUN_043401-T3
OG0009465	Ds_00014404-RA	FUN_010492-T1
OG0009466	Ds_00009398-RA	FUN_009628-T1, FUN_030571-T1
OG0009467	Ds_00017027-RA	FUN_051791-T1
OG0009468	Ds_00015230-RA	FUN_035590-T1
OG0009469	Ds_00010645-RA	FUN_034715-T1
OG0009470	Ds_00002102-RA	FUN_018922-T1
OG0009471	Ds_00014246-RA	FUN_018923-T1
OG0009473	Ds_00004389-RA	FUN_010821-T1
OG0009475	Ds_00000914-RA	FUN_049569-T1
OG0009476	Ds_00000474-RA	FUN_023983-T1
OG0009477	Ds_00012908-RA	FUN_043275-T1
OG0009478	Ds_00013991-RA	FUN_012464-T1
OG0009479	Ds_00004292-RA	FUN_010797-T1
OG0009481	Ds_00014075-RA	FUN_034275-T1
OG0009482	Ds_00012244-RA	FUN_052234-T1
OG0009485	Ds_00016290-RA	FUN_052731-T1
OG0009486	Ds_00002191-RA	FUN_011965-T2, FUN_011965-T1
OG0009487	Ds_00004289-RA	FUN_001660-T1
OG0009488	Ds_00010472-RA	FUN_049628-T1
OG0009489	Ds_00005413-RA	FUN_008433-T1
OG0009490	Ds_00007563-RA	FUN_011921-T1
OG0009492	Ds_00011488-RA	FUN_035803-T1
OG0009493	Ds_00017532-RA	FUN_046713-T2, FUN_046713-T3, FUN_046713-T1
OG0009495	Ds_00001428-RA	FUN_035652-T1, FUN_001236-T1
OG0009497	Ds_00000687-RA	FUN_000981-T1
OG0009498	Ds_00017893-RA	FUN_042667-T1
OG0009499	Ds_00017129-RA	FUN_021098-T1, FUN_021094-T1
OG0009501	Ds_00003304-RA	FUN_008299-T1
OG0009502	Ds_00002334-RA, Ds_00017894-RA	FUN_050119-T1
OG0009503	Ds_00001337-RA	FUN_018595-T1, FUN_018598-T1, FUN_018597-T1
OG0009505	Ds_00000664-RA	FUN_021653-T3, FUN_021653-T1, FUN_021653-T2
OG0009506	Ds_00016472-RA	FUN_049419-T1
OG0009507	Ds_00000211-RA	FUN_052320-T1
OG0009508	Ds_00016447-RA	FUN_032874-T1
OG0009509	Ds_00012773-RA	FUN_032891-T1, FUN_032891-T2
OG0009510	Ds_00014601-RA, Ds_00014600-RA	FUN_005031-T1
OG0009511	Ds_00012987-RA	FUN_022770-T1
OG0009513	Ds_00016742-RA, Ds_00006623-RA, Ds_00016741-RA	FUN_030413-T1
OG0009514	Ds_00001381-RA	FUN_041260-T1
OG0009515	Ds_00007220-RA, Ds_00009651-RA	FUN_026043-T1
OG0009516	Ds_00000236-RA	FUN_026502-T1
OG0009517	Ds_00001537-RA	FUN_050781-T1
OG0009518	Ds_00004585-RA	FUN_037250-T1
OG0009519	Ds_00009662-RA	FUN_026033-T1
OG0009520	Ds_00007924-RA	FUN_009821-T2, FUN_009821-T1
OG0009521	Ds_00013047-RA	FUN_026467-T1
OG0009522	Ds_00007494-RA	FUN_047907-T1
OG0009523	Ds_00016852-RA	FUN_049645-T2, FUN_049645-T1
OG0009524	Ds_00015163-RA	FUN_025555-T1
OG0009525	Ds_00016001-RA	FUN_001875-T1
OG0009527	Ds_00002186-RA	FUN_052183-T1
OG0009529	Ds_00002121-RA	FUN_040667-T1
OG0009530	Ds_00000441-RA, Ds_00002280-RA	FUN_025187-T1
OG0009531	Ds_00013640-RA, Ds_00013638-RA	FUN_008293-T1
OG0009532	Ds_00005600-RA	FUN_045063-T1, FUN_043849-T1
OG0009533	Ds_00000720-RA	FUN_003131-T2, FUN_003131-T1
OG0009534	Ds_00000429-RA	FUN_003027-T2
OG0009536	Ds_00007963-RA	FUN_045692-T1, FUN_051906-T1
OG0009537	Ds_00012010-RA	FUN_052457-T1, FUN_051158-T1
OG0009538	Ds_00014972-RA, Ds_00010460-RA	FUN_039195-T1
OG0009539	Ds_00010714-RA	FUN_052443-T1, FUN_001768-T1
OG0009540	Ds_00000665-RA	FUN_005428-T1, FUN_021589-T1
OG0009541	Ds_00004602-RA	FUN_037144-T1
OG0009543	Ds_00016055-RA	FUN_006367-T1
OG0009544	Ds_00009861-RA	FUN_028027-T1, FUN_034883-T1
OG0009547	Ds_00015207-RA	FUN_041976-T1
OG0009548	Ds_00012506-RA	FUN_048140-T1, FUN_037401-T1
OG0009549	Ds_00016341-RA	FUN_002886-T1
OG0009550	Ds_00002809-RA	FUN_048099-T1
OG0009551	Ds_00015727-RA	FUN_026201-T1
OG0009552	Ds_00016924-RA	FUN_015868-T1
OG0009554	Ds_00005911-RA	FUN_047836-T1
OG0009555	Ds_00000463-RA	FUN_001979-T1
OG0009556	Ds_00003409-RA	FUN_006056-T1
OG0009559	Ds_00017288-RA	FUN_001906-T1, FUN_001906-T2
OG0009560	Ds_00015370-RA	FUN_013160-T1
OG0009561	Ds_00012054-RA, Ds_00012053-RA, Ds_00009951-RA	FUN_022761-T1
OG0009562	Ds_00017095-RA	FUN_000878-T1
OG0009563	Ds_00003391-RA	FUN_006018-T1
OG0009565	Ds_00007945-RA	FUN_026768-T1, FUN_026768-T2
OG0009566	Ds_00012012-RA	FUN_006583-T1, FUN_025883-T1
OG0009569	Ds_00007638-RA	FUN_010291-T1
OG0009570	Ds_00012543-RA	FUN_037608-T1, FUN_048321-T1
OG0009571	Ds_00010405-RA	FUN_046772-T1
OG0009572	Ds_00011904-RA	FUN_041072-T1
OG0009573	Ds_00001500-RA	FUN_018576-T1
OG0009574	Ds_00013304-RA	FUN_028647-T1, FUN_028645-T1
OG0009575	Ds_00016822-RA	FUN_052381-T1
OG0009576	Ds_00016011-RA	FUN_001861-T1
OG0009577	Ds_00004945-RA	FUN_042633-T1
OG0009578	Ds_00009814-RA	FUN_001959-T1
OG0009579	Ds_00003438-RA	FUN_027855-T1, FUN_021352-T1
OG0009580	Ds_00003369-RA	FUN_040480-T2, FUN_040480-T1
OG0009581	Ds_00001316-RA	FUN_018770-T1
OG0009582	Ds_00009047-RA	FUN_040272-T1
OG0009583	Ds_00000648-RA	FUN_006237-T1
OG0009585	Ds_00012011-RA	FUN_006560-T1
OG0009586	Ds_00001350-RA	FUN_040540-T1, FUN_040543-T2, FUN_040543-T1, FUN_040537-T1
OG0009587	Ds_00011300-RA	FUN_049781-T1
OG0009588	Ds_00015714-RA	FUN_026261-T1
OG0009589	Ds_00005367-RA	FUN_001775-T1, FUN_030525-T1
OG0009590	Ds_00000197-RA	FUN_018050-T1
OG0009594	Ds_00017160-RA	FUN_002043-T3, FUN_002043-T1, FUN_002043-T2
OG0009595	Ds_00014893-RA	FUN_008135-T1
OG0009597	Ds_00011457-RA	FUN_001727-T1
OG0009598	Ds_00006061-RA	FUN_002130-T1
OG0009599	Ds_00001165-RA, Ds_00001164-RA	FUN_028404-T1
OG0009602	Ds_00005228-RA, Ds_00004127-RA	FUN_036274-T1
OG0009604	Ds_00001682-RA	FUN_046471-T1, FUN_036300-T1
OG0009608	Ds_00004282-RA	FUN_001616-T1
OG0009611	Ds_00001811-RA, Ds_00010121-RA	FUN_001577-T1
OG0009612	Ds_00013065-RA	FUN_011191-T1
OG0009613	Ds_00012989-RA	FUN_027479-T1
OG0009615	Ds_00006214-RA	FUN_011720-T2, FUN_011720-T1
OG0009616	Ds_00012643-RA	FUN_033997-T1
OG0009617	Ds_00011832-RA	FUN_008078-T1
OG0009618	Ds_00005149-RA	FUN_031712-T2, FUN_031712-T1
OG0009621	Ds_00008688-RA, Ds_00013857-RA	FUN_029312-T1, FUN_019003-T1
OG0009622	Ds_00003468-RA, Ds_00008621-RA	FUN_020362-T1, FUN_020362-T2
OG0009624	Ds_00007515-RA	FUN_049333-T1
OG0009625	Ds_00007003-RA	FUN_050245-T1
OG0009627	Ds_00005429-RA	FUN_020788-T1
OG0009628	Ds_00004283-RA	FUN_034588-T1
OG0009630	Ds_00000936-RA	FUN_000929-T1, FUN_000929-T2
OG0009631	Ds_00013149-RA	FUN_029269-T1
OG0009632	Ds_00008349-RA	FUN_020080-T1, FUN_020080-T2, FUN_020080-T3
OG0009633	Ds_00014559-RA	FUN_052688-T2, FUN_052688-T1
OG0009634	Ds_00013519-RA	FUN_041602-T1
OG0009635	Ds_00000376-RA	FUN_027893-T1
OG0009636	Ds_00013020-RA	FUN_051888-T1
OG0009637	Ds_00006871-RA, Ds_00001830-RA	FUN_042768-T1
OG0009638	Ds_00017135-RA	FUN_027272-T1
OG0009639	Ds_00005868-RA, Ds_00009986-RA	FUN_027611-T1, FUN_027611-T2
OG0009640	Ds_00012749-RA	FUN_034749-T1
OG0009641	Ds_00009313-RA	FUN_000719-T1
OG0009642	Ds_00016330-RA	FUN_015701-T1
OG0009643	Ds_00006124-RA	FUN_007682-T1, FUN_007682-T2
OG0009645	Ds_00009388-RA, Ds_00017752-RA	FUN_009547-T1
OG0009647	Ds_00016797-RA	FUN_036277-T2, FUN_036277-T3, FUN_036277-T1
OG0009649	Ds_00017903-RA, Ds_00011501-RA, Ds_00005504-RA	FUN_037428-T1
OG0009650	Ds_00008343-RA	FUN_015828-T1, FUN_015828-T2
OG0009651	Ds_00002032-RA, Ds_00013697-RA	FUN_001500-T1
OG0009652	Ds_00012469-RA	FUN_018979-T1, FUN_018979-T2
OG0009653	Ds_00005223-RA	FUN_046712-T1
OG0009654	Ds_00000396-RA	FUN_040463-T1
OG0009656	Ds_00005511-RA	FUN_042634-T1
OG0009657	Ds_00008693-RA	FUN_019084-T3, FUN_019084-T2, FUN_019084-T1
OG0009658	Ds_00006019-RA	FUN_027506-T2, FUN_027506-T1, FUN_027506-T3
OG0009659	Ds_00009547-RA	FUN_027530-T1
OG0009660	Ds_00010782-RA	FUN_029659-T1
OG0009661	Ds_00004253-RA	FUN_042686-T1
OG0009663	Ds_00008778-RA	FUN_032311-T1
OG0009664	Ds_00013452-RA	FUN_018871-T1, FUN_018872-T1, FUN_030763-T1
OG0009666	Ds_00015993-RA	FUN_004108-T1
OG0009667	Ds_00011734-RA, Ds_00014136-RA	FUN_013515-T1
OG0009668	Ds_00009200-RA	FUN_039431-T1
OG0009669	Ds_00017198-RA	FUN_012267-T2, FUN_012267-T1
OG0009670	Ds_00000818-RA	FUN_032869-T1
OG0009672	Ds_00014067-RA	FUN_037327-T1
OG0009673	Ds_00015598-RA	FUN_036312-T1
OG0009674	Ds_00001236-RA	FUN_020757-T1, FUN_020757-T2
OG0009675	Ds_00006086-RA	FUN_003124-T1
OG0009676	Ds_00000937-RA	FUN_031529-T3, FUN_031529-T2, FUN_031529-T1
OG0009677	Ds_00001168-RA	FUN_012729-T1
OG0009678	Ds_00014144-RA, Ds_00010899-RA, Ds_00010884-RA, Ds_00010885-RA	FUN_008434-T1
OG0009680	Ds_00014340-RA	FUN_034983-T1
OG0009681	Ds_00002010-RA	FUN_039467-T1
OG0009682	Ds_00012333-RA	FUN_011937-T1
OG0009683	Ds_00015705-RA	FUN_012689-T1
OG0009684	Ds_00017021-RA	FUN_051803-T1, FUN_039687-T1
OG0009686	Ds_00013685-RA	FUN_007560-T1
OG0009687	Ds_00009512-RA	FUN_041052-T1
OG0009688	Ds_00010949-RA	FUN_031209-T1
OG0009689	Ds_00009354-RA	FUN_003594-T1
OG0009690	Ds_00014337-RA, Ds_00005509-RA	FUN_004121-T1
OG0009691	Ds_00004070-RA	FUN_036210-T1, FUN_036210-T2, FUN_052523-T1
OG0009692	Ds_00011648-RA	FUN_048155-T1
OG0009693	Ds_00003072-RA	FUN_014463-T1
OG0009694	Ds_00008824-RA	FUN_048661-T1
OG0009695	Ds_00003185-RA	FUN_020444-T1
OG0009696	Ds_00000365-RA	FUN_049434-T3, FUN_049434-T1, FUN_049434-T2
OG0009699	Ds_00003134-RA	FUN_014906-T1, FUN_008563-T1
OG0009700	Ds_00006287-RA	FUN_002517-T1
OG0009702	Ds_00015048-RA	FUN_041118-T1
OG0009703	Ds_00003591-RA	FUN_048058-T1
OG0009704	Ds_00014485-RA	FUN_031073-T1
OG0009705	Ds_00017391-RA	FUN_031970-T1
OG0009706	Ds_00001808-RA	FUN_018702-T1, FUN_018702-T2, FUN_035979-T1
OG0009707	Ds_00002523-RA	FUN_020565-T2, FUN_020565-T1
OG0009708	Ds_00014504-RA	FUN_025589-T1, FUN_025589-T2, FUN_031028-T1
OG0009709	Ds_00005056-RA	FUN_014865-T1
OG0009710	Ds_00017438-RA	FUN_018369-T1
OG0009711	Ds_00013093-RA	FUN_043818-T1, FUN_043818-T2, FUN_047365-T1
OG0009712	Ds_00009325-RA	FUN_000695-T1
OG0009714	Ds_00014138-RA	FUN_008231-T1
OG0009715	Ds_00006551-RA	FUN_043595-T1, FUN_024894-T1
OG0009716	Ds_00002907-RA	FUN_048409-T1, FUN_037803-T2, FUN_037803-T1
OG0009717	Ds_00016555-RA	FUN_031080-T1
OG0009719	Ds_00012592-RA, Ds_00005637-RA	FUN_013651-T1
OG0009720	Ds_00007426-RA	FUN_006047-T1
OG0009721	Ds_00012342-RA	FUN_030168-T1, FUN_044743-T1, FUN_044744-T1, FUN_016188-T1
OG0009722	Ds_00005403-RA	FUN_031278-T1, FUN_025414-T1
OG0009723	Ds_00010824-RA	FUN_017918-T1, FUN_041836-T1
OG0009725	Ds_00008078-RA	FUN_009752-T1
OG0009726	Ds_00001101-RA	FUN_010552-T1
OG0009727	Ds_00003154-RA	FUN_014552-T2, FUN_014552-T1
OG0009729	Ds_00007913-RA	FUN_027237-T2, FUN_027237-T1
OG0009730	Ds_00001899-RA	FUN_011365-T1
OG0009731	Ds_00013668-RA	FUN_020144-T1
OG0009732	Ds_00014528-RA	FUN_011406-T1
OG0009733	Ds_00007780-RA	FUN_010661-T2, FUN_010661-T1
OG0009734	Ds_00003817-RA	FUN_050344-T1, FUN_025090-T1, FUN_025086-T1, FUN_025085-T1
OG0009735	Ds_00014794-RA	FUN_026335-T1, FUN_000132-T1
OG0009736	Ds_00001458-RA	FUN_031068-T1, FUN_025568-T1
OG0009737	Ds_00005013-RA	FUN_027648-T1
OG0009738	Ds_00003107-RA	FUN_035902-T2, FUN_035902-T3, FUN_035902-T1
OG0009739	Ds_00005104-RA	FUN_015085-T1
OG0009740	Ds_00001567-RA	FUN_049572-T1, FUN_049572-T2
OG0009741	Ds_00010017-RA	FUN_032496-T1
OG0009742	Ds_00001932-RA	FUN_020702-T2, FUN_020702-T1
OG0009743	Ds_00008901-RA	FUN_051646-T2, FUN_051646-T1
OG0009745	Ds_00016344-RA	FUN_027220-T1
OG0009746	Ds_00017298-RA, Ds_00017299-RA	FUN_026308-T1
OG0009747	Ds_00017043-RA	FUN_047207-T1
OG0009748	Ds_00002560-RA	FUN_042725-T1
OG0009749	Ds_00000025-RA	FUN_051880-T1, FUN_051880-T2, FUN_051880-T3
OG0009750	Ds_00011282-RA	FUN_002207-T1
OG0009751	Ds_00010728-RA	FUN_025376-T1, FUN_025376-T2
OG0009753	Ds_00001355-RA, Ds_00010240-RA	FUN_040120-T1
OG0009754	Ds_00000583-RA	FUN_024293-T1, FUN_024294-T2, FUN_024294-T1, FUN_024294-T3
OG0009755	Ds_00007861-RA	FUN_001571-T1
OG0009756	Ds_00001315-RA, Ds_00007337-RA	FUN_028458-T1
OG0009757	Ds_00001849-RA	FUN_009751-T1
OG0009758	Ds_00017395-RA	FUN_025345-T1, FUN_025347-T1
OG0009759	Ds_00017084-RA, Ds_00010723-RA	FUN_025398-T1
OG0009760	Ds_00007268-RA, Ds_00005466-RA	FUN_048391-T1
OG0009761	Ds_00011957-RA	FUN_003067-T1
OG0009762	Ds_00004603-RA	FUN_037143-T1, FUN_037143-T2
OG0009763	Ds_00014455-RA	FUN_024847-T1
OG0009764	Ds_00004303-RA	FUN_036886-T1
OG0009765	Ds_00006132-RA	FUN_022401-T1
OG0009766	Ds_00003878-RA, Ds_00006324-RA	FUN_051460-T1
OG0009767	Ds_00011943-RA	FUN_027218-T1
OG0009768	Ds_00001087-RA	FUN_050903-T1
OG0009769	Ds_00004230-RA	FUN_020950-T1
OG0009773	Ds_00003794-RA	FUN_001531-T1
OG0009774	Ds_00013458-RA	FUN_001466-T2
OG0009774	Ds_00013457-RA, Ds_00015397-RA	FUN_001466-T1
OG0009775	Ds_00004297-RA	FUN_025236-T1
OG0009776	Ds_00004661-RA	FUN_014456-T1, FUN_014456-T2
OG0009777	Ds_00013203-RA	FUN_025593-T1
OG0009778	Ds_00006176-RA	FUN_002612-T1
OG0009780	Ds_00011980-RA	FUN_025667-T2, FUN_025667-T1
OG0009781	Ds_00008048-RA, Ds_00006107-RA	FUN_042849-T1
OG0009783	Ds_00018002-RA	FUN_017118-T1
OG0009784	Ds_00006413-RA	FUN_015239-T1
OG0009785	Ds_00016145-RA	FUN_048499-T1
OG0009786	Ds_00011978-RA	FUN_017091-T1, FUN_017091-T2
OG0009787	Ds_00000634-RA	FUN_052155-T1, FUN_052155-T2, FUN_052155-T3
OG0009788	Ds_00010745-RA	FUN_031967-T1
OG0009789	Ds_00010454-RA	FUN_000934-T1
OG0009790	Ds_00013647-RA	FUN_037816-T1
OG0009791	Ds_00014690-RA	FUN_043666-T1
OG0009792	Ds_00010427-RA	FUN_010271-T1
OG0009793	Ds_00005937-RA	FUN_029100-T1
