Orthogroup	D_spatulata.proteins	A_vesiculosa.proteins
OG0009112	Ds_00017054-RA	Av_00000530-RA, Av_00011243-RA
OG0009113	Ds_00001379-RA	Av_00003000-RA
OG0009114	Ds_00016266-RA	Av_00012412-RA, Av_00009297-RA
OG0009115	Ds_00000379-RA	Av_00006248-RA
OG0009116	Ds_00002740-RA	Av_00017456-RA, Av_00023644-RA
OG0009117	Ds_00013916-RA	Av_00016535-RA, Av_00006552-RA
OG0009118	Ds_00003837-RA	Av_00001681-RA
OG0009119	Ds_00017458-RA	Av_00020235-RA
OG0009120	Ds_00009874-RA	Av_00008742-RA
OG0009121	Ds_00008153-RA	Av_00021197-RA
OG0009122	Ds_00011074-RA	Av_00015581-RA, Av_00009097-RA
OG0009123	Ds_00013102-RA	Av_00015866-RA, Av_00024006-RA
OG0009124	Ds_00004701-RA	Av_00015252-RA
OG0009126	Ds_00005618-RA	Av_00001676-RA, Av_00009472-RA
OG0009127	Ds_00008127-RA	Av_00012556-RA
OG0009128	Ds_00013492-RA	Av_00015594-RA, Av_00009109-RA
OG0009129	Ds_00013136-RA	Av_00020795-RA, Av_00021415-RA
OG0009130	Ds_00016069-RA	Av_00018284-RA, Av_00004706-RA
OG0009131	Ds_00008399-RA	Av_00007604-RA
OG0009132	Ds_00016591-RA	Av_00020625-RA
OG0009134	Ds_00006985-RA	Av_00016227-RA
OG0009135	Ds_00001838-RA	Av_00011594-RA, Av_00020416-RA
OG0009136	Ds_00014151-RA	Av_00003577-RA
OG0009137	Ds_00013106-RA	Av_00019456-RA
OG0009138	Ds_00017394-RA	Av_00012231-RA
OG0009139	Ds_00009272-RA	Av_00004983-RA
OG0009140	Ds_00016813-RA	Av_00008104-RA
OG0009141	Ds_00008808-RA, Ds_00008811-RA	Av_00011457-RA
OG0009142	Ds_00009264-RA, Ds_00009262-RA	Av_00012206-RA
OG0009143	Ds_00001902-RA	Av_00011606-RA
OG0009144	Ds_00008448-RA	Av_00007567-RA
OG0009145	Ds_00010622-RA	Av_00009338-RA, Av_00012448-RA
OG0009146	Ds_00008108-RA	Av_00019518-RA, Av_00020928-RA
OG0009147	Ds_00003782-RA	Av_00010555-RA
OG0009148	Ds_00008562-RA	Av_00000245-RA, Av_00007785-RA
OG0009149	Ds_00005899-RA	Av_00018443-RA, Av_00002586-RA, Av_00003332-RA
OG0009150	Ds_00009008-RA	Av_00000904-RA, Av_00015485-RA, Av_00023094-RA
OG0009151	Ds_00008107-RA	Av_00021392-RA
OG0009152	Ds_00002802-RA	Av_00010685-RA, Av_00018590-RA
OG0009153	Ds_00015442-RA	Av_00021478-RA
OG0009154	Ds_00017508-RA	Av_00022625-RA
OG0009155	Ds_00004870-RA, Ds_00013096-RA	Av_00022024-RA
OG0009157	Ds_00015228-RA	Av_00005929-RA, Av_00005643-RA
OG0009158	Ds_00009384-RA	Av_00016341-RA
OG0009159	Ds_00017274-RA	Av_00008344-RA
OG0009160	Ds_00015635-RA	Av_00001577-RA
OG0009161	Ds_00006492-RA	Av_00003313-RA
OG0009162	Ds_00006733-RA	Av_00019924-RA
OG0009163	Ds_00008576-RA	Av_00006361-RA
OG0009164	Ds_00003288-RA	Av_00003575-RA
OG0009167	Ds_00011427-RA	Av_00001735-RA, Av_00017684-RA
OG0009170	Ds_00007015-RA	Av_00006568-RA
OG0009171	Ds_00008476-RA	Av_00019932-RA
OG0009173	Ds_00008551-RA	Av_00007781-RA, Av_00000250-RA
OG0009174	Ds_00001401-RA	Av_00020421-RA
OG0009175	Ds_00014134-RA	Av_00001810-RA, Av_00013749-RA, Av_00022354-RA, Av_00025108-RA
OG0009176	Ds_00008565-RA	Av_00007626-RA, Av_00006358-RA
OG0009178	Ds_00004915-RA	Av_00021115-RA
OG0009179	Ds_00008948-RA	Av_00007808-RA
OG0009180	Ds_00007152-RA	Av_00003737-RA
OG0009181	Ds_00007400-RA	Av_00024355-RA
OG0009182	Ds_00013273-RA	Av_00019617-RA
OG0009185	Ds_00005443-RA, Ds_00002919-RA	Av_00017795-RA, Av_00019580-RA
OG0009190	Ds_00017187-RA, Ds_00009733-RA, Ds_00012422-RA	Av_00011003-RA
OG0009191	Ds_00011428-RA	Av_00017682-RA, Av_00001737-RA, Av_00011274-RA
OG0009192	Ds_00003487-RA	Av_00008687-RA, Av_00014704-RA
OG0009193	Ds_00000587-RA	Av_00010026-RA
OG0009195	Ds_00002763-RA	Av_00017462-RA
OG0009198	Ds_00012827-RA	Av_00021687-RA, Av_00000352-RA
OG0009200	Ds_00016405-RA	Av_00009188-RA
OG0009201	Ds_00003222-RA	Av_00001543-RA
OG0009202	Ds_00007110-RA	Av_00006466-RA, Av_00020174-RA
OG0009204	Ds_00008915-RA	Av_00007182-RA
OG0009205	Ds_00011696-RA	Av_00015173-RA, Av_00001029-RA, Av_00022476-RA, Av_00024438-RA
OG0009207	Ds_00014431-RA	Av_00014850-RA
OG0009213	Ds_00006791-RA	Av_00022033-RA, Av_00022032-RA
OG0009255	Ds_00007109-RA	Av_00017027-RA
OG0009256	Ds_00013939-RA	Av_00014903-RA, Av_00008126-RA
OG0009257	Ds_00015541-RA	Av_00014858-RA
OG0009258	Ds_00006415-RA	Av_00019222-RA
OG0009260	Ds_00009593-RA, Ds_00010992-RA	Av_00014490-RA, Av_00012685-RA
OG0009261	Ds_00007573-RA	Av_00022041-RA
OG0009262	Ds_00005070-RA	Av_00017062-RA
OG0009264	Ds_00006026-RA	Av_00008179-RA
OG0009266	Ds_00007983-RA, Ds_00006861-RA	Av_00007033-RA
OG0009267	Ds_00018042-RA	Av_00011713-RA, Av_00019817-RA
OG0009268	Ds_00001639-RA	Av_00012536-RA, Av_00002846-RA
OG0009269	Ds_00009573-RA	Av_00014464-RA, Av_00012661-RA
OG0009270	Ds_00006191-RA	Av_00016774-RA
OG0009271	Ds_00005551-RA	Av_00020306-RA, Av_00003478-RA
OG0009272	Ds_00010831-RA, Ds_00010830-RA	Av_00003572-RA
OG0009273	Ds_00010043-RA	Av_00021534-RA
OG0009275	Ds_00016814-RA	Av_00008103-RA, Av_00014888-RA
OG0009277	Ds_00007367-RA, Ds_00011120-RA, Ds_00013146-RA	Av_00021204-RA, Av_00021822-RA
OG0009278	Ds_00009588-RA	Av_00021727-RA
OG0009280	Ds_00003649-RA	Av_00016070-RA
OG0009281	Ds_00012349-RA	Av_00000775-RA
OG0009282	Ds_00006647-RA	Av_00013176-RA
OG0009284	Ds_00017899-RA	Av_00009654-RA, Av_00002246-RA
OG0009285	Ds_00004236-RA	Av_00003384-RA
OG0009286	Ds_00013870-RA	Av_00024737-RA
OG0009287	Ds_00000457-RA	Av_00018910-RA
OG0009288	Ds_00006658-RA	Av_00008099-RA
OG0009289	Ds_00013222-RA	Av_00003340-RA
OG0009290	Ds_00001010-RA	Av_00001474-RA
OG0009291	Ds_00005897-RA, Ds_00009220-RA	Av_00015807-RA
OG0009292	Ds_00006174-RA	Av_00016254-RA, Av_00021599-RA
OG0009293	Ds_00013266-RA	Av_00021813-RA
OG0009296	Ds_00015681-RA	Av_00020151-RA
OG0009299	Ds_00013250-RA	Av_00018790-RA
OG0009300	Ds_00004092-RA, Ds_00017647-RA	Av_00009512-RA
OG0009301	Ds_00013363-RA	Av_00007165-RA
OG0009302	Ds_00000477-RA	Av_00021921-RA
OG0009303	Ds_00017782-RA	Av_00018263-RA
OG0009304	Ds_00002728-RA	Av_00019635-RA, Av_00024158-RA
OG0009306	Ds_00010360-RA	Av_00002838-RA
OG0009306	Ds_00015274-RA	Av_00022210-RA
OG0009308	Ds_00017284-RA	Av_00014812-RA, Av_00015209-RA
OG0009309	Ds_00003135-RA	Av_00021559-RA
OG0009310	Ds_00014841-RA	Av_00017488-RA, Av_00017854-RA
OG0009312	Ds_00000481-RA	Av_00018934-RA
OG0009313	Ds_00010776-RA	Av_00014075-RA
OG0009314	Ds_00010210-RA, Ds_00015920-RA	Av_00007481-RA
OG0009315	Ds_00000552-RA	Av_00006872-RA
OG0009316	Ds_00015986-RA	Av_00017238-RA, Av_00005659-RA
OG0009317	Ds_00005407-RA	Av_00022760-RA
OG0009321	Ds_00005412-RA	Av_00012487-RA, Av_00016377-RA
OG0009323	Ds_00014862-RA	Av_00002802-RA
OG0009324	Ds_00005784-RA	Av_00023026-RA
OG0009325	Ds_00017949-RA	Av_00022988-RA
OG0009326	Ds_00000928-RA	Av_00013499-RA
OG0009327	Ds_00013895-RA	Av_00000222-RA, Av_00007824-RA
OG0009328	Ds_00001023-RA	Av_00000770-RA
OG0009329	Ds_00007825-RA	Av_00009685-RA, Av_00002294-RA
OG0009331	Ds_00007775-RA	Av_00021296-RA, Av_00009727-RA
OG0009332	Ds_00006601-RA	Av_00017272-RA
OG0009333	Ds_00009123-RA	Av_00005230-RA
OG0009334	Ds_00007097-RA	Av_00013231-RA
OG0009336	Ds_00003948-RA	Av_00022976-RA, Av_00006628-RA
OG0009337	Ds_00007013-RA	Av_00016111-RA, Av_00016103-RA
OG0009338	Ds_00013174-RA	Av_00023772-RA
OG0009339	Ds_00007241-RA	Av_00005841-RA
OG0009343	Ds_00012608-RA	Av_00024366-RA
OG0009344	Ds_00007410-RA	Av_00021738-RA
OG0009345	Ds_00005782-RA	Av_00020509-RA
OG0009346	Ds_00014443-RA	Av_00021053-RA
OG0009347	Ds_00009326-RA	Av_00012871-RA
OG0009348	Ds_00008650-RA	Av_00018889-RA
OG0009349	Ds_00014764-RA	Av_00008133-RA
OG0009351	Ds_00005026-RA	Av_00002029-RA
OG0009352	Ds_00004653-RA	Av_00018777-RA
OG0009354	Ds_00001112-RA	Av_00009726-RA, Av_00023845-RA
OG0009355	Ds_00013740-RA	Av_00014875-RA, Av_00014430-RA, Av_00001244-RA
OG0009356	Ds_00006751-RA	Av_00016352-RA, Av_00012501-RA
OG0009357	Ds_00001865-RA	Av_00007793-RA
OG0009358	Ds_00006319-RA	Av_00006681-RA, Av_00016183-RA
OG0009359	Ds_00009359-RA	Av_00003507-RA, Av_00006734-RA, Av_00020579-RA
OG0009360	Ds_00004507-RA	Av_00014132-RA, Av_00010587-RA
OG0009361	Ds_00014054-RA	Av_00008406-RA, Av_00002539-RA
OG0009362	Ds_00015390-RA	Av_00005953-RA
OG0009363	Ds_00005891-RA	Av_00002593-RA
OG0009364	Ds_00007834-RA	Av_00005733-RA
OG0009365	Ds_00007623-RA	Av_00019485-RA
OG0009366	Ds_00007774-RA	Av_00021295-RA
OG0009367	Ds_00003704-RA	Av_00022977-RA, Av_00006629-RA
OG0009368	Ds_00001447-RA	Av_00011694-RA
OG0009369	Ds_00013619-RA	Av_00023211-RA
OG0009370	Ds_00003779-RA	Av_00017699-RA
OG0009371	Ds_00011816-RA	Av_00000779-RA
OG0009372	Ds_00006273-RA	Av_00004801-RA
OG0009373	Ds_00011889-RA	Av_00022392-RA
OG0009374	Ds_00008341-RA	Av_00010767-RA
OG0009375	Ds_00004654-RA	Av_00021561-RA
OG0009375	Ds_00003138-RA	Av_00000627-RA
OG0009376	Ds_00009340-RA	Av_00022188-RA
OG0009378	Ds_00011291-RA	Av_00018853-RA
OG0009379	Ds_00013675-RA, Ds_00013677-RA	Av_00014606-RA, Av_00008561-RA
OG0009382	Ds_00005628-RA	Av_00009469-RA
OG0009383	Ds_00003037-RA	Av_00019420-RA
OG0009384	Ds_00001952-RA	Av_00022876-RA
OG0009385	Ds_00008202-RA	Av_00018188-RA
OG0009386	Ds_00002887-RA	Av_00000012-RA, Av_00022267-RA
OG0009388	Ds_00000047-RA	Av_00011386-RA, Av_00015968-RA
OG0009389	Ds_00003709-RA	Av_00001266-RA
OG0009390	Ds_00007072-RA	Av_00020142-RA, Av_00023522-RA
OG0009391	Ds_00000021-RA	Av_00015961-RA
OG0009392	Ds_00009420-RA	Av_00023237-RA
OG0009393	Ds_00001492-RA	Av_00016679-RA
OG0009394	Ds_00015314-RA	Av_00001080-RA
OG0009395	Ds_00008676-RA	Av_00019083-RA
OG0009396	Ds_00003052-RA	Av_00019419-RA
OG0009397	Ds_00017033-RA	Av_00012356-RA
OG0009399	Ds_00008856-RA	Av_00011374-RA
OG0009400	Ds_00006756-RA	Av_00025002-RA
OG0009401	Ds_00001475-RA	Av_00001950-RA
OG0009402	Ds_00015844-RA	Av_00004638-RA
OG0009403	Ds_00013423-RA	Av_00001909-RA
OG0009404	Ds_00013535-RA	Av_00018724-RA
OG0009405	Ds_00000056-RA	Av_00011381-RA
OG0009406	Ds_00000046-RA	Av_00004284-RA
OG0009407	Ds_00014469-RA	Av_00001931-RA, Av_00021567-RA
OG0009408	Ds_00013387-RA	Av_00000396-RA, Av_00015373-RA
OG0009409	Ds_00005422-RA	Av_00012481-RA
OG0009411	Ds_00011967-RA	Av_00003753-RA, Av_00007419-RA, Av_00009007-RA
OG0009412	Ds_00006982-RA	Av_00016742-RA
OG0009413	Ds_00012181-RA	Av_00019033-RA, Av_00007302-RA
OG0009415	Ds_00005740-RA	Av_00020576-RA, Av_00022202-RA
OG0009415	Ds_00009356-RA	Av_00000711-RA
OG0009416	Ds_00004731-RA	Av_00013498-RA
OG0009417	Ds_00011267-RA	Av_00011328-RA
OG0009418	Ds_00016502-RA	Av_00021268-RA, Av_00001071-RA, Av_00001072-RA
OG0009419	Ds_00006741-RA	Av_00000449-RA
OG0009420	Ds_00001969-RA	Av_00001813-RA
OG0009421	Ds_00001522-RA	Av_00011533-RA
OG0009422	Ds_00001529-RA	Av_00000116-RA
OG0009423	Ds_00013534-RA	Av_00019048-RA
OG0009424	Ds_00010012-RA	Av_00006217-RA, Av_00012764-RA
OG0009425	Ds_00014361-RA	Av_00008857-RA
OG0009426	Ds_00002332-RA	Av_00023183-RA
OG0009427	Ds_00000073-RA	Av_00004294-RA
OG0009428	Ds_00007867-RA	Av_00019968-RA
OG0009429	Ds_00007049-RA	Av_00021678-RA, Av_00000346-RA
OG0009430	Ds_00008806-RA	Av_00002202-RA, Av_00015236-RA, Av_00002203-RA
OG0009432	Ds_00001950-RA	Av_00021665-RA
OG0009433	Ds_00017179-RA	Av_00013387-RA
OG0009434	Ds_00016805-RA	Av_00006561-RA, Av_00016529-RA
OG0009435	Ds_00005420-RA	Av_00014827-RA
OG0009436	Ds_00000143-RA	Av_00006259-RA
OG0009437	Ds_00010014-RA	Av_00006216-RA
OG0009438	Ds_00015849-RA	Av_00007042-RA, Av_00011915-RA
OG0009439	Ds_00013358-RA	Av_00023176-RA
OG0009440	Ds_00015316-RA	Av_00021548-RA
OG0009441	Ds_00011950-RA	Av_00020498-RA
OG0009442	Ds_00009463-RA	Av_00002010-RA
OG0009443	Ds_00017025-RA	Av_00012971-RA, Av_00007162-RA
OG0009446	Ds_00001595-RA	Av_00015270-RA, Av_00010949-RA
OG0009447	Ds_00003615-RA	Av_00011700-RA
OG0009448	Ds_00000280-RA	Av_00004628-RA
OG0009449	Ds_00005394-RA	Av_00016371-RA
OG0009450	Ds_00001963-RA	Av_00000331-RA
OG0009451	Ds_00009791-RA	Av_00022542-RA
OG0009452	Ds_00015320-RA	Av_00012287-RA, Av_00004422-RA
OG0009452	Ds_00004352-RA	Av_00001073-RA
OG0009454	Ds_00001423-RA	Av_00015323-RA
OG0009455	Ds_00007915-RA	Av_00011060-RA
OG0009456	Ds_00001937-RA	Av_00013733-RA, Av_00001823-RA
OG0009457	Ds_00001797-RA	Av_00005804-RA
OG0009458	Ds_00001611-RA	Av_00015259-RA
OG0009459	Ds_00014686-RA	Av_00020125-RA
OG0009460	Ds_00012702-RA	Av_00006325-RA, Av_00007659-RA
OG0009461	Ds_00007894-RA, Ds_00007895-RA	Av_00016841-RA
OG0009462	Ds_00011293-RA	Av_00011345-RA
OG0009463	Ds_00005338-RA	Av_00010509-RA, Av_00015917-RA, Av_00012436-RA
OG0009465	Ds_00014404-RA	Av_00020060-RA, Av_00015837-RA
OG0009466	Ds_00009398-RA	Av_00000446-RA, Av_00015312-RA
OG0009467	Ds_00017027-RA	Av_00012969-RA, Av_00008785-RA
OG0009468	Ds_00015230-RA	Av_00005642-RA
OG0009469	Ds_00010645-RA	Av_00002404-RA
OG0009470	Ds_00002102-RA	Av_00023363-RA
OG0009471	Ds_00014246-RA	Av_00019020-RA
OG0009473	Ds_00004389-RA	Av_00006013-RA, Av_00005572-RA
OG0009475	Ds_00000914-RA	Av_00024166-RA
OG0009476	Ds_00000474-RA	Av_00023017-RA
OG0009477	Ds_00012908-RA	Av_00005901-RA
OG0009478	Ds_00013991-RA	Av_00008951-RA
OG0009479	Ds_00004292-RA	Av_00000871-RA
OG0009481	Ds_00014075-RA	Av_00015722-RA
OG0009482	Ds_00012244-RA	Av_00017748-RA
OG0009485	Ds_00016290-RA	Av_00021891-RA
OG0009486	Ds_00002191-RA	Av_00022929-RA
OG0009487	Ds_00004289-RA	Av_00005189-RA, Av_00002773-RA
OG0009488	Ds_00010472-RA	Av_00019084-RA
OG0009490	Ds_00007563-RA	Av_00017217-RA
OG0009492	Ds_00011488-RA	Av_00005876-RA
OG0009493	Ds_00017532-RA	Av_00007826-RA
OG0009495	Ds_00001428-RA	Av_00017259-RA, Av_00022435-RA, Av_00022828-RA
OG0009496	Ds_00009544-RA	Av_00006202-RA
OG0009497	Ds_00000687-RA	Av_00007968-RA
OG0009498	Ds_00017893-RA	Av_00018274-RA, Av_00012820-RA
OG0009499	Ds_00017129-RA	Av_00022569-RA
OG0009501	Ds_00003304-RA	Av_00007089-RA, Av_00008273-RA
OG0009502	Ds_00002334-RA, Ds_00017894-RA	Av_00015813-RA, Av_00023440-RA
OG0009503	Ds_00001337-RA	Av_00000318-RA
OG0009505	Ds_00000664-RA	Av_00010054-RA
OG0009506	Ds_00016472-RA	Av_00003199-RA
OG0009507	Ds_00000211-RA	Av_00008894-RA
OG0009508	Ds_00016447-RA	Av_00017117-RA, Av_00020722-RA, Av_00023429-RA
OG0009509	Ds_00012773-RA	Av_00022382-RA
OG0009510	Ds_00014601-RA, Ds_00014600-RA	Av_00022824-RA
OG0009511	Ds_00012987-RA	Av_00016698-RA
OG0009513	Ds_00016742-RA, Ds_00006623-RA, Ds_00016741-RA	Av_00003853-RA
OG0009514	Ds_00001381-RA	Av_00006046-RA
OG0009515	Ds_00007220-RA, Ds_00009651-RA	Av_00004003-RA, Av_00004916-RA
OG0009516	Ds_00000236-RA	Av_00008881-RA, Av_00019296-RA
OG0009517	Ds_00001537-RA	Av_00018278-RA
OG0009518	Ds_00004585-RA	Av_00015213-RA, Av_00010876-RA
OG0009519	Ds_00009662-RA	Av_00021710-RA
OG0009521	Ds_00013047-RA	Av_00019517-RA
OG0009522	Ds_00007494-RA	Av_00013339-RA
OG0009523	Ds_00016852-RA	Av_00021528-RA
OG0009524	Ds_00015163-RA	Av_00010644-RA
OG0009525	Ds_00016001-RA	Av_00009906-RA
OG0009527	Ds_00002186-RA	Av_00003102-RA, Av_00022928-RA
OG0009529	Ds_00002121-RA	Av_00023352-RA, Av_00018564-RA
OG0009530	Ds_00000441-RA, Ds_00002280-RA	Av_00020792-RA, Av_00018822-RA
OG0009531	Ds_00013640-RA, Ds_00013638-RA	Av_00003607-RA
OG0009532	Ds_00005600-RA	Av_00017625-RA
OG0009533	Ds_00000720-RA	Av_00007987-RA
OG0009534	Ds_00000429-RA	Av_00022380-RA
OG0009536	Ds_00007963-RA	Av_00009826-RA, Av_00011026-RA
OG0009537	Ds_00012010-RA	Av_00006821-RA
OG0009538	Ds_00014972-RA, Ds_00010460-RA	Av_00001122-RA, Av_00020104-RA
OG0009540	Ds_00000665-RA	Av_00007961-RA, Av_00010060-RA
OG0009541	Ds_00004602-RA	Av_00010887-RA, Av_00013912-RA
OG0009543	Ds_00016055-RA	Av_00006802-RA, Av_00006801-RA, Av_00004132-RA, Av_00008002-RA
OG0009546	Ds_00014626-RA	Av_00010355-RA
OG0009547	Ds_00015207-RA	Av_00005920-RA
OG0009548	Ds_00012506-RA	Av_00008607-RA
OG0009549	Ds_00016341-RA	Av_00013599-RA
OG0009550	Ds_00002809-RA	Av_00010267-RA, Av_00008660-RA, Av_00014691-RA
OG0009551	Ds_00015727-RA	Av_00021635-RA, Av_00009045-RA
OG0009552	Ds_00016924-RA	Av_00018122-RA
OG0009554	Ds_00005911-RA	Av_00007772-RA
OG0009555	Ds_00000463-RA	Av_00009528-RA, Av_00009527-RA
OG0009556	Ds_00003409-RA	Av_00023857-RA, Av_00007125-RA, Av_00003616-RA
OG0009559	Ds_00017288-RA	Av_00019283-RA
OG0009560	Ds_00015370-RA	Av_00009055-RA
OG0009561	Ds_00012054-RA	Av_00009174-RA
OG0009561	Ds_00012053-RA, Ds_00009951-RA	Av_00014771-RA
OG0009562	Ds_00017095-RA	Av_00004373-RA, Av_00008206-RA
OG0009563	Ds_00003391-RA	Av_00010029-RA
OG0009565	Ds_00007945-RA	Av_00023000-RA
OG0009566	Ds_00012012-RA	Av_00012902-RA, Av_00009162-RA
OG0009569	Ds_00007638-RA	Av_00004226-RA
OG0009570	Ds_00012543-RA	Av_00019881-RA, Av_00003279-RA, Av_00013971-RA
OG0009571	Ds_00010405-RA	Av_00004398-RA
OG0009573	Ds_00001500-RA	Av_00006600-RA
OG0009574	Ds_00013304-RA	Av_00007142-RA, Av_00004508-RA
OG0009576	Ds_00016011-RA	Av_00007232-RA
OG0009577	Ds_00004945-RA	Av_00008395-RA
OG0009578	Ds_00009814-RA	Av_00004465-RA
OG0009579	Ds_00003438-RA	Av_00004411-RA
OG0009580	Ds_00003369-RA	Av_00017960-RA, Av_00008329-RA
OG0009581	Ds_00001316-RA	Av_00024493-RA
OG0009582	Ds_00009047-RA	Av_00021484-RA
OG0009583	Ds_00000648-RA	Av_00023585-RA
OG0009585	Ds_00012011-RA	Av_00009159-RA
OG0009586	Ds_00001350-RA	Av_00018576-RA, Av_00010702-RA
OG0009587	Ds_00011300-RA	Av_00004324-RA
OG0009588	Ds_00015714-RA	Av_00007397-RA, Av_00003785-RA
OG0009589	Ds_00005367-RA	Av_00015318-RA
OG0009590	Ds_00000197-RA	Av_00008902-RA, Av_00006284-RA, Av_00020919-RA
OG0009594	Ds_00017160-RA	Av_00023824-RA
OG0009595	Ds_00014893-RA	Av_00002824-RA
OG0009597	Ds_00011457-RA	Av_00009068-RA, Av_00015568-RA
OG0009598	Ds_00006061-RA	Av_00013672-RA, Av_00006491-RA
OG0009599	Ds_00001165-RA, Ds_00001164-RA	Av_00022419-RA
OG0009602	Ds_00005228-RA, Ds_00004127-RA	Av_00004729-RA
OG0009604	Ds_00001682-RA	Av_00003044-RA
OG0009608	Ds_00004282-RA	Av_00002775-RA, Av_00005186-RA
OG0009609	Ds_00007333-RA	Av_00015680-RA
OG0009611	Ds_00001811-RA	Av_00018772-RA, Av_00015296-RA
OG0009611	Ds_00010121-RA	Av_00021784-RA
OG0009612	Ds_00013065-RA	Av_00001798-RA
OG0009613	Ds_00012989-RA	Av_00014777-RA
OG0009615	Ds_00006214-RA	Av_00016945-RA
OG0009616	Ds_00012643-RA	Av_00020582-RA, Av_00006733-RA
OG0009617	Ds_00011833-RA	Av_00006029-RA
OG0009618	Ds_00005149-RA	Av_00010129-RA
OG0009621	Ds_00013857-RA	Av_00003844-RA
OG0009622	Ds_00003468-RA, Ds_00008621-RA	Av_00004167-RA
OG0009623	Ds_00008513-RA	Av_00015614-RA
OG0009625	Ds_00007003-RA	Av_00013564-RA
OG0009627	Ds_00005429-RA	Av_00022383-RA, Av_00022949-RA
OG0009628	Ds_00004283-RA	Av_00024770-RA, Av_00012218-RA
OG0009630	Ds_00000936-RA	Av_00003394-RA, Av_00010853-RA
OG0009631	Ds_00013149-RA	Av_00024500-RA
OG0009632	Ds_00008349-RA	Av_00017314-RA
OG0009633	Ds_00014559-RA	Av_00014405-RA
OG0009634	Ds_00013519-RA	Av_00024087-RA
OG0009635	Ds_00000376-RA	Av_00022642-RA
OG0009636	Ds_00013020-RA	Av_00011388-RA, Av_00015965-RA
OG0009637	Ds_00006871-RA	Av_00019180-RA
OG0009638	Ds_00017135-RA	Av_00009325-RA
OG0009639	Ds_00005868-RA, Ds_00009986-RA	Av_00012851-RA, Av_00024411-RA
OG0009640	Ds_00012749-RA	Av_00024562-RA
OG0009641	Ds_00009313-RA	Av_00013638-RA, Av_00023404-RA
OG0009642	Ds_00016330-RA	Av_00013121-RA, Av_00008536-RA
OG0009643	Ds_00006124-RA	Av_00017666-RA
OG0009647	Ds_00016797-RA	Av_00014894-RA
OG0009648	Ds_00012985-RA	Av_00012923-RA, Av_00002080-RA
OG0009649	Ds_00017903-RA, Ds_00011501-RA, Ds_00005504-RA	Av_00003939-RA
OG0009650	Ds_00008343-RA	Av_00014963-RA, Av_00015840-RA
OG0009651	Ds_00002032-RA, Ds_00013697-RA	Av_00015701-RA, Av_00013485-RA, Av_00021174-RA
OG0009652	Ds_00012469-RA	Av_00012042-RA
OG0009653	Ds_00005223-RA	Av_00016924-RA
OG0009654	Ds_00000396-RA	Av_00022626-RA
OG0009657	Ds_00008693-RA	Av_00017256-RA
OG0009658	Ds_00006019-RA	Av_00008184-RA
OG0009659	Ds_00009547-RA	Av_00012748-RA
OG0009660	Ds_00010782-RA	Av_00020551-RA
OG0009661	Ds_00004253-RA	Av_00013215-RA, Av_00013213-RA
OG0009663	Ds_00008778-RA	Av_00018397-RA, Av_00021344-RA
OG0009665	Ds_00015201-RA	Av_00007492-RA
OG0009666	Ds_00015993-RA	Av_00005045-RA, Av_00002978-RA
OG0009667	Ds_00011734-RA, Ds_00014136-RA	Av_00007884-RA
OG0009668	Ds_00009200-RA	Av_00018364-RA
OG0009669	Ds_00017198-RA	Av_00022063-RA
OG0009670	Ds_00000818-RA	Av_00019488-RA
OG0009672	Ds_00014067-RA	Av_00015723-RA
OG0009674	Ds_00001236-RA	Av_00017379-RA
OG0009675	Ds_00006086-RA	Av_00011878-RA
OG0009676	Ds_00000937-RA	Av_00000845-RA
OG0009677	Ds_00001168-RA	Av_00017441-RA
OG0009678	Ds_00014144-RA, Ds_00010899-RA, Ds_00010884-RA, Ds_00010885-RA	Av_00003873-RA
OG0009680	Ds_00014340-RA	Av_00007023-RA
OG0009681	Ds_00002010-RA	Av_00018393-RA, Av_00021348-RA
OG0009682	Ds_00012333-RA	Av_00000785-RA, Av_00020317-RA
OG0009683	Ds_00015705-RA	Av_00006182-RA, Av_00006181-RA, Av_00008446-RA
OG0009684	Ds_00017021-RA	Av_00007160-RA, Av_00008781-RA, Av_00008780-RA
OG0009686	Ds_00013685-RA	Av_00015691-RA
OG0009687	Ds_00009512-RA	Av_00019829-RA, Av_00011952-RA
OG0009688	Ds_00010949-RA	Av_00015392-RA
OG0009689	Ds_00009354-RA	Av_00000713-RA, Av_00023048-RA
OG0009690	Ds_00014337-RA	Av_00011895-RA
OG0009690	Ds_00005509-RA	Av_00014384-RA, Av_00001181-RA
OG0009691	Ds_00004070-RA	Av_00001236-RA
OG0009692	Ds_00011648-RA	Av_00023315-RA
OG0009693	Ds_00003072-RA	Av_00013250-RA
OG0009694	Ds_00008824-RA	Av_00003153-RA
OG0009695	Ds_00003185-RA	Av_00017041-RA
OG0009696	Ds_00000365-RA	Av_00000957-RA
OG0009699	Ds_00003134-RA	Av_00023054-RA
OG0009700	Ds_00006287-RA	Av_00020352-RA
OG0009702	Ds_00015048-RA	Av_00007904-RA
OG0009703	Ds_00003591-RA	Av_00000035-RA, Av_00011427-RA
OG0009704	Ds_00014485-RA	Av_00021573-RA, Av_00000473-RA
OG0009705	Ds_00017391-RA	Av_00002639-RA
OG0009706	Ds_00001808-RA	Av_00007838-RA
OG0009707	Ds_00002523-RA	Av_00009992-RA
OG0009708	Ds_00014504-RA	Av_00001949-RA
OG0009709	Ds_00005056-RA	Av_00023377-RA
