Orthogroup	D_spatulata.proteins	L_sativa.proteins
OG0008168	Ds_00015648-RA	Lsat_1_v5_gn_6_92560.3, Lsat_1_v5_gn_6_92560.1, Lsat_1_v5_gn_6_92560.2
OG0008170	Ds_00014137-RA	Lsat_1_v5_gn_2_7800.5
OG0008171	Ds_00015883-RA	Lsat_1_v5_gn_4_56781.1, Lsat_1_v5_gn_1_122121.1
OG0008173	Ds_00015885-RA	Lsat_1_v5_gn_4_56421.1
OG0008174	Ds_00002946-RA	Lsat_1_v5_gn_5_81640.1, Lsat_1_v5_gn_5_81640.3
OG0008175	Ds_00016727-RA	Lsat_1_v5_gn_7_13080.1, Lsat_1_v5_gn_7_13080.3, Lsat_1_v5_gn_1_130120.1
OG0008178	Ds_00017035-RA, Ds_00008200-RA	Lsat_1_v5_gn_5_61200.1, Lsat_1_v5_gn_5_61200.2, Lsat_1_v5_gn_3_25480.2
OG0008179	Ds_00004423-RA, Ds_00004422-RA, Ds_00011170-RA	Lsat_1_v5_gn_7_12841.1, Lsat_1_v5_gn_7_12841.3
OG0008180	Ds_00014612-RA	Lsat_1_v5_gn_5_2721.2, Lsat_1_v5_gn_5_2721.1
OG0008181	Ds_00002004-RA	Lsat_1_v5_gn_6_30341.3, Lsat_1_v5_gn_6_30341.1
OG0008182	Ds_00009959-RA	Lsat_1_v5_gn_8_7120.1
OG0008183	Ds_00006914-RA	Lsat_1_v5_gn_5_38921.1, Lsat_1_v5_gn_5_38921.3
OG0008184	Ds_00012512-RA	Lsat_1_v5_gn_3_140680.2, Lsat_1_v5_gn_3_140680.1
OG0008185	Ds_00005022-RA	Lsat_1_v5_gn_6_70560.3, Lsat_1_v5_gn_6_70560.1
OG0008186	Ds_00011847-RA	Lsat_1_v5_gn_7_60541.1, Lsat_1_v5_gn_7_60541.3
OG0008187	Ds_00004630-RA	Lsat_1_v5_gn_9_7920.1, Lsat_1_v5_gn_9_7920.3
OG0008188	Ds_00007338-RA	Lsat_1_v5_gn_7_36961.1, Lsat_1_v5_gn_5_142620.1, Lsat_1_v5_gn_5_142620.2
OG0008189	Ds_00000732-RA	Lsat_1_v5_gn_1_35241.1, Lsat_1_v5_gn_5_130901.1
OG0008190	Ds_00007920-RA	Lsat_1_v5_gn_8_68841.1, Lsat_1_v5_gn_8_68841.2
OG0008191	Ds_00011469-RA	Lsat_1_v5_gn_5_94301.1
OG0008192	Ds_00000800-RA	Lsat_1_v5_gn_5_133581.3, Lsat_1_v5_gn_5_133581.1
OG0008193	Ds_00015027-RA	Lsat_1_v5_gn_7_3140.1, Lsat_1_v5_gn_1_95380.1
OG0008195	Ds_00002422-RA, Ds_00000721-RA	Lsat_1_v5_gn_5_103401.1, Lsat_1_v5_gn_5_103401.2, Lsat_1_v5_gn_5_103401.3, Lsat_1_v5_gn_4_102260.1, Lsat_1_v5_gn_4_102260.2
OG0008196	Ds_00017576-RA, Ds_00003919-RA	Lsat_1_v5_gn_5_103920.1
OG0008197	Ds_00001303-RA	Lsat_1_v5_gn_6_6461.1, Lsat_1_v5_gn_3_7240.1
OG0008198	Ds_00003360-RA	Lsat_1_v5_gn_5_81880.1, Lsat_1_v5_gn_5_82020.1
OG0008199	Ds_00010459-RA	Lsat_1_v5_gn_5_49760.1, Lsat_1_v5_gn_5_49760.3
OG0008200	Ds_00012408-RA	Lsat_1_v5_gn_3_107201.1
OG0008201	Ds_00008785-RA	Lsat_1_v5_gn_3_135660.1, Lsat_1_v5_gn_3_135660.3
OG0008203	Ds_00003574-RA, Ds_00003565-RA	Lsat_1_v5_gn_7_4500.1
OG0008204	Ds_00008380-RA	Lsat_1_v5_gn_7_3881.3, Lsat_1_v5_gn_7_3881.1
OG0008205	Ds_00003452-RA	Lsat_1_v5_gn_6_7700.1, Lsat_1_v5_gn_6_7700.2, Lsat_1_v5_gn_3_27180.1, Lsat_1_v5_gn_3_27180.3
OG0008206	Ds_00000727-RA	Lsat_1_v5_gn_4_101980.1
OG0008207	Ds_00003410-RA	Lsat_1_v5_gn_5_56481.1, Lsat_1_v5_gn_3_26500.1
OG0008208	Ds_00008304-RA	Lsat_1_v5_gn_6_104840.1
OG0008209	Ds_00007947-RA	Lsat_1_v5_gn_5_9120.3, Lsat_1_v5_gn_5_9120.1, Lsat_1_v5_gn_5_9120.2, Lsat_1_v5_gn_6_103140.2, Lsat_1_v5_gn_6_103140.3, Lsat_1_v5_gn_6_103140.1
OG0008210	Ds_00008645-RA	Lsat_1_v5_gn_6_53681.2, Lsat_1_v5_gn_6_53681.3, Lsat_1_v5_gn_6_53681.1
OG0008211	Ds_00017350-RA	Lsat_1_v5_gn_8_65441.1, Lsat_1_v5_gn_8_65441.2
OG0008212	Ds_00016425-RA	Lsat_1_v5_gn_8_70541.1
OG0008213	Ds_00000253-RA	Lsat_1_v5_gn_5_102941.1
OG0008215	Ds_00002952-RA	Lsat_1_v5_gn_6_4381.1, Lsat_1_v5_gn_6_4381.3, Lsat_1_v5_gn_6_4381.2
OG0008216	Ds_00016409-RA	Lsat_1_v5_gn_9_55320.1
OG0008217	Ds_00011450-RA	Lsat_1_v5_gn_6_106621.2, Lsat_1_v5_gn_6_106621.1, Lsat_1_v5_gn_9_77921.1
OG0008218	Ds_00008869-RA	Lsat_1_v5_gn_4_57721.1
OG0008219	Ds_00000224-RA	Lsat_1_v5_gn_7_39580.1, Lsat_1_v5_gn_7_39580.3
OG0008221	Ds_00002842-RA	Lsat_1_v5_gn_7_1281.1, Lsat_1_v5_gn_7_1281.2, Lsat_1_v5_gn_8_60321.1
OG0008222	Ds_00004866-RA	Lsat_1_v5_gn_6_17781.1
OG0008223	Ds_00009833-RA	Lsat_1_v5_gn_5_85220.3, Lsat_1_v5_gn_5_85220.1
OG0008224	Ds_00009973-RA	Lsat_1_v5_gn_2_130620.1
OG0008226	Ds_00012491-RA	Lsat_1_v5_gn_3_138380.3, Lsat_1_v5_gn_3_138380.1
OG0008227	Ds_00002577-RA, Ds_00015661-RA	Lsat_1_v5_gn_5_164581.1, Lsat_1_v5_gn_5_164581.3, Lsat_1_v5_gn_5_164581.2
OG0008228	Ds_00008957-RA	Lsat_1_v5_gn_3_11361.1, Lsat_1_v5_gn_6_84200.1
OG0008229	Ds_00009822-RA, Ds_00015769-RA, Ds_00003415-RA	Lsat_1_v5_gn_8_69080.1
OG0008230	Ds_00009906-RA	Lsat_1_v5_gn_6_9800.1
OG0008231	Ds_00005631-RA	Lsat_1_v5_gn_2_136321.1, Lsat_1_v5_gn_9_49881.2
OG0008232	Ds_00012776-RA	Lsat_1_v5_gn_4_106160.1
OG0008233	Ds_00004212-RA	Lsat_1_v5_gn_6_18741.1, Lsat_1_v5_gn_6_18741.3
OG0008234	Ds_00017346-RA, Ds_00016438-RA	Lsat_1_v5_gn_8_65840.1, Lsat_1_v5_gn_5_52300.1
OG0008235	Ds_00002221-RA	Lsat_1_v5_gn_3_12541.2, Lsat_1_v5_gn_3_12541.1, Lsat_1_v5_gn_6_8940.1, Lsat_1_v5_gn_6_8940.2
OG0008236	Ds_00007280-RA, Ds_00012875-RA	Lsat_1_v5_gn_5_98560.1
OG0008237	Ds_00000063-RA	Lsat_1_v5_gn_8_123180.2, Lsat_1_v5_gn_8_123180.1, Lsat_1_v5_gn_4_71821.1
OG0008238	Ds_00008872-RA	Lsat_1_v5_gn_5_141661.1
OG0008239	Ds_00002336-RA	Lsat_1_v5_gn_1_37760.1, Lsat_1_v5_gn_1_37760.3
OG0008240	Ds_00001282-RA	Lsat_1_v5_gn_3_8800.2, Lsat_1_v5_gn_3_8800.1
OG0008241	Ds_00000683-RA	Lsat_1_v5_gn_1_33541.1, Lsat_1_v5_gn_1_33541.2
OG0008242	Ds_00009917-RA	Lsat_1_v5_gn_6_63900.1, Lsat_1_v5_gn_6_63900.3, Lsat_1_v5_gn_1_49081.1, Lsat_1_v5_gn_1_49081.2
OG0008243	Ds_00000666-RA	Lsat_1_v5_gn_5_131560.1, Lsat_1_v5_gn_5_131560.3
OG0008244	Ds_00016412-RA	Lsat_1_v5_gn_9_55481.1
OG0008245	Ds_00015770-RA	Lsat_1_v5_gn_8_69561.4
OG0008246	Ds_00000193-RA	Lsat_1_v5_gn_7_37360.1, Lsat_1_v5_gn_7_37400.1, Lsat_1_v5_gn_7_37400.2
OG0008248	Ds_00008541-RA	Lsat_1_v5_gn_3_54600.1, Lsat_1_v5_gn_3_54600.2
OG0008249	Ds_00000642-RA	Lsat_1_v5_gn_5_8141.1
OG0008250	Ds_00017670-RA, Ds_00013311-RA	Lsat_1_v5_gn_1_37980.1
OG0008251	Ds_00009216-RA	Lsat_1_v5_gn_4_15080.1, Lsat_1_v5_gn_4_15080.3, Lsat_1_v5_gn_4_70960.1
OG0008252	Ds_00008234-RA	Lsat_1_v5_gn_8_85681.2, Lsat_1_v5_gn_8_85681.1
OG0008253	Ds_00000473-RA	Lsat_1_v5_gn_5_136600.3, Lsat_1_v5_gn_5_136600.1
OG0008254	Ds_00000223-RA	Lsat_1_v5_gn_7_39521.1, Lsat_1_v5_gn_7_39521.3
OG0008255	Ds_00000667-RA	Lsat_1_v5_gn_5_131840.3, Lsat_1_v5_gn_5_131840.1
OG0008256	Ds_00007373-RA	Lsat_1_v5_gn_1_26780.1, Lsat_1_v5_gn_6_16520.1, Lsat_1_v5_gn_3_20200.1, Lsat_1_v5_gn_3_20200.2
OG0008257	Ds_00000195-RA	Lsat_1_v5_gn_5_145481.2, Lsat_1_v5_gn_5_145481.1, Lsat_1_v5_gn_7_37501.1, Lsat_1_v5_gn_7_37501.2
OG0008259	Ds_00015128-RA	Lsat_1_v5_gn_7_19661.1, Lsat_1_v5_gn_7_19661.2
OG0008260	Ds_00015775-RA	Lsat_1_v5_gn_3_137280.1, Lsat_1_v5_gn_3_137280.3
OG0008262	Ds_00000191-RA	Lsat_1_v5_gn_7_37341.1, Lsat_1_v5_gn_7_37341.3
OG0008263	Ds_00009945-RA	Lsat_1_v5_gn_5_45441.2, Lsat_1_v5_gn_5_45441.3, Lsat_1_v5_gn_5_45441.1
OG0008267	Ds_00001794-RA	Lsat_1_v5_gn_9_97941.1
OG0008269	Ds_00001157-RA	Lsat_1_v5_gn_4_42240.1, Lsat_1_v5_gn_8_150060.1, Lsat_1_v5_gn_3_37280.2, Lsat_1_v5_gn_3_37280.1, Lsat_1_v5_gn_4_70021.1
OG0008270	Ds_00003881-RA	Lsat_1_v5_gn_5_132400.1
OG0008271	Ds_00003340-RA	Lsat_1_v5_gn_7_69480.1
OG0008272	Ds_00004516-RA	Lsat_1_v5_gn_7_17380.1
OG0008274	Ds_00017109-RA	Lsat_1_v5_gn_8_100801.3, Lsat_1_v5_gn_8_100801.1
OG0008275	Ds_00009576-RA	Lsat_1_v5_gn_9_27481.1, Lsat_1_v5_gn_8_80221.1, Lsat_1_v5_gn_8_80221.3, Lsat_1_v5_gn_8_80221.2
OG0008276	Ds_00008347-RA	Lsat_1_v5_gn_1_62140.1
OG0008277	Ds_00002177-RA	Lsat_1_v5_gn_5_6401.3, Lsat_1_v5_gn_5_6401.2, Lsat_1_v5_gn_5_6401.1, Lsat_1_v5_gn_5_6320.1
OG0008279	Ds_00007408-RA	Lsat_1_v5_gn_6_12240.3, Lsat_1_v5_gn_6_12240.1
OG0008281	Ds_00003322-RA	Lsat_1_v5_gn_7_110360.2, Lsat_1_v5_gn_7_110360.1
OG0008282	Ds_00010145-RA	Lsat_1_v5_gn_5_176321.1, Lsat_1_v5_gn_5_176321.2
OG0008283	Ds_00007615-RA	Lsat_1_v5_gn_8_75420.1
OG0008284	Ds_00013504-RA	Lsat_1_v5_gn_3_19620.1
OG0008285	Ds_00015202-RA	Lsat_1_v5_gn_7_18941.1
OG0008286	Ds_00006054-RA	Lsat_1_v5_gn_0_7601.1, Lsat_1_v5_gn_2_104600.3, Lsat_1_v5_gn_2_104600.1
OG0008287	Ds_00006161-RA, Ds_00006951-RA	Lsat_1_v5_gn_2_106500.1
OG0008288	Ds_00012302-RA	Lsat_1_v5_gn_8_134720.1, Lsat_1_v5_gn_3_38741.1
OG0008291	Ds_00001192-RA	Lsat_1_v5_gn_8_137820.1, Lsat_1_v5_gn_8_137820.3
OG0008292	Ds_00014914-RA	Lsat_1_v5_gn_1_56360.2, Lsat_1_v5_gn_1_56360.3, Lsat_1_v5_gn_1_56360.1
OG0008293	Ds_00000867-RA, Ds_00004753-RA	Lsat_1_v5_gn_2_59701.3, Lsat_1_v5_gn_2_59701.1, Lsat_1_v5_gn_2_59701.2
OG0008294	Ds_00004695-RA	Lsat_1_v5_gn_8_164201.1, Lsat_1_v5_gn_7_53001.1
OG0008295	Ds_00004937-RA	Lsat_1_v5_gn_5_2281.3, Lsat_1_v5_gn_5_2281.1
OG0008296	Ds_00010324-RA	Lsat_1_v5_gn_1_54801.1, Lsat_1_v5_gn_6_33040.1
OG0008297	Ds_00004642-RA	Lsat_1_v5_gn_7_13401.1, Lsat_1_v5_gn_7_13401.2
OG0008298	Ds_00005270-RA	Lsat_1_v5_gn_5_124680.1, Lsat_1_v5_gn_5_124680.3
OG0008301	Ds_00008298-RA	Lsat_1_v5_gn_3_114561.1
OG0008302	Ds_00003321-RA	Lsat_1_v5_gn_7_110241.2, Lsat_1_v5_gn_7_110241.1, Lsat_1_v5_gn_7_70721.3, Lsat_1_v5_gn_7_70721.1
OG0008303	Ds_00009519-RA	Lsat_1_v5_gn_7_92641.1, Lsat_1_v5_gn_7_93040.3, Lsat_1_v5_gn_7_93040.1, Lsat_1_v5_gn_7_93040.2, Lsat_1_v5_gn_7_92980.1, Lsat_1_v5_gn_5_123501.1
OG0008304	Ds_00006942-RA	Lsat_1_v5_gn_4_140660.3, Lsat_1_v5_gn_4_140660.1
OG0008305	Ds_00009496-RA	Lsat_1_v5_gn_7_28281.1
OG0008306	Ds_00001187-RA, Ds_00001184-RA	Lsat_1_v5_gn_4_28520.4, Lsat_1_v5_gn_4_28520.2
OG0008307	Ds_00017172-RA	Lsat_1_v5_gn_5_177280.1, Lsat_1_v5_gn_5_177280.3, Lsat_1_v5_gn_8_99721.1
OG0008308	Ds_00006055-RA	Lsat_1_v5_gn_0_7781.2, Lsat_1_v5_gn_0_7781.1
OG0008310	Ds_00017122-RA	Lsat_1_v5_gn_2_86220.2, Lsat_1_v5_gn_2_86220.3
OG0008311	Ds_00006863-RA	Lsat_1_v5_gn_9_100501.1
OG0008312	Ds_00011680-RA, Ds_00015483-RA, Ds_00011679-RA	Lsat_1_v5_gn_8_73061.2, Lsat_1_v5_gn_8_73061.1
OG0008313	Ds_00001459-RA	Lsat_1_v5_gn_3_73980.1, Lsat_1_v5_gn_3_73980.3
OG0008314	Ds_00012740-RA	Lsat_1_v5_gn_7_34440.1, Lsat_1_v5_gn_7_34440.3
OG0008315	Ds_00017907-RA	Lsat_1_v5_gn_2_115080.1
OG0008317	Ds_00011843-RA	Lsat_1_v5_gn_3_36241.2, Lsat_1_v5_gn_3_36241.1
OG0008319	Ds_00008342-RA	Lsat_1_v5_gn_6_41301.1
OG0008320	Ds_00014273-RA	Lsat_1_v5_gn_6_10880.4, Lsat_1_v5_gn_1_50981.1, Lsat_1_v5_gn_6_10880.1, Lsat_1_v5_gn_6_10880.2
OG0008321	Ds_00002087-RA	Lsat_1_v5_gn_5_164920.1, Lsat_1_v5_gn_5_164920.2, Lsat_1_v5_gn_5_164920.3
OG0008322	Ds_00017828-RA	Lsat_1_v5_gn_4_58721.1, Lsat_1_v5_gn_7_47981.1
OG0008323	Ds_00011592-RA	Lsat_1_v5_gn_5_171361.1, Lsat_1_v5_gn_5_171361.3
OG0008324	Ds_00004124-RA	Lsat_1_v5_gn_6_47021.1
OG0008325	Ds_00006106-RA	Lsat_1_v5_gn_6_48640.1, Lsat_1_v5_gn_6_48640.2
OG0008326	Ds_00011534-RA	Lsat_1_v5_gn_7_20840.1, Lsat_1_v5_gn_4_52080.1
OG0008327	Ds_00012236-RA	Lsat_1_v5_gn_8_20341.1
OG0008328	Ds_00004272-RA	Lsat_1_v5_gn_2_8701.3, Lsat_1_v5_gn_2_8701.1, Lsat_1_v5_gn_2_8701.2
OG0008329	Ds_00007613-RA	Lsat_1_v5_gn_5_164500.1, Lsat_1_v5_gn_5_164500.3
OG0008330	Ds_00007723-RA	Lsat_1_v5_gn_7_19840.1
OG0008331	Ds_00013062-RA	Lsat_1_v5_gn_5_22540.2, Lsat_1_v5_gn_5_22540.1
OG0008332	Ds_00005138-RA	Lsat_1_v5_gn_2_120101.1, Lsat_1_v5_gn_2_120101.3, Lsat_1_v5_gn_9_63061.1, Lsat_1_v5_gn_9_63061.3
OG0008333	Ds_00011006-RA	Lsat_1_v5_gn_5_162301.1, Lsat_1_v5_gn_9_27161.3, Lsat_1_v5_gn_9_27161.1
OG0008334	Ds_00003268-RA	Lsat_1_v5_gn_8_17280.1, Lsat_1_v5_gn_9_66501.1
OG0008335	Ds_00013996-RA	Lsat_1_v5_gn_1_58301.1, Lsat_1_v5_gn_1_58301.3, Lsat_1_v5_gn_1_58301.2
OG0008336	Ds_00006643-RA	Lsat_1_v5_gn_2_125861.3, Lsat_1_v5_gn_2_125861.1, Lsat_1_v5_gn_8_13361.1
OG0008337	Ds_00013989-RA	Lsat_1_v5_gn_1_125320.1, Lsat_1_v5_gn_7_16981.1
OG0008338	Ds_00013927-RA	Lsat_1_v5_gn_2_31920.2, Lsat_1_v5_gn_2_31920.1, Lsat_1_v5_gn_2_31920.3
OG0008339	Ds_00002324-RA	Lsat_1_v5_gn_8_102220.1, Lsat_1_v5_gn_8_102220.2, Lsat_1_v5_gn_8_102220.3
OG0008341	Ds_00002015-RA	Lsat_1_v5_gn_1_53141.1, Lsat_1_v5_gn_1_53141.3
OG0008343	Ds_00002175-RA	Lsat_1_v5_gn_7_105101.1, Lsat_1_v5_gn_7_105101.2
OG0008345	Ds_00007180-RA	Lsat_1_v5_gn_1_108781.1, Lsat_1_v5_gn_4_46321.1
OG0008346	Ds_00017978-RA	Lsat_1_v5_gn_6_95820.1, Lsat_1_v5_gn_6_95820.2
OG0008347	Ds_00017534-RA	Lsat_1_v5_gn_7_102501.2, Lsat_1_v5_gn_7_102501.1
OG0008348	Ds_00001191-RA	Lsat_1_v5_gn_4_28260.1
OG0008349	Ds_00005203-RA	Lsat_1_v5_gn_5_164600.3, Lsat_1_v5_gn_5_164600.1
OG0008350	Ds_00013260-RA	Lsat_1_v5_gn_7_75601.1
OG0008351	Ds_00000974-RA	Lsat_1_v5_gn_8_100741.2, Lsat_1_v5_gn_8_100741.1
OG0008352	Ds_00014159-RA, Ds_00016962-RA	Lsat_1_v5_gn_2_115321.1
OG0008353	Ds_00005907-RA	Lsat_1_v5_gn_9_79661.1
OG0008354	Ds_00014763-RA	Lsat_1_v5_gn_6_26200.1, Lsat_1_v5_gn_2_31060.1, Lsat_1_v5_gn_2_31060.4, Lsat_1_v5_gn_2_31060.2
OG0008355	Ds_00014818-RA	Lsat_1_v5_gn_8_135921.3, Lsat_1_v5_gn_8_135921.1, Lsat_1_v5_gn_8_135941.1
OG0008357	Ds_00001301-RA	Lsat_1_v5_gn_9_36040.3, Lsat_1_v5_gn_9_36040.1
OG0008358	Ds_00016638-RA	Lsat_1_v5_gn_1_66300.1, Lsat_1_v5_gn_1_66300.3
OG0008359	Ds_00004817-RA	Lsat_1_v5_gn_8_85320.1
OG0008360	Ds_00016767-RA	Lsat_1_v5_gn_8_82780.1, Lsat_1_v5_gn_8_82780.2
OG0008361	Ds_00013409-RA	Lsat_1_v5_gn_4_138400.1
OG0008362	Ds_00009757-RA	Lsat_1_v5_gn_4_84561.1
OG0008363	Ds_00003175-RA	Lsat_1_v5_gn_3_125561.1
OG0008364	Ds_00005586-RA, Ds_00005589-RA	Lsat_1_v5_gn_8_3921.2, Lsat_1_v5_gn_8_3941.1
OG0008365	Ds_00007880-RA	Lsat_1_v5_gn_4_127821.1, Lsat_1_v5_gn_8_120821.2, Lsat_1_v5_gn_8_120821.1
OG0008366	Ds_00014226-RA	Lsat_1_v5_gn_1_104980.1
OG0008367	Ds_00010585-RA	Lsat_1_v5_gn_4_1260.3, Lsat_1_v5_gn_4_1260.1, Lsat_1_v5_gn_8_147160.1
OG0008369	Ds_00015297-RA	Lsat_1_v5_gn_2_38021.1, Lsat_1_v5_gn_2_38021.2
OG0008371	Ds_00017650-RA, Ds_00009767-RA	Lsat_1_v5_gn_4_83361.1
OG0008372	Ds_00017507-RA, Ds_00015190-RA, Ds_00015188-RA, Ds_00016665-RA	Lsat_1_v5_gn_5_105001.3, Lsat_1_v5_gn_5_105001.1
OG0008374	Ds_00010416-RA	Lsat_1_v5_gn_2_67800.3, Lsat_1_v5_gn_2_67800.1, Lsat_1_v5_gn_4_21220.1
OG0008375	Ds_00003890-RA	Lsat_1_v5_gn_7_69261.1
OG0008376	Ds_00009688-RA	Lsat_1_v5_gn_4_79240.1, Lsat_1_v5_gn_4_79240.3
OG0008377	Ds_00001921-RA	Lsat_1_v5_gn_2_93941.1, Lsat_1_v5_gn_2_93941.3
OG0008378	Ds_00013606-RA, Ds_00007397-RA	Lsat_1_v5_gn_9_29260.3, Lsat_1_v5_gn_9_29260.1
OG0008379	Ds_00007538-RA	Lsat_1_v5_gn_9_99500.1, Lsat_1_v5_gn_9_99500.3
OG0008380	Ds_00004739-RA	Lsat_1_v5_gn_6_84361.3, Lsat_1_v5_gn_6_84361.2, Lsat_1_v5_gn_6_84361.1, Lsat_1_v5_gn_3_10281.3, Lsat_1_v5_gn_3_10281.1
OG0008381	Ds_00015924-RA	Lsat_1_v5_gn_9_83421.1, Lsat_1_v5_gn_9_124981.1
OG0008383	Ds_00013905-RA	Lsat_1_v5_gn_9_103341.1
OG0008384	Ds_00017056-RA	Lsat_1_v5_gn_8_3120.3, Lsat_1_v5_gn_8_3120.1, Lsat_1_v5_gn_9_9921.1, Lsat_1_v5_gn_9_9921.2
OG0008385	Ds_00000692-RA	Lsat_1_v5_gn_3_112020.1, Lsat_1_v5_gn_3_112100.1, Lsat_1_v5_gn_3_112240.1, Lsat_1_v5_gn_5_75180.1, Lsat_1_v5_gn_5_75101.1, Lsat_1_v5_gn_5_75101.3, Lsat_1_v5_gn_5_77140.1, Lsat_1_v5_gn_5_77180.1, Lsat_1_v5_gn_5_75081.1, Lsat_1_v5_gn_5_75081.3
OG0008386	Ds_00005708-RA	Lsat_1_v5_gn_2_46341.1, Lsat_1_v5_gn_2_46341.2, Lsat_1_v5_gn_6_60760.1
OG0008387	Ds_00004555-RA	Lsat_1_v5_gn_9_16901.3, Lsat_1_v5_gn_9_16901.1
OG0008388	Ds_00014057-RA	Lsat_1_v5_gn_5_1501.3, Lsat_1_v5_gn_5_1501.1
OG0008390	Ds_00004677-RA	Lsat_1_v5_gn_7_68861.1, Lsat_1_v5_gn_7_68861.2, Lsat_1_v5_gn_7_68861.3
OG0008392	Ds_00011192-RA	Lsat_1_v5_gn_2_37361.1, Lsat_1_v5_gn_2_37361.3
OG0008394	Ds_00014625-RA	Lsat_1_v5_gn_6_91040.1, Lsat_1_v5_gn_6_91040.2
OG0008395	Ds_00001396-RA	Lsat_1_v5_gn_5_53121.2, Lsat_1_v5_gn_5_53121.1
OG0008396	Ds_00009171-RA	Lsat_1_v5_gn_4_300.1, Lsat_1_v5_gn_3_31180.1
OG0008397	Ds_00013612-RA	Lsat_1_v5_gn_5_107641.2, Lsat_1_v5_gn_5_107641.3, Lsat_1_v5_gn_5_107641.1, Lsat_1_v5_gn_9_116201.3, Lsat_1_v5_gn_9_116201.1, Lsat_1_v5_gn_7_78341.1
OG0008398	Ds_00004617-RA	Lsat_1_v5_gn_6_37261.1, Lsat_1_v5_gn_3_124880.1
OG0008399	Ds_00012500-RA	Lsat_1_v5_gn_3_52460.3, Lsat_1_v5_gn_3_52460.1, Lsat_1_v5_gn_3_52460.2
OG0008400	Ds_00015822-RA	Lsat_1_v5_gn_6_84960.1
OG0008401	Ds_00003010-RA	Lsat_1_v5_gn_7_79100.2, Lsat_1_v5_gn_7_79100.1
OG0008403	Ds_00015038-RA	Lsat_1_v5_gn_2_6481.1
OG0008404	Ds_00013589-RA	Lsat_1_v5_gn_3_126900.2, Lsat_1_v5_gn_3_126900.1
OG0008405	Ds_00012509-RA	Lsat_1_v5_gn_1_4741.2, Lsat_1_v5_gn_1_4741.1
OG0008406	Ds_00016607-RA	Lsat_1_v5_gn_3_76540.3, Lsat_1_v5_gn_3_76540.1
OG0008409	Ds_00010734-RA, Ds_00010726-RA	Lsat_1_v5_gn_3_29100.1
OG0008410	Ds_00001035-RA	Lsat_1_v5_gn_8_167321.1, Lsat_1_v5_gn_8_167321.2
OG0008411	Ds_00004301-RA	Lsat_1_v5_gn_2_17061.2, Lsat_1_v5_gn_2_17061.1
OG0008412	Ds_00000080-RA	Lsat_1_v5_gn_8_122201.3, Lsat_1_v5_gn_8_122201.1, Lsat_1_v5_gn_8_122201.2
OG0008413	Ds_00009896-RA	Lsat_1_v5_gn_6_10241.2
OG0008414	Ds_00007458-RA	Lsat_1_v5_gn_8_26180.1, Lsat_1_v5_gn_8_26180.3, Lsat_1_v5_gn_9_45140.1, Lsat_1_v5_gn_9_45140.2
OG0008415	Ds_00007600-RA	Lsat_1_v5_gn_6_67781.1
OG0008416	Ds_00005453-RA	Lsat_1_v5_gn_1_53501.1
OG0008417	Ds_00003096-RA	Lsat_1_v5_gn_8_55381.1
OG0008419	Ds_00015222-RA	Lsat_1_v5_gn_4_152040.3, Lsat_1_v5_gn_4_152040.1
OG0008422	Ds_00003662-RA	Lsat_1_v5_gn_9_124320.1, Lsat_1_v5_gn_9_124320.2
OG0008423	Ds_00001019-RA	Lsat_1_v5_gn_5_179481.1
OG0008424	Ds_00013560-RA	Lsat_1_v5_gn_8_152261.5
OG0008424	Ds_00014426-RA	Lsat_1_v5_gn_8_152261.4, Lsat_1_v5_gn_8_152261.1, Lsat_1_v5_gn_8_152261.2
OG0008425	Ds_00010209-RA	Lsat_1_v5_gn_7_17861.1, Lsat_1_v5_gn_7_17861.2, Lsat_1_v5_gn_5_88320.1
OG0008426	Ds_00007890-RA	Lsat_1_v5_gn_4_122441.2, Lsat_1_v5_gn_4_122441.3, Lsat_1_v5_gn_4_122441.1, Lsat_1_v5_gn_4_122441.4
OG0008428	Ds_00010940-RA	Lsat_1_v5_gn_3_61401.1, Lsat_1_v5_gn_3_61401.2
OG0008429	Ds_00003821-RA	Lsat_1_v5_gn_5_12821.2, Lsat_1_v5_gn_5_12821.1, Lsat_1_v5_gn_3_90700.2, Lsat_1_v5_gn_3_90700.1
OG0008430	Ds_00017573-RA	Lsat_1_v5_gn_4_74980.1
OG0008431	Ds_00001869-RA	Lsat_1_v5_gn_9_121561.1, Lsat_1_v5_gn_9_121561.3, Lsat_1_v5_gn_0_45880.1, Lsat_1_v5_gn_7_77141.3, Lsat_1_v5_gn_7_77141.1
OG0008432	Ds_00002812-RA	Lsat_1_v5_gn_3_52480.1, Lsat_1_v5_gn_4_144561.1, Lsat_1_v5_gn_4_144541.1, Lsat_1_v5_gn_3_52500.1, Lsat_1_v5_gn_7_1520.1
OG0008434	Ds_00009152-RA	Lsat_1_v5_gn_4_36321.3, Lsat_1_v5_gn_4_36321.1
OG0008435	Ds_00011608-RA, Ds_00005256-RA	Lsat_1_v5_gn_6_100581.3, Lsat_1_v5_gn_6_100581.1, Lsat_1_v5_gn_9_40940.1
OG0008436	Ds_00009440-RA	Lsat_1_v5_gn_4_164401.1, Lsat_1_v5_gn_2_85701.1
OG0008437	Ds_00003646-RA	Lsat_1_v5_gn_3_98040.3, Lsat_1_v5_gn_3_98040.1
