HOG	OG	Gene Tree Parent Clade	A_coerulea.proteins	A_hypochondriacus.proteins	A_thaliana.proteins	A_vesiculosa.proteins	B_vulgaris.proteins	D_muscipula.proteins	D_spatulata.proteins	G_max.proteins	L_sativa.proteins	P_amilis.proteins	S_lycopersicum.proteins	V_vinifera.proteins
N10.HOG0013061	OG0009696	n0		AH009717-RA			Bevul.1G158800.1.p							
N10.HOG0013062	OG0009697	n7		AH000784-RA, AH002304-RA			Bevul.9G131300.1.p							
N10.HOG0013063	OG0009697	n9		AH000785-RA, AH002303-RA			Bevul.9G131400.1.p							
N10.HOG0013064	OG0009698	n0					Bevul.1G072000.1.p							
N10.HOG0013065	OG0009700	n0		AH007547-RA, AH010854-RA			Bevul.4G142500.1.p							
N10.HOG0013066	OG0009701	n0		AH023128-RA, AH023524-RA			Bevul.8G120200.1.p, Bevul.2G247700.1.p							
N10.HOG0013067	OG0009702	n0		AH011312-RA, AH018076-RA			Bevul.5G018900.1.p							
N10.HOG0013068	OG0009703	n0		AH009646-RA			Bevul.1G181900.1.p							
N10.HOG0013069	OG0009704	n0		AH005841-RA, AH003755-RA			Bevul.6G029500.1.p							
N10.HOG0013070	OG0009705	n0		AH004914-RA			Bevul.6G214000.1.p							
N10.HOG0013071	OG0009706	n0		AH000359-RA			Bevul.9G107600.1.p							
N10.HOG0013072	OG0009707	n0		AH012853-RA			Bevul.1G003800.1.p							
N10.HOG0013073	OG0009708	n0		AH003793-RA			Bevul.6G026500.1.p							
N10.HOG0013074	OG0009709	n0		AH019789-RA			Bevul.3G060300.1.p							
N10.HOG0013075	OG0009710	n0		AH006899-RA			Bevul.5G015900.1.p							
N10.HOG0013076	OG0009711	n0		AH011563-RA			Bevul.5G100300.1.p							
N10.HOG0013077	OG0009712	n0		AH019992-RA			Bevul.3G122500.1.p							
N10.HOG0013078	OG0009713	n0		AH009088-RA			Bevul.1G136100.1.p							
N10.HOG0013079	OG0009714	n0		AH008550-RA			Bevul.1G068500.1.p, Bevul.9G024100.2.p, Bevul.9G024100.3.p, Bevul.9G024100.1.p							
N10.HOG0013080	OG0009715	n0		AH013023-RA			Bevul.7G117600.1.p							
N10.HOG0013081	OG0009716	n0		AH009410-RA			Bevul.1G210000.1.p							
N10.HOG0013082	OG0009717	n0		AH004204-RA			Bevul.6G035000.1.p							
N10.HOG0013083	OG0009718	n0		AH004898-RA			Bevul.6G061100.1.p							
N10.HOG0013084	OG0009719	n0		AH019687-RA, AH011976-RA			Bevul.3G036900.1.p							
N10.HOG0013085	OG0009720	n0		AH013612-RA			Bevul.7G135300.1.p							
N10.HOG0013086	OG0009721	n0		AH017682-RA			Bevul.5G255300.1.p							
N10.HOG0013087	OG0009722	n0		AH005637-RA			Bevul.6G090300.1.p							
N10.HOG0013088	OG0009723	n0		AH018506-RA			Bevul.5G105200.1.p							
N10.HOG0013089	OG0009724	n0		AH006196-RA			Bevul.6G055700.1.p							
N10.HOG0013090	OG0009725	n3		AH004283-RA			Bevul.6G218600.1.p							
N10.HOG0013091	OG0009726	n0		AH002540-RA			Bevul.5G232900.1.p							
N10.HOG0013092	OG0009727	n7		AH011851-RA			Bevul.3G146300.1.p							
N10.HOG0013093	OG0009728	n0		AH004557-RA			Bevul.6G209100.1.p							
N10.HOG0013094	OG0009729	n0		AH008611-RA			Bevul.1G057500.1.p							
N10.HOG0013095	OG0009730	n0		AH017377-RA			Bevul.5G160800.1.p							
N10.HOG0013096	OG0009731	n0		AH009020-RA			Bevul.1G214600.1.p							
N10.HOG0013097	OG0009732	n0		AH003845-RA			Bevul.6G017900.1.p							
N10.HOG0013098	OG0009733	n0		AH017878-RA			Bevul.5G228500.1.p							
N10.HOG0013099	OG0009734	n11		AH022382-RA, AH022383-RA			Bevul.7G140700.1.p							
N10.HOG0013100	OG0009734	n14					Bevul.2G099700.1.p							
N10.HOG0013101	OG0009735	n0		AH020822-RA			Bevul.8G188400.1.p							
N10.HOG0013102	OG0009736	n0		AH003758-RA			Bevul.6G029200.1.p							
N10.HOG0013103	OG0009737	n7					Bevul.3G128700.1.p							
N10.HOG0013104	OG0009737	n12		AH019981-RA			Bevul.3G128600.1.p							
N10.HOG0013105	OG0009738	n0		AH010365-RA			Bevul.4G185200.1.p							
N10.HOG0013106	OG0009739	n0		AH019924-RA			Bevul.3G006600.1.p							
N10.HOG0013107	OG0009740	n0		AH000773-RA			Bevul.1G139600.1.p							
N10.HOG0013108	OG0009741	n0		AH001195-RA			Bevul.9G032500.1.p							
N10.HOG0013109	OG0009742	n0		AH006281-RA			Bevul.6G045000.1.p							
N10.HOG0013110	OG0009743	n0		AH001720-RA			Bevul.9G158000.1.p							
N10.HOG0013111	OG0009744	n0		AH001783-RA			Bevul.9G166900.1.p							
N10.HOG0013112	OG0009745	n0		AH016965-RA			Bevul.1G058500.1.p							
N10.HOG0013113	OG0009746	n0		AH020810-RA, AH014166-RA			Bevul.8G186600.1.p							
N10.HOG0013114	OG0009747	n0		AH001657-RA			Bevul.9G236400.4.p, Bevul.9G236400.1.p, Bevul.9G236400.3.p, Bevul.9G236400.2.p							
N10.HOG0013115	OG0009748	n0		AH016738-RA			Bevul.1G018100.1.p							
N10.HOG0013116	OG0009749	n0		AH000857-RA			Bevul.9G141600.1.p							
N10.HOG0013117	OG0009750	n0		AH001777-RA			Bevul.9G166100.1.p							
N10.HOG0013118	OG0009751	n0		AH004493-RA			Bevul.6G168200.1.p							
N10.HOG0013119	OG0009752	n0		AH004910-RA			Bevul.6G214500.1.p							
N10.HOG0013120	OG0009753	n0		AH018598-RA			Bevul.5G000800.1.p							
N10.HOG0013121	OG0009754	n12					Bevul.1G014100.1.p							
N10.HOG0013122	OG0009754	n13		AH016700-RA			Bevul.1G014000.1.p							
N10.HOG0013123	OG0009756	n0		AH008562-RA			Bevul.1G066200.1.p							
N10.HOG0013124	OG0009757	n0		AH005255-RA			Bevul.6G216200.1.p							
N10.HOG0013125	OG0009758	n0		AH004511-RA, AH004925-RA			Bevul.6G212100.1.p							
N10.HOG0013126	OG0009759	n0		AH004881-RA			Bevul.6G171800.1.p							
N10.HOG0013127	OG0009760	n0		AH009417-RA			Bevul.1G208500.1.p							
N10.HOG0013128	OG0009761	n0		AH016935-RA			Bevul.1G050200.1.p							
N10.HOG0013129	OG0009762	n0		AH009239-RA			Bevul.1G167200.1.p							
N10.HOG0013130	OG0009763	n0		AH022039-RA			Bevul.7G111700.1.p							
N10.HOG0013131	OG0009764	n0		AH005120-RA			Bevul.6G196900.1.p							
N10.HOG0013132	OG0009765	n0		AH010724-RA			Bevul.4G123700.1.p							
N10.HOG0013133	OG0009766	n3		AH007570-RA, AH010480-RA			Bevul.4G159300.1.p							
N10.HOG0013134	OG0009767	n0		AH008605-RA			Bevul.1G060100.1.p							
N10.HOG0013135	OG0009768	n0		AH017803-RA			Bevul.5G238400.1.p							
N10.HOG0013136	OG0009769	n0		AH016264-RA, AH023234-RA			Bevul.2G176600.3.p, Bevul.2G176600.2.p, Bevul.2G176600.1.p							
N10.HOG0013137	OG0009770	n0		AH017078-RA			Bevul.2G124700.1.p							
N10.HOG0013138	OG0009772	n0		AH009074-RA			Bevul.1G138200.1.p							
N10.HOG0013139	OG0009773	n0		AH016978-RA			Bevul.1G052600.1.p							
N10.HOG0013140	OG0009774	n9		AH008588-RA			Bevul.1G063400.1.p							
N10.HOG0013141	OG0009775	n0		AH005125-RA			Bevul.6G198100.1.p							
N10.HOG0013142	OG0009776	n0		AH007090-RA, AH020089-RA			Bevul.3G138200.1.p							
N10.HOG0013143	OG0009777	n0		AH005818-RA			Bevul.6G025700.1.p							
N10.HOG0013144	OG0009778	n0		AH010785-RA			Bevul.4G134700.1.p							
N10.HOG0013145	OG0009779	n0		AH018653-RA			Bevul.5G032000.1.p							
N10.HOG0013146	OG0009780	n0		AH021052-RA, AH000611-RA			Bevul.2G045900.1.p, Bevul.1G039100.1.p							
N10.HOG0013147	OG0009781	n0		AH012871-RA			Bevul.7G087200.1.p							
N10.HOG0013148	OG0009782	n0		AH018158-RA			Bevul.5G059300.1.p							
N10.HOG0013149	OG0009783	n5		AH018609-RA			Bevul.5G001100.1.p							
N10.HOG0013150	OG0009784	n0		AH019411-RA			Bevul.3G095500.1.p							
N10.HOG0013151	OG0009785	n0		AH023599-RA			Bevul.1G218000.1.p							
N10.HOG0013152	OG0009786	n0		AH007984-RA			Bevul.4G081600.1.p							
N10.HOG0013153	OG0009787	n0		AH002475-RA			Bevul.9G225600.1.p							
N10.HOG0013154	OG0009788	n0		AH004915-RA			Bevul.6G213700.1.p							
N10.HOG0013155	OG0009789	n0		AH023512-RA			Bevul.2G108900.2.p, Bevul.2G108900.3.p, Bevul.2G108900.1.p							
N10.HOG0013156	OG0009790	n0		AH011694-RA			Bevul.8G037900.1.p							
N10.HOG0013157	OG0009791	n0		AH021899-RA			Bevul.7G115200.1.p							
N10.HOG0013158	OG0009792	n0		AH007803-RA			Bevul.4G111300.1.p							
N10.HOG0013159	OG0009793	n0		AH015842-RA			Bevul.2G075000.1.p, Bevul.5G107100.1.p							
N10.HOG0013160	OG0009794	n0		AH016495-RA			Bevul.2G218100.1.p							
N10.HOG0013161	OG0009795	n0		AH022842-RA			Bevul.2G207100.1.p							
N10.HOG0013162	OG0009796	n0		AH007286-RA			Bevul.3G017100.1.p							
N10.HOG0013163	OG0009797	n0		AH021215-RA			Bevul.8G103500.1.p							
N10.HOG0013164	OG0009798	n0		AH017464-RA			Bevul.5G172500.1.p							
N10.HOG0013165	OG0009799	n0		AH002971-RA			Bevul.5G158300.1.p							
N10.HOG0013166	OG0009800	n0		AH005512-RA			Bevul.6G107900.1.p							
N10.HOG0013167	OG0009801	n0		AH000890-RA			Bevul.9G144700.1.p							
N10.HOG0013168	OG0009802	n0		AH011378-RA			Bevul.4G193200.1.p							
N10.HOG0013169	OG0009803	n0		AH004594-RA			Bevul.6G239600.1.p							
N10.HOG0013170	OG0009804	n0		AH005105-RA			Bevul.7G086700.1.p, Bevul.7G086700.2.p							
N10.HOG0013171	OG0009805	n15		AH011782-RA										
N10.HOG0013172	OG0009805	n16		AH011781-RA			Bevul.3G020200.1.p							
N10.HOG0013173	OG0009806	n5		AH000030-RA			Bevul.9G011900.1.p							
N10.HOG0013174	OG0009807	n0		AH002720-RA			Bevul.5G258100.1.p							
N10.HOG0013175	OG0009808	n0		AH005019-RA			Bevul.6G230400.1.p							
N10.HOG0013176	OG0009809	n0		AH005338-RA										
N10.HOG0013177	OG0009810	n0		AH005351-RA			Bevul.6G152600.1.p							
N10.HOG0013178	OG0009811	n0		AH020608-RA, AH011640-RA			Bevul.5G213700.1.p							
N10.HOG0013179	OG0009812	n0		AH011553-RA			Bevul.5G098000.1.p							
N10.HOG0013180	OG0009813	n0		AH022816-RA			Bevul.2G203200.1.p							
N10.HOG0013181	OG0009814	n0		AH012017-RA, AH023423-RA			Bevul.2G093900.1.p							
N10.HOG0013182	OG0009815	n0		AH012212-RA			Bevul.3G089400.1.p							
N10.HOG0013183	OG0009816	n0		AH021218-RA			Bevul.8G104900.1.p							
N10.HOG0013184	OG0009817	n0		AH018233-RA, AH011459-RA			Bevul.5G079300.1.p							
N10.HOG0013185	OG0009818	n0		AH005005-RA, AH004336-RA			Bevul.6G228000.1.p							
N10.HOG0013186	OG0009819	n0		AH006293-RA			Bevul.5G216100.1.p							
N10.HOG0013187	OG0009820	n0		AH000858-RA			Bevul.9G141800.1.p							
N10.HOG0013188	OG0009821	n0		AH001966-RA			Bevul.9G192300.1.p, Bevul.9G192300.2.p							
N10.HOG0013189	OG0009822	n0		AH003080-RA			Bevul.5G111000.1.p							
N10.HOG0013190	OG0009823	n0		AH003071-RA			Bevul.5G120900.1.p							
N10.HOG0013191	OG0009824	n0		AH017956-RA, AH002505-RA			Bevul.5G215600.1.p							
N10.HOG0013192	OG0009825	n0		AH014074-RA			Bevul.8G180500.1.p							
N10.HOG0013193	OG0009826	n0		AH015656-RA			Bevul.2G038800.1.p							
N10.HOG0013194	OG0009827	n0		AH009375-RA			Bevul.1G144200.1.p							
N10.HOG0013195	OG0009828	n0		AH004123-RA			Bevul.6G109700.1.p							
N10.HOG0013196	OG0009829	n0		AH004041-RA			Bevul.6G080400.1.p							
N10.HOG0013197	OG0009830	n0		AH003390-RA			Bevul.6G042600.1.p							
N10.HOG0013198	OG0009831	n0					Bevul.6G242900.1.p							
N10.HOG0013199	OG0009832	n0		AH023434-RA			Bevul.4G109500.1.p							
N10.HOG0013200	OG0009833	n0		AH004651-RA			Bevul.6G247500.1.p							
N10.HOG0013201	OG0009834	n0		AH005343-RA			Bevul.6G140700.1.p							
N10.HOG0013202	OG0009835	n0		AH016498-RA			Bevul.2G217700.2.p, Bevul.2G217700.1.p							
N10.HOG0013203	OG0009836	n0		AH018218-RA, AH011411-RA			Bevul.5G074700.1.p							
N10.HOG0013204	OG0009837	n0		AH004775-RA			Bevul.6G191300.1.p							
N10.HOG0013205	OG0009838	n0		AH010763-RA			Bevul.1G161800.1.p, Bevul.4G145300.1.p, Bevul.9G065000.1.p, Bevul.8G089000.1.p							
N10.HOG0013206	OG0009839	n6		AH004354-RA			Bevul.6G231600.1.p							
N10.HOG0013207	OG0009840	n0		AH011405-RA			Bevul.5G072300.1.p							
N10.HOG0013208	OG0009841	n0		AH017548-RA			Bevul.5G182900.1.p							
N10.HOG0013209	OG0009842	n0		AH004682-RA			Bevul.6G243500.1.p							
N10.HOG0013210	OG0009843	n0		AH005011-RA			Bevul.6G229100.1.p							
N10.HOG0013211	OG0009844	n0		AH020187-RA			Bevul.3G163600.1.p							
N10.HOG0013212	OG0009845	n0		AH004032-RA			Bevul.6G078200.1.p							
N10.HOG0013213	OG0009846	n0		AH006289-RA										
N10.HOG0013214	OG0009847	n0		AH018510-RA			Bevul.5G105600.1.p							
N10.HOG0013215	OG0009848	n0		AH018476-RA			Bevul.5G100500.1.p							
N10.HOG0013216	OG0009849	n0		AH001073-RA, AH001075-RA			Bevul.9G010000.1.p							
N10.HOG0013217	OG0009850	n9		AH018312-RA										
N10.HOG0013218	OG0009850	n12		AH018313-RA			Bevul.5G071000.1.p							
N10.HOG0013219	OG0009851	n0		AH004337-RA, AH005006-RA			Bevul.6G228100.1.p							
N10.HOG0013220	OG0009852	n13		AH004783-RA, AH004423-RA			Bevul.6G190200.1.p							
N10.HOG0013221	OG0009853	n0		AH013597-RA			Bevul.7G136700.1.p							
N10.HOG0013222	OG0009854	n0		AH015962-RA			Bevul.2G111400.1.p							
N10.HOG0013223	OG0009855	n0		AH000008-RA			Bevul.9G006800.1.p							
N10.HOG0013224	OG0009856	n0		AH002770-RA			Bevul.5G201300.1.p							
N10.HOG0013225	OG0009857	n5		AH004704-RA			Bevul.6G248700.1.p							
N10.HOG0013226	OG0009857	n12		AH015732-RA			Bevul.2G052900.1.p							
N10.HOG0013227	OG0009858	n0		AH000076-RA			Bevul.9G015000.1.p							
N10.HOG0013228	OG0009859	n0		AH013059-RA			Bevul.8G105300.1.p							
N10.HOG0013229	OG0009860	n0		AH011513-RA			Bevul.7G194500.1.p							
N10.HOG0013230	OG0009861	n0		AH004644-RA			Bevul.6G248100.1.p							
N10.HOG0013231	OG0009862	n0		AH020570-RA			Bevul.5G209500.1.p							
N10.HOG0013232	OG0009863	n0		AH005384-RA			Bevul.6G129000.1.p							
N10.HOG0013233	OG0009864	n0		AH005208-RA, AH004559-RA			Bevul.6G203400.1.p							
N10.HOG0013234	OG0009865	n11		AH010255-RA			Bevul.4G096400.1.p							
N10.HOG0013235	OG0009866	n0		AH007843-RA			Bevul.4G120100.1.p							
N10.HOG0013236	OG0009867	n0		AH005399-RA			Bevul.6G126300.1.p							
N10.HOG0013237	OG0009868	n0		AH017511-RA			Bevul.5G178200.1.p							
N10.HOG0013238	OG0009869	n0		AH006257-RA			Bevul.6G042800.1.p							
N10.HOG0013239	OG0009870	n0		AH008704-RA			Bevul.1G106500.1.p							
N10.HOG0013240	OG0009871	n0		AH010704-RA			Bevul.4G121300.1.p							
N10.HOG0013241	OG0009872	n0		AH010933-RA										
N10.HOG0013242	OG0009873	n0		AH012905-RA			Bevul.7G076900.1.p							
N10.HOG0013243	OG0009874	n0		AH006338-RA			Bevul.9G004600.1.p							
N10.HOG0013244	OG0009875	n0		AH018172-RA			Bevul.5G061300.1.p							
N10.HOG0013245	OG0009876	n0		AH017074-RA			Bevul.1G081800.1.p, Bevul.4G118000.1.p							
N10.HOG0013246	OG0009877	n0		AH019384-RA			Bevul.2G057400.1.p, Bevul.2G057400.2.p							
N10.HOG0013247	OG0009878	n0		AH003504-RA			Bevul.6G053300.1.p							
N10.HOG0013248	OG0009879	n0		AH005102-RA			Bevul.6G240700.1.p							
N10.HOG0013249	OG0009880	n0		AH017653-RA			Bevul.5G201800.1.p							
N10.HOG0013250	OG0009881	n7		AH016549-RA										
N10.HOG0013251	OG0009881	n8		AH022835-RA			Bevul.2G205800.1.p							
N10.HOG0013252	OG0009882	n0		AH015774-RA			Bevul.2G059800.1.p							
N10.HOG0013253	OG0009883	n0		AH000782-RA			Bevul.7G180700.1.p							
N10.HOG0013254	OG0009884	n0		AH007266-RA			Bevul.3G015800.1.p							
N10.HOG0013255	OG0009885	n0		AH001446-RA			Bevul.9G100000.1.p							
N10.HOG0013256	OG0009886	n0		AH018783-RA			Bevul.5G048500.1.p							
N10.HOG0013257	OG0009887	n1		AH019172-RA			Bevul.2G044300.2.p, Bevul.2G044300.1.p							
N10.HOG0013258	OG0009887	n3		AH019238-RA			Bevul.2G034600.1.p, Bevul.2G034500.1.p, Bevul.2G034400.1.p, Bevul.2G034700.1.p, Bevul.2G035100.1.p, Bevul.2G041000.1.p, Bevul.2G076900.1.p, Bevul.2G076900.2.p, Bevul.2G026500.1.p, Bevul.2G026300.1.p, Bevul.2G026100.1.p, Bevul.2G026600.1.p, Bevul.2G026400.1.p, Bevul.2G021000.1.p							
N10.HOG0013259	OG0009888	n0		AH018611-RA			Bevul.2G147200.1.p, Bevul.5G030000.1.p							
N10.HOG0013260	OG0009889	n0		AH023205-RA			Bevul.2G180600.1.p							
N10.HOG0013261	OG0009890	n0		AH010130-RA, AH011248-RA, AH020656-RA, AH011384-RA, AH006102-RA, AH023552-RA, AH013690-RA, AH014180-RA, AH020881-RA, AH005904-RA, AH011535-RA			Bevul.4G096800.1.p							
N10.HOG0013262	OG0009891	n0		AH023098-RA			Bevul.5G162100.1.p							
N10.HOG0013263	OG0009892	n13		AH015419-RA										
N10.HOG0013264	OG0009892	n14		AH016329-RA										
N10.HOG0013265	OG0009893	n16		AH015545-RA, AH015448-RA										
N10.HOG0013266	OG0009894	n4		AH002522-RA			Bevul.5G218400.1.p							
N10.HOG0013267	OG0009894	n7		AH010832-RA, AH010829-RA			Bevul.9G114200.1.p							
N10.HOG0013268	OG0009895	n9		AH010588-RA			Bevul.4G147200.1.p, Bevul.4G147000.1.p, Bevul.4G147100.1.p, Bevul.4G146900.1.p							
N10.HOG0013269	OG0009895	n13		AH010589-RA			Bevul.4G146500.1.p							
N10.HOG0013270	OG0009895	n14					Bevul.4G146400.1.p, Bevul.4G146300.1.p, Bevul.4G146200.1.p, Bevul.3G099900.1.p							
N10.HOG0013271	OG0009896	n0		AH009936-RA			Bevul.4G042300.1.p							
N10.HOG0013272	OG0009897	n0		AH009237-RA			Bevul.1G167300.1.p							
N10.HOG0013273	OG0009898	n0		AH019746-RA, AH011875-RA			Bevul.3G023900.1.p							
N10.HOG0013274	OG0009899	n0		AH020321-RA										
N10.HOG0013275	OG0009900	n0		AH012884-RA			Bevul.5G129700.1.p, Bevul.8G096400.1.p							
N10.HOG0013276	OG0009901	n0		AH012517-RA			Bevul.7G013100.1.p, Bevul.7G013100.3.p, Bevul.7G013100.2.p							
N10.HOG0013277	OG0009902	n0		AH015223-RA			Bevul.8G027000.1.p							
N10.HOG0013278	OG0009903	n8		AH014911-RA			Bevul.8G044100.1.p, Bevul.8G044000.1.p, Bevul.8G043900.1.p							
N10.HOG0013279	OG0009903	n12					Bevul.8G043800.1.p							
N10.HOG0013280	OG0009903	n14		AH014910-RA, AH014909-RA, AH014912-RA			Bevul.8G043600.1.p							
N10.HOG0013281	OG0009904	n0		AH015135-RA			Bevul.8G061500.1.p							
N10.HOG0013282	OG0009905	n0		AH014684-RA			Bevul.8G106200.1.p							
N10.HOG0013283	OG0009906	n0		AH003975-RA, AH006144-RA			Bevul.6G006300.1.p							
N10.HOG0013284	OG0009907	n7		AH004952-RA			Bevul.6G221400.1.p, Bevul.6G221300.1.p							
N10.HOG0013285	OG0009907	n11					Bevul.6G221100.1.p, Bevul.6G221200.1.p, Bevul.6G220900.1.p							
N10.HOG0013286	OG0009908	n0		AH011260-RA			Bevul.5G028400.1.p							
N10.HOG0013287	OG0009909	n0		AH007877-RA			Bevul.4G126300.1.p							
N10.HOG0013288	OG0009910	n0		AH006486-RA			Bevul.3G233700.1.p							
N10.HOG0013289	OG0009911	n0		AH006623-RA			Bevul.3G217000.1.p							
N10.HOG0013290	OG0009912	n0		AH004058-RA			Bevul.6G125400.1.p							
N10.HOG0013291	OG0009913	n4					Bevul.9G158700.1.p							
N10.HOG0013292	OG0009913	n6		AH002392-RA			Bevul.9G210700.1.p							
N10.HOG0013293	OG0009914	n0		AH001566-RA			Bevul.9G115800.1.p							
N10.HOG0013294	OG0009920	n0					Bevul.6G177500.1.p							
N10.HOG0013295	OG0009922	n0					Bevul.8G056400.1.p							
N10.HOG0013296	OG0009923	n0					Bevul.1G054900.1.p, Bevul.4G093300.1.p, Bevul.6G156600.1.p, Bevul.9G108700.1.p, Bevul.1G131300.1.p, Bevul.2G111500.1.p, Bevul.4G084900.1.p, Bevul.4G047700.1.p, Bevul.2G134000.1.p, Bevul.4G025500.1.p, Bevul.3G097600.1.p, Bevul.9G052200.1.p, Bevul.1G124300.1.p, Bevul.1G168200.1.p, Bevul.6G156500.1.p, Bevul.6G225500.1.p, Bevul.3G153700.1.p, Bevul.9G021200.1.p							
N10.HOG0013297	OG0009924	n0					Bevul.6G110000.1.p, Bevul.5G142100.1.p, Bevul.6G162400.1.p, Bevul.2G084600.1.p, Bevul.4G201400.1.p, Bevul.1G048500.1.p, Bevul.6G181500.1.p, Bevul.1G037200.1.p, Bevul.3G135300.1.p, Bevul.2G033600.1.p, Bevul.8G088600.1.p, Bevul.9G091500.1.p, Bevul.4G105600.1.p, Bevul.4G101800.1.p, Bevul.5G055900.1.p							
N10.HOG0013298	OG0009925	n0					Bevul.7G186800.1.p, Bevul.6G185300.1.p, Bevul.5G070400.1.p, Bevul.4G086100.1.p, Bevul.1G103800.1.p, Bevul.7G117400.1.p, Bevul.5G211300.1.p, Bevul.8G057100.1.p, Bevul.6G199200.1.p, Bevul.1G053500.1.p, Bevul.5G190800.1.p, Bevul.1G096600.1.p, Bevul.2G090900.1.p, Bevul.1G075100.1.p, Bevul.8G086800.1.p, Bevul.9G000400.1.p, Bevul.6G031200.1.p							
N10.HOG0013299	OG0009926	n0					Bevul.5G208300.1.p							
N10.HOG0013300	OG0009954	n0		AH020139-RA			Bevul.3G133100.1.p							
N10.HOG0013301	OG0009955	n10		AH003089-RA										
N10.HOG0013302	OG0009955	n12		AH018786-RA										
N10.HOG0013303	OG0009956	n0		AH021769-RA			Bevul.7G017300.1.p							
N10.HOG0013304	OG0009958	n2					Bevul.3G124200.1.p							
N10.HOG0013305	OG0009959	n0		AH011801-RA			Bevul.3G129200.1.p							
N10.HOG0013306	OG0009960	n4		AH015443-RA										
N10.HOG0013307	OG0009961	n0		AH022204-RA			Bevul.7G123500.1.p							
N10.HOG0013308	OG0009962	n0		AH005029-RA			Bevul.6G231800.1.p							
N10.HOG0013309	OG0009963	n10		AH012643-RA			Bevul.8G203400.1.p							
N10.HOG0013310	OG0009963	n12		AH000887-RA										
N10.HOG0013311	OG0009964	n0		AH020138-RA			Bevul.3G133200.1.p							
N10.HOG0013312	OG0009965	n0		AH014243-RA			Bevul.3G143400.1.p							
N10.HOG0013313	OG0009966	n2		AH019102-RA			Bevul.5G138600.1.p							
N10.HOG0013314	OG0009968	n0		AH020214-RA			Bevul.3G165300.1.p							
N10.HOG0013315	OG0009969	n0		AH013248-RA			Bevul.7G226800.1.p							
N10.HOG0013316	OG0009970	n0		AH006601-RA, AH020504-RA			Bevul.3G219600.1.p							
N10.HOG0013317	OG0009971	n0		AH006545-RA			Bevul.3G225200.1.p							
N10.HOG0013318	OG0009972	n0		AH012806-RA			Bevul.7G070000.1.p							
N10.HOG0013319	OG0009973	n0		AH021801-RA			Bevul.7G023900.1.p							
N10.HOG0013320	OG0009974	n0		AH014377-RA			Bevul.6G097400.1.p							
N10.HOG0013321	OG0009975	n0		AH010719-RA			Bevul.4G122600.1.p							
N10.HOG0013322	OG0009977	n4		AH010789-RA			Bevul.4G135100.1.p							
N10.HOG0013323	OG0009978	n0		AH007067-RA			Bevul.3G143600.1.p							
N10.HOG0013324	OG0009979	n0		AH016652-RA			Bevul.2G189800.1.p, Bevul.2G189800.3.p, Bevul.2G189800.2.p							
N10.HOG0013325	OG0009980	n0		AH008504-RA			Bevul.1G047000.1.p, Bevul.1G044700.1.p							
N10.HOG0013326	OG0009981	n2		AH007201-RA			Bevul.3G008700.1.p							
N10.HOG0013327	OG0009982	n0		AH004189-RA			Bevul.5G137300.1.p							
N10.HOG0013328	OG0009983	n0		AH006421-RA			Bevul.6G035300.1.p							
N10.HOG0013329	OG0009984	n3		AH010821-RA			Bevul.4G138200.1.p							
N10.HOG0013330	OG0009985	n0		AH011705-RA			Bevul.3G122900.1.p							
N10.HOG0013331	OG0009987	n10		AH022628-RA			Bevul.7G183200.1.p							
N10.HOG0013332	OG0009988	n0		AH007077-RA, AH019557-RA			Bevul.3G142000.1.p							
N10.HOG0013333	OG0009990	n0		AH011807-RA			Bevul.3G121300.1.p							
N10.HOG0013334	OG0009992	n0		AH012902-RA			Bevul.7G077000.2.p, Bevul.7G077000.1.p							
N10.HOG0013335	OG0009993	n0		AH013815-RA			Bevul.7G190000.1.p							
N10.HOG0013336	OG0009994	n0		AH016439-RA			Bevul.2G227400.2.p, Bevul.2G227400.1.p							
N10.HOG0013337	OG0009995	n0		AH021991-RA			Bevul.7G057500.1.p							
N10.HOG0013338	OG0009996	n0		AH015716-RA			Bevul.2G050200.1.p							
N10.HOG0013339	OG0009998	n0		AH006753-RA			Bevul.3G197200.1.p							
N10.HOG0013340	OG0010000	n0		AH006814-RA			Bevul.3G188500.1.p							
N10.HOG0013341	OG0010001	n0		AH022819-RA			Bevul.9G025900.1.p, Bevul.3G072900.1.p							
N10.HOG0013342	OG0010002	n0		AH000377-RA			Bevul.9G103600.1.p							
N10.HOG0013343	OG0010003	n0		AH017812-RA			Bevul.5G236900.1.p							
N10.HOG0013344	OG0010004	n0		AH014246-RA			Bevul.6G110600.1.p							
N10.HOG0013345	OG0010005	n0		AH018963-RA, AH015658-RA			Bevul.2G039100.1.p							
N10.HOG0013346	OG0010006	n0					Bevul.4G162500.1.p							
N10.HOG0013347	OG0010007	n0		AH013800-RA			Bevul.7G192000.1.p							
N10.HOG0013348	OG0010008	n0		AH022332-RA, AH013402-RA			Bevul.7G165400.1.p							
N10.HOG0013349	OG0010009	n0		AH012717-RA			Bevul.6G155000.1.p							
N10.HOG0013350	OG0010010	n0		AH008234-RA			Bevul.4G021000.1.p							
N10.HOG0013351	OG0010011	n2		AH007938-RA			Bevul.4G129700.1.p							
N10.HOG0013352	OG0010012	n0		AH022170-RA			Bevul.7G086200.1.p, Bevul.7G086200.2.p							
