Orthogroup	A_hypochondriacus.proteins	D_muscipula.proteins
OG0009051	AH005421-RA	Dm_00008718-RA
OG0009052	AH010798-RA	Dm_00006955-RA
OG0009053	AH009527-RA	Dm_00004204-RA, Dm_00009279-RA
OG0009054	AH013010-RA	Dm_00005561-RA
OG0009055	AH014621-RA, AH021194-RA	Dm_00011524-RA
OG0009056	AH006103-RA	Dm_00002650-RA
OG0009057	AH022923-RA	Dm_00009770-RA, Dm_00005360-RA, Dm_00015113-RA
OG0009060	AH000952-RA, AH001622-RA	Dm_00004684-RA, Dm_00005384-RA
OG0009061	AH012832-RA	Dm_00013638-RA
OG0009062	AH006962-RA	Dm_00006571-RA
OG0009063	AH021176-RA	Dm_00012941-RA
OG0009064	AH002253-RA	Dm_00013697-RA, Dm_00006982-RA
OG0009065	AH007048-RA	Dm_00013949-RA
OG0009066	AH002532-RA	Dm_00002877-RA
OG0009067	AH003314-RA	Dm_00006701-RA
OG0009068	AH012941-RA	Dm_00015263-RA
OG0009069	AH009385-RB, AH009385-RA	Dm_00016062-RA
OG0009070	AH019624-RA	Dm_00000504-RA
OG0009071	AH002535-RA	Dm_00001421-RA, Dm_00002883-RA
OG0009072	AH018631-RA, AH013638-RA	Dm_00017974-RA
OG0009073	AH022851-RA, AH011854-RA	Dm_00013285-RA
OG0009074	AH002976-RA, AH017245-RA	Dm_00000288-RA
OG0009075	AH018658-RA	Dm_00008096-RA
OG0009076	AH008566-RA	Dm_00007371-RA
OG0009078	AH004046-RA	Dm_00014962-RA
OG0009079	AH009584-RA	Dm_00005609-RA
OG0009080	AH020206-RA	Dm_00018092-RA
OG0009081	AH013111-RA	Dm_00007905-RA
OG0009082	AH006036-RA, AH003695-RA	Dm_00001073-RA
OG0009083	AH007299-RA	Dm_00008193-RA
OG0009084	AH007735-RA	Dm_00003555-RA
OG0009085	AH003909-RA	Dm_00002422-RA
OG0009086	AH019283-RA, AH021375-RA	Dm_00000682-RA
OG0009089	AH011353-RA	Dm_00013450-RA
OG0009090	AH011382-RA, AH011615-RA	Dm_00001323-RA
OG0009092	AH023761-RA	Dm_00011981-RA
OG0009094	AH009134-RA	Dm_00003978-RA
OG0009095	AH013276-RA	Dm_00020737-RA
OG0009096	AH010392-RA	Dm_00007023-RA
OG0009097	AH017746-RA	Dm_00012989-RA
OG0009098	AH012870-RA	Dm_00007772-RA
OG0009099	AH007867-RA	Dm_00002531-RA
OG0009100	AH001659-RA	Dm_00006731-RA
OG0009101	AH014668-RA	Dm_00014387-RA
OG0009102	AH019134-RA	Dm_00013106-RA
OG0009103	AH017915-RA	Dm_00002882-RA, Dm_00001418-RA, Dm_00001417-RA, Dm_00002881-RA
OG0009105	AH016512-RA, AH022848-RA	Dm_00010422-RA
OG0009106	AH007986-RA, AH010159-RA	Dm_00008904-RA, Dm_00013656-RA
OG0009107	AH005557-RA	Dm_00004828-RA
OG0009109	AH014678-RA	Dm_00017332-RA
OG0009110	AH000018-RA	Dm_00005284-RA
OG0009111	AH019415-RA	Dm_00017211-RA
OG0009113	AH018321-RA	Dm_00001496-RA
OG0009115	AH017825-RA	Dm_00006787-RA
OG0009116	AH020232-RA, AH004452-RA	Dm_00018390-RA
OG0009117	AH001152-RA	Dm_00002199-RA
OG0009118	AH015751-RA, AH019381-RA	Dm_00001675-RA
OG0009119	AH010254-RA	Dm_00021007-RA
OG0009122	AH016613-RA	Dm_00014046-RA
OG0009123	AH018768-RA	Dm_00016430-RA
OG0009124	AH016221-RA	Dm_00005479-RA, Dm_00006852-RA
OG0009125	AH002844-RA	Dm_00009111-RA
OG0009126	AH013966-RA	Dm_00003681-RA
OG0009127	AH018213-RA	Dm_00018452-RA
OG0009128	AH022789-RA, AH016581-RA	Dm_00018245-RA
OG0009129	AH018366-RA	Dm_00010362-RA
OG0009130	AH003128-RA, AH001039-RA	Dm_00011697-RA
OG0009131	AH004072-RA, AH005418-RA	Dm_00012215-RA
OG0009132	AH018438-RA	Dm_00017838-RA
OG0009133	AH020673-RA	Dm_00003783-RA
OG0009134	AH009342-RA	Dm_00005231-RA
OG0009135	AH006400-RA	Dm_00008849-RA
OG0009136	AH013581-RA	Dm_00014356-RA
OG0009137	AH018514-RA, AH003246-RA	Dm_00010174-RA
OG0009138	AH004920-RA	Dm_00014856-RA
OG0009140	AH011111-RA	Dm_00002395-RA
OG0009141	AH009155-RA	Dm_00012608-RA
OG0009142	AH022878-RA	Dm_00016075-RA
OG0009143	AH019137-RA	Dm_00018736-RA
OG0009144	AH004338-RA	Dm_00002187-RA
OG0009145	AH017455-RA	Dm_00007073-RA
OG0009146	AH011446-RA	Dm_00017295-RA
OG0009147	AH021032-RA	Dm_00003321-RA
OG0009148	AH016432-RA, AH022983-RA	Dm_00002771-RA
OG0009149	AH005510-RA	Dm_00004418-RA
OG0009150	AH004737-RA	Dm_00005821-RA, Dm_00012071-RA
OG0009151	AH018375-RA	Dm_00010116-RA
OG0009152	AH018270-RA	Dm_00004177-RA
OG0009154	AH015768-RA	Dm_00004000-RA
OG0009157	AH015145-RA, AH021586-RA	Dm_00002899-RA, Dm_00001469-RA
OG0009158	AH003847-RA	Dm_00007294-RA
OG0009159	AH009377-RA	Dm_00010107-RA
OG0009160	AH012163-RA	Dm_00019687-RA
OG0009161	AH020426-RA	Dm_00006746-RA
OG0009162	AH022844-RA	Dm_00014081-RA
OG0009163	AH005385-RA	Dm_00001711-RA
OG0009164	AH013578-RA	Dm_00018798-RA
OG0009165	AH002928-RA	Dm_00001347-RA
OG0009167	AH017258-RA	Dm_00009797-RA
OG0009170	AH012619-RA	Dm_00008451-RA
OG0009171	AH016537-RA, AH022883-RA	Dm_00008486-RA
OG0009172	AH004478-RA	Dm_00010271-RA
OG0009173	AH005502-RA	Dm_00002822-RA
OG0009174	AH006394-RA, AH006393-RA, AH003366-RA, AH006392-RA	Dm_00014519-RA
OG0009175	AH015888-RA	Dm_00007158-RA
OG0009176	AH005473-RA	Dm_00001613-RA
OG0009177	AH004368-RA, AH005033-RA	Dm_00001985-RA
OG0009178	AH018385-RA	Dm_00017883-RA
OG0009179	AH007906-RA	Dm_00014903-RA
OG0009180	AH017445-RA	Dm_00009787-RA
OG0009181	AH018513-RA, AH003247-RA	Dm_00017232-RA
OG0009182	AH018252-RA, AH011426-RA	Dm_00014774-RA
OG0009185	AH023618-RA	Dm_00009682-RA
OG0009190	AH017254-RA	Dm_00000973-RA
OG0009191	AH017650-RA	Dm_00011956-RA
OG0009192	AH008792-RA	Dm_00012859-RA
OG0009193	AH008349-RA	Dm_00009634-RA
OG0009195	AH020192-RA	Dm_00012454-RA
OG0009197	AH004782-RA	Dm_00007620-RA, Dm_00020433-RA
OG0009198	AH005948-RA	Dm_00011485-RA
OG0009200	AH012420-RA	Dm_00003308-RA
OG0009201	AH007135-RA	Dm_00017578-RA
OG0009203	AH007340-RA	Dm_00010259-RA
OG0009204	AH001694-RA	Dm_00003481-RA
OG0009255	AH020130-RA	Dm_00014156-RA
OG0009256	AH011011-RA	Dm_00006054-RA
OG0009257	AH022082-RA	Dm_00003811-RA
OG0009258	AH019407-RA	Dm_00014977-RA
OG0009260	AH006757-RA	Dm_00005798-RA
OG0009261	AH011046-RA	Dm_00015832-RA
OG0009262	AH007130-RA	Dm_00018412-RA
OG0009264	AH005862-RA	Dm_00019421-RA
OG0009265	AH010062-RA	Dm_00003949-RA
OG0009266	AH019091-RA	Dm_00011572-RA
OG0009267	AH013327-RA	Dm_00003914-RA
OG0009268	AH012673-RA, AH021858-RA	Dm_00011078-RA
OG0009269	AH000144-RA	Dm_00015073-RA
OG0009270	AH010864-RA	Dm_00000540-RA
OG0009271	AH022238-RA	Dm_00002967-RA
OG0009272	AH023452-RA	Dm_00012284-RA
OG0009273	AH022475-RA	Dm_00004481-RA
OG0009275	AH011112-RA	Dm_00002396-RA
OG0009276	AH013219-RA	Dm_00020414-RA
OG0009278	AH020399-RA	Dm_00005794-RA
OG0009279	AH018525-RA	Dm_00019067-RA
OG0009280	AH007554-RA	Dm_00000578-RA
OG0009281	AH017663-RA, AH002723-RA	Dm_00014798-RA
OG0009284	AH013076-RA	Dm_00016509-RA
OG0009286	AH019433-RA	Dm_00017925-RA
OG0009287	AH022245-RA	Dm_00014603-RA
OG0009288	AH007466-RA, AH011124-RA	Dm_00002403-RA
OG0009289	AH006134-RA	Dm_00000393-RA
OG0009290	AH013045-RA	Dm_00004665-RA
OG0009291	AH022948-RA	Dm_00006663-RA, Dm_00005271-RA
OG0009292	AH010786-RA	Dm_00002794-RA
OG0009293	AH018236-RA, AH011454-RA	Dm_00018111-RA
OG0009294	AH002614-RA	Dm_00010696-RA
OG0009295	AH016277-RA, AH023218-RA	Dm_00020954-RA
OG0009296	AH013901-RA	Dm_00013143-RA, Dm_00003877-RA
OG0009298	AH005975-RA	Dm_00010962-RA
OG0009299	AH020241-RA	Dm_00013206-RA
OG0009300	AH018130-RA	Dm_00012306-RA, Dm_00020393-RA
OG0009301	AH001618-RA	Dm_00004682-RA
OG0009302	AH013382-RA, AH022349-RA	Dm_00014710-RA
OG0009303	AH017159-RA	Dm_00006365-RA
OG0009304	AH020257-RA	Dm_00011862-RA
OG0009306	AH019106-RA	Dm_00009731-RA
OG0009308	AH009333-RA	Dm_00018347-RA, Dm_00008354-RA
OG0009310	AH001439-RA	Dm_00001346-RA
OG0009312	AH013372-RA	Dm_00006861-RA
OG0009313	AH012574-RA, AH020327-RA	Dm_00017826-RA
OG0009315	AH001993-RA	Dm_00003398-RA
OG0009316	AH021701-RA	Dm_00001570-RA
OG0009318	AH011762-RA	Dm_00017131-RA
OG0009321	AH006315-RA	Dm_00001098-RA
OG0009322	AH012507-RA	Dm_00000043-RA
OG0009323	AH019112-RA	Dm_00016512-RA
OG0009324	AH020463-RA, AH006709-RA	Dm_00001296-RA
OG0009325	AH022724-RA, AH011230-RA	Dm_00006169-RA
OG0009326	AH003773-RA	Dm_00006250-RA
OG0009327	AH010157-RA	Dm_00013761-RA
OG0009328	AH002749-RA	Dm_00000918-RA
OG0009329	AH017748-RA	Dm_00002467-RA
OG0009331	AH017886-RA	Dm_00012570-RA
OG0009333	AH004020-RA, AH005513-RA	Dm_00011288-RA
OG0009334	AH011823-RA	Dm_00012166-RA
OG0009335	AH017289-RA	Dm_00009775-RA
OG0009336	AH010613-RA	Dm_00002616-RA
OG0009337	AH015857-RA	Dm_00004251-RA
OG0009338	AH022957-RA	Dm_00013021-RA
OG0009339	AH020699-RA	Dm_00004390-RA
OG0009340	AH020472-RA, AH006737-RA	Dm_00001183-RA, Dm_00004147-RA
OG0009341	AH017753-RA, AH007591-RA	Dm_00008538-RA, Dm_00012317-RA
OG0009342	AH010691-RA	Dm_00014585-RA
OG0009343	AH006504-RA	Dm_00002553-RA
OG0009344	AH018946-RA	Dm_00020975-RA
OG0009345	AH006706-RA	Dm_00009405-RA, Dm_00015084-RA
OG0009346	AH015408-RA	Dm_00000293-RA, Dm_00002611-RA
OG0009347	AH018041-RA	Dm_00014865-RA, Dm_00014864-RA
OG0009348	AH007424-RA	Dm_00000220-RA
OG0009349	AH011001-RA	Dm_00007381-RA
OG0009350	AH004178-RA	Dm_00007792-RA
OG0009351	AH011779-RA	Dm_00020421-RA
OG0009352	AH020101-RA	Dm_00010842-RA
OG0009353	AH007667-RA	Dm_00012100-RA
OG0009354	AH017880-RA	Dm_00008203-RA
OG0009355	AH007442-RA	Dm_00001217-RA
OG0009356	AH003888-RA	Dm_00004351-RA
OG0009357	AH020181-RA	Dm_00012187-RA
OG0009358	AH007562-RA	Dm_00000586-RA
OG0009359	AH011777-RA	Dm_00003422-RA
OG0009361	AH008283-RA	Dm_00002686-RA
OG0009362	AH021509-RA	Dm_00006449-RA
OG0009363	AH019341-RA	Dm_00001595-RA
OG0009364	AH022972-RA	Dm_00017497-RA
OG0009365	AH006840-RA	Dm_00012032-RA
OG0009366	AH002429-RA, AH002564-RA	Dm_00012569-RA
OG0009368	AH006443-RA	Dm_00015205-RA
OG0009369	AH017693-RA	Dm_00017164-RA
OG0009370	AH002530-RA	Dm_00003279-RA
OG0009371	AH000294-RA, AH002707-RA	Dm_00013694-RA
OG0009372	AH007756-RA	Dm_00002784-RA, Dm_00004046-RA
OG0009373	AH006308-RA	Dm_00002227-RA
OG0009374	AH000374-RA, AH000375-RA	Dm_00015303-RA
OG0009376	AH014476-RA, AH020913-RA	Dm_00002550-RA, Dm_00011576-RA
OG0009377	AH002479-RA, AH016901-RA	Dm_00003056-RA
OG0009378	AH009714-RA	Dm_00012698-RA
OG0009384	AH005324-RA	Dm_00018128-RA
OG0009385	AH001600-RA	Dm_00005393-RA
OG0009386	AH009448-RA	Dm_00007776-RA
OG0009388	AH006454-RA	Dm_00013549-RA
OG0009389	AH010657-RA	Dm_00018201-RA
OG0009390	AH011751-RA	Dm_00017514-RA, Dm_00008927-RA
OG0009391	AH000885-RA	Dm_00009583-RA
OG0009392	AH006175-RA, AH003900-RA	Dm_00013383-RA
OG0009394	AH001897-RA	Dm_00001722-RA
OG0009395	AH008854-RA	Dm_00015046-RA
OG0009396	AH016925-RA	Dm_00003047-RA
OG0009397	AH001605-RA	Dm_00005391-RA
OG0009398	AH008655-RA	Dm_00012219-RA
OG0009399	AH002313-RA	Dm_00004377-RA
OG0009401	AH003794-RA	Dm_00011728-RA
OG0009402	AH008897-RA	Dm_00004256-RA
OG0009403	AH003607-RA	Dm_00009553-RA
OG0009404	AH021180-RA, AH014647-RA	Dm_00018496-RA
OG0009405	AH002274-RA, AH000805-RA	Dm_00018559-RA
OG0009406	AH000816-RA	Dm_00019605-RA
OG0009407	AH003346-RA	Dm_00007433-RA
OG0009408	AH005620-RA	Dm_00018284-RA
OG0009409	AH004954-RA, AH004297-RA	Dm_00002242-RA, Dm_00007679-RA
OG0009411	AH017201-RA	Dm_00003059-RA, Dm_00000164-RA
OG0009412	AH010720-RA	Dm_00002522-RA
OG0009413	AH008536-RA	Dm_00014392-RA
OG0009414	AH023668-RA	Dm_00015698-RA
OG0009415	AH020522-RA	Dm_00003428-RA
OG0009416	AH015829-RA	Dm_00016172-RA
OG0009417	AH000593-RA	Dm_00003467-RA
OG0009419	AH003862-RA	Dm_00008175-RA, Dm_00007289-RA, Dm_00010202-RA
OG0009420	AH005802-RA	Dm_00006623-RA
OG0009421	AH008545-RA	Dm_00008299-RA, Dm_00008298-RA
OG0009422	AH008602-RA	Dm_00009844-RA
OG0009424	AH016872-RA	Dm_00010008-RA, Dm_00021025-RA
OG0009426	AH001909-RA	Dm_00014725-RA
OG0009427	AH002307-RA	Dm_00013339-RA
OG0009428	AH008433-RA	Dm_00010851-RA
OG0009429	AH005961-RA	Dm_00004716-RA
OG0009430	AH000900-RA	Dm_00009735-RA
OG0009432	AH005333-RA	Dm_00013028-RA
OG0009433	AH005618-RA, AH002924-RA	Dm_00019468-RA
OG0009434	AH007484-RA	Dm_00002393-RA, Dm_00002453-RA
OG0009435	AH004961-RA	Dm_00007681-RA, Dm_00002240-RA
OG0009439	AH000950-RA	Dm_00004680-RA
OG0009440	AH001895-RA	Dm_00017291-RA
OG0009441	AH008873-RA	Dm_00006178-RA
OG0009442	AH003731-RA	Dm_00002646-RA
OG0009446	AH008712-RA	Dm_00005707-RA, Dm_00019348-RA
OG0009447	AH005668-RA	Dm_00015870-RA
OG0009448	AH008607-RA	Dm_00005296-RA
OG0009449	AH005892-RA, AH003952-RA	Dm_00001078-RA
OG0009450	AH004199-RA	Dm_00015144-RA
OG0009451	AH015275-RA	Dm_00002728-RA
OG0009452	AH001858-RA	Dm_00001740-RA
OG0009454	AH003611-RA	Dm_00016823-RA
OG0009455	AH021170-RA, AH014649-RA	Dm_00004860-RA
OG0009457	AH006229-RA	Dm_00012572-RA
OG0009458	AH008825-RA	Dm_00011138-RA
OG0009459	AH010163-RA	Dm_00015893-RA
OG0009460	AH004593-RA	Dm_00001939-RA, Dm_00000381-RA
OG0009461	AH020238-RA	Dm_00004652-RA
OG0009462	AH009720-RA	Dm_00005948-RA
OG0009463	AH007976-RA	Dm_00019780-RA
OG0009466	AH003866-RA	Dm_00006593-RA
OG0009467	AH000941-RA, AH001601-RA	Dm_00004674-RA, Dm_00017575-RA
OG0009468	AH021606-RA	Dm_00001471-RA
OG0009469	AH022054-RA	Dm_00008957-RA
OG0009470	AH019308-RA, AH015626-RA	Dm_00013434-RA
OG0009471	AH015690-RA	Dm_00012582-RA
OG0009473	AH021330-RA	Dm_00016174-RA
OG0009475	AH018026-RA	Dm_00018905-RA
OG0009477	AH015250-RA	Dm_00000723-RA
OG0009478	AH021518-RA	Dm_00005513-RA
OG0009479	AH021276-RA	Dm_00020578-RA
OG0009481	AH005083-RA	Dm_00006950-RA
OG0009482	AH001920-RA	Dm_00005193-RA
OG0009485	AH007704-RA	Dm_00006144-RA
OG0009486	AH009998-RA	Dm_00004671-RA
OG0009487	AH021272-RA	Dm_00015722-RA
OG0009488	AH021002-RA	Dm_00011856-RA
OG0009489	AH006307-RA, AH003447-RA	Dm_00002226-RA
OG0009492	AH014802-RA	Dm_00000667-RA
OG0009493	AH007999-RA	Dm_00004444-RA
OG0009495	AH008012-RA	Dm_00001929-RA, Dm_00012466-RA
OG0009496	AH001157-RA	Dm_00009052-RA
OG0009497	AH002873-RA	Dm_00004814-RA
OG0009498	AH023763-RA	Dm_00002162-RA
OG0009499	AH019227-RA	Dm_00011910-RA
OG0009500	AH014422-RA, AH020945-RA	Dm_00004744-RA
OG0009501	AH018997-RA	Dm_00019909-RA
OG0009502	AH013401-RA, AH022333-RA	Dm_00017568-RA, Dm_00016343-RA
OG0009503	AH003122-RA	Dm_00004265-RA
OG0009505	AH001933-RA	Dm_00002330-RA
OG0009506	AH011392-RA	Dm_00017328-RA
OG0009507	AH010627-RA	Dm_00012283-RA
OG0009508	AH021022-RA	Dm_00007319-RA, Dm_00000991-RA
OG0009509	AH008430-RA	Dm_00013081-RA
OG0009511	AH012391-RA	Dm_00018325-RA
OG0009513	AH016343-RA	Dm_00017454-RA
OG0009514	AH011409-RA	Dm_00004178-RA
OG0009515	AH013961-RA	Dm_00005006-RA
OG0009516	AH014490-RA	Dm_00008239-RA
OG0009517	AH005376-RA	Dm_00011844-RA
OG0009518	AH009676-RA	Dm_00014874-RA
OG0009519	AH020642-RA	Dm_00000266-RA
OG0009520	AH021158-RA	Dm_00002245-RA
OG0009522	AH007568-RA	Dm_00003735-RA
OG0009523	AH015595-RA	Dm_00003823-RA
OG0009525	AH014221-RA	Dm_00003015-RA
OG0009529	AH018720-RA	Dm_00010348-RA
OG0009530	AH006956-RA, AH020236-RA	Dm_00017557-RA
OG0009531	AH018989-RA	Dm_00013078-RA
OG0009532	AH011903-RA	Dm_00000187-RA
OG0009533	AH000462-RA	Dm_00003733-RA
OG0009534	AH014605-RA	Dm_00015605-RA
OG0009536	AH002241-RA	Dm_00000751-RA
OG0009537	AH001988-RA, AH000601-RA	Dm_00004820-RA
OG0009538	AH007892-RA	Dm_00013576-RA
OG0009539	AH004463-RA	Dm_00016536-RA
OG0009540	AH001960-RA	Dm_00002505-RA
OG0009541	AH009240-RA	Dm_00018805-RA
OG0009544	AH021051-RA	Dm_00001008-RA
OG0009546	AH018601-RA	Dm_00000899-RA
OG0009547	AH020585-RA	Dm_00001452-RA
OG0009549	AH023428-RA	Dm_00006407-RA
OG0009550	AH009617-RA	Dm_00019296-RA
OG0009551	AH014090-RA	Dm_00000081-RA
OG0009552	AH000351-RA	Dm_00018990-RA, Dm_00008043-RA
OG0009553	AH015893-RA	Dm_00014434-RA
OG0009554	AH009307-RA	Dm_00003271-RA
OG0009555	AH014613-RA	Dm_00015029-RA
OG0009559	AH020506-RA	Dm_00018785-RA
OG0009561	AH012385-RA	Dm_00018322-RA, Dm_00003084-RA
OG0009562	AH015958-RA, AH023531-RA	Dm_00011645-RA
OG0009563	AH015993-RA	Dm_00015223-RA
OG0009565	AH014424-RA	Dm_00000730-RA
OG0009566	AH012316-RA, AH012301-RA	Dm_00007177-RA
OG0009567	AH014399-RA, AH020977-RA	Dm_00000749-RA
OG0009568	AH017073-RA	Dm_00006767-RA
OG0009569	AH021253-RA	Dm_00014176-RA
OG0009570	AH009462-RA	Dm_00002704-RA
OG0009573	AH008506-RA	Dm_00010508-RA
OG0009574	AH021072-RA	Dm_00008491-RA, Dm_00005222-RA
OG0009575	AH023361-RA	Dm_00016120-RA
OG0009576	AH014209-RA	Dm_00003860-RA
OG0009577	AH020862-RA	Dm_00001887-RA
OG0009578	AH014655-RA	Dm_00010407-RA
OG0009579	AH016046-RA	Dm_00012132-RA
OG0009581	AH003157-RA	Dm_00010875-RA
OG0009582	AH018565-RA	Dm_00020434-RA, Dm_00007619-RA
OG0009583	AH004154-RA	Dm_00002326-RA
OG0009585	AH019490-RA	Dm_00007181-RA
OG0009586	AH003220-RA	Dm_00012469-RA
OG0009587	AH003807-RA	Dm_00016285-RA
OG0009588	AH020764-RA	Dm_00000091-RA
OG0009589	AH006187-RA	Dm_00006615-RA
OG0009590	AH018807-RA	Dm_00008370-RA
OG0009594	AH021850-RA	Dm_00007115-RA
OG0009595	AH018902-RA	Dm_00012467-RA
OG0009597	AH015414-RA	Dm_00000273-RA
OG0009598	AH017440-RA	Dm_00007126-RA
OG0009599	AH000320-RA	Dm_00008310-RA
OG0009601	AH013161-RA, AH022489-RA	Dm_00005768-RA
OG0009602	AH000228-RA	Dm_00000477-RA
OG0009604	AH018762-RA	Dm_00001896-RA
OG0009605	AH000373-RA	Dm_00008592-RA
OG0009606	AH000402-RA	Dm_00003630-RA
OG0009608	AH021263-RA	Dm_00018394-RA
OG0009609	AH021781-RA	Dm_00001400-RA
OG0009611	AH007263-RA	Dm_00015735-RA
OG0009612	AH017509-RA, AH002882-RA	Dm_00013033-RA
OG0009613	AH000201-RA	Dm_00003315-RA
OG0009614	AH021889-RA	Dm_00006853-RA
OG0009615	AH007894-RA	Dm_00007952-RA
OG0009616	AH020510-RA, AH006585-RA	Dm_00003417-RA
OG0009618	AH000077-RA	Dm_00000511-RA
OG0009619	AH008073-RA	Dm_00005451-RA
OG0009621	AH023172-RA	Dm_00005910-RA, Dm_00016703-RA
OG0009622	AH015721-RA	Dm_00002635-RA
OG0009623	AH016473-RA	Dm_00013289-RA
OG0009624	AH022488-RA	Dm_00010092-RA
OG0009625	AH019781-RA, AH013341-RA	Dm_00015617-RA
OG0009627	AH006415-RA	Dm_00004705-RA
OG0009628	AH021439-RA, AH014882-RA	Dm_00012820-RA
OG0009631	AH023190-RA	Dm_00012601-RA
OG0009632	AH006165-RA	Dm_00007103-RA
OG0009633	AH010953-RA	Dm_00006009-RA
OG0009634	AH011518-RA	Dm_00014232-RA
OG0009636	AH000849-RA, AH002236-RA	Dm_00016956-RA
OG0009637	AH007977-RA	Dm_00010510-RA, Dm_00018885-RA
OG0009638	AH021077-RA	Dm_00017353-RA, Dm_00008575-RA
OG0009639	AH001113-RA	Dm_00017498-RA
OG0009640	AH014731-RA	Dm_00004059-RA
OG0009642	AH014024-RA, AH020722-RA	Dm_00003165-RA
OG0009643	AH022455-RA	Dm_00005258-RA
OG0009644	AH010893-RA	Dm_00006047-RA
OG0009647	AH011090-RA	Dm_00013737-RA
OG0009648	AH015673-RA	Dm_00007012-RA
OG0009649	AH014823-RA	Dm_00000679-RA
OG0009650	AH001504-RA	Dm_00004976-RA
OG0009651	AH012736-RA	Dm_00016303-RA
OG0009652	AH019273-RA	Dm_00008167-RA
OG0009653	AH000156-RA	Dm_00000468-RA
OG0009654	AH021222-RA	Dm_00020477-RA, Dm_00020190-RA
OG0009655	AH001431-RA	Dm_00000300-RA
OG0009658	AH000053-RA	Dm_00015695-RA
OG0009659	AH001160-RA	Dm_00004891-RA
OG0009660	AH008063-RA	Dm_00013253-RA
OG0009661	AH000252-RA	Dm_00015815-RA
OG0009663	AH021982-RA	Dm_00006963-RA
OG0009664	AH019154-RA, AH019153-RA	Dm_00015146-RA
OG0009665	AH021644-RA	Dm_00004532-RA
OG0009666	AH021691-RA	Dm_00000014-RA
OG0009667	AH010190-RA, AH014118-RA, AH014103-RA	Dm_00006034-RA
OG0009668	AH012823-RA	Dm_00018706-RA
OG0009669	AH014945-RA	Dm_00018899-RA
OG0009672	AH009624-RA	Dm_00002672-RA
OG0009673	AH011731-RA	Dm_00020275-RA
OG0009674	AH006309-RA	Dm_00003640-RA
OG0009675	AH010883-RA	Dm_00009377-RA
OG0009677	AH001355-RA	Dm_00021109-RA
OG0009678	AH003468-RA	Dm_00013915-RA
OG0009680	AH007636-RA	Dm_00006112-RA
OG0009681	AH021987-RA	Dm_00004507-RA
OG0009682	AH015988-RA	Dm_00005147-RA
OG0009683	AH001383-RA	Dm_00006898-RA
OG0009684	AH000929-RA	Dm_00016128-RA
OG0009686	AH012722-RA	Dm_00012542-RA
OG0009687	AH003640-RA	Dm_00001773-RA
OG0009689	AH006558-RA	Dm_00012554-RA
OG0009690	AH007634-RA	Dm_00005307-RA
OG0009691	AH011133-RA	Dm_00001206-RA
OG0009692	AH009564-RA	Dm_00003566-RA
OG0009694	AH008778-RA	Dm_00017117-RA
OG0009695	AH007229-RA	Dm_00015646-RA
OG0009696	AH009717-RA	Dm_00005951-RA
OG0009699	AH007337-RA	Dm_00008478-RA, Dm_00013808-RA
OG0009700	AH007547-RA, AH010854-RA	Dm_00001828-RA
OG0009701	AH023128-RA, AH023524-RA	Dm_00007599-RA
OG0009702	AH011312-RA, AH018076-RA	Dm_00003397-RA
OG0009703	AH009646-RA	Dm_00011518-RA
OG0009704	AH005841-RA, AH003755-RA	Dm_00006338-RA
OG0009705	AH004914-RA	Dm_00008804-RA
OG0009706	AH000359-RA	Dm_00014348-RA
OG0009707	AH012853-RA	Dm_00002376-RA
OG0009708	AH003793-RA	Dm_00011588-RA
OG0009709	AH019789-RA	Dm_00015718-RA, Dm_00015716-RA
OG0009710	AH006899-RA	Dm_00004441-RA
OG0009711	AH011563-RA	Dm_00010991-RA
OG0009712	AH019992-RA	Dm_00010927-RA
OG0009714	AH008550-RA	Dm_00010043-RA
OG0009716	AH009410-RA	Dm_00010117-RA
OG0009717	AH004204-RA	Dm_00006182-RA
OG0009718	AH004898-RA	Dm_00014364-RA
OG0009719	AH019687-RA, AH011976-RA	Dm_00004285-RA
OG0009720	AH013612-RA	Dm_00007209-RA
OG0009722	AH005637-RA	Dm_00001088-RA
OG0009723	AH018506-RA	Dm_00019784-RA
OG0009724	AH006196-RA	Dm_00016818-RA
OG0009725	AH004283-RA	Dm_00019876-RA
OG0009726	AH002540-RA	Dm_00002587-RA
OG0009727	AH011851-RA	Dm_00008898-RA
OG0009728	AH004557-RA	Dm_00011731-RA
OG0009729	AH008611-RA	Dm_00011669-RA
OG0009730	AH017377-RA	Dm_00020519-RA
OG0009731	AH009020-RA	Dm_00005529-RA
OG0009732	AH003845-RA	Dm_00013608-RA
OG0009733	AH017878-RA	Dm_00011759-RA
OG0009734	AH022382-RA, AH022383-RA	Dm_00001433-RA
OG0009735	AH020822-RA	Dm_00001039-RA
OG0009736	AH003758-RA	Dm_00011562-RA
OG0009737	AH019981-RA	Dm_00012062-RA
OG0009738	AH010365-RA	Dm_00011952-RA
OG0009739	AH019924-RA	Dm_00010286-RA
OG0009741	AH001195-RA	Dm_00010548-RA
OG0009742	AH006281-RA	Dm_00007738-RA
OG0009743	AH001720-RA	Dm_00003475-RA
OG0009745	AH016965-RA	Dm_00020492-RA
OG0009746	AH020810-RA, AH014166-RA	Dm_00014610-RA
OG0009748	AH016738-RA	Dm_00001374-RA
OG0009749	AH000857-RA	Dm_00020570-RA, Dm_00008929-RA
OG0009750	AH001777-RA	Dm_00004951-RA
OG0009751	AH004493-RA	Dm_00018035-RA
