Orthogroup	A_hypochondriacus.proteins	G_max.proteins
OG0008615	AH021296-RA	GmISU01.08G102400.2.p, GmISU01.08G102400.1.p, GmISU01.08G102400.3.p
OG0008617	AH003751-RA	GmISU01.15G168800.1.p
OG0008618	AH016649-RA	GmISU01.12G199600.1.p
OG0008619	AH020201-RA	GmISU01.09G039900.1.p, GmISU01.07G208300.1.p, GmISU01.17G025400.1.p
OG0008620	AH010967-RA	GmISU01.12G019300.2.p, GmISU01.12G019300.1.p, GmISU01.11G086700.1.p, GmISU01.11G013900.1.p, GmISU01.01G186000.2.p, GmISU01.01G186000.1.p
OG0008621	AH003079-RA	GmISU01.19G165100.1.p, GmISU01.03G162800.1.p, GmISU01.10G071900.1.p
OG0008622	AH006701-RA	GmISU01.19G100300.1.p, GmISU01.03G096700.1.p
OG0008624	AH009318-RA	GmISU01.08G040500.1.p, GmISU01.05G203000.1.p
OG0008625	AH010528-RA, AH007632-RA	GmISU01.19G194500.1.p, GmISU01.03G192600.1.p
OG0008626	AH022392-RA, AH013286-RA, AH013287-RA	GmISU01.12G078100.1.p, GmISU01.11G149800.1.p, GmISU01.12G150400.1.p, GmISU01.13G278600.1.p
OG0008627	AH017771-RA	GmISU01.10G029800.1.p
OG0008628	AH002613-RA	GmISU01.02G127400.1.p, GmISU01.03G122300.1.p
OG0008630	AH013184-RA	GmISU01.18G053800.1.p
OG0008631	AH008585-RA	GmISU01.10G001800.1.p, GmISU01.02G001700.1.p
OG0008632	AH007766-RA	GmISU01.10G128600.1.p, GmISU01.10G128600.2.p, GmISU01.20G186500.1.p
OG0008633	AH007862-RA	GmISU01.03G118500.1.p, GmISU01.19G122500.1.p
OG0008634	AH007105-RA	GmISU01.20G068200.1.p, GmISU01.10G117100.1.p
OG0008635	AH013263-RA	GmISU01.11G147900.1.p, GmISU01.11G147900.2.p, GmISU01.12G079600.1.p
OG0008636	AH006495-RA, AH020574-RA	GmISU01.05G126300.1.p, GmISU01.08G099700.2.p
OG0008637	AH006883-RA	GmISU01.03G111000.1.p, GmISU01.19G116100.1.p
OG0008639	AH002693-RA, AH017688-RA	GmISU01.19G119700.1.p, GmISU01.03G115200.1.p
OG0008640	AH005159-RA	GmISU01.18G050400.1.p, GmISU01.11G170600.1.p
OG0008641	AH007054-RA, AH019835-RA	GmISU01.10G204900.1.p, GmISU01.20G115500.1.p
OG0008642	AH010780-RA, AH010333-RA	GmISU01.06G092000.1.p, GmISU01.04G090100.1.p
OG0008643	AH006904-RA	GmISU01.20G023200.1.p, GmISU01.07G193100.1.p, GmISU01.07G135200.1.p, GmISU01.07G135200.2.p
OG0008644	AH006857-RA	GmISU01.02G151500.1.p, GmISU01.09G091500.1.p
OG0008648	AH007780-RA	GmISU01.20G080200.2.p, GmISU01.20G080200.1.p, GmISU01.10G236300.1.p
OG0008650	AH020575-RA, AH006492-RA	GmISU01.11G232300.1.p, GmISU01.18G001900.1.p
OG0008652	AH022140-RA	GmISU01.18G127400.1.p, GmISU01.08G311400.1.p
OG0008653	AH001312-RA	GmISU01.12G065500.1.p, GmISU01.11G134600.1.p, GmISU01.13G288700.1.p
OG0008654	AH013109-RA, AH022139-RA	GmISU01.08G311500.1.p, GmISU01.18G127300.1.p
OG0008655	AH007189-RA	GmISU01.10G004300.1.p, GmISU01.02G003600.1.p, GmISU01.20G167100.1.p, GmISU01.20G167100.2.p, GmISU01.10G149200.1.p, GmISU01.10G149200.2.p
OG0008657	AH007695-RA	GmISU01.03G065900.1.p, GmISU01.16G077200.2.p
OG0008658	AH016921-RA, AH016920-RA	GmISU01.10G110200.1.p, GmISU01.02G005900.1.p
OG0008660	AH010051-RA, AH013685-RA, AH013684-RA	GmISU01.13G295400.1.p, GmISU01.15G036400.1.p
OG0008661	AH002117-RA	GmISU01.13G290800.1.p, GmISU01.13G106900.1.p, GmISU01.10G043200.1.p, GmISU01.03G137200.1.p, GmISU01.19G140300.1.p
OG0008662	AH010695-RA, AH007836-RA	GmISU01.18G044000.1.p, GmISU01.11G188500.1.p
OG0008664	AH012828-RA	GmISU01.13G105500.2.p, GmISU01.13G105500.1.p, GmISU01.13G105500.3.p, GmISU01.10G042000.1.p, GmISU01.10G042000.2.p
OG0008666	AH008126-RA, AH007810-RA	GmISU01.13G155500.1.p, GmISU01.15G189500.1.p
OG0008667	AH022018-RA, AH012752-RA	GmISU01.19G148300.1.p, GmISU01.10G050100.1.p
OG0008668	AH000386-RA, AH001489-RA	GmISU01.13G280400.1.p, GmISU01.12G148500.1.p
OG0008669	AH013211-RA	GmISU01.18G052100.1.p, GmISU01.11G171900.1.p
OG0008670	AH003064-RA, AH018816-RA	GmISU01.07G132900.1.p, GmISU01.16G084900.1.p, GmISU01.18G152100.1.p
OG0008672	AH015271-RA	GmISU01.03G145400.1.p, GmISU01.20G179900.1.p
OG0008673	AH020031-RA, AH011718-RA	GmISU01.07G174900.1.p, GmISU01.02G124600.1.p
OG0008674	AH018211-RA	GmISU01.01G161000.1.p, GmISU01.11G036900.1.p, GmISU01.17G139900.1.p
OG0008675	AH010447-RA	GmISU01.20G191600.3.p, GmISU01.20G191600.1.p, GmISU01.10G123800.1.p
OG0008677	AH010661-RA	GmISU01.09G186100.5.p, GmISU01.09G186100.1.p, GmISU01.09G186100.2.p, GmISU01.09G186100.4.p, GmISU01.12G008000.1.p
OG0008678	AH006541-RA, AH020537-RA	GmISU01.02G087300.2.p, GmISU01.02G087300.1.p, GmISU01.18G226500.2.p, GmISU01.18G226500.1.p
OG0008680	AH011840-RA	GmISU01.20G203400.1.p, GmISU01.10G252200.1.p, GmISU01.11G183200.1.p
OG0008681	AH013592-RA	GmISU01.16G073800.3.p, GmISU01.16G073800.1.p, GmISU01.03G068600.1.p, GmISU01.03G068600.2.p
OG0008682	AH022098-RA	GmISU01.08G147900.1.p, GmISU01.15G220000.1.p, GmISU01.08G149800.1.p
OG0008683	AH007666-RA	GmISU01.10G250400.1.p, GmISU01.10G250400.2.p, GmISU01.20G201400.9.p
OG0008684	AH006878-RA	GmISU01.19G115600.3.p, GmISU01.19G115600.2.p, GmISU01.19G115600.1.p
OG0008686	AH011810-RA, AH019995-RA	GmISU01.14G173300.1.p, GmISU01.18G044400.1.p
OG0008687	AH013037-RA	GmISU01.18G130600.1.p, GmISU01.18G130600.3.p, GmISU01.08G318100.1.p, GmISU01.16G081800.1.p
OG0008688	AH013243-RA	GmISU01.12G153300.1.p, GmISU01.13G275800.1.p, GmISU01.08G068600.1.p
OG0008689	AH013130-RA	GmISU01.18G123000.2.p, GmISU01.18G123000.1.p
OG0008690	AH016854-RA	GmISU01.06G015900.1.p, GmISU01.04G017200.1.p
OG0008692	AH010965-RA, AH007721-RA	GmISU01.01G185800.1.p, GmISU01.11G014100.1.p
OG0008693	AH004214-RA	GmISU01.03G173300.1.p, GmISU01.19G174600.1.p
OG0008694	AH005142-RA	GmISU01.16G044300.2.p, GmISU01.19G076500.1.p, GmISU01.16G044300.1.p
OG0008695	AH006973-RA, AH020185-RA	GmISU01.15G135900.1.p, GmISU01.09G042100.1.p
OG0008696	AH005945-RA	GmISU01.18G017000.2.p, GmISU01.18G017000.1.p, GmISU01.18G017000.3.p, GmISU01.11G217200.1.p, GmISU01.08G128100.2.p, GmISU01.08G128100.1.p, GmISU01.05G151800.2.p, GmISU01.05G151800.1.p
OG0008697	AH009405-RA	GmISU01.02G141500.1.p
OG0008698	AH023762-RA	GmISU01.06G013300.2.p, GmISU01.04G014600.1.p, GmISU01.06G013300.1.p
OG0008699	AH003115-RA	GmISU01.06G073550.1.p, GmISU01.04G072500.1.p
OG0008700	AH016793-RA	GmISU01.17G227400.3.p, GmISU01.17G227400.1.p, GmISU01.09G040300.1.p
OG0008701	AH015865-RA	GmISU01.16G099600.1.p
OG0008702	AH008872-RA	GmISU01.13G054400.1.p, GmISU01.06G103500.1.p
OG0008703	AH005654-RA	GmISU01.09G160100.2.p, GmISU01.09G160100.1.p, GmISU01.01G021000.1.p, GmISU01.18G115800.1.p
OG0008704	AH005740-RA	GmISU01.11G084300.1.p, GmISU01.11G084300.2.p, GmISU01.12G016500.1.p
OG0008705	AH013879-RA	GmISU01.13G125000.1.p, GmISU01.16G115700.1.p, GmISU01.11G057500.1.p
OG0008706	AH008425-RA	GmISU01.06G036600.1.p, GmISU01.04G036800.1.p
OG0008707	AH014404-RA	GmISU01.13G070400.1.p, GmISU01.17G057100.1.p
OG0008708	AH012167-RA	GmISU01.03G202000.1.p, GmISU01.19G203000.3.p
OG0008709	AH008862-RA	GmISU01.10G097500.1.p
OG0008711	AH020237-RA, AH019839-RA, AH020224-RA	GmISU01.18G217700.2.p, GmISU01.18G217700.1.p, GmISU01.08G231400.2.p, GmISU01.08G231400.1.p
OG0008712	AH009009-RA, AH023602-RA	GmISU01.06G099600.1.p, GmISU01.13G057900.1.p
OG0008713	AH010373-RA	GmISU01.06G145100.1.p, GmISU01.04G168200.1.p, GmISU01.05G165800.1.p, GmISU01.08G002800.1.p
OG0008714	AH005587-RA	GmISU01.11G059300.1.p, GmISU01.01G139300.1.p, GmISU01.02G053100.1.p, GmISU01.16G114800.1.p
OG0008715	AH002439-RA	GmISU01.15G058100.1.p, GmISU01.13G218700.1.p
OG0008716	AH021519-RA	GmISU01.10G213200.1.p, GmISU01.20G107500.1.p
OG0008717	AH006628-RA	GmISU01.06G018000.1.p, GmISU01.04G019600.1.p
OG0008718	AH008956-RA, AH003782-RA	GmISU01.01G132000.1.p, GmISU01.11G067200.1.p, GmISU01.02G047000.1.p
OG0008719	AH005710-RA	GmISU01.11G042800.1.p, GmISU01.01G155000.1.p, GmISU01.01G155000.3.p, GmISU01.01G155000.2.p
OG0008722	AH001683-RA	GmISU01.10G221600.4.p, GmISU01.10G221600.5.p, GmISU01.20G096500.1.p
OG0008723	AH003718-RA	GmISU01.11G053500.1.p, GmISU01.01G144300.1.p, GmISU01.17G161500.1.p
OG0008724	AH002427-RA	GmISU01.07G154800.1.p, GmISU01.08G058900.1.p, GmISU01.07G154800.2.p
OG0008725	AH015406-RA	GmISU01.09G157200.3.p, GmISU01.09G157200.2.p, GmISU01.16G094000.2.p, GmISU01.09G157200.1.p, GmISU01.16G094000.1.p
OG0008727	AH001695-RA	GmISU01.20G097800.1.p, GmISU01.10G220300.1.p
OG0008728	AH008546-RA	GmISU01.20G132400.3.p, GmISU01.20G132400.2.p, GmISU01.20G132400.1.p, GmISU01.10G184700.2.p, GmISU01.10G184700.1.p, GmISU01.02G071200.1.p, GmISU01.16G135400.1.p
OG0008729	AH001995-RA	GmISU01.05G167400.1.p, GmISU01.08G004300.2.p, GmISU01.08G004300.1.p
OG0008730	AH005932-RA, AH003625-RA	GmISU01.01G126000.1.p, GmISU01.11G073300.1.p
OG0008731	AH017519-RA	GmISU01.05G019800.1.p
OG0008732	AH007800-RA	GmISU01.09G097200.1.p
OG0008733	AH008947-RA	GmISU01.10G106200.1.p, GmISU01.20G058000.1.p
OG0008734	AH016733-RA	GmISU01.04G043300.2.p, GmISU01.04G043300.3.p, GmISU01.04G043300.1.p
OG0008735	AH005704-RA, AH003870-RA	GmISU01.11G043200.1.p, GmISU01.01G154600.1.p
OG0008736	AH005666-RA, AH003663-RA, AH023056-RA	GmISU01.04G177200.1.p, GmISU01.06G135200.1.p, GmISU01.06G135200.2.p
OG0008737	AH014650-RA	GmISU01.08G068900.1.p
OG0008738	AH000429-RA	GmISU01.14G133300.1.p, GmISU01.13G019900.1.p
OG0008739	AH006460-RA	GmISU01.11G071500.1.p, GmISU01.01G127400.1.p
OG0008740	AH008991-RA	GmISU01.13G056900.1.p
OG0008741	AH005983-RA	GmISU01.01G119600.1.p, GmISU01.11G080600.1.p, GmISU01.16G094600.1.p, GmISU01.16G094600.2.p
OG0008742	AH003893-RA	GmISU01.11G045000.2.p, GmISU01.01G152800.2.p, GmISU01.01G152800.1.p
OG0008743	AH016666-RA, AH008417-RA	GmISU01.14G079600.4.p, GmISU01.17G208500.1.p
OG0008744	AH005564-RA	GmISU01.08G174000.1.p, GmISU01.15G042700.1.p, GmISU01.04G204700.1.p
OG0008745	AH005530-RA	GmISU01.05G014700.1.p, GmISU01.05G014700.3.p, GmISU01.05G145250.1.p, GmISU01.17G076800.1.p
OG0008746	AH004568-RA, AH005214-RA	GmISU01.05G043700.1.p, GmISU01.17G119900.1.p
OG0008747	AH019078-RA	GmISU01.19G089800.2.p, GmISU01.19G089800.1.p
OG0008748	AH000575-RA	GmISU01.11G107600.1.p, GmISU01.01G079400.1.p
OG0008749	AH001854-RA, AH000586-RA	GmISU01.11G111750.1.p, GmISU01.12G042300.1.p
OG0008750	AH008495-RA	GmISU01.10G188500.5.p, GmISU01.20G129100.2.p, GmISU01.10G188500.4.p, GmISU01.10G188500.3.p
OG0008751	AH017568-RA	GmISU01.16G042700.3.p, GmISU01.16G042700.2.p, GmISU01.16G042700.4.p, GmISU01.16G042700.1.p
OG0008752	AH016816-RA	GmISU01.14G186500.2.p, GmISU01.14G186500.1.p
OG0008753	AH018449-RA, AH011547-RA	GmISU01.20G038400.2.p, GmISU01.20G038400.1.p
OG0008754	AH006554-RA	GmISU01.06G112000.2.p, GmISU01.04G198000.2.p, GmISU01.06G112000.1.p, GmISU01.04G198000.1.p
OG0008756	AH004260-RA, AH005252-RA, AH007679-RA, AH010911-RA	GmISU01.16G121600.1.p, GmISU01.02G061000.1.p, GmISU01.16G042100.1.p
OG0008757	AH004517-RA	GmISU01.01G047000.2.p, GmISU01.01G047000.1.p, GmISU01.02G100200.1.p
OG0008758	AH013114-RA, AH008636-RA	GmISU01.13G016600.1.p, GmISU01.14G127300.1.p, GmISU01.04G201800.1.p
OG0008759	AH009224-RA	GmISU01.10G200200.1.p, GmISU01.20G120100.1.p
OG0008760	AH002090-RA	GmISU01.08G190800.1.p
OG0008761	AH001677-RA	GmISU01.20G095500.1.p, GmISU01.10G222400.1.p
OG0008762	AH010665-RA	GmISU01.04G169600.1.p
OG0008763	AH006515-RA	GmISU01.11G230700.1.p, GmISU01.18G003700.1.p, GmISU01.05G123800.1.p
OG0008764	AH008850-RA	GmISU01.14G122000.1.p, GmISU01.13G055000.1.p
OG0008765	AH008639-RA	GmISU01.13G016300.2.p, GmISU01.13G016300.3.p, GmISU01.13G016300.4.p, GmISU01.13G016300.1.p, GmISU01.14G126900.1.p, GmISU01.14G126900.2.p
OG0008766	AH017256-RA, AH002767-RA	GmISU01.12G043800.1.p, GmISU01.11G113500.1.p
OG0008767	AH000838-RA, AH002244-RA	GmISU01.06G004400.1.p, GmISU01.12G028100.1.p
OG0008768	AH021242-RA, AH014682-RA	GmISU01.06G026300.1.p, GmISU01.17G220600.2.p
OG0008769	AH014254-RA	GmISU01.08G299700.1.p, GmISU01.18G064400.1.p
OG0008770	AH008871-RA	GmISU01.14G122600.1.p, GmISU01.13G054300.1.p, GmISU01.04G205900.1.p, GmISU01.06G103600.1.p
OG0008771	AH008138-RA, AH009723-RA	GmISU01.09G076400.2.p, GmISU01.09G076400.3.p, GmISU01.09G076400.4.p, GmISU01.15G172800.2.p
OG0008772	AH009361-RA	GmISU01.16G128800.4.p, GmISU01.16G128800.3.p, GmISU01.16G128800.1.p, GmISU01.02G067200.3.p, GmISU01.02G067200.1.p, GmISU01.02G067200.2.p
OG0008773	AH018892-RA	GmISU01.13G055800.1.p
OG0008774	AH009111-RA	GmISU01.08G129700.2.p, GmISU01.08G129700.1.p, GmISU01.05G153300.2.p, GmISU01.05G153300.1.p
OG0008775	AH000489-RA	GmISU01.15G219300.4.p, GmISU01.15G219300.2.p, GmISU01.15G219300.1.p, GmISU01.08G220600.1.p
OG0008776	AH002169-RA	GmISU01.17G197100.1.p, GmISU01.17G197100.3.p, GmISU01.17G197100.2.p, GmISU01.14G090800.4.p, GmISU01.14G090800.6.p, GmISU01.14G090800.5.p
OG0008777	AH006224-RA	GmISU01.06G139500.1.p, GmISU01.04G173400.2.p, GmISU01.04G173400.1.p
OG0008778	AH001447-RA	GmISU01.02G248200.1.p, GmISU01.02G248200.2.p, GmISU01.14G024600.1.p, GmISU01.14G024600.2.p
OG0008779	AH008059-RA, AH010063-RA	GmISU01.12G125900.1.p, GmISU01.12G125900.2.p, GmISU01.06G207400.1.p
OG0008780	AH011527-RA	GmISU01.20G065900.2.p, GmISU01.20G065900.1.p
OG0008781	AH006076-RA, AH004112-RA	GmISU01.12G187600.1.p, GmISU01.13G241400.1.p
OG0008782	AH000045-RA	GmISU01.13G100500.1.p, GmISU01.13G100500.2.p, GmISU01.10G037700.1.p
OG0008783	AH015193-RA, AH021561-RA	GmISU01.07G157200.2.p, GmISU01.07G157200.1.p, GmISU01.08G056300.1.p, GmISU01.08G056300.3.p
OG0008784	AH011208-RA	GmISU01.02G248800.1.p, GmISU01.14G024000.1.p
OG0008785	AH022610-RA	GmISU01.09G220200.1.p, GmISU01.18G174000.1.p
OG0008787	AH008006-RA, AH010576-RA	GmISU01.06G199500.2.p, GmISU01.06G199500.1.p, GmISU01.12G129000.1.p
OG0008788	AH002953-RA, AH017391-RA	GmISU01.05G169900.1.p, GmISU01.08G007000.5.p, GmISU01.08G007000.4.p
OG0008789	AH014719-RA	GmISU01.15G088100.1.p, GmISU01.13G184800.1.p
OG0008790	AH003197-RA	GmISU01.06G226100.1.p, GmISU01.12G114400.1.p
OG0008791	AH021742-RA	GmISU01.12G152500.1.p, GmISU01.13G276600.1.p
OG0008792	AH016296-RA	GmISU01.14G028600.1.p
OG0008793	AH008130-RA	GmISU01.12G184100.2.p
OG0008794	AH021676-RA	GmISU01.13G146800.1.p, GmISU01.07G170500.1.p, GmISU01.15G072600.5.p, GmISU01.15G072600.2.p, GmISU01.15G072600.3.p, GmISU01.15G072600.4.p, GmISU01.15G072600.1.p, GmISU01.13G202800.2.p, GmISU01.13G202800.1.p
OG0008795	AH005488-RA	GmISU01.02G213700.1.p
OG0008796	AH007987-RA	GmISU01.14G042300.2.p, GmISU01.02G233000.1.p, GmISU01.14G042300.1.p
OG0008797	AH020064-RA	GmISU01.13G305000.2.p, GmISU01.15G026900.2.p, GmISU01.15G026900.1.p, GmISU01.13G305000.1.p
OG0008798	AH013609-RA	GmISU01.16G075400.1.p, GmISU01.18G158700.1.p, GmISU01.08G308600.1.p
OG0008799	AH008120-RA	GmISU01.12G121500.1.p
OG0008800	AH000161-RA	GmISU01.09G072200.1.p, GmISU01.15G168700.1.p
OG0008802	AH014202-RA	GmISU01.12G116200.1.p, GmISU01.12G101400.2.p, GmISU01.12G101400.1.p, GmISU01.12G101400.3.p
OG0008803	AH000120-RA	GmISU01.04G129100.1.p
OG0008804	AH018187-RA	GmISU01.08G047800.1.p
OG0008805	AH019780-RA	GmISU01.01G188000.1.p, GmISU01.11G011500.2.p
OG0008806	AH000047-RA	GmISU01.14G047100.1.p, GmISU01.02G226900.1.p
OG0008808	AH008191-RA	GmISU01.08G280600.4.p, GmISU01.08G280600.3.p, GmISU01.08G280600.2.p, GmISU01.08G280600.1.p, GmISU01.14G023100.2.p
OG0008809	AH009987-RA	GmISU01.13G260600.1.p, GmISU01.12G169800.1.p, GmISU01.12G097400.1.p, GmISU01.06G251000.1.p
OG0008810	AH002035-RA	GmISU01.07G031300.2.p, GmISU01.07G031300.1.p, GmISU01.08G193500.1.p
OG0008811	AH003106-RA	GmISU01.19G089300.3.p, GmISU01.19G089300.1.p, GmISU01.19G089300.2.p, GmISU01.03G006600.1.p
OG0008812	AH021039-RA	GmISU01.17G065500.1.p, GmISU01.02G173800.1.p
OG0008813	AH016198-RA, AH023318-RA	GmISU01.04G073900.1.p, GmISU01.06G075000.1.p
OG0008814	AH013308-RA	GmISU01.13G087100.1.p, GmISU01.17G040600.1.p, GmISU01.13G087100.2.p
OG0008815	AH015125-RA	GmISU01.07G160200.1.p
OG0008816	AH009124-RA, AH022280-RA	GmISU01.17G120900.1.p, GmISU01.01G106400.1.p
OG0008817	AH015097-RA, AH021617-RA	GmISU01.13G261700.1.p, GmISU01.12G168800.1.p
OG0008818	AH011284-RA	GmISU01.08G017100.1.p, GmISU01.05G180400.1.p, GmISU01.05G180400.2.p, GmISU01.08G017100.2.p
OG0008820	AH000108-RA	GmISU01.18G157300.1.p, GmISU01.18G157300.2.p, GmISU01.09G234400.1.p, GmISU01.09G234400.2.p
OG0008821	AH007751-RA	GmISU01.03G213400.1.p, GmISU01.03G213400.2.p, GmISU01.19G214300.2.p, GmISU01.19G214300.4.p, GmISU01.19G214300.1.p, GmISU01.19G214300.3.p
OG0008822	AH015900-RA	GmISU01.15G197400.1.p, GmISU01.13G165300.1.p
OG0008823	AH014387-RA	GmISU01.15G201700.1.p, GmISU01.13G067400.1.p
OG0008824	AH019977-RA	GmISU01.08G042500.1.p, GmISU01.05G205200.1.p, GmISU01.05G205200.3.p
OG0008826	AH019036-RA	GmISU01.17G068500.1.p, GmISU01.02G170300.1.p
OG0008827	AH020643-RA	GmISU01.17G096800.4.p, GmISU01.13G137500.2.p, GmISU01.13G137500.1.p, GmISU01.17G096800.1.p, GmISU01.17G096800.3.p
OG0008828	AH023299-RA	GmISU01.14G118100.1.p
OG0008829	AH012329-RA	GmISU01.20G118100.1.p, GmISU01.20G118100.2.p, GmISU01.10G202600.1.p
OG0008830	AH012346-RA	GmISU01.10G200700.1.p, GmISU01.10G200700.2.p
OG0008831	AH008229-RA	GmISU01.12G162300.2.p, GmISU01.13G268500.1.p
OG0008833	AH002032-RA	GmISU01.13G319000.1.p, GmISU01.13G319000.2.p, GmISU01.15G012000.1.p, GmISU01.15G012000.2.p
OG0008835	AH014407-RA	GmISU01.09G051700.1.p, GmISU01.15G148200.1.p
OG0008837	AH009630-RA	GmISU01.09G209100.1.p, GmISU01.18G184900.1.p, GmISU01.16G027500.1.p, GmISU01.07G057400.1.p
OG0008840	AH016235-RA	GmISU01.05G144500.5.p, GmISU01.05G144500.4.p, GmISU01.05G144400.1.p, GmISU01.05G144500.6.p, GmISU01.08G120100.1.p
OG0008842	AH014111-RA	GmISU01.19G012400.1.p, GmISU01.19G012400.2.p
OG0008843	AH014269-RA	GmISU01.17G064400.2.p
OG0008844	AH020422-RA	GmISU01.15G158100.1.p, GmISU01.09G061200.1.p, GmISU01.09G066100.1.p, GmISU01.06G049600.1.p, GmISU01.04G051200.1.p
OG0008845	AH011785-RA	GmISU01.07G052200.1.p, GmISU01.16G022700.3.p, GmISU01.16G022700.1.p
OG0008846	AH011223-RA, AH011225-RA, AH011224-RA	GmISU01.19G190700.1.p, GmISU01.19G190700.2.p
OG0008849	AH014314-RA	GmISU01.17G043300.1.p, GmISU01.13G084000.1.p
OG0008851	AH001533-RA	GmISU01.13G310900.1.p, GmISU01.13G310900.3.p
OG0008852	AH016074-RA	GmISU01.04G048300.3.p, GmISU01.04G048300.2.p, GmISU01.04G048300.1.p, GmISU01.06G047200.1.p, GmISU01.17G196400.1.p, GmISU01.14G092000.1.p
OG0008853	AH021200-RA	GmISU01.07G019200.1.p, GmISU01.08G204800.1.p
OG0008854	AH014273-RA	GmISU01.17G065600.1.p, GmISU01.02G173600.1.p
OG0008856	AH004998-RA	GmISU01.07G057000.1.p
OG0008857	AH002232-RA, AH000850-RA	GmISU01.08G026600.1.p, GmISU01.07G113600.1.p
OG0008858	AH013485-RA	GmISU01.08G208500.1.p
OG0008859	AH022465-RA	GmISU01.11G211200.1.p, GmISU01.18G022900.1.p
OG0008860	AH002079-RA	GmISU01.07G004900.1.p, GmISU01.14G115100.1.p, GmISU01.20G033800.1.p, GmISU01.08G191600.1.p
OG0008861	AH013277-RA	GmISU01.13G278300.1.p, GmISU01.12G150700.1.p, GmISU01.12G150700.2.p
OG0008862	AH018128-RA	GmISU01.20G046600.1.p, GmISU01.13G002300.1.p, GmISU01.05G186700.1.p, GmISU01.08G022700.1.p, GmISU01.08G022700.2.p
OG0008863	AH018511-RA	GmISU01.04G104400.1.p
OG0008864	AH002119-RA	GmISU01.15G016700.1.p, GmISU01.13G314600.1.p
OG0008865	AH014427-RA	GmISU01.15G148900.1.p, GmISU01.09G052700.1.p
OG0008866	AH023343-RA	GmISU01.04G076100.2.p, GmISU01.04G076100.1.p, GmISU01.06G077500.3.p, GmISU01.06G077500.4.p, GmISU01.06G077500.5.p
OG0008867	AH020781-RA	GmISU01.04G121200.1.p, GmISU01.06G191800.1.p, GmISU01.17G108500.2.p, GmISU01.17G108500.1.p
OG0008868	AH013312-RA	GmISU01.13G308500.1.p
OG0008869	AH000464-RA	GmISU01.07G004400.1.p
OG0008872	AH015727-RA, AH002702-RA	GmISU01.19G180500.1.p, GmISU01.03G179300.1.p
OG0008873	AH003056-RA	GmISU01.18G152700.2.p, GmISU01.18G152700.1.p, GmISU01.07G133300.1.p, GmISU01.07G133300.3.p, GmISU01.16G084300.1.p
OG0008874	AH009518-RA	GmISU01.16G019300.1.p, GmISU01.03G216100.1.p, GmISU01.19G217500.1.p
OG0008876	AH013079-RA	GmISU01.13G038700.1.p
OG0008877	AH001078-RA	GmISU01.11G094200.1.p
OG0008879	AH012343-RA, AH012342-RA	GmISU01.09G116200.1.p, GmISU01.16G169200.1.p
OG0008880	AH013432-RA, AH022311-RA	GmISU01.19G221100.1.p, GmISU01.03G219900.1.p, GmISU01.16G011800.2.p, GmISU01.07G042000.1.p
OG0008881	AH022288-RA	GmISU01.07G003200.1.p
OG0008882	AH007144-RA	GmISU01.18G240700.1.p, GmISU01.08G323200.1.p
OG0008883	AH012286-RA	GmISU01.10G144500.1.p, GmISU01.20G171600.1.p, GmISU01.09G119900.1.p, GmISU01.16G172900.1.p
OG0008884	AH017064-RA	GmISU01.06G072000.1.p, GmISU01.04G071100.1.p
OG0008885	AH018751-RA, AH003124-RA	GmISU01.08G045300.2.p, GmISU01.08G045300.1.p, GmISU01.05G207600.1.p, GmISU01.05G207600.2.p
OG0008886	AH012071-RA	GmISU01.10G191100.1.p, GmISU01.10G191100.2.p, GmISU01.20G127700.1.p
OG0008887	AH019127-RA, AH015805-RA	GmISU01.07G076000.1.p, GmISU01.09G153900.1.p
OG0008888	AH018223-RA, AH011437-RA	GmISU01.08G207200.2.p, GmISU01.07G003100.1.p
OG0008889	AH001562-RA	GmISU01.08G185700.1.p
OG0008890	AH009101-RA	GmISU01.09G224300.1.p, GmISU01.18G168100.1.p
OG0008891	AH001954-RA	GmISU01.13G324000.2.p, GmISU01.13G324000.1.p, GmISU01.15G006400.1.p
OG0008892	AH006410-RA, AH014389-RA	GmISU01.16G046800.1.p, GmISU01.19G072500.1.p
OG0008893	AH014505-RA	GmISU01.01G109900.1.p
OG0008894	AH016039-RA	GmISU01.04G051400.1.p, GmISU01.06G049700.1.p
OG0008895	AH023233-RA	GmISU01.14G104900.1.p
OG0008896	AH018460-RA	GmISU01.02G231300.1.p, GmISU01.14G042800.1.p
OG0008899	AH014825-RA, AH021388-RA	GmISU01.08G106700.1.p, GmISU01.05G132300.1.p, GmISU01.05G132300.2.p, GmISU01.05G132300.3.p
OG0008900	AH020370-RA	GmISU01.19G109200.1.p, GmISU01.03G104600.1.p
OG0008901	AH015941-RA, AH023529-RA	GmISU01.20G200400.3.p, GmISU01.10G249300.2.p, GmISU01.20G200400.1.p, GmISU01.20G200400.2.p, GmISU01.10G249300.1.p
OG0008902	AH000080-RA, AH001105-RA, AH000079-RA	GmISU01.06G259800.1.p, GmISU01.12G089700.1.p
OG0008903	AH006462-RA	GmISU01.01G127200.1.p, GmISU01.11G071700.1.p
OG0008904	AH016648-RA	GmISU01.12G007200.1.p, GmISU01.12G007200.2.p, GmISU01.09G186800.1.p
OG0008906	AH018820-RA	GmISU01.02G178300.2.p, GmISU01.02G178300.1.p, GmISU01.14G147900.4.p, GmISU01.14G147900.2.p, GmISU01.14G147900.3.p
