Orthogroup	A_hypochondriacus.proteins	B_vulgaris.proteins
OG0010312	AH001851-RA	Bevul.9G176600.1.p
OG0010313	AH006699-RA, AH020452-RA	Bevul.3G206000.1.p
OG0010314	AH023130-RA, AH016340-RA	Bevul.2G247800.1.p
OG0010315	AH003031-RA	Bevul.5G134000.1.p
OG0010316	AH004170-RA, AH005382-RA	Bevul.6G129400.1.p
OG0010317	AH010995-RA	Bevul.4G235500.1.p, Bevul.4G235300.1.p
OG0010318	AH006499-RA	Bevul.3G231800.1.p
OG0010319	AH018923-RA	Bevul.5G117500.1.p
OG0010320	AH020956-RA	Bevul.9G022200.1.p
OG0010321	AH007777-RA	Bevul.4G105300.1.p
OG0010322	AH020288-RA	Bevul.8G150300.1.p
OG0010323	AH014880-RA, AH021437-RA	Bevul.8G038800.1.p
OG0010324	AH006622-RA	Bevul.3G217100.1.p
OG0010325	AH000163-RA	Bevul.9G051900.1.p
OG0010326	AH011383-RA, AH011651-RA	Bevul.3G104200.1.p
OG0010327	AH006747-RA	Bevul.3G199600.1.p
OG0010328	AH011076-RA	Bevul.4G219200.1.p
OG0010329	AH015895-RA	Bevul.3G167400.1.p
OG0010330	AH021271-RA, AH014686-RA	Bevul.8G095300.1.p
OG0010331	AH019118-RA	Bevul.5G138800.1.p
OG0010332	AH022393-RA	Bevul.7G231000.1.p
OG0010333	AH014413-RA	Bevul.8G209600.1.p
OG0010334	AH010906-RA	Bevul.4G242600.1.p
OG0010335	AH006764-RA	Bevul.3G195700.1.p
OG0010336	AH007019-RA	Bevul.3G153600.1.p
OG0010337	AH012798-RA	Bevul.7G064300.1.p
OG0010338	AH015933-RA	Bevul.2G112500.1.p
OG0010339	AH018890-RA	Bevul.9G097900.1.p, Bevul.5G113000.1.p
OG0010340	AH014657-RA	Bevul.8G117800.1.p
OG0010341	AH015640-RA	Bevul.2G033900.1.p
OG0010342	AH011759-RA	Bevul.3G120700.1.p
OG0010343	AH013212-RA	Bevul.7G221800.1.p
OG0010344	AH017177-RA	Bevul.5G150300.1.p
OG0010345	AH021667-RA	Bevul.8G023500.1.p
OG0010346	AH007690-RA, AH010932-RA	Bevul.4G240400.1.p
OG0010347	AH013767-RA	Bevul.7G196100.1.p
OG0010348	AH001016-RA, AH003315-RA	Bevul.4G191700.1.p
OG0010349	AH010946-RA	Bevul.4G239100.1.p
OG0010350	AH012292-RA	Bevul.8G179000.1.p, Bevul.3G083600.1.p
OG0010351	AH000592-RA, AH001740-RA	Bevul.9G160400.1.p
OG0010353	AH003008-RA	Bevul.5G130800.1.p
OG0010354	AH019144-RA	Bevul.2G075600.1.p
OG0010355	AH003643-RA	Bevul.6G060100.1.p
OG0010356	AH005287-RA	Bevul.6G145400.1.p
OG0010357	AH011743-RA, AH020008-RA	Bevul.3G118600.1.p
OG0010358	AH010461-RA	Bevul.4G155500.1.p
OG0010359	AH003541-RA	Bevul.6G055500.1.p
OG0010360	AH020879-RA	Bevul.2G053200.1.p
OG0010361	AH010347-RA	Bevul.4G189600.1.p
OG0010362	AH008441-RA	Bevul.3G135500.1.p
OG0010363	AH012764-RA	Bevul.7G053200.1.p
OG0010364	AH021192-RA, AH014623-RA	Bevul.5G054800.1.p
OG0010365	AH018083-RA, AH011316-RA	Bevul.5G018200.1.p
OG0010366	AH019920-RA	Bevul.3G007300.1.p
OG0010367	AH007238-RA	Bevul.3G013000.1.p
OG0010368	AH012169-RA	Bevul.3G092100.1.p
OG0010369	AH019617-RA	Bevul.3G047100.1.p
OG0010370	AH005600-RA	Bevul.6G086700.1.p
OG0010371	AH005136-RA	Bevul.6G199100.1.p
OG0010372	AH019796-RA	Bevul.3G060800.1.p
OG0010373	AH022094-RA, AH012953-RA	Bevul.7G100400.1.p
OG0010374	AH008512-RA	Bevul.1G074600.1.p
OG0010375	AH013097-RA	Bevul.7G128200.1.p
OG0010376	AH001908-RA	Bevul.9G183700.2.p, Bevul.9G183700.3.p, Bevul.9G183700.1.p
OG0010377	AH006523-RA	Bevul.3G227500.1.p
OG0010378	AH020157-RA, AH007035-RA	Bevul.3G149100.1.p
OG0010379	AH003274-RA	Bevul.1G085800.1.p
OG0010380	AH005243-RA	Bevul.6G164300.1.p
OG0010381	AH000006-RA	Bevul.9G144600.1.p
OG0010383	AH018401-RA	Bevul.2G000100.1.p
OG0010385	AH005713-RA	Bevul.6G014600.1.p
OG0010386	AH002294-RA	Bevul.9G132300.3.p, Bevul.9G132300.1.p, Bevul.9G132300.2.p
OG0010387	AH005113-RA	Bevul.2G000400.1.p
OG0010388	AH012276-RA	Bevul.3G205300.1.p
OG0010388	AH020462-RA	Bevul.3G205400.1.p
OG0010390	AH018054-RA	Bevul.5G021200.1.p
OG0010391	AH017895-RA	Bevul.5G224100.1.p
OG0010392	AH022110-RA	Bevul.7G098100.1.p
OG0010393	AH002514-RA	Bevul.5G219700.1.p
OG0010394	AH015874-RA	Bevul.1G089200.1.p
OG0010395	AH007604-RA	Bevul.4G204000.1.p
OG0010396	AH004267-RA	Bevul.6G216400.1.p
OG0010397	AH009266-RA	Bevul.1G154900.1.p
OG0010398	AH023421-RA	Bevul.2G092100.1.p, Bevul.2G092100.2.p
OG0010399	AH004278-RA	Bevul.1G001500.1.p, Bevul.6G217800.1.p
OG0010400	AH004436-RA	Bevul.6G187900.1.p
OG0010401	AH005585-RA	Bevul.6G087900.1.p
OG0010404	AH009429-RA	Bevul.1G052000.1.p
OG0010405	AH013532-RA	Bevul.7G145300.1.p
OG0010406	AH010502-RA	Bevul.4G203900.1.p
OG0010407	AH021135-RA	Bevul.8G130900.1.p
OG0010408	AH019928-RA	Bevul.3G006400.1.p
OG0010409	AH001846-RA	Bevul.9G175200.2.p, Bevul.9G175200.1.p
OG0010410	AH011570-RA	Bevul.5G102300.1.p
OG0010411	AH019662-RA	Bevul.5G034700.1.p
OG0010412	AH019840-RA	Bevul.3G060100.1.p
OG0010413	AH009028-RA	Bevul.3G145300.1.p, Bevul.1G078000.1.p, Bevul.4G103100.1.p, Bevul.8G052300.1.p, Bevul.8G051000.1.p, Bevul.1G213400.1.p
OG0010414	AH007969-RA	Bevul.4G083900.1.p
OG0010415	AH006989-RA	Bevul.3G160000.1.p
OG0010416	AH009549-RA	Bevul.1G192300.1.p
OG0010417	AH017780-RA, AH002607-RA	Bevul.5G241100.1.p
OG0010418	AH020227-RA	Bevul.3G195600.1.p
OG0010419	AH005789-RA	Bevul.6G024600.1.p
OG0010420	AH001038-RA	Bevul.9G008000.1.p, Bevul.9G008000.2.p
OG0010421	AH011824-RA	Bevul.1G057200.1.p
OG0010422	AH010260-RA	Bevul.1G027900.1.p
OG0010423	AH019843-RA	Bevul.3G059300.1.p
OG0010424	AH004323-RA	Bevul.6G226200.1.p
OG0010425	AH009411-RA	Bevul.1G209100.1.p
OG0010426	AH009017-RA	Bevul.1G214800.1.p
OG0010427	AH023740-RA	Bevul.1G042600.1.p
OG0010428	AH009482-RA	Bevul.1G199900.1.p
OG0010429	AH009029-RA, AH023626-RA	Bevul.1G212900.1.p
OG0010431	AH004917-RA	Bevul.6G213400.1.p
OG0010433	AH001270-RA	Bevul.5G168300.1.p
OG0010434	AH009671-RA	Bevul.1G179300.1.p
OG0010435	AH004284-RA	Bevul.6G218700.1.p
OG0010436	AH006999-RA	Bevul.3G161600.1.p
OG0010437	AH007559-RA	Bevul.4G156300.1.p
OG0010438	AH011960-RA	Bevul.3G035100.1.p
OG0010439	AH004508-RA	Bevul.6G212600.1.p
OG0010440	AH021212-RA	Bevul.8G106100.1.p
OG0010441	AH010873-RA, AH007535-RA	Bevul.4G146100.1.p
OG0010442	AH015373-RA	Bevul.5G082400.1.p
OG0010443	AH013446-RA	Bevul.7G160300.1.p
OG0010444	AH006469-RA	Bevul.6G030800.1.p
OG0010445	AH009718-RA	Bevul.1G158900.1.p
OG0010446	AH005161-RA	Bevul.6G209200.1.p
OG0010447	AH010581-RA	Bevul.5G029600.1.p
OG0010449	AH018108-RA	Bevul.5G015500.1.p
OG0010451	AH009067-RA	Bevul.1G139400.1.p
OG0010452	AH007633-RA	Bevul.4G251000.1.p
OG0010453	AH010716-RA	Bevul.4G122400.1.p
OG0010454	AH002790-RA, AH017632-RA	Bevul.5G197600.1.p
OG0010455	AH017060-RA	Bevul.2G087900.1.p
OG0010456	AH007818-RA	Bevul.4G113700.1.p
OG0010457	AH007882-RA	Bevul.5G048100.1.p
OG0010458	AH017367-RA, AH002960-RA	Bevul.5G160100.1.p
OG0010459	AH010927-RA	Bevul.4G241000.1.p
OG0010460	AH004092-RA	Bevul.6G118700.1.p
OG0010461	AH019938-RA	Bevul.3G018900.1.p
OG0010463	AH013054-RA	Bevul.4G002500.1.p
OG0010464	AH017337-RA	Bevul.5G204000.1.p
OG0010465	AH017566-RA	Bevul.5G185900.1.p
OG0010466	AH023709-RA	Bevul.1G029400.1.p
OG0010467	AH003138-RA	Bevul.5G045600.1.p
OG0010468	AH015862-RA, AH015861-RA, AH015863-RA	Bevul.2G081300.1.p
OG0010469	AH003834-RA, AH022432-RA	Bevul.1G117800.1.p, Bevul.4G169900.1.p
OG0010470	AH019021-RA, AH019024-RA, AH019020-RA	Bevul.2G003400.1.p
OG0010471	AH004427-RA, AH004789-RA	Bevul.6G189100.1.p
OG0010472	AH022946-RA	Bevul.2G220500.2.p, Bevul.2G220500.1.p
OG0010473	AH018411-RA	Bevul.5G092100.1.p
OG0010474	AH004066-RA	Bevul.6G123000.1.p
OG0010476	AH006058-RA	Bevul.5G140800.1.p
OG0010477	AH021204-RA	Bevul.8G107600.1.p
OG0010478	AH017450-RA	Bevul.9G095300.1.p
OG0010479	AH018402-RA, AH011510-RA	Bevul.5G090800.1.p, Bevul.5G090700.1.p
OG0010480	AH013878-RA	Bevul.7G184900.1.p
OG0010481	AH017421-RA	Bevul.5G166400.1.p
OG0010482	AH004061-RA	Bevul.6G124500.1.p
OG0010483	AH015936-RA	Bevul.2G110900.1.p
OG0010485	AH000469-RA	Bevul.6G242000.1.p
OG0010486	AH002662-RA, AH017720-RA	Bevul.5G249900.1.p
OG0010487	AH010689-RA	Bevul.1G082100.1.p, Bevul.4G117700.1.p
OG0010489	AH020342-RA	Bevul.3G184800.1.p
OG0010490	AH016486-RA	Bevul.5G023200.1.p, Bevul.2G219900.1.p
OG0010491	AH016082-RA	Bevul.2G144500.1.p
OG0010492	AH017406-RA	Bevul.5G165100.1.p
OG0010493	AH016509-RA	Bevul.2G214900.2.p, Bevul.2G214900.1.p
OG0010494	AH019948-RA, AH007279-RA	Bevul.3G016700.1.p
OG0010495	AH002911-RA	Bevul.5G171200.1.p
OG0010496	AH009336-RA	Bevul.1G148100.1.p
OG0010497	AH004289-RA, AH004942-RA	Bevul.7G099500.2.p, Bevul.7G099500.1.p
OG0010498	AH009430-RA	Bevul.1G207100.1.p
OG0010499	AH000635-RA	Bevul.9G001900.1.p
OG0010500	AH004768-RA	Bevul.6G192300.1.p
OG0010501	AH019378-RA	Bevul.2G056000.1.p
OG0010502	AH011994-RA, AH019664-RA	Bevul.2G162600.1.p
OG0010503	AH008587-RA	Bevul.7G192300.1.p
OG0010505	AH017625-RA	Bevul.5G196200.1.p
OG0010506	AH007827-RA	Bevul.4G116000.1.p
OG0010507	AH014441-RA	Bevul.6G196000.1.p
OG0010508	AH018267-RA	Bevul.5G074800.1.p
OG0010509	AH004896-RA	Bevul.6G169900.1.p
OG0010510	AH022077-RA	Bevul.2G006200.1.p
OG0010511	AH002989-RA	Bevul.5G154600.1.p
OG0010512	AH009329-RA	Bevul.1G148800.1.p
OG0010513	AH005350-RA	Bevul.6G141700.1.p
OG0010514	AH019795-RA	Bevul.3G060700.1.p
OG0010515	AH004343-RA	Bevul.6G229600.1.p
OG0010516	AH014715-RA	Bevul.8G087500.1.p
OG0010518	AH017437-RA	Bevul.5G168000.1.p
OG0010519	AH005416-RA	Bevul.6G121900.1.p
OG0010520	AH018444-RA	Bevul.3G155700.1.p, Bevul.5G077700.1.p
OG0010521	AH005272-RA, AH004223-RA	Bevul.3G233600.1.p
OG0010522	AH010427-RA	Bevul.4G197900.1.p
OG0010523	AH015728-RA, AH002697-RA	Bevul.5G253900.1.p
OG0010524	AH018408-RA	Bevul.5G091400.1.p
OG0010526	AH002841-RA, AH002842-RA	Bevul.5G185500.1.p
OG0010527	AH019897-RA	Bevul.3G014100.1.p
OG0010528	AH004515-RA, AH004933-RA	Bevul.6G211200.1.p
OG0010529	AH017319-RA	Bevul.5G205900.1.p
OG0010530	AH005372-RA	Bevul.6G108900.1.p
OG0010531	AH017436-RA	Bevul.5G167900.1.p
OG0010532	AH018337-RA	Bevul.1G016000.1.p
OG0010533	AH004355-RA	Bevul.6G231700.1.p
OG0010534	AH008606-RA	Bevul.1G058800.1.p
OG0010535	AH002904-RA, AH017466-RA	Bevul.5G172700.1.p
OG0010536	AH006966-RA	Bevul.4G004200.1.p
OG0010537	AH012639-RA	Bevul.4G184700.1.p, Bevul.7G031600.1.p
OG0010538	AH009261-RA	Bevul.1G155900.1.p, Bevul.1G155600.1.p, Bevul.1G155400.1.p
OG0010539	AH005227-RA, AH004579-RA	Bevul.6G200200.1.p
OG0010540	AH006247-RA	Bevul.6G041300.1.p
OG0010541	AH011463-RA	Bevul.5G078400.1.p
OG0010542	AH005556-RA	Bevul.6G080600.1.p
OG0010543	AH017194-RA	Bevul.5G147600.1.p
OG0010544	AH018241-RA, AH018242-RA	Bevul.3G123500.1.p
OG0010545	AH019315-RA	Bevul.2G032400.1.p, Bevul.2G032400.2.p
OG0010546	AH004619-RA, AH004620-RA, AH005124-RA	Bevul.6G197600.1.p, Bevul.6G197800.1.p
OG0010546	AH019303-RA	Bevul.3G063900.1.p, Bevul.3G063700.1.p
OG0010547	AH018060-RA	Bevul.5G020700.1.p
OG0010549	AH019113-RA	Bevul.5G135400.1.p
OG0010551	AH020651-RA, AH010198-RA	Bevul.8G162800.1.p
OG0010552	AH015459-RA, AH015457-RA	Bevul.7G125000.1.p
OG0010553	AH015801-RA	Bevul.2G064900.3.p, Bevul.2G064900.2.p, Bevul.2G064900.1.p
OG0010554	AH017302-RA	Bevul.5G049800.1.p
OG0010556	AH019615-RA, AH012078-RA	Bevul.3G047300.1.p
OG0010557	AH020442-RA	Bevul.3G210400.1.p
OG0010558	AH014987-RA	Bevul.8G053300.1.p
OG0010559	AH005496-RA	Bevul.6G136400.1.p
OG0010560	AH004298-RA, AH004955-RA	Bevul.6G222000.1.p
OG0010561	AH012245-RA, AH012221-RA, AH012306-RA, AH012305-RA	Bevul.3G082700.1.p
OG0010563	AH003906-RA	Bevul.6G008100.1.p
OG0010564	AH001166-RA	Bevul.9G028000.1.p
OG0010565	AH001089-RA, AH001708-RA, AH001707-RA	Bevul.9G228500.1.p, Bevul.9G156600.1.p
OG0010566	AH002325-RA	Bevul.9G128300.1.p
OG0010624	AH012093-RA	Bevul.3G048900.1.p
OG0010626	AH020465-RA, AH006713-RA	Bevul.3G204600.1.p, Bevul.3G204700.1.p
OG0010629	AH022013-RA	Bevul.7G052400.1.p
OG0010630	AH007016-RA	Bevul.3G154600.1.p
OG0010632	AH013861-RA	Bevul.7G183100.1.p
OG0010633	AH018840-RA	Bevul.5G056200.1.p
OG0010634	AH000988-RA	Bevul.9G233700.1.p
OG0010635	AH018971-RA	Bevul.5G134600.1.p
OG0010636	AH007387-RA	Bevul.4G173600.1.p
OG0010637	AH008742-RA	Bevul.1G100500.1.p
OG0010638	AH020022-RA	Bevul.3G116000.1.p
OG0010639	AH011601-RA	Bevul.3G063000.1.p
OG0010642	AH012668-RA	Bevul.7G035800.1.p
OG0010644	AH001184-RA	Bevul.7G196800.1.p
OG0010646	AH019055-RA	Bevul.2G092700.1.p, Bevul.2G092700.2.p
OG0010647	AH000224-RA	Bevul.9G040400.1.p
OG0010648	AH020579-RA	Bevul.3G232900.1.p
OG0010651	AH021788-RA	Bevul.7G022600.1.p, Bevul.7G022600.2.p
OG0010652	AH004221-RA	Bevul.6G156900.1.p
OG0010653	AH001232-RA	Bevul.9G039700.1.p
OG0010654	AH015683-RA	Bevul.2G042300.1.p, Bevul.2G042300.2.p
OG0010657	AH019833-RA	Bevul.3G144400.1.p
OG0010659	AH002557-RA	Bevul.5G229300.1.p
OG0010660	AH021423-RA, AH014852-RA	Bevul.8G035300.1.p
OG0010663	AH012841-RA	Bevul.7G090700.1.p
OG0010664	AH013454-RA	Bevul.7G159100.1.p
OG0010665	AH019340-RA	Bevul.2G036900.1.p
OG0010666	AH006911-RA	Bevul.3G177100.1.p
OG0010668	AH022669-RA	Bevul.3G100100.1.p
OG0010669	AH013613-RA	Bevul.7G135200.1.p
OG0010670	AH021861-RA, AH022262-RA	Bevul.7G038700.1.p
OG0010672	AH020599-RA	Bevul.3G235400.1.p
OG0010673	AH013240-RA	Bevul.7G226000.1.p
OG0010674	AH009204-RA	Bevul.1G122800.1.p
OG0010675	AH013209-RA, AH022441-RA	Bevul.7G221600.1.p, Bevul.7G013000.1.p
OG0010676	AH019554-RA	Bevul.3G071500.1.p
OG0010677	AH009699-RA	Bevul.1G176000.1.p
OG0010678	AH009309-RA	Bevul.1G150600.1.p
OG0010679	AH020069-RA, AH011667-RA	Bevul.3G106800.1.p
OG0010680	AH006991-RA	Bevul.3G160500.1.p
OG0010681	AH018553-RA	Bevul.5G008100.1.p
OG0010682	AH012659-RA	Bevul.7G034000.1.p
OG0010684	AH017280-RA	Bevul.5G259100.1.p
OG0010685	AH012951-RA	Bevul.7G102100.1.p
OG0010686	AH000454-RA	Bevul.9G203300.1.p
OG0010687	AH012715-RA	Bevul.6G155700.1.p
OG0010689	AH002748-RA	Bevul.5G262300.1.p
OG0010690	AH017672-RA	Bevul.5G261200.1.p
OG0010691	AH003896-RA	Bevul.6G011100.1.p
OG0010692	AH007005-RA	Bevul.3G162700.1.p
OG0010693	AH015277-RA	Bevul.8G018400.1.p
OG0010694	AH019889-RA, AH007176-RA	Bevul.3G004000.1.p
OG0010695	AH020586-RA	Bevul.3G234000.1.p
OG0010696	AH012483-RA	Bevul.3G135100.1.p
OG0010697	AH006582-RA	Bevul.3G220900.1.p
OG0010698	AH013075-RA	Bevul.7G125400.1.p
OG0010699	AH015416-RA	Bevul.7G082200.1.p
OG0010700	AH016318-RA, AH023153-RA	Bevul.2G250600.1.p
OG0010701	AH015717-RA	Bevul.2G050100.1.p
OG0010703	AH010647-RA	Bevul.4G178900.1.p
OG0010704	AH017852-RA	Bevul.5G231500.1.p
OG0010706	AH017042-RA	Bevul.2G130300.1.p, Bevul.2G130300.3.p, Bevul.2G130300.2.p
OG0010707	AH006501-RA	Bevul.3G231500.1.p
OG0010709	AH002709-RA	Bevul.5G257100.1.p
OG0010712	AH015335-RA	Bevul.2G014800.1.p, Bevul.2G014800.2.p
OG0010713	AH020204-RA	Bevul.7G155200.1.p, Bevul.3G158900.1.p
OG0010714	AH016419-RA	Bevul.2G230600.1.p
OG0010715	AH012630-RA, AH003325-RA	Bevul.7G090600.1.p
OG0010715	AH015503-RA	Bevul.4G159600.1.p
OG0010716	AH006493-RA	Bevul.3G232400.1.p
OG0010718	AH003965-RA	Bevul.6G096700.1.p
OG0010719	AH021802-RA	Bevul.7G023700.1.p, Bevul.7G023700.2.p
OG0010720	AH007021-RA, AH020177-RA	Bevul.3G153400.1.p
OG0010721	AH019799-RA	Bevul.3G062200.1.p
OG0010723	AH006659-RA	Bevul.3G212400.1.p
OG0010724	AH007085-RA	Bevul.3G140500.1.p
OG0010727	AH006456-RA	Bevul.6G033300.1.p
OG0010729	AH006026-RA	Bevul.6G066600.1.p
OG0010730	AH003796-RA	Bevul.6G025800.1.p
OG0010731	AH010378-RA	Bevul.4G183200.1.p
OG0010732	AH023561-RA	Bevul.1G066100.1.p
OG0010733	AH004969-RA	Bevul.6G223300.1.p
OG0010734	AH005870-RA	Bevul.6G095600.1.p
OG0010736	AH008345-RA	Bevul.1G014300.1.p
OG0010738	AH005954-RA	Bevul.6G072800.1.p
OG0010739	AH005761-RA	Bevul.6G021400.1.p
OG0010740	AH010773-RA	Bevul.8G128100.1.p
OG0010741	AH017572-RA	Bevul.5G186500.1.p
OG0010742	AH012371-RA	Bevul.3G073700.1.p
OG0010743	AH002378-RA	Bevul.9G120700.1.p
OG0010744	AH001771-RA	Bevul.9G165700.1.p
OG0010745	AH005809-RA, AH003787-RA	Bevul.6G027000.1.p
OG0010747	AH023544-RA	Bevul.2G115700.2.p, Bevul.2G115700.3.p, Bevul.2G115700.1.p, Bevul.2G115700.4.p
OG0010748	AH015612-RA	Bevul.1G156500.1.p
OG0010749	AH016943-RA	Bevul.6G103100.1.p
OG0010751	AH001761-RA	Bevul.9G162700.1.p
OG0010752	AH016835-RA	Bevul.1G037100.1.p
OG0010752	AH023679-RA	Bevul.1G037000.1.p
OG0010753	AH001077-RA	Bevul.9G010500.1.p
OG0010754	AH008948-RA	Bevul.1G164300.1.p
OG0010756	AH006451-RA	Bevul.1G049800.1.p
OG0010757	AH003911-RA	Bevul.6G007500.1.p
OG0010758	AH021951-RA	Bevul.7G065400.1.p
OG0010759	AH000790-RA, AH002291-RA	Bevul.9G132600.1.p
OG0010760	AH022081-RA, AH012978-RA	Bevul.7G103500.1.p
OG0010762	AH016819-RA	Bevul.1G034700.1.p
OG0010764	AH016898-RA	Bevul.1G047800.1.p
OG0010765	AH003343-RA	Bevul.6G104900.1.p
OG0010766	AH008580-RA	Bevul.1G061900.1.p
OG0010767	AH010411-RA	Bevul.4G181000.1.p
OG0010768	AH008419-RA, AH016668-RA	Bevul.1G001900.1.p
OG0010770	AH003557-RA, AH003556-RA	Bevul.6G068500.1.p
OG0010771	AH015468-RA	Bevul.6G166300.1.p
OG0010772	AH008877-RA	Bevul.1G118900.1.p
OG0010773	AH016846-RA	Bevul.1G045600.1.p
OG0010775	AH005299-RA	Bevul.6G153700.1.p
OG0010776	AH007857-RA	Bevul.4G122700.1.p
OG0010777	AH000049-RA	Bevul.9G023000.1.p
OG0010778	AH008415-RA	Bevul.1G002700.1.p, Bevul.1G002800.1.p
OG0010780	AH002192-RA	Bevul.9G145400.1.p
OG0010781	AH008457-RA	Bevul.1G078300.1.p
OG0010781	AH011962-RA	Bevul.3G035300.1.p
OG0010782	AH005642-RA	Bevul.1G007900.1.p
OG0010784	AH009886-RA	Bevul.4G021600.1.p
OG0010785	AH011936-RA	Bevul.3G031600.1.p
OG0010786	AH006927-RA	Bevul.5G119600.1.p
OG0010787	AH001624-RA	Bevul.9G155100.1.p
OG0010789	AH013666-RA	Bevul.7G207900.1.p
OG0010790	AH020030-RA	Bevul.3G115100.1.p
OG0010791	AH014849-RA	Bevul.7G051600.1.p
OG0010792	AH018255-RA	Bevul.5G076000.1.p
OG0010793	AH015099-RA	Bevul.8G034300.1.p
OG0010794	AH015176-RA	Bevul.8G065000.1.p
OG0010795	AH014923-RA	Bevul.8G045300.1.p
OG0010796	AH021421-RA	Bevul.8G015100.1.p
OG0010797	AH011978-RA	Bevul.3G037300.1.p
OG0010798	AH021474-RA	Bevul.8G046900.1.p
OG0010799	AH004241-RA	Bevul.6G161600.1.p
OG0010800	AH001117-RA	Bevul.9G016600.1.p
OG0010801	AH008044-RA	Bevul.4G068300.1.p
OG0010802	AH000244-RA	Bevul.9G091100.1.p
OG0010804	AH013305-RA	Bevul.7G233300.1.p
OG0010805	AH008221-RA	Bevul.4G026600.1.p
OG0010806	AH016089-RA	Bevul.6G112600.1.p
OG0010807	AH006318-RA	Bevul.6G048800.1.p
OG0010809	AH001225-RA	Bevul.9G038800.1.p
OG0010810	AH021427-RA	Bevul.8G035700.1.p
OG0010811	AH007732-RA	Bevul.8G160100.1.p
OG0010812	AH000427-RA	Bevul.9G065800.1.p, Bevul.9G065800.3.p, Bevul.9G065800.2.p
OG0010813	AH000363-RA	Bevul.2G019500.1.p
OG0010814	AH013096-RA	Bevul.7G128100.1.p
OG0010815	AH021435-RA	Bevul.8G038500.1.p
OG0010816	AH018588-RA, AH018589-RA	Bevul.5G003300.1.p
OG0010817	AH018080-RA, AH011314-RA	Bevul.5G018500.1.p
OG0010818	AH010608-RA	Bevul.4G174100.1.p
OG0010819	AH017057-RA	Bevul.2G128200.2.p, Bevul.2G128200.1.p
OG0010821	AH014163-RA	Bevul.8G186700.1.p
OG0010822	AH009640-RA	Bevul.1G182500.1.p
OG0010823	AH020789-RA	Bevul.8G184400.1.p
OG0010824	AH019560-RA	Bevul.3G070100.1.p, Bevul.3G070200.1.p
OG0010825	AH020965-RA, AH014408-RA	Bevul.8G210100.1.p
OG0010826	AH012740-RA	Bevul.7G049200.1.p
OG0010827	AH014286-RA	Bevul.8G151400.1.p
OG0010828	AH012390-RA	Bevul.3G070800.1.p
OG0010829	AH019576-RA	Bevul.3G067700.1.p
OG0010831	AH016103-RA	Bevul.2G148500.1.p
OG0010832	AH009891-RA, AH006677-RA	Bevul.4G022700.1.p
OG0010833	AH000123-RA	Bevul.9G036500.1.p, Bevul.9G036500.2.p
OG0010834	AH016012-RA	Bevul.2G129800.1.p
OG0010835	AH014210-RA	Bevul.2G157500.1.p
OG0010836	AH019609-RA, AH019608-RA, AH012090-RA	Bevul.3G049300.1.p
OG0010837	AH012265-RA	Bevul.3G087600.1.p
OG0010838	AH018993-RA	Bevul.2G010100.1.p
OG0010839	AH023587-RA	Bevul.1G138100.1.p
OG0010840	AH010666-RA	Bevul.4G180900.1.p, Bevul.4G180800.1.p
OG0010841	AH020653-RA	Bevul.8G162900.1.p
OG0010842	AH009593-RA	Bevul.5G020400.1.p, Bevul.1G188100.1.p
OG0010843	AH009082-RA	Bevul.1G136500.1.p
OG0010844	AH019032-RA, AH015300-RA	Bevul.2G002100.6.p
OG0010845	AH002010-RA	Bevul.9G196900.1.p, Bevul.9G196900.2.p
OG0010846	AH014067-RA	Bevul.8G181500.1.p
OG0010847	AH016218-RA	Bevul.2G166600.1.p
OG0010848	AH009179-RA	Bevul.1G126900.1.p
OG0010849	AH012361-RA	Bevul.3G077300.1.p
OG0010850	AH020144-RA	Bevul.2G133900.1.p
OG0010851	AH014075-RA	Bevul.8G179900.1.p
OG0010852	AH009180-RA, AH023815-RA	Bevul.1G127000.1.p
OG0010853	AH020903-RA	Bevul.8G203000.1.p
OG0010854	AH018721-RA	Bevul.5G040100.1.p
OG0010855	AH014688-RA	Bevul.8G094700.1.p
OG0010858	AH012198-RA	Bevul.3G091000.1.p, Bevul.3G069100.1.p
OG0010859	AH020763-RA	Bevul.8G181400.1.p
OG0010860	AH017536-RA	Bevul.5G180900.1.p
OG0010861	AH020867-RA	Bevul.8G194700.1.p
OG0010863	AH009127-RA	Bevul.1G133200.1.p
OG0010865	AH015331-RA	Bevul.2G006900.1.p
OG0010866	AH018066-RA	Bevul.5G019800.1.p
OG0010867	AH014369-RA	Bevul.8G159100.1.p
OG0010868	AH019509-RA	Bevul.3G078600.1.p, Bevul.3G074500.1.p
OG0010869	AH009075-RA	Bevul.1G138000.1.p
OG0010870	AH020815-RA	Bevul.8G187200.1.p
OG0010871	AH020924-RA, AH014449-RA	Bevul.8G204500.1.p
OG0010872	AH014307-RA	Bevul.8G145500.1.p
OG0010873	AH014057-RA	Bevul.8G182800.1.p
OG0010874	AH003568-RA	Bevul.6G072300.1.p
OG0010875	AH009241-RA	Bevul.1G167000.1.p
OG0010876	AH020800-RA	Bevul.8G185400.1.p
OG0010877	AH010224-RA	Bevul.4G105200.1.p
OG0010878	AH018984-RA	Bevul.2G006600.2.p, Bevul.2G006600.1.p
OG0010879	AH015564-RA, AH020842-RA	Bevul.8G191100.1.p
OG0010880	AH018505-RA	Bevul.5G105000.1.p
OG0010881	AH002157-RA	Bevul.9G118300.1.p
OG0010882	AH013495-RA	Bevul.7G150900.1.p
