Orthogroup	P_amilis.proteins	B_vulgaris.proteins
OG0008502	FUN_016883-T1	Bevul.9G132100.2.p, Bevul.9G132100.1.p
OG0008503	FUN_018808-T1	Bevul.2G001300.1.p, Bevul.2G001300.2.p, Bevul.2G001300.3.p
OG0008504	FUN_030861-T1	Bevul.2G053000.1.p
OG0008505	FUN_017798-T1	Bevul.5G100200.1.p
OG0008506	FUN_024058-T1, FUN_024699-T1	Bevul.5G121700.1.p
OG0008508	FUN_020657-T1, FUN_020657-T2	Bevul.6G041200.1.p
OG0008510	FUN_020665-T1	Bevul.6G042300.1.p
OG0008511	FUN_010936-T2, FUN_010936-T1	Bevul.5G205500.1.p
OG0008512	FUN_047396-T1	Bevul.5G213400.1.p
OG0008513	FUN_010970-T1, FUN_010970-T2	Bevul.5G202500.1.p
OG0008514	FUN_008057-T1	Bevul.5G055000.1.p
OG0008515	FUN_033963-T1	Bevul.3G213900.1.p
OG0008516	FUN_029096-T1	Bevul.9G047400.1.p
OG0008518	FUN_011272-T3, FUN_011272-T1, FUN_011272-T2	Bevul.5G186800.1.p
OG0008519	FUN_033466-T1	Bevul.6G136300.1.p
OG0008520	FUN_023794-T1, FUN_023794-T2, FUN_033692-T2, FUN_033692-T1	Bevul.6G117900.1.p
OG0008521	FUN_011192-T1	Bevul.8G176400.1.p
OG0008522	FUN_024810-T1, FUN_024810-T2, FUN_024810-T3	Bevul.7G026100.1.p, Bevul.7G026100.2.p
OG0008523	FUN_033118-T1, FUN_032329-T5, FUN_032329-T2, FUN_032329-T4, FUN_032329-T1, FUN_032329-T3, FUN_009160-T2, FUN_009160-T1	Bevul.8G008100.1.p
OG0008524	FUN_023078-T1, FUN_023080-T1	Bevul.6G243100.1.p
OG0008525	FUN_045752-T1	Bevul.9G134900.1.p
OG0008526	FUN_041770-T1	Bevul.5G100400.1.p
OG0008527	FUN_004793-T2, FUN_004793-T1	Bevul.3G184700.1.p
OG0008528	FUN_047434-T2, FUN_047434-T1	Bevul.5G208900.1.p
OG0008529	FUN_047547-T1	Bevul.5G194900.1.p
OG0008530	FUN_020617-T1	Bevul.6G038500.1.p
OG0008531	FUN_017290-T2, FUN_017290-T1	Bevul.5G074500.1.p
OG0008532	FUN_029851-T1, FUN_016588-T1, FUN_025756-T1	Bevul.2G211500.1.p
OG0008533	FUN_011087-T1	Bevul.5G186900.1.p
OG0008534	FUN_002223-T1	Bevul.9G167500.1.p
OG0008535	FUN_029848-T1, FUN_029848-T2	Bevul.2G211400.1.p
OG0008536	FUN_032392-T1	Bevul.6G246100.1.p
OG0008537	FUN_033529-T2, FUN_033529-T1	Bevul.6G131600.1.p
OG0008538	FUN_003080-T1	Bevul.8G105800.1.p
OG0008539	FUN_012375-T1, FUN_040156-T1, FUN_035350-T1, FUN_039091-T1, FUN_021742-T1	Bevul.2G071500.1.p
OG0008541	FUN_015494-T1	Bevul.8G190000.1.p
OG0008542	FUN_044415-T1	Bevul.4G026200.1.p
OG0008542	FUN_039497-T1, FUN_039497-T2, FUN_046146-T1, FUN_038099-T1, FUN_046147-T1, FUN_046148-T1	Bevul.4G026300.1.p
OG0008544	FUN_022772-T1	Bevul.3G070500.1.p
OG0008545	FUN_004522-T1	Bevul.3G204100.1.p
OG0008546	FUN_002974-T1	Bevul.2G232800.1.p, Bevul.6G174900.1.p
OG0008547	FUN_040973-T1, FUN_040971-T1	Bevul.5G027800.1.p, Bevul.5G027900.1.p
OG0008548	FUN_017059-T1	Bevul.4G094400.1.p
OG0008548	FUN_040330-T1	Bevul.4G039500.1.p
OG0008556	FUN_019288-T1, FUN_040127-T1, FUN_052178-T1, FUN_006322-T1, FUN_027821-T1, FUN_039785-T1, FUN_052752-T1, FUN_016173-T1, FUN_032769-T1, FUN_002298-T1, FUN_044686-T1, FUN_052048-T1, FUN_030094-T1, FUN_018603-T1, FUN_042718-T1, FUN_032654-T1, FUN_017125-T1, FUN_040492-T1, FUN_035390-T1	Bevul.9G033900.1.p
OG0008557	FUN_017695-T1, FUN_014752-T1, FUN_003164-T1, FUN_023445-T1, FUN_047280-T1, FUN_002139-T1, FUN_045877-T1, FUN_051094-T1, FUN_022155-T1, FUN_040762-T1, FUN_008887-T1, FUN_053170-T1, FUN_041620-T1, FUN_000233-T1, FUN_000436-T1, FUN_030611-T1, FUN_002539-T1, FUN_034302-T1	Bevul.6G150500.1.p, Bevul.9G041700.1.p
OG0008594	FUN_038350-T1	Bevul.9G005100.1.p
OG0008595	FUN_000635-T1	Bevul.3G136500.1.p
OG0008596	FUN_029955-T1	Bevul.2G218500.1.p
OG0008598	FUN_035363-T1, FUN_035364-T1	Bevul.1G066500.1.p
OG0008600	FUN_020493-T1	Bevul.7G043500.1.p
OG0008601	FUN_050380-T1	Bevul.7G137000.1.p
OG0008602	FUN_001521-T1	Bevul.9G058900.1.p
OG0008603	FUN_000482-T1, FUN_000482-T2, FUN_051405-T1	Bevul.4G154000.1.p
OG0008604	FUN_031631-T1	Bevul.3G098100.1.p
OG0008605	FUN_049059-T1	Bevul.7G193900.1.p, Bevul.7G193500.1.p
OG0008606	FUN_052555-T1	Bevul.4G214900.1.p
OG0008607	FUN_030349-T1	Bevul.1G143000.1.p, Bevul.5G025100.1.p
OG0008608	FUN_002088-T1	Bevul.4G103800.1.p
OG0008610	FUN_006711-T1	Bevul.2G222600.1.p
OG0008611	FUN_039574-T1	Bevul.4G219100.1.p, Bevul.1G140400.1.p
OG0008612	FUN_022369-T1	Bevul.3G105000.1.p
OG0008613	FUN_051313-T1	Bevul.5G251900.1.p
OG0008614	FUN_029235-T2, FUN_029235-T1	Bevul.2G027800.1.p, Bevul.2G027800.2.p
OG0008615	FUN_024562-T1	Bevul.3G234500.1.p
OG0008616	FUN_051584-T2, FUN_051584-T1	Bevul.4G193900.1.p
OG0008617	FUN_032350-T1, FUN_026169-T1	Bevul.5G225600.1.p, Bevul.5G222000.1.p, Bevul.5G218700.1.p
OG0008618	FUN_028946-T1	Bevul.2G190200.1.p
OG0008619	FUN_005495-T1	Bevul.3G160100.1.p
OG0008620	FUN_052705-T3, FUN_052705-T2, FUN_052705-T1	Bevul.4G231100.1.p
OG0008621	FUN_042076-T2, FUN_042076-T1	Bevul.5G110900.1.p
OG0008622	FUN_032716-T2, FUN_032716-T1	Bevul.3G206700.1.p
OG0008624	FUN_047858-T1	Bevul.1G149600.1.p
OG0008625	FUN_034301-T1, FUN_051506-T1	Bevul.4G202300.1.p
OG0008626	FUN_049970-T1	Bevul.7G231500.1.p, Bevul.7G231600.1.p
OG0008627	FUN_050826-T1	Bevul.5G241700.1.p
OG0008628	FUN_011581-T2, FUN_011581-T1, FUN_050827-T1	Bevul.5G241600.1.p
OG0008629	FUN_048219-T1	Bevul.1G196300.1.p
OG0008630	FUN_049350-T1, FUN_049350-T2	Bevul.7G218200.1.p
OG0008631	FUN_001656-T1, FUN_001656-T2	Bevul.8G099500.1.p
OG0008632	FUN_035660-T1, FUN_035660-T2	Bevul.4G139100.1.p
OG0008633	FUN_002749-T1, FUN_002749-T2, FUN_002749-T3	Bevul.4G124500.1.p
OG0008634	FUN_014934-T1, FUN_014934-T2	Bevul.3G055000.1.p
OG0008635	FUN_020613-T1	Bevul.7G228900.1.p
OG0008636	FUN_003498-T1	Bevul.3G232200.1.p
OG0008637	FUN_003699-T1	Bevul.3G179400.1.p
OG0008639	FUN_002622-T1	Bevul.2G226100.1.p
OG0008640	FUN_031936-T1	Bevul.6G210100.1.p
OG0008641	FUN_020215-T2, FUN_020215-T1	Bevul.3G148800.1.p
OG0008642	FUN_014841-T1	Bevul.6G046800.1.p
OG0008643	FUN_046365-T1	Bevul.8G095400.1.p, Bevul.9G039000.1.p
OG0008644	FUN_032969-T1, FUN_004802-T1	Bevul.3G183400.1.p
OG0008645	FUN_036421-T1, FUN_052740-T1	Bevul.4G235100.1.p
OG0008646	FUN_025050-T1	Bevul.7G135000.1.p
OG0008648	FUN_040385-T1	Bevul.4G105700.1.p
OG0008649	FUN_047928-T2, FUN_047928-T3, FUN_047928-T1	Bevul.7G204900.1.p
OG0008650	FUN_003496-T1, FUN_034096-T1	Bevul.3G232500.1.p
OG0008652	FUN_025022-T1	Bevul.7G129700.1.p
OG0008653	FUN_026026-T1	Bevul.9G057400.1.p
OG0008654	FUN_050462-T1	Bevul.7G129600.1.p
OG0008655	FUN_040514-T1, FUN_040514-T2, FUN_015072-T1	Bevul.3G005900.1.p
OG0008656	FUN_045227-T1	Bevul.3G017500.1.p
OG0008657	FUN_036521-T1	Bevul.4G239400.1.p
OG0008658	FUN_035148-T1	Bevul.1G051300.1.p
OG0008659	FUN_051514-T1	Bevul.4G201100.1.p
OG0008660	FUN_036897-T2, FUN_036897-T1	Bevul.7G206100.1.p
OG0008661	FUN_014584-T1	Bevul.7G181500.1.p
OG0008662	FUN_022489-T1	Bevul.4G119200.1.p
OG0008663	FUN_004536-T1, FUN_004536-T2	Bevul.3G202900.1.p
OG0008666	FUN_021919-T1	Bevul.4G112500.1.p
OG0008667	FUN_047467-T2, FUN_047467-T1	Bevul.7G050800.1.p
OG0008668	FUN_042281-T1	Bevul.9G102700.2.p, Bevul.9G102700.3.p, Bevul.9G102700.1.p
OG0008669	FUN_005441-T1	Bevul.7G221700.1.p
OG0008670	FUN_008034-T1, FUN_008034-T2, FUN_008034-T3	Bevul.5G052500.1.p
OG0008671	FUN_034505-T1, FUN_051564-T1	Bevul.4G197000.1.p
OG0008672	FUN_010951-T1	Bevul.2G109100.1.p, Bevul.2G109100.2.p, Bevul.2G109100.4.p, Bevul.2G109100.3.p
OG0008673	FUN_014122-T1	Bevul.3G114800.1.p
OG0008674	FUN_017414-T1	Bevul.5G083200.1.p
OG0008675	FUN_000481-T2, FUN_000481-T1	Bevul.4G153900.1.p
OG0008677	FUN_020959-T1	Bevul.4G233700.1.p
OG0008678	FUN_034031-T1	Bevul.3G225600.1.p
OG0008680	FUN_000613-T1	Bevul.3G130800.1.p
OG0008681	FUN_025069-T1, FUN_050377-T1, FUN_050377-T2	Bevul.7G137400.1.p
OG0008682	FUN_012837-T1	Bevul.2G198300.2.p, Bevul.2G198300.1.p
OG0008683	FUN_001891-T2, FUN_001891-T1	Bevul.4G244400.1.p
OG0008684	FUN_033010-T1, FUN_033010-T2	Bevul.3G180100.1.p
OG0008685	FUN_032885-T2, FUN_032885-T1	Bevul.3G190200.1.p
OG0008686	FUN_014192-T1	Bevul.3G121800.1.p
OG0008687	FUN_024945-T1, FUN_043556-T2, FUN_043556-T1	Bevul.7G120700.1.p
OG0008688	FUN_048756-T1	Bevul.7G226400.1.p
OG0008689	FUN_047728-T1, FUN_025040-T1	Bevul.5G130300.1.p, Bevul.7G133300.1.p
OG0008690	FUN_025652-T1, FUN_042664-T1	Bevul.1G040400.1.p
OG0008691	FUN_036238-T1	Bevul.4G214300.1.p
OG0008692	FUN_052703-T1	Bevul.4G230900.1.p
OG0008693	FUN_015174-T1	Bevul.3G097800.1.p
OG0008694	FUN_020458-T3, FUN_020458-T1, FUN_020458-T2	Bevul.6G217300.1.p
OG0008695	FUN_033195-T1	Bevul.3G156100.1.p
OG0008696	FUN_029634-T1	Bevul.6G071800.1.p
OG0008697	FUN_037796-T1, FUN_037794-T1, FUN_037797-T1	Bevul.1G209500.1.p
OG0008698	FUN_025617-T2, FUN_025617-T1	Bevul.1G046800.1.p
OG0008699	FUN_021182-T1	Bevul.2G014600.1.p, Bevul.2G014600.4.p, Bevul.2G014600.2.p, Bevul.2G014600.3.p
OG0008700	FUN_025730-T1, FUN_025730-T2	Bevul.1G030800.1.p
OG0008701	FUN_029978-T1	Bevul.9G003800.1.p
OG0008702	FUN_038653-T1, FUN_044179-T3, FUN_044179-T2, FUN_044179-T1	Bevul.1G118500.1.p
OG0008703	FUN_025500-T1	Bevul.6G060400.1.p
OG0008704	FUN_030646-T1	Bevul.6G018400.1.p
OG0008705	FUN_048968-T1, FUN_048969-T1	Bevul.7G184800.1.p
OG0008707	FUN_026809-T1, FUN_026809-T2, FUN_026807-T1	Bevul.8G210600.1.p
OG0008708	FUN_015290-T1	Bevul.3G092300.1.p
OG0008709	FUN_038667-T1	Bevul.1G116600.1.p
OG0008711	FUN_014963-T1	Bevul.4G077600.1.p
OG0008712	FUN_037915-T1, FUN_048471-T1	Bevul.1G215600.1.p
OG0008713	FUN_035912-T1, FUN_035912-T3, FUN_035912-T4, FUN_035912-T2	Bevul.4G182300.1.p
OG0008714	FUN_001123-T1, FUN_030245-T1	Bevul.6G087600.1.p
OG0008715	FUN_005624-T1	Bevul.9G219100.1.p
OG0008716	FUN_012466-T1	Bevul.8G060200.1.p
OG0008717	FUN_025716-T1, FUN_042715-T1	Bevul.1G032200.1.p
OG0008718	FUN_049776-T1	Bevul.1G163200.1.p
OG0008718	FUN_031041-T1	Bevul.6G027400.1.p
OG0008719	FUN_009656-T1	Bevul.6G014100.1.p
OG0008720	FUN_048500-T1	Bevul.9G180400.1.p
OG0008722	FUN_051697-T1	Bevul.9G232800.1.p
OG0008723	FUN_019236-T1, FUN_029510-T1	Bevul.6G065800.1.p
OG0008724	FUN_052069-T2, FUN_052069-T1	Bevul.9G217800.1.p
OG0008725	FUN_036725-T1	Bevul.3G033000.1.p
OG0008726	FUN_038098-T2, FUN_038098-T1	Bevul.1G107100.1.p
OG0008727	FUN_051675-T2, FUN_051675-T1	Bevul.9G230600.1.p
OG0008729	FUN_021506-T1	Bevul.9G195200.1.p
OG0008730	FUN_031143-T2, FUN_031143-T1, FUN_025519-T1	Bevul.6G062200.1.p
OG0008731	FUN_045488-T1, FUN_011185-T1	Bevul.5G179200.1.p
OG0008732	FUN_040362-T2, FUN_040362-T5, FUN_040362-T1	Bevul.4G110300.1.p
OG0008733	FUN_049785-T1	Bevul.1G164000.1.p
OG0008734	FUN_011511-T1	Bevul.8G075000.1.p
OG0008735	FUN_030568-T1	Bevul.6G013600.1.p
OG0008736	FUN_004329-T1	Bevul.6G058200.1.p, Bevul.2G238500.1.p
OG0008737	FUN_001962-T1, FUN_001962-T2	Bevul.8G116500.1.p
OG0008738	FUN_026927-T1, FUN_026927-T2	Bevul.9G066000.1.p
OG0008739	FUN_025542-T1	Bevul.6G032100.1.p
OG0008740	FUN_037929-T1	Bevul.1G217300.1.p
OG0008742	FUN_017805-T1	Bevul.6G010800.1.p
OG0008743	FUN_024547-T1	Bevul.1G002200.1.p
OG0008744	FUN_031394-T1	Bevul.6G152000.1.p
OG0008745	FUN_048185-T1, FUN_048185-T2	Bevul.6G146100.1.p
OG0008746	FUN_025262-T1, FUN_031778-T1	Bevul.6G202500.1.p
OG0008747	FUN_039872-T1	Bevul.5G125000.1.p
OG0008748	FUN_043191-T1, FUN_050567-T1, FUN_043191-T2, FUN_043191-T3	Bevul.9G168700.1.p
OG0008749	FUN_002306-T1	Bevul.9G176900.1.p
OG0008750	FUN_001190-T1	Bevul.1G076600.1.p
OG0008751	FUN_020424-T1	Bevul.5G186300.1.p
OG0008752	FUN_025702-T2, FUN_025702-T1	Bevul.1G033900.1.p
OG0008753	FUN_017700-T2, FUN_017700-T1	Bevul.5G097400.1.p
OG0008754	FUN_026925-T1	Bevul.5G190900.1.p
OG0008756	FUN_020418-T1	Bevul.6G166200.1.p
OG0008757	FUN_004821-T1	Bevul.6G210900.1.p
OG0008758	FUN_038799-T1, FUN_038798-T1	Bevul.1G087100.1.p
OG0008759	FUN_037121-T1	Bevul.1G120000.1.p
OG0008760	FUN_000147-T1	Bevul.9G205900.1.p
OG0008761	FUN_053300-T2, FUN_053300-T1	Bevul.9G233800.2.p, Bevul.9G233800.1.p
OG0008763	FUN_034068-T1	Bevul.3G230900.1.p
OG0008764	FUN_048516-T1, FUN_037971-T2, FUN_037971-T1	Bevul.1G114900.1.p
OG0008765	FUN_000337-T1	Bevul.1G087400.1.p
OG0008766	FUN_002336-T1	Bevul.5G202300.1.p
OG0008767	FUN_045700-T1, FUN_051942-T1	Bevul.9G139500.1.p
OG0008768	FUN_038453-T1	Bevul.1G158000.1.p
OG0008769	FUN_046502-T2	Bevul.7G040300.3.p
OG0008769	FUN_046502-T1	Bevul.7G040300.2.p, Bevul.7G040300.1.p
OG0008770	FUN_038654-T1, FUN_044177-T1	Bevul.1G118400.1.p
OG0008771	FUN_024927-T1	Bevul.9G036000.1.p
OG0008773	FUN_048510-T2, FUN_048510-T1	Bevul.3G144700.1.p
OG0008774	FUN_049657-T1	Bevul.1G131900.1.p
OG0008775	FUN_033772-T1	Bevul.5G051400.1.p
OG0008776	FUN_000848-T2, FUN_000848-T1	Bevul.7G189800.1.p
OG0008777	FUN_020919-T1, FUN_020919-T2	Bevul.6G052300.1.p
OG0008778	FUN_015633-T1	Bevul.9G100800.1.p, Bevul.9G100800.2.p, Bevul.9G100800.3.p
OG0008779	FUN_046616-T1	Bevul.4G063700.1.p
OG0008780	FUN_017642-T1	Bevul.5G093900.1.p
OG0008781	FUN_046558-T1, FUN_016609-T1	Bevul.4G059100.1.p, Bevul.4G059200.1.p
OG0008782	FUN_003104-T1	Bevul.9G024400.1.p, Bevul.9G024400.3.p, Bevul.9G024400.2.p
OG0008783	FUN_008460-T1	Bevul.8G067000.1.p
OG0008784	FUN_052433-T1	Bevul.4G163100.1.p
OG0008785	FUN_004340-T1	Bevul.7G182400.1.p
OG0008787	FUN_011861-T2, FUN_011861-T1	Bevul.4G075900.1.p
OG0008788	FUN_011338-T1	Bevul.7G134100.1.p
OG0008789	FUN_034731-T1	Bevul.8G087700.1.p
OG0008790	FUN_040131-T1	Bevul.5G002400.1.p
OG0008791	FUN_014391-T1	Bevul.7G011600.1.p
OG0008792	FUN_021019-T1	Bevul.2G181700.1.p
OG0008793	FUN_011999-T2, FUN_011999-T1	Bevul.4G051600.1.p
OG0008794	FUN_036697-T1	Bevul.8G021700.1.p
OG0008795	FUN_027987-T1, FUN_018818-T1, FUN_018818-T2	Bevul.9G079600.1.p
OG0008796	FUN_000729-T2, FUN_000729-T1, FUN_041282-T1	Bevul.2G093100.1.p, Bevul.3G233800.1.p, Bevul.1G026800.1.p
OG0008797	FUN_022329-T1	Bevul.3G106300.1.p
OG0008798	FUN_025053-T1, FUN_050404-T1	Bevul.7G135800.1.p
OG0008799	FUN_012018-T2, FUN_012018-T3, FUN_012018-T4, FUN_012018-T1	Bevul.4G049700.1.p
OG0008800	FUN_012606-T1	Bevul.9G052900.2.p, Bevul.9G052900.1.p
OG0008801	FUN_028263-T1	Bevul.8G141800.1.p
OG0008802	FUN_012725-T1, FUN_012725-T3, FUN_012725-T2	Bevul.5G176400.1.p
OG0008803	FUN_045521-T1	Bevul.5G174500.1.p
OG0008804	FUN_011734-T1	Bevul.5G063700.1.p
OG0008805	FUN_020495-T1, FUN_043772-T1	Bevul.3G019500.1.p
OG0008806	FUN_011760-T1	Bevul.9G023400.1.p
OG0008808	FUN_049914-T2, FUN_049914-T1	Bevul.4G034500.1.p
OG0008809	FUN_014699-T1	Bevul.9G070200.1.p
OG0008810	FUN_016072-T1	Bevul.9G200200.1.p
OG0008811	FUN_008222-T1, FUN_008222-T2	Bevul.5G124500.1.p
OG0008812	FUN_052827-T2, FUN_052827-T3, FUN_052827-T1	Bevul.8G153700.1.p
OG0008813	FUN_004963-T1	Bevul.2G163700.1.p
OG0008814	FUN_028636-T1	Bevul.8G148600.1.p
OG0008815	FUN_008638-T1	Bevul.8G003100.1.p
OG0008816	FUN_036977-T2, FUN_036977-T1	Bevul.1G132900.1.p
OG0008817	FUN_008689-T2, FUN_008689-T1	Bevul.3G044200.1.p
OG0008818	FUN_041033-T1	Bevul.5G024700.1.p
OG0008819	FUN_017190-T1, FUN_017190-T2	Bevul.5G070700.1.p
OG0008820	FUN_052845-T1	Bevul.8G154500.1.p
OG0008821	FUN_048145-T1	Bevul.1G189500.1.p
OG0008822	FUN_005973-T1	Bevul.2G119900.2.p, Bevul.2G119900.1.p
OG0008823	FUN_026842-T1	Bevul.8G213100.1.p
OG0008824	FUN_030768-T1	Bevul.3G129400.1.p
OG0008825	FUN_052387-T1, FUN_006581-T1	Bevul.3G083400.1.p
OG0008826	FUN_008252-T1	Bevul.2G001800.1.p
OG0008827	FUN_001736-T1	Bevul.8G162000.1.p
OG0008828	FUN_035938-T1	Bevul.2G164700.1.p
OG0008829	FUN_022557-T1	Bevul.3G080800.1.p
OG0008830	FUN_022610-T3, FUN_022610-T2, FUN_022610-T1	Bevul.3G075400.1.p, Bevul.5G077600.1.p
OG0008831	FUN_031118-T1	Bevul.2G196000.1.p, Bevul.2G196000.3.p, Bevul.2G196000.2.p, Bevul.2G196000.4.p
OG0008832	FUN_017060-T1	Bevul.5G128100.1.p, Bevul.4G099300.1.p, Bevul.5G116600.1.p
OG0008833	FUN_016014-T1, FUN_006224-T1	Bevul.9G200600.1.p
OG0008835	FUN_026795-T1	Bevul.8G210200.1.p
OG0008836	FUN_003700-T1	Bevul.3G179100.1.p
OG0008837	FUN_048081-T1	Bevul.1G184000.1.p
OG0008839	FUN_040044-T1, FUN_040044-T2	Bevul.5G067600.1.p, Bevul.5G066900.1.p
OG0008840	FUN_004839-T1	Bevul.2G170700.1.p
OG0008842	FUN_007739-T1, FUN_007739-T3, FUN_007739-T2	Bevul.8G175400.1.p
OG0008843	FUN_052861-T1	Bevul.8G156100.1.p
OG0008844	FUN_050059-T1, FUN_023909-T1	Bevul.8G164300.1.p
OG0008845	FUN_019092-T1	Bevul.2G244900.1.p
OG0008846	FUN_036068-T1	Bevul.4G165900.1.p
OG0008847	FUN_037698-T1	Bevul.1G206100.1.p
OG0008849	FUN_012763-T1, FUN_028409-T1	Bevul.8G144400.1.p
OG0008851	FUN_006493-T1, FUN_006493-T2	Bevul.9G112300.1.p
OG0008852	FUN_019326-T1, FUN_005251-T1	Bevul.2G141800.1.p
OG0008853	FUN_040438-T1	Bevul.8G110300.1.p
OG0008854	FUN_052826-T1	Bevul.8G153600.1.p
OG0008856	FUN_046470-T1, FUN_036301-T1	Bevul.4G192700.1.p
OG0008857	FUN_045678-T1, FUN_051885-T1	Bevul.9G140900.1.p
OG0008858	FUN_025192-T1, FUN_025192-T3, FUN_025192-T2, FUN_030272-T1	Bevul.7G152500.1.p
OG0008859	FUN_007650-T1	Bevul.7G219200.1.p
OG0008860	FUN_006291-T1	Bevul.9G204500.1.p
OG0008861	FUN_009623-T1, FUN_009623-T2	Bevul.7G230700.1.p
OG0008862	FUN_018399-T1, FUN_041172-T1	Bevul.5G014100.1.p
OG0008863	FUN_017924-T1	Bevul.5G105800.1.p
OG0008864	FUN_001819-T1	Bevul.9G209100.1.p
OG0008865	FUN_026781-T1	Bevul.8G208500.1.p
OG0008866	FUN_003238-T2, FUN_003238-T1	Bevul.2G160100.1.p
OG0008867	FUN_026273-T2, FUN_026273-T1, FUN_012967-T1	Bevul.8G183200.1.p
OG0008868	FUN_050014-T1	Bevul.7G175900.1.p
OG0008869	FUN_006299-T1	Bevul.9G205300.3.p, Bevul.9G205300.1.p, Bevul.9G205300.2.p
OG0008870	FUN_027793-T2, FUN_027793-T1	Bevul.8G136600.1.p
OG0008871	FUN_002627-T1	Bevul.5G002700.1.p
OG0008872	FUN_044752-T3, FUN_044752-T1, FUN_044752-T2	Bevul.5G255800.1.p
OG0008873	FUN_041979-T1	Bevul.5G053200.1.p
OG0008874	FUN_048218-T1	Bevul.1G196200.1.p
OG0008875	FUN_049262-T1	Bevul.7G208300.1.p
OG0008876	FUN_040641-T1, FUN_053256-T1	Bevul.7G109200.1.p
OG0008877	FUN_031750-T1	Bevul.9G010800.1.p
OG0008878	FUN_026792-T1	Bevul.8G209800.1.p
OG0008879	FUN_022600-T1	Bevul.3G074900.1.p
OG0008880	FUN_024064-T1, FUN_050170-T1	Bevul.7G161900.1.p
OG0008881	FUN_025216-T1	Bevul.7G158400.1.p
OG0008883	FUN_015463-T1	Bevul.3G084400.1.p
OG0008884	FUN_006055-T1	Bevul.2G126800.1.p
OG0008885	FUN_040598-T1	Bevul.5G044000.1.p
OG0008886	FUN_013751-T1, FUN_009027-T2, FUN_009027-T1	Bevul.3G046600.1.p
OG0008887	FUN_001807-T2, FUN_001807-T1	Bevul.9G209700.1.p
OG0008888	FUN_014673-T1	Bevul.5G080700.1.p
OG0008889	FUN_015895-T1, FUN_015895-T2	Bevul.9G115100.1.p, Bevul.9G115100.3.p, Bevul.9G115100.2.p
OG0008890	FUN_037058-T2, FUN_037058-T4, FUN_037058-T3, FUN_037058-T1	Bevul.1G130800.1.p
OG0008891	FUN_021601-T1, FUN_021601-T2	Bevul.9G189500.1.p
OG0008892	FUN_026838-T1	Bevul.8G212900.1.p
OG0008893	FUN_010251-T1, FUN_010251-T2	Bevul.8G197600.1.p
OG0008894	FUN_047645-T2, FUN_047645-T1	Bevul.2G137000.1.p
OG0008896	FUN_041748-T1, FUN_041748-T2	Bevul.5G098900.1.p
OG0008897	FUN_044023-T1, FUN_045242-T1	Bevul.3G016500.1.p
OG0008898	FUN_046665-T1	Bevul.4G069100.1.p
OG0008899	FUN_036789-T1	Bevul.8G004700.1.p
OG0008900	FUN_053017-T3, FUN_053017-T2, FUN_053017-T1	Bevul.3G191100.1.p
OG0008901	FUN_000924-T1	Bevul.2G109900.1.p
OG0008902	FUN_010655-T1	Bevul.9G015200.3.p, Bevul.9G015200.1.p, Bevul.9G015200.2.p
OG0008903	FUN_025539-T2, FUN_025539-T3, FUN_025539-T1	Bevul.6G031800.1.p
OG0008904	FUN_034835-T1, FUN_034835-T2	Bevul.2G190400.2.p, Bevul.2G190400.3.p, Bevul.2G190400.1.p
OG0008906	FUN_008044-T1, FUN_041973-T1	Bevul.5G053000.1.p
OG0008907	FUN_039783-T1, FUN_039783-T2	Bevul.5G139500.1.p
OG0008908	FUN_018973-T1	Bevul.2G026900.1.p
OG0008910	FUN_026059-T2, FUN_026059-T3, FUN_026059-T1	Bevul.7G065900.5.p, Bevul.7G065900.6.p, Bevul.7G065900.1.p, Bevul.7G065900.3.p, Bevul.7G065900.2.p, Bevul.7G065900.4.p
OG0008911	FUN_008108-T2, FUN_008108-T1	Bevul.1G098400.1.p
OG0008912	FUN_034693-T1	Bevul.8G092100.1.p
OG0008913	FUN_009950-T1	Bevul.4G029600.1.p
OG0008914	FUN_037892-T1	Bevul.7G185700.1.p
OG0008915	FUN_006637-T1	Bevul.7G191000.1.p
OG0008916	FUN_032889-T1, FUN_032889-T2	Bevul.3G189900.1.p
OG0008918	FUN_014598-T1, FUN_014598-T2	Bevul.2G086200.1.p, Bevul.2G086200.2.p
OG0008919	FUN_027321-T1	Bevul.9G053100.2.p, Bevul.9G053100.1.p
OG0008920	FUN_005857-T3, FUN_005857-T1, FUN_005857-T2	Bevul.2G110100.4.p, Bevul.2G110100.3.p, Bevul.2G110100.2.p, Bevul.2G110100.1.p
OG0008922	FUN_033933-T1	Bevul.3G211600.1.p
OG0008923	FUN_001690-T1	Bevul.4G165500.1.p
OG0008925	FUN_034969-T1	Bevul.8G075300.1.p
OG0008926	FUN_018045-T1	Bevul.5G051200.1.p
OG0008927	FUN_049881-T1	Bevul.4G038000.1.p
OG0008928	FUN_049358-T1	Bevul.7G220200.1.p
OG0008929	FUN_052055-T1	Bevul.1G041500.1.p
OG0008930	FUN_020033-T1	Bevul.4G142200.1.p
OG0008931	FUN_015545-T1, FUN_015545-T2	Bevul.2G094500.2.p, Bevul.2G094500.1.p
OG0008932	FUN_008183-T1	Bevul.6G159800.1.p
OG0008933	FUN_027259-T1	Bevul.9G067600.2.p, Bevul.9G067600.1.p
OG0008934	FUN_037332-T1	Bevul.1G185400.1.p
OG0008935	FUN_012174-T1	Bevul.9G061500.1.p
OG0008936	FUN_043262-T1	Bevul.8G021000.1.p
OG0008938	FUN_046279-T1	Bevul.4G014200.1.p
