Orthogroup	P_amilis.proteins	A_thaliana.proteins
OG0012085	FUN_014085-T1	AT3G59710.3, AT3G59710.2, AT3G59710.1
OG0012086	FUN_002433-T1	AT1G54780.1
OG0012087	FUN_051316-T1, FUN_051316-T2	AT3G62580.1
OG0012089	FUN_024723-T1	AT2G47770.1
OG0012090	FUN_030278-T1	AT1G07310.1
OG0012092	FUN_033534-T1	AT2G42710.1
OG0012093	FUN_041995-T1	AT3G51760.1, AT3G51760.4, AT3G51760.2, AT3G51760.3
OG0012094	FUN_020526-T1	AT3G52620.1
OG0012096	FUN_027249-T1	AT1G47410.1, AT1G47410.2
OG0012097	FUN_003121-T1, FUN_000259-T1	AT1G60870.1
OG0012099	FUN_034240-T1	AT5G43820.1
OG0012100	FUN_038786-T1, FUN_050191-T2, FUN_050191-T1	AT1G77330.1
OG0012101	FUN_032862-T1	AT5G52630.1
OG0012102	FUN_024533-T1	AT3G46630.1
OG0012103	FUN_048643-T1, FUN_038384-T1	AT1G34640.1
OG0012104	FUN_026975-T2, FUN_026975-T1	AT1G76730.1
OG0012105	FUN_006761-T1	ATMG00513.1
OG0012106	FUN_049547-T2, FUN_049547-T1	AT1G75200.1
OG0012107	FUN_033001-T1	AT2G14825.1
OG0012109	FUN_009787-T1	AT5G49800.2, AT5G49800.1
OG0012111	FUN_011728-T1	AT1G79080.1
OG0012113	FUN_026980-T1	AT5G42440.1
OG0012114	FUN_030213-T1	AT4G36650.1, AT4G36650.2
OG0012115	FUN_024309-T1	AT1G10020.1
OG0012116	FUN_001498-T1	AT4G10020.1
OG0012117	FUN_033883-T1	AT1G13870.1
OG0012118	FUN_037827-T1, FUN_037827-T2	AT1G34430.1
OG0012119	FUN_048454-T1, FUN_048454-T2	AT1G36390.1, AT1G36390.2
OG0012120	FUN_024453-T1	AT1G27461.1
OG0012122	FUN_011712-T1	AT3G14370.1, AT1G53700.1
OG0012123	FUN_011636-T1	AT3G49710.1
OG0012124	FUN_017298-T1	AT4G38020.1
OG0012125	FUN_046381-T1	AT1G09790.2, AT1G09790.1
OG0012126	FUN_043876-T1	AT1G77020.1
OG0012128	FUN_050614-T1	AT2G16440.1
OG0012129	FUN_014924-T1	AT4G39530.1
OG0012130	FUN_030697-T1	AT2G18245.1
OG0012132	FUN_035242-T1	AT4G37420.1
OG0012133	FUN_002148-T1	AT2G21250.1, AT2G21260.1
OG0012138	FUN_036024-T1	AT1G34160.2, AT1G34160.1
OG0012139	FUN_025441-T1	AT2G22420.1
OG0012140	FUN_024407-T1	AT1G27480.1
OG0012141	FUN_017041-T2, FUN_017041-T1	AT4G37030.1
OG0012142	FUN_052085-T1	AT4G33670.1
OG0012143	FUN_024308-T1	AT5G17870.2, AT5G17870.1
OG0012144	FUN_003760-T1, FUN_003760-T2	AT5G64370.1
OG0012145	FUN_024482-T1	AT3G03990.1
OG0012148	FUN_051996-T1	AT2G20930.1
OG0012149	FUN_048023-T1	AT1G79120.2, AT1G79120.1
OG0012150	FUN_012864-T2, FUN_012864-T1	AT5G01990.1
OG0012151	FUN_026799-T1	AT1G03540.1
OG0012154	FUN_043393-T1	AT4G18480.1, AT5G45930.1
OG0012155	FUN_041884-T1	AT2G35612.1
OG0012158	FUN_046358-T1	AT5G55710.1
OG0012159	FUN_046678-T1	AT3G15090.1
OG0012160	FUN_049874-T1	AT1G50900.1
OG0012162	FUN_027577-T1	AT1G06510.1
OG0012163	FUN_036779-T1	AT5G45900.1
OG0012164	FUN_012266-T1	AT4G22190.1
OG0012165	FUN_027129-T2, FUN_027129-T1	AT1G55880.1, AT1G55880.2
OG0012166	FUN_002420-T1	AT4G26730.1, AT2G16030.1
OG0012168	FUN_012651-T1	AT2G31082.1, AT2G31085.1, AT2G31083.1, AT2G31083.2
OG0012169	FUN_025159-T1	AT5G63310.1
OG0012171	FUN_034746-T1	AT2G34470.1, AT2G34470.2
OG0012172	FUN_037330-T1	AT4G21445.1
OG0012174	FUN_011543-T1	AT3G63390.1
OG0012175	FUN_018587-T1	AT4G12130.1
OG0012176	FUN_040648-T1	AT1G12480.1
OG0012177	FUN_020659-T1	AT5G56940.1
OG0012178	FUN_018454-T1	AT4G22550.1
OG0012179	FUN_019477-T1	AT5G51680.1
OG0012181	FUN_001703-T1, FUN_044227-T1	AT2G34585.1
OG0012182	FUN_039982-T1, FUN_039982-T2	AT1G64550.1
OG0012183	FUN_038478-T1	AT1G19720.1
OG0012185	FUN_049229-T1	AT3G61113.1, AT2G45695.1
OG0012186	FUN_006431-T1, FUN_015912-T1	AT3G16350.1
OG0012187	FUN_003137-T1	AT3G24506.1, AT2G17240.1
OG0012188	FUN_010462-T1	AT1G51965.1
OG0012189	FUN_014239-T1	AT2G19790.1
OG0012190	FUN_020921-T1	AT2G25280.1
OG0012191	FUN_026332-T1	AT1G03390.1
OG0012192	FUN_008380-T1	AT5G11310.1
OG0012193	FUN_050151-T1	AT3G14240.1
OG0012194	FUN_025302-T1	AT1G62940.1
OG0012197	FUN_040554-T1	AT1G62780.1
OG0012198	FUN_026203-T1	AT1G80140.1
OG0012199	FUN_001731-T1	AT5G51350.1
OG0012200	FUN_021996-T1	AT2G13560.1
OG0012203	FUN_006606-T1	AT5G51545.1
OG0012206	FUN_049553-T1	AT3G60480.3, AT3G60480.1, AT3G60480.2
OG0012207	FUN_010278-T1	AT4G29735.1, AT4G29735.2
OG0012209	FUN_046080-T1	AT1G73400.1
OG0012210	FUN_015319-T1	AT4G33100.1
OG0012211	FUN_029059-T1	AT2G24580.1
OG0012212	FUN_049920-T1	AT5G56310.1
OG0012213	FUN_008291-T1	AT2G24830.1
OG0012214	FUN_021330-T1	AT2G26340.2, AT2G26340.1
OG0012216	FUN_026675-T1	AT4G29120.1
OG0012217	FUN_025210-T1, FUN_050234-T1	AT3G21150.1
OG0012218	FUN_001815-T1	AT3G27750.1
OG0012219	FUN_008319-T1	AT4G32690.1
OG0012222	FUN_000318-T1	AT2G38050.1
OG0012223	FUN_026699-T1	AT4G29310.2, AT4G29310.1
OG0012224	FUN_008243-T1	AT2G45700.2, AT2G45700.1
OG0012225	FUN_023274-T1	AT1G73177.2, AT1G73177.3
OG0012226	FUN_041789-T1	AT4G19140.1
OG0012228	FUN_035486-T1	AT1G61620.1
OG0012230	FUN_028160-T1	AT1G77550.1
OG0012231	FUN_050267-T1, FUN_050267-T2	AT1G78995.1
OG0012233	FUN_041962-T1	AT1G31780.1
OG0012236	FUN_009530-T1	AT4G33060.1
OG0012237	FUN_019273-T1	AT5G47400.1
OG0012238	FUN_013046-T1	AT4G28025.2, AT4G28025.1
OG0012240	FUN_008491-T1	AT5G57170.2, AT5G57170.1
OG0012241	FUN_025213-T1, FUN_025213-T2	AT1G51610.1
OG0012242	FUN_006317-T1	AT1G79850.1
OG0012243	FUN_040015-T1, FUN_040016-T1	AT4G10750.1
OG0012244	FUN_026820-T1	AT5G57460.1
OG0012245	FUN_021011-T1	AT4G32290.1, AT5G25330.1
OG0012246	FUN_045293-T2, FUN_045293-T1, FUN_045293-T3	AT5G35970.1
OG0012248	FUN_010478-T1	AT2G27610.1
OG0012252	FUN_052268-T1	AT4G32605.1
OG0012253	FUN_026333-T1	AT4G13370.1
OG0012255	FUN_032903-T1	AT3G13770.2, AT3G13770.1
OG0012256	FUN_010972-T1, FUN_036691-T1	AT3G09050.1
OG0012257	FUN_046634-T1	AT3G15290.2, AT3G15290.1
OG0012258	FUN_049787-T1, FUN_038535-T1	AT1G25360.1
OG0012259	FUN_042018-T1	AT1G79390.1
OG0012260	FUN_043345-T1	AT2G34060.1
OG0012261	FUN_030206-T1	AT3G55800.1
OG0012262	FUN_012832-T1	AT3G12650.1
OG0012264	FUN_030816-T1, FUN_030816-T2	AT2G38760.1
OG0012267	FUN_027061-T1, FUN_027065-T1	AT3G15150.1
OG0012268	FUN_019151-T1, FUN_030282-T1	AT3G55820.1
OG0012270	FUN_004085-T1	AT2G38570.1, AT2G38570.2
OG0012272	FUN_024189-T1	AT2G36230.1
OG0012273	FUN_048754-T1	AT2G27460.1
OG0012274	FUN_052591-T1, FUN_036271-T1	AT2G26940.1
OG0012276	FUN_047650-T1	AT1G78630.1
OG0012277	FUN_028983-T1, FUN_028983-T2	AT5G10560.1
OG0012278	FUN_001684-T1	AT4G03620.2, AT4G03620.1
OG0012279	FUN_006435-T1	AT5G04910.1
OG0012280	FUN_025527-T1	AT3G51325.1
OG0012281	FUN_036819-T1	AT1G07230.1
OG0012282	FUN_032384-T1	AT1G61690.1
OG0012283	FUN_003571-T1	AT5G41920.1
OG0012284	FUN_014866-T1	AT3G52040.1
OG0012285	FUN_013054-T1	AT3G54940.3, AT3G54940.2
OG0012286	FUN_039897-T1	AT3G03690.1
OG0012287	FUN_046659-T1, FUN_046659-T2	AT2G35130.3, AT2G35130.2, AT2G35130.1
OG0012288	FUN_007628-T1	AT5G58450.1, AT5G58450.2
OG0012289	FUN_030937-T1	AT3G28875.1, AT3G28880.1
OG0012290	FUN_012421-T1	AT4G21890.1
OG0012291	FUN_020243-T1	AT3G53130.1
OG0012292	FUN_035039-T1, FUN_012260-T1	AT4G22240.1, AT4G04020.1
OG0012293	FUN_039764-T1	AT2G37880.1
OG0012295	FUN_008661-T1	AT4G21580.2, AT4G21580.3, AT4G21580.1
OG0012296	FUN_051941-T1	AT2G21090.1
OG0012297	FUN_034998-T1	AT4G18830.1
OG0012298	FUN_042595-T1, FUN_042595-T2	AT5G55220.1
OG0012299	FUN_030294-T1, FUN_019142-T1	AT3G55840.1, AT2G40000.1
OG0012300	FUN_029010-T1	AT3G26782.1
OG0012301	FUN_041738-T1	AT2G39440.2, AT2G39440.1
OG0012302	FUN_052006-T1	AT4G20770.1
OG0012304	FUN_043256-T1	AT5G46100.1
OG0012305	FUN_050488-T1	AT1G05020.1
OG0012307	FUN_034519-T1	AT4G16370.1
OG0012308	FUN_027578-T1	AT3G22070.1
OG0012309	FUN_003517-T1	AT5G37055.1
OG0012310	FUN_018052-T1, FUN_041939-T1	AT3G51830.1
OG0012311	FUN_008314-T1	AT1G73140.1
OG0012312	FUN_051578-T1	AT1G56350.1
OG0012314	FUN_053244-T1	AT1G16320.1, AT1G79510.2, AT1G79510.1
OG0012315	FUN_029225-T1	AT2G40760.1
OG0012317	FUN_034827-T1	AT3G08010.1
OG0012318	FUN_001382-T1	AT2G35010.2, AT2G35010.1, AT1G31020.1
OG0012319	FUN_038662-T2, FUN_038662-T1	AT1G21790.1
OG0012320	FUN_035678-T1, FUN_035678-T2	AT3G04830.1, AT3G04830.2
OG0012323	FUN_013977-T1	AT4G33495.1
OG0012324	FUN_033951-T1	AT5G18920.1, AT5G18920.2
OG0012326	FUN_045102-T1	AT4G27590.2, AT4G27590.1
OG0012327	FUN_037283-T1	AT4G00300.1
OG0012328	FUN_006118-T1, FUN_006118-T2	AT5G19940.2, AT5G19940.1
OG0012329	FUN_001510-T1	AT1G03150.1
OG0012330	FUN_016620-T1	AT3G13490.1
OG0012331	FUN_042700-T1	AT1G79600.1
OG0012332	FUN_002313-T1	AT2G15980.1
OG0012333	FUN_048862-T1	AT1G05750.1, AT1G05750.2
OG0012334	FUN_042925-T1	AT1G02870.1
OG0012335	FUN_009661-T1	AT3G49890.2, AT3G49890.1
OG0012336	FUN_018437-T1	AT4G16510.1
OG0012337	FUN_029633-T1, FUN_016935-T1, FUN_016935-T2	AT5G65110.2, AT5G65110.1
OG0012338	FUN_027122-T1, FUN_027123-T1	AT1G71810.1
OG0012339	FUN_041013-T1	AT5G41470.1
OG0012340	FUN_001956-T1	AT5G56780.1, AT4G26170.1
OG0012341	FUN_014488-T1	AT2G32090.2, AT2G32090.1
OG0012342	FUN_007825-T1	AT3G51500.1
OG0012344	FUN_046902-T1	AT5G63440.2
OG0012346	FUN_025405-T1	AT1G67790.1
OG0012347	FUN_042890-T1	AT1G02970.1
OG0012348	FUN_025695-T1	AT1G20430.1
OG0012349	FUN_043722-T1	AT5G40500.2, AT5G40500.1
OG0012350	FUN_024869-T1	AT2G20360.1
OG0012351	FUN_013075-T1	AT5G05810.1
OG0012352	FUN_025349-T1	AT1G14470.1
OG0012353	FUN_031023-T1	AT5G63290.1
OG0012354	FUN_032040-T1	AT1G13190.1
OG0012355	FUN_034791-T1	AT5G50280.1
OG0012356	FUN_037609-T1, FUN_048324-T1	AT5G47850.1
OG0012358	FUN_048660-T1	AT1G78110.1, AT1G22230.1
OG0012360	FUN_017080-T1, FUN_029477-T1	AT3G50560.1
OG0012361	FUN_010309-T1	AT2G20515.1
OG0012362	FUN_047206-T1	AT2G15320.1
OG0012363	FUN_024866-T1, FUN_043697-T1	AT1G04110.1
OG0012364	FUN_014759-T1	AT1G05894.1, AT2G31480.1
OG0012365	FUN_048537-T1	AT5G58260.2, AT5G58260.1
OG0012366	FUN_050355-T1	AT1G71440.1
OG0012367	FUN_025402-T1	AT5G63150.1
OG0012368	FUN_020611-T1	AT5G14080.1
OG0012370	FUN_027020-T1	AT5G14140.1
OG0012371	FUN_046082-T1	AT4G34412.1
OG0012372	FUN_008443-T1	AT1G44960.1
OG0012373	FUN_014175-T1	AT2G43990.1
OG0012375	FUN_050806-T1	AT4G19540.1
OG0012377	FUN_046710-T1	AT3G14880.1, AT3G14880.2
OG0012378	FUN_033546-T1	AT1G68300.1
OG0012379	FUN_049492-T1	AT5G11760.1
OG0012380	FUN_047459-T1	AT5G50100.1
OG0012381	FUN_010933-T1	AT3G47830.1
OG0012382	FUN_033261-T1	AT2G01680.1
OG0012383	FUN_028778-T1	AT1G06500.3, AT1G06500.4, AT1G06500.1, AT1G06500.2
OG0012384	FUN_041490-T1	AT5G46580.1
OG0012385	FUN_049459-T1, FUN_049459-T2	AT2G44650.1, AT3G60210.1
OG0012386	FUN_041518-T1	AT2G35300.1
OG0012387	FUN_003948-T1	AT1G77122.1
OG0012388	FUN_038657-T1	AT5G39410.1
OG0012389	FUN_002988-T1, FUN_001757-T1, FUN_001757-T2	AT1G67810.1
OG0012390	FUN_029731-T1	AT5G15802.1
OG0012392	FUN_036090-T1, FUN_036089-T1	AT1G55805.1
OG0012393	FUN_023458-T1	AT1G26640.1
OG0012394	FUN_032611-T1	AT1G26760.1
OG0012395	FUN_029811-T1	AT5G17380.1
OG0012396	FUN_008184-T1	AT5G22330.1
OG0012397	FUN_032607-T1	AT1G69500.1
OG0012398	FUN_002052-T1	AT1G28150.1, AT1G28150.2
OG0012400	FUN_036389-T1	AT1G74630.2, AT1G74630.1
OG0012401	FUN_032438-T1	AT2G02590.1
OG0012402	FUN_037848-T1	AT1G71850.1
OG0012403	FUN_053177-T1	AT5G38360.1
OG0012404	FUN_047362-T1, FUN_043815-T1	AT5G63080.1
OG0012405	FUN_033770-T1	AT1G68930.1, AT1G68930.2
OG0012406	FUN_045230-T1	AT3G03100.1, AT3G03100.2
OG0012407	FUN_000908-T1	AT3G17810.1
OG0012408	FUN_011138-T1	AT1G18680.1
OG0012410	FUN_016505-T1	AT5G38660.1, AT5G38660.2
OG0012411	FUN_041578-T1, FUN_017569-T1	AT4G17895.1
OG0012412	FUN_018000-T1	AT2G44870.1
OG0012413	FUN_033558-T1	AT1G13380.1
OG0012414	FUN_023313-T2, FUN_023313-T1	AT1G69680.1
OG0012417	FUN_033230-T1, FUN_042942-T1	AT1G79220.1
OG0012419	FUN_046887-T1	AT5G03860.2, AT5G03860.1
OG0012420	FUN_010833-T1	AT3G20230.1
OG0012422	FUN_024331-T1	AT2G01430.2, AT2G01430.1, AT1G70920.2, AT1G70920.1
OG0012423	FUN_011196-T1	AT2G29900.1
OG0012424	FUN_045278-T1	AT5G16650.1, AT5G16650.2
OG0012425	FUN_012956-T1	AT5G57280.1
OG0012426	FUN_033702-T1	AT1G26170.1
OG0012427	FUN_009247-T1	AT1G23790.1
OG0012428	FUN_051716-T1	AT2G15270.1, AT2G15270.2
OG0012429	FUN_041235-T1, FUN_041234-T1, FUN_041239-T2, FUN_041239-T1	AT4G16807.1
OG0012431	FUN_016811-T1	AT3G02220.1
OG0012432	FUN_011238-T1	AT5G60960.1
OG0012433	FUN_029115-T1	AT3G29310.1
OG0012434	FUN_018460-T2, FUN_018460-T1	AT1G12120.1, AT1G62530.2, AT1G62530.1
OG0012438	FUN_019144-T1, FUN_030289-T1, FUN_022334-T1	AT3G47080.1
OG0012439	FUN_016675-T1, FUN_029821-T1	AT5G16220.1
OG0012442	FUN_018160-T1	AT5G52830.1
OG0012443	FUN_029752-T1	AT3G29970.3, AT3G29970.2, AT3G29970.1
OG0012445	FUN_016190-T1, FUN_016190-T2	AT2G47310.1
OG0012449	FUN_004119-T1	AT4G20780.1, AT5G44460.1
OG0012451	FUN_045994-T1	AT1G71460.1
OG0012452	FUN_004828-T1	AT5G43190.1
OG0012454	FUN_048246-T1	AT1G01180.1
OG0012456	FUN_023920-T1	AT1G17430.1, AT1G72620.1
OG0012457	FUN_008709-T1	AT1G61120.1
OG0012461	FUN_013847-T1	AT3G49070.1, AT3G49070.2
OG0012462	FUN_041653-T1	AT2G35490.1
OG0012476	FUN_048990-T1	ATMG00710.1
OG0012480	FUN_043528-T1	AT4G29030.1
OG0012481	FUN_032119-T1	AT1G12980.1
OG0012483	FUN_034122-T1	AT1G34070.1, AT5G48050.1
OG0012569	FUN_013055-T1	AT5G57450.2, AT5G57450.1
OG0012571	FUN_012900-T1	AT4G15790.1, AT4G15790.2
OG0012575	FUN_030838-T1, FUN_018815-T1	AT3G51930.1
OG0012576	FUN_048422-T1, FUN_037819-T1	AT1G71910.2, AT1G71910.1
OG0012578	FUN_032282-T1	AT3G23740.1, AT4G14120.1
OG0012579	FUN_006619-T1	AT4G01650.2, AT4G01650.1, AT4G01650.3
OG0012581	FUN_045791-T1	AT4G38460.1
OG0012583	FUN_010660-T1	AT5G48390.1
OG0012584	FUN_010518-T1	AT5G20935.1, AT5G20935.2
OG0012585	FUN_039745-T1	AT3G22590.1
OG0012586	FUN_052499-T1	AT5G16460.1
OG0012588	FUN_047918-T1	AT2G28940.2, AT2G28940.1
OG0012589	FUN_005627-T1	AT2G48120.2, AT2G48120.1
OG0012590	FUN_043563-T1	AT4G13200.1
OG0012593	FUN_001761-T1	AT2G47910.1, AT2G47910.2
OG0012595	FUN_049898-T1	AT5G54855.1
OG0012596	FUN_015045-T1	AT3G23490.1, AT3G23490.2
OG0012597	FUN_000496-T1	AT3G05340.1
OG0012598	FUN_037901-T1	AT1G11290.1
OG0012599	FUN_002156-T1	AT2G21290.1
OG0012600	FUN_036036-T1, FUN_052366-T1	AT1G09415.1
OG0012601	FUN_014381-T1	AT1G31240.1
OG0012602	FUN_014467-T1	AT3G22450.2, AT3G22450.1
OG0012603	FUN_025209-T1	AT1G16770.3, AT1G16770.2, AT1G16770.1
OG0012604	FUN_030370-T1	AT3G11150.2, AT3G11150.1
OG0012605	FUN_040386-T1	AT3G52220.1
OG0012606	FUN_024720-T1	AT2G47750.1
OG0012607	FUN_039127-T1	AT5G03370.1
OG0012610	FUN_014590-T1	AT2G37330.1
OG0012612	FUN_014702-T1	AT3G59520.1
OG0012613	FUN_014312-T1	AT5G19020.1
OG0012614	FUN_051309-T1, FUN_026153-T1	AT5G38700.1, AT4G02170.1
OG0012615	FUN_047613-T1	AT3G10400.1
OG0012616	FUN_014228-T1	AT1G48130.1
OG0012618	FUN_014746-T1	AT3G59400.1
OG0012619	FUN_004066-T1	AT5G43180.1
OG0012620	FUN_042278-T1	AT3G11460.1
OG0012622	FUN_028133-T1	AT3G43940.1
OG0012624	FUN_045651-T1	AT4G34850.1, AT4G34850.2
OG0012626	FUN_038018-T1	AT5G18475.1
OG0012630	FUN_030523-T1	AT5G67350.1
OG0012631	FUN_042015-T1	AT5G67490.1
OG0012634	FUN_048394-T1	AT1G71990.1
OG0012636	FUN_020813-T1	AT4G33440.1
OG0012637	FUN_048408-T1	AT1G35680.1
OG0012638	FUN_029041-T1	AT3G26540.1
OG0012639	FUN_048181-T1	AT1G01280.1
OG0012641	FUN_029590-T1	AT4G39880.1
OG0012644	FUN_052070-T1	AT5G64480.2, AT5G64480.1
OG0012645	FUN_017131-T1	AT4G16535.1
OG0012647	FUN_046784-T1	AT2G47450.1
OG0012648	FUN_050028-T1	AT1G75150.2, AT1G75150.1, AT1G75150.3
OG0012649	FUN_046097-T1	AT2G17040.1
OG0012650	FUN_034041-T1	AT1G76590.1, AT1G21000.1, AT1G21000.2
OG0012651	FUN_025678-T1	AT1G76240.1
OG0012652	FUN_017688-T1	AT1G77090.1
OG0012655	FUN_024479-T1	AT4G37200.1
OG0012656	FUN_042597-T1	AT3G52420.1
OG0012658	FUN_001488-T1	AT1G33811.1
OG0012659	FUN_029502-T1	AT4G37170.1
OG0012660	FUN_032210-T1, FUN_032211-T1	AT3G09580.1
OG0012661	FUN_023974-T1	AT1G20860.2, AT1G20860.1, AT1G76430.1
OG0012663	FUN_000750-T1, FUN_000750-T2	AT1G10910.2, AT1G10910.1
OG0012665	FUN_011716-T1	AT2G21860.1
OG0012666	FUN_046141-T1, FUN_046141-T2	AT4G35250.1
OG0012667	FUN_027107-T1	AT1G71780.1
OG0012669	FUN_043475-T1	AT4G18650.1
OG0012670	FUN_003065-T1	AT1G20990.1
OG0012671	FUN_004156-T1	AT2G17580.1
OG0012673	FUN_005438-T1	AT1G80080.1
OG0012675	FUN_043192-T1	AT2G33760.1
OG0012676	FUN_045894-T1	AT5G54660.1
OG0012680	FUN_028237-T1	AT2G20725.1
OG0012681	FUN_027162-T1	AT1G29340.1
OG0012683	FUN_026802-T1	AT1G73710.1
OG0012686	FUN_011870-T1	AT1G53250.1
OG0012688	FUN_008773-T1	AT4G04930.1
OG0012690	FUN_046492-T1	AT3G13275.1
OG0012691	FUN_012463-T1	AT4G21170.1
OG0012693	FUN_035436-T1	AT4G21320.1
OG0012696	FUN_049607-T1	AT2G45130.1
OG0012697	FUN_036759-T1, FUN_036759-T2	AT1G28690.1
OG0012699	FUN_017413-T1	AT3G59840.1
OG0012700	FUN_047625-T1	AT1G53670.2, AT1G53670.1
OG0012701	FUN_005519-T1	AT1G15900.1
OG0012702	FUN_013169-T1	AT5G10750.1
OG0012705	FUN_000602-T1	AT5G57900.1
OG0012706	FUN_026670-T1	AT2G19870.1
OG0012707	FUN_052071-T1	AT4G25830.1
OG0012708	FUN_037296-T1	AT4G01310.1
OG0012709	FUN_001821-T1	AT3G16250.1
OG0012710	FUN_033920-T1	AT2G26070.1, AT2G26070.2
OG0012712	FUN_000713-T1	AT5G51570.1
OG0012713	FUN_044373-T1	AT2G31490.1
OG0012715	FUN_032522-T1	AT5G15200.2
OG0012717	FUN_005416-T1	AT1G52550.1, AT3G15780.1
OG0012718	FUN_001920-T1	AT4G26200.1
OG0012719	FUN_004999-T1	AT5G11550.1
OG0012720	FUN_003108-T1	AT4G30825.1
OG0012722	FUN_015443-T1, FUN_015442-T1, FUN_015441-T1	AT5G07165.1, AT5G51585.1
OG0012724	FUN_049482-T1	AT1G02160.2, AT1G02160.1
OG0012725	FUN_042095-T1	AT3G14900.1
OG0012726	FUN_013816-T1	AT5G24020.1
OG0012727	FUN_027614-T1	AT3G50950.2, AT3G50950.1
OG0012728	FUN_030006-T1	AT4G26020.1, AT4G26020.3, AT4G26020.2
OG0012730	FUN_044905-T1	AT1G02420.1
OG0012731	FUN_013952-T1	AT5G52180.1
OG0012732	FUN_026679-T1	AT5G19700.1, AT4G29140.1
OG0012733	FUN_001925-T1	AT5G57090.2, AT5G57090.1
OG0012734	FUN_020590-T1	AT2G37970.1
OG0012735	FUN_041025-T1	AT1G63910.1
OG0012736	FUN_023917-T1, FUN_050061-T1	AT1G72600.1, AT1G72600.2, AT1G54215.1
OG0012737	FUN_005409-T1, FUN_021525-T1	AT1G52580.1
OG0012739	FUN_021133-T1	AT5G25530.1, AT5G25530.2
OG0012740	FUN_008645-T1	AT1G11240.1
OG0012742	FUN_014510-T1	AT4G30845.1
OG0012743	FUN_019335-T1	AT5G56450.1
OG0012744	FUN_038809-T1, FUN_026815-T1	AT4G25845.1, AT5G57400.1, AT5G57400.2
OG0012745	FUN_014472-T1	AT4G14870.1
OG0012746	FUN_037037-T1	AT1G01940.1
OG0012748	FUN_025877-T1	AT5G51760.1, AT5G51760.2
OG0012749	FUN_050154-T1	AT1G53885.1, AT1G53903.1
OG0012750	FUN_000279-T1	AT4G10620.1
OG0012751	FUN_026454-T1	AT5G19570.1
OG0012752	FUN_018469-T1	AT1G12230.2, AT1G12230.1
OG0012753	FUN_026047-T1	AT5G35080.1
OG0012754	FUN_020098-T1, FUN_020119-T1	AT3G13780.1
OG0012755	FUN_008320-T1	AT4G32660.1, AT4G32660.2, AT4G32660.3
OG0012756	FUN_021723-T1, FUN_037053-T1	AT4G01037.1
OG0012758	FUN_021086-T1, FUN_006337-T1	AT1G15320.2, AT1G15320.1
OG0012761	FUN_025017-T1	AT3G25100.1
OG0012762	FUN_005566-T1	AT2G36885.1, AT2G36885.2
OG0012763	FUN_021836-T1	AT2G26230.1
OG0012764	FUN_024338-T1	AT3G54090.1
OG0012765	FUN_007952-T1, FUN_049058-T1	AT5G58860.1
OG0012768	FUN_043524-T1	AT3G53470.1, AT3G53470.2
OG0012769	FUN_034779-T1	AT1G29950.2, AT1G29950.1
OG0012772	FUN_047618-T1	AT1G53520.1
OG0012773	FUN_031587-T1	AT3G54130.1
OG0012774	FUN_025375-T1	AT5G03560.3, AT5G03560.2, AT5G03560.4
OG0012775	FUN_000907-T1	AT4G10090.1
OG0012776	FUN_048753-T1	AT2G27470.1
OG0012777	FUN_033962-T1	AT3G56650.1
OG0012778	FUN_034782-T1	AT5G06550.1
OG0012779	FUN_011998-T1	AT3G09210.1
OG0012780	FUN_049054-T1	AT2G29660.1
OG0012781	FUN_043924-T1	AT3G07720.1
OG0012782	FUN_002558-T1	AT5G03555.1
OG0012784	FUN_044321-T1	AT2G34450.4, AT2G34450.3, AT2G34450.1, AT2G34450.2
OG0012786	FUN_029344-T1	AT5G05365.1
OG0012787	FUN_048827-T1	AT2G27290.1
OG0012788	FUN_052573-T1	AT1G65590.1
OG0012789	FUN_016252-T1	AT2G44360.1
OG0012790	FUN_036330-T1, FUN_021021-T1	AT5G06400.1
OG0012791	FUN_001705-T1	AT2G34580.2, AT2G34580.1
OG0012792	FUN_005879-T1	AT5G13520.1
OG0012793	FUN_052034-T2, FUN_052034-T1	AT5G18200.1
OG0012795	FUN_008049-T1	AT5G01300.1, AT5G01300.3, AT5G01300.2
OG0012796	FUN_012115-T1	AT1G51100.1
OG0012799	FUN_035622-T1	AT3G53950.1
OG0012800	FUN_045474-T1	AT3G54826.1
OG0012801	FUN_021817-T1	AT5G04830.2, AT5G04830.1
OG0012802	FUN_046500-T1	AT5G56110.1
OG0012804	FUN_053265-T1	AT2G38270.1
OG0012805	FUN_009959-T1	AT4G20880.1, AT5G44350.1
OG0012806	FUN_020551-T1	AT5G03800.1
OG0012807	FUN_042062-T2, FUN_042062-T1, FUN_031665-T1	AT5G06370.1
OG0012808	FUN_033672-T1	AT1G55670.1
OG0012809	FUN_033317-T1	AT2G01620.1
OG0012810	FUN_020826-T1	AT5G63980.1
OG0012812	FUN_043847-T1, FUN_043848-T1	AT5G54180.1
OG0012814	FUN_052605-T1	AT5G26960.1
OG0012815	FUN_007695-T1	AT2G30100.1
OG0012816	FUN_041953-T1	AT3G12770.1
OG0012817	FUN_047542-T1	AT3G07790.1
OG0012819	FUN_011979-T1	AT3G15518.1
OG0012820	FUN_039828-T1	AT2G39020.1, AT2G39030.1
OG0012822	FUN_045608-T1	AT5G02160.1
OG0012823	FUN_033366-T1	AT1G70820.1, AT1G70820.2
OG0012824	FUN_004695-T1	AT3G12150.1
OG0012825	FUN_043316-T1, FUN_043316-T2	AT2G38140.1
