Orthogroup	P_amilis.proteins	G_max.proteins
OG0007263	FUN_048664-T1	GmISU01.06G276700.2.p, GmISU01.06G276700.1.p, GmISU01.04G096100.1.p
OG0007264	FUN_040111-T1	GmISU01.11G029300.2.p, GmISU01.11G029300.4.p, GmISU01.11G029300.3.p, GmISU01.11G029300.5.p, GmISU01.11G029300.1.p, GmISU01.01G169300.1.p, GmISU01.01G169300.3.p, GmISU01.11G029300.6.p
OG0007265	FUN_022088-T1	GmISU01.13G127900.1.p, GmISU01.13G127900.4.p, GmISU01.13G127900.2.p, GmISU01.13G127900.3.p
OG0007266	FUN_014838-T1	GmISU01.07G200700.1.p, GmISU01.07G200700.3.p, GmISU01.07G200700.2.p, GmISU01.17G033100.1.p, GmISU01.07G200600.2.p, GmISU01.07G200600.3.p, GmISU01.07G200600.1.p, GmISU01.17G033200.1.p
OG0007267	FUN_037056-T1	GmISU01.18G110800.1.p, GmISU01.08G256800.1.p
OG0007268	FUN_020400-T1	GmISU01.16G041900.6.p, GmISU01.16G041900.2.p, GmISU01.16G041900.5.p, GmISU01.16G041900.7.p, GmISU01.19G078600.1.p
OG0007269	FUN_027911-T1	GmISU01.09G228200.1.p, GmISU01.18G163600.3.p, GmISU01.18G163600.6.p, GmISU01.18G163600.4.p, GmISU01.18G163600.5.p
OG0007270	FUN_032089-T1	GmISU01.18G221500.1.p, GmISU01.18G221500.2.p, GmISU01.08G234900.2.p, GmISU01.08G234900.1.p
OG0007271	FUN_009932-T1	GmISU01.18G082600.1.p, GmISU01.08G282500.1.p
OG0007272	FUN_011116-T1, FUN_011116-T2	GmISU01.06G178300.1.p
OG0007273	FUN_046876-T1, FUN_011508-T1	GmISU01.05G199400.1.p, GmISU01.08G037200.2.p, GmISU01.08G037200.4.p, GmISU01.08G037200.1.p
OG0007275	FUN_029143-T1, FUN_029738-T1, FUN_000738-T1	GmISU01.13G038400.1.p
OG0007276	FUN_009591-T1	GmISU01.18G128100.1.p
OG0007277	FUN_002080-T1	GmISU01.20G116300.1.p, GmISU01.10G204100.2.p, GmISU01.10G204100.1.p
OG0007278	FUN_029026-T1, FUN_029026-T2	GmISU01.11G195300.1.p, GmISU01.18G039400.1.p
OG0007279	FUN_029009-T1	GmISU01.18G040500.4.p, GmISU01.18G040500.3.p, GmISU01.18G040500.2.p, GmISU01.18G040500.1.p, GmISU01.11G194000.2.p, GmISU01.11G194000.1.p
OG0007280	FUN_029174-T1	GmISU01.13G041000.1.p, GmISU01.19G020600.1.p, GmISU01.09G194200.1.p, GmISU01.18G204100.1.p
OG0007281	FUN_003148-T3, FUN_003148-T2, FUN_003148-T4, FUN_003148-T1	GmISU01.11G191700.1.p, GmISU01.18G042500.1.p, GmISU01.18G042500.3.p, GmISU01.18G042500.2.p, GmISU01.14G174000.1.p, GmISU01.02G202800.1.p
OG0007282	FUN_033374-T2, FUN_033374-T1	GmISU01.12G003700.1.p, GmISU01.09G190100.1.p, GmISU01.10G124900.1.p
OG0007283	FUN_010005-T1, FUN_027654-T1	GmISU01.09G235600.3.p, GmISU01.09G235600.2.p, GmISU01.20G003500.2.p, GmISU01.09G235600.1.p, GmISU01.20G003500.1.p
OG0007284	FUN_031678-T1	GmISU01.11G091900.1.p, GmISU01.11G091900.2.p, GmISU01.12G023600.1.p, GmISU01.12G023600.2.p, GmISU01.12G023600.4.p, GmISU01.12G023600.3.p
OG0007286	FUN_029140-T1	GmISU01.01G048200.1.p, GmISU01.01G048200.5.p, GmISU01.01G048200.2.p, GmISU01.01G048200.3.p, GmISU01.01G048200.4.p, GmISU01.19G023800.1.p, GmISU01.13G038300.1.p
OG0007288	FUN_023553-T3, FUN_023553-T2, FUN_023553-T1	GmISU01.10G005100.1.p, GmISU01.02G003100.1.p, GmISU01.18G181900.1.p
OG0007290	FUN_029792-T1	GmISU01.14G138200.1.p, GmISU01.13G053900.1.p
OG0007291	FUN_020142-T1	GmISU01.20G083800.1.p, GmISU01.20G083800.2.p, GmISU01.10G232900.3.p
OG0007292	FUN_045042-T1	GmISU01.11G187500.2.p, GmISU01.11G187500.1.p, GmISU01.18G045200.1.p, GmISU01.14G172800.2.p, GmISU01.14G172800.1.p, GmISU01.02G201800.1.p
OG0007293	FUN_046998-T1, FUN_011373-T1	GmISU01.04G161100.1.p, GmISU01.04G161100.2.p, GmISU01.04G161100.4.p, GmISU01.06G152700.1.p, GmISU01.06G152700.3.p, GmISU01.06G152700.2.p
OG0007294	FUN_029773-T1	GmISU01.02G208600.1.p, GmISU01.14G065300.1.p
OG0007295	FUN_030901-T2, FUN_030901-T1	GmISU01.11G091300.2.p, GmISU01.11G091300.1.p
OG0007296	FUN_010056-T1	GmISU01.15G186500.1.p, GmISU01.08G214500.1.p
OG0007297	FUN_011833-T1	GmISU01.11G091400.1.p, GmISU01.12G023300.1.p
OG0007298	FUN_011745-T1	GmISU01.19G003900.1.p, GmISU01.05G003800.1.p
OG0007300	FUN_009308-T1, FUN_032150-T1	GmISU01.18G112900.1.p, GmISU01.08G254300.3.p
OG0007301	FUN_010440-T1, FUN_011647-T3, FUN_011647-T1, FUN_011647-T2, FUN_011648-T1, FUN_010438-T1, FUN_010438-T2	GmISU01.09G141200.1.p, GmISU01.08G046400.1.p
OG0007302	FUN_048146-T1	GmISU01.05G179100.2.p, GmISU01.05G179100.1.p, GmISU01.05G179100.3.p, GmISU01.05G179100.4.p, GmISU01.03G021800.1.p, GmISU01.08G256600.1.p
OG0007303	FUN_011393-T1	GmISU01.05G172400.3.p, GmISU01.05G172400.2.p, GmISU01.08G009400.1.p, GmISU01.08G009400.3.p, GmISU01.08G009400.2.p, GmISU01.06G153900.1.p, GmISU01.04G160000.1.p
OG0007306	FUN_002003-T2, FUN_002003-T1	GmISU01.19G004500.1.p
OG0007307	FUN_027736-T1	GmISU01.10G243800.1.p, GmISU01.10G243800.2.p, GmISU01.20G072300.1.p
OG0007308	FUN_043908-T1, FUN_043906-T1, FUN_043910-T1	GmISU01.04G185900.1.p, GmISU01.06G125950.1.p, GmISU01.04G185800.1.p
OG0007309	FUN_030324-T1	GmISU01.16G064600.2.p, GmISU01.16G064600.1.p
OG0007310	FUN_023331-T1, FUN_032534-T1, FUN_032532-T1	GmISU01.01G042500.1.p, GmISU01.02G095300.1.p
OG0007311	FUN_032228-T2, FUN_032228-T1	GmISU01.08G257700.1.p
OG0007312	FUN_029862-T1	GmISU01.13G025500.1.p, GmISU01.19G040200.2.p
OG0007313	FUN_016910-T1	GmISU01.08G232500.2.p, GmISU01.08G232500.1.p, GmISU01.18G218900.2.p, GmISU01.18G218900.1.p
OG0007314	FUN_016347-T1	GmISU01.16G002300.2.p, GmISU01.16G002300.1.p, GmISU01.16G002300.3.p, GmISU01.12G137200.1.p
OG0007315	FUN_025270-T2, FUN_025270-T1	GmISU01.18G226900.1.p, GmISU01.02G086900.1.p
OG0007316	FUN_020858-T1	GmISU01.03G058400.3.p, GmISU01.03G058400.4.p, GmISU01.03G058400.1.p
OG0007317	FUN_033429-T1, FUN_020112-T1	GmISU01.10G224500.1.p, GmISU01.20G093100.1.p, GmISU01.09G096800.1.p, GmISU01.07G142900.1.p
OG0007318	FUN_038119-T2, FUN_038119-T1	GmISU01.04G090400.5.p, GmISU01.04G090400.1.p, GmISU01.04G090400.6.p
OG0007319	FUN_017506-T1, FUN_041568-T1	GmISU01.01G076400.1.p, GmISU01.08G246800.1.p, GmISU01.09G164300.2.p, GmISU01.01G017700.1.p
OG0007320	FUN_008750-T1	GmISU01.06G122200.2.p, GmISU01.04G189750.1.p, GmISU01.06G122200.1.p
OG0007321	FUN_023467-T1	GmISU01.02G101700.1.p, GmISU01.02G101700.2.p, GmISU01.01G048500.2.p, GmISU01.01G048500.3.p, GmISU01.01G048500.4.p
OG0007322	FUN_036705-T1	GmISU01.16G061500.1.p, GmISU01.16G015800.1.p
OG0007323	FUN_032077-T1	GmISU01.18G012300.1.p, GmISU01.18G012300.9.p, GmISU01.18G012300.10.p, GmISU01.18G012300.3.p, GmISU01.18G012300.8.p, GmISU01.18G012300.11.p, GmISU01.18G012300.2.p, GmISU01.11G221900.2.p, GmISU01.11G221900.3.p, GmISU01.08G122100.1.p, GmISU01.05G146300.1.p
OG0007324	FUN_023835-T1	GmISU01.01G071700.1.p, GmISU01.02G090700.1.p
OG0007325	FUN_026663-T1	GmISU01.15G086000.2.p, GmISU01.15G086000.1.p, GmISU01.15G086000.3.p, GmISU01.13G187300.1.p
OG0007326	FUN_015625-T1	GmISU01.18G088700.1.p, GmISU01.08G278100.1.p, GmISU01.08G278100.2.p
OG0007327	FUN_032582-T1, FUN_007993-T1, FUN_007993-T3, FUN_007993-T2	GmISU01.02G096800.1.p, GmISU01.01G044100.3.p
OG0007328	FUN_032167-T1	GmISU01.18G111900.1.p, GmISU01.08G254900.1.p, GmISU01.02G033400.1.p, GmISU01.01G026700.1.p
OG0007329	FUN_023848-T2, FUN_023848-T1, FUN_033661-T1	GmISU01.01G070600.2.p, GmISU01.02G089600.1.p, GmISU01.20G147200.1.p, GmISU01.10G168800.1.p
OG0007330	FUN_041809-T1	GmISU01.09G171300.3.p, GmISU01.09G171300.2.p, GmISU01.09G171300.5.p, GmISU01.09G171300.4.p, GmISU01.01G111700.1.p, GmISU01.01G111700.2.p, GmISU01.20G065500.2.p, GmISU01.20G065500.1.p
OG0007331	FUN_014870-T1	GmISU01.02G074200.2.p, GmISU01.02G074200.3.p, GmISU01.02G074200.1.p, GmISU01.16G140000.2.p
OG0007332	FUN_032705-T3, FUN_032705-T2, FUN_032705-T1	GmISU01.09G134600.2.p, GmISU01.09G134600.1.p, GmISU01.09G134600.3.p, GmISU01.07G096200.2.p, GmISU01.07G096200.1.p
OG0007333	FUN_010169-T1	GmISU01.18G203300.1.p, GmISU01.09G195100.1.p
OG0007334	FUN_005860-T1	GmISU01.03G063400.1.p, GmISU01.18G133800.1.p, GmISU01.08G320300.1.p
OG0007335	FUN_016870-T1, FUN_016870-T2	GmISU01.08G231800.1.p, GmISU01.18G218100.1.p
OG0007336	FUN_030897-T1, FUN_040829-T1	GmISU01.15G141800.1.p, GmISU01.09G044500.1.p, GmISU01.09G044600.1.p, GmISU01.15G141900.1.p, GmISU01.09G044700.1.p
OG0007337	FUN_020622-T1	GmISU01.19G071000.2.p, GmISU01.19G071000.1.p, GmISU01.16G049000.1.p
OG0007338	FUN_029724-T1, FUN_029724-T2	GmISU01.08G230000.1.p, GmISU01.18G216300.1.p, GmISU01.18G216300.2.p
OG0007340	FUN_007707-T1	GmISU01.02G196000.1.p, GmISU01.14G165300.4.p, GmISU01.14G165300.3.p
OG0007340	FUN_003962-T1	GmISU01.03G037300.1.p, GmISU01.01G098100.1.p
OG0007342	FUN_019168-T1, FUN_001392-T1, FUN_018786-T1	GmISU01.08G024600.3.p, GmISU01.08G024600.5.p, GmISU01.08G024600.4.p, GmISU01.08G024600.2.p, GmISU01.08G024600.1.p, GmISU01.20G153100.4.p, GmISU01.20G153100.2.p, GmISU01.20G153100.3.p, GmISU01.20G153100.1.p
OG0007343	FUN_046384-T1	GmISU01.05G108400.2.p, GmISU01.05G108400.1.p, GmISU01.08G079900.2.p, GmISU01.08G079900.1.p, GmISU01.08G079900.3.p
OG0007344	FUN_048624-T1, FUN_038397-T1	GmISU01.13G062800.1.p, GmISU01.14G144300.2.p, GmISU01.14G144300.3.p, GmISU01.14G144300.1.p, GmISU01.04G091100.2.p, GmISU01.04G091100.1.p, GmISU01.06G093500.1.p
OG0007346	FUN_003679-T1, FUN_032992-T1, FUN_032993-T1	GmISU01.09G089700.1.p, GmISU01.02G150100.1.p, GmISU01.09G089900.1.p
OG0007347	FUN_022917-T1, FUN_022915-T1	GmISU01.01G036100.2.p, GmISU01.01G036100.1.p, GmISU01.08G262900.5.p, GmISU01.08G262900.2.p, GmISU01.08G262900.1.p
OG0007348	FUN_019551-T1	GmISU01.13G157600.1.p
OG0007349	FUN_033438-T1	GmISU01.20G091400.6.p, GmISU01.20G091400.2.p, GmISU01.20G091400.3.p, GmISU01.10G226500.3.p, GmISU01.10G226500.5.p, GmISU01.10G226500.4.p
OG0007352	FUN_037433-T1, FUN_037431-T1, FUN_048154-T1	GmISU01.16G022600.1.p, GmISU01.07G052100.1.p, GmISU01.19G215000.1.p
OG0007353	FUN_022763-T2, FUN_022763-T1, FUN_022763-T3	GmISU01.16G161500.3.p, GmISU01.16G161500.2.p, GmISU01.16G161500.1.p, GmISU01.09G110200.1.p, GmISU01.09G110200.2.p, GmISU01.20G122400.1.p, GmISU01.20G122400.6.p, GmISU01.20G122400.2.p, GmISU01.20G122400.5.p, GmISU01.20G122400.7.p, GmISU01.10G197800.6.p, GmISU01.10G197800.4.p, GmISU01.10G197800.2.p, GmISU01.10G197800.7.p, GmISU01.10G197800.1.p
OG0007356	FUN_043239-T1	GmISU01.15G196175.1.p
OG0007377	FUN_004442-T1	GmISU01.03G093600.1.p, GmISU01.19G097700.1.p
OG0007378	FUN_008060-T1	GmISU01.07G135300.1.p, GmISU01.03G040600.1.p, GmISU01.01G095000.1.p
OG0007379	FUN_036054-T2, FUN_036054-T1, FUN_036054-T3	GmISU01.03G188500.1.p
OG0007381	FUN_030831-T1, FUN_030829-T1	GmISU01.11G163200.1.p, GmISU01.11G074400.1.p
OG0007383	FUN_014380-T1	GmISU01.07G220100.1.p, GmISU01.17G014200.1.p
OG0007384	FUN_027657-T2, FUN_027657-T1	GmISU01.20G072500.1.p, GmISU01.10G243700.1.p
OG0007385	FUN_003554-T2, FUN_003554-T1	GmISU01.11G230200.1.p, GmISU01.18G004100.2.p, GmISU01.18G004100.1.p
OG0007387	FUN_029219-T1	GmISU01.06G129600.2.p, GmISU01.06G129600.1.p, GmISU01.06G129600.3.p, GmISU01.06G129600.4.p
OG0007388	FUN_010700-T3, FUN_010700-T2, FUN_010700-T1	GmISU01.16G073500.1.p, GmISU01.03G068900.1.p
OG0007389	FUN_044502-T1, FUN_044502-T2	GmISU01.10G164400.2.p, GmISU01.10G164400.1.p, GmISU01.20G151300.2.p
OG0007390	FUN_035659-T1	GmISU01.19G203800.1.p
OG0007392	FUN_036193-T1, FUN_036192-T1	GmISU01.18G188000.1.p, GmISU01.09G205800.1.p
OG0007393	FUN_014021-T1, FUN_014067-T1, FUN_036397-T1, FUN_014115-T1, FUN_025019-T1, FUN_052711-T1	GmISU01.11G086000.2.p, GmISU01.12G018600.1.p
OG0007394	FUN_026744-T1	GmISU01.12G071800.1.p, GmISU01.11G156100.1.p, GmISU01.11G156100.3.p, GmISU01.11G156100.4.p
OG0007395	FUN_025564-T1	GmISU01.16G105700.2.p, GmISU01.16G105700.1.p, GmISU01.02G045100.1.p
OG0007396	FUN_032859-T1, FUN_032859-T2, FUN_015008-T2, FUN_015008-T1, FUN_037700-T2, FUN_037700-T3, FUN_037700-T1	GmISU01.07G206900.2.p, GmISU01.17G026600.1.p, GmISU01.15G134500.1.p
OG0007397	FUN_052627-T1	GmISU01.08G143100.2.p, GmISU01.08G143100.1.p, GmISU01.15G227000.1.p
OG0007398	FUN_000751-T2	GmISU01.08G013600.4.p, GmISU01.08G013600.2.p, GmISU01.08G013600.3.p, GmISU01.05G177000.1.p, GmISU01.08G013600.1.p
OG0007399	FUN_014926-T1	GmISU01.15G130900.1.p, GmISU01.09G034300.1.p, GmISU01.17G029200.1.p, GmISU01.07G204000.1.p
OG0007401	FUN_024785-T1, FUN_024786-T1	GmISU01.02G014700.1.p, GmISU01.10G015700.1.p, GmISU01.10G015800.1.p
OG0007402	FUN_003467-T1	GmISU01.12G090200.1.p, GmISU01.12G090200.2.p, GmISU01.06G258700.1.p
OG0007403	FUN_051488-T1, FUN_051488-T2	GmISU01.03G193900.1.p, GmISU01.19G195700.1.p
OG0007404	FUN_049873-T1, FUN_045963-T1, FUN_045963-T2	GmISU01.16G025800.1.p, GmISU01.07G055500.1.p
OG0007405	FUN_048668-T1, FUN_038058-T1	GmISU01.10G110800.1.p, GmISU01.02G005800.2.p, GmISU01.02G005800.1.p
OG0007406	FUN_032721-T1	GmISU01.02G141100.1.p, GmISU01.02G141100.3.p, GmISU01.02G141100.2.p
OG0007407	FUN_036247-T3, FUN_036247-T2, FUN_036247-T1	GmISU01.18G190300.1.p, GmISU01.18G190300.2.p, GmISU01.18G190300.3.p, GmISU01.09G203700.1.p
OG0007408	FUN_030434-T1	GmISU01.13G169500.2.p, GmISU01.13G169500.1.p, GmISU01.12G199500.2.p, GmISU01.12G199500.1.p
OG0007409	FUN_003447-T1	GmISU01.10G250500.1.p, GmISU01.10G250500.2.p, GmISU01.10G250500.3.p, GmISU01.20G201500.3.p, GmISU01.20G201500.1.p, GmISU01.20G201500.2.p
OG0007410	FUN_024587-T1, FUN_024595-T1, FUN_024595-T2, FUN_042796-T1	GmISU01.10G023700.1.p
OG0007411	FUN_036226-T1, FUN_052527-T2, FUN_052527-T1	GmISU01.18G189800.1.p
OG0007412	FUN_003864-T1	GmISU01.08G143600.1.p, GmISU01.15G227400.1.p
OG0007413	FUN_048997-T1	GmISU01.02G191901.1.p, GmISU01.18G056800.1.p, GmISU01.11G178100.1.p
OG0007414	FUN_027067-T2, FUN_027067-T1	GmISU01.08G218900.2.p, GmISU01.08G218900.3.p, GmISU01.08G218900.1.p, GmISU01.08G218900.4.p
OG0007415	FUN_010826-T1, FUN_012663-T1	GmISU01.17G099300.3.p, GmISU01.17G099300.1.p, GmISU01.17G099300.2.p, GmISU01.19G211700.2.p
OG0007416	FUN_037078-T1, FUN_049237-T3, FUN_049237-T2, FUN_049237-T1	GmISU01.03G049900.1.p, GmISU01.03G049900.2.p, GmISU01.01G078300.1.p, GmISU01.01G078300.2.p
OG0007417	FUN_049648-T1	GmISU01.12G170800.1.p, GmISU01.06G248700.1.p, GmISU01.12G098900.1.p
OG0007418	FUN_024417-T1	GmISU01.20G148200.2.p, GmISU01.20G148200.1.p
OG0007419	FUN_020830-T1, FUN_039130-T2, FUN_039130-T1	GmISU01.10G061100.1.p, GmISU01.13G123400.1.p
OG0007420	FUN_000710-T1, FUN_000710-T2, FUN_000710-T3	GmISU01.11G198300.1.p, GmISU01.18G036200.1.p, GmISU01.18G036200.2.p
OG0007421	FUN_033256-T1	GmISU01.07G213300.2.p
OG0007422	FUN_047149-T1, FUN_011252-T1, FUN_011252-T3, FUN_011252-T2	GmISU01.05G211700.1.p, GmISU01.08G049500.1.p
OG0007423	FUN_039074-T1	GmISU01.19G158000.1.p, GmISU01.03G156000.1.p, GmISU01.13G126700.1.p
OG0007424	FUN_049730-T1	GmISU01.20G201000.1.p
OG0007425	FUN_010112-T1	GmISU01.02G210600.3.p, GmISU01.02G210600.1.p, GmISU01.02G210600.4.p, GmISU01.18G035200.1.p, GmISU01.11G199300.1.p
OG0007426	FUN_031624-T1	GmISU01.09G119700.1.p, GmISU01.16G172600.1.p
OG0007427	FUN_012288-T1, FUN_026753-T2	GmISU01.07G225800.1.p, GmISU01.07G225800.2.p
OG0007428	FUN_020202-T1	GmISU01.20G116000.3.p, GmISU01.20G116000.1.p, GmISU01.10G204400.1.p
OG0007429	FUN_027332-T1, FUN_027332-T3	GmISU01.13G283300.1.p, GmISU01.12G145400.3.p, GmISU01.12G145400.2.p
OG0007430	FUN_011284-T1	GmISU01.05G189500.5.p, GmISU01.05G189500.2.p, GmISU01.08G025700.1.p, GmISU01.05G189500.1.p, GmISU01.05G189500.4.p, GmISU01.05G189500.3.p, GmISU01.08G025700.2.p, GmISU01.08G025700.3.p
OG0007431	FUN_029328-T1, FUN_029328-T2	GmISU01.14G161900.1.p, GmISU01.02G193800.1.p
OG0007432	FUN_036929-T1	GmISU01.09G207000.1.p, GmISU01.18G186900.1.p
OG0007433	FUN_030828-T1	GmISU01.12G035700.1.p, GmISU01.12G035700.2.p, GmISU01.11G104800.2.p
OG0007434	FUN_013634-T1	GmISU01.19G184800.1.p
OG0007435	FUN_030429-T1, FUN_030429-T2, FUN_030429-T3	GmISU01.09G182200.2.p, GmISU01.09G182200.1.p, GmISU01.12G012100.3.p, GmISU01.12G012100.1.p
OG0007436	FUN_009233-T1	GmISU01.18G051700.1.p, GmISU01.11G171700.1.p, GmISU01.02G196600.1.p, GmISU01.14G166300.1.p
OG0007437	FUN_047994-T1, FUN_046276-T1	GmISU01.18G108000.1.p, GmISU01.08G260100.1.p
OG0007438	FUN_002087-T1	GmISU01.10G166700.1.p, GmISU01.20G149100.1.p
OG0007439	FUN_032776-T2, FUN_032776-T3, FUN_032776-T1	GmISU01.10G086500.2.p, GmISU01.10G086500.1.p, GmISU01.02G159900.2.p, GmISU01.02G159900.3.p
OG0007440	FUN_053203-T2, FUN_053203-T3, FUN_053203-T1, FUN_053203-T4	GmISU01.20G054600.1.p, GmISU01.10G102300.1.p, GmISU01.10G102300.4.p, GmISU01.10G102300.3.p, GmISU01.10G102300.2.p
OG0007441	FUN_040423-T2, FUN_040423-T1	GmISU01.10G168000.4.p, GmISU01.10G168000.2.p, GmISU01.10G168000.1.p, GmISU01.10G168000.3.p, GmISU01.20G148100.2.p, GmISU01.20G148100.1.p, GmISU01.20G148100.3.p
OG0007442	FUN_032319-T1, FUN_032319-T3, FUN_032319-T2	GmISU01.19G174900.1.p, GmISU01.19G174900.2.p, GmISU01.03G173700.2.p, GmISU01.03G173700.1.p
OG0007443	FUN_033087-T1	GmISU01.20G157800.2.p, GmISU01.20G157800.3.p, GmISU01.20G157800.1.p, GmISU01.20G157800.4.p, GmISU01.10G158000.1.p, GmISU01.10G158000.2.p, GmISU01.10G158000.3.p
OG0007444	FUN_005685-T1	GmISU01.19G084100.1.p, GmISU01.16G036300.1.p, GmISU01.16G126200.1.p, GmISU01.02G065400.1.p
OG0007445	FUN_002060-T1, FUN_002059-T2, FUN_002059-T1	GmISU01.10G165200.1.p, GmISU01.10G165200.2.p, GmISU01.20G150600.1.p
OG0007446	FUN_021130-T1	GmISU01.09G071200.1.p, GmISU01.09G071200.3.p, GmISU01.11G136200.1.p, GmISU01.12G064000.1.p, GmISU01.12G064000.2.p
OG0007447	FUN_007637-T2, FUN_007637-T1	GmISU01.18G053200.1.p, GmISU01.18G053200.2.p
OG0007448	FUN_039071-T1	GmISU01.03G156300.2.p, GmISU01.03G156300.3.p, GmISU01.03G156300.1.p, GmISU01.03G156300.4.p, GmISU01.19G158300.1.p
OG0007449	FUN_052610-T1	GmISU01.20G032000.2.p, GmISU01.20G032000.1.p, GmISU01.07G199100.1.p, GmISU01.07G199200.1.p
OG0007450	FUN_020434-T1, FUN_020433-T2, FUN_020433-T1	GmISU01.09G041600.1.p, GmISU01.15G136600.1.p
OG0007451	FUN_012993-T3, FUN_012993-T2, FUN_012993-T1	GmISU01.04G125700.2.p, GmISU01.04G125700.1.p
OG0007452	FUN_015832-T1, FUN_042337-T1	GmISU01.13G278900.1.p, GmISU01.12G150200.1.p, GmISU01.12G077900.1.p, GmISU01.11G150100.1.p
OG0007453	FUN_015911-T1	GmISU01.08G187000.1.p, GmISU01.08G187000.2.p, GmISU01.07G013800.2.p, GmISU01.07G013800.1.p, GmISU01.07G013800.3.p
OG0007454	FUN_001255-T1	GmISU01.04G213300.1.p, GmISU01.12G205400.2.p, GmISU01.12G205400.1.p, GmISU01.04G213300.4.p, GmISU01.04G213300.5.p, GmISU01.04G213300.3.p, GmISU01.04G213300.2.p
OG0007455	FUN_051628-T1	GmISU01.10G132500.2.p, GmISU01.10G132500.1.p, GmISU01.20G185700.1.p
OG0007457	FUN_033162-T1	GmISU01.09G040800.1.p, GmISU01.15G137200.1.p, GmISU01.17G024500.1.p, GmISU01.07G209200.1.p
OG0007458	FUN_043525-T1, FUN_024967-T1	GmISU01.08G316700.1.p
OG0007459	FUN_042331-T1	GmISU01.12G077800.1.p, GmISU01.11G150200.1.p
OG0007460	FUN_015202-T1	GmISU01.10G007300.1.p, GmISU01.20G060200.1.p, GmISU01.20G162800.1.p, GmISU01.10G153600.1.p
OG0007461	FUN_020054-T1	GmISU01.11G145300.2.p, GmISU01.11G145300.1.p, GmISU01.12G083100.1.p
OG0007462	FUN_012085-T1	GmISU01.15G166950.1.p, GmISU01.15G166764.1.p, GmISU01.15G166950.2.p, GmISU01.15G166716.1.p
OG0007463	FUN_020540-T1	GmISU01.13G120900.2.p, GmISU01.10G058300.1.p, GmISU01.10G058300.2.p, GmISU01.03G150100.1.p
OG0007464	FUN_018857-T2, FUN_018857-T1	GmISU01.04G114100.1.p, GmISU01.11G166500.1.p
OG0007466	FUN_014855-T1	GmISU01.08G320350.1.p
OG0007467	FUN_041946-T1, FUN_008031-T1	GmISU01.16G085300.1.p, GmISU01.18G151900.1.p, GmISU01.07G132700.1.p, GmISU01.07G132700.3.p
OG0007468	FUN_014491-T1	GmISU01.01G195000.1.p, GmISU01.18G099400.1.p, GmISU01.11G005400.1.p, GmISU01.18G099400.2.p
OG0007469	FUN_020223-T1, FUN_011557-T1	GmISU01.20G171000.1.p, GmISU01.10G145100.1.p
OG0007471	FUN_014207-T1	GmISU01.13G201600.3.p, GmISU01.13G201600.2.p, GmISU01.13G201600.1.p, GmISU01.15G073100.1.p
OG0007472	FUN_047980-T1, FUN_047980-T2	GmISU01.12G054700.6.p, GmISU01.12G054700.10.p, GmISU01.12G054700.9.p, GmISU01.12G054700.7.p, GmISU01.12G054700.8.p, GmISU01.11G124000.1.p
OG0007473	FUN_044731-T1	GmISU01.02G011300.1.p, GmISU01.10G012100.1.p, GmISU01.19G179500.1.p, GmISU01.03G178100.1.p
OG0007474	FUN_038452-T1	GmISU01.06G262900.1.p, GmISU01.13G271600.1.p
OG0007475	FUN_010544-T1	GmISU01.03G120000.1.p, GmISU01.18G175900.1.p, GmISU01.18G175900.5.p, GmISU01.18G175900.8.p, GmISU01.18G175900.3.p, GmISU01.18G175900.7.p, GmISU01.18G175900.6.p, GmISU01.18G175900.2.p
OG0007476	FUN_014440-T1, FUN_014436-T1	GmISU01.20G109700.1.p, GmISU01.10G210900.1.p, GmISU01.11G004400.1.p, GmISU01.01G196500.1.p
OG0007477	FUN_011959-T1, FUN_011959-T2, FUN_046581-T2, FUN_046581-T1	GmISU01.07G180900.1.p, GmISU01.07G180900.2.p, GmISU01.02G118000.1.p
OG0007478	FUN_024364-T1	GmISU01.14G085400.4.p, GmISU01.17G202500.2.p, GmISU01.17G202500.1.p
OG0007479	FUN_024227-T1	GmISU01.06G022800.1.p, GmISU01.04G025000.5.p
OG0007481	FUN_019232-T2, FUN_019232-T3, FUN_019232-T1, FUN_019232-T4	GmISU01.02G056300.1.p, GmISU01.16G117800.1.p
OG0007482	FUN_038477-T1, FUN_049733-T1	GmISU01.06G025900.2.p, GmISU01.06G025900.1.p, GmISU01.04G027500.1.p
OG0007483	FUN_030258-T1	GmISU01.16G114500.1.p, GmISU01.02G052300.1.p, GmISU01.11G060200.1.p, GmISU01.11G060300.1.p
OG0007485	FUN_027962-T1, FUN_027962-T2, FUN_038797-T1	GmISU01.06G108300.1.p, GmISU01.06G108300.2.p, GmISU01.04G201900.1.p
OG0007486	FUN_038388-T1	GmISU01.04G091700.1.p, GmISU01.06G094100.1.p, GmISU01.06G093900.1.p, GmISU01.04G091500.1.p
OG0007487	FUN_000996-T1	GmISU01.08G055400.2.p, GmISU01.08G055400.1.p, GmISU01.07G158400.1.p
OG0007488	FUN_035456-T1	GmISU01.10G103900.1.p, GmISU01.10G103900.3.p, GmISU01.20G055700.1.p, GmISU01.10G103900.2.p, GmISU01.12G023700.1.p, GmISU01.12G023700.2.p, GmISU01.11G092000.1.p
OG0007489	FUN_024274-T1, FUN_024272-T1	GmISU01.06G082600.1.p, GmISU01.04G081000.1.p
OG0007490	FUN_011271-T2, FUN_011271-T1	GmISU01.05G014600.2.p, GmISU01.05G014600.1.p, GmISU01.17G076900.2.p
