Orthogroup	D_spatulata.proteins	V_vinifera.proteins
OG0009544	Ds_00009861-RA	VIT_211s0037g00620.1
OG0009546	Ds_00014626-RA	VIT_202s0154g00600.3, VIT_202s0154g00600.2, VIT_202s0154g00600.1
OG0009547	Ds_00015207-RA	VIT_210s0092g00660.1
OG0009548	Ds_00012506-RA	VIT_215s0046g01090.1
OG0009549	Ds_00016341-RA	VIT_216s0050g00960.2, VIT_216s0050g00960.4, VIT_216s0050g00960.1, VIT_216s0050g00960.3, VIT_216s0050g00960.6, VIT_216s0050g00960.5
OG0009550	Ds_00002809-RA	VIT_215s0046g01550.1
OG0009551	Ds_00015727-RA	VIT_211s0016g05260.3, VIT_211s0016g05260.4, VIT_211s0016g05260.2, VIT_211s0016g05260.1
OG0009552	Ds_00016924-RA	VIT_209s0002g02590.1
OG0009554	Ds_00005911-RA	VIT_201s0011g04970.1, VIT_201s0011g04970.2
OG0009555	Ds_00000463-RA	VIT_209s0018g01630.2, VIT_209s0018g01630.3, VIT_209s0018g01630.1
OG0009556	Ds_00003409-RA	VIT_204s0008g02850.1, VIT_211s0065g00320.1
OG0009558	Ds_00000760-RA, Ds_00010371-RA	VIT_204s0008g04840.1, VIT_203s0063g01620.1, VIT_209s0054g00540.1, VIT_209s0002g01790.1, VIT_209s0054g00270.1, VIT_207s0095g00580.1, VIT_208s0056g00360.1, VIT_206s0009g02050.1, VIT_211s0078g00280.1, VIT_200s0193g00140.1, VIT_204s0008g06900.1
OG0009559	Ds_00017288-RA	VIT_211s0016g02270.1
OG0009560	Ds_00015370-RA	VIT_211s0016g05890.1
OG0009561	Ds_00012054-RA, Ds_00012053-RA, Ds_00009951-RA	VIT_216s0050g00090.1
OG0009562	Ds_00017095-RA	VIT_204s0043g00320.1, VIT_213s0019g03560.1
OG0009563	Ds_00003391-RA	VIT_204s0008g03150.1
OG0009565	Ds_00007945-RA	VIT_211s0078g00310.1, VIT_211s0078g00310.2
OG0009566	Ds_00012012-RA	VIT_216s0022g02110.1
OG0009569	Ds_00007638-RA	VIT_211s0016g02530.1, VIT_211s0016g02530.3, VIT_211s0016g02530.2
OG0009570	Ds_00012543-RA	VIT_202s0025g03955.1, VIT_218s0041g01260.1
OG0009571	Ds_00010405-RA	VIT_216s0013g01530.1
OG0009572	Ds_00011904-RA	VIT_202s0025g01270.2, VIT_202s0025g01270.1, VIT_202s0025g01270.3, VIT_202s0025g01270.4
OG0009573	Ds_00001500-RA	VIT_218s0072g00790.1, VIT_218s0072g00790.2
OG0009574	Ds_00013304-RA	VIT_211s0016g00300.1
OG0009575	Ds_00016822-RA	VIT_204s0008g03260.2, VIT_204s0008g03260.1
OG0009576	Ds_00016011-RA	VIT_211s0016g01910.4, VIT_211s0016g01910.1, VIT_211s0016g01910.2, VIT_211s0016g01910.3, VIT_211s0016g01910.5
OG0009577	Ds_00004945-RA	VIT_219s0015g00970.1
OG0009578	Ds_00009814-RA	VIT_211s0052g00470.4, VIT_211s0052g00470.1, VIT_211s0052g00470.3, VIT_211s0052g00470.5, VIT_211s0052g00470.2
OG0009579	Ds_00003438-RA	VIT_204s0008g01690.1
OG0009580	Ds_00003369-RA	VIT_211s0065g00180.1
OG0009581	Ds_00001316-RA	VIT_202s0025g04190.1
OG0009582	Ds_00009047-RA	VIT_200s0233g00050.1, VIT_202s0154g00130.1
OG0009583	Ds_00000648-RA	VIT_215s0045g00770.1, VIT_215s0045g00630.1
OG0009585	Ds_00012011-RA	VIT_216s0022g02040.1
OG0009586	Ds_00001350-RA	VIT_200s0323g00080.1, VIT_200s0323g00080.2
OG0009587	Ds_00011300-RA	VIT_218s0001g13560.1, VIT_218s0001g13560.2, VIT_218s0001g13560.3
OG0009588	Ds_00015714-RA	VIT_211s0016g04950.1, VIT_211s0016g04950.2
OG0009589	Ds_00005367-RA	VIT_218s0122g00820.1
OG0009590	Ds_00000197-RA	VIT_208s0105g00440.1
OG0009594	Ds_00017160-RA	VIT_208s0007g03930.1, VIT_208s0007g03930.2
OG0009595	Ds_00014893-RA	VIT_208s0032g00360.1, VIT_208s0032g00360.3, VIT_208s0032g00360.2
OG0009597	Ds_00011457-RA	VIT_211s0149g00130.3, VIT_211s0149g00130.2, VIT_211s0149g00130.1
OG0009598	Ds_00006061-RA	VIT_213s0101g00100.1
OG0009599	Ds_00001165-RA, Ds_00001164-RA	VIT_206s0004g07800.1, VIT_206s0004g05640.1
OG0009602	Ds_00005228-RA, Ds_00004127-RA	VIT_212s0142g00440.1
OG0009604	Ds_00001682-RA	VIT_219s0015g01680.1
OG0009608	Ds_00004282-RA	VIT_210s0003g04600.1
OG0009609	Ds_00007333-RA	VIT_208s0007g02820.1, VIT_208s0007g02820.4, VIT_208s0007g02820.3, VIT_208s0007g02820.2
OG0009611	Ds_00001811-RA, Ds_00010121-RA	VIT_219s0014g01550.1
OG0009612	Ds_00013065-RA	VIT_217s0000g07290.2, VIT_217s0000g07290.3, VIT_217s0000g07290.4, VIT_217s0000g07290.1
OG0009613	Ds_00012989-RA	VIT_206s0061g00510.1
OG0009615	Ds_00006214-RA	VIT_219s0027g00350.2, VIT_219s0027g00350.1
OG0009616	Ds_00012643-RA	VIT_208s0040g00300.3, VIT_208s0040g00300.2, VIT_208s0040g00300.1
OG0009617	Ds_00011833-RA, Ds_00011832-RA	VIT_208s0058g00610.1
OG0009618	Ds_00005149-RA	VIT_212s0142g00580.1
OG0009621	Ds_00008688-RA, Ds_00013857-RA	VIT_213s0067g02340.1, VIT_213s0067g02340.2
OG0009622	Ds_00003468-RA, Ds_00008621-RA	VIT_209s0002g08670.1, VIT_219s0027g01790.1
OG0009624	Ds_00007515-RA	VIT_206s0004g03880.1
OG0009625	Ds_00007003-RA	VIT_205s0077g00700.2, VIT_205s0077g00700.1
OG0009627	Ds_00005429-RA	VIT_200s2579g00010.1, VIT_200s2607g00010.1
OG0009628	Ds_00004283-RA	VIT_210s0003g04580.2, VIT_210s0003g04580.1
OG0009630	Ds_00000936-RA	VIT_201s0011g01710.3, VIT_201s0011g01710.4, VIT_201s0011g01710.2, VIT_201s0011g01710.5, VIT_201s0011g01710.1
OG0009631	Ds_00013149-RA	VIT_213s0067g02530.1
OG0009632	Ds_00008349-RA	VIT_206s0061g01510.1, VIT_215s0021g00610.1, VIT_215s0021g00610.3, VIT_215s0021g00610.2
OG0009633	Ds_00014559-RA	VIT_206s0061g00060.2, VIT_206s0061g00060.1
OG0009634	Ds_00013519-RA	VIT_202s0012g01580.1
OG0009635	Ds_00000376-RA	VIT_217s0000g02160.1, VIT_217s0000g02160.2
OG0009636	Ds_00013020-RA	VIT_203s0038g01960.1
OG0009637	Ds_00006871-RA, Ds_00001830-RA	VIT_219s0014g00330.1
OG0009638	Ds_00017135-RA	VIT_212s0059g02000.1
OG0009639	Ds_00005868-RA, Ds_00009986-RA	VIT_212s0028g01150.3, VIT_212s0028g01150.2, VIT_212s0028g01150.1, VIT_212s0028g01160.1
OG0009640	Ds_00012749-RA	VIT_210s0003g03080.1
OG0009641	Ds_00009313-RA	VIT_210s0042g00120.2, VIT_210s0042g00120.1
OG0009642	Ds_00016330-RA	VIT_212s0059g01730.1, VIT_219s0014g03220.1
OG0009643	Ds_00006124-RA	VIT_206s0004g07050.2, VIT_206s0004g07050.1
OG0009645	Ds_00009388-RA, Ds_00017752-RA	VIT_200s0494g00020.2
OG0009647	Ds_00016797-RA	VIT_206s0009g02340.1, VIT_212s0034g01530.1
OG0009648	Ds_00012985-RA	VIT_213s0019g00220.1
OG0009649	Ds_00017903-RA, Ds_00011501-RA, Ds_00005504-RA	VIT_215s0046g02440.1, VIT_210s0003g01200.1
OG0009650	Ds_00008343-RA	VIT_206s0061g01310.2, VIT_206s0061g01310.1
OG0009651	Ds_00002032-RA, Ds_00013697-RA	VIT_208s0007g04840.2, VIT_208s0007g04840.3, VIT_208s0007g04840.1
OG0009652	Ds_00012469-RA	VIT_213s0067g02950.1
OG0009653	Ds_00005223-RA	VIT_206s0004g03150.2, VIT_206s0004g03150.4, VIT_206s0004g03150.5, VIT_206s0004g03150.3, VIT_206s0004g03150.1
OG0009654	Ds_00000396-RA	VIT_216s0039g00320.1
OG0009656	Ds_00005511-RA	VIT_206s0004g00460.1
OG0009657	Ds_00008693-RA	VIT_213s0067g01470.1, VIT_213s0067g01470.2
OG0009658	Ds_00006019-RA	VIT_213s0019g05090.1, VIT_213s0019g05090.2
OG0009659	Ds_00009547-RA	VIT_212s0059g00550.3, VIT_212s0059g00550.2, VIT_212s0059g00550.1
OG0009660	Ds_00010782-RA	VIT_208s0007g00760.1
OG0009661	Ds_00004253-RA	VIT_210s0003g05840.1, VIT_210s0003g05840.2
OG0009663	Ds_00008778-RA	VIT_208s0040g01970.1
OG0009664	Ds_00013452-RA	VIT_213s0084g00810.1
OG0009665	Ds_00015201-RA	VIT_210s0597g00020.1
OG0009666	Ds_00015993-RA	VIT_208s0056g00580.2, VIT_208s0056g00580.1
OG0009668	Ds_00009200-RA	VIT_200s0184g00040.1
OG0009669	Ds_00017198-RA	VIT_210s0116g00330.1
OG0009670	Ds_00000818-RA	VIT_208s0007g08150.1, VIT_208s0007g08145.1
OG0009672	Ds_00014067-RA	VIT_219s0015g00600.1
OG0009673	Ds_00015598-RA	VIT_219s0085g01040.1, VIT_201s0010g00390.1
OG0009674	Ds_00001236-RA	VIT_211s0037g00300.2, VIT_211s0037g00300.1, VIT_211s0037g00300.3
OG0009675	Ds_00006086-RA	VIT_206s0004g00940.4, VIT_206s0004g00940.2, VIT_206s0004g00940.3, VIT_206s0004g00940.1
OG0009676	Ds_00000937-RA	VIT_201s0011g01830.5, VIT_201s0011g01830.1, VIT_201s0011g01830.2, VIT_201s0011g01830.3, VIT_201s0011g01830.4
OG0009677	Ds_00001168-RA	VIT_212s0028g03360.1, VIT_212s0028g03360.2
OG0009678	Ds_00014144-RA, Ds_00010899-RA, Ds_00010884-RA, Ds_00010885-RA	VIT_203s0017g02180.1
OG0009680	Ds_00014340-RA	VIT_206s0004g00190.2, VIT_206s0004g00190.1, VIT_206s0004g00190.3
OG0009681	Ds_00002010-RA	VIT_206s0004g02950.1
OG0009682	Ds_00012333-RA	VIT_207s0005g01400.1, VIT_207s0005g01400.3, VIT_207s0005g01400.2
OG0009683	Ds_00015705-RA	VIT_212s0028g03040.1
OG0009684	Ds_00017021-RA	VIT_211s0037g00340.1
OG0009686	Ds_00013685-RA	VIT_208s0007g04630.1
OG0009687	Ds_00009512-RA	VIT_212s0059g00710.1
OG0009688	Ds_00010949-RA	VIT_207s0191g00200.1
OG0009689	Ds_00009354-RA	VIT_208s0040g00100.2, VIT_208s0040g00100.5, VIT_208s0040g00100.4, VIT_208s0040g00100.1, VIT_208s0040g00100.3
OG0009690	Ds_00014337-RA, Ds_00005509-RA	VIT_206s0004g00040.1
OG0009691	Ds_00004070-RA	VIT_204s0023g00860.3, VIT_204s0023g00860.1
OG0009692	Ds_00011648-RA	VIT_215s0046g00790.1, VIT_215s0046g00820.1, VIT_215s0046g00900.1, VIT_215s0046g00920.1
OG0009693	Ds_00003072-RA	VIT_205s0020g03440.1, VIT_205s0020g03440.4, VIT_205s0020g03440.3, VIT_205s0020g03440.2
OG0009694	Ds_00008824-RA	VIT_218s0001g03830.1
OG0009695	Ds_00003185-RA	VIT_205s0049g00470.1, VIT_205s0049g00470.2
OG0009696	Ds_00000365-RA	VIT_218s0001g13120.1, VIT_206s0004g06180.1, VIT_206s0004g06200.1
OG0009699	Ds_00003134-RA	VIT_205s0029g01310.1, VIT_205s0029g01310.2
OG0009700	Ds_00006287-RA	VIT_214s0030g01370.1
OG0009702	Ds_00015048-RA	VIT_201s0011g04810.1
OG0009703	Ds_00003591-RA	VIT_215s0046g02040.2, VIT_215s0046g02040.3, VIT_215s0046g02040.1
OG0009704	Ds_00014485-RA	VIT_204s0023g03190.1
OG0009705	Ds_00017391-RA	VIT_201s0010g02470.1, VIT_201s0010g02470.2
OG0009706	Ds_00001808-RA	VIT_203s0063g00390.1
OG0009707	Ds_00002523-RA	VIT_218s0001g09960.1, VIT_218s0001g09960.2
OG0009708	Ds_00014504-RA	VIT_204s0023g02740.1
OG0009709	Ds_00005056-RA	VIT_205s0077g00190.1, VIT_205s0077g00300.1, VIT_205s0077g00810.1
OG0009710	Ds_00017438-RA	VIT_202s0025g01620.1
OG0009711	Ds_00013093-RA	VIT_205s0020g00810.2, VIT_205s0020g00810.3, VIT_205s0020g00810.1
OG0009712	Ds_00009325-RA	VIT_205s0020g01130.1, VIT_205s0020g01130.2, VIT_205s0020g01130.5, VIT_205s0020g01130.4, VIT_205s0020g01130.3
OG0009714	Ds_00014138-RA	VIT_218s0157g00200.1, VIT_218s0157g00200.2
OG0009715	Ds_00006551-RA	VIT_207s0005g04860.2, VIT_207s0005g04860.3, VIT_207s0005g04860.1
OG0009716	Ds_00002907-RA	VIT_218s0072g01050.1
OG0009717	Ds_00016555-RA	VIT_218s0001g14240.1, VIT_204s0023g03340.1, VIT_218s0001g14240.2, VIT_204s0023g03340.2
OG0009718	Ds_00010732-RA	VIT_201s0010g02170.1, VIT_201s0010g02170.2
OG0009719	Ds_00012592-RA, Ds_00005637-RA	VIT_216s0098g01780.1
OG0009720	Ds_00007426-RA	VIT_204s0069g01100.1
OG0009721	Ds_00012342-RA	VIT_207s0005g01510.1
OG0009722	Ds_00005403-RA	VIT_218s0001g11830.1, VIT_204s0023g01100.1
OG0009723	Ds_00010824-RA	VIT_202s0025g03240.1
OG0009725	Ds_00008078-RA	VIT_214s0068g01290.1
OG0009726	Ds_00001101-RA	VIT_207s0151g00790.1, VIT_207s0151g00790.2
OG0009727	Ds_00003154-RA	VIT_205s0020g03820.1
OG0009729	Ds_00007913-RA	VIT_218s0001g10720.1, VIT_218s0001g10720.3
OG0009730	Ds_00001899-RA	VIT_214s0068g02200.1, VIT_214s0068g02200.3, VIT_214s0068g02200.4, VIT_214s0068g02200.2
OG0009731	Ds_00013668-RA	VIT_218s0001g04140.1
OG0009732	Ds_00014528-RA	VIT_207s0005g02600.1, VIT_207s0005g02600.3, VIT_207s0005g02600.4, VIT_207s0005g02600.2
OG0009733	Ds_00007780-RA	VIT_207s0151g00750.1
OG0009735	Ds_00014794-RA	VIT_211s0016g04360.1
OG0009736	Ds_00001458-RA	VIT_204s0023g03130.1
OG0009737	Ds_00005013-RA	VIT_205s0020g00480.7, VIT_205s0020g00480.1, VIT_205s0020g00480.5, VIT_205s0020g00480.2, VIT_205s0020g00480.8, VIT_205s0020g00480.3, VIT_205s0020g00480.6, VIT_205s0020g00480.4
OG0009738	Ds_00003107-RA	VIT_205s0020g02410.1
OG0009739	Ds_00005104-RA	VIT_205s0049g01350.1, VIT_205s0049g01350.2
OG0009740	Ds_00001567-RA	VIT_215s0021g02180.1
OG0009741	Ds_00010017-RA	VIT_212s0057g01400.1, VIT_212s0057g01400.3, VIT_212s0057g01400.2
OG0009742	Ds_00001932-RA	VIT_212s0034g01170.1, VIT_212s0034g01170.3, VIT_212s0034g01170.2
OG0009743	Ds_00008901-RA	VIT_203s0038g00910.1, VIT_203s0038g00910.2, VIT_216s0022g00546.1
OG0009745	Ds_00016344-RA	VIT_218s0001g05960.1
OG0009746	Ds_00017298-RA, Ds_00017299-RA	VIT_218s0001g05630.1
OG0009747	Ds_00017043-RA	VIT_203s0180g00100.1
OG0009748	Ds_00002560-RA	VIT_218s0001g13900.3, VIT_218s0001g13900.5, VIT_218s0001g13900.4, VIT_218s0001g13900.1, VIT_218s0001g13900.2
OG0009749	Ds_00000025-RA	VIT_203s0038g01810.1, VIT_203s0038g01810.2
OG0009750	Ds_00011282-RA	VIT_203s0038g04320.2, VIT_203s0038g04320.1
OG0009751	Ds_00010728-RA	VIT_201s0010g02280.1
OG0009752	Ds_00017389-RA	VIT_201s0010g02410.1
OG0009753	Ds_00001355-RA, Ds_00010240-RA	VIT_202s0154g00480.1, VIT_202s0154g00490.1, VIT_216s0022g00510.1
OG0009754	Ds_00000583-RA	VIT_218s0001g08260.1, VIT_218s0001g08260.2
OG0009755	Ds_00007861-RA	VIT_218s0001g12640.1, VIT_218s0001g12640.4, VIT_218s0001g12640.3, VIT_218s0001g12640.5, VIT_218s0001g12640.6, VIT_218s0001g12640.2
OG0009756	Ds_00001315-RA, Ds_00007337-RA	VIT_216s0039g01690.2, VIT_200s0214g00020.1, VIT_216s0039g01690.1
OG0009757	Ds_00001849-RA	VIT_214s0068g01020.2, VIT_214s0068g01020.3, VIT_214s0068g01020.1
OG0009758	Ds_00017395-RA	VIT_201s0010g02750.1, VIT_201s0010g02750.2, VIT_201s0010g02750.5, VIT_201s0010g02750.4, VIT_201s0010g02750.3
OG0009759	Ds_00017084-RA, Ds_00010723-RA	VIT_201s0137g00290.2, VIT_201s0137g00290.5
OG0009760	Ds_00007268-RA, Ds_00005466-RA	VIT_218s0117g00320.1
OG0009761	Ds_00011957-RA	VIT_218s0122g00050.1
OG0009762	Ds_00004603-RA	VIT_215s0046g03700.1, VIT_215s0046g03700.2
OG0009763	Ds_00014455-RA	VIT_207s0005g04110.1
OG0009764	Ds_00004303-RA	VIT_201s0150g00130.2, VIT_201s0150g00130.3, VIT_201s0150g00130.1
OG0009765	Ds_00006132-RA	VIT_207s0031g03050.1, VIT_207s0031g03050.3, VIT_207s0031g03050.2
OG0009766	Ds_00003878-RA, Ds_00006324-RA	VIT_214s0060g02650.1
OG0009767	Ds_00011943-RA	VIT_218s0082g00216.1, VIT_213s0073g00180.1, VIT_218s0001g06720.1
OG0009768	Ds_00001087-RA	VIT_200s0179g00190.1, VIT_210s0003g02395.1
OG0009769	Ds_00004230-RA	VIT_204s0008g05710.1
OG0009771	Ds_00004758-RA	VIT_219s0014g00030.1
OG0009773	Ds_00003794-RA	VIT_204s0044g01100.1
OG0009774	Ds_00013458-RA, Ds_00013457-RA, Ds_00015397-RA	VIT_218s0001g05770.1
OG0009775	Ds_00004297-RA	VIT_201s0244g00160.2, VIT_201s0244g00160.1
OG0009776	Ds_00004661-RA	VIT_205s0020g03350.1
OG0009777	Ds_00013203-RA	VIT_204s0023g02630.2, VIT_204s0023g02630.1, VIT_204s0023g02630.4, VIT_204s0023g02630.3
OG0009778	Ds_00006176-RA	VIT_214s0030g01840.1
OG0009780	Ds_00011980-RA	VIT_218s0122g01370.1, VIT_218s0122g01370.3, VIT_218s0122g01370.2
OG0009781	Ds_00008048-RA, Ds_00006107-RA	VIT_207s0104g01330.1, VIT_207s0104g01330.2
OG0009784	Ds_00006413-RA	VIT_205s0020g04910.1, VIT_205s0020g04910.2
OG0009785	Ds_00016145-RA	VIT_218s0001g03350.3, VIT_218s0001g03350.4, VIT_218s0001g03350.2, VIT_218s0001g03350.1
OG0009786	Ds_00011978-RA	VIT_218s0001g00050.1
OG0009787	Ds_00000634-RA	VIT_209s0018g00400.1, VIT_209s0018g00400.3, VIT_209s0018g00400.2
OG0009788	Ds_00010745-RA	VIT_201s0010g02690.1, VIT_201s0010g02690.3, VIT_201s0010g02690.4, VIT_201s0010g02690.2
OG0009789	Ds_00010454-RA	VIT_213s0067g03720.1
OG0009790	Ds_00013647-RA	VIT_218s0072g01130.1, VIT_218s0072g01130.2
OG0009791	Ds_00014690-RA	VIT_207s0005g04590.1
OG0009792	Ds_00010427-RA	VIT_212s0034g02230.1
OG0009793	Ds_00005937-RA	VIT_217s0000g05230.1
OG0009794	Ds_00013598-RA	VIT_214s0108g01340.1
OG0009795	Ds_00008456-RA	VIT_201s0011g04560.1, VIT_214s0006g02080.1
OG0009796	Ds_00008656-RA	VIT_216s0039g02160.1
OG0009797	Ds_00002301-RA	VIT_217s0053g00140.1
OG0009798	Ds_00010633-RA	VIT_217s0000g04900.1
OG0009799	Ds_00007083-RA	VIT_217s0000g00900.1
OG0009800	Ds_00006576-RA	VIT_217s0000g04890.1
OG0009801	Ds_00013027-RA	VIT_212s0178g00221.1, VIT_212s0178g00207.1
OG0009802	Ds_00004056-RA	VIT_204s0043g00770.1
OG0009803	Ds_00015833-RA	VIT_201s0026g01960.2, VIT_201s0026g01960.1, VIT_201s0026g01960.5, VIT_201s0026g01960.4, VIT_201s0026g01960.3
OG0009804	Ds_00008455-RA	VIT_201s0026g01710.1
OG0009806	Ds_00009991-RA	VIT_201s0010g01450.1
OG0009807	Ds_00012437-RA	VIT_217s0000g05780.1
OG0009808	Ds_00010546-RA	VIT_201s0113g00560.2, VIT_201s0113g00560.1, VIT_201s0113g00560.3
OG0009809	Ds_00012694-RA	VIT_201s0011g05970.1
OG0009810	Ds_00005909-RA	VIT_201s0011g04950.1
OG0009811	Ds_00013808-RA	VIT_201s0127g00450.2
OG0009812	Ds_00011131-RA	VIT_202s0012g02240.1
OG0009813	Ds_00011431-RA	VIT_214s0006g01470.2, VIT_214s0006g01470.1
OG0009814	Ds_00016129-RA	VIT_217s0000g02580.1, VIT_217s0000g02580.2
OG0009816	Ds_00000397-RA	VIT_216s0039g00350.1
OG0009817	Ds_00004899-RA	VIT_202s0012g00170.1
OG0009818	Ds_00008452-RA	VIT_201s0010g00520.4, VIT_201s0010g00520.3, VIT_201s0010g00520.1, VIT_201s0010g00520.2
OG0009819	Ds_00008050-RA	VIT_214s0068g01950.1
OG0009821	Ds_00009724-RA	VIT_217s0000g01390.1
OG0009822	Ds_00011042-RA	VIT_214s0006g01890.1
OG0009823	Ds_00012767-RA, Ds_00008488-RA	VIT_214s0083g00160.1
OG0009825	Ds_00012717-RA, Ds_00012714-RA	VIT_201s0011g06340.3, VIT_201s0011g06340.2, VIT_201s0011g06340.1
OG0009826	Ds_00005971-RA	VIT_201s0010g03610.3, VIT_201s0010g03610.2, VIT_201s0010g03610.1, VIT_201s0010g03610.4
OG0009827	Ds_00006690-RA	VIT_215s0021g01640.2, VIT_215s0021g01640.1
OG0009828	Ds_00008422-RA, Ds_00005330-RA	VIT_201s0010g00680.1
OG0009829	Ds_00010511-RA	VIT_201s0011g00540.2, VIT_201s0011g00540.1
OG0009831	Ds_00015825-RA	VIT_201s0026g01520.1
OG0009832	Ds_00012700-RA	VIT_201s0011g05765.3, VIT_201s0011g05765.2, VIT_201s0011g05765.1
OG0009833	Ds_00008983-RA	VIT_201s0026g01000.3, VIT_201s0026g01000.4, VIT_201s0026g01000.2, VIT_201s0026g01000.1, VIT_201s0026g01000.6, VIT_201s0026g01000.5
OG0009834	Ds_00005901-RA	VIT_201s0011g04770.1
OG0009835	Ds_00012089-RA, Ds_00008489-RA	VIT_214s0083g00180.1, VIT_214s0083g00180.3, VIT_214s0083g00180.2
OG0009836	Ds_00005136-RA	VIT_200s1665g00010.2, VIT_200s1665g00010.1
OG0009837	Ds_00015457-RA	VIT_201s0026g00040.1
OG0009838	Ds_00015298-RA	VIT_203s0017g01790.1
OG0009839	Ds_00010552-RA	VIT_200s0261g00040.1
OG0009840	Ds_00008356-RA	VIT_202s0234g00100.1
OG0009841	Ds_00005335-RA	VIT_217s0000g06710.1
OG0009842	Ds_00004331-RA	VIT_201s0026g01470.1
OG0009843	Ds_00010541-RA	VIT_201s0113g00470.1
OG0009844	Ds_00017173-RA	VIT_217s0000g02140.1, VIT_217s0000g02140.2, VIT_217s0000g02140.3
OG0009845	Ds_00009129-RA	VIT_201s0011g00290.3, VIT_201s0011g00290.2, VIT_201s0011g00290.1, VIT_201s0011g00290.5, VIT_201s0011g00290.4
OG0009847	Ds_00004852-RA	VIT_202s0033g01340.2, VIT_202s0033g01340.1
OG0009848	Ds_00011138-RA	VIT_202s0109g00380.2, VIT_202s0109g00380.1
OG0009849	Ds_00004178-RA	VIT_201s0011g02170.1
OG0009850	Ds_00001376-RA	VIT_215s0021g01860.1, VIT_200s0299g00110.1
OG0009851	Ds_00010532-RA	VIT_214s0108g01300.1, VIT_201s0011g00270.1
OG0009853	Ds_00004837-RA	VIT_202s0033g01350.1, VIT_202s0033g01350.2, VIT_202s0033g01350.3
OG0009854	Ds_00017165-RA	VIT_201s0011g06130.1, VIT_201s0011g06130.2
OG0009855	Ds_00002643-RA	VIT_210s0042g00960.1, VIT_210s0042g00960.2
OG0009856	Ds_00011429-RA	VIT_217s0000g05390.1
OG0009858	Ds_00004418-RA	VIT_200s0194g00020.1, VIT_200s0194g00020.2
OG0009859	Ds_00000394-RA, Ds_00000163-RA	VIT_216s0039g00220.1
OG0009861	Ds_00015815-RA	VIT_201s0026g01040.1
OG0009862	Ds_00016274-RA	VIT_217s0000g08020.4, VIT_217s0000g08020.5, VIT_217s0000g08020.1, VIT_217s0000g08020.2, VIT_217s0000g08020.3
OG0009863	Ds_00008575-RA	VIT_201s0011g03620.1, VIT_201s0011g03620.3, VIT_201s0011g03620.2
OG0009864	Ds_00004785-RA	VIT_201s0146g00110.1
OG0009865	Ds_00001880-RA	VIT_218s0072g00970.1
OG0009866	Ds_00006123-RA	VIT_213s0175g00180.1, VIT_204s0079g00840.1, VIT_204s0079g00840.3, VIT_204s0079g00840.4, VIT_204s0079g00840.2, VIT_213s0175g00180.2
OG0009867	Ds_00008583-RA	VIT_201s0011g03450.1
OG0009868	Ds_00005323-RA	VIT_208s0007g09040.1
OG0009869	Ds_00001668-RA	VIT_201s0137g00060.4, VIT_201s0137g00060.1, VIT_201s0137g00060.2, VIT_201s0137g00060.3
OG0009870	Ds_00008169-RA	VIT_218s0001g06370.1
OG0009871	Ds_00006242-RA	VIT_204s0079g00650.4, VIT_204s0079g00650.3, VIT_204s0079g00650.2, VIT_204s0079g00650.1
OG0009872	Ds_00016130-RA	VIT_217s0000g02600.1
OG0009873	Ds_00000453-RA	VIT_213s0084g00370.1, VIT_213s0084g00520.1, VIT_213s0084g00440.1
OG0009874	Ds_00002650-RA	VIT_210s0071g00310.1
OG0009875	Ds_00010560-RA	VIT_201s0010g03740.1
OG0009876	Ds_00007008-RA	VIT_216s0039g00240.1
OG0009877	Ds_00006899-RA	VIT_214s0108g00130.1
OG0009878	Ds_00017266-RA	VIT_214s0006g00960.1, VIT_214s0006g00990.1
OG0009880	Ds_00000890-RA	VIT_217s0000g05350.1, VIT_217s0000g05350.2, VIT_217s0000g05350.3
OG0009881	Ds_00011057-RA	VIT_214s0006g01880.1, VIT_214s0006g01880.2
OG0009882	Ds_00013169-RA	VIT_214s0108g00580.1, VIT_214s0108g00580.2
OG0009883	Ds_00008482-RA	VIT_214s0006g03200.1
OG0009884	Ds_00007658-RA	VIT_216s0039g01910.1, VIT_216s0039g01910.3, VIT_216s0039g01910.2, VIT_216s0039g01910.4, VIT_216s0039g01940.1
OG0009885	Ds_00001234-RA	VIT_212s0028g01330.4, VIT_212s0028g01330.2, VIT_212s0028g01330.3, VIT_212s0028g01330.5, VIT_212s0028g01330.1
OG0009889	Ds_00004235-RA	VIT_204s0008g05510.2, VIT_204s0008g05510.3, VIT_204s0008g05510.1
OG0009893	Ds_00011242-RA	VIT_205s0136g00100.1, VIT_200s0225g00040.1
OG0009893	Ds_00016760-RA	VIT_200s0332g00010.1
OG0009897	Ds_00016487-RA	VIT_215s0046g03720.1, VIT_215s0046g03720.2
OG0009899	Ds_00002681-RA	VIT_208s0007g06510.2, VIT_208s0007g06510.1, VIT_208s0007g06510.4, VIT_208s0007g06510.5
OG0009900	Ds_00011810-RA	VIT_207s0104g01010.1, VIT_207s0104g01010.2
OG0009902	Ds_00015112-RA	VIT_208s0007g05230.1
OG0009904	Ds_00015891-RA	VIT_200s0203g00180.1, VIT_200s0203g00180.2, VIT_200s0203g00180.3
OG0009905	Ds_00000420-RA	VIT_209s0018g01820.1
OG0009906	Ds_00009439-RA, Ds_00008193-RA	VIT_207s0031g00050.1, VIT_207s0031g00050.2
OG0009909	Ds_00006974-RA	VIT_207s0130g00060.3, VIT_207s0130g00060.1, VIT_207s0130g00060.2
