Orthogroup	D_spatulata.proteins	G_max.proteins
OG0012327	Ds_00008391-RA	GmISU01.18G181700.1.p, GmISU01.09G212300.1.p
OG0012329	Ds_00011882-RA	GmISU01.03G118700.1.p
OG0012330	Ds_00006069-RA	GmISU01.03G080600.1.p
OG0012331	Ds_00011955-RA	GmISU01.01G064200.1.p, GmISU01.01G064200.2.p
OG0012332	Ds_00006139-RA	GmISU01.12G042600.1.p
OG0012334	Ds_00011791-RA	GmISU01.02G139600.1.p, GmISU01.10G017900.1.p
OG0012336	Ds_00011328-RA	GmISU01.05G053500.1.p
OG0012337	Ds_00012829-RA	GmISU01.05G151700.1.p
OG0012340	Ds_00000201-RA	GmISU01.01G003000.1.p, GmISU01.07G113200.1.p
OG0012342	Ds_00016723-RA, Ds_00016719-RA	GmISU01.11G081300.1.p, GmISU01.11G081300.2.p, GmISU01.01G119000.1.p
OG0012344	Ds_00013762-RA	GmISU01.20G206100.1.p
OG0012345	Ds_00013770-RA	GmISU01.06G158600.1.p, GmISU01.04G155400.1.p, GmISU01.05G041700.1.p, GmISU01.17G117600.1.p
OG0012348	Ds_00017866-RA	GmISU01.06G017500.1.p, GmISU01.04G018800.1.p
OG0012350	Ds_00014971-RA, Ds_00014332-RA	GmISU01.13G099900.1.p
OG0012351	Ds_00007948-RA	GmISU01.04G083400.1.p
OG0012352	Ds_00014346-RA	GmISU01.02G188300.3.p, GmISU01.02G188300.2.p
OG0012356	Ds_00002884-RA	GmISU01.12G002300.1.p
OG0012358	Ds_00008829-RA	GmISU01.06G095600.1.p, GmISU01.04G093300.1.p
OG0012359	Ds_00013394-RA	GmISU01.09G162200.1.p, GmISU01.01G019000.2.p
OG0012360	Ds_00005383-RA	GmISU01.11G052200.1.p
OG0012361	Ds_00014552-RA	GmISU01.03G126300.1.p
OG0012362	Ds_00008192-RA	GmISU01.10G223300.1.p, GmISU01.20G094600.1.p
OG0012363	Ds_00004687-RA	GmISU01.03G130400.1.p, GmISU01.19G134300.1.p
OG0012366	Ds_00004376-RA	GmISU01.15G118000.1.p, GmISU01.09G020100.1.p, GmISU01.09G020100.2.p
OG0012368	Ds_00007830-RA	GmISU01.16G048700.1.p
OG0012369	Ds_00000992-RA	GmISU01.19G133900.1.p, GmISU01.19G133900.2.p, GmISU01.03G130000.3.p, GmISU01.03G130000.1.p
OG0012370	Ds_00008055-RA	GmISU01.16G050600.1.p
OG0012371	Ds_00018024-RA	GmISU01.04G156200.1.p, GmISU01.06G157900.1.p
OG0012372	Ds_00008038-RA	GmISU01.08G324700.1.p, GmISU01.18G239400.1.p
OG0012374	Ds_00004671-RA	GmISU01.09G040200.1.p, GmISU01.15G137800.1.p, GmISU01.17G024900.1.p, GmISU01.07G208900.1.p
OG0012375	Ds_00014416-RA	GmISU01.13G092400.2.p, GmISU01.13G092400.1.p, GmISU01.10G031200.1.p
OG0012377	Ds_00017536-RA	GmISU01.13G232400.1.p
OG0012380	Ds_00011418-RA	GmISU01.06G169200.1.p, GmISU01.04G145000.1.p
OG0012381	Ds_00011420-RA	GmISU01.05G030700.1.p
OG0012382	Ds_00016550-RA	GmISU01.05G205000.1.p, GmISU01.08G042300.1.p, GmISU01.08G042300.2.p
OG0012383	Ds_00013971-RA	GmISU01.08G276100.1.p, GmISU01.18G091000.1.p
OG0012384	Ds_00004909-RA	GmISU01.17G141100.1.p, GmISU01.05G091700.1.p
OG0012386	Ds_00013141-RA	GmISU01.05G090900.1.p, GmISU01.17G142100.1.p
OG0012387	Ds_00017887-RA	GmISU01.04G198100.1.p, GmISU01.06G111900.1.p
OG0012388	Ds_00017942-RA	GmISU01.08G222500.1.p
OG0012389	Ds_00010709-RA	GmISU01.18G012700.1.p
OG0012390	Ds_00017686-RA	GmISU01.19G029200.1.p
OG0012393	Ds_00010534-RA	GmISU01.02G100700.1.p
OG0012394	Ds_00008143-RA, Ds_00002590-RA	GmISU01.07G194800.1.p
OG0012395	Ds_00006727-RA	GmISU01.02G201700.4.p, GmISU01.02G201700.1.p
OG0012396	Ds_00010152-RA	GmISU01.07G016900.1.p, GmISU01.08G189900.1.p
OG0012397	Ds_00008445-RA	GmISU01.07G040000.1.p
OG0012398	Ds_00000395-RA	GmISU01.10G141100.1.p, GmISU01.20G175700.1.p
OG0012399	Ds_00000171-RA	GmISU01.07G084300.1.p
OG0012400	Ds_00012696-RA	GmISU01.17G091300.2.p
OG0012401	Ds_00004328-RA	GmISU01.02G021350.2.p, GmISU01.02G021350.1.p, GmISU01.01G037700.1.p
OG0012402	Ds_00013656-RA	GmISU01.16G129600.1.p, GmISU01.02G067700.2.p, GmISU01.02G067700.1.p
OG0012403	Ds_00006717-RA	GmISU01.18G237200.1.p
OG0012404	Ds_00013797-RA	GmISU01.04G149300.1.p, GmISU01.04G149300.2.p
OG0012405	Ds_00008419-RA	GmISU01.13G093900.2.p
OG0012406	Ds_00008651-RA	GmISU01.01G186900.1.p, GmISU01.11G010200.1.p
OG0012407	Ds_00000142-RA	GmISU01.07G094800.1.p
OG0012408	Ds_00017136-RA	GmISU01.17G094500.1.p, GmISU01.05G021800.1.p
OG0012409	Ds_00011389-RA	GmISU01.05G036200.1.p, GmISU01.17G079800.1.p
OG0012410	Ds_00009277-RA	GmISU01.19G038200.1.p
OG0012412	Ds_00010823-RA	GmISU01.09G192100.1.p, GmISU01.12G002100.1.p
OG0012413	Ds_00006505-RA	GmISU01.08G239900.1.p, GmISU01.01G065700.1.p
OG0012414	Ds_00010582-RA	GmISU01.02G094700.1.p, GmISU01.01G041800.1.p
OG0012417	Ds_00003309-RA	GmISU01.16G075300.1.p
OG0012418	Ds_00008117-RA	GmISU01.01G160200.1.p, GmISU01.11G037500.1.p
OG0012420	Ds_00008853-RA	GmISU01.12G000700.1.p, GmISU01.08G219900.1.p
OG0012421	Ds_00005558-RA, Ds_00005559-RA	GmISU01.12G015200.1.p
OG0012422	Ds_00008535-RA	GmISU01.20G012400.1.p, GmISU01.07G185400.1.p
OG0012423	Ds_00014125-RA	GmISU01.17G072300.1.p, GmISU01.05G018500.1.p
OG0012425	Ds_00005313-RA	GmISU01.13G071700.1.p, GmISU01.17G055900.1.p
OG0012427	Ds_00009031-RA	GmISU01.01G028900.1.p, GmISU01.02G031100.1.p
OG0012428	Ds_00001453-RA	GmISU01.10G222300.1.p, GmISU01.20G095600.1.p
OG0012431	Ds_00011046-RA	GmISU01.19G028400.2.p, GmISU01.13G033100.1.p
OG0012432	Ds_00013810-RA	GmISU01.10G130400.2.p, GmISU01.20G184000.3.p, GmISU01.20G184000.1.p
OG0012433	Ds_00002013-RA	GmISU01.18G207900.1.p, GmISU01.08G224100.1.p
OG0012438	Ds_00006603-RA	GmISU01.14G056700.1.p, GmISU01.02G217200.1.p
OG0012441	Ds_00008232-RA	GmISU01.15G162300.1.p
OG0012443	Ds_00013494-RA	GmISU01.08G229400.1.p, GmISU01.18G215100.1.p
OG0012449	Ds_00006821-RA	GmISU01.09G225700.1.p
OG0012451	Ds_00012822-RA	GmISU01.18G194200.1.p, GmISU01.09G200700.1.p
OG0012452	Ds_00002542-RA	GmISU01.14G082900.1.p, GmISU01.04G041900.1.p, GmISU01.06G041100.2.p
OG0012454	Ds_00002868-RA	GmISU01.07G047900.1.p
OG0012460	Ds_00008540-RA	GmISU01.09G096600.1.p
OG0012461	Ds_00016393-RA, Ds_00016397-RA	GmISU01.17G170400.1.p
OG0012462	Ds_00013507-RA	GmISU01.09G167400.1.p, GmISU01.01G014000.1.p
OG0012481	Ds_00010702-RA	GmISU01.01G023700.1.p, GmISU01.02G036100.1.p, GmISU01.08G252700.1.p
OG0012489	Ds_00015542-RA	GmISU01.03G056600.1.p, GmISU01.03G056600.2.p
OG0012492	Ds_00009381-RA, Ds_00012052-RA	GmISU01.10G200100.2.p, GmISU01.20G120250.4.p, GmISU01.20G120250.3.p, GmISU01.20G120250.2.p, GmISU01.20G120250.1.p, GmISU01.10G200100.1.p
OG0012569	Ds_00009838-RA	GmISU01.18G230400.1.p
OG0012575	Ds_00004809-RA	GmISU01.09G183100.1.p, GmISU01.12G011200.1.p
OG0012581	Ds_00000076-RA	GmISU01.08G085500.1.p, GmISU01.08G085500.2.p
OG0012583	Ds_00004557-RA	GmISU01.18G191800.1.p
OG0012585	Ds_00006376-RA	GmISU01.11G007200.1.p
OG0012586	Ds_00017324-RA	GmISU01.09G206200.1.p, GmISU01.18G187600.1.p
OG0012589	Ds_00002296-RA	GmISU01.10G022900.1.p
OG0012590	Ds_00017090-RA	GmISU01.18G116700.1.p, GmISU01.03G061500.1.p
OG0012591	Ds_00018098-RA	GmISU01.17G164100.1.p
OG0012595	Ds_00011741-RA	GmISU01.18G085700.1.p, GmISU01.08G280200.1.p
OG0012596	Ds_00005096-RA	GmISU01.10G004600.1.p
OG0012597	Ds_00003650-RA	GmISU01.03G195800.1.p
OG0012598	Ds_00006120-RA, Ds_00015772-RA	GmISU01.04G107200.1.p, GmISU01.06G265800.1.p
OG0012599	Ds_00000323-RA	GmISU01.06G006700.1.p, GmISU01.04G007500.1.p
OG0012602	Ds_00002482-RA	GmISU01.01G195700.1.p, GmISU01.11G005100.1.p
OG0012605	Ds_00008000-RA	GmISU01.02G099500.1.p, GmISU01.01G046400.1.p
OG0012607	Ds_00013712-RA	GmISU01.13G114200.1.p
OG0012610	Ds_00010320-RA	GmISU01.10G043500.1.p, GmISU01.03G137800.1.p
OG0012612	Ds_00014652-RA	GmISU01.12G046900.1.p, GmISU01.11G116200.1.p
OG0012613	Ds_00000939-RA	GmISU01.15G095600.1.p
OG0012615	Ds_00013186-RA	GmISU01.06G267300.1.p
OG0012616	Ds_00005015-RA	GmISU01.08G080300.1.p
OG0012618	Ds_00016695-RA	GmISU01.11G117000.1.p, GmISU01.12G047800.1.p
OG0012619	Ds_00006831-RA	GmISU01.09G228900.1.p, GmISU01.18G161500.1.p
OG0012620	Ds_00002089-RA	GmISU01.10G065500.2.p
OG0012624	Ds_00013024-RA	GmISU01.11G090000.1.p
OG0012626	Ds_00001610-RA	GmISU01.06G084800.1.p, GmISU01.06G084800.5.p
OG0012631	Ds_00016595-RA	GmISU01.09G151200.1.p, GmISU01.07G078500.1.p
OG0012634	Ds_00005463-RA	GmISU01.10G180900.1.p, GmISU01.20G136700.1.p
OG0012635	Ds_00017834-RA	GmISU01.05G181700.2.p, GmISU01.05G181700.3.p, GmISU01.08G018300.1.p
OG0012636	Ds_00010922-RA	GmISU01.06G140800.1.p
OG0012638	Ds_00002255-RA	GmISU01.04G200500.1.p
OG0012639	Ds_00007398-RA	GmISU01.12G131000.1.p
OG0012640	Ds_00012537-RA	GmISU01.04G186100.1.p
OG0012641	Ds_00010967-RA	GmISU01.18G015800.1.p
OG0012643	Ds_00010607-RA, Ds_00002259-RA, Ds_00002260-RA	GmISU01.10G189100.1.p
OG0012647	Ds_00000082-RA	GmISU01.11G089300.1.p
OG0012649	Ds_00008211-RA	GmISU01.12G020900.1.p, GmISU01.11G088600.1.p
OG0012653	Ds_00005359-RA	GmISU01.04G200300.1.p, GmISU01.06G109600.1.p
OG0012654	Ds_00009795-RA	GmISU01.04G031700.1.p, GmISU01.04G031700.2.p, GmISU01.06G030800.1.p
OG0012655	Ds_00000528-RA	GmISU01.11G055100.2.p, GmISU01.01G144000.1.p
OG0012656	Ds_00011419-RA	GmISU01.19G120700.1.p, GmISU01.03G116400.1.p
OG0012659	Ds_00011852-RA	GmISU01.13G291900.1.p, GmISU01.13G291900.3.p, GmISU01.13G291900.4.p
OG0012660	Ds_00001310-RA	GmISU01.05G096900.2.p
OG0012661	Ds_00011962-RA	GmISU01.07G189200.1.p, GmISU01.20G018100.1.p
OG0012662	Ds_00001484-RA	GmISU01.17G145600.1.p, GmISU01.05G087700.1.p
OG0012665	Ds_00013412-RA	GmISU01.08G132800.2.p, GmISU01.05G156300.1.p, GmISU01.05G156300.4.p
OG0012666	Ds_00008210-RA	GmISU01.04G001100.1.p
OG0012667	Ds_00010602-RA	GmISU01.16G131900.1.p
OG0012669	Ds_00011827-RA	GmISU01.15G078600.1.p, GmISU01.13G195600.1.p
OG0012671	Ds_00011898-RA	GmISU01.11G077250.1.p, GmISU01.01G122700.1.p
OG0012672	Ds_00017715-RA	GmISU01.18G165300.1.p, GmISU01.09G226500.1.p
OG0012673	Ds_00013617-RA	GmISU01.13G323600.1.p
OG0012674	Ds_00012750-RA	GmISU01.15G168300.1.p, GmISU01.09G071700.1.p
OG0012675	Ds_00015199-RA	GmISU01.13G150600.1.p, GmISU01.07G165900.2.p, GmISU01.07G165900.1.p
OG0012676	Ds_00014915-RA	GmISU01.12G180600.1.p, GmISU01.13G248600.1.p
OG0012683	Ds_00008870-RA	GmISU01.08G162200.2.p
OG0012688	Ds_00012896-RA	GmISU01.15G068300.1.p, GmISU01.13G207300.1.p
OG0012690	Ds_00004931-RA	GmISU01.14G010500.1.p, GmISU01.02G261500.1.p
OG0012693	Ds_00015906-RA	GmISU01.08G056800.1.p, GmISU01.07G156900.1.p
OG0012694	Ds_00017727-RA	GmISU01.16G066800.1.p, GmISU01.16G089200.1.p
OG0012697	Ds_00011510-RA	GmISU01.15G075500.1.p, GmISU01.13G198700.1.p
OG0012699	Ds_00010247-RA	GmISU01.01G161100.1.p
OG0012700	Ds_00001835-RA	GmISU01.08G218400.1.p
OG0012701	Ds_00000643-RA	GmISU01.15G003600.1.p
OG0012705	Ds_00009857-RA	GmISU01.02G172200.1.p
OG0012706	Ds_00000227-RA	GmISU01.08G031000.1.p
OG0012707	Ds_00007967-RA	GmISU01.13G068200.1.p, GmISU01.17G059600.1.p
OG0012708	Ds_00008384-RA	GmISU01.09G211500.1.p, GmISU01.18G183000.1.p
OG0012711	Ds_00002292-RA	GmISU01.07G019800.1.p, GmISU01.08G204300.1.p
OG0012712	Ds_00012000-RA	GmISU01.16G174000.1.p
OG0012713	Ds_00003385-RA	GmISU01.07G114700.1.p
OG0012714	Ds_00007399-RA	GmISU01.01G114300.1.p, GmISU01.09G174700.1.p
OG0012719	Ds_00007315-RA	GmISU01.04G075100.1.p, GmISU01.06G076500.1.p
OG0012720	Ds_00009862-RA	GmISU01.04G125600.6.p, GmISU01.04G125600.5.p
OG0012725	Ds_00013891-RA	GmISU01.14G062100.1.p
OG0012726	Ds_00015878-RA	GmISU01.16G150900.1.p, GmISU01.09G105000.1.p
OG0012729	Ds_00002338-RA	GmISU01.07G038950.1.p, GmISU01.16G009100.2.p, GmISU01.16G009100.1.p
OG0012730	Ds_00012353-RA	GmISU01.02G008900.1.p
OG0012731	Ds_00012043-RA	GmISU01.10G199400.1.p, GmISU01.20G121000.1.p
OG0012733	Ds_00007921-RA	GmISU01.17G052500.1.p, GmISU01.13G074700.1.p
OG0012734	Ds_00004724-RA	GmISU01.01G084500.1.p
OG0012735	Ds_00014569-RA	GmISU01.08G016200.1.p, GmISU01.05G179600.1.p, GmISU01.01G180300.1.p, GmISU01.11G019700.1.p
OG0012737	Ds_00000672-RA	GmISU01.15G008600.1.p, GmISU01.13G322300.1.p
OG0012738	Ds_00005954-RA, Ds_00005955-RA	GmISU01.08G206900.1.p
OG0012739	Ds_00014272-RA	GmISU01.06G067200.1.p, GmISU01.04G066500.1.p
OG0012740	Ds_00015086-RA	GmISU01.08G053500.2.p, GmISU01.08G053500.1.p, GmISU01.07G160400.1.p
OG0012742	Ds_00016454-RA	GmISU01.17G065400.1.p
OG0012743	Ds_00003362-RA	GmISU01.04G048200.1.p, GmISU01.06G047100.1.p
OG0012745	Ds_00007452-RA, Ds_00007444-RA	GmISU01.01G195400.1.p
OG0012746	Ds_00008810-RA, Ds_00008809-RA	GmISU01.03G019000.1.p, GmISU01.01G109600.1.p
OG0012749	Ds_00002319-RA	GmISU01.16G011200.1.p, GmISU01.07G041450.1.p
OG0012750	Ds_00006090-RA	GmISU01.11G093700.1.p
OG0012751	Ds_00004968-RA	GmISU01.05G195600.1.p, GmISU01.08G033300.1.p
OG0012752	Ds_00013471-RA	GmISU01.05G051700.1.p, GmISU01.17G127400.1.p
OG0012753	Ds_00007217-RA	GmISU01.09G078100.1.p, GmISU01.15G173400.1.p
OG0012754	Ds_00007633-RA	GmISU01.15G023700.1.p, GmISU01.13G308050.1.p
OG0012757	Ds_00008914-RA	GmISU01.10G220500.2.p
OG0012761	Ds_00007445-RA	GmISU01.18G127200.1.p, GmISU01.08G311700.1.p
OG0012762	Ds_00008759-RA	GmISU01.13G113400.1.p
OG0012763	Ds_00007043-RA	GmISU01.20G050700.2.p, GmISU01.10G097100.1.p
OG0012764	Ds_00013109-RA	GmISU01.01G084700.1.p, GmISU01.03G057800.1.p, GmISU01.03G057800.3.p
OG0012766	Ds_00006834-RA	GmISU01.09G229500.1.p
OG0012768	Ds_00001665-RA	GmISU01.03G139100.1.p, GmISU01.19G142100.1.p
OG0012770	Ds_00012292-RA	GmISU01.13G260800.1.p
OG0012772	Ds_00014535-RA	GmISU01.13G226300.1.p, GmISU01.15G202500.1.p
OG0012773	Ds_00004905-RA	GmISU01.01G085700.1.p, GmISU01.03G059200.1.p
OG0012774	Ds_00010727-RA	GmISU01.20G061300.1.p
OG0012775	Ds_00010826-RA	GmISU01.08G303500.1.p
OG0012776	Ds_00015686-RA	GmISU01.11G146800.1.p, GmISU01.12G081200.1.p
OG0012777	Ds_00012655-RA	GmISU01.19G095900.1.p, GmISU01.03G091000.1.p
OG0012778	Ds_00010792-RA	GmISU01.03G165000.1.p, GmISU01.19G167000.1.p
OG0012779	Ds_00007393-RA	GmISU01.01G084200.2.p, GmISU01.01G084200.1.p
OG0012781	Ds_00006213-RA	GmISU01.08G157200.1.p
OG0012782	Ds_00013682-RA	GmISU01.10G056700.1.p, GmISU01.13G119200.1.p
OG0012785	Ds_00000316-RA, Ds_00011258-RA	GmISU01.04G006700.1.p, GmISU01.06G006200.1.p
OG0012787	Ds_00008331-RA	GmISU01.11G144000.1.p, GmISU01.12G084400.1.p
OG0012789	Ds_00014987-RA	GmISU01.15G222800.1.p
OG0012790	Ds_00013925-RA	GmISU01.02G162800.1.p, GmISU01.10G073000.1.p
OG0012792	Ds_00017758-RA	GmISU01.20G201700.1.p
OG0012793	Ds_00013040-RA	GmISU01.16G125800.1.p
OG0012797	Ds_00016226-RA	GmISU01.13G269400.1.p, GmISU01.12G161500.1.p
OG0012798	Ds_00012909-RA	GmISU01.15G226700.3.p, GmISU01.15G226700.1.p
OG0012799	Ds_00012720-RA	GmISU01.01G081000.1.p, GmISU01.03G053300.1.p
OG0012800	Ds_00005998-RA	GmISU01.20G143400.1.p, GmISU01.10G173100.1.p
OG0012802	Ds_00001677-RA	GmISU01.18G064700.1.p, GmISU01.08G300000.1.p
OG0012804	Ds_00002239-RA	GmISU01.03G044000.1.p, GmISU01.01G091100.1.p
OG0012806	Ds_00017145-RA	GmISU01.03G149500.1.p
OG0012808	Ds_00010375-RA	GmISU01.04G098000.1.p, GmISU01.06G275000.1.p
OG0012809	Ds_00012686-RA	GmISU01.05G202000.1.p, GmISU01.08G039766.1.p, GmISU01.08G039832.1.p
OG0012810	Ds_00010925-RA	GmISU01.08G079100.1.p, GmISU01.05G107500.1.p
OG0012812	Ds_00007693-RA, Ds_00007691-RA, Ds_00007692-RA	GmISU01.04G186800.1.p
OG0012814	Ds_00016791-RA	GmISU01.20G032500.1.p
OG0012816	Ds_00005192-RA	GmISU01.02G084500.1.p, GmISU01.18G229800.1.p, GmISU01.18G229800.2.p
OG0012817	Ds_00009552-RA	GmISU01.02G264700.1.p, GmISU01.14G006700.1.p
OG0012819	Ds_00002179-RA	GmISU01.06G212200.1.p, GmISU01.13G243300.1.p, GmISU01.12G185900.1.p
OG0012820	Ds_00005996-RA	GmISU01.10G088800.1.p
OG0012822	Ds_00010781-RA	GmISU01.07G118400.1.p, GmISU01.18G137600.1.p
OG0012823	Ds_00013229-RA	GmISU01.20G015100.1.p
OG0012824	Ds_00011023-RA	GmISU01.19G111400.1.p
OG0012827	Ds_00015404-RA	GmISU01.10G045400.1.p
OG0012828	Ds_00007565-RA	GmISU01.06G204400.1.p, GmISU01.12G132300.1.p
OG0012829	Ds_00002984-RA	GmISU01.18G080100.1.p, GmISU01.02G251800.1.p, GmISU01.14G020600.1.p
OG0012830	Ds_00008743-RA	GmISU01.19G152000.1.p, GmISU01.03G148700.1.p
OG0012831	Ds_00009980-RA	GmISU01.06G246000.1.p
OG0012833	Ds_00011598-RA	GmISU01.02G189800.1.p, GmISU01.14G158200.1.p
OG0012834	Ds_00016208-RA	GmISU01.05G154900.1.p, GmISU01.08G131400.1.p
OG0012836	Ds_00009992-RA	GmISU01.13G305700.1.p
OG0012837	Ds_00017560-RA	GmISU01.14G186400.1.p
OG0012838	Ds_00010471-RA	GmISU01.10G109300.1.p, GmISU01.02G006850.1.p
OG0012839	Ds_00013553-RA	GmISU01.13G223400.1.p, GmISU01.15G053400.3.p, GmISU01.15G053400.1.p
OG0012842	Ds_00002785-RA	GmISU01.18G028700.2.p, GmISU01.18G028700.1.p
OG0012844	Ds_00008846-RA	GmISU01.06G093700.1.p, GmISU01.04G091300.1.p
OG0012845	Ds_00008324-RA	GmISU01.13G273500.1.p, GmISU01.12G155300.1.p
OG0012847	Ds_00010295-RA	GmISU01.17G162900.1.p, GmISU01.05G075100.1.p
OG0012848	Ds_00013265-RA	GmISU01.12G121700.1.p
OG0012849	Ds_00015022-RA	GmISU01.16G019700.1.p
OG0012851	Ds_00015846-RA	GmISU01.06G138100.1.p, GmISU01.04G174700.1.p
OG0012852	Ds_00001081-RA	GmISU01.10G029400.1.p, GmISU01.02G127800.1.p
OG0012853	Ds_00000744-RA, Ds_00000751-RA	GmISU01.17G139000.1.p
OG0012854	Ds_00014520-RA	GmISU01.13G184000.1.p, GmISU01.15G089000.1.p, GmISU01.17G021400.1.p, GmISU01.07G212700.1.p
OG0012855	Ds_00013782-RA	GmISU01.04G152500.1.p, GmISU01.06G160700.1.p, GmISU01.04G152500.2.p
OG0012856	Ds_00009722-RA	GmISU01.05G043800.1.p, GmISU01.17G120000.1.p
OG0012859	Ds_00014688-RA	GmISU01.13G139500.1.p
OG0012861	Ds_00000620-RA	GmISU01.04G081800.1.p, GmISU01.06G083100.1.p
OG0012862	Ds_00000983-RA, Ds_00006537-RA	GmISU01.13G097900.1.p, GmISU01.10G035500.1.p
OG0012868	Ds_00012367-RA	GmISU01.08G314600.1.p
OG0012869	Ds_00004814-RA	GmISU01.01G202400.1.p
OG0012871	Ds_00011354-RA	GmISU01.14G179000.1.p, GmISU01.02G206700.1.p
OG0012874	Ds_00007769-RA	GmISU01.08G307200.1.p
OG0012876	Ds_00008735-RA	GmISU01.05G099200.2.p, GmISU01.08G071200.1.p
OG0012877	Ds_00006317-RA	GmISU01.19G196800.1.p, GmISU01.03G195200.1.p
OG0012878	Ds_00015333-RA	GmISU01.12G039500.1.p, GmISU01.11G108800.1.p
OG0012879	Ds_00012641-RA	GmISU01.03G003900.1.p, GmISU01.19G091500.1.p
OG0012880	Ds_00000306-RA	GmISU01.10G221300.1.p, GmISU01.20G097000.1.p
OG0012881	Ds_00007062-RA	GmISU01.18G185900.1.p, GmISU01.09G208100.1.p
OG0012882	Ds_00005606-RA	GmISU01.04G188100.1.p, GmISU01.06G123500.1.p
OG0012883	Ds_00003207-RA	GmISU01.20G059200.1.p
OG0012884	Ds_00012593-RA	GmISU01.04G193200.1.p, GmISU01.06G118100.1.p
OG0012885	Ds_00016557-RA	GmISU01.02G045000.1.p, GmISU01.16G105600.1.p
OG0012886	Ds_00009115-RA	GmISU01.02G112300.1.p, GmISU01.01G058600.1.p
OG0012890	Ds_00005358-RA	GmISU01.08G048300.1.p, GmISU01.05G210800.1.p
OG0012892	Ds_00010524-RA	GmISU01.01G048900.1.p, GmISU01.02G102100.1.p
OG0012894	Ds_00002439-RA	GmISU01.15G124900.1.p, GmISU01.09G027700.1.p
OG0012898	Ds_00004341-RA	GmISU01.08G263600.1.p
OG0012899	Ds_00003788-RA	GmISU01.05G035400.1.p
OG0012902	Ds_00017258-RA	GmISU01.05G024600.1.p, GmISU01.17G091400.1.p
OG0012903	Ds_00018104-RA	GmISU01.01G038700.1.p, GmISU01.02G020200.1.p
OG0012904	Ds_00000380-RA	GmISU01.11G094900.1.p
OG0012905	Ds_00004319-RA	GmISU01.02G018400.1.p
OG0012906	Ds_00004393-RA	GmISU01.08G114300.1.p
OG0012910	Ds_00005870-RA	GmISU01.20G031300.1.p, GmISU01.08G239000.1.p
OG0012911	Ds_00008900-RA	GmISU01.04G007000.1.p
OG0012913	Ds_00008102-RA	GmISU01.05G090600.1.p, GmISU01.17G142400.1.p, GmISU01.11G038600.1.p
OG0012915	Ds_00002662-RA	GmISU01.07G036400.1.p, GmISU01.16G006500.2.p
OG0012916	Ds_00012444-RA	GmISU01.17G089001.1.p, GmISU01.05G026800.1.p
OG0012917	Ds_00010521-RA	GmISU01.02G102700.1.p, GmISU01.02G102800.1.p, GmISU01.02G102500.3.p, GmISU01.02G102500.4.p, GmISU01.02G102500.1.p, GmISU01.02G102500.5.p
OG0012918	Ds_00017665-RA	GmISU01.09G123400.1.p
OG0012920	Ds_00008511-RA	GmISU01.08G093200.1.p
OG0012921	Ds_00010525-RA	GmISU01.01G048800.1.p, GmISU01.02G102000.1.p
OG0012922	Ds_00004188-RA	GmISU01.10G243300.1.p, GmISU01.20G073000.2.p
OG0012924	Ds_00009015-RA, Ds_00015466-RA	GmISU01.08G259100.1.p, GmISU01.18G108800.1.p
OG0012925	Ds_00013374-RA	GmISU01.09G005700.1.p, GmISU01.15G102500.1.p
OG0012926	Ds_00008548-RA	GmISU01.20G093200.1.p, GmISU01.10G224400.1.p
OG0012927	Ds_00008609-RA	GmISU01.02G114900.1.p, GmISU01.01G073100.1.p
OG0012932	Ds_00007520-RA	GmISU01.11G172900.1.p, GmISU01.18G053100.1.p, GmISU01.18G053100.2.p
OG0012936	Ds_00014157-RA	GmISU01.13G047000.1.p, GmISU01.19G012100.1.p, GmISU01.19G012100.3.p
OG0012939	Ds_00016096-RA	GmISU01.14G105700.1.p, GmISU01.17G182900.1.p
OG0012941	Ds_00004772-RA	GmISU01.08G120000.1.p, GmISU01.13G187700.1.p
OG0012942	Ds_00009328-RA	GmISU01.13G091400.1.p, GmISU01.17G036600.1.p
OG0012944	Ds_00005188-RA	GmISU01.09G074300.1.p, GmISU01.15G171400.1.p
OG0012947	Ds_00001048-RA	GmISU01.20G137400.1.p, GmISU01.10G180100.1.p
OG0012956	Ds_00004533-RA	GmISU01.06G123700.1.p, GmISU01.04G188000.1.p
OG0012961	Ds_00014634-RA	GmISU01.09G033100.1.p
OG0012966	Ds_00009648-RA	GmISU01.13G134800.3.p, GmISU01.13G134800.2.p
OG0012970	Ds_00008595-RA	GmISU01.02G088400.2.p
OG0012971	Ds_00011881-RA	GmISU01.13G004600.1.p, GmISU01.20G043700.1.p
OG0012974	Ds_00002194-RA	GmISU01.06G214101.1.p
OG0012977	Ds_00016569-RA	GmISU01.11G072600.1.p, GmISU01.01G126600.1.p
OG0012985	Ds_00013561-RA	GmISU01.13G022500.1.p, GmISU01.08G064200.1.p
OG0013003	Ds_00008543-RA	GmISU01.20G093600.1.p, GmISU01.10G223900.1.p
OG0013014	Ds_00006594-RA, Ds_00014969-RA	GmISU01.12G124300.1.p, GmISU01.06G246100.1.p
OG0013015	Ds_00003538-RA, Ds_00001619-RA, Ds_00012916-RA	GmISU01.18G206900.1.p, GmISU01.20G138400.2.p, GmISU01.20G139200.1.p, GmISU01.20G138500.1.p, GmISU01.10G178900.1.p
OG0013026	Ds_00000711-RA	GmISU01.15G013100.1.p
OG0013105	Ds_00010341-RA	GmISU01.09G105400.1.p, GmISU01.09G105300.1.p, GmISU01.16G151100.1.p
