Orthogroup	D_spatulata.proteins	B_vulgaris.proteins
OG0008136	Ds_00002479-RA	Bevul.1G015200.1.p
OG0008137	Ds_00005470-RA	Bevul.1G205600.1.p
OG0008139	Ds_00012841-RA, Ds_00010960-RA	Bevul.6G066900.1.p
OG0008140	Ds_00012781-RA	Bevul.7G151000.1.p
OG0008141	Ds_00016599-RA	Bevul.6G018300.1.p
OG0008142	Ds_00012127-RA	Bevul.1G115900.1.p
OG0008144	Ds_00002486-RA	Bevul.1G012400.1.p
OG0008145	Ds_00001948-RA	Bevul.9G062800.1.p, Bevul.6G247700.1.p
OG0008146	Ds_00004508-RA	Bevul.9G184000.1.p
OG0008147	Ds_00012238-RA	Bevul.4G117600.1.p
OG0008148	Ds_00003851-RA	Bevul.4G160300.1.p
OG0008149	Ds_00001783-RA	Bevul.4G061800.1.p
OG0008150	Ds_00010257-RA	Bevul.5G021100.1.p
OG0008151	Ds_00016757-RA	Bevul.4G213800.1.p
OG0008152	Ds_00003802-RA	Bevul.1G168600.1.p
OG0008154	Ds_00007748-RA	Bevul.8G088800.1.p
OG0008155	Ds_00001233-RA	Bevul.9G099900.1.p
OG0008156	Ds_00007453-RA	Bevul.8G060800.1.p
OG0008157	Ds_00015122-RA	Bevul.8G031400.1.p
OG0008159	Ds_00011505-RA	Bevul.8G013500.1.p
OG0008160	Ds_00003531-RA	Bevul.1G051200.1.p
OG0008161	Ds_00012315-RA, Ds_00014855-RA	Bevul.9G088500.1.p
OG0008162	Ds_00001707-RA	Bevul.4G013300.1.p, Bevul.4G013200.1.p
OG0008164	Ds_00004079-RA	Bevul.9G034600.1.p, Bevul.9G034600.3.p, Bevul.9G034600.2.p
OG0008165	Ds_00002830-RA	Bevul.7G128000.1.p
OG0008166	Ds_00012904-RA, Ds_00011547-RA	Bevul.8G023700.1.p
OG0008167	Ds_00004565-RA	Bevul.5G230500.1.p
OG0008168	Ds_00015648-RA	Bevul.3G119900.1.p
OG0008170	Ds_00014137-RA	Bevul.1G141400.1.p
OG0008171	Ds_00015883-RA	Bevul.8G010800.1.p
OG0008173	Ds_00015885-RA	Bevul.8G010100.1.p
OG0008174	Ds_00002946-RA	Bevul.4G041100.1.p
OG0008175	Ds_00016727-RA	Bevul.8G037000.1.p
OG0008177	Ds_00008138-RA, Ds_00013232-RA, Ds_00012278-RA, Ds_00013083-RA, Ds_00012277-RA, Ds_00015181-RA, Ds_00015263-RA, Ds_00013148-RA, Ds_00009675-RA, Ds_00014237-RA, Ds_00008139-RA, Ds_00016745-RA, Ds_00005946-RA	Bevul.7G048500.1.p
OG0008178	Ds_00017035-RA, Ds_00008200-RA	Bevul.9G154300.1.p
OG0008179	Ds_00004423-RA, Ds_00004422-RA, Ds_00011170-RA	Bevul.8G035100.1.p
OG0008180	Ds_00014612-RA	Bevul.4G018200.1.p
OG0008181	Ds_00002004-RA	Bevul.7G059900.1.p, Bevul.6G148900.1.p
OG0008182	Ds_00009959-RA	Bevul.3G078000.1.p
OG0008183	Ds_00006914-RA	Bevul.4G148700.1.p
OG0008184	Ds_00012512-RA	Bevul.1G192400.1.p
OG0008185	Ds_00005022-RA	Bevul.3G126600.1.p
OG0008186	Ds_00011847-RA	Bevul.4G167400.1.p
OG0008187	Ds_00004630-RA	Bevul.1G121700.1.p
OG0008188	Ds_00007338-RA	Bevul.8G129700.1.p
OG0008189	Ds_00000732-RA	Bevul.9G206900.1.p
OG0008190	Ds_00007920-RA	Bevul.8G121700.1.p
OG0008191	Ds_00011469-RA	Bevul.8G163500.1.p
OG0008192	Ds_00000800-RA	Bevul.7G232300.1.p
OG0008193	Ds_00015027-RA	Bevul.1G194800.1.p
OG0008195	Ds_00002422-RA, Ds_00000721-RA	Bevul.8G192000.1.p
OG0008196	Ds_00017576-RA, Ds_00003919-RA	Bevul.4G163600.1.p
OG0008197	Ds_00001303-RA	Bevul.2G132300.1.p
OG0008199	Ds_00010459-RA	Bevul.2G011300.2.p, Bevul.2G011300.1.p
OG0008200	Ds_00012408-RA	Bevul.7G078200.1.p
OG0008201	Ds_00008785-RA	Bevul.1G122300.1.p
OG0008202	Ds_00007976-RA, Ds_00017356-RA	Bevul.8G213900.1.p
OG0008203	Ds_00003574-RA, Ds_00003565-RA	Bevul.1G176300.1.p
OG0008204	Ds_00008380-RA	Bevul.1G182900.1.p
OG0008205	Ds_00003452-RA	Bevul.2G152900.1.p
OG0008206	Ds_00000727-RA	Bevul.9G206200.1.p, Bevul.9G206200.2.p
OG0008207	Ds_00003410-RA	Bevul.6G168500.1.p, Bevul.2G127300.2.p, Bevul.2G127300.1.p
OG0008208	Ds_00008304-RA	Bevul.7G182500.1.p
OG0008209	Ds_00007947-RA	Bevul.4G071600.1.p
OG0008210	Ds_00008645-RA	Bevul.4G249500.1.p
OG0008211	Ds_00017350-RA	Bevul.8G214600.1.p
OG0008212	Ds_00016425-RA	Bevul.2G001600.1.p, Bevul.2G001600.5.p, Bevul.2G001600.4.p, Bevul.2G001600.3.p, Bevul.2G001600.2.p
OG0008213	Ds_00000253-RA	Bevul.8G196500.1.p
OG0008215	Ds_00002952-RA	Bevul.4G038400.1.p
OG0008216	Ds_00016409-RA	Bevul.3G068100.1.p
OG0008217	Ds_00011450-RA	Bevul.4G207600.1.p
OG0008218	Ds_00008869-RA	Bevul.8G134000.1.p
OG0008219	Ds_00000224-RA	Bevul.8G203100.1.p
OG0008220	Ds_00009978-RA	Bevul.9G033300.2.p, Bevul.9G033300.1.p
OG0008221	Ds_00002842-RA	Bevul.1G190800.1.p
OG0008223	Ds_00009833-RA	Bevul.8G209900.1.p
OG0008224	Ds_00009973-RA	Bevul.3G074800.1.p
OG0008226	Ds_00012491-RA	Bevul.1G182000.1.p
OG0008227	Ds_00002577-RA, Ds_00015661-RA	Bevul.1G165400.1.p
OG0008228	Ds_00008957-RA	Bevul.5G014600.1.p
OG0008229	Ds_00003415-RA	Bevul.2G129500.1.p
OG0008230	Ds_00009906-RA	Bevul.5G044200.1.p
OG0008231	Ds_00005631-RA	Bevul.3G034900.1.p
OG0008232	Ds_00012776-RA	Bevul.7G149500.1.p
OG0008233	Ds_00004212-RA	Bevul.2G172100.1.p
OG0008234	Ds_00017346-RA, Ds_00016438-RA	Bevul.8G158200.1.p
OG0008235	Ds_00002221-RA	Bevul.5G058600.1.p
OG0008236	Ds_00007280-RA, Ds_00012875-RA	Bevul.8G186500.1.p
OG0008237	Ds_00000063-RA	Bevul.9G134300.1.p
OG0008238	Ds_00008872-RA	Bevul.7G109300.1.p
OG0008239	Ds_00002336-RA	Bevul.7G165700.1.p
OG0008240	Ds_00001282-RA	Bevul.4G227900.1.p
OG0008241	Ds_00000683-RA	Bevul.9G197200.1.p
OG0008242	Ds_00009917-RA	Bevul.2G014700.1.p
OG0008243	Ds_00000666-RA	Bevul.9G192200.1.p, Bevul.9G192100.1.p
OG0008244	Ds_00016412-RA	Bevul.3G068500.1.p
OG0008245	Ds_00015770-RA	Bevul.6G141000.1.p
OG0008246	Ds_00000193-RA	Bevul.8G126800.1.p
OG0008249	Ds_00000642-RA	Bevul.9G227300.1.p
OG0008250	Ds_00017670-RA, Ds_00013311-RA	Bevul.8G141700.1.p
OG0008251	Ds_00009216-RA	Bevul.1G141500.1.p
OG0008252	Ds_00008234-RA	Bevul.8G142200.1.p
OG0008253	Ds_00000473-RA	Bevul.7G168400.1.p
OG0008254	Ds_00000223-RA	Bevul.8G203500.1.p
OG0008255	Ds_00000667-RA	Bevul.9G192500.1.p, Bevul.9G192600.1.p
OG0008256	Ds_00007373-RA	Bevul.5G048900.1.p
OG0008257	Ds_00000195-RA	Bevul.8G126400.1.p
OG0008259	Ds_00015128-RA	Bevul.8G011600.1.p
OG0008260	Ds_00015775-RA	Bevul.8G207000.1.p
OG0008262	Ds_00000191-RA	Bevul.8G127300.1.p
OG0008263	Ds_00009945-RA	Bevul.2G165400.1.p
OG0008264	Ds_00013659-RA, Ds_00013661-RA	Bevul.1G213200.1.p
OG0008267	Ds_00001794-RA	Bevul.4G063200.1.p
OG0008269	Ds_00001157-RA	Bevul.9G075300.1.p, Bevul.4G073900.1.p
OG0008270	Ds_00003881-RA	Bevul.4G159100.1.p
OG0008271	Ds_00003340-RA	Bevul.2G084500.2.p, Bevul.2G084500.3.p, Bevul.2G084500.4.p, Bevul.2G084500.1.p
OG0008272	Ds_00004516-RA	Bevul.8G057700.1.p
OG0008274	Ds_00017109-RA	Bevul.5G053400.1.p
OG0008275	Ds_00009576-RA	Bevul.3G191000.1.p
OG0008276	Ds_00008347-RA	Bevul.9G106600.1.p
OG0008277	Ds_00002177-RA	Bevul.4G055700.1.p
OG0008279	Ds_00007408-RA	Bevul.5G018300.1.p
OG0008281	Ds_00003322-RA	Bevul.8G192800.1.p
OG0008282	Ds_00010145-RA	Bevul.7G003200.2.p, Bevul.7G003200.1.p, Bevul.7G003200.3.p, Bevul.7G003200.4.p
OG0008283	Ds_00007615-RA	Bevul.3G182000.1.p
OG0008284	Ds_00013504-RA	Bevul.5G095700.1.p
OG0008285	Ds_00015202-RA	Bevul.8G028100.1.p
OG0008286	Ds_00006054-RA	Bevul.5G011400.1.p
OG0008287	Ds_00006161-RA, Ds_00006951-RA	Bevul.4G129100.1.p
OG0008288	Ds_00012302-RA	Bevul.9G078600.1.p
OG0008291	Ds_00001192-RA	Bevul.9G083400.1.p
OG0008292	Ds_00014914-RA	Bevul.5G116700.1.p
OG0008293	Ds_00004753-RA	Bevul.7G071500.2.p, Bevul.7G071500.1.p
OG0008294	Ds_00004695-RA	Bevul.7G100300.1.p
OG0008295	Ds_00004937-RA	Bevul.4G002700.1.p
OG0008296	Ds_00010324-RA	Bevul.7G069100.1.p
OG0008297	Ds_00004642-RA	Bevul.4G109300.1.p
OG0008298	Ds_00005270-RA	Bevul.3G072400.1.p
OG0008299	Ds_00004046-RA	Bevul.4G161200.1.p
OG0008301	Ds_00008298-RA	Bevul.7G183700.1.p
OG0008302	Ds_00003321-RA	Bevul.2G088000.1.p
OG0008304	Ds_00006942-RA	Bevul.4G135500.1.p
OG0008306	Ds_00001187-RA, Ds_00001184-RA	Bevul.9G082400.2.p, Bevul.9G082400.1.p
OG0008307	Ds_00017172-RA	Bevul.7G093800.1.p
OG0008308	Ds_00006055-RA	Bevul.2G128800.1.p, Bevul.4G104500.1.p
OG0008310	Ds_00017122-RA	Bevul.4G104100.1.p, Bevul.2G128900.1.p, Bevul.4G104300.1.p
OG0008311	Ds_00006863-RA	Bevul.4G081400.1.p
OG0008312	Ds_00011680-RA, Ds_00015483-RA, Ds_00011679-RA	Bevul.6G025900.1.p
OG0008313	Ds_00001459-RA	Bevul.3G217300.1.p
OG0008314	Ds_00012740-RA	Bevul.8G082000.1.p
OG0008317	Ds_00011843-RA	Bevul.9G014800.2.p, Bevul.9G014800.1.p, Bevul.9G014800.3.p
OG0008319	Ds_00008342-RA	Bevul.9G105800.1.p
OG0008320	Ds_00014273-RA	Bevul.2G016600.1.p, Bevul.2G016600.2.p
OG0008321	Ds_00002087-RA	Bevul.7G026900.2.p, Bevul.7G026900.5.p, Bevul.7G026900.4.p, Bevul.7G026900.1.p, Bevul.7G026900.3.p
OG0008322	Ds_00017828-RA	Bevul.8G059600.1.p
OG0008323	Ds_00011592-RA	Bevul.7G191100.1.p
OG0008324	Ds_00004124-RA	Bevul.9G054500.1.p
OG0008325	Ds_00006106-RA	Bevul.4G241100.1.p
OG0008326	Ds_00011534-RA	Bevul.8G022400.1.p
OG0008327	Ds_00012236-RA	Bevul.9G100300.1.p, Bevul.9G100300.2.p
OG0008328	Ds_00004272-RA	Bevul.8G098700.1.p
OG0008329	Ds_00007613-RA	Bevul.3G180400.1.p
OG0008330	Ds_00007723-RA	Bevul.8G000700.1.p
OG0008331	Ds_00013062-RA	Bevul.5G179000.1.p
OG0008332	Ds_00005138-RA	Bevul.2G234300.1.p
OG0008333	Ds_00011006-RA	Bevul.3G193200.1.p
OG0008334	Ds_00003268-RA	Bevul.2G105500.1.p, Bevul.2G105500.3.p
OG0008335	Ds_00013996-RA	Bevul.5G110200.1.p
OG0008336	Ds_00006643-RA	Bevul.2G187400.1.p
OG0008337	Ds_00013989-RA	Bevul.8G071900.1.p
OG0008338	Ds_00013927-RA	Bevul.4G222700.1.p
OG0008339	Ds_00002324-RA	Bevul.5G049500.1.p
OG0008340	Ds_00017524-RA	Bevul.4G237800.1.p
OG0008341	Ds_00002015-RA	Bevul.7G055800.1.p
OG0008342	Ds_00002051-RA	Bevul.1G133800.1.p
OG0008343	Ds_00002175-RA	Bevul.4G058300.1.p
OG0008345	Ds_00007180-RA	Bevul.4G249400.1.p
OG0008346	Ds_00003405-RA	Bevul.2G126200.1.p, Bevul.2G126200.2.p
OG0008347	Ds_00017534-RA	Bevul.4G078300.1.p, Bevul.4G078100.1.p
OG0008348	Ds_00001191-RA	Bevul.9G083300.1.p
OG0008350	Ds_00013260-RA	Bevul.2G084100.1.p
OG0008351	Ds_00000974-RA	Bevul.6G202100.1.p
OG0008352	Ds_00014159-RA, Ds_00016962-RA	Bevul.2G110800.1.p
OG0008353	Ds_00005907-RA	Bevul.9G185900.1.p
OG0008354	Ds_00014763-RA	Bevul.4G234900.1.p
OG0008355	Ds_00014818-RA	Bevul.9G076300.1.p
OG0008356	Ds_00010253-RA	Bevul.8G037200.1.p
OG0008357	Ds_00001301-RA	Bevul.5G142200.1.p
OG0008358	Ds_00016638-RA	Bevul.4G238300.1.p, Bevul.4G237300.1.p
OG0008359	Ds_00004817-RA	Bevul.8G096900.1.p
OG0008360	Ds_00016767-RA	Bevul.7G067800.1.p
OG0008361	Ds_00013409-RA	Bevul.6G057900.1.p
OG0008362	Ds_00009757-RA	Bevul.5G163700.1.p
OG0008363	Ds_00003175-RA	Bevul.3G231000.1.p
OG0008364	Ds_00005586-RA, Ds_00005589-RA	Bevul.9G211200.2.p, Bevul.9G211200.1.p
OG0008366	Ds_00014226-RA	Bevul.2G193800.1.p, Bevul.2G193800.2.p
OG0008367	Ds_00010585-RA	Bevul.6G199900.1.p
OG0008369	Ds_00015297-RA	Bevul.5G130900.1.p
OG0008371	Ds_00017650-RA, Ds_00009767-RA	Bevul.5G159200.1.p
OG0008372	Ds_00017507-RA, Ds_00015190-RA, Ds_00015188-RA, Ds_00016665-RA	Bevul.2G228700.1.p
OG0008373	Ds_00000412-RA	Bevul.8G160800.1.p
OG0008374	Ds_00010416-RA	Bevul.6G072400.1.p
OG0008375	Ds_00003890-RA	Bevul.4G203700.1.p
OG0008376	Ds_00009688-RA	Bevul.7G137700.1.p
OG0008377	Ds_00001921-RA	Bevul.4G097900.1.p
OG0008378	Ds_00013606-RA, Ds_00007397-RA	Bevul.7G080000.2.p, Bevul.7G080000.3.p, Bevul.7G080000.1.p
OG0008379	Ds_00007538-RA	Bevul.4G072600.1.p
OG0008380	Ds_00004739-RA	Bevul.5G018600.1.p
OG0008381	Ds_00015924-RA	Bevul.6G158800.1.p
OG0008382	Ds_00004185-RA	Bevul.6G196500.1.p
OG0008383	Ds_00013905-RA	Bevul.5G121200.1.p
OG0008384	Ds_00017056-RA	Bevul.5G181000.1.p
OG0008386	Ds_00005708-RA	Bevul.3G234300.1.p
OG0008387	Ds_00004555-RA	Bevul.5G228300.1.p
OG0008388	Ds_00014057-RA	Bevul.4G010500.1.p
OG0008390	Ds_00004677-RA	Bevul.3G147600.1.p
OG0008391	Ds_00009582-RA	Bevul.3G195200.1.p
OG0008392	Ds_00011192-RA	Bevul.6G050200.1.p
OG0008394	Ds_00014625-RA	Bevul.9G172400.1.p
OG0008395	Ds_00001396-RA	Bevul.3G155800.1.p
OG0008396	Ds_00009171-RA	Bevul.6G204000.1.p
OG0008397	Ds_00013612-RA	Bevul.9G224900.1.p
OG0008398	Ds_00004617-RA	Bevul.6G229800.1.p
OG0008399	Ds_00012500-RA	Bevul.1G186500.1.p
OG0008400	Ds_00015822-RA	Bevul.5G025000.1.p
OG0008402	Ds_00008040-RA	Bevul.6G045300.1.p
OG0008403	Ds_00015038-RA	Bevul.1G038600.1.p
OG0008404	Ds_00013589-RA	Bevul.1G143800.1.p
OG0008405	Ds_00012509-RA	Bevul.1G133000.1.p
OG0008406	Ds_00016607-RA	Bevul.6G019700.1.p
OG0008408	Ds_00014412-RA	Bevul.5G240700.1.p
OG0008409	Ds_00010734-RA, Ds_00010726-RA	Bevul.6G171000.1.p
OG0008410	Ds_00001035-RA	Bevul.5G258800.1.p
OG0008411	Ds_00004301-RA	Bevul.6G197100.1.p
OG0008412	Ds_00000080-RA	Bevul.9G128500.1.p, Bevul.9G128500.2.p
OG0008413	Ds_00009896-RA	Bevul.5G041700.1.p
OG0008414	Ds_00007458-RA	Bevul.1G039500.1.p
OG0008415	Ds_00007600-RA	Bevul.3G166800.1.p
OG0008416	Ds_00005453-RA	Bevul.1G141300.1.p
OG0008417	Ds_00003096-RA	Bevul.3G149400.1.p
OG0008419	Ds_00015222-RA	Bevul.6G019400.1.p, Bevul.7G183500.1.p
OG0008422	Ds_00003662-RA	Bevul.4G204900.1.p
OG0008423	Ds_00001019-RA	Bevul.7G124900.1.p
OG0008424	Ds_00014426-RA	Bevul.6G179400.1.p
OG0008425	Ds_00010209-RA	Bevul.8G071000.1.p
OG0008426	Ds_00007890-RA	Bevul.1G054100.1.p, Bevul.9G073300.1.p
OG0008428	Ds_00010940-RA	Bevul.6G058700.1.p
OG0008429	Ds_00003821-RA	Bevul.7G141300.1.p
OG0008430	Ds_00017573-RA	Bevul.4G164200.1.p
OG0008431	Ds_00001869-RA	Bevul.6G155900.1.p, Bevul.6G155800.1.p
OG0008432	Ds_00002812-RA	Bevul.1G186200.1.p
OG0008434	Ds_00009152-RA	Bevul.7G089500.2.p, Bevul.7G089500.1.p
OG0008435	Ds_00011608-RA, Ds_00005256-RA	Bevul.1G073200.1.p
OG0008436	Ds_00009440-RA	Bevul.6G006200.1.p
OG0008437	Ds_00003646-RA	Bevul.4G154700.1.p
OG0008438	Ds_00009268-RA	Bevul.2G214300.1.p
OG0008439	Ds_00009542-RA, Ds_00016401-RA	Bevul.1G175800.1.p
OG0008440	Ds_00015412-RA	Bevul.7G070400.3.p, Bevul.7G070400.1.p, Bevul.7G070400.2.p
OG0008441	Ds_00007642-RA	Bevul.3G002200.1.p
OG0008442	Ds_00000309-RA	Bevul.9G231600.1.p
OG0008443	Ds_00003088-RA	Bevul.3G149600.1.p
OG0008444	Ds_00010182-RA	Bevul.9G093400.2.p, Bevul.9G093400.1.p
OG0008445	Ds_00008383-RA	Bevul.1G183200.1.p
OG0008446	Ds_00005052-RA	Bevul.3G062400.1.p
OG0008447	Ds_00017602-RA	Bevul.7G118000.1.p
OG0008448	Ds_00012412-RA	Bevul.1G058400.1.p, Bevul.5G198700.1.p
OG0008449	Ds_00013284-RA	Bevul.5G031000.1.p, Bevul.1G187000.1.p
OG0008450	Ds_00001992-RA	Bevul.6G171500.1.p
OG0008451	Ds_00012128-RA	Bevul.1G076500.1.p
OG0008452	Ds_00004207-RA	Bevul.3G115300.1.p
OG0008453	Ds_00005913-RA	Bevul.6G144100.1.p
OG0008454	Ds_00002999-RA, Ds_00010031-RA	Bevul.4G021900.1.p
OG0008455	Ds_00007844-RA	Bevul.4G070800.1.p
OG0008456	Ds_00015031-RA	Bevul.1G044200.1.p
OG0008457	Ds_00011070-RA	Bevul.2G196900.1.p
OG0008458	Ds_00006519-RA	Bevul.6G134600.1.p
OG0008460	Ds_00013776-RA	Bevul.7G143700.1.p
OG0008461	Ds_00005436-RA	Bevul.6G042100.1.p
OG0008462	Ds_00009108-RA	Bevul.6G119600.1.p
OG0008463	Ds_00001971-RA	Bevul.1G071100.1.p
OG0008465	Ds_00015814-RA	Bevul.6G248000.1.p
OG0008466	Ds_00008499-RA	Bevul.2G219200.1.p
OG0008467	Ds_00008550-RA	Bevul.6G138800.1.p
OG0008468	Ds_00000382-RA	Bevul.8G101800.1.p
OG0008469	Ds_00007376-RA	Bevul.5G048000.1.p
OG0008470	Ds_00010547-RA	Bevul.6G230500.1.p
OG0008471	Ds_00002636-RA	Bevul.9G008100.2.p, Bevul.9G008100.1.p, Bevul.9G008100.3.p
OG0008472	Ds_00004807-RA	Bevul.6G208700.1.p
OG0008474	Ds_00004317-RA	Bevul.6G240300.1.p
OG0008475	Ds_00014802-RA	Bevul.1G027000.1.p
OG0008476	Ds_00015835-RA	Bevul.6G240900.1.p
OG0008477	Ds_00013158-RA	Bevul.2G059100.1.p
OG0008478	Ds_00012688-RA	Bevul.6G145000.1.p
OG0008479	Ds_00012384-RA, Ds_00017548-RA	Bevul.8G122700.1.p
OG0008480	Ds_00008574-RA	Bevul.6G129200.1.p, Bevul.6G134700.1.p
OG0008481	Ds_00008668-RA	Bevul.1G145500.1.p
OG0008482	Ds_00004969-RA	Bevul.3G094100.1.p
OG0008484	Ds_00008368-RA	Bevul.1G185100.1.p
OG0008485	Ds_00001878-RA	Bevul.2G000700.1.p
OG0008486	Ds_00016686-RA	Bevul.5G187200.1.p
OG0008487	Ds_00004914-RA	Bevul.5G088600.1.p
OG0008488	Ds_00008942-RA	Bevul.4G096500.1.p
OG0008490	Ds_00013092-RA, Ds_00011140-RA, Ds_00004864-RA	Bevul.5G100100.1.p
OG0008491	Ds_00005932-RA	Bevul.6G141900.1.p
OG0008492	Ds_00012727-RA	Bevul.2G075800.1.p
OG0008493	Ds_00017649-RA, Ds_00010578-RA	Bevul.6G238000.1.p
OG0008494	Ds_00001910-RA, Ds_00001908-RA	Bevul.5G112300.1.p
OG0008496	Ds_00008069-RA	Bevul.6G038200.1.p
OG0008497	Ds_00017249-RA	Bevul.8G123200.1.p
OG0008498	Ds_00012647-RA	Bevul.3G217700.1.p
OG0008501	Ds_00001516-RA	Bevul.2G114000.1.p
OG0008503	Ds_00009734-RA	Bevul.2G001300.1.p, Bevul.2G001300.2.p, Bevul.2G001300.3.p
OG0008504	Ds_00004830-RA	Bevul.2G053000.1.p
OG0008505	Ds_00011141-RA	Bevul.5G100200.1.p
OG0008508	Ds_00006803-RA	Bevul.6G041200.1.p
OG0008510	Ds_00005067-RA	Bevul.6G042300.1.p
OG0008511	Ds_00003751-RA	Bevul.5G205500.1.p
OG0008512	Ds_00011396-RA, Ds_00003780-RA	Bevul.5G213400.1.p
OG0008513	Ds_00011424-RA	Bevul.5G202500.1.p
OG0008514	Ds_00005957-RA	Bevul.5G055000.1.p
OG0008515	Ds_00012654-RA	Bevul.3G213900.1.p
OG0008516	Ds_00011353-RA	Bevul.9G047400.1.p
OG0008518	Ds_00012423-RA	Bevul.5G186800.1.p
OG0008520	Ds_00008608-RA	Bevul.6G117900.1.p
OG0008521	Ds_00005320-RA	Bevul.8G176400.1.p
OG0008522	Ds_00000921-RA	Bevul.7G026100.1.p, Bevul.7G026100.2.p
OG0008523	Ds_00015473-RA	Bevul.8G008100.1.p
OG0008524	Ds_00004330-RA	Bevul.6G243100.1.p
OG0008525	Ds_00000060-RA, Ds_00010225-RA	Bevul.9G134900.1.p
OG0008527	Ds_00007622-RA	Bevul.3G184700.1.p
OG0008528	Ds_00011410-RA, Ds_00011407-RA	Bevul.5G208900.1.p
OG0008529	Ds_00017252-RA	Bevul.5G194900.1.p
OG0008530	Ds_00008068-RA	Bevul.6G038500.1.p
OG0008531	Ds_00001382-RA	Bevul.5G074500.1.p
OG0008533	Ds_00016683-RA	Bevul.5G186900.1.p
OG0008534	Ds_00017968-RA, Ds_00018091-RA	Bevul.9G167500.1.p
OG0008535	Ds_00006712-RA	Bevul.2G211400.1.p
OG0008536	Ds_00017904-RA	Bevul.6G246100.1.p
OG0008537	Ds_00005876-RA	Bevul.6G131600.1.p
OG0008538	Ds_00002298-RA	Bevul.8G105800.1.p
OG0008541	Ds_00015060-RA	Bevul.8G190000.1.p
OG0008544	Ds_00012058-RA	Bevul.3G070500.1.p
OG0008545	Ds_00000848-RA	Bevul.3G204100.1.p
OG0008546	Ds_00010716-RA	Bevul.2G232800.1.p, Bevul.6G174900.1.p
OG0008547	Ds_00016391-RA, Ds_00016390-RA	Bevul.3G052400.1.p
OG0008596	Ds_00008493-RA	Bevul.2G218500.1.p
OG0008598	Ds_00012415-RA	Bevul.1G066500.1.p
OG0008600	Ds_00013681-RA	Bevul.7G043500.1.p
OG0008601	Ds_00001124-RA	Bevul.7G137000.1.p
OG0008602	Ds_00008481-RA	Bevul.9G058900.1.p
OG0008603	Ds_00006313-RA	Bevul.4G154000.1.p
OG0008604	Ds_00004997-RA	Bevul.3G098100.1.p
OG0008605	Ds_00010111-RA	Bevul.7G193900.1.p, Bevul.7G193500.1.p
OG0008606	Ds_00016753-RA	Bevul.4G214900.1.p
OG0008607	Ds_00013540-RA, Ds_00012183-RA	Bevul.1G143000.1.p, Bevul.5G025100.1.p
OG0008608	Ds_00006043-RA, Ds_00005491-RA	Bevul.4G103800.1.p
OG0008610	Ds_00011684-RA	Bevul.2G222600.1.p
OG0008611	Ds_00004556-RA	Bevul.4G219100.1.p, Bevul.1G140400.1.p
OG0008612	Ds_00005039-RA	Bevul.3G105000.1.p
OG0008613	Ds_00016284-RA	Bevul.5G251900.1.p
OG0008615	Ds_00009333-RA	Bevul.3G234500.1.p
OG0008617	Ds_00004241-RA	Bevul.5G225600.1.p, Bevul.5G222000.1.p, Bevul.5G218700.1.p
OG0008618	Ds_00015953-RA, Ds_00014212-RA	Bevul.2G190200.1.p
OG0008619	Ds_00007132-RA, Ds_00003060-RA	Bevul.3G160100.1.p
OG0008620	Ds_00013946-RA	Bevul.4G231100.1.p
OG0008621	Ds_00014866-RA	Bevul.5G110900.1.p
OG0008622	Ds_00000856-RA	Bevul.3G206700.1.p
OG0008624	Ds_00006877-RA	Bevul.1G149600.1.p
OG0008625	Ds_00003895-RA	Bevul.4G202300.1.p
OG0008627	Ds_00007801-RA	Bevul.5G241700.1.p
OG0008628	Ds_00001078-RA, Ds_00007800-RA	Bevul.5G241600.1.p
OG0008630	Ds_00007524-RA	Bevul.7G218200.1.p
OG0008631	Ds_00006395-RA	Bevul.8G099500.1.p
OG0008632	Ds_00006177-RA	Bevul.4G139100.1.p
OG0008633	Ds_00013881-RA	Bevul.4G124500.1.p
OG0008634	Ds_00005063-RA	Bevul.3G055000.1.p
OG0008635	Ds_00010160-RA	Bevul.7G228900.1.p
OG0008636	Ds_00017716-RA	Bevul.3G232200.1.p
OG0008637	Ds_00005807-RA, Ds_00011205-RA, Ds_00007611-RA	Bevul.3G179400.1.p
OG0008639	Ds_00017958-RA	Bevul.2G226100.1.p
OG0008640	Ds_00005062-RA	Bevul.6G210100.1.p
OG0008641	Ds_00003164-RA, Ds_00014678-RA	Bevul.3G148800.1.p
OG0008642	Ds_00006938-RA	Bevul.6G046800.1.p
OG0008643	Ds_00002635-RA	Bevul.8G095400.1.p, Bevul.9G039000.1.p
OG0008646	Ds_00007429-RA	Bevul.7G135000.1.p
OG0008648	Ds_00006062-RA	Bevul.4G105700.1.p
OG0008649	Ds_00011625-RA, Ds_00015491-RA, Ds_00011626-RA	Bevul.7G204900.1.p
OG0008650	Ds_00005714-RA	Bevul.3G232500.1.p
OG0008652	Ds_00007440-RA	Bevul.7G129700.1.p
OG0008653	Ds_00014587-RA	Bevul.9G057400.1.p
OG0008654	Ds_00007443-RA	Bevul.7G129600.1.p
OG0008655	Ds_00005102-RA	Bevul.3G005900.1.p
OG0008656	Ds_00000389-RA	Bevul.3G017500.1.p
OG0008657	Ds_00013964-RA	Bevul.4G239400.1.p
OG0008658	Ds_00014368-RA, Ds_00014369-RA	Bevul.1G051300.1.p
OG0008660	Ds_00010081-RA	Bevul.7G206100.1.p
OG0008661	Ds_00010323-RA	Bevul.7G181500.1.p
OG0008662	Ds_00006236-RA	Bevul.4G119200.1.p
