Orthogroup	G_max.proteins	B_vulgaris.proteins
OG0006939	GmISU01.20G000400.1.p, GmISU01.20G000400.2.p	Bevul.9G152400.1.p, Bevul.9G152400.2.p, Bevul.9G152300.1.p, Bevul.9G152100.1.p, Bevul.9G152200.1.p
OG0006940	GmISU01.13G312400.3.p, GmISU01.13G312400.5.p, GmISU01.13G312400.2.p, GmISU01.13G312400.4.p, GmISU01.15G019000.4.p, GmISU01.15G019000.5.p, GmISU01.15G019000.2.p, GmISU01.15G019000.6.p	Bevul.6G017400.1.p
OG0006941	GmISU01.17G074500.1.p, GmISU01.18G040100.1.p, GmISU01.11G194400.1.p	Bevul.7G214300.1.p
OG0006942	GmISU01.01G018300.1.p, GmISU01.09G163300.1.p, GmISU01.18G119700.1.p, GmISU01.08G247700.1.p	Bevul.6G226300.1.p
OG0006943	GmISU01.02G142200.1.p, GmISU01.02G142200.2.p, GmISU01.01G111100.2.p, GmISU01.10G091100.1.p, GmISU01.01G111100.1.p	Bevul.3G178200.1.p
OG0006944	GmISU01.02G240600.2.p, GmISU01.02G240600.1.p	Bevul.6G017600.1.p
OG0006945	GmISU01.02G141700.1.p, GmISU01.14G068500.1.p, GmISU01.17G219000.1.p	Bevul.1G154200.1.p
OG0006947	GmISU01.20G197300.1.p, GmISU01.10G118300.1.p	Bevul.4G198800.1.p
OG0006948	GmISU01.02G117500.1.p, GmISU01.07G181400.2.p, GmISU01.07G181400.1.p	Bevul.1G020400.1.p
OG0006949	GmISU01.12G013100.1.p, GmISU01.12G013200.1.p, GmISU01.09G181300.1.p	Bevul.3G013100.1.p
OG0006950	GmISU01.10G075800.1.p, GmISU01.10G075800.2.p	Bevul.9G129300.1.p, Bevul.9G129200.1.p
OG0006951	GmISU01.20G095400.1.p, GmISU01.10G222500.1.p	Bevul.9G233600.1.p
OG0006952	GmISU01.09G070600.1.p	Bevul.1G053600.1.p
OG0006953	GmISU01.20G137200.2.p, GmISU01.20G137200.1.p, GmISU01.10G180300.1.p	Bevul.1G209400.1.p
OG0006954	GmISU01.14G126500.2.p, GmISU01.14G126500.3.p, GmISU01.14G126500.1.p, GmISU01.13G016000.3.p, GmISU01.13G016000.1.p, GmISU01.06G108000.1.p	Bevul.1G087700.1.p
OG0006955	GmISU01.01G198800.1.p, GmISU01.11G002400.1.p	Bevul.9G222100.1.p
OG0006956	GmISU01.20G132600.13.p, GmISU01.10G184300.1.p	Bevul.1G069100.1.p
OG0006957	GmISU01.19G146600.1.p, GmISU01.03G143400.1.p	Bevul.5G140100.1.p
OG0006958	GmISU01.04G086400.1.p, GmISU01.06G088300.1.p, GmISU01.04G086400.2.p	Bevul.4G135400.1.p
OG0006959	GmISU01.19G015100.1.p, GmISU01.19G015100.2.p, GmISU01.04G030700.1.p	Bevul.5G106400.1.p
OG0006960	GmISU01.11G060400.1.p, GmISU01.01G136900.1.p	Bevul.6G085900.1.p
OG0006961	GmISU01.12G039700.1.p, GmISU01.11G109000.1.p	Bevul.9G171600.1.p
OG0006962	GmISU01.15G056700.1.p, GmISU01.15G056700.3.p, GmISU01.15G056700.4.p, GmISU01.13G220100.2.p, GmISU01.13G220100.3.p	Bevul.9G216800.1.p, Bevul.9G216800.2.p
OG0006963	GmISU01.13G046200.1.p, GmISU01.19G013800.1.p	Bevul.5G234000.1.p
OG0006964	GmISU01.13G092800.1.p, GmISU01.10G031400.2.p	Bevul.5G244500.1.p, Bevul.5G244400.1.p
OG0006965	GmISU01.14G143800.1.p, GmISU01.08G132700.1.p, GmISU01.05G156200.1.p	Bevul.6G101300.1.p
OG0006966	GmISU01.10G177600.4.p, GmISU01.10G177600.2.p, GmISU01.10G177600.5.p, GmISU01.10G177600.1.p, GmISU01.20G139700.2.p, GmISU01.20G139700.3.p	Bevul.2G152400.1.p, Bevul.2G152400.3.p, Bevul.2G152400.2.p, Bevul.2G152400.4.p
OG0006967	GmISU01.04G031600.2.p, GmISU01.04G031600.1.p, GmISU01.06G030700.1.p, GmISU01.06G030700.3.p	Bevul.1G055900.1.p
OG0006968	GmISU01.14G000300.1.p, GmISU01.02G270000.1.p, GmISU01.14G000300.2.p	Bevul.9G152700.1.p
OG0006970	GmISU01.20G099500.2.p, GmISU01.10G218900.2.p, GmISU01.20G099500.1.p, GmISU01.10G218900.1.p, GmISU01.20G100200.1.p	Bevul.8G111900.1.p
OG0006971	GmISU01.06G090300.1.p	Bevul.1G170400.1.p
OG0006972	GmISU01.10G142600.5.p, GmISU01.10G142600.4.p, GmISU01.10G142600.2.p, GmISU01.10G142600.7.p, GmISU01.10G142600.3.p, GmISU01.10G142600.6.p, GmISU01.20G174100.1.p	Bevul.4G187400.1.p
OG0006973	GmISU01.20G098800.5.p, GmISU01.20G098800.4.p, GmISU01.20G098800.3.p, GmISU01.20G098800.1.p	Bevul.8G113500.1.p
OG0006975	GmISU01.12G199300.1.p, GmISU01.13G169300.1.p, GmISU01.13G169300.2.p	Bevul.9G165800.4.p, Bevul.9G165800.2.p, Bevul.9G165800.3.p, Bevul.9G165800.1.p
OG0006976	GmISU01.01G053400.1.p, GmISU01.02G106600.1.p	Bevul.6G078000.1.p
OG0006978	GmISU01.01G154000.1.p, GmISU01.11G043700.1.p	Bevul.6G012800.1.p
OG0006979	GmISU01.10G122800.1.p, GmISU01.20G192600.1.p	Bevul.4G155400.1.p
OG0006981	GmISU01.11G051800.3.p, GmISU01.11G051800.2.p, GmISU01.11G051800.1.p, GmISU01.01G145900.1.p, GmISU01.01G145900.2.p	Bevul.6G064800.1.p
OG0006983	GmISU01.15G197500.2.p, GmISU01.15G197500.1.p, GmISU01.15G197500.3.p, GmISU01.15G197500.6.p, GmISU01.15G197500.7.p, GmISU01.13G165100.1.p	Bevul.2G042500.1.p
OG0006984	GmISU01.04G041100.4.p, GmISU01.04G041100.1.p, GmISU01.04G041100.3.p, GmISU01.06G040300.2.p, GmISU01.06G040300.3.p, GmISU01.17G206100.1.p	Bevul.1G005400.1.p
OG0006985	GmISU01.17G002300.1.p, GmISU01.17G002300.2.p, GmISU01.07G233100.2.p, GmISU01.07G233100.1.p	Bevul.6G160300.1.p
OG0006987	GmISU01.07G114300.3.p, GmISU01.07G114300.4.p, GmISU01.07G114300.1.p, GmISU01.05G067900.1.p	Bevul.8G207600.1.p
OG0006988	GmISU01.05G094000.2.p, GmISU01.05G094000.1.p, GmISU01.08G166100.5.p, GmISU01.08G166100.4.p, GmISU01.08G166100.3.p, GmISU01.15G050500.1.p	Bevul.9G146400.1.p, Bevul.9G146400.2.p
OG0006989	GmISU01.19G203600.3.p, GmISU01.19G203600.1.p, GmISU01.19G203600.2.p	Bevul.4G140500.1.p
OG0006990	GmISU01.14G104600.1.p, GmISU01.17G183500.1.p	Bevul.2G175500.1.p
OG0006991	GmISU01.08G050000.1.p, GmISU01.08G050000.2.p, GmISU01.05G212100.2.p, GmISU01.05G212100.1.p	Bevul.4G078200.1.p
OG0006992	GmISU01.04G029200.1.p, GmISU01.17G218800.1.p, GmISU01.14G068900.1.p	Bevul.6G022000.1.p
OG0006993	GmISU01.06G097700.1.p, GmISU01.04G095800.1.p, GmISU01.04G095800.4.p	Bevul.1G061500.1.p
OG0006994	GmISU01.07G115600.1.p, GmISU01.18G134700.1.p	Bevul.3G211400.1.p
OG0006995	GmISU01.15G057000.1.p, GmISU01.15G056900.1.p, GmISU01.13G219800.1.p	Bevul.9G217300.1.p
OG0006996	GmISU01.13G221500.1.p	Bevul.9G211500.1.p
OG0006997	GmISU01.07G010100.3.p, GmISU01.07G010100.1.p, GmISU01.07G010100.2.p, GmISU01.08G181000.2.p, GmISU01.08G181000.1.p	Bevul.3G060400.1.p
OG0006998	GmISU01.08G124900.1.p, GmISU01.05G149100.1.p, GmISU01.08G124900.2.p	Bevul.6G067000.1.p
OG0006999	GmISU01.08G002100.1.p, GmISU01.05G165200.1.p, GmISU01.05G165200.3.p, GmISU01.04G168700.1.p	Bevul.4G183300.1.p
OG0007000	GmISU01.08G301000.1.p	Bevul.3G021800.1.p
OG0007001	GmISU01.08G216750.1.p, GmISU01.13G121600.2.p	Bevul.9G101000.6.p, Bevul.9G101000.4.p, Bevul.9G101000.5.p, Bevul.9G101000.2.p, Bevul.9G101000.7.p, Bevul.9G101000.3.p, Bevul.9G101000.11.p, Bevul.9G101000.10.p, Bevul.9G101000.8.p, Bevul.9G101000.9.p, Bevul.9G101000.1.p
OG0007002	GmISU01.10G223000.1.p, GmISU01.20G094900.1.p	Bevul.9G233000.1.p
OG0007003	GmISU01.14G131700.1.p, GmISU01.13G019200.1.p, GmISU01.04G198700.1.p, GmISU01.06G111200.1.p	Bevul.1G081200.1.p
OG0007004	GmISU01.18G066500.1.p, GmISU01.08G297200.1.p	Bevul.4G005400.1.p
OG0007005	GmISU01.12G110100.1.p	Bevul.9G093200.1.p, Bevul.9G093100.1.p, Bevul.9G093100.2.p, Bevul.9G093300.1.p, Bevul.9G093300.2.p, Bevul.9G093300.3.p
OG0007006	GmISU01.06G221700.1.p, GmISU01.12G117600.1.p, GmISU01.12G181800.1.p, GmISU01.13G247300.2.p	Bevul.4G048200.1.p
OG0007007	GmISU01.13G188500.1.p, GmISU01.15G084700.1.p	Bevul.8G098200.1.p
OG0007008	GmISU01.12G177100.1.p	Bevul.7G005800.1.p, Bevul.7G005600.1.p, Bevul.7G005300.1.p, Bevul.7G005500.1.p, Bevul.7G005400.1.p, Bevul.9G092500.1.p
OG0007010	GmISU01.15G088300.1.p, GmISU01.13G184600.1.p	Bevul.8G087200.1.p
OG0007013	GmISU01.13G250900.1.p, GmISU01.12G179100.1.p	Bevul.4G042100.1.p
OG0007014	GmISU01.15G112600.1.p, GmISU01.15G112600.3.p, GmISU01.09G144400.1.p, GmISU01.09G014800.3.p, GmISU01.09G014800.4.p, GmISU01.09G014800.1.p	Bevul.8G035500.1.p
OG0007015	GmISU01.15G072700.1.p, GmISU01.13G202700.1.p, GmISU01.13G146700.1.p, GmISU01.07G170600.1.p	Bevul.8G021400.1.p
OG0007016	GmISU01.05G009300.1.p, GmISU01.17G109100.1.p, GmISU01.08G194800.1.p, GmISU01.07G030200.1.p	Bevul.8G184500.1.p, Bevul.8G184600.1.p
OG0007017	GmISU01.13G199700.1.p	Bevul.8G016400.1.p
OG0007018	GmISU01.09G062800.1.p, GmISU01.15G159900.1.p, GmISU01.17G044400.2.p, GmISU01.13G082800.1.p, GmISU01.17G044400.1.p	Bevul.8G140300.1.p
OG0007019	GmISU01.17G010200.1.p, GmISU01.07G224400.1.p, GmISU01.07G224400.5.p, GmISU01.07G224400.4.p, GmISU01.07G224400.2.p	Bevul.8G052000.1.p
OG0007020	GmISU01.08G295600.2.p, GmISU01.18G068000.1.p, GmISU01.08G295400.1.p, GmISU01.08G295900.1.p, GmISU01.02G259800.1.p, GmISU01.14G012300.1.p	Bevul.4G003200.1.p
OG0007021	GmISU01.07G167400.1.p, GmISU01.07G167400.2.p, GmISU01.13G149700.1.p	Bevul.8G025400.1.p
OG0007022	GmISU01.13G196100.1.p	Bevul.8G005400.1.p
OG0007024	GmISU01.02G255500.1.p, GmISU01.14G016300.1.p	Bevul.4G012800.1.p
OG0007025	GmISU01.08G195000.2.p, GmISU01.08G195000.1.p, GmISU01.08G195000.3.p, GmISU01.06G221800.1.p	Bevul.4G048100.1.p
OG0007026	GmISU01.06G189500.1.p, GmISU01.06G189500.2.p	Bevul.5G256600.1.p
OG0007026	GmISU01.07G030800.2.p, GmISU01.07G030800.1.p, GmISU01.08G194000.2.p, GmISU01.08G194000.1.p	Bevul.9G199500.1.p
OG0007027	GmISU01.01G177200.1.p, GmISU01.01G177200.2.p, GmISU01.01G177200.3.p, GmISU01.19G107700.1.p, GmISU01.08G012200.1.p, GmISU01.01G177100.1.p	Bevul.5G030600.1.p, Bevul.5G030500.1.p
OG0007028	GmISU01.05G137300.6.p, GmISU01.05G137300.2.p, GmISU01.05G137300.5.p, GmISU01.05G137300.1.p, GmISU01.08G111700.1.p, GmISU01.08G111700.2.p, GmISU01.05G137300.3.p	Bevul.8G078000.1.p
OG0007030	GmISU01.13G004400.5.p, GmISU01.13G004400.3.p, GmISU01.13G004400.6.p, GmISU01.20G045200.2.p, GmISU01.20G045200.3.p, GmISU01.20G045200.1.p, GmISU01.13G004400.1.p	Bevul.9G014600.1.p
OG0007031	GmISU01.18G223800.1.p, GmISU01.18G224000.1.p	Bevul.5G163400.1.p
OG0007032	GmISU01.20G178800.1.p, GmISU01.10G137500.2.p, GmISU01.10G137500.1.p	Bevul.5G016600.1.p
OG0007033	GmISU01.05G136300.1.p, GmISU01.15G081400.1.p	Bevul.3G068700.1.p
OG0007035	GmISU01.08G054400.4.p, GmISU01.08G054400.1.p, GmISU01.08G054400.3.p, GmISU01.08G054400.2.p, GmISU01.07G159500.3.p, GmISU01.07G159500.1.p, GmISU01.07G159500.4.p	Bevul.8G010900.1.p
OG0007036	GmISU01.13G187500.1.p, GmISU01.15G085800.1.p, GmISU01.15G085800.2.p	Bevul.8G092600.1.p
OG0007037	GmISU01.09G008200.2.p, GmISU01.09G008200.1.p, GmISU01.09G008200.3.p, GmISU01.15G104900.1.p	Bevul.8G045500.1.p
OG0007038	GmISU01.09G009100.1.p, GmISU01.15G105800.2.p, GmISU01.15G105800.1.p	Bevul.8G044700.1.p
OG0007039	GmISU01.09G007200.1.p, GmISU01.15G104000.1.p, GmISU01.07G226100.2.p	Bevul.8G048200.1.p
OG0007041	GmISU01.12G167000.1.p, GmISU01.13G263900.1.p, GmISU01.12G095000.1.p, GmISU01.06G254400.1.p	Bevul.9G072700.1.p
OG0007042	GmISU01.06G197900.2.p, GmISU01.06G197900.3.p, GmISU01.06G197900.1.p, GmISU01.04G124300.1.p, GmISU01.04G124300.3.p, GmISU01.04G124300.2.p, GmISU01.17G066500.1.p, GmISU01.02G172800.1.p	Bevul.8G151500.1.p
OG0007043	GmISU01.14G098100.1.p, GmISU01.17G190700.1.p	Bevul.2G008200.1.p
OG0007044	GmISU01.09G054500.1.p, GmISU01.15G150700.2.p, GmISU01.15G150700.3.p, GmISU01.17G054500.1.p, GmISU01.13G072900.1.p	Bevul.8G206900.1.p
OG0007045	GmISU01.13G329212.1.p, GmISU01.13G329212.2.p, GmISU01.08G208100.1.p, GmISU01.07G002300.1.p	Bevul.3G131900.1.p
OG0007046	GmISU01.15G031800.1.p, GmISU01.13G299900.3.p, GmISU01.13G299900.1.p	Bevul.4G239600.1.p
OG0007047	GmISU01.07G043100.1.p, GmISU01.16G013600.1.p	Bevul.7G160600.1.p
OG0007048	GmISU01.06G071400.2.p, GmISU01.06G071400.3.p, GmISU01.06G071400.4.p	Bevul.2G003000.1.p
OG0007049	GmISU01.19G080700.1.p, GmISU01.16G039300.1.p	Bevul.9G007100.1.p, Bevul.9G007200.1.p, Bevul.9G007200.4.p, Bevul.9G007200.5.p, Bevul.9G007200.3.p, Bevul.9G007200.6.p, Bevul.9G007200.2.p
OG0007050	GmISU01.16G005000.1.p, GmISU01.07G034400.1.p	Bevul.7G170800.1.p
OG0007051	GmISU01.17G199800.1.p, GmISU01.14G088400.1.p	Bevul.2G151200.1.p, Bevul.2G151200.2.p
OG0007052	GmISU01.06G274900.1.p, GmISU01.06G274900.2.p, GmISU01.04G098100.2.p, GmISU01.04G098100.1.p	Bevul.8G001500.1.p
OG0007053	GmISU01.05G160500.1.p, GmISU01.14G019800.1.p	Bevul.7G153800.1.p
OG0007054	GmISU01.13G128600.1.p, GmISU01.15G178800.1.p	Bevul.8G160200.1.p
OG0007055	GmISU01.09G072700.1.p, GmISU01.15G169300.4.p	Bevul.3G019600.1.p
OG0007056	GmISU01.07G066800.1.p, GmISU01.03G011800.1.p	Bevul.1G165200.1.p
OG0007057	GmISU01.20G141600.1.p, GmISU01.10G175300.1.p, GmISU01.10G175300.2.p, GmISU01.10G175300.3.p, GmISU01.10G175300.4.p, GmISU01.10G175300.5.p	Bevul.5G013000.1.p
OG0007058	GmISU01.16G027000.1.p, GmISU01.07G056800.1.p	Bevul.1G185000.1.p
OG0007059	GmISU01.18G136300.2.p, GmISU01.18G136300.4.p, GmISU01.18G136300.1.p, GmISU01.14G086100.5.p, GmISU01.14G086100.6.p, GmISU01.14G086100.3.p, GmISU01.14G086100.4.p, GmISU01.14G086100.2.p	Bevul.4G155000.1.p
OG0007060	GmISU01.07G178400.1.p, GmISU01.13G065300.1.p, GmISU01.17G062400.1.p, GmISU01.17G062400.2.p	Bevul.8G215000.1.p
OG0007061	GmISU01.17G195400.1.p, GmISU01.14G093100.2.p, GmISU01.14G093100.1.p	Bevul.2G001900.1.p
OG0007062	GmISU01.08G028400.4.p, GmISU01.08G028400.3.p, GmISU01.08G028400.1.p, GmISU01.05G191400.1.p	Bevul.8G206600.1.p, Bevul.8G125600.1.p
OG0007063	GmISU01.14G038700.1.p, GmISU01.13G052300.1.p, GmISU01.20G036900.1.p, GmISU01.20G036600.1.p, GmISU01.20G036700.1.p	Bevul.9G062600.1.p
OG0007064	GmISU01.09G223000.2.p, GmISU01.09G223000.4.p, GmISU01.09G223000.1.p, GmISU01.09G223000.3.p, GmISU01.18G169200.2.p, GmISU01.18G169200.1.p	Bevul.1G128200.1.p
OG0007065	GmISU01.08G178800.2.p, GmISU01.08G178800.1.p, GmISU01.07G008100.1.p, GmISU01.07G008100.3.p, GmISU01.07G008100.2.p	Bevul.4G164900.1.p
OG0007066	GmISU01.03G080500.1.p, GmISU01.13G006300.1.p	Bevul.4G194800.1.p
OG0007067	GmISU01.09G059800.4.p, GmISU01.15G156300.2.p, GmISU01.09G059800.3.p, GmISU01.09G059800.1.p, GmISU01.15G156300.1.p	Bevul.8G132100.1.p
OG0007068	GmISU01.07G000300.1.p, GmISU01.08G210700.1.p	Bevul.7G148500.1.p
OG0007069	GmISU01.13G068600.1.p, GmISU01.17G059000.1.p	Bevul.8G212700.1.p
OG0007070	GmISU01.06G268000.1.p, GmISU01.06G267800.1.p, GmISU01.04G105000.1.p	Bevul.5G039000.1.p
OG0007071	GmISU01.14G076900.1.p, GmISU01.14G076900.2.p, GmISU01.17G211400.5.p, GmISU01.17G211400.4.p, GmISU01.17G211400.1.p, GmISU01.17G211400.2.p	Bevul.3G160400.1.p
OG0007072	GmISU01.02G058600.1.p, GmISU01.16G119200.1.p	Bevul.3G123700.1.p
OG0007073	GmISU01.05G196400.1.p, GmISU01.05G196400.2.p, GmISU01.08G034300.1.p, GmISU01.08G034300.2.p, GmISU01.09G153700.1.p, GmISU01.07G076200.1.p	Bevul.8G196700.1.p
OG0007074	GmISU01.17G205000.1.p, GmISU01.09G149000.1.p, GmISU01.07G080700.1.p, GmISU01.08G036700.1.p, GmISU01.05G198900.1.p, GmISU01.20G032200.1.p	Bevul.8G189400.1.p
OG0007075	GmISU01.08G191400.1.p, GmISU01.07G004700.1.p, GmISU01.15G014500.1.p, GmISU01.13G316600.1.p	Bevul.9G204700.2.p, Bevul.9G204700.1.p, Bevul.9G204900.1.p
OG0007076	GmISU01.09G198600.2.p, GmISU01.09G198600.1.p, GmISU01.18G197900.1.p, GmISU01.18G197900.2.p	Bevul.1G142100.1.p
OG0007077	GmISU01.09G096500.1.p	Bevul.9G124100.1.p
OG0007078	GmISU01.04G074000.2.p, GmISU01.04G074000.1.p, GmISU01.06G075100.1.p, GmISU01.17G166800.1.p, GmISU01.14G119200.1.p	Bevul.2G163900.1.p
OG0007079	GmISU01.01G175400.4.p, GmISU01.01G175400.3.p, GmISU01.01G175400.1.p	Bevul.5G034500.1.p
OG0007080	GmISU01.09G087400.1.p, GmISU01.02G148800.2.p, GmISU01.02G148800.1.p	Bevul.3G178300.1.p
OG0007081	GmISU01.17G127700.1.p, GmISU01.09G052100.1.p, GmISU01.05G051900.1.p, GmISU01.01G170000.1.p, GmISU01.11G028600.1.p	Bevul.5G006000.1.p
OG0007083	GmISU01.08G017700.1.p, GmISU01.05G181100.1.p	Bevul.5G023900.1.p
OG0007084	GmISU01.03G009200.1.p, GmISU01.03G009300.1.p, GmISU01.07G065000.1.p, GmISU01.07G065000.2.p, GmISU01.07G064900.1.p, GmISU01.07G064800.1.p	Bevul.1G176400.1.p
OG0007085	GmISU01.11G094000.1.p, GmISU01.11G094000.2.p, GmISU01.12G025500.1.p	Bevul.7G031200.1.p
OG0007086	GmISU01.16G012900.1.p, GmISU01.07G043000.1.p	Bevul.7G160700.1.p
OG0007087	GmISU01.06G076600.1.p, GmISU01.04G075200.1.p	Bevul.2G161600.1.p
OG0007088	GmISU01.06G068400.1.p, GmISU01.04G067500.1.p	Bevul.2G015000.2.p, Bevul.2G015000.1.p
OG0007089	GmISU01.14G090000.1.p	Bevul.2G145800.1.p
OG0007090	GmISU01.04G068100.1.p, GmISU01.06G069100.1.p, GmISU01.11G141300.1.p, GmISU01.14G111600.3.p, GmISU01.14G111600.1.p, GmISU01.17G175700.1.p	Bevul.4G162200.1.p
OG0007091	GmISU01.07G005700.3.p, GmISU01.07G005700.1.p, GmISU01.07G005700.2.p, GmISU01.08G192400.3.p, GmISU01.08G192400.1.p	Bevul.9G203000.1.p
OG0007092	GmISU01.04G066000.3.p, GmISU01.04G066000.5.p, GmISU01.04G066000.4.p, GmISU01.04G066000.2.p, GmISU01.04G066000.1.p	Bevul.8G173200.1.p
OG0007093	GmISU01.17G052800.1.p, GmISU01.15G152500.1.p, GmISU01.09G055900.1.p	Bevul.8G120900.1.p
OG0007094	GmISU01.06G119300.2.p, GmISU01.06G119300.1.p, GmISU01.04G192300.1.p	Bevul.3G035200.1.p
OG0007095	GmISU01.09G213800.3.p, GmISU01.09G213800.1.p, GmISU01.18G180400.1.p	Bevul.1G179500.1.p
OG0007096	GmISU01.19G122100.1.p, GmISU01.03G118000.2.p	Bevul.1G024100.1.p
OG0007097	GmISU01.04G195400.3.p, GmISU01.04G195400.2.p, GmISU01.04G195400.1.p, GmISU01.06G115500.3.p, GmISU01.06G115500.2.p, GmISU01.14G136200.1.p	Bevul.3G041900.1.p
OG0007098	GmISU01.17G189200.1.p, GmISU01.17G189200.3.p	Bevul.5G180700.1.p
OG0007099	GmISU01.09G155000.2.p, GmISU01.09G155000.1.p, GmISU01.09G155000.3.p, GmISU01.01G110800.1.p, GmISU01.01G110800.2.p	Bevul.8G198500.1.p
OG0007100	GmISU01.17G068200.1.p, GmISU01.02G170800.1.p, GmISU01.12G126500.2.p, GmISU01.12G126500.1.p, GmISU01.06G194600.1.p	Bevul.2G168300.1.p
OG0007101	GmISU01.04G062900.1.p, GmISU01.06G063600.1.p, GmISU01.17G106300.1.p	Bevul.2G024400.1.p
OG0007102	GmISU01.09G149100.1.p, GmISU01.07G080600.2.p, GmISU01.07G080600.1.p, GmISU01.07G080600.4.p, GmISU01.07G080600.3.p	Bevul.8G189600.1.p
OG0007103	GmISU01.15G051600.1.p	Bevul.2G022300.1.p, Bevul.2G022300.4.p, Bevul.2G022300.3.p, Bevul.2G022300.2.p
OG0007104	GmISU01.01G170500.1.p, GmISU01.11G027500.1.p, GmISU01.05G047100.1.p, GmISU01.17G123300.2.p	Bevul.5G010400.1.p
OG0007105	GmISU01.13G069000.1.p, GmISU01.17G058700.1.p	Bevul.8G212400.1.p
OG0007106	GmISU01.16G033400.1.p, GmISU01.19G087200.1.p, GmISU01.19G087200.2.p	Bevul.5G024200.1.p
OG0007107	GmISU01.08G188500.2.p, GmISU01.08G188500.1.p, GmISU01.07G015600.1.p	Bevul.9G215300.1.p
OG0007109	GmISU01.17G166700.1.p, GmISU01.14G118300.2.p, GmISU01.14G118300.5.p, GmISU01.14G118300.6.p, GmISU01.14G118300.3.p, GmISU01.14G118300.1.p, GmISU01.14G118300.4.p	Bevul.2G164300.1.p
OG0007110	GmISU01.08G280400.1.p, GmISU01.18G085500.1.p	Bevul.4G035300.1.p
OG0007111	GmISU01.17G102300.5.p, GmISU01.17G102300.4.p, GmISU01.17G102300.3.p, GmISU01.13G132600.1.p, GmISU01.13G132600.4.p, GmISU01.13G132600.3.p	Bevul.8G171600.1.p
OG0007112	GmISU01.06G118200.3.p, GmISU01.04G193100.1.p	Bevul.3G036700.1.p
OG0007113	GmISU01.04G060200.1.p, GmISU01.06G060600.1.p	Bevul.2G175600.1.p
OG0007114	GmISU01.17G178150.4.p, GmISU01.17G178150.3.p, GmISU01.17G178150.1.p, GmISU01.17G178150.2.p, GmISU01.06G066500.1.p, GmISU01.06G066500.2.p, GmISU01.04G065900.2.p, GmISU01.04G065900.1.p	Bevul.2G017700.3.p, Bevul.2G017700.2.p, Bevul.2G017700.1.p
OG0007117	GmISU01.09G084050.1.p, GmISU01.08G279500.1.p, GmISU01.18G086700.2.p, GmISU01.18G086700.1.p	Bevul.1G025000.1.p
OG0007118	GmISU01.04G184200.1.p, GmISU01.06G127300.1.p, GmISU01.14G154800.1.p, GmISU01.02G186000.1.p	Bevul.3G022000.1.p
OG0007119	GmISU01.07G013600.1.p, GmISU01.07G013600.2.p, GmISU01.08G186800.1.p	Bevul.9G115900.2.p, Bevul.9G115900.1.p
OG0007120	GmISU01.19G212900.1.p, GmISU01.19G212900.3.p, GmISU01.03G212200.2.p, GmISU01.03G212200.3.p	Bevul.1G187400.1.p
OG0007121	GmISU01.14G039900.2.p, GmISU01.14G039900.5.p, GmISU01.14G039900.3.p, GmISU01.14G039900.4.p, GmISU01.02G233300.1.p	Bevul.2G233800.2.p, Bevul.2G233800.1.p
OG0007122	GmISU01.01G089900.1.p, GmISU01.03G042800.1.p	Bevul.5G053800.1.p
OG0007123	GmISU01.15G039100.1.p, GmISU01.13G292400.1.p, GmISU01.12G060600.1.p, GmISU01.11G130100.1.p	Bevul.7G212500.1.p
OG0007124	GmISU01.06G275400.1.p, GmISU01.04G097300.1.p	Bevul.4G000700.1.p
OG0007125	GmISU01.19G113900.1.p, GmISU01.19G113900.2.p, GmISU01.19G113900.3.p, GmISU01.03G109100.2.p	Bevul.3G182500.1.p
OG0007127	GmISU01.15G114900.1.p, GmISU01.09G017300.1.p, GmISU01.15G114900.2.p, GmISU01.07G232400.1.p, GmISU01.07G232400.2.p, GmISU01.07G232400.3.p	Bevul.9G009200.1.p
OG0007128	GmISU01.08G291800.1.p, GmISU01.18G071100.1.p	Bevul.4G010700.1.p
OG0007129	GmISU01.12G098400.1.p, GmISU01.06G249300.1.p, GmISU01.06G249300.2.p	Bevul.9G071100.2.p, Bevul.9G071100.1.p, Bevul.9G071100.5.p, Bevul.9G071100.6.p, Bevul.9G071100.3.p, Bevul.9G071100.7.p, Bevul.9G071100.4.p
OG0007131	GmISU01.16G034100.4.p, GmISU01.15G190700.1.p, GmISU01.19G086000.2.p, GmISU01.19G086000.1.p, GmISU01.16G034100.2.p, GmISU01.16G034100.3.p, GmISU01.16G034100.1.p	Bevul.5G120000.1.p
OG0007132	GmISU01.07G122500.1.p, GmISU01.18G142100.1.p, GmISU01.03G054400.1.p, GmISU01.03G054400.2.p	Bevul.2G224600.1.p
OG0007133	GmISU01.03G204900.1.p, GmISU01.19G206400.1.p, GmISU01.20G184600.1.p, GmISU01.10G131100.1.p	Bevul.7G076400.1.p
OG0007134	GmISU01.16G029500.3.p, GmISU01.16G029500.4.p, GmISU01.16G029500.1.p, GmISU01.16G029500.2.p	Bevul.6G078400.1.p
OG0007135	GmISU01.13G262300.2.p, GmISU01.12G168300.2.p, GmISU01.12G168300.1.p	Bevul.3G072200.1.p
OG0007136	GmISU01.12G115100.1.p, GmISU01.06G224800.1.p, GmISU01.13G249200.1.p, GmISU01.12G180000.1.p, GmISU01.13G249200.3.p, GmISU01.12G180000.3.p	Bevul.4G045300.1.p
OG0007137	GmISU01.10G049550.1.p, GmISU01.13G113100.1.p	Bevul.7G013600.2.p, Bevul.7G013600.3.p, Bevul.7G013600.1.p
