Orthogroup	G_max.proteins	S_lycopersicum.proteins
OG0010772	GmISU01.20G159800.2.p, GmISU01.20G159800.3.p	Solyc11g012890.2.1
OG0010773	GmISU01.04G015100.1.p, GmISU01.06G013800.1.p	Solyc04g082650.3.1
OG0010774	GmISU01.09G155900.1.p	Solyc02g068250.3.1
OG0010774	GmISU01.09G164200.1.p	Solyc08g005015.1.1
OG0010775	GmISU01.12G135900.1.p, GmISU01.16G001200.1.p	Solyc01g103380.3.1, Solyc10g045550.2.1
OG0010776	GmISU01.05G097500.1.p, GmISU01.08G069400.1.p	Solyc10g047120.2.1
OG0010777	GmISU01.02G089900.1.p	Solyc07g049740.3.1
OG0010778	GmISU01.14G079900.1.p, GmISU01.17G208200.1.p	Solyc04g078600.3.1
OG0010779	GmISU01.04G088700.12.p, GmISU01.04G088700.3.p, GmISU01.04G088700.7.p, GmISU01.04G088700.1.p, GmISU01.04G088700.2.p, GmISU01.06G090700.6.p, GmISU01.06G090700.2.p	Solyc01g081320.3.1
OG0010780	GmISU01.08G066200.3.p, GmISU01.05G094500.2.p	Solyc01g105160.3.1
OG0010781	GmISU01.02G075700.1.p	Solyc04g071010.3.1, Solyc04g071290.3.1
OG0010782	GmISU01.14G083700.1.p, GmISU01.07G226300.1.p	Solyc04g077820.3.1
OG0010783	GmISU01.01G119500.1.p, GmISU01.11G080700.1.p, GmISU01.09G156400.1.p, GmISU01.16G095300.1.p	Solyc02g082240.1.1
OG0010785	GmISU01.08G173400.5.p, GmISU01.08G173400.1.p, GmISU01.08G173400.3.p	Solyc01g104130.3.1
OG0010786	GmISU01.12G137800.1.p	Solyc01g103710.3.1
OG0010787	GmISU01.07G182100.1.p, GmISU01.02G092100.4.p, GmISU01.02G092100.3.p	Solyc01g107980.3.1
OG0010788	GmISU01.15G049100.1.p	Solyc01g105020.3.1
OG0010790	GmISU01.04G098200.2.p, GmISU01.04G098200.1.p, GmISU01.06G274800.1.p	Solyc12g016190.2.1
OG0010791	GmISU01.05G117800.1.p, GmISU01.08G090600.1.p	Solyc11g020860.1.1, Solyc07g005895.1.1
OG0010792	GmISU01.17G136400.2.p, GmISU01.05G060700.2.p, GmISU01.17G136400.1.p, GmISU01.05G060700.1.p	Solyc08g077840.3.1
OG0010794	GmISU01.15G060800.1.p	Solyc02g079770.3.1
OG0010795	GmISU01.17G007600.1.p	Solyc11g012070.2.1
OG0010796	GmISU01.15G075200.1.p, GmISU01.13G199100.1.p	Solyc01g005895.1.1, Solyc04g079720.3.1
OG0010798	GmISU01.15G104500.1.p, GmISU01.09G007700.1.p	Solyc11g011990.2.1
OG0010799	GmISU01.09G017800.2.p, GmISU01.09G017800.1.p	Solyc01g102670.3.1
OG0010800	GmISU01.18G096700.1.p, GmISU01.08G271600.1.p	Solyc07g043570.3.1
OG0010801	GmISU01.05G109400.1.p, GmISU01.08G081000.1.p	Solyc02g081670.1.1
OG0010802	GmISU01.04G110800.1.p, GmISU01.11G169000.1.p	Solyc07g054690.1.1
OG0010804	GmISU01.15G170600.1.p, GmISU01.09G075500.1.p	Solyc08g006930.3.1
OG0010805	GmISU01.14G020200.2.p	Solyc12g014400.2.1, Solyc10g006220.3.1, Solyc12g014397.1.1
OG0010806	GmISU01.11G081800.1.p, GmISU01.01G118500.1.p	Solyc08g005570.3.1
OG0010807	GmISU01.11G101800.1.p	Solyc02g069570.3.1
OG0010809	GmISU01.02G246200.1.p, GmISU01.14G026700.1.p, GmISU01.08G276500.1.p, GmISU01.18G090500.1.p	Solyc07g056320.3.1
OG0010810	GmISU01.09G014600.1.p	Solyc04g015150.3.1
OG0010811	GmISU01.13G128700.1.p	Solyc07g005120.3.1
OG0010812	GmISU01.12G091600.1.p, GmISU01.12G091600.4.p, GmISU01.12G091600.3.p, GmISU01.12G091600.2.p	Solyc07g052640.3.1
OG0010813	GmISU01.12G174300.2.p, GmISU01.12G174300.1.p, GmISU01.12G174300.3.p	Solyc01g088490.3.1
OG0010814	GmISU01.09G006500.3.p, GmISU01.09G006500.1.p, GmISU01.15G103400.2.p, GmISU01.15G103400.1.p	Solyc12g088730.2.1
OG0010815	GmISU01.17G005800.1.p, GmISU01.07G229300.1.p	Solyc11g012640.1.1
OG0010816	GmISU01.17G129000.1.p, GmISU01.05G053300.1.p	Solyc08g078860.3.1
OG0010817	GmISU01.08G020300.1.p, GmISU01.05G184200.3.p, GmISU01.05G184200.5.p, GmISU01.05G184200.4.p	Solyc08g082160.3.1
OG0010818	GmISU01.05G131800.2.p, GmISU01.05G131800.1.p, GmISU01.08G106300.1.p	Solyc02g079730.3.1
OG0010819	GmISU01.06G073000.1.p, GmISU01.04G072000.1.p, GmISU01.17G165600.1.p, GmISU01.14G116900.1.p, GmISU01.14G116900.2.p	Solyc08g006110.3.1
OG0010820	GmISU01.13G194000.1.p	Solyc07g006420.1.1
OG0010821	GmISU01.17G110300.3.p, GmISU01.17G110300.2.p	Solyc05g017950.3.1
OG0010822	GmISU01.09G211200.1.p, GmISU01.18G183300.1.p	Solyc01g095040.3.1
OG0010823	GmISU01.05G009200.1.p	Solyc07g005430.3.1
OG0010824	GmISU01.07G062100.1.p	Solyc08g067060.2.1
OG0010825	GmISU01.17G056600.1.p, GmISU01.13G070900.1.p	Solyc07g017800.3.1
OG0010826	GmISU01.09G074500.1.p, GmISU01.15G171300.1.p, GmISU01.15G171300.2.p	Solyc02g078830.3.1
OG0010827	GmISU01.04G124433.1.p, GmISU01.02G172700.1.p, GmISU01.17G066600.1.p	Solyc07g005830.3.1
OG0010829	GmISU01.09G108400.1.p, GmISU01.16G153800.1.p	Solyc03g025540.3.1
OG0010830	GmISU01.01G002601.1.p	Solyc07g025520.3.1
OG0010831	GmISU01.14G089200.1.p, GmISU01.04G047000.1.p, GmISU01.06G046100.1.p	Solyc11g070030.2.1
OG0010832	GmISU01.02G079000.1.p, GmISU01.10G094300.1.p	Solyc00g024150.3.1
OG0010833	GmISU01.13G008000.1.p	Solyc07g045315.1.1, Solyc07g045310.3.1
OG0010834	GmISU01.17G174600.1.p, GmISU01.14G112500.1.p	Solyc12g096330.2.1
OG0010835	GmISU01.14G119000.1.p, GmISU01.04G077300.1.p, GmISU01.06G078800.1.p	Solyc08g066540.3.1
OG0010836	GmISU01.09G102400.1.p, GmISU01.16G148900.1.p	Solyc03g007620.3.1
OG0010837	GmISU01.09G190300.1.p, GmISU01.12G003600.1.p	Solyc03g083560.1.1, Solyc06g034390.1.1
OG0010838	GmISU01.14G097700.3.p, GmISU01.17G190900.1.p	Solyc08g006650.3.1
OG0010839	GmISU01.11G138600.1.p, GmISU01.01G062100.1.p	Solyc10g018590.2.1
OG0010840	GmISU01.05G143400.1.p, GmISU01.08G118600.1.p	Solyc06g064830.3.1
OG0010841	GmISU01.15G176000.1.p, GmISU01.09G080900.1.p	Solyc07g007110.3.1
OG0010842	GmISU01.19G213400.1.p, GmISU01.07G053600.1.p, GmISU01.16G024200.1.p	Solyc08g082030.3.1, Solyc00g040490.1.1
OG0010843	GmISU01.11G139400.1.p, GmISU01.01G102700.1.p, GmISU01.03G029400.1.p, GmISU01.03G029400.2.p	Solyc01g090850.3.1
OG0010844	GmISU01.06G050800.1.p, GmISU01.06G050900.1.p	Solyc06g066120.3.1
OG0010845	GmISU01.08G195100.1.p	Solyc12g042910.2.1
OG0010846	GmISU01.17G107100.1.p, GmISU01.05G007200.1.p	Solyc05g018520.3.1
OG0010847	GmISU01.14G117500.1.p	Solyc08g068120.2.1
OG0010848	GmISU01.07G074500.1.p	Solyc01g094010.3.1
OG0010849	GmISU01.09G113700.1.p, GmISU01.16G167100.1.p	Solyc01g009590.3.1, Solyc06g035820.1.1
OG0010850	GmISU01.09G223500.1.p, GmISU01.18G168500.2.p, GmISU01.18G168500.1.p	Solyc01g091450.3.1
OG0010851	GmISU01.13G140200.1.p, GmISU01.17G106500.1.p	Solyc12g006660.2.1
OG0010852	GmISU01.07G074400.1.p, GmISU01.03G017600.1.p	Solyc01g091410.3.1
OG0010853	GmISU01.05G193400.1.p, GmISU01.08G030500.1.p, GmISU01.01G006300.1.p, GmISU01.01G006300.2.p	Solyc12g008530.2.1
OG0010854	GmISU01.05G050300.1.p	Solyc08g079830.3.1
OG0010855	GmISU01.11G082600.2.p, GmISU01.11G082600.1.p, GmISU01.01G117800.1.p	Solyc08g075420.3.1
OG0010856	GmISU01.03G221200.1.p, GmISU01.09G240400.1.p, GmISU01.09G240400.3.p, GmISU01.09G240400.2.p	Solyc01g097670.3.1
OG0010857	GmISU01.06G068500.1.p, GmISU01.04G067600.1.p	Solyc01g010080.3.1, Solyc08g068005.1.1
OG0010858	GmISU01.12G011500.1.p, GmISU01.09G182800.1.p, GmISU01.09G182800.2.p	Solyc03g093230.3.1
OG0010859	GmISU01.05G007100.2.p, GmISU01.05G007100.1.p, GmISU01.17G106900.1.p	Solyc12g006620.2.1
OG0010860	GmISU01.11G186600.1.p, GmISU01.18G046400.1.p	Solyc06g082760.3.1, Solyc06g082750.3.1
OG0010861	GmISU01.08G035000.2.p, GmISU01.08G035000.1.p, GmISU01.05G197000.1.p	Solyc12g007120.2.1
OG0010862	GmISU01.07G015700.1.p, GmISU01.08G188600.1.p, GmISU01.08G188600.2.p	Solyc06g066550.3.1
OG0010863	GmISU01.03G024700.1.p, GmISU01.03G024700.2.p	Solyc01g091140.3.1, Solyc01g091130.3.1
OG0010864	GmISU01.11G086600.1.p, GmISU01.12G019200.1.p	Solyc10g080160.2.1
OG0010865	GmISU01.06G052300.1.p, GmISU01.04G053600.1.p	Solyc08g067260.3.1
OG0010866	GmISU01.05G183500.1.p, GmISU01.05G183500.3.p, GmISU01.01G182900.1.p	Solyc08g082080.3.1
OG0010867	GmISU01.06G196800.1.p, GmISU01.06G196800.2.p	Solyc07g006520.3.1
OG0010868	GmISU01.18G064100.1.p	Solyc02g072460.1.1
OG0010869	GmISU01.11G138900.1.p	Solyc01g090770.3.1
OG0010870	GmISU01.17G110600.1.p	Solyc10g079970.2.1
OG0010871	GmISU01.07G110800.1.p	Solyc08g066530.3.1
OG0010872	GmISU01.17G042000.1.p, GmISU01.13G085400.1.p	Solyc07g042440.3.1
OG0010873	GmISU01.04G121000.1.p, GmISU01.17G108100.1.p, GmISU01.05G008200.1.p	Solyc12g006690.2.1
OG0010874	GmISU01.05G152500.2.p, GmISU01.05G152500.1.p, GmISU01.08G128900.1.p	Solyc04g054720.3.1
OG0010875	GmISU01.07G068000.1.p, GmISU01.03G012500.1.p	Solyc01g094200.3.1
OG0010876	GmISU01.06G191100.3.p, GmISU01.06G191100.1.p	Solyc12g006810.2.1
OG0010877	GmISU01.10G236500.1.p, GmISU01.20G079400.1.p	Solyc11g006750.1.1
OG0010878	GmISU01.06G054900.1.p	Solyc12g096550.2.1
OG0010879	GmISU01.05G198100.1.p, GmISU01.08G035900.1.p, GmISU01.08G035900.2.p	Solyc11g071340.2.1
OG0010880	GmISU01.01G113600.1.p, GmISU01.09G173300.1.p	Solyc08g005520.3.1
OG0010881	GmISU01.07G014100.1.p, GmISU01.08G187400.1.p	Solyc03g120970.3.1
OG0010882	GmISU01.15G000700.1.p	Solyc03g124010.3.1
OG0010883	GmISU01.17G044800.1.p, GmISU01.13G082500.1.p	Solyc07g041780.3.1, Solyc12g009080.2.1
OG0010884	GmISU01.09G119300.1.p, GmISU01.16G172300.1.p	Solyc03g007030.3.1, Solyc10g012090.1.1
OG0010885	GmISU01.09G168000.1.p, GmISU01.01G013300.2.p, GmISU01.01G013300.1.p	Solyc08g076450.3.1
OG0010886	GmISU01.06G140600.1.p, GmISU01.04G172600.2.p	Solyc06g016760.2.1
OG0010887	GmISU01.06G268200.1.p, GmISU01.15G189900.1.p, GmISU01.13G156000.1.p	Solyc02g014300.2.1, Solyc02g081990.3.1
OG0010888	GmISU01.14G096800.1.p, GmISU01.17G191800.1.p, GmISU01.04G119200.1.p, GmISU01.04G056000.1.p, GmISU01.06G055900.1.p	Solyc08g006870.3.1
OG0010889	GmISU01.01G111400.1.p, GmISU01.08G032800.1.p, GmISU01.05G195200.1.p	Solyc05g018233.1.1
OG0010890	GmISU01.17G138000.2.p, GmISU01.17G138000.1.p, GmISU01.17G138000.3.p	Solyc08g077510.3.1
OG0010891	GmISU01.09G055100.2.p, GmISU01.09G055100.1.p, GmISU01.15G151600.1.p	Solyc07g009460.3.1
OG0010892	GmISU01.06G125200.2.p, GmISU01.06G125200.1.p, GmISU01.04G186500.1.p	Solyc03g081230.1.1
OG0010893	GmISU01.16G062000.1.p	Solyc03g007550.3.1
OG0010895	GmISU01.06G075500.1.p, GmISU01.04G074400.1.p	Solyc08g068350.3.1
OG0010896	GmISU01.13G137700.1.p, GmISU01.17G104300.1.p	Solyc07g008200.3.1
OG0010897	GmISU01.11G100000.1.p, GmISU01.11G100000.2.p, GmISU01.12G015100.1.p	Solyc03g082820.3.1
OG0010898	GmISU01.13G323500.1.p, GmISU01.15G006800.1.p	Solyc06g068160.3.1
OG0010899	GmISU01.07G078200.1.p, GmISU01.09G151700.1.p	Solyc12g007070.2.1
OG0010900	GmISU01.01G116400.1.p, GmISU01.01G116400.2.p, GmISU01.09G176900.1.p	Solyc08g075280.3.1
OG0010901	GmISU01.04G120900.1.p, GmISU01.06G192300.3.p	Solyc08g066820.3.1
OG0010902	GmISU01.01G003800.1.p, GmISU01.07G112400.1.p	Solyc07g032220.3.1
OG0010903	GmISU01.03G152500.1.p	Solyc09g009230.2.1
OG0010904	GmISU01.07G031500.1.p, GmISU01.08G193300.1.p, GmISU01.13G318900.1.p, GmISU01.15G012100.1.p	Solyc03g120380.3.1
OG0010905	GmISU01.04G121800.1.p, GmISU01.06G191600.1.p, GmISU01.05G008600.1.p, GmISU01.17G108600.1.p	Solyc06g008890.3.1
OG0010906	GmISU01.06G274500.2.p, GmISU01.06G274500.1.p, GmISU01.04G098700.2.p	Solyc07g066170.3.1
OG0010907	GmISU01.17G061400.2.p, GmISU01.17G061400.3.p, GmISU01.17G061400.1.p, GmISU01.13G066400.1.p, GmISU01.13G066400.2.p, GmISU01.13G066400.3.p, GmISU01.17G061400.4.p	Solyc07g006620.3.1
OG0010908	GmISU01.15G018000.1.p, GmISU01.13G313300.1.p	Solyc03g120880.3.1
OG0010910	GmISU01.09G063000.1.p	Solyc08g067990.2.1, Solyc07g041970.3.1
OG0010911	GmISU01.02G267800.1.p, GmISU01.14G003300.1.p	Solyc06g065570.3.1, Solyc08g067440.2.1
OG0010912	GmISU01.04G074300.1.p, GmISU01.06G075400.1.p	Solyc08g068340.3.1
OG0010914	GmISU01.13G083700.1.p	Solyc12g009180.2.1
OG0010915	GmISU01.13G300100.2.p, GmISU01.13G300100.1.p, GmISU01.15G031600.1.p	Solyc11g062020.2.1
OG0010916	GmISU01.05G054200.1.p, GmISU01.05G054200.2.p	Solyc06g060670.3.1
OG0010917	GmISU01.17G068400.5.p, GmISU01.17G068400.4.p, GmISU01.17G068400.6.p, GmISU01.17G068400.3.p, GmISU01.17G068400.2.p, GmISU01.02G170400.1.p	Solyc07g005530.3.1
OG0010919	GmISU01.09G106500.1.p, GmISU01.16G152100.1.p	Solyc03g025320.3.1
OG0010920	GmISU01.05G180800.1.p, GmISU01.01G181200.1.p, GmISU01.01G181200.2.p, GmISU01.11G018500.1.p	Solyc08g081710.3.1
OG0010921	GmISU01.13G064600.1.p, GmISU01.17G063200.1.p	Solyc07g006340.3.1
OG0010922	GmISU01.04G067200.1.p, GmISU01.06G068000.1.p, GmISU01.17G176500.1.p, GmISU01.17G176300.1.p, GmISU01.14G110400.1.p	Solyc10g084680.1.1
OG0010923	GmISU01.09G188800.1.p, GmISU01.12G005000.1.p	Solyc03g083970.3.1
OG0010924	GmISU01.15G153800.1.p, GmISU01.15G153800.4.p, GmISU01.15G153800.2.p, GmISU01.15G153800.3.p, GmISU01.09G057200.2.p, GmISU01.09G057200.3.p, GmISU01.09G057200.1.p	Solyc07g039190.3.1
OG0010926	GmISU01.07G072300.1.p, GmISU01.03G016100.1.p	Solyc01g091900.3.1, Solyc06g074467.1.1
OG0010927	GmISU01.15G152600.1.p, GmISU01.09G056000.1.p	Solyc05g006080.1.1
OG0010928	GmISU01.04G068500.1.p	Solyc08g074270.3.1
OG0010929	GmISU01.17G010900.1.p, GmISU01.07G223500.1.p	Solyc02g080610.3.1, Solyc02g032840.1.1
OG0010930	GmISU01.20G124300.1.p	Solyc01g068370.3.1
OG0010931	GmISU01.10G054700.1.p	Solyc10g083830.2.1
OG0010932	GmISU01.05G020500.2.p	Solyc02g069460.3.1, Solyc08g074307.1.1, Solyc02g069450.3.1
OG0010933	GmISU01.14G043200.1.p	Solyc01g102950.3.1
OG0010934	GmISU01.08G161200.1.p, GmISU01.15G210200.1.p	Solyc07g066310.3.1
OG0010935	GmISU01.12G155600.1.p	Solyc06g074080.3.1
OG0010936	GmISU01.11G187800.1.p, GmISU01.18G044900.1.p	Solyc02g081530.1.1
OG0010937	GmISU01.05G116700.2.p, GmISU01.05G116700.1.p, GmISU01.08G089500.1.p	Solyc08g048450.3.1
OG0010938	GmISU01.11G212700.1.p, GmISU01.18G021100.2.p, GmISU01.18G021100.1.p	Solyc06g050690.3.1
OG0010939	GmISU01.19G116600.1.p, GmISU01.03G111400.1.p	Solyc03g053010.3.1
OG0010940	GmISU01.08G284100.1.p	Solyc02g093730.3.1
OG0010941	GmISU01.06G149900.1.p, GmISU01.18G053300.1.p, GmISU01.11G173000.1.p	Solyc03g098130.3.1
OG0010942	GmISU01.09G119200.4.p, GmISU01.16G172100.1.p, GmISU01.16G172100.3.p	Solyc08g075720.2.1
OG0010943	GmISU01.14G008900.1.p, GmISU01.02G263100.1.p	Solyc07g045550.2.1, Solyc05g041220.2.1
OG0010944	GmISU01.12G196700.1.p, GmISU01.13G229100.1.p	Solyc07g062220.3.1, Solyc12g014360.2.1
OG0010945	GmISU01.16G011500.1.p, GmISU01.16G011500.2.p, GmISU01.07G041700.1.p	Solyc11g062360.2.1
OG0010946	GmISU01.18G025000.2.p, GmISU01.18G025000.3.p, GmISU01.18G025000.1.p, GmISU01.11G209000.1.p	Solyc06g051577.1.1
OG0010947	GmISU01.06G213300.3.p, GmISU01.06G213300.2.p, GmISU01.06G213300.1.p	Solyc07g063450.2.1, Solyc07g063500.3.1
OG0010948	GmISU01.15G077800.2.p, GmISU01.15G077800.1.p, GmISU01.13G196400.1.p, GmISU01.13G196400.2.p	Solyc03g062940.3.1
OG0010949	GmISU01.05G128800.1.p, GmISU01.08G103400.1.p	Solyc01g005980.3.1
OG0010950	GmISU01.12G100700.1.p, GmISU01.06G247500.2.p, GmISU01.04G140600.1.p	Solyc02g031770.3.1
OG0010951	GmISU01.08G056600.2.p, GmISU01.08G056500.1.p	Solyc03g031470.3.1
OG0010952	GmISU01.18G085400.1.p, GmISU01.08G280500.1.p	Solyc07g064410.1.1
OG0010953	GmISU01.15G188400.1.p, GmISU01.08G211700.1.p	Solyc01g096890.3.1
OG0010954	GmISU01.01G100300.1.p, GmISU01.03G032500.1.p	Solyc09g018230.1.1
OG0010955	GmISU01.15G144400.1.p, GmISU01.09G048200.1.p, GmISU01.05G108100.1.p	Solyc02g068490.3.1
OG0010956	GmISU01.13G298300.1.p, GmISU01.13G298300.2.p, GmISU01.15G033200.1.p	Solyc09g055760.3.1
OG0010957	GmISU01.12G176300.1.p, GmISU01.12G176300.2.p, GmISU01.13G253700.1.p	Solyc07g053270.3.1
OG0010958	GmISU01.13G110600.1.p, GmISU01.10G062000.1.p, GmISU01.13G124100.1.p, GmISU01.10G047100.1.p	Solyc11g068490.1.1
OG0010959	GmISU01.09G229400.1.p, GmISU01.18G161900.1.p	Solyc09g015530.3.1
OG0010960	GmISU01.16G025500.1.p, GmISU01.07G054800.1.p	Solyc09g018890.3.1
OG0010961	GmISU01.03G140500.1.p, GmISU01.19G143800.1.p	Solyc10g084260.2.1, Solyc09g007490.3.1
OG0010962	GmISU01.15G033500.1.p, GmISU01.13G297900.1.p, GmISU01.12G054800.1.p, GmISU01.11G124100.1.p	Solyc06g076370.3.1
OG0010963	GmISU01.08G157800.1.p, GmISU01.15G212800.1.p	Solyc09g098220.3.1
OG0010964	GmISU01.07G125500.1.p	Solyc09g011880.3.1
OG0010965	GmISU01.09G028400.1.p, GmISU01.15G125600.1.p, GmISU01.08G072000.1.p, GmISU01.05G100100.1.p	Solyc02g021680.3.1
OG0010966	GmISU01.06G131700.1.p	Solyc06g049090.3.1
OG0010967	GmISU01.08G190100.1.p, GmISU01.07G017100.1.p	Solyc03g120610.3.1
OG0010968	GmISU01.14G023300.1.p	Solyc07g064475.1.1, Solyc10g006310.3.1
OG0010969	GmISU01.02G196200.1.p	Solyc09g055260.3.1
OG0010970	GmISU01.19G167400.1.p	Solyc11g045230.2.1
OG0010972	GmISU01.14G026000.2.p, GmISU01.02G246900.2.p, GmISU01.02G246900.1.p	Solyc07g055970.1.1
OG0010974	GmISU01.14G161600.1.p, GmISU01.02G192800.1.p, GmISU01.06G248500.1.p, GmISU01.12G099200.1.p, GmISU01.07G165800.1.p	Solyc02g078250.3.1
OG0010975	GmISU01.20G145000.1.p, GmISU01.10G171200.1.p, GmISU01.10G171200.2.p	Solyc05g055550.3.1, Solyc02g033060.3.1
OG0010976	GmISU01.02G215800.2.p, GmISU01.02G215800.1.p	Solyc11g072230.1.1
OG0010978	GmISU01.13G049700.3.p, GmISU01.13G049700.1.p, GmISU01.13G049700.2.p, GmISU01.20G033500.1.p	Solyc01g009010.3.1
OG0010979	GmISU01.03G049500.1.p	Solyc10g084810.2.1
OG0010980	GmISU01.17G209100.1.p, GmISU01.17G209100.3.p, GmISU01.17G209100.4.p, GmISU01.17G209100.2.p, GmISU01.14G079000.1.p	Solyc01g096920.3.1
OG0010981	GmISU01.03G165300.1.p, GmISU01.03G165300.2.p	Solyc11g045390.2.1
OG0010983	GmISU01.19G087900.1.p, GmISU01.16G032800.1.p, GmISU01.19G053700.1.p	Solyc07g006370.1.1, Solyc09g072690.1.1
OG0010984	GmISU01.15G088200.1.p, GmISU01.13G184700.1.p, GmISU01.13G184700.2.p	Solyc02g070550.3.1
OG0010986	GmISU01.03G043900.1.p	Solyc10g076570.2.1, Solyc09g005630.3.1
OG0010987	GmISU01.15G030000.2.p, GmISU01.15G030000.1.p, GmISU01.13G301700.1.p	Solyc01g006640.1.1
OG0010988	GmISU01.09G185100.1.p, GmISU01.12G009000.1.p	Solyc01g087730.3.1
OG0010990	GmISU01.02G168900.1.p, GmISU01.02G168900.2.p, GmISU01.02G168500.1.p, GmISU01.10G066100.1.p	Solyc09g010120.2.1
OG0010991	GmISU01.15G107800.1.p, GmISU01.09G011000.1.p	Solyc07g065280.3.1
OG0010992	GmISU01.01G077900.2.p, GmISU01.01G077900.3.p, GmISU01.03G049800.1.p	Solyc10g084820.2.1, Solyc10g086565.1.1
OG0010993	GmISU01.16G082100.1.p, GmISU01.16G082100.2.p, GmISU01.08G243500.1.p, GmISU01.08G243500.2.p	Solyc10g005180.3.1
OG0010994	GmISU01.03G006500.1.p, GmISU01.03G006400.1.p	Solyc10g081450.2.1
OG0010995	GmISU01.03G070700.2.p	Solyc10g005510.3.1
OG0010997	GmISU01.13G262500.1.p, GmISU01.12G168200.1.p	Solyc04g064490.3.1
OG0010998	GmISU01.12G141000.1.p, GmISU01.13G287700.1.p, GmISU01.18G206300.1.p, GmISU01.11G136100.1.p, GmISU01.12G064100.2.p	Solyc03g116990.1.1, Solyc06g010060.1.1
OG0010999	GmISU01.20G068300.1.p	Solyc01g100400.3.1
OG0011000	GmISU01.02G236400.2.p, GmISU01.02G236400.1.p, GmISU01.14G037100.1.p	Solyc03g031430.1.1
OG0011001	GmISU01.15G181600.2.p, GmISU01.15G181600.1.p, GmISU01.15G182200.2.p, GmISU01.15G182200.1.p	Solyc07g062100.3.1
OG0011002	GmISU01.11G012200.1.p	Solyc03g096830.3.1
OG0011004	GmISU01.14G053200.1.p, GmISU01.02G225500.1.p, GmISU01.11G210300.1.p, GmISU01.18G023600.1.p	Solyc03g095940.1.1
OG0011005	GmISU01.08G141200.1.p, GmISU01.15G225100.1.p, GmISU01.15G225100.2.p, GmISU01.08G140400.1.p	Solyc10g037980.2.1
OG0011006	GmISU01.13G236800.1.p, GmISU01.13G236800.2.p, GmISU01.12G191000.1.p	Solyc07g062920.3.1
OG0011007	GmISU01.14G003200.1.p	Solyc10g005110.3.1
OG0011008	GmISU01.19G038100.1.p, GmISU01.18G223300.1.p	Solyc11g012195.1.1, Solyc06g005865.1.1
OG0011009	GmISU01.09G069200.1.p, GmISU01.15G167200.1.p, GmISU01.15G167200.2.p	Solyc06g053470.3.1
OG0011010	GmISU01.08G156300.1.p, GmISU01.15G214300.1.p	Solyc07g066530.3.1
OG0011011	GmISU01.11G159500.1.p, GmISU01.12G061500.1.p, GmISU01.13G286100.1.p, GmISU01.12G142100.1.p	Solyc11g069420.1.1
OG0011013	GmISU01.02G264900.3.p, GmISU01.02G264900.2.p, GmISU01.02G264900.1.p, GmISU01.14G006400.1.p	Solyc07g048000.3.1
OG0011014	GmISU01.13G127000.1.p, GmISU01.10G064600.1.p, GmISU01.03G156400.1.p, GmISU01.19G158400.1.p	Solyc09g009810.1.1
OG0011016	GmISU01.11G214100.1.p, GmISU01.18G019600.1.p	Solyc06g050310.3.1
OG0011017	GmISU01.01G071100.1.p, GmISU01.04G119600.1.p	Solyc12g014020.2.1
OG0011018	GmISU01.15G201500.1.p, GmISU01.13G226900.1.p	Solyc10g085830.2.1, Solyc10g085840.1.1
OG0011019	GmISU01.15G187100.2.p, GmISU01.08G216700.1.p, GmISU01.15G187100.1.p	Solyc10g005490.3.1
OG0011020	GmISU01.11G019400.3.p, GmISU01.11G019400.2.p, GmISU01.11G019400.1.p	Solyc08g081590.2.1
OG0011022	GmISU01.12G104800.1.p, GmISU01.06G242200.1.p, GmISU01.06G242200.2.p	Solyc10g008100.3.1
OG0011023	GmISU01.20G106900.1.p, GmISU01.10G213700.2.p, GmISU01.10G213700.1.p	Solyc02g080100.1.1
OG0011024	GmISU01.05G129500.1.p, GmISU01.08G104200.1.p	Solyc01g005930.3.1
OG0011025	GmISU01.02G229200.1.p, GmISU01.14G045000.1.p	Solyc07g047700.3.1
OG0011026	GmISU01.18G026100.1.p, GmISU01.11G207900.1.p	Solyc11g008120.2.1
OG0011027	GmISU01.02G219800.1.p, GmISU01.14G053900.1.p, GmISU01.18G023800.1.p, GmISU01.11G210100.1.p	Solyc03g095980.3.1, Solyc06g051260.3.1
OG0011028	GmISU01.09G029500.1.p, GmISU01.15G125300.1.p, GmISU01.09G028100.2.p	Solyc10g079160.1.1
OG0011029	GmISU01.13G197200.1.p, GmISU01.15G076800.1.p, GmISU01.02G125300.1.p, GmISU01.07G174400.1.p	Solyc02g076930.2.1
OG0011030	GmISU01.19G180700.1.p	Solyc01g079300.3.1
OG0011031	GmISU01.11G028000.2.p, GmISU01.11G028000.1.p	Solyc08g079110.3.1
OG0011032	GmISU01.08G170800.2.p, GmISU01.15G045900.1.p	Solyc01g104600.3.1
OG0011033	GmISU01.01G061100.3.p, GmISU01.01G061100.1.p, GmISU01.12G158900.3.p, GmISU01.12G158900.6.p, GmISU01.12G158900.1.p, GmISU01.12G158900.2.p, GmISU01.12G158900.4.p	Solyc03g095200.1.1
OG0011034	GmISU01.14G041200.1.p, GmISU01.02G231700.1.p, GmISU01.14G041100.1.p	Solyc10g049570.2.1
OG0011035	GmISU01.01G199000.1.p	Solyc01g106820.3.1
OG0011036	GmISU01.05G175200.1.p	Solyc08g008010.3.1
OG0011037	GmISU01.06G226900.1.p	Solyc12g005200.2.1
OG0011038	GmISU01.17G031400.2.p, GmISU01.07G202200.2.p	Solyc11g040120.2.1
