Orthogroup	G_max.proteins	A_thaliana.proteins
OG0011046	GmISU01.05G187800.2.p	AT4G24040.1
OG0011047	GmISU01.01G021200.1.p, GmISU01.09G159900.1.p	AT5G65490.1
OG0011048	GmISU01.19G134900.1.p	AT2G20330.1
OG0011049	GmISU01.11G001500.1.p	AT3G19630.1
OG0011050	GmISU01.05G138800.1.p, GmISU01.08G113500.1.p	AT4G13450.2, AT4G13450.1
OG0011051	GmISU01.08G077800.5.p, GmISU01.05G105700.7.p, GmISU01.05G105700.4.p, GmISU01.05G105700.5.p	AT5G59180.1
OG0011052	GmISU01.04G027100.1.p	AT1G09850.1
OG0011053	GmISU01.17G077400.1.p, GmISU01.17G114200.1.p	AT3G48250.1
OG0011054	GmISU01.06G155700.1.p, GmISU01.04G158200.1.p, GmISU01.17G120200.1.p, GmISU01.05G044200.1.p	AT4G24910.1
OG0011055	GmISU01.10G205600.3.p	AT4G38225.1, AT4G38225.3, AT4G38225.2
OG0011056	GmISU01.09G160900.1.p, GmISU01.01G020100.1.p	AT4G38040.2, AT4G38040.1
OG0011057	GmISU01.17G001900.1.p	AT1G14450.2, AT1G14450.1, AT2G02510.1
OG0011058	GmISU01.07G207400.1.p, GmISU01.15G139500.1.p	AT4G16060.1
OG0011059	GmISU01.08G019900.1.p, GmISU01.05G183600.1.p, GmISU01.11G016600.1.p, GmISU01.01G183000.1.p	AT5G41810.1, AT5G41810.2
OG0011060	GmISU01.16G137700.1.p, GmISU01.10G186300.1.p, GmISU01.20G131100.1.p	AT1G21090.2, AT1G21090.1
OG0011061	GmISU01.02G130500.1.p, GmISU01.10G026900.3.p, GmISU01.10G026900.2.p	AT4G04614.1, AT4G04614.2
OG0011062	GmISU01.01G183100.1.p, GmISU01.11G016500.1.p	AT1G64350.1
OG0011063	GmISU01.13G097200.1.p, GmISU01.10G034900.1.p	AT1G03900.1
OG0011064	GmISU01.08G319100.1.p, GmISU01.18G131900.1.p	AT3G24660.1
OG0011065	GmISU01.04G001900.1.p, GmISU01.06G001800.1.p	AT2G43030.1
OG0011066	GmISU01.01G135900.1.p, GmISU01.01G135900.2.p, GmISU01.11G063300.1.p	AT5G48330.2, AT5G48330.1
OG0011067	GmISU01.18G124300.1.p, GmISU01.08G310900.1.p	AT3G07260.1, AT3G07220.1
OG0011068	GmISU01.14G077900.1.p, GmISU01.17G210100.1.p	AT5G09890.1, AT5G09890.2
OG0011069	GmISU01.07G136000.1.p, GmISU01.18G155200.1.p, GmISU01.01G095700.1.p, GmISU01.03G040100.1.p	AT1G67510.1
OG0011070	GmISU01.07G152800.1.p, GmISU01.08G061500.1.p	AT5G64380.1
OG0011071	GmISU01.01G160900.1.p, GmISU01.13G000800.1.p	AT1G32990.1
OG0011072	GmISU01.06G147400.1.p, GmISU01.04G166100.1.p	AT4G09530.1, AT5G66260.1
OG0011073	GmISU01.04G042550.1.p, GmISU01.06G041900.1.p, GmISU01.14G083600.1.p, GmISU01.14G083600.2.p, GmISU01.17G204600.1.p	AT5G63905.1, AT5G63905.2
OG0011074	GmISU01.04G175200.1.p, GmISU01.06G137500.4.p	AT5G64040.2, AT5G64040.1
OG0011075	GmISU01.19G002500.1.p, GmISU01.05G002500.1.p	AT3G27520.1
OG0011076	GmISU01.12G030200.1.p, GmISU01.11G083700.1.p	AT4G35050.1, AT2G16780.1
OG0011077	GmISU01.05G044000.1.p, GmISU01.17G120050.1.p	AT3G48540.1
OG0011078	GmISU01.15G044700.2.p, GmISU01.15G044700.1.p, GmISU01.08G171900.1.p, GmISU01.08G171900.3.p	AT1G10790.1
OG0011079	GmISU01.20G167300.1.p	AT3G23400.1, AT3G23400.2, AT3G23400.3, AT3G23400.4
OG0011080	GmISU01.02G016600.1.p, GmISU01.10G017500.1.p	AT3G62810.1, AT3G62810.2
OG0011081	GmISU01.16G056800.1.p, GmISU01.16G056800.2.p, GmISU01.19G062500.1.p	AT3G27310.1
OG0011082	GmISU01.20G181300.1.p, GmISU01.10G134400.1.p	AT3G04550.1, AT5G28500.1, AT5G28500.2
OG0011083	GmISU01.18G239900.1.p, GmISU01.08G324200.1.p	AT5G13420.1
OG0011085	GmISU01.17G153600.1.p, GmISU01.05G079600.1.p	AT5G67220.1
OG0011086	GmISU01.09G102700.1.p	AT5G52800.1, AT5G52800.2, AT5G52800.3
OG0011087	GmISU01.08G092500.1.p, GmISU01.05G119300.1.p	AT1G67680.1, AT1G67650.1
OG0011088	GmISU01.07G207800.1.p, GmISU01.17G025700.1.p	AT3G16760.1, AT3G16760.2
OG0011089	GmISU01.01G148000.5.p, GmISU01.11G049900.1.p	AT5G67070.1
OG0011090	GmISU01.10G145400.1.p, GmISU01.20G170800.1.p	AT2G17230.1
OG0011091	GmISU01.05G188100.2.p, GmISU01.05G188100.1.p	AT1G33170.1, AT4G10440.1
OG0011092	GmISU01.05G138900.1.p, GmISU01.08G113700.1.p	AT3G20050.1
OG0011093	GmISU01.16G041100.1.p, GmISU01.19G078900.1.p, GmISU01.02G061500.1.p	AT5G13880.2, AT5G13880.1, AT5G47920.1
OG0011094	GmISU01.18G188400.1.p, GmISU01.09G205400.1.p	AT1G65230.1
OG0011095	GmISU01.03G088000.1.p	AT5G43280.1, AT5G43280.2
OG0011096	GmISU01.20G137900.1.p, GmISU01.10G179600.1.p	AT1G71930.2, AT1G71930.1
OG0011097	GmISU01.11G112500.1.p, GmISU01.12G042900.1.p	AT3G18930.3, AT3G18930.1, AT3G18930.2
OG0011098	GmISU01.11G112900.1.p, GmISU01.12G043300.1.p	AT3G18940.1
OG0011099	GmISU01.04G152900.1.p, GmISU01.06G160400.1.p	AT2G31880.1
OG0011100	GmISU01.02G070000.1.p	AT4G09730.1
OG0011101	GmISU01.10G135100.1.p, GmISU01.20G180800.2.p, GmISU01.20G180800.1.p	AT5G38890.1
OG0011102	GmISU01.11G059400.1.p, GmISU01.01G138900.1.p	AT2G33840.1
OG0011103	GmISU01.05G091000.3.p, GmISU01.17G142000.1.p	AT1G32550.2, AT1G32550.1
OG0011104	GmISU01.14G154900.1.p, GmISU01.02G186100.1.p, GmISU01.06G127200.1.p, GmISU01.04G184300.1.p	AT3G49550.1, AT5G24610.1
OG0011105	GmISU01.04G029100.1.p, GmISU01.06G027700.1.p	AT1G75330.1
OG0011107	GmISU01.04G150000.1.p, GmISU01.06G163900.1.p	AT1G64310.1
OG0011108	GmISU01.06G120600.1.p, GmISU01.04G191100.2.p, GmISU01.04G191100.1.p	AT1G09150.1
OG0011111	GmISU01.06G276000.1.p, GmISU01.04G096800.1.p	AT1G22880.1, AT1G22880.2, AT1G71380.1, AT1G22880.3
OG0011113	GmISU01.20G177800.1.p, GmISU01.10G138700.1.p	AT2G18196.1, AT2G18196.2
OG0011114	GmISU01.10G116300.4.p, GmISU01.10G116300.3.p, GmISU01.10G116300.1.p	AT5G26820.1
OG0011115	GmISU01.20G133800.1.p, GmISU01.10G183200.1.p	AT1G71750.2, AT1G71750.1
OG0011116	GmISU01.16G020500.1.p	AT2G46580.1
OG0011117	GmISU01.18G038800.1.p, GmISU01.18G038800.2.p, GmISU01.11G195800.1.p, GmISU01.11G195800.2.p	AT5G37590.1, AT5G37590.2
OG0011118	GmISU01.14G012100.1.p, GmISU01.02G259900.1.p	AT4G37000.1
OG0011119	GmISU01.08G171300.2.p, GmISU01.15G045300.1.p, GmISU01.08G171300.1.p	AT2G01070.2, AT2G01070.1
OG0011120	GmISU01.14G130300.1.p, GmISU01.04G190700.2.p, GmISU01.04G190700.1.p, GmISU01.06G121200.1.p	AT4G27700.1
OG0011121	GmISU01.06G017100.2.p, GmISU01.04G018400.1.p, GmISU01.17G044500.1.p	AT2G06000.2, AT2G06000.1
OG0011122	GmISU01.19G202300.1.p, GmISU01.03G201400.1.p	AT3G04950.1
OG0011123	GmISU01.19G171900.1.p, GmISU01.03G170100.2.p, GmISU01.03G170100.1.p, GmISU01.19G171900.2.p	AT3G62910.1
OG0011124	GmISU01.05G099300.1.p	AT2G17980.1
OG0011125	GmISU01.14G077600.1.p, GmISU01.17G210500.1.p	AT5G42890.1
OG0011126	GmISU01.20G159300.1.p	AT4G17740.1, AT4G17740.2
OG0011127	GmISU01.10G143300.2.p, GmISU01.20G173000.2.p	AT4G10260.1
OG0011128	GmISU01.01G196200.1.p	AT2G32120.2, AT2G32120.1
OG0011129	GmISU01.04G177800.1.p, GmISU01.06G134500.1.p	AT5G09930.1, AT5G64840.1
OG0011130	GmISU01.16G133200.1.p, GmISU01.10G183700.2.p, GmISU01.10G183700.1.p, GmISU01.20G133300.1.p	AT1G71720.1, AT1G71720.2
OG0011131	GmISU01.04G163600.1.p, GmISU01.06G150100.1.p	AT5G61850.1, AT5G61850.2
OG0011132	GmISU01.09G047800.1.p, GmISU01.09G047800.2.p, GmISU01.09G047800.4.p, GmISU01.15G144000.1.p	AT3G17365.1, AT3G17365.2
OG0011133	GmISU01.06G133300.3.p, GmISU01.06G133300.1.p	AT5G64930.1
OG0011134	GmISU01.07G095000.1.p, GmISU01.09G135600.1.p, GmISU01.09G135600.3.p	AT1G05600.2, AT1G05600.1, AT1G05600.3
OG0011135	GmISU01.19G009000.1.p, GmISU01.19G009000.2.p, GmISU01.13G141800.1.p, GmISU01.13G141800.2.p	AT3G01470.1
OG0011137	GmISU01.09G146600.1.p, GmISU01.07G082300.1.p	AT3G25882.1
OG0011138	GmISU01.09G146750.1.p, GmISU01.07G082100.1.p, GmISU01.09G146800.1.p	AT1G73885.1
OG0011139	GmISU01.17G037800.1.p	AT1G31340.1, AT4G05320.7, AT4G05050.4
OG0011140	GmISU01.05G211300.1.p, GmISU01.08G049000.1.p	AT1G18250.2, AT1G18250.1, AT1G73620.1
OG0011142	GmISU01.05G002400.3.p, GmISU01.05G002400.4.p	AT5G14460.1
OG0011144	GmISU01.07G194000.1.p, GmISU01.20G025300.1.p	AT1G14030.1
OG0011145	GmISU01.04G153800.1.p, GmISU01.04G153800.3.p, GmISU01.06G159700.1.p	AT5G63200.1, AT5G63200.2
OG0011146	GmISU01.05G092000.1.p, GmISU01.17G140900.1.p	AT2G35360.2, AT2G35360.3, AT2G35360.1
OG0011147	GmISU01.17G091100.1.p	AT3G47610.1
OG0011149	GmISU01.11G078400.1.p, GmISU01.01G122200.1.p	AT3G06540.1
OG0011150	GmISU01.08G046000.1.p, GmISU01.05G208500.1.p	AT3G18190.1
OG0011151	GmISU01.08G318800.1.p, GmISU01.18G131800.1.p, GmISU01.18G131800.2.p	AT3G47700.1
OG0011152	GmISU01.03G076500.1.p, GmISU01.07G106800.1.p	AT2G44640.1
OG0011153	GmISU01.08G256100.1.p, GmISU01.18G111200.1.p, GmISU01.18G111200.2.p	AT1G60550.1
OG0011154	GmISU01.03G076900.1.p, GmISU01.03G076900.2.p, GmISU01.07G106300.1.p	AT1G02180.1
OG0011155	GmISU01.01G070400.2.p, GmISU01.01G070400.1.p, GmISU01.02G089400.1.p	AT1G68830.1
OG0011156	GmISU01.02G081700.1.p	AT5G38060.1, AT5G38060.2
OG0011157	GmISU01.02G096300.1.p	AT5G22260.1
OG0011158	GmISU01.07G186700.1.p, GmISU01.20G014600.1.p	AT2G01490.2, AT2G01490.1
OG0011159	GmISU01.06G182200.1.p	AT5G07960.1
OG0011160	GmISU01.02G203600.1.p, GmISU01.14G175000.1.p	AT3G03220.1
OG0011161	GmISU01.17G123900.1.p	AT3G26580.1
OG0011162	GmISU01.18G209800.1.p, GmISU01.08G225900.2.p, GmISU01.08G225900.1.p, GmISU01.08G225900.4.p	AT3G02110.1
OG0011163	GmISU01.10G245500.3.p, GmISU01.10G245500.2.p, GmISU01.20G070400.1.p	AT5G23400.1
OG0011164	GmISU01.11G228500.1.p, GmISU01.18G005500.1.p, GmISU01.05G121900.1.p	AT1G27950.1
OG0011165	GmISU01.06G184300.2.p, GmISU01.06G184300.1.p, GmISU01.04G132800.1.p	AT5G08050.1
OG0011166	GmISU01.01G012700.1.p, GmISU01.09G168600.1.p, GmISU01.20G020300.1.p	AT2G35540.1
OG0011167	GmISU01.10G182300.1.p, GmISU01.10G182300.2.p, GmISU01.20G135000.1.p	AT5G36120.1
OG0011168	GmISU01.13G045900.1.p, GmISU01.19G014200.1.p	AT5G14970.1
OG0011169	GmISU01.18G112100.1.p, GmISU01.08G255000.1.p, GmISU01.01G026900.1.p, GmISU01.02G033100.1.p	AT1G23390.1
OG0011170	GmISU01.11G107500.1.p, GmISU01.12G038600.1.p	AT4G25730.1
OG0011171	GmISU01.01G031300.1.p, GmISU01.02G029000.3.p	AT1G24040.1, AT1G24040.3, AT1G24040.2
OG0011172	GmISU01.01G014400.1.p, GmISU01.09G167200.1.p	AT2G35470.1
OG0011173	GmISU01.18G012500.1.p, GmISU01.11G221700.1.p	AT3G26370.1
OG0011174	GmISU01.10G245800.1.p	AT3G52350.1, AT5G08535.1, AT5G08535.2, AT5G08535.4, AT5G08535.3
OG0011175	GmISU01.20G083700.1.p	AT3G25920.1
OG0011176	GmISU01.02G107700.1.p, GmISU01.01G054700.1.p	AT1G13670.1, AT1G69160.1
OG0011177	GmISU01.11G194300.1.p, GmISU01.18G040200.2.p, GmISU01.18G040200.1.p, GmISU01.02G204900.1.p	AT5G16550.1
OG0011178	GmISU01.13G042900.2.p, GmISU01.13G042900.1.p, GmISU01.19G018000.1.p	AT3G28720.1, AT3G28720.2
OG0011179	GmISU01.06G150700.1.p, GmISU01.04G162700.2.p, GmISU01.04G162700.1.p	AT5G50930.1
OG0011180	GmISU01.02G017400.1.p, GmISU01.02G017400.2.p, GmISU01.01G040900.1.p	AT1G14345.1
OG0011182	GmISU01.13G224500.1.p, GmISU01.15G205900.1.p	AT1G32370.3, AT1G32370.4, AT1G32370.1, AT1G32370.2
OG0011183	GmISU01.20G088200.1.p, GmISU01.20G088200.3.p	AT2G01220.1, AT2G01220.2
OG0011184	GmISU01.18G043800.3.p, GmISU01.18G043800.1.p, GmISU01.18G043800.2.p, GmISU01.11G188700.2.p, GmISU01.11G188700.1.p	AT2G01918.1
OG0011185	GmISU01.05G064500.1.p	AT5G46570.1
OG0011186	GmISU01.18G197200.1.p, GmISU01.03G083700.2.p, GmISU01.03G083700.1.p	AT4G37445.1, AT4G37445.2
OG0011187	GmISU01.07G143000.4.p, GmISU01.07G143000.3.p, GmISU01.07G143000.1.p, GmISU01.09G097300.2.p	AT1G23180.1, AT1G23180.2
OG0011188	GmISU01.09G192300.1.p, GmISU01.09G192300.2.p, GmISU01.18G205900.1.p, GmISU01.18G205900.2.p	AT3G29090.1
OG0011189	GmISU01.09G165500.1.p, GmISU01.01G016300.1.p	AT2G35410.1
OG0011190	GmISU01.18G041400.1.p, GmISU01.18G041400.3.p, GmISU01.18G041400.5.p, GmISU01.18G041400.2.p, GmISU01.18G041400.6.p, GmISU01.11G192700.1.p, GmISU01.11G192700.2.p	AT1G65920.2, AT1G65920.1
OG0011191	GmISU01.06G114800.4.p	AT3G01150.2, AT3G01150.4, AT5G53180.5, AT5G53180.6, AT5G53180.3, AT5G53180.4, AT5G53180.2
OG0011192	GmISU01.10G156900.1.p, GmISU01.20G158900.1.p	AT5G51150.1
OG0011193	GmISU01.09G017200.1.p, GmISU01.15G114800.1.p	AT2G44190.1, AT3G60000.1, AT3G60000.2
OG0011194	GmISU01.18G011700.1.p, GmISU01.11G222300.1.p	AT3G26120.1
OG0011195	GmISU01.13G104100.1.p, GmISU01.10G040500.2.p	AT3G53700.1
OG0011196	GmISU01.05G016500.1.p	AT5G08100.1
OG0011198	GmISU01.18G080200.1.p, GmISU01.18G091250.1.p	AT5G15280.1
OG0011199	GmISU01.17G119300.1.p, GmISU01.05G043200.1.p	AT5G63460.1, AT5G63460.4, AT5G63460.2, AT5G63460.3
OG0011200	GmISU01.18G000700.2.p, GmISU01.11G233500.1.p, GmISU01.18G000700.1.p	AT5G39980.1
OG0011201	GmISU01.05G033100.1.p	AT5G62840.2, AT5G62840.1
OG0011202	GmISU01.18G006900.1.p, GmISU01.11G227200.1.p, GmISU01.11G227200.3.p, GmISU01.11G227200.4.p, GmISU01.18G006900.2.p, GmISU01.18G006900.3.p	AT1G67400.1
OG0011203	GmISU01.19G024100.1.p	AT3G01060.1, AT3G01060.2
OG0011204	GmISU01.18G206800.1.p, GmISU01.08G222400.1.p	AT3G29240.2, AT3G29240.1
OG0011205	GmISU01.05G149700.1.p, GmISU01.05G149700.2.p, GmISU01.08G125400.1.p	AT4G39920.1
OG0011207	GmISU01.20G000300.1.p, GmISU01.09G239600.1.p	AT3G20020.1, AT3G20020.3, AT3G20020.2
OG0011208	GmISU01.03G084400.2.p, GmISU01.03G084400.1.p, GmISU01.07G100500.1.p	AT3G60400.1
OG0011209	GmISU01.03G074900.1.p	AT2G44525.1, AT3G60150.4, AT3G60150.1
OG0011210	GmISU01.04G159000.1.p, GmISU01.06G154900.1.p	AT3G48610.1
OG0011211	GmISU01.08G258800.5.p, GmISU01.08G258800.4.p, GmISU01.08G258800.3.p, GmISU01.08G258800.1.p	AT1G23890.2, AT1G23890.1
OG0011212	GmISU01.09G240100.1.p, GmISU01.20G000200.1.p	AT5G08540.1
OG0011213	GmISU01.02G034600.1.p	AT1G24095.1, AT1G24095.2
OG0011214	GmISU01.05G022400.1.p, GmISU01.05G022400.2.p, GmISU01.17G093800.1.p, GmISU01.17G093800.3.p	AT5G61370.1
OG0011215	GmISU01.17G132500.1.p, GmISU01.05G057200.1.p	AT5G47390.1
OG0011216	GmISU01.09G171000.1.p, GmISU01.01G009000.1.p	AT5G45580.2, AT5G45580.1, AT5G45580.3
OG0011217	GmISU01.05G007800.1.p	AT1G08070.1, AT1G08070.2
OG0011218	GmISU01.07G147600.1.p, GmISU01.20G010500.1.p	AT1G14730.1
OG0011219	GmISU01.09G197300.1.p, GmISU01.18G200100.1.p, GmISU01.17G144000.1.p, GmISU01.05G089200.2.p, GmISU01.05G089200.1.p, GmISU01.05G089200.3.p	AT5G15100.1
OG0011220	GmISU01.09G236100.3.p, GmISU01.09G236100.4.p, GmISU01.09G236100.2.p	AT1G66345.1
OG0011221	GmISU01.09G102500.2.p, GmISU01.09G102500.1.p, GmISU01.16G149000.1.p, GmISU01.16G149000.2.p	AT4G21190.1
OG0011222	GmISU01.15G017600.1.p, GmISU01.13G313600.1.p, GmISU01.13G313600.3.p, GmISU01.13G313600.2.p	AT4G35420.1
OG0011223	GmISU01.08G044000.1.p, GmISU01.05G206400.1.p	AT2G01770.1
OG0011224	GmISU01.09G164400.1.p, GmISU01.09G164400.2.p, GmISU01.09G164400.3.p, GmISU01.01G017500.1.p	AT1G32630.2, AT1G32630.1
OG0011225	GmISU01.18G222100.1.p	AT3G18570.1
OG0011226	GmISU01.08G046800.1.p, GmISU01.05G209100.1.p	AT1G18060.1
OG0011227	GmISU01.01G191400.2.p, GmISU01.11G008500.2.p, GmISU01.01G191400.1.p, GmISU01.11G008500.1.p	AT1G65020.1
OG0011228	GmISU01.08G258300.1.p	AT1G60160.1
OG0011229	GmISU01.01G034300.1.p, GmISU01.02G024600.1.p, GmISU01.18G106800.1.p	AT1G70160.1
OG0011230	GmISU01.10G228300.1.p, GmISU01.20G089900.1.p	AT1G15100.1, AT2G01150.1, AT2G01150.3, AT2G01150.2
OG0011231	GmISU01.12G205000.1.p, GmISU01.19G057900.1.p, GmISU01.19G057900.2.p	AT5G14240.1
OG0011232	GmISU01.05G160100.2.p, GmISU01.05G160100.1.p	AT5G45420.2, AT5G45420.1, AT5G45420.3
OG0011235	GmISU01.01G115600.2.p, GmISU01.01G115600.3.p, GmISU01.01G115600.1.p, GmISU01.09G176200.1.p	AT5G45300.3, AT5G45300.1, AT5G45300.2
OG0011241	GmISU01.18G083000.1.p, GmISU01.14G021900.1.p	AT5G54940.1, AT5G54940.2, AT5G54940.3
OG0011242	GmISU01.17G198500.1.p, GmISU01.14G089500.1.p, GmISU01.04G047400.1.p, GmISU01.06G046500.1.p	AT2G26040.1, AT1G73000.1
OG0011246	GmISU01.14G139400.1.p, GmISU01.13G058200.1.p, GmISU01.06G098900.1.p, GmISU01.04G209900.1.p	AT1G36940.2, AT1G36940.1
OG0011249	GmISU01.16G027100.1.p, GmISU01.07G056900.1.p	AT2G46220.1
OG0011250	GmISU01.04G203400.1.p, GmISU01.06G106100.1.p	AT5G14710.1
OG0011252	GmISU01.10G104300.1.p, GmISU01.20G055800.1.p, GmISU01.14G101100.1.p	AT3G23930.1, AT4G13540.1
OG0011253	GmISU01.20G037700.1.p	AT5G21060.1, AT5G21060.3, AT5G21060.2
OG0011255	GmISU01.18G056900.1.p, GmISU01.11G178800.1.p	AT5G58660.2, AT5G58660.1, AT3G47190.1
OG0011256	GmISU01.18G163100.1.p, GmISU01.09G230800.1.p	AT2G38500.1
OG0011257	GmISU01.05G124100.1.p, GmISU01.08G097800.1.p	AT5G47320.1
OG0011258	GmISU01.07G225300.1.p, GmISU01.17G009200.2.p, GmISU01.17G009200.3.p	AT3G42570.1, AT3G17070.2, AT3G17070.1
OG0011259	GmISU01.15G087700.6.p, GmISU01.15G087700.4.p, GmISU01.15G087700.5.p, GmISU01.13G185200.1.p, GmISU01.15G087700.3.p	AT1G30010.1
OG0011261	GmISU01.04G101900.1.p, GmISU01.06G271100.2.p, GmISU01.06G271100.3.p, GmISU01.06G271100.1.p, GmISU01.06G271100.4.p	AT4G25190.1, AT4G25190.2
OG0011262	GmISU01.08G103500.1.p	AT1G55265.1
OG0011264	GmISU01.17G124700.1.p, GmISU01.17G124700.7.p, GmISU01.17G124700.3.p, GmISU01.17G124700.2.p, GmISU01.17G124700.8.p	AT1G74350.1
OG0011266	GmISU01.09G085000.1.p, GmISU01.09G085000.2.p, GmISU01.08G279200.1.p, GmISU01.14G024200.1.p, GmISU01.02G248600.1.p, GmISU01.10G164900.1.p	AT3G62230.1, AT2G17305.1, AT5G54820.1, AT1G56400.2, AT1G56400.1, AT3G29830.1, AT3G29830.2
OG0011268	GmISU01.18G232000.1.p, GmISU01.18G232200.1.p, GmISU01.02G083100.1.p, GmISU01.02G083200.1.p, GmISU01.18G231900.1.p	AT2G39530.1, AT2G39518.1
OG0011271	GmISU01.08G145600.1.p, GmISU01.09G001100.2.p, GmISU01.09G001100.1.p, GmISU01.12G203700.1.p, GmISU01.12G203700.3.p, GmISU01.12G203700.2.p	AT2G44410.1
OG0011273	GmISU01.02G270100.4.p, GmISU01.02G270100.1.p, GmISU01.02G270100.2.p, GmISU01.01G000200.1.p	AT4G38170.1
OG0011278	GmISU01.10G125900.10.p, GmISU01.10G125900.4.p, GmISU01.10G125900.2.p, GmISU01.10G125900.1.p, GmISU01.10G125900.3.p, GmISU01.10G125900.6.p, GmISU01.10G125900.11.p, GmISU01.10G125900.5.p, GmISU01.10G125900.12.p, GmISU01.20G189600.3.p, GmISU01.20G189600.4.p, GmISU01.20G189600.2.p, GmISU01.20G189600.1.p	AT3G05140.2, AT3G05140.1
OG0011279	GmISU01.03G145500.1.p, GmISU01.03G145500.2.p	AT5G03440.2, AT5G03440.3, AT5G03440.1
OG0011280	GmISU01.09G022100.2.p, GmISU01.09G022100.5.p, GmISU01.09G022100.4.p, GmISU01.09G022100.1.p, GmISU01.09G022100.3.p, GmISU01.15G120000.2.p	AT5G46920.1
OG0011281	GmISU01.11G041800.1.p, GmISU01.11G041800.2.p	AT5G67640.1
OG0011345	GmISU01.15G090400.1.p, GmISU01.13G182600.1.p	AT5G18660.1
OG0011347	GmISU01.17G214700.1.p, GmISU01.17G214700.2.p, GmISU01.14G073200.1.p	AT1G74970.1
OG0011348	GmISU01.06G128500.1.p, GmISU01.04G182900.1.p	AT3G56460.1
OG0011349	GmISU01.11G005200.1.p, GmISU01.01G195600.1.p	AT4G14890.1
OG0011350	GmISU01.07G227500.1.p, GmISU01.17G007300.1.p	AT5G20130.2, AT5G20130.1
OG0011351	GmISU01.03G167300.2.p	AT2G47980.1
OG0011352	GmISU01.18G002100.1.p	AT2G31970.1
OG0011353	GmISU01.20G053200.1.p, GmISU01.10G100100.1.p	AT1G04690.1
OG0011354	GmISU01.18G159100.1.p, GmISU01.18G159100.2.p, GmISU01.09G232700.2.p, GmISU01.09G232700.1.p, GmISU01.19G083300.1.p	AT3G51710.1
OG0011355	GmISU01.03G087500.1.p, GmISU01.19G093000.1.p	AT5G04190.1
OG0011356	GmISU01.02G237900.1.p, GmISU01.14G035000.1.p	AT1G08500.1
OG0011357	GmISU01.14G159400.1.p, GmISU01.02G190700.1.p	AT5G58730.1
OG0011358	GmISU01.08G158000.1.p, GmISU01.15G212600.1.p	AT3G63480.2, AT3G63480.1
OG0011359	GmISU01.19G160400.1.p, GmISU01.03G158400.1.p	AT2G36130.1
OG0011360	GmISU01.15G131400.1.p, GmISU01.09G035100.1.p, GmISU01.07G204200.1.p	AT4G16265.1, AT3G16980.1
OG0011361	GmISU01.03G051800.1.p, GmISU01.01G079800.1.p, GmISU01.07G120200.1.p, GmISU01.18G140200.1.p	AT2G37750.1, AT5G02090.1
OG0011362	GmISU01.09G071600.1.p, GmISU01.17G035400.1.p, GmISU01.17G031000.1.p	AT3G06430.1
OG0011363	GmISU01.07G217100.1.p, GmISU01.17G016800.1.p	AT5G18970.1
OG0011364	GmISU01.02G004200.1.p, GmISU01.10G003600.1.p	AT1G04190.1
OG0011366	GmISU01.11G214000.1.p, GmISU01.18G019700.1.p	AT2G40490.1
OG0011368	GmISU01.08G217300.1.p, GmISU01.08G217300.2.p, GmISU01.08G217300.3.p	AT1G54310.2
OG0011369	GmISU01.19G167900.2.p, GmISU01.19G167900.1.p, GmISU01.03G165800.1.p	AT5G06590.2, AT5G06590.1
OG0011370	GmISU01.16G124600.1.p, GmISU01.02G063800.1.p	AT2G33260.2, AT2G33260.1
OG0011372	GmISU01.18G129900.1.p	AT5G48840.1
OG0011374	GmISU01.17G019100.1.p, GmISU01.07G215000.1.p, GmISU01.13G181000.1.p	AT4G15560.1
OG0011376	GmISU01.10G129600.2.p	AT3G04780.1
OG0011377	GmISU01.10G059900.1.p, GmISU01.13G122300.1.p	AT3G23620.1
OG0011378	GmISU01.18G057100.1.p, GmISU01.11G179400.1.p	AT1G07175.2, AT1G07175.1, AT2G29995.1, AT5G58650.1, AT3G47295.1
OG0011380	GmISU01.20G069000.1.p, GmISU01.20G069000.2.p, GmISU01.10G247000.2.p, GmISU01.10G247000.1.p	AT3G55340.1
OG0011381	GmISU01.08G306700.1.p, GmISU01.18G119100.1.p	AT5G48480.1
OG0011382	GmISU01.07G020801.1.p, GmISU01.08G203400.1.p	AT1G80860.2, AT1G80860.1
OG0011383	GmISU01.11G181300.1.p, GmISU01.18G061000.1.p	AT3G47070.1
OG0011384	GmISU01.19G093100.1.p, GmISU01.03G087700.1.p	AT2G41120.1
OG0011385	GmISU01.03G096000.1.p, GmISU01.19G099500.1.p	AT3G10210.1
OG0011386	GmISU01.03G001000.2.p, GmISU01.03G001000.1.p, GmISU01.15G192700.1.p, GmISU01.15G192700.4.p	AT1G09220.1
OG0011387	GmISU01.08G104600.1.p	AT3G13550.2, AT3G13550.1
OG0011388	GmISU01.10G175000.1.p	AT5G19290.1, AT5G14980.1
OG0011389	GmISU01.12G201400.2.p, GmISU01.12G201400.1.p, GmISU01.13G171700.1.p	AT3G52115.1
OG0011391	GmISU01.10G102100.1.p, GmISU01.10G102100.2.p	AT3G24030.1
OG0011392	GmISU01.02G132800.1.p, GmISU01.10G024400.1.p, GmISU01.19G121500.1.p, GmISU01.03G117300.1.p	AT4G02830.1, AT4G02830.2, AT4G02830.3
OG0011393	GmISU01.15G147700.1.p, GmISU01.09G051200.1.p	AT2G18940.1
OG0011394	GmISU01.11G230100.1.p	AT2G31985.1, AT1G05510.1
OG0011397	GmISU01.20G111400.1.p, GmISU01.10G209600.1.p	AT3G22430.1
