Orthogroup	G_max.proteins	A_coerulea.proteins
OG0011132	GmISU01.09G047800.1.p, GmISU01.09G047800.2.p, GmISU01.09G047800.4.p, GmISU01.15G144000.1.p	Aqcoe5G296000.1.p, Aqcoe5G296000.2.p
OG0011133	GmISU01.06G133300.3.p, GmISU01.06G133300.1.p	Aqcoe5G224700.1.p
OG0011134	GmISU01.07G095000.1.p, GmISU01.09G135600.1.p, GmISU01.09G135600.3.p	Aqcoe5G054800.1.p
OG0011135	GmISU01.19G009000.1.p, GmISU01.19G009000.2.p, GmISU01.13G141800.1.p, GmISU01.13G141800.2.p	Aqcoe3G294900.1.p, Aqcoe3G115700.1.p
OG0011136	GmISU01.02G110300.2.p, GmISU01.02G110300.1.p	Aqcoe3G380400.1.p, Aqcoe3G070200.1.p, Aqcoe3G070200.2.p, Aqcoe3G070200.3.p
OG0011137	GmISU01.10G233700.1.p, GmISU01.20G082700.1.p	Aqcoe3G040800.1.p, Aqcoe3G040700.1.p
OG0011137	GmISU01.09G146600.1.p, GmISU01.07G082300.1.p	Aqcoe3G030700.1.p, Aqcoe3G040600.1.p
OG0011138	GmISU01.09G146750.1.p, GmISU01.07G082100.1.p, GmISU01.09G146800.1.p	Aqcoe3G041400.1.p
OG0011139	GmISU01.08G155600.1.p, GmISU01.15G214800.1.p	Aqcoe3G029500.1.p
OG0011139	GmISU01.17G037800.1.p	Aqcoe3G298400.1.p
OG0011140	GmISU01.05G211300.1.p, GmISU01.08G049000.1.p	Aqcoe3G011200.1.p
OG0011141	GmISU01.12G027100.1.p, GmISU01.11G096100.1.p	Aqcoe3G010100.2.p, Aqcoe3G010100.1.p
OG0011142	GmISU01.05G002400.3.p, GmISU01.05G002400.4.p	Aqcoe3G141600.2.p, Aqcoe3G141600.1.p
OG0011144	GmISU01.07G194000.1.p, GmISU01.20G025300.1.p	Aqcoe3G348900.1.p
OG0011145	GmISU01.04G153800.1.p, GmISU01.04G153800.3.p, GmISU01.06G159700.1.p	Aqcoe3G134500.1.p
OG0011146	GmISU01.05G092000.1.p, GmISU01.17G140900.1.p	Aqcoe3G236800.1.p
OG0011147	GmISU01.17G091100.1.p	Aqcoe3G336800.1.p
OG0011148	GmISU01.10G170700.6.p, GmISU01.10G170700.1.p, GmISU01.10G170700.5.p, GmISU01.10G170700.2.p, GmISU01.10G170700.3.p, GmISU01.20G145400.5.p, GmISU01.20G145400.2.p, GmISU01.20G145400.3.p, GmISU01.20G145400.7.p, GmISU01.20G145400.6.p, GmISU01.20G145400.1.p	Aqcoe3G427600.4.p, Aqcoe3G427600.3.p, Aqcoe3G427600.2.p, Aqcoe3G427600.1.p
OG0011149	GmISU01.11G078400.1.p, GmISU01.01G122200.1.p	Aqcoe3G026200.1.p
OG0011150	GmISU01.08G046000.1.p, GmISU01.05G208500.1.p	Aqcoe3G022200.1.p, Aqcoe3G022100.1.p
OG0011151	GmISU01.08G318800.1.p, GmISU01.18G131800.1.p, GmISU01.18G131800.2.p	Aqcoe3G333600.1.p
OG0011152	GmISU01.03G076500.1.p, GmISU01.07G106800.1.p	Aqcoe3G255800.1.p
OG0011153	GmISU01.08G256100.1.p, GmISU01.18G111200.1.p, GmISU01.18G111200.2.p	Aqcoe3G286400.1.p
OG0011154	GmISU01.03G076900.1.p, GmISU01.03G076900.2.p, GmISU01.07G106300.1.p	Aqcoe3G257100.3.p, Aqcoe3G257100.2.p, Aqcoe3G257100.1.p
OG0011155	GmISU01.01G070400.2.p, GmISU01.01G070400.1.p, GmISU01.02G089400.1.p	Aqcoe3G396500.1.p
OG0011156	GmISU01.02G081700.1.p	Aqcoe3G018600.1.p
OG0011157	GmISU01.02G096300.1.p	Aqcoe3G405900.1.p, Aqcoe3G405900.2.p
OG0011158	GmISU01.07G186700.1.p, GmISU01.20G014600.1.p	Aqcoe3G000500.1.p
OG0011159	GmISU01.06G182200.1.p	Aqcoe3G363400.1.p
OG0011160	GmISU01.02G203600.1.p, GmISU01.14G175000.1.p	Aqcoe3G421000.1.p
OG0011161	GmISU01.17G123900.1.p	Aqcoe3G145200.2.p, Aqcoe3G145200.1.p
OG0011162	GmISU01.18G209800.1.p, GmISU01.08G225900.2.p, GmISU01.08G225900.1.p, GmISU01.08G225900.4.p	Aqcoe3G371100.1.p
OG0011163	GmISU01.10G245500.3.p, GmISU01.10G245500.2.p, GmISU01.20G070400.1.p	Aqcoe3G440900.1.p
OG0011164	GmISU01.11G228500.1.p, GmISU01.18G005500.1.p, GmISU01.05G121900.1.p	Aqcoe3G200300.1.p
OG0011165	GmISU01.06G184300.2.p, GmISU01.06G184300.1.p, GmISU01.04G132800.1.p	Aqcoe3G370400.1.p
OG0011166	GmISU01.01G012700.1.p, GmISU01.09G168600.1.p, GmISU01.20G020300.1.p	Aqcoe3G214000.1.p
OG0011167	GmISU01.10G182300.1.p, GmISU01.10G182300.2.p, GmISU01.20G135000.1.p	Aqcoe3G436700.1.p
OG0011168	GmISU01.13G045900.1.p, GmISU01.19G014200.1.p	Aqcoe3G103400.1.p
OG0011169	GmISU01.18G112100.1.p, GmISU01.08G255000.1.p, GmISU01.01G026900.1.p, GmISU01.02G033100.1.p	Aqcoe3G281400.1.p
OG0011170	GmISU01.11G107500.1.p, GmISU01.12G038600.1.p	Aqcoe3G088000.1.p
OG0011171	GmISU01.01G031300.1.p, GmISU01.02G029000.3.p	Aqcoe3G110100.1.p
OG0011172	GmISU01.01G014400.1.p, GmISU01.09G167200.1.p	Aqcoe3G167700.1.p
OG0011173	GmISU01.18G012500.1.p, GmISU01.11G221700.1.p	Aqcoe3G140500.1.p
OG0011174	GmISU01.10G245800.1.p	Aqcoe3G441900.1.p
OG0011175	GmISU01.20G083700.1.p	Aqcoe3G038500.1.p
OG0011176	GmISU01.02G107700.1.p, GmISU01.01G054700.1.p	Aqcoe3G372500.1.p
OG0011177	GmISU01.11G194300.1.p, GmISU01.18G040200.2.p, GmISU01.18G040200.1.p, GmISU01.02G204900.1.p	Aqcoe3G411300.1.p
OG0011178	GmISU01.13G042900.2.p, GmISU01.13G042900.1.p, GmISU01.19G018000.1.p	Aqcoe3G088700.1.p
OG0011179	GmISU01.06G150700.1.p, GmISU01.04G162700.2.p, GmISU01.04G162700.1.p	Aqcoe3G197100.1.p
OG0011180	GmISU01.02G017400.1.p, GmISU01.02G017400.2.p, GmISU01.01G040900.1.p	Aqcoe3G332600.1.p
OG0011181	GmISU01.17G111900.1.p, GmISU01.05G011900.1.p, GmISU01.06G188600.1.p, GmISU01.04G123500.3.p, GmISU01.04G123500.4.p	Aqcoe3G048600.1.p
OG0011182	GmISU01.13G224500.1.p, GmISU01.15G205900.1.p	Aqcoe3G239300.1.p
OG0011183	GmISU01.20G088200.1.p, GmISU01.20G088200.3.p	Aqcoe3G412700.1.p
OG0011184	GmISU01.18G043800.3.p, GmISU01.18G043800.1.p, GmISU01.18G043800.2.p, GmISU01.11G188700.2.p, GmISU01.11G188700.1.p	Aqcoe3G432200.1.p
OG0011185	GmISU01.05G064500.1.p	Aqcoe3G237800.1.p
OG0011186	GmISU01.18G197200.1.p, GmISU01.03G083700.2.p, GmISU01.03G083700.1.p	Aqcoe3G269600.1.p
OG0011187	GmISU01.07G143000.4.p, GmISU01.07G143000.3.p, GmISU01.07G143000.1.p, GmISU01.09G097300.2.p	Aqcoe3G417600.1.p
OG0011188	GmISU01.09G192300.1.p, GmISU01.09G192300.2.p, GmISU01.18G205900.1.p, GmISU01.18G205900.2.p	Aqcoe3G349600.1.p
OG0011189	GmISU01.09G165500.1.p, GmISU01.01G016300.1.p	Aqcoe3G224200.1.p, Aqcoe3G224200.3.p, Aqcoe3G224200.2.p
OG0011190	GmISU01.18G041400.1.p, GmISU01.18G041400.3.p, GmISU01.18G041400.5.p, GmISU01.18G041400.2.p, GmISU01.18G041400.6.p, GmISU01.11G192700.1.p, GmISU01.11G192700.2.p	Aqcoe3G424600.1.p
OG0011191	GmISU01.06G114800.4.p	Aqcoe3G077500.10.p, Aqcoe3G077500.9.p, Aqcoe3G077500.7.p, Aqcoe3G077500.8.p
OG0011192	GmISU01.10G156900.1.p, GmISU01.20G158900.1.p	Aqcoe3G242200.1.p
OG0011193	GmISU01.09G017200.1.p, GmISU01.15G114800.1.p	Aqcoe3G248100.1.p
OG0011194	GmISU01.18G011700.1.p, GmISU01.11G222300.1.p	Aqcoe3G136200.1.p
OG0011195	GmISU01.13G104100.1.p, GmISU01.10G040500.2.p	Aqcoe3G298200.2.p, Aqcoe3G298200.1.p
OG0011196	GmISU01.05G016500.1.p	Aqcoe3G376600.1.p
OG0011197	GmISU01.17G081100.1.p, GmISU01.05G035000.1.p, GmISU01.06G165600.1.p, GmISU01.04G148000.1.p	Aqcoe3G283000.2.p, Aqcoe3G283000.1.p
OG0011198	GmISU01.18G080200.1.p, GmISU01.18G091250.1.p	Aqcoe3G344800.1.p, Aqcoe3G344800.2.p
OG0011199	GmISU01.17G119300.1.p, GmISU01.05G043200.1.p	Aqcoe3G194900.1.p
OG0011200	GmISU01.18G000700.2.p, GmISU01.11G233500.1.p, GmISU01.18G000700.1.p	Aqcoe3G319700.1.p, Aqcoe3G320200.1.p
OG0011201	GmISU01.05G033100.1.p	Aqcoe3G292800.1.p, Aqcoe3G292800.2.p
OG0011202	GmISU01.18G006900.1.p, GmISU01.11G227200.1.p, GmISU01.11G227200.3.p, GmISU01.11G227200.4.p, GmISU01.18G006900.2.p, GmISU01.18G006900.3.p	Aqcoe3G197200.1.p
OG0011203	GmISU01.19G024100.1.p	Aqcoe3G050800.1.p
OG0011204	GmISU01.18G206800.1.p, GmISU01.08G222400.1.p	Aqcoe3G356600.1.p
OG0011205	GmISU01.05G149700.1.p, GmISU01.05G149700.2.p, GmISU01.08G125400.1.p	Aqcoe3G030000.1.p, Aqcoe3G030000.2.p
OG0011207	GmISU01.20G000300.1.p, GmISU01.09G239600.1.p	Aqcoe3G440300.1.p, Aqcoe3G440300.2.p
OG0011208	GmISU01.03G084400.2.p, GmISU01.03G084400.1.p, GmISU01.07G100500.1.p	Aqcoe3G273600.1.p, Aqcoe3G273600.2.p, Aqcoe3G273900.1.p
OG0011209	GmISU01.03G074900.1.p	Aqcoe3G238700.1.p, Aqcoe3G238700.2.p
OG0011210	GmISU01.04G159000.1.p, GmISU01.06G154900.1.p	Aqcoe3G198400.1.p
OG0011211	GmISU01.08G258800.5.p, GmISU01.08G258800.4.p, GmISU01.08G258800.3.p, GmISU01.08G258800.1.p	Aqcoe3G299500.1.p
OG0011212	GmISU01.09G240100.1.p, GmISU01.20G000200.1.p	Aqcoe3G442200.1.p
OG0011213	GmISU01.02G034600.1.p	Aqcoe3G304600.1.p
OG0011214	GmISU01.05G022400.1.p, GmISU01.05G022400.2.p, GmISU01.17G093800.1.p, GmISU01.17G093800.3.p	Aqcoe3G083800.1.p
OG0011215	GmISU01.17G132500.1.p, GmISU01.05G057200.1.p	Aqcoe3G275200.1.p
OG0011216	GmISU01.09G171000.1.p, GmISU01.01G009000.1.p	Aqcoe3G208000.1.p
OG0011217	GmISU01.05G007800.1.p, GmISU01.17G107700.1.p	Aqcoe3G141900.1.p
OG0011218	GmISU01.07G147600.1.p, GmISU01.20G010500.1.p	Aqcoe3G419800.1.p
OG0011219	GmISU01.09G197300.1.p, GmISU01.18G200100.1.p, GmISU01.17G144000.1.p, GmISU01.05G089200.2.p, GmISU01.05G089200.1.p, GmISU01.05G089200.3.p	Aqcoe3G090400.1.p, Aqcoe3G090400.2.p
OG0011220	GmISU01.09G236100.3.p, GmISU01.09G236100.4.p, GmISU01.09G236100.2.p	Aqcoe3G228200.1.p
OG0011221	GmISU01.09G102500.2.p, GmISU01.09G102500.1.p, GmISU01.16G149000.1.p, GmISU01.16G149000.2.p	Aqcoe3G384000.1.p, Aqcoe3G384000.2.p
OG0011222	GmISU01.15G017600.1.p, GmISU01.13G313600.1.p, GmISU01.13G313600.3.p, GmISU01.13G313600.2.p	Aqcoe3G339000.1.p
OG0011223	GmISU01.08G044000.1.p, GmISU01.05G206400.1.p	Aqcoe3G414100.1.p
OG0011224	GmISU01.09G164400.1.p, GmISU01.09G164400.2.p, GmISU01.09G164400.3.p, GmISU01.01G017500.1.p	Aqcoe3G233300.1.p, Aqcoe3G233300.2.p
OG0011225	GmISU01.14G107500.1.p, GmISU01.17G112400.1.p, GmISU01.05G012400.1.p, GmISU01.18G222100.1.p	Aqcoe3G048300.1.p
OG0011226	GmISU01.08G046800.1.p, GmISU01.05G209100.1.p	Aqcoe3G404700.1.p
OG0011227	GmISU01.01G191400.2.p, GmISU01.11G008500.2.p, GmISU01.01G191400.1.p, GmISU01.11G008500.1.p	Aqcoe3G222300.1.p
OG0011228	GmISU01.08G258300.1.p	Aqcoe3G298900.1.p
OG0011229	GmISU01.01G034300.1.p, GmISU01.02G024600.1.p, GmISU01.18G106800.1.p	Aqcoe3G104100.1.p
OG0011230	GmISU01.10G228300.1.p, GmISU01.20G089900.1.p	Aqcoe3G023100.1.p
OG0011231	GmISU01.12G205000.1.p, GmISU01.19G057900.1.p, GmISU01.19G057900.2.p	Aqcoe3G190200.1.p
OG0011232	GmISU01.05G160100.2.p, GmISU01.05G160100.1.p	Aqcoe3G251200.1.p
OG0011344	GmISU01.16G146900.1.p	Aqcoe6G081400.1.p, Aqcoe5G423200.1.p, Aqcoe5G078800.1.p, Aqcoe5G077500.1.p, Aqcoe4G070800.1.p, Aqcoe4G140400.1.p, Aqcoe5G077900.1.p, Aqcoe5G078000.1.p, Aqcoe5G079300.1.p, Aqcoe0189s0002.1.p, Aqcoe5G078500.1.p
OG0011345	GmISU01.15G090400.1.p, GmISU01.13G182600.1.p	Aqcoe0757s0002.1.p, Aqcoe2G311800.1.p
OG0011346	GmISU01.03G041300.1.p, GmISU01.18G153900.1.p, GmISU01.07G134500.1.p	Aqcoe2G085800.1.p
OG0011347	GmISU01.17G214700.1.p, GmISU01.17G214700.2.p, GmISU01.14G073200.1.p	Aqcoe2G415400.1.p, Aqcoe2G415400.2.p
OG0011348	GmISU01.06G128500.1.p, GmISU01.04G182900.1.p	Aqcoe2G074500.1.p
OG0011349	GmISU01.11G005200.1.p, GmISU01.01G195600.1.p	Aqcoe2G345800.1.p
OG0011350	GmISU01.07G227500.1.p, GmISU01.17G007300.1.p	Aqcoe2G066000.1.p
OG0011351	GmISU01.03G167300.2.p	Aqcoe2G318600.1.p
OG0011352	GmISU01.18G002100.1.p	Aqcoe2G405600.2.p, Aqcoe2G405600.1.p
OG0011353	GmISU01.20G053200.1.p, GmISU01.10G100100.1.p	Aqcoe2G389600.1.p
OG0011354	GmISU01.18G159100.1.p, GmISU01.18G159100.2.p, GmISU01.09G232700.2.p, GmISU01.09G232700.1.p, GmISU01.19G083300.1.p	Aqcoe1G396300.1.p, Aqcoe2G384400.1.p
OG0011355	GmISU01.03G087500.1.p, GmISU01.19G093000.1.p	Aqcoe2G072900.1.p
OG0011356	GmISU01.02G237900.1.p, GmISU01.14G035000.1.p	Aqcoe2G055600.1.p
OG0011357	GmISU01.14G159400.1.p, GmISU01.02G190700.1.p	Aqcoe2G095700.1.p
OG0011358	GmISU01.08G158000.1.p, GmISU01.15G212600.1.p	Aqcoe2G276200.1.p, Aqcoe2G276200.3.p, Aqcoe2G276200.2.p
OG0011359	GmISU01.19G160400.1.p, GmISU01.03G158400.1.p	Aqcoe2G114100.1.p
OG0011360	GmISU01.15G131400.1.p, GmISU01.09G035100.1.p, GmISU01.07G204200.1.p	Aqcoe2G276100.1.p
OG0011361	GmISU01.03G051800.1.p, GmISU01.01G079800.1.p, GmISU01.07G120200.1.p, GmISU01.18G140200.1.p	Aqcoe2G231700.1.p
OG0011362	GmISU01.09G071600.1.p, GmISU01.17G035400.1.p, GmISU01.17G031000.1.p	Aqcoe2G252600.1.p
OG0011363	GmISU01.07G217100.1.p, GmISU01.17G016800.1.p	Aqcoe2G327400.1.p
OG0011364	GmISU01.02G004200.1.p, GmISU01.10G003600.1.p	Aqcoe2G351100.1.p
OG0011366	GmISU01.11G214000.1.p, GmISU01.18G019700.1.p	Aqcoe2G078500.1.p
OG0011368	GmISU01.08G217300.1.p, GmISU01.08G217300.2.p, GmISU01.08G217300.3.p	Aqcoe2G027100.1.p, Aqcoe2G027100.2.p
OG0011369	GmISU01.19G167900.2.p, GmISU01.19G167900.1.p, GmISU01.03G165800.1.p	Aqcoe2G067000.1.p
OG0011370	GmISU01.16G124600.1.p, GmISU01.02G063800.1.p	Aqcoe2G001200.1.p
OG0011372	GmISU01.18G129900.1.p	Aqcoe2G386600.1.p
OG0011373	GmISU01.14G050900.2.p, GmISU01.14G050900.1.p, GmISU01.11G212600.1.p, GmISU01.18G021200.1.p, GmISU01.11G212600.2.p, GmISU01.18G021200.2.p, GmISU01.11G212600.3.p	Aqcoe2G081300.1.p, Aqcoe2G081300.2.p
OG0011374	GmISU01.17G019100.1.p, GmISU01.07G215000.1.p, GmISU01.13G181000.1.p	Aqcoe2G318400.1.p
OG0011376	GmISU01.10G129600.2.p	Aqcoe2G352100.1.p
OG0011377	GmISU01.10G059900.1.p, GmISU01.13G122300.1.p	Aqcoe2G336400.1.p
OG0011378	GmISU01.18G057100.1.p, GmISU01.11G179400.1.p	Aqcoe1G417000.1.p, Aqcoe2G090500.1.p
OG0011379	GmISU01.19G122900.3.p, GmISU01.03G118900.2.p, GmISU01.03G118900.1.p, GmISU01.19G122900.1.p	Aqcoe2G342800.1.p
OG0011380	GmISU01.20G069000.1.p, GmISU01.20G069000.2.p, GmISU01.10G247000.2.p, GmISU01.10G247000.1.p	Aqcoe2G177900.1.p
OG0011381	GmISU01.08G306700.1.p, GmISU01.18G119100.1.p	Aqcoe2G408900.1.p
OG0011382	GmISU01.07G020801.1.p, GmISU01.08G203400.1.p	Aqcoe2G035800.1.p
OG0011383	GmISU01.11G181300.1.p, GmISU01.18G061000.1.p	Aqcoe2G101100.1.p
OG0011384	GmISU01.19G093100.1.p, GmISU01.03G087700.1.p	Aqcoe2G007100.1.p
OG0011385	GmISU01.03G096000.1.p, GmISU01.19G099500.1.p	Aqcoe2G388800.1.p, Aqcoe2G035100.1.p
OG0011386	GmISU01.03G001000.2.p, GmISU01.03G001000.1.p, GmISU01.15G192700.1.p, GmISU01.15G192700.4.p	Aqcoe2G406300.1.p
OG0011387	GmISU01.08G104600.1.p	Aqcoe2G051100.1.p
OG0011388	GmISU01.10G175000.1.p	Aqcoe1G144300.1.p, Aqcoe2G215100.1.p
OG0011389	GmISU01.12G201400.2.p, GmISU01.12G201400.1.p, GmISU01.13G171700.1.p	Aqcoe2G013600.1.p
OG0011390	GmISU01.01G196100.1.p, GmISU01.11G004800.1.p, GmISU01.10G209800.1.p, GmISU01.20G111000.1.p	Aqcoe2G344500.1.p
OG0011390	GmISU01.19G123100.1.p, GmISU01.03G119200.1.p	Aqcoe5G056000.1.p
OG0011391	GmISU01.10G102100.1.p, GmISU01.10G102100.2.p	Aqcoe2G392800.1.p
OG0011392	GmISU01.02G132800.1.p, GmISU01.10G024400.1.p, GmISU01.19G121500.1.p, GmISU01.03G117300.1.p	Aqcoe2G336900.1.p
OG0011393	GmISU01.15G147700.1.p, GmISU01.09G051200.1.p	Aqcoe2G221700.1.p
OG0011394	GmISU01.11G230100.1.p	Aqcoe2G419700.1.p
OG0011397	GmISU01.20G111400.1.p, GmISU01.10G209600.1.p	Aqcoe2G345600.1.p
OG0011398	GmISU01.19G125700.3.p, GmISU01.19G125700.4.p, GmISU01.19G125700.2.p, GmISU01.19G125700.1.p, GmISU01.03G121300.2.p, GmISU01.03G121300.1.p, GmISU01.03G121300.3.p	Aqcoe2G354800.3.p, Aqcoe2G354800.2.p, Aqcoe2G354800.1.p
OG0011399	GmISU01.01G027300.1.p, GmISU01.02G032700.1.p	Aqcoe3G283100.1.p, Aqcoe2G262000.1.p, Aqcoe7G435800.1.p
OG0011400	GmISU01.20G056900.1.p, GmISU01.10G107000.1.p	Aqcoe2G384200.1.p
OG0011401	GmISU01.09G029800.1.p, GmISU01.15G126500.2.p	Aqcoe2G259000.1.p
OG0011402	GmISU01.13G297800.1.p, GmISU01.15G033600.1.p	Aqcoe2G226600.1.p
OG0011404	GmISU01.08G308100.1.p	Aqcoe2G428200.1.p, Aqcoe2G428200.2.p
OG0011405	GmISU01.01G104000.1.p, GmISU01.01G104000.2.p	Aqcoe3G235300.1.p
OG0011406	GmISU01.02G146200.1.p, GmISU01.10G085400.1.p	Aqcoe2G127300.1.p
OG0011407	GmISU01.02G011100.1.p, GmISU01.10G011900.1.p	Aqcoe2G274100.1.p, Aqcoe2G274600.1.p
OG0011408	GmISU01.13G093600.1.p, GmISU01.10G032300.1.p, GmISU01.13G093600.2.p	Aqcoe2G369400.1.p
OG0011409	GmISU01.15G005400.1.p, GmISU01.13G325100.2.p	Aqcoe2G212900.1.p
OG0011411	GmISU01.09G184200.1.p, GmISU01.09G184200.2.p	Aqcoe2G022900.1.p
OG0011412	GmISU01.02G012000.1.p, GmISU01.10G012800.1.p, GmISU01.19G178800.1.p, GmISU01.03G177500.1.p	Aqcoe2G202100.1.p
OG0011413	GmISU01.20G029600.1.p	Aqcoe2G041500.1.p
OG0011414	GmISU01.08G139800.1.p, GmISU01.15G224100.1.p	Aqcoe2G006300.1.p
OG0011415	GmISU01.15G133000.1.p, GmISU01.09G036900.1.p, GmISU01.17G027800.1.p	Aqcoe2G280800.1.p
OG0011416	GmISU01.02G065600.1.p, GmISU01.16G126300.1.p	Aqcoe2G056900.1.p
OG0011417	GmISU01.18G058400.1.p, GmISU01.11G180900.1.p	Aqcoe2G096500.1.p
OG0011418	GmISU01.11G117700.1.p, GmISU01.12G048400.2.p, GmISU01.12G048400.1.p	Aqcoe2G430600.1.p
OG0011419	GmISU01.19G098900.1.p, GmISU01.03G095200.1.p	Aqcoe2G042800.1.p, Aqcoe2G042800.2.p
OG0011420	GmISU01.11G159600.1.p, GmISU01.12G061600.1.p	Aqcoe2G215000.1.p
OG0011421	GmISU01.10G043700.1.p, GmISU01.13G107300.1.p	Aqcoe2G170400.1.p
OG0011422	GmISU01.02G238000.2.p, GmISU01.02G238000.3.p, GmISU01.14G034800.1.p	Aqcoe2G055700.1.p
OG0011423	GmISU01.17G013800.1.p, GmISU01.07G220500.1.p, GmISU01.13G174500.1.p, GmISU01.15G097900.1.p	Aqcoe2G334900.1.p
OG0011424	GmISU01.10G119300.1.p, GmISU01.20G196400.1.p	Aqcoe2G285100.1.p
OG0011425	GmISU01.19G105900.1.p, GmISU01.19G105900.2.p, GmISU01.03G101800.1.p	Aqcoe2G024100.1.p
OG0011426	GmISU01.10G001400.1.p, GmISU01.20G157500.1.p, GmISU01.10G158300.1.p	Aqcoe2G356600.1.p
OG0011427	GmISU01.08G305900.1.p	Aqcoe2G429400.1.p
OG0011428	GmISU01.10G146000.1.p	Aqcoe2G360600.1.p
OG0011429	GmISU01.16G126400.2.p, GmISU01.16G126400.1.p	Aqcoe2G057000.1.p, Aqcoe2G057000.2.p
OG0011430	GmISU01.12G019000.1.p, GmISU01.11G086400.1.p	Aqcoe2G431500.2.p, Aqcoe2G431500.1.p
OG0011433	GmISU01.03G124000.1.p, GmISU01.19G128000.1.p, GmISU01.11G150800.1.p	Aqcoe2G365900.1.p
OG0011434	GmISU01.19G209600.1.p, GmISU01.19G209600.2.p, GmISU01.03G208800.1.p	Aqcoe6G004600.1.p, Aqcoe2G244700.1.p
OG0011435	GmISU01.02G234400.1.p, GmISU01.14G039000.1.p	Aqcoe2G000500.1.p
OG0011436	GmISU01.19G208500.1.p, GmISU01.03G207500.1.p	Aqcoe2G374000.1.p
OG0011437	GmISU01.18G000300.1.p	Aqcoe2G059900.1.p
OG0011438	GmISU01.19G078700.1.p, GmISU01.16G041700.1.p	Aqcoe2G139100.1.p
OG0011439	GmISU01.10G243100.1.p	Aqcoe2G087900.1.p
OG0011440	GmISU01.07G175800.2.p, GmISU01.07G175800.1.p, GmISU01.02G123700.1.p, GmISU01.02G123700.2.p, GmISU01.02G123700.3.p	Aqcoe2G405400.1.p
OG0011441	GmISU01.18G136900.1.p, GmISU01.07G117600.1.p	Aqcoe2G223600.1.p
OG0011442	GmISU01.07G132800.1.p, GmISU01.18G152000.1.p	Aqcoe2G011500.1.p, Aqcoe7G291600.1.p
OG0011443	GmISU01.01G013800.1.p, GmISU01.07G133100.2.p, GmISU01.07G133100.3.p	Aqcoe2G398800.1.p
OG0011444	GmISU01.18G185500.1.p, GmISU01.09G208400.3.p	Aqcoe2G423300.1.p
OG0011445	GmISU01.08G303100.1.p, GmISU01.07G104500.1.p, GmISU01.03G078700.1.p	Aqcoe2G398500.1.p
OG0011446	GmISU01.15G196500.1.p, GmISU01.13G164200.1.p, GmISU01.11G167700.1.p, GmISU01.04G112500.1.p	Aqcoe2G042300.2.p, Aqcoe2G042300.1.p
OG0011447	GmISU01.11G005500.1.p, GmISU01.01G194800.1.p	Aqcoe2G347200.1.p
OG0011448	GmISU01.18G123900.1.p, GmISU01.08G310700.1.p	Aqcoe2G410800.1.p
OG0011449	GmISU01.04G024700.1.p, GmISU01.14G181600.1.p, GmISU01.17G223200.1.p	Aqcoe6G242700.1.p
OG0011450	GmISU01.13G052400.1.p, GmISU01.20G037300.1.p	Aqcoe6G150800.1.p, Aqcoe5G070500.1.p
OG0011451	GmISU01.02G039900.1.p, GmISU01.16G099300.5.p, GmISU01.16G099100.1.p	Aqcoe6G198500.1.p, Aqcoe6G233100.1.p
OG0011452	GmISU01.14G136900.1.p	Aqcoe6G017800.1.p
OG0011454	GmISU01.10G011400.1.p, GmISU01.10G011400.5.p, GmISU01.10G011400.6.p, GmISU01.01G189500.1.p	Aqcoe6G012300.1.p
OG0011455	GmISU01.20G008500.4.p, GmISU01.20G008500.1.p, GmISU01.20G008500.2.p	Aqcoe6G151100.1.p
OG0011456	GmISU01.06G097800.4.p, GmISU01.06G097800.3.p, GmISU01.06G097800.1.p, GmISU01.06G097800.2.p	Aqcoe6G055700.2.p, Aqcoe6G055700.1.p
OG0011457	GmISU01.11G066600.1.p, GmISU01.01G132600.1.p	Aqcoe6G130500.1.p
OG0011458	GmISU01.09G191400.1.p	Aqcoe6G004200.2.p, Aqcoe6G004200.1.p
OG0011459	GmISU01.11G188900.1.p, GmISU01.11G188800.1.p	Aqcoe6G059400.1.p
OG0011460	GmISU01.11G112400.1.p, GmISU01.16G053300.1.p, GmISU01.12G074400.1.p, GmISU01.12G042800.1.p	Aqcoe6G104600.1.p
OG0011462	GmISU01.05G101500.1.p, GmISU01.08G073501.1.p	Aqcoe6G163500.1.p
OG0011463	GmISU01.08G132600.1.p, GmISU01.05G156100.1.p	Aqcoe6G047900.1.p
OG0011464	GmISU01.16G114100.1.p, GmISU01.11G061600.1.p	Aqcoe6G118200.1.p
OG0011465	GmISU01.04G041200.1.p, GmISU01.06G040400.1.p	Aqcoe6G292000.1.p
OG0011466	GmISU01.04G165700.1.p	Aqcoe6G014900.1.p
OG0011469	GmISU01.10G182800.1.p, GmISU01.20G134500.1.p	Aqcoe6G049000.1.p
OG0011470	GmISU01.09G147300.1.p, GmISU01.07G081500.1.p	Aqcoe6G082300.1.p
OG0011471	GmISU01.10G159600.1.p, GmISU01.10G159600.3.p, GmISU01.10G159600.5.p, GmISU01.10G159600.6.p, GmISU01.10G159600.4.p, GmISU01.10G159600.2.p	Aqcoe6G207200.1.p
OG0011472	GmISU01.19G049700.1.p, GmISU01.16G064500.1.p	Aqcoe6G285500.1.p
OG0011473	GmISU01.16G022300.1.p, GmISU01.16G022300.2.p	Aqcoe6G053400.1.p
OG0011475	GmISU01.10G215200.1.p, GmISU01.20G103400.1.p	Aqcoe6G319000.1.p
