Orthogroup	G_max.proteins	D_spatulata.proteins
OG0009878	GmISU01.14G178300.2.p, GmISU01.14G178300.1.p	Ds_00017266-RA
OG0009880	GmISU01.06G171500.2.p, GmISU01.04G143000.1.p	Ds_00000890-RA
OG0009881	GmISU01.18G234000.1.p, GmISU01.02G081800.1.p	Ds_00011057-RA
OG0009882	GmISU01.13G041700.2.p, GmISU01.13G041700.1.p	Ds_00013169-RA
OG0009883	GmISU01.08G325200.1.p, GmISU01.18G238900.1.p	Ds_00008482-RA
OG0009885	GmISU01.18G088600.2.p, GmISU01.08G278200.1.p	Ds_00001234-RA
OG0009889	GmISU01.04G061700.2.p, GmISU01.04G061700.1.p, GmISU01.06G062100.1.p, GmISU01.14G106300.1.p, GmISU01.17G182400.1.p	Ds_00004235-RA
OG0009897	GmISU01.18G175400.2.p, GmISU01.18G175400.1.p, GmISU01.09G218900.1.p, GmISU01.19G034500.1.p, GmISU01.19G033500.1.p	Ds_00016487-RA
OG0009898	GmISU01.02G187200.2.p	Ds_00007685-RA, Ds_00004539-RA, Ds_00008634-RA
OG0009899	GmISU01.02G150600.1.p, GmISU01.09G090300.1.p, GmISU01.19G114200.1.p	Ds_00002681-RA
OG0009900	GmISU01.08G113300.4.p, GmISU01.08G113300.3.p, GmISU01.08G113300.2.p, GmISU01.05G138600.1.p, GmISU01.05G138600.3.p, GmISU01.05G138600.2.p	Ds_00011810-RA
OG0009902	GmISU01.13G150700.1.p, GmISU01.07G165600.3.p, GmISU01.07G165600.1.p, GmISU01.07G165600.2.p, GmISU01.13G150700.2.p	Ds_00015112-RA
OG0009904	GmISU01.07G158600.1.p, GmISU01.08G055200.3.p, GmISU01.08G055200.1.p, GmISU01.13G213700.1.p, GmISU01.15G062500.1.p	Ds_00015891-RA
OG0009905	GmISU01.07G002600.1.p, GmISU01.08G207700.1.p	Ds_00000420-RA
OG0009906	GmISU01.16G083300.1.p, GmISU01.17G153300.1.p, GmISU01.05G079800.1.p	Ds_00009439-RA, Ds_00008193-RA
OG0009909	GmISU01.04G166300.1.p, GmISU01.06G147200.6.p, GmISU01.06G147200.4.p, GmISU01.06G147200.5.p	Ds_00006974-RA
OG0009910	GmISU01.09G186400.1.p, GmISU01.12G007600.1.p, GmISU01.10G076800.1.p	Ds_00014218-RA
OG0009911	GmISU01.19G095400.1.p, GmISU01.03G089600.1.p	Ds_00005748-RA, Ds_00009365-RA
OG0009912	GmISU01.20G082400.1.p, GmISU01.10G234000.1.p	Ds_00006494-RA
OG0009954	GmISU01.13G177100.1.p, GmISU01.15G095700.1.p	Ds_00004636-RA
OG0009955	GmISU01.15G036300.1.p, GmISU01.13G295500.1.p, GmISU01.02G158300.1.p	Ds_00004834-RA
OG0009956	GmISU01.15G215100.1.p, GmISU01.08G155300.1.p	Ds_00015567-RA
OG0009957	GmISU01.02G022850.1.p	Ds_00007188-RA
OG0009958	GmISU01.13G090300.1.p, GmISU01.17G037300.1.p	Ds_00005030-RA
OG0009962	GmISU01.20G000100.1.p, GmISU01.09G240000.1.p	Ds_00004988-RA
OG0009963	GmISU01.10G087500.1.p, GmISU01.02G159500.2.p, GmISU01.02G159500.3.p	Ds_00004216-RA
OG0009964	GmISU01.13G177000.1.p	Ds_00008698-RA
OG0009965	GmISU01.13G174400.1.p, GmISU01.15G098000.1.p, GmISU01.15G098000.2.p	Ds_00006373-RA
OG0009966	GmISU01.08G150500.1.p, GmISU01.08G150500.2.p, GmISU01.15G219100.1.p, GmISU01.15G219100.2.p	Ds_00003634-RA
OG0009968	GmISU01.10G156600.1.p, GmISU01.20G159400.1.p	Ds_00007128-RA
OG0009969	GmISU01.12G153000.2.p, GmISU01.13G276100.1.p	Ds_00015687-RA
OG0009970	GmISU01.19G094800.1.p, GmISU01.03G089100.1.p	Ds_00009363-RA
OG0009971	GmISU01.18G004400.1.p, GmISU01.11G229800.1.p	Ds_00005736-RA
OG0009972	GmISU01.19G055500.2.p, GmISU01.19G055500.1.p, GmISU01.05G068800.3.p, GmISU01.05G068800.2.p, GmISU01.05G068800.1.p	Ds_00010317-RA
OG0009973	GmISU01.03G157800.2.p, GmISU01.19G159900.2.p, GmISU01.19G159900.1.p, GmISU01.03G157800.1.p	Ds_00015790-RA
OG0009974	GmISU01.16G002800.2.p, GmISU01.12G137900.1.p	Ds_00014887-RA
OG0009975	GmISU01.13G178400.1.p, GmISU01.13G178400.2.p, GmISU01.15G094500.3.p, GmISU01.15G094500.1.p	Ds_00003113-RA
OG0009977	GmISU01.19G204600.1.p, GmISU01.03G203350.1.p	Ds_00006941-RA
OG0009978	GmISU01.07G220400.1.p, GmISU01.17G013900.3.p, GmISU01.07G220400.2.p, GmISU01.17G013900.2.p	Ds_00003131-RA
OG0009980	GmISU01.17G087200.1.p, GmISU01.05G028700.1.p	Ds_00008954-RA
OG0009981	GmISU01.02G004700.1.p	Ds_00006456-RA
OG0009982	GmISU01.06G194400.2.p, GmISU01.06G194400.1.p, GmISU01.06G194300.1.p	Ds_00014988-RA
OG0009983	GmISU01.11G069700.1.p, GmISU01.01G129900.1.p	Ds_00014478-RA
OG0009984	GmISU01.10G130800.1.p, GmISU01.20G184300.1.p	Ds_00006155-RA
OG0009985	GmISU01.13G089400.1.p	Ds_00005034-RA
OG0009987	GmISU01.12G158200.1.p, GmISU01.13G271200.1.p	Ds_00008300-RA
OG0009988	GmISU01.20G205300.2.p	Ds_00007332-RA
OG0009990	GmISU01.06G278000.1.p, GmISU01.04G212000.1.p	Ds_00009321-RA
OG0009992	GmISU01.02G134800.1.p, GmISU01.10G022600.1.p, GmISU01.10G022600.2.p	Ds_00014908-RA
OG0009994	GmISU01.11G201900.1.p, GmISU01.18G032800.1.p, GmISU01.18G032800.2.p	Ds_00012472-RA
OG0009995	GmISU01.13G111700.1.p, GmISU01.10G048300.1.p, GmISU01.02G011000.1.p	Ds_00010283-RA
OG0009996	GmISU01.20G082800.1.p, GmISU01.06G204800.1.p, GmISU01.20G067400.1.p	Ds_00002928-RA
OG0009998	GmISU01.19G105600.1.p, GmISU01.03G101200.2.p	Ds_00010989-RA
OG0010000	GmISU01.03G105950.1.p, GmISU01.03G106000.1.p, GmISU01.19G110400.1.p	Ds_00009571-RA
OG0010001	GmISU01.13G128000.2.p, GmISU01.13G128000.1.p, GmISU01.13G128000.3.p	Ds_00007186-RA, Ds_00007192-RA
OG0010002	GmISU01.07G157100.3.p, GmISU01.07G157100.2.p	Ds_00014832-RA
OG0010004	GmISU01.07G112200.3.p, GmISU01.07G112200.1.p	Ds_00017212-RA, Ds_00005280-RA
OG0010005	GmISU01.09G077800.1.p, GmISU01.13G162100.1.p, GmISU01.15G194800.1.p	Ds_00013875-RA
OG0010006	GmISU01.09G208600.1.p, GmISU01.18G185300.1.p	Ds_00004015-RA
OG0010007	GmISU01.14G158800.1.p, GmISU01.14G158800.2.p, GmISU01.02G190200.1.p	Ds_00011594-RA
OG0010008	GmISU01.14G168400.1.p, GmISU01.02G198700.1.p	Ds_00011011-RA
OG0010009	GmISU01.03G195700.1.p	Ds_00003872-RA
OG0010010	GmISU01.13G175300.1.p	Ds_00009051-RA
OG0010012	GmISU01.02G137200.1.p, GmISU01.10G020300.1.p	Ds_00000908-RA
OG0010013	GmISU01.20G190000.1.p, GmISU01.10G125750.1.p	Ds_00006298-RA
OG0010014	GmISU01.02G197100.1.p, GmISU01.14G166600.1.p, GmISU01.18G051500.1.p	Ds_00010029-RA
OG0010016	GmISU01.15G090800.1.p, GmISU01.13G182200.1.p	Ds_00007103-RA
OG0010018	GmISU01.05G069100.1.p	Ds_00004097-RA
OG0010019	GmISU01.02G187700.1.p	Ds_00012743-RA
OG0010020	GmISU01.09G087100.1.p	Ds_00002700-RA
OG0010021	GmISU01.12G047200.1.p	Ds_00014119-RA
OG0010022	GmISU01.19G064100.1.p, GmISU01.10G126300.1.p, GmISU01.20G189300.1.p	Ds_00006294-RA
OG0010024	GmISU01.18G027600.1.p, GmISU01.18G027600.2.p, GmISU01.11G206700.1.p, GmISU01.11G206700.2.p, GmISU01.02G216800.1.p	Ds_00006590-RA
OG0010025	GmISU01.20G120000.1.p, GmISU01.20G120000.2.p, GmISU01.02G129200.2.p, GmISU01.02G129200.1.p	Ds_00008618-RA, Ds_00008617-RA
OG0010026	GmISU01.18G126900.1.p, GmISU01.08G311900.1.p	Ds_00006854-RA
OG0010027	GmISU01.09G239500.1.p	Ds_00004192-RA
OG0010028	GmISU01.03G068100.1.p, GmISU01.16G074400.1.p	Ds_00007763-RA, Ds_00006464-RA
OG0010029	GmISU01.20G191500.1.p, GmISU01.10G123900.1.p	Ds_00006205-RA
OG0010030	GmISU01.19G147000.1.p	Ds_00013721-RA, Ds_00006000-RA
OG0010031	GmISU01.15G188600.1.p, GmISU01.15G188600.2.p, GmISU01.08G211500.1.p	Ds_00010084-RA
OG0010032	GmISU01.18G167600.1.p, GmISU01.09G225000.1.p	Ds_00015193-RA
OG0010033	GmISU01.08G185200.1.p	Ds_00016917-RA
OG0010034	GmISU01.20G205800.1.p	Ds_00017610-RA
OG0010035	GmISU01.12G001000.1.p	Ds_00002231-RA
OG0010038	GmISU01.17G144300.1.p	Ds_00011223-RA
OG0010039	GmISU01.15G052700.1.p, GmISU01.08G164300.1.p	Ds_00013064-RA
OG0010040	GmISU01.09G214600.1.p, GmISU01.18G179700.2.p, GmISU01.18G179700.3.p, GmISU01.18G179700.1.p	Ds_00012482-RA
OG0010041	GmISU01.08G090700.1.p, GmISU01.08G214650.1.p	Ds_00013572-RA
OG0010042	GmISU01.10G057000.1.p, GmISU01.13G119500.1.p	Ds_00002039-RA
OG0010043	GmISU01.14G164100.1.p, GmISU01.02G195500.1.p	Ds_00007517-RA
OG0010046	GmISU01.02G148100.1.p, GmISU01.09G086700.1.p	Ds_00007169-RA, Ds_00007170-RA, Ds_00013243-RA
OG0010048	GmISU01.12G024400.1.p, GmISU01.11G092700.1.p	Ds_00000953-RA
OG0010049	GmISU01.17G100500.1.p	Ds_00015373-RA, Ds_00017785-RA
OG0010050	GmISU01.20G115700.1.p, GmISU01.10G204700.1.p	Ds_00003165-RA
OG0010052	GmISU01.13G178800.1.p, GmISU01.15G093900.1.p	Ds_00003106-RA, Ds_00003110-RA
OG0010054	GmISU01.10G079400.1.p, GmISU01.02G151600.1.p	Ds_00011020-RA
OG0010055	GmISU01.10G210300.1.p, GmISU01.20G110200.1.p	Ds_00001040-RA
OG0010056	GmISU01.16G036700.1.p, GmISU01.19G083800.1.p	Ds_00013245-RA
OG0010058	GmISU01.19G173900.1.p, GmISU01.03G172500.3.p, GmISU01.03G172500.1.p, GmISU01.03G172500.2.p	Ds_00004765-RA
OG0010060	GmISU01.10G106000.1.p	Ds_00003068-RA
OG0010063	GmISU01.08G000600.1.p, GmISU01.05G163200.1.p, GmISU01.06G141400.1.p, GmISU01.04G171900.1.p	Ds_00003635-RA
OG0010064	GmISU01.06G264300.1.p	Ds_00005594-RA
OG0010065	GmISU01.14G073600.3.p, GmISU01.14G073600.2.p, GmISU01.09G093100.1.p, GmISU01.06G202800.2.p	Ds_00007004-RA
OG0010066	GmISU01.15G052900.2.p, GmISU01.15G052900.1.p, GmISU01.08G164100.1.p	Ds_00012221-RA, Ds_00000004-RA, Ds_00000001-RA
OG0010067	GmISU01.06G018500.4.p, GmISU01.06G018500.1.p, GmISU01.06G018500.2.p, GmISU01.06G018500.3.p	Ds_00007735-RA, Ds_00012852-RA
OG0010068	GmISU01.14G127800.1.p, GmISU01.13G017000.1.p	Ds_00001501-RA
OG0010069	GmISU01.14G179500.1.p, GmISU01.02G207700.1.p	Ds_00013343-RA
OG0010070	GmISU01.05G161900.2.p, GmISU01.04G173000.1.p, GmISU01.06G139900.1.p	Ds_00003955-RA, Ds_00014433-RA
OG0010071	GmISU01.14G001900.1.p, GmISU01.14G001900.2.p	Ds_00017423-RA
OG0010072	GmISU01.06G027300.3.p, GmISU01.06G027300.2.p, GmISU01.06G027300.1.p, GmISU01.06G027300.4.p, GmISU01.04G028700.1.p	Ds_00007346-RA
OG0010073	GmISU01.04G085600.3.p, GmISU01.04G085600.2.p, GmISU01.04G085600.1.p	Ds_00012872-RA, Ds_00001603-RA
OG0010074	GmISU01.11G075100.1.p, GmISU01.01G124400.2.p	Ds_00005419-RA
OG0010075	GmISU01.14G075900.3.p, GmISU01.14G075900.1.p	Ds_00009818-RA
OG0010076	GmISU01.04G205700.1.p, GmISU01.06G103800.1.p	Ds_00001524-RA
OG0010077	GmISU01.10G183500.1.p, GmISU01.20G133500.1.p	Ds_00003005-RA
OG0010078	GmISU01.04G057300.1.p, GmISU01.04G057300.2.p, GmISU01.04G057300.3.p	Ds_00012838-RA
OG0010079	GmISU01.02G050300.1.p, GmISU01.16G112100.1.p	Ds_00014001-RA
OG0010081	GmISU01.01G150400.1.p	Ds_00009438-RA, Ds_00005374-RA
OG0010082	GmISU01.06G018400.1.p, GmISU01.04G020000.1.p, GmISU01.14G186300.1.p, GmISU01.17G227600.1.p	Ds_00017559-RA
OG0010083	GmISU01.16G099400.1.p, GmISU01.02G040000.1.p	Ds_00000436-RA
OG0010084	GmISU01.09G162700.1.p, GmISU01.09G162700.2.p	Ds_00011239-RA
OG0010086	GmISU01.11G043400.1.p, GmISU01.08G224650.1.p, GmISU01.01G154400.2.p, GmISU01.01G154400.1.p	Ds_00005364-RA
OG0010087	GmISU01.08G001000.2.p, GmISU01.05G164000.1.p, GmISU01.08G001000.1.p	Ds_00014430-RA
OG0010089	GmISU01.11G050500.1.p, GmISU01.01G147400.1.p	Ds_00009461-RA
OG0010090	GmISU01.20G132800.2.p, GmISU01.20G132800.1.p, GmISU01.10G184200.2.p, GmISU01.10G184200.1.p, GmISU01.10G184200.3.p	Ds_00002254-RA
OG0010091	GmISU01.14G003900.1.p	Ds_00005241-RA
OG0010092	GmISU01.13G150300.1.p, GmISU01.07G166300.1.p	Ds_00009390-RA
OG0010094	GmISU01.13G200300.1.p, GmISU01.15G074300.4.p, GmISU01.15G074300.1.p, GmISU01.15G074300.2.p	Ds_00011515-RA
OG0010095	GmISU01.20G072400.1.p	Ds_00011642-RA
OG0010096	GmISU01.16G101000.1.p	Ds_00016571-RA
OG0010097	GmISU01.06G109550.1.p, GmISU01.04G200400.1.p	Ds_00000465-RA
OG0010099	GmISU01.20G069900.1.p, GmISU01.10G246000.2.p	Ds_00013360-RA
OG0010100	GmISU01.05G160700.1.p, GmISU01.08G136800.1.p	Ds_00001246-RA
OG0010101	GmISU01.08G131500.1.p, GmISU01.05G155000.1.p	Ds_00016210-RA
OG0010102	GmISU01.04G186400.1.p, GmISU01.06G125300.1.p	Ds_00005598-RA
OG0010103	GmISU01.04G207200.2.p, GmISU01.04G207200.3.p, GmISU01.04G207200.1.p, GmISU01.06G102000.1.p	Ds_00014769-RA
OG0010104	GmISU01.06G133800.1.p, GmISU01.04G178400.1.p	Ds_00016209-RA
OG0010106	GmISU01.06G017200.1.p, GmISU01.04G018500.1.p	Ds_00017976-RA
OG0010107	GmISU01.09G161100.1.p, GmISU01.01G019900.1.p	Ds_00011244-RA
OG0010108	GmISU01.16G188600.1.p, GmISU01.13G002000.1.p, GmISU01.20G047000.1.p	Ds_00012217-RA
OG0010109	GmISU01.06G101200.1.p	Ds_00001622-RA, Ds_00001564-RA
OG0010110	GmISU01.04G092900.1.p, GmISU01.04G092900.2.p	Ds_00003504-RA
OG0010112	GmISU01.01G152600.1.p, GmISU01.11G045200.1.p	Ds_00006755-RA
OG0010113	GmISU01.20G012100.1.p, GmISU01.07G184900.1.p	Ds_00000872-RA
OG0010114	GmISU01.02G041700.1.p, GmISU01.02G041700.2.p, GmISU01.16G100900.3.p, GmISU01.16G100900.4.p, GmISU01.16G100900.1.p	Ds_00017824-RA
OG0010115	GmISU01.17G204300.1.p, GmISU01.14G084000.1.p	Ds_00002545-RA
OG0010116	GmISU01.05G086700.1.p, GmISU01.17G146400.1.p	Ds_00009393-RA
OG0010117	GmISU01.14G137400.1.p, GmISU01.13G056300.1.p	Ds_00001012-RA
OG0010122	GmISU01.13G248100.1.p, GmISU01.12G181100.1.p, GmISU01.06G223800.2.p, GmISU01.12G115800.1.p	Ds_00010673-RA
OG0010123	GmISU01.06G231700.1.p, GmISU01.06G231700.2.p	Ds_00010179-RA
OG0010124	GmISU01.14G017500.1.p, GmISU01.02G254100.1.p	Ds_00011790-RA
OG0010125	GmISU01.14G183600.1.p, GmISU01.17G225300.1.p, GmISU01.06G020800.1.p	Ds_00002551-RA
OG0010126	GmISU01.13G184500.1.p, GmISU01.15G088400.1.p	Ds_00006500-RA
OG0010127	GmISU01.13G244600.1.p, GmISU01.12G184500.1.p	Ds_00001367-RA
OG0010129	GmISU01.18G220500.5.p, GmISU01.18G220500.2.p, GmISU01.08G234000.2.p, GmISU01.08G234000.1.p	Ds_00015239-RA
OG0010130	GmISU01.09G008100.1.p, GmISU01.15G104800.1.p, GmISU01.17G007900.1.p	Ds_00004465-RA
OG0010131	GmISU01.15G105900.1.p, GmISU01.09G009200.1.p	Ds_00010261-RA
OG0010133	GmISU01.02G267100.1.p, GmISU01.14G004000.1.p	Ds_00005174-RA
OG0010134	GmISU01.09G047100.5.p, GmISU01.09G047100.1.p, GmISU01.09G047100.4.p	Ds_00000878-RA
OG0010135	GmISU01.05G103000.2.p, GmISU01.08G074900.1.p	Ds_00015158-RA
OG0010137	GmISU01.07G170300.1.p, GmISU01.13G147000.1.p	Ds_00011531-RA
OG0010138	GmISU01.14G046300.2.p, GmISU01.14G046300.1.p, GmISU01.02G227800.1.p, GmISU01.02G227800.2.p	Ds_00005261-RA
OG0010139	GmISU01.12G177400.1.p, GmISU01.13G252600.2.p, GmISU01.13G252600.1.p, GmISU01.12G177400.2.p	Ds_00001206-RA
OG0010140	GmISU01.13G151100.4.p, GmISU01.13G151100.2.p, GmISU01.13G151100.3.p, GmISU01.13G151100.1.p	Ds_00015115-RA
OG0010142	GmISU01.15G176700.1.p	Ds_00009664-RA, Ds_00007194-RA
OG0010146	GmISU01.12G181200.1.p, GmISU01.13G248000.1.p	Ds_00014927-RA
OG0010147	GmISU01.12G110900.1.p, GmISU01.06G231400.1.p, GmISU01.13G252400.1.p, GmISU01.12G177800.1.p	Ds_00001212-RA
OG0010148	GmISU01.04G155200.1.p, GmISU01.06G158800.1.p	Ds_00013773-RA
OG0010149	GmISU01.09G048600.1.p, GmISU01.15G144800.1.p	Ds_00008084-RA
OG0010150	GmISU01.13G322200.1.p, GmISU01.15G008700.2.p, GmISU01.15G008700.1.p	Ds_00000673-RA
OG0010151	GmISU01.09G056800.2.p, GmISU01.09G056800.1.p, GmISU01.15G153400.1.p	Ds_00007919-RA
OG0010153	GmISU01.14G100400.1.p, GmISU01.17G188500.1.p, GmISU01.06G051400.1.p, GmISU01.04G052800.1.p	Ds_00003344-RA
OG0010154	GmISU01.01G006200.2.p, GmISU01.01G006200.1.p	Ds_00005058-RA
OG0010155	GmISU01.07G038800.1.p	Ds_00002340-RA
OG0010157	GmISU01.11G071800.2.p, GmISU01.11G071800.1.p, GmISU01.13G325500.1.p	Ds_00002453-RA
OG0010158	GmISU01.07G042300.1.p, GmISU01.16G012100.1.p	Ds_00002315-RA
OG0010159	GmISU01.17G093500.1.p, GmISU01.19G212400.1.p	Ds_00002815-RA
OG0010160	GmISU01.06G196400.1.p, GmISU01.10G255100.1.p	Ds_00017635-RA
OG0010161	GmISU01.06G245000.1.p, GmISU01.16G055400.1.p, GmISU01.19G064300.1.p	Ds_00015200-RA
OG0010162	GmISU01.17G196200.1.p, GmISU01.14G092200.2.p, GmISU01.14G092200.1.p, GmISU01.04G048500.1.p, GmISU01.06G047300.1.p	Ds_00000204-RA
OG0010164	GmISU01.04G073400.2.p, GmISU01.06G074500.1.p	Ds_00014253-RA
OG0010166	GmISU01.06G047500.1.p, GmISU01.04G048700.1.p	Ds_00012815-RA
OG0010167	GmISU01.15G177600.1.p	Ds_00009673-RA
OG0010168	GmISU01.08G210000.5.p, GmISU01.08G210000.6.p, GmISU01.08G210000.4.p, GmISU01.08G210000.7.p, GmISU01.08G210000.1.p, GmISU01.08G210000.3.p, GmISU01.08G210000.2.p	Ds_00002281-RA
OG0010169	GmISU01.10G237400.1.p, GmISU01.20G079100.1.p	Ds_00007263-RA
OG0010170	GmISU01.05G194100.1.p	Ds_00000230-RA
OG0010171	GmISU01.06G114750.1.p, GmISU01.04G195800.2.p	Ds_00005670-RA
OG0010172	GmISU01.01G003500.2.p, GmISU01.07G112700.2.p, GmISU01.01G003500.1.p, GmISU01.07G112700.1.p	Ds_00004722-RA
OG0010173	GmISU01.08G035600.1.p, GmISU01.05G197700.1.p, GmISU01.09G151300.1.p	Ds_00000269-RA
OG0010174	GmISU01.02G170200.1.p	Ds_00014993-RA
OG0010175	GmISU01.08G022800.1.p, GmISU01.05G186800.1.p	Ds_00015840-RA
OG0010176	GmISU01.19G094600.4.p, GmISU01.19G094600.2.p, GmISU01.19G094600.1.p, GmISU01.03G089000.1.p	Ds_00006988-RA
OG0010177	GmISU01.08G014300.1.p, GmISU01.05G177700.1.p	Ds_00003023-RA
OG0010178	GmISU01.09G155100.1.p, GmISU01.01G110900.1.p	Ds_00014386-RA
OG0010179	GmISU01.09G117600.1.p, GmISU01.16G170500.2.p, GmISU01.16G170500.1.p	Ds_00005797-RA
OG0010180	GmISU01.15G011000.1.p, GmISU01.13G319800.3.p, GmISU01.13G319800.2.p, GmISU01.13G319800.1.p	Ds_00002436-RA
OG0010181	GmISU01.04G001600.1.p, GmISU01.06G001600.1.p	Ds_00000185-RA
OG0010182	GmISU01.09G092200.1.p, GmISU01.08G026300.1.p, GmISU01.01G002100.1.p, GmISU01.07G114400.1.p, GmISU01.01G002100.2.p	Ds_00007941-RA
OG0010183	GmISU01.09G109300.1.p, GmISU01.20G123300.1.p	Ds_00007302-RA, Ds_00009947-RA
OG0010184	GmISU01.13G075600.1.p, GmISU01.17G051600.1.p	Ds_00015758-RA
OG0010185	GmISU01.15G098800.1.p	Ds_00004515-RA
OG0010186	GmISU01.06G069800.1.p	Ds_00013621-RA
OG0010187	GmISU01.01G174000.1.p, GmISU01.17G122100.1.p	Ds_00002114-RA
OG0010188	GmISU01.07G026100.1.p	Ds_00000660-RA
OG0010189	GmISU01.14G120400.1.p, GmISU01.04G077100.1.p	Ds_00007327-RA
OG0010190	GmISU01.17G120400.1.p, GmISU01.05G044500.1.p, GmISU01.17G120400.2.p	Ds_00016148-RA
OG0010191	GmISU01.16G008200.1.p, GmISU01.16G106450.1.p, GmISU01.07G038100.1.p	Ds_00002342-RA
OG0010192	GmISU01.07G028200.1.p	Ds_00000668-RA
OG0010194	GmISU01.13G083800.1.p, GmISU01.17G043500.1.p	Ds_00008225-RA
OG0010195	GmISU01.19G098600.1.p, GmISU01.19G098600.2.p, GmISU01.03G094900.2.p, GmISU01.11G086800.1.p	Ds_00003250-RA
OG0010196	GmISU01.02G023000.1.p, GmISU01.01G035800.1.p, GmISU01.01G035800.3.p	Ds_00013155-RA
OG0010197	GmISU01.17G047700.1.p, GmISU01.13G079600.1.p	Ds_00000107-RA
OG0010198	GmISU01.03G024200.3.p, GmISU01.03G024200.1.p	Ds_00016288-RA
OG0010200	GmISU01.06G063800.1.p, GmISU01.04G063100.1.p, GmISU01.04G063100.2.p	Ds_00002585-RA
OG0010201	GmISU01.15G000600.1.p	Ds_00002282-RA
OG0010202	GmISU01.07G029500.1.p, GmISU01.08G195700.1.p	Ds_00014621-RA
OG0010205	GmISU01.17G192700.1.p, GmISU01.17G192700.2.p, GmISU01.14G095732.1.p	Ds_00001494-RA
OG0010206	GmISU01.08G025500.1.p, GmISU01.05G189300.1.p	Ds_00002283-RA
OG0010207	GmISU01.07G077700.2.p, GmISU01.07G077700.3.p, GmISU01.07G077700.1.p, GmISU01.09G152200.2.p, GmISU01.09G152200.3.p	Ds_00000264-RA
OG0010208	GmISU01.16G028600.1.p	Ds_00012494-RA
OG0010209	GmISU01.17G068300.1.p, GmISU01.04G171600.1.p, GmISU01.02G170600.1.p, GmISU01.12G126300.1.p, GmISU01.06G194800.1.p	Ds_00014991-RA
OG0010210	GmISU01.03G216700.1.p, GmISU01.19G218100.1.p, GmISU01.07G047700.1.p, GmISU01.16G018000.1.p	Ds_00002869-RA, Ds_00012528-RA
OG0010211	GmISU01.06G050300.1.p, GmISU01.04G052100.1.p	Ds_00003430-RA
OG0010212	GmISU01.04G074600.1.p, GmISU01.06G075800.3.p, GmISU01.06G075800.2.p	Ds_00014593-RA
OG0010213	GmISU01.17G109800.3.p	Ds_00014783-RA, Ds_00007284-RA
OG0010214	GmISU01.08G205200.1.p, GmISU01.07G018700.1.p, GmISU01.07G018700.2.p	Ds_00012772-RA
OG0010215	GmISU01.13G177900.3.p, GmISU01.13G177900.1.p, GmISU01.15G095000.1.p, GmISU01.15G095000.3.p	Ds_00004633-RA
OG0010216	GmISU01.20G176400.1.p, GmISU01.10G140400.1.p	Ds_00011901-RA
OG0010217	GmISU01.15G002900.3.p	Ds_00002295-RA
OG0010219	GmISU01.01G173100.1.p, GmISU01.11G025100.1.p	Ds_00015167-RA
OG0010220	GmISU01.13G325200.1.p, GmISU01.15G005500.1.p	Ds_00002110-RA
OG0010221	GmISU01.08G249400.1.p, GmISU01.08G032300.1.p, GmISU01.05G194700.1.p	Ds_00004964-RA
OG0010222	GmISU01.10G195400.1.p, GmISU01.20G124700.1.p, GmISU01.16G153200.1.p, GmISU01.09G107900.1.p	Ds_00007297-RA
OG0010223	GmISU01.01G148500.1.p	Ds_00009394-RA
OG0010224	GmISU01.17G041100.1.p, GmISU01.13G086500.1.p, GmISU01.17G041100.2.p	Ds_00009879-RA
OG0010225	GmISU01.09G053600.1.p, GmISU01.15G149600.2.p, GmISU01.15G149600.3.p, GmISU01.15G149600.4.p	Ds_00015776-RA
OG0010226	GmISU01.04G121700.2.p, GmISU01.04G121700.1.p, GmISU01.06G191500.1.p	Ds_00007275-RA
OG0010227	GmISU01.07G185500.1.p, GmISU01.20G012500.3.p, GmISU01.20G012500.1.p, GmISU01.20G012500.2.p	Ds_00016576-RA
OG0010228	GmISU01.18G183900.1.p, GmISU01.09G210500.1.p, GmISU01.09G210500.2.p	Ds_00008385-RA
OG0010229	GmISU01.14G173700.1.p, GmISU01.18G042700.1.p, GmISU01.11G191500.2.p	Ds_00013330-RA
OG0010230	GmISU01.07G019700.1.p, GmISU01.08G204400.1.p	Ds_00002472-RA
OG0010231	GmISU01.04G064800.1.p, GmISU01.06G065500.1.p	Ds_00002579-RA
OG0010232	GmISU01.06G189200.1.p, GmISU01.06G189200.2.p	Ds_00014798-RA
OG0010233	GmISU01.01G181400.1.p, GmISU01.01G181400.2.p, GmISU01.11G018300.1.p, GmISU01.05G181300.1.p	Ds_00001270-RA
OG0010234	GmISU01.13G322100.1.p, GmISU01.15G008900.1.p	Ds_00000675-RA
OG0010235	GmISU01.08G022200.1.p, GmISU01.05G186100.1.p	Ds_00016419-RA
OG0010237	GmISU01.19G086900.1.p, GmISU01.16G033700.1.p	Ds_00015106-RA
OG0010238	GmISU01.19G052200.1.p	Ds_00007340-RA
OG0010239	GmISU01.03G215800.1.p, GmISU01.19G217000.1.p, GmISU01.16G020000.1.p, GmISU01.07G049600.1.p	Ds_00002857-RA
OG0010240	GmISU01.08G190000.1.p, GmISU01.07G017000.1.p, GmISU01.07G017000.2.p	Ds_00002410-RA
OG0010241	GmISU01.18G196500.1.p, GmISU01.09G199300.1.p	Ds_00008661-RA
OG0010246	GmISU01.06G061000.1.p, GmISU01.04G060600.1.p	Ds_00002604-RA
OG0010248	GmISU01.04G013900.1.p, GmISU01.04G013900.2.p, GmISU01.06G012600.1.p, GmISU01.06G012600.2.p	Ds_00008505-RA
