"","...1","GO.ID","Term","Annotated","Significant","Expected","raw.p.value","Module"
"2389",243,"GO:0009744","response to sucrose",45,13,7.95,"0.01487","3"
"2390",244,"GO:0019439","aromatic compound catabolic process",148,33,26.14,"0.01512","3"
"2391",245,"GO:0043413","macromolecule glycosylation",95,26,16.78,"0.01531","3"
"2392",246,"GO:0006486","protein glycosylation",95,26,16.78,"0.01531","3"
"2393",247,"GO:0009062","fatty acid catabolic process",30,12,5.3,"0.01557","3"
"2394",248,"GO:0009826","unidimensional cell growth",220,46,38.85,"0.01562","3"
"2395",249,"GO:0009636","response to toxic substance",72,22,12.72,"0.01570","3"
"2396",250,"GO:0006972","hyperosmotic response",36,11,6.36,"0.01581","3"
"2397",251,"GO:1903313","positive regulation of mRNA metabolic process",36,11,6.36,"0.01581","3"
"2398",252,"GO:0050789","regulation of biological process",3373,665,595.71,"0.01608","3"
"2399",253,"GO:0006401","RNA catabolic process",80,20,14.13,"0.01608","3"
"2400",254,"GO:0009965","leaf morphogenesis",70,18,12.36,"0.01636","3"
"2401",255,"GO:0048589","developmental growth",624,134,110.21,"0.01644","3"
"2402",256,"GO:0023051","regulation of signaling",204,43,36.03,"0.01658","3"
"2403",257,"GO:0006979","response to oxidative stress",249,51,43.98,"0.01668","3"
"2404",258,"GO:0043455","regulation of secondary metabolic process",41,12,7.24,"0.01703","3"
"2405",259,"GO:0071241","cellular response to inorganic substance",23,8,4.06,"0.01708","3"
"2406",260,"GO:0016101","diterpenoid metabolic process",23,8,4.06,"0.01708","3"
"2407",261,"GO:0009058","biosynthetic process",2765,671,488.33,"0.01716","3"
"2408",262,"GO:0010380","regulation of chlorophyll biosynthetic process",11,5,1.94,"0.01730","3"
"2409",263,"GO:0048465","corolla development",11,5,1.94,"0.01730","3"
"2410",264,"GO:0048441","petal development",11,5,1.94,"0.01730","3"
"2411",265,"GO:0005991","trehalose metabolic process",11,5,1.94,"0.01730","3"
"2412",266,"GO:0051503","adenine nucleotide transport",11,5,1.94,"0.01730","3"
"2413",267,"GO:0071692","protein localization to extracellular region",11,5,1.94,"0.01730","3"
"2414",268,"GO:0015865","purine nucleotide transport",11,5,1.94,"0.01730","3"
"2415",269,"GO:0019359","nicotinamide nucleotide biosynthetic process",11,5,1.94,"0.01730","3"
"2416",270,"GO:0035592","establishment of protein localization to extracellular region",11,5,1.94,"0.01730","3"
"2417",271,"GO:0019432","triglyceride biosynthetic process",11,5,1.94,"0.01730","3"
"2418",272,"GO:0009313","oligosaccharide catabolic process",11,5,1.94,"0.01730","3"
"2419",273,"GO:0009306","protein secretion",11,5,1.94,"0.01730","3"
"2420",274,"GO:0055086","nucleobase-containing small molecule metabolic process",235,78,41.5,"0.01735","3"
"2421",275,"GO:0009101","glycoprotein biosynthetic process",96,26,16.95,"0.01736","3"
"2422",276,"GO:0009161","ribonucleoside monophosphate metabolic process",32,10,5.65,"0.01786","3"
"2423",277,"GO:0009124","nucleoside monophosphate biosynthetic process",32,10,5.65,"0.01786","3"
"2424",278,"GO:0061014","positive regulation of mRNA catabolic process",32,10,5.65,"0.01786","3"
"2425",279,"GO:0048767","root hair elongation",46,13,8.12,"0.01789","3"
"2426",280,"GO:0019752","carboxylic acid metabolic process",803,223,141.82,"0.01798","3"
"2427",281,"GO:0016102","diterpenoid biosynthetic process",19,7,3.36,"0.01817","3"
"2428",282,"GO:0042594","response to starvation",107,25,18.9,"0.01824","3"
"2429",283,"GO:0006862","nucleotide transport",15,6,2.65,"0.01851","3"
"2430",284,"GO:0010646","regulation of cell communication",211,44,37.27,"0.01854","3"
"2431",285,"GO:0051603","proteolysis involved in protein catabolic process",292,76,51.57,"0.01889","3"
"2432",286,"GO:0043648","dicarboxylic acid metabolic process",56,22,9.89,"0.01898","3"
"2433",287,"GO:0015931","nucleobase-containing compound transport",66,17,11.66,"0.01898","3"
"2434",288,"GO:0007275","multicellular organism development",2395,479,422.99,"0.01903","3"
"2435",289,"GO:0001101","response to acid chemical",448,115,79.12,"0.01957","3"
"2436",290,"GO:1901698","response to nitrogen compound",289,78,51.04,"0.01968","3"
"2437",291,"GO:0009932","cell tip growth",113,26,19.96,"0.01970","3"
"2438",292,"GO:0009736","cytokinin-activated signaling pathway",28,9,4.95,"0.02004","3"
"2439",293,"GO:0030433","ubiquitin-dependent ERAD pathway",28,9,4.95,"0.02004","3"
"2440",294,"GO:0072521","purine-containing compound metabolic process",129,46,22.78,"0.02023","3"
"2441",295,"GO:0048316","seed development",787,157,138.99,"0.02028","3"
"2442",296,"GO:0009966","regulation of signal transduction",201,42,35.5,"0.02036","3"
"2443",297,"GO:0009743","response to carbohydrate",108,25,19.07,"0.02039","3"
"2444",298,"GO:0009057","macromolecule catabolic process",519,127,91.66,"0.02049","3"
"2445",299,"GO:0009738","abscisic acid-activated signaling pathway",135,30,23.84,"0.02072","3"
"2446",300,"GO:0010016","shoot system morphogenesis",146,32,25.79,"0.02095","3"
"2447",301,"GO:0016049","cell growth",344,77,60.75,"0.02104","3"
"2448",302,"GO:0010015","root morphogenesis",293,69,51.75,"0.02127","3"
"2449",303,"GO:0016042","lipid catabolic process",75,21,13.25,"0.02143","3"
"2450",304,"GO:0044242","cellular lipid catabolic process",65,19,11.48,"0.02182","3"
"2451",305,"GO:0009896","positive regulation of catabolic process",57,15,10.07,"0.02202","3"
"2452",306,"GO:0009788","negative regulation of abscisic acid-activated signaling pathway",33,10,5.83,"0.02220","3"
"2453",307,"GO:1901420","negative regulation of response to alcohol",33,10,5.83,"0.02220","3"
"2454",308,"GO:1905958","negative regulation of cellular response to alcohol",33,10,5.83,"0.02220","3"
"2455",309,"GO:0009073","aromatic amino acid family biosynthetic process",24,8,4.24,"0.02227","3"
"2456",310,"GO:0019932","second-messenger-mediated signaling",24,8,4.24,"0.02227","3"
"2457",311,"GO:0010053","root epidermal cell differentiation",100,33,17.66,"0.02281","3"
"2458",312,"GO:0002183","cytoplasmic translational initiation",11,7,1.94,"0.02284","3"
"2459",313,"GO:0000902","cell morphogenesis",311,61,54.93,"0.02293","3"
"2460",314,"GO:0046451","diaminopimelate metabolic process",8,4,1.41,"0.02293","3"
"2461",315,"GO:0006915","apoptotic process",8,4,1.41,"0.02293","3"
"2462",316,"GO:0032527","protein exit from endoplasmic reticulum",8,4,1.41,"0.02293","3"
"2463",317,"GO:0009089","lysine biosynthetic process via diaminopimelate",8,4,1.41,"0.02293","3"
"2464",318,"GO:0046688","response to copper ion",8,4,1.41,"0.02293","3"
"2465",319,"GO:0009423","chorismate biosynthetic process",8,4,1.41,"0.02293","3"
"2466",320,"GO:0019941","modification-dependent protein catabolic process",245,63,43.27,"0.02295","3"
"2467",321,"GO:0046390","ribose phosphate biosynthetic process",79,26,13.95,"0.02320","3"
"2468",322,"GO:0071106","adenosine 3',5'-bisphosphate transmembrane transport",2,2,0.35,"0.02346","3"
"2469",323,"GO:0071281","cellular response to iron ion",2,2,0.35,"0.02346","3"
"2470",324,"GO:0006883","cellular sodium ion homeostasis",2,2,0.35,"0.02346","3"
"2471",325,"GO:0070981","L-asparagine biosynthetic process",2,2,0.35,"0.02346","3"
"2472",326,"GO:0070982","L-asparagine metabolic process",2,2,0.35,"0.02346","3"
"2473",327,"GO:0051511","negative regulation of unidimensional cell growth",2,2,0.35,"0.02346","3"
"2474",328,"GO:0006690","icosanoid metabolic process",2,2,0.35,"0.02346","3"
"2475",329,"GO:0002184","cytoplasmic translational termination",2,2,0.35,"0.02346","3"
"2476",330,"GO:0019859","thymine metabolic process",2,2,0.35,"0.02346","3"
"2477",331,"GO:0046391","5-phosphoribose 1-diphosphate metabolic process",2,2,0.35,"0.02346","3"
"2478",332,"GO:0010246","rhamnogalacturonan I biosynthetic process",2,2,0.35,"0.02346","3"
"2479",333,"GO:0030187","melatonin biosynthetic process",2,2,0.35,"0.02346","3"
"2480",334,"GO:0046459","short-chain fatty acid metabolic process",2,2,0.35,"0.02346","3"
"2481",335,"GO:0035349","coenzyme A transmembrane transport",2,2,0.35,"0.02346","3"
"2482",336,"GO:0006083","acetate metabolic process",2,2,0.35,"0.02346","3"
"2483",337,"GO:0055122","response to very low light intensity stimulus",2,2,0.35,"0.02346","3"
"2484",338,"GO:0006015","5-phosphoribose 1-diphosphate biosynthetic process",2,2,0.35,"0.02346","3"
"2485",339,"GO:0090070","positive regulation of ribosome biogenesis",2,2,0.35,"0.02346","3"
"2486",340,"GO:0046108","uridine metabolic process",2,2,0.35,"0.02346","3"
"2487",341,"GO:0015760","glucose-6-phosphate transport",2,2,0.35,"0.02346","3"
"2488",342,"GO:0015712","hexose phosphate transport",2,2,0.35,"0.02346","3"
"2489",343,"GO:0043555","regulation of translation in response to stress",2,2,0.35,"0.02346","3"
"2490",344,"GO:0016320","endoplasmic reticulum membrane fusion",2,2,0.35,"0.02346","3"
"2491",345,"GO:0010501","RNA secondary structure unwinding",2,2,0.35,"0.02346","3"
"2492",346,"GO:0015880","coenzyme A transport",2,2,0.35,"0.02346","3"
"2493",347,"GO:1902476","chloride transmembrane transport",2,2,0.35,"0.02346","3"
"2494",348,"GO:0097193","intrinsic apoptotic signaling pathway",2,2,0.35,"0.02346","3"
"2495",349,"GO:1990559","mitochondrial coenzyme A transmembrane transport",2,2,0.35,"0.02346","3"
"2496",350,"GO:0007000","nucleolus organization",2,2,0.35,"0.02346","3"
"2497",351,"GO:0019323","pentose catabolic process",2,2,0.35,"0.02346","3"
"2498",352,"GO:0045903","positive regulation of translational fidelity",2,2,0.35,"0.02346","3"
"2499",353,"GO:0032055","negative regulation of translation in response to stress",2,2,0.35,"0.02346","3"
"2500",354,"GO:0019419","sulfate reduction",2,2,0.35,"0.02346","3"
"2501",355,"GO:0006210","thymine catabolic process",2,2,0.35,"0.02346","3"
"2502",356,"GO:0031117","positive regulation of microtubule depolymerization",2,2,0.35,"0.02346","3"
"2503",357,"GO:0055064","chloride ion homeostasis",2,2,0.35,"0.02346","3"
"2504",358,"GO:0055083","monovalent inorganic anion homeostasis",2,2,0.35,"0.02346","3"
"2505",359,"GO:0006163","purine nucleotide metabolic process",115,43,20.31,"0.02386","3"
"2506",360,"GO:0046907","intracellular transport",447,94,78.95,"0.02412","3"
"2507",361,"GO:0070085","glycosylation",99,26,17.48,"0.02480","3"
"2508",362,"GO:0009751","response to salicylic acid",137,30,24.2,"0.02506","3"
"2509",363,"GO:0009699","phenylpropanoid biosynthetic process",58,15,10.24,"0.02563","3"
"2510",364,"GO:0006886","intracellular protein transport",296,68,52.28,"0.02576","3"
"2511",365,"GO:0010229","inflorescence development",16,6,2.83,"0.02585","3"
"2512",366,"GO:0042631","cellular response to water deprivation",16,6,2.83,"0.02585","3"
"2513",367,"GO:0006094","gluconeogenesis",16,6,2.83,"0.02585","3"
"2514",368,"GO:0048826","cotyledon morphogenesis",16,6,2.83,"0.02585","3"
"2515",369,"GO:0009686","gibberellin biosynthetic process",16,6,2.83,"0.02585","3"
"2516",370,"GO:2000762","regulation of phenylpropanoid metabolic process",16,6,2.83,"0.02585","3"
"2517",371,"GO:0071462","cellular response to water stimulus",16,6,2.83,"0.02585","3"
"2518",372,"GO:1901463","regulation of tetrapyrrole biosynthetic process",12,5,2.12,"0.02598","3"
"2519",373,"GO:0019363","pyridine nucleotide biosynthetic process",12,5,2.12,"0.02598","3"
"2520",374,"GO:0043207","response to external biotic stimulus",915,218,161.6,"0.02637","3"
"2521",375,"GO:0051707","response to other organism",915,218,161.6,"0.02637","3"
"2522",376,"GO:0030163","protein catabolic process",335,84,59.17,"0.02688","3"
"2523",377,"GO:0006082","organic acid metabolic process",1016,286,179.44,"0.02697","3"
"2524",378,"GO:0034655","nucleobase-containing compound catabolic process",100,23,17.66,"0.02720","3"
"2525",379,"GO:0043170","macromolecule metabolic process",3968,813,700.8,"0.02725","3"
"2526",380,"GO:0009123","nucleoside monophosphate metabolic process",34,10,6,"0.02726","3"
"2527",381,"GO:0090501","RNA phosphodiester bond hydrolysis",34,10,6,"0.02726","3"
"2528",382,"GO:0044275","cellular carbohydrate catabolic process",34,10,6,"0.02726","3"
"2529",383,"GO:0016072","rRNA metabolic process",180,61,31.79,"0.02730","3"
"2530",384,"GO:0010371","regulation of gibberellin biosynthetic process",5,3,0.88,"0.02817","3"
"2531",385,"GO:0001731","formation of translation preinitiation complex",5,3,0.88,"0.02817","3"
"2532",386,"GO:0031204","post-translational protein targeting to membrane, translocation",5,3,0.88,"0.02817","3"
"2533",387,"GO:0006598","polyamine catabolic process",5,3,0.88,"0.02817","3"
"2534",388,"GO:0006559","L-phenylalanine catabolic process",5,3,0.88,"0.02817","3"
"2535",389,"GO:0043171","peptide catabolic process",5,3,0.88,"0.02817","3"
"2536",390,"GO:0070370","cellular heat acclimation",5,3,0.88,"0.02817","3"
"2537",391,"GO:0001676","long-chain fatty acid metabolic process",5,3,0.88,"0.02817","3"
"2538",392,"GO:0043243","positive regulation of protein-containing complex disassembly",5,3,0.88,"0.02817","3"
"2539",393,"GO:0051095","regulation of helicase activity",5,3,0.88,"0.02817","3"
"2540",394,"GO:0009805","coumarin biosynthetic process",5,3,0.88,"0.02817","3"
"2541",395,"GO:0000266","mitochondrial fission",5,3,0.88,"0.02817","3"
"2542",396,"GO:0046473","phosphatidic acid metabolic process",5,3,0.88,"0.02817","3"
"2543",397,"GO:0008216","spermidine metabolic process",5,3,0.88,"0.02817","3"
"2544",398,"GO:0072529","pyrimidine-containing compound catabolic process",5,3,0.88,"0.02817","3"
"2545",399,"GO:0019320","hexose catabolic process",5,3,0.88,"0.02817","3"
"2546",400,"GO:0042402","cellular biogenic amine catabolic process",5,3,0.88,"0.02817","3"
"2547",401,"GO:1902222","erythrose 4-phosphate/phosphoenolpyruvate family amino acid catabolic process",5,3,0.88,"0.02817","3"
"2548",402,"GO:0006264","mitochondrial DNA replication",5,3,0.88,"0.02817","3"
"2549",403,"GO:0009310","amine catabolic process",5,3,0.88,"0.02817","3"
"2550",404,"GO:0009059","macromolecule biosynthetic process",1689,410,298.3,"0.02837","3"
"2551",405,"GO:1900055","regulation of leaf senescence",25,8,4.42,"0.02846","3"
"2552",406,"GO:0030004","cellular monovalent inorganic cation homeostasis",25,8,4.42,"0.02846","3"
"2553",407,"GO:0071555","cell wall organization",144,31,25.43,"0.02873","3"
"2554",408,"GO:0008610","lipid biosynthetic process",437,95,77.18,"0.02924","3"
"2555",409,"GO:0023057","negative regulation of signaling",64,16,11.3,"0.02929","3"
"2556",410,"GO:0010648","negative regulation of cell communication",64,16,11.3,"0.02929","3"
"2557",411,"GO:0009968","negative regulation of signal transduction",64,16,11.3,"0.02929","3"
"2558",412,"GO:0006402","mRNA catabolic process",64,16,11.3,"0.02929","3"
"2559",413,"GO:0009629","response to gravity",59,15,10.42,"0.02965","3"
"2560",414,"GO:0006364","rRNA processing",170,59,30.02,"0.02984","3"
"2561",415,"GO:0009117","nucleotide metabolic process",180,65,31.79,"0.03013","3"
"2562",416,"GO:0009404","toxin metabolic process",30,9,5.3,"0.03127","3"
"2563",417,"GO:0071368","cellular response to cytokinin stimulus",30,9,5.3,"0.03127","3"
"2564",418,"GO:0044270","cellular nitrogen compound catabolic process",145,31,25.61,"0.03136","3"
"2565",419,"GO:0007568","aging",21,7,3.71,"0.03180","3"
"2566",420,"GO:0080022","primary root development",21,7,3.71,"0.03180","3"
"2567",421,"GO:1901000","regulation of response to salt stress",21,7,3.71,"0.03180","3"
"2568",422,"GO:0009698","phenylpropanoid metabolic process",75,18,13.25,"0.03194","3"
"2569",423,"GO:0097435","supramolecular fiber organization",107,24,18.9,"0.03228","3"
"2570",424,"GO:0009060","aerobic respiration",56,20,9.89,"0.03246","3"
"2571",425,"GO:0006816","calcium ion transport",35,10,6.18,"0.03308","3"
"2572",426,"GO:0098754","detoxification",57,18,10.07,"0.03371","3"
"2573",427,"GO:0009267","cellular response to starvation",86,20,15.19,"0.03378","3"
"2574",428,"GO:0006081","cellular aldehyde metabolic process",40,11,7.06,"0.03415","3"
"2575",429,"GO:0070646","protein modification by small protein removal",57,18,10.07,"0.03433","3"
"2576",430,"GO:0090558","plant epidermis development",300,69,52.98,"0.03440","3"
"2577",431,"GO:0070972","protein localization to endoplasmic reticulum",29,13,5.12,"0.03454","3"
"2578",432,"GO:0006575","cellular modified amino acid metabolic process",45,12,7.95,"0.03467","3"
"2579",433,"GO:0002237","response to molecule of bacterial origin",45,12,7.95,"0.03467","3"
"2580",434,"GO:0019318","hexose metabolic process",50,13,8.83,"0.03477","3"
"2581",435,"GO:0072525","pyridine-containing compound biosynthetic process",17,6,3,"0.03490","3"
"2582",436,"GO:0019319","hexose biosynthetic process",17,6,3,"0.03490","3"
"2583",437,"GO:0009607","response to biotic stimulus",917,218,161.95,"0.03514","3"
"2584",438,"GO:0009056","catabolic process",1117,283,197.28,"0.03569","3"
"2585",439,"GO:0097237","cellular response to toxic substance",26,8,4.59,"0.03576","3"
"2586",440,"GO:0042254","ribosome biogenesis",225,89,39.74,"0.03619","3"
"2587",441,"GO:0046049","UMP metabolic process",9,4,1.59,"0.03635","3"
"2588",442,"GO:0009174","pyrimidine ribonucleoside monophosphate biosynthetic process",9,4,1.59,"0.03635","3"
"2589",443,"GO:0019761","glucosinolate biosynthetic process",9,4,1.59,"0.03635","3"
"2590",444,"GO:0019758","glycosinolate biosynthetic process",9,4,1.59,"0.03635","3"
"2591",445,"GO:0019856","pyrimidine nucleobase biosynthetic process",9,4,1.59,"0.03635","3"
"2592",446,"GO:0000478","endonucleolytic cleavage involved in rRNA processing",9,4,1.59,"0.03635","3"
"2593",447,"GO:0000479","endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",9,4,1.59,"0.03635","3"
"2594",448,"GO:0000162","tryptophan biosynthetic process",9,4,1.59,"0.03635","3"
"2595",449,"GO:0046219","indolalkylamine biosynthetic process",9,4,1.59,"0.03635","3"
"2596",450,"GO:0009074","aromatic amino acid family catabolic process",9,4,1.59,"0.03635","3"
