Orthogroup	D_muscipula.proteins	A_thaliana.proteins
OG0011780	Dm_00000296-RA	AT4G24900.1, AT4G24900.2
OG0011782	Dm_00008048-RA	AT1G06730.1
OG0011784	Dm_00012112-RA	AT1G64150.1
OG0011785	Dm_00007774-RA	AT5G47840.1, AT5G47840.2
OG0011786	Dm_00011657-RA	AT5G52380.1
OG0011787	Dm_00008120-RA	AT4G01690.1, AT4G01690.2
OG0011788	Dm_00002371-RA	AT3G16150.1
OG0011789	Dm_00014064-RA	AT3G12345.1
OG0011790	Dm_00003691-RA	AT4G28660.1, AT4G28660.2
OG0011791	Dm_00015247-RA	AT2G25720.1
OG0011792	Dm_00011165-RA	AT5G09830.1
OG0011794	Dm_00001160-RA	AT1G75140.1, AT1G19370.1
OG0011795	Dm_00007374-RA	AT5G45590.1
OG0011796	Dm_00000388-RA	AT1G70650.2, AT1G70650.1
OG0011797	Dm_00004618-RA	AT3G25590.1
OG0011799	Dm_00015742-RA	AT4G09320.1
OG0011800	Dm_00010534-RA	AT3G18270.1
OG0011801	Dm_00011041-RA	AT1G26500.1
OG0011802	Dm_00009098-RA	AT3G26570.1, AT3G26570.2
OG0011803	Dm_00012114-RA	AT5G46840.1, AT5G46840.2
OG0011805	Dm_00001946-RA	AT1G23260.2, AT1G23260.1, AT1G70660.2, AT1G70660.1
OG0011808	Dm_00018797-RA	AT3G01360.1, AT3G01360.2
OG0011814	Dm_00019268-RA	AT3G18020.1
OG0011815	Dm_00005962-RA	AT1G69910.1
OG0011816	Dm_00004179-RA	AT4G16835.1
OG0011817	Dm_00000976-RA	AT5G63540.1, AT5G63540.2
OG0011818	Dm_00018436-RA	AT1G74470.1
OG0011820	Dm_00018477-RA	AT5G58020.1
OG0011823	Dm_00006071-RA	AT1G69290.1, AT1G68980.1
OG0011824	Dm_00013083-RA	AT2G35215.1, AT5G46770.1
OG0011827	Dm_00014808-RA	AT1G74580.3, AT1G74580.2, AT1G74580.1
OG0011828	Dm_00004790-RA	AT1G74070.2, AT1G74070.1
OG0011830	Dm_00009164-RA	AT1G08700.1
OG0011831	Dm_00001888-RA	AT3G13200.1
OG0011833	Dm_00008857-RA	AT1G13250.1
OG0011834	Dm_00003185-RA	AT1G13690.1
OG0011835	Dm_00007250-RA	AT3G25860.1
OG0011837	Dm_00002812-RA	AT1G71120.1
OG0011838	Dm_00010093-RA	AT5G22100.1
OG0011839	Dm_00010917-RA	AT1G73240.1
OG0011842	Dm_00005419-RA, Dm_00015798-RA	AT4G28210.1
OG0011843	Dm_00007384-RA	AT5G65274.1, AT4G01710.1
OG0011844	Dm_00018435-RA	AT5G62440.1
OG0011845	Dm_00007261-RA	AT1G04640.2, AT1G04640.1
OG0011847	Dm_00016256-RA	AT4G19100.1, AT4G19100.2
OG0011850	Dm_00015612-RA	AT5G23220.1, AT5G23230.1
OG0011851	Dm_00003989-RA	AT3G01380.2
OG0011853	Dm_00013799-RA	AT1G26340.1
OG0011854	Dm_00009984-RA	AT1G69180.1
OG0011855	Dm_00019285-RA	AT1G74730.1
OG0011856	Dm_00014570-RA	AT1G31920.1
OG0011857	Dm_00014520-RA	AT1G30880.2, AT1G30880.1
OG0011859	Dm_00006799-RA	AT2G02050.1
OG0011860	Dm_00014096-RA	AT2G15820.1
OG0011863	Dm_00007945-RA	AT3G54890.1
OG0011865	Dm_00007308-RA	AT3G02720.1
OG0011867	Dm_00014299-RA	AT1G18090.1, AT1G18090.2
OG0011868	Dm_00009456-RA	AT1G27300.1
OG0011869	Dm_00003426-RA	AT3G56810.1
OG0011870	Dm_00002864-RA	AT1G10380.1, AT1G10380.2
OG0011871	Dm_00001609-RA	AT1G68220.1
OG0011872	Dm_00016070-RA	AT2G44880.2, AT2G44880.4, AT2G44880.3, AT2G44880.5, AT2G44880.6, AT2G44880.1
OG0011875	Dm_00003329-RA	AT3G48200.1
OG0011876	Dm_00004919-RA	AT5G62790.1, AT5G62790.2
OG0011877	Dm_00007627-RA	AT3G27820.1
OG0011882	Dm_00017969-RA	AT1G63930.1
OG0011884	Dm_00009345-RA	AT5G15330.1, AT5G15330.2
OG0011890	Dm_00001099-RA	AT4G26680.1, AT4G26680.2
OG0011891	Dm_00015616-RA	AT5G21482.1
OG0011892	Dm_00008652-RA	AT2G38950.1
OG0011893	Dm_00005485-RA, Dm_00004464-RA	AT5G63910.1
OG0011896	Dm_00006270-RA	AT1G34420.1
OG0011897	Dm_00004208-RA	AT1G01200.1
OG0011899	Dm_00009614-RA	AT1G09740.2, AT1G09740.1
OG0011901	Dm_00009390-RA	AT4G28460.1
OG0011910	Dm_00005379-RA, Dm_00016864-RA	AT1G67360.1, AT1G67360.2
OG0011912	Dm_00002578-RA	AT3G06560.1, AT5G02670.1
OG0011913	Dm_00012801-RA	AT2G05620.1, AT2G05620.2
OG0011914	Dm_00011974-RA	AT5G61020.1, AT5G61020.2
OG0011916	Dm_00012387-RA	AT5G45660.1
OG0011918	Dm_00012192-RA	AT1G68940.3, AT1G68940.2, AT1G68940.1
OG0011925	Dm_00004850-RA	AT4G38710.1, AT4G38710.2
OG0012005	Dm_00000570-RA	AT1G08960.1
OG0012008	Dm_00019139-RA	AT5G21070.1
OG0012009	Dm_00000556-RA	AT2G23670.1
OG0012012	Dm_00004554-RA	AT5G03455.2, AT5G03455.1
OG0012013	Dm_00018366-RA	AT3G06780.1
OG0012016	Dm_00019617-RA	AT3G25530.1, AT3G25530.2
OG0012017	Dm_00006769-RA	AT4G26415.1
OG0012019	Dm_00010639-RA	AT2G33450.1
OG0012022	Dm_00000929-RA	AT4G13220.1
OG0012025	Dm_00011303-RA	AT5G56760.1
OG0012026	Dm_00002456-RA	AT5G36950.1
OG0012027	Dm_00004979-RA	AT2G38730.1
OG0012028	Dm_00008479-RA	AT5G62990.1
OG0012029	Dm_00017875-RA	AT5G58480.1
OG0012031	Dm_00009357-RA	AT4G02720.1
OG0012032	Dm_00002481-RA	AT4G02820.1
OG0012034	Dm_00007106-RA	AT2G27760.1
OG0012035	Dm_00009153-RA	AT3G63140.1
OG0012038	Dm_00001841-RA	AT1G54500.1
OG0012039	Dm_00020133-RA	AT3G23330.1, AT3G23330.2
OG0012041	Dm_00003730-RA	AT1G79960.1
OG0012042	Dm_00001969-RA	AT1G65380.1
OG0012045	Dm_00011973-RA	AT3G06840.1, AT5G49170.1
OG0012046	Dm_00000796-RA	AT2G36240.1
OG0012048	Dm_00001191-RA	AT3G57320.1, AT3G57320.2
OG0012050	Dm_00013670-RA	AT1G66170.1
OG0012051	Dm_00019745-RA	AT1G03310.1, AT1G03310.2
OG0012053	Dm_00000307-RA	AT5G63390.1
OG0012054	Dm_00011174-RA	AT3G10220.1
OG0012055	Dm_00014491-RA	AT3G62920.1
OG0012057	Dm_00020669-RA	AT3G62390.2, AT3G62390.1
OG0012059	Dm_00017496-RA	AT5G26340.1
OG0012062	Dm_00009765-RA	AT1G79540.1
OG0012065	Dm_00010502-RA	AT2G41530.1
OG0012069	Dm_00002218-RA	AT1G54590.1, AT1G03140.1
OG0012070	Dm_00018958-RA	AT5G18930.1
OG0012072	Dm_00011446-RA	AT3G17170.1
OG0012073	Dm_00007491-RA	ATMG00640.1
OG0012077	Dm_00013205-RA	AT3G24040.1
OG0012078	Dm_00004625-RA	AT3G54480.5, AT3G54480.1
OG0012080	Dm_00009934-RA	AT4G05150.1
OG0012081	Dm_00009700-RA	AT5G19220.1
OG0012082	Dm_00006226-RA	AT2G30080.1
OG0012084	Dm_00008802-RA	AT5G43670.1
OG0012086	Dm_00013098-RA	AT1G54780.1
OG0012087	Dm_00002449-RA	AT3G62580.1
OG0012089	Dm_00003382-RA	AT2G47770.1
OG0012090	Dm_00019306-RA	AT1G07310.1
OG0012091	Dm_00007727-RA	AT5G04260.1
OG0012092	Dm_00016299-RA	AT2G42710.1
OG0012094	Dm_00000800-RA	AT3G52620.1
OG0012099	Dm_00005859-RA	AT5G43820.1
OG0012101	Dm_00014220-RA	AT5G52630.1
OG0012102	Dm_00002373-RA	AT3G46630.1
OG0012103	Dm_00009272-RA	AT1G34640.1
OG0012106	Dm_00002731-RA	AT1G75200.1
OG0012107	Dm_00013710-RA	AT2G14825.1
OG0012113	Dm_00016803-RA	AT5G42440.1
OG0012114	Dm_00012586-RA	AT4G36650.1, AT4G36650.2
OG0012115	Dm_00004033-RA, Dm_00005788-RA	AT1G10020.1
OG0012117	Dm_00009493-RA	AT1G13870.1
OG0012119	Dm_00009681-RA	AT1G36390.1, AT1G36390.2
OG0012120	Dm_00001363-RA	AT1G27461.1
OG0012123	Dm_00017687-RA	AT3G49710.1
OG0012124	Dm_00014454-RA	AT4G38020.1
OG0012125	Dm_00002667-RA	AT1G09790.2, AT1G09790.1
OG0012128	Dm_00014970-RA	AT2G16440.1
OG0012129	Dm_00006489-RA	AT4G39530.1
OG0012130	Dm_00003901-RA	AT2G18245.1
OG0012132	Dm_00001269-RA	AT4G37420.1
OG0012133	Dm_00003437-RA	AT2G21250.1, AT2G21260.1
OG0012138	Dm_00011352-RA	AT1G34160.2, AT1G34160.1
OG0012139	Dm_00017482-RA	AT2G22420.1
OG0012140	Dm_00001640-RA	AT1G27480.1
OG0012141	Dm_00009690-RA	AT4G37030.1
OG0012142	Dm_00020157-RA	AT4G33670.1
OG0012143	Dm_00009633-RA	AT5G17870.2, AT5G17870.1
OG0012144	Dm_00009716-RA	AT5G64370.1
OG0012145	Dm_00001352-RA	AT3G03990.1
OG0012146	Dm_00003073-RA	AT2G37310.1
OG0012148	Dm_00015591-RA	AT2G20930.1
OG0012149	Dm_00015793-RA	AT1G79120.2, AT1G79120.1
OG0012150	Dm_00000005-RA	AT5G01990.1
OG0012151	Dm_00006519-RA	AT1G03540.1
OG0012154	Dm_00000696-RA	AT4G18480.1, AT5G45930.1
OG0012157	Dm_00017036-RA	AT5G47810.1
OG0012159	Dm_00020530-RA	AT3G15090.1
OG0012160	Dm_00008232-RA	AT1G50900.1
OG0012163	Dm_00000681-RA	AT5G45900.1
OG0012164	Dm_00006892-RA, Dm_00017785-RA	AT4G22190.1
OG0012165	Dm_00001533-RA	AT1G55880.1, AT1G55880.2
OG0012166	Dm_00009036-RA	AT4G26730.1, AT2G16030.1
OG0012169	Dm_00005980-RA	AT5G63310.1
OG0012171	Dm_00004061-RA	AT2G34470.1, AT2G34470.2
OG0012174	Dm_00020899-RA	AT3G63390.1
OG0012175	Dm_00016759-RA, Dm_00005698-RA	AT4G12130.1
OG0012176	Dm_00003961-RA, Dm_00015734-RA	AT1G12480.1
OG0012178	Dm_00006302-RA	AT4G22550.1
OG0012181	Dm_00000337-RA	AT2G34585.1
OG0012182	Dm_00009857-RA	AT1G64550.1
OG0012183	Dm_00007780-RA	AT1G19720.1
OG0012185	Dm_00011854-RA	AT3G61113.1, AT2G45695.1
OG0012186	Dm_00008209-RA	AT3G16350.1
OG0012188	Dm_00002996-RA	AT1G51965.1
OG0012189	Dm_00016672-RA	AT2G19790.1
OG0012190	Dm_00008460-RA	AT2G25280.1
OG0012191	Dm_00001041-RA	AT1G03390.1
OG0012192	Dm_00008114-RA	AT5G11310.1
OG0012193	Dm_00018186-RA	AT3G14240.1
OG0012194	Dm_00009461-RA	AT1G62940.1
OG0012198	Dm_00003614-RA	AT1G80140.1
OG0012199	Dm_00000271-RA	AT5G51350.1
OG0012203	Dm_00014655-RA	AT5G51545.1
OG0012206	Dm_00019735-RA	AT3G60480.3, AT3G60480.1, AT3G60480.2
OG0012209	Dm_00008937-RA	AT1G73400.1
OG0012210	Dm_00016370-RA	AT4G33100.1
OG0012211	Dm_00020435-RA	AT2G24580.1
OG0012212	Dm_00005834-RA	AT5G56310.1
OG0012213	Dm_00008991-RA	AT2G24830.1
OG0012214	Dm_00003937-RA	AT2G26340.2, AT2G26340.1
OG0012216	Dm_00013751-RA	AT4G29120.1
OG0012218	Dm_00006266-RA	AT3G27750.1
OG0012219	Dm_00019827-RA	AT4G32690.1
OG0012222	Dm_00001266-RA	AT2G38050.1
OG0012224	Dm_00011426-RA	AT2G45700.2, AT2G45700.1
OG0012226	Dm_00015354-RA	AT4G19140.1
OG0012228	Dm_00009932-RA	AT1G61620.1
OG0012230	Dm_00008754-RA	AT1G77550.1
OG0012231	Dm_00009020-RA	AT1G78995.1
OG0012232	Dm_00020345-RA	AT1G50320.1
OG0012233	Dm_00010474-RA	AT1G31780.1
OG0012236	Dm_00013546-RA	AT4G33060.1
OG0012237	Dm_00000881-RA	AT5G47400.1
OG0012240	Dm_00002248-RA	AT5G57170.2, AT5G57170.1
OG0012242	Dm_00007086-RA	AT1G79850.1
OG0012244	Dm_00007044-RA	AT5G57460.1
OG0012245	Dm_00013851-RA	AT4G32290.1, AT5G25330.1
OG0012248	Dm_00008659-RA	AT2G27610.1
OG0012249	Dm_00004502-RA	AT5G17840.1
OG0012252	Dm_00001286-RA	AT4G32605.1
OG0012253	Dm_00000113-RA	AT4G13370.1
OG0012255	Dm_00014397-RA	AT3G13770.2, AT3G13770.1
OG0012256	Dm_00013024-RA	AT3G09050.1
OG0012257	Dm_00017516-RA	AT3G15290.2, AT3G15290.1
OG0012258	Dm_00004202-RA	AT1G25360.1
OG0012259	Dm_00005764-RA	AT1G79390.1
OG0012260	Dm_00002296-RA, Dm_00000702-RA	AT2G34060.1
OG0012261	Dm_00012743-RA	AT3G55800.1
OG0012262	Dm_00007875-RA	AT3G12650.1
OG0012267	Dm_00015148-RA	AT3G15150.1
OG0012268	Dm_00003095-RA	AT3G55820.1
OG0012272	Dm_00001384-RA	AT2G36230.1
OG0012273	Dm_00012281-RA	AT2G27460.1
OG0012276	Dm_00011661-RA	AT1G78630.1
OG0012277	Dm_00014688-RA	AT5G10560.1
OG0012279	Dm_00010530-RA	AT5G04910.1
OG0012281	Dm_00017144-RA	AT1G07230.1
OG0012282	Dm_00009265-RA	AT1G61690.1
OG0012283	Dm_00007685-RA, Dm_00001108-RA	AT5G41920.1
OG0012284	Dm_00015560-RA	AT3G52040.1
OG0012286	Dm_00018179-RA	AT3G03690.1
OG0012288	Dm_00006989-RA	AT5G58450.1, AT5G58450.2
OG0012289	Dm_00006642-RA	AT3G28875.1, AT3G28880.1
OG0012290	Dm_00007220-RA, Dm_00020231-RA	AT4G21890.1
OG0012291	Dm_00007894-RA	AT3G53130.1
OG0012292	Dm_00010394-RA	AT4G22240.1, AT4G04020.1
OG0012293	Dm_00005450-RA	AT2G37880.1
OG0012295	Dm_00002895-RA	AT4G21580.2, AT4G21580.3, AT4G21580.1
OG0012296	Dm_00004854-RA	AT2G21090.1
OG0012298	Dm_00010892-RA	AT5G55220.1
OG0012299	Dm_00014187-RA	AT3G55840.1, AT2G40000.1
OG0012300	Dm_00010532-RA	AT3G26782.1
OG0012301	Dm_00009786-RA	AT2G39440.2, AT2G39440.1
OG0012302	Dm_00003739-RA	AT4G20770.1
OG0012304	Dm_00000717-RA	AT5G46100.1
OG0012305	Dm_00013355-RA	AT1G05020.1
OG0012306	Dm_00011725-RA	AT5G18140.1
OG0012307	Dm_00009783-RA	AT4G16370.1
OG0012308	Dm_00011713-RA	AT3G22070.1
OG0012309	Dm_00010216-RA	AT5G37055.1
OG0012311	Dm_00016189-RA	AT1G73140.1
OG0012312	Dm_00001807-RA	AT1G56350.1
OG0012314	Dm_00011631-RA	AT1G16320.1, AT1G79510.2, AT1G79510.1
OG0012315	Dm_00009239-RA	AT2G40760.1
OG0012317	Dm_00005621-RA	AT3G08010.1
OG0012319	Dm_00018438-RA, Dm_00008001-RA	AT1G21790.1
OG0012320	Dm_00000517-RA	AT3G04830.1, AT3G04830.2
OG0012323	Dm_00007008-RA	AT4G33495.1
OG0012324	Dm_00005124-RA	AT5G18920.1, AT5G18920.2
OG0012327	Dm_00005483-RA	AT4G00300.1
OG0012328	Dm_00019985-RA	AT5G19940.2, AT5G19940.1
OG0012329	Dm_00002217-RA	AT1G03150.1
OG0012330	Dm_00016570-RA	AT3G13490.1
OG0012331	Dm_00003048-RA	AT1G79600.1
OG0012332	Dm_00018291-RA	AT2G15980.1
OG0012333	Dm_00003296-RA	AT1G05750.1, AT1G05750.2
OG0012334	Dm_00005478-RA	AT1G02870.1
OG0012336	Dm_00006698-RA	AT4G16510.1
OG0012337	Dm_00015636-RA	AT5G65110.2, AT5G65110.1
OG0012339	Dm_00016163-RA	AT5G41470.1
OG0012341	Dm_00015376-RA	AT2G32090.2, AT2G32090.1
OG0012344	Dm_00000303-RA	AT5G63440.2
OG0012348	Dm_00000135-RA	AT1G20430.1
OG0012350	Dm_00008400-RA	AT2G20360.1
OG0012351	Dm_00000733-RA	AT5G05810.1
OG0012352	Dm_00019386-RA	AT1G14470.1
OG0012353	Dm_00005985-RA	AT5G63290.1
OG0012354	Dm_00011025-RA	AT1G13190.1
OG0012356	Dm_00002705-RA	AT5G47850.1
OG0012358	Dm_00014921-RA	AT1G78110.1, AT1G22230.1
OG0012359	Dm_00015463-RA	AT2G22640.1
OG0012362	Dm_00016952-RA	AT2G15320.1
OG0012363	Dm_00016970-RA	AT1G04110.1
OG0012368	Dm_00014646-RA	AT5G14080.1
OG0012370	Dm_00012337-RA	AT5G14140.1
OG0012372	Dm_00018739-RA	AT1G44960.1
OG0012375	Dm_00008047-RA	AT4G19540.1
OG0012378	Dm_00001716-RA, Dm_00002781-RA	AT1G68300.1
OG0012379	Dm_00008617-RA	AT5G11760.1
OG0012380	Dm_00012251-RA	AT5G50100.1
OG0012381	Dm_00012250-RA	AT3G47830.1
OG0012382	Dm_00000390-RA	AT2G01680.1
OG0012383	Dm_00013306-RA	AT1G06500.3, AT1G06500.4, AT1G06500.1, AT1G06500.2
OG0012384	Dm_00012164-RA	AT5G46580.1
OG0012385	Dm_00010371-RA	AT2G44650.1, AT3G60210.1
OG0012386	Dm_00011406-RA	AT2G35300.1
OG0012387	Dm_00006630-RA	AT1G77122.1
OG0012389	Dm_00006022-RA	AT1G67810.1
OG0012390	Dm_00007838-RA	AT5G15802.1
OG0012393	Dm_00015629-RA	AT1G26640.1
OG0012394	Dm_00011568-RA	AT1G26760.1
OG0012395	Dm_00014753-RA	AT5G17380.1
OG0012396	Dm_00015777-RA	AT5G22330.1
OG0012397	Dm_00011569-RA	AT1G69500.1
OG0012398	Dm_00019814-RA	AT1G28150.1, AT1G28150.2
OG0012400	Dm_00000385-RA	AT1G74630.2, AT1G74630.1
OG0012401	Dm_00007458-RA	AT2G02590.1
OG0012402	Dm_00007654-RA	AT1G71850.1
OG0012403	Dm_00012623-RA	AT5G38360.1
OG0012404	Dm_00006325-RA	AT5G63080.1
OG0012405	Dm_00012191-RA	AT1G68930.1, AT1G68930.2
OG0012406	Dm_00000226-RA	AT3G03100.1, AT3G03100.2
OG0012407	Dm_00013018-RA	AT3G17810.1
OG0012408	Dm_00020420-RA	AT1G18680.1
OG0012410	Dm_00011652-RA	AT5G38660.1, AT5G38660.2
OG0012413	Dm_00010582-RA	AT1G13380.1
OG0012417	Dm_00006409-RA	AT1G79220.1
OG0012420	Dm_00013340-RA	AT3G20230.1
OG0012421	Dm_00000252-RA, Dm_00000251-RA	AT1G65000.1
OG0012423	Dm_00011820-RA	AT2G29900.1
OG0012424	Dm_00000247-RA	AT5G16650.1, AT5G16650.2
OG0012425	Dm_00006762-RA	AT5G57280.1
OG0012426	Dm_00011875-RA	AT1G26170.1
OG0012427	Dm_00020364-RA	AT1G23790.1
OG0012428	Dm_00013939-RA	AT2G15270.1, AT2G15270.2
OG0012431	Dm_00018243-RA	AT3G02220.1
OG0012432	Dm_00003281-RA	AT5G60960.1
OG0012433	Dm_00007711-RA	AT3G29310.1
OG0012438	Dm_00019918-RA	AT3G47080.1
OG0012443	Dm_00017895-RA	AT3G29970.3, AT3G29970.2, AT3G29970.1
OG0012449	Dm_00001554-RA	AT4G20780.1, AT5G44460.1
OG0012451	Dm_00012687-RA, Dm_00011071-RA, Dm_00012688-RA	AT1G71460.1
OG0012452	Dm_00002361-RA	AT5G43190.1
OG0012454	Dm_00007574-RA	AT1G01180.1
OG0012461	Dm_00003299-RA	AT3G49070.1, AT3G49070.2
OG0012476	Dm_00019607-RA, Dm_00017444-RA, Dm_00017840-RA, Dm_00020321-RA	ATMG00710.1
OG0012481	Dm_00016707-RA, Dm_00016417-RA	AT1G12980.1
OG0012569	Dm_00007045-RA	AT5G57450.2, AT5G57450.1
OG0012575	Dm_00014235-RA	AT3G51930.1
OG0012581	Dm_00004378-RA	AT4G38460.1
OG0012583	Dm_00008205-RA	AT5G48390.1
OG0012585	Dm_00018152-RA	AT3G22590.1
OG0012586	Dm_00001214-RA	AT5G16460.1
OG0012588	Dm_00003741-RA	AT2G28940.2, AT2G28940.1
OG0012595	Dm_00006035-RA	AT5G54855.1
OG0012596	Dm_00010010-RA	AT3G23490.1, AT3G23490.2
OG0012597	Dm_00003141-RA	AT3G05340.1
OG0012598	Dm_00002837-RA	AT1G11290.1
OG0012599	Dm_00015163-RA	AT2G21290.1
OG0012601	Dm_00018162-RA	AT1G31240.1
OG0012602	Dm_00002499-RA	AT3G22450.2, AT3G22450.1
OG0012605	Dm_00007127-RA	AT3G52220.1
OG0012607	Dm_00006686-RA	AT5G03370.1
OG0012608	Dm_00008417-RA, Dm_00019334-RA	AT4G29090.1
OG0012610	Dm_00012965-RA	AT2G37330.1
OG0012612	Dm_00012694-RA	AT3G59520.1
OG0012613	Dm_00015062-RA	AT5G19020.1
OG0012615	Dm_00018660-RA	AT3G10400.1
OG0012616	Dm_00018512-RA	AT1G48130.1
OG0012618	Dm_00011499-RA	AT3G59400.1
OG0012620	Dm_00001394-RA	AT3G11460.1
OG0012624	Dm_00012771-RA	AT4G34850.1, AT4G34850.2
OG0012626	Dm_00013898-RA	AT5G18475.1
OG0012634	Dm_00010796-RA	AT1G71990.1
OG0012636	Dm_00011638-RA	AT4G33440.1
OG0012638	Dm_00013644-RA	AT3G26540.1
OG0012639	Dm_00003235-RA	AT1G01280.1
OG0012643	Dm_00019481-RA	AT5G42120.1
OG0012644	Dm_00014394-RA	AT5G64480.2, AT5G64480.1
OG0012645	Dm_00002094-RA	AT4G16535.1
OG0012647	Dm_00014790-RA	AT2G47450.1
OG0012652	Dm_00010341-RA	AT1G77090.1
OG0012653	Dm_00015153-RA	AT1G43980.1
OG0012654	Dm_00001152-RA	AT1G75090.1
OG0012655	Dm_00001355-RA	AT4G37200.1
OG0012656	Dm_00014586-RA	AT3G52420.1
OG0012659	Dm_00002761-RA	AT4G37170.1
OG0012660	Dm_00002680-RA	AT3G09580.1
OG0012665	Dm_00021057-RA	AT2G21860.1
OG0012666	Dm_00011124-RA	AT4G35250.1
OG0012667	Dm_00019738-RA	AT1G71780.1
OG0012671	Dm_00004708-RA	AT2G17580.1
OG0012672	Dm_00002562-RA	AT3G08610.1
OG0012673	Dm_00004827-RA	AT1G80080.1
OG0012675	Dm_00007216-RA	AT2G33760.1
OG0012676	Dm_00012130-RA	AT5G54660.1
OG0012688	Dm_00004991-RA	AT4G04930.1
OG0012690	Dm_00001899-RA	AT3G13275.1
OG0012691	Dm_00005088-RA	AT4G21170.1
OG0012693	Dm_00005860-RA	AT4G21320.1
OG0012697	Dm_00000694-RA	AT1G28690.1
OG0012699	Dm_00015862-RA, Dm_00018453-RA	AT3G59840.1
OG0012700	Dm_00005652-RA	AT1G53670.2, AT1G53670.1
OG0012701	Dm_00002316-RA	AT1G15900.1
OG0012705	Dm_00017318-RA	AT5G57900.1
OG0012706	Dm_00017474-RA	AT2G19870.1
OG0012707	Dm_00000755-RA	AT4G25830.1
OG0012708	Dm_00011515-RA	AT4G01310.1
OG0012711	Dm_00016776-RA	AT1G80890.1, AT1G16000.1
OG0012712	Dm_00011997-RA	AT5G51570.1
OG0012713	Dm_00011914-RA	AT2G31490.1
OG0012719	Dm_00000651-RA	AT5G11550.1
OG0012720	Dm_00008982-RA	AT4G30825.1
OG0012725	Dm_00016927-RA	AT3G14900.1
OG0012726	Dm_00018380-RA	AT5G24020.1
OG0012730	Dm_00005895-RA	AT1G02420.1
OG0012731	Dm_00007011-RA	AT5G52180.1
OG0012733	Dm_00004864-RA	AT5G57090.2, AT5G57090.1
OG0012734	Dm_00003854-RA	AT2G37970.1
OG0012735	Dm_00018686-RA	AT1G63910.1
OG0012737	Dm_00006482-RA	AT1G52580.1
OG0012738	Dm_00020673-RA	AT3G21200.1
OG0012739	Dm_00000629-RA	AT5G25530.1, AT5G25530.2
OG0012740	Dm_00003516-RA	AT1G11240.1
OG0012741	Dm_00013035-RA	AT1G55580.1
OG0012742	Dm_00001001-RA	AT4G30845.1
OG0012743	Dm_00014728-RA	AT5G56450.1
OG0012745	Dm_00008008-RA	AT4G14870.1
OG0012746	Dm_00018123-RA	AT1G01940.1
OG0012750	Dm_00012099-RA	AT4G10620.1
OG0012751	Dm_00012067-RA	AT5G19570.1
OG0012752	Dm_00005065-RA	AT1G12230.2, AT1G12230.1
OG0012753	Dm_00005007-RA	AT5G35080.1
OG0012754	Dm_00019637-RA	AT3G13780.1
OG0012756	Dm_00013910-RA	AT4G01037.1
OG0012758	Dm_00002510-RA	AT1G15320.2, AT1G15320.1
OG0012761	Dm_00014683-RA	AT3G25100.1
OG0012763	Dm_00013215-RA	AT2G26230.1
OG0012773	Dm_00008141-RA	AT3G54130.1
OG0012774	Dm_00014367-RA	AT5G03560.3, AT5G03560.2, AT5G03560.4
OG0012775	Dm_00007405-RA	AT4G10090.1
OG0012776	Dm_00003868-RA	AT2G27470.1
OG0012777	Dm_00008834-RA	AT3G56650.1
OG0012778	Dm_00019615-RA	AT5G06550.1
OG0012780	Dm_00007350-RA	AT2G29660.1
OG0012781	Dm_00007954-RA	AT3G07720.1
OG0012782	Dm_00006127-RA	AT5G03555.1
OG0012787	Dm_00011847-RA	AT2G27290.1
OG0012788	Dm_00002451-RA	AT1G65590.1
OG0012789	Dm_00005366-RA	AT2G44360.1
OG0012790	Dm_00011188-RA	AT5G06400.1
OG0012792	Dm_00011163-RA, Dm_00018087-RA	AT5G13520.1
OG0012793	Dm_00014180-RA	AT5G18200.1
OG0012797	Dm_00011350-RA	AT1G05205.1
OG0012799	Dm_00006094-RA	AT3G53950.1
OG0012800	Dm_00018533-RA	AT3G54826.1
OG0012802	Dm_00001903-RA	AT5G56110.1
OG0012804	Dm_00011113-RA	AT2G38270.1
OG0012805	Dm_00018012-RA	AT4G20880.1, AT5G44350.1
OG0012806	Dm_00019153-RA	AT5G03800.1
OG0012810	Dm_00005975-RA	AT5G63980.1
OG0012811	Dm_00014960-RA	AT4G16470.1
OG0012814	Dm_00002211-RA	AT5G26960.1
OG0012815	Dm_00011805-RA	AT2G30100.1
OG0012816	Dm_00006281-RA	AT3G12770.1
OG0012817	Dm_00009948-RA	AT3G07790.1
OG0012818	Dm_00020760-RA	AT2G35850.1, AT3G52360.1
OG0012821	Dm_00013867-RA	AT2G42940.1
OG0012822	Dm_00010947-RA	AT5G02160.1
OG0012824	Dm_00013134-RA	AT3G12150.1
OG0012827	Dm_00003101-RA	AT3G09650.1
OG0012828	Dm_00014229-RA	AT3G15190.1
OG0012829	Dm_00004731-RA	AT1G50650.1
OG0012830	Dm_00007887-RA	AT3G09925.1
OG0012831	Dm_00001184-RA	AT1G10330.1
OG0012833	Dm_00017734-RA	AT2G29640.1
OG0012835	Dm_00002636-RA	AT1G80580.1
OG0012836	Dm_00009355-RA	AT2G43540.1
OG0012837	Dm_00001242-RA	AT1G76080.1
OG0012838	Dm_00009381-RA	AT4G01730.1
OG0012839	Dm_00010242-RA	AT5G64350.1
OG0012844	Dm_00006120-RA	AT4G08940.1
OG0012846	Dm_00020562-RA	AT3G47430.1
OG0012847	Dm_00009302-RA	AT2G38905.1
OG0012848	Dm_00011760-RA	AT1G16480.2, AT1G16480.1
