Orthogroup	D_muscipula.proteins	P_amilis.proteins
OG0008465	Dm_00020265-RA	FUN_022935-T1, FUN_032369-T1
OG0008466	Dm_00009318-RA, Dm_00009466-RA, Dm_00020051-RA	FUN_016457-T1
OG0008467	Dm_00002813-RA	FUN_033439-T2, FUN_033439-T1
OG0008468	Dm_00009286-RA, Dm_00009283-RA	FUN_002005-T1
OG0008469	Dm_00006491-RA	FUN_017989-T1
OG0008470	Dm_00007979-RA	FUN_032630-T1, FUN_023443-T2, FUN_023443-T3
OG0008471	Dm_00016469-RA	FUN_027706-T1
OG0008472	Dm_00005381-RA	FUN_031925-T1, FUN_025315-T1, FUN_025315-T2
OG0008473	Dm_00011039-RA	FUN_033875-T1, FUN_033875-T2
OG0008474	Dm_00008724-RA	FUN_023215-T2, FUN_023215-T1, FUN_032485-T1
OG0008475	Dm_00014016-RA	FUN_025751-T1, FUN_025751-T2
OG0008476	Dm_00007453-RA	FUN_023195-T1
OG0008477	Dm_00018388-RA	FUN_008025-T1, FUN_008025-T2, FUN_030929-T1, FUN_030929-T2
OG0008478	Dm_00000392-RA, Dm_00001949-RA	FUN_033311-T1
OG0008479	Dm_00017032-RA	FUN_047861-T2, FUN_047861-T1
OG0008480	Dm_00001713-RA	FUN_033551-T1
OG0008481	Dm_00015475-RA	FUN_049488-T1
OG0008482	Dm_00018842-RA	FUN_015250-T1
OG0008484	Dm_00006079-RA	FUN_048094-T1
OG0008485	Dm_00013242-RA	FUN_011796-T2, FUN_011796-T1
OG0008486	Dm_00019878-RA	FUN_011085-T1, FUN_011084-T1, FUN_047560-T1
OG0008487	Dm_00017882-RA, Dm_00012957-RA	FUN_017513-T1
OG0008488	Dm_00011296-RA	FUN_039303-T3, FUN_039303-T2, FUN_039303-T1
OG0008490	Dm_00014471-RA, Dm_00010989-RA	FUN_041761-T1, FUN_017797-T1
OG0008491	Dm_00000372-RA, Dm_00008426-RA	FUN_000657-T1
OG0008492	Dm_00000367-RA	FUN_029065-T1
OG0008493	Dm_00010133-RA	FUN_023330-T1
OG0008494	Dm_00010761-RA	FUN_042088-T3, FUN_042088-T2, FUN_042088-T1
OG0008495	Dm_00018314-RA	FUN_017310-T1
OG0008496	Dm_00014518-RA	FUN_020603-T2, FUN_020603-T3
OG0008497	Dm_00018761-RA	FUN_011033-T1
OG0008498	Dm_00020355-RA	FUN_004383-T1, FUN_004383-T2
OG0008499	Dm_00003888-RA	FUN_023793-T3, FUN_023793-T2, FUN_023793-T1, FUN_033695-T1
OG0008501	Dm_00006499-RA	FUN_005911-T1
OG0008505	Dm_00010990-RA	FUN_017798-T1
OG0008506	Dm_00010747-RA	FUN_024058-T1, FUN_024699-T1
OG0008508	Dm_00001102-RA	FUN_020657-T1, FUN_020657-T2
OG0008509	Dm_00007663-RA	FUN_038308-T1
OG0008510	Dm_00009292-RA	FUN_020665-T1
OG0008511	Dm_00006555-RA	FUN_010936-T2, FUN_010936-T1
OG0008512	Dm_00009849-RA	FUN_047396-T1
OG0008513	Dm_00007134-RA	FUN_010970-T1, FUN_010970-T2
OG0008514	Dm_00016650-RA, Dm_00015986-RA	FUN_008057-T1
OG0008515	Dm_00012198-RA, Dm_00012197-RA, Dm_00008833-RA	FUN_033963-T1
OG0008516	Dm_00008524-RA	FUN_029096-T1
OG0008517	Dm_00021008-RA	FUN_039908-T2, FUN_039908-T1
OG0008519	Dm_00001598-RA	FUN_033466-T1
OG0008520	Dm_00011427-RA	FUN_023794-T1, FUN_023794-T2, FUN_033692-T2, FUN_033692-T1
OG0008521	Dm_00017285-RA, Dm_00010470-RA	FUN_011192-T1
OG0008522	Dm_00006760-RA	FUN_024810-T1, FUN_024810-T2, FUN_024810-T3
OG0008523	Dm_00020015-RA	FUN_033118-T1, FUN_032329-T5, FUN_032329-T2, FUN_032329-T4, FUN_032329-T1, FUN_032329-T3, FUN_009160-T2, FUN_009160-T1
OG0008524	Dm_00005967-RA	FUN_023078-T1, FUN_023080-T1
OG0008525	Dm_00019374-RA	FUN_045752-T1
OG0008526	Dm_00003799-RA	FUN_041770-T1
OG0008527	Dm_00015234-RA	FUN_004793-T2, FUN_004793-T1
OG0008528	Dm_00002602-RA	FUN_047434-T2, FUN_047434-T1
OG0008529	Dm_00007383-RA	FUN_047547-T1
OG0008530	Dm_00016845-RA	FUN_020617-T1
OG0008531	Dm_00001492-RA	FUN_017290-T2, FUN_017290-T1
OG0008532	Dm_00013026-RA	FUN_029851-T1, FUN_016588-T1, FUN_025756-T1
OG0008533	Dm_00017823-RA	FUN_011087-T1
OG0008534	Dm_00002748-RA	FUN_002223-T1
OG0008535	Dm_00009674-RA	FUN_029848-T1, FUN_029848-T2
OG0008536	Dm_00002857-RA	FUN_032392-T1
OG0008537	Dm_00002776-RA, Dm_00013685-RA	FUN_033529-T2, FUN_033529-T1
OG0008538	Dm_00010090-RA, Dm_00010091-RA	FUN_003080-T1
OG0008539	Dm_00012342-RA	FUN_012375-T1, FUN_040156-T1, FUN_035350-T1, FUN_039091-T1, FUN_021742-T1
OG0008539	Dm_00008333-RA, Dm_00006191-RA, Dm_00007225-RA, Dm_00014630-RA, Dm_00003342-RA	FUN_022992-T1
OG0008541	Dm_00001030-RA	FUN_015494-T1
OG0008544	Dm_00003316-RA	FUN_022772-T1
OG0008545	Dm_00012153-RA	FUN_004522-T1
OG0008546	Dm_00016534-RA, Dm_00008837-RA	FUN_002974-T1
OG0008549	Dm_00017629-RA	FUN_006215-T1
OG0008552	Dm_00000342-RA	FUN_022348-T1
OG0008594	Dm_00019888-RA	FUN_038350-T1
OG0008595	Dm_00014572-RA	FUN_000635-T1
OG0008596	Dm_00018932-RA	FUN_029955-T1
OG0008598	Dm_00013728-RA	FUN_035363-T1
OG0008600	Dm_00007885-RA	FUN_020493-T1
OG0008601	Dm_00001118-RA	FUN_050380-T1
OG0008602	Dm_00011660-RA	FUN_001521-T1
OG0008603	Dm_00000573-RA	FUN_000482-T1, FUN_000482-T2, FUN_051405-T1
OG0008604	Dm_00015794-RA	FUN_031631-T1
OG0008605	Dm_00010609-RA	FUN_049059-T1
OG0008606	Dm_00009137-RA	FUN_052555-T1
OG0008607	Dm_00001808-RA, Dm_00015442-RA	FUN_030349-T1
OG0008608	Dm_00017155-RA, Dm_00003701-RA	FUN_002088-T1
OG0008610	Dm_00018676-RA	FUN_006711-T1
OG0008611	Dm_00008204-RA	FUN_039574-T1
OG0008612	Dm_00009742-RA	FUN_022369-T1
OG0008613	Dm_00012207-RA, Dm_00002447-RA	FUN_051313-T1
OG0008615	Dm_00002567-RA	FUN_024562-T1
OG0008617	Dm_00020276-RA	FUN_032350-T1, FUN_026169-T1
OG0008618	Dm_00013090-RA	FUN_028946-T1
OG0008619	Dm_00016541-RA	FUN_042971-T1, FUN_005495-T1
OG0008620	Dm_00014030-RA	FUN_052705-T3, FUN_052705-T2, FUN_052705-T1
OG0008621	Dm_00019496-RA	FUN_042076-T2, FUN_042076-T1
OG0008622	Dm_00009407-RA	FUN_032716-T2, FUN_032716-T1
OG0008624	Dm_00011048-RA	FUN_047858-T1
OG0008625	Dm_00000621-RA	FUN_034301-T1, FUN_051506-T1
OG0008627	Dm_00017191-RA	FUN_050826-T1
OG0008628	Dm_00010368-RA	FUN_011581-T2, FUN_011581-T1, FUN_050827-T1
OG0008630	Dm_00017917-RA	FUN_049350-T1, FUN_049350-T2
OG0008631	Dm_00009427-RA	FUN_001656-T1, FUN_001656-T2
OG0008632	Dm_00000523-RA	FUN_035660-T2
OG0008633	Dm_00014684-RA	FUN_002749-T1, FUN_002749-T2, FUN_002749-T3
OG0008634	Dm_00008158-RA	FUN_014934-T1, FUN_014934-T2
OG0008635	Dm_00017411-RA	FUN_020613-T1
OG0008636	Dm_00002563-RA, Dm_00001536-RA	FUN_003498-T1, FUN_034092-T1, FUN_034092-T2
OG0008637	Dm_00012171-RA	FUN_003699-T1
OG0008639	Dm_00014344-RA	FUN_002622-T1
OG0008640	Dm_00011378-RA	FUN_031936-T1
OG0008641	Dm_00018343-RA	FUN_020215-T2, FUN_020215-T1
OG0008642	Dm_00000519-RA	FUN_014841-T1
OG0008643	Dm_00001301-RA	FUN_046365-T1
OG0008644	Dm_00015645-RA	FUN_032969-T1, FUN_004802-T1
OG0008646	Dm_00010019-RA	FUN_025050-T1
OG0008648	Dm_00007824-RA	FUN_040385-T1
OG0008650	Dm_00001540-RA	FUN_034096-T1
OG0008652	Dm_00006918-RA	FUN_025022-T1
OG0008653	Dm_00004642-RA	FUN_026026-T1
OG0008654	Dm_00006916-RA	FUN_050462-T1
OG0008655	Dm_00009166-RA	FUN_040514-T1, FUN_040514-T2, FUN_015072-T1
OG0008656	Dm_00018183-RA	FUN_045227-T1
OG0008657	Dm_00011136-RA	FUN_036521-T1
OG0008658	Dm_00015312-RA	FUN_035148-T1
OG0008660	Dm_00004541-RA	FUN_036897-T2, FUN_036897-T1
OG0008661	Dm_00009332-RA	FUN_014584-T1
OG0008662	Dm_00007311-RA, Dm_00002841-RA	FUN_022489-T1
OG0008663	Dm_00001173-RA	FUN_004536-T1, FUN_004536-T2
OG0008666	Dm_00004246-RA, Dm_00005873-RA	FUN_021919-T1
OG0008667	Dm_00011482-RA	FUN_047467-T2, FUN_047467-T1
OG0008668	Dm_00007389-RA	FUN_042281-T1
OG0008669	Dm_00012964-RA	FUN_005441-T1
OG0008670	Dm_00005653-RA	FUN_008034-T1, FUN_008034-T2, FUN_008034-T3
OG0008671	Dm_00001627-RA	FUN_034505-T1, FUN_051564-T1
OG0008672	Dm_00005976-RA	FUN_010951-T1
OG0008673	Dm_00015543-RA, Dm_00003705-RA	FUN_014122-T1
OG0008674	Dm_00006990-RA	FUN_017414-T1
OG0008675	Dm_00003136-RA	FUN_000481-T2, FUN_000481-T1
OG0008677	Dm_00005643-RA	FUN_020959-T1
OG0008678	Dm_00008481-RA	FUN_034031-T1
OG0008680	Dm_00017518-RA	FUN_000613-T1
OG0008681	Dm_00001120-RA	FUN_025069-T1, FUN_050377-T1, FUN_050377-T2
OG0008682	Dm_00007880-RA	FUN_012837-T1
OG0008683	Dm_00012097-RA	FUN_001891-T2, FUN_001891-T1
OG0008684	Dm_00012170-RA	FUN_033010-T1, FUN_033010-T2
OG0008685	Dm_00012330-RA	FUN_032885-T2, FUN_032885-T1
OG0008686	Dm_00016610-RA, Dm_00016611-RA, Dm_00014060-RA	FUN_014192-T1
OG0008688	Dm_00003872-RA, Dm_00014165-RA	FUN_048756-T1
OG0008690	Dm_00000152-RA	FUN_025652-T1, FUN_042664-T1
OG0008691	Dm_00004488-RA	FUN_036238-T1
OG0008692	Dm_00014028-RA, Dm_00005094-RA	FUN_052703-T1
OG0008693	Dm_00009499-RA	FUN_015174-T1
OG0008694	Dm_00010013-RA	FUN_020458-T3, FUN_020458-T1, FUN_020458-T2
OG0008695	Dm_00013802-RA, Dm_00013243-RA, Dm_00011236-RA	FUN_033195-T1
OG0008697	Dm_00010119-RA	FUN_037796-T1, FUN_037794-T1, FUN_037797-T1
OG0008699	Dm_00016100-RA	FUN_021182-T1
OG0008700	Dm_00013693-RA, Dm_00000123-RA	FUN_025730-T1, FUN_025730-T2
OG0008701	Dm_00004503-RA	FUN_029978-T1
OG0008703	Dm_00018333-RA	FUN_025499-T1
OG0008704	Dm_00014607-RA, Dm_00004348-RA	FUN_030646-T1
OG0008705	Dm_00012206-RA, Dm_00017930-RA	FUN_048968-T1, FUN_048969-T1
OG0008708	Dm_00007234-RA	FUN_015290-T1
OG0008709	Dm_00012115-RA	FUN_038667-T1
OG0008711	Dm_00005195-RA	FUN_014963-T1
OG0008712	Dm_00005537-RA	FUN_037915-T1, FUN_048471-T1
OG0008713	Dm_00001872-RA	FUN_035912-T1, FUN_035912-T3, FUN_035912-T4, FUN_035912-T2
OG0008714	Dm_00019638-RA	FUN_001123-T1, FUN_030245-T1
OG0008715	Dm_00018072-RA	FUN_005624-T1
OG0008716	Dm_00005089-RA	FUN_012466-T1
OG0008717	Dm_00000128-RA	FUN_025716-T1, FUN_042715-T1
OG0008718	Dm_00003685-RA	FUN_031041-T1
OG0008719	Dm_00006594-RA	FUN_009656-T1
OG0008720	Dm_00014780-RA, Dm_00006602-RA	FUN_048500-T1
OG0008722	Dm_00005945-RA	FUN_051697-T1
OG0008723	Dm_00001072-RA	FUN_019236-T1, FUN_029510-T1
OG0008725	Dm_00006444-RA	FUN_036725-T1
OG0008726	Dm_00005209-RA	FUN_038098-T2, FUN_038098-T1
OG0008727	Dm_00003480-RA	FUN_051675-T2, FUN_051675-T1
OG0008729	Dm_00002030-RA	FUN_021506-T1
OG0008730	Dm_00013410-RA	FUN_031143-T2, FUN_031143-T1, FUN_025519-T1
OG0008731	Dm_00007409-RA, Dm_00015116-RA	FUN_045488-T1, FUN_011185-T1
OG0008732	Dm_00010531-RA	FUN_040362-T2, FUN_040362-T5, FUN_040362-T1
OG0008733	Dm_00018838-RA	FUN_049785-T1
OG0008734	Dm_00007862-RA	FUN_011511-T1
OG0008735	Dm_00006597-RA	FUN_030568-T1
OG0008736	Dm_00003206-RA	FUN_004329-T1
OG0008737	Dm_00010403-RA	FUN_001962-T1, FUN_001962-T2
OG0008738	Dm_00013556-RA	FUN_026927-T1, FUN_026927-T2
OG0008739	Dm_00005809-RA	FUN_025542-T1
OG0008740	Dm_00014077-RA	FUN_037929-T1
OG0008741	Dm_00019050-RA	FUN_008228-T1, FUN_004199-T1
OG0008742	Dm_00012203-RA, Dm_00007741-RA	FUN_017805-T1
OG0008743	Dm_00002385-RA	FUN_024547-T1
OG0008744	Dm_00015955-RA	FUN_031394-T1
OG0008745	Dm_00010768-RA	FUN_048185-T1, FUN_048185-T2
OG0008746	Dm_00011000-RA	FUN_025262-T1, FUN_031778-T1
OG0008747	Dm_00012461-RA	FUN_039872-T1
OG0008749	Dm_00014818-RA, Dm_00014817-RA, Dm_00001741-RA	FUN_002306-T1
OG0008751	Dm_00005488-RA	FUN_020424-T1
OG0008752	Dm_00000131-RA	FUN_025702-T2, FUN_025702-T1
OG0008753	Dm_00007372-RA	FUN_017700-T2, FUN_017700-T1
OG0008754	Dm_00014501-RA	FUN_026925-T1
OG0008755	Dm_00011224-RA, Dm_00016563-RA, Dm_00017230-RA, Dm_00013819-RA	FUN_053271-T1
OG0008756	Dm_00008017-RA	FUN_020418-T1, FUN_028806-T1
OG0008757	Dm_00002180-RA	FUN_004821-T1
OG0008758	Dm_00012379-RA	FUN_038799-T1, FUN_038798-T1
OG0008760	Dm_00007081-RA	FUN_000147-T1
OG0008761	Dm_00008261-RA	FUN_053300-T2, FUN_053300-T1
OG0008762	Dm_00005491-RA	FUN_052263-T1
OG0008763	Dm_00002005-RA	FUN_034068-T1
OG0008764	Dm_00004081-RA	FUN_048516-T1, FUN_037971-T2, FUN_037971-T1
OG0008765	Dm_00011787-RA	FUN_000337-T1
OG0008766	Dm_00009659-RA, Dm_00001735-RA	FUN_002336-T1
OG0008767	Dm_00004855-RA	FUN_045700-T1, FUN_051942-T1
OG0008768	Dm_00020459-RA	FUN_038453-T1
OG0008769	Dm_00001904-RA	FUN_046502-T2, FUN_046502-T1
OG0008770	Dm_00016243-RA	FUN_038654-T1, FUN_044177-T1
OG0008771	Dm_00001142-RA	FUN_024927-T1
OG0008772	Dm_00016063-RA	FUN_037831-T1
OG0008774	Dm_00003820-RA	FUN_049657-T1
OG0008776	Dm_00015400-RA	FUN_000848-T2, FUN_000848-T1
OG0008777	Dm_00016449-RA	FUN_020919-T1, FUN_020919-T2
OG0008779	Dm_00011993-RA	FUN_046616-T1
OG0008780	Dm_00010330-RA	FUN_017642-T1
OG0008781	Dm_00014997-RA	FUN_046558-T1, FUN_016609-T1
OG0008782	Dm_00004883-RA, Dm_00013457-RA	FUN_003104-T1
OG0008783	Dm_00007748-RA	FUN_008460-T1
OG0008784	Dm_00001980-RA	FUN_052433-T1
OG0008785	Dm_00018428-RA	FUN_004340-T1
OG0008787	Dm_00004436-RA	FUN_011861-T2, FUN_011861-T1
OG0008788	Dm_00003256-RA	FUN_011338-T1
OG0008789	Dm_00004066-RA	FUN_034731-T1
OG0008790	Dm_00000909-RA	FUN_040131-T1
OG0008792	Dm_00004161-RA	FUN_021019-T1
OG0008793	Dm_00008953-RA	FUN_011999-T2, FUN_011999-T1
OG0008795	Dm_00006579-RA	FUN_027987-T1, FUN_018818-T1, FUN_018818-T2
OG0008796	Dm_00008402-RA	FUN_000729-T2, FUN_000729-T1, FUN_041282-T1
OG0008798	Dm_00017532-RA	FUN_025053-T1, FUN_050404-T1
OG0008799	Dm_00010189-RA	FUN_012018-T2, FUN_012018-T3, FUN_012018-T4, FUN_012018-T1
OG0008800	Dm_00014414-RA, Dm_00021098-RA	FUN_012606-T1
OG0008801	Dm_00015575-RA	FUN_028263-T1
OG0008801	Dm_00015577-RA	FUN_028264-T1, FUN_028264-T2
OG0008802	Dm_00008315-RA	FUN_012725-T1, FUN_012725-T3, FUN_012725-T2
OG0008803	Dm_00011532-RA	FUN_045521-T1
OG0008804	Dm_00004174-RA	FUN_011734-T1
OG0008805	Dm_00000215-RA	FUN_020495-T1, FUN_043772-T1
OG0008806	Dm_00013458-RA, Dm_00009049-RA	FUN_011760-T1
OG0008808	Dm_00006044-RA	FUN_049914-T2, FUN_049914-T1
OG0008809	Dm_00008709-RA	FUN_014699-T1
OG0008810	Dm_00005780-RA, Dm_00013425-RA	FUN_016072-T1
OG0008811	Dm_00016024-RA, Dm_00016816-RA, Dm_00016815-RA	FUN_008222-T1, FUN_008222-T2
OG0008812	Dm_00001002-RA	FUN_052827-T2, FUN_052827-T3, FUN_052827-T1
OG0008813	Dm_00000642-RA	FUN_004963-T1
OG0008814	Dm_00008492-RA	FUN_028636-T1
OG0008815	Dm_00003514-RA	FUN_008639-T1
OG0008815	Dm_00003513-RA	FUN_008638-T1
OG0008816	Dm_00004106-RA	FUN_036979-T1, FUN_036977-T2, FUN_036977-T1
OG0008817	Dm_00001466-RA	FUN_008689-T2, FUN_008689-T1
OG0008819	Dm_00000877-RA	FUN_017190-T1, FUN_017190-T2
OG0008820	Dm_00009479-RA	FUN_052845-T1
OG0008821	Dm_00003116-RA	FUN_048145-T1
OG0008824	Dm_00000380-RA	FUN_030768-T1
OG0008825	Dm_00016010-RA, Dm_00007178-RA	FUN_052387-T1, FUN_006581-T1
OG0008826	Dm_00013811-RA, Dm_00013814-RA, Dm_00013815-RA	FUN_008252-T1
OG0008827	Dm_00009943-RA	FUN_001736-T1
OG0008828	Dm_00011157-RA	FUN_035938-T1
OG0008829	Dm_00008449-RA	FUN_022557-T1
OG0008830	Dm_00003068-RA	FUN_022610-T3, FUN_022610-T2, FUN_022610-T1
OG0008831	Dm_00013392-RA	FUN_031118-T1
OG0008833	Dm_00005782-RA, Dm_00007897-RA	FUN_016014-T1, FUN_006224-T1
OG0008835	Dm_00000737-RA	FUN_026795-T1
OG0008836	Dm_00007344-RA	FUN_003700-T1
OG0008837	Dm_00006509-RA	FUN_048081-T1
OG0008839	Dm_00000889-RA	FUN_040044-T1, FUN_040044-T2
OG0008840	Dm_00002159-RA	FUN_004839-T1
OG0008842	Dm_00002922-RA	FUN_007739-T1, FUN_007739-T3, FUN_007739-T2
OG0008843	Dm_00000993-RA	FUN_052861-T1
OG0008844	Dm_00007450-RA	FUN_050059-T1, FUN_023909-T1
OG0008845	Dm_00019710-RA	FUN_019092-T1
OG0008846	Dm_00001816-RA	FUN_036068-T1
OG0008848	Dm_00009864-RA	FUN_013735-T1
OG0008849	Dm_00005122-RA	FUN_012763-T1, FUN_028409-T1
OG0008851	Dm_00012857-RA	FUN_006493-T1, FUN_006493-T2
OG0008854	Dm_00014623-RA	FUN_052826-T1
OG0008856	Dm_00001515-RA	FUN_046470-T1, FUN_036301-T1
OG0008857	Dm_00020286-RA	FUN_045678-T1, FUN_051885-T1
OG0008858	Dm_00004799-RA	FUN_030272-T1
OG0008859	Dm_00013280-RA, Dm_00005261-RA	FUN_007650-T1
OG0008861	Dm_00017696-RA	FUN_009623-T1, FUN_009623-T2
OG0008863	Dm_00008977-RA	FUN_017924-T1
OG0008864	Dm_00015935-RA	FUN_001819-T1
OG0008865	Dm_00002261-RA	FUN_026781-T1
OG0008866	Dm_00009273-RA	FUN_003238-T2, FUN_003238-T1
OG0008867	Dm_00000096-RA	FUN_026273-T2, FUN_026273-T1, FUN_012967-T1
OG0008868	Dm_00010961-RA	FUN_050014-T1
OG0008869	Dm_00007077-RA	FUN_006299-T1
OG0008872	Dm_00017339-RA, Dm_00020103-RA, Dm_00020102-RA	FUN_044752-T3, FUN_044752-T1, FUN_044752-T2
OG0008874	Dm_00016199-RA	FUN_048218-T1
OG0008876	Dm_00009290-RA	FUN_040641-T1
OG0008876	Dm_00009291-RA	FUN_053256-T1
OG0008877	Dm_00013869-RA	FUN_031750-T1
OG0008879	Dm_00011887-RA	FUN_022600-T1
OG0008882	Dm_00013367-RA	FUN_039845-T2, FUN_039845-T3, FUN_039845-T1
OG0008883	Dm_00019298-RA	FUN_015463-T1
OG0008884	Dm_00015533-RA	FUN_006055-T1
OG0008885	Dm_00010594-RA	FUN_040598-T1
OG0008887	Dm_00006011-RA	FUN_001807-T2, FUN_001807-T1
OG0008888	Dm_00008928-RA, Dm_00021125-RA	FUN_014673-T1
OG0008889	Dm_00002998-RA	FUN_015895-T1, FUN_015895-T2
OG0008890	Dm_00003827-RA	FUN_037058-T2, FUN_037058-T4, FUN_037058-T3, FUN_037058-T1
OG0008891	Dm_00002340-RA	FUN_021601-T1, FUN_021601-T2
OG0008893	Dm_00019047-RA	FUN_010251-T1, FUN_010251-T2
OG0008896	Dm_00005189-RA	FUN_041748-T1, FUN_041748-T2
OG0008897	Dm_00000231-RA	FUN_044023-T1, FUN_045242-T1
OG0008898	Dm_00006881-RA, Dm_00006882-RA	FUN_046665-T1
OG0008899	Dm_00000675-RA	FUN_036789-T1
OG0008900	Dm_00019274-RA	FUN_053017-T3, FUN_053017-T2, FUN_053017-T1
OG0008901	Dm_00018029-RA	FUN_000924-T1
OG0008902	Dm_00000907-RA	FUN_010655-T1
OG0008903	Dm_00005807-RA	FUN_025539-T2, FUN_025539-T3, FUN_025539-T1
OG0008904	Dm_00018158-RA	FUN_034835-T1, FUN_034835-T2
OG0008906	Dm_00015440-RA	FUN_008044-T1, FUN_041973-T1
OG0008908	Dm_00007479-RA	FUN_018973-T1
OG0008910	Dm_00005068-RA	FUN_026059-T2, FUN_026059-T3, FUN_026059-T1
OG0008911	Dm_00019699-RA	FUN_008108-T2, FUN_008108-T1
OG0008912	Dm_00019135-RA	FUN_034693-T1
OG0008913	Dm_00004742-RA	FUN_009950-T1
OG0008914	Dm_00013723-RA	FUN_037892-T1
OG0008915	Dm_00005696-RA, Dm_00018581-RA	FUN_006637-T1
OG0008916	Dm_00014071-RA	FUN_032889-T1, FUN_032889-T2
OG0008917	Dm_00006386-RA, Dm_00008087-RA	FUN_034662-T1
OG0008918	Dm_00019206-RA	FUN_014598-T1, FUN_014598-T2
OG0008919	Dm_00015730-RA	FUN_027321-T1
OG0008920	Dm_00010783-RA	FUN_005857-T3, FUN_005857-T1, FUN_005857-T2
OG0008922	Dm_00001272-RA	FUN_033933-T1
OG0008923	Dm_00000330-RA	FUN_001690-T1
OG0008924	Dm_00013218-RA	FUN_038710-T1
OG0008925	Dm_00015267-RA	FUN_034969-T1
OG0008926	Dm_00003075-RA	FUN_018045-T1
OG0008927	Dm_00000846-RA	FUN_049881-T1
OG0008928	Dm_00011395-RA	FUN_049358-T1
OG0008929	Dm_00006278-RA	FUN_052055-T1
OG0008930	Dm_00004890-RA	FUN_020033-T1
OG0008931	Dm_00011166-RA	FUN_015545-T1, FUN_015545-T2
OG0008932	Dm_00009254-RA	FUN_008183-T1
OG0008933	Dm_00011349-RA	FUN_027259-T1
OG0008934	Dm_00006077-RA	FUN_037332-T1
OG0008935	Dm_00004636-RA, Dm_00004632-RA, Dm_00004638-RA, Dm_00004629-RA, Dm_00004631-RA, Dm_00004634-RA	FUN_012174-T1
OG0008938	Dm_00003596-RA, Dm_00002138-RA	FUN_046279-T1
OG0008940	Dm_00007274-RA	FUN_001687-T2, FUN_001687-T1
OG0008941	Dm_00009876-RA, Dm_00005914-RA	FUN_003860-T1
OG0008942	Dm_00000817-RA	FUN_020366-T1
OG0008943	Dm_00018209-RA	FUN_014622-T1
OG0008944	Dm_00015885-RA	FUN_005481-T1
OG0008945	Dm_00008758-RA	FUN_028206-T1
OG0008946	Dm_00020711-RA, Dm_00016784-RA	FUN_041801-T1, FUN_041798-T1
OG0008947	Dm_00010832-RA	FUN_039138-T1, FUN_039138-T2
OG0008948	Dm_00001231-RA	FUN_048910-T1
OG0008949	Dm_00019315-RA	FUN_003691-T1
OG0008950	Dm_00013009-RA	FUN_020091-T2, FUN_020091-T1
OG0008951	Dm_00011549-RA	FUN_033790-T2, FUN_033790-T1
OG0008953	Dm_00012102-RA	FUN_003114-T1
OG0008954	Dm_00004049-RA	FUN_034798-T1
OG0008955	Dm_00015910-RA	FUN_030128-T1
OG0008956	Dm_00020595-RA, Dm_00021081-RA	FUN_036317-T1
OG0008957	Dm_00002119-RA	FUN_002430-T4, FUN_002430-T3, FUN_002430-T1, FUN_002430-T2
OG0008958	Dm_00020370-RA	FUN_046635-T1
OG0008959	Dm_00000331-RA, Dm_00015285-RA	FUN_044437-T1
OG0008960	Dm_00008420-RA	FUN_004689-T1
OG0008961	Dm_00004801-RA	FUN_003875-T1
OG0008962	Dm_00017437-RA	FUN_047621-T1, FUN_019038-T1
OG0008963	Dm_00006224-RA	FUN_027432-T1
OG0008964	Dm_00011196-RA	FUN_045447-T1
OG0008965	Dm_00007530-RA, Dm_00004440-RA	FUN_046709-T1
OG0008966	Dm_00011849-RA	FUN_005058-T1, FUN_041630-T1
OG0008967	Dm_00017324-RA	FUN_021927-T1, FUN_021927-T2
OG0008968	Dm_00008251-RA	FUN_028030-T1
OG0008969	Dm_00000317-RA	FUN_025155-T1
OG0008970	Dm_00000029-RA	FUN_020324-T1
OG0008971	Dm_00004242-RA	FUN_047187-T1
OG0008972	Dm_00004784-RA	FUN_049270-T1
OG0008973	Dm_00011267-RA	FUN_007633-T1, FUN_007633-T3, FUN_007633-T4, FUN_007633-T2
OG0008974	Dm_00004471-RA	FUN_033266-T1, FUN_033293-T1, FUN_033236-T1, FUN_033295-T1
OG0008975	Dm_00015103-RA	FUN_015014-T1
OG0008976	Dm_00005173-RA	FUN_012339-T1
OG0008978	Dm_00006973-RA	FUN_048936-T3, FUN_048936-T2, FUN_048936-T1
OG0008979	Dm_00014291-RA, Dm_00006214-RA, Dm_00016084-RA	FUN_043784-T1
OG0008981	Dm_00005285-RA	FUN_028261-T1, FUN_028260-T1
OG0008983	Dm_00012556-RA	FUN_034011-T1, FUN_034010-T1
OG0008984	Dm_00012394-RA	FUN_029209-T1
OG0008985	Dm_00008664-RA	FUN_014623-T1
OG0008986	Dm_00004455-RA	FUN_010314-T1, FUN_051254-T1
OG0008987	Dm_00018024-RA	FUN_030432-T1, FUN_019059-T1
OG0008988	Dm_00010652-RA	FUN_015784-T1, FUN_012682-T1, FUN_012681-T1
OG0008989	Dm_00005412-RA	FUN_023834-T1
OG0008990	Dm_00000060-RA	FUN_038964-T1, FUN_020285-T1
OG0008991	Dm_00004168-RA	FUN_021001-T1
OG0008992	Dm_00016777-RA	FUN_039563-T1
OG0008994	Dm_00000234-RA	FUN_044027-T1
OG0008995	Dm_00011469-RA	FUN_052659-T2, FUN_052659-T3, FUN_052659-T1
OG0008996	Dm_00004988-RA	FUN_036643-T1, FUN_036643-T2
OG0008997	Dm_00015066-RA	FUN_012199-T1, FUN_012199-T3, FUN_012199-T2
