Orthogroup	D_muscipula.proteins	A_hypochondriacus.proteins
OG0012203	Dm_00014655-RA	AH012262-RA
OG0012205	Dm_00020181-RA	AH017094-RA
OG0012206	Dm_00019735-RA	AH004333-RA
OG0012208	Dm_00017888-RA	AH019933-RA
OG0012209	Dm_00008937-RA	AH005504-RA
OG0012210	Dm_00016370-RA	AH016057-RA
OG0012211	Dm_00020435-RA	AH019499-RA, AH019500-RA
OG0012212	Dm_00005834-RA	AH010191-RA, AH014115-RA, AH014116-RA
OG0012213	Dm_00008991-RA	AH018986-RA
OG0012214	Dm_00003937-RA	AH016035-RA
OG0012216	Dm_00013751-RA	AH014468-RA, AH014467-RA
OG0012218	Dm_00006266-RA	AH000482-RA
OG0012219	Dm_00019827-RA	AH019015-RA
OG0012220	Dm_00017887-RA	AH007249-RA
OG0012222	Dm_00001266-RA	AH014174-RA
OG0012224	Dm_00011426-RA	AH019987-RA
OG0012226	Dm_00015354-RA	AH018484-RA
OG0012227	Dm_00016620-RA	AH012338-RA
OG0012228	Dm_00009932-RA	AH015134-RA
OG0012230	Dm_00008754-RA	AH014592-RA
OG0012231	Dm_00009020-RA	AH013516-RA
OG0012233	Dm_00010474-RA	AH008509-RA
OG0012234	Dm_00013348-RA, Dm_00003664-RA	AH020999-RA
OG0012236	Dm_00013546-RA	AH017108-RA
OG0012237	Dm_00000881-RA	AH018301-RA
OG0012240	Dm_00002248-RA	AH021925-RA
OG0012242	Dm_00007086-RA	AH000471-RA, AH002101-RA
OG0012244	Dm_00007044-RA	AH020972-RA
OG0012245	Dm_00013851-RA	AH023203-RA
OG0012248	Dm_00008659-RA	AH022400-RA
OG0012251	Dm_00014885-RA	AH023115-RA
OG0012252	Dm_00001286-RA	AH007791-RA
OG0012253	Dm_00000113-RA	AH014139-RA
OG0012255	Dm_00014397-RA	AH020356-RA
OG0012256	Dm_00013024-RA	AH018972-RA
OG0012257	Dm_00017516-RA	AH008054-RA
OG0012258	Dm_00004202-RA	AH003832-RA
OG0012259	Dm_00005764-RA	AH003047-RA
OG0012260	Dm_00002296-RA, Dm_00000702-RA	AH015285-RA
OG0012261	Dm_00012743-RA	AH023046-RA
OG0012262	Dm_00007875-RA	AH023766-RA
OG0012267	Dm_00015148-RA	AH010090-RA
OG0012268	Dm_00003095-RA	AH023055-RA
OG0012269	Dm_00014825-RA	AH000301-RA
OG0012271	Dm_00000935-RA	AH010690-RA
OG0012272	Dm_00001384-RA	AH007734-RA
OG0012273	Dm_00012281-RA	AH013245-RA
OG0012276	Dm_00011661-RA	AH007981-RA
OG0012277	Dm_00014688-RA	AH004983-RA
OG0012279	Dm_00010530-RA	AH007801-RA
OG0012281	Dm_00017144-RA	AH013801-RA
OG0012282	Dm_00009265-RA	AH010612-RA, AH007382-RA
OG0012283	Dm_00007685-RA, Dm_00001108-RA	AH017106-RA
OG0012284	Dm_00015560-RA	AH022730-RA, AH016627-RA
OG0012286	Dm_00018179-RA	AH019065-RA
OG0012288	Dm_00006989-RA	AH013174-RA
OG0012289	Dm_00006642-RA	AH015773-RA
OG0012290	Dm_00007220-RA, Dm_00020231-RA	AH015013-RA
OG0012291	Dm_00007894-RA	AH021879-RA
OG0012292	Dm_00010394-RA	AH014941-RA
OG0012293	Dm_00005450-RA	AH018538-RA, AH003224-RA
OG0012295	Dm_00002895-RA	AH015113-RA
OG0012296	Dm_00004854-RA	AH000839-RA
OG0012298	Dm_00010892-RA	AH009874-RA
OG0012299	Dm_00014187-RA	AH023070-RA, AH016368-RA
OG0012300	Dm_00010532-RA	AH004280-RA
OG0012302	Dm_00003739-RA	AH000226-RA
OG0012304	Dm_00000717-RA	AH015259-RA
OG0012305	Dm_00013355-RA	AH001805-RA
OG0012306	Dm_00011725-RA	AH006919-RA
OG0012307	Dm_00009783-RA	AH014869-RA
OG0012308	Dm_00011713-RA	AH019853-RA
OG0012309	Dm_00010216-RA	AH013175-RA
OG0012311	Dm_00016189-RA	AH010125-RA
OG0012312	Dm_00001807-RA	AH010399-RA
OG0012313	Dm_00004327-RA	AH013883-RA
OG0012315	Dm_00009239-RA	AH015379-RA
OG0012317	Dm_00005621-RA	AH016645-RA
OG0012319	Dm_00018438-RA, Dm_00008001-RA	AH008867-RA
OG0012320	Dm_00000517-RA	AH021153-RA
OG0012321	Dm_00002797-RA	AH010834-RA
OG0012323	Dm_00007008-RA	AH012367-RA
OG0012324	Dm_00005124-RA	AH006660-RA
OG0012327	Dm_00005483-RA	AH009652-RA
OG0012328	Dm_00019985-RA	AH017045-RA
OG0012329	Dm_00002217-RA	AH012711-RA
OG0012330	Dm_00016570-RA	AH007637-RA
OG0012331	Dm_00003048-RA	AH000107-RA
OG0012332	Dm_00018291-RA	AH001859-RA
OG0012333	Dm_00003296-RA	AH021198-RA, AH014056-RA
OG0012334	Dm_00005478-RA	AH022119-RA
OG0012336	Dm_00006698-RA	AH018591-RA
OG0012337	Dm_00015636-RA	AH003527-RA
OG0012339	Dm_00016163-RA	AH011272-RA
OG0012341	Dm_00015376-RA	AH019949-RA
OG0012344	Dm_00000303-RA	AH017233-RA
OG0012348	Dm_00000135-RA	AH023685-RA
OG0012350	Dm_00008400-RA	AH022036-RA
OG0012351	Dm_00000733-RA	AH014431-RA
OG0012352	Dm_00019386-RA	AH005266-RA
OG0012353	Dm_00005985-RA	AH022359-RA
OG0012354	Dm_00011025-RA	AH004883-RA
OG0012356	Dm_00002705-RA	AH009460-RA
OG0012358	Dm_00014921-RA	AH008766-RA
OG0012359	Dm_00015463-RA	AH004980-RA, AH004320-RA
OG0012362	Dm_00016952-RA	AH001656-RA
OG0012363	Dm_00016970-RA	AH012995-RA
OG0012368	Dm_00014646-RA	AH006390-RA
OG0012370	Dm_00012337-RA	AH003389-RA
OG0012372	Dm_00018739-RA	AH006264-RA
OG0012375	Dm_00008047-RA	AH017768-RA
OG0012378	Dm_00001716-RA, Dm_00002781-RA	AH006517-RA, AH005462-RA
OG0012380	Dm_00012251-RA	AH017316-RA
OG0012381	Dm_00012250-RA	AH017320-RA
OG0012382	Dm_00000390-RA	AH005367-RA
OG0012384	Dm_00012164-RA	AH018339-RA
OG0012386	Dm_00011406-RA	AH011491-RA
OG0012387	Dm_00006630-RA	AH008448-RA
OG0012389	Dm_00006022-RA	AH004862-RA
OG0012390	Dm_00007838-RA	AH016590-RA, AH022779-RA
OG0012393	Dm_00015629-RA	AH004339-RA
OG0012394	Dm_00011568-RA	AH005030-RA
OG0012395	Dm_00014753-RA	AH022845-RA
OG0012396	Dm_00015777-RA	AH018378-RA
OG0012397	Dm_00011569-RA	AH004357-RA
OG0012398	Dm_00019814-RA	AH021799-RA
OG0012401	Dm_00007458-RA	AH004687-RA
OG0012403	Dm_00012623-RA	AH022877-RA
OG0012404	Dm_00006325-RA	AH002510-RA
OG0012405	Dm_00012191-RA	AH005378-RA
OG0012406	Dm_00000226-RA	AH007289-RA
OG0012407	Dm_00013018-RA	AH023523-RA
OG0012408	Dm_00020420-RA	AH002861-RA
OG0012409	Dm_00006323-RA	AH002529-RA
OG0012410	Dm_00011652-RA	AH022903-RA, AH010307-RA
OG0012413	Dm_00010582-RA	AH005389-RA, AH004161-RA
OG0012418	Dm_00016655-RA	AH011488-RA
OG0012420	Dm_00013340-RA	AH009334-RA
OG0012421	Dm_00000252-RA, Dm_00000251-RA	AH007250-RA
OG0012423	Dm_00011820-RA	AH017500-RA
OG0012424	Dm_00000247-RA	AH019932-RA
OG0012425	Dm_00006762-RA	AH014425-RA, AH020947-RA
OG0012426	Dm_00011875-RA	AH005451-RA
OG0012427	Dm_00020364-RA	AH004416-RA
OG0012428	Dm_00013939-RA	AH001672-RA
OG0012431	Dm_00018243-RA	AH016580-RA
OG0012432	Dm_00003281-RA	AH017539-RA
OG0012433	Dm_00007711-RA	AH015823-RA
OG0012438	Dm_00019918-RA	AH023069-RA, AH016367-RA
OG0012441	Dm_00001022-RA	AH021090-RA
OG0012443	Dm_00017895-RA	AH016584-RA
OG0012446	Dm_00011091-RA	AH017000-RA
OG0012447	Dm_00017245-RA	AH008180-RA, AH009860-RA, AH008254-RA, AH008256-RA
OG0012449	Dm_00001554-RA	AH010049-RA
OG0012450	Dm_00006125-RA, Dm_00005439-RA	AH011022-RA
OG0012451	Dm_00012687-RA, Dm_00011071-RA, Dm_00012688-RA	AH010187-RA
OG0012452	Dm_00002361-RA	AH008388-RA
OG0012454	Dm_00007574-RA	AH012228-RA, AH009505-RA
OG0012460	Dm_00006412-RA	AH011841-RA
OG0012461	Dm_00003299-RA	AH012132-RA
OG0012569	Dm_00007045-RA	AH016826-RA
OG0012581	Dm_00004378-RA	AH002315-RA
OG0012583	Dm_00008205-RA	AH017877-RA
OG0012585	Dm_00018152-RA	AH019827-RA
OG0012586	Dm_00001214-RA	AH011152-RA
OG0012587	Dm_00003556-RA	AH010771-RA
OG0012595	Dm_00006035-RA	AH008184-RA
OG0012596	Dm_00010010-RA	AH019895-RA
OG0012597	Dm_00003141-RA	AH010465-RA
OG0012598	Dm_00002837-RA	AH014196-RA
OG0012599	Dm_00015163-RA	AH001738-RA
OG0012602	Dm_00002499-RA	AH004001-RA
OG0012605	Dm_00007127-RA	AH010222-RA
OG0012607	Dm_00006686-RA	AH012756-RA
OG0012608	Dm_00008417-RA, Dm_00019334-RA	AH000847-RA
OG0012610	Dm_00012965-RA	AH021946-RA
OG0012612	Dm_00012694-RA	AH019951-RA
OG0012613	Dm_00015062-RA	AH020141-RA
OG0012615	Dm_00018660-RA	AH007247-RA
OG0012616	Dm_00018512-RA	AH019984-RA
OG0012618	Dm_00011499-RA	AH011622-RA
OG0012626	Dm_00013898-RA	AH013813-RA
OG0012632	Dm_00004765-RA, Dm_00012447-RA	AH019685-RA
OG0012634	Dm_00010796-RA	AH009414-RA
OG0012636	Dm_00011638-RA	AH006333-RA
OG0012638	Dm_00013644-RA	AH017420-RA
OG0012639	Dm_00003235-RA	AH009547-RA
OG0012644	Dm_00014394-RA	AH002428-RA
OG0012645	Dm_00002094-RA	AH018595-RA
OG0012647	Dm_00014790-RA	AH019242-RA
OG0012652	Dm_00010341-RA	AH023553-RA
OG0012653	Dm_00015153-RA	AH000143-RA
OG0012655	Dm_00001355-RA	AH016107-RA
OG0012656	Dm_00014586-RA	AH008296-RA
OG0012659	Dm_00002761-RA	AH003714-RA
OG0012660	Dm_00002680-RA	AH021169-RA
OG0012665	Dm_00021057-RA	AH021953-RA
OG0012666	Dm_00011124-RA	AH002349-RA
OG0012667	Dm_00019738-RA	AH008560-RA
OG0012671	Dm_00004708-RA	AH006417-RA
OG0012672	Dm_00002562-RA	AH021688-RA
OG0012673	Dm_00004827-RA	AH000604-RA
OG0012674	Dm_00000346-RA	AH021312-RA
OG0012675	Dm_00007216-RA	AH015226-RA
OG0012676	Dm_00012130-RA	AH008146-RA
OG0012688	Dm_00004991-RA	AH015211-RA
OG0012690	Dm_00001899-RA	AH007698-RA, AH007699-RA
OG0012691	Dm_00005088-RA	AH015033-RA
OG0012693	Dm_00005860-RA	AH021559-RA
OG0012699	Dm_00015862-RA, Dm_00018453-RA	AH011473-RA, AH018212-RA
OG0012701	Dm_00002316-RA	AH000645-RA
OG0012705	Dm_00017318-RA	AH021064-RA, AH021062-RA
OG0012706	Dm_00017474-RA	AH014469-RA
OG0012707	Dm_00000755-RA	AH002430-RA
OG0012708	Dm_00011515-RA	AH009643-RA
OG0012711	Dm_00016776-RA	AH021875-RA
OG0012712	Dm_00011997-RA	AH019466-RA
OG0012713	Dm_00011914-RA	AH015999-RA
OG0012714	Dm_00017271-RA	AH018515-RA
OG0012719	Dm_00000651-RA	AH016184-RA
OG0012720	Dm_00008982-RA	AH014277-RA
OG0012725	Dm_00016927-RA	AH014510-RA
OG0012726	Dm_00018380-RA	AH012106-RA
OG0012730	Dm_00005895-RA	AH015996-RA
OG0012731	Dm_00007011-RA	AH019543-RA
OG0012734	Dm_00003854-RA	AH008831-RA
OG0012735	Dm_00018686-RA	AH018003-RA
OG0012737	Dm_00006482-RA	AH001983-RA
OG0012738	Dm_00020673-RA	AH022286-RA
OG0012739	Dm_00000629-RA	AH019206-RA
OG0012740	Dm_00003516-RA	AH015123-RA
OG0012741	Dm_00013035-RA	AH001565-RA
OG0012742	Dm_00001001-RA	AH010372-RA
OG0012743	Dm_00014728-RA	AH016075-RA
OG0012745	Dm_00008008-RA	AH021645-RA
OG0012746	Dm_00018123-RA	AH009156-RA
OG0012750	Dm_00012099-RA	AH014666-RA
OG0012751	Dm_00012067-RA	AH014500-RA
OG0012752	Dm_00005065-RA	AH018560-RA
OG0012753	Dm_00005007-RA	AH005871-RA
OG0012754	Dm_00019637-RA	AH013328-RA
OG0012756	Dm_00013910-RA	AH009098-RA
OG0012757	Dm_00018071-RA	AH014203-RA
OG0012758	Dm_00002510-RA	AH002110-RA
OG0012759	Dm_00005495-RA	AH014492-RA
OG0012761	Dm_00014683-RA	AH022138-RA
OG0012763	Dm_00013215-RA	AH010232-RA
OG0012766	Dm_00001573-RA	AH012447-RA
OG0012770	Dm_00012336-RA	AH001258-RA
OG0012773	Dm_00008141-RA	AH017217-RA
OG0012774	Dm_00014367-RA	AH004494-RA
OG0012775	Dm_00007405-RA	AH023522-RA
OG0012776	Dm_00003868-RA	AH022415-RA
OG0012777	Dm_00008834-RA	AH006642-RA
OG0012778	Dm_00019615-RA	AH003109-RA
OG0012780	Dm_00007350-RA	AH013788-RA
OG0012781	Dm_00007954-RA	AH001211-RA
OG0012782	Dm_00006127-RA	AH012709-RA
OG0012787	Dm_00011847-RA	AH020606-RA
OG0012788	Dm_00002451-RA	AH011102-RA
OG0012789	Dm_00005366-RA	AH000995-RA
OG0012790	Dm_00011188-RA	AH011049-RA
OG0012792	Dm_00011163-RA, Dm_00018087-RA	AH015934-RA
OG0012793	Dm_00014180-RA	AH000715-RA
OG0012797	Dm_00011350-RA	AH017494-RA
OG0012798	Dm_00002283-RA	AH015251-RA
OG0012799	Dm_00006094-RA	AH010855-RA
OG0012800	Dm_00018533-RA	AH000398-RA
OG0012802	Dm_00001903-RA	AH016480-RA
OG0012804	Dm_00011113-RA	AH018812-RA
OG0012805	Dm_00018012-RA	AH008215-RA
OG0012806	Dm_00019153-RA	AH021866-RA
OG0012810	Dm_00005975-RA	AH001031-RA
OG0012811	Dm_00014960-RA	AH014890-RA
OG0012814	Dm_00002211-RA	AH011075-RA
OG0012815	Dm_00011805-RA	AH013199-RA, AH022451-RA
OG0012816	Dm_00006281-RA	AH017513-RA
OG0012817	Dm_00009948-RA	AH001175-RA
OG0012818	Dm_00020760-RA	AH003112-RA
OG0012821	Dm_00013867-RA	AH018619-RA
OG0012822	Dm_00010947-RA	AH018961-RA
OG0012824	Dm_00013134-RA	AH020346-RA
OG0012827	Dm_00003101-RA	AH012793-RA
OG0012828	Dm_00014229-RA	AH010084-RA
OG0012829	Dm_00004731-RA	AH009895-RA, AH008224-RA
OG0012830	Dm_00007887-RA	AH001243-RA
OG0012833	Dm_00017734-RA	AH013782-RA
OG0012835	Dm_00002636-RA	AH001910-RA
OG0012836	Dm_00009355-RA	AH011671-RA
OG0012837	Dm_00001242-RA	AH023701-RA
OG0012838	Dm_00009381-RA	AH017299-RA
OG0012839	Dm_00010242-RA	AH002406-RA
OG0012844	Dm_00006120-RA	AH008732-RA
OG0012845	Dm_00003297-RA	AH023773-RA
OG0012846	Dm_00020562-RA	AH016335-RA
OG0012847	Dm_00009302-RA	AH021966-RA
OG0012849	Dm_00019872-RA	AH022606-RA
OG0012851	Dm_00012212-RA	AH003512-RA
OG0012852	Dm_00017536-RA	AH002619-RA
OG0012853	Dm_00007906-RA	AH018150-RA
OG0012856	Dm_00001843-RA	AH002987-RA
OG0012859	Dm_00000082-RA	AH014091-RA
OG0012861	Dm_00002490-RA	AH008308-RA
OG0012868	Dm_00005272-RA	AH013083-RA
OG0012869	Dm_00016308-RA	AH019072-RA
OG0012871	Dm_00017364-RA	AH015854-RA
OG0012873	Dm_00008334-RA	AH014576-RA, AH021114-RA
OG0012874	Dm_00001121-RA	AH017908-RA
OG0012876	Dm_00007109-RA	AH012667-RA
OG0012877	Dm_00000581-RA	AH010467-RA
OG0012878	Dm_00007092-RA	AH001818-RA
OG0012879	Dm_00003423-RA	AH006579-RA
OG0012880	Dm_00003489-RA	AH013452-RA
OG0012881	Dm_00017639-RA	AH005238-RA
OG0012883	Dm_00016483-RA	AH007174-RA
OG0012885	Dm_00015167-RA	AH002042-RA
OG0012886	Dm_00004627-RA	AH004104-RA
OG0012890	Dm_00003951-RA	AH017003-RA
OG0012892	Dm_00010654-RA	AH004007-RA
OG0012894	Dm_00006921-RA	AH006928-RA
OG0012896	Dm_00014809-RA	AH017590-RA, AH017593-RA
OG0012898	Dm_00002865-RA	AH004673-RA
OG0012899	Dm_00008789-RA	AH017966-RA
OG0012906	Dm_00007766-RA	AH013533-RA
OG0012910	Dm_00007248-RA	AH005406-RA
OG0012911	Dm_00003474-RA	AH001721-RA
OG0012913	Dm_00013452-RA	AH018382-RA
OG0012915	Dm_00013181-RA	AH016554-RA
OG0012916	Dm_00009473-RA	AH017621-RA
OG0012920	Dm_00012860-RA	AH001412-RA
OG0012921	Dm_00010655-RA	AH005575-RA
OG0012922	Dm_00008216-RA	AH001062-RA
OG0012924	Dm_00003954-RA	AH004756-RA
OG0012925	Dm_00009548-RA	AH018878-RA
OG0012926	Dm_00007793-RA	AH004177-RA
OG0012930	Dm_00001479-RA	AH018185-RA
OG0012931	Dm_00019463-RA	AH019170-RA
OG0012932	Dm_00006987-RA	AH022477-RA, AH022478-RA
OG0012936	Dm_00003991-RA	AH023448-RA
OG0012938	Dm_00000227-RA, Dm_00006677-RA, Dm_00017610-RA	AH023219-RA, AH016274-RA
OG0012939	Dm_00006367-RA	AH023223-RA
OG0012941	Dm_00019887-RA	AH014690-RA, AH021277-RA
OG0012944	Dm_00010549-RA	AH015881-RA
OG0012945	Dm_00011542-RA	AH016998-RA
OG0012946	Dm_00015292-RA	AH017896-RA
OG0012947	Dm_00006535-RA	AH017266-RA
OG0012948	Dm_00001519-RA, Dm_00001884-RA	AH009731-RA, AH009732-RA
OG0012950	Dm_00020050-RA	AH010097-RA
OG0012951	Dm_00014029-RA	AH010966-RA
OG0012952	Dm_00004029-RA	AH008359-RA
OG0012956	Dm_00000425-RA	AH011910-RA, AH019722-RA
OG0012958	Dm_00002912-RA	AH020002-RA
OG0012961	Dm_00016433-RA	AH019842-RA
OG0012970	Dm_00012581-RA	AH005413-RA
OG0012971	Dm_00002216-RA	AH003466-RA, AH006316-RA
OG0012972	Dm_00006257-RA	AH012095-RA
OG0012974	Dm_00004673-RA, Dm_00014563-RA	AH008080-RA
OG0012976	Dm_00015564-RA	AH002700-RA
OG0012977	Dm_00016283-RA	AH003617-RA
OG0012979	Dm_00001345-RA	AH001436-RA
OG0012980	Dm_00003374-RA	AH000764-RA, AH000763-RA, AH002333-RA, AH002334-RA, AH002335-RA, AH002330-RA, AH002329-RA, AH000767-RA, AH000769-RA
OG0012984	Dm_00008308-RA	AH000328-RA
OG0013118	Dm_00009498-RA	AH014489-RA
OG0013119	Dm_00002787-RA	AH007750-RA
OG0013120	Dm_00004955-RA	AH014287-RA
OG0013121	Dm_00003843-RA	AH013740-RA
OG0013124	Dm_00001963-RA	AH011156-RA
OG0013130	Dm_00010240-RA	AH000205-RA
OG0013131	Dm_00008039-RA	AH011236-RA
OG0013138	Dm_00002574-RA	AH020602-RA
OG0013142	Dm_00015038-RA	AH018667-RA
OG0013144	Dm_00012971-RA	AH020036-RA
OG0013150	Dm_00020097-RA	AH010964-RA
OG0013154	Dm_00011625-RA	AH022023-RA
OG0013157	Dm_00001625-RA	AH010405-RA
OG0013166	Dm_00020132-RA	AH009432-RA
OG0013167	Dm_00001129-RA	AH018564-RA
OG0013169	Dm_00001689-RA	AH022374-RA
OG0013170	Dm_00020162-RA	AH000661-RA
OG0013171	Dm_00003042-RA	AH016923-RA
OG0013173	Dm_00002265-RA	AH005967-RA
OG0013178	Dm_00016798-RA	AH019713-RA
OG0013180	Dm_00004648-RA	AH005037-RA
OG0013183	Dm_00000509-RA	AH003983-RA
OG0013185	Dm_00007586-RA	AH006329-RA
OG0013186	Dm_00007584-RA, Dm_00007585-RA	AH011092-RA
OG0013195	Dm_00005789-RA	AH008353-RA
OG0013196	Dm_00009877-RA	AH006336-RA
OG0013199	Dm_00005452-RA	AH010035-RA
OG0013201	Dm_00017367-RA	AH013506-RA
OG0013223	Dm_00018392-RA	AH018493-RA
OG0013224	Dm_00002038-RA	AH007778-RA
OG0013225	Dm_00002219-RA	AH003465-RA
OG0013226	Dm_00019818-RA	AH016995-RA
OG0013230	Dm_00018433-RA	AH012244-RA
OG0013232	Dm_00005778-RA	AH014498-RA
OG0013236	Dm_00000432-RA	AH019714-RA
OG0013239	Dm_00003078-RA	AH020277-RA
OG0013244	Dm_00002699-RA	AH009472-RA
OG0013245	Dm_00009996-RA	AH003786-RA
OG0013247	Dm_00007825-RA	AH007287-RA
OG0013249	Dm_00000058-RA	AH012545-RA, AH021766-RA
OG0013251	Dm_00006625-RA	AH023426-RA
OG0013261	Dm_00005728-RA	AH006586-RA
OG0013262	Dm_00002294-RA	AH015283-RA
OG0013265	Dm_00004584-RA	AH009274-RA
OG0013267	Dm_00005598-RA	AH000413-RA
OG0013268	Dm_00013541-RA	AH005352-RA
OG0013272	Dm_00013255-RA	AH010473-RA
OG0013275	Dm_00003916-RA	AH011551-RA
OG0013276	Dm_00002677-RA	AH008292-RA
OG0013279	Dm_00018879-RA	AH022581-RA
OG0013281	Dm_00001464-RA	AH015095-RA
OG0013283	Dm_00004605-RA	AH014267-RA
OG0013288	Dm_00012901-RA	AH009174-RA
OG0013290	Dm_00002869-RA	AH002517-RA
OG0013291	Dm_00014366-RA	AH004492-RA
OG0013295	Dm_00002755-RA	AH009109-RA
OG0013296	Dm_00014303-RA	AH009615-RA
OG0013297	Dm_00017168-RA	AH004576-RA, AH005225-RA
OG0013306	Dm_00009802-RA	AH002893-RA
OG0013309	Dm_00004096-RA	AH003357-RA
OG0013311	Dm_00015945-RA	AH005149-RA
OG0013314	Dm_00014768-RA	AH022605-RA
OG0013315	Dm_00015414-RA	AH005112-RA
OG0013318	Dm_00006820-RA	AH016507-RA
OG0013323	Dm_00016031-RA	AH004840-RA
OG0013328	Dm_00008393-RA	AH017342-RA
OG0013329	Dm_00014507-RA	AH005629-RA
OG0013330	Dm_00001745-RA	AH010896-RA
OG0013331	Dm_00018437-RA	AH002837-RA
OG0013332	Dm_00008103-RA	AH005576-RA
OG0013334	Dm_00001845-RA	AH002571-RA
OG0013337	Dm_00004836-RA	AH005568-RA
OG0013338	Dm_00005079-RA	AH011530-RA
OG0013340	Dm_00014423-RA	AH002909-RA
OG0013345	Dm_00002920-RA	AH014105-RA
OG0013348	Dm_00006687-RA	AH022012-RA
OG0013351	Dm_00020440-RA	AH017186-RA
OG0013352	Dm_00004139-RA	AH004110-RA
OG0013353	Dm_00017869-RA	AH006280-RA
OG0013359	Dm_00007218-RA	AH015011-RA
OG0013361	Dm_00016717-RA	AH017048-RA
OG0013364	Dm_00001388-RA	AH003445-RA
OG0013370	Dm_00013650-RA, Dm_00013649-RA	AH018929-RA
OG0013377	Dm_00018666-RA	AH023192-RA
OG0013382	Dm_00000382-RA	AH021470-RA, AH014928-RA
OG0013385	Dm_00011061-RA, Dm_00019445-RA	AH015853-RA, AH015555-RA
OG0013387	Dm_00004027-RA	AH016714-RA
OG0013388	Dm_00012230-RA	AH017670-RA, AH002726-RA, AH017668-RA
OG0013389	Dm_00003255-RA	AH002954-RA, AH017390-RA
OG0013391	Dm_00001865-RA	AH010388-RA
OG0013392	Dm_00008646-RA, Dm_00008644-RA	AH009064-RA
OG0013394	Dm_00002701-RA	AH009469-RA
OG0013395	Dm_00003236-RA	AH009546-RA
OG0013397	Dm_00006007-RA	AH020075-RA
OG0013400	Dm_00017641-RA	AH013451-RA
OG0013401	Dm_00011362-RA	AH013608-RA
OG0013402	Dm_00010016-RA, Dm_00019458-RA	AH013135-RA
OG0013404	Dm_00019019-RA	AH014865-RA
OG0013407	Dm_00018086-RA, Dm_00017363-RA	AH011723-RA
OG0013412	Dm_00004148-RA, Dm_00004149-RA	AH006741-RA
OG0013413	Dm_00004047-RA	AH007755-RA
OG0013414	Dm_00011893-RA	AH007283-RA
OG0013415	Dm_00002853-RA	AH004655-RA
OG0013418	Dm_00017976-RA	AH004201-RA
OG0013552	Dm_00010760-RA	AH006929-RA
OG0013560	Dm_00008674-RA	AH016354-RA
OG0013564	Dm_00001344-RA	AH000406-RA
OG0013569	Dm_00009551-RA	AH005977-RA, AH005976-RA
OG0013574	Dm_00012834-RA, Dm_00012615-RA	AH021730-RA
OG0013576	Dm_00011147-RA	AH022038-RA, AH022037-RA
OG0013582	Dm_00016118-RA	AH017671-RA
OG0013584	Dm_00014462-RA	AH019048-RA
OG0013588	Dm_00008156-RA	AH019856-RA
OG0013592	Dm_00000942-RA	AH021907-RA
OG0013594	Dm_00017336-RA	AH008833-RA
OG0013601	Dm_00012501-RA	AH001333-RA
OG0013602	Dm_00017720-RA	AH020013-RA
OG0013603	Dm_00002627-RA, Dm_00012514-RA	AH011213-RA
OG0013611	Dm_00016626-RA	AH008503-RA
OG0013622	Dm_00000130-RA	AH023698-RA
OG0013625	Dm_00004966-RA	AH000731-RA
OG0013633	Dm_00001863-RA	AH010391-RA
OG0013657	Dm_00004573-RA	AH009700-RA
OG0013662	Dm_00002339-RA	AH000606-RA
OG0013663	Dm_00015235-RA	AH014128-RA
OG0013675	Dm_00006041-RA	AH008189-RA
OG0013683	Dm_00018513-RA	AH018036-RA
OG0013704	Dm_00000851-RA	AH007588-RA
OG0013706	Dm_00017438-RA	AH023160-RA
OG0013713	Dm_00002292-RA	AH015278-RA
OG0013716	Dm_00011355-RA	AH023392-RA
OG0013721	Dm_00005277-RA	AH005203-RA
OG0013722	Dm_00016545-RA	AH012913-RA
OG0013728	Dm_00019550-RA	AH017999-RA
OG0013731	Dm_00014855-RA	AH018463-RA
OG0013746	Dm_00009622-RA	AH008615-RA
OG0013753	Dm_00009916-RA	AH005246-RA
OG0013754	Dm_00006915-RA	AH022197-RA
OG0013762	Dm_00001677-RA	AH022367-RA
OG0013780	Dm_00017538-RA	AH011468-RA
OG0013782	Dm_00009474-RA	AH002793-RA
OG0013796	Dm_00012464-RA	AH018053-RA, AH011302-RA
OG0013801	Dm_00005716-RA	AH021698-RA
OG0013803	Dm_00021030-RA	AH022540-RA, AH016467-RA, AH022414-RA
OG0013805	Dm_00005552-RA	AH022050-RA
OG0013812	Dm_00018604-RA	AH022940-RA
OG0013813	Dm_00017603-RA, Dm_00018543-RA	AH022918-RA
OG0013815	Dm_00015707-RA	AH021361-RA
OG0013816	Dm_00021019-RA	AH021265-RA
OG0013817	Dm_00019961-RA	AH008806-RA, AH007446-RA, AH003817-RA, AH016363-RA
OG0013820	Dm_00016091-RA	AH015905-RA
OG0013825	Dm_00002459-RA, Dm_00002840-RA, Dm_00001774-RA, Dm_00015974-RA	AH011098-RA, AH011097-RA
OG0013826	Dm_00000522-RA	AH007731-RA, AH010779-RA
OG0013827	Dm_00002117-RA	AH007515-RA, AH010555-RA
OG0013828	Dm_00008825-RA	AH010532-RA
OG0013833	Dm_00013104-RA	AH009282-RA
OG0013834	Dm_00014599-RA	AH008651-RA
OG0013837	Dm_00002914-RA, Dm_00019115-RA	AH019998-RA
OG0013840	Dm_00005558-RA	AH014602-RA
OG0013844	Dm_00016335-RA	AH004648-RA, AH004698-RA
OG0013845	Dm_00003339-RA	AH005669-RA, AH005670-RA, AH003660-RA
OG0013850	Dm_00000895-RA	AH011386-RA
