Orthogroup	A_thaliana.proteins	L_sativa.proteins
OG0007905	AT1G73470.1, AT1G73470.3, AT1G73470.2	Lsat_1_v5_gn_2_15080.2, Lsat_1_v5_gn_2_15080.1, Lsat_1_v5_gn_2_15080.4, Lsat_1_v5_gn_2_15080.3, Lsat_1_v5_gn_9_124440.1
OG0007906	AT5G60590.1, AT5G60590.3, AT5G60590.2	Lsat_1_v5_gn_1_65361.5, Lsat_1_v5_gn_1_65361.1, Lsat_1_v5_gn_5_178620.2, Lsat_1_v5_gn_5_178620.1
OG0007907	AT5G23420.1, AT5G23420.2	Lsat_1_v5_gn_3_33921.1, Lsat_1_v5_gn_3_33921.3
OG0007908	AT5G16420.1, AT5G16420.3, AT5G16420.4, AT5G16420.2	Lsat_1_v5_gn_7_4680.1, Lsat_1_v5_gn_7_4680.2
OG0007909	AT5G40160.1, AT5G40160.2	Lsat_1_v5_gn_6_110601.1, Lsat_1_v5_gn_4_181880.1, Lsat_1_v5_gn_4_181880.2
OG0007910	AT2G03330.1, AT3G11810.1	Lsat_1_v5_gn_4_10361.1, Lsat_1_v5_gn_3_51801.1, Lsat_1_v5_gn_3_51801.3, Lsat_1_v5_gn_8_49220.1, Lsat_1_v5_gn_8_49200.1, Lsat_1_v5_gn_8_49240.1, Lsat_1_v5_gn_8_49260.1
OG0007911	AT5G54860.1	Lsat_1_v5_gn_7_109440.2, Lsat_1_v5_gn_7_109440.1, Lsat_1_v5_gn_1_1820.1
OG0007912	AT5G15410.2, AT5G15410.1	Lsat_1_v5_gn_7_78601.1, Lsat_1_v5_gn_9_119321.2, Lsat_1_v5_gn_9_119321.1
OG0007913	AT1G73960.3, AT1G73960.1, AT1G73960.2	Lsat_1_v5_gn_5_25060.1, Lsat_1_v5_gn_5_25060.2
OG0007914	AT3G47520.1	Lsat_1_v5_gn_9_45660.1, Lsat_1_v5_gn_9_45660.2, Lsat_1_v5_gn_4_108821.1
OG0007915	AT2G18770.2, AT2G18770.1, AT5G05670.2, AT5G05670.1	Lsat_1_v5_gn_6_83720.1, Lsat_1_v5_gn_6_83720.3
OG0007916	AT2G26000.3, AT2G26000.2, AT2G26000.1	Lsat_1_v5_gn_5_7901.3, Lsat_1_v5_gn_5_7901.1
OG0007917	AT5G46720.1	Lsat_1_v5_gn_6_79800.1, Lsat_1_v5_gn_3_17981.1
OG0007918	AT1G66520.2, AT1G66520.1	Lsat_1_v5_gn_4_154881.1
OG0007919	AT1G26180.2, AT1G26180.1	Lsat_1_v5_gn_3_61200.1, Lsat_1_v5_gn_3_61200.2
OG0007920	AT5G39040.2, AT5G39040.1	Lsat_1_v5_gn_4_172260.2, Lsat_1_v5_gn_4_172260.1
OG0007921	AT5G47010.1	Lsat_1_v5_gn_6_89421.1, Lsat_1_v5_gn_6_68181.1
OG0007922	AT1G67170.2, AT1G67170.1	Lsat_1_v5_gn_2_86420.2, Lsat_1_v5_gn_2_86420.1
OG0007923	AT3G45880.2, AT3G45880.1	Lsat_1_v5_gn_6_15181.1, Lsat_1_v5_gn_6_15181.3
OG0007924	AT1G48790.1	Lsat_1_v5_gn_8_144760.1, Lsat_1_v5_gn_8_144760.2
OG0007926	AT3G18165.1	Lsat_1_v5_gn_3_114081.1, Lsat_1_v5_gn_3_114081.2
OG0007927	AT3G20580.1, AT4G27110.1	Lsat_1_v5_gn_7_109521.4, Lsat_1_v5_gn_7_109521.1
OG0007929	AT3G53170.2, AT3G53170.1, AT3G53170.3, AT3G53170.4	Lsat_1_v5_gn_4_115801.1
OG0007932	AT5G23910.1, AT5G23910.2	Lsat_1_v5_gn_2_132740.3, Lsat_1_v5_gn_2_132740.2, Lsat_1_v5_gn_2_132740.1
OG0007933	AT2G40935.2, AT2G40935.4, AT2G40935.7, AT2G40935.3, AT2G40935.6, AT2G40935.5, AT2G40935.8, AT2G40935.1, AT2G40935.9	Lsat_1_v5_gn_9_32301.1
OG0007934	AT1G60440.3, AT1G60440.1, AT1G60440.2	Lsat_1_v5_gn_8_153841.1, Lsat_1_v5_gn_8_153841.2, Lsat_1_v5_gn_8_153841.3
OG0007935	AT5G53660.1	Lsat_1_v5_gn_2_135541.2, Lsat_1_v5_gn_2_135541.1
OG0007936	AT4G19580.1, AT5G37380.2, AT5G37380.4, AT5G37380.8, AT5G37380.1, AT5G37380.6, AT5G37380.5, AT5G37380.3, AT5G37380.7, AT5G37380.9	Lsat_1_v5_gn_9_58021.2, Lsat_1_v5_gn_9_58021.3, Lsat_1_v5_gn_9_58021.1
OG0007938	AT5G36670.4, AT5G36670.5, AT5G36670.1, AT5G36740.4, AT5G36670.3, AT5G36740.1, AT5G36740.5, AT5G36740.2, AT5G36670.2, AT5G36740.3	Lsat_1_v5_gn_8_56580.1, Lsat_1_v5_gn_8_56580.3
OG0007939	AT3G16380.1	Lsat_1_v5_gn_4_96620.1, Lsat_1_v5_gn_1_36661.1, Lsat_1_v5_gn_1_36661.3
OG0007941	AT2G27060.3, AT2G27060.1, AT2G27060.2	Lsat_1_v5_gn_2_35801.1
OG0007943	AT2G45830.2, AT2G45830.6, AT2G45830.5, AT2G45830.3, AT2G45830.1, AT2G45830.4, AT3G61270.2, AT3G61270.1	Lsat_1_v5_gn_4_36440.1, Lsat_1_v5_gn_4_36440.3
OG0007945	AT4G29420.1	Lsat_1_v5_gn_7_38001.1, Lsat_1_v5_gn_7_37981.3, Lsat_1_v5_gn_7_37981.1, Lsat_1_v5_gn_7_38780.3, Lsat_1_v5_gn_7_38780.1, Lsat_1_v5_gn_6_86961.1, Lsat_1_v5_gn_5_180321.7, Lsat_1_v5_gn_7_38001.2, Lsat_1_v5_gn_7_39080.1, Lsat_1_v5_gn_7_38181.1, Lsat_1_v5_gn_7_38261.1, Lsat_1_v5_gn_7_38020.2, Lsat_1_v5_gn_7_38040.2, Lsat_1_v5_gn_7_38020.1, Lsat_1_v5_gn_7_38040.1, Lsat_1_v5_gn_7_38281.1, Lsat_1_v5_gn_7_38281.3, Lsat_1_v5_gn_7_39041.3, Lsat_1_v5_gn_7_39041.1
OG0007977	AT4G18370.1, AT4G18370.2, AT4G18370.3	Lsat_1_v5_gn_7_27640.1
OG0007978	AT2G18030.2, AT2G18030.1	Lsat_1_v5_gn_4_146761.3, Lsat_1_v5_gn_4_146761.1
OG0007979	AT3G54850.1	Lsat_1_v5_gn_9_70121.1, Lsat_1_v5_gn_2_112960.3, Lsat_1_v5_gn_2_112960.1, Lsat_1_v5_gn_2_112960.2
OG0007980	AT5G13630.1, AT5G13630.2	Lsat_1_v5_gn_9_29020.1, Lsat_1_v5_gn_9_29121.3, Lsat_1_v5_gn_9_29121.1
OG0007982	AT5G03900.1, AT5G03900.2	Lsat_1_v5_gn_5_164821.1
OG0007983	AT5G16740.1	Lsat_1_v5_gn_6_57140.1, Lsat_1_v5_gn_6_57140.3, Lsat_1_v5_gn_6_57060.1
OG0007984	AT1G49510.3, AT1G49510.1, AT1G49510.2	Lsat_1_v5_gn_5_117740.1, Lsat_1_v5_gn_5_117740.2
OG0007985	ATMG00030.1	Lsat_1_v5_gn_4_65960.1, Lsat_1_v5_gn_3_92260.1, Lsat_1_v5_gn_0_34941.1, Lsat_1_v5_gn_7_101141.1, Lsat_1_v5_gn_5_16381.1, Lsat_1_v5_gn_7_25421.1, Lsat_1_v5_gn_9_5080.1
OG0007987	AT4G11060.1	Lsat_1_v5_gn_9_123961.3
OG0007988	AT2G41660.1	Lsat_1_v5_gn_8_81521.1, Lsat_1_v5_gn_9_31241.1, Lsat_1_v5_gn_9_30801.3, Lsat_1_v5_gn_9_30801.1, Lsat_1_v5_gn_9_30821.2, Lsat_1_v5_gn_9_30821.1
OG0007989	AT5G18540.2, AT5G18540.1, AT5G18540.3, AT5G18540.4	Lsat_1_v5_gn_3_24181.3, Lsat_1_v5_gn_3_24181.2, Lsat_1_v5_gn_3_24181.1
OG0007990	AT4G10360.3, AT4G10360.1, AT4G10360.2	Lsat_1_v5_gn_5_176820.3, Lsat_1_v5_gn_5_176820.1, Lsat_1_v5_gn_9_15521.1, Lsat_1_v5_gn_9_15521.3
OG0007991	AT1G56423.1, AT1G56423.2	Lsat_1_v5_gn_5_104100.1, Lsat_1_v5_gn_9_122281.3, Lsat_1_v5_gn_9_122281.1
OG0007992	AT3G13940.1	Lsat_1_v5_gn_5_135221.1, Lsat_1_v5_gn_5_135221.3
OG0007993	AT3G24800.1	Lsat_1_v5_gn_5_179340.1, Lsat_1_v5_gn_5_179340.3, Lsat_1_v5_gn_1_72781.1, Lsat_1_v5_gn_1_72781.2, Lsat_1_v5_gn_5_62760.1
OG0007994	AT5G43850.1	Lsat_1_v5_gn_5_103240.3, Lsat_1_v5_gn_5_103240.1, Lsat_1_v5_gn_5_103240.2
OG0007995	AT3G12300.1	Lsat_1_v5_gn_1_117041.2, Lsat_1_v5_gn_1_117041.3, Lsat_1_v5_gn_1_117041.1
OG0007996	AT4G02980.1	Lsat_1_v5_gn_5_187740.1
OG0007998	AT4G16144.1	Lsat_1_v5_gn_1_44040.1, Lsat_1_v5_gn_1_44040.3
OG0007999	AT3G51240.1, AT3G51240.2	Lsat_1_v5_gn_3_74560.1, Lsat_1_v5_gn_3_74560.2
OG0008000	AT3G59490.4, AT3G59490.1, AT3G59490.3, AT3G59490.2	Lsat_1_v5_gn_1_77900.1
OG0008001	AT4G10130.5, AT4G10130.4, AT4G10130.3, AT4G10130.2, AT4G10130.1	Lsat_1_v5_gn_1_20241.1, Lsat_1_v5_gn_1_20241.4
OG0008002	AT4G02930.1	Lsat_1_v5_gn_5_187560.1, Lsat_1_v5_gn_5_187560.3
OG0008003	AT5G13030.1	Lsat_1_v5_gn_1_68000.2, Lsat_1_v5_gn_1_68000.1, Lsat_1_v5_gn_6_49801.2, Lsat_1_v5_gn_6_49801.4, Lsat_1_v5_gn_6_49801.1
OG0008004	AT3G22880.1, AT3G22880.2	Lsat_1_v5_gn_7_66001.3, Lsat_1_v5_gn_7_66001.1, Lsat_1_v5_gn_7_66001.2
OG0008005	AT5G63220.2, AT5G63220.1, AT5G63220.3	Lsat_1_v5_gn_2_110160.1, Lsat_1_v5_gn_2_110160.2, Lsat_1_v5_gn_2_110160.3
OG0008006	AT1G02660.1	Lsat_1_v5_gn_8_165301.1
OG0008007	AT5G03450.1	Lsat_1_v5_gn_2_30721.1, Lsat_1_v5_gn_2_30721.3
OG0008008	AT3G57420.1, AT2G41770.1	Lsat_1_v5_gn_9_29041.3, Lsat_1_v5_gn_9_29041.1, Lsat_1_v5_gn_5_161461.1
OG0008009	AT5G20660.1	Lsat_1_v5_gn_8_20140.1, Lsat_1_v5_gn_5_112181.1, Lsat_1_v5_gn_8_20140.2
OG0008010	AT4G39840.1	Lsat_1_v5_gn_4_142741.1, Lsat_1_v5_gn_5_43821.3, Lsat_1_v5_gn_5_43821.1
OG0008011	AT3G62240.1	Lsat_1_v5_gn_9_6521.5
OG0008012	AT1G51405.1, AT1G51405.2	Lsat_1_v5_gn_6_25301.1, Lsat_1_v5_gn_6_25301.3
OG0008013	AT5G19790.1	Lsat_1_v5_gn_6_52740.1
OG0008014	AT4G14580.1, AT3G23000.1	Lsat_1_v5_gn_5_67961.1, Lsat_1_v5_gn_5_67961.3, Lsat_1_v5_gn_3_124841.1
OG0008015	AT4G14910.3, AT4G14910.2, AT4G14910.1, AT3G22425.2, AT3G22425.1	Lsat_1_v5_gn_2_31480.1, Lsat_1_v5_gn_2_31480.3
OG0008016	AT2G31740.1, AT2G31740.2	Lsat_1_v5_gn_2_46500.1
OG0008018	AT3G47390.2	Lsat_1_v5_gn_3_24661.1
OG0008019	AT5G22390.1	Lsat_1_v5_gn_1_59220.1, Lsat_1_v5_gn_6_38921.3, Lsat_1_v5_gn_2_59400.1
OG0008021	AT1G65410.1	Lsat_1_v5_gn_3_109720.1, Lsat_1_v5_gn_3_109720.3
OG0008022	AT4G13720.1, AT4G13720.2	Lsat_1_v5_gn_0_4860.2, Lsat_1_v5_gn_0_4860.3, Lsat_1_v5_gn_0_4860.1
OG0008023	AT4G02120.1, AT4G02120.2, AT4G02120.3	Lsat_1_v5_gn_3_140860.1, Lsat_1_v5_gn_3_140860.3, Lsat_1_v5_gn_3_140860.2
OG0008024	AT2G25920.1	Lsat_1_v5_gn_8_166381.2
OG0008025	AT1G54650.3, AT1G54650.2, AT1G54650.1	Lsat_1_v5_gn_2_107680.1, Lsat_1_v5_gn_2_107680.2
OG0008026	AT5G26749.1, AT5G26749.2	Lsat_1_v5_gn_2_17440.1, Lsat_1_v5_gn_2_17440.3
OG0008027	AT3G27100.1	Lsat_1_v5_gn_8_147620.1, Lsat_1_v5_gn_8_147620.3, Lsat_1_v5_gn_8_147620.2
OG0008029	AT3G06790.1, AT3G06790.2	Lsat_1_v5_gn_6_78141.1
OG0008030	AT1G08280.1	Lsat_1_v5_gn_6_40461.1, Lsat_1_v5_gn_1_61681.1
OG0008031	AT2G33280.3, AT2G33280.2, AT2G33280.1, AT1G04570.2, AT1G04570.1	Lsat_1_v5_gn_1_76041.3, Lsat_1_v5_gn_1_76041.1
OG0008032	AT1G55370.1, AT1G55370.2	Lsat_1_v5_gn_6_36901.1
OG0008033	AT5G01620.2, AT5G01620.1, AT5G01620.3	Lsat_1_v5_gn_8_103380.1
OG0008034	AT1G48100.1	Lsat_1_v5_gn_1_40460.2, Lsat_1_v5_gn_1_40460.1, Lsat_1_v5_gn_1_40420.1
OG0008035	AT1G65290.1	Lsat_1_v5_gn_0_14661.1
OG0008036	AT1G09700.1, AT1G09700.2	Lsat_1_v5_gn_1_1860.1, Lsat_1_v5_gn_1_1860.3
OG0008037	AT3G12760.1	Lsat_1_v5_gn_7_110801.2, Lsat_1_v5_gn_7_110801.1, Lsat_1_v5_gn_7_110801.3
OG0008038	AT3G59410.5, AT3G59410.1, AT3G59410.3, AT3G59410.2, AT3G59410.4	Lsat_1_v5_gn_3_115420.3, Lsat_1_v5_gn_3_115420.1, Lsat_1_v5_gn_3_115420.2
OG0008039	AT1G73320.2, AT1G73320.1	Lsat_1_v5_gn_3_109781.1
OG0008040	AT4G19460.1	Lsat_1_v5_gn_6_17480.1, Lsat_1_v5_gn_6_17480.3
OG0008041	AT3G24050.1	Lsat_1_v5_gn_2_42120.1, Lsat_1_v5_gn_6_62960.1, Lsat_1_v5_gn_6_62960.2
OG0008042	AT3G51510.1	Lsat_1_v5_gn_3_68340.1
OG0008044	AT5G64270.1	Lsat_1_v5_gn_6_59920.2, Lsat_1_v5_gn_6_59920.1
OG0008045	AT3G04710.2, AT3G04710.3, AT3G04710.1	Lsat_1_v5_gn_2_64421.1, Lsat_1_v5_gn_2_64421.2
OG0008046	AT5G64650.1, AT5G09770.1	Lsat_1_v5_gn_3_37780.1
OG0008047	AT3G52390.1, AT3G52390.2	Lsat_1_v5_gn_6_33480.1, Lsat_1_v5_gn_6_33480.3
OG0008048	AT1G65320.1	Lsat_1_v5_gn_8_2121.1
OG0008049	AT1G28760.1	Lsat_1_v5_gn_1_55260.1, Lsat_1_v5_gn_1_55260.2, Lsat_1_v5_gn_2_103620.3, Lsat_1_v5_gn_2_103620.1
OG0008050	AT2G26970.1, AT2G26970.2	Lsat_1_v5_gn_9_15660.1, Lsat_1_v5_gn_5_176000.1
OG0008051	AT5G03460.1	Lsat_1_v5_gn_2_30820.1, Lsat_1_v5_gn_2_30820.2, Lsat_1_v5_gn_2_30820.3
OG0008052	AT5G01980.1	Lsat_1_v5_gn_9_39880.1
OG0008053	AT4G01990.1, AT1G02370.1	Lsat_1_v5_gn_9_4760.1, Lsat_1_v5_gn_9_4760.3
OG0008054	AT5G48470.1	Lsat_1_v5_gn_9_16300.1
OG0008055	AT5G17070.2, AT5G17070.1	Lsat_1_v5_gn_3_37940.2, Lsat_1_v5_gn_3_37940.1
OG0008056	AT3G05350.1	Lsat_1_v5_gn_9_86101.2, Lsat_1_v5_gn_9_86101.1
OG0008057	AT3G09720.2, AT3G09720.1	Lsat_1_v5_gn_1_54021.1, Lsat_1_v5_gn_1_54021.2
OG0008058	AT1G59540.1, AT1G59540.2	Lsat_1_v5_gn_6_108441.1
OG0008059	AT1G50480.1	Lsat_1_v5_gn_2_101421.1, Lsat_1_v5_gn_1_68420.1
OG0008060	AT3G54300.2, AT3G54300.3, AT3G54300.1	Lsat_1_v5_gn_2_104220.1
OG0008061	AT3G17030.1	Lsat_1_v5_gn_6_116281.1, Lsat_1_v5_gn_6_116281.3
OG0008062	AT4G02715.1, AT4G02715.2	Lsat_1_v5_gn_8_56660.1
OG0008063	AT5G58005.1, AT5G58005.2	Lsat_1_v5_gn_5_91501.1
OG0008064	AT5G63950.1, AT5G63950.2	Lsat_1_v5_gn_3_126201.3, Lsat_1_v5_gn_3_126201.1, Lsat_1_v5_gn_3_126201.4
OG0008066	AT1G71691.2, AT1G71691.3, AT1G71691.1	Lsat_1_v5_gn_6_112600.1, Lsat_1_v5_gn_4_135401.1, Lsat_1_v5_gn_4_135401.3
OG0008067	AT5G49880.1	Lsat_1_v5_gn_5_104280.1, Lsat_1_v5_gn_5_104280.2
OG0008068	AT5G42680.1, AT5G42680.2	Lsat_1_v5_gn_1_20080.2, Lsat_1_v5_gn_1_20080.1, Lsat_1_v5_gn_5_57660.1
OG0008069	AT5G67140.1	Lsat_1_v5_gn_4_164980.1
OG0008071	AT1G19360.2, AT1G19360.1, AT1G75110.1	Lsat_1_v5_gn_5_29281.1
OG0008072	AT5G10540.1, AT5G65620.1, AT5G65620.2	Lsat_1_v5_gn_2_82261.3, Lsat_1_v5_gn_2_82261.1
OG0008073	AT1G49570.1	Lsat_1_v5_gn_7_87720.1, Lsat_1_v5_gn_7_87720.3, Lsat_1_v5_gn_7_87720.2
OG0008074	AT1G56020.1, AT3G12970.1	Lsat_1_v5_gn_7_72140.1
OG0008075	AT4G09040.2, AT4G09040.1	Lsat_1_v5_gn_6_104200.2, Lsat_1_v5_gn_6_104200.1
OG0008076	AT4G28100.1	Lsat_1_v5_gn_3_40860.1, Lsat_1_v5_gn_3_40860.2, Lsat_1_v5_gn_4_68780.1
OG0008077	AT2G15570.2, AT2G15570.1	Lsat_1_v5_gn_7_86840.1
OG0008078	AT2G22230.1, AT5G10160.1	Lsat_1_v5_gn_9_117420.1
OG0008079	AT1G34630.4, AT1G34630.3, AT1G34630.5, AT1G34630.2, AT1G34630.1	Lsat_1_v5_gn_6_103020.1
OG0008080	AT1G16690.1, AT1G79020.1	Lsat_1_v5_gn_3_52161.1, Lsat_1_v5_gn_3_52161.3
OG0008082	AT4G06599.1	Lsat_1_v5_gn_5_105901.3, Lsat_1_v5_gn_5_105901.1
OG0008083	AT5G49710.3, AT5G49710.1	Lsat_1_v5_gn_1_1800.1
OG0008084	AT2G18260.1, AT2G18260.2	Lsat_1_v5_gn_3_76040.2, Lsat_1_v5_gn_3_76040.1, Lsat_1_v5_gn_3_76040.3
OG0008085	AT5G65030.1, AT5G10210.1	Lsat_1_v5_gn_5_43320.1, Lsat_1_v5_gn_5_43280.1, Lsat_1_v5_gn_5_43240.1, Lsat_1_v5_gn_5_43140.1, Lsat_1_v5_gn_5_43380.1, Lsat_1_v5_gn_5_43760.1
OG0008086	AT1G72030.1	Lsat_1_v5_gn_0_7900.1, Lsat_1_v5_gn_0_7900.3
OG0008087	AT5G01075.1	Lsat_1_v5_gn_4_130821.1, Lsat_1_v5_gn_6_112441.1, Lsat_1_v5_gn_6_112441.2
OG0008088	AT4G07990.1, AT4G07990.2, AT4G07990.3	Lsat_1_v5_gn_9_79341.1
OG0008089	AT5G65830.1, AT3G49750.1, AT3G49750.2	Lsat_1_v5_gn_2_80060.1, Lsat_1_v5_gn_2_80060.3, Lsat_1_v5_gn_4_158441.1, Lsat_1_v5_gn_3_85800.1
OG0008090	AT3G50845.1	Lsat_1_v5_gn_2_76261.1
OG0008091	AT4G40020.1	Lsat_1_v5_gn_2_66121.3, Lsat_1_v5_gn_2_66121.1, Lsat_1_v5_gn_2_66121.2
OG0008092	AT4G40050.1, AT4G40050.2	Lsat_1_v5_gn_5_44161.1, Lsat_1_v5_gn_5_44161.2
OG0008093	AT1G47870.1, AT1G47870.2	Lsat_1_v5_gn_2_8681.3
OG0008094	AT3G58970.1	Lsat_1_v5_gn_7_79220.1, Lsat_1_v5_gn_7_79220.4
OG0008095	AT1G21880.1, AT1G21880.2, AT1G77630.1	Lsat_1_v5_gn_8_41620.1
OG0008096	AT3G06460.1, AT3G06470.1	Lsat_1_v5_gn_5_109420.1
OG0008097	AT5G67590.1	Lsat_1_v5_gn_4_161521.2, Lsat_1_v5_gn_4_161521.1
OG0008098	AT2G26510.1	Lsat_1_v5_gn_4_123061.1, Lsat_1_v5_gn_4_123061.2, Lsat_1_v5_gn_6_114160.3, Lsat_1_v5_gn_6_114160.1
OG0008099	AT3G29170.2, AT3G29170.1	Lsat_1_v5_gn_2_89360.1, Lsat_1_v5_gn_3_99860.3, Lsat_1_v5_gn_3_99860.1
OG0008100	AT1G73110.2, AT1G73110.1	Lsat_1_v5_gn_5_9161.3, Lsat_1_v5_gn_5_9161.2, Lsat_1_v5_gn_5_9161.1
OG0008101	AT4G36750.1	Lsat_1_v5_gn_5_173401.2, Lsat_1_v5_gn_5_173401.1, Lsat_1_v5_gn_3_78681.1
OG0008102	AT4G35190.2, AT4G35190.1	Lsat_1_v5_gn_8_121900.1, Lsat_1_v5_gn_8_121900.3
OG0008103	AT5G65205.1, AT5G10050.1	Lsat_1_v5_gn_2_67700.1, Lsat_1_v5_gn_2_67700.3, Lsat_1_v5_gn_2_67720.1
OG0008105	AT4G33330.5, AT4G33330.2, AT4G33330.3, AT4G33330.4, AT4G33330.1	Lsat_1_v5_gn_6_112121.1
OG0008107	AT1G76580.3, AT1G76580.2, AT1G76580.1, AT1G20980.1	Lsat_1_v5_gn_9_48121.4, Lsat_1_v5_gn_9_48121.1, Lsat_1_v5_gn_9_48121.3
OG0008108	AT4G08960.1	Lsat_1_v5_gn_4_64561.3, Lsat_1_v5_gn_4_64561.1, Lsat_1_v5_gn_4_64561.2
OG0008109	AT1G76400.1, AT1G76400.2	Lsat_1_v5_gn_9_41821.2, Lsat_1_v5_gn_9_41821.1
OG0008110	AT5G02860.2, AT5G02860.1, AT5G02860.3, AT5G02860.4, AT5G02860.5	Lsat_1_v5_gn_5_80001.1
OG0008111	AT4G09140.2, AT4G09140.1	Lsat_1_v5_gn_1_31200.1, Lsat_1_v5_gn_1_31200.3
OG0008112	AT5G42900.1, AT5G42900.2, AT5G42900.3	Lsat_1_v5_gn_4_125741.2, Lsat_1_v5_gn_4_125741.1
OG0008114	AT2G26240.1, AT3G43520.1	Lsat_1_v5_gn_1_2721.3
OG0008115	AT5G63810.1	Lsat_1_v5_gn_3_126140.2, Lsat_1_v5_gn_3_126140.3, Lsat_1_v5_gn_3_126140.1
OG0008116	AT1G71450.1	Lsat_1_v5_gn_6_13161.1, Lsat_1_v5_gn_6_13181.1, Lsat_1_v5_gn_3_24201.1
OG0008117	AT3G20740.1	Lsat_1_v5_gn_7_108381.1
OG0008118	AT5G64390.1, AT5G64390.2, AT5G64390.3	Lsat_1_v5_gn_5_110160.1
OG0008119	AT1G78190.1, AT1G22270.1	Lsat_1_v5_gn_2_108521.1, Lsat_1_v5_gn_2_108521.3, Lsat_1_v5_gn_4_16040.1
OG0008120	AT4G35730.1	Lsat_1_v5_gn_2_74980.1, Lsat_1_v5_gn_2_74980.2
OG0008121	AT4G36660.1, AT5G65650.1	Lsat_1_v5_gn_2_76660.1
OG0008122	AT2G21170.2, AT2G21170.3, AT2G21170.1	Lsat_1_v5_gn_8_125881.1
OG0008123	AT5G09920.1	Lsat_1_v5_gn_2_67161.1, Lsat_1_v5_gn_2_67161.3
OG0008124	AT2G14050.2, AT2G14050.1	Lsat_1_v5_gn_9_116821.3, Lsat_1_v5_gn_9_116821.4, Lsat_1_v5_gn_9_116821.1
OG0008125	AT4G37480.1	Lsat_1_v5_gn_3_88261.1, Lsat_1_v5_gn_3_88261.3
OG0008126	AT5G64920.1	Lsat_1_v5_gn_0_1340.1, Lsat_1_v5_gn_0_1340.3
OG0008127	AT1G45150.1	Lsat_1_v5_gn_1_17900.1, Lsat_1_v5_gn_1_17900.3
OG0008128	AT2G44270.1, AT1G76170.5, AT1G76170.4, AT1G76170.3, AT1G76170.2, AT1G76170.6, AT1G76170.7, AT1G76170.1	Lsat_1_v5_gn_3_7661.1, Lsat_1_v5_gn_3_7661.3
OG0008129	AT2G26500.3, AT2G26500.1, AT2G26500.2	Lsat_1_v5_gn_7_88020.1
OG0008130	AT3G50860.2, AT3G50860.1	Lsat_1_v5_gn_7_89260.1, Lsat_1_v5_gn_7_89260.2, Lsat_1_v5_gn_3_76381.1, Lsat_1_v5_gn_3_76381.2
OG0008131	AT5G66680.1	Lsat_1_v5_gn_4_144441.1, Lsat_1_v5_gn_4_144441.2
OG0008132	AT2G25570.2, AT2G25570.1, AT2G25570.3	Lsat_1_v5_gn_2_95580.1
OG0008133	AT4G38360.2, AT4G38360.1	Lsat_1_v5_gn_3_39640.1, Lsat_1_v5_gn_4_69600.1
OG0008134	AT1G21870.1, AT1G77610.1	Lsat_1_v5_gn_6_109681.1
OG0008135	AT2G33040.1	Lsat_1_v5_gn_8_121700.1
OG0008136	AT1G27600.1, AT1G27600.2	Lsat_1_v5_gn_6_106600.1
OG0008137	AT1G22600.1, AT1G72100.1	Lsat_1_v5_gn_7_21041.3, Lsat_1_v5_gn_7_21041.1
OG0008138	AT1G75590.1, AT5G10990.1, AT1G19840.1	Lsat_1_v5_gn_8_30300.1
OG0008139	AT5G10310.2, AT5G10310.1	Lsat_1_v5_gn_5_34461.3, Lsat_1_v5_gn_5_34461.1
OG0008140	AT1G78910.1, AT1G78910.2	Lsat_1_v5_gn_9_71340.2
OG0008141	AT2G18450.1, AT5G66760.1	Lsat_1_v5_gn_4_150721.1
OG0008142	AT1G77500.1, AT1G21740.1	Lsat_1_v5_gn_5_101441.3, Lsat_1_v5_gn_5_101441.1
OG0008143	AT1G63610.3, AT1G63610.2, AT1G63610.1	Lsat_1_v5_gn_2_6520.2, Lsat_1_v5_gn_2_6520.1
OG0008144	AT4G08150.1	Lsat_1_v5_gn_6_108340.1
OG0008145	AT4G27640.1	Lsat_1_v5_gn_9_118641.1, Lsat_1_v5_gn_9_118641.3, Lsat_1_v5_gn_7_78561.2
OG0008146	AT3G19280.1, AT1G49710.1	Lsat_1_v5_gn_7_86701.1
OG0008147	AT3G12090.1	Lsat_1_v5_gn_8_19961.3, Lsat_1_v5_gn_8_19961.1, Lsat_1_v5_gn_2_113641.1, Lsat_1_v5_gn_2_113641.2
OG0008148	AT5G60160.1	Lsat_1_v5_gn_1_29301.1, Lsat_1_v5_gn_1_29301.2
OG0008149	AT4G04910.1	Lsat_1_v5_gn_7_105121.4, Lsat_1_v5_gn_7_105121.2
OG0008150	AT1G62400.1	Lsat_1_v5_gn_7_13361.1, Lsat_1_v5_gn_7_13361.3
OG0008151	AT5G36790.1, AT5G36700.1, AT5G36700.4, AT5G36790.2, AT5G36790.3, AT5G36700.2, AT5G36700.3	Lsat_1_v5_gn_0_14580.1
OG0008153	AT2G34340.1, AT1G29640.1, AT4G18980.1, AT5G45630.1	Lsat_1_v5_gn_7_26360.1, Lsat_1_v5_gn_2_104081.1, Lsat_1_v5_gn_4_47780.3, Lsat_1_v5_gn_4_47780.1
OG0008154	AT1G30000.2, AT1G30000.1	Lsat_1_v5_gn_7_27241.1
OG0008155	AT3G58750.1, AT2G42790.1	Lsat_1_v5_gn_8_31881.1
OG0008156	AT5G45720.2, AT5G45720.1, AT4G18820.1	Lsat_1_v5_gn_4_48381.3, Lsat_1_v5_gn_4_48381.1
