Orthogroup	A_thaliana.proteins	V_vinifera.proteins
OG0008000	AT3G59490.4, AT3G59490.1, AT3G59490.3, AT3G59490.2	VIT_205s0102g00720.2, VIT_205s0102g00720.1
OG0008001	AT4G10130.5, AT4G10130.4, AT4G10130.3, AT4G10130.2, AT4G10130.1	VIT_205s0020g04120.1
OG0008002	AT4G02930.1	VIT_207s0104g00600.1
OG0008003	AT5G13030.1	VIT_206s0004g01360.1, VIT_206s0004g01360.2, VIT_206s0004g01360.3
OG0008004	AT3G22880.1, AT3G22880.2	VIT_205s0020g04170.3, VIT_205s0020g04170.2, VIT_205s0020g04170.1
OG0008005	AT5G63220.2, AT5G63220.1, AT5G63220.3	VIT_213s0019g03670.1
OG0008006	AT1G02660.1	VIT_207s0005g01240.1, VIT_207s0005g01240.2
OG0008007	AT5G03450.1	VIT_208s0007g04920.2, VIT_208s0007g04920.3, VIT_208s0007g04920.1
OG0008008	AT3G57420.1, AT2G41770.1	VIT_208s0007g08530.1, VIT_213s0064g00380.1
OG0008009	AT5G20660.1	VIT_213s0019g04350.1
OG0008010	AT4G39840.1	VIT_200s0304g00010.1
OG0008011	AT3G62240.1	VIT_207s0005g02190.1, VIT_207s0005g02190.3, VIT_207s0005g02190.4, VIT_207s0005g02190.2
OG0008012	AT1G51405.1, AT1G51405.2	VIT_206s0004g02360.2, VIT_206s0004g02360.1
OG0008013	AT5G19790.1	VIT_206s0004g00490.1
OG0008014	AT4G14580.1, AT3G23000.1	VIT_205s0020g04570.1
OG0008015	AT4G14910.3, AT4G14910.2, AT4G14910.1, AT3G22425.2, AT3G22425.1	VIT_205s0020g03430.1, VIT_205s0020g03430.3, VIT_205s0020g03430.2
OG0008016	AT2G31740.1, AT2G31740.2	VIT_205s0029g00730.1, VIT_205s0029g00700.1, VIT_205s0029g00720.1
OG0008017	AT3G10020.2, AT3G10020.1	VIT_208s0007g04000.1
OG0008018	AT3G47390.2	VIT_204s0023g00680.1
OG0008020	AT4G02250.1, AT1G55770.1	VIT_214s0060g01945.1
OG0008021	AT1G65410.1	VIT_204s0043g00950.1, VIT_204s0023g00290.2, VIT_204s0023g00290.1
OG0008022	AT4G13720.1, AT4G13720.2	VIT_205s0051g00580.1
OG0008023	AT4G02120.1, AT4G02120.2, AT4G02120.3	VIT_207s0005g01150.2, VIT_207s0005g01150.1
OG0008024	AT2G25920.1	VIT_207s0005g01190.1, VIT_207s0005g01190.2
OG0008025	AT1G54650.3, AT1G54650.2, AT1G54650.1	VIT_214s0081g00650.1, VIT_214s0081g00650.2
OG0008026	AT5G26749.1, AT5G26749.2	VIT_214s0060g00610.1, VIT_214s0060g00610.4, VIT_214s0060g00610.2, VIT_214s0060g00610.3, VIT_214s0060g00610.5
OG0008027	AT3G27100.1	VIT_214s0068g02060.1
OG0008028	AT5G48960.1	VIT_205s0020g00880.1, VIT_205s0020g00880.2
OG0008029	AT3G06790.1, AT3G06790.2	VIT_205s0077g01880.1
OG0008030	AT1G08280.1	VIT_206s0080g00250.1
OG0008031	AT2G33280.3, AT2G33280.2, AT2G33280.1, AT1G04570.2, AT1G04570.1	VIT_205s0049g02310.1, VIT_205s0049g02310.2
OG0008032	AT1G55370.1, AT1G55370.2	VIT_208s0007g07480.1
OG0008033	AT5G01620.2, AT5G01620.1, AT5G01620.3	VIT_208s0058g00490.3, VIT_208s0058g00490.2, VIT_208s0058g00490.1
OG0008034	AT1G48100.1	VIT_205s0020g00420.1
OG0008035	AT1G65290.1	VIT_204s0023g00840.1
OG0008036	AT1G09700.1, AT1G09700.2	VIT_218s0001g07670.1
OG0008037	AT3G12760.1	VIT_219s0085g00630.1, VIT_219s0085g00630.2
OG0008038	AT3G59410.5, AT3G59410.1, AT3G59410.3, AT3G59410.2, AT3G59410.4	VIT_205s0102g00350.1, VIT_205s0102g00360.1
OG0008039	AT1G73320.2, AT1G73320.1	VIT_216s0039g00310.1, VIT_216s0039g00310.5, VIT_201s0127g00883.1, VIT_216s0039g00310.3, VIT_216s0039g00310.2, VIT_216s0039g00310.4
OG0008040	AT4G19460.1	VIT_202s0087g00330.1, VIT_202s0087g00280.1, VIT_202s0087g00320.1
OG0008041	AT3G24050.1	VIT_205s0051g00450.1
OG0008042	AT3G51510.1	VIT_204s0044g00320.2, VIT_204s0044g00320.1, VIT_204s0044g00320.4, VIT_204s0044g00320.3, VIT_204s0044g00320.6, VIT_204s0044g00320.5
OG0008044	AT5G64270.1	VIT_208s0040g00270.1
OG0008045	AT3G04710.2, AT3G04710.3, AT3G04710.1	VIT_214s0081g00150.1
OG0008046	AT5G64650.1, AT5G09770.1	VIT_204s0044g00980.1, VIT_204s0044g00980.3, VIT_204s0044g00980.2
OG0008047	AT3G52390.1, AT3G52390.2	VIT_208s0032g01170.4, VIT_208s0032g01170.5, VIT_208s0032g01170.6, VIT_208s0032g01170.3, VIT_208s0032g01170.1, VIT_208s0032g01170.2, VIT_208s0032g01170.7
OG0008048	AT1G65320.1	VIT_204s0023g00310.4, VIT_204s0023g00310.1, VIT_204s0023g00310.5, VIT_204s0023g00310.3, VIT_204s0023g00310.2
OG0008049	AT1G28760.1	VIT_208s0040g00620.2, VIT_208s0040g00620.1
OG0008050	AT2G26970.1, AT2G26970.2	VIT_206s0009g01890.2, VIT_206s0009g01890.4, VIT_206s0009g01890.3, VIT_206s0009g01890.1
OG0008051	AT5G03460.1	VIT_208s0007g04900.3, VIT_208s0007g04900.1, VIT_208s0007g04900.2
OG0008052	AT5G01980.1	VIT_208s0056g00320.2, VIT_208s0056g00320.6, VIT_208s0056g00320.4, VIT_208s0056g00320.1, VIT_208s0056g00320.3, VIT_208s0056g00320.5
OG0008053	AT4G01990.1, AT1G02370.1	VIT_207s0005g01630.1
OG0008054	AT5G48470.1	VIT_200s0333g00020.1, VIT_200s0333g00020.3, VIT_200s0333g00020.2
OG0008055	AT5G17070.2, AT5G17070.1	VIT_216s0039g02270.1, VIT_216s0039g02270.4, VIT_216s0039g02270.2, VIT_216s0039g02270.3, VIT_216s0039g02270.5, VIT_216s0039g02270.6, VIT_216s0039g02270.7
OG0008056	AT3G05350.1	VIT_214s0128g00750.1, VIT_219s0015g02220.1, VIT_215s0045g00670.1
OG0008057	AT3G09720.2, AT3G09720.1	VIT_208s0040g02300.1
OG0008058	AT1G59540.1, AT1G59540.2	VIT_218s0001g08700.3, VIT_218s0001g08700.2, VIT_218s0001g08700.4, VIT_218s0001g08700.1
OG0008059	AT1G50480.1	VIT_206s0004g01160.1
OG0008060	AT3G54300.2, AT3G54300.3, AT3G54300.1	VIT_213s0101g00410.1, VIT_213s0101g00410.2
OG0008061	AT3G17030.1	VIT_205s0077g01050.1
OG0008062	AT4G02715.1, AT4G02715.2	VIT_207s0151g00810.1
OG0008063	AT5G58005.1, AT5G58005.2	VIT_211s0037g00030.1, VIT_211s0037g00030.2, VIT_211s0037g00030.4, VIT_211s0037g00030.3
OG0008064	AT5G63950.1, AT5G63950.2	VIT_204s0044g01680.1
OG0008066	AT1G71691.2, AT1G71691.3, AT1G71691.1	VIT_218s0041g02150.1
OG0008067	AT5G49880.1	VIT_212s0035g01810.4, VIT_212s0035g01810.3, VIT_212s0035g01810.2, VIT_212s0035g01810.1
OG0008068	AT5G42680.1, AT5G42680.2	VIT_218s0001g11160.1
OG0008069	AT5G67140.1	VIT_207s0031g00340.2, VIT_207s0031g00340.1
OG0008071	AT1G19360.2, AT1G19360.1, AT1G75110.1	VIT_218s0001g12130.1
OG0008072	AT5G10540.1, AT5G65620.1, AT5G65620.2	VIT_200s0211g00060.1
OG0008073	AT1G49570.1	VIT_203s0063g01040.1
OG0008074	AT1G56020.1, AT3G12970.1	VIT_219s0027g00340.1
OG0008075	AT4G09040.2, AT4G09040.1	VIT_218s0001g06590.1, VIT_218s0001g06590.2, VIT_218s0001g06590.3
OG0008076	AT4G28100.1	VIT_212s0134g00560.2, VIT_212s0134g00560.3, VIT_212s0134g00560.1
OG0008077	AT2G15570.2, AT2G15570.1	VIT_203s0063g00280.1, VIT_203s0063g00280.2, VIT_203s0063g00280.4, VIT_203s0063g00280.3
OG0008078	AT2G22230.1, AT5G10160.1	VIT_212s0055g01100.2, VIT_212s0055g01100.1
OG0008079	AT1G34630.4, AT1G34630.3, AT1G34630.5, AT1G34630.2, AT1G34630.1	VIT_218s0001g05640.1
OG0008080	AT1G16690.1, AT1G79020.1	VIT_207s0130g00510.1, VIT_206s0004g08500.1
OG0008082	AT4G06599.1	VIT_212s0035g00640.1, VIT_212s0035g00640.2
OG0008083	AT5G49710.3, AT5G49710.1	VIT_218s0001g07300.2, VIT_218s0001g07300.3, VIT_218s0001g07300.1
OG0008084	AT2G18260.1, AT2G18260.2	VIT_204s0023g01980.1, VIT_204s0043g00820.1
OG0008086	AT1G72030.1	VIT_218s0041g01220.1, VIT_218s0041g01150.1, VIT_218s0041g01220.2, VIT_218s0041g01190.1
OG0008087	AT5G01075.1	VIT_203s0091g00650.1, VIT_218s0001g09270.1
OG0008088	AT4G07990.1, AT4G07990.2, AT4G07990.3	VIT_218s0001g08540.1, VIT_218s0001g08540.2
OG0008089	AT5G65830.1, AT3G49750.1, AT3G49750.2	VIT_207s0151g00470.1
OG0008090	AT3G50845.1	VIT_204s0023g01730.2, VIT_204s0023g01730.1, VIT_204s0023g01730.4, VIT_204s0023g01730.3
OG0008091	AT4G40020.1	VIT_207s0191g00110.2, VIT_207s0191g00110.1, VIT_207s0191g00100.1
OG0008092	AT4G40050.1, AT4G40050.2	VIT_207s0191g00160.1, VIT_207s0191g00140.1
OG0008093	AT1G47870.1, AT1G47870.2	VIT_218s0001g14110.2, VIT_218s0001g14110.1
OG0008094	AT3G58970.1	VIT_212s0034g02550.1
OG0008095	AT1G21880.1, AT1G21880.2, AT1G77630.1	VIT_218s0001g03080.2, VIT_218s0001g03080.1
OG0008096	AT3G06460.1, AT3G06470.1	VIT_212s0034g01240.1
OG0008097	AT5G67590.1	VIT_207s0151g00140.1, VIT_207s0151g00490.1
OG0008098	AT2G26510.1	VIT_218s0001g11260.1
OG0008100	AT1G73110.2, AT1G73110.1	VIT_209s0018g01270.1, VIT_209s0018g01270.2, VIT_209s0018g01270.3
OG0008101	AT4G36750.1	VIT_203s0063g02120.1, VIT_204s0023g01320.1
OG0008103	AT5G65205.1, AT5G10050.1	VIT_207s0031g01250.1
OG0008105	AT4G33330.5, AT4G33330.2, AT4G33330.3, AT4G33330.4, AT4G33330.1	VIT_218s0001g10580.1
OG0008107	AT1G76580.3, AT1G76580.2, AT1G76580.1, AT1G20980.1	VIT_218s0122g00380.1, VIT_218s0122g00380.2
OG0008108	AT4G08960.1	VIT_218s0001g06050.1, VIT_218s0001g06200.1
OG0008109	AT1G76400.1, AT1G76400.2	VIT_218s0122g00890.1
OG0008110	AT5G02860.2, AT5G02860.1, AT5G02860.3, AT5G02860.4, AT5G02860.5	VIT_203s0091g00440.1
OG0008111	AT4G09140.2, AT4G09140.1	VIT_215s0045g00500.1
OG0008112	AT5G42900.1, AT5G42900.2, AT5G42900.3	VIT_218s0001g10480.1, VIT_218s0001g10480.2, VIT_203s0038g00660.1, VIT_203s0038g00660.2
OG0008114	AT2G26240.1, AT3G43520.1	VIT_207s0130g00480.1, VIT_207s0130g00480.4, VIT_207s0130g00480.3, VIT_207s0130g00480.2
OG0008115	AT5G63810.1	VIT_205s0029g00100.1, VIT_207s0031g02480.1
OG0008116	AT1G71450.1	VIT_218s0001g05890.1
OG0008117	AT3G20740.1	VIT_219s0014g05210.2, VIT_219s0014g05210.1, VIT_219s0014g05210.3
OG0008118	AT5G64390.1, AT5G64390.2, AT5G64390.3	VIT_203s0038g00420.1
OG0008119	AT1G78190.1, AT1G22270.1	VIT_214s0066g01740.1
OG0008120	AT4G35730.1	VIT_200s1235g00010.2, VIT_200s1235g00010.1
OG0008121	AT4G36660.1, AT5G65650.1	VIT_218s0001g12340.1, VIT_204s0023g01520.1
OG0008122	AT2G21170.2, AT2G21170.3, AT2G21170.1	VIT_203s0038g01780.1
OG0008123	AT5G09920.1	VIT_212s0028g01400.2, VIT_212s0028g01400.4, VIT_212s0028g01400.3, VIT_212s0028g01400.1
OG0008124	AT2G14050.2, AT2G14050.1	VIT_202s0033g00190.2, VIT_202s0033g00190.3, VIT_202s0033g00190.1
OG0008125	AT4G37480.1	VIT_207s0129g00480.1, VIT_207s0129g00500.1
OG0008126	AT5G64920.1	VIT_218s0001g14530.2, VIT_218s0001g14530.1, VIT_212s0055g00925.1
OG0008127	AT1G45150.1	VIT_218s0001g12230.2, VIT_218s0001g12230.1, VIT_218s0001g12230.3, VIT_218s0001g12230.4, VIT_218s0001g12230.5
OG0008128	AT2G44270.1, AT1G76170.5, AT1G76170.4, AT1G76170.3, AT1G76170.2, AT1G76170.6, AT1G76170.7, AT1G76170.1	VIT_218s0001g00440.1
OG0008129	AT2G26500.3, AT2G26500.1, AT2G26500.2	VIT_218s0001g11370.1, VIT_218s0001g11370.2, VIT_218s0001g11370.3
OG0008130	AT3G50860.2, AT3G50860.1	VIT_204s0023g01770.2, VIT_204s0023g01770.1
OG0008131	AT5G66680.1	VIT_204s0023g01220.1
OG0008132	AT2G25570.2, AT2G25570.1, AT2G25570.3	VIT_211s0016g05080.1, VIT_211s0016g05080.4, VIT_211s0016g05080.3, VIT_211s0016g05080.2, VIT_211s0016g05080.5
OG0008133	AT4G38360.2, AT4G38360.1	VIT_203s0038g03670.2, VIT_203s0038g03670.1
OG0008134	AT1G21870.1, AT1G77610.1	VIT_218s0001g02970.1
OG0008135	AT2G33040.1	VIT_217s0000g07300.1
OG0008136	AT1G27600.1, AT1G27600.2	VIT_218s0001g08150.1, VIT_218s0001g08150.2, VIT_218s0001g08150.3, VIT_218s0001g08150.4
OG0008137	AT1G22600.1, AT1G72100.1	VIT_218s0001g02880.1, VIT_218s0001g02920.1, VIT_218s0001g02840.1
OG0008138	AT1G75590.1, AT5G10990.1, AT1G19840.1	VIT_203s0038g00930.1, VIT_203s0038g00940.1
OG0008139	AT5G10310.2, AT5G10310.1	VIT_200s0391g00030.1
OG0008140	AT1G78910.1, AT1G78910.2	VIT_209s0054g00780.1, VIT_209s0054g00780.3, VIT_209s0054g00780.6, VIT_209s0054g00780.5, VIT_209s0054g00780.4, VIT_209s0054g00780.2
OG0008141	AT2G18450.1, AT5G66760.1	VIT_204s0023g01650.1
OG0008142	AT1G77500.1, AT1G21740.1	VIT_207s0031g02650.1, VIT_218s0001g02480.2, VIT_218s0001g02480.3, VIT_218s0001g02480.1
OG0008143	AT1G63610.3, AT1G63610.2, AT1G63610.1	VIT_218s0001g00090.1, VIT_218s0001g00090.5, VIT_218s0001g00090.4, VIT_218s0001g00090.2, VIT_218s0001g00090.3
OG0008144	AT4G08150.1	VIT_218s0001g08380.1
OG0008145	AT4G27640.1	VIT_212s0034g02160.2, VIT_212s0034g02160.3, VIT_212s0034g02160.1
OG0008146	AT3G19280.1, AT1G49710.1	VIT_203s0063g00360.2, VIT_203s0063g00360.3, VIT_203s0063g00360.4, VIT_203s0063g00360.1
OG0008147	AT3G12090.1	VIT_213s0019g04050.1
OG0008148	AT5G60160.1	VIT_217s0000g01740.2, VIT_217s0000g01740.1
OG0008149	AT4G04910.1	VIT_219s0014g02750.1
OG0008153	AT2G34340.1, AT1G29640.1, AT4G18980.1, AT5G45630.1	VIT_210s0003g02175.1
OG0008154	AT1G30000.2, AT1G30000.1	VIT_210s0003g03280.2, VIT_210s0003g03280.1
OG0008155	AT3G58750.1, AT2G42790.1	VIT_212s0142g00610.2, VIT_212s0142g00610.1
OG0008156	AT5G45720.2, AT5G45720.1, AT4G18820.1	VIT_210s0003g01720.1, VIT_210s0003g01720.4, VIT_210s0003g01720.3, VIT_210s0003g01720.2
OG0008159	AT2G34090.1, AT2G34090.5, AT2G34090.4, AT2G34090.2, AT2G34090.3	VIT_210s0003g01110.2, VIT_210s0003g01110.3, VIT_210s0003g01110.1
OG0008160	AT2G34640.1	VIT_210s0003g04110.1, VIT_210s0003g04110.2, VIT_210s0003g04110.3, VIT_210s0003g04110.4, VIT_210s0003g04110.5
OG0008161	AT3G58610.1, AT3G58610.2, AT3G58610.3	VIT_212s0028g02340.1
OG0008162	AT5G55500.1	VIT_219s0090g01540.1
OG0008163	AT1G73170.3, AT1G73170.1, AT1G73170.2, AT1G73170.4	VIT_219s0014g01660.3, VIT_219s0014g01660.1, VIT_219s0014g01660.2
OG0008164	AT2G05320.1	VIT_212s0057g00990.1
OG0008165	AT3G07140.1, AT3G07140.2	VIT_207s0104g00690.1
OG0008166	AT1G28310.1, AT1G28310.2	VIT_210s0003g00040.1
OG0008167	AT4G12760.1	VIT_205s0094g01450.4, VIT_205s0094g01450.3, VIT_205s0094g01450.2, VIT_205s0094g01450.1
OG0008168	AT2G31890.1	VIT_205s0094g01510.2, VIT_205s0094g01510.1
OG0008170	AT4G22000.1	VIT_218s0001g14880.1
OG0008171	AT1G61350.1	VIT_200s0181g00020.1
OG0008173	AT4G05090.2, AT4G05090.1	VIT_200s0203g00060.3, VIT_200s0203g00060.5, VIT_200s0203g00060.4, VIT_200s0203g00060.2, VIT_200s0203g00060.1
OG0008174	AT3G15160.2, AT3G15160.1	VIT_219s0177g00260.2, VIT_219s0177g00260.1
OG0008175	AT2G40113.1, AT5G47635.1, AT4G17215.1	VIT_200s0259g00170.1
OG0008176	AT5G09800.1, AT5G64660.1, AT3G18710.1	VIT_218s0166g00190.1, VIT_204s0044g00870.1
OG0008178	AT4G35410.2, AT2G17380.1	VIT_201s0127g00810.1, VIT_216s0050g00660.1
OG0008179	AT5G47790.1	VIT_200s0194g00090.3, VIT_200s0194g00090.1, VIT_200s0194g00090.2
OG0008180	AT4G26720.1, AT5G55260.1	VIT_219s0090g01290.2
OG0008181	AT2G37130.1, AT2G37130.2	VIT_208s0040g02200.2, VIT_208s0040g02200.1
OG0008182	AT5G07270.1	VIT_216s0100g00690.1, VIT_216s0100g00690.2
OG0008183	AT5G27290.2, AT5G27290.1	VIT_214s0030g00470.2, VIT_214s0030g00470.1, VIT_214s0030g00470.5, VIT_214s0030g00470.4, VIT_214s0030g00470.3
OG0008184	AT1G01300.1, AT3G61820.1	VIT_215s0046g00360.1
OG0008185	AT3G06483.1	VIT_205s0020g00760.1
OG0008187	AT1G29900.1	VIT_206s0004g03360.1
OG0008188	AT5G11900.1	VIT_211s0016g02120.1, VIT_204s0008g01200.1
OG0008189	AT1G52230.1, AT3G16140.1	VIT_209s0002g04320.1
OG0008190	AT2G19350.1, AT4G29850.1	VIT_211s0052g00590.1
OG0008191	AT2G13100.4, AT2G13100.1	VIT_211s0118g00710.3, VIT_211s0118g00710.2, VIT_211s0118g00710.1
OG0008192	AT1G55180.2, AT1G55180.1	VIT_209s0002g02390.2, VIT_209s0002g02390.1
OG0008193	AT4G00910.1	VIT_215s0046g00130.1
OG0008196	AT3G05790.1, AT3G05790.2, AT3G05780.1, AT5G26860.1	VIT_214s0060g01230.1
OG0008197	AT4G11570.1, AT4G11570.2	VIT_202s0025g03520.2, VIT_202s0025g03520.4, VIT_202s0025g03520.1, VIT_202s0025g03520.3
OG0008198	AT5G58130.1	VIT_207s0095g00700.1, VIT_207s0095g00570.1
OG0008199	AT5G25080.1	VIT_204s0008g06680.1, VIT_204s0008g06680.3, VIT_204s0008g06680.2
OG0008200	AT5G44860.2, AT5G44860.1, AT4G19950.1, AT1G31130.1	VIT_201s0011g01540.1
OG0008201	AT1G01880.3, AT1G01880.1, AT1G01880.2, AT1G01880.4	VIT_215s0048g01040.2, VIT_215s0048g01040.1
OG0008202	AT5G57630.1, AT5G57630.3, AT5G57630.2	VIT_211s0052g01700.1, VIT_211s0052g01700.2, VIT_211s0052g01700.3
OG0008203	AT1G01715.1, AT1G01715.2, AT4G00525.1	VIT_215s0046g02830.1, VIT_215s0021g00850.1
OG0008204	AT4G01270.1	VIT_215s0046g02210.1
OG0008205	AT2G25880.4, AT2G25880.1, AT4G32830.1	VIT_204s0008g00530.1
OG0008206	AT1G52260.1, AT3G16110.1	VIT_209s0002g04250.1
OG0008207	AT2G24390.3, AT2G24390.1, AT2G24390.2	VIT_204s0008g02840.1, VIT_204s0008g02840.2
OG0008208	AT1G08480.1	VIT_207s0005g04750.2, VIT_207s0005g04750.1
OG0008209	AT1G67940.1	VIT_211s0052g00540.1
OG0008210	AT5G19830.1	VIT_206s0004g00560.1
OG0008211	AT4G28020.2, AT4G28020.3, AT4G28020.1, AT4G28020.4	VIT_211s0052g01830.1, VIT_211s0052g01830.2
OG0008212	AT1G48270.2, AT1G48270.1	VIT_204s0008g02080.2, VIT_204s0008g02080.1
OG0008213	AT4G28990.1, AT4G28990.2	VIT_211s0016g03670.1
OG0008215	AT4G12340.1	VIT_200s1227g00010.1, VIT_200s0555g00050.1
OG0008216	AT4G33410.1	VIT_216s0050g00580.3, VIT_216s0050g00580.2, VIT_216s0050g00580.1
OG0008217	AT5G58030.1	VIT_211s0037g00110.2, VIT_211s0037g00110.1
OG0008218	AT5G35460.1, AT5G35460.2	VIT_211s0016g01700.1
OG0008219	AT4G29380.1, AT4G29380.2	VIT_211s0016g03000.2, VIT_211s0016g03000.4, VIT_211s0016g03000.3, VIT_211s0016g03000.5, VIT_211s0016g03000.1
OG0008220	AT5G46220.1	VIT_210s0003g03310.1, VIT_210s0003g03310.2, VIT_210s0003g03310.3
OG0008221	AT3G06455.1, AT4G01000.2, AT4G01000.1	VIT_215s0046g00940.1
OG0008222	AT1G32080.1	VIT_208s0056g01690.3, VIT_208s0056g01690.2, VIT_208s0056g01690.4, VIT_208s0056g01690.5, VIT_208s0056g01690.1
OG0008223	AT2G18950.1, AT2G18950.2	VIT_211s0052g00610.1, VIT_211s0052g00610.2, VIT_211s0052g00610.3
OG0008224	AT1G12580.1	VIT_202s0025g04520.3, VIT_202s0025g04520.2, VIT_202s0025g04520.1, VIT_202s0025g04520.4
OG0008225	AT3G07570.1	VIT_200s0174g00160.2, VIT_200s0174g00160.1, VIT_200s0174g00160.3, VIT_200s1877g00010.1
OG0008226	AT2G46100.2, AT2G46100.1	VIT_215s0046g02050.2, VIT_215s0046g02050.1
OG0008227	AT3G57560.1	VIT_204s0008g03050.1
OG0008228	AT5G42050.1	VIT_202s0025g01720.1
OG0008229	AT4G26000.1	VIT_211s0052g00030.1
OG0008230	AT1G62850.2, AT1G62850.3, AT1G62850.4	VIT_202s0241g00090.2, VIT_202s0241g00090.3, VIT_202s0241g00090.1
OG0008231	AT5G53486.2, AT5G53486.5, AT5G53486.4, AT5G53486.3, AT5G53486.1	VIT_202s0025g02110.1, VIT_216s0098g01640.2, VIT_216s0098g01640.1, VIT_212s0055g00380.1
OG0008232	AT1G55960.1, AT1G55960.2, AT3G13062.2, AT3G13062.3, AT3G13062.1	VIT_209s0054g01590.2, VIT_209s0054g01590.3, VIT_209s0054g01590.1
OG0008233	AT4G31990.1, AT4G31990.2, AT4G31990.3, AT4G31990.4	VIT_204s0008g06040.1
OG0008234	AT4G30400.1, AT2G18650.1	VIT_211s0037g01400.1
OG0008235	AT4G24050.2, AT4G24050.1, AT1G64590.1	VIT_202s0025g02190.1
OG0008236	AT2G26730.1	VIT_211s0016g04570.1
OG0008237	AT2G20940.2, AT2G20940.1	VIT_203s0038g02560.1
OG0008238	AT1G72810.1	VIT_204s0008g05990.1
OG0008238	AT4G29840.1	VIT_211s0016g01720.1
OG0008239	AT3G14170.2, AT3G14170.1	VIT_209s0002g00760.4, VIT_209s0002g00760.3, VIT_209s0002g00760.2, VIT_209s0002g00760.1, VIT_209s0002g00760.5
OG0008240	AT5G41560.1, AT5G41560.2	VIT_202s0025g00390.1, VIT_202s0025g00390.2, VIT_202s0025g00390.3
OG0008241	AT1G15440.2, AT1G15440.1	VIT_209s0002g06030.3, VIT_209s0002g06030.2, VIT_209s0002g06030.1
OG0008242	AT1G52343.1	VIT_209s0002g04625.1
OG0008242	AT4G32680.1	VIT_204s0008g04550.1
OG0008243	AT3G15850.1	VIT_209s0002g06970.1
OG0008244	AT5G52400.1	VIT_216s0050g00480.1
OG0008245	AT5G57300.1, AT5G57300.4, AT5G57300.2, AT5G57300.3	VIT_216s0039g01590.1, VIT_216s0039g01590.2
OG0008246	AT4G29680.1	VIT_211s0016g02300.1
OG0008247	AT4G11780.1, AT4G23020.2, AT4G23020.1	VIT_202s0025g04480.1
OG0008248	AT1G71040.1, AT1G23010.1	VIT_201s0011g04740.1, VIT_201s0011g04720.1
OG0008249	AT1G80760.1	VIT_209s0070g00080.4, VIT_209s0070g00080.3, VIT_209s0070g00080.1, VIT_209s0070g00080.2
OG0008250	AT5G35590.1, AT2G05840.1, AT2G05840.2, AT2G05840.3	VIT_209s0002g00980.3
OG0008251	AT5G61330.2, AT5G61330.1, AT5G61330.3	VIT_215s0021g01910.1, VIT_215s0021g01910.3, VIT_215s0021g01910.2
OG0008252	AT1G23070.1	VIT_211s0016g00800.1
OG0008253	AT1G54100.2, AT1G54100.1	VIT_211s0016g00900.3, VIT_211s0016g00900.1, VIT_211s0016g00900.4, VIT_211s0016g00900.2
OG0008254	AT5G56590.1	VIT_218s0164g00180.1
OG0008255	AT1G80120.1, AT3G15810.1	VIT_209s0002g06920.1
OG0008256	AT1G31770.1	VIT_202s0087g00840.1
OG0008257	AT2G19570.1	VIT_211s0016g02340.1
OG0008258	AT3G15840.2, AT3G15840.3, AT3G15840.1, AT3G15840.5, AT3G15840.4	VIT_209s0002g06980.1, VIT_209s0002g06980.4, VIT_209s0002g06980.3, VIT_209s0002g06980.2
OG0008259	AT4G21470.1	VIT_200s0181g00140.1, VIT_200s0181g00130.1
OG0008260	AT4G29960.1	VIT_211s0103g00580.1
OG0008261	AT5G20200.1	VIT_211s0016g05470.1
OG0008262	AT2G19560.1, AT2G19560.2	VIT_211s0016g02290.1, VIT_211s0016g02290.2
OG0008263	AT5G11490.2, AT5G11490.3, AT5G11490.1	VIT_204s0008g03880.1
OG0008265	AT1G19715.3, AT1G19715.2, AT1G19715.1	VIT_218s0001g13210.1
OG0008266	AT5G37480.1, AT5G37480.2	VIT_208s0032g00080.4, VIT_208s0032g00080.3, VIT_208s0032g00080.6, VIT_208s0032g00080.5, VIT_208s0032g00080.1, VIT_208s0032g00080.2
OG0008267	AT1G53120.1, AT1G53120.2	VIT_219s0014g02610.1, VIT_219s0014g02610.2
OG0008268	AT5G13460.1	VIT_213s0019g01830.1
OG0008269	AT2G20690.1	VIT_212s0028g03780.1
OG0008270	AT1G80190.2, AT1G80190.6, AT1G80190.1, AT1G80190.3, AT1G80190.5, AT1G80190.4	VIT_209s0002g06330.1, VIT_209s0002g06330.2
OG0008271	AT1G79560.1, AT1G79560.3, AT1G79560.2	VIT_219s0085g00490.1
OG0008272	AT4G21780.3, AT4G21780.1, AT4G21780.2	VIT_210s0116g00840.1
OG0008273	AT1G30490.1, AT2G34710.1	VIT_210s0003g04670.1, VIT_210s0003g04670.2, VIT_210s0003g04670.3
OG0008274	AT3G08970.2, AT3G08970.1	VIT_208s0217g00090.2, VIT_208s0217g00090.1
OG0008275	AT3G57610.1	VIT_208s0007g08130.1, VIT_208s0007g08130.2
OG0008276	AT5G22580.1	VIT_206s0061g01380.1
OG0008277	AT4G27420.1	VIT_219s0014g03280.1
OG0008278	AT3G21810.1, AT3G21810.2	VIT_212s0059g02450.2, VIT_212s0059g02450.4, VIT_212s0059g02450.1, VIT_212s0059g02450.3, VIT_212s0059g02450.5
OG0008279	AT5G41880.1	VIT_202s0025g01350.1, VIT_202s0025g01350.2
OG0008280	AT3G20790.1	VIT_206s0004g01540.1, VIT_206s0004g01540.2, VIT_206s0004g01540.3, VIT_206s0004g01540.4
OG0008281	AT1G16500.1, AT1G79160.1	VIT_219s0085g00030.1
