Orthogroup	A_thaliana.proteins	D_muscipula.proteins
OG0011173	AT3G26370.1	Dm_00016537-RA
OG0011175	AT3G25920.1	Dm_00001710-RA
OG0011176	AT1G13670.1	Dm_00009982-RA
OG0011177	AT5G16550.1	Dm_00017014-RA
OG0011178	AT3G28720.1, AT3G28720.2	Dm_00006752-RA
OG0011179	AT5G50930.1	Dm_00000949-RA
OG0011180	AT1G14345.1	Dm_00004867-RA
OG0011183	AT2G01220.1, AT2G01220.2	Dm_00002772-RA
OG0011185	AT5G46570.1	Dm_00008897-RA, Dm_00009545-RA
OG0011186	AT4G37445.1, AT4G37445.2	Dm_00013858-RA
OG0011188	AT3G29090.1	Dm_00005282-RA
OG0011189	AT2G35410.1	Dm_00010564-RA
OG0011192	AT5G51150.1	Dm_00005865-RA
OG0011194	AT3G26120.1	Dm_00010637-RA
OG0011195	AT3G53700.1	Dm_00010729-RA
OG0011196	AT5G08100.1	Dm_00012912-RA
OG0011198	AT5G15280.1	Dm_00002168-RA
OG0011200	AT5G39980.1	Dm_00018802-RA
OG0011201	AT5G62840.2, AT5G62840.1	Dm_00004910-RA
OG0011203	AT3G01060.1, AT3G01060.2	Dm_00006246-RA
OG0011204	AT3G29240.2, AT3G29240.1	Dm_00008938-RA
OG0011205	AT4G39920.1	Dm_00017166-RA
OG0011209	AT2G44525.1, AT3G60150.4, AT3G60150.1	Dm_00008044-RA
OG0011210	AT3G48610.1	Dm_00000290-RA
OG0011212	AT5G08540.1	Dm_00010194-RA
OG0011213	AT1G24095.1, AT1G24095.2	Dm_00020016-RA
OG0011214	AT5G61370.1	Dm_00009821-RA
OG0011215	AT5G47390.1	Dm_00005338-RA, Dm_00000878-RA
OG0011218	AT1G14730.1	Dm_00008427-RA
OG0011220	AT1G66345.1	Dm_00000358-RA
OG0011221	AT4G21190.1	Dm_00006590-RA
OG0011222	AT4G35420.1	Dm_00002887-RA, Dm_00004681-RA
OG0011223	AT2G01770.1	Dm_00001944-RA
OG0011224	AT1G32630.2, AT1G32630.1	Dm_00013084-RA
OG0011225	AT3G18570.1	Dm_00000545-RA
OG0011226	AT1G18060.1	Dm_00018864-RA
OG0011227	AT1G65020.1	Dm_00000238-RA
OG0011228	AT1G60160.1	Dm_00012393-RA, Dm_00015619-RA
OG0011229	AT1G70160.1	Dm_00002858-RA
OG0011230	AT1G15100.1, AT2G01150.1, AT2G01150.3, AT2G01150.2	Dm_00002831-RA
OG0011231	AT5G14240.1	Dm_00006093-RA
OG0011232	AT5G45420.2, AT5G45420.1, AT5G45420.3	Dm_00009387-RA
OG0011238	AT2G30240.1	Dm_00011357-RA
OG0011241	AT5G54940.1, AT5G54940.2, AT5G54940.3	Dm_00005200-RA
OG0011244	AT3G02430.1, AT4G24310.1	Dm_00005971-RA, Dm_00016793-RA, Dm_00017134-RA
OG0011248	AT3G61410.1, AT3G61410.3, AT3G61410.2	Dm_00013273-RA
OG0011249	AT2G46220.1	Dm_00006081-RA
OG0011250	AT5G14710.1	Dm_00004494-RA
OG0011252	AT3G23930.1, AT4G13540.1	Dm_00019305-RA
OG0011253	AT5G21060.1, AT5G21060.3, AT5G21060.2	Dm_00013012-RA
OG0011255	AT5G58660.2, AT5G58660.1, AT3G47190.1	Dm_00013406-RA
OG0011256	AT2G38500.1	Dm_00001582-RA
OG0011257	AT5G47320.1	Dm_00011781-RA
OG0011258	AT3G42570.1, AT3G17070.2, AT3G17070.1	Dm_00010725-RA, Dm_00012449-RA
OG0011259	AT1G30010.1	Dm_00007396-RA
OG0011261	AT4G25190.1, AT4G25190.2	Dm_00007235-RA, Dm_00007233-RA
OG0011264	AT1G74350.1	Dm_00015108-RA
OG0011271	AT2G44410.1	Dm_00005367-RA
OG0011273	AT4G38170.1	Dm_00004679-RA
OG0011280	AT5G46920.1	Dm_00016584-RA
OG0011345	AT5G18660.1	Dm_00009034-RA
OG0011347	AT1G74970.1	Dm_00001139-RA
OG0011348	AT3G56460.1	Dm_00011235-RA
OG0011349	AT4G14890.1	Dm_00003262-RA
OG0011350	AT5G20130.2, AT5G20130.1	Dm_00021076-RA
OG0011352	AT2G31970.1	Dm_00001538-RA
OG0011353	AT1G04690.1	Dm_00005132-RA
OG0011355	AT5G04190.1	Dm_00002015-RA, Dm_00007440-RA
OG0011356	AT1G08500.1	Dm_00002205-RA
OG0011357	AT5G58730.1	Dm_00000505-RA
OG0011360	AT4G16265.1, AT3G16980.1	Dm_00007581-RA
OG0011362	AT3G06430.1	Dm_00013228-RA
OG0011363	AT5G18970.1	Dm_00018669-RA
OG0011364	AT1G04190.1	Dm_00011432-RA
OG0011366	AT2G40490.1	Dm_00011915-RA
OG0011370	AT2G33260.2, AT2G33260.1	Dm_00004238-RA
OG0011372	AT5G48840.1	Dm_00008283-RA
OG0011374	AT4G15560.1	Dm_00006888-RA
OG0011376	AT3G04780.1	Dm_00002791-RA
OG0011377	AT3G23620.1	Dm_00019881-RA
OG0011380	AT3G55340.1	Dm_00013491-RA
OG0011381	AT5G48480.1	Dm_00001127-RA
OG0011382	AT1G80860.2, AT1G80860.1	Dm_00011921-RA
OG0011383	AT3G47070.1	Dm_00010608-RA
OG0011385	AT3G10210.1	Dm_00001297-RA
OG0011387	AT3G13550.2, AT3G13550.1	Dm_00006864-RA
OG0011388	AT5G19290.1, AT5G14980.1	Dm_00017570-RA
OG0011389	AT3G52115.1	Dm_00007878-RA
OG0011391	AT3G24030.1	Dm_00006290-RA
OG0011393	AT2G18940.1	Dm_00000740-RA
OG0011394	AT2G31985.1, AT1G05510.1	Dm_00001197-RA
OG0011397	AT3G22430.1	Dm_00012053-RA
OG0011400	AT1G60000.1, AT1G60000.2	Dm_00019482-RA
OG0011401	AT3G17300.2, AT3G17300.3, AT3G17300.1	Dm_00007781-RA
OG0011402	AT1G35880.1, AT3G46740.1	Dm_00018203-RA
OG0011406	AT4G40045.1	Dm_00005373-RA
OG0011407	AT2G16760.1	Dm_00006435-RA
OG0011408	AT2G42450.1	Dm_00013389-RA
OG0011409	AT2G32600.1	Dm_00006858-RA
OG0011411	AT5G43210.1	Dm_00009525-RA
OG0011412	AT4G02090.1	Dm_00006525-RA
OG0011413	AT2G26870.1	Dm_00002191-RA, Dm_00010906-RA
OG0011414	AT5G40850.1, AT5G40850.3, AT5G40850.2	Dm_00001875-RA
OG0011415	AT5G49320.1	Dm_00006188-RA
OG0011416	AT5G18110.1	Dm_00011583-RA
OG0011417	AT5G58740.1	Dm_00005695-RA
OG0011418	AT2G31440.2, AT2G31440.1	Dm_00015494-RA
OG0011419	AT2G41200.1	Dm_00003122-RA
OG0011420	AT2G28430.1	Dm_00007802-RA
OG0011421	AT5G02750.1	Dm_00016583-RA
OG0011424	AT2G40650.1	Dm_00014214-RA, Dm_00008822-RA, Dm_00020361-RA
OG0011425	AT2G41690.1	Dm_00003458-RA
OG0011426	AT3G23020.1	Dm_00010780-RA
OG0011427	AT3G25430.1, AT3G25430.2	Dm_00012568-RA
OG0011429	AT5G18100.2, AT5G18100.1	Dm_00011584-RA
OG0011430	AT2G43360.1	Dm_00009792-RA
OG0011431	AT3G08943.1	Dm_00005077-RA
OG0011433	AT4G03030.1	Dm_00017013-RA
OG0011434	AT1G71260.1	Dm_00010604-RA
OG0011435	AT2G27080.2, AT2G27080.1, AT5G21130.1	Dm_00021120-RA
OG0011436	AT1G08640.1	Dm_00003501-RA
OG0011437	AT5G19850.1	Dm_00006868-RA
OG0011438	AT5G13890.2, AT5G13890.3, AT5G13890.1	Dm_00010645-RA
OG0011439	AT5G08320.1	Dm_00016516-RA
OG0011441	AT5G43290.1	Dm_00011627-RA, Dm_00011628-RA
OG0011442	AT3G08950.1	Dm_00014217-RA
OG0011443	AT2G35500.1	Dm_00013402-RA, Dm_00017811-RA
OG0011444	AT5G16510.1, AT5G16510.2	Dm_00001975-RA
OG0011445	AT2G32800.1	Dm_00018520-RA
OG0011449	AT3G27230.1	Dm_00003041-RA
OG0011450	AT4G37660.1	Dm_00020263-RA
OG0011452	AT4G08240.1, AT4G08240.2	Dm_00019730-RA
OG0011454	AT1G71490.1	Dm_00016441-RA
OG0011457	AT5G66360.2, AT5G66360.1	Dm_00011591-RA
OG0011458	AT1G71310.3, AT1G71310.2, AT1G71310.1	Dm_00012686-RA
OG0011461	AT5G61990.1	Dm_00003254-RA
OG0011462	AT2G03880.1	Dm_00004675-RA, Dm_00017576-RA
OG0011463	AT1G10500.1	Dm_00019760-RA
OG0011464	AT5G66780.2, AT5G66780.1	Dm_00014608-RA
OG0011465	AT5G65860.1, AT5G65860.2, AT5G65860.3	Dm_00002353-RA
OG0011466	AT1G04290.2, AT1G04290.1	Dm_00004899-RA
OG0011469	AT1G71790.1	Dm_00005196-RA
OG0011470	AT1G62830.1	Dm_00019704-RA
OG0011472	AT1G18480.1	Dm_00011563-RA
OG0011473	AT4G31010.2, AT4G31010.1	Dm_00010011-RA
OG0011475	AT2G14620.2, AT2G14620.3, AT2G14620.1	Dm_00016754-RA
OG0011476	AT5G49920.1	Dm_00019364-RA
OG0011477	AT1G30630.1, AT2G34840.1	Dm_00002468-RA
OG0011478	AT5G57930.2, AT5G57930.1	Dm_00009469-RA
OG0011479	AT1G77670.1	Dm_00016210-RA, Dm_00016033-RA
OG0011481	AT4G33640.1	Dm_00007921-RA
OG0011483	AT1G14810.1	Dm_00000386-RA
OG0011484	AT2G01860.1	Dm_00000158-RA
OG0011485	AT1G33810.1	Dm_00004257-RA, Dm_00000370-RA
OG0011486	AT3G24860.1	Dm_00006816-RA
OG0011487	AT4G33780.1	Dm_00015673-RA
OG0011488	AT1G78280.1	Dm_00014361-RA
OG0011489	AT1G30290.2, AT1G30290.1	Dm_00008448-RA, Dm_00001806-RA
OG0011491	AT1G19880.1	Dm_00016988-RA
OG0011493	AT3G56010.1	Dm_00005847-RA
OG0011494	AT2G01360.1, AT2G01390.1	Dm_00002212-RA
OG0011496	AT3G49950.1	Dm_00003898-RA, Dm_00003897-RA, Dm_00018912-RA
OG0011497	AT1G46480.1, AT1G46480.2	Dm_00015156-RA
OG0011499	AT1G16445.1	Dm_00015704-RA
OG0011500	AT4G33590.1, AT4G33600.1	Dm_00010243-RA
OG0011502	AT3G50690.1	Dm_00012426-RA
OG0011503	AT3G12870.1	Dm_00012502-RA
OG0011504	AT5G66860.1	Dm_00001069-RA
OG0011505	AT3G02010.1	Dm_00000911-RA
OG0011506	AT1G77540.1, AT1G21770.1	Dm_00007553-RA
OG0011507	AT1G22610.1	Dm_00002718-RA
OG0011509	AT5G66930.3, AT5G66930.2	Dm_00005651-RA
OG0011513	AT5G56120.1	Dm_00001507-RA
OG0011515	AT5G55640.1	Dm_00001532-RA
OG0011516	AT4G26980.1	Dm_00005198-RA
OG0011517	AT5G53850.5, AT5G53850.2	Dm_00014916-RA
OG0011518	AT1G61770.1	Dm_00005092-RA
OG0011523	AT1G03650.1	Dm_00007962-RA
OG0011524	AT3G15200.1	Dm_00017588-RA
OG0011525	AT1G05060.1	Dm_00005190-RA
OG0011527	AT4G26810.2, AT4G26810.1	Dm_00012349-RA
OG0011529	AT1G03600.1	Dm_00011459-RA
OG0011535	AT1G05190.1	Dm_00019224-RA
OG0011537	AT5G47680.1	Dm_00004917-RA
OG0011538	AT4G25750.1, AT5G52860.1	Dm_00002049-RA
OG0011539	AT5G37290.2, AT5G37290.1, AT5G37290.3	Dm_00003694-RA
OG0011540	AT1G51550.1	Dm_00010169-RA
OG0011542	AT5G10700.2, AT5G10700.1	Dm_00007953-RA
OG0011543	AT4G25120.1	Dm_00005867-RA
OG0011544	AT5G51750.1	Dm_00007175-RA
OG0011546	AT1G12244.1	Dm_00003981-RA
OG0011547	AT4G11690.2, AT4G11690.1	Dm_00003737-RA
OG0011548	AT5G21280.2, AT5G21280.1	Dm_00008948-RA
OG0011549	AT4G32430.1, AT4G32430.2	Dm_00003609-RA
OG0011550	AT4G31120.1, AT4G31120.2	Dm_00008291-RA
OG0011551	AT1G12370.1, AT1G12370.3, AT1G12370.2	Dm_00010593-RA
OG0011552	AT4G19890.1	Dm_00009637-RA
OG0011553	AT5G58110.1	Dm_00017372-RA
OG0011554	AT1G13410.1	Dm_00001935-RA
OG0011556	AT2G34520.1	Dm_00013618-RA, Dm_00016575-RA
OG0011557	AT4G22790.1	Dm_00014994-RA
OG0011558	AT5G20910.1	Dm_00019880-RA
OG0011559	AT1G79780.1, AT3G16300.1	Dm_00002344-RA
OG0011560	AT5G19610.1	Dm_00018127-RA
OG0011561	AT5G11650.1, AT5G11650.2	Dm_00017011-RA
OG0011562	AT5G20520.1	Dm_00017808-RA
OG0011564	AT3G25210.1	Dm_00010021-RA
OG0011566	AT1G02050.1, AT4G00040.1	Dm_00009504-RA
OG0011567	AT4G16563.1	Dm_00000905-RA
OG0011569	AT1G15510.1	Dm_00019822-RA
OG0011572	AT4G29820.1	Dm_00012266-RA
OG0011573	AT5G19540.1, AT5G19540.2	Dm_00005404-RA
OG0011576	AT4G29830.1	Dm_00004159-RA
OG0011579	AT5G52220.2, AT5G52220.1	Dm_00003081-RA
OG0011581	AT3G61540.1	Dm_00004075-RA
OG0011582	AT4G01110.1, AT1G01453.1, AT1G01453.2, AT2G46300.1	Dm_00019992-RA
OG0011584	AT3G14890.1, AT3G14890.2	Dm_00016926-RA
OG0011585	AT3G60900.1, AT2G45470.1	Dm_00013838-RA, Dm_00019969-RA
OG0011588	AT1G63970.1, AT1G63970.2	Dm_00015321-RA
OG0011590	AT1G80870.1	Dm_00004596-RA
OG0011591	AT5G45680.1	Dm_00016653-RA
OG0011593	AT3G60680.1	Dm_00004110-RA
OG0011595	AT3G55420.1	Dm_00020865-RA
OG0011596	AT3G60850.1	Dm_00014678-RA
OG0011597	AT5G57040.1	Dm_00003861-RA
OG0011598	AT1G31410.1	Dm_00019982-RA
OG0011599	AT3G49142.1	Dm_00002042-RA
OG0011600	AT5G24840.1	Dm_00003717-RA
OG0011604	AT1G09340.2, AT1G09340.1	Dm_00001824-RA
OG0011605	AT3G49055.1	Dm_00002961-RA
OG0011606	AT5G17580.2, AT5G17580.1, AT3G03510.1	Dm_00012354-RA
OG0011607	AT5G52960.1	Dm_00002041-RA
OG0011611	AT4G27540.1, AT4G27540.2	Dm_00014041-RA
OG0011612	AT5G53920.1	Dm_00011245-RA
OG0011613	AT1G29770.1, AT1G29780.1, AT5G45700.1	Dm_00015708-RA
OG0011615	AT1G73770.1, AT1G73770.2, AT1G73770.3	Dm_00017762-RA
OG0011616	AT5G05500.1	Dm_00017453-RA
OG0011617	AT1G31040.1	Dm_00009138-RA
OG0011618	AT1G03560.1	Dm_00006516-RA
OG0011619	AT1G67930.1	Dm_00012944-RA
OG0011620	AT5G13230.1	Dm_00009944-RA
OG0011622	AT5G13470.1	Dm_00014708-RA
OG0011627	AT5G57490.1	Dm_00007047-RA
OG0011629	AT4G27380.1	Dm_00006145-RA
OG0011630	AT1G78620.2, AT1G78620.1	Dm_00011662-RA
OG0011632	AT2G14530.1	Dm_00012199-RA
OG0011633	AT2G30330.1, AT2G30330.2	Dm_00013506-RA
OG0011636	AT2G42975.1	Dm_00000502-RA
OG0011638	AT5G60720.1	Dm_00018154-RA
OG0011639	AT4G29660.1	Dm_00014641-RA
OG0011640	AT4G28010.1	Dm_00007806-RA
OG0011642	AT5G59140.1	Dm_00017120-RA
OG0011643	AT5G48170.1	Dm_00011838-RA
OG0011646	AT3G51320.1	Dm_00016282-RA
OG0011649	AT1G07645.1	Dm_00004782-RA
OG0011650	AT4G20190.1	Dm_00018735-RA
OG0011652	AT4G39745.1, AT2G22180.1	Dm_00013013-RA
OG0011653	AT5G60050.1	Dm_00005772-RA
OG0011654	AT1G16900.1	Dm_00020512-RA
OG0011655	AT3G52190.1	Dm_00004269-RA
OG0011656	AT5G02820.1	Dm_00012604-RA
OG0011657	AT4G16330.2, AT4G16330.1	Dm_00001097-RA
OG0011658	AT3G44020.1	Dm_00006971-RA
OG0011661	AT2G37680.1, AT2G37680.2	Dm_00017308-RA
OG0011662	AT1G06050.1	Dm_00020027-RA
OG0011664	AT5G22050.2, AT5G22050.1	Dm_00010936-RA
OG0011665	AT3G47930.1, AT3G47930.2	Dm_00001298-RA
OG0011666	AT1G71170.1, AT1G71180.1	Dm_00012948-RA
OG0011667	AT4G08810.1	Dm_00012804-RA
OG0011668	AT3G44890.1	Dm_00010150-RA
OG0011669	AT5G26880.1	Dm_00007446-RA
OG0011671	AT3G54870.1, AT3G54870.3, AT3G54870.2	Dm_00004402-RA
OG0011672	AT3G09085.1	Dm_00000201-RA
OG0011674	AT2G34460.1	Dm_00000347-RA
OG0011675	AT5G09225.1	Dm_00003125-RA
OG0011676	AT1G08380.1	Dm_00015778-RA
OG0011677	AT5G04900.1	Dm_00015479-RA
OG0011679	AT5G03160.1	Dm_00006962-RA
OG0011680	AT5G01740.1	Dm_00002543-RA
OG0011682	AT4G21960.1	Dm_00007533-RA
OG0011683	AT3G53220.1	Dm_00003379-RA
OG0011684	AT2G34620.1	Dm_00012891-RA
OG0011685	AT1G11680.1	Dm_00015021-RA
OG0011686	AT4G18760.1, AT5G45770.1	Dm_00000668-RA
OG0011687	AT1G11915.1	Dm_00020500-RA
OG0011688	AT3G45400.1	Dm_00019768-RA
OG0011689	AT1G78010.1	Dm_00014845-RA
OG0011691	AT1G29070.1	Dm_00000687-RA
OG0011693	AT3G02330.1	Dm_00006096-RA
OG0011694	AT1G28320.1	Dm_00002281-RA
OG0011696	AT4G29070.1, AT4G29070.2	Dm_00010907-RA
OG0011699	AT2G36930.1	Dm_00010081-RA
OG0011701	AT3G06730.1	Dm_00010135-RA
OG0011704	AT5G62030.1	Dm_00007304-RA, Dm_00002842-RA
OG0011705	AT3G59980.1	Dm_00012240-RA
OG0011706	AT1G30480.1	Dm_00018806-RA
OG0011707	AT4G21520.1, AT4G21520.2	Dm_00017972-RA
OG0011708	AT3G20680.1	Dm_00000824-RA
OG0011709	AT5G22300.2, AT5G22300.1	Dm_00009170-RA
OG0011711	AT3G01910.1	Dm_00006564-RA
OG0011714	AT1G27435.1	Dm_00016405-RA
OG0011716	AT4G24750.1	Dm_00001697-RA
OG0011717	AT3G48500.1, AT3G48500.2	Dm_00000313-RA
OG0011718	AT5G49410.2, AT5G49410.1	Dm_00004591-RA
OG0011719	AT4G39520.1	Dm_00009888-RA, Dm_00009889-RA
OG0011720	AT1G49350.1	Dm_00013531-RA
OG0011722	AT4G33470.1	Dm_00012911-RA
OG0011723	AT4G24930.1	Dm_00000292-RA
OG0011724	AT5G51540.1	Dm_00015424-RA
OG0011725	AT4G26900.1	Dm_00001472-RA
OG0011726	AT5G02270.2, AT5G02270.1	Dm_00008034-RA
OG0011727	AT3G27640.2, AT3G27640.1	Dm_00004538-RA
OG0011729	AT1G36980.1, AT1G36980.2	Dm_00004098-RA
OG0011730	AT1G67840.2, AT1G67840.1	Dm_00005817-RA
OG0011731	AT3G61080.2, AT3G61080.1	Dm_00012384-RA
OG0011733	AT3G50850.1, AT5G49560.1	Dm_00009206-RA
OG0011736	AT1G09280.1	Dm_00001820-RA
OG0011737	AT5G66590.1	Dm_00003357-RA
OG0011738	AT1G77860.1, AT1G77860.2	Dm_00007658-RA
OG0011739	AT4G34360.1	Dm_00013526-RA
OG0011740	AT3G24315.1	Dm_00017582-RA
OG0011741	AT5G58920.1	Dm_00006195-RA
OG0011742	AT1G12850.1, AT3G26780.1	Dm_00012780-RA
OG0011744	AT2G22250.1, AT2G22250.3, AT2G22250.2	Dm_00013826-RA
OG0011745	AT2G16880.1	Dm_00007190-RA
OG0011746	AT5G20600.1	Dm_00000734-RA, Dm_00004746-RA
OG0011747	AT5G49555.1	Dm_00011703-RA
OG0011749	AT3G05410.2, AT3G05410.3, AT3G05410.1	Dm_00003151-RA
OG0011752	AT2G34570.1	Dm_00014358-RA
OG0011753	AT4G15520.1	Dm_00019443-RA
OG0011754	AT5G42370.2, AT5G42370.1	Dm_00014909-RA
OG0011755	AT5G66010.1, AT5G66010.2	Dm_00002235-RA
OG0011756	AT3G49240.1	Dm_00019906-RA
OG0011759	AT1G71730.1	Dm_00006622-RA
OG0011760	AT1G43690.1	Dm_00006624-RA
OG0011761	AT1G09750.1	Dm_00009613-RA
OG0011762	AT4G35870.1	Dm_00013412-RA
OG0011763	AT4G34270.1	Dm_00003484-RA
OG0011764	AT1G76920.1	Dm_00006395-RA
OG0011765	AT2G15290.1	Dm_00012591-RA
OG0011766	AT1G48350.1	Dm_00014059-RA
OG0011767	AT4G33690.1	Dm_00003919-RA
OG0011768	AT1G43580.1	Dm_00013822-RA
OG0011770	AT5G06430.1	Dm_00008871-RA
OG0011771	AT1G67785.1	Dm_00017139-RA
OG0011772	AT1G24310.1	Dm_00017600-RA
OG0011773	AT4G13520.1, AT4G13520.2	Dm_00011708-RA, Dm_00014443-RA, Dm_00012839-RA
OG0011774	AT2G44660.1	Dm_00008960-RA
OG0011775	AT4G13690.1	Dm_00005137-RA
OG0011776	AT1G33990.1, AT4G09900.1	Dm_00009939-RA
OG0011778	AT4G10030.1	Dm_00010294-RA
OG0011780	AT4G24900.1, AT4G24900.2	Dm_00000296-RA
OG0011782	AT1G06730.1	Dm_00008048-RA
OG0011784	AT1G64150.1	Dm_00012112-RA
OG0011785	AT5G47840.1, AT5G47840.2	Dm_00007774-RA
OG0011786	AT5G52380.1	Dm_00011657-RA
OG0011787	AT4G01690.1, AT4G01690.2	Dm_00008120-RA
OG0011788	AT3G16150.1	Dm_00002371-RA
OG0011789	AT3G12345.1	Dm_00014064-RA
OG0011790	AT4G28660.1, AT4G28660.2	Dm_00003691-RA
OG0011791	AT2G25720.1	Dm_00015247-RA
OG0011792	AT5G09830.1	Dm_00011165-RA
OG0011794	AT1G75140.1, AT1G19370.1	Dm_00001160-RA
OG0011795	AT5G45590.1	Dm_00007374-RA
OG0011796	AT1G70650.2, AT1G70650.1	Dm_00000388-RA
OG0011797	AT3G25590.1	Dm_00004618-RA
OG0011799	AT4G09320.1	Dm_00015742-RA
OG0011800	AT3G18270.1	Dm_00010534-RA
OG0011801	AT1G26500.1	Dm_00011041-RA
OG0011802	AT3G26570.1, AT3G26570.2	Dm_00009098-RA
OG0011803	AT5G46840.1, AT5G46840.2	Dm_00012114-RA
OG0011805	AT1G23260.2, AT1G23260.1, AT1G70660.2, AT1G70660.1	Dm_00001946-RA
OG0011808	AT3G01360.1, AT3G01360.2	Dm_00018797-RA
OG0011814	AT3G18020.1	Dm_00019268-RA
OG0011815	AT1G69910.1	Dm_00005962-RA
OG0011816	AT4G16835.1	Dm_00004179-RA
OG0011817	AT5G63540.1, AT5G63540.2	Dm_00000976-RA
OG0011818	AT1G74470.1	Dm_00018436-RA
OG0011820	AT5G58020.1	Dm_00018477-RA
OG0011823	AT1G69290.1, AT1G68980.1	Dm_00006071-RA
OG0011824	AT2G35215.1, AT5G46770.1	Dm_00013083-RA
OG0011827	AT1G74580.3, AT1G74580.2, AT1G74580.1	Dm_00014808-RA
OG0011828	AT1G74070.2, AT1G74070.1	Dm_00004790-RA
OG0011830	AT1G08700.1	Dm_00009164-RA
OG0011831	AT3G13200.1	Dm_00001888-RA
OG0011833	AT1G13250.1	Dm_00008857-RA
OG0011834	AT1G13690.1	Dm_00003185-RA
OG0011835	AT3G25860.1	Dm_00007250-RA
OG0011837	AT1G71120.1	Dm_00002812-RA
OG0011838	AT5G22100.1	Dm_00010093-RA
OG0011839	AT1G73240.1	Dm_00010917-RA
OG0011842	AT4G28210.1	Dm_00005419-RA, Dm_00015798-RA
OG0011843	AT5G65274.1, AT4G01710.1	Dm_00007384-RA
OG0011844	AT5G62440.1	Dm_00018435-RA
OG0011845	AT1G04640.2, AT1G04640.1	Dm_00007261-RA
OG0011847	AT4G19100.1, AT4G19100.2	Dm_00016256-RA
OG0011850	AT5G23220.1, AT5G23230.1	Dm_00015612-RA
OG0011851	AT3G01380.2	Dm_00003989-RA
OG0011853	AT1G26340.1	Dm_00013799-RA
OG0011854	AT1G69180.1	Dm_00009984-RA
OG0011855	AT1G74730.1	Dm_00019285-RA
OG0011856	AT1G31920.1	Dm_00014570-RA
OG0011857	AT1G30880.2, AT1G30880.1	Dm_00014520-RA
OG0011859	AT2G02050.1	Dm_00006799-RA
OG0011860	AT2G15820.1	Dm_00014096-RA
OG0011863	AT3G54890.1	Dm_00007945-RA
OG0011865	AT3G02720.1	Dm_00007308-RA
OG0011867	AT1G18090.1, AT1G18090.2	Dm_00014299-RA
OG0011868	AT1G27300.1	Dm_00009456-RA
OG0011869	AT3G56810.1	Dm_00003426-RA
OG0011870	AT1G10380.1, AT1G10380.2	Dm_00002864-RA
OG0011871	AT1G68220.1	Dm_00001609-RA
OG0011872	AT2G44880.2, AT2G44880.4, AT2G44880.3, AT2G44880.5, AT2G44880.6, AT2G44880.1	Dm_00016070-RA
OG0011875	AT3G48200.1	Dm_00003329-RA
OG0011876	AT5G62790.1, AT5G62790.2	Dm_00004919-RA
OG0011877	AT3G27820.1	Dm_00007627-RA
OG0011882	AT1G63930.1	Dm_00017969-RA
OG0011884	AT5G15330.1, AT5G15330.2	Dm_00009345-RA
OG0011890	AT4G26680.1, AT4G26680.2	Dm_00001099-RA
OG0011891	AT5G21482.1	Dm_00015616-RA
OG0011892	AT2G38950.1	Dm_00008652-RA
OG0011893	AT5G63910.1	Dm_00005485-RA, Dm_00004464-RA
OG0011896	AT1G34420.1	Dm_00006270-RA
OG0011897	AT1G01200.1	Dm_00004208-RA
OG0011899	AT1G09740.2, AT1G09740.1	Dm_00009614-RA
OG0011901	AT4G28460.1	Dm_00009390-RA
OG0011910	AT1G67360.1, AT1G67360.2	Dm_00005379-RA, Dm_00016864-RA
OG0011912	AT3G06560.1, AT5G02670.1	Dm_00002578-RA
OG0011913	AT2G05620.1, AT2G05620.2	Dm_00012801-RA
OG0011914	AT5G61020.1, AT5G61020.2	Dm_00011974-RA
OG0011916	AT5G45660.1	Dm_00012387-RA
OG0011918	AT1G68940.3, AT1G68940.2, AT1G68940.1	Dm_00012192-RA
OG0011925	AT4G38710.1, AT4G38710.2	Dm_00004850-RA
OG0012005	AT1G08960.1	Dm_00000570-RA
OG0012008	AT5G21070.1	Dm_00019139-RA
OG0012009	AT2G23670.1	Dm_00000556-RA
OG0012012	AT5G03455.2, AT5G03455.1	Dm_00004554-RA
OG0012013	AT3G06780.1	Dm_00018366-RA
OG0012016	AT3G25530.1, AT3G25530.2	Dm_00019617-RA
OG0012017	AT4G26415.1	Dm_00006769-RA
OG0012019	AT2G33450.1	Dm_00010639-RA
OG0012022	AT4G13220.1	Dm_00000929-RA
OG0012025	AT5G56760.1	Dm_00011303-RA
OG0012026	AT5G36950.1	Dm_00002456-RA
OG0012027	AT2G38730.1	Dm_00004979-RA
OG0012028	AT5G62990.1	Dm_00008479-RA
OG0012029	AT5G58480.1	Dm_00017875-RA
OG0012031	AT4G02720.1	Dm_00009357-RA
OG0012032	AT4G02820.1	Dm_00002481-RA
OG0012034	AT2G27760.1	Dm_00007106-RA
OG0012035	AT3G63140.1	Dm_00009153-RA
OG0012038	AT1G54500.1	Dm_00001841-RA
OG0012039	AT3G23330.1, AT3G23330.2	Dm_00020133-RA
OG0012041	AT1G79960.1	Dm_00003730-RA
OG0012042	AT1G65380.1	Dm_00001969-RA
OG0012045	AT3G06840.1, AT5G49170.1	Dm_00011973-RA
OG0012046	AT2G36240.1	Dm_00000796-RA
OG0012048	AT3G57320.1, AT3G57320.2	Dm_00001191-RA
OG0012050	AT1G66170.1	Dm_00013670-RA
OG0012051	AT1G03310.1, AT1G03310.2	Dm_00019745-RA
OG0012053	AT5G63390.1	Dm_00000307-RA
OG0012054	AT3G10220.1	Dm_00011174-RA
OG0012055	AT3G62920.1	Dm_00014491-RA
