Orthogroup	A_thaliana.proteins	A_vesiculosa.proteins
OG0010780	AT4G33520.2, AT4G33520.3	Av_00007283-RA
OG0010781	AT5G42130.1	Av_00013384-RA
OG0010782	AT1G59600.1	Av_00019110-RA
OG0010786	AT5G49940.2, AT5G49940.1	Av_00007693-RA
OG0010787	AT1G49780.1	Av_00008788-RA
OG0010790	AT3G13350.1	Av_00008386-RA
OG0010794	AT1G11430.1	Av_00022084-RA, Av_00008736-RA
OG0010795	AT4G22305.1, AT4G22305.2, AT4G22300.1	Av_00010616-RA
OG0010796	AT1G28680.2, AT1G28680.1	Av_00003727-RA
OG0010798	AT4G22260.1	Av_00008969-RA
OG0010800	AT1G06690.1	Av_00010121-RA
OG0010801	AT1G30950.1	Av_00009550-RA
OG0010802	AT4G28230.1	Av_00013111-RA, Av_00008549-RA
OG0010804	AT1G30380.1	Av_00022487-RA, Av_00000873-RA
OG0010805	AT3G20800.1	Av_00000161-RA
OG0010806	AT3G45890.1	Av_00017085-RA
OG0010809	AT1G06520.1	Av_00016910-RA
OG0010810	AT5G47760.1	Av_00005999-RA
OG0010811	AT5G58200.1, AT5G58200.2	Av_00012163-RA
OG0010813	AT1G06270.1	Av_00002664-RA, Av_00015065-RA, Av_00002666-RA
OG0010814	AT2G20060.1	Av_00023324-RA, Av_00017789-RA
OG0010815	AT4G16410.1	Av_00008976-RA
OG0010816	AT5G47570.1	Av_00014533-RA
OG0010819	AT5G24800.1	Av_00004403-RA
OG0010821	AT2G26900.1	Av_00005869-RA
OG0010822	AT1G01510.1	Av_00013934-RA, Av_00003238-RA
OG0010823	AT1G68680.1	Av_00021630-RA
OG0010825	AT5G57345.1	Av_00023590-RA, Av_00004482-RA
OG0010826	AT1G65030.1	Av_00002998-RA
OG0010829	AT5G23880.1	Av_00014780-RA
OG0010831	AT5G11770.1	Av_00020135-RA, Av_00020006-RA
OG0010832	AT5G51110.1, AT5G51110.2	Av_00025026-RA
OG0010836	AT5G62650.1	Av_00009424-RA
OG0010837	AT5G51550.1	Av_00012891-RA
OG0010838	AT5G10780.1, AT5G10780.2	Av_00019071-RA, Av_00019530-RA
OG0010839	AT4G00030.1	Av_00010981-RA
OG0010840	AT1G73720.1	Av_00011780-RA, Av_00006942-RA
OG0010841	AT5G35100.2, AT5G35100.3, AT5G35100.1	Av_00012158-RA
OG0010844	AT3G43860.1, AT3G43860.2	Av_00008311-RA
OG0010845	AT3G15620.1, AT3G15620.2	Av_00021144-RA
OG0010846	AT5G20080.1	Av_00004036-RA
OG0010847	AT4G32700.2	Av_00006236-RA
OG0010848	AT2G45600.1	Av_00010907-RA
OG0010849	AT5G07230.1, AT5G62080.1, AT5G52160.1	Av_00002077-RA
OG0010850	AT1G01970.1	Av_00008647-RA
OG0010851	AT5G20120.2, AT5G20120.1	Av_00005863-RA, Av_00012136-RA
OG0010852	AT2G45610.1	Av_00011453-RA, Av_00003202-RA
OG0010853	AT5G19730.1	Av_00016031-RA
OG0010854	AT1G12520.3, AT1G12520.2, AT1G12520.1	Av_00006084-RA
OG0010855	AT4G19190.1	Av_00015876-RA
OG0010856	AT3G49170.1	Av_00009444-RA, Av_00001655-RA
OG0010858	AT3G47440.1	Av_00020129-RA
OG0010860	AT3G54210.1	Av_00021391-RA, Av_00023773-RA
OG0010861	AT3G24590.2, AT3G24590.1	Av_00024752-RA
OG0010864	AT3G49080.1	Av_00013642-RA
OG0010865	AT2G26250.1	Av_00007103-RA, Av_00003596-RA
OG0010866	AT5G41800.1	Av_00015683-RA
OG0010867	AT2G18710.1	Av_00012317-RA
OG0010868	AT5G43050.1	Av_00009442-RA
OG0010869	AT2G45060.1	Av_00023217-RA
OG0010870	AT5G19930.2, AT5G19930.1	Av_00012126-RA, Av_00005873-RA
OG0010872	AT3G26060.3	Av_00021107-RA, Av_00017136-RA
OG0010873	AT2G26700.1	Av_00005865-RA, Av_00004037-RA
OG0010874	AT4G39810.1	Av_00021686-RA
OG0010875	AT4G00570.1	Av_00003221-RA
OG0010876	AT5G20140.1, AT5G20140.2	Av_00004892-RA
OG0010878	AT2G24820.1	Av_00014934-RA, Av_00016308-RA, Av_00011697-RA
OG0010880	AT4G19150.1, AT4G19150.2	Av_00017075-RA
OG0010882	AT1G16800.3, AT1G16800.1, AT1G16800.2	Av_00009525-RA
OG0010883	AT2G06010.1	Av_00008765-RA
OG0010884	AT5G51720.1	Av_00002063-RA, Av_00012900-RA
OG0010885	AT1G32220.1	Av_00018679-RA
OG0010886	AT5G09310.1	Av_00014206-RA
OG0010889	AT2G20020.1	Av_00015842-RA
OG0010890	AT4G17100.2, AT4G17100.1	Av_00023330-RA
OG0010891	AT5G57140.1	Av_00011054-RA
OG0010892	AT5G53730.1	Av_00009951-RA, Av_00015050-RA
OG0010893	AT5G52950.1, AT5G52950.2	Av_00001645-RA
OG0010894	AT5G57370.1	Av_00004485-RA, Av_00023588-RA
OG0010895	AT4G32750.1	Av_00014327-RA
OG0010897	AT4G27750.1	Av_00009473-RA
OG0010898	AT1G80090.2, AT1G80090.1, AT1G15330.1	Av_00007960-RA
OG0010901	AT2G26830.1	Av_00005861-RA, Av_00009044-RA
OG0010903	AT2G36430.1	Av_00020952-RA, Av_00022513-RA
OG0010908	AT3G16310.1	Av_00021505-RA
OG0010909	AT4G31760.1, AT2G24800.2, AT2G24800.1	Av_00005150-RA
OG0010910	AT2G05920.1	Av_00018192-RA, Av_00000994-RA
OG0010911	AT5G11340.1	Av_00023913-RA
OG0010912	AT5G25754.1, AT5G25757.1	Av_00018240-RA
OG0010914	AT1G19130.1	Av_00017129-RA
OG0010915	AT3G20870.3, AT3G20870.1	Av_00014913-RA
OG0010916	AT4G16570.1	Av_00005445-RA
OG0010919	AT5G23940.1	Av_00002095-RA, Av_00014782-RA
OG0010921	AT4G28030.1, AT4G28030.2	Av_00001006-RA, Av_00018202-RA
OG0010923	AT5G62390.1	Av_00002052-RA, Av_00012887-RA
OG0010926	AT2G45690.1	Av_00010901-RA, Av_00015231-RA
OG0010927	AT2G19340.1, AT2G19340.2, AT4G29870.1	Av_00016858-RA
OG0010928	AT5G24850.1	Av_00004405-RA
OG0010930	AT3G03750.1, AT3G03750.2	Av_00021153-RA
OG0010931	AT3G53180.1	Av_00013487-RA
OG0010932	AT1G31330.1	Av_00021152-RA, Av_00024093-RA
OG0010933	AT2G32640.2, AT2G32640.1	Av_00017747-RA
OG0010934	AT1G79040.1	Av_00001716-RA, Av_00017696-RA
OG0010935	AT1G08460.2, AT1G08460.1	Av_00007328-RA
OG0010936	AT1G06440.1	Av_00016094-RA
OG0010937	AT5G46180.1	Av_00015446-RA
OG0010939	AT3G12010.1	Av_00013198-RA, Av_00018808-RA
OG0010940	AT3G27340.4, AT3G27340.2, AT3G27340.3, AT3G27340.1	Av_00021843-RA
OG0010941	AT1G07020.1	Av_00020756-RA
OG0010942	AT1G31817.1	Av_00019743-RA
OG0010943	AT5G35770.1	Av_00019813-RA, Av_00011716-RA, Av_00010166-RA
OG0010944	AT3G14850.1, AT3G14850.2	Av_00019466-RA
OG0010945	AT5G12260.1	Av_00014417-RA
OG0010946	AT5G05660.1	Av_00011983-RA
OG0010947	AT3G13682.1	Av_00003106-RA
OG0010948	AT1G29260.1	Av_00007502-RA, Av_00003637-RA
OG0010949	AT5G19860.1	Av_00011882-RA
OG0010950	AT2G34050.1	Av_00021659-RA
OG0010951	AT1G61720.1	Av_00003674-RA
OG0010952	AT4G27030.1, AT1G62190.1, AT2G22890.1	Av_00002483-RA
OG0010954	AT5G01830.1	Av_00002965-RA, Av_00022966-RA
OG0010955	AT5G44790.1	Av_00019405-RA
OG0010958	AT5G55125.1, AT5G55125.2	Av_00002499-RA
OG0010959	AT3G51580.2, AT3G51580.1	Av_00017995-RA
OG0010961	AT2G37110.1	Av_00011738-RA
OG0010963	AT1G16590.1, AT1G16590.2	Av_00008287-RA
OG0010964	AT2G38000.1	Av_00012456-RA
OG0010965	AT1G30650.1, AT2G34830.1, AT2G34830.2	Av_00003380-RA
OG0010966	AT3G56330.1	Av_00020479-RA
OG0010968	AT1G50740.1, AT3G20510.1	Av_00019725-RA
OG0010969	AT5G58410.1, AT5G58410.2	Av_00023071-RA
OG0010971	AT5G05550.3, AT5G05550.1, AT5G05550.2, AT3G11100.1	Av_00005022-RA, Av_00003854-RA
OG0010973	AT4G26930.1	Av_00008417-RA, Av_00022578-RA, Av_00002489-RA
OG0010975	AT3G10405.1	Av_00004357-RA
OG0010976	AT3G55780.1	Av_00024218-RA
OG0010978	AT2G26930.1	Av_00001226-RA
OG0010979	AT3G09310.1	Av_00002831-RA
OG0010980	AT5G18440.1, AT5G18440.2	Av_00016213-RA
OG0010981	AT5G06580.1	Av_00017549-RA
OG0010986	AT5G01360.1, AT5G01360.2	Av_00002820-RA
OG0010988	AT3G63490.2, AT3G63490.1	Av_00004949-RA, Av_00003958-RA
OG0010990	AT2G36145.1	Av_00002943-RA
OG0010991	AT4G16450.1, AT4G16450.2	Av_00011555-RA
OG0010992	AT3G09320.1	Av_00020552-RA
OG0010993	AT5G44650.1	Av_00000854-RA
OG0010994	AT5G17780.2, AT5G17780.1, AT5G17720.1	Av_00020402-RA
OG0010995	AT1G79530.1, AT1G16300.1	Av_00001114-RA, Av_00008230-RA
OG0010997	AT2G20810.1	Av_00008543-RA, Av_00013114-RA
OG0010998	AT5G60460.2, AT5G60460.1	Av_00024390-RA
OG0010999	AT1G56345.1, AT1G56345.2	Av_00022994-RA
OG0011000	AT1G21840.2, AT1G21840.1	Av_00014751-RA
OG0011001	AT3G14740.2, AT3G14740.1	Av_00023902-RA
OG0011002	AT3G18110.1	Av_00009957-RA
OG0011003	AT3G52150.1, AT3G52150.2	Av_00004934-RA, Av_00003975-RA
OG0011004	AT3G11090.1	Av_00005023-RA
OG0011006	AT5G53930.1	Av_00000209-RA
OG0011007	AT1G03475.1	Av_00023859-RA, Av_00021257-RA
OG0011008	AT2G29540.1, AT2G29540.2, AT2G29540.3	Av_00002237-RA
OG0011009	AT1G48170.1	Av_00010933-RA
OG0011010	AT1G56090.2, AT1G56090.1	Av_00008290-RA
OG0011011	AT5G60650.1, AT2G28410.1	Av_00016928-RA
OG0011012	AT2G40220.1	Av_00003855-RA
OG0011015	AT2G33835.1	Av_00014104-RA, Av_00020667-RA
OG0011016	AT3G10970.2, AT3G10970.3, AT3G10970.1	Av_00005673-RA
OG0011017	AT5G63690.2, AT5G63690.1	Av_00001196-RA
OG0011018	AT3G53140.1	Av_00011723-RA
OG0011019	AT1G79350.1	Av_00013591-RA
OG0011020	AT1G63990.2, AT1G63990.1	Av_00024527-RA
OG0011022	AT2G42390.1	Av_00006188-RA
OG0011023	AT4G05220.1, AT1G61760.1	Av_00005943-RA
OG0011024	AT1G55280.1, AT1G55280.2	Av_00001187-RA
OG0011025	AT2G04900.1, AT2G04900.2	Av_00004751-RA
OG0011026	AT5G05680.1	Av_00005702-RA
OG0011027	AT2G40200.1	Av_00011979-RA
OG0011028	AT2G39120.1	Av_00023391-RA, Av_00013650-RA
OG0011030	AT4G01970.2, AT4G01970.1	Av_00002276-RA
OG0011031	AT1G12250.3, AT1G12250.1, AT1G12250.2	Av_00005525-RA
OG0011032	AT4G14110.1	Av_00006031-RA
OG0011033	AT1G02060.1	Av_00008316-RA
OG0011036	AT4G11640.1	Av_00006099-RA
OG0011037	AT1G50940.1	Av_00000169-RA, Av_00002410-RA, Av_00002415-RA
OG0011038	AT1G44900.1, AT1G44900.2	Av_00001390-RA
OG0011039	AT2G06210.1	Av_00013003-RA, Av_00007246-RA
OG0011040	AT1G18000.1, AT1G18010.1	Av_00015045-RA
OG0011041	AT1G77180.2, AT1G77180.1, AT1G77180.3	Av_00020411-RA
OG0011042	AT4G24090.1	Av_00016585-RA
OG0011043	AT2G35450.1	Av_00012247-RA
OG0011044	AT4G33420.2, AT4G33420.1	Av_00011792-RA
OG0011045	AT5G66750.1	Av_00011656-RA
OG0011046	AT4G24040.1	Av_00004924-RA, Av_00003993-RA
OG0011047	AT5G65490.1	Av_00000419-RA
OG0011048	AT2G20330.1	Av_00000756-RA
OG0011049	AT3G19630.1	Av_00004263-RA
OG0011050	AT4G13450.2, AT4G13450.1	Av_00021370-RA, Av_00006312-RA
OG0011051	AT5G59180.1	Av_00013318-RA
OG0011052	AT1G09850.1	Av_00018859-RA
OG0011053	AT3G48250.1	Av_00013841-RA, Av_00011174-RA
OG0011055	AT4G38225.1, AT4G38225.3, AT4G38225.2	Av_00009771-RA
OG0011056	AT4G38040.2, AT4G38040.1	Av_00014223-RA
OG0011057	AT1G14450.2, AT1G14450.1, AT2G02510.1	Av_00011582-RA
OG0011058	AT4G16060.1	Av_00019197-RA
OG0011060	AT1G21090.2, AT1G21090.1	Av_00024421-RA
OG0011061	AT4G04614.1, AT4G04614.2	Av_00009712-RA
OG0011062	AT1G64350.1	Av_00005106-RA
OG0011063	AT1G03900.1	Av_00000791-RA
OG0011064	AT3G24660.1	Av_00022952-RA, Av_00001471-RA, Av_00001472-RA
OG0011065	AT2G43030.1	Av_00000110-RA
OG0011066	AT5G48330.2, AT5G48330.1	Av_00014752-RA
OG0011067	AT3G07260.1, AT3G07220.1	Av_00001506-RA, Av_00019164-RA
OG0011069	AT1G67510.1	Av_00010828-RA
OG0011070	AT5G64380.1	Av_00004275-RA, Av_00004609-RA
OG0011071	AT1G32990.1	Av_00018595-RA, Av_00010679-RA
OG0011072	AT4G09530.1, AT5G66260.1	Av_00008576-RA, Av_00014613-RA
OG0011074	AT5G64040.2, AT5G64040.1	Av_00000395-RA, Av_00001867-RA
OG0011075	AT3G27520.1	Av_00011640-RA, Av_00021853-RA
OG0011076	AT4G35050.1, AT2G16780.1	Av_00009869-RA
OG0011077	AT3G48540.1	Av_00008937-RA
OG0011079	AT3G23400.1, AT3G23400.2, AT3G23400.3, AT3G23400.4	Av_00001529-RA
OG0011080	AT3G62810.1, AT3G62810.2	Av_00002110-RA
OG0011081	AT3G27310.1	Av_00021837-RA
OG0011082	AT3G04550.1, AT5G28500.1, AT5G28500.2	Av_00006693-RA, Av_00016146-RA
OG0011083	AT5G13420.1	Av_00005195-RA, Av_00002770-RA
OG0011085	AT5G67220.1	Av_00016361-RA
OG0011086	AT5G52800.1, AT5G52800.2, AT5G52800.3	Av_00001637-RA
OG0011087	AT1G67680.1, AT1G67650.1	Av_00023336-RA
OG0011088	AT3G16760.1, AT3G16760.2	Av_00012094-RA
OG0011089	AT5G67070.1	Av_00019918-RA
OG0011090	AT2G17230.1	Av_00008778-RA, Av_00009775-RA
OG0011091	AT1G33170.1, AT4G10440.1	Av_00014507-RA
OG0011092	AT3G20050.1	Av_00023051-RA
OG0011094	AT1G65230.1	Av_00006576-RA, Av_00016521-RA
OG0011095	AT5G43280.1, AT5G43280.2	Av_00002759-RA
OG0011096	AT1G71930.2, AT1G71930.1	Av_00023561-RA
OG0011097	AT3G18930.3, AT3G18930.1, AT3G18930.2	Av_00012288-RA, Av_00004421-RA
OG0011098	AT3G18940.1	Av_00012291-RA
OG0011099	AT2G31880.1	Av_00011179-RA
OG0011100	AT4G09730.1	Av_00022694-RA
OG0011101	AT5G38890.1	Av_00006592-RA
OG0011102	AT2G33840.1	Av_00010423-RA, Av_00014580-RA
OG0011104	AT3G49550.1, AT5G24610.1	Av_00009497-RA
OG0011107	AT1G64310.1	Av_00015003-RA
OG0011113	AT2G18196.1, AT2G18196.2, AT4G10465.1	Av_00002878-RA
OG0011114	AT5G26820.1	Av_00021047-RA
OG0011115	AT1G71750.2, AT1G71750.1	Av_00014293-RA
OG0011116	AT2G46580.1	Av_00023745-RA
OG0011118	AT4G37000.1	Av_00000298-RA
OG0011119	AT2G01070.2, AT2G01070.1	Av_00013732-RA, Av_00001824-RA
OG0011120	AT4G27700.1	Av_00009210-RA
OG0011121	AT2G06000.2, AT2G06000.1	Av_00009789-RA, Av_00008762-RA
OG0011122	AT3G04950.1	Av_00024776-RA
OG0011124	AT2G17980.1	Av_00008771-RA
OG0011125	AT5G42890.1	Av_00010010-RA
OG0011126	AT4G17740.1, AT4G17740.2	Av_00017459-RA
OG0011129	AT5G09930.1, AT5G64840.1	Av_00015328-RA, Av_00000432-RA
OG0011130	AT1G71720.1, AT1G71720.2	Av_00022911-RA
OG0011131	AT5G61850.1, AT5G61850.2	Av_00003124-RA
OG0011134	AT1G05600.2, AT1G05600.1, AT1G05600.3	Av_00019772-RA
OG0011138	AT1G73885.1	Av_00008929-RA
OG0011140	AT1G18250.2, AT1G18250.1, AT1G73620.1	Av_00021148-RA
OG0011142	AT5G14460.1	Av_00021852-RA
OG0011144	AT1G14030.1	Av_00002716-RA
OG0011145	AT5G63200.1, AT5G63200.2	Av_00010491-RA
OG0011147	AT3G47610.1	Av_00013789-RA, Av_00001759-RA
OG0011149	AT3G06540.1	Av_00013397-RA
OG0011150	AT3G18190.1	Av_00000214-RA
OG0011152	AT2G44640.1	Av_00008358-RA, Av_00017978-RA
OG0011153	AT1G60550.1	Av_00002671-RA, Av_00005331-RA
OG0011155	AT1G68830.1	Av_00003306-RA, Av_00016999-RA
OG0011156	AT5G38060.1, AT5G38060.2	Av_00024171-RA
OG0011157	AT5G22260.1	Av_00016643-RA
OG0011158	AT2G01490.2, AT2G01490.1	Av_00007770-RA
OG0011159	AT5G07960.1	Av_00012440-RA, Av_00009328-RA
OG0011160	AT3G03220.1	Av_00016080-RA, Av_00016127-RA
OG0011161	AT3G26580.1	Av_00005344-RA, Av_00002658-RA
OG0011162	AT3G02110.1	Av_00007666-RA
OG0011163	AT5G23400.1	Av_00023658-RA, Av_00016881-RA, Av_00019497-RA
OG0011165	AT5G08050.1	Av_00000516-RA, Av_00001800-RA, Av_00013759-RA
OG0011166	AT2G35540.1	Av_00021354-RA
OG0011167	AT5G36120.1	Av_00012845-RA
OG0011168	AT5G14970.1	Av_00015612-RA, Av_00005742-RA, Av_00017299-RA
OG0011169	AT1G23390.1	Av_00015467-RA
OG0011170	AT4G25730.1	Av_00022464-RA
OG0011171	AT1G24040.1, AT1G24040.3, AT1G24040.2	Av_00006454-RA, Av_00020739-RA
OG0011172	AT2G35470.1	Av_00020626-RA, Av_00022719-RA
OG0011173	AT3G26370.1	Av_00005352-RA, Av_00002653-RA
OG0011174	AT3G52350.1, AT5G08535.1, AT5G08535.2, AT5G08535.4, AT5G08535.3	Av_00010009-RA
OG0011175	AT3G25920.1	Av_00023328-RA, Av_00005404-RA, Av_00002603-RA
OG0011176	AT1G13670.1	Av_00020434-RA, Av_00015532-RA
OG0011177	AT5G16550.1	Av_00007437-RA, Av_00003738-RA
OG0011178	AT3G28720.1, AT3G28720.2	Av_00023342-RA, Av_00024051-RA
OG0011179	AT5G50930.1	Av_00014005-RA
OG0011180	AT1G14345.1	Av_00007525-RA
OG0011182	AT1G32370.3, AT1G32370.4, AT1G32370.1, AT1G32370.2	Av_00016060-RA
OG0011183	AT2G01220.1, AT2G01220.2	Av_00003320-RA
OG0011185	AT5G46570.1	Av_00020794-RA, Av_00019883-RA
OG0011186	AT4G37445.1, AT4G37445.2	Av_00022106-RA
OG0011188	AT3G29090.1	Av_00017074-RA
OG0011189	AT2G35410.1	Av_00019912-RA, Av_00019911-RA
OG0011192	AT5G51150.1	Av_00014053-RA
OG0011193	AT2G44190.1, AT3G60000.1, AT3G60000.2	Av_00016513-RA
OG0011194	AT3G26120.1	Av_00021004-RA, Av_00020175-RA
OG0011195	AT3G53700.1	Av_00017835-RA
OG0011196	AT5G08100.1	Av_00000509-RA
OG0011198	AT5G15280.1	Av_00005258-RA, Av_00002713-RA, Av_00002714-RA
OG0011200	AT5G39980.1	Av_00001611-RA
OG0011201	AT5G62840.2, AT5G62840.1	Av_00017692-RA
OG0011202	AT1G67400.1	Av_00005371-RA
OG0011203	AT3G01060.1, AT3G01060.2	Av_00010672-RA
OG0011204	AT3G29240.2, AT3G29240.1	Av_00023878-RA
OG0011205	AT4G39920.1	Av_00021692-RA
OG0011207	AT3G20020.1, AT3G20020.3, AT3G20020.2	Av_00010235-RA
OG0011209	AT2G44525.1, AT3G60150.4, AT3G60150.1	Av_00018121-RA
OG0011210	AT3G48610.1	Av_00009252-RA, Av_00015024-RA
OG0011212	AT5G08540.1	Av_00012827-RA
OG0011213	AT1G24095.1, AT1G24095.2	Av_00015487-RA
OG0011214	AT5G61370.1	Av_00012437-RA, Av_00009323-RA
OG0011215	AT5G47390.1	Av_00005440-RA, Av_00003007-RA, Av_00010337-RA
OG0011218	AT1G14730.1	Av_00006322-RA
OG0011220	AT1G66345.1	Av_00024119-RA
OG0011221	AT4G21190.1	Av_00015540-RA
OG0011222	AT4G35420.1	Av_00012990-RA
OG0011223	AT2G01770.1	Av_00002575-RA, Av_00018456-RA
OG0011224	AT1G32630.2, AT1G32630.1	Av_00018085-RA
OG0011226	AT1G18060.1	Av_00012021-RA
OG0011229	AT1G70160.1	Av_00002688-RA
OG0011230	AT1G15100.1, AT2G01150.1, AT2G01150.3, AT2G01150.2	Av_00010871-RA, Av_00003323-RA
OG0011231	AT5G14240.1	Av_00013945-RA
OG0011232	AT5G45420.2, AT5G45420.1, AT5G45420.3	Av_00022056-RA
OG0011238	AT2G30240.1	Av_00001350-RA, Av_00016139-RA
OG0011241	AT5G54940.1, AT5G54940.2, AT5G54940.3	Av_00007893-RA, Av_00000165-RA
OG0011244	AT3G02430.1, AT4G24310.1	Av_00013729-RA, Av_00021674-RA
OG0011248	AT3G61410.1, AT3G61410.3, AT3G61410.2	Av_00014663-RA, Av_00008627-RA, Av_00014662-RA
OG0011249	AT2G46220.1	Av_00017416-RA, Av_00013940-RA
OG0011250	AT5G14710.1	Av_00008098-RA
OG0011252	AT3G23930.1, AT4G13540.1	Av_00013216-RA
OG0011256	AT2G38500.1	Av_00017997-RA
OG0011257	AT5G47320.1	Av_00019565-RA
OG0011258	AT3G42570.1, AT3G17070.2, AT3G17070.1	Av_00008966-RA, Av_00005972-RA, Av_00005601-RA
OG0011259	AT1G30010.1	Av_00017372-RA
OG0011262	AT1G55265.1	Av_00006506-RA
OG0011264	AT1G74350.1	Av_00000614-RA
OG0011271	AT2G44410.1	Av_00019796-RA
OG0011273	AT4G38170.1	Av_00009766-RA
OG0011280	AT5G46920.1	Av_00017446-RA
OG0011282	AT5G23480.5, AT5G23480.3, AT5G23480.4, AT5G23480.6, AT5G23480.1, AT5G23480.2, AT5G08430.1, AT5G08430.2	Av_00001259-RA
OG0011345	AT5G18660.1	Av_00017860-RA
OG0011347	AT1G74970.1	Av_00009926-RA
OG0011348	AT3G56460.1	Av_00024617-RA
OG0011349	AT4G14890.1	Av_00000619-RA, Av_00020649-RA
OG0011350	AT5G20130.2, AT5G20130.1	Av_00014159-RA
OG0011351	AT2G47980.1	Av_00019656-RA
OG0011352	AT2G31970.1	Av_00000729-RA
OG0011353	AT1G04690.1	Av_00000744-RA
OG0011355	AT5G04190.1	Av_00006738-RA, Av_00020574-RA, Av_00022200-RA
OG0011356	AT1G08500.1	Av_00016533-RA, Av_00006555-RA
OG0011357	AT5G58730.1	Av_00007353-RA, Av_00013302-RA
OG0011358	AT3G63480.2, AT3G63480.1	Av_00020359-RA
OG0011360	AT4G16265.1, AT3G16980.1	Av_00013516-RA
OG0011362	AT3G06430.1	Av_00009625-RA
OG0011363	AT5G18970.1	Av_00017880-RA
OG0011364	AT1G04190.1	Av_00018355-RA
OG0011366	AT2G40490.1	Av_00003841-RA
OG0011370	AT2G33260.2, AT2G33260.1	Av_00007881-RA, Av_00000183-RA
OG0011372	AT5G48840.1	Av_00002226-RA
OG0011374	AT4G15560.1	Av_00022654-RA
OG0011376	AT3G04780.1	Av_00016251-RA
OG0011377	AT3G23620.1	Av_00007798-RA
OG0011380	AT3G55340.1	Av_00003567-RA
OG0011381	AT5G48480.1	Av_00003407-RA, Av_00001399-RA
OG0011382	AT1G80860.2, AT1G80860.1	Av_00010044-RA
OG0011383	AT3G47070.1	Av_00007357-RA, Av_00013305-RA
OG0011385	AT3G10210.1	Av_00003530-RA
OG0011387	AT3G13550.2, AT3G13550.1	Av_00013689-RA
OG0011388	AT5G19290.1, AT5G14980.1	Av_00023401-RA, Av_00008191-RA
OG0011389	AT3G52115.1	Av_00003971-RA
OG0011391	AT3G24030.1	Av_00024161-RA
OG0011393	AT2G18940.1	Av_00011036-RA, Av_00011037-RA, Av_00009833-RA
OG0011394	AT2G31985.1, AT1G05510.1	Av_00023249-RA
OG0011396	ATCG00520.1	Av_00019434-RA, Av_00024988-RA, Av_00025119-RA
OG0011397	AT3G22430.1	Av_00000621-RA, Av_00020651-RA
OG0011400	AT1G60000.1, AT1G60000.2	Av_00021367-RA, Av_00006315-RA
OG0011401	AT3G17300.2, AT3G17300.3, AT3G17300.1	Av_00007217-RA
OG0011402	AT1G35880.1, AT3G46740.1	Av_00019606-RA
OG0011405	ATMG00285.1	Av_00022884-RA
OG0011406	AT4G40045.1	Av_00024376-RA, Av_00018082-RA
OG0011407	AT2G16760.1	Av_00003447-RA
OG0011408	AT2G42450.1	Av_00024750-RA
OG0011409	AT2G32600.1	Av_00012586-RA, Av_00002900-RA
OG0011411	AT5G43210.1	Av_00021868-RA, Av_00018614-RA
OG0011413	AT2G26870.1	Av_00006548-RA, Av_00001216-RA
OG0011414	AT5G40850.1, AT5G40850.3, AT5G40850.2	Av_00015573-RA
OG0011415	AT5G49320.1	Av_00018974-RA
OG0011416	AT5G18110.1	Av_00012072-RA
OG0011417	AT5G58740.1	Av_00021084-RA
OG0011418	AT2G31440.2, AT2G31440.1	Av_00017503-RA
OG0011419	AT2G41200.1	Av_00003523-RA
OG0011420	AT2G28430.1	Av_00019365-RA, Av_00019366-RA
OG0011421	AT5G02750.1	Av_00013442-RA
OG0011424	AT2G40650.1	Av_00006919-RA
OG0011425	AT2G41690.1	Av_00012684-RA
OG0011426	AT3G23020.1	Av_00019232-RA, Av_00000602-RA
OG0011427	AT3G25430.1, AT3G25430.2	Av_00001395-RA
OG0011428	AT5G43710.2, AT5G43710.3, AT5G43710.1	Av_00005121-RA
OG0011429	AT5G18100.2, AT5G18100.1	Av_00012071-RA
OG0011430	AT2G43360.1	Av_00014738-RA
OG0011431	AT3G08943.1	Av_00021871-RA, Av_00018619-RA
OG0011432	ATCG00720.1	Av_00021417-RA, Av_00022887-RA
OG0011433	AT4G03030.1	Av_00004787-RA
OG0011435	AT2G27080.2, AT2G27080.1, AT5G21130.1	Av_00014265-RA
OG0011436	AT1G08640.1	Av_00016143-RA
OG0011437	AT5G19850.1	Av_00011891-RA
OG0011438	AT5G13890.2, AT5G13890.3, AT5G13890.1	Av_00015854-RA
OG0011439	AT5G08320.1	Av_00022711-RA
OG0011441	AT5G43290.1	Av_00020554-RA, Av_00020553-RA
OG0011442	AT3G08950.1	Av_00024550-RA
OG0011443	AT2G35500.1	Av_00020837-RA
OG0011444	AT5G16510.1, AT5G16510.2	Av_00011810-RA
OG0011445	AT2G32800.1	Av_00006754-RA
OG0011448	AT3G07230.1	Av_00003399-RA
OG0011449	AT3G27230.1	Av_00019118-RA, Av_00016017-RA
OG0011450	AT4G37660.1	Av_00002084-RA
OG0011452	AT4G08240.1, AT4G08240.2	Av_00011468-RA
OG0011454	AT1G71490.1	Av_00008227-RA
OG0011455	AT5G39710.1	Av_00010168-RA
OG0011457	AT5G66360.2, AT5G66360.1	Av_00017904-RA
OG0011458	AT1G71310.3, AT1G71310.2, AT1G71310.1	Av_00014027-RA
OG0011460	AT1G49410.1	Av_00021543-RA
OG0011461	AT5G61990.1	Av_00009239-RA
OG0011462	AT2G03880.1	Av_00008786-RA
OG0011463	AT1G10500.1	Av_00000430-RA, Av_00015333-RA
OG0011464	AT5G66780.2, AT5G66780.1	Av_00000458-RA
