Orthogroup	A_thaliana.proteins	A_hypochondriacus.proteins
OG0011865	AT3G02720.1	AH007844-RA
OG0011867	AT1G18090.1, AT1G18090.2	AH017214-RA
OG0011868	AT1G27300.1	AH005192-RA
OG0011869	AT3G56810.1	AH006594-RA, AH006577-RA, AH020517-RA
OG0011870	AT1G10380.1, AT1G10380.2	AH004672-RA
OG0011871	AT1G68220.1	AH005483-RA
OG0011873	AT1G73740.1	AH017202-RA
OG0011875	AT3G48200.1	AH017963-RA
OG0011876	AT5G62790.1, AT5G62790.2	AH017980-RA
OG0011882	AT1G63930.1	AH018004-RA
OG0011884	AT5G15330.1, AT5G15330.2	AH015796-RA, AH019121-RA
OG0011886	AT4G28770.1, AT4G28770.2, AT2G20230.1	AH022134-RA
OG0011890	AT4G26680.1, AT4G26680.2	AH016090-RA
OG0011891	AT5G21482.1	AH016037-RA
OG0011892	AT2G38950.1	AH017717-RA
OG0011893	AT5G63910.1	AH010651-RA
OG0011896	AT1G34420.1	AH009388-RA
OG0011897	AT1G01200.1	AH009520-RA
OG0011898	AT4G10250.1	AH008861-RA
OG0011899	AT1G09740.2, AT1G09740.1	AH008834-RA
OG0011900	AT3G03560.1	AH009299-RA
OG0011901	AT4G28460.1	AH011679-RA, AH011678-RA, AH020078-RA, AH020077-RA
OG0011904	AT5G59800.1	AH013621-RA
OG0011908	AT3G19350.1	AH012695-RA, AH000962-RA
OG0011909	AT1G23840.1, AT1G23830.1, AT1G23850.1	AH004763-RA, AH004406-RA, AH004762-RA
OG0011910	AT1G67360.1, AT1G67360.2	AH005177-RA
OG0011911	AT1G58007.2, AT1G58007.4, AT1G58007.3, AT1G58007.1, AT1G09812.1	AH005295-RA
OG0011912	AT5G02670.1	AH011602-RA
OG0011913	AT2G05620.1, AT2G05620.2	AH007173-RA
OG0011914	AT5G61020.1, AT5G61020.2	AH006923-RA
OG0011916	AT5G45660.1	AH003885-RA
OG0011917	AT5G65280.2, AT5G65280.1	AH003960-RA
OG0011918	AT1G68940.3, AT1G68940.2, AT1G68940.1	AH004125-RA
OG0011919	AT2G34740.1, AT2G34740.3, AT2G34740.2	AH000648-RA
OG0011924	AT1G56010.1, AT1G56010.2, AT3G12977.1, AT3G12977.2	AH001281-RA, AH000261-RA
OG0011925	AT4G38710.1, AT4G38710.2	AH002234-RA
OG0012005	AT1G08960.1	AH010439-RA
OG0012007	AT3G46790.1	AH020065-RA
OG0012008	AT5G21070.1	AH013893-RA
OG0012009	AT2G23670.1	AH005897-RA
OG0012012	AT5G03455.2, AT5G03455.1	AH012743-RA
OG0012013	AT3G06780.1	AH006993-RA
OG0012015	AT3G52230.1	AH008049-RA, AH010080-RA
OG0012016	AT3G25530.1, AT3G25530.2	AH017860-RA
OG0012017	AT4G26415.1	AH012965-RA
OG0012019	AT2G33450.1	AH007182-RA
OG0012022	AT4G13220.1	AH013050-RA
OG0012025	AT5G56760.1	AH007973-RA
OG0012026	AT5G36950.1	AH007486-RA
OG0012027	AT2G38730.1	AH015657-RA
OG0012028	AT5G62990.1	AH020540-RA
OG0012031	AT4G02720.1	AH002548-RA
OG0012032	AT4G02820.1	AH022840-RA
OG0012034	AT2G27760.1	AH013285-RA
OG0012035	AT3G63140.1	AH008236-RA
OG0012037	AT4G14220.1	AH007072-RA
OG0012038	AT1G54500.1	AH010840-RA
OG0012039	AT3G23330.1, AT3G23330.2	AH019915-RA
OG0012040	ATCG01040.1	AH015415-RA
OG0012041	AT1G79960.1	AH000453-RA, AH000456-RA
OG0012042	AT1G65380.1	AH007437-RA
OG0012044	AT3G13226.1	AH013053-RA
OG0012046	AT2G36240.1	AH004438-RA
OG0012047	AT2G43320.2, AT2G43320.1	AH011614-RA
OG0012048	AT3G57320.1, AT3G57320.2	AH020411-RA
OG0012050	AT1G66170.1	AH000341-RA
OG0012051	AT1G03310.1, AT1G03310.2	AH011843-RA
OG0012052	AT3G59530.3, AT3G59530.1, AT3G59530.2	AH011649-RA
OG0012053	AT5G63390.1	AH017168-RA
OG0012054	AT3G10220.1	AH014222-RA
OG0012055	AT3G62920.1	AH012845-RA
OG0012057	AT3G62390.2, AT3G62390.1	AH002699-RA
OG0012059	AT5G26340.1	AH020098-RA, AH020097-RA
OG0012061	AT4G02440.1	AH012923-RA
OG0012062	AT1G79540.1	AH020113-RA
OG0012064	AT1G08530.3, AT1G08530.2, AT1G08530.1	AH010396-RA
OG0012065	AT2G41530.1	AH020412-RA
OG0012066	AT3G12210.1, AT3G12210.2	AH008365-RA
OG0012068	AT1G64770.1, AT1G64770.2, AT1G64770.3	AH006924-RA
OG0012071	AT1G54410.1	AH003017-RA
OG0012072	AT3G17170.1	AH019807-RA
OG0012073	ATMG00640.1	AH015546-RA, AH015552-RA
OG0012075	AT5G42660.1	AH012307-RA
OG0012077	AT3G24040.1	AH020242-RA
OG0012078	AT3G54480.5, AT3G54480.1	AH015695-RA
OG0012080	AT4G05150.1	AH015136-RA
OG0012081	AT5G19220.1	AH011765-RA
OG0012082	AT2G30080.1	AH017676-RA
OG0012084	AT5G43670.1	AH006419-RA
OG0012085	AT3G59710.3, AT3G59710.2, AT3G59710.1	AH011711-RA
OG0012086	AT1G54780.1	AH010553-RA
OG0012087	AT3G62580.1	AH002677-RA
OG0012088	ATCG01080.1	AH015418-RA
OG0012089	AT2G47770.1	AH012938-RA
OG0012090	AT1G07310.1	AH023053-RA
OG0012092	AT2G42710.1	AH019524-RA
OG0012093	AT3G51760.1, AT3G51760.4, AT3G51760.2, AT3G51760.3	AH018830-RA
OG0012094	AT3G52620.1	AH021790-RA
OG0012097	AT1G60870.1	AH007664-RA, AH010886-RA
OG0012099	AT5G43820.1	AH007606-RA
OG0012100	AT1G77330.1	AH008647-RA
OG0012101	AT5G52630.1	AH006794-RA
OG0012102	AT3G46630.1	AH016941-RA
OG0012103	AT1G34640.1	AH008740-RA
OG0012104	AT1G76730.1	AH021240-RA
OG0012105	ATMG00513.1	AH003324-RA
OG0012106	AT1G75200.1	AH009053-RA
OG0012109	AT5G49800.2, AT5G49800.1	AH005263-RA
OG0012111	AT1G79080.1	AH007899-RA
OG0012112	AT1G71760.2, AT1G71760.1	AH008554-RA, AH008555-RA
OG0012114	AT4G36650.1, AT4G36650.2	AH005601-RA
OG0012115	AT1G10020.1	AH016723-RA
OG0012116	AT4G10020.1	AH008604-RA
OG0012117	AT1G13870.1	AH007177-RA
OG0012118	AT1G34430.1	AH009387-RA
OG0012119	AT1G36390.1, AT1G36390.2	AH023619-RA
OG0012120	AT1G27461.1	AH008382-RA
OG0012122	AT3G14370.1, AT1G53700.1	AH007942-RA, AH010278-RA
OG0012123	AT3G49710.1	AH001558-RA, AH023066-RA
OG0012124	AT4G38020.1	AH005927-RA
OG0012125	AT1G09790.2, AT1G09790.1	AH006480-RA, AH008301-RA
OG0012126	AT1G77020.1	AH008661-RA
OG0012127	AT1G34245.1	AH023559-RA
OG0012128	AT2G16440.1	AH001751-RA
OG0012129	AT4G39530.1	AH007308-RA
OG0012130	AT2G18245.1	AH005759-RA
OG0012132	AT4G37420.1	AH016879-RA
OG0012133	AT2G21250.1, AT2G21260.1	AH001727-RA
OG0012134	AT5G66040.1, AT5G66040.2	AH004965-RA
OG0012139	AT2G22420.1	AH003959-RA
OG0012140	AT1G27480.1	AH008376-RA
OG0012141	AT4G37030.1	AH003725-RA
OG0012142	AT4G33670.1	AH002436-RA
OG0012143	AT5G17870.2, AT5G17870.1	AH008352-RA
OG0012144	AT5G64370.1	AH002397-RA
OG0012145	AT3G03990.1	AH016688-RA
OG0012146	AT2G37310.1	AH012353-RA
OG0012148	AT2G20930.1	AH002284-RA
OG0012149	AT1G79120.2, AT1G79120.1	AH006772-RA
OG0012151	AT1G03540.1	AH001261-RA
OG0012154	AT4G18480.1, AT5G45930.1	AH015287-RA
OG0012157	AT5G47810.1	AH004996-RA
OG0012158	AT5G55710.1	AH009778-RA, AH008295-RA
OG0012159	AT3G15090.1	AH008032-RA
OG0012162	AT1G06510.1	AH001134-RA
OG0012163	AT5G45900.1	AH021400-RA
OG0012164	AT4G22190.1	AH014944-RA
OG0012165	AT1G55880.1, AT1G55880.2	AH008288-RA
OG0012166	AT4G26730.1, AT2G16030.1	AH003235-RA, AH007514-RA
OG0012169	AT5G63310.1	AH022357-RA
OG0012171	AT2G34470.1, AT2G34470.2	AH014727-RA
OG0012172	AT4G21445.1	AH021587-RA
OG0012174	AT3G63390.1	AH017794-RA
OG0012175	AT4G12130.1	AH018756-RA
OG0012176	AT1G12480.1	AH018726-RA
OG0012177	AT5G56940.1	AH020975-RA, AH006250-RA
OG0012178	AT4G22550.1	AH003206-RA
OG0012179	AT5G51680.1	AH019488-RA
OG0012181	AT2G34585.1	AH021314-RA
OG0012185	AT3G61113.1, AT2G45695.1	AH022219-RA
OG0012186	AT3G16350.1	AH002163-RA
OG0012187	AT3G24506.1, AT2G17240.1	AH002080-RA
OG0012188	AT1G51965.1	AH001564-RA
OG0012189	AT2G19790.1	AH014443-RA
OG0012190	AT2G25280.1	AH016260-RA
OG0012191	AT1G03390.1	AH014138-RA
OG0012192	AT5G11310.1	AH015357-RA
OG0012194	AT1G62940.1	AH005186-RA
OG0012197	AT1G62780.1	AH018542-RA
OG0012199	AT5G51350.1	AH020635-RA
OG0012200	AT2G13560.1	AH009330-RA, AH009331-RA
OG0012202	AT5G10690.1, AT5G10690.2	AH017037-RA
OG0012203	AT5G51545.1	AH012262-RA
OG0012206	AT3G60480.3, AT3G60480.1, AT3G60480.2	AH004333-RA
OG0012207	AT4G29735.1, AT4G29735.2	AH014230-RA, AH014169-RA
OG0012209	AT1G73400.1	AH005504-RA
OG0012210	AT4G33100.1	AH011349-RA, AH016057-RA
OG0012211	AT2G24580.1	AH019499-RA, AH019500-RA
OG0012212	AT5G56310.1	AH010191-RA, AH014115-RA, AH014116-RA
OG0012213	AT2G24830.1	AH018986-RA
OG0012214	AT2G26340.2, AT2G26340.1	AH016035-RA
OG0012216	AT4G29120.1	AH014468-RA, AH014467-RA
OG0012217	AT3G21150.1	AH022256-RA, AH013484-RA
OG0012218	AT3G27750.1	AH000482-RA
OG0012219	AT4G32690.1	AH019015-RA
OG0012222	AT2G38050.1	AH014174-RA
OG0012223	AT4G29310.2, AT4G29310.1	AH014452-RA
OG0012224	AT2G45700.2, AT2G45700.1	AH019987-RA
OG0012225	AT1G73177.2, AT1G73177.3	AH014430-RA
OG0012226	AT4G19140.1	AH018484-RA
OG0012228	AT1G61620.1	AH015134-RA
OG0012230	AT1G77550.1	AH014592-RA
OG0012231	AT1G78995.1	AH013516-RA
OG0012233	AT1G31780.1	AH008509-RA
OG0012236	AT4G33060.1	AH017108-RA
OG0012237	AT5G47400.1	AH018301-RA
OG0012238	AT4G28025.2, AT4G28025.1	AH021001-RA
OG0012240	AT5G57170.2, AT5G57170.1	AH021925-RA
OG0012241	AT1G51610.1	AH022259-RA
OG0012242	AT1G79850.1	AH000471-RA, AH002101-RA
OG0012243	AT4G10750.1	AH018169-RA, AH018168-RA
OG0012244	AT5G57460.1	AH020972-RA
OG0012245	AT4G32290.1, AT5G25330.1	AH023203-RA
OG0012246	AT5G35970.1	AH007235-RA
OG0012248	AT2G27610.1	AH022400-RA
OG0012252	AT4G32605.1	AH007791-RA
OG0012253	AT4G13370.1	AH014139-RA
OG0012255	AT3G13770.2, AT3G13770.1	AH020356-RA
OG0012256	AT3G09050.1	AH018972-RA
OG0012257	AT3G15290.2, AT3G15290.1	AH008054-RA
OG0012258	AT1G25360.1	AH003832-RA
OG0012259	AT1G79390.1	AH003047-RA
OG0012260	AT2G34060.1	AH015285-RA
OG0012261	AT3G55800.1	AH023046-RA
OG0012262	AT3G12650.1	AH023766-RA
OG0012264	AT2G38760.1	AH015701-RA
OG0012267	AT3G15150.1	AH010090-RA
OG0012268	AT3G55820.1	AH023055-RA
OG0012271	AT5G48870.1	AH010690-RA
OG0012272	AT2G36230.1	AH007734-RA
OG0012273	AT2G27460.1	AH013245-RA
OG0012276	AT1G78630.1	AH007981-RA
OG0012277	AT5G10560.1	AH004983-RA
OG0012278	AT4G03620.2, AT4G03620.1	AH014694-RA
OG0012279	AT5G04910.1	AH007801-RA
OG0012281	AT1G07230.1	AH013801-RA
OG0012282	AT1G61690.1	AH010612-RA, AH007382-RA
OG0012283	AT5G41920.1	AH017106-RA
OG0012284	AT3G52040.1	AH022730-RA, AH016627-RA
OG0012285	AT3G54940.3, AT3G54940.2	AH014392-RA
OG0012286	AT3G03690.1	AH019065-RA
OG0012287	AT2G35130.3, AT2G35130.2, AT2G35130.1	AH011733-RA
OG0012288	AT5G58450.1, AT5G58450.2	AH013174-RA
OG0012289	AT3G28875.1, AT3G28880.1	AH015773-RA
OG0012290	AT4G21890.1	AH015013-RA
OG0012291	AT3G53130.1	AH021879-RA
OG0012292	AT4G22240.1, AT4G04020.1	AH014941-RA
OG0012293	AT2G37880.1	AH018538-RA, AH003224-RA
OG0012294	AT3G09730.1, AT3G09730.3, AT3G09730.2	AH012787-RA
OG0012295	AT4G21580.2, AT4G21580.3, AT4G21580.1	AH015113-RA
OG0012296	AT2G21090.1	AH000839-RA
OG0012297	AT4G18830.1	AH021365-RA
OG0012298	AT5G55220.1	AH009874-RA
OG0012299	AT3G55840.1, AT2G40000.1	AH023070-RA, AH016368-RA
OG0012300	AT3G26782.1	AH004280-RA
OG0012302	AT4G20770.1	AH000226-RA
OG0012304	AT5G46100.1	AH015259-RA
OG0012305	AT1G05020.1	AH001805-RA
OG0012306	AT5G18140.1	AH006919-RA
OG0012307	AT4G16370.1	AH014869-RA
OG0012308	AT3G22070.1	AH019853-RA
OG0012309	AT5G37055.1	AH013175-RA
OG0012310	AT3G51830.1	AH018811-RA
OG0012311	AT1G73140.1	AH010125-RA
OG0012312	AT1G56350.1	AH010399-RA
OG0012315	AT2G40760.1	AH015379-RA
OG0012317	AT3G08010.1	AH016645-RA
OG0012318	AT2G35010.2, AT2G35010.1, AT1G31020.1	AH021939-RA
OG0012319	AT1G21790.1	AH008867-RA
OG0012320	AT3G04830.1, AT3G04830.2	AH021153-RA
OG0012323	AT4G33495.1	AH012367-RA
OG0012324	AT5G18920.1, AT5G18920.2	AH006660-RA
OG0012326	AT4G27590.2, AT4G27590.1	AH011890-RA
OG0012327	AT4G00300.1	AH009652-RA
OG0012328	AT5G19940.2, AT5G19940.1	AH017045-RA
OG0012329	AT1G03150.1	AH012711-RA
OG0012330	AT3G13490.1	AH007637-RA
OG0012331	AT1G79600.1	AH000107-RA
OG0012332	AT2G15980.1	AH001859-RA
OG0012333	AT1G05750.1, AT1G05750.2	AH021198-RA, AH014056-RA
OG0012334	AT1G02870.1	AH022119-RA
OG0012335	AT3G49890.2, AT3G49890.1	AH005709-RA
OG0012336	AT4G16510.1	AH018591-RA
OG0012337	AT5G65110.2, AT5G65110.1	AH003527-RA
OG0012338	AT1G71810.1	AH010715-RA
OG0012339	AT5G41470.1	AH011272-RA
OG0012340	AT5G56780.1, AT4G26170.1	AH021167-RA
OG0012341	AT2G32090.2, AT2G32090.1	AH019949-RA
OG0012342	AT3G51500.1	AH003016-RA
OG0012344	AT5G63440.2	AH017233-RA
OG0012345	AT5G50335.1	AH022351-RA
OG0012346	AT1G67790.1	AH004877-RA
OG0012347	AT1G02970.1	AH022188-RA
OG0012348	AT1G20430.1	AH023685-RA
OG0012350	AT2G20360.1	AH022036-RA, AH012998-RA
OG0012351	AT5G05810.1	AH014431-RA
OG0012352	AT1G14470.1	AH005266-RA
OG0012353	AT5G63290.1	AH022359-RA
OG0012354	AT1G13190.1	AH004882-RA, AH004883-RA
OG0012355	AT5G50280.1	AH013556-RA
OG0012356	AT5G47850.1	AH009460-RA
OG0012358	AT1G78110.1, AT1G22230.1	AH008766-RA
OG0012359	AT2G22640.1	AH004980-RA, AH004320-RA
OG0012360	AT3G50560.1	AH003704-RA
OG0012361	AT2G20515.1	AH002655-RA
OG0012362	AT2G15320.1	AH001656-RA
OG0012363	AT1G04110.1	AH012995-RA
OG0012365	AT5G58260.2, AT5G58260.1	AH008830-RA
OG0012366	AT1G71440.1	AH004098-RA
OG0012367	AT5G63150.1	AH004472-RA, AH004878-RA
OG0012368	AT5G14080.1	AH006390-RA
OG0012370	AT5G14140.1	AH003389-RA
OG0012371	AT4G34412.1	AH016209-RA
OG0012372	AT1G44960.1	AH006264-RA
OG0012373	AT2G43990.1	AH011747-RA, AH020005-RA, AH011748-RA
OG0012374	AT5G49130.1	AH006987-RA
OG0012375	AT4G19540.1	AH017768-RA
OG0012377	AT3G14880.1, AT3G14880.2	AH010145-RA
OG0012378	AT1G68300.1	AH006517-RA, AH005462-RA
OG0012380	AT5G50100.1	AH017316-RA
OG0012381	AT3G47830.1	AH017320-RA
OG0012382	AT2G01680.1	AH005367-RA
OG0012384	AT5G46580.1	AH018339-RA
OG0012385	AT2G44650.1, AT3G60210.1	AH009338-RA
OG0012386	AT2G35300.1	AH011491-RA
OG0012387	AT1G77122.1	AH008448-RA
OG0012388	AT5G39410.1	AH019130-RA
OG0012389	AT1G67810.1	AH004862-RA
OG0012390	AT5G15802.1	AH016590-RA, AH022779-RA
OG0012392	AT1G55805.1	AH007423-RA
OG0012393	AT1G26640.1	AH004339-RA
OG0012394	AT1G26760.1	AH005030-RA
OG0012395	AT5G17380.1	AH022845-RA
OG0012396	AT5G22330.1	AH018378-RA
OG0012397	AT1G69500.1	AH004357-RA
OG0012398	AT1G28150.1, AT1G28150.2	AH021799-RA
OG0012401	AT2G02590.1	AH004687-RA
OG0012403	AT5G38360.1	AH022877-RA
OG0012404	AT5G63080.1	AH002510-RA
OG0012405	AT1G68930.1, AT1G68930.2	AH005378-RA
OG0012406	AT3G03100.1, AT3G03100.2	AH007289-RA
OG0012407	AT3G17810.1	AH023523-RA
OG0012408	AT1G18680.1	AH002861-RA
OG0012410	AT5G38660.1, AT5G38660.2	AH022903-RA, AH010307-RA
OG0012411	AT4G17895.1	AH018398-RA
OG0012412	AT2G44870.1	AH018782-RA
OG0012413	AT1G13380.1	AH005389-RA, AH004161-RA
OG0012414	AT1G69680.1	AH005074-RA
OG0012419	AT5G03860.2, AT5G03860.1	AH017179-RA
OG0012420	AT3G20230.1	AH009334-RA
OG0012421	AT1G65000.1	AH007250-RA
OG0012423	AT2G29900.1	AH017500-RA
OG0012424	AT5G16650.1, AT5G16650.2	AH019932-RA
OG0012425	AT5G57280.1	AH014425-RA, AH020947-RA
OG0012426	AT1G26170.1	AH005451-RA
OG0012427	AT1G23790.1	AH004416-RA
OG0012428	AT2G15270.1, AT2G15270.2	AH001672-RA
OG0012429	AT4G16807.1	AH007384-RA
OG0012431	AT3G02220.1	AH016580-RA
OG0012432	AT5G60960.1	AH017539-RA
OG0012433	AT3G29310.1	AH015823-RA
OG0012434	AT1G12120.1, AT1G62530.2, AT1G62530.1	AH018573-RA
OG0012438	AT3G47080.1	AH023069-RA, AH016367-RA
OG0012439	AT5G16220.1	AH022852-RA, AH016513-RA
OG0012442	AT5G52830.1	AH015574-RA, AH011282-RA
OG0012443	AT3G29970.3, AT3G29970.2, AT3G29970.1	AH016584-RA
OG0012444	ATMG00290.1, AT2G07734.1	AH015497-RA
OG0012445	AT2G47310.1	AH017655-RA
OG0012449	AT4G20780.1, AT5G44460.1	AH010049-RA
OG0012451	AT1G71460.1	AH010187-RA
OG0012452	AT5G43190.1	AH008388-RA
OG0012453	AT4G30074.1, AT5G38330.1, AT5G38317.1, AT5G42242.1, AT4G30070.1	AH009459-RA
OG0012454	AT1G01180.1	AH012228-RA, AH009505-RA
OG0012456	AT1G17430.1, AT1G72620.1	AH013373-RA
OG0012457	AT1G61120.1	AH015094-RA
OG0012461	AT3G49070.1, AT3G49070.2	AH012132-RA
OG0012462	AT2G35490.1	AH011541-RA
OG0012569	AT5G57450.2, AT5G57450.1	AH016826-RA
OG0012571	AT4G15790.1, AT4G15790.2	AH020209-RA
OG0012573	ATCG00130.1	AH015439-RA
OG0012576	AT1G71910.2, AT1G71910.1	AH009392-RA
OG0012578	AT3G23740.1, AT4G14120.1	AH006511-RA
OG0012581	AT4G38460.1	AH002315-RA
OG0012583	AT5G48390.1	AH017877-RA
OG0012584	AT5G20935.1, AT5G20935.2	AH022633-RA
OG0012585	AT3G22590.1	AH019827-RA
OG0012586	AT5G16460.1	AH011152-RA
OG0012589	AT2G48120.2, AT2G48120.1	AH010778-RA
OG0012590	AT4G13200.1	AH013033-RA
OG0012591	ATMG00650.1	AH015551-RA
OG0012593	AT2G47910.1, AT2G47910.2	AH008324-RA
OG0012595	AT5G54855.1	AH008184-RA
OG0012596	AT3G23490.1, AT3G23490.2	AH019895-RA
OG0012597	AT3G05340.1	AH010465-RA
OG0012598	AT1G11290.1	AH014196-RA
OG0012599	AT2G21290.1	AH001738-RA
OG0012600	AT1G09415.1	AH007396-RA
OG0012602	AT3G22450.2, AT3G22450.1	AH004001-RA
OG0012603	AT1G16770.3, AT1G16770.2, AT1G16770.1	AH011812-RA
OG0012604	AT3G11150.2, AT3G11150.1	AH016387-RA
OG0012605	AT3G52220.1	AH010222-RA
OG0012606	AT2G47750.1	AH013534-RA
OG0012607	AT5G03370.1	AH012756-RA
OG0012608	AT4G29090.1	AH000847-RA
OG0012610	AT2G37330.1	AH021946-RA
OG0012611	AT5G64980.1, AT5G64980.2	AH021915-RA
OG0012612	AT3G59520.1	AH019951-RA
OG0012613	AT5G19020.1	AH020141-RA
OG0012614	AT5G38700.1, AT4G02170.1	AH017712-RA
OG0012615	AT3G10400.1	AH007247-RA
OG0012616	AT1G48130.1	AH019984-RA
OG0012618	AT3G59400.1	AH011622-RA
OG0012619	AT5G43180.1	AH021706-RA
OG0012626	AT5G18475.1	AH013813-RA
OG0012630	AT5G67350.1	AH003890-RA
OG0012631	AT5G67490.1	AH006631-RA
OG0012634	AT1G71990.1	AH009414-RA
OG0012636	AT4G33440.1	AH006333-RA
OG0012637	AT1G35680.1	AH009409-RA
OG0012638	AT3G26540.1	AH017420-RA
OG0012639	AT1G01280.1	AH009547-RA
OG0012641	AT4G39880.1	AH003552-RA
OG0012644	AT5G64480.2, AT5G64480.1	AH002428-RA
OG0012645	AT4G16535.1	AH018595-RA
OG0012647	AT2G47450.1	AH019242-RA
OG0012648	AT1G75150.2, AT1G75150.1, AT1G75150.3	AH016954-RA
OG0012649	AT2G17040.1	AH002344-RA
OG0012651	AT1G76240.1	AH023676-RA, AH016841-RA, AH023675-RA
OG0012652	AT1G77090.1	AH023553-RA
OG0012653	AT1G43980.1	AH000143-RA
OG0012655	AT4G37200.1	AH016107-RA
OG0012656	AT3G52420.1	AH008296-RA
OG0012658	AT1G33811.1	AH011256-RA, AH017061-RA
OG0012659	AT4G37170.1	AH003714-RA
OG0012660	AT3G09580.1	AH021169-RA
OG0012661	AT1G20860.2, AT1G20860.1, AT1G76430.1	AH017958-RA
OG0012662	AT5G65880.1	AH005727-RA
OG0012663	AT1G10910.2, AT1G10910.1	AH005323-RA
OG0012665	AT2G21860.1	AH021953-RA
OG0012666	AT4G35250.1	AH002349-RA
OG0012667	AT1G71780.1	AH008560-RA
OG0012669	AT4G18650.1	AH021383-RA
OG0012670	AT1G20990.1	AH016927-RA
OG0012671	AT2G17580.1	AH006417-RA
OG0012672	AT3G08610.1	AH021688-RA
OG0012673	AT1G80080.1	AH000604-RA
OG0012675	AT2G33760.1	AH015226-RA
OG0012676	AT5G54660.1	AH008146-RA
OG0012680	AT2G20725.1	AH001346-RA
OG0012681	AT1G29340.1	AH021367-RA, AH014785-RA
OG0012683	AT1G73710.1	AH000444-RA
OG0012686	AT1G53250.1	AH003562-RA
OG0012688	AT4G04930.1	AH015211-RA
OG0012690	AT3G13275.1	AH007698-RA, AH007699-RA
OG0012691	AT4G21170.1	AH015033-RA
OG0012693	AT4G21320.1	AH021559-RA
OG0012699	AT3G59840.1	AH011473-RA, AH018212-RA
OG0012701	AT1G15900.1	AH000645-RA
OG0012702	AT5G10750.1	AH015323-RA, AH015322-RA
OG0012705	AT5G57900.1	AH021064-RA, AH021062-RA
OG0012706	AT2G19870.1	AH014469-RA
OG0012707	AT4G25830.1	AH002430-RA
OG0012708	AT4G01310.1	AH009643-RA
OG0012709	AT3G16250.1	AH002124-RA
OG0012710	AT2G26070.1, AT2G26070.2	AH016095-RA
OG0012711	AT1G80890.1, AT1G16000.1	AH021875-RA
OG0012712	AT5G51570.1	AH019466-RA
OG0012713	AT2G31490.1	AH015999-RA
OG0012717	AT1G52550.1, AT3G15780.1	AH001973-RA
OG0012718	AT4G26200.1	AH014250-RA
OG0012719	AT5G11550.1	AH016184-RA
OG0012720	AT4G30825.1	AH014277-RA
OG0012722	AT5G07165.1, AT5G51585.1	AH012277-RA
OG0012724	AT1G02160.2, AT1G02160.1	AH013617-RA
OG0012725	AT3G14900.1	AH014510-RA
OG0012726	AT5G24020.1	AH012106-RA
OG0012727	AT3G50950.2, AT3G50950.1	AH000033-RA
OG0012728	AT4G26020.1, AT4G26020.3, AT4G26020.2	AH014058-RA
OG0012730	AT1G02420.1	AH015996-RA
OG0012731	AT5G52180.1	AH019543-RA
OG0012732	AT5G19700.1, AT4G29140.1	AH020905-RA
OG0012734	AT2G37970.1	AH008831-RA
OG0012735	AT1G63910.1	AH018003-RA
OG0012736	AT1G72600.1, AT1G72600.2, AT1G54215.1	AH022217-RA
OG0012737	AT1G52580.1	AH001983-RA
OG0012738	AT3G21200.1	AH022286-RA
OG0012739	AT5G25530.1, AT5G25530.2	AH019206-RA
OG0012740	AT1G11240.1	AH015123-RA
OG0012742	AT4G30845.1	AH010372-RA
OG0012743	AT5G56450.1	AH016075-RA
OG0012745	AT4G14870.1	AH021645-RA
OG0012746	AT1G01940.1	AH009156-RA
OG0012747	AT3G12955.1	AH023429-RA
OG0012750	AT4G10620.1	AH014666-RA
OG0012751	AT5G19570.1	AH014500-RA
OG0012752	AT1G12230.2, AT1G12230.1	AH018560-RA
OG0012753	AT5G35080.1	AH005871-RA
OG0012754	AT3G13780.1	AH013328-RA
OG0012756	AT4G01037.1	AH009098-RA
OG0012758	AT1G15320.2, AT1G15320.1	AH002110-RA
OG0012761	AT3G25100.1	AH022138-RA
OG0012762	AT2G36885.1, AT2G36885.2	AH022019-RA
OG0012763	AT2G26230.1	AH010232-RA
OG0012764	AT3G54090.1	AH016717-RA
OG0012765	AT5G58860.1	AH013786-RA, AH022678-RA
OG0012768	AT3G53470.1, AT3G53470.2	AH021956-RA
OG0012772	AT1G53520.1	AH010296-RA
OG0012773	AT3G54130.1	AH017217-RA
OG0012774	AT5G03560.3, AT5G03560.2, AT5G03560.4	AH004494-RA
OG0012775	AT4G10090.1	AH023522-RA
OG0012776	AT2G27470.1	AH022415-RA
OG0012777	AT3G56650.1	AH006642-RA
OG0012778	AT5G06550.1	AH003109-RA
OG0012779	AT3G09210.1	AH012376-RA
OG0012780	AT2G29660.1	AH013788-RA
OG0012781	AT3G07720.1	AH001211-RA
OG0012782	AT5G03555.1	AH012709-RA
OG0012784	AT2G34450.4, AT2G34450.3, AT2G34450.1, AT2G34450.2	AH014733-RA
OG0012787	AT2G27290.1	AH020606-RA
OG0012788	AT1G65590.1	AH011102-RA
OG0012789	AT2G44360.1	AH000995-RA
OG0012790	AT5G06400.1	AH011049-RA
OG0012791	AT2G34580.2, AT2G34580.1	AH014710-RA, AH023573-RA
OG0012792	AT5G13520.1	AH015934-RA
OG0012793	AT5G18200.1	AH000715-RA
OG0012795	AT5G01300.1, AT5G01300.3, AT5G01300.2	AH018828-RA
OG0012796	AT1G51100.1	AH009941-RA
OG0012797	AT1G05205.1	AH017494-RA
OG0012799	AT3G53950.1	AH010855-RA
OG0012800	AT3G54826.1	AH000398-RA
OG0012802	AT5G56110.1	AH016480-RA
