Orthogroup	A_thaliana.proteins	B_vulgaris.proteins
OG0010033	AT3G21350.1, AT3G21350.2	Bevul.3G221400.1.p
OG0010035	AT3G09040.1, AT3G09040.4, AT3G09040.3, AT3G09040.2	Bevul.1G080100.1.p
OG0010036	AT2G39650.1, AT2G39650.2	Bevul.2G232900.2.p, Bevul.2G232900.1.p
OG0010038	AT5G65760.1	Bevul.6G084400.1.p
OG0010039	AT3G57150.1	Bevul.7G207500.1.p
OG0010040	AT4G29910.1, AT4G29910.2	Bevul.1G179100.1.p
OG0010041	AT4G30150.1, AT4G30150.2	Bevul.9G142800.1.p
OG0010042	AT5G03560.1	Bevul.7G044000.1.p
OG0010043	AT5G58430.1	Bevul.7G216200.1.p
OG0010044	AT2G34820.1, AT1G30670.1	Bevul.5G065900.1.p
OG0010046	AT3G11980.1	Bevul.3G223600.1.p
OG0010047	AT3G60090.1, AT2G44340.1	Bevul.3G182800.1.p
OG0010050	AT5G43830.1, AT3G22850.1	Bevul.3G148700.1.p
OG0010051	AT2G42040.1	Bevul.3G181200.1.p
OG0010052	AT4G15470.1	Bevul.3G177200.1.p
OG0010053	AT3G10230.1, AT3G10230.2	Bevul.3G205100.1.p
OG0010054	AT2G42310.1, AT3G57785.1	Bevul.3G188700.1.p
OG0010055	AT4G02770.1, AT1G03130.1	Bevul.6G108600.1.p
OG0010056	AT3G03890.1, AT3G03890.2	Bevul.3G174300.1.p
OG0010057	AT3G17340.1, AT3G17340.2	Bevul.3G128400.1.p
OG0010058	AT2G47790.1	Bevul.7G092400.1.p
OG0010059	AT3G04160.3, AT3G04160.1, AT3G04160.2	Bevul.4G193600.1.p
OG0010060	AT4G13330.6, AT4G13330.5, AT4G13330.3, AT4G13330.2, AT4G13330.4, AT4G13330.1	Bevul.3G160700.1.p
OG0010061	AT4G24175.2, AT4G24175.1	Bevul.1G023700.1.p
OG0010063	AT2G13610.1	Bevul.6G052000.1.p
OG0010065	AT3G18790.1	Bevul.8G018500.1.p
OG0010066	AT5G09450.1	Bevul.9G118800.1.p
OG0010067	AT1G20300.1	Bevul.1G068800.1.p
OG0010068	AT1G77230.1	Bevul.1G086600.1.p
OG0010069	AT2G17250.1	Bevul.9G150000.1.p
OG0010070	AT2G13690.1	Bevul.4G176900.1.p
OG0010071	AT4G38370.1	Bevul.9G122900.1.p
OG0010072	AT5G42810.1, AT1G22100.1	Bevul.1G155300.1.p
OG0010073	AT5G49970.2, AT5G49970.1	Bevul.1G110500.1.p
OG0010074	AT4G35760.2, AT4G35760.1	Bevul.5G146400.1.p
OG0010075	AT2G26550.1, AT2G26550.3, AT2G26550.4, AT2G26550.2	Bevul.1G055000.1.p
OG0010076	AT1G44575.2, AT1G44575.1, AT1G44575.3	Bevul.1G118000.1.p
OG0010077	AT1G34110.2, AT1G34110.1	Bevul.1G067800.1.p
OG0010078	AT4G39952.1	Bevul.2G119600.1.p, Bevul.2G119600.3.p, Bevul.2G119600.2.p, Bevul.2G119600.4.p
OG0010079	AT2G18290.1	Bevul.4G041600.1.p
OG0010080	AT5G65340.1, AT2G22460.1	Bevul.6G098300.1.p
OG0010081	AT3G50120.1, AT3G50170.1, AT3G50130.1	Bevul.6G006400.1.p
OG0010082	AT1G76070.1, AT1G20310.1	Bevul.1G031100.1.p
OG0010083	AT5G11980.2, AT5G11980.1	Bevul.8G123100.1.p
OG0010084	AT4G33660.1	Bevul.9G217400.1.p
OG0010085	AT4G24204.1, AT4G24204.3, AT4G24204.2	Bevul.6G008900.1.p
OG0010086	AT1G64960.1, AT1G64960.2	Bevul.6G013300.1.p
OG0010087	AT2G13440.1	Bevul.4G178300.1.p
OG0010088	AT2G17670.2, AT2G17670.1	Bevul.6G220000.1.p
OG0010089	AT3G50340.1, AT5G67020.1	Bevul.6G002200.1.p
OG0010090	AT1G71696.1, AT1G71696.2	Bevul.1G069000.1.p
OG0010091	AT5G09950.2, AT5G09950.1, AT5G09950.3	Bevul.9G034400.1.p
OG0010092	AT2G22870.1	Bevul.2G220600.1.p
OG0010093	AT4G08330.1, AT4G08330.2	Bevul.1G118200.1.p
OG0010095	AT1G01290.2, AT1G01290.1	Bevul.1G192500.1.p
OG0010096	AT5G66090.1	Bevul.6G062700.1.p
OG0010097	AT1G77010.1	Bevul.7G161800.1.p
OG0010098	AT3G50030.1	Bevul.6G009800.1.p
OG0010098	AT5G43120.2, AT5G43120.1	Bevul.1G005500.1.p
OG0010099	AT4G38140.1	Bevul.9G154200.1.p
OG0010100	AT3G18680.2, AT3G18680.1	Bevul.2G168400.1.p
OG0010101	AT2G21960.1	Bevul.6G103200.1.p
OG0010102	AT5G24460.1	Bevul.3G026400.1.p
OG0010104	AT5G64860.1	Bevul.6G103400.1.p
OG0010105	AT1G49180.2, AT1G49180.1	Bevul.6G054000.1.p
OG0010106	AT1G50250.1, AT5G42270.1	Bevul.1G038000.1.p
OG0010108	AT3G51010.1	Bevul.9G212300.1.p
OG0010109	AT5G35370.1	Bevul.1G217800.1.p
OG0010110	AT1G78140.1	Bevul.1G099100.1.p
OG0010112	AT5G67370.1	Bevul.6G010600.1.p
OG0010113	AT4G31790.2, AT4G31790.1	Bevul.6G166100.1.p
OG0010114	AT3G01160.1	Bevul.6G062400.1.p
OG0010115	AT3G12350.1, AT3G12350.2	Bevul.1G008200.1.p
OG0010116	AT5G67620.1	Bevul.6G015000.1.p
OG0010117	AT4G08230.1, AT4G08230.2	Bevul.1G217700.1.p
OG0010118	AT5G67550.1	Bevul.6G014400.1.p
OG0010119	AT5G66840.1, AT5G66840.2	Bevul.6G065100.1.p
OG0010120	AT3G54680.1	Bevul.9G082100.1.p, Bevul.9G082100.2.p
OG0010123	AT2G30970.1, AT2G30970.2	Bevul.9G094800.1.p
OG0010124	AT4G26750.1	Bevul.4G019300.1.p, Bevul.4G019600.1.p
OG0010125	AT1G75810.1	Bevul.1G024600.1.p
OG0010126	AT2G34500.1, AT2G34490.1	Bevul.8G087000.1.p
OG0010127	AT2G30410.3, AT2G30410.1, AT2G30410.2	Bevul.2G124500.1.p
OG0010128	AT5G45870.1, AT5G45860.1	Bevul.8G005300.1.p
OG0010129	AT5G15980.1, AT3G02490.1	Bevul.2G195500.1.p
OG0010130	AT4G05530.1	Bevul.8G045700.1.p, Bevul.8G045600.1.p
OG0010131	AT1G12050.1	Bevul.8G044500.1.p
OG0010132	AT5G24070.1, AT2G43480.1	Bevul.3G106500.1.p
OG0010133	AT2G05310.2, AT2G05310.1, AT4G13500.1	Bevul.9G034800.1.p
OG0010134	AT4G20090.2, AT4G20090.1	Bevul.7G110800.1.p
OG0010135	AT1G29790.1, AT1G29790.2	Bevul.8G081000.1.p
OG0010138	AT1G04985.2, AT1G04985.1	Bevul.9G021800.1.p
OG0010139	AT3G58690.1	Bevul.9G093800.1.p, Bevul.9G093800.2.p
OG0010140	AT4G04950.1	Bevul.8G027700.1.p
OG0010142	AT4G02050.1, AT4G02050.2	Bevul.8G161600.1.p
OG0010145	AT3G58800.1	Bevul.6G149800.1.p
OG0010146	AT5G54600.2, AT5G54600.1	Bevul.4G046300.1.p
OG0010147	AT2G42750.1	Bevul.9G095800.1.p
OG0010148	AT5G50320.1	Bevul.7G145700.1.p
OG0010149	AT3G19760.1	Bevul.8G120400.1.p
OG0010150	AT1G52590.1	Bevul.9G193600.1.p
OG0010151	AT5G20500.1	Bevul.8G122000.1.p
OG0010153	AT5G20650.1	Bevul.8G141000.1.p
OG0010155	AT3G14120.2, AT3G14120.3, AT3G14120.1	Bevul.7G166600.1.p
OG0010156	AT1G80100.3, AT1G80100.2, AT1G80100.1	Bevul.9G192400.1.p
OG0010157	AT1G80550.1	Bevul.8G206700.1.p
OG0010159	AT3G61620.2, AT3G61620.1	Bevul.1G186800.1.p
OG0010160	AT4G30860.1	Bevul.8G154200.1.p
OG0010161	AT5G53070.1	Bevul.3G062500.1.p
OG0010162	AT2G26170.1, AT2G26170.2	Bevul.2G141500.1.p
OG0010163	AT4G00990.2, AT4G00990.3, AT4G00990.1	Bevul.3G037500.1.p
OG0010164	AT5G11480.1	Bevul.2G165600.2.p, Bevul.2G165600.1.p
OG0010166	AT1G14560.1, AT1G14560.2, AT1G14560.3	Bevul.7G173900.1.p
OG0010167	AT2G22650.2, AT2G22650.3, AT2G22650.1	Bevul.8G160700.1.p
OG0010168	AT1G78980.1	Bevul.7G149600.1.p
OG0010169	AT3G60740.1, AT3G60740.2, AT3G60740.3	Bevul.1G133500.1.p
OG0010170	AT2G40570.1, AT2G40570.3, AT2G40570.2	Bevul.8G201800.1.p
OG0010171	AT5G24130.1	Bevul.3G042900.1.p
OG0010172	AT4G29520.1	Bevul.8G122300.1.p
OG0010173	AT3G29300.2, AT3G29300.1	Bevul.8G191700.1.p
OG0010174	AT4G30950.1	Bevul.8G036800.1.p
OG0010175	AT1G64510.2, AT1G64510.1	Bevul.5G014000.1.p
OG0010176	AT5G45790.1, AT5G45790.2	Bevul.4G121600.1.p
OG0010177	AT5G41330.2, AT5G41330.1	Bevul.5G029700.1.p
OG0010178	AT1G77210.2, AT1G77210.1	Bevul.8G198800.1.p
OG0010179	AT5G51800.1	Bevul.7G170900.1.p, Bevul.3G081800.1.p
OG0010180	AT3G15550.1	Bevul.9G199400.1.p
OG0010181	AT1G08540.1	Bevul.7G194600.1.p
OG0010182	AT2G06925.1, AT2G06925.2	Bevul.8G208100.1.p
OG0010183	AT3G48990.1	Bevul.3G069500.1.p
OG0010184	AT5G20590.2, AT5G20590.1	Bevul.8G117500.1.p
OG0010185	AT1G61870.1, AT1G11630.1	Bevul.8G057400.1.p
OG0010186	AT1G22920.2, AT1G22920.1, AT1G71230.1	Bevul.2G132700.1.p
OG0010187	AT1G63000.1	Bevul.5G037000.1.p
OG0010188	AT1G80460.1, AT1G80460.2	Bevul.9G191300.1.p
OG0010189	AT5G11580.1, AT5G11580.2	Bevul.2G158300.1.p, Bevul.2G158300.2.p
OG0010190	AT1G63160.1	Bevul.5G034200.1.p
OG0010191	AT1G72480.1	Bevul.7G167200.1.p
OG0010192	AT1G59860.1, AT1G07400.1	Bevul.9G193000.1.p
OG0010193	AT3G21600.3, AT3G21600.2, AT3G21600.1, AT4G15450.1, AT4G15450.2	Bevul.8G201900.1.p
OG0010194	AT1G19140.1, AT1G19140.2	Bevul.8G144100.1.p
OG0010195	AT2G43250.1	Bevul.1G009800.1.p
OG0010196	AT1G69980.1	Bevul.6G248500.1.p
OG0010197	AT2G19385.1	Bevul.8G133100.1.p
OG0010198	AT2G45280.1, AT2G45280.2	Bevul.1G132500.1.p
OG0010199	AT4G23720.1, AT4G01140.1	Bevul.1G186400.1.p
OG0010200	AT5G11270.1	Bevul.2G024000.1.p
OG0010201	AT1G78930.1	Bevul.7G075400.2.p, Bevul.7G075400.1.p, Bevul.7G075400.3.p
OG0010202	AT2G43090.2, AT2G43090.1, AT3G58990.1	Bevul.5G068600.1.p
OG0010203	AT4G33870.1	Bevul.7G057300.1.p
OG0010204	AT2G15680.1	Bevul.1G034600.1.p
OG0010205	AT4G31870.2, AT4G31870.1, AT2G25080.1	Bevul.2G010900.1.p
OG0010206	AT1G64220.1, AT5G41685.1	Bevul.7G150300.1.p
OG0010207	AT3G24530.1, AT3G24530.2	Bevul.8G193200.1.p
OG0010208	AT5G28460.1, AT3G61520.1, AT5G28370.1	Bevul.1G183100.1.p
OG0010211	AT5G21920.2, AT5G21920.1	Bevul.2G135900.1.p
OG0010212	AT5G25760.1, AT5G25760.2	Bevul.8G074200.1.p
OG0010213	AT5G19980.1	Bevul.8G185600.1.p
OG0010214	AT1G16080.1	Bevul.8G109000.1.p
OG0010215	AT3G06200.1	Bevul.6G161100.1.p
OG0010216	AT4G10790.1	Bevul.5G059600.1.p
OG0010217	AT1G16880.1, AT1G16880.2	Bevul.8G106300.1.p
OG0010219	AT4G22880.1, AT4G22880.3, AT4G22880.2	Bevul.5G039400.1.p
OG0010220	AT1G80510.1	Bevul.8G155200.1.p, Bevul.3G084900.1.p
OG0010221	AT5G19680.1	Bevul.8G199900.1.p
OG0010222	AT5G52420.1	Bevul.3G066600.1.p
OG0010223	AT5G67100.1, AT5G67100.2	Bevul.6G003500.1.p
OG0010224	AT4G33250.1	Bevul.8G147800.1.p
OG0010225	AT5G57250.1	Bevul.8G152700.1.p
OG0010226	AT1G04870.2	Bevul.8G183900.1.p
OG0010228	AT2G46090.1	Bevul.1G182100.1.p
OG0010229	AT3G14380.1, AT1G17200.2, AT1G17200.1	Bevul.4G092700.1.p
OG0010230	AT1G80920.1	Bevul.5G150600.1.p
OG0010231	AT2G25605.1	Bevul.2G019600.1.p
OG0010232	AT5G19950.1, AT5G19950.2, AT5G19950.3	Bevul.8G187100.1.p
OG0010233	AT4G23650.1	Bevul.5G023700.1.p
OG0010234	AT1G52620.1	Bevul.9G193800.1.p, Bevul.9G193800.2.p, Bevul.9G193800.4.p, Bevul.9G193800.3.p
OG0010235	AT4G10920.2, AT4G10920.1	Bevul.5G015000.1.p
OG0010236	AT1G75340.1, AT1G75340.2, AT1G75340.3	Bevul.2G118400.3.p, Bevul.2G118400.2.p, Bevul.2G118400.1.p
OG0010237	AT1G31220.1	Bevul.5G162600.1.p
OG0010238	AT2G24940.1	Bevul.2G010200.1.p
OG0010239	AT2G46600.1	Bevul.1G195400.1.p
OG0010240	AT3G16170.1	Bevul.9G209800.1.p
OG0010241	AT3G60320.1, AT1G02110.1	Bevul.1G143500.1.p
OG0010242	AT4G23800.2, AT4G23800.1, AT4G11080.1	Bevul.5G019900.1.p
OG0010243	AT5G52440.1	Bevul.3G065700.1.p
OG0010246	AT2G25320.1, AT2G25320.3, AT2G25320.2	Bevul.2G176800.1.p
OG0010247	AT2G24020.2, AT2G24020.1, AT4G30620.1	Bevul.2G011600.2.p, Bevul.2G011600.1.p
OG0010248	AT2G33610.1	Bevul.1G047900.1.p
OG0010249	AT3G14090.1, AT1G54090.1, AT1G72470.1	Bevul.7G167100.1.p
OG0010250	AT5G52840.1	Bevul.2G081800.1.p
OG0010251	AT5G51840.1	Bevul.3G080600.1.p
OG0010252	AT3G44610.1	Bevul.7G230800.1.p
OG0010253	AT1G08390.1, AT1G08390.2	Bevul.9G102300.1.p
OG0010254	AT1G62330.1	Bevul.8G048900.1.p
OG0010255	AT4G21330.1	Bevul.8G065400.1.p
OG0010256	AT3G58600.1	Bevul.9G087800.2.p, Bevul.9G087800.3.p, Bevul.9G087800.1.p
OG0010257	AT1G79070.1, AT1G79070.2	Bevul.4G094600.1.p
OG0010258	AT2G27800.1	Bevul.6G215800.1.p
OG0010259	AT3G44960.5, AT3G44960.4, AT3G44960.1, AT3G44960.3, AT3G44960.2	Bevul.9G041400.1.p
OG0010260	AT1G30680.1	Bevul.8G100100.1.p
OG0010261	AT3G03773.1, AT3G03773.2, AT3G03773.3	Bevul.5G120100.1.p
OG0010262	AT3G09970.2, AT3G09970.1, AT3G09960.1	Bevul.7G032400.1.p, Bevul.7G032400.3.p, Bevul.7G032400.2.p
OG0010263	AT5G45800.1, AT5G45800.2	Bevul.8G006200.1.p
OG0010264	AT5G01110.2, AT5G01110.1	Bevul.4G225900.1.p, Bevul.4G223300.1.p
OG0010265	AT2G31240.1	Bevul.5G247000.1.p
OG0010266	AT5G24520.4, AT5G24520.3, AT5G24520.1, AT5G24520.2	Bevul.3G026000.1.p
OG0010267	AT2G42620.1	Bevul.9G092000.1.p
OG0010268	AT5G46420.1	Bevul.8G079400.1.p
OG0010269	AT5G01590.1	Bevul.5G055100.1.p
OG0010270	AT5G60030.3, AT5G60030.1, AT5G60030.2, AT1G75335.1	Bevul.7G215600.1.p
OG0010271	AT2G38020.2, AT2G38020.1	Bevul.1G066600.1.p
OG0010272	AT1G06280.1	Bevul.8G208200.1.p
OG0010273	AT2G37195.2, AT2G37195.1	Bevul.7G056800.1.p
OG0010275	AT3G09890.1, AT3G09890.2	Bevul.7G046700.1.p
OG0010276	AT2G29570.1, AT1G07370.1	Bevul.7G196600.1.p, Bevul.2G236400.1.p
OG0010277	AT2G41760.1	Bevul.3G195800.1.p
OG0010278	AT5G54980.1	Bevul.4G030200.1.p
OG0010280	AT3G51870.1, AT5G01500.1	Bevul.5G049600.1.p
OG0010281	AT2G29020.1, AT5G59410.1	Bevul.7G204400.1.p
OG0010282	AT2G25100.2, AT2G25100.1	Bevul.4G104900.1.p
OG0010283	AT3G56950.1, AT3G56950.2	Bevul.3G221000.1.p
OG0010284	AT4G21192.2, AT4G21192.1	Bevul.2G246200.1.p
OG0010285	AT5G18950.1	Bevul.8G195400.1.p
OG0010286	AT5G55130.3, AT5G55130.1, AT5G55130.2	Bevul.4G024900.1.p
OG0010287	AT5G22470.1	Bevul.7G228600.1.p
OG0010289	AT5G04440.2, AT5G04440.1	Bevul.4G100800.1.p
OG0010291	AT1G55480.1	Bevul.4G250600.1.p
OG0010292	AT1G07320.1, AT1G07320.4, AT1G07320.3, AT1G07320.2	Bevul.7G194200.1.p
OG0010293	AT5G44700.1, AT4G20140.1	Bevul.9G005600.1.p
OG0010294	AT1G08190.1	Bevul.9G096700.1.p
OG0010296	AT5G55940.1	Bevul.2G237000.1.p
OG0010297	AT3G45230.1, AT5G60630.1	Bevul.9G050900.1.p
OG0010298	AT3G08780.2, AT3G08780.1	Bevul.5G056800.1.p
OG0010299	AT5G06160.1	Bevul.3G039900.1.p
OG0010300	AT3G58110.2, AT3G58110.1, AT2G42370.1	Bevul.9G083000.2.p, Bevul.9G083000.1.p
OG0010301	AT3G20780.1	Bevul.4G242000.1.p
OG0010302	AT1G54350.1	Bevul.2G119000.1.p
OG0010303	AT3G44160.1	Bevul.7G180900.1.p
OG0010304	AT1G78650.1	Bevul.4G080300.1.p
OG0010305	AT1G79340.1, AT1G79330.1	Bevul.8G137600.1.p
OG0010306	AT3G10960.1	Bevul.2G183200.1.p
OG0010307	AT1G09830.1	Bevul.7G199700.1.p
OG0010308	AT5G59340.1	Bevul.7G208600.1.p
OG0010309	AT3G13180.1	Bevul.4G006600.1.p
OG0010310	AT3G54120.1	Bevul.5G136900.1.p
OG0010311	AT2G33800.1	Bevul.8G024700.1.p
OG0010312	AT1G47750.1	Bevul.9G176600.1.p
OG0010313	AT2G41250.1	Bevul.3G206000.1.p
OG0010314	AT5G05480.1	Bevul.2G247800.1.p
OG0010315	AT3G46560.1	Bevul.5G134000.1.p
OG0010316	AT1G68440.1, AT1G25400.1, AT1G25400.2	Bevul.6G129400.1.p
OG0010317	AT3G20890.2, AT3G20890.1	Bevul.4G235500.1.p, Bevul.4G235300.1.p
OG0010318	AT1G25260.1	Bevul.3G231800.1.p
OG0010319	AT3G05680.1, AT3G05680.2	Bevul.5G117500.1.p
OG0010320	AT1G04980.1, AT2G32920.1	Bevul.9G022200.1.p
OG0010321	AT5G04760.1	Bevul.4G105300.1.p
OG0010322	AT4G10100.3, AT4G10100.2, AT4G10100.1	Bevul.8G150300.1.p
OG0010323	AT4G17240.1, AT4G17240.2	Bevul.8G038800.1.p
OG0010324	AT2G40840.1	Bevul.3G217100.1.p
OG0010325	AT5G60540.1	Bevul.9G051900.1.p
OG0010326	AT5G58575.1, AT5G58575.2	Bevul.3G104200.1.p
OG0010327	AT2G41550.1	Bevul.3G199600.1.p
OG0010328	AT5G19485.1	Bevul.4G219200.1.p
OG0010329	AT4G28200.1	Bevul.3G167400.1.p
OG0010330	AT1G30440.1	Bevul.8G095300.1.p
OG0010331	AT1G11900.1	Bevul.5G138800.1.p
OG0010332	AT3G44620.1, AT3G44620.2	Bevul.7G231000.1.p
OG0010333	AT1G05030.2, AT1G05030.1	Bevul.8G209600.1.p
OG0010334	AT5G19630.1	Bevul.4G242600.1.p
OG0010335	AT2G41750.1	Bevul.3G195700.1.p
OG0010336	AT5G18570.1	Bevul.3G153600.1.p
OG0010337	AT2G20280.1	Bevul.7G064300.1.p
OG0010338	AT5G13510.1	Bevul.2G112500.1.p
OG0010339	AT2G35900.1, AT2G35900.3, AT2G35900.2	Bevul.9G097900.1.p, Bevul.5G113000.1.p
OG0010340	AT4G15440.1	Bevul.8G117800.1.p
OG0010341	AT3G12270.1	Bevul.2G033900.1.p
OG0010342	AT5G01230.1	Bevul.3G120700.1.p
OG0010343	AT2G30270.1	Bevul.7G221800.1.p
OG0010344	AT1G80880.1, AT1G80880.2, AT1G80880.3	Bevul.5G150300.1.p
OG0010345	AT1G03000.1	Bevul.8G023500.1.p
OG0010346	AT3G20830.1, AT1G51170.1	Bevul.4G240400.1.p
OG0010347	AT3G46960.3, AT3G46960.2, AT3G46960.1	Bevul.7G196100.1.p
OG0010348	AT5G14105.1	Bevul.4G191700.1.p
OG0010349	AT2G22410.1	Bevul.4G239100.1.p
OG0010350	AT4G04770.1	Bevul.8G179000.1.p, Bevul.3G083600.1.p
OG0010351	AT4G34700.1	Bevul.9G160400.1.p
OG0010352	AT3G18360.1	Bevul.5G147500.1.p
OG0010353	AT3G63000.1, AT2G47970.2, AT2G47970.1	Bevul.5G130800.1.p
OG0010354	AT1G03905.1, AT1G03905.3, AT1G03905.4, AT1G03905.2, AT5G44110.1	Bevul.2G075600.1.p
OG0010355	AT4G38050.1	Bevul.6G060100.1.p
OG0010356	AT5G49945.1, AT4G24330.1	Bevul.6G145400.1.p
OG0010357	AT2G43950.2, AT2G43950.1	Bevul.3G118600.1.p
OG0010358	AT3G05330.1	Bevul.4G155500.1.p
OG0010359	AT3G18800.1	Bevul.6G055500.1.p
OG0010360	AT2G13540.1	Bevul.2G053200.1.p
OG0010361	AT5G23575.1, AT5G08500.1, AT5G08500.2	Bevul.4G189600.1.p
OG0010362	AT1G75130.1	Bevul.3G135500.1.p
OG0010363	AT4G27490.1, AT4G27490.4, AT4G27490.3, AT4G27490.7	Bevul.7G053200.1.p
OG0010364	AT1G10310.1	Bevul.5G054800.1.p
OG0010365	AT1G64380.1	Bevul.5G018200.1.p
OG0010366	AT3G23360.1	Bevul.3G007300.1.p
OG0010367	AT5G17510.2, AT5G17510.1	Bevul.3G013000.1.p
OG0010368	AT5G61480.1	Bevul.3G092100.1.p
OG0010369	AT5G52880.1	Bevul.3G047100.1.p
OG0010370	AT2G18510.1	Bevul.6G086700.1.p
OG0010371	AT5G13250.1, AT5G13250.2, AT1G28080.2, AT1G28080.1	Bevul.6G199100.1.p
OG0010373	AT2G47580.1	Bevul.7G100400.1.p
OG0010374	AT1G76860.1, AT1G21190.1	Bevul.1G074600.1.p
OG0010375	AT3G07150.1	Bevul.7G128200.1.p
OG0010376	AT3G19210.3, AT3G19210.1, AT3G19210.2	Bevul.9G183700.2.p, Bevul.9G183700.3.p, Bevul.9G183700.1.p
OG0010377	AT5G26570.2, AT5G26570.1	Bevul.3G227500.1.p
OG0010378	AT3G06300.1, AT5G18900.1	Bevul.3G149100.1.p
OG0010379	AT1G14620.2, AT1G14620.1	Bevul.1G085800.1.p
OG0010380	AT3G26640.1, AT1G12910.1	Bevul.6G164300.1.p
OG0010381	AT3G55010.1, AT3G55010.2	Bevul.9G144600.1.p
OG0010382	AT5G17610.1	Bevul.1G152400.1.p
OG0010383	AT3G12290.1	Bevul.2G000100.1.p
OG0010385	AT5G67570.1	Bevul.6G014600.1.p
OG0010386	AT4G38495.1	Bevul.9G132300.3.p, Bevul.9G132300.1.p, Bevul.9G132300.2.p
OG0010387	AT5G13390.1, AT5G13390.2	Bevul.2G000400.1.p
OG0010388	AT2G41380.1	Bevul.3G205300.1.p, Bevul.3G205400.1.p
OG0010390	AT5G41760.2, AT5G41760.1	Bevul.5G021200.1.p
OG0010391	AT3G25410.1	Bevul.5G224100.1.p
OG0010392	AT4G02425.1	Bevul.7G098100.1.p
OG0010393	AT5G50160.2, AT5G50160.1	Bevul.5G219700.1.p
OG0010394	AT1G21600.1, AT1G21600.2	Bevul.1G089200.1.p
OG0010395	AT1G09130.1, AT1G09130.2, AT1G09130.3	Bevul.4G204000.1.p
OG0010396	AT2G38130.2, AT2G38130.1	Bevul.6G216400.1.p
OG0010397	AT1G75350.1	Bevul.1G154900.1.p
OG0010398	AT3G12930.1	Bevul.2G092100.1.p, Bevul.2G092100.2.p
OG0010399	AT2G31410.1	Bevul.1G001500.1.p, Bevul.6G217800.1.p
OG0010400	AT1G23400.1	Bevul.6G187900.1.p
OG0010401	AT4G36760.3, AT4G36760.2, AT4G36760.1	Bevul.6G087900.1.p
OG0010404	AT5G47280.1, AT5G04720.1, AT3G26470.1, AT4G33300.2, AT4G33300.1	Bevul.1G052000.1.p
OG0010405	AT5G50310.1	Bevul.7G145300.1.p
OG0010406	AT5G27710.2, AT5G27710.1	Bevul.4G203900.1.p
OG0010407	AT2G19490.1	Bevul.8G130900.1.p
OG0010408	AT4G14310.2, AT4G14310.1	Bevul.3G006400.1.p
OG0010409	AT1G49380.1	Bevul.9G175200.2.p, Bevul.9G175200.1.p
OG0010411	AT5G60340.1	Bevul.5G034700.1.p
OG0010412	AT4G16210.1	Bevul.3G060100.1.p
OG0010413	AT1G71865.1	Bevul.3G145300.1.p, Bevul.1G078000.1.p, Bevul.4G103100.1.p, Bevul.8G052300.1.p, Bevul.8G051000.1.p, Bevul.1G213400.1.p
OG0010414	AT3G22480.1, AT3G22480.2	Bevul.4G083900.1.p
OG0010415	AT3G16730.1	Bevul.3G160000.1.p
OG0010416	AT3G61800.2, AT3G61800.1	Bevul.1G192300.1.p
OG0010417	AT4G02620.1	Bevul.5G241100.1.p
OG0010418	AT4G35910.1	Bevul.3G195600.1.p
OG0010419	AT4G36440.1	Bevul.6G024600.1.p
OG0010420	AT5G08240.1, AT5G23160.1	Bevul.9G008000.1.p, Bevul.9G008000.2.p
OG0010421	AT1G76660.1, AT1G76660.2	Bevul.1G057200.1.p
OG0010422	AT1G75980.2, AT1G75980.1	Bevul.1G027900.1.p
OG0010423	AT3G06610.1	Bevul.3G059300.1.p
OG0010424	AT3G53440.1, AT3G53440.2	Bevul.6G226200.1.p
OG0010425	AT1G35620.1	Bevul.1G209100.1.p
OG0010426	AT5G09740.1, AT5G64610.1	Bevul.1G214800.1.p
OG0010427	AT3G06920.1, AT3G06920.2, AT3G06920.3	Bevul.1G042600.1.p
OG0010428	AT4G01410.1	Bevul.1G199900.1.p
OG0010429	AT1G34300.1	Bevul.1G212900.1.p
OG0010431	AT1G67620.1	Bevul.6G213400.1.p
OG0010433	AT1G48940.1, AT3G18590.1	Bevul.5G168300.1.p
OG0010434	AT2G45990.2, AT2G45990.1, AT2G45990.3	Bevul.1G179300.1.p
OG0010435	AT1G12830.1	Bevul.6G218700.1.p
OG0010436	AT4G21865.1	Bevul.3G161600.1.p
OG0010437	AT1G55000.1, AT1G55000.2, AT1G55000.3	Bevul.4G156300.1.p
OG0010438	AT5G24314.1, AT5G24314.2	Bevul.3G035100.1.p
OG0010440	AT1G73050.1	Bevul.8G106100.1.p
OG0010441	AT3G05000.1	Bevul.4G146100.1.p
OG0010442	AT5G08400.1, AT5G08400.2	Bevul.5G082400.1.p
OG0010443	AT1G19340.1	Bevul.7G160300.1.p
OG0010444	AT4G35930.3, AT4G35930.2, AT4G35930.1, AT4G35930.4	Bevul.6G030800.1.p
OG0010445	AT1G75430.1, AT1G75430.2	Bevul.1G158900.1.p
OG0010446	AT1G67440.1, AT1G67440.2	Bevul.6G209200.1.p
OG0010447	AT1G50680.1, AT1G51120.1	Bevul.5G029600.1.p
OG0010449	AT4G23940.1	Bevul.5G015500.1.p
OG0010451	AT2G45000.1	Bevul.1G139400.1.p
OG0010452	AT4G26410.1	Bevul.4G251000.1.p
OG0010453	AT1G65900.1, AT1G65900.2	Bevul.4G122400.1.p
OG0010454	AT1G74740.1, AT1G18890.1	Bevul.5G197600.1.p
OG0010455	AT1G79150.1	Bevul.2G087900.1.p
OG0010456	AT5G40610.1	Bevul.4G113700.1.p
