Orthogroup	A_thaliana.proteins	D_spatulata.proteins
OG0009665	AT3G15390.3, AT3G15390.2, AT3G15390.1	Ds_00015201-RA
OG0009666	AT1G32070.3, AT1G32070.2, AT1G32070.1	Ds_00015993-RA
OG0009667	AT5G54910.1	Ds_00011734-RA, Ds_00014136-RA
OG0009668	AT5G44635.1, AT5G44635.2	Ds_00009200-RA
OG0009669	AT4G04180.1, AT4G04180.2	Ds_00017198-RA
OG0009670	AT3G57600.1	Ds_00000818-RA
OG0009672	AT5G55810.1	Ds_00014067-RA
OG0009673	AT1G30870.1	Ds_00015598-RA
OG0009674	AT4G30600.1, AT4G30600.2	Ds_00001236-RA
OG0009675	AT3G32930.2, AT3G32930.1	Ds_00006086-RA
OG0009676	AT4G19860.1	Ds_00000937-RA
OG0009677	AT2G20635.1	Ds_00001168-RA
OG0009678	AT3G22150.2, AT3G22150.1	Ds_00014144-RA, Ds_00010899-RA, Ds_00010884-RA, Ds_00010885-RA
OG0009680	AT3G13450.1, AT1G55510.1	Ds_00014340-RA
OG0009681	AT3G53400.1	Ds_00002010-RA
OG0009682	AT1G47813.1, AT1G47820.1, AT1G47820.2	Ds_00012333-RA
OG0009683	AT5G44170.1	Ds_00015705-RA
OG0009684	AT2G17265.1	Ds_00017021-RA
OG0009686	AT2G36810.1, AT2G36810.2, AT2G36810.3	Ds_00013685-RA
OG0009687	AT2G32480.2, AT2G32480.1, AT1G05140.1	Ds_00009512-RA
OG0009688	AT4G01020.1, AT5G10370.1	Ds_00010949-RA
OG0009690	AT2G32080.2, AT2G32080.1	Ds_00014337-RA, Ds_00005509-RA
OG0009691	AT3G03330.1	Ds_00004070-RA
OG0009692	AT5G36000.1, AT3G61730.1	Ds_00011648-RA
OG0009693	AT1G05385.1, AT1G05385.2	Ds_00003072-RA
OG0009694	AT1G22850.1, AT1G22850.2	Ds_00008824-RA
OG0009695	AT5G43430.1, AT5G43430.4, AT5G43430.3, AT5G43430.2	Ds_00003185-RA
OG0009696	AT5G57960.1, AT5G57960.2	Ds_00000365-RA
OG0009699	AT4G14147.3, AT4G14147.1, AT4G14147.2	Ds_00003134-RA
OG0009700	AT3G05100.1	Ds_00006287-RA
OG0009702	AT2G01410.1	Ds_00015048-RA
OG0009703	AT4G01320.3, AT4G01320.2, AT4G01320.1	Ds_00003591-RA
OG0009704	AT2G18040.1	Ds_00014485-RA
OG0009705	AT3G04130.2, AT3G04130.1	Ds_00017391-RA
OG0009706	AT3G19260.1	Ds_00001808-RA
OG0009707	AT5G59470.2, AT5G59470.1, AT4G07390.1, AT4G07390.2	Ds_00002523-RA
OG0009708	AT4G36290.1, AT4G36280.1	Ds_00014504-RA
OG0009709	AT5G49480.1	Ds_00005056-RA
OG0009710	AT4G10950.1, AT4G10950.2	Ds_00017438-RA
OG0009711	AT3G17465.1	Ds_00013093-RA
OG0009712	AT3G06980.1	Ds_00009325-RA
OG0009714	AT4G09750.1	Ds_00014138-RA
OG0009715	AT4G28730.1, AT4G28730.2	Ds_00006551-RA
OG0009716	AT4G09580.1, AT1G71940.1	Ds_00002907-RA
OG0009717	AT1G47830.1	Ds_00016555-RA
OG0009718	AT3G26085.2, AT3G26085.1, AT3G26085.3, AT3G26085.4	Ds_00010732-RA
OG0009719	AT5G24300.1, AT5G24300.2	Ds_00012592-RA, Ds_00005637-RA
OG0009720	AT4G30500.1, AT2G23940.3, AT2G23940.2, AT2G23940.1	Ds_00007426-RA
OG0009721	AT2G47360.1, AT1G02570.1, AT1G02575.1	Ds_00012342-RA
OG0009722	AT3G50770.1	Ds_00005403-RA
OG0009723	AT4G10390.1, AT1G33260.1, AT1G33260.2	Ds_00010824-RA
OG0009725	AT3G26790.1	Ds_00008078-RA
OG0009726	AT1G03110.1	Ds_00001101-RA
OG0009727	AT4G14790.2, AT4G14790.1	Ds_00003154-RA
OG0009729	AT4G33360.3, AT4G33360.2, AT4G33360.1	Ds_00007913-RA
OG0009730	AT3G27180.1	Ds_00001899-RA
OG0009731	AT5G09320.1, AT3G19770.2, AT3G19770.1	Ds_00013668-RA
OG0009732	AT4G01790.1	Ds_00014528-RA
OG0009733	AT3G25480.1	Ds_00007780-RA
OG0009735	AT3G24330.1	Ds_00014794-RA
OG0009736	AT2G18050.1, AT2G18050.2	Ds_00001458-RA
OG0009738	AT5G18940.1, AT5G18940.2	Ds_00003107-RA
OG0009739	AT4G14330.1	Ds_00005104-RA
OG0009740	AT2G44980.3, AT2G44980.2, AT2G44980.1	Ds_00001567-RA
OG0009741	AT4G12680.1	Ds_00010017-RA
OG0009742	AT1G33270.1, AT1G33270.2	Ds_00001932-RA
OG0009743	AT4G34730.3, AT4G34730.2, AT4G34730.1	Ds_00008901-RA
OG0009745	AT1G71480.3, AT1G71480.2, AT1G71480.1	Ds_00016344-RA
OG0009746	AT1G33680.1, AT4G10070.1	Ds_00017298-RA, Ds_00017299-RA
OG0009747	AT2G01640.2, AT2G01640.1	Ds_00017043-RA
OG0009748	AT5G39590.1	Ds_00002560-RA
OG0009749	AT2G21150.1	Ds_00000025-RA
OG0009750	AT2G21470.2, AT2G21470.1, AT2G21470.3	Ds_00011282-RA
OG0009751	AT1G67700.2, AT1G67700.5, AT1G67700.4, AT1G67700.3, AT1G67700.1	Ds_00010728-RA
OG0009752	AT1G67660.2, AT1G67660.3, AT1G67660.1	Ds_00017389-RA
OG0009753	AT4G25200.1, AT5G51440.1	Ds_00001355-RA, Ds_00010240-RA
OG0009754	AT5G49650.1	Ds_00000583-RA
OG0009755	AT1G47271.1	Ds_00007861-RA
OG0009756	AT5G16750.1	Ds_00001315-RA, Ds_00007337-RA
OG0009757	AT3G26710.1	Ds_00001849-RA
OG0009758	AT1G67560.1	Ds_00017395-RA
OG0009759	AT1G13170.2, AT1G13170.1	Ds_00017084-RA, Ds_00010723-RA
OG0009760	AT1G72020.1	Ds_00007268-RA, Ds_00005466-RA
OG0009761	AT1G21080.2, AT1G21080.1, AT1G21080.3, AT1G76700.1	Ds_00011957-RA
OG0009762	AT4G00560.1, AT4G00560.4, AT4G00560.2, AT4G00560.3	Ds_00004603-RA
OG0009763	AT5G44030.2, AT5G44030.1, AT5G44030.3	Ds_00014455-RA
OG0009764	AT1G28140.1	Ds_00004303-RA
OG0009765	AT5G08650.1, AT5G08650.2	Ds_00006132-RA
OG0009766	AT3G05390.1	Ds_00003878-RA, Ds_00006324-RA
OG0009767	AT1G71500.1	Ds_00011943-RA
OG0009768	AT5G19840.2, AT5G19840.1	Ds_00001087-RA
OG0009769	AT5G25310.1	Ds_00004230-RA
OG0009771	AT4G00650.1	Ds_00004758-RA
OG0009773	AT5G64620.1	Ds_00003794-RA
OG0009774	AT4G10050.1, AT4G10050.2	Ds_00013458-RA
OG0009775	AT3G23255.2, AT3G23255.1	Ds_00004297-RA
OG0009776	AT1G05370.1, AT3G22410.1	Ds_00004661-RA
OG0009777	AT4G36400.1, AT4G36400.2	Ds_00013203-RA
OG0009778	AT3G04820.1	Ds_00006176-RA
OG0009780	AT1G42440.1	Ds_00011980-RA
OG0009781	AT4G03180.1, AT4G03180.2	Ds_00008048-RA, Ds_00006107-RA
OG0009783	AT4G16566.1, AT4G16566.3, AT4G16566.2	Ds_00018002-RA
OG0009784	AT3G23100.1, AT1G61410.1, AT3G23100.2	Ds_00006413-RA
OG0009786	AT1G20575.1	Ds_00011978-RA
OG0009787	AT1G73060.1	Ds_00000634-RA
OG0009788	AT1G67630.1	Ds_00010745-RA
OG0009789	AT2G39340.1	Ds_00010454-RA
OG0009790	AT4G09620.1, AT4G09620.3, AT4G09620.2	Ds_00013647-RA
OG0009791	AT1G04130.1, AT1G04130.2	Ds_00014690-RA
OG0009792	AT1G71220.3, AT1G71220.1, AT1G71220.2	Ds_00010427-RA
OG0009793	AT5G08060.1	Ds_00005937-RA
OG0009794	AT3G29230.1	Ds_00013598-RA
OG0009795	AT1G66680.1	Ds_00008456-RA
OG0009796	AT1G08580.1	Ds_00008656-RA
OG0009797	AT1G34130.1	Ds_00002301-RA
OG0009798	AT5G08110.1, AT5G08110.2, AT5G08110.3	Ds_00010633-RA
OG0009799	AT5G63570.2, AT5G63570.1, AT3G48730.1	Ds_00007083-RA
OG0009800	AT2G03800.2, AT2G03800.1	Ds_00006576-RA
OG0009801	AT5G64180.1, AT5G64180.2	Ds_00013027-RA
OG0009803	AT2G02860.1	Ds_00015833-RA
OG0009804	AT5G20220.1, AT5G20220.2, AT5G20220.4, AT5G20220.3	Ds_00008455-RA
OG0009806	AT3G19870.1, AT3G19870.2	Ds_00009991-RA
OG0009807	AT1G18850.1	Ds_00012437-RA
OG0009808	AT1G13990.2, AT1G13990.3, AT1G13990.1	Ds_00010546-RA
OG0009809	AT1G67970.1	Ds_00012694-RA
OG0009810	AT1G30110.2, AT1G30110.1	Ds_00005909-RA
OG0009811	AT4G22220.1	Ds_00013808-RA
OG0009812	AT1G32160.1	Ds_00011131-RA
OG0009813	AT5G37800.1, AT1G66470.1	Ds_00011431-RA
OG0009814	AT4G02750.1	Ds_00016129-RA
OG0009816	AT1G73380.1	Ds_00000397-RA
OG0009817	AT4G17090.1	Ds_00004899-RA
OG0009818	AT1G69380.1	Ds_00008452-RA
OG0009819	AT5G40950.1	Ds_00008050-RA
OG0009821	AT5G37350.2, AT5G37350.1, AT2G24990.1	Ds_00009724-RA
OG0009822	AT5G38050.1	Ds_00011042-RA
OG0009823	AT1G67250.1, AT5G38650.1	Ds_00012767-RA, Ds_00008488-RA
OG0009825	AT1G68100.1, AT1G68100.2	Ds_00012717-RA, Ds_00012714-RA
OG0009826	AT1G67350.2, AT1G67350.1	Ds_00005971-RA
OG0009827	AT2G44850.1, AT2G44850.3, AT2G44850.2	Ds_00006690-RA
OG0009828	AT2G04030.2, AT2G04030.1	Ds_00008422-RA, Ds_00005330-RA
OG0009829	AT2G03510.1	Ds_00010511-RA
OG0009831	AT1G27060.1	Ds_00015825-RA
OG0009832	AT2G01730.2, AT2G01730.1	Ds_00012700-RA
OG0009833	AT1G70070.1	Ds_00008983-RA
OG0009834	AT1G23030.1	Ds_00005901-RA
OG0009835	AT5G38630.1	Ds_00012089-RA, Ds_00008489-RA
OG0009836	AT5G47120.1	Ds_00005136-RA
OG0009837	AT1G10580.1	Ds_00015457-RA
OG0009838	AT1G16740.1	Ds_00015298-RA
OG0009840	AT4G17510.1	Ds_00008356-RA
OG0009841	AT1G74360.1	Ds_00005335-RA
OG0009842	AT1G27090.1	Ds_00004331-RA
OG0009843	AT1G26650.1, AT1G69430.1	Ds_00010541-RA
OG0009844	AT1G18270.3, AT1G18270.2, AT1G18270.1, AT1G18270.4	Ds_00017173-RA
OG0009845	AT1G69210.1, AT1G69210.2	Ds_00009129-RA
OG0009847	AT3G45900.1	Ds_00004852-RA
OG0009848	AT1G31970.1	Ds_00011138-RA
OG0009849	AT1G48930.1	Ds_00004178-RA
OG0009851	AT1G69390.1	Ds_00010532-RA
OG0009853	AT4G00026.1	Ds_00004837-RA
OG0009854	AT1G48440.1, AT3G17780.1	Ds_00017165-RA
OG0009855	AT5G23240.1	Ds_00002643-RA
OG0009856	AT3G47850.1	Ds_00011429-RA
OG0009858	AT4G15950.1	Ds_00004418-RA
OG0009859	AT1G17810.1, AT1G73190.1	Ds_00000394-RA, Ds_00000163-RA
OG0009861	AT1G59840.3, AT1G59840.1, AT1G59840.2	Ds_00015815-RA
OG0009863	AT1G77420.1	Ds_00008575-RA
OG0009864	AT5G13120.2, AT5G13120.1	Ds_00004785-RA
OG0009865	AT3G27925.2, AT3G27925.1	Ds_00001880-RA
OG0009866	AT3G02710.1	Ds_00006123-RA
OG0009867	AT1G68560.1	Ds_00008583-RA
OG0009868	AT1G74250.1	Ds_00005323-RA
OG0009869	AT1G09290.1	Ds_00001668-RA
OG0009870	AT4G09010.1, AT4G09010.3, AT4G09010.2	Ds_00008169-RA
OG0009871	AT5G17240.1, AT5G17240.2	Ds_00006242-RA
OG0009872	AT3G18050.1	Ds_00016130-RA
OG0009873	AT5G09860.1, AT5G09860.2	Ds_00000453-RA
OG0009874	AT5G23340.1	Ds_00002650-RA
OG0009875	AT2G03050.1, AT2G03050.2	Ds_00010560-RA
OG0009876	AT1G65700.1, AT1G65700.2	Ds_00007008-RA
OG0009877	AT5G39900.1	Ds_00006899-RA
OG0009878	AT5G16630.3, AT5G16630.1, AT5G16630.2	Ds_00017266-RA
OG0009880	AT5G13050.2, AT5G13050.1	Ds_00000890-RA
OG0009881	AT1G66670.1	Ds_00011057-RA
OG0009882	AT5G39830.1, AT5G39830.2	Ds_00013169-RA
OG0009883	AT5G16070.1, AT3G02530.1	Ds_00008482-RA
OG0009884	AT4G24340.1, AT4G24350.4, AT4G24350.3, AT4G24350.2, AT4G24350.1	Ds_00007658-RA
OG0009885	AT3G25660.1	Ds_00001234-RA
OG0009889	AT2G25460.2, AT2G25460.1	Ds_00004235-RA
OG0009893	ATMG00520.1	Ds_00011242-RA
OG0009899	AT5G06750.1, AT5G06750.3	Ds_00002681-RA
OG0009902	AT2G33793.1, AT2G33793.2, AT2G33793.3	Ds_00015112-RA
OG0009904	AT1G11380.1	Ds_00015891-RA
OG0009905	AT3G21220.2, AT3G21220.1, AT1G51660.1	Ds_00000420-RA
OG0009906	AT4G36880.1	Ds_00008193-RA
OG0009910	AT3G52080.1	Ds_00014218-RA
OG0009911	AT3G56600.2, AT3G56600.1, AT3G56600.3, AT2G40850.1	Ds_00005748-RA, Ds_00009365-RA
OG0009912	AT4G39670.1	Ds_00006494-RA
OG0009954	AT3G06180.1, AT3G06180.2, AT5G19025.2, AT5G19025.1	Ds_00004636-RA
OG0009955	AT2G28900.1	Ds_00004834-RA
OG0009956	AT2G36000.2, AT2G36000.1	Ds_00015567-RA
OG0009957	AT2G22440.1	Ds_00007188-RA
OG0009958	AT1G48300.1	Ds_00005030-RA
OG0009962	AT1G05620.2, AT1G05620.1	Ds_00004988-RA
OG0009963	AT5G56580.1	Ds_00004216-RA
OG0009964	AT3G06170.1	Ds_00008698-RA
OG0009965	AT3G06050.1, AT3G06050.2	Ds_00006373-RA
OG0009966	AT5G64670.1	Ds_00003634-RA
OG0009968	AT2G33255.1	Ds_00007128-RA
OG0009969	AT2G27480.2, AT2G27480.1	Ds_00015687-RA
OG0009970	AT2G41010.1, AT3G56880.1	Ds_00009363-RA
OG0009971	AT1G10830.2, AT1G10830.3, AT1G10830.1	Ds_00005736-RA
OG0009972	AT5G02740.1, AT5G02740.2	Ds_00010317-RA
OG0009973	AT3G52570.1	Ds_00015790-RA
OG0009974	AT2G40360.1, AT2G40360.2	Ds_00014887-RA
OG0009975	AT3G21580.1	Ds_00003113-RA
OG0009977	AT3G04790.1	Ds_00006941-RA
OG0009978	AT5G19180.2, AT5G19180.1	Ds_00003131-RA
OG0009980	AT4G15770.1	Ds_00008954-RA
OG0009981	AT1G04420.1	Ds_00006456-RA
OG0009982	AT5G57950.1, AT5G57950.2	Ds_00014988-RA
OG0009983	AT2G17950.1	Ds_00014478-RA
OG0009984	AT1G08780.1	Ds_00006155-RA
OG0009985	AT3G17590.2, AT3G17590.3, AT3G17590.1	Ds_00005034-RA
OG0009987	AT3G44050.1	Ds_00008300-RA
OG0009988	AT2G43140.2, AT2G43140.1, AT1G05805.1	Ds_00007332-RA
OG0009990	AT2G44160.1, AT3G59970.3	Ds_00009321-RA
OG0009992	AT1G63900.1, AT1G63900.2	Ds_00014908-RA
OG0009994	AT2G39740.3, AT2G39740.2, AT2G39740.1	Ds_00012472-RA
OG0009995	AT2G39180.1, AT3G09780.1	Ds_00010283-RA
OG0009996	AT4G20740.1	Ds_00002928-RA
OG0009998	AT3G10310.1, AT3G10310.2	Ds_00010989-RA
OG0010000	AT3G57790.1, AT3G57790.2	Ds_00009571-RA
OG0010001	AT1G63270.1	Ds_00007186-RA, Ds_00007192-RA
OG0010002	AT4G25315.1, AT4G25315.3, AT4G25315.2	Ds_00014832-RA
OG0010004	AT5G05920.1	Ds_00017212-RA, Ds_00005280-RA
OG0010005	AT3G12260.1	Ds_00013875-RA
OG0010006	AT1G31800.1	Ds_00004015-RA
OG0010007	AT3G47120.2, AT3G47120.1, AT5G58790.2	Ds_00011594-RA
OG0010008	AT1G06923.1, AT2G30395.1	Ds_00011011-RA
OG0010009	AT3G05345.1	Ds_00003872-RA
OG0010010	AT3G23940.1, AT3G23940.2	Ds_00009051-RA
OG0010011	AT2G14045.3, AT2G14045.1, AT2G14045.4, AT2G14045.2	Ds_00006163-RA
OG0010012	AT2G47940.2, AT2G47940.1	Ds_00000908-RA
OG0010013	AT5G27395.2, AT5G27395.1	Ds_00006298-RA
OG0010014	AT1G06950.1	Ds_00010029-RA
OG0010016	AT5G18670.1	Ds_00007103-RA
OG0010018	AT2G27020.1	Ds_00004097-RA
OG0010019	AT4G02990.1, AT4G02990.2	Ds_00012743-RA
OG0010020	AT3G58530.1	Ds_00002700-RA
OG0010021	AT2G28480.1	Ds_00014119-RA
OG0010022	AT3G05130.1, AT5G27330.1	Ds_00006294-RA
OG0010024	AT5G05770.1, AT3G11260.1	Ds_00006590-RA
OG0010025	AT3G63370.2, AT3G63370.1	Ds_00008618-RA, Ds_00008617-RA
OG0010026	AT5G48660.1, AT3G07190.1	Ds_00006854-RA
OG0010027	AT4G24370.1	Ds_00004192-RA
OG0010028	AT4G13000.1, AT3G25250.1	Ds_00007763-RA, Ds_00006464-RA
OG0010029	AT3G05250.3, AT3G05250.2, AT3G05250.1	Ds_00006205-RA
OG0010030	AT2G37020.2, AT2G37020.3, AT2G37020.1	Ds_00013721-RA
OG0010031	AT5G59500.2, AT5G59500.1	Ds_00010084-RA
OG0010032	AT3G54220.1	Ds_00015193-RA
OG0010033	AT3G21350.1, AT3G21350.2	Ds_00016917-RA
OG0010034	AT1G16970.1	Ds_00017610-RA
OG0010035	AT3G09040.1, AT3G09040.4, AT3G09040.3, AT3G09040.2	Ds_00002231-RA
OG0010038	AT5G65760.1	Ds_00011223-RA
OG0010039	AT3G57150.1	Ds_00013064-RA
OG0010040	AT4G29910.1, AT4G29910.2	Ds_00012482-RA
OG0010041	AT4G30150.1, AT4G30150.2	Ds_00013572-RA
OG0010042	AT5G03560.1	Ds_00002039-RA
OG0010043	AT5G58430.1	Ds_00007517-RA
OG0010046	AT3G11980.1	Ds_00007169-RA, Ds_00007170-RA, Ds_00013243-RA
OG0010048	AT5G61770.1, AT5G61770.3, AT5G61770.2	Ds_00000953-RA
OG0010050	AT5G43830.1, AT3G22850.1	Ds_00003165-RA
OG0010052	AT4G15470.1	Ds_00003106-RA, Ds_00003110-RA
OG0010054	AT2G42310.1, AT3G57785.1	Ds_00011020-RA
OG0010055	AT4G02770.1, AT1G03130.1	Ds_00001040-RA
OG0010056	AT3G03890.1, AT3G03890.2	Ds_00013245-RA
OG0010058	AT2G47790.1	Ds_00004765-RA
OG0010059	AT3G04160.3, AT3G04160.1, AT3G04160.2	Ds_00015533-RA
OG0010060	AT4G13330.6, AT4G13330.5, AT4G13330.3, AT4G13330.2, AT4G13330.4, AT4G13330.1	Ds_00003068-RA
OG0010061	AT4G24175.2, AT4G24175.1	Ds_00000514-RA, Ds_00000513-RA
OG0010063	AT2G13610.1	Ds_00003635-RA
OG0010065	AT3G18790.1	Ds_00007004-RA
OG0010066	AT5G09450.1	Ds_00012221-RA, Ds_00000004-RA, Ds_00000001-RA
OG0010067	AT1G20300.1	Ds_00007735-RA, Ds_00012852-RA
OG0010068	AT1G77230.1	Ds_00001501-RA
OG0010069	AT2G17250.1	Ds_00013343-RA
OG0010070	AT2G13690.1	Ds_00003955-RA, Ds_00014433-RA
OG0010071	AT4G38370.1	Ds_00017423-RA
OG0010072	AT5G42810.1, AT1G22100.1	Ds_00007346-RA
OG0010073	AT5G49970.2, AT5G49970.1	Ds_00012872-RA, Ds_00001603-RA
OG0010074	AT4G35760.2, AT4G35760.1	Ds_00005419-RA
OG0010075	AT2G26550.1, AT2G26550.3, AT2G26550.4, AT2G26550.2	Ds_00009818-RA
OG0010076	AT1G44575.2, AT1G44575.1, AT1G44575.3	Ds_00001524-RA
OG0010077	AT1G34110.2, AT1G34110.1	Ds_00003005-RA
OG0010078	AT4G39952.1	Ds_00012838-RA
OG0010079	AT2G18290.1	Ds_00014001-RA
OG0010081	AT3G50120.1, AT3G50170.1, AT3G50130.1	Ds_00009438-RA, Ds_00005374-RA
OG0010082	AT1G76070.1, AT1G20310.1	Ds_00017559-RA
OG0010083	AT5G11980.2, AT5G11980.1	Ds_00000436-RA
OG0010084	AT4G33660.1	Ds_00011239-RA
OG0010086	AT1G64960.1, AT1G64960.2	Ds_00005364-RA
OG0010087	AT2G13440.1	Ds_00014430-RA
OG0010089	AT3G50340.1, AT5G67020.1	Ds_00009461-RA
OG0010090	AT1G71696.1, AT1G71696.2	Ds_00002254-RA
OG0010091	AT5G09950.2, AT5G09950.1, AT5G09950.3	Ds_00005241-RA
OG0010092	AT2G22870.1	Ds_00009390-RA
OG0010094	AT4G18460.2, AT4G18460.1	Ds_00011515-RA
OG0010095	AT1G01290.2, AT1G01290.1	Ds_00011642-RA
OG0010096	AT5G66090.1	Ds_00016571-RA
OG0010097	AT1G77010.1	Ds_00000465-RA
OG0010099	AT4G38140.1	Ds_00013360-RA
OG0010100	AT3G18680.2, AT3G18680.1	Ds_00001246-RA
OG0010101	AT2G21960.1	Ds_00016210-RA
OG0010102	AT5G24460.1	Ds_00005598-RA
OG0010103	AT4G08280.1, AT4G08280.3, AT4G08280.2	Ds_00014769-RA
OG0010104	AT5G64860.1	Ds_00016209-RA
OG0010106	AT1G50250.1, AT5G42270.1	Ds_00017976-RA
OG0010107	AT5G65590.1, AT4G38000.1	Ds_00011244-RA
OG0010108	AT3G51010.1	Ds_00012217-RA
OG0010109	AT5G35370.1	Ds_00001563-RA, Ds_00001622-RA, Ds_00001564-RA
OG0010110	AT1G78140.1	Ds_00003504-RA
OG0010112	AT5G67370.1	Ds_00006755-RA
OG0010113	AT4G31790.2, AT4G31790.1	Ds_00000872-RA
OG0010114	AT3G01160.1	Ds_00017824-RA
OG0010115	AT3G12350.1, AT3G12350.2	Ds_00002545-RA
OG0010116	AT5G67620.1	Ds_00009393-RA
OG0010117	AT4G08230.1, AT4G08230.2	Ds_00001012-RA
OG0010122	AT4G27250.1, AT4G27250.2	Ds_00010673-RA
OG0010123	AT2G30970.1, AT2G30970.2	Ds_00010179-RA
OG0010124	AT4G26750.1	Ds_00011790-RA
OG0010125	AT1G75810.1	Ds_00002551-RA
OG0010126	AT2G34500.1, AT2G34490.1	Ds_00006500-RA
OG0010127	AT2G30410.3, AT2G30410.1, AT2G30410.2	Ds_00001367-RA
OG0010129	AT5G15980.1, AT3G02490.1	Ds_00015239-RA
OG0010130	AT4G05530.1	Ds_00004465-RA
OG0010131	AT1G12050.1	Ds_00010261-RA
OG0010133	AT2G05310.2, AT2G05310.1, AT4G13500.1	Ds_00005174-RA
OG0010134	AT4G20090.2, AT4G20090.1	Ds_00000878-RA
OG0010135	AT1G29790.1, AT1G29790.2	Ds_00015158-RA
OG0010138	AT1G04985.2, AT1G04985.1	Ds_00005261-RA
OG0010139	AT3G58690.1	Ds_00001206-RA
OG0010140	AT4G04950.1	Ds_00015115-RA
OG0010142	AT4G02050.1, AT4G02050.2	Ds_00009664-RA, Ds_00007194-RA
OG0010146	AT5G54600.2, AT5G54600.1	Ds_00014927-RA
OG0010147	AT2G42750.1	Ds_00001212-RA
OG0010148	AT5G50320.1	Ds_00013773-RA
OG0010149	AT3G19760.1	Ds_00008084-RA
OG0010150	AT1G52590.1	Ds_00000673-RA
OG0010151	AT5G20500.1	Ds_00007919-RA
OG0010153	AT5G20650.1	Ds_00003344-RA
OG0010154	AT5G19740.1, AT4G07670.1, AT4G07670.2	Ds_00005058-RA
OG0010155	AT3G14120.2, AT3G14120.3, AT3G14120.1	Ds_00002340-RA
OG0010157	AT1G80550.1	Ds_00002453-RA
OG0010158	AT1G53840.1	Ds_00002315-RA
OG0010159	AT3G61620.2, AT3G61620.1	Ds_00002815-RA
OG0010160	AT4G30860.1	Ds_00017635-RA
OG0010161	AT5G53070.1	Ds_00015200-RA
OG0010162	AT2G26170.1, AT2G26170.2	Ds_00000204-RA
OG0010163	AT4G00990.2, AT4G00990.3, AT4G00990.1	Ds_00012511-RA, Ds_00017640-RA
OG0010164	AT5G11480.1	Ds_00014253-RA
OG0010166	AT1G14560.1, AT1G14560.2, AT1G14560.3	Ds_00012815-RA
OG0010167	AT2G22650.2, AT2G22650.3, AT2G22650.1	Ds_00009673-RA
OG0010168	AT1G78980.1	Ds_00002281-RA
OG0010169	AT3G60740.1, AT3G60740.2, AT3G60740.3	Ds_00007263-RA
OG0010170	AT2G40570.1, AT2G40570.3, AT2G40570.2	Ds_00000230-RA
OG0010171	AT5G24130.1	Ds_00005670-RA
OG0010172	AT4G29520.1	Ds_00004722-RA
OG0010173	AT3G29300.2, AT3G29300.1	Ds_00000269-RA
OG0010174	AT4G30950.1	Ds_00014993-RA
OG0010175	AT1G64510.2, AT1G64510.1	Ds_00015840-RA
OG0010176	AT5G45790.1, AT5G45790.2	Ds_00006988-RA
OG0010177	AT5G41330.2, AT5G41330.1	Ds_00003023-RA
OG0010178	AT1G77210.2, AT1G77210.1	Ds_00014386-RA
OG0010179	AT5G51800.1	Ds_00005797-RA
OG0010180	AT3G15550.1	Ds_00002436-RA
OG0010181	AT1G08540.1	Ds_00000185-RA
OG0010182	AT2G06925.1, AT2G06925.2	Ds_00007941-RA
OG0010183	AT3G48990.1	Ds_00007302-RA, Ds_00009947-RA
OG0010184	AT5G20590.2, AT5G20590.1	Ds_00015758-RA
OG0010185	AT1G61870.1, AT1G11630.1	Ds_00004515-RA
OG0010186	AT1G22920.2, AT1G22920.1, AT1G71230.1	Ds_00013621-RA
OG0010187	AT1G63000.1	Ds_00002114-RA
OG0010188	AT1G80460.1, AT1G80460.2	Ds_00000660-RA
OG0010189	AT5G11580.1, AT5G11580.2	Ds_00007327-RA
OG0010190	AT1G63160.1	Ds_00016148-RA
OG0010191	AT1G72480.1	Ds_00002342-RA
OG0010192	AT1G59860.1, AT1G07400.1	Ds_00000668-RA
OG0010194	AT1G19140.1, AT1G19140.2	Ds_00008225-RA
OG0010195	AT2G43250.1	Ds_00003250-RA
OG0010196	AT1G69980.1	Ds_00013155-RA
OG0010197	AT2G19385.1	Ds_00000107-RA
OG0010198	AT2G45280.1, AT2G45280.2	Ds_00016288-RA
OG0010200	AT5G11270.1	Ds_00002585-RA
OG0010201	AT1G78930.1	Ds_00002282-RA
OG0010202	AT2G43090.2, AT2G43090.1, AT3G58990.1	Ds_00014621-RA
OG0010205	AT4G31870.2, AT4G31870.1, AT2G25080.1	Ds_00001494-RA
OG0010206	AT1G64220.1, AT5G41685.1	Ds_00002283-RA
OG0010207	AT3G24530.1, AT3G24530.2	Ds_00000264-RA
OG0010208	AT5G28460.1, AT3G61520.1, AT5G28370.1	Ds_00012494-RA
OG0010209	AT5G58150.1	Ds_00014991-RA
OG0010211	AT5G21920.2, AT5G21920.1	Ds_00003430-RA
OG0010212	AT5G25760.1, AT5G25760.2	Ds_00014593-RA
OG0010213	AT5G19980.1	Ds_00014783-RA, Ds_00007284-RA
OG0010214	AT1G16080.1	Ds_00012772-RA
OG0010215	AT3G06200.1	Ds_00004633-RA
OG0010216	AT4G10790.1	Ds_00011901-RA
OG0010217	AT1G16880.1, AT1G16880.2	Ds_00002295-RA
OG0010219	AT4G22880.1, AT4G22880.3, AT4G22880.2	Ds_00015167-RA
OG0010220	AT1G80510.1	Ds_00002110-RA
OG0010221	AT5G19680.1	Ds_00004964-RA
OG0010222	AT5G52420.1	Ds_00007297-RA
