Orthogroup	A_vesiculosa.proteins	A_coerulea.proteins
OG0012368	Av_00013709-RA	Aqcoe5G347600.3.p, Aqcoe5G347600.1.p, Aqcoe5G347600.2.p
OG0012370	Av_00022831-RA, Av_00022829-RA, Av_00014929-RA	Aqcoe5G354700.1.p
OG0012371	Av_00018049-RA	Aqcoe5G152900.1.p
OG0012372	Av_00000345-RA, Av_00021677-RA	Aqcoe5G459000.1.p
OG0012374	Av_00017452-RA	Aqcoe5G091200.1.p
OG0012375	Av_00003431-RA	Aqcoe5G035600.1.p
OG0012378	Av_00006360-RA, Av_00000242-RA	Aqcoe3G035200.1.p
OG0012379	Av_00018579-RA	Aqcoe3G282700.1.p
OG0012380	Av_00010547-RA	Aqcoe3G305200.1.p, Aqcoe3G305100.1.p
OG0012381	Av_00010546-RA	Aqcoe3G104300.1.p, Aqcoe3G104300.2.p
OG0012382	Av_00003342-RA	Aqcoe3G009500.1.p
OG0012383	Av_00006522-RA	Aqcoe3G415000.1.p
OG0012384	Av_00021418-RA	Aqcoe3G236600.1.p
OG0012385	Av_00017976-RA	Aqcoe3G256900.1.p
OG0012387	Av_00009351-RA	Aqcoe3G098500.1.p
OG0012388	Av_00006039-RA	Aqcoe3G357000.1.p
OG0012389	Av_00000267-RA	Aqcoe3G140800.1.p
OG0012390	Av_00003943-RA	Aqcoe3G065500.1.p
OG0012392	Av_00000135-RA	Aqcoe3G438100.1.p
OG0012393	Av_00024377-RA	Aqcoe3G353500.1.p
OG0012394	Av_00016970-RA	Aqcoe3G346100.1.p
OG0012395	Av_00019925-RA	Aqcoe3G020900.1.p
OG0012396	Av_00017168-RA	Aqcoe3G137800.1.p, Aqcoe3G137800.2.p
OG0012397	Av_00016969-RA	Aqcoe3G077800.2.p, Aqcoe3G077800.1.p
OG0012398	Av_00009555-RA	Aqcoe3G442000.1.p
OG0012400	Av_00007760-RA	Aqcoe3G337900.1.p
OG0012401	Av_00005284-RA	Aqcoe3G093400.1.p
OG0012402	Av_00017802-RA, Av_00024043-RA	Aqcoe3G253000.1.p
OG0012403	Av_00003918-RA	Aqcoe3G034700.1.p
OG0012404	Av_00011305-RA	Aqcoe3G277100.1.p
OG0012405	Av_00016720-RA	Aqcoe3G380200.1.p
OG0012406	Av_00009506-RA, Av_00009505-RA	Aqcoe3G209900.1.p
OG0012407	Av_00006258-RA	Aqcoe3G415200.1.p, Aqcoe3G415200.2.p
OG0012408	Av_00013776-RA	Aqcoe3G353300.1.p
OG0012409	Av_00001704-RA, Av_00017705-RA	Aqcoe3G128400.1.p
OG0012410	Av_00019936-RA	Aqcoe3G398100.1.p
OG0012412	Av_00020565-RA, Av_00019462-RA	Aqcoe3G252400.1.p
OG0012413	Av_00011577-RA	Aqcoe3G039000.1.p
OG0012414	Av_00014837-RA	Aqcoe3G335400.1.p
OG0012417	Av_00008279-RA, Av_00008278-RA	Aqcoe3G087900.1.p
OG0012418	Av_00016582-RA	Aqcoe3G238200.1.p
OG0012420	Av_00004293-RA	Aqcoe3G251500.1.p
OG0012421	Av_00017601-RA	Aqcoe3G222500.2.p, Aqcoe3G222500.1.p
OG0012423	Av_00010501-RA	Aqcoe3G371600.1.p
OG0012424	Av_00009517-RA	Aqcoe3G234500.1.p
OG0012425	Av_00017252-RA	Aqcoe3G391200.1.p
OG0012426	Av_00015539-RA	Aqcoe3G052800.1.p
OG0012427	Av_00022006-RA, Av_00021487-RA	Aqcoe3G118200.1.p
OG0012428	Av_00014935-RA	Aqcoe3G286300.1.p
OG0012431	Av_00003937-RA	Aqcoe3G063600.1.p, Aqcoe3G063600.2.p
OG0012432	Av_00011298-RA	Aqcoe3G367600.1.p
OG0012433	Av_00023179-RA, Av_00018705-RA	Aqcoe3G359800.1.p
OG0012569	Av_00001018-RA	Aqcoe2G096700.1.p
OG0012573	Av_00023938-RA	Aqcoe7G229100.1.p, Aqcoe2G210300.1.p
OG0012581	Av_00004297-RA	Aqcoe2G421200.1.p
OG0012583	Av_00001392-RA	Aqcoe2G438200.1.p
OG0012585	Av_00021798-RA	Aqcoe2G348300.2.p, Aqcoe2G348300.1.p
OG0012586	Av_00014877-RA	Aqcoe2G273600.1.p
OG0012587	Av_00006702-RA	Aqcoe5G038200.1.p, Aqcoe2G363600.3.p, Aqcoe2G363600.4.p, Aqcoe2G363600.2.p, Aqcoe2G363600.1.p
OG0012589	Av_00017340-RA	Aqcoe2G329700.1.p
OG0012591	Av_00019563-RA	Aqcoe6G265800.1.p
OG0012595	Av_00024742-RA	Aqcoe2G160700.1.p
OG0012596	Av_00000571-RA	Aqcoe2G380600.1.p
OG0012597	Av_00022856-RA	Aqcoe2G340000.1.p
OG0012599	Av_00000972-RA	Aqcoe2G342200.1.p
OG0012601	Av_00018949-RA	Aqcoe1G168200.1.p, Aqcoe2G178100.1.p, Aqcoe2G171400.1.p
OG0012602	Av_00007928-RA	Aqcoe2G345700.1.p
OG0012603	Av_00018911-RA	Aqcoe2G266700.1.p, Aqcoe2G266700.2.p
OG0012605	Av_00011899-RA	Aqcoe2G123300.1.p
OG0012607	Av_00002888-RA	Aqcoe2G203400.1.p
OG0012610	Av_00013439-RA	Aqcoe2G095500.1.p
OG0012612	Av_00000552-RA	Aqcoe2G435800.1.p
OG0012613	Av_00000632-RA	Aqcoe2G328400.1.p
OG0012615	Av_00014359-RA	Aqcoe2G187300.1.p, Aqcoe2G187300.2.p
OG0012616	Av_00001563-RA	Aqcoe2G256600.1.p
OG0012618	Av_00022599-RA	Aqcoe2G429900.1.p
OG0012620	Av_00015677-RA, Av_00005093-RA	Aqcoe2G160600.2.p, Aqcoe2G160600.1.p
OG0012624	Av_00015962-RA	Aqcoe6G208400.1.p
OG0012625	Av_00019993-RA, Av_00024736-RA	Aqcoe6G169100.1.p, Aqcoe1G320800.1.p
OG0012626	Av_00008662-RA	Aqcoe6G155800.1.p
OG0012629	Av_00023178-RA, Av_00024321-RA, Av_00024324-RA, Av_00024717-RA	Aqcoe6G265000.1.p
OG0012631	Av_00007697-RA	Aqcoe6G304500.1.p, Aqcoe7G011400.1.p
OG0012632	Av_00005974-RA	Aqcoe3G157300.1.p, Aqcoe4G296400.1.p
OG0012634	Av_00022271-RA	Aqcoe6G017500.1.p
OG0012635	Av_00023777-RA	Aqcoe6G191100.1.p
OG0012636	Av_00000394-RA, Av_00001866-RA	Aqcoe6G039500.1.p
OG0012638	Av_00018810-RA, Av_00018811-RA	Aqcoe6G028900.1.p
OG0012639	Av_00003260-RA	Aqcoe6G235400.1.p
OG0012640	Av_00010918-RA	Aqcoe5G015400.1.p, Aqcoe6G153600.1.p
OG0012641	Av_00016302-RA, Av_00011618-RA	Aqcoe6G086200.1.p
OG0012643	Av_00016385-RA	Aqcoe6G041200.1.p
OG0012644	Av_00019031-RA	Aqcoe6G066500.1.p
OG0012645	Av_00005529-RA	Aqcoe6G230300.1.p
OG0012646	Av_00021501-RA	Aqcoe6G265900.1.p
OG0012647	Av_00004579-RA	Aqcoe6G198100.1.p
OG0012652	Av_00016680-RA, Av_00022553-RA	Aqcoe6G036700.1.p
OG0012653	Av_00009360-RA	Aqcoe6G028200.1.p
OG0012654	Av_00016444-RA	Aqcoe6G111100.1.p
OG0012655	Av_00009974-RA	Aqcoe6G104000.1.p
OG0012656	Av_00001726-RA	Aqcoe6G064900.1.p
OG0012660	Av_00002538-RA	Aqcoe3G194100.1.p, Aqcoe6G053100.1.p
OG0012662	Av_00016342-RA	Aqcoe6G268300.1.p, Aqcoe6G268300.2.p
OG0012666	Av_00007151-RA	Aqcoe6G189900.1.p
OG0012667	Av_00016721-RA	Aqcoe6G048600.1.p
OG0012672	Av_00023275-RA, Av_00008065-RA	Aqcoe0017s0013.1.p
OG0012673	Av_00010059-RA	Aqcoe0768s0001.1.p
OG0012674	Av_00020072-RA	Aqcoe4G011500.1.p
OG0012675	Av_00005915-RA	Aqcoe4G103800.1.p
OG0012676	Av_00007877-RA	Aqcoe4G250800.1.p
OG0012683	Av_00008541-RA	Aqcoe4G163900.1.p
OG0012688	Av_00005917-RA	Aqcoe4G134400.1.p
OG0012691	Av_00005625-RA	Aqcoe4G228200.1.p
OG0012693	Av_00010567-RA	Aqcoe4G252200.1.p
OG0012697	Av_00005888-RA	Aqcoe4G264500.1.p
OG0012699	Av_00007122-RA	Aqcoe4G250600.1.p
OG0012700	Av_00000226-RA	Aqcoe4G015400.2.p, Aqcoe4G015400.1.p
OG0012701	Av_00010050-RA	Aqcoe7G361000.1.p
OG0012705	Av_00012331-RA	Aqcoe7G354800.1.p
OG0012706	Av_00008886-RA	Aqcoe7G151400.1.p
OG0012707	Av_00009824-RA	Aqcoe7G325500.1.p
OG0012708	Av_00017409-RA	Aqcoe7G024200.1.p
OG0012711	Av_00018915-RA	Aqcoe7G356300.1.p
OG0012713	Av_00001095-RA	Aqcoe7G285500.1.p
OG0012714	Av_00023075-RA	Aqcoe7G437400.1.p
OG0012719	Av_00009070-RA	Aqcoe7G407300.1.p
OG0012720	Av_00012326-RA	Aqcoe7G220200.1.p
OG0012723	Av_00017396-RA	Aqcoe7G208500.1.p, Aqcoe1G345300.1.p
OG0012725	Av_00017183-RA	Aqcoe3G015300.1.p, Aqcoe1G001600.1.p, Aqcoe7G292500.1.p
OG0012726	Av_00012944-RA	Aqcoe7G025000.1.p
OG0012730	Av_00003452-RA, Av_00004833-RA	Aqcoe7G348400.1.p, Aqcoe7G348400.2.p
OG0012731	Av_00012924-RA	Aqcoe7G042400.1.p
OG0012734	Av_00003472-RA	Aqcoe7G192100.1.p
OG0012736	Av_00018935-RA	Aqcoe7G113000.1.p
OG0012737	Av_00022445-RA	Aqcoe7G268400.1.p, Aqcoe7G268400.2.p
OG0012738	Av_00013632-RA	Aqcoe7G335300.1.p
OG0012739	Av_00010079-RA	Aqcoe7G193900.1.p
OG0012741	Av_00008382-RA	Aqcoe7G283200.1.p, Aqcoe1G411100.1.p
OG0012742	Av_00023426-RA	Aqcoe7G346200.2.p, Aqcoe7G346200.1.p
OG0012743	Av_00008322-RA	Aqcoe7G425100.1.p
OG0012745	Av_00018356-RA	Aqcoe7G239500.1.p
OG0012746	Av_00003197-RA	Aqcoe7G063200.1.p
OG0012750	Av_00001190-RA	Aqcoe7G127200.1.p
OG0012751	Av_00008875-RA	Aqcoe7G163700.1.p
OG0012752	Av_00010373-RA	Aqcoe7G078800.1.p
OG0012753	Av_00004917-RA	Aqcoe7G375400.1.p
OG0012756	Av_00000023-RA	Aqcoe7G014400.1.p, Aqcoe7G014400.2.p
OG0012757	Av_00020770-RA, Av_00007183-RA, Av_00007184-RA	Aqcoe7G111400.1.p
OG0012758	Av_00020790-RA	Aqcoe7G382900.1.p
OG0012759	Av_00012922-RA	Aqcoe7G160100.1.p
OG0012761	Av_00009744-RA	Aqcoe1G011700.1.p
OG0012762	Av_00002892-RA	Aqcoe1G132300.1.p
OG0012763	Av_00015148-RA	Aqcoe1G080400.1.p
OG0012764	Av_00021823-RA	Aqcoe1G089400.1.p
OG0012766	Av_00003820-RA	Aqcoe1G407300.1.p
OG0012768	Av_00020180-RA	Aqcoe1G487100.1.p
OG0012770	Av_00019897-RA	Aqcoe1G318900.1.p
OG0012772	Av_00019476-RA	Aqcoe1G202100.1.p
OG0012773	Av_00017513-RA	Aqcoe1G086800.1.p
OG0012774	Av_00005359-RA	Aqcoe1G309000.1.p
OG0012775	Av_00014338-RA	Aqcoe1G484200.1.p
OG0012776	Av_00008492-RA	Aqcoe1G444000.1.p
OG0012777	Av_00023565-RA	Aqcoe1G008400.1.p
OG0012778	Av_00022690-RA	Aqcoe1G071600.1.p
OG0012779	Av_00023166-RA	Aqcoe1G090400.1.p
OG0012780	Av_00021090-RA	Aqcoe1G429500.1.p
OG0012781	Av_00010160-RA	Aqcoe1G379700.1.p
OG0012782	Av_00020029-RA	Aqcoe1G121800.1.p
OG0012785	Av_00008811-RA	Aqcoe1G213000.1.p, Aqcoe1G213000.2.p
OG0012787	Av_00017346-RA	Aqcoe1G433500.1.p
OG0012788	Av_00006562-RA, Av_00016528-RA	Aqcoe1G206600.1.p, Aqcoe1G206600.2.p
OG0012789	Av_00015569-RA, Av_00009076-RA	Aqcoe1G004200.1.p
OG0012790	Av_00008123-RA	Aqcoe1G073700.1.p
OG0012792	Av_00008248-RA	Aqcoe1G486300.1.p
OG0012793	Av_00011402-RA	Aqcoe1G060100.1.p
OG0012795	Av_00007816-RA	Aqcoe1G410000.1.p
OG0012797	Av_00004773-RA	Aqcoe1G303800.1.p
OG0012798	Av_00023121-RA	Aqcoe1G481000.1.p
OG0012799	Av_00007669-RA	Aqcoe1G095600.1.p
OG0012802	Av_00023806-RA	Aqcoe1G380400.1.p
OG0012804	Av_00015884-RA	Aqcoe1G416600.1.p
OG0012806	Av_00020026-RA	Aqcoe1G119100.1.p
OG0012808	Av_00011541-RA, Av_00000129-RA	Aqcoe1G382900.1.p
OG0012809	Av_00018453-RA	Aqcoe1G044600.1.p
OG0012810	Av_00001864-RA	Aqcoe1G129500.1.p, Aqcoe1G129500.2.p
OG0012811	Av_00003712-RA	Aqcoe1G391400.1.p
OG0012812	Av_00009488-RA	Aqcoe1G435400.1.p
OG0012814	Av_00006559-RA	Aqcoe1G315300.1.p, Aqcoe1G315300.2.p
OG0012816	Av_00012692-RA	Aqcoe1G129900.1.p
OG0012817	Av_00010174-RA	Aqcoe1G223500.1.p
OG0012820	Av_00003537-RA	Aqcoe1G138300.1.p
OG0012821	Av_00010262-RA, Av_00012844-RA	Aqcoe1G201600.1.p
OG0012822	Av_00002829-RA	Aqcoe1G105600.1.p
OG0012823	Av_00000276-RA	Aqcoe1G215100.1.p
OG0012824	Av_00012655-RA	Aqcoe1G022700.1.p
OG0012827	Av_00013454-RA, Av_00016425-RA	Aqcoe1G489200.1.p
OG0012828	Av_00017178-RA	Aqcoe1G254100.1.p
OG0012831	Av_00019802-RA	Aqcoe1G297300.1.p
OG0012833	Av_00023861-RA	Aqcoe1G430200.1.p
OG0012834	Av_00014233-RA	Aqcoe5G315700.1.p, Aqcoe5G337300.1.p
OG0012835	Av_00023586-RA	Aqcoe5G066800.1.p
OG0012836	Av_00020468-RA	Aqcoe5G178900.1.p
OG0012837	Av_00019440-RA	Aqcoe5G128700.1.p
OG0012838	Av_00002255-RA	Aqcoe5G290400.1.p
OG0012839	Av_00004608-RA	Aqcoe5G161600.1.p
OG0012842	Av_00002989-RA	Aqcoe5G468500.1.p
OG0012844	Av_00010953-RA	Aqcoe5G312700.1.p
OG0012845	Av_00008501-RA	Aqcoe5G312800.4.p, Aqcoe5G312800.2.p, Aqcoe5G312800.3.p, Aqcoe5G312800.1.p
OG0012846	Av_00010399-RA	Aqcoe5G415900.1.p
OG0012847	Av_00002872-RA	Aqcoe5G166100.1.p
OG0012848	Av_00021193-RA	Aqcoe5G175300.1.p
OG0012849	Av_00003262-RA, Av_00003263-RA	Aqcoe5G468200.1.p
OG0012851	Av_00011650-RA	Aqcoe5G244300.1.p
OG0012852	Av_00000813-RA	Aqcoe5G041500.1.p
OG0012853	Av_00018131-RA	Aqcoe5G002800.1.p
OG0012855	Av_00013838-RA	Aqcoe5G389500.1.p
OG0012856	Av_00009257-RA	Aqcoe5G357700.1.p
OG0012857	Av_00001899-RA	Aqcoe5G224600.1.p
OG0012858	Av_00015977-RA, Av_00011375-RA	Aqcoe5G129200.1.p
OG0012859	Av_00007393-RA, Av_00003788-RA	Aqcoe5G170400.1.p
OG0012860	Av_00015317-RA	Aqcoe5G023800.1.p
OG0012861	Av_00006849-RA	Aqcoe5G315000.1.p
OG0012865	Av_00003326-RA	Aqcoe5G399700.1.p
OG0012866	Av_00015935-RA	Aqcoe5G042600.1.p
OG0012868	Av_00022623-RA	Aqcoe5G003100.1.p
OG0012869	Av_00021818-RA	Aqcoe5G107200.1.p
OG0012870	Av_00009713-RA, Av_00023833-RA	Aqcoe5G275000.1.p
OG0012871	Av_00007439-RA	Aqcoe5G139200.1.p
OG0012873	Av_00018365-RA, Av_00005155-RA	Aqcoe5G111400.1.p
OG0012874	Av_00021292-RA	Aqcoe5G003800.1.p
OG0012876	Av_00022508-RA	Aqcoe5G127700.1.p
OG0012877	Av_00006895-RA	Aqcoe5G057600.1.p
OG0012878	Av_00012277-RA	Aqcoe5G193200.1.p
OG0012879	Av_00023537-RA	Aqcoe5G053900.1.p
OG0012880	Av_00008804-RA	Aqcoe5G133000.1.p
OG0012881	Av_00011584-RA	Aqcoe5G309600.1.p
OG0012882	Av_00017627-RA	Aqcoe5G464100.1.p
OG0012884	Av_00001665-RA	Aqcoe5G463400.1.p
OG0012885	Av_00019242-RA	Aqcoe5G208000.1.p
OG0012886	Av_00006377-RA	Aqcoe5G164000.1.p
OG0012890	Av_00015905-RA	Aqcoe3G408400.1.p
OG0012894	Av_00007970-RA	Aqcoe3G186100.1.p
OG0012896	Av_00013787-RA	Aqcoe3G337500.1.p
OG0012898	Av_00006436-RA	Aqcoe3G073700.1.p
OG0012899	Av_00001709-RA	Aqcoe3G126300.1.p
OG0012900	Av_00002589-RA, Av_00018438-RA	Aqcoe3G405000.1.p
OG0012902	Av_00012427-RA	Aqcoe3G425800.1.p
OG0012903	Av_00002693-RA	Aqcoe3G324300.1.p
OG0012904	Av_00014840-RA, Av_00016616-RA	Aqcoe3G432500.1.p
OG0012905	Av_00005278-RA	Aqcoe3G088100.1.p
OG0012906	Av_00005575-RA, Av_00006010-RA	Aqcoe3G073300.1.p
OG0012910	Av_00006364-RA	Aqcoe3G042600.1.p
OG0012911	Av_00004544-RA	Aqcoe3G086400.1.p
OG0012915	Av_00010110-RA	Aqcoe3G442100.1.p
OG0012916	Av_00010533-RA	Aqcoe3G090300.1.p
OG0012917	Av_00016975-RA, Av_00015522-RA	Aqcoe3G358500.1.p
OG0012918	Av_00009787-RA	Aqcoe3G362700.1.p
OG0012920	Av_00015613-RA	Aqcoe3G309000.1.p
OG0012921	Av_00006402-RA	Aqcoe3G055500.1.p
OG0012922	Av_00004699-RA	Aqcoe3G438000.1.p
OG0012925	Av_00003696-RA	Aqcoe3G017300.1.p
OG0012926	Av_00018439-RA	Aqcoe3G402500.1.p
OG0012927	Av_00002748-RA	Aqcoe3G054600.1.p
OG0013105	Av_00002852-RA	Aqcoe2G177500.1.p
OG0013118	Av_00022418-RA	Aqcoe2G109000.1.p
OG0013119	Av_00016249-RA	Aqcoe2G355400.1.p
OG0013120	Av_00008702-RA	Aqcoe2G318800.1.p
OG0013121	Av_00006153-RA	Aqcoe2G230100.1.p
OG0013124	Av_00011817-RA	Aqcoe2G427000.1.p
OG0013130	Av_00024474-RA	Aqcoe2G205800.1.p
OG0013131	Av_00006644-RA	Aqcoe2G263800.1.p
OG0013135	Av_00008048-RA	Aqcoe2G387400.1.p
OG0013136	Av_00024747-RA	Aqcoe2G301400.1.p, Aqcoe2G257300.1.p
OG0013139	Av_00014745-RA	Aqcoe2G014400.2.p, Aqcoe2G014400.1.p
OG0013142	Av_00023787-RA	Aqcoe2G155600.1.p, Aqcoe5G358900.1.p
OG0013144	Av_00012418-RA	Aqcoe2G390100.1.p
OG0013150	Av_00011855-RA	Aqcoe2G060300.1.p
OG0013153	Av_00021199-RA	Aqcoe2G036300.1.p
OG0013154	Av_00002204-RA	Aqcoe2G383300.1.p
OG0013157	Av_00006924-RA	Aqcoe2G278600.1.p
OG0013160	Av_00011473-RA	Aqcoe6G019500.1.p
OG0013161	Av_00001828-RA	Aqcoe6G158000.1.p
OG0013164	Av_00004181-RA	Aqcoe6G023300.1.p
OG0013166	Av_00019723-RA, Av_00003288-RA	Aqcoe6G010800.1.p
OG0013167	Av_00005528-RA	Aqcoe6G312300.1.p, Aqcoe7G079000.2.p, Aqcoe7G079000.1.p
OG0013169	Av_00001687-RA, Av_00001689-RA	Aqcoe6G124200.1.p, Aqcoe6G124300.1.p
OG0013170	Av_00004621-RA	Aqcoe6G280600.1.p
OG0013176	Av_00013409-RA	Aqcoe6G096200.1.p
OG0013177	Av_00013440-RA	Aqcoe6G284400.1.p
OG0013178	Av_00018349-RA	Aqcoe6G120000.1.p
OG0013180	Av_00011137-RA	Aqcoe6G101600.1.p
OG0013183	Av_00010130-RA	Aqcoe6G108100.1.p
OG0013184	Av_00003208-RA, Av_00013901-RA	Aqcoe6G195000.1.p
OG0013185	Av_00015374-RA	Aqcoe6G039200.1.p
OG0013186	Av_00002278-RA, Av_00001870-RA	Aqcoe6G090100.1.p
OG0013188	Av_00008803-RA	Aqcoe6G303300.1.p
OG0013189	Av_00024399-RA, Av_00001885-RA	Aqcoe6G065100.2.p, Aqcoe6G065100.1.p
OG0013191	Av_00003752-RA	Aqcoe5G113900.1.p, Aqcoe6G165500.1.p
OG0013192	Av_00010974-RA	Aqcoe6G005800.1.p
OG0013193	Av_00017206-RA	Aqcoe6G046800.1.p
OG0013199	Av_00020410-RA	Aqcoe4G103700.1.p
OG0013205	Av_00023691-RA	Aqcoe7G228900.1.p
OG0013207	Av_00013105-RA, Av_00008553-RA	Aqcoe4G244800.1.p
OG0013211	Av_00020894-RA	Aqcoe7G077400.1.p
OG0013213	Av_00019771-RA	Aqcoe7G061200.1.p
OG0013214	Av_00017906-RA	Aqcoe7G377600.1.p
OG0013217	Av_00017124-RA	Aqcoe7G352400.1.p
OG0013221	Av_00004402-RA	Aqcoe7G284300.1.p
OG0013222	Av_00001074-RA	Aqcoe7G366300.1.p
OG0013223	Av_00021335-RA	Aqcoe7G096200.1.p
OG0013224	Av_00022253-RA	Aqcoe7G276300.1.p
OG0013225	Av_00022756-RA	Aqcoe7G373000.1.p
OG0013226	Av_00003604-RA	Aqcoe7G242100.1.p
OG0013227	Av_00004027-RA	Aqcoe7G388200.2.p, Aqcoe7G388200.4.p, Aqcoe7G388200.3.p, Aqcoe7G388200.1.p
OG0013229	Av_00004030-RA	Aqcoe7G268500.1.p
OG0013231	Av_00003215-RA	Aqcoe7G044400.1.p
OG0013232	Av_00008876-RA	Aqcoe7G163000.1.p
OG0013236	Av_00015053-RA	Aqcoe7G002100.1.p
OG0013239	Av_00016696-RA	Aqcoe7G041500.1.p
OG0013243	Av_00010525-RA, Av_00024964-RA	Aqcoe7G186600.1.p
OG0013245	Av_00000466-RA	Aqcoe1G102300.1.p
OG0013251	Av_00013607-RA	Aqcoe1G167000.1.p
OG0013257	Av_00018387-RA	Aqcoe1G144500.2.p, Aqcoe1G144500.1.p
OG0013261	Av_00000705-RA	Aqcoe1G004900.1.p
OG0013265	Av_00021887-RA, Av_00021885-RA	Aqcoe1G352800.1.p, Aqcoe5G268300.1.p
OG0013267	Av_00020982-RA	Aqcoe1G217700.1.p
OG0013268	Av_00009091-RA	Aqcoe1G032600.1.p
OG0013269	Av_00000483-RA	Aqcoe1G409100.1.p
OG0013272	Av_00016483-RA	Aqcoe1G103900.1.p
OG0013273	Av_00007692-RA	Aqcoe1G033100.1.p
OG0013276	Av_00015724-RA	Aqcoe1G379900.2.p, Aqcoe1G379900.1.p
OG0013278	Av_00006482-RA	Aqcoe1G115600.1.p
OG0013279	Av_00021978-RA	Aqcoe1G104500.1.p
OG0013281	Av_00005646-RA	Aqcoe1G322400.1.p
OG0013282	Av_00020665-RA	Aqcoe1G245100.1.p
OG0013283	Av_00008556-RA	Aqcoe1G354100.1.p
OG0013288	Av_00003201-RA	Aqcoe5G421000.1.p
OG0013289	Av_00016575-RA	Aqcoe5G085000.1.p
OG0013290	Av_00011315-RA	Aqcoe5G403900.1.p
OG0013295	Av_00007736-RA	Aqcoe5G172400.1.p
OG0013296	Av_00011419-RA	Aqcoe5G442100.1.p
OG0013297	Av_00010840-RA	Aqcoe5G343100.1.p
OG0013299	Av_00011276-RA	Aqcoe5G438900.1.p
OG0013306	Av_00014241-RA	Aqcoe5G116100.1.p
OG0013307	Av_00016451-RA	Aqcoe5G196900.1.p, Aqcoe5G196900.2.p
OG0013308	Av_00022755-RA	Aqcoe5G274900.1.p
OG0013314	Av_00010892-RA	Aqcoe5G427200.1.p
OG0013315	Av_00024754-RA	Aqcoe5G462900.1.p
OG0013317	Av_00009213-RA	Aqcoe5G281200.1.p
OG0013318	Av_00009122-RA	Aqcoe3G399300.1.p
OG0013323	Av_00015470-RA	Aqcoe3G128800.1.p
OG0013327	Av_00006346-RA	Aqcoe3G029300.1.p
OG0013328	Av_00013860-RA	Aqcoe3G313800.1.p
OG0013329	Av_00006378-RA	Aqcoe3G072800.1.p
OG0013331	Av_00009320-RA	Aqcoe3G323600.1.p
OG0013332	Av_00015521-RA	Aqcoe3G356800.1.p
OG0013334	Av_00011010-RA	Aqcoe3G096300.1.p
OG0013335	Av_00001768-RA, Av_00001769-RA	Aqcoe3G349400.1.p
OG0013337	Av_00002725-RA	Aqcoe3G359400.1.p
OG0013340	Av_00005565-RA	Aqcoe3G380000.1.p
OG0013341	Av_00021939-RA	Aqcoe3G422700.1.p
OG0013342	Av_00015575-RA	Aqcoe3G373100.1.p
OG0013345	Av_00004903-RA	Aqcoe3G054400.1.p
OG0013348	Av_00002889-RA, Av_00012574-RA	Aqcoe3G370000.1.p
OG0013351	Av_00008930-RA	Aqcoe3G400800.1.p
OG0013354	Av_00003304-RA	Aqcoe3G048900.1.p
OG0013356	Av_00021944-RA	Aqcoe3G057800.3.p, Aqcoe3G057800.2.p, Aqcoe3G057800.1.p, Aqcoe3G057800.4.p
OG0013359	Av_00005614-RA	Aqcoe3G257700.1.p
OG0013361	Av_00007804-RA	Aqcoe3G424200.1.p
OG0013362	Av_00002223-RA, Av_00009638-RA	Aqcoe3G334400.1.p
OG0013364	Av_00022226-RA	Aqcoe3G045100.1.p
OG0013365	Av_00017012-RA	Aqcoe3G401300.1.p
OG0013562	Av_00014411-RA	Aqcoe2G037400.1.p
OG0013563	Av_00001452-RA	Aqcoe2G257500.1.p
OG0013564	Av_00008466-RA	Aqcoe1G122100.1.p, Aqcoe2G216500.1.p
OG0013565	Av_00012062-RA	Aqcoe2G077000.1.p
OG0013567	Av_00019960-RA	Aqcoe2G093400.1.p
OG0013569	Av_00024962-RA	Aqcoe2G113900.1.p
OG0013572	Av_00013552-RA	Aqcoe2G239800.1.p
OG0013573	Av_00007463-RA	Aqcoe2G377600.1.p
OG0013575	Av_00022230-RA	Aqcoe2G231400.1.p
OG0013576	Av_00020520-RA, Av_00014063-RA	Aqcoe2G112000.1.p, Aqcoe6G033100.1.p
OG0013581	Av_00006632-RA, Av_00022979-RA	Aqcoe2G251800.1.p
OG0013582	Av_00001449-RA	Aqcoe2G264700.1.p
OG0013585	Av_00023678-RA, Av_00021876-RA	Aqcoe2G189800.1.p
OG0013590	Av_00014531-RA, Av_00010363-RA	Aqcoe2G264900.1.p
OG0013592	Av_00000762-RA	Aqcoe2G391400.1.p
OG0013594	Av_00019948-RA	Aqcoe2G306400.1.p
OG0013596	Av_00004951-RA	Aqcoe2G023300.1.p
OG0013600	Av_00012355-RA	Aqcoe0082s0002.1.p, Aqcoe6G320100.1.p
OG0013601	Av_00020109-RA	Aqcoe6G116200.1.p
OG0013614	Av_00014225-RA	Aqcoe6G042100.1.p, Aqcoe5G346100.1.p, Aqcoe7G335600.1.p
OG0013615	Av_00015986-RA	Aqcoe6G083000.1.p
OG0013617	Av_00000336-RA	Aqcoe6G013300.1.p
OG0013621	Av_00001884-RA	Aqcoe6G002300.1.p
OG0013622	Av_00009023-RA	Aqcoe6G229700.2.p, Aqcoe6G229700.1.p
OG0013625	Av_00007156-RA	Aqcoe6G175900.1.p
OG0013627	Av_00011623-RA	Aqcoe6G024400.1.p
OG0013628	Av_00001070-RA, Av_00012285-RA	Aqcoe5G200600.2.p, Aqcoe5G200600.1.p, Aqcoe6G108400.1.p, Aqcoe6G108400.2.p
OG0013631	Av_00008953-RA	Aqcoe4G228300.1.p
