Orthogroup	A_vesiculosa.proteins	G_max.proteins
OG0008940	Av_00015932-RA	GmISU01.08G063500.1.p, GmISU01.08G063500.2.p, GmISU01.08G063500.5.p, GmISU01.08G063500.4.p
OG0008941	Av_00018612-RA, Av_00003954-RA, Av_00005796-RA, Av_00012186-RA	GmISU01.02G159000.1.p
OG0008942	Av_00012619-RA	GmISU01.10G067000.1.p, GmISU01.02G167700.1.p
OG0008943	Av_00014350-RA, Av_00014273-RA	GmISU01.15G084500.1.p, GmISU01.13G188700.1.p
OG0008944	Av_00000390-RA	GmISU01.05G159400.1.p, GmISU01.06G137300.1.p, GmISU01.04G175400.1.p
OG0008947	Av_00023829-RA, Av_00020016-RA	GmISU01.03G152900.1.p, GmISU01.19G155900.1.p
OG0008948	Av_00007331-RA, Av_00013278-RA	GmISU01.12G156700.1.p, GmISU01.13G272700.1.p
OG0008949	Av_00017150-RA, Av_00014444-RA, Av_00018806-RA	GmISU01.19G115900.1.p, GmISU01.03G110800.1.p
OG0008950	Av_00014358-RA	GmISU01.10G171700.1.p, GmISU01.20G144601.1.p
OG0008951	Av_00007590-RA	GmISU01.06G262800.2.p, GmISU01.06G262800.1.p, GmISU01.12G087100.1.p
OG0008952	Av_00002946-RA	GmISU01.03G158700.1.p
OG0008955	Av_00012003-RA, Av_00003881-RA	GmISU01.14G061100.1.p, GmISU01.02G213300.1.p
OG0008956	Av_00014408-RA	GmISU01.03G070600.1.p, GmISU01.16G072600.1.p
OG0008957	Av_00001301-RA	GmISU01.03G197700.1.p, GmISU01.03G197700.2.p, GmISU01.19G198800.1.p
OG0008958	Av_00002366-RA, Av_00017218-RA	GmISU01.13G238000.1.p, GmISU01.12G190000.1.p, GmISU01.06G206100.2.p, GmISU01.12G133900.2.p, GmISU01.12G133900.3.p, GmISU01.12G133900.4.p, GmISU01.12G133900.1.p
OG0008959	Av_00018486-RA	GmISU01.05G116500.1.p, GmISU01.15G086300.1.p, GmISU01.13G186800.1.p, GmISU01.08G089200.1.p
OG0008960	Av_00022343-RA, Av_00014469-RA	GmISU01.19G110800.1.p, GmISU01.03G106300.1.p, GmISU01.02G152300.1.p
OG0008962	Av_00018375-RA	GmISU01.15G143100.1.p, GmISU01.09G046400.1.p
OG0008963	Av_00014267-RA	GmISU01.18G055400.1.p
OG0008964	Av_00005800-RA	GmISU01.20G158500.3.p, GmISU01.20G158500.1.p, GmISU01.20G158500.4.p, GmISU01.20G158500.5.p
OG0008965	Av_00002338-RA, Av_00007830-RA	GmISU01.12G194000.1.p, GmISU01.13G232500.1.p
OG0008966	Av_00005689-RA	GmISU01.04G013100.2.p, GmISU01.04G013100.1.p, GmISU01.06G011900.1.p
OG0008967	Av_00023639-RA	GmISU01.08G211800.2.p, GmISU01.08G211800.1.p
OG0008968	Av_00008234-RA	GmISU01.01G189700.2.p, GmISU01.01G189700.4.p, GmISU01.01G189700.3.p, GmISU01.01G189700.1.p, GmISU01.11G013100.2.p, GmISU01.11G013100.1.p
OG0008969	Av_00017660-RA, Av_00008944-RA	GmISU01.05G041200.1.p, GmISU01.05G040800.1.p, GmISU01.17G117100.1.p
OG0008970	Av_00002967-RA	GmISU01.09G230600.1.p, GmISU01.18G162900.1.p
OG0008971	Av_00020493-RA, Av_00019185-RA	GmISU01.16G034000.2.p, GmISU01.16G034000.3.p, GmISU01.19G086100.5.p, GmISU01.19G086100.4.p
OG0008972	Av_00013348-RA	GmISU01.11G127900.1.p, GmISU01.12G058600.1.p
OG0008973	Av_00020731-RA	GmISU01.02G194800.1.p, GmISU01.14G163700.1.p
OG0008974	Av_00024819-RA	GmISU01.10G140200.1.p, GmISU01.20G176600.1.p, GmISU01.13G001600.1.p, GmISU01.20G047500.1.p
OG0008975	Av_00000577-RA	GmISU01.05G113000.1.p, GmISU01.05G113000.2.p, GmISU01.08G085100.1.p, GmISU01.08G085100.2.p
OG0008976	Av_00005964-RA	GmISU01.17G010500.2.p, GmISU01.17G010500.1.p, GmISU01.07G224100.1.p, GmISU01.07G224100.4.p, GmISU01.07G224100.3.p
OG0008977	Av_00003956-RA	GmISU01.11G137800.3.p, GmISU01.11G137800.2.p
OG0008978	Av_00021061-RA, Av_00008508-RA	GmISU01.06G262400.1.p, GmISU01.12G087500.1.p
OG0008979	Av_00023368-RA	GmISU01.07G066300.1.p, GmISU01.03G011300.1.p, GmISU01.03G064500.1.p
OG0008981	Av_00012644-RA, Av_00017184-RA	GmISU01.06G199400.1.p, GmISU01.12G128900.1.p
OG0008983	Av_00019857-RA	GmISU01.03G003300.1.p, GmISU01.03G003300.2.p, GmISU01.19G092200.1.p
OG0008984	Av_00019963-RA	GmISU01.06G129100.1.p, GmISU01.04G182400.1.p
OG0008985	Av_00001153-RA, Av_00014349-RA	GmISU01.20G142000.1.p, GmISU01.10G174600.1.p, GmISU01.02G066700.1.p
OG0008986	Av_00000795-RA	GmISU01.07G126600.1.p, GmISU01.18G146250.1.p, GmISU01.18G146100.2.p
OG0008987	Av_00010046-RA	GmISU01.20G016600.1.p, GmISU01.07G188400.2.p, GmISU01.07G188400.1.p, GmISU01.20G016500.1.p
OG0008988	Av_00022518-RA	GmISU01.12G173900.1.p, GmISU01.13G255900.1.p
OG0008989	Av_00013110-RA	GmISU01.12G167900.1.p, GmISU01.13G262900.2.p, GmISU01.13G262900.1.p, GmISU01.13G262900.3.p, GmISU01.13G262900.5.p, GmISU01.13G262900.4.p
OG0008990	Av_00010295-RA	GmISU01.19G162800.1.p, GmISU01.03G160700.1.p
OG0008992	Av_00021113-RA, Av_00021112-RA, Av_00003133-RA, Av_00014016-RA	GmISU01.07G099500.1.p, GmISU01.03G085300.1.p
OG0008993	Av_00000664-RA, Av_00023728-RA	GmISU01.19G082400.1.p, GmISU01.16G037300.1.p
OG0008994	Av_00022025-RA	GmISU01.12G081500.1.p, GmISU01.11G146500.1.p
OG0008995	Av_00011847-RA	GmISU01.08G139400.1.p
OG0008996	Av_00024188-RA, Av_00005916-RA	GmISU01.07G165700.1.p
OG0008997	Av_00010624-RA	GmISU01.09G009900.1.p, GmISU01.09G009900.2.p, GmISU01.15G106800.1.p
OG0008998	Av_00014818-RA, Av_00022743-RA, Av_00022950-RA	GmISU01.02G242600.1.p, GmISU01.18G096300.1.p, GmISU01.08G271900.1.p, GmISU01.08G271900.2.p
OG0008999	Av_00016543-RA	GmISU01.10G163950.1.p, GmISU01.20G151700.1.p
OG0009000	Av_00011795-RA	GmISU01.04G165300.2.p, GmISU01.06G148000.1.p
OG0009001	Av_00007453-RA, Av_00003718-RA	GmISU01.02G229900.1.p, GmISU01.15G182800.1.p
OG0009002	Av_00017508-RA	GmISU01.13G228100.1.p, GmISU01.12G197700.2.p, GmISU01.12G197700.1.p
OG0009003	Av_00010063-RA	GmISU01.15G009900.1.p, GmISU01.13G321200.1.p
OG0009004	Av_00024788-RA	GmISU01.10G077900.3.p, GmISU01.10G077900.4.p, GmISU01.10G077900.1.p, GmISU01.10G077900.2.p, GmISU01.02G153200.1.p
OG0009005	Av_00006120-RA	GmISU01.09G182100.2.p, GmISU01.12G015600.2.p
OG0009006	Av_00024287-RA, Av_00003085-RA	GmISU01.12G114200.1.p, GmISU01.06G226400.1.p
OG0009007	Av_00002384-RA, Av_00018402-RA	GmISU01.12G125300.1.p, GmISU01.06G210000.1.p
OG0009008	Av_00022086-RA	GmISU01.05G209900.1.p
OG0009009	Av_00022286-RA	GmISU01.16G129700.2.p, GmISU01.02G067800.1.p, GmISU01.16G129700.1.p
OG0009011	Av_00009269-RA	GmISU01.04G155300.1.p, GmISU01.06G158700.1.p
OG0009013	Av_00000741-RA	GmISU01.09G024500.2.p, GmISU01.15G122400.1.p
OG0009014	Av_00008947-RA, Av_00009270-RA, Av_00015010-RA	GmISU01.17G116900.1.p, GmISU01.05G040900.1.p
OG0009015	Av_00013974-RA, Av_00003284-RA	GmISU01.06G277800.1.p
OG0009017	Av_00002636-RA	GmISU01.08G093500.1.p
OG0009018	Av_00011466-RA	GmISU01.14G137200.1.p, GmISU01.13G056200.2.p, GmISU01.13G056200.1.p, GmISU01.13G056200.3.p
OG0009019	Av_00020650-RA, Av_00000620-RA	GmISU01.10G209500.1.p, GmISU01.20G111500.2.p
OG0009020	Av_00014821-RA, Av_00014822-RA	GmISU01.01G123000.1.p, GmISU01.11G076900.1.p, GmISU01.11G076900.2.p
OG0009021	Av_00013699-RA	GmISU01.06G138300.1.p, GmISU01.04G174600.1.p, GmISU01.08G136400.1.p, GmISU01.05G160300.1.p, GmISU01.16G142100.1.p, GmISU01.02G075500.1.p, GmISU01.02G075500.2.p, GmISU01.20G128700.1.p, GmISU01.10G188900.1.p
OG0009022	Av_00006487-RA, Av_00013666-RA	GmISU01.04G083000.2.p, GmISU01.04G083000.1.p, GmISU01.06G084400.2.p, GmISU01.14G151300.3.p, GmISU01.14G151300.1.p, GmISU01.02G182400.1.p, GmISU01.02G182400.2.p
OG0009023	Av_00008581-RA, Av_00014618-RA	GmISU01.12G001300.1.p, GmISU01.08G220850.1.p
OG0009024	Av_00017204-RA	GmISU01.18G005800.1.p, GmISU01.11G228200.1.p
OG0009025	Av_00017043-RA	GmISU01.02G005200.1.p, GmISU01.10G146700.1.p, GmISU01.20G169800.8.p, GmISU01.20G169800.7.p
OG0009026	Av_00005428-RA	GmISU01.12G012800.1.p, GmISU01.09G181600.1.p
OG0009028	Av_00021827-RA, Av_00012237-RA	GmISU01.18G007400.2.p, GmISU01.11G226800.1.p, GmISU01.08G094600.1.p
OG0009029	Av_00009963-RA	GmISU01.15G075400.1.p, GmISU01.13G198800.1.p
OG0009030	Av_00009471-RA	GmISU01.04G191000.1.p, GmISU01.06G120900.1.p, GmISU01.04G191000.2.p
OG0009031	Av_00009024-RA, Av_00021618-RA	GmISU01.04G019300.2.p, GmISU01.04G019300.1.p
OG0009033	Av_00001839-RA, Av_00013720-RA	GmISU01.08G126300.1.p
OG0009034	Av_00000760-RA	GmISU01.10G135000.1.p, GmISU01.20G180900.1.p, GmISU01.03G131700.1.p, GmISU01.10G037800.1.p, GmISU01.13G100600.1.p
OG0009035	Av_00002148-RA	GmISU01.07G200500.1.p, GmISU01.17G033300.1.p, GmISU01.07G200500.2.p
OG0009036	Av_00014617-RA, Av_00008580-RA	GmISU01.08G220100.2.p, GmISU01.08G220100.1.p, GmISU01.12G000800.1.p
OG0009037	Av_00009899-RA	GmISU01.17G221200.2.p, GmISU01.14G066100.1.p, GmISU01.17G221200.1.p, GmISU01.06G025300.1.p, GmISU01.04G027000.1.p
OG0009038	Av_00024082-RA	GmISU01.07G144800.2.p, GmISU01.07G144800.1.p, GmISU01.07G144800.3.p, GmISU01.07G144800.4.p
OG0009039	Av_00009200-RA, Av_00014789-RA	GmISU01.13G021100.1.p, GmISU01.14G134100.1.p
OG0009040	Av_00019091-RA	GmISU01.17G001100.1.p, GmISU01.07G234500.1.p, GmISU01.07G234500.2.p
OG0009041	Av_00016202-RA	GmISU01.10G119700.1.p
OG0009042	Av_00011461-RA	GmISU01.04G208800.2.p, GmISU01.04G208800.3.p, GmISU01.04G208800.1.p, GmISU01.06G100200.1.p
OG0009043	Av_00022465-RA	GmISU01.04G011800.1.p, GmISU01.04G011800.5.p, GmISU01.04G011800.4.p, GmISU01.04G011800.3.p
OG0009044	Av_00016267-RA	GmISU01.19G200500.1.p, GmISU01.03G199600.1.p
OG0009045	Av_00024593-RA	GmISU01.19G055400.1.p, GmISU01.05G068700.3.p, GmISU01.05G068700.2.p, GmISU01.05G068700.1.p, GmISU01.05G068700.4.p, GmISU01.05G068700.5.p
OG0009046	Av_00020607-RA	GmISU01.16G151200.1.p, GmISU01.09G105500.1.p
OG0009047	Av_00006927-RA, Av_00021045-RA, Av_00006652-RA	GmISU01.02G010600.1.p, GmISU01.02G010600.2.p, GmISU01.10G011500.1.p
OG0009049	Av_00003976-RA	GmISU01.13G160500.2.p, GmISU01.13G160500.1.p
OG0009050	Av_00010627-RA	GmISU01.02G242000.1.p
OG0009051	Av_00007602-RA	GmISU01.01G071200.1.p, GmISU01.02G090300.1.p
OG0009052	Av_00017589-RA	GmISU01.09G137200.2.p, GmISU01.07G092900.3.p, GmISU01.07G092900.1.p, GmISU01.09G137200.1.p, GmISU01.09G137200.3.p
OG0009053	Av_00022260-RA, Av_00013961-RA	GmISU01.03G215600.1.p, GmISU01.19G216800.1.p
OG0009055	Av_00008855-RA, Av_00018728-RA	GmISU01.20G100800.1.p, GmISU01.10G217600.1.p, GmISU01.11G001400.1.p
OG0009056	Av_00002009-RA	GmISU01.17G157500.2.p, GmISU01.11G050400.1.p, GmISU01.11G050400.3.p
OG0009057	Av_00023392-RA, Av_00013648-RA	GmISU01.19G057200.1.p, GmISU01.05G067300.1.p
OG0009059	Av_00019349-RA	GmISU01.20G130700.1.p, GmISU01.20G130700.3.p, GmISU01.20G130700.4.p, GmISU01.20G130700.2.p, GmISU01.10G186800.1.p
OG0009060	Av_00012362-RA, Av_00004526-RA	GmISU01.02G091800.1.p, GmISU01.07G181800.1.p
OG0009061	Av_00000858-RA	GmISU01.15G146500.1.p, GmISU01.15G146500.2.p, GmISU01.07G188300.1.p
OG0009062	Av_00019637-RA	GmISU01.20G055000.1.p, GmISU01.10G102800.2.p
OG0009063	Av_00004259-RA, Av_00004626-RA	GmISU01.08G067900.1.p, GmISU01.08G167300.1.p, GmISU01.15G049200.1.p, GmISU01.05G095900.1.p
OG0009064	Av_00004282-RA, Av_00007270-RA, Av_00018304-RA	GmISU01.12G028900.1.p, GmISU01.11G098000.1.p
OG0009065	Av_00000596-RA, Av_00019219-RA	GmISU01.11G007400.1.p, GmISU01.01G192600.1.p
OG0009066	Av_00013845-RA	GmISU01.04G150900.1.p, GmISU01.06G162700.2.p, GmISU01.06G162700.1.p, GmISU01.04G150900.2.p
OG0009067	Av_00016644-RA, Av_00014863-RA, Av_00006956-RA, Av_00011803-RA	GmISU01.20G180500.4.p, GmISU01.10G135700.2.p, GmISU01.10G135700.1.p, GmISU01.03G208900.1.p, GmISU01.19G209800.1.p
OG0009068	Av_00001141-RA	GmISU01.03G171700.1.p, GmISU01.19G173300.1.p, GmISU01.19G173300.2.p
OG0009069	Av_00024038-RA, Av_00017809-RA	GmISU01.20G138900.1.p, GmISU01.10G178500.1.p, GmISU01.16G128700.1.p
OG0009070	Av_00014283-RA, Av_00010132-RA	GmISU01.20G075700.6.p, GmISU01.20G075700.5.p
OG0009071	Av_00017648-RA, Av_00010476-RA, Av_00001698-RA, Av_00013842-RA	GmISU01.05G038000.1.p, GmISU01.17G077500.1.p
OG0009072	Av_00020804-RA	GmISU01.01G177400.1.p, GmISU01.11G021900.1.p
OG0009073	Av_00020644-RA, Av_00000616-RA	GmISU01.20G203000.1.p, GmISU01.10G251900.1.p
OG0009074	Av_00013826-RA	GmISU01.05G173100.1.p, GmISU01.08G010300.1.p
OG0009075	Av_00005470-RA	GmISU01.05G174150.1.p, GmISU01.08G011100.1.p
OG0009077	Av_00017032-RA	GmISU01.08G171500.1.p
OG0009078	Av_00008975-RA	GmISU01.17G006000.1.p, GmISU01.17G006000.2.p, GmISU01.07G229100.2.p, GmISU01.07G229100.1.p
OG0009079	Av_00022462-RA, Av_00023951-RA, Av_00011161-RA	GmISU01.06G169700.1.p, GmISU01.06G169700.3.p, GmISU01.04G144600.1.p
OG0009080	Av_00006718-RA, Av_00024351-RA, Av_00021749-RA	GmISU01.09G040600.1.p, GmISU01.15G137500.1.p, GmISU01.09G040500.1.p, GmISU01.15G137600.1.p
OG0009081	Av_00018132-RA	GmISU01.08G311300.1.p, GmISU01.18G127500.1.p
OG0009082	Av_00013410-RA, Av_00023106-RA	GmISU01.01G143000.1.p, GmISU01.11G053900.2.p, GmISU01.11G053900.1.p
OG0009083	Av_00017067-RA	GmISU01.17G029800.1.p, GmISU01.07G203500.1.p, GmISU01.17G029800.2.p
OG0009084	Av_00016243-RA	GmISU01.19G206500.1.p
OG0009085	Av_00020442-RA	GmISU01.17G152300.1.p, GmISU01.05G080900.1.p
OG0009088	Av_00021835-RA, Av_00012244-RA	GmISU01.02G086600.1.p, GmISU01.18G227100.1.p
OG0009089	Av_00011123-RA, Av_00011124-RA	GmISU01.01G188500.1.p
OG0009090	Av_00010127-RA	GmISU01.20G073500.1.p, GmISU01.10G242700.1.p
OG0009092	Av_00012100-RA	GmISU01.04G014900.3.p, GmISU01.04G014900.1.p, GmISU01.04G014900.2.p
OG0009093	Av_00006463-RA	GmISU01.15G089300.1.p, GmISU01.13G183700.1.p, GmISU01.15G089300.2.p
OG0009094	Av_00014953-RA	GmISU01.01G104400.2.p, GmISU01.03G026100.1.p, GmISU01.01G104400.1.p, GmISU01.01G104400.3.p
OG0009095	Av_00018363-RA, Av_00005152-RA, Av_00024786-RA	GmISU01.02G132200.1.p, GmISU01.10G025100.1.p, GmISU01.19G122300.1.p, GmISU01.03G118200.1.p
OG0009096	Av_00014866-RA	GmISU01.03G209500.2.p, GmISU01.03G209500.1.p, GmISU01.19G210500.2.p, GmISU01.19G210500.1.p
OG0009097	Av_00020873-RA	GmISU01.10G034200.1.p, GmISU01.13G095600.1.p
OG0009099	Av_00020333-RA	GmISU01.08G004100.1.p, GmISU01.05G167200.2.p, GmISU01.05G167200.3.p, GmISU01.05G167200.1.p
OG0009100	Av_00008798-RA	GmISU01.20G096400.2.p, GmISU01.20G096400.1.p, GmISU01.20G094800.2.p, GmISU01.20G094800.1.p, GmISU01.10G223200.1.p
OG0009101	Av_00011760-RA	GmISU01.19G005500.2.p, GmISU01.05G005000.1.p, GmISU01.19G005500.1.p
OG0009102	Av_00021950-RA, Av_00009001-RA	GmISU01.13G038100.2.p, GmISU01.13G038100.1.p, GmISU01.19G023900.1.p
OG0009103	Av_00015004-RA, Av_00009275-RA	GmISU01.17G077700.1.p, GmISU01.05G037900.1.p, GmISU01.05G037900.2.p
OG0009105	Av_00003926-RA	GmISU01.02G080600.1.p, GmISU01.18G235200.1.p, GmISU01.02G080500.1.p, GmISU01.18G235300.1.p
OG0009106	Av_00011768-RA, Av_00011767-RA	GmISU01.05G006000.1.p, GmISU01.19G006400.1.p
OG0009107	Av_00006397-RA, Av_00007577-RA	GmISU01.20G021900.1.p
OG0009108	Av_00010735-RA	GmISU01.05G214500.2.p, GmISU01.05G214500.1.p
OG0009109	Av_00009556-RA	GmISU01.05G214000.3.p, GmISU01.05G214000.4.p, GmISU01.05G214000.1.p, GmISU01.05G214000.2.p
OG0009110	Av_00012840-RA	GmISU01.11G092800.2.p, GmISU01.12G024500.1.p
OG0009111	Av_00001573-RA	GmISU01.10G095500.2.p, GmISU01.10G095500.3.p, GmISU01.10G095500.1.p, GmISU01.20G049400.1.p, GmISU01.20G049400.2.p
OG0009112	Av_00000530-RA, Av_00011243-RA	GmISU01.08G224000.3.p, GmISU01.08G224000.2.p, GmISU01.18G207800.1.p
OG0009113	Av_00003000-RA	GmISU01.05G058600.1.p, GmISU01.17G133600.1.p
OG0009114	Av_00012412-RA, Av_00009297-RA	GmISU01.04G145100.1.p, GmISU01.06G169100.1.p
OG0009115	Av_00006248-RA	GmISU01.09G137550.1.p, GmISU01.09G138600.2.p, GmISU01.09G138600.3.p, GmISU01.07G092600.1.p, GmISU01.07G092600.2.p, GmISU01.09G138600.1.p
OG0009116	Av_00017456-RA, Av_00023644-RA	GmISU01.20G054800.1.p, GmISU01.10G102500.1.p
OG0009117	Av_00016535-RA, Av_00006552-RA	GmISU01.08G261000.1.p, GmISU01.08G261000.8.p, GmISU01.08G260800.1.p, GmISU01.08G260900.1.p
OG0009118	Av_00001681-RA	GmISU01.18G200500.1.p, GmISU01.09G197100.1.p
OG0009119	Av_00020235-RA	GmISU01.19G007200.2.p
OG0009120	Av_00008742-RA	GmISU01.05G112500.2.p, GmISU01.08G084700.1.p, GmISU01.20G008700.1.p, GmISU01.07G149500.1.p
OG0009121	Av_00021197-RA	GmISU01.05G062600.1.p, GmISU01.17G138800.1.p, GmISU01.17G138800.2.p, GmISU01.01G162900.2.p, GmISU01.01G162900.1.p
OG0009122	Av_00015581-RA, Av_00009097-RA	GmISU01.18G220300.1.p, GmISU01.08G233800.1.p
OG0009123	Av_00015866-RA, Av_00024006-RA	GmISU01.01G116300.1.p, GmISU01.09G176800.1.p, GmISU01.16G091400.1.p
OG0009124	Av_00015252-RA	GmISU01.05G032000.2.p, GmISU01.05G032000.1.p
OG0009125	Av_00009322-RA, Av_00012435-RA	GmISU01.05G022800.1.p, GmISU01.17G093200.1.p
OG0009126	Av_00001676-RA, Av_00009472-RA	GmISU01.07G064300.1.p, GmISU01.07G064300.2.p
OG0009127	Av_00012556-RA	GmISU01.20G065700.1.p, GmISU01.20G065700.2.p, GmISU01.07G087000.2.p, GmISU01.07G087000.4.p, GmISU01.07G087000.1.p
OG0009128	Av_00015594-RA, Av_00009109-RA	GmISU01.08G228900.1.p, GmISU01.18G214500.1.p, GmISU01.13G033000.1.p
OG0009129	Av_00020795-RA, Av_00021415-RA	GmISU01.01G159800.1.p, GmISU01.11G037700.2.p, GmISU01.05G092100.1.p, GmISU01.17G140800.1.p
OG0009130	Av_00018284-RA, Av_00004706-RA	GmISU01.20G002100.1.p, GmISU01.11G092200.1.p
OG0009131	Av_00007604-RA	GmISU01.01G070200.1.p, GmISU01.02G089200.1.p
OG0009132	Av_00020625-RA	GmISU01.01G014300.1.p, GmISU01.09G167300.1.p
OG0009133	Av_00007378-RA	GmISU01.13G135000.1.p, GmISU01.13G135000.2.p, GmISU01.17G099500.1.p, GmISU01.17G099500.2.p
OG0009134	Av_00016227-RA	GmISU01.14G174800.1.p, GmISU01.14G174800.2.p, GmISU01.02G203400.1.p, GmISU01.02G203400.2.p
OG0009135	Av_00011594-RA, Av_00020416-RA	GmISU01.19G073900.1.p, GmISU01.16G047500.1.p, GmISU01.16G119100.1.p, GmISU01.02G058500.1.p
OG0009136	Av_00003577-RA	GmISU01.13G088300.1.p
OG0009137	Av_00019456-RA	GmISU01.09G174600.1.p, GmISU01.01G114100.1.p
OG0009138	Av_00012231-RA	GmISU01.11G226000.3.p, GmISU01.11G226000.1.p, GmISU01.11G226000.2.p, GmISU01.11G226000.4.p, GmISU01.11G226000.7.p, GmISU01.11G226000.6.p, GmISU01.11G226000.5.p
OG0009139	Av_00004983-RA	GmISU01.19G038700.1.p
OG0009140	Av_00008104-RA	GmISU01.13G314800.2.p, GmISU01.13G314800.1.p, GmISU01.15G016500.5.p, GmISU01.15G016500.1.p, GmISU01.15G016500.4.p, GmISU01.15G016500.3.p
OG0009141	Av_00011457-RA	GmISU01.16G185400.1.p, GmISU01.16G185400.2.p
OG0009142	Av_00012206-RA	GmISU01.18G237400.1.p, GmISU01.08G326800.1.p, GmISU01.19G039800.1.p
OG0009143	Av_00011606-RA	GmISU01.19G066500.1.p, GmISU01.16G053200.1.p
OG0009144	Av_00007567-RA, Av_00007568-RA	GmISU01.02G101000.1.p, GmISU01.01G047800.1.p
OG0009145	Av_00009338-RA, Av_00012448-RA	GmISU01.04G130700.1.p, GmISU01.04G130700.2.p, GmISU01.06G186200.2.p, GmISU01.06G186200.1.p, GmISU01.06G186200.3.p
OG0009146	Av_00019518-RA, Av_00020928-RA	GmISU01.17G138500.1.p, GmISU01.19G073000.1.p, GmISU01.17G138500.2.p, GmISU01.05G062200.1.p, GmISU01.05G062200.2.p
OG0009147	Av_00010555-RA, Av_00010554-RA	GmISU01.17G081400.1.p, GmISU01.05G034800.1.p
OG0009148	Av_00000245-RA, Av_00007785-RA	GmISU01.19G052900.1.p, GmISU01.20G088300.1.p, GmISU01.10G229500.1.p
OG0009149	Av_00018443-RA, Av_00002586-RA, Av_00003332-RA	GmISU01.20G093700.1.p
OG0009150	Av_00000904-RA, Av_00015485-RA, Av_00023094-RA	GmISU01.01G031600.1.p, GmISU01.01G031400.1.p, GmISU01.02G028900.1.p, GmISU01.08G259800.1.p
OG0009151	Av_00021392-RA	GmISU01.05G091200.1.p, GmISU01.17G141800.2.p, GmISU01.17G141800.1.p
OG0009152	Av_00010685-RA, Av_00018590-RA	GmISU01.05G059300.1.p, GmISU01.17G134200.1.p
OG0009153	Av_00021478-RA	GmISU01.01G026400.1.p, GmISU01.02G033600.1.p
OG0009154	Av_00022625-RA	GmISU01.19G019300.1.p
OG0009155	Av_00022024-RA	GmISU01.01G009500.1.p, GmISU01.09G170700.1.p
OG0009157	Av_00005929-RA, Av_00005643-RA	GmISU01.06G273500.1.p, GmISU01.04G099800.1.p
OG0009158	Av_00016341-RA	GmISU01.10G121700.1.p, GmISU01.20G193900.2.p, GmISU01.20G193900.3.p, GmISU01.20G193900.1.p
OG0009159	Av_00008344-RA	GmISU01.12G126600.10.p, GmISU01.12G126600.9.p, GmISU01.12G126600.8.p, GmISU01.12G126600.7.p, GmISU01.12G126600.1.p, GmISU01.06G207100.1.p, GmISU01.12G126600.6.p
OG0009160	Av_00001577-RA	GmISU01.06G270400.1.p
OG0009161	Av_00003313-RA	GmISU01.03G098800.1.p, GmISU01.03G098800.3.p
OG0009162	Av_00019924-RA	GmISU01.18G234700.2.p, GmISU01.18G234700.3.p, GmISU01.18G234700.1.p
OG0009163	Av_00006361-RA	GmISU01.10G232800.1.p, GmISU01.20G083900.1.p
OG0009164	Av_00003575-RA	GmISU01.13G046100.2.p, GmISU01.13G046100.1.p, GmISU01.19G014000.1.p
OG0009167	Av_00001735-RA, Av_00017684-RA	GmISU01.05G029100.1.p, GmISU01.05G029100.2.p, GmISU01.17G086800.1.p
OG0009168	Av_00017009-RA, Av_00003314-RA	GmISU01.01G067000.1.p
OG0009170	Av_00006568-RA	GmISU01.06G107000.4.p, GmISU01.06G107000.1.p, GmISU01.06G107000.3.p, GmISU01.06G107000.5.p
OG0009172	Av_00000269-RA	GmISU01.11G222400.1.p
OG0009173	Av_00007781-RA, Av_00000250-RA	GmISU01.10G226600.1.p, GmISU01.20G091300.1.p
OG0009174	Av_00020421-RA	GmISU01.19G071600.2.p, GmISU01.19G071600.1.p, GmISU01.16G048400.1.p
OG0009175	Av_00001810-RA, Av_00013749-RA, Av_00022354-RA, Av_00025108-RA	GmISU01.08G049600.1.p, GmISU01.05G211800.1.p, GmISU01.05G211800.2.p
OG0009176	Av_00007626-RA, Av_00006358-RA	GmISU01.20G085600.1.p, GmISU01.10G231200.1.p, GmISU01.09G093600.1.p, GmISU01.19G052000.1.p
OG0009178	Av_00021115-RA	GmISU01.01G158700.1.p
OG0009179	Av_00007808-RA	GmISU01.13G141400.1.p, GmISU01.19G008700.1.p
OG0009180	Av_00003737-RA	GmISU01.14G177100.1.p, GmISU01.02G206100.2.p
OG0009181	Av_00024355-RA	GmISU01.01G114000.1.p, GmISU01.01G114000.2.p, GmISU01.09G174500.1.p
OG0009182	Av_00019617-RA	GmISU01.09G201400.1.p, GmISU01.18G193300.1.p, GmISU01.11G034700.1.p, GmISU01.01G164100.1.p
OG0009185	Av_00017795-RA, Av_00019580-RA	GmISU01.14G139600.1.p, GmISU01.14G139600.2.p, GmISU01.13G058400.1.p, GmISU01.13G058400.2.p, GmISU01.04G210200.2.p, GmISU01.04G210200.1.p
OG0009186	Av_00018259-RA	GmISU01.14G106000.1.p, GmISU01.14G106000.2.p, GmISU01.17G182700.1.p, GmISU01.06G061600.2.p, GmISU01.06G061600.1.p, GmISU01.04G061200.1.p
OG0009190	Av_00011003-RA	GmISU01.06G154200.1.p, GmISU01.04G159500.1.p, GmISU01.06G154200.2.p, GmISU01.06G154200.3.p
OG0009191	Av_00017682-RA, Av_00001737-RA, Av_00011274-RA	GmISU01.05G028900.1.p, GmISU01.17G087000.1.p, GmISU01.17G087000.2.p
