Orthogroup	A_vesiculosa.proteins	A_thaliana.proteins
OG0010030	Av_00023394-RA	AT2G37020.2, AT2G37020.3, AT2G37020.1
OG0010031	Av_00017412-RA, Av_00005853-RA	AT5G59500.2, AT5G59500.1
OG0010032	Av_00005913-RA, Av_00021396-RA	AT3G54220.1
OG0010033	Av_00008016-RA	AT3G21350.1, AT3G21350.2
OG0010034	Av_00024418-RA	AT1G16970.1
OG0010035	Av_00020932-RA	AT3G09040.1, AT3G09040.4, AT3G09040.3, AT3G09040.2
OG0010036	Av_00005738-RA, Av_00004993-RA	AT2G39650.1, AT2G39650.2
OG0010037	Av_00004631-RA, Av_00020215-RA	AT1G20065.1, AT1G20065.2, AT1G20065.3, AT1G20065.5, AT1G20065.4, AT3G25940.1
OG0010038	Av_00015371-RA	AT5G65760.1
OG0010039	Av_00000521-RA, Av_00011235-RA	AT3G57150.1
OG0010040	Av_00000042-RA	AT4G29910.1, AT4G29910.2
OG0010041	Av_00004603-RA	AT4G30150.1, AT4G30150.2
OG0010042	Av_00005065-RA	AT5G03560.1
OG0010043	Av_00013366-RA	AT5G58430.1
OG0010046	Av_00000668-RA	AT3G11980.1
OG0010047	Av_00014451-RA	AT3G60090.1, AT2G44340.1
OG0010048	Av_00012957-RA	AT5G61770.1, AT5G61770.3, AT5G61770.2
OG0010050	Av_00019233-RA, Av_00000606-RA	AT5G43830.1, AT3G22850.1
OG0010052	Av_00017875-RA, Av_00013237-RA	AT4G15470.1
OG0010053	Av_00003529-RA, Av_00020280-RA	AT3G10230.1, AT3G10230.2
OG0010054	Av_00012657-RA, Av_00013183-RA	AT2G42310.1, AT3G57785.1
OG0010055	Av_00023081-RA, Av_00009668-RA	AT4G02770.1, AT1G03130.1
OG0010056	Av_00000665-RA	AT3G03890.1, AT3G03890.2
OG0010058	Av_00002242-RA, Av_00009649-RA	AT2G47790.1
OG0010059	Av_00014441-RA	AT3G04160.3, AT3G04160.1, AT3G04160.2
OG0010060	Av_00000657-RA	AT4G13330.6, AT4G13330.5, AT4G13330.3, AT4G13330.2, AT4G13330.4, AT4G13330.1
OG0010063	Av_00015376-RA, Av_00000391-RA	AT2G13610.1
OG0010065	Av_00001360-RA	AT3G18790.1
OG0010066	Av_00007294-RA	AT5G09450.1
OG0010067	Av_00007406-RA	AT1G20300.1
OG0010068	Av_00002382-RA, Av_00018401-RA	AT1G77230.1
OG0010069	Av_00024253-RA	AT2G17250.1
OG0010070	Av_00001275-RA, Av_00001276-RA, Av_00015079-RA, Av_00011770-RA	AT2G13690.1
OG0010071	Av_00009780-RA	AT4G38370.1
OG0010072	Av_00014044-RA	AT5G42810.1, AT1G22100.1
OG0010073	Av_00015264-RA	AT5G49970.2, AT5G49970.1
OG0010074	Av_00022386-RA, Av_00022945-RA	AT4G35760.2, AT4G35760.1
OG0010075	Av_00011065-RA, Av_00009853-RA	AT2G26550.1, AT2G26550.3, AT2G26550.4, AT2G26550.2
OG0010076	Av_00008379-RA, Av_00011535-RA, Av_00020505-RA	AT1G44575.2, AT1G44575.1, AT1G44575.3
OG0010078	Av_00011617-RA, Av_00016303-RA	AT4G39952.1
OG0010079	Av_00019867-RA, Av_00019663-RA	AT2G18290.1
OG0010081	Av_00016360-RA	AT3G50120.1, AT3G50170.1, AT3G50130.1
OG0010083	Av_00018632-RA, Av_00022457-RA	AT5G11980.2, AT5G11980.1
OG0010084	Av_00011660-RA	AT4G33660.1
OG0010086	Av_00001979-RA	AT1G64960.1, AT1G64960.2
OG0010087	Av_00015075-RA	AT2G13440.1
OG0010089	Av_00007719-RA, Av_00000301-RA	AT3G50340.1, AT5G67020.1
OG0010090	Av_00016681-RA	AT1G71696.1, AT1G71696.2
OG0010091	Av_00006211-RA	AT5G09950.2, AT5G09950.1, AT5G09950.3
OG0010092	Av_00001970-RA	AT2G22870.1
OG0010093	Av_00000122-RA, Av_00020500-RA, Av_00008376-RA	AT4G08330.1, AT4G08330.2
OG0010094	Av_00003644-RA	AT4G18460.2, AT4G18460.1
OG0010095	Av_00023318-RA	AT1G01290.2, AT1G01290.1
OG0010096	Av_00022761-RA	AT5G66090.1
OG0010097	Av_00018336-RA	AT1G77010.1
OG0010100	Av_00008475-RA	AT3G18680.2, AT3G18680.1
OG0010102	Av_00018876-RA, Av_00009490-RA	AT5G24460.1
OG0010103	Av_00015249-RA	AT4G08280.1, AT4G08280.3, AT4G08280.2
OG0010104	Av_00014234-RA	AT5G64860.1
OG0010106	Av_00003768-RA, Av_00004063-RA, Av_00004873-RA	AT1G50250.1, AT5G42270.1
OG0010107	Av_00015344-RA, Av_00000417-RA	AT5G65590.1, AT4G38000.1
OG0010108	Av_00004276-RA	AT3G51010.1
OG0010109	Av_00015244-RA, Av_00010917-RA	AT5G35370.1
OG0010110	Av_00010965-RA	AT1G78140.1
OG0010112	Av_00016355-RA	AT5G67370.1
OG0010113	Av_00006892-RA	AT4G31790.2, AT4G31790.1
OG0010114	Av_00023161-RA	AT3G01160.1
OG0010115	Av_00016012-RA, Av_00004204-RA	AT3G12350.1, AT3G12350.2
OG0010116	Av_00000450-RA, Av_00001971-RA	AT5G67620.1
OG0010117	Av_00013883-RA	AT4G08230.1, AT4G08230.2
OG0010118	Av_00015311-RA	AT5G67550.1
OG0010120	Av_00019713-RA	AT3G54680.1
OG0010122	Av_00003094-RA	AT4G27250.1, AT4G27250.2
OG0010123	Av_00017496-RA	AT2G30970.1, AT2G30970.2
OG0010124	Av_00002507-RA, Av_00011562-RA	AT4G26750.1
OG0010125	Av_00010202-RA	AT1G75810.1
OG0010126	Av_00018053-RA	AT2G34500.1, AT2G34490.1
OG0010127	Av_00010350-RA	AT2G30410.3, AT2G30410.1, AT2G30410.2
OG0010130	Av_00010613-RA	AT4G05530.1
OG0010131	Av_00010619-RA	AT1G12050.1
OG0010133	Av_00019142-RA	AT2G05310.2, AT2G05310.1, AT4G13500.1
OG0010134	Av_00005163-RA	AT4G20090.2, AT4G20090.1
OG0010135	Av_00010653-RA, Av_00014191-RA	AT1G29790.1, AT1G29790.2
OG0010139	Av_00008458-RA	AT3G58690.1
OG0010140	Av_00008717-RA, Av_00023126-RA	AT4G04950.1
OG0010142	Av_00004926-RA	AT4G02050.1, AT4G02050.2
OG0010146	Av_00000188-RA	AT5G54600.2, AT5G54600.1
OG0010147	Av_00019494-RA	AT2G42750.1
OG0010148	Av_00011187-RA	AT5G50320.1
OG0010149	Av_00011588-RA	AT3G19760.1
OG0010150	Av_00022446-RA	AT1G52590.1
OG0010151	Av_00018232-RA, Av_00024467-RA	AT5G20500.1
OG0010153	Av_00008308-RA, Av_00013578-RA	AT5G20650.1
OG0010154	Av_00020385-RA	AT5G19740.1, AT4G07670.1, AT4G07670.2
OG0010155	Av_00004091-RA	AT3G14120.2, AT3G14120.3, AT3G14120.1
OG0010157	Av_00018928-RA	AT1G80550.1
OG0010158	Av_00015824-RA, Av_00017537-RA	AT1G53840.1
OG0010159	Av_00010273-RA	AT3G61620.2, AT3G61620.1
OG0010160	Av_00004496-RA	AT4G30860.1
OG0010161	Av_00020679-RA	AT5G53070.1
OG0010162	Av_00020920-RA	AT2G26170.1, AT2G26170.2
OG0010164	Av_00010075-RA, Av_00014323-RA	AT5G11480.1
OG0010166	Av_00008033-RA	AT1G14560.1, AT1G14560.2, AT1G14560.3
OG0010167	Av_00003988-RA	AT2G22650.2, AT2G22650.3, AT2G22650.1
OG0010168	Av_00017544-RA	AT1G78980.1
OG0010169	Av_00020890-RA	AT3G60740.1, AT3G60740.2, AT3G60740.3
OG0010170	Av_00019535-RA	AT2G40570.1, AT2G40570.3, AT2G40570.2
OG0010171	Av_00001650-RA, Av_00009436-RA	AT5G24130.1
OG0010172	Av_00001517-RA	AT4G29520.1
OG0010173	Av_00008864-RA, Av_00019306-RA	AT3G29300.2, AT3G29300.1
OG0010174	Av_00004933-RA, Av_00003979-RA	AT4G30950.1
OG0010175	Av_00023472-RA	AT1G64510.2, AT1G64510.1
OG0010176	Av_00020323-RA	AT5G45790.1, AT5G45790.2
OG0010177	Av_00010424-RA	AT5G41330.2, AT5G41330.1
OG0010178	Av_00008878-RA	AT1G77210.2, AT1G77210.1
OG0010179	Av_00012906-RA	AT5G51800.1
OG0010180	Av_00018160-RA	AT3G15550.1
OG0010181	Av_00008912-RA, Av_00019282-RA	AT1G08540.1
OG0010182	Av_00016869-RA	AT2G06925.1, AT2G06925.2
OG0010183	Av_00009406-RA	AT3G48990.1
OG0010184	Av_00004463-RA	AT5G20590.2, AT5G20590.1
OG0010185	Av_00005954-RA, Av_00005618-RA	AT1G61870.1, AT1G11630.1
OG0010186	Av_00003626-RA, Av_00007132-RA	AT1G22920.2, AT1G22920.1, AT1G71230.1
OG0010187	Av_00024802-RA, Av_00010398-RA, Av_00014560-RA	AT1G63000.1
OG0010188	Av_00007951-RA	AT1G80460.1, AT1G80460.2
OG0010190	Av_00010410-RA	AT1G63160.1
OG0010191	Av_00004094-RA	AT1G72480.1
OG0010192	Av_00007964-RA	AT1G59860.1, AT1G07400.1
OG0010193	Av_00008885-RA	AT3G21600.3, AT3G21600.2, AT3G21600.1, AT4G15450.1, AT4G15450.2
OG0010194	Av_00021108-RA, Av_00017135-RA	AT1G19140.1, AT1G19140.2
OG0010195	Av_00020847-RA, Av_00020845-RA	AT2G43250.1
OG0010196	Av_00000899-RA	AT1G69980.1
OG0010197	Av_00009912-RA, Av_00011118-RA	AT2G19385.1
OG0010198	Av_00021529-RA	AT2G45280.1, AT2G45280.2
OG0010200	Av_00004661-RA	AT5G11270.1
OG0010201	Av_00018330-RA	AT1G78930.1
OG0010202	Av_00006053-RA	AT2G43090.2, AT2G43090.1, AT3G58990.1
OG0010203	Av_00007990-RA	AT4G33870.1
OG0010205	Av_00013383-RA	AT4G31870.2, AT4G31870.1, AT2G25080.1
OG0010206	Av_00018642-RA, Av_00017543-RA	AT1G64220.1, AT5G41685.1
OG0010207	Av_00020930-RA	AT3G24530.1, AT3G24530.2
OG0010208	Av_00017900-RA	AT5G28460.1, AT3G61520.1, AT5G28370.1
OG0010209	Av_00009073-RA, Av_00003978-RA	AT5G58150.1
OG0010211	Av_00023462-RA	AT5G21920.2, AT5G21920.1
OG0010212	Av_00018238-RA, Av_00004646-RA	AT5G25760.1, AT5G25760.2
OG0010213	Av_00007400-RA	AT5G19980.1
OG0010214	Av_00017575-RA	AT1G16080.1
OG0010215	Av_00019652-RA, Av_00006456-RA	AT3G06200.1
OG0010216	Av_00016588-RA	AT4G10790.1
OG0010217	Av_00017542-RA	AT1G16880.1, AT1G16880.2
OG0010219	Av_00005516-RA, Av_00006085-RA	AT4G22880.1, AT4G22880.3, AT4G22880.2
OG0010220	Av_00020789-RA	AT1G80510.1
OG0010221	Av_00019295-RA	AT5G19680.1
OG0010222	Av_00016699-RA, Av_00002089-RA	AT5G52420.1
OG0010223	Av_00001973-RA	AT5G67100.1, AT5G67100.2
OG0010224	Av_00020723-RA, Av_00007138-RA	AT4G33250.1
OG0010225	Av_00011050-RA	AT5G57250.1
OG0010226	Av_00007399-RA, Av_00003783-RA	AT1G04870.2
OG0010228	Av_00017899-RA	AT2G46090.1
OG0010229	Av_00009784-RA	AT3G14380.1, AT1G17200.2, AT1G17200.1
OG0010230	Av_00006843-RA	AT1G80920.1
OG0010231	Av_00010082-RA	AT2G25605.1
OG0010233	Av_00010446-RA	AT4G23650.1
OG0010234	Av_00022448-RA	AT1G52620.1
OG0010235	Av_00022765-RA	AT4G10920.2, AT4G10920.1
OG0010237	Av_00005612-RA	AT1G31220.1
OG0010238	Av_00014416-RA	AT2G24940.1
OG0010239	Av_00017791-RA, Av_00003261-RA	AT2G46600.1
OG0010240	Av_00007997-RA	AT3G16170.1
OG0010241	Av_00003126-RA	AT3G60320.1, AT1G02110.1
OG0010242	Av_00021475-RA	AT4G23800.2, AT4G23800.1, AT4G11080.1
OG0010243	Av_00009190-RA	AT5G52440.1
OG0010245	Av_00012861-RA	AT1G79740.3, AT1G79740.2, AT1G79740.4, AT1G79740.1
OG0010246	Av_00021443-RA, Av_00024643-RA	AT2G25320.1, AT2G25320.3, AT2G25320.2
OG0010247	Av_00004386-RA	AT2G24020.2, AT2G24020.1, AT4G30620.1
OG0010248	Av_00002123-RA, Av_00023910-RA	AT2G33610.1
OG0010250	Av_00005559-RA	AT5G52840.1
OG0010251	Av_00002069-RA	AT5G51840.1
OG0010252	Av_00017316-RA, Av_00021269-RA	AT3G44610.1
OG0010253	Av_00010766-RA	AT1G08390.1, AT1G08390.2
OG0010254	Av_00010608-RA	AT1G62330.1
OG0010256	Av_00023625-RA	AT3G58600.1
OG0010257	Av_00000233-RA	AT1G79070.1, AT1G79070.2
OG0010258	Av_00000918-RA	AT2G27800.1
OG0010261	Av_00015554-RA	AT3G03773.1, AT3G03773.2, AT3G03773.3
OG0010262	Av_00022218-RA	AT3G09970.2, AT3G09970.1, AT3G09960.1
OG0010264	Av_00016541-RA	AT5G01110.2, AT5G01110.1
OG0010265	Av_00002301-RA, Av_00009692-RA	AT2G31240.1
OG0010266	Av_00018880-RA	AT5G24520.4, AT5G24520.3, AT5G24520.1, AT5G24520.2
OG0010267	Av_00017391-RA	AT2G42620.1
OG0010268	Av_00014188-RA	AT5G46420.1
OG0010269	Av_00013570-RA	AT5G01590.1
OG0010271	Av_00007127-RA	AT2G38020.2, AT2G38020.1
OG0010272	Av_00015827-RA, Av_00019711-RA	AT1G06280.1
OG0010273	Av_00013469-RA	AT2G37195.2, AT2G37195.1
OG0010275	Av_00015694-RA, Av_00005099-RA	AT3G09890.1, AT3G09890.2
OG0010276	Av_00015386-RA	AT2G29570.1, AT1G07370.1
OG0010277	Av_00021728-RA	AT2G41760.1
OG0010278	Av_00015741-RA	AT5G54980.1
OG0010280	Av_00021715-RA	AT3G51870.1, AT5G01500.1
OG0010281	Av_00019673-RA	AT2G29020.1, AT5G59410.1
OG0010282	Av_00011901-RA	AT2G25100.2, AT2G25100.1
OG0010286	Av_00000159-RA	AT5G55130.3, AT5G55130.1, AT5G55130.2
OG0010287	Av_00017357-RA, Av_00008486-RA	AT5G22470.1
OG0010289	Av_00011921-RA	AT5G04440.2, AT5G04440.1
OG0010291	Av_00014385-RA	AT1G55480.1
OG0010292	Av_00014591-RA	AT1G07320.1, AT1G07320.4, AT1G07320.3, AT1G07320.2
OG0010293	Av_00018372-RA, Av_00005160-RA	AT5G44700.1, AT4G20140.1
OG0010294	Av_00017491-RA	AT1G08190.1
OG0010295	Av_00010594-RA	AT4G04640.1
OG0010296	Av_00000138-RA	AT5G55940.1
OG0010297	Av_00014277-RA	AT3G45230.1, AT5G60630.1
OG0010298	Av_00023470-RA	AT3G08780.2, AT3G08780.1
OG0010299	Av_00001656-RA, Av_00009446-RA	AT5G06160.1
OG0010300	Av_00006189-RA, Av_00008452-RA	AT3G58110.2, AT3G58110.1, AT2G42370.1
OG0010302	Av_00013590-RA, Av_00008299-RA	AT1G54350.1
OG0010303	Av_00007333-RA, Av_00013280-RA	AT3G44160.1
OG0010304	Av_00007822-RA	AT1G78650.1
OG0010305	Av_00023254-RA	AT1G79340.1, AT1G79330.1
OG0010306	Av_00005032-RA	AT3G10960.1
OG0010307	Av_00014083-RA, Av_00015875-RA	AT1G09830.1
OG0010308	Av_00019959-RA	AT5G59340.1
OG0010309	Av_00000141-RA	AT3G13180.1
OG0010311	Av_00005908-RA, Av_00021394-RA	AT2G33800.1
OG0010312	Av_00001049-RA	AT1G47750.1
OG0010313	Av_00020512-RA, Av_00003525-RA	AT2G41250.1
OG0010314	Av_00015643-RA	AT5G05480.1
OG0010315	Av_00002832-RA, Av_00021702-RA	AT3G46560.1
OG0010317	Av_00014399-RA, Av_00001200-RA	AT3G20890.2, AT3G20890.1
OG0010318	Av_00006069-RA	AT1G25260.1
OG0010319	Av_00002874-RA	AT3G05680.1, AT3G05680.2
OG0010320	Av_00006198-RA	AT1G04980.1, AT2G32920.1
OG0010321	Av_00013673-RA, Av_00006492-RA, Av_00007026-RA	AT5G04760.1
OG0010322	Av_00017126-RA, Av_00009540-RA	AT4G10100.3, AT4G10100.2, AT4G10100.1
OG0010324	Av_00006730-RA	AT2G40840.1
OG0010325	Av_00004731-RA	AT5G60540.1
OG0010326	Av_00010151-RA	AT5G58575.1, AT5G58575.2
OG0010328	Av_00022040-RA, Av_00023086-RA	AT5G19485.1
OG0010329	Av_00008964-RA	AT4G28200.1
OG0010330	Av_00012219-RA, Av_00024878-RA	AT1G30440.1
OG0010331	Av_00008548-RA	AT1G11900.1
OG0010332	Av_00017553-RA	AT3G44620.1, AT3G44620.2
OG0010333	Av_00019125-RA	AT1G05030.2, AT1G05030.1
OG0010334	Av_00016566-RA, Av_00006515-RA	AT5G19630.1
OG0010335	Av_00012681-RA, Av_00014487-RA	AT2G41750.1
OG0010336	Av_00020825-RA	AT5G18570.1
OG0010337	Av_00024434-RA	AT2G20280.1
OG0010338	Av_00004374-RA, Av_00008207-RA	AT5G13510.1
OG0010339	Av_00021986-RA, Av_00015803-RA	AT2G35900.1, AT2G35900.3, AT2G35900.2
OG0010340	Av_00010190-RA	AT4G15440.1
OG0010341	Av_00009571-RA	AT3G12270.1
OG0010342	Av_00011939-RA	AT5G01230.1
OG0010343	Av_00006111-RA	AT2G30270.1
OG0010344	Av_00007938-RA	AT1G80880.1, AT1G80880.2, AT1G80880.3
OG0010345	Av_00006021-RA	AT1G03000.1
OG0010346	Av_00006523-RA	AT3G20830.1, AT1G51170.1
OG0010347	Av_00023451-RA	AT3G46960.3, AT3G46960.2, AT3G46960.1
OG0010348	Av_00001251-RA, Av_00006589-RA	AT5G14105.1
OG0010349	Av_00008137-RA, Av_00014911-RA, Av_00008139-RA	AT2G22410.1
OG0010350	Av_00003687-RA, Av_00007477-RA	AT4G04770.1
OG0010351	Av_00018759-RA	AT4G34700.1
OG0010353	Av_00001512-RA, Av_00019157-RA	AT3G63000.1, AT2G47970.2, AT2G47970.1
OG0010354	Av_00019858-RA	AT1G03905.1, AT1G03905.3, AT1G03905.4, AT1G03905.2, AT5G44110.1
OG0010355	Av_00011644-RA, Av_00014197-RA	AT4G38050.1
OG0010356	Av_00000327-RA, Av_00007695-RA	AT5G49945.1, AT4G24330.1
OG0010357	Av_00023405-RA, Av_00013637-RA	AT2G43950.2, AT2G43950.1
OG0010358	Av_00016179-RA, Av_00016069-RA	AT3G05330.1
OG0010359	Av_00020774-RA, Av_00002540-RA, Av_00015728-RA	AT3G18800.1
OG0010360	Av_00022301-RA	AT2G13540.1
OG0010361	Av_00014860-RA	AT5G23575.1, AT5G08500.1, AT5G08500.2
OG0010362	Av_00024659-RA	AT1G75130.1
OG0010363	Av_00012776-RA	AT4G27490.1, AT4G27490.4, AT4G27490.3, AT4G27490.7
OG0010364	Av_00015775-RA	AT1G10310.1
OG0010366	Av_00012965-RA	AT3G23360.1
OG0010367	Av_00004945-RA, Av_00003965-RA	AT5G17510.2, AT5G17510.1
OG0010368	Av_00012884-RA	AT5G61480.1
OG0010369	Av_00014786-RA	AT5G52880.1
OG0010370	Av_00014208-RA, Av_00011654-RA	AT2G18510.1
OG0010373	Av_00001494-RA, Av_00012962-RA, Av_00021744-RA	AT2G47580.1
OG0010374	Av_00012470-RA, Av_00016387-RA, Av_00015906-RA	AT1G76860.1, AT1G21190.1
OG0010376	Av_00000615-RA	AT3G19210.3, AT3G19210.1, AT3G19210.2
OG0010377	Av_00006741-RA	AT5G26570.2, AT5G26570.1
OG0010379	Av_00003372-RA	AT1G14620.2, AT1G14620.1
OG0010380	Av_00011752-RA	AT3G26640.1, AT1G12910.1
OG0010381	Av_00017539-RA	AT3G55010.1, AT3G55010.2
OG0010382	Av_00000848-RA	AT5G17610.1
OG0010383	Av_00024616-RA	AT3G12290.1
OG0010384	Av_00013007-RA, Av_00012862-RA	AT5G53330.1
OG0010385	Av_00020445-RA	AT5G67570.1
OG0010386	Av_00000339-RA	AT4G38495.1
OG0010387	Av_00005191-RA, Av_00002772-RA	AT5G13390.1, AT5G13390.2
OG0010388	Av_00023027-RA	AT2G41380.1
OG0010390	Av_00024044-RA	AT5G41760.2, AT5G41760.1
OG0010391	Av_00021293-RA, Av_00009729-RA	AT3G25410.1
OG0010392	Av_00007833-RA	AT4G02425.1
OG0010394	Av_00022048-RA	AT1G21600.1, AT1G21600.2
OG0010395	Av_00020435-RA	AT1G09130.1, AT1G09130.2, AT1G09130.3
OG0010396	Av_00018771-RA	AT2G38130.2, AT2G38130.1
OG0010397	Av_00007209-RA, Av_00018850-RA	AT1G75350.1
OG0010398	Av_00004389-RA	AT3G12930.1
OG0010399	Av_00016463-RA, Av_00016462-RA	AT2G31410.1
OG0010400	Av_00020989-RA	AT1G23400.1
OG0010401	Av_00014204-RA	AT4G36760.3, AT4G36760.2, AT4G36760.1
OG0010403	Av_00011424-RA	AT1G01500.1
OG0010405	Av_00015011-RA	AT5G50310.1
OG0010407	Av_00004318-RA, Av_00011108-RA	AT2G19490.1
OG0010408	Av_00001530-RA, Av_00013506-RA	AT4G14310.2, AT4G14310.1
OG0010409	Av_00021541-RA	AT1G49380.1
OG0010411	Av_00004182-RA	AT5G60340.1
OG0010412	Av_00014735-RA	AT4G16210.1
OG0010413	Av_00017801-RA	AT1G71865.1
OG0010414	Av_00021563-RA	AT3G22480.1, AT3G22480.2
OG0010415	Av_00024915-RA, Av_00023144-RA	AT3G16730.1
OG0010416	Av_00000019-RA	AT3G61800.2, AT3G61800.1
OG0010417	Av_00004802-RA	AT4G02620.1
OG0010418	Av_00014486-RA	AT4G35910.1
OG0010419	Av_00016322-RA, Av_00012521-RA	AT4G36440.1
OG0010421	Av_00024059-RA, Av_00004858-RA	AT1G76660.1, AT1G76660.2
OG0010422	Av_00004054-RA	AT1G75980.2, AT1G75980.1
OG0010423	Av_00013520-RA, Av_00001548-RA	AT3G06610.1
OG0010424	Av_00014216-RA, Av_00011659-RA	AT3G53440.1, AT3G53440.2
OG0010425	Av_00014612-RA, Av_00019717-RA	AT1G35620.1
OG0010426	Av_00000004-RA, Av_00022278-RA, Av_00024970-RA	AT5G09740.1, AT5G64610.1
OG0010427	Av_00024468-RA, Av_00004464-RA	AT3G06920.1, AT3G06920.2, AT3G06920.3
OG0010428	Av_00022515-RA	AT4G01410.1
OG0010431	Av_00002638-RA	AT1G67620.1
OG0010434	Av_00000040-RA, Av_00011433-RA	AT2G45990.2, AT2G45990.1, AT2G45990.3
OG0010435	Av_00020659-RA	AT1G12830.1
OG0010437	Av_00006685-RA	AT1G55000.1, AT1G55000.2, AT1G55000.3
OG0010438	Av_00009467-RA	AT5G24314.1, AT5G24314.2
OG0010440	Av_00020084-RA	AT1G73050.1
OG0010441	Av_00016776-RA	AT3G05000.1
OG0010442	Av_00004692-RA	AT5G08400.1, AT5G08400.2
OG0010443	Av_00011145-RA	AT1G19340.1
OG0010444	Av_00000488-RA	AT4G35930.3, AT4G35930.2, AT4G35930.1, AT4G35930.4
OG0010446	Av_00005368-RA	AT1G67440.1, AT1G67440.2
OG0010447	Av_00010425-RA	AT1G50680.1, AT1G51120.1
OG0010449	Av_00020634-RA	AT4G23940.1
OG0010451	Av_00010982-RA	AT2G45000.1
OG0010453	Av_00016229-RA	AT1G65900.1, AT1G65900.2
OG0010454	Av_00001744-RA	AT1G74740.1, AT1G18890.1
OG0010455	Av_00001116-RA, Av_00023251-RA	AT1G79150.1
OG0010457	Av_00007891-RA	AT1G07950.1, AT1G07950.2, AT1G16430.1
OG0010458	Av_00024406-RA	AT5G50900.1
OG0010459	Av_00008143-RA, Av_00008144-RA	AT5G12930.1
OG0010460	Av_00003300-RA	AT1G68760.1
OG0010461	Av_00009230-RA	AT2G04940.1
OG0010463	Av_00022593-RA	AT5G44590.1, AT5G44590.2, AT5G44600.1
OG0010464	Av_00012414-RA	AT3G48120.1, AT3G48120.2
OG0010466	Av_00019443-RA, Av_00012117-RA	AT1G20230.1
OG0010467	Av_00023170-RA	AT1G31600.2, AT1G31600.1, AT1G31600.3, AT1G31600.4
OG0010468	Av_00005563-RA	AT5G37510.2, AT5G37510.1
OG0010469	Av_00010416-RA	AT5G02280.1
OG0010470	Av_00004703-RA, Av_00004704-RA, Av_00018282-RA	AT5G08305.1
OG0010471	Av_00002670-RA	AT1G10640.1, AT1G60590.1
OG0010472	Av_00017298-RA	AT5G14950.1
OG0010473	Av_00017562-RA	AT4G17790.1
OG0010474	Av_00017144-RA	AT1G29700.2, AT1G29700.1
OG0010475	Av_00020880-RA	AT1G68765.1, AT3G25655.1
OG0010476	Av_00021500-RA, Av_00024947-RA, Av_00012664-RA, Av_00013473-RA	ATCG00500.1
OG0010477	Av_00016811-RA	AT1G17850.2, AT1G17850.1
OG0010478	Av_00002819-RA	AT5G08180.2, AT5G08180.1
OG0010480	Av_00013292-RA, Av_00007345-RA	AT5G20990.2, AT5G20990.3, AT5G20990.1
OG0010482	Av_00021136-RA	AT1G13330.1
OG0010483	Av_00017330-RA, Av_00017329-RA	AT3G46610.2, AT3G46610.1
OG0010485	Av_00015502-RA	AT1G27020.1, AT1G27030.1, AT1G07040.1
OG0010486	Av_00000809-RA, Av_00023863-RA	AT2G20490.2, AT2G20490.1, AT2G20490.3
OG0010487	Av_00016091-RA	AT3G02690.1
OG0010488	Av_00003309-RA	AT1G25530.1
OG0010490	Av_00015609-RA	AT5G38530.1
OG0010491	Av_00006028-RA	AT1G66080.1
OG0010492	Av_00017729-RA, Av_00010991-RA	AT5G51010.1
OG0010493	Av_00003910-RA	AT3G02280.2, AT3G02280.1, AT3G02280.3
OG0010494	Av_00009509-RA, Av_00018894-RA	AT3G03070.1
OG0010496	Av_00020388-RA, Av_00023456-RA, Av_00014804-RA	AT2G44620.1
OG0010497	Av_00001511-RA	AT5G11680.1
OG0010498	Av_00005557-RA	AT1G02410.3, AT1G02410.2, AT1G02410.1
OG0010499	Av_00023656-RA	AT3G19990.2, AT3G19990.1
OG0010500	Av_00000908-RA	AT1G10550.1
OG0010501	Av_00017051-RA	AT3G04680.1, AT3G04680.3, AT3G04680.2
OG0010502	Av_00013013-RA	AT5G13770.1
OG0010503	Av_00004192-RA, Av_00016001-RA	AT2G39725.2, AT2G39725.1
OG0010504	Av_00024646-RA, Av_00017531-RA	AT1G32470.1, AT2G35370.1
OG0010505	Av_00001751-RA	AT3G47980.1, AT5G62720.2, AT5G62720.1
OG0010506	Av_00005194-RA	AT3G26650.1, AT1G12900.4, AT1G12900.3, AT1G12900.5, AT1G12900.1
OG0010507	Av_00000903-RA	AT1G24050.1, AT1G70220.2, AT1G70220.1
OG0010508	Av_00023563-RA	AT4G16970.1
OG0010510	Av_00017022-RA	AT3G25970.1
OG0010511	Av_00013818-RA	AT4G24880.2, AT4G24880.1
OG0010512	Av_00017072-RA	AT2G44600.1, AT3G60200.1
OG0010513	Av_00006341-RA	AT2G01440.1
OG0010514	Av_00002144-RA	AT5G49510.2, AT5G49510.1
OG0010515	Av_00002719-RA	AT1G69440.1
OG0010517	Av_00024299-RA	AT1G26940.2, AT1G26940.1
OG0010518	Av_00019107-RA, Av_00024542-RA	AT3G18580.1
OG0010519	Av_00006368-RA	AT1G13270.1
OG0010520	Av_00014808-RA	AT1G77405.1
OG0010522	Av_00003331-RA, Av_00002587-RA	AT2G01290.1, AT1G71100.1
OG0010523	Av_00000828-RA	AT2G47420.1
OG0010527	Av_00015038-RA	AT4G27600.1
OG0010528	Av_00005365-RA	AT5G08530.1
OG0010529	Av_00001727-RA	AT1G27520.1
OG0010532	Av_00019158-RA	AT1G32500.1
OG0010533	Av_00002712-RA	AT1G14140.1, AT4G24570.1
OG0010534	Av_00010339-RA	AT4G17430.1
OG0010535	Av_00001803-RA	AT1G18580.1
OG0010536	Av_00021310-RA	AT3G13220.1
