Orthogroup	A_vesiculosa.proteins	D_spatulata.proteins
OG0008275	Av_00019487-RA, Av_00022126-RA	Ds_00009576-RA
OG0008276	Av_00017363-RA	Ds_00008347-RA
OG0008277	Av_00021019-RA, Av_00007863-RA	Ds_00002177-RA
OG0008279	Av_00006604-RA	Ds_00007408-RA
OG0008281	Av_00023252-RA, Av_00001115-RA, Av_00008293-RA	Ds_00003322-RA
OG0008282	Av_00024248-RA	Ds_00010145-RA
OG0008283	Av_00014447-RA, Av_00020975-RA	Ds_00007615-RA
OG0008284	Av_00022720-RA	Ds_00013504-RA
OG0008285	Av_00007491-RA	Ds_00015202-RA
OG0008286	Av_00011903-RA	Ds_00006054-RA
OG0008287	Av_00016152-RA, Av_00006698-RA	Ds_00006951-RA
OG0008288	Av_00020785-RA, Av_00024153-RA	Ds_00012302-RA
OG0008291	Av_00023885-RA	Ds_00001192-RA
OG0008292	Av_00023493-RA	Ds_00014914-RA
OG0008293	Av_00019554-RA, Av_00005159-RA	Ds_00004753-RA
OG0008294	Av_00021743-RA, Av_00001495-RA	Ds_00004695-RA
OG0008295	Av_00021305-RA, Av_00023802-RA	Ds_00004937-RA
OG0008296	Av_00012549-RA, Av_00002864-RA	Ds_00010324-RA
OG0008297	Av_00019899-RA, Av_00006471-RA	Ds_00004642-RA
OG0008298	Av_00006203-RA, Av_00012749-RA	Ds_00005270-RA
OG0008301	Av_00010764-RA	Ds_00008298-RA
OG0008302	Av_00003593-RA, Av_00008292-RA	Ds_00003321-RA
OG0008303	Av_00012738-RA	Ds_00009519-RA
OG0008304	Av_00016761-RA	Ds_00006942-RA
OG0008305	Av_00018483-RA, Av_00018058-RA	Ds_00009496-RA
OG0008306	Av_00008448-RA	Ds_00001187-RA, Ds_00001184-RA
OG0008307	Av_00017588-RA, Av_00006250-RA, Av_00009566-RA	Ds_00017172-RA
OG0008308	Av_00013667-RA	Ds_00006055-RA
OG0008310	Av_00009621-RA, Av_00002210-RA	Ds_00017122-RA
OG0008311	Av_00023534-RA, Av_00012030-RA	Ds_00006863-RA
OG0008313	Av_00016313-RA	Ds_00001459-RA
OG0008314	Av_00007672-RA	Ds_00012740-RA
OG0008315	Av_00014342-RA	Ds_00017907-RA
OG0008317	Av_00022842-RA, Av_00020171-RA	Ds_00011843-RA
OG0008319	Av_00021271-RA, Av_00017307-RA, Av_00017367-RA	Ds_00008342-RA
OG0008320	Av_00022573-RA, Av_00012790-RA	Ds_00014273-RA
OG0008321	Av_00005088-RA	Ds_00002087-RA
OG0008322	Av_00008952-RA	Ds_00017828-RA
OG0008323	Av_00021088-RA	Ds_00011592-RA
OG0008324	Av_00012716-RA	Ds_00004124-RA
OG0008325	Av_00006519-RA, Av_00016561-RA	Ds_00006106-RA
OG0008326	Av_00007496-RA, Av_00005903-RA	Ds_00011534-RA
OG0008327	Av_00008186-RA, Av_00004361-RA	Ds_00012236-RA
OG0008328	Av_00018388-RA, Av_00003375-RA	Ds_00004272-RA
OG0008329	Av_00021794-RA, Av_00019623-RA, Av_00000675-RA, Av_00020465-RA	Ds_00007613-RA
OG0008330	Av_00008729-RA, Av_00007487-RA	Ds_00007723-RA
OG0008331	Av_00011238-RA	Ds_00013062-RA
OG0008333	Av_00021735-RA, Av_00013175-RA	Ds_00011006-RA
OG0008334	Av_00008254-RA, Av_00013623-RA, Av_00007080-RA	Ds_00003268-RA
OG0008335	Av_00019989-RA	Ds_00013996-RA
OG0008336	Av_00005675-RA, Av_00017253-RA	Ds_00006643-RA
OG0008337	Av_00007480-RA, Av_00003683-RA	Ds_00013989-RA
OG0008338	Av_00001218-RA	Ds_00013927-RA
OG0008339	Av_00023018-RA	Ds_00002324-RA
OG0008340	Av_00006527-RA	Ds_00017524-RA
OG0008341	Av_00015709-RA, Av_00012569-RA	Ds_00002015-RA
OG0008342	Av_00003811-RA	Ds_00002051-RA
OG0008343	Av_00022930-RA	Ds_00002175-RA
OG0008345	Av_00009081-RA, Av_00015572-RA, Av_00024090-RA	Ds_00007180-RA
OG0008346	Av_00018826-RA	Ds_00003405-RA
OG0008347	Av_00007827-RA	Ds_00017534-RA
OG0008348	Av_00006190-RA	Ds_00001191-RA
OG0008349	Av_00010150-RA	Ds_00005203-RA
OG0008350	Av_00022672-RA	Ds_00013260-RA
OG0008351	Av_00002193-RA	Ds_00000974-RA
OG0008352	Av_00008249-RA, Av_00013631-RA	Ds_00014159-RA, Ds_00016962-RA
OG0008353	Av_00003337-RA	Ds_00005907-RA
OG0008354	Av_00006530-RA, Av_00016557-RA	Ds_00014763-RA
OG0008355	Av_00021096-RA, Av_00018962-RA	Ds_00014818-RA
OG0008356	Av_00005587-RA, Av_00005995-RA, Av_00007456-RA	Ds_00010253-RA
OG0008357	Av_00020812-RA	Ds_00001301-RA
OG0008358	Av_00001199-RA, Av_00014397-RA	Ds_00016638-RA
OG0008359	Av_00019259-RA, Av_00014086-RA	Ds_00004817-RA
OG0008360	Av_00023789-RA	Ds_00016767-RA
OG0008361	Av_00015337-RA, Av_00000423-RA	Ds_00013409-RA
OG0008362	Av_00014004-RA	Ds_00009757-RA
OG0008364	Av_00013045-RA	Ds_00005586-RA, Ds_00005589-RA
OG0008365	Av_00011143-RA	Ds_00007880-RA
OG0008366	Av_00012185-RA	Ds_00014226-RA
OG0008367	Av_00022524-RA, Av_00012224-RA, Av_00003371-RA	Ds_00010585-RA
OG0008369	Av_00014037-RA	Ds_00015297-RA
OG0008371	Av_00000922-RA	Ds_00017650-RA, Ds_00009767-RA
OG0008372	Av_00005730-RA	Ds_00017507-RA, Ds_00015190-RA, Ds_00015188-RA, Ds_00016665-RA
OG0008373	Av_00017577-RA	Ds_00000412-RA
OG0008374	Av_00013725-RA, Av_00001833-RA	Ds_00010416-RA
OG0008375	Av_00006668-RA, Av_00016196-RA	Ds_00003890-RA
OG0008376	Av_00015005-RA	Ds_00009688-RA
OG0008377	Av_00023481-RA, Av_00023738-RA	Ds_00001921-RA
OG0008378	Av_00023165-RA	Ds_00013606-RA, Ds_00007397-RA
OG0008379	Av_00017198-RA	Ds_00007538-RA
OG0008380	Av_00003396-RA	Ds_00004739-RA
OG0008381	Av_00020138-RA, Av_00011578-RA, Av_00022159-RA	Ds_00015924-RA
OG0008382	Av_00019741-RA, Av_00022712-RA	Ds_00004185-RA
OG0008384	Av_00013770-RA, Av_00011244-RA	Ds_00017056-RA
OG0008385	Av_00007971-RA	Ds_00000692-RA
OG0008386	Av_00020303-RA, Av_00003481-RA	Ds_00005708-RA
OG0008387	Av_00003414-RA	Ds_00004555-RA
OG0008388	Av_00000146-RA	Ds_00014057-RA
OG0008390	Av_00019648-RA	Ds_00004677-RA
OG0008391	Av_00014482-RA, Av_00012678-RA	Ds_00009582-RA
OG0008392	Av_00013693-RA	Ds_00011192-RA
OG0008394	Av_00006063-RA, Av_00005530-RA	Ds_00014625-RA
OG0008395	Av_00014218-RA, Av_00011661-RA	Ds_00001396-RA
OG0008396	Av_00012243-RA	Ds_00009171-RA
OG0008397	Av_00008993-RA, Av_00021941-RA	Ds_00013612-RA
OG0008398	Av_00000764-RA	Ds_00004617-RA
OG0008399	Av_00000026-RA	Ds_00012500-RA
OG0008400	Av_00005493-RA, Av_00020827-RA	Ds_00015822-RA
OG0008401	Av_00011631-RA	Ds_00003010-RA
OG0008403	Av_00009016-RA	Ds_00015038-RA
OG0008404	Av_00008692-RA	Ds_00013589-RA
OG0008405	Av_00017436-RA, Av_00024307-RA	Ds_00012509-RA
OG0008406	Av_00021588-RA	Ds_00016607-RA
OG0008408	Av_00009701-RA, Av_00002312-RA	Ds_00014412-RA
OG0008409	Av_00000271-RA, Av_00007751-RA	Ds_00010734-RA, Ds_00010726-RA
OG0008410	Av_00002262-RA	Ds_00001035-RA
OG0008411	Av_00022652-RA, Av_00020964-RA, Av_00020963-RA	Ds_00004301-RA
OG0008412	Av_00007252-RA	Ds_00000080-RA
OG0008413	Av_00010392-RA	Ds_00009896-RA
OG0008414	Av_00003760-RA, Av_00007411-RA	Ds_00007458-RA
OG0008415	Av_00018787-RA	Ds_00007600-RA
OG0008416	Av_00022480-RA	Ds_00005453-RA
OG0008417	Av_00020459-RA, Av_00000641-RA	Ds_00003096-RA
OG0008419	Av_00005921-RA, Av_00005652-RA	Ds_00015222-RA
OG0008422	Av_00006671-RA	Ds_00003662-RA
OG0008423	Av_00009652-RA	Ds_00001019-RA
OG0008424	Av_00008213-RA, Av_00004377-RA	Ds_00013560-RA, Ds_00014426-RA
OG0008425	Av_00005629-RA	Ds_00010209-RA
OG0008426	Av_00012262-RA	Ds_00007890-RA
OG0008428	Av_00015384-RA	Ds_00010940-RA
OG0008429	Av_00011180-RA	Ds_00003821-RA
OG0008430	Av_00015126-RA, Av_00016618-RA	Ds_00017573-RA
OG0008431	Av_00016456-RA, Av_00017504-RA	Ds_00001869-RA
OG0008432	Av_00000027-RA	Ds_00002812-RA
OG0008434	Av_00000652-RA, Av_00021748-RA	Ds_00009152-RA
OG0008435	Av_00006159-RA	Ds_00011608-RA, Ds_00005256-RA
OG0008436	Av_00019923-RA	Ds_00009440-RA
OG0008437	Av_00016178-RA, Av_00020368-RA	Ds_00003646-RA
OG0008438	Av_00017631-RA	Ds_00009268-RA
OG0008439	Av_00001631-RA	Ds_00009542-RA, Ds_00016401-RA
OG0008440	Av_00016410-RA	Ds_00015412-RA
OG0008441	Av_00017055-RA	Ds_00007642-RA
OG0008442	Av_00008806-RA	Ds_00000309-RA
OG0008443	Av_00021746-RA	Ds_00003088-RA
OG0008444	Av_00022677-RA	Ds_00010182-RA
OG0008445	Av_00003241-RA	Ds_00008383-RA
OG0008446	Av_00001552-RA, Av_00013525-RA	Ds_00005052-RA
OG0008447	Av_00002219-RA	Ds_00017602-RA
OG0008448	Av_00001521-RA, Av_00013492-RA	Ds_00012412-RA
OG0008449	Av_00010414-RA, Av_00014574-RA	Ds_00013284-RA
OG0008450	Av_00023475-RA, Av_00024314-RA	Ds_00001992-RA
OG0008451	Av_00024431-RA	Ds_00012128-RA
OG0008452	Av_00010100-RA	Ds_00004207-RA
OG0008453	Av_00000272-RA	Ds_00005913-RA
OG0008454	Av_00013747-RA	Ds_00002999-RA, Ds_00010031-RA
OG0008455	Av_00005746-RA	Ds_00007844-RA
OG0008456	Av_00004071-RA, Av_00004864-RA, Av_00019425-RA	Ds_00015031-RA
OG0008457	Av_00012190-RA	Ds_00011070-RA
OG0008458	Av_00003321-RA	Ds_00006519-RA
OG0008460	Av_00001680-RA	Ds_00013776-RA
OG0008461	Av_00013392-RA, Av_00015899-RA	Ds_00005436-RA
OG0008462	Av_00002753-RA, Av_00005215-RA	Ds_00009108-RA
OG0008463	Av_00024561-RA	Ds_00001971-RA
OG0008465	Av_00000898-RA, Av_00023915-RA, Av_00005301-RA	Ds_00015814-RA
OG0008466	Av_00019942-RA	Ds_00008499-RA
OG0008467	Av_00021657-RA, Av_00003329-RA	Ds_00008550-RA
OG0008468	Av_00017587-RA, Av_00006247-RA	Ds_00000382-RA
OG0008469	Av_00019591-RA	Ds_00007376-RA
OG0008470	Av_00005256-RA, Av_00020887-RA, Av_00024379-RA	Ds_00010547-RA
OG0008471	Av_00023272-RA	Ds_00002636-RA
OG0008472	Av_00002626-RA, Av_00005370-RA	Ds_00004807-RA
OG0008474	Av_00015506-RA	Ds_00004317-RA
OG0008475	Av_00004880-RA	Ds_00014802-RA
OG0008477	Av_00023310-RA, Av_00023057-RA	Ds_00013158-RA
OG0008478	Av_00006329-RA, Av_00007652-RA	Ds_00012688-RA
OG0008479	Av_00000108-RA	Ds_00012384-RA, Ds_00017548-RA
OG0008480	Av_00017014-RA	Ds_00008574-RA
OG0008481	Av_00008350-RA, Av_00017971-RA	Ds_00008668-RA
OG0008482	Av_00002045-RA	Ds_00004969-RA
OG0008484	Av_00017417-RA	Ds_00008368-RA
OG0008485	Av_00022287-RA	Ds_00001878-RA
OG0008487	Av_00025018-RA, Av_00022683-RA, Av_00022863-RA	Ds_00004914-RA
OG0008488	Av_00015783-RA	Ds_00008942-RA
OG0008490	Av_00023555-RA, Av_00022214-RA, Av_00023525-RA, Av_00022023-RA	Ds_00013092-RA, Ds_00011140-RA, Ds_00004864-RA
OG0008491	Av_00007664-RA, Av_00006321-RA	Ds_00005932-RA
OG0008494	Av_00011612-RA	Ds_00001910-RA, Ds_00001908-RA
OG0008496	Av_00011600-RA	Ds_00008069-RA
OG0008497	Av_00013870-RA, Av_00010523-RA	Ds_00017249-RA
OG0008498	Av_00020147-RA	Ds_00012647-RA
OG0008501	Av_00019377-RA	Ds_00001516-RA
OG0008501	Av_00012381-RA	Ds_00000319-RA, Ds_00004321-RA
OG0008503	Av_00009237-RA	Ds_00009734-RA
OG0008504	Av_00023617-RA	Ds_00004830-RA
OG0008505	Av_00023526-RA, Av_00017511-RA	Ds_00011141-RA
OG0008507	Av_00019281-RA	Ds_00007636-RA
OG0008508	Av_00013401-RA	Ds_00006803-RA
OG0008509	Av_00016579-RA	Ds_00008673-RA
OG0008510	Av_00022740-RA	Ds_00005067-RA
OG0008511	Av_00011281-RA	Ds_00003751-RA
OG0008512	Av_00011300-RA	Ds_00011396-RA
OG0008512	Av_00009283-RA	Ds_00003780-RA
OG0008513	Av_00009750-RA	Ds_00011424-RA
OG0008515	Av_00006727-RA, Av_00020591-RA	Ds_00012654-RA
OG0008516	Av_00008999-RA, Av_00021948-RA	Ds_00011353-RA
OG0008517	Av_00022300-RA	Ds_00006400-RA
OG0008518	Av_00001756-RA	Ds_00012423-RA
OG0008520	Av_00003298-RA	Ds_00008608-RA
OG0008521	Av_00009331-RA	Ds_00005320-RA
OG0008522	Av_00001522-RA	Ds_00000921-RA
OG0008523	Av_00015488-RA	Ds_00015473-RA
OG0008524	Av_00006431-RA, Av_00007536-RA	Ds_00004330-RA
OG0008525	Av_00011379-RA	Ds_00000060-RA, Ds_00010225-RA
OG0008527	Av_00013189-RA	Ds_00007622-RA
OG0008528	Av_00022678-RA	Ds_00011410-RA, Ds_00011407-RA
OG0008529	Av_00009303-RA	Ds_00017252-RA
OG0008531	Av_00005431-RA, Av_00002997-RA	Ds_00001382-RA
OG0008533	Av_00001764-RA	Ds_00016683-RA
OG0008534	Av_00011160-RA, Av_00004436-RA	Ds_00017968-RA, Ds_00018091-RA
OG0008535	Av_00003919-RA	Ds_00006712-RA
OG0008536	Av_00024629-RA	Ds_00017904-RA
OG0008537	Av_00022852-RA	Ds_00005876-RA
OG0008538	Av_00016812-RA, Av_00020087-RA, Av_00016813-RA	Ds_00002298-RA
OG0008541	Av_00019448-RA	Ds_00015060-RA
OG0008544	Av_00014775-RA, Av_00009178-RA	Ds_00012058-RA
OG0008545	Av_00024929-RA, Av_00022142-RA, Av_00020274-RA, Av_00020276-RA, Av_00020278-RA	Ds_00000848-RA
OG0008546	Av_00002650-RA, Av_00005353-RA	Ds_00010716-RA
OG0008549	Av_00005872-RA	Ds_00000761-RA
OG0008549	Av_00023510-RA	Ds_00017161-RA, Ds_00013620-RA
OG0008596	Av_00005750-RA, Av_00012215-RA	Ds_00008493-RA
OG0008598	Av_00022918-RA, Av_00019404-RA, Av_00022917-RA	Ds_00012415-RA
OG0008600	Av_00024233-RA	Ds_00013681-RA
OG0008601	Av_00001391-RA	Ds_00001124-RA
OG0008602	Av_00002238-RA	Ds_00008481-RA
OG0008603	Av_00020364-RA	Ds_00006313-RA
OG0008604	Av_00013530-RA, Av_00001557-RA	Ds_00004997-RA
OG0008605	Av_00022436-RA	Ds_00010111-RA
OG0008606	Av_00006976-RA	Ds_00016753-RA
OG0008607	Av_00011404-RA, Av_00015946-RA	Ds_00013540-RA
OG0008608	Av_00004351-RA, Av_00008172-RA	Ds_00006043-RA
OG0008608	Av_00011910-RA	Ds_00005491-RA
OG0008610	Av_00019570-RA	Ds_00011684-RA
OG0008611	Av_00023844-RA	Ds_00004556-RA
OG0008612	Av_00002158-RA	Ds_00005039-RA
OG0008613	Av_00002288-RA	Ds_00016284-RA
OG0008615	Av_00008059-RA	Ds_00009333-RA
OG0008617	Av_00000859-RA	Ds_00004241-RA
OG0008618	Av_00009087-RA, Av_00015578-RA	Ds_00015953-RA, Ds_00014212-RA
OG0008619	Av_00019643-RA, Av_00023145-RA	Ds_00007132-RA, Ds_00003060-RA
OG0008620	Av_00006995-RA	Ds_00013946-RA
OG0008621	Av_00002805-RA, Av_00019589-RA	Ds_00014866-RA
OG0008622	Av_00020452-RA, Av_00013147-RA	Ds_00000856-RA
OG0008623	Av_00017811-RA	Ds_00003098-RA
OG0008624	Av_00005987-RA, Av_00005593-RA	Ds_00006877-RA
OG0008625	Av_00021025-RA	Ds_00003895-RA
OG0008627	Av_00001421-RA, Av_00017199-RA	Ds_00007801-RA
OG0008630	Av_00017669-RA	Ds_00007524-RA
OG0008631	Av_00018051-RA	Ds_00006395-RA
OG0008632	Av_00016765-RA	Ds_00006177-RA
OG0008633	Av_00005153-RA	Ds_00013881-RA
OG0008634	Av_00002136-RA, Av_00023898-RA	Ds_00005063-RA
OG0008635	Av_00017165-RA	Ds_00010160-RA
OG0008636	Av_00006748-RA, Av_00000728-RA	Ds_00017716-RA
OG0008637	Av_00019626-RA, Av_00021796-RA	Ds_00005807-RA, Ds_00011205-RA, Ds_00007611-RA
OG0008639	Av_00001592-RA	Ds_00017958-RA
OG0008640	Av_00013515-RA	Ds_00005062-RA
OG0008641	Av_00000607-RA, Av_00019234-RA	Ds_00003164-RA, Ds_00014678-RA
OG0008642	Av_00021216-RA	Ds_00006938-RA
OG0008643	Av_00010247-RA, Av_00012838-RA	Ds_00002635-RA
OG0008646	Av_00021281-RA, Av_00009739-RA	Ds_00007429-RA
OG0008648	Av_00013674-RA, Av_00006493-RA	Ds_00006062-RA
OG0008649	Av_00013337-RA	Ds_00011625-RA, Ds_00015491-RA, Ds_00011626-RA
OG0008650	Av_00008064-RA, Av_00006747-RA	Ds_00005714-RA
OG0008652	Av_00010857-RA, Av_00003398-RA, Av_00022639-RA	Ds_00007440-RA
OG0008653	Av_00018515-RA	Ds_00014587-RA
OG0008654	Av_00009743-RA, Av_00021272-RA	Ds_00007443-RA
OG0008655	Av_00017048-RA	Ds_00005102-RA
OG0008656	Av_00006245-RA, Av_00017584-RA, Av_00006244-RA	Ds_00000389-RA
OG0008657	Av_00007004-RA	Ds_00013964-RA
OG0008658	Av_00018731-RA	Ds_00014368-RA, Ds_00014369-RA
OG0008660	Av_00019682-RA	Ds_00010081-RA
OG0008661	Av_00002865-RA	Ds_00010323-RA
OG0008662	Av_00016124-RA, Av_00016086-RA	Ds_00006236-RA
OG0008664	Av_00017832-RA	Ds_00016764-RA
OG0008666	Av_00016106-RA, Av_00016110-RA	Ds_00007024-RA
OG0008667	Av_00015704-RA	Ds_00013707-RA
OG0008668	Av_00017375-RA	Ds_00001245-RA
OG0008669	Av_00006112-RA	Ds_00007450-RA, Ds_00014746-RA
OG0008670	Av_00007815-RA	Ds_00001836-RA
OG0008671	Av_00006656-RA, Av_00015119-RA	Ds_00003914-RA
OG0008672	Av_00019105-RA	Ds_00012402-RA
OG0008673	Av_00020859-RA	Ds_00015638-RA
OG0008674	Av_00023243-RA	Ds_00000036-RA, Ds_00008125-RA
OG0008675	Av_00022858-RA	Ds_00006312-RA
OG0008677	Av_00006992-RA, Av_00011849-RA	Ds_00014755-RA
OG0008678	Av_00022199-RA, Av_00020572-RA, Av_00006740-RA	Ds_00009352-RA
OG0008680	Av_00013539-RA	Ds_00003251-RA
OG0008682	Av_00004936-RA	Ds_00016832-RA
OG0008683	Av_00001189-RA	Ds_00006089-RA
OG0008684	Av_00019625-RA	Ds_00002692-RA, Ds_00002693-RA
OG0008685	Av_00014472-RA	Ds_00000817-RA
OG0008686	Av_00001566-RA	Ds_00009322-RA, Ds_00005036-RA, Ds_00009324-RA
OG0008688	Av_00017324-RA	Ds_00015683-RA
OG0008690	Av_00012109-RA, Av_00009012-RA	Ds_00007464-RA, Ds_00015036-RA
OG0008691	Av_00008101-RA, Av_00014885-RA	Ds_00006665-RA
OG0008692	Av_00001207-RA, Av_00014403-RA, Av_00014905-RA	Ds_00014747-RA, Ds_00007997-RA
OG0008693	Av_00005704-RA, Av_00003860-RA, Av_00005019-RA	Ds_00004704-RA
OG0008694	Av_00024460-RA	Ds_00001846-RA
OG0008695	Av_00012865-RA, Av_00012864-RA, Av_00002026-RA	Ds_00006447-RA
OG0008697	Av_00024828-RA, Av_00003294-RA	Ds_00005460-RA
OG0008698	Av_00003754-RA, Av_00007418-RA	Ds_00003040-RA
OG0008699	Av_00022405-RA, Av_00019144-RA, Av_00022404-RA	Ds_00009916-RA
OG0008700	Av_00007407-RA	Ds_00012850-RA
OG0008701	Av_00021351-RA	Ds_00002011-RA
OG0008702	Av_00011528-RA, Av_00000120-RA	Ds_00011948-RA
OG0008703	Av_00011666-RA	Ds_00013401-RA
OG0008704	Av_00021594-RA, Av_00016338-RA, Av_00012512-RA	Ds_00001477-RA
OG0008705	Av_00017582-RA, Av_00006241-RA	Ds_00000164-RA
OG0008706	Av_00010803-RA, Av_00010220-RA	Ds_00002502-RA
OG0008707	Av_00004484-RA	Ds_00007955-RA
OG0008708	Av_00012885-RA, Av_00013568-RA, Av_00002048-RA	Ds_00017843-RA
OG0008709	Av_00009350-RA, Av_00012459-RA	Ds_00010891-RA
OG0008710	Av_00012480-RA, Av_00016383-RA	Ds_00005426-RA
OG0008711	Av_00004767-RA	Ds_00012242-RA
OG0008712	Av_00017785-RA	Ds_00002931-RA
OG0008713	Av_00006949-RA	Ds_00003991-RA
OG0008714	Av_00015362-RA, Av_00000403-RA	Ds_00011203-RA
OG0008715	Av_00007303-RA, Av_00019034-RA	Ds_00012184-RA
OG0008716	Av_00005626-RA	Ds_00017827-RA
OG0008717	Av_00021619-RA, Av_00009025-RA	Ds_00011991-RA
OG0008718	Av_00016317-RA, Av_00011705-RA	Ds_00001465-RA
OG0008719	Av_00017914-RA	Ds_00006742-RA
OG0008720	Av_00000066-RA	Ds_00001621-RA
OG0008722	Av_00004519-RA, Av_00004536-RA	Ds_00008921-RA
OG0008723	Av_00007735-RA, Av_00000285-RA, Av_00017952-RA	Ds_00011855-RA
OG0008724	Av_00018742-RA, Av_00008843-RA	Ds_00013046-RA
OG0008725	Av_00005621-RA	Ds_00004520-RA
OG0008726	Av_00003165-RA	Ds_00001598-RA
OG0008729	Av_00016750-RA, Av_00020334-RA	Ds_00006137-RA
OG0008730	Av_00001921-RA, Av_00018979-RA	Ds_00017825-RA, Ds_00016702-RA
OG0008731	Av_00000524-RA, Av_00017176-RA	Ds_00013060-RA
OG0008732	Av_00001369-RA	Ds_00007028-RA
OG0008733	Av_00021103-RA, Av_00009900-RA	Ds_00011301-RA
OG0008734	Av_00007912-RA	Ds_00000618-RA
OG0008735	Av_00017917-RA, Av_00001977-RA	Ds_00009399-RA
OG0008736	Av_00015335-RA, Av_00000425-RA	Ds_00013410-RA
OG0008737	Av_00024469-RA	Ds_00015757-RA
OG0008738	Av_00013381-RA	Ds_00002234-RA
OG0008739	Av_00018976-RA, Av_00001926-RA	Ds_00014463-RA
OG0008740	Av_00003190-RA, Av_00013884-RA, Av_00015243-RA	Ds_00016142-RA
OG0008741	Av_00025107-RA	Ds_00013421-RA
OG0008742	Av_00015908-RA, Av_00025000-RA	Ds_00009413-RA
OG0008743	Av_00009998-RA	Ds_00002517-RA
OG0008744	Av_00000340-RA, Av_00021669-RA	Ds_00001945-RA
OG0008746	Av_00017327-RA, Av_00012251-RA	Ds_00009173-RA
OG0008747	Av_00014085-RA	Ds_00004816-RA
OG0008749	Av_00012286-RA, Av_00004423-RA	Ds_00015321-RA
OG0008750	Av_00020187-RA	Ds_00011923-RA
OG0008751	Av_00006615-RA, Av_00016493-RA	Ds_00003967-RA
OG0008752	Av_00009022-RA	Ds_00017567-RA
OG0008753	Av_00022819-RA	Ds_00011129-RA
OG0008754	Av_00015804-RA	Ds_00014871-RA
OG0008757	Av_00007564-RA	Ds_00010542-RA
OG0008759	Av_00010895-RA	Ds_00016481-RA
OG0008760	Av_00007992-RA	Ds_00002415-RA
OG0008761	Av_00009759-RA, Av_00008801-RA	Ds_00008922-RA
OG0008762	Av_00006613-RA, Av_00016495-RA	Ds_00003972-RA
OG0008763	Av_00003491-RA, Av_00020298-RA	Ds_00009343-RA
OG0008764	Av_00010926-RA	Ds_00014771-RA
OG0008765	Av_00023003-RA	Ds_00002266-RA
OG0008766	Av_00004420-RA	Ds_00015966-RA
OG0008767	Av_00009875-RA	Ds_00000034-RA
OG0008768	Av_00011343-RA	Ds_00000363-RA
OG0008770	Av_00008375-RA, Av_00020499-RA, Av_00000121-RA	Ds_00011947-RA
OG0008771	Av_00016438-RA	Ds_00009797-RA
OG0008772	Av_00017808-RA, Av_00022481-RA	Ds_00002911-RA
OG0008773	Av_00003186-RA	Ds_00014766-RA
OG0008774	Av_00019871-RA	Ds_00016291-RA
OG0008775	Av_00000101-RA	Ds_00001545-RA
OG0008776	Av_00003842-RA, Av_00005030-RA	Ds_00001985-RA
OG0008777	Av_00020962-RA	Ds_00012855-RA
OG0008779	Av_00002370-RA	Ds_00007582-RA
OG0008780	Av_00017529-RA	Ds_00016583-RA
OG0008781	Av_00016414-RA	Ds_00015408-RA
OG0008782	Av_00019132-RA	Ds_00005265-RA
OG0008783	Av_00014122-RA, Av_00005632-RA	Ds_00015903-RA
OG0008784	Av_00006585-RA	Ds_00004018-RA
OG0008785	Av_00008507-RA	Ds_00008305-RA
OG0008787	Av_00000219-RA	Ds_00013890-RA
OG0008788	Av_00014003-RA	Ds_00007792-RA, Ds_00015345-RA
OG0008789	Av_00018478-RA	Ds_00012757-RA
OG0008790	Av_00010362-RA, Av_00014529-RA	Ds_00014617-RA
OG0008791	Av_00014119-RA	Ds_00010188-RA
OG0008792	Av_00010088-RA	Ds_00002592-RA, Ds_00008141-RA
OG0008793	Av_00002441-RA	Ds_00002202-RA
OG0008795	Av_00019714-RA	Ds_00001176-RA
OG0008796	Av_00007093-RA	Ds_00003313-RA
OG0008799	Av_00015771-RA	Ds_00002214-RA
OG0008800	Av_00020054-RA	Ds_00004242-RA
OG0008801	Av_00012341-RA	Ds_00013309-RA
OG0008802	Av_00017439-RA	Ds_00001166-RA
OG0008803	Av_00012445-RA	Ds_00010626-RA, Ds_00010625-RA
OG0008804	Av_00010682-RA, Av_00018592-RA	Ds_00001385-RA
OG0008805	Av_00009227-RA	Ds_00008646-RA
OG0008806	Av_00017753-RA, Av_00004764-RA, Av_00006201-RA	Ds_00017204-RA
OG0008808	Av_00000174-RA	Ds_00011748-RA
OG0008809	Av_00022312-RA	Ds_00001146-RA, Ds_00016329-RA
OG0008810	Av_00018157-RA	Ds_00002428-RA
OG0008811	Av_00020403-RA	Ds_00004813-RA
OG0008812	Av_00023425-RA	Ds_00008243-RA
OG0008813	Av_00010073-RA, Av_00014324-RA	Ds_00009941-RA
OG0008814	Av_00024462-RA, Av_00007141-RA	Ds_00013303-RA
OG0008815	Av_00005931-RA	Ds_00015084-RA
OG0008816	Av_00019868-RA	Ds_00006363-RA
OG0008817	Av_00008726-RA, Av_00023134-RA	Ds_00015212-RA
OG0008818	Av_00010440-RA, Av_00014593-RA	Ds_00001279-RA, Ds_00001278-RA
OG0008819	Av_00003006-RA	Ds_00017230-RA
OG0008820	Av_00012321-RA, Av_00004495-RA	Ds_00016453-RA
OG0008822	Av_00021255-RA	Ds_00003373-RA
OG0008823	Av_00019949-RA	Ds_00014669-RA
OG0008824	Av_00000916-RA	Ds_00005916-RA
OG0008825	Av_00001601-RA, Av_00009161-RA	Ds_00012950-RA
OG0008827	Av_00003995-RA	Ds_00007199-RA
OG0008828	Av_00012778-RA, Av_00006229-RA	Ds_00014250-RA
