Orthogroup	A_vesiculosa.proteins	B_vulgaris.proteins
OG0012231	Av_00001853-RA	Bevul.7G148600.1.p
OG0012233	Av_00010171-RA	Bevul.5G167800.1.p
OG0012234	Av_00009816-RA, Av_00023436-RA	Bevul.8G158600.1.p
OG0012236	Av_00019954-RA	Bevul.2G139900.1.p, Bevul.2G139900.2.p
OG0012237	Av_00010343-RA	Bevul.5G069100.1.p
OG0012240	Av_00004469-RA	Bevul.7G068600.1.p
OG0012241	Av_00018831-RA	Bevul.7G154700.1.p
OG0012242	Av_00020066-RA	Bevul.9G207000.1.p
OG0012243	Av_00010192-RA	Bevul.5G060600.1.p, Bevul.5G060500.1.p
OG0012244	Av_00018211-RA	Bevul.8G211600.1.p
OG0012245	Av_00012808-RA, Av_00020210-RA	Bevul.2G180800.1.p
OG0012248	Av_00017359-RA, Av_00008484-RA	Bevul.7G229200.1.p
OG0012249	Av_00024344-RA, Av_00011732-RA	Bevul.3G157600.1.p
OG0012251	Av_00005686-RA	Bevul.2G245300.1.p
OG0012252	Av_00014500-RA	Bevul.4G107800.1.p
OG0012253	Av_00009035-RA	Bevul.8G188200.1.p
OG0012255	Av_00012656-RA	Bevul.3G188600.1.p
OG0012257	Av_00023085-RA	Bevul.4G065200.1.p
OG0012258	Av_00014640-RA	Bevul.1G164100.1.p
OG0012259	Av_00019694-RA	Bevul.5G055700.1.p
OG0012260	Av_00005894-RA	Bevul.8G016900.1.p
OG0012261	Av_00011990-RA, Av_00015628-RA	Bevul.2G237600.1.p
OG0012262	Av_00003970-RA	Bevul.2G188500.1.p
OG0012265	Av_00020693-RA	Bevul.8G011200.1.p
OG0012266	Av_00018622-RA	Bevul.2G164600.1.p
OG0012268	Av_00016418-RA	Bevul.2G238400.1.p
OG0012271	Av_00002231-RA, Av_00003465-RA	Bevul.4G118300.1.p, Bevul.1G081700.1.p
OG0012272	Av_00015668-RA	Bevul.8G095000.1.p
OG0012273	Av_00021922-RA	Bevul.7G226600.1.p
OG0012275	Av_00024031-RA, Av_00002825-RA	Bevul.5G117100.1.p
OG0012276	Av_00019468-RA	Bevul.4G082700.1.p
OG0012277	Av_00001893-RA	Bevul.6G226100.1.p
OG0012281	Av_00020426-RA	Bevul.7G191800.1.p
OG0012282	Av_00010566-RA	Bevul.4G174600.1.p
OG0012283	Av_00012485-RA	Bevul.2G139600.1.p
OG0012284	Av_00003955-RA	Bevul.2G193700.1.p
OG0012285	Av_00011927-RA	Bevul.8G212600.1.p
OG0012286	Av_00020558-RA	Bevul.4G051300.1.p
OG0012288	Av_00022473-RA	Bevul.7G216500.1.p
OG0012289	Av_00019086-RA	Bevul.2G059700.2.p, Bevul.2G059700.1.p
OG0012290	Av_00005616-RA	Bevul.8G056800.1.p
OG0012291	Av_00015688-RA	Bevul.7G044800.1.p
OG0012292	Av_00014151-RA	Bevul.8G047900.1.p
OG0012293	Av_00023304-RA	Bevul.5G133800.1.p
OG0012295	Av_00022090-RA	Bevul.8G001600.1.p
OG0012296	Av_00018298-RA	Bevul.9G139600.1.p
OG0012298	Av_00003071-RA	Bevul.4G019900.1.p
OG0012300	Av_00024459-RA	Bevul.6G218300.1.p
OG0012301	Av_00000843-RA	Bevul.2G043000.1.p
OG0012302	Av_00019678-RA	Bevul.9G037900.1.p
OG0012303	Av_00008408-RA	Bevul.4G011700.1.p
OG0012304	Av_00024910-RA	Bevul.8G020800.1.p
OG0012305	Av_00010187-RA, Av_00019126-RA	Bevul.9G169500.1.p
OG0012306	Av_00018797-RA	Bevul.3G174000.1.p
OG0012309	Av_00024834-RA	Bevul.7G216900.1.p
OG0012310	Av_00024606-RA	Bevul.5G051900.1.p
OG0012311	Av_00002351-RA	Bevul.4G073400.1.p
OG0012312	Av_00015124-RA	Bevul.4G196100.1.p
OG0012313	Av_00021072-RA	Bevul.7G185600.1.p
OG0012315	Av_00022803-RA	Bevul.2G028400.1.p
OG0012317	Av_00003967-RA	Bevul.2G190900.1.p
OG0012319	Av_00011536-RA	Bevul.1G117400.1.p
OG0012320	Av_00016763-RA	Bevul.8G125300.1.p
OG0012321	Av_00001284-RA, Av_00015086-RA	Bevul.4G139800.1.p
OG0012323	Av_00009391-RA	Bevul.3G078100.1.p
OG0012324	Av_00000643-RA	Bevul.3G212100.1.p
OG0012326	Av_00009221-RA	Bevul.3G024200.1.p
OG0012327	Av_00000037-RA	Bevul.1G181300.1.p
OG0012328	Av_00021258-RA	Bevul.2G130100.1.p
OG0012329	Av_00022757-RA	Bevul.7G045000.1.p
OG0012330	Av_00001182-RA	Bevul.4G250400.1.p
OG0012331	Av_00024058-RA	Bevul.1G062100.1.p
OG0012332	Av_00023155-RA	Bevul.9G177400.1.p
OG0012334	Av_00019170-RA	Bevul.7G093300.1.p
OG0012335	Av_00016347-RA	Bevul.6G014000.1.p
OG0012336	Av_00003018-RA	Bevul.5G003100.1.p
OG0012338	Av_00020502-RA	Bevul.1G057700.1.p
OG0012339	Av_00005504-RA	Bevul.5G027100.1.p
OG0012340	Av_00006285-RA	Bevul.8G119400.1.p
OG0012344	Av_00009260-RA, Av_00015018-RA	Bevul.5G153400.1.p
OG0012348	Av_00021616-RA, Av_00009019-RA	Bevul.2G031300.1.p
OG0012351	Av_00009837-RA, Av_00011042-RA, Av_00016870-RA	Bevul.8G209100.1.p
OG0012352	Av_00017455-RA, Av_00019633-RA	Bevul.6G160200.1.p
OG0012353	Av_00004510-RA	Bevul.7G145600.1.p
OG0012355	Av_00010490-RA	Bevul.7G143100.1.p
OG0012356	Av_00003280-RA, Av_00013972-RA	Bevul.1G203000.1.p
OG0012358	Av_00010966-RA	Bevul.1G097700.1.p
OG0012359	Av_00014219-RA	Bevul.6G225600.1.p
OG0012362	Av_00004532-RA	Bevul.9G236500.1.p
OG0012366	Av_00005564-RA	Bevul.6G114100.1.p
OG0012368	Av_00013709-RA	Bevul.6G038300.1.p
OG0012370	Av_00022831-RA, Av_00022829-RA, Av_00014929-RA	Bevul.6G041000.1.p
OG0012371	Av_00018049-RA	Bevul.5G143900.1.p
OG0012372	Av_00000345-RA, Av_00021677-RA	Bevul.6G043500.1.p
OG0012374	Av_00017452-RA	Bevul.5G236000.1.p
OG0012375	Av_00003431-RA	Bevul.5G243200.1.p
OG0012378	Av_00006360-RA, Av_00000242-RA	Bevul.6G129500.1.p
OG0012379	Av_00018579-RA	Bevul.2G148800.1.p, Bevul.2G148800.2.p, Bevul.6G030000.1.p
OG0012380	Av_00010547-RA	Bevul.5G206200.1.p
OG0012381	Av_00010546-RA	Bevul.5G205800.1.p
OG0012382	Av_00003342-RA	Bevul.6G147200.1.p
OG0012383	Av_00006522-RA	Bevul.4G240500.1.p
OG0012384	Av_00021418-RA	Bevul.5G084900.1.p
OG0012387	Av_00009351-RA	Bevul.1G079900.1.p
OG0012388	Av_00006039-RA	Bevul.2G067100.2.p, Bevul.2G067100.1.p
OG0012389	Av_00000267-RA	Bevul.6G175400.1.p
OG0012390	Av_00003943-RA	Bevul.8G009400.1.p
OG0012392	Av_00000135-RA	Bevul.4G162800.1.p
OG0012393	Av_00024377-RA	Bevul.6G228600.1.p
OG0012394	Av_00016970-RA	Bevul.6G232200.1.p
OG0012395	Av_00019925-RA	Bevul.2G207500.1.p
OG0012396	Av_00017168-RA	Bevul.5G087400.1.p
OG0012397	Av_00016969-RA	Bevul.6G232400.1.p
OG0012398	Av_00009555-RA	Bevul.7G024400.1.p
OG0012401	Av_00005284-RA	Bevul.6G242700.1.p
OG0012402	Av_00017802-RA, Av_00024043-RA	Bevul.1G212600.1.p
OG0012403	Av_00003918-RA	Bevul.2G212300.1.p
OG0012404	Av_00011305-RA	Bevul.5G216800.1.p
OG0012405	Av_00016720-RA	Bevul.6G109400.1.p
OG0012406	Av_00009506-RA, Av_00009505-RA	Bevul.3G017400.1.p
OG0012407	Av_00006258-RA	Bevul.2G111600.1.p
OG0012408	Av_00013776-RA	Bevul.5G183200.1.p
OG0012409	Av_00001704-RA, Av_00017705-RA	Bevul.5G217000.1.p
OG0012410	Av_00019936-RA	Bevul.2G216600.1.p
OG0012412	Av_00020565-RA, Av_00019462-RA	Bevul.5G048400.1.p
OG0012413	Av_00011577-RA	Bevul.6G128200.1.p
OG0012414	Av_00014837-RA	Bevul.6G238300.1.p
OG0012417	Av_00008279-RA, Av_00008278-RA	Bevul.5G197200.1.p
OG0012418	Av_00016582-RA	Bevul.5G086400.1.p
OG0012420	Av_00004293-RA	Bevul.1G148200.1.p
OG0012421	Av_00017601-RA	Bevul.3G014200.1.p
OG0012423	Av_00010501-RA	Bevul.5G177400.1.p
OG0012424	Av_00009517-RA	Bevul.3G013700.1.p
OG0012425	Av_00017252-RA	Bevul.8G208300.1.p
OG0012426	Av_00015539-RA	Bevul.6G116000.1.p
OG0012427	Av_00022006-RA, Av_00021487-RA	Bevul.6G191200.1.p
OG0012428	Av_00014935-RA	Bevul.9G234100.1.p
OG0012431	Av_00003937-RA	Bevul.2G201500.1.p
OG0012432	Av_00011298-RA	Bevul.5G014300.1.p
OG0012433	Av_00023179-RA, Av_00018705-RA	Bevul.2G071700.1.p
OG0012438	Av_00005017-RA	Bevul.2G239600.1.p
OG0012439	Av_00003924-RA, Av_00004969-RA	Bevul.2G208400.1.p
OG0012441	Av_00008741-RA, Av_00009804-RA	Bevul.8G143500.1.p
OG0012442	Av_00012949-RA, Av_00002100-RA	Bevul.5G025500.1.p
OG0012443	Av_00003940-RA	Bevul.2G201000.1.p
OG0012444	Av_00019571-RA	Bevul.7G143300.1.p
OG0012449	Av_00005039-RA	Bevul.7G000200.1.p
OG0012450	Av_00020030-RA, Av_00016544-RA	Bevul.4G227100.1.p, Bevul.4G224900.1.p
OG0012451	Av_00010746-RA	Bevul.4G033300.1.p
OG0012452	Av_00024537-RA	Bevul.1G007400.1.p
OG0012454	Av_00013963-RA, Av_00003269-RA	Bevul.1G197700.1.p
OG0012460	Av_00018444-RA	Bevul.3G131100.1.p
OG0012461	Av_00020603-RA	Bevul.3G053300.1.p
OG0012462	Av_00022615-RA	Bevul.5G095800.1.p
OG0012476	Av_00003624-RA, Av_00008689-RA, Av_00021909-RA, Av_00012122-RA	Bevul.J000900.1.p
OG0012488	Av_00009128-RA	Bevul.2G218200.2.p, Bevul.2G218200.4.p, Bevul.2G218200.3.p, Bevul.2G218200.1.p
OG0012489	Av_00022170-RA	Bevul.7G027800.1.p, Bevul.7G027800.2.p
OG0012569	Av_00001018-RA	Bevul.4G059600.1.p
OG0012573	Av_00023938-RA	Bevul.5G125200.1.p
OG0012581	Av_00004297-RA	Bevul.9G129700.1.p
OG0012583	Av_00001392-RA	Bevul.5G228600.1.p
OG0012585	Av_00021798-RA	Bevul.3G147400.1.p
OG0012586	Av_00014877-RA	Bevul.4G208700.1.p
OG0012587	Av_00006702-RA	Bevul.4G132400.1.p
OG0012589	Av_00017340-RA	Bevul.4G133200.1.p
OG0012595	Av_00024742-RA	Bevul.4G035500.1.p
OG0012596	Av_00000571-RA	Bevul.3G005200.1.p
OG0012597	Av_00022856-RA	Bevul.4G155600.1.p
OG0012599	Av_00000972-RA	Bevul.9G160200.1.p
OG0012601	Av_00018949-RA	Bevul.3G137000.1.p
OG0012603	Av_00018911-RA	Bevul.7G150200.1.p
OG0012607	Av_00002888-RA	Bevul.7G052100.1.p
OG0012610	Av_00013439-RA	Bevul.7G069700.1.p
OG0012612	Av_00000552-RA	Bevul.3G103500.1.p
OG0012613	Av_00000632-RA	Bevul.3G132700.1.p
OG0012615	Av_00014359-RA	Bevul.5G224600.1.p
OG0012616	Av_00001563-RA	Bevul.3G128100.1.p
OG0012618	Av_00022599-RA	Bevul.3G099100.1.p
OG0012624	Av_00015962-RA	Bevul.9G143500.1.p
OG0012626	Av_00008662-RA	Bevul.7G190200.1.p
OG0012631	Av_00007697-RA	Bevul.9G135900.1.p
OG0012634	Av_00022271-RA	Bevul.1G208800.1.p
OG0012635	Av_00023777-RA	Bevul.5G022700.1.p
OG0012636	Av_00000394-RA, Av_00001866-RA	Bevul.6G050900.1.p
OG0012638	Av_00018810-RA, Av_00018811-RA	Bevul.1G084700.1.p
OG0012639	Av_00003260-RA	Bevul.1G192600.1.p
OG0012641	Av_00016302-RA, Av_00011618-RA	Bevul.6G069300.1.p
OG0012643	Av_00016385-RA	Bevul.1G078600.1.p
OG0012644	Av_00019031-RA	Bevul.9G217900.1.p
OG0012645	Av_00005529-RA	Bevul.5G002600.1.p
OG0012646	Av_00021501-RA	Bevul.2G072400.1.p
OG0012647	Av_00004579-RA	Bevul.2G022000.1.p
OG0012652	Av_00016680-RA, Av_00022553-RA	Bevul.1G080800.1.p
OG0012653	Av_00009360-RA	Bevul.9G031900.1.p
OG0012655	Av_00009974-RA	Bevul.2G149000.1.p
OG0012656	Av_00001726-RA	Bevul.7G103400.1.p
OG0012660	Av_00002538-RA	Bevul.8G116400.1.p
OG0012662	Av_00016342-RA	Bevul.6G016500.1.p
OG0012666	Av_00007151-RA	Bevul.9G124400.1.p
OG0012667	Av_00016721-RA	Bevul.1G066400.1.p
OG0012672	Av_00023275-RA, Av_00008065-RA	Bevul.7G000800.1.p
OG0012673	Av_00010059-RA	Bevul.9G189100.1.p
OG0012674	Av_00020072-RA	Bevul.8G085600.1.p
OG0012675	Av_00005915-RA	Bevul.8G026400.1.p
OG0012676	Av_00007877-RA	Bevul.4G045900.1.p
OG0012683	Av_00008541-RA	Bevul.9G068600.1.p, Bevul.9G068600.2.p, Bevul.9G068600.3.p
OG0012688	Av_00005917-RA	Bevul.8G028700.1.p
OG0012691	Av_00005625-RA	Bevul.8G060000.1.p
OG0012693	Av_00010567-RA	Bevul.8G067500.1.p
OG0012697	Av_00005888-RA	Bevul.8G014800.1.p
OG0012701	Av_00010050-RA	Bevul.9G227400.1.p
OG0012705	Av_00012331-RA	Bevul.8G150100.1.p
OG0012706	Av_00008886-RA	Bevul.8G202400.1.p
OG0012707	Av_00009824-RA	Bevul.9G218100.1.p
OG0012708	Av_00017409-RA	Bevul.1G182200.1.p
OG0012711	Av_00018915-RA	Bevul.8G108800.1.p
OG0012713	Av_00001095-RA	Bevul.2G122200.1.p
OG0012714	Av_00023075-RA	Bevul.5G107500.1.p
OG0012719	Av_00009070-RA	Bevul.2G161700.1.p
OG0012720	Av_00012326-RA	Bevul.8G152800.1.p
OG0012721	Av_00009113-RA	Bevul.2G204100.1.p
OG0012725	Av_00017183-RA	Bevul.8G196200.1.p
OG0012726	Av_00012944-RA	Bevul.3G051400.1.p
OG0012730	Av_00003452-RA, Av_00004833-RA	Bevul.8G123800.1.p
OG0012731	Av_00012924-RA	Bevul.3G077500.1.p
OG0012734	Av_00003472-RA	Bevul.1G112600.1.p
OG0012736	Av_00018935-RA	Bevul.7G170100.1.p
OG0012737	Av_00022445-RA	Bevul.9G193500.1.p
OG0012738	Av_00013632-RA	Bevul.7G158100.1.p
OG0012739	Av_00010079-RA	Bevul.2G016500.1.p
OG0012741	Av_00008382-RA	Bevul.9G115400.1.p
OG0012742	Av_00023426-RA	Bevul.4G182200.1.p
OG0012743	Av_00008322-RA	Bevul.2G141900.1.p
OG0012745	Av_00018356-RA	Bevul.3G144300.1.p
OG0012746	Av_00003197-RA	Bevul.1G124600.1.p
OG0012750	Av_00001190-RA	Bevul.1G072900.1.p
OG0012751	Av_00008875-RA	Bevul.8G198200.1.p
OG0012752	Av_00010373-RA	Bevul.5G007300.1.p
OG0012753	Av_00004917-RA	Bevul.8G165800.1.p
OG0012756	Av_00000023-RA	Bevul.1G130000.1.p
OG0012757	Av_00020770-RA, Av_00007183-RA, Av_00007184-RA	Bevul.5G175200.1.p
OG0012758	Av_00020790-RA	Bevul.9G208300.1.p
OG0012759	Av_00012922-RA	Bevul.8G199400.1.p
OG0012761	Av_00009744-RA	Bevul.7G129400.1.p
OG0012762	Av_00002892-RA	Bevul.7G050100.1.p
OG0012763	Av_00015148-RA	Bevul.4G106800.1.p
OG0012764	Av_00021823-RA	Bevul.8G016300.1.p
OG0012766	Av_00003820-RA	Bevul.7G004600.1.p
OG0012768	Av_00020180-RA	Bevul.7G064100.1.p
OG0012770	Av_00019897-RA	Bevul.9G070400.1.p
OG0012772	Av_00019476-RA	Bevul.4G086700.1.p
OG0012773	Av_00017513-RA	Bevul.5G136600.1.p
OG0012774	Av_00005359-RA	Bevul.6G215300.1.p
OG0012775	Av_00014338-RA	Bevul.2G111700.1.p
OG0012776	Av_00008492-RA	Bevul.7G226700.1.p
OG0012777	Av_00023565-RA	Bevul.3G213800.1.p
OG0012778	Av_00022690-RA	Bevul.5G114400.1.p
OG0012779	Av_00023166-RA	Bevul.3G074400.1.p
OG0012780	Av_00021090-RA	Bevul.7G193200.1.p, Bevul.7G193600.1.p
OG0012781	Av_00010160-RA	Bevul.9G035500.1.p
OG0012782	Av_00020029-RA	Bevul.7G045200.1.p
OG0012785	Av_00008811-RA	Bevul.9G157700.1.p
OG0012787	Av_00017346-RA	Bevul.7G178200.1.p
OG0012788	Av_00006562-RA, Av_00016528-RA	Bevul.4G215900.1.p
OG0012789	Av_00015569-RA, Av_00009076-RA	Bevul.9G195800.1.p
OG0012790	Av_00008123-RA	Bevul.4G222400.1.p
OG0012792	Av_00008248-RA	Bevul.2G112600.1.p
OG0012793	Av_00011402-RA	Bevul.9G210800.1.p
OG0012795	Av_00007816-RA	Bevul.5G054100.1.p
OG0012797	Av_00004773-RA	Bevul.5G176700.1.p
OG0012798	Av_00023121-RA	Bevul.8G022000.1.p
OG0012799	Av_00007669-RA	Bevul.4G142700.1.p
OG0012802	Av_00023806-RA	Bevul.4G000900.1.p
OG0012804	Av_00015884-RA	Bevul.5G052000.1.p
OG0012806	Av_00020026-RA	Bevul.7G040600.1.p, Bevul.7G041200.1.p
OG0012808	Av_00011541-RA, Av_00000129-RA	Bevul.3G232000.1.p
OG0012809	Av_00018453-RA	Bevul.6G144800.1.p
OG0012811	Av_00003712-RA	Bevul.8G039900.1.p
OG0012812	Av_00009488-RA	Bevul.3G027400.1.p
OG0012814	Av_00006559-RA	Bevul.4G219300.1.p
OG0012816	Av_00012692-RA	Bevul.5G177800.1.p
OG0012817	Av_00010174-RA	Bevul.9G029400.1.p
OG0012820	Av_00003537-RA	Bevul.2G030900.1.p
OG0012821	Av_00010262-RA, Av_00012844-RA	Bevul.2G132200.1.p
OG0012822	Av_00002829-RA	Bevul.5G139200.1.p
OG0012823	Av_00000276-RA	Bevul.6G143200.1.p
OG0012824	Av_00012655-RA	Bevul.3G187600.1.p
OG0012827	Av_00013454-RA, Av_00016425-RA	Bevul.7G062700.1.p
OG0012828	Av_00017178-RA	Bevul.4G067800.1.p
OG0012831	Av_00019802-RA	Bevul.3G007900.1.p
OG0012833	Av_00023861-RA	Bevul.7G194100.1.p
OG0012834	Av_00014233-RA	Bevul.6G103500.1.p
OG0012835	Av_00023586-RA	Bevul.9G185200.1.p
OG0012836	Av_00020468-RA	Bevul.3G107200.1.p, Bevul.9G022800.1.p
OG0012837	Av_00019440-RA	Bevul.1G031200.1.p
OG0012838	Av_00002255-RA	Bevul.5G262400.1.p
OG0012839	Av_00004608-RA	Bevul.9G212700.1.p
OG0012842	Av_00002989-RA	Bevul.5G063100.1.p
OG0012844	Av_00010953-RA	Bevul.1G101600.1.p
OG0012845	Av_00008501-RA	Bevul.7G179100.1.p
OG0012846	Av_00010399-RA	Bevul.2G248400.1.p
OG0012847	Av_00002872-RA	Bevul.7G062000.1.p
OG0012848	Av_00021193-RA	Bevul.5G203800.1.p
OG0012849	Av_00003262-RA	Bevul.1G195700.1.p
OG0012851	Av_00011650-RA	Bevul.6G053900.1.p
OG0012852	Av_00000813-RA	Bevul.5G240500.1.p
OG0012853	Av_00018131-RA	Bevul.5G058100.1.p
OG0012855	Av_00013838-RA	Bevul.7G140800.1.p
OG0012856	Av_00009257-RA	Bevul.5G155300.1.p
OG0012857	Av_00001899-RA	Bevul.6G101000.1.p
OG0012858	Av_00015977-RA, Av_00011375-RA	Bevul.9G131700.1.p, Bevul.9G131800.1.p
OG0012859	Av_00007393-RA, Av_00003788-RA	Bevul.8G177500.1.p
OG0012860	Av_00015317-RA	Bevul.4G127900.1.p
OG0012866	Av_00015935-RA	Bevul.1G193600.1.p
OG0012868	Av_00022623-RA	Bevul.7G126200.1.p
OG0012869	Av_00021818-RA	Bevul.5G124400.1.p
OG0012870	Av_00009713-RA, Av_00023833-RA	Bevul.5G235100.1.p
OG0012871	Av_00007439-RA	Bevul.2G079300.1.p
OG0012873	Av_00018365-RA, Av_00005155-RA	Bevul.8G137500.1.p
OG0012874	Av_00021292-RA	Bevul.5G222400.1.p
OG0012876	Av_00022508-RA	Bevul.7G035700.1.p
OG0012877	Av_00006895-RA	Bevul.4G156200.1.p
OG0012878	Av_00012277-RA	Bevul.9G171400.1.p
OG0012879	Av_00023537-RA	Bevul.3G221500.1.p
OG0012880	Av_00008804-RA	Bevul.9G232000.1.p
OG0012881	Av_00011584-RA	Bevul.6G163000.1.p
OG0012882	Av_00017627-RA	Bevul.3G028900.1.p
OG0012884	Av_00001665-RA	Bevul.3G036800.1.p
OG0012885	Av_00019242-RA	Bevul.9G199600.1.p
OG0012894	Av_00007970-RA	Bevul.3G172400.1.p
OG0012896	Av_00013787-RA	Bevul.5G190000.1.p
OG0012898	Av_00006436-RA	Bevul.6G245000.1.p
OG0012899	Av_00001709-RA	Bevul.5G214700.1.p
OG0012902	Av_00012427-RA	Bevul.5G188900.1.p
OG0012903	Av_00002693-RA	Bevul.6G242800.1.p
OG0012904	Av_00014840-RA, Av_00016616-RA	Bevul.4G163700.1.p
OG0012905	Av_00005278-RA	Bevul.6G240600.1.p
OG0012906	Av_00005575-RA, Av_00006010-RA	Bevul.7G109100.1.p
OG0012911	Av_00004544-RA	Bevul.9G158200.1.p
OG0012915	Av_00010110-RA	Bevul.2G204800.1.p
OG0012916	Av_00010533-RA	Bevul.5G195500.1.p
OG0012920	Av_00015613-RA	Bevul.3G020800.1.p
OG0012921	Av_00006402-RA	Bevul.6G083400.1.p
OG0012922	Av_00004699-RA	Bevul.9G005400.1.p
OG0012925	Av_00003696-RA	Bevul.8G050300.1.p
OG0012926	Av_00018439-RA	Bevul.6G139000.1.p
OG0012927	Av_00002748-RA	Bevul.6G117800.1.p
OG0012930	Av_00010330-RA, Av_00014513-RA	Bevul.5G063500.1.p
OG0012936	Av_00013615-RA	Bevul.2G098500.1.p
OG0012938	Av_00009507-RA, Av_00018892-RA	Bevul.2G178600.1.p, Bevul.2G178300.1.p
OG0012939	Av_00004672-RA	Bevul.2G177500.1.p
OG0012941	Av_00022485-RA, Av_00000874-RA	Bevul.8G094400.1.p
OG0012942	Av_00013548-RA	Bevul.3G124800.1.p, Bevul.8G030800.1.p, Bevul.1G147300.1.p
OG0012945	Av_00017961-RA	Bevul.2G119400.2.p, Bevul.2G119400.3.p, Bevul.2G119400.1.p, Bevul.2G119400.4.p
OG0012946	Av_00018692-RA, Av_00001397-RA	Bevul.5G224000.1.p
OG0012948	Av_00008398-RA, Av_00008396-RA, Av_00008397-RA, Av_00018655-RA	Bevul.4G003900.1.p
OG0012951	Av_00006996-RA, Av_00011854-RA	Bevul.4G231000.1.p
OG0012952	Av_00004177-RA	Bevul.1G011900.1.p
OG0012956	Av_00018872-RA	Bevul.3G028700.1.p, Bevul.4G110000.1.p, Bevul.3G028500.1.p
OG0012958	Av_00020853-RA	Bevul.4G096000.1.p, Bevul.3G119800.1.p
OG0012961	Av_00001550-RA, Av_00001549-RA, Av_00013521-RA	Bevul.3G059400.1.p
OG0012966	Av_00009059-RA	Bevul.8G166600.1.p
OG0012970	Av_00005395-RA	Bevul.6G123100.1.p
OG0012971	Av_00014828-RA, Av_00022758-RA	Bevul.6G048600.1.p
OG0012974	Av_00002397-RA	Bevul.4G053600.1.p
OG0012976	Av_00009674-RA, Av_00002280-RA	Bevul.5G255400.1.p
OG0012977	Av_00001923-RA	Bevul.6G063200.1.p, Bevul.6G063600.1.p
OG0012979	Av_00017381-RA, Av_00008467-RA, Av_00017855-RA, Av_00017490-RA, Av_00008468-RA	Bevul.7G080200.1.p, Bevul.9G097600.2.p, Bevul.9G097600.4.p
OG0012982	Av_00004758-RA	Bevul.9G028500.1.p
OG0012984	Av_00008531-RA, Av_00021809-RA	Bevul.9G077100.1.p, Bevul.9G077100.4.p, Bevul.9G077100.3.p, Bevul.9G077100.2.p
OG0013013	Av_00018734-RA, Av_00004264-RA	Bevul.3G136000.1.p
OG0013014	Av_00019383-RA	Bevul.5G245300.1.p
OG0013016	Av_00002486-RA	Bevul.4G032800.1.p
OG0013118	Av_00022418-RA	Bevul.8G200100.1.p
OG0013119	Av_00016249-RA	Bevul.4G136300.1.p
OG0013120	Av_00008702-RA	Bevul.2G072900.1.p
OG0013121	Av_00006153-RA	Bevul.7G200300.1.p
OG0013124	Av_00011817-RA	Bevul.4G209300.1.p
OG0013130	Av_00024474-RA	Bevul.9G043500.1.p
OG0013131	Av_00006644-RA	Bevul.4G168900.1.p
OG0013135	Av_00008048-RA	Bevul.7G036100.1.p
OG0013136	Av_00024747-RA	Bevul.3G216200.1.p
OG0013139	Av_00014745-RA	Bevul.3G111800.1.p
OG0013142	Av_00023787-RA	Bevul.6G045900.1.p
OG0013144	Av_00012418-RA	Bevul.3G114300.1.p
OG0013150	Av_00011855-RA	Bevul.4G230800.1.p
OG0013153	Av_00021199-RA	Bevul.4G088000.1.p
OG0013154	Av_00002204-RA	Bevul.7G112200.1.p
OG0013157	Av_00006924-RA	Bevul.4G196700.1.p
OG0013160	Av_00011473-RA	Bevul.1G115100.1.p
OG0013161	Av_00001828-RA	Bevul.6G070600.1.p
OG0013164	Av_00004181-RA	Bevul.1G117200.1.p
OG0013166	Av_00019723-RA, Av_00003288-RA	Bevul.1G206500.1.p
OG0013167	Av_00005528-RA	Bevul.5G007100.1.p
OG0013169	Av_00001687-RA, Av_00001689-RA	Bevul.7G142700.1.p
OG0013170	Av_00004621-RA	Bevul.9G225300.1.p
OG0013177	Av_00013440-RA	Bevul.3G059500.1.p
OG0013178	Av_00018349-RA	Bevul.3G029800.1.p
OG0013180	Av_00011137-RA	Bevul.1G056600.1.p
OG0013183	Av_00010130-RA	Bevul.6G091000.1.p
OG0013184	Av_00003208-RA, Av_00013901-RA	Bevul.9G012000.1.p
OG0013185	Av_00015374-RA	Bevul.6G050400.1.p
OG0013188	Av_00008803-RA	Bevul.9G232100.1.p
OG0013191	Av_00003752-RA	Bevul.1G046200.1.p
OG0013193	Av_00017206-RA	Bevul.6G208000.1.p
OG0013199	Av_00020410-RA	Bevul.4G061200.1.p
OG0013211	Av_00020894-RA	Bevul.1G134000.1.p
OG0013213	Av_00019771-RA	Bevul.1G199700.1.p
OG0013214	Av_00017906-RA	Bevul.9G072200.1.p
OG0013217	Av_00017124-RA	Bevul.1G054400.1.p, Bevul.9G073000.1.p
OG0013221	Av_00004402-RA	Bevul.2G127600.1.p
OG0013222	Av_00001074-RA	Bevul.9G178800.1.p
OG0013223	Av_00021335-RA	Bevul.5G103500.1.p
OG0013224	Av_00022253-RA	Bevul.4G105500.1.p
OG0013225	Av_00022756-RA	Bevul.6G048900.1.p
OG0013226	Av_00003604-RA	Bevul.2G118700.1.p
OG0013227	Av_00004027-RA	Bevul.8G176600.1.p
OG0013231	Av_00003215-RA	Bevul.1G120100.1.p
OG0013236	Av_00015053-RA	Bevul.3G029900.1.p
OG0013239	Av_00016696-RA	Bevul.3G073400.1.p
OG0013243	Av_00010525-RA, Av_00024964-RA	Bevul.3G098800.1.p
OG0013245	Av_00000466-RA	Bevul.6G027100.1.p
OG0013251	Av_00013607-RA	Bevul.1G197300.1.p
OG0013261	Av_00000705-RA	Bevul.3G220500.1.p
