Orthogroup	D_muscipula.proteins	B_vulgaris.proteins
OG0011584	Dm_00016926-RA	Bevul.4G076000.1.p
OG0011585	Dm_00013838-RA, Dm_00019969-RA	Bevul.1G124900.1.p
OG0011588	Dm_00015321-RA	Bevul.5G025700.1.p
OG0011590	Dm_00004596-RA	Bevul.3G203700.1.p
OG0011591	Dm_00016653-RA	Bevul.7G072400.1.p
OG0011593	Dm_00004110-RA	Bevul.1G135200.1.p
OG0011595	Dm_00020865-RA	Bevul.2G233500.1.p
OG0011596	Dm_00014678-RA	Bevul.1G129100.1.p
OG0011597	Dm_00003861-RA	Bevul.8G132500.1.p
OG0011598	Dm_00019982-RA	Bevul.5G107800.1.p
OG0011599	Dm_00002042-RA	Bevul.3G045500.1.p
OG0011600	Dm_00003717-RA	Bevul.5G077800.1.p
OG0011604	Dm_00001824-RA	Bevul.4G169400.1.p
OG0011605	Dm_00002961-RA	Bevul.3G067000.1.p
OG0011606	Dm_00012354-RA	Bevul.6G184400.1.p
OG0011607	Dm_00002041-RA	Bevul.3G045200.1.p
OG0011611	Dm_00014041-RA	Bevul.4G066500.1.p
OG0011612	Dm_00011245-RA	Bevul.4G066900.1.p
OG0011613	Dm_00015708-RA	Bevul.8G074000.1.p
OG0011615	Dm_00017762-RA	Bevul.5G145400.1.p
OG0011616	Dm_00017453-RA	Bevul.2G247300.1.p
OG0011618	Dm_00006516-RA	Bevul.9G037000.2.p, Bevul.9G037000.1.p, Bevul.9G037000.3.p
OG0011619	Dm_00012944-RA	Bevul.9G018900.1.p
OG0011620	Dm_00009944-RA	Bevul.6G199300.1.p
OG0011622	Dm_00014708-RA	Bevul.2G051000.2.p, Bevul.2G051000.1.p
OG0011627	Dm_00007047-RA	Bevul.8G212500.1.p
OG0011629	Dm_00006145-RA	Bevul.4G052100.1.p
OG0011630	Dm_00011662-RA	Bevul.4G082900.1.p
OG0011632	Dm_00012199-RA	Bevul.3G046400.1.p
OG0011633	Dm_00013506-RA	Bevul.7G222700.1.p
OG0011636	Dm_00000502-RA	Bevul.9G019300.1.p
OG0011638	Dm_00018154-RA	Bevul.9G046500.1.p
OG0011639	Dm_00014641-RA	Bevul.2G220700.1.p
OG0011640	Dm_00007806-RA	Bevul.4G222800.1.p
OG0011642	Dm_00017120-RA	Bevul.7G198700.1.p
OG0011644	Dm_00004536-RA	Bevul.8G029000.1.p
OG0011646	Dm_00016282-RA	Bevul.2G192700.1.p
OG0011649	Dm_00004782-RA	Bevul.7G209600.1.p
OG0011650	Dm_00018735-RA	Bevul.4G193400.1.p
OG0011652	Dm_00013013-RA	Bevul.4G245700.1.p
OG0011653	Dm_00005772-RA	Bevul.7G215700.1.p
OG0011654	Dm_00020512-RA	Bevul.4G075000.1.p
OG0011655	Dm_00004269-RA	Bevul.8G091800.1.p
OG0011656	Dm_00012604-RA	Bevul.7G064600.1.p
OG0011657	Dm_00001097-RA	Bevul.6G049000.1.p
OG0011658	Dm_00006971-RA	Bevul.7G183300.1.p
OG0011661	Dm_00017308-RA	Bevul.5G138500.1.p
OG0011662	Dm_00020027-RA	Bevul.3G103800.1.p
OG0011664	Dm_00010936-RA	Bevul.7G181400.1.p
OG0011665	Dm_00001298-RA	Bevul.3G204900.1.p
OG0011666	Dm_00012948-RA	Bevul.4G074000.1.p
OG0011667	Dm_00012804-RA	Bevul.4G249000.1.p
OG0011668	Dm_00010150-RA	Bevul.9G039800.1.p
OG0011669	Dm_00007446-RA	Bevul.2G188300.1.p
OG0011671	Dm_00004402-RA	Bevul.6G150000.1.p
OG0011672	Dm_00000201-RA	Bevul.2G020100.1.p
OG0011674	Dm_00000347-RA	Bevul.8G084700.1.p
OG0011675	Dm_00003125-RA	Bevul.3G209900.1.p
OG0011676	Dm_00015778-RA	Bevul.4G061600.1.p, Bevul.4G062000.1.p
OG0011677	Dm_00015479-RA	Bevul.4G109700.1.p
OG0011679	Dm_00006962-RA	Bevul.7G058700.1.p
OG0011680	Dm_00002543-RA	Bevul.7G012800.1.p
OG0011682	Dm_00007533-RA	Bevul.8G054300.1.p
OG0011683	Dm_00003379-RA	Bevul.3G204800.1.p
OG0011684	Dm_00012891-RA	Bevul.8G093000.1.p
OG0011685	Dm_00015021-RA	Bevul.1G147100.1.p
OG0011686	Dm_00000668-RA	Bevul.8G007100.1.p
OG0011687	Dm_00020500-RA	Bevul.8G050600.1.p
OG0011688	Dm_00019768-RA	Bevul.7G003900.1.p
OG0011689	Dm_00014845-RA	Bevul.1G062400.1.p
OG0011691	Dm_00000687-RA	Bevul.8G013600.1.p
OG0011693	Dm_00006096-RA	Bevul.2G196700.1.p
OG0011694	Dm_00002281-RA	Bevul.8G023000.1.p
OG0011696	Dm_00010907-RA	Bevul.4G223000.1.p
OG0011697	Dm_00005554-RA	Bevul.7G196200.1.p
OG0011699	Dm_00010081-RA	Bevul.7G050900.1.p
OG0011700	Dm_00018353-RA	Bevul.2G251100.1.p
OG0011701	Dm_00010135-RA	Bevul.2G040700.1.p
OG0011704	Dm_00007304-RA, Dm_00002842-RA	Bevul.4G119400.1.p
OG0011705	Dm_00012240-RA	Bevul.3G121400.1.p
OG0011706	Dm_00018806-RA	Bevul.8G096200.1.p
OG0011707	Dm_00017972-RA	Bevul.8G011500.1.p
OG0011708	Dm_00000824-RA	Bevul.4G045400.1.p
OG0011709	Dm_00009170-RA	Bevul.7G177500.1.p
OG0011711	Dm_00006564-RA	Bevul.6G045800.1.p
OG0011712	Dm_00013849-RA	Bevul.6G169100.1.p
OG0011714	Dm_00016405-RA	Bevul.6G200900.1.p
OG0011716	Dm_00001697-RA	Bevul.7G140400.1.p
OG0011717	Dm_00000313-RA	Bevul.5G151000.1.p
OG0011718	Dm_00004591-RA	Bevul.1G019100.1.p
OG0011719	Dm_00009888-RA, Dm_00009889-RA	Bevul.5G145500.1.p
OG0011720	Dm_00013531-RA	Bevul.9G174100.1.p
OG0011722	Dm_00012911-RA	Bevul.6G051700.1.p
OG0011723	Dm_00000292-RA	Bevul.5G156400.1.p
OG0011724	Dm_00015424-RA	Bevul.3G088500.1.p
OG0011725	Dm_00001472-RA	Bevul.1G065900.1.p
OG0011726	Dm_00008034-RA	Bevul.4G170000.1.p
OG0011727	Dm_00004538-RA	Bevul.4G022000.1.p
OG0011729	Dm_00004098-RA	Bevul.1G215000.1.p
OG0011730	Dm_00005817-RA	Bevul.6G176800.1.p
OG0011731	Dm_00012384-RA	Bevul.1G122600.1.p
OG0011733	Dm_00009206-RA	Bevul.6G019000.1.p
OG0011736	Dm_00001820-RA	Bevul.4G168200.1.p
OG0011737	Dm_00003357-RA	Bevul.6G092300.1.p
OG0011738	Dm_00007658-RA	Bevul.5G100600.1.p
OG0011739	Dm_00013526-RA	Bevul.9G176700.1.p
OG0011740	Dm_00017582-RA	Bevul.3G162200.1.p
OG0011742	Dm_00012780-RA	Bevul.1G001600.1.p
OG0011744	Dm_00013826-RA	Bevul.4G175600.1.p, Bevul.5G143700.1.p
OG0011745	Dm_00007190-RA	Bevul.2G113800.1.p
OG0011746	Dm_00000734-RA, Dm_00004746-RA	Bevul.8G209300.1.p
OG0011747	Dm_00011703-RA	Bevul.6G019300.1.p
OG0011749	Dm_00003151-RA	Bevul.4G159000.1.p
OG0011752	Dm_00014358-RA	Bevul.6G215700.1.p
OG0011753	Dm_00019443-RA	Bevul.3G150800.1.p
OG0011754	Dm_00014909-RA	Bevul.1G049000.1.p
OG0011755	Dm_00002235-RA	Bevul.6G036100.1.p
OG0011756	Dm_00019906-RA	Bevul.6G168400.1.p
OG0011759	Dm_00006622-RA	Bevul.1G067700.1.p, Bevul.1G067900.1.p
OG0011760	Dm_00006624-RA	Bevul.1G075000.1.p
OG0011761	Dm_00009613-RA	Bevul.1G112800.1.p
OG0011762	Dm_00013412-RA	Bevul.6G223800.1.p
OG0011763	Dm_00003484-RA	Bevul.9G231300.1.p
OG0011764	Dm_00006395-RA	Bevul.7G230500.1.p
OG0011765	Dm_00012591-RA	Bevul.9G234300.1.p
OG0011766	Dm_00014059-RA	Bevul.3G122400.1.p
OG0011767	Dm_00003919-RA	Bevul.4G142300.1.p
OG0011768	Dm_00013822-RA	Bevul.1G072200.1.p
OG0011770	Dm_00008871-RA	Bevul.3G077400.1.p
OG0011771	Dm_00017139-RA	Bevul.6G172300.1.p
OG0011772	Dm_00017600-RA	Bevul.6G209400.1.p
OG0011774	Dm_00008960-RA	Bevul.1G147600.1.p
OG0011775	Dm_00005137-RA	Bevul.3G181300.1.p
OG0011776	Dm_00009939-RA	Bevul.1G063700.1.p
OG0011778	Dm_00010294-RA	Bevul.1G060800.1.p
OG0011780	Dm_00000296-RA	Bevul.5G155700.1.p
OG0011781	Dm_00019097-RA, Dm_00020443-RA	Bevul.4G082300.1.p
OG0011782	Dm_00008048-RA	Bevul.5G243100.1.p
OG0011784	Dm_00012112-RA	Bevul.5G023500.1.p
OG0011785	Dm_00007774-RA	Bevul.1G202900.1.p
OG0011786	Dm_00011657-RA	Bevul.3G069700.1.p
OG0011787	Dm_00008120-RA	Bevul.2G000800.1.p
OG0011788	Dm_00002371-RA	Bevul.1G003400.1.p
OG0011789	Dm_00014064-RA	Bevul.2G108500.1.p
OG0011790	Dm_00003691-RA	Bevul.7G113500.1.p
OG0011791	Dm_00015247-RA	Bevul.8G101300.1.p
OG0011792	Dm_00011165-RA	Bevul.6G055100.1.p
OG0011794	Dm_00001160-RA	Bevul.9G001100.1.p
OG0011795	Dm_00007374-RA	Bevul.5G099500.1.p
OG0011797	Dm_00004618-RA	Bevul.6G114800.1.p, Bevul.4G063600.1.p
OG0011799	Dm_00015742-RA	Bevul.1G144700.1.p
OG0011801	Dm_00011041-RA	Bevul.4G236200.1.p, Bevul.4G235800.1.p
OG0011802	Dm_00009098-RA	Bevul.6G179600.1.p
OG0011803	Dm_00012114-RA	Bevul.5G091900.1.p
OG0011808	Dm_00018797-RA	Bevul.7G138700.1.p
OG0011810	Dm_00005475-RA	Bevul.2G216800.2.p, Bevul.2G216800.1.p
OG0011814	Dm_00019268-RA	Bevul.3G166100.1.p
OG0011815	Dm_00005962-RA	Bevul.6G244300.1.p
OG0011816	Dm_00004179-RA	Bevul.5G176000.1.p
OG0011817	Dm_00000976-RA	Bevul.J000800.1.p
OG0011818	Dm_00018436-RA	Bevul.5G187300.1.p
OG0011820	Dm_00018477-RA	Bevul.8G159700.1.p
OG0011821	Dm_00012007-RA	Bevul.2G203000.1.p
OG0011823	Dm_00006071-RA	Bevul.6G079800.1.p
OG0011824	Dm_00013083-RA	Bevul.5G089500.1.p
OG0011827	Dm_00014808-RA	Bevul.5G191000.1.p
OG0011828	Dm_00004790-RA	Bevul.5G168100.1.p
OG0011830	Dm_00009164-RA	Bevul.2G250500.1.p
OG0011831	Dm_00001888-RA	Bevul.4G004500.1.p
OG0011833	Dm_00008857-RA	Bevul.6G121400.1.p
OG0011834	Dm_00003185-RA	Bevul.6G077800.1.p
OG0011835	Dm_00007250-RA	Bevul.6G125300.1.p
OG0011838	Dm_00010093-RA	Bevul.6G245400.1.p, Bevul.5G152600.1.p
OG0011839	Dm_00010917-RA	Bevul.8G103400.1.p
OG0011842	Dm_00005419-RA, Dm_00015798-RA	Bevul.9G064300.1.p
OG0011843	Dm_00007384-RA	Bevul.1G141700.1.p
OG0011844	Dm_00018435-RA	Bevul.5G187800.1.p
OG0011847	Dm_00016256-RA	Bevul.2G209400.1.p
OG0011850	Dm_00015612-RA	Bevul.9G007000.1.p
OG0011853	Dm_00013799-RA	Bevul.6G077700.1.p
OG0011854	Dm_00009984-RA	Bevul.6G077200.1.p
OG0011855	Dm_00019285-RA	Bevul.5G195800.1.p
OG0011856	Dm_00014570-RA	Bevul.5G099000.1.p
OG0011857	Dm_00014520-RA	Bevul.7G072000.1.p
OG0011859	Dm_00006799-RA	Bevul.6G043000.1.p
OG0011860	Dm_00014096-RA	Bevul.9G181700.1.p
OG0011862	Dm_00003332-RA	Bevul.5G216400.1.p
OG0011865	Dm_00007308-RA	Bevul.4G120200.1.p
OG0011867	Dm_00014300-RA, Dm_00014299-RA	Bevul.5G142400.1.p
OG0011868	Dm_00009456-RA	Bevul.6G205600.1.p
OG0011869	Dm_00003426-RA	Bevul.3G221700.1.p
OG0011870	Dm_00002864-RA	Bevul.6G245100.1.p
OG0011871	Dm_00001609-RA	Bevul.6G133200.1.p
OG0011875	Dm_00003329-RA	Bevul.5G215000.1.p
OG0011876	Dm_00004919-RA	Bevul.5G212700.1.p
OG0011877	Dm_00007628-RA	Bevul.4G097400.1.p
OG0011879	Dm_00011438-RA, Dm_00010629-RA	Bevul.2G055000.4.p, Bevul.2G055000.3.p, Bevul.2G055000.2.p, Bevul.2G055000.1.p, Bevul.2G058200.1.p, Bevul.2G054900.1.p, Bevul.2G054800.1.p
OG0011882	Dm_00017969-RA	Bevul.5G026100.1.p
OG0011884	Dm_00009345-RA	Bevul.2G064300.1.p
OG0011888	Dm_00001779-RA	Bevul.7G033700.1.p
OG0011890	Dm_00001099-RA	Bevul.6G048100.1.p
OG0011891	Dm_00015616-RA	Bevul.2G136400.1.p
OG0011892	Dm_00008652-RA	Bevul.5G250300.1.p
OG0011893	Dm_00005485-RA, Dm_00004464-RA	Bevul.4G179300.1.p
OG0011896	Dm_00006270-RA	Bevul.1G211200.1.p
OG0011897	Dm_00004208-RA	Bevul.1G195800.1.p
OG0011899	Dm_00009614-RA	Bevul.1G113100.1.p
OG0011902	Dm_00020525-RA, Dm_00020524-RA	Bevul.3G039600.1.p
OG0011912	Dm_00002578-RA	Bevul.3G062100.1.p, Bevul.3G097900.1.p
OG0011913	Dm_00012801-RA	Bevul.3G003700.1.p
OG0011914	Dm_00011974-RA	Bevul.3G173300.1.p
OG0011916	Dm_00012387-RA	Bevul.8G076900.1.p
OG0011918	Dm_00012192-RA	Bevul.6G109500.1.p
OG0011922	Dm_00007483-RA, Dm_00004956-RA, Dm_00012764-RA	Bevul.4G011100.1.p, Bevul.3G233500.1.p
OG0011925	Dm_00004850-RA	Bevul.9G140700.1.p
OG0012005	Dm_00000570-RA	Bevul.4G153100.1.p
OG0012008	Dm_00019139-RA	Bevul.7G186500.1.p
OG0012009	Dm_00000556-RA	Bevul.6G093500.1.p
OG0012012	Dm_00004554-RA	Bevul.7G049600.2.p, Bevul.7G049600.1.p
OG0012013	Dm_00018366-RA	Bevul.3G160200.1.p
OG0012016	Dm_00019617-RA	Bevul.5G230900.1.p
OG0012017	Dm_00006769-RA	Bevul.4G023300.1.p
OG0012019	Dm_00010639-RA	Bevul.3G005400.1.p
OG0012022	Dm_00000929-RA	Bevul.7G122100.1.p
OG0012025	Dm_00011303-RA	Bevul.4G083500.1.p
OG0012026	Dm_00002456-RA	Bevul.4G216500.1.p
OG0012027	Dm_00004979-RA	Bevul.2G039000.1.p
OG0012028	Dm_00008479-RA	Bevul.3G225800.1.p
OG0012029	Dm_00017875-RA	Bevul.7G218500.1.p
OG0012031	Dm_00009357-RA	Bevul.5G231600.1.p
OG0012032	Dm_00002481-RA	Bevul.2G206900.1.p
OG0012033	Dm_00018458-RA	Bevul.7G114200.1.p
OG0012034	Dm_00007106-RA	Bevul.7G231400.1.p
OG0012035	Dm_00009153-RA	Bevul.4G020600.1.p
OG0012036	Dm_00019962-RA	Bevul.9G132800.1.p
OG0012038	Dm_00001841-RA	Bevul.4G141000.1.p
OG0012039	Dm_00020133-RA	Bevul.3G007700.1.p
OG0012041	Dm_00003730-RA	Bevul.9G203600.1.p
OG0012042	Dm_00001969-RA	Bevul.4G210200.1.p
OG0012045	Dm_00011973-RA	Bevul.3G159200.1.p
OG0012046	Dm_00000796-RA	Bevul.6G187600.1.p
OG0012048	Dm_00001191-RA	Bevul.3G199700.1.p
OG0012050	Dm_00013670-RA	Bevul.9G069600.1.p
OG0012051	Dm_00019745-RA	Bevul.3G131300.1.p
OG0012053	Dm_00000307-RA	Bevul.5G152400.1.p
OG0012054	Dm_00011174-RA	Bevul.8G129900.1.p
OG0012055	Dm_00014491-RA	Bevul.7G090000.1.p
OG0012056	Dm_00000004-RA	Bevul.6G034800.1.p
OG0012057	Dm_00020669-RA	Bevul.5G255000.1.p
OG0012058	Dm_00017905-RA	Bevul.4G135700.1.p
OG0012059	Dm_00017496-RA	Bevul.3G139500.1.p
OG0012062	Dm_00009765-RA	Bevul.8G111000.1.p
OG0012063	Dm_00015714-RA	Bevul.7G126000.1.p
OG0012065	Dm_00010502-RA	Bevul.3G200000.1.p
OG0012069	Dm_00002218-RA	Bevul.8G183500.1.p
OG0012072	Dm_00011446-RA	Bevul.3G062800.1.p
OG0012077	Dm_00013205-RA	Bevul.3G169300.1.p
OG0012078	Dm_00004625-RA	Bevul.2G044600.1.p
OG0012080	Dm_00009934-RA	Bevul.8G061600.1.p
OG0012081	Dm_00009700-RA	Bevul.3G141200.1.p
OG0012082	Dm_00006226-RA	Bevul.5G256200.1.p
OG0012084	Dm_00008802-RA	Bevul.6G035500.1.p
OG0012086	Dm_00013098-RA	Bevul.4G150500.1.p
OG0012087	Dm_00002449-RA	Bevul.5G252200.1.p
OG0012089	Dm_00003382-RA	Bevul.6G010400.1.p
OG0012090	Dm_00019306-RA	Bevul.2G238200.1.p
OG0012092	Dm_00016299-RA	Bevul.8G109300.1.p
OG0012094	Dm_00000800-RA	Bevul.7G025900.1.p
OG0012099	Dm_00005859-RA	Bevul.4G203600.1.p
OG0012101	Dm_00014220-RA	Bevul.2G045600.1.p
OG0012102	Dm_00002373-RA	Bevul.1G003600.1.p
OG0012103	Dm_00009272-RA	Bevul.1G100800.1.p
OG0012106	Dm_00002731-RA	Bevul.1G142400.1.p
OG0012107	Dm_00013710-RA	Bevul.8G113200.1.p
OG0012110	Dm_00001736-RA	Bevul.9G178700.1.p
OG0012113	Dm_00016803-RA	Bevul.1G069800.1.p
OG0012114	Dm_00012586-RA	Bevul.6G085600.1.p
OG0012115	Dm_00004033-RA, Dm_00005788-RA	Bevul.1G012900.1.p
OG0012117	Dm_00009493-RA	Bevul.6G080900.1.p
OG0012119	Dm_00009681-RA	Bevul.1G214200.1.p
OG0012120	Dm_00001363-RA	Bevul.1G008700.1.p
OG0012123	Dm_00017687-RA	Bevul.9G115000.1.p
OG0012125	Dm_00002667-RA	Bevul.4G006100.1.p
OG0012128	Dm_00014970-RA	Bevul.9G164800.1.p
OG0012129	Dm_00006489-RA	Bevul.3G056000.1.p
OG0012130	Dm_00003901-RA	Bevul.6G021200.1.p
OG0012132	Dm_00001269-RA	Bevul.1G129300.1.p
OG0012133	Dm_00003437-RA	Bevul.9G159100.1.p
OG0012138	Dm_00011352-RA	Bevul.2G243200.1.p, Bevul.4G172400.1.p
OG0012140	Dm_00001640-RA	Bevul.1G009500.1.p, Bevul.7G007600.1.p
OG0012141	Dm_00009690-RA	Bevul.6G000300.1.p
OG0012142	Dm_00020157-RA	Bevul.9G218700.1.p
OG0012143	Dm_00009633-RA	Bevul.1G013200.1.p
OG0012144	Dm_00009716-RA	Bevul.9G211300.1.p
OG0012145	Dm_00001352-RA	Bevul.1G007200.1.p
OG0012146	Dm_00003073-RA	Bevul.3G076300.1.p
OG0012148	Dm_00015591-RA	Bevul.9G133900.1.p
OG0012149	Dm_00015793-RA	Bevul.7G111400.1.p
OG0012150	Dm_00000005-RA	Bevul.7G000400.1.p
OG0012151	Dm_00006519-RA	Bevul.9G068700.1.p
OG0012154	Dm_00000696-RA	Bevul.8G015800.1.p
OG0012157	Dm_00017036-RA	Bevul.6G227600.1.p
OG0012159	Dm_00020530-RA	Bevul.4G070700.1.p
OG0012160	Dm_00008232-RA	Bevul.4G038300.1.p
OG0012163	Dm_00000681-RA	Bevul.8G013300.1.p
OG0012164	Dm_00006892-RA, Dm_00017785-RA	Bevul.8G048300.1.p
OG0012165	Dm_00001533-RA	Bevul.4G009500.1.p
OG0012166	Dm_00009036-RA	Bevul.4G151400.1.p
OG0012169	Dm_00005980-RA	Bevul.7G146600.1.p
OG0012171	Dm_00004061-RA	Bevul.8G086000.1.p
OG0012173	Dm_00015023-RA	Bevul.8G193000.1.p
OG0012174	Dm_00020899-RA	Bevul.5G239200.1.p
OG0012175	Dm_00016759-RA, Dm_00005698-RA	Bevul.5G044300.1.p
OG0012176	Dm_00003961-RA, Dm_00015734-RA	Bevul.5G040900.1.p
OG0012178	Dm_00006302-RA	Bevul.5G005900.1.p
OG0012181	Dm_00000337-RA	Bevul.8G089700.1.p
OG0012182	Dm_00009857-RA	Bevul.5G058200.1.p
OG0012185	Dm_00011854-RA	Bevul.1G121400.1.p
OG0012186	Dm_00008209-RA	Bevul.9G117700.1.p
OG0012188	Dm_00002996-RA	Bevul.9G115500.1.p
OG0012189	Dm_00016672-RA	Bevul.8G205300.1.p
OG0012190	Dm_00008460-RA	Bevul.2G174200.2.p, Bevul.2G174200.1.p
OG0012191	Dm_00001041-RA	Bevul.8G188100.1.p
OG0012192	Dm_00008114-RA	Bevul.2G017600.1.p
OG0012193	Dm_00018186-RA	Bevul.7G163000.1.p
OG0012194	Dm_00009461-RA	Bevul.6G206400.1.p
OG0012198	Dm_00003614-RA	Bevul.2G135600.1.p, Bevul.8G177600.1.p
OG0012199	Dm_00000271-RA	Bevul.7G191700.1.p
OG0012203	Dm_00014655-RA	Bevul.3G088200.1.p
OG0012205	Dm_00020181-RA	Bevul.2G136100.1.p
OG0012206	Dm_00019735-RA	Bevul.1G141000.1.p
OG0012208	Dm_00017888-RA	Bevul.3G082900.1.p
OG0012209	Dm_00008937-RA	Bevul.6G152500.1.p
OG0012210	Dm_00016370-RA	Bevul.2G139300.2.p, Bevul.2G139300.3.p, Bevul.2G139300.1.p
OG0012211	Dm_00020435-RA	Bevul.2G002600.2.p, Bevul.2G002600.1.p
OG0012212	Dm_00005834-RA	Bevul.4G033000.1.p
OG0012213	Dm_00008991-RA	Bevul.2G006800.1.p
OG0012214	Dm_00003937-RA	Bevul.2G136200.1.p
OG0012216	Dm_00013751-RA	Bevul.8G202600.1.p
OG0012218	Dm_00006266-RA	Bevul.5G222100.1.p
OG0012219	Dm_00019827-RA	Bevul.2G014400.1.p
OG0012220	Dm_00017887-RA	Bevul.3G082800.1.p
OG0012222	Dm_00001266-RA	Bevul.8G185800.1.p, Bevul.9G165200.1.p
OG0012224	Dm_00011426-RA	Bevul.3G110000.1.p
OG0012226	Dm_00015354-RA	Bevul.5G101000.1.p
OG0012227	Dm_00016620-RA	Bevul.3G079100.1.p
OG0012228	Dm_00009932-RA	Bevul.6G146200.1.p
OG0012229	Dm_00009960-RA	Bevul.1G128700.1.p
OG0012230	Dm_00008754-RA	Bevul.8G139700.1.p
OG0012231	Dm_00009020-RA	Bevul.7G148600.1.p
OG0012233	Dm_00010474-RA	Bevul.5G167800.1.p
OG0012234	Dm_00013348-RA, Dm_00003664-RA	Bevul.8G158600.1.p
OG0012236	Dm_00013546-RA	Bevul.2G139900.1.p, Bevul.2G139900.2.p
OG0012237	Dm_00000881-RA	Bevul.5G069100.1.p
OG0012240	Dm_00002248-RA	Bevul.7G068600.1.p
OG0012242	Dm_00007086-RA	Bevul.9G207000.1.p
OG0012244	Dm_00007044-RA	Bevul.8G211600.1.p
OG0012245	Dm_00013851-RA	Bevul.2G180800.1.p
OG0012248	Dm_00008659-RA	Bevul.7G229200.1.p
OG0012249	Dm_00004502-RA	Bevul.3G157600.1.p
OG0012251	Dm_00014885-RA	Bevul.2G245300.1.p
OG0012252	Dm_00001286-RA	Bevul.4G107800.1.p
OG0012253	Dm_00000113-RA	Bevul.8G188200.1.p
OG0012255	Dm_00014397-RA	Bevul.3G188600.1.p
OG0012257	Dm_00017516-RA	Bevul.4G065200.1.p
OG0012258	Dm_00004202-RA	Bevul.1G164100.1.p
OG0012259	Dm_00005764-RA	Bevul.5G055700.1.p
OG0012260	Dm_00002296-RA, Dm_00000702-RA	Bevul.8G016900.1.p
OG0012261	Dm_00012743-RA	Bevul.2G237600.1.p
OG0012262	Dm_00007875-RA	Bevul.2G188500.1.p
OG0012265	Dm_00003509-RA	Bevul.8G011200.1.p
OG0012267	Dm_00015148-RA	Bevul.4G068800.1.p
OG0012268	Dm_00003095-RA	Bevul.2G238400.1.p
OG0012271	Dm_00000935-RA	Bevul.4G118300.1.p, Bevul.1G081700.1.p
OG0012272	Dm_00001384-RA	Bevul.8G095000.1.p
OG0012273	Dm_00012281-RA	Bevul.7G226600.1.p
OG0012276	Dm_00011661-RA	Bevul.4G082700.1.p
OG0012277	Dm_00014688-RA	Bevul.6G226100.1.p
OG0012279	Dm_00010530-RA	Bevul.4G110900.1.p
OG0012281	Dm_00017144-RA	Bevul.7G191800.1.p
OG0012282	Dm_00009265-RA	Bevul.4G174600.1.p
OG0012283	Dm_00007685-RA, Dm_00001108-RA	Bevul.2G139600.1.p
OG0012284	Dm_00015560-RA	Bevul.2G193700.1.p
OG0012286	Dm_00018179-RA	Bevul.4G051300.1.p
OG0012288	Dm_00006989-RA	Bevul.7G216500.1.p
OG0012289	Dm_00006642-RA	Bevul.2G059700.2.p, Bevul.2G059700.1.p
OG0012290	Dm_00007220-RA, Dm_00020231-RA	Bevul.8G056800.1.p
OG0012291	Dm_00007894-RA	Bevul.7G044800.1.p
OG0012292	Dm_00010394-RA	Bevul.8G047900.1.p
OG0012293	Dm_00005450-RA	Bevul.5G133800.1.p
OG0012295	Dm_00002895-RA	Bevul.8G001600.1.p
OG0012296	Dm_00004854-RA	Bevul.9G139600.1.p
OG0012298	Dm_00010892-RA	Bevul.4G019900.1.p
OG0012299	Dm_00014187-RA	Bevul.2G239700.1.p
OG0012300	Dm_00010532-RA	Bevul.6G218300.1.p
OG0012301	Dm_00009786-RA	Bevul.2G043000.1.p
OG0012302	Dm_00003739-RA	Bevul.9G037900.1.p
OG0012304	Dm_00000717-RA	Bevul.8G020800.1.p
OG0012305	Dm_00013355-RA	Bevul.9G169500.1.p
OG0012306	Dm_00011725-RA	Bevul.3G174000.1.p
OG0012307	Dm_00009783-RA	Bevul.8G037300.1.p
OG0012308	Dm_00011713-RA	Bevul.3G055500.1.p
OG0012309	Dm_00010216-RA	Bevul.7G216900.1.p
OG0012311	Dm_00016189-RA	Bevul.4G073400.1.p
OG0012312	Dm_00001807-RA	Bevul.4G196100.1.p
OG0012313	Dm_00004327-RA	Bevul.7G185600.1.p
OG0012315	Dm_00009239-RA	Bevul.2G028400.1.p
OG0012317	Dm_00005621-RA	Bevul.2G190900.1.p
OG0012319	Dm_00018438-RA, Dm_00008001-RA	Bevul.1G117400.1.p
OG0012320	Dm_00000517-RA	Bevul.8G125300.1.p
OG0012321	Dm_00002797-RA	Bevul.4G139800.1.p
OG0012323	Dm_00007008-RA	Bevul.3G078100.1.p
OG0012324	Dm_00005124-RA	Bevul.3G212100.1.p
OG0012327	Dm_00005483-RA	Bevul.1G181300.1.p
OG0012328	Dm_00019985-RA	Bevul.2G130100.1.p
OG0012329	Dm_00002217-RA	Bevul.7G045000.1.p
OG0012330	Dm_00016570-RA	Bevul.4G250400.1.p
OG0012331	Dm_00003048-RA	Bevul.1G062100.1.p
OG0012332	Dm_00018291-RA	Bevul.9G177400.1.p
OG0012333	Dm_00003296-RA	Bevul.7G179200.1.p
OG0012334	Dm_00005478-RA	Bevul.7G093300.1.p
OG0012336	Dm_00006698-RA	Bevul.5G003100.1.p
OG0012337	Dm_00015636-RA	Bevul.6G071700.1.p
OG0012339	Dm_00016163-RA	Bevul.5G027100.1.p
OG0012341	Dm_00015376-RA	Bevul.3G137400.1.p
OG0012344	Dm_00000303-RA	Bevul.5G153400.1.p
OG0012348	Dm_00000135-RA	Bevul.2G031300.1.p
OG0012351	Dm_00000733-RA	Bevul.8G209100.1.p
OG0012352	Dm_00019386-RA	Bevul.6G160200.1.p
