Orthogroup	D_muscipula.proteins	L_sativa.proteins
OG0010129	Dm_00018569-RA	Lsat_1_v5_gn_4_175101.1
OG0010130	Dm_00006993-RA	Lsat_1_v5_gn_0_39500.2, Lsat_1_v5_gn_0_39500.1, Lsat_1_v5_gn_7_14601.1, Lsat_1_v5_gn_7_14601.3
OG0010131	Dm_00009191-RA	Lsat_1_v5_gn_8_64401.1, Lsat_1_v5_gn_8_64401.2
OG0010134	Dm_00007464-RA	Lsat_1_v5_gn_5_153261.1
OG0010135	Dm_00008980-RA	Lsat_1_v5_gn_7_35561.1
OG0010137	Dm_00000722-RA	Lsat_1_v5_gn_1_121641.3
OG0010138	Dm_00004812-RA, Dm_00004811-RA	Lsat_1_v5_gn_7_94941.3, Lsat_1_v5_gn_7_94941.1
OG0010139	Dm_00001326-RA	Lsat_1_v5_gn_3_16321.2, Lsat_1_v5_gn_3_16321.1
OG0010140	Dm_00004531-RA	Lsat_1_v5_gn_7_21060.1
OG0010142	Dm_00011693-RA	Lsat_1_v5_gn_7_47441.1
OG0010146	Dm_00011117-RA	Lsat_1_v5_gn_9_94980.1
OG0010147	Dm_00005592-RA	Lsat_1_v5_gn_4_65101.1
OG0010148	Dm_00005984-RA	Lsat_1_v5_gn_1_8721.1
OG0010149	Dm_00007896-RA, Dm_00015664-RA	Lsat_1_v5_gn_3_35740.1, Lsat_1_v5_gn_3_35740.2
OG0010150	Dm_00006483-RA	Lsat_1_v5_gn_5_131321.1
OG0010151	Dm_00010408-RA	Lsat_1_v5_gn_8_68860.1, Lsat_1_v5_gn_8_68860.2
OG0010154	Dm_00016434-RA	Lsat_1_v5_gn_7_39601.2, Lsat_1_v5_gn_7_39601.1
OG0010155	Dm_00009217-RA	Lsat_1_v5_gn_4_91381.4, Lsat_1_v5_gn_4_91381.2
OG0010157	Dm_00002630-RA	Lsat_1_v5_gn_7_9201.1, Lsat_1_v5_gn_7_8840.1, Lsat_1_v5_gn_7_9201.3
OG0010158	Dm_00014221-RA	Lsat_1_v5_gn_5_137800.1, Lsat_1_v5_gn_5_137800.3, Lsat_1_v5_gn_4_92341.1
OG0010159	Dm_00006072-RA	Lsat_1_v5_gn_4_33601.1
OG0010160	Dm_00009480-RA	Lsat_1_v5_gn_7_50901.1, Lsat_1_v5_gn_7_50901.2
OG0010161	Dm_00019459-RA	Lsat_1_v5_gn_7_91160.1, Lsat_1_v5_gn_7_91160.3
OG0010162	Dm_00007926-RA	Lsat_1_v5_gn_6_14580.1
OG0010163	Dm_00004283-RA	Lsat_1_v5_gn_8_5201.1
OG0010164	Dm_00000640-RA	Lsat_1_v5_gn_6_11100.1
OG0010166	Dm_00010047-RA	Lsat_1_v5_gn_5_48300.1
OG0010167	Dm_00005245-RA	Lsat_1_v5_gn_0_44621.1, Lsat_1_v5_gn_5_90740.1
OG0010169	Dm_00003982-RA	Lsat_1_v5_gn_7_9321.2, Lsat_1_v5_gn_7_9321.1
OG0010170	Dm_00014347-RA	Lsat_1_v5_gn_7_39761.3, Lsat_1_v5_gn_7_39761.1
OG0010172	Dm_00011879-RA	Lsat_1_v5_gn_5_145840.1
OG0010173	Dm_00012286-RA	Lsat_1_v5_gn_9_105781.1, Lsat_1_v5_gn_7_40641.1, Lsat_1_v5_gn_5_103381.1
OG0010174	Dm_00013812-RA	Lsat_1_v5_gn_5_91701.1, Lsat_1_v5_gn_5_91701.3
OG0010175	Dm_00012419-RA	Lsat_1_v5_gn_6_9541.1
OG0010176	Dm_00010413-RA	Lsat_1_v5_gn_7_61661.3, Lsat_1_v5_gn_7_61661.1
OG0010177	Dm_00014478-RA	Lsat_1_v5_gn_6_86460.1, Lsat_1_v5_gn_3_6400.1, Lsat_1_v5_gn_6_5540.1
OG0010178	Dm_00014368-RA	Lsat_1_v5_gn_5_144181.1, Lsat_1_v5_gn_8_97321.1
OG0010179	Dm_00013191-RA	Lsat_1_v5_gn_9_53261.3, Lsat_1_v5_gn_9_53261.1, Lsat_1_v5_gn_9_53261.2
OG0010180	Dm_00005047-RA	Lsat_1_v5_gn_1_33801.1, Lsat_1_v5_gn_1_33801.2
OG0010181	Dm_00016108-RA	Lsat_1_v5_gn_7_33460.3, Lsat_1_v5_gn_7_33460.1
OG0010182	Dm_00000729-RA	Lsat_1_v5_gn_7_57841.1
OG0010183	Dm_00009454-RA	Lsat_1_v5_gn_9_55680.2, Lsat_1_v5_gn_9_55680.1
OG0010184	Dm_00010405-RA	Lsat_1_v5_gn_5_85820.1, Lsat_1_v5_gn_5_85820.3
OG0010185	Dm_00014245-RA, Dm_00006450-RA	Lsat_1_v5_gn_4_60040.1
OG0010186	Dm_00008197-RA	Lsat_1_v5_gn_3_9100.2, Lsat_1_v5_gn_3_9100.1
OG0010187	Dm_00018529-RA	Lsat_1_v5_gn_6_12820.1, Lsat_1_v5_gn_6_87881.1
OG0010188	Dm_00002333-RA	Lsat_1_v5_gn_1_31380.1, Lsat_1_v5_gn_1_31380.3, Lsat_1_v5_gn_5_8920.1
OG0010190	Dm_00013163-RA	Lsat_1_v5_gn_3_5320.1, Lsat_1_v5_gn_3_5320.3
OG0010191	Dm_00012870-RA	Lsat_1_v5_gn_1_37881.1
OG0010194	Dm_00005120-RA	Lsat_1_v5_gn_5_139800.1, Lsat_1_v5_gn_5_139800.2
OG0010195	Dm_00007904-RA	Lsat_1_v5_gn_6_55020.1, Lsat_1_v5_gn_6_55020.2
OG0010196	Dm_00011763-RA, Dm_00011762-RA	Lsat_1_v5_gn_8_161781.1, Lsat_1_v5_gn_8_161781.3
OG0010197	Dm_00012268-RA	Lsat_1_v5_gn_5_143521.2, Lsat_1_v5_gn_5_143521.1
OG0010198	Dm_00003822-RA	Lsat_1_v5_gn_7_9580.3, Lsat_1_v5_gn_7_9580.1
OG0010200	Dm_00004156-RA	Lsat_1_v5_gn_5_30481.1, Lsat_1_v5_gn_5_30481.3
OG0010202	Dm_00000886-RA	Lsat_1_v5_gn_6_92521.1
OG0010203	Dm_00007075-RA	Lsat_1_v5_gn_9_87100.1, Lsat_1_v5_gn_9_87100.3
OG0010206	Dm_00011032-RA	Lsat_1_v5_gn_7_59641.1, Lsat_1_v5_gn_7_59621.1, Lsat_1_v5_gn_7_59661.1
OG0010207	Dm_00019895-RA	Lsat_1_v5_gn_7_40780.1
OG0010208	Dm_00019603-RA, Dm_00006512-RA	Lsat_1_v5_gn_7_2720.1
OG0010209	Dm_00005364-RA, Dm_00013810-RA	Lsat_1_v5_gn_5_91080.1, Lsat_1_v5_gn_7_49680.1
OG0010210	Dm_00007576-RA	Lsat_1_v5_gn_4_31821.3, Lsat_1_v5_gn_4_31821.1
OG0010211	Dm_00020070-RA	Lsat_1_v5_gn_7_58320.3, Lsat_1_v5_gn_7_58320.1, Lsat_1_v5_gn_5_79481.1
OG0010212	Dm_00000649-RA	Lsat_1_v5_gn_6_66261.1, Lsat_1_v5_gn_6_66261.2
OG0010213	Dm_00000107-RA, Dm_00001053-RA	Lsat_1_v5_gn_5_98400.1, Lsat_1_v5_gn_5_98400.3
OG0010214	Dm_00010959-RA	Lsat_1_v5_gn_4_84921.1
OG0010215	Dm_00004188-RA	Lsat_1_v5_gn_8_20540.3, Lsat_1_v5_gn_8_20540.1
OG0010216	Dm_00010908-RA	Lsat_1_v5_gn_6_82361.1, Lsat_1_v5_gn_6_9060.1, Lsat_1_v5_gn_6_9060.3
OG0010219	Dm_00010349-RA	Lsat_1_v5_gn_9_97280.1
OG0010220	Dm_00002623-RA	Lsat_1_v5_gn_1_31221.1, Lsat_1_v5_gn_4_88200.1, Lsat_1_v5_gn_8_94000.1
OG0010221	Dm_00013609-RA	Lsat_1_v5_gn_5_143861.1, Lsat_1_v5_gn_5_143861.2
OG0010222	Dm_00002959-RA	Lsat_1_v5_gn_9_55180.1, Lsat_1_v5_gn_8_7301.1
OG0010223	Dm_00010200-RA	Lsat_1_v5_gn_2_84960.1, Lsat_1_v5_gn_2_84960.3
OG0010224	Dm_00019722-RA	Lsat_1_v5_gn_5_138841.1
OG0010225	Dm_00012304-RA	Lsat_1_v5_gn_7_55601.1
OG0010226	Dm_00000097-RA	Lsat_1_v5_gn_8_57261.1, Lsat_1_v5_gn_8_57261.2, Lsat_1_v5_gn_5_97961.1
OG0010227	Dm_00003773-RA	Lsat_1_v5_gn_4_38381.1
OG0010228	Dm_00011516-RA	Lsat_1_v5_gn_3_138360.3, Lsat_1_v5_gn_3_138360.1, Lsat_1_v5_gn_3_138360.2
OG0010229	Dm_00002063-RA	Lsat_1_v5_gn_7_99420.1
OG0010230	Dm_00004594-RA	Lsat_1_v5_gn_1_30900.1, Lsat_1_v5_gn_4_86800.1, Lsat_1_v5_gn_4_86780.1
OG0010231	Dm_00000622-RA	Lsat_1_v5_gn_6_21681.1
OG0010232	Dm_00001045-RA	Lsat_1_v5_gn_5_99240.2, Lsat_1_v5_gn_5_99240.1
OG0010234	Dm_00006485-RA	Lsat_1_v5_gn_4_106101.1
OG0010235	Dm_00006133-RA	Lsat_1_v5_gn_3_11280.1
OG0010237	Dm_00008583-RA	Lsat_1_v5_gn_5_121860.1
OG0010238	Dm_00011192-RA	Lsat_1_v5_gn_3_22660.1
OG0010239	Dm_00009280-RA	Lsat_1_v5_gn_4_30761.1
OG0010240	Dm_00006012-RA	Lsat_1_v5_gn_4_103101.1, Lsat_1_v5_gn_4_103101.3
OG0010241	Dm_00017006-RA, Dm_00018564-RA	Lsat_1_v5_gn_4_39741.1
OG0010242	Dm_00019847-RA	Lsat_1_v5_gn_3_10260.3, Lsat_1_v5_gn_3_10260.1
OG0010243	Dm_00003301-RA	Lsat_1_v5_gn_8_6901.1, Lsat_1_v5_gn_8_6901.2, Lsat_1_v5_gn_9_57581.1
OG0010247	Dm_00012751-RA	Lsat_1_v5_gn_7_50001.1
OG0010248	Dm_00016874-RA	Lsat_1_v5_gn_9_48340.1
OG0010249	Dm_00016578-RA	Lsat_1_v5_gn_4_92560.1, Lsat_1_v5_gn_1_37860.1, Lsat_1_v5_gn_5_135860.1
OG0010250	Dm_00010589-RA	Lsat_1_v5_gn_9_56860.1, Lsat_1_v5_gn_9_56860.2, Lsat_1_v5_gn_2_131500.1
OG0010251	Dm_00012707-RA	Lsat_1_v5_gn_2_130120.1
OG0010253	Dm_00015222-RA	Lsat_1_v5_gn_1_61521.1, Lsat_1_v5_gn_1_61521.2
OG0010254	Dm_00004660-RA	Lsat_1_v5_gn_7_15121.1, Lsat_1_v5_gn_7_15121.3
OG0010256	Dm_00005591-RA	Lsat_1_v5_gn_8_140141.1
OG0010257	Dm_00020150-RA	Lsat_1_v5_gn_7_72120.3, Lsat_1_v5_gn_7_72120.1
OG0010258	Dm_00000377-RA, Dm_00009586-RA	Lsat_1_v5_gn_2_97841.1
OG0010261	Dm_00015684-RA	Lsat_1_v5_gn_1_56061.4, Lsat_1_v5_gn_1_56061.1
OG0010262	Dm_00001786-RA	Lsat_1_v5_gn_2_22640.2
OG0010263	Dm_00000671-RA	Lsat_1_v5_gn_4_48400.1
OG0010264	Dm_00007818-RA	Lsat_1_v5_gn_9_106260.3, Lsat_1_v5_gn_9_106260.1
OG0010265	Dm_00012815-RA	Lsat_1_v5_gn_9_8701.1, Lsat_1_v5_gn_9_8701.3
OG0010267	Dm_00004512-RA	Lsat_1_v5_gn_8_141221.1
OG0010269	Dm_00017041-RA	Lsat_1_v5_gn_9_37301.3, Lsat_1_v5_gn_9_37301.1
OG0010272	Dm_00009017-RA	Lsat_1_v5_gn_4_28400.1
OG0010273	Dm_00018974-RA	Lsat_1_v5_gn_2_109060.1, Lsat_1_v5_gn_2_109060.3
OG0010275	Dm_00003385-RA	Lsat_1_v5_gn_6_28400.1
OG0010276	Dm_00005856-RA	Lsat_1_v5_gn_8_72200.1, Lsat_1_v5_gn_5_171040.1
OG0010277	Dm_00013773-RA	Lsat_1_v5_gn_9_29000.1, Lsat_1_v5_gn_9_29000.3, Lsat_1_v5_gn_9_29000.2
OG0010278	Dm_00018732-RA	Lsat_1_v5_gn_5_3861.1, Lsat_1_v5_gn_2_30500.3, Lsat_1_v5_gn_2_30500.2, Lsat_1_v5_gn_2_30500.1, Lsat_1_v5_gn_5_171181.1, Lsat_1_v5_gn_4_50060.1
OG0010280	Dm_00009963-RA	Lsat_1_v5_gn_8_102200.2, Lsat_1_v5_gn_8_102200.1, Lsat_1_v5_gn_9_34521.1
OG0010281	Dm_00003745-RA	Lsat_1_v5_gn_8_73521.2, Lsat_1_v5_gn_8_73521.1, Lsat_1_v5_gn_9_23661.1
OG0010282	Dm_00007121-RA	Lsat_1_v5_gn_2_104400.5, Lsat_1_v5_gn_2_104400.6, Lsat_1_v5_gn_2_104400.1
OG0010283	Dm_00003421-RA	Lsat_1_v5_gn_9_30301.4, Lsat_1_v5_gn_9_30301.1, Lsat_1_v5_gn_8_83721.1
OG0010285	Dm_00006149-RA	Lsat_1_v5_gn_8_10680.3, Lsat_1_v5_gn_8_10680.1, Lsat_1_v5_gn_4_28380.1, Lsat_1_v5_gn_5_93381.3, Lsat_1_v5_gn_5_93381.1
OG0010286	Dm_00011384-RA, Dm_00019900-RA	Lsat_1_v5_gn_5_3221.1
OG0010289	Dm_00003769-RA	Lsat_1_v5_gn_2_103220.3, Lsat_1_v5_gn_2_103220.1
OG0010291	Dm_00019059-RA	Lsat_1_v5_gn_6_55740.1
OG0010292	Dm_00015960-RA	Lsat_1_v5_gn_5_172301.3, Lsat_1_v5_gn_5_172301.1
OG0010293	Dm_00016648-RA	Lsat_1_v5_gn_2_59680.1
OG0010294	Dm_00008084-RA, Dm_00001339-RA	Lsat_1_v5_gn_6_42140.3, Lsat_1_v5_gn_6_42140.1
OG0010295	Dm_00008185-RA	Lsat_1_v5_gn_7_16100.3, Lsat_1_v5_gn_7_16100.1, Lsat_1_v5_gn_1_4360.1
OG0010296	Dm_00001521-RA	Lsat_1_v5_gn_5_190221.1
OG0010297	Dm_00007335-RA	Lsat_1_v5_gn_1_65340.1, Lsat_1_v5_gn_2_98481.1, Lsat_1_v5_gn_6_46020.1
OG0010298	Dm_00012400-RA	Lsat_1_v5_gn_8_103441.1
OG0010299	Dm_00008180-RA	Lsat_1_v5_gn_9_58300.2, Lsat_1_v5_gn_9_58300.1
OG0010301	Dm_00010179-RA	Lsat_1_v5_gn_2_101121.2, Lsat_1_v5_gn_2_101121.1, Lsat_1_v5_gn_2_101121.3
OG0010303	Dm_00002941-RA	Lsat_1_v5_gn_2_35420.1
OG0010304	Dm_00018971-RA	Lsat_1_v5_gn_7_102200.1
OG0010305	Dm_00018943-RA	Lsat_1_v5_gn_4_46521.2, Lsat_1_v5_gn_4_46521.1
OG0010306	Dm_00000199-RA	Lsat_1_v5_gn_2_125341.1, Lsat_1_v5_gn_9_59340.1
OG0010307	Dm_00008292-RA	Lsat_1_v5_gn_7_76800.1
OG0010308	Dm_00017738-RA	Lsat_1_v5_gn_8_78041.1, Lsat_1_v5_gn_5_167661.3, Lsat_1_v5_gn_5_167661.1
OG0010312	Dm_00002725-RA	Lsat_1_v5_gn_4_121700.1
OG0010313	Dm_00016296-RA	Lsat_1_v5_gn_9_29601.1
OG0010314	Dm_00013897-RA	Lsat_1_v5_gn_8_12880.1
OG0010315	Dm_00007148-RA	Lsat_1_v5_gn_5_170681.1, Lsat_1_v5_gn_4_177081.1
OG0010317	Dm_00014723-RA	Lsat_1_v5_gn_6_47960.1
OG0010318	Dm_00015771-RA	Lsat_1_v5_gn_9_116360.1, Lsat_1_v5_gn_9_116360.2, Lsat_1_v5_gn_7_77981.1
OG0010319	Dm_00011431-RA	Lsat_1_v5_gn_6_33801.1, Lsat_1_v5_gn_6_33801.3, Lsat_1_v5_gn_6_33801.2
OG0010320	Dm_00013023-RA	Lsat_1_v5_gn_9_105181.3, Lsat_1_v5_gn_9_105181.1
OG0010321	Dm_00007129-RA	Lsat_1_v5_gn_0_8241.1
OG0010322	Dm_00001014-RA	Lsat_1_v5_gn_1_56320.3, Lsat_1_v5_gn_1_56320.1
OG0010324	Dm_00005932-RA	Lsat_1_v5_gn_8_83900.1
OG0010325	Dm_00000466-RA	Lsat_1_v5_gn_1_65480.3, Lsat_1_v5_gn_1_65480.1
OG0010326	Dm_00006225-RA	Lsat_1_v5_gn_5_173181.1
OG0010328	Dm_00017517-RA	Lsat_1_v5_gn_2_32160.1
OG0010329	Dm_00016964-RA	Lsat_1_v5_gn_7_16460.1, Lsat_1_v5_gn_7_16460.3
OG0010330	Dm_00011342-RA	Lsat_1_v5_gn_7_31160.3, Lsat_1_v5_gn_7_31160.1
OG0010331	Dm_00005414-RA	Lsat_1_v5_gn_4_69540.3, Lsat_1_v5_gn_4_69540.1
OG0010333	Dm_00005194-RA	Lsat_1_v5_gn_5_123860.3, Lsat_1_v5_gn_5_123860.1
OG0010334	Dm_00014093-RA	Lsat_1_v5_gn_9_26700.1, Lsat_1_v5_gn_9_26700.2
OG0010335	Dm_00004386-RA	Lsat_1_v5_gn_9_29100.1
OG0010336	Dm_00011790-RA	Lsat_1_v5_gn_5_51241.1, Lsat_1_v5_gn_5_51241.2
OG0010337	Dm_00005275-RA	Lsat_1_v5_gn_9_66560.1, Lsat_1_v5_gn_8_20961.1, Lsat_1_v5_gn_8_20961.3
OG0010338	Dm_00018089-RA, Dm_00011162-RA, Dm_00018088-RA	Lsat_1_v5_gn_9_66541.1
OG0010339	Dm_00012931-RA	Lsat_1_v5_gn_6_34681.2, Lsat_1_v5_gn_6_34681.5
OG0010340	Dm_00001758-RA, Dm_00005187-RA	Lsat_1_v5_gn_7_93220.1
OG0010341	Dm_00001111-RA	Lsat_1_v5_gn_5_78680.1, Lsat_1_v5_gn_5_78680.3
OG0010342	Dm_00020171-RA	Lsat_1_v5_gn_8_99960.2, Lsat_1_v5_gn_8_99960.1
OG0010343	Dm_00007202-RA	Lsat_1_v5_gn_8_108720.1
OG0010344	Dm_00004595-RA	Lsat_1_v5_gn_4_86841.1
OG0010345	Dm_00012429-RA	Lsat_1_v5_gn_8_54380.1, Lsat_1_v5_gn_3_85040.1
OG0010346	Dm_00013307-RA	Lsat_1_v5_gn_6_48420.1
OG0010347	Dm_00005557-RA	Lsat_1_v5_gn_4_65480.1
OG0010347	Dm_00005555-RA	Lsat_1_v5_gn_4_65500.1
OG0010348	Dm_00007021-RA	Lsat_1_v5_gn_4_78980.1, Lsat_1_v5_gn_1_29421.1
OG0010349	Dm_00007872-RA	Lsat_1_v5_gn_6_46361.1, Lsat_1_v5_gn_6_46361.2, Lsat_1_v5_gn_2_25141.1
OG0010350	Dm_00013984-RA	Lsat_1_v5_gn_1_128700.2, Lsat_1_v5_gn_1_128700.1
OG0010351	Dm_00003434-RA	Lsat_1_v5_gn_3_44180.3, Lsat_1_v5_gn_3_44180.1
OG0010353	Dm_00016306-RA	Lsat_1_v5_gn_5_189841.1
OG0010354	Dm_00008892-RA	Lsat_1_v5_gn_8_92521.1
OG0010355	Dm_00004374-RA	Lsat_1_v5_gn_9_67321.1, Lsat_1_v5_gn_9_67321.2
OG0010356	Dm_00012883-RA	Lsat_1_v5_gn_9_121141.2, Lsat_1_v5_gn_9_121141.1, Lsat_1_v5_gn_7_76521.1
OG0010358	Dm_00000577-RA	Lsat_1_v5_gn_8_18301.1, Lsat_1_v5_gn_9_123520.1
OG0010360	Dm_00010859-RA	Lsat_1_v5_gn_7_110720.3, Lsat_1_v5_gn_7_110720.1
OG0010361	Dm_00003814-RA	Lsat_1_v5_gn_2_40441.1
OG0010362	Dm_00018402-RA	Lsat_1_v5_gn_1_18441.1, Lsat_1_v5_gn_1_18441.3
OG0010363	Dm_00004218-RA	Lsat_1_v5_gn_2_98721.1
OG0010364	Dm_00008954-RA	Lsat_1_v5_gn_9_121801.3, Lsat_1_v5_gn_9_121801.1
OG0010365	Dm_00017335-RA	Lsat_1_v5_gn_6_12261.2, Lsat_1_v5_gn_6_12261.1, Lsat_1_v5_gn_3_10461.1
OG0010367	Dm_00005624-RA	Lsat_1_v5_gn_8_3080.2, Lsat_1_v5_gn_8_3080.1, Lsat_1_v5_gn_8_3080.3
OG0010368	Dm_00006402-RA, Dm_00007232-RA	Lsat_1_v5_gn_8_10241.1, Lsat_1_v5_gn_2_128681.1
OG0010369	Dm_00002047-RA	Lsat_1_v5_gn_8_10160.1
OG0010370	Dm_00018037-RA	Lsat_1_v5_gn_5_24320.1
OG0010374	Dm_00019172-RA	Lsat_1_v5_gn_7_71840.1
OG0010377	Dm_00001195-RA	Lsat_1_v5_gn_1_69940.1, Lsat_1_v5_gn_1_69940.2
OG0010378	Dm_00013150-RA	Lsat_1_v5_gn_5_51901.1
OG0010379	Dm_00018344-RA	Lsat_1_v5_gn_7_2701.1
OG0010380	Dm_00019392-RA	Lsat_1_v5_gn_2_95200.1
OG0010381	Dm_00002441-RA, Dm_00004451-RA	Lsat_1_v5_gn_3_29341.1
OG0010382	Dm_00011223-RA	Lsat_1_v5_gn_4_42281.3, Lsat_1_v5_gn_4_42281.1
OG0010383	Dm_00009502-RA	Lsat_1_v5_gn_3_43481.2, Lsat_1_v5_gn_3_43481.1
OG0010384	Dm_00005163-RA	Lsat_1_v5_gn_2_134381.1, Lsat_1_v5_gn_2_134381.3
OG0010385	Dm_00018853-RA	Lsat_1_v5_gn_4_161581.2
OG0010386	Dm_00018993-RA	Lsat_1_v5_gn_1_25060.1
OG0010387	Dm_00012334-RA	Lsat_1_v5_gn_3_32540.2, Lsat_1_v5_gn_3_32540.3, Lsat_1_v5_gn_3_32540.1
OG0010388	Dm_00001295-RA	Lsat_1_v5_gn_8_82500.1
OG0010389	Dm_00007477-RA	Lsat_1_v5_gn_0_47661.1, Lsat_1_v5_gn_5_4701.2, Lsat_1_v5_gn_8_139860.1, Lsat_1_v5_gn_2_97101.1, Lsat_1_v5_gn_5_181901.3, Lsat_1_v5_gn_6_94240.1
OG0010390	Dm_00014258-RA	Lsat_1_v5_gn_3_139161.1
OG0010391	Dm_00015291-RA	Lsat_1_v5_gn_9_16381.1, Lsat_1_v5_gn_9_16381.2
OG0010392	Dm_00018411-RA	Lsat_1_v5_gn_7_11800.3, Lsat_1_v5_gn_7_11800.1, Lsat_1_v5_gn_9_5620.2, Lsat_1_v5_gn_9_5620.1
OG0010395	Dm_00007563-RA	Lsat_1_v5_gn_9_124360.1, Lsat_1_v5_gn_9_124360.2
OG0010396	Dm_00006583-RA	Lsat_1_v5_gn_0_22620.1, Lsat_1_v5_gn_0_22620.3
OG0010397	Dm_00008520-RA	Lsat_1_v5_gn_4_117720.1
OG0010398	Dm_00012916-RA	Lsat_1_v5_gn_5_125241.3, Lsat_1_v5_gn_5_125241.1
OG0010399	Dm_00019537-RA	Lsat_1_v5_gn_2_94961.1
OG0010400	Dm_00008374-RA	Lsat_1_v5_gn_3_28500.1
OG0010403	Dm_00004071-RA	Lsat_1_v5_gn_4_35620.1
OG0010405	Dm_00000323-RA	Lsat_1_v5_gn_4_78900.1
OG0010406	Dm_00000610-RA	Lsat_1_v5_gn_9_88181.2, Lsat_1_v5_gn_9_88181.1, Lsat_1_v5_gn_5_186620.1
OG0010407	Dm_00003020-RA	Lsat_1_v5_gn_8_86900.2, Lsat_1_v5_gn_8_86900.1
OG0010408	Dm_00016892-RA	Lsat_1_v5_gn_1_74661.1, Lsat_1_v5_gn_1_74661.2
OG0010409	Dm_00013527-RA	Lsat_1_v5_gn_5_173381.1
OG0010410	Dm_00008919-RA	Lsat_1_v5_gn_3_28060.1, Lsat_1_v5_gn_3_28060.3, Lsat_1_v5_gn_5_56181.4, Lsat_1_v5_gn_5_56181.1, Lsat_1_v5_gn_5_56181.2
OG0010411	Dm_00019330-RA	Lsat_1_v5_gn_6_26220.1, Lsat_1_v5_gn_6_26220.3
OG0010412	Dm_00003539-RA	Lsat_1_v5_gn_1_41500.3, Lsat_1_v5_gn_1_41500.1
OG0010414	Dm_00005303-RA	Lsat_1_v5_gn_9_18461.1
OG0010415	Dm_00015542-RA	Lsat_1_v5_gn_3_21680.3, Lsat_1_v5_gn_3_21680.1
OG0010416	Dm_00017393-RA	Lsat_1_v5_gn_7_1020.3, Lsat_1_v5_gn_7_1020.1
OG0010417	Dm_00011213-RA	Lsat_1_v5_gn_6_91060.1
OG0010418	Dm_00013774-RA	Lsat_1_v5_gn_8_81281.1, Lsat_1_v5_gn_8_81281.2
OG0010419	Dm_00007164-RA	Lsat_1_v5_gn_2_78040.1
OG0010421	Dm_00003049-RA	Lsat_1_v5_gn_8_25641.1, Lsat_1_v5_gn_8_25641.3
OG0010423	Dm_00017851-RA	Lsat_1_v5_gn_1_41381.2, Lsat_1_v5_gn_1_41381.1
OG0010424	Dm_00014357-RA	Lsat_1_v5_gn_2_82180.1, Lsat_1_v5_gn_2_82180.3
OG0010425	Dm_00008109-RA, Dm_00010797-RA	Lsat_1_v5_gn_1_12401.1
OG0010426	Dm_00005530-RA	Lsat_1_v5_gn_1_12240.1, Lsat_1_v5_gn_1_12240.2
OG0010427	Dm_00010406-RA	Lsat_1_v5_gn_8_31281.1
OG0010428	Dm_00010497-RA	Lsat_1_v5_gn_7_67421.1
OG0010429	Dm_00007656-RA	Lsat_1_v5_gn_1_6641.1
OG0010431	Dm_00008806-RA	Lsat_1_v5_gn_4_2821.1
OG0010434	Dm_00017961-RA	Lsat_1_v5_gn_7_4380.1, Lsat_1_v5_gn_7_4380.3
OG0010435	Dm_00010441-RA	Lsat_1_v5_gn_2_94600.1
OG0010437	Dm_00000585-RA	Lsat_1_v5_gn_9_123421.1, Lsat_1_v5_gn_9_123421.2
OG0010438	Dm_00003671-RA	Lsat_1_v5_gn_2_136240.3, Lsat_1_v5_gn_2_136240.1
OG0010439	Dm_00019017-RA	Lsat_1_v5_gn_4_183800.1
OG0010440	Dm_00020332-RA	Lsat_1_v5_gn_5_137541.1, Lsat_1_v5_gn_4_89261.1
OG0010441	Dm_00000550-RA	Lsat_1_v5_gn_5_112921.1, Lsat_1_v5_gn_9_110141.3, Lsat_1_v5_gn_9_110141.1
OG0010442	Dm_00002147-RA	Lsat_1_v5_gn_1_77541.1, Lsat_1_v5_gn_1_77541.2
OG0010443	Dm_00001150-RA	Lsat_1_v5_gn_5_30021.1, Lsat_1_v5_gn_5_30021.2, Lsat_1_v5_gn_5_30021.3
OG0010444	Dm_00017920-RA	Lsat_1_v5_gn_2_75700.1
OG0010445	Dm_00012700-RA	Lsat_1_v5_gn_5_26761.2, Lsat_1_v5_gn_5_26761.1
OG0010446	Dm_00009922-RA	Lsat_1_v5_gn_8_149340.1
OG0010447	Dm_00003770-RA, Dm_00014479-RA	Lsat_1_v5_gn_3_30661.1, Lsat_1_v5_gn_3_30661.3
OG0010448	Dm_00005327-RA	Lsat_1_v5_gn_1_22441.3, Lsat_1_v5_gn_1_22441.1, Lsat_1_v5_gn_2_85620.2, Lsat_1_v5_gn_2_85620.1
OG0010449	Dm_00013493-RA	Lsat_1_v5_gn_6_83680.2, Lsat_1_v5_gn_6_83680.1
OG0010453	Dm_00005233-RA	Lsat_1_v5_gn_2_71780.1, Lsat_1_v5_gn_2_71780.3, Lsat_1_v5_gn_2_71780.2
OG0010454	Dm_00013707-RA	Lsat_1_v5_gn_4_107261.1
OG0010455	Dm_00010878-RA	Lsat_1_v5_gn_2_21921.1, Lsat_1_v5_gn_7_110180.1
OG0010457	Dm_00005202-RA	Lsat_1_v5_gn_2_59100.3
OG0010458	Dm_00000961-RA	Lsat_1_v5_gn_1_32360.1, Lsat_1_v5_gn_4_84081.2, Lsat_1_v5_gn_4_84081.1
OG0010459	Dm_00016961-RA	Lsat_1_v5_gn_1_67161.1, Lsat_1_v5_gn_1_67181.1, Lsat_1_v5_gn_1_67181.2
