Orthogroup	D_muscipula.proteins	V_vinifera.proteins
OG0010428	Dm_00010497-RA	VIT_215s0048g02530.2, VIT_215s0048g02530.1
OG0010429	Dm_00007656-RA	VIT_218s0086g00210.1, VIT_218s0086g00200.1
OG0010431	Dm_00008806-RA	VIT_201s0010g02620.1, VIT_201s0010g02620.3, VIT_201s0010g02620.4, VIT_201s0010g02620.5, VIT_201s0010g02620.2
OG0010434	Dm_00017961-RA	VIT_215s0046g02330.1
OG0010435	Dm_00010441-RA	VIT_201s0146g00460.2, VIT_201s0146g00460.1, VIT_214s0068g01310.1
OG0010437	Dm_00000585-RA	VIT_214s0128g00770.1, VIT_214s0128g00770.2
OG0010438	Dm_00003671-RA	VIT_201s0010g02390.1
OG0010439	Dm_00019017-RA	VIT_214s0219g00030.2, VIT_214s0219g00030.3, VIT_214s0219g00030.1
OG0010440	Dm_00020332-RA	VIT_202s0012g01670.1
OG0010441	Dm_00000550-RA	VIT_214s0030g00700.3, VIT_214s0030g00700.2
OG0010442	Dm_00002147-RA	VIT_210s0071g01140.1
OG0010443	Dm_00001150-RA	VIT_218s0001g11990.1
OG0010444	Dm_00017920-RA	VIT_200s2668g00010.1
OG0010445	Dm_00012700-RA	VIT_218s0001g13130.1
OG0010446	Dm_00009922-RA	VIT_201s0010g03350.1
OG0010447	Dm_00003770-RA, Dm_00014479-RA	VIT_211s0037g00010.1
OG0010448	Dm_00005327-RA	VIT_207s0031g00030.1
OG0010449	Dm_00013493-RA	VIT_215s0024g01460.1
OG0010453	Dm_00005233-RA	VIT_204s0079g00260.1
OG0010454	Dm_00013707-RA	VIT_217s0000g05520.1
OG0010455	Dm_00010878-RA	VIT_219s0085g00020.1
OG0010457	Dm_00005202-RA	VIT_219s0085g01120.2, VIT_219s0085g01120.1
OG0010458	Dm_00000961-RA	VIT_201s0146g00370.1, VIT_217s0000g00530.1
OG0010459	Dm_00016961-RA	VIT_206s0004g01730.2, VIT_206s0004g01730.1
OG0010460	Dm_00011585-RA	VIT_201s0011g02750.1
OG0010463	Dm_00010764-RA	VIT_203s0017g02300.1
OG0010464	Dm_00019213-RA	VIT_217s0000g07600.1, VIT_217s0000g07600.2, VIT_217s0000g07600.3
OG0010466	Dm_00001237-RA	VIT_218s0001g01070.1, VIT_215s0046g01200.1
OG0010468	Dm_00018122-RA	VIT_214s0006g02020.1
OG0010469	Dm_00008255-RA	VIT_214s0060g00710.1
OG0010470	Dm_00004756-RA	VIT_210s0042g00570.1
OG0010471	Dm_00010039-RA	VIT_201s0127g00400.1, VIT_201s0127g00400.2
OG0010472	Dm_00012863-RA	VIT_214s0066g02390.1
OG0010473	Dm_00012113-RA	VIT_202s0012g01630.3
OG0010474	Dm_00020244-RA	VIT_201s0011g03120.1, VIT_201s0011g03120.3, VIT_201s0011g03120.2
OG0010475	Dm_00003884-RA	VIT_201s0011g02790.1
OG0010478	Dm_00011899-RA	VIT_217s0000g04640.1
OG0010480	Dm_00004332-RA	VIT_206s0009g01130.2, VIT_206s0009g01130.3, VIT_206s0009g01130.1
OG0010482	Dm_00006745-RA	VIT_201s0011g03320.1
OG0010484	Dm_00007791-RA	VIT_201s0011g04530.3, VIT_201s0011g04530.4, VIT_201s0011g04530.2, VIT_201s0011g04530.1
OG0010485	Dm_00016800-RA	VIT_201s0026g01630.1, VIT_201s0026g01630.2
OG0010487	Dm_00010058-RA	VIT_204s0069g01000.2, VIT_204s0069g01000.1
OG0010488	Dm_00012580-RA	VIT_201s0011g03180.1, VIT_201s0011g03180.4, VIT_201s0011g03180.2, VIT_201s0011g03180.5, VIT_201s0011g03180.3
OG0010490	Dm_00019608-RA	VIT_214s0083g00460.3, VIT_214s0083g00460.4, VIT_214s0083g00460.2, VIT_214s0083g00460.1
OG0010491	Dm_00020758-RA	VIT_204s0043g00310.4, VIT_204s0043g00310.2, VIT_204s0043g00310.1, VIT_204s0043g00310.3
OG0010492	Dm_00007634-RA	VIT_217s0000g00110.1
OG0010493	Dm_00019907-RA	VIT_214s0006g03070.1
OG0010494	Dm_00000402-RA	VIT_216s0039g02120.1
OG0010496	Dm_00012272-RA	VIT_215s0021g00570.1, VIT_215s0021g00570.2, VIT_215s0021g00570.3
OG0010497	Dm_00006170-RA	VIT_201s0150g00640.1
OG0010498	Dm_00020757-RA	VIT_216s0039g02250.1, VIT_216s0039g02250.2
OG0010499	Dm_00015111-RA	VIT_210s0071g00840.1, VIT_210s0071g00810.1, VIT_210s0071g00850.1
OG0010500	Dm_00009369-RA	VIT_201s0026g00200.1, VIT_201s0026g00200.3, VIT_201s0026g00200.2
OG0010501	Dm_00018265-RA	VIT_214s0066g02630.1
OG0010502	Dm_00008176-RA	VIT_211s0065g01100.1, VIT_201s0010g01900.1
OG0010503	Dm_00001657-RA	VIT_218s0001g04060.1
OG0010504	Dm_00007196-RA	VIT_202s0012g01120.2, VIT_202s0012g01120.1
OG0010505	Dm_00007030-RA	VIT_217s0000g05620.1
OG0010507	Dm_00011326-RA	VIT_201s0026g00750.1
OG0010510	Dm_00014547-RA	VIT_204s0008g07050.1
OG0010511	Dm_00001847-RA	VIT_217s0000g01420.1
OG0010512	Dm_00016379-RA	VIT_215s0021g00520.1
OG0010513	Dm_00003205-RA	VIT_201s0011g04880.1, VIT_201s0011g04880.4, VIT_201s0011g04880.3, VIT_201s0011g04880.2
OG0010514	Dm_00019179-RA	VIT_205s0077g00740.1, VIT_205s0077g00740.2, VIT_205s0077g00740.3
OG0010515	Dm_00002179-RA	VIT_203s0038g00830.1, VIT_201s0113g00500.1
OG0010516	Dm_00017923-RA, Dm_00009404-RA	VIT_210s0003g03260.1
OG0010517	Dm_00016347-RA	VIT_201s0026g02070.2, VIT_201s0026g02070.3, VIT_201s0026g02070.1
OG0010518	Dm_00008567-RA	VIT_202s0033g00930.1, VIT_202s0033g00930.2
OG0010519	Dm_00014197-RA	VIT_201s0011g03080.1
OG0010520	Dm_00002949-RA	VIT_217s0000g01990.1, VIT_217s0000g01990.3, VIT_217s0000g01990.2
OG0010521	Dm_00019936-RA	VIT_204s0008g06990.2
OG0010522	Dm_00007796-RA	VIT_206s0004g03340.1, VIT_201s0011g04630.1
OG0010523	Dm_00005146-RA, Dm_00000990-RA	VIT_207s0005g01410.1
OG0010526	Dm_00010525-RA	VIT_217s0000g06430.3, VIT_217s0000g06430.2, VIT_217s0000g06430.1
OG0010528	Dm_00007669-RA	VIT_219s0027g00780.1
OG0010529	Dm_00006557-RA	VIT_217s0000g07760.3, VIT_217s0000g07760.1, VIT_217s0000g07760.2
OG0010530	Dm_00018248-RA	VIT_201s0010g00610.2, VIT_201s0010g00610.3, VIT_201s0010g00610.1
OG0010532	Dm_00018083-RA	VIT_202s0012g01050.1, VIT_200s0183g00250.1, VIT_202s0012g01060.1, VIT_203s0017g01730.1
OG0010533	Dm_00002170-RA	VIT_201s0026g02750.1
OG0010534	Dm_00019899-RA	VIT_200s0299g00070.1
OG0010535	Dm_00012913-RA	VIT_217s0000g04960.1
OG0010536	Dm_00001886-RA	VIT_219s0015g00960.1
OG0010537	Dm_00002828-RA	VIT_201s0011g04350.1
OG0010538	Dm_00004244-RA	VIT_201s0010g03410.1
OG0010539	Dm_00017185-RA	VIT_201s0146g00380.2, VIT_201s0146g00380.1
OG0010541	Dm_00018755-RA	VIT_202s0012g00030.1
OG0010542	Dm_00006065-RA	VIT_201s0011g00770.1
OG0010543	Dm_00015015-RA	VIT_217s0000g02310.2, VIT_217s0000g02310.1
OG0010547	Dm_00014661-RA	VIT_202s0025g01165.1
OG0010553	Dm_00019232-RA	VIT_214s0108g01180.1
OG0010555	Dm_00007124-RA	VIT_213s0101g00520.1, VIT_213s0101g00520.2
OG0010557	Dm_00001276-RA	VIT_208s0007g05100.1, VIT_208s0007g05100.3, VIT_208s0007g05100.2
OG0010558	Dm_00017123-RA, Dm_00007539-RA	VIT_210s0116g01680.1
OG0010560	Dm_00007680-RA, Dm_00002241-RA	VIT_206s0009g00990.1
OG0010561	Dm_00007176-RA	VIT_216s0022g02190.1
OG0010563	Dm_00002638-RA	VIT_207s0129g00930.3, VIT_207s0129g00930.6, VIT_207s0129g00930.2, VIT_207s0129g00930.7, VIT_207s0129g00930.1, VIT_207s0129g00930.4, VIT_207s0129g00930.5
OG0010566	Dm_00017753-RA	VIT_203s0038g03550.1, VIT_203s0038g03550.3, VIT_203s0038g03550.4, VIT_203s0038g03550.2
OG0010572	Dm_00003463-RA	VIT_212s0142g00420.1
OG0010624	Dm_00006258-RA	VIT_216s0050g01430.1
OG0010629	Dm_00010861-RA	VIT_208s0040g01400.1, VIT_208s0040g01400.2
OG0010630	Dm_00020753-RA	VIT_205s0020g01370.1
OG0010631	Dm_00016191-RA	VIT_205s0020g03650.1
OG0010632	Dm_00007211-RA	VIT_204s0044g01790.1
OG0010634	Dm_00017878-RA	VIT_202s0087g00410.2, VIT_202s0087g00410.1
OG0010635	Dm_00013254-RA	VIT_208s0007g00860.1
OG0010637	Dm_00017416-RA	VIT_212s0057g01550.1, VIT_212s0057g01550.2
OG0010638	Dm_00017054-RA	VIT_207s0005g02410.1
OG0010639	Dm_00020836-RA	VIT_205s0077g00570.1
OG0010642	Dm_00007506-RA	VIT_208s0007g03970.1
OG0010644	Dm_00005523-RA	VIT_206s0004g05900.1
OG0010647	Dm_00017704-RA	VIT_206s0061g00720.1
OG0010649	Dm_00003503-RA	VIT_207s0005g03570.2, VIT_207s0005g03570.1
OG0010652	Dm_00003512-RA	VIT_206s0009g01750.1
OG0010653	Dm_00010152-RA	VIT_206s0061g00790.1, VIT_206s0061g00790.2, VIT_206s0061g00790.3
OG0010654	Dm_00004268-RA	VIT_213s0067g03000.1
OG0010655	Dm_00013415-RA	VIT_206s0009g01810.1
OG0010657	Dm_00015171-RA, Dm_00018910-RA	VIT_205s0020g04040.1
OG0010658	Dm_00016721-RA	VIT_214s0030g00480.1
OG0010659	Dm_00008207-RA	VIT_212s0028g02100.2, VIT_212s0028g02100.1
OG0010660	Dm_00005993-RA	VIT_200s0780g00020.1
OG0010663	Dm_00011878-RA	VIT_207s0104g01480.3, VIT_207s0104g01480.1, VIT_207s0104g01480.2
OG0010665	Dm_00013385-RA, Dm_00013384-RA	VIT_213s0084g00160.1
OG0010666	Dm_00006668-RA	VIT_208s0007g07060.1
OG0010668	Dm_00012515-RA	VIT_205s0102g00370.1
OG0010669	Dm_00010023-RA	VIT_200s0580g00010.1
OG0010670	Dm_00007511-RA	VIT_208s0007g04150.1
OG0010672	Dm_00002575-RA	VIT_205s0136g00320.1, VIT_205s0136g00390.1, VIT_205s0136g00390.2
OG0010673	Dm_00014163-RA, Dm_00003874-RA	VIT_206s0080g00590.1
OG0010674	Dm_00011023-RA	VIT_204s0044g01190.1
OG0010677	Dm_00004574-RA	VIT_215s0046g02880.1
OG0010678	Dm_00015804-RA	VIT_209s0002g06540.1, VIT_209s0002g06540.2
OG0010681	Dm_00005583-RA	VIT_213s0019g01270.1
OG0010682	Dm_00004316-RA	VIT_208s0007g03860.1
OG0010683	Dm_00006523-RA	VIT_212s0055g00750.1
OG0010684	Dm_00020677-RA	VIT_207s0005g02130.1
OG0010686	Dm_00003724-RA	VIT_209s0002g04690.1, VIT_209s0002g04690.2
OG0010687	Dm_00001204-RA	VIT_208s0007g01990.1
OG0010690	Dm_00016117-RA	VIT_207s0005g01830.4, VIT_207s0005g01830.6, VIT_207s0005g01830.5, VIT_207s0005g01830.3, VIT_207s0005g01830.2, VIT_207s0005g01830.1
OG0010691	Dm_00004353-RA	VIT_215s0021g00370.1
OG0010692	Dm_00017151-RA	VIT_205s0049g02210.1, VIT_205s0049g02150.1, VIT_205s0049g02200.1
OG0010693	Dm_00002290-RA	VIT_210s0003g00530.1
OG0010694	Dm_00013213-RA	VIT_205s0049g01730.1
OG0010696	Dm_00020305-RA	VIT_205s0020g02700.1
OG0010697	Dm_00005725-RA	VIT_208s0040g00390.2, VIT_208s0040g00390.3, VIT_208s0040g00390.1
OG0010701	Dm_00011250-RA	VIT_213s0019g01750.1
OG0010704	Dm_00002582-RA	VIT_207s0151g00950.2, VIT_207s0151g00950.1
OG0010706	Dm_00002561-RA	VIT_206s0004g04260.1
OG0010707	Dm_00001534-RA	VIT_205s0029g00350.1
OG0010708	Dm_00004453-RA	VIT_207s0005g01130.1
OG0010709	Dm_00015824-RA	VIT_207s0005g01660.1
OG0010710	Dm_00006706-RA	VIT_204s0043g00700.3, VIT_204s0043g00700.2, VIT_204s0043g00700.1
OG0010711	Dm_00016363-RA	VIT_205s0020g01470.1
OG0010712	Dm_00000634-RA	VIT_204s0008g04530.1
OG0010713	Dm_00021031-RA	VIT_205s0077g02040.1
OG0010714	Dm_00011935-RA	VIT_213s0019g01840.1, VIT_213s0019g01840.2
OG0010716	Dm_00001539-RA	VIT_205s0029g00410.1
OG0010718	Dm_00014484-RA	VIT_206s0004g08380.2, VIT_206s0004g08380.3, VIT_206s0004g08380.1
OG0010719	Dm_00000809-RA	VIT_208s0007g03000.1, VIT_208s0007g03000.2
OG0010720	Dm_00005500-RA	VIT_205s0020g01710.1
OG0010721	Dm_00014844-RA	VIT_205s0077g00635.1
OG0010723	Dm_00004484-RA	VIT_208s0040g01020.1
OG0010724	Dm_00020548-RA	VIT_205s0020g03050.1
OG0010727	Dm_00015397-RA	VIT_204s0023g03720.1, VIT_204s0023g03740.1
OG0010728	Dm_00013907-RA	VIT_203s0038g02960.1
OG0010729	Dm_00016176-RA, Dm_00016177-RA	VIT_200s0391g00060.1
OG0010730	Dm_00007938-RA	VIT_204s0023g02640.1, VIT_204s0023g02640.2
OG0010731	Dm_00001868-RA	VIT_207s0031g02690.2, VIT_207s0031g02690.1
OG0010733	Dm_00016421-RA	VIT_200s0264g00060.1, VIT_200s0264g00060.2
OG0010735	Dm_00004657-RA, Dm_00008873-RA	VIT_218s0001g11230.1, VIT_218s0001g11230.3, VIT_218s0001g11230.2
OG0010736	Dm_00002498-RA	VIT_218s0001g08240.1
OG0010739	Dm_00004349-RA	VIT_204s0023g02010.1
OG0010741	Dm_00014084-RA	VIT_217s0000g06350.1
OG0010742	Dm_00008321-RA	VIT_204s0023g03630.3, VIT_204s0023g03630.2, VIT_204s0023g03630.1
OG0010743	Dm_00004965-RA	VIT_203s0038g03750.1, VIT_200s0208g00120.1
OG0010744	Dm_00019192-RA	VIT_203s0063g00520.1
OG0010745	Dm_00003687-RA	VIT_204s0023g02800.1
OG0010747	Dm_00014847-RA	VIT_213s0019g03940.1
OG0010749	Dm_00021084-RA	VIT_207s0031g01580.1
OG0010750	Dm_00007786-RA	VIT_218s0001g13310.1
OG0010751	Dm_00019839-RA	VIT_203s0038g00400.1
OG0010754	Dm_00017567-RA	VIT_202s0033g00060.1
OG0010755	Dm_00014805-RA	VIT_212s0035g00690.1
OG0010757	Dm_00005320-RA	VIT_207s0129g01060.1
OG0010758	Dm_00011003-RA	VIT_218s0001g01930.2, VIT_218s0001g01930.3, VIT_218s0001g01930.1
OG0010759	Dm_00006660-RA	VIT_203s0038g02670.1
OG0010760	Dm_00020427-RA	VIT_207s0005g00820.1
OG0010761	Dm_00010849-RA	VIT_218s0001g12490.1
OG0010762	Dm_00000133-RA, Dm_00001250-RA	VIT_218s0001g00490.1
OG0010763	Dm_00016852-RA	VIT_218s0001g13260.1
OG0010764	Dm_00014137-RA	VIT_218s0122g00680.1, VIT_218s0122g00680.2, VIT_218s0122g00680.3
OG0010765	Dm_00007693-RA	VIT_207s0031g01440.2, VIT_207s0031g01440.1
OG0010767	Dm_00005493-RA	VIT_207s0031g02460.1, VIT_207s0031g02460.2
OG0010768	Dm_00003401-RA, Dm_00001652-RA	VIT_218s0001g10250.4, VIT_218s0001g10250.3, VIT_218s0001g10250.2, VIT_218s0001g10250.1
OG0010770	Dm_00008218-RA	VIT_212s0121g00010.1, VIT_207s0141g00200.1
OG0010772	Dm_00009581-RA	VIT_218s0001g02950.2, VIT_218s0001g02950.1
OG0010773	Dm_00011982-RA	VIT_218s0122g00920.1
OG0010775	Dm_00015513-RA	VIT_212s0035g01140.1
OG0010776	Dm_00002519-RA	VIT_212s0055g00830.1, VIT_212s0055g00830.3, VIT_212s0055g00830.2
OG0010777	Dm_00009047-RA	VIT_212s0059g01600.1, VIT_212s0059g01600.2
OG0010778	Dm_00001659-RA, Dm_00002379-RA	VIT_218s0001g10080.1
OG0010780	Dm_00003464-RA	VIT_212s0142g00400.1
OG0010781	Dm_00019480-RA	VIT_218s0166g00130.1
OG0010782	Dm_00002363-RA	VIT_218s0001g09070.1
OG0010785	Dm_00010628-RA	VIT_212s0034g01810.2, VIT_212s0034g01810.1
OG0010786	Dm_00015515-RA	VIT_212s0035g00770.1
OG0010787	Dm_00004686-RA	VIT_203s0063g00180.1
OG0010790	Dm_00001503-RA	VIT_219s0015g01770.2, VIT_219s0015g01770.1
OG0010794	Dm_00007749-RA	VIT_219s0014g04710.1, VIT_219s0014g04710.2, VIT_219s0014g04710.3
OG0010795	Dm_00014325-RA	VIT_200s0612g00010.1, VIT_200s0515g00010.1
OG0010796	Dm_00017592-RA	VIT_210s0003g00900.1
OG0010799	Dm_00012104-RA	VIT_217s0053g01030.1
OG0010800	Dm_00001313-RA	VIT_212s0028g01100.2, VIT_212s0028g01100.1
OG0010801	Dm_00010490-RA	VIT_201s0011g01220.1
OG0010802	Dm_00005413-RA	VIT_212s0057g00240.1
OG0010804	Dm_00018876-RA	VIT_210s0003g04350.2
OG0010805	Dm_00011381-RA	VIT_219s0090g00930.1
OG0010806	Dm_00018497-RA	VIT_219s0027g00220.1
OG0010809	Dm_00006371-RA, Dm_00000495-RA	VIT_212s0142g00040.1
OG0010810	Dm_00010142-RA	VIT_200s0194g00110.1
OG0010811	Dm_00005251-RA	VIT_211s0149g00400.1, VIT_211s0206g00040.1, VIT_211s0149g00390.1
OG0010813	Dm_00017311-RA	VIT_212s0028g02610.1
OG0010814	Dm_00005341-RA	VIT_210s0116g00180.1
OG0010815	Dm_00019568-RA	VIT_200s0194g00160.1, VIT_200s1543g00010.1
OG0010816	Dm_00006696-RA	VIT_202s0154g00330.2, VIT_202s0154g00330.1
OG0010817	Dm_00006143-RA	VIT_202s0025g01300.1
OG0010818	Dm_00004726-RA	VIT_207s0005g03800.3, VIT_207s0005g03800.1, VIT_207s0005g03800.2
OG0010821	Dm_00001048-RA	VIT_211s0016g04560.1
OG0010822	Dm_00016850-RA	VIT_215s0046g02250.1
OG0010823	Dm_00000099-RA	VIT_211s0016g04770.1
OG0010824	Dm_00020835-RA, Dm_00017212-RA	VIT_204s0008g05050.1
OG0010826	Dm_00020657-RA	VIT_208s0007g00490.1
OG0010829	Dm_00003313-RA	VIT_216s0050g00590.1
OG0010831	Dm_00014115-RA	VIT_204s0008g00830.1, VIT_204s0008g00830.2
OG0010832	Dm_00014858-RA	VIT_216s0013g00240.1
OG0010833	Dm_00007948-RA	VIT_212s0057g01250.1
OG0010834	Dm_00015740-RA	VIT_204s0008g02650.2, VIT_204s0008g02650.1
OG0010836	Dm_00006263-RA	VIT_216s0050g01470.3, VIT_216s0050g01470.1, VIT_216s0050g01470.2
OG0010837	Dm_00011047-RA	VIT_216s0022g01430.1
OG0010838	Dm_00007016-RA	VIT_204s0008g06880.1
OG0010839	Dm_00004500-RA	VIT_215s0021g02260.2, VIT_215s0021g02260.3, VIT_215s0021g02260.1
OG0010840	Dm_00005492-RA	VIT_217s0000g08930.2, VIT_217s0000g08930.1
OG0010841	Dm_00009940-RA	VIT_211s0118g00810.1
OG0010844	Dm_00020651-RA	VIT_204s0008g02010.1, VIT_204s0008g02020.1
OG0010845	Dm_00016165-RA	VIT_209s0002g05990.1
OG0010846	Dm_00003599-RA	VIT_211s0016g04970.1
OG0010847	Dm_00009562-RA	VIT_204s0008g03960.1
OG0010848	Dm_00012900-RA	VIT_215s0048g01365.1, VIT_215s0048g01350.1, VIT_215s0048g01390.1
OG0010850	Dm_00000798-RA	VIT_215s0048g00810.1
OG0010851	Dm_00003603-RA	VIT_211s0016g05040.2, VIT_211s0016g05040.1
OG0010852	Dm_00017730-RA	VIT_215s0048g01345.1
OG0010853	Dm_00020077-RA	VIT_211s0016g03020.2, VIT_211s0016g03020.1
OG0010854	Dm_00010347-RA	VIT_202s0025g04830.2, VIT_202s0025g04830.1
OG0010855	Dm_00008293-RA	VIT_202s0087g00830.3, VIT_202s0087g00830.2, VIT_202s0087g00830.1
OG0010858	Dm_00006400-RA	VIT_216s0022g00330.1
OG0010859	Dm_00003600-RA, Dm_00000090-RA	VIT_211s0016g04980.1, VIT_206s0009g00385.1
OG0010860	Dm_00012107-RA	VIT_210s0092g00050.1
OG0010861	Dm_00008881-RA	VIT_211s0016g03820.2, VIT_211s0016g03820.1
OG0010863	Dm_00004369-RA	VIT_215s0048g00430.2, VIT_215s0048g00430.1
OG0010864	Dm_00015692-RA	VIT_206s0080g00440.3, VIT_206s0080g00440.2, VIT_206s0080g00440.4, VIT_206s0080g00440.1
OG0010865	Dm_00008322-RA	VIT_204s0008g02250.1
OG0010866	Dm_00016415-RA	VIT_202s0025g01230.1
OG0010867	Dm_00004432-RA	VIT_211s0065g00940.1, VIT_211s0065g00940.2
OG0010868	Dm_00014191-RA	VIT_216s0100g00310.1, VIT_216s0100g00310.2
OG0010870	Dm_00000111-RA	VIT_211s0016g04520.1
OG0010872	Dm_00005119-RA	VIT_211s0016g00560.1
OG0010873	Dm_00001064-RA	VIT_211s0016g04910.1
OG0010874	Dm_00011962-RA	VIT_207s0031g00950.1
OG0010875	Dm_00018804-RA	VIT_215s0046g03670.1
OG0010876	Dm_00001056-RA	VIT_211s0016g04690.1
OG0010877	Dm_00007128-RA	VIT_213s0101g00060.2, VIT_213s0101g00060.1
OG0010878	Dm_00013941-RA	VIT_204s0008g07020.1
OG0010879	Dm_00018056-RA	VIT_211s0016g04070.1, VIT_211s0016g04070.2
OG0010880	Dm_00020815-RA	VIT_202s0033g01300.1
OG0010881	Dm_00008212-RA	VIT_209s0002g03650.1
OG0010882	Dm_00011991-RA	VIT_209s0054g00760.1, VIT_209s0054g00750.1
OG0010883	Dm_00002074-RA	VIT_211s0016g01150.1
OG0010884	Dm_00007833-RA	VIT_216s0022g02070.1
OG0010885	Dm_00011132-RA	VIT_202s0012g01900.1, VIT_202s0012g01900.2, VIT_202s0012g01900.3
OG0010887	Dm_00004245-RA	VIT_213s0047g00240.1
OG0010889	Dm_00005215-RA	VIT_211s0016g03390.1
OG0010890	Dm_00013379-RA	VIT_202s0012g00180.1
OG0010892	Dm_00000190-RA	VIT_216s0098g00890.1
OG0010893	Dm_00005158-RA	VIT_216s0050g02260.1
OG0010894	Dm_00000744-RA, Dm_00009826-RA	VIT_211s0052g00810.1
OG0010895	Dm_00000647-RA	VIT_204s0008g03740.1
OG0010896	Dm_00002921-RA	VIT_211s0016g05450.1
OG0010897	Dm_00018048-RA	VIT_216s0098g01400.1
OG0010899	Dm_00020579-RA	VIT_211s0016g03940.1
OG0010900	Dm_00005845-RA	VIT_202s0087g00610.1
OG0010901	Dm_00003604-RA	VIT_211s0016g05060.1
OG0010903	Dm_00001782-RA	VIT_208s0007g03800.1
OG0010908	Dm_00002345-RA	VIT_209s0002g03770.2, VIT_209s0002g03770.1
OG0010909	Dm_00016848-RA	VIT_204s0008g07040.1
OG0010910	Dm_00002081-RA, Dm_00008757-RA	VIT_211s0016g00960.1
OG0010911	Dm_00008640-RA	VIT_204s0008g04740.1
OG0010912	Dm_00000646-RA	VIT_204s0008g03750.1
OG0010914	Dm_00001019-RA	VIT_211s0016g00780.1
OG0010915	Dm_00008274-RA	VIT_206s0004g01860.2
OG0010916	Dm_00000903-RA	VIT_202s0154g00540.1, VIT_204s0044g00275.1
OG0010919	Dm_00011710-RA, Dm_00003300-RA	VIT_216s0050g00830.1, VIT_216s0050g00870.1
OG0010922	Dm_00019129-RA	VIT_204s0008g04460.1
OG0010923	Dm_00012344-RA	VIT_216s0022g00640.1
OG0010926	Dm_00011855-RA	VIT_215s0048g01140.1
OG0010927	Dm_00004865-RA	VIT_211s0052g00400.1
OG0010928	Dm_00013659-RA	VIT_204s0008g02670.2, VIT_204s0008g02670.1
OG0010930	Dm_00016457-RA	VIT_208s0056g01660.1
OG0010931	Dm_00006855-RA	VIT_208s0007g04670.1
OG0010932	Dm_00016456-RA	VIT_200s0125g00280.1
OG0010933	Dm_00005191-RA	VIT_212s0059g01150.1, VIT_212s0059g01150.2, VIT_212s0059g01150.3
OG0010934	Dm_00004916-RA	VIT_219s0027g00200.1
OG0010935	Dm_00003295-RA	VIT_206s0080g00210.3, VIT_206s0080g00210.1, VIT_206s0080g00210.2
OG0010936	Dm_00010062-RA	VIT_205s0029g00710.1, VIT_204s0069g01110.1
OG0010937	Dm_00000329-RA	VIT_210s0003g03870.1
OG0010939	Dm_00017450-RA	VIT_208s0007g06830.1
OG0010940	Dm_00004614-RA	VIT_214s0219g00060.2, VIT_214s0219g00060.1
OG0010941	Dm_00004138-RA	VIT_206s0004g07370.2, VIT_206s0004g07370.1
OG0010942	Dm_00017288-RA	VIT_205s0062g00880.1
OG0010944	Dm_00017485-RA	VIT_219s0014g00460.1, VIT_219s0014g00460.2
OG0010945	Dm_00002207-RA, Dm_00008784-RA	VIT_214s0128g00740.1
OG0010946	Dm_00005547-RA	VIT_213s0067g00920.1
OG0010947	Dm_00014564-RA	VIT_219s0014g03430.1
OG0010948	Dm_00002304-RA	VIT_210s0003g01320.1
OG0010949	Dm_00007971-RA	VIT_206s0004g00890.1, VIT_206s0004g00890.2, VIT_208s0007g07050.1
OG0010950	Dm_00004416-RA	VIT_210s0003g00660.1
OG0010951	Dm_00007747-RA	VIT_200s0361g00040.1, VIT_200s0361g00040.2
OG0010952	Dm_00000853-RA	VIT_219s0090g00120.1
OG0010953	Dm_00005869-RA	VIT_213s0047g00350.1, VIT_213s0047g00350.2
OG0010954	Dm_00000033-RA, Dm_00001580-RA	VIT_208s0058g01100.1
OG0010955	Dm_00016385-RA	VIT_201s0011g01360.1
OG0010956	Dm_00003836-RA	VIT_206s0004g05490.1
OG0010957	Dm_00005587-RA	VIT_212s0028g02210.1, VIT_212s0028g02200.1
OG0010958	Dm_00014186-RA, Dm_00004732-RA	VIT_206s0004g00680.1
OG0010961	Dm_00012778-RA	VIT_208s0040g02230.1
OG0010963	Dm_00008401-RA	VIT_219s0027g00750.1
OG0010964	Dm_00012070-RA	VIT_208s0007g01660.3, VIT_208s0007g01660.1, VIT_208s0007g01660.2
OG0010966	Dm_00020046-RA	VIT_213s0067g02690.2, VIT_213s0067g02690.1
OG0010967	Dm_00018877-RA	VIT_209s0002g04190.1
OG0010968	Dm_00006040-RA	VIT_219s0090g00200.1, VIT_219s0090g00200.2
OG0010969	Dm_00003021-RA	VIT_206s0004g07570.1, VIT_206s0004g07570.3, VIT_206s0004g07570.2
OG0010971	Dm_00008237-RA	VIT_208s0058g00200.1
OG0010975	Dm_00007160-RA	VIT_213s0019g04870.2, VIT_213s0019g04870.1
OG0010976	Dm_00012296-RA, Dm_00014562-RA	VIT_213s0019g03300.1
OG0010978	Dm_00013738-RA	VIT_206s0009g02320.1
OG0010979	Dm_00014511-RA	VIT_208s0007g00520.5, VIT_208s0007g00520.3, VIT_208s0007g00520.6, VIT_208s0007g00520.1, VIT_208s0007g00520.4, VIT_208s0007g00520.2
OG0010980	Dm_00010529-RA	VIT_213s0047g01110.2, VIT_213s0047g01110.1
OG0010981	Dm_00012468-RA, Dm_00011573-RA	VIT_208s0032g00690.1, VIT_208s0032g00690.2
OG0010986	Dm_00011900-RA	VIT_208s0105g00500.2, VIT_208s0105g00500.1
OG0010988	Dm_00011198-RA	VIT_213s0064g00170.1, VIT_213s0064g00170.2
