Orthogroup	D_muscipula.proteins	S_lycopersicum.proteins
OG0011823	Dm_00006071-RA	Solyc01g088750.3.1
OG0011824	Dm_00013083-RA	Solyc08g076940.1.1, Solyc08g005040.1.1
OG0011827	Dm_00014808-RA	Solyc12g035170.2.1
OG0011828	Dm_00004790-RA	Solyc03g119860.3.1
OG0011830	Dm_00009164-RA	Solyc10g081230.2.1
OG0011831	Dm_00001888-RA	Solyc10g005800.3.1
OG0011833	Dm_00008857-RA	Solyc05g009820.3.1
OG0011834	Dm_00003185-RA	Solyc04g005350.3.1
OG0011835	Dm_00007250-RA	Solyc05g009530.3.1
OG0011837	Dm_00002812-RA	Solyc04g007570.2.1
OG0011838	Dm_00010093-RA	Solyc02g069340.3.1
OG0011839	Dm_00010917-RA	Solyc03g098345.1.1
OG0011842	Dm_00005419-RA, Dm_00015798-RA	Solyc10g008600.3.1
OG0011843	Dm_00007384-RA	Solyc01g090450.3.1
OG0011844	Dm_00018435-RA	Solyc06g069770.3.1, Solyc03g116020.3.1
OG0011845	Dm_00007261-RA	Solyc04g049460.2.1, Solyc02g077460.2.1
OG0011847	Dm_00016256-RA	Solyc12g096100.1.1
OG0011850	Dm_00015612-RA	Solyc01g007920.2.1
OG0011851	Dm_00003989-RA	Solyc02g087170.3.1
OG0011853	Dm_00013799-RA	Solyc05g012080.3.1
OG0011854	Dm_00009984-RA	Solyc01g010240.3.1, Solyc05g012050.3.1
OG0011855	Dm_00019285-RA	Solyc03g113240.3.1
OG0011856	Dm_00014570-RA	Solyc08g076150.3.1
OG0011857	Dm_00014520-RA	Solyc02g082020.3.1
OG0011859	Dm_00006799-RA	Solyc04g008490.2.1
OG0011860	Dm_00014096-RA	Solyc11g066850.2.1
OG0011863	Dm_00007945-RA	Solyc05g056050.3.1, Solyc05g056070.3.1
OG0011865	Dm_00007308-RA	Solyc02g081400.3.1
OG0011867	Dm_00014300-RA, Dm_00014299-RA	Solyc03g119070.2.1
OG0011868	Dm_00009456-RA	Solyc05g015640.3.1
OG0011869	Dm_00003426-RA	Solyc08g067000.3.1
OG0011870	Dm_00002864-RA	Solyc05g006700.3.1
OG0011871	Dm_00001609-RA	Solyc05g008900.3.1
OG0011872	Dm_00016070-RA	Solyc01g090390.1.1
OG0011875	Dm_00003329-RA	Solyc03g112760.3.1
OG0011876	Dm_00004919-RA	Solyc03g114340.3.1
OG0011877	Dm_00007628-RA, Dm_00007627-RA	Solyc02g086710.3.1
OG0011882	Dm_00017969-RA	Solyc08g081520.1.1
OG0011884	Dm_00009345-RA	Solyc02g067160.3.1, Solyc02g088210.3.1
OG0011887	Dm_00018238-RA	Solyc11g073090.1.1
OG0011890	Dm_00001099-RA	Solyc02g089330.3.1, Solyc07g047620.2.1
OG0011891	Dm_00015616-RA	Solyc08g061930.3.1, Solyc08g061920.2.1
OG0011892	Dm_00008652-RA	Solyc06g008490.3.1
OG0011893	Dm_00005485-RA, Dm_00004464-RA	Solyc12g088020.1.1
OG0011896	Dm_00006270-RA	Solyc11g017270.2.1, Solyc11g017280.2.1
OG0011897	Dm_00004208-RA	Solyc01g096220.3.1
OG0011899	Dm_00009614-RA	Solyc04g076200.3.1
OG0011901	Dm_00009390-RA	Solyc04g076730.1.1
OG0011910	Dm_00005379-RA, Dm_00016864-RA	Solyc05g015390.3.1
OG0011912	Dm_00002578-RA	Solyc01g058260.3.1, Solyc12g099180.2.1
OG0011913	Dm_00012801-RA	Solyc09g090570.2.1
OG0011918	Dm_00012192-RA	Solyc05g010650.3.1
OG0011922	Dm_00007483-RA, Dm_00004956-RA, Dm_00012764-RA	Solyc01g103550.1.1
OG0011925	Dm_00004850-RA	Solyc01g111200.3.1
OG0012005	Dm_00000570-RA	Solyc01g098800.3.1
OG0012008	Dm_00019139-RA	Solyc11g071510.2.1
OG0012009	Dm_00000556-RA	Solyc02g090100.1.1
OG0012012	Dm_00004554-RA	Solyc01g097140.3.1
OG0012013	Dm_00018366-RA	Solyc07g055660.2.1
OG0012014	Dm_00001328-RA	Solyc05g050890.2.1
OG0012016	Dm_00019617-RA	Solyc09g018790.3.1
OG0012017	Dm_00006769-RA	Solyc05g024020.1.1
OG0012019	Dm_00010639-RA	Solyc09g090410.3.1
OG0012022	Dm_00000929-RA	Solyc06g007990.3.1
OG0012025	Dm_00011303-RA	Solyc12g008780.2.1
OG0012026	Dm_00002456-RA	Solyc11g008850.2.1
OG0012027	Dm_00004979-RA	Solyc01g096520.3.1
OG0012028	Dm_00008479-RA	Solyc10g045490.1.1
OG0012031	Dm_00009357-RA	Solyc11g071660.1.1
OG0012032	Dm_00002481-RA	Solyc06g005140.3.1
OG0012033	Dm_00018458-RA	Solyc09g083210.3.1, Solyc09g083200.3.1, Solyc10g045610.1.1
OG0012034	Dm_00007106-RA	Solyc11g066960.2.1
OG0012035	Dm_00009153-RA	Solyc09g065180.3.1
OG0012036	Dm_00019962-RA	Solyc01g111740.3.1
OG0012038	Dm_00001841-RA	Solyc01g097910.2.1
OG0012039	Dm_00020133-RA	Solyc09g090220.3.1
OG0012041	Dm_00003730-RA	Solyc03g120190.3.1
OG0012042	Dm_00001969-RA	Solyc04g056640.1.1
OG0012045	Dm_00011973-RA	Solyc05g054355.1.1
OG0012046	Dm_00000796-RA	Solyc08g006170.1.1
OG0012048	Dm_00001191-RA	Solyc04g016295.1.1
OG0012050	Dm_00013670-RA	Solyc11g011560.2.1
OG0012051	Dm_00019745-RA	Solyc09g064800.2.1
OG0012053	Dm_00000307-RA	Solyc03g111190.2.1
OG0012054	Dm_00011174-RA	Solyc03g098170.3.1
OG0012055	Dm_00014491-RA	Solyc09g074620.3.1
OG0012057	Dm_00020669-RA	Solyc01g079400.3.1
OG0012059	Dm_00017496-RA	Solyc09g075820.3.1
OG0012062	Dm_00009765-RA	Solyc02g083780.2.1
OG0012063	Dm_00015714-RA	Solyc03g093630.2.1
OG0012065	Dm_00010502-RA	Solyc04g016360.3.1
OG0012069	Dm_00002218-RA	Solyc09g065280.3.1
OG0012070	Dm_00018958-RA	Solyc06g054460.1.1, Solyc01g080380.3.1
OG0012072	Dm_00011446-RA	Solyc01g058190.3.1
OG0012073	Dm_00007491-RA	Solyc02g021390.1.1, Solyc06g042990.1.1
OG0012077	Dm_00013205-RA	Solyc05g053490.3.1, Solyc09g091230.3.1
OG0012078	Dm_00004625-RA	Solyc11g005590.1.1
OG0012080	Dm_00009934-RA	Solyc02g079360.2.1
OG0012081	Dm_00009700-RA	Solyc01g079790.3.1
OG0012082	Dm_00006226-RA	Solyc05g053370.3.1
OG0012084	Dm_00008802-RA	Solyc03g005380.3.1
OG0012086	Dm_00013098-RA	Solyc01g098640.3.1
OG0012087	Dm_00002449-RA	Solyc01g079590.3.1
OG0012089	Dm_00003382-RA	Solyc09g074910.1.1
OG0012090	Dm_00019306-RA	Solyc09g082950.1.1
OG0012091	Dm_00007727-RA	Solyc11g008450.2.1
OG0012094	Dm_00000800-RA	Solyc09g009930.2.1
OG0012099	Dm_00005859-RA	Solyc02g069207.1.1
OG0012101	Dm_00014220-RA	Solyc03g063690.1.1
OG0012102	Dm_00002373-RA	Solyc04g078480.3.1
OG0012103	Dm_00009272-RA	Solyc12g057030.2.1
OG0012106	Dm_00002731-RA	Solyc04g080340.3.1
OG0012107	Dm_00013710-RA	Solyc10g049650.2.1
OG0012110	Dm_00001736-RA	Solyc01g109080.3.1
OG0012113	Dm_00016803-RA	Solyc04g071870.1.1
OG0012114	Dm_00012586-RA	Solyc02g085470.3.1
OG0012115	Dm_00004033-RA, Dm_00005788-RA	Solyc04g077140.3.1
OG0012117	Dm_00009493-RA	Solyc08g008250.2.1
OG0012120	Dm_00001363-RA	Solyc04g077740.1.1
OG0012123	Dm_00017687-RA	Solyc01g102690.3.1
OG0012124	Dm_00014454-RA	Solyc11g010900.2.1
OG0012128	Dm_00014970-RA	Solyc01g110130.3.1
OG0012129	Dm_00006489-RA	Solyc01g006920.3.1
OG0012130	Dm_00003901-RA	Solyc02g085080.3.1
OG0012132	Dm_00001269-RA	Solyc12g094670.1.1, Solyc04g082520.2.1
OG0012133	Dm_00003437-RA	Solyc01g110450.3.1
OG0012138	Dm_00011352-RA	Solyc04g072170.1.1
OG0012139	Dm_00017482-RA	Solyc11g010120.2.1
OG0012140	Dm_00001640-RA	Solyc05g050710.3.1
OG0012141	Dm_00009690-RA	Solyc02g090690.2.1
OG0012142	Dm_00020157-RA	Solyc01g106450.3.1
OG0012143	Dm_00009633-RA	Solyc04g077130.1.1
OG0012144	Dm_00009716-RA	Solyc10g047630.2.1
OG0012145	Dm_00001352-RA	Solyc04g077860.3.1
OG0012146	Dm_00003073-RA	Solyc09g007050.1.1
OG0012147	Dm_00012887-RA	Solyc10g054160.1.1, Solyc10g054220.1.1
OG0012148	Dm_00015591-RA	Solyc01g111690.3.1
OG0012149	Dm_00015793-RA	Solyc09g098225.1.1
OG0012150	Dm_00000005-RA	Solyc10g074790.2.1
OG0012151	Dm_00006519-RA	Solyc10g008570.3.1
OG0012152	Dm_00017334-RA	Solyc04g074370.2.1
OG0012154	Dm_00000696-RA	Solyc10g008740.3.1
OG0012157	Dm_00017036-RA	Solyc04g015200.3.1
OG0012159	Dm_00020530-RA	Solyc12g014050.2.1
OG0012160	Dm_00008232-RA	Solyc10g006370.3.1
OG0012163	Dm_00000681-RA	Solyc11g068930.2.1
OG0012164	Dm_00006892-RA, Dm_00017785-RA	Solyc02g081150.1.1
OG0012165	Dm_00001533-RA	Solyc07g065470.3.1
OG0012166	Dm_00009036-RA	Solyc02g063460.1.1
OG0012167	Dm_00018081-RA	Solyc10g012300.1.1, Solyc10g054360.1.1, Solyc10g054610.1.1, Solyc02g030280.1.1, Solyc10g054370.1.1, Solyc10g050753.1.1, Solyc10g012350.2.1, Solyc10g012290.1.1, Solyc10g012340.1.1
OG0012169	Dm_00005980-RA	Solyc03g110960.3.1, Solyc06g071960.3.1
OG0012171	Dm_00004061-RA	Solyc02g070670.3.1
OG0012173	Dm_00015023-RA	Solyc07g024030.3.1
OG0012174	Dm_00020899-RA	Solyc12g100320.2.1
OG0012175	Dm_00016759-RA, Dm_00005698-RA	Solyc08g079470.3.1
OG0012176	Dm_00003961-RA, Dm_00015734-RA	Solyc08g079770.3.1
OG0012178	Dm_00006302-RA	Solyc08g078990.2.1
OG0012182	Dm_00009857-RA	Solyc08g082850.3.1
OG0012183	Dm_00007780-RA	Solyc04g080830.3.1
OG0012185	Dm_00011854-RA	Solyc01g091890.3.1
OG0012186	Dm_00008209-RA	Solyc12g044610.2.1
OG0012188	Dm_00002996-RA	Solyc03g121110.3.1
OG0012189	Dm_00016672-RA	Solyc05g026130.3.1
OG0012190	Dm_00008460-RA	Solyc08g029110.3.1
OG0012191	Dm_00001041-RA	Solyc08g013830.1.1
OG0012192	Dm_00008114-RA	Solyc06g065510.3.1
OG0012193	Dm_00018186-RA	Solyc02g021220.1.1, Solyc03g123490.1.1
OG0012194	Dm_00009461-RA	Solyc02g088710.3.1
OG0012198	Dm_00003614-RA	Solyc12g009425.1.1, Solyc12g009420.2.1
OG0012199	Dm_00000271-RA	Solyc07g005010.3.1
OG0012203	Dm_00014655-RA	Solyc03g083570.3.1
OG0012205	Dm_00020181-RA	Solyc07g063740.2.1, Solyc07g063733.1.1
OG0012208	Dm_00017888-RA	Solyc03g006990.1.1
OG0012209	Dm_00008937-RA	Solyc04g079150.1.1
OG0012210	Dm_00016370-RA	Solyc08g062620.3.1
OG0012211	Dm_00020435-RA	Solyc08g006430.3.1
OG0012212	Dm_00005834-RA	Solyc01g049810.3.1
OG0012213	Dm_00008991-RA	Solyc08g068820.3.1
OG0012214	Dm_00003937-RA	Solyc08g061778.1.1
OG0012216	Dm_00013751-RA	Solyc01g099240.3.1
OG0012218	Dm_00006266-RA	Solyc03g120510.1.1
OG0012219	Dm_00019827-RA	Solyc08g068085.1.1, Solyc08g068090.3.1, Solyc08g068070.3.1
OG0012220	Dm_00017887-RA	Solyc03g006980.3.1, Solyc08g062280.2.1
OG0012222	Dm_00001266-RA	Solyc10g086500.1.1
OG0012224	Dm_00011426-RA	Solyc08g067250.3.1
OG0012226	Dm_00015354-RA	Solyc08g075770.3.1
OG0012227	Dm_00016620-RA	Solyc04g051230.2.1, Solyc06g035600.3.1
OG0012228	Dm_00009932-RA	Solyc02g079400.3.1
OG0012229	Dm_00009960-RA	Solyc01g091465.1.1
OG0012230	Dm_00008754-RA	Solyc07g041870.3.1
OG0012231	Dm_00009020-RA	Solyc10g086470.2.1
OG0012232	Dm_00020345-RA	Solyc01g008250.3.1, Solyc01g008240.3.1
OG0012233	Dm_00010474-RA	Solyc08g075440.3.1
OG0012236	Dm_00013546-RA	Solyc08g062700.3.1
OG0012237	Dm_00000881-RA	Solyc08g078440.3.1
OG0012240	Dm_00002248-RA	Solyc07g008470.3.1
OG0012242	Dm_00007086-RA	Solyc03g120630.3.1
OG0012244	Dm_00007044-RA	Solyc10g078790.1.1
OG0012248	Dm_00008659-RA	Solyc11g067210.1.1
OG0012249	Dm_00004502-RA	Solyc10g081380.2.1
OG0012252	Dm_00001286-RA	Solyc11g006400.2.1
OG0012253	Dm_00000113-RA	Solyc12g007020.2.1
OG0012255	Dm_00014397-RA	Solyc03g051785.1.1
OG0012256	Dm_00013024-RA	Solyc10g085080.2.1, Solyc09g014215.1.1
OG0012257	Dm_00017516-RA	Solyc07g063010.3.1
OG0012258	Dm_00004202-RA	Solyc04g082870.1.1
OG0012259	Dm_00005764-RA	Solyc09g098140.3.1
OG0012260	Dm_00002296-RA, Dm_00000702-RA	Solyc02g077300.2.1
OG0012261	Dm_00012743-RA	Solyc05g052600.3.1
OG0012262	Dm_00007875-RA	Solyc03g115460.2.1
OG0012265	Dm_00003509-RA	Solyc02g079140.2.1
OG0012267	Dm_00015148-RA	Solyc07g062780.3.1
OG0012268	Dm_00003095-RA	Solyc04g009610.2.1
OG0012269	Dm_00014825-RA	Solyc04g015280.3.1
OG0012271	Dm_00000935-RA	Solyc09g091500.3.1
OG0012272	Dm_00001384-RA	Solyc05g056150.3.1
OG0012273	Dm_00012281-RA	Solyc11g068500.2.1
OG0012276	Dm_00011661-RA	Solyc12g014395.1.1, Solyc07g062190.3.1
OG0012277	Dm_00014688-RA	Solyc02g091680.3.1
OG0012279	Dm_00010530-RA	Solyc10g039380.2.1
OG0012281	Dm_00017144-RA	Solyc09g020190.3.1
OG0012282	Dm_00009265-RA	Solyc02g079850.3.1
OG0012283	Dm_00007685-RA, Dm_00001108-RA	Solyc07g043330.2.1
OG0012284	Dm_00015560-RA	Solyc01g087880.3.1
OG0012286	Dm_00018179-RA	Solyc10g079490.2.1
OG0012288	Dm_00006989-RA	Solyc09g057910.3.1
OG0012291	Dm_00007894-RA	Solyc10g083795.1.1
OG0012292	Dm_00010394-RA	Solyc02g081170.3.1
OG0012293	Dm_00005450-RA	Solyc09g011350.2.1
OG0012295	Dm_00002895-RA	Solyc02g078940.3.1
OG0012296	Dm_00004854-RA	Solyc01g098480.2.1
OG0012298	Dm_00010892-RA	Solyc07g064950.3.1
OG0012300	Dm_00010532-RA	Solyc02g094480.3.1
OG0012301	Dm_00009786-RA	Solyc02g069070.3.1
OG0012302	Dm_00003739-RA	Solyc06g084580.1.1
OG0012304	Dm_00000717-RA	Solyc02g077650.2.1
OG0012305	Dm_00013355-RA	Solyc07g049380.1.1, Solyc12g006000.1.1
OG0012306	Dm_00011725-RA	Solyc10g078560.3.1
OG0012307	Dm_00009783-RA	Solyc11g012700.2.1
OG0012308	Dm_00011713-RA	Solyc07g052680.1.1
OG0012311	Dm_00016189-RA	Solyc12g014200.2.1
OG0012312	Dm_00001807-RA	Solyc01g100420.3.1
OG0012313	Dm_00004327-RA	Solyc11g072040.2.1
OG0012315	Dm_00009239-RA	Solyc03g095760.3.1
OG0012317	Dm_00005621-RA	Solyc02g005200.3.1
OG0012320	Dm_00000517-RA	Solyc01g097740.3.1
OG0012321	Dm_00002797-RA	Solyc01g097830.2.1
OG0012323	Dm_00007008-RA	Solyc07g032770.1.1, Solyc06g063270.3.1
OG0012324	Dm_00005124-RA	Solyc01g080415.1.1
OG0012327	Dm_00005483-RA	Solyc01g094920.3.1
OG0012328	Dm_00019985-RA	Solyc08g006160.3.1
OG0012329	Dm_00002217-RA	Solyc06g065230.3.1
OG0012330	Dm_00016570-RA	Solyc01g005540.3.1
OG0012331	Dm_00003048-RA	Solyc04g083010.3.1
OG0012333	Dm_00003296-RA	Solyc11g071370.1.1
OG0012334	Dm_00005478-RA	Solyc09g075030.3.1
OG0012336	Dm_00006698-RA	Solyc08g007410.3.1
OG0012337	Dm_00015636-RA	Solyc04g054890.3.1
OG0012339	Dm_00016163-RA	Solyc08g081450.3.1, Solyc08g081453.1.1, Solyc12g056190.2.1
OG0012341	Dm_00015376-RA	Solyc09g082120.3.1
OG0012343	Dm_00001135-RA	Solyc04g079760.3.1
OG0012344	Dm_00000303-RA	Solyc03g111330.3.1
OG0012348	Dm_00000135-RA	Solyc12g094480.2.1
OG0012350	Dm_00008400-RA	Solyc09g064450.3.1
OG0012351	Dm_00000733-RA	Solyc07g007440.1.1
OG0012352	Dm_00019386-RA	Solyc01g102790.3.1
OG0012353	Dm_00005985-RA	Solyc03g111360.3.1
OG0012354	Dm_00011025-RA	Solyc05g013970.3.1
OG0012356	Dm_00002705-RA	Solyc11g020230.1.1
OG0012358	Dm_00014921-RA	Solyc12g056990.1.1
OG0012359	Dm_00015463-RA	Solyc03g043715.1.1, Solyc03g043720.3.1
OG0012362	Dm_00016952-RA	Solyc01g107670.2.1
OG0012363	Dm_00016970-RA	Solyc06g083720.2.1, Solyc09g064490.2.1
OG0012368	Dm_00014646-RA	Solyc02g094310.2.1
OG0012370	Dm_00012337-RA	Solyc02g094170.3.1
OG0012372	Dm_00018739-RA	Solyc11g040130.2.1
OG0012375	Dm_00008047-RA	Solyc06g083990.3.1
OG0012379	Dm_00008617-RA	Solyc12g095940.1.1
OG0012380	Dm_00012251-RA	Solyc03g113990.3.1
OG0012381	Dm_00012250-RA	Solyc03g113880.3.1
OG0012382	Dm_00000390-RA	Solyc01g005340.3.1
OG0012383	Dm_00013306-RA	Solyc12g011190.2.1
OG0012384	Dm_00012164-RA	Solyc08g077120.2.1
OG0012385	Dm_00010371-RA	Solyc01g088610.3.1
OG0012389	Dm_00006022-RA	Solyc05g013710.3.1
OG0012393	Dm_00015629-RA	Solyc04g005520.3.1
OG0012394	Dm_00011568-RA	Solyc05g007760.1.1
OG0012395	Dm_00014753-RA	Solyc02g091100.3.1
OG0012396	Dm_00015777-RA	Solyc11g069370.2.1
OG0012397	Dm_00011569-RA	Solyc01g010900.3.1
OG0012398	Dm_00019814-RA	Solyc03g019880.3.1
OG0012400	Dm_00000385-RA	Solyc08g062580.1.1, Solyc06g009800.2.1, Solyc07g021440.1.1, Solyc12g062720.2.1, Solyc07g021450.2.1
OG0012401	Dm_00007458-RA	Solyc05g006970.3.1
OG0012403	Dm_00012623-RA	Solyc02g086080.3.1
OG0012404	Dm_00006325-RA	Solyc03g112600.4.1
OG0012405	Dm_00012191-RA	Solyc05g010620.2.1
OG0012407	Dm_00013018-RA	Solyc03g097910.3.1
OG0012408	Dm_00020420-RA	Solyc12g036250.2.1
OG0012409	Dm_00006323-RA	Solyc03g112580.3.1
OG0012410	Dm_00011652-RA	Solyc03g034170.3.1
OG0012413	Dm_00010582-RA	Solyc05g009330.3.1
OG0012417	Dm_00006409-RA	Solyc02g067960.2.1
OG0012418	Dm_00016655-RA	Solyc06g061055.1.1
OG0012420	Dm_00013340-RA	Solyc01g088470.3.1
OG0012421	Dm_00000252-RA, Dm_00000251-RA	Solyc03g097200.3.1
OG0012423	Dm_00011820-RA	Solyc03g115075.1.1, Solyc03g115080.2.1
OG0012424	Dm_00000247-RA	Solyc03g097240.3.1
OG0012425	Dm_00006762-RA	Solyc06g072250.3.1
OG0012426	Dm_00011875-RA	Solyc05g010160.3.1
OG0012427	Dm_00020364-RA	Solyc05g005580.3.1
OG0012428	Dm_00013939-RA	Solyc01g107610.3.1
OG0012431	Dm_00018243-RA	Solyc02g089100.3.1
OG0012432	Dm_00003281-RA	Solyc03g114920.1.1
OG0012433	Dm_00007711-RA	Solyc02g088660.3.1
OG0012438	Dm_00019918-RA	Solyc05g052700.3.1
OG0012441	Dm_00001022-RA	Solyc07g042280.3.1
OG0012446	Dm_00011091-RA	Solyc12g016070.1.1, Solyc12g016050.1.1, Solyc12g016130.1.1, Solyc12g016010.2.1, Solyc12g009360.1.1, Solyc12g016090.1.1, Solyc08g016730.1.1, Solyc08g016740.1.1, Solyc12g016110.1.1
OG0012449	Dm_00001554-RA	Solyc10g074740.1.1
OG0012451	Dm_00012687-RA, Dm_00011071-RA, Dm_00012688-RA	Solyc07g052590.1.1
OG0012452	Dm_00002361-RA	Solyc04g077840.2.1, Solyc04g077835.1.1
OG0012454	Dm_00007574-RA	Solyc01g096380.1.1
OG0012460	Dm_00006412-RA	Solyc05g008270.3.1
OG0012461	Dm_00003299-RA	Solyc03g025330.3.1
OG0012481	Dm_00016707-RA, Dm_00016417-RA	Solyc05g013540.1.1
OG0012488	Dm_00012710-RA, Dm_00012711-RA	Solyc05g006180.2.1, Solyc02g089790.3.1
OG0012569	Dm_00007045-RA	Solyc07g055170.1.1
OG0012575	Dm_00014235-RA	Solyc01g068250.2.1
OG0012581	Dm_00004378-RA	Solyc09g008920.3.1
OG0012583	Dm_00008205-RA	Solyc09g042760.2.1
OG0012585	Dm_00018152-RA	Solyc06g054080.3.1
OG0012586	Dm_00001214-RA	Solyc04g056380.3.1
OG0012587	Dm_00003556-RA	Solyc01g097170.3.1
OG0012588	Dm_00003741-RA	Solyc06g005520.3.1
OG0012595	Dm_00006035-RA	Solyc12g005150.2.1
OG0012596	Dm_00010010-RA	Solyc09g090430.3.1
OG0012597	Dm_00003141-RA	Solyc01g099000.1.1
OG0012598	Dm_00002837-RA	Solyc02g079380.2.1
OG0012599	Dm_00015163-RA	Solyc01g110400.2.1
OG0012601	Dm_00018162-RA	Solyc02g069170.2.1
OG0012602	Dm_00002499-RA	Solyc03g005180.1.1
OG0012605	Dm_00007127-RA	Solyc11g006760.2.1
OG0012607	Dm_00006686-RA	Solyc09g008190.3.1
OG0012610	Dm_00012965-RA	Solyc10g085950.2.1
OG0012612	Dm_00012694-RA	Solyc06g053370.2.1
OG0012613	Dm_00015062-RA	Solyc01g080190.3.1
OG0012615	Dm_00018660-RA	Solyc11g008290.1.1
OG0012616	Dm_00018512-RA	Solyc03g096040.3.1
OG0012618	Dm_00011499-RA	Solyc06g073290.1.1
OG0012620	Dm_00001394-RA	Solyc09g009950.3.1
OG0012624	Dm_00012771-RA	Solyc01g111070.3.1
OG0012626	Dm_00013898-RA	Solyc04g076070.1.1
OG0012632	Dm_00004765-RA	Solyc08g065830.3.1
OG0012634	Dm_00010796-RA	Solyc06g065240.3.1
OG0012636	Dm_00011638-RA	Solyc06g060170.3.1
OG0012638	Dm_00013644-RA	Solyc04g063300.2.1
OG0012639	Dm_00003235-RA	Solyc10g009390.3.1
OG0012640	Dm_00004563-RA, Dm_00020937-RA	Solyc06g060200.2.1
OG0012643	Dm_00019481-RA	Solyc04g071000.1.1
OG0012644	Dm_00014394-RA	Solyc01g106375.1.1
OG0012645	Dm_00002094-RA	Solyc08g078750.3.1
OG0012647	Dm_00014790-RA	Solyc02g087400.1.1
OG0012652	Dm_00010341-RA	Solyc04g064670.3.1
OG0012653	Dm_00015153-RA	Solyc04g063340.2.1
OG0012654	Dm_00001152-RA	Solyc04g079990.3.1
OG0012655	Dm_00001355-RA	Solyc07g064940.3.1
OG0012656	Dm_00014586-RA	Solyc06g084300.1.1
OG0012659	Dm_00002761-RA	Solyc01g095160.3.1
OG0012665	Dm_00021057-RA	Solyc04g051610.3.1
OG0012666	Dm_00011124-RA	Solyc01g112060.3.1
OG0012667	Dm_00019738-RA	Solyc04g072110.3.1, Solyc12g056760.2.1
OG0012671	Dm_00004708-RA	Solyc03g032170.2.1
OG0012673	Dm_00004827-RA	Solyc12g042760.1.1
OG0012674	Dm_00000346-RA	Solyc02g070680.3.1
OG0012676	Dm_00012130-RA	Solyc07g064020.3.1
OG0012688	Dm_00004991-RA	Solyc10g009030.3.1
OG0012690	Dm_00001899-RA	Solyc07g065940.1.1
OG0012691	Dm_00005088-RA	Solyc02g080165.1.1, Solyc02g080170.1.1
OG0012693	Dm_00005860-RA	Solyc02g079930.3.1
OG0012697	Dm_00000694-RA	Solyc11g010260.2.1
OG0012699	Dm_00015862-RA, Dm_00018453-RA	Solyc08g077280.1.1
OG0012700	Dm_00005652-RA	Solyc07g062060.3.1
OG0012701	Dm_00002316-RA	Solyc03g117055.1.1
OG0012705	Dm_00017318-RA	Solyc07g005750.3.1
OG0012706	Dm_00017474-RA	Solyc05g017990.3.1
OG0012707	Dm_00000755-RA	Solyc07g006855.1.1
OG0012708	Dm_00011515-RA	Solyc09g007560.3.1
OG0012711	Dm_00016776-RA	Solyc03g117580.3.1
OG0012712	Dm_00011997-RA	Solyc03g007190.3.1
OG0012713	Dm_00011914-RA	Solyc09g059220.1.1, Solyc05g046390.3.1
OG0012714	Dm_00017271-RA	Solyc08g074750.2.1
OG0012719	Dm_00000651-RA	Solyc11g071240.2.1
OG0012720	Dm_00008982-RA	Solyc07g005950.3.1
OG0012723	Dm_00006648-RA, Dm_00010756-RA, Dm_00005484-RA, Dm_00006831-RA, Dm_00014411-RA, Dm_00015027-RA, Dm_00015028-RA, Dm_00017293-RA	Solyc07g040695.1.1
OG0012725	Dm_00016927-RA	Solyc07g062440.1.1
OG0012726	Dm_00018380-RA	Solyc03g007980.1.1
OG0012730	Dm_00005895-RA	Solyc11g071670.2.1
OG0012731	Dm_00007011-RA	Solyc03g026010.2.1
OG0012733	Dm_00004864-RA	Solyc07g006900.2.1
OG0012734	Dm_00003854-RA	Solyc10g085040.1.1, Solyc10g085030.1.1
OG0012735	Dm_00018686-RA	Solyc08g081500.2.1
OG0012738	Dm_00020673-RA	Solyc03g123880.3.1
OG0012739	Dm_00000629-RA	Solyc08g067795.1.1
OG0012740	Dm_00003516-RA	Solyc10g009200.3.1
OG0012741	Dm_00013035-RA	Solyc07g066250.1.1
OG0012742	Dm_00001001-RA	Solyc07g006040.3.1
OG0012743	Dm_00014728-RA	Solyc08g063010.3.1
OG0012745	Dm_00008008-RA	Solyc09g082065.1.1
OG0012746	Dm_00018123-RA	Solyc08g006090.3.1
OG0012750	Dm_00012099-RA	Solyc01g006180.3.1
OG0012751	Dm_00012067-RA	Solyc11g006870.1.1
OG0012753	Dm_00005007-RA	Solyc07g007380.3.1
OG0012754	Dm_00019637-RA	Solyc06g062700.3.1
OG0012757	Dm_00018071-RA	Solyc07g053520.2.1
OG0012758	Dm_00002510-RA	Solyc03g116770.3.1
OG0012759	Dm_00005495-RA	Solyc05g018210.3.1
OG0012761	Dm_00014683-RA	Solyc09g059440.1.1
OG0012763	Dm_00013215-RA	Solyc11g006550.3.1
OG0012766	Dm_00006552-RA	Solyc09g042250.1.1
OG0012770	Dm_00012336-RA	Solyc07g054233.1.1, Solyc07g054250.2.1, Solyc07g054237.1.1
OG0012773	Dm_00008141-RA	Solyc10g086770.2.1
OG0012775	Dm_00007405-RA	Solyc12g009500.2.1
OG0012776	Dm_00003868-RA	Solyc11g068480.2.1
OG0012777	Dm_00008834-RA	Solyc06g065490.3.1
OG0012778	Dm_00019615-RA	Solyc10g081630.2.1
OG0012780	Dm_00007350-RA	Solyc06g076820.1.1
OG0012781	Dm_00007954-RA	Solyc05g024415.1.1
OG0012782	Dm_00006127-RA	Solyc09g008550.3.1
OG0012785	Dm_00004610-RA	Solyc10g054730.1.1
