Orthogroup	D_muscipula.proteins	D_spatulata.proteins
OG0008835	Dm_00000737-RA	Ds_00007951-RA
OG0008836	Dm_00007344-RA	Ds_00002696-RA
OG0008837	Dm_00006509-RA	Ds_00015935-RA
OG0008839	Dm_00000889-RA	Ds_00007655-RA
OG0008840	Dm_00002159-RA	Ds_00014234-RA
OG0008842	Dm_00002922-RA	Ds_00009629-RA
OG0008843	Dm_00000993-RA	Ds_00016449-RA
OG0008844	Dm_00007450-RA	Ds_00003437-RA
OG0008845	Dm_00019710-RA	Ds_00013451-RA
OG0008846	Dm_00001816-RA	Ds_00003922-RA
OG0008848	Dm_00009864-RA	Ds_00001776-RA
OG0008849	Dm_00005122-RA	Ds_00016992-RA
OG0008851	Dm_00012857-RA	Ds_00016921-RA
OG0008855	Dm_00008042-RA	Ds_00000784-RA
OG0008855	Dm_00018822-RA	Ds_00016923-RA
OG0008856	Dm_00001515-RA	Ds_00004935-RA
OG0008857	Dm_00020286-RA	Ds_00000196-RA
OG0008858	Dm_00004799-RA	Ds_00000444-RA
OG0008859	Dm_00013280-RA, Dm_00005261-RA	Ds_00006680-RA, Ds_00011802-RA
OG0008861	Dm_00017696-RA	Ds_00010167-RA
OG0008863	Dm_00008977-RA	Ds_00011272-RA, Ds_00004851-RA
OG0008864	Dm_00015935-RA	Ds_00002408-RA
OG0008865	Dm_00002261-RA	Ds_00016859-RA
OG0008866	Dm_00009273-RA	Ds_00014596-RA, Ds_00014597-RA
OG0008867	Dm_00000096-RA	Ds_00007272-RA
OG0008868	Dm_00010961-RA	Ds_00007629-RA
OG0008869	Dm_00007077-RA	Ds_00000723-RA
OG0008871	Dm_00002095-RA	Ds_00016578-RA
OG0008872	Dm_00017339-RA, Dm_00020103-RA, Dm_00020102-RA	Ds_00012345-RA
OG0008874	Dm_00016199-RA	Ds_00002862-RA
OG0008876	Dm_00009291-RA	Ds_00005119-RA, Ds_00009596-RA
OG0008879	Dm_00011887-RA	Ds_00012355-RA, Ds_00012965-RA
OG0008882	Dm_00013367-RA	Ds_00010805-RA
OG0008883	Dm_00019298-RA	Ds_00012944-RA
OG0008884	Dm_00015533-RA	Ds_00003408-RA
OG0008885	Dm_00010594-RA	Ds_00002127-RA
OG0008887	Dm_00006011-RA	Ds_00012848-RA, Ds_00010414-RA
OG0008888	Dm_00008928-RA, Dm_00021125-RA	Ds_00000445-RA
OG0008889	Dm_00002998-RA	Ds_00000774-RA
OG0008890	Dm_00003827-RA	Ds_00017902-RA
OG0008891	Dm_00002340-RA	Ds_00013618-RA
OG0008893	Dm_00019047-RA	Ds_00000249-RA
OG0008895	Dm_00014880-RA	Ds_00004231-RA
OG0008896	Dm_00005189-RA	Ds_00005282-RA
OG0008897	Dm_00000231-RA	Ds_00007681-RA, Ds_00007663-RA
OG0008898	Dm_00006881-RA, Dm_00006882-RA	Ds_00007558-RA
OG0008899	Dm_00000675-RA	Ds_00011499-RA
OG0008900	Dm_00019274-RA	Ds_00011012-RA
OG0008901	Dm_00018029-RA	Ds_00010449-RA
OG0008902	Dm_00000907-RA	Ds_00017422-RA
OG0008903	Dm_00005807-RA	Ds_00016562-RA
OG0008904	Dm_00018158-RA	Ds_00011093-RA
OG0008906	Dm_00015440-RA	Ds_00004890-RA
OG0008908	Dm_00007479-RA	Ds_00015395-RA
OG0008909	Dm_00001038-RA	Ds_00014793-RA
OG0008910	Dm_00005068-RA	Ds_00012269-RA
OG0008911	Dm_00019699-RA	Ds_00004858-RA
OG0008912	Dm_00019135-RA	Ds_00005486-RA
OG0008914	Dm_00013723-RA	Ds_00011580-RA
OG0008915	Dm_00005696-RA, Dm_00018581-RA	Ds_00008268-RA
OG0008916	Dm_00014071-RA	Ds_00000816-RA
OG0008917	Dm_00006386-RA	Ds_00006073-RA
OG0008918	Dm_00019206-RA	Ds_00005986-RA
OG0008919	Dm_00015730-RA	Ds_00014570-RA
OG0008920	Dm_00010783-RA	Ds_00003258-RA
OG0008921	Dm_00012013-RA	Ds_00008773-RA
OG0008922	Dm_00001272-RA	Ds_00012672-RA
OG0008923	Dm_00000330-RA	Ds_00016769-RA
OG0008924	Dm_00013218-RA	Ds_00001509-RA, Ds_00010898-RA
OG0008925	Dm_00015267-RA	Ds_00011158-RA
OG0008926	Dm_00003075-RA	Ds_00009961-RA
OG0008927	Dm_00000846-RA	Ds_00011729-RA
OG0008928	Dm_00011395-RA	Ds_00001004-RA
OG0008929	Dm_00006278-RA	Ds_00004096-RA
OG0008930	Dm_00004890-RA	Ds_00005273-RA
OG0008931	Dm_00011166-RA	Ds_00012316-RA
OG0008932	Dm_00009254-RA	Ds_00008089-RA
OG0008933	Dm_00011349-RA	Ds_00016227-RA
OG0008935	Dm_00004638-RA, Dm_00004629-RA, Dm_00004631-RA, Dm_00004634-RA	Ds_00005205-RA
OG0008938	Dm_00003596-RA, Dm_00002138-RA	Ds_00006371-RA
OG0008940	Dm_00007274-RA	Ds_00012274-RA
OG0008941	Dm_00005914-RA	Ds_00011082-RA
OG0008942	Dm_00000817-RA	Ds_00015581-RA, Ds_00015796-RA
OG0008943	Dm_00018209-RA	Ds_00005723-RA, Ds_00003691-RA
OG0008944	Dm_00015885-RA	Ds_00010927-RA
OG0008945	Dm_00008758-RA	Ds_00008213-RA
OG0008946	Dm_00001760-RA	Ds_00009518-RA
OG0008946	Dm_00020711-RA, Dm_00016784-RA	Ds_00012571-RA, Ds_00007111-RA, Ds_00007112-RA, Ds_00016048-RA
OG0008947	Dm_00010832-RA	Ds_00008724-RA, Ds_00008726-RA, Ds_00016972-RA
OG0008948	Dm_00001231-RA	Ds_00011560-RA
OG0008949	Dm_00019315-RA	Ds_00002694-RA
OG0008950	Dm_00013009-RA	Ds_00006012-RA
OG0008951	Dm_00011549-RA	Ds_00008423-RA
OG0008952	Dm_00000815-RA	Ds_00015583-RA
OG0008954	Dm_00004049-RA	Ds_00012739-RA
OG0008955	Dm_00015910-RA	Ds_00015258-RA
OG0008956	Dm_00020595-RA, Dm_00021081-RA	Ds_00014561-RA
OG0008957	Dm_00002119-RA	Ds_00006907-RA
OG0008958	Dm_00020370-RA	Ds_00017464-RA
OG0008959	Dm_00000331-RA, Dm_00015285-RA	Ds_00001229-RA
OG0008960	Dm_00008420-RA	Ds_00009569-RA
OG0008961	Dm_00004801-RA	Ds_00003308-RA
OG0008962	Dm_00017437-RA	Ds_00000876-RA
OG0008963	Dm_00006224-RA	Ds_00005199-RA
OG0008964	Dm_00011196-RA	Ds_00006699-RA
OG0008965	Dm_00007530-RA, Dm_00004440-RA	Ds_00001822-RA
OG0008967	Dm_00017324-RA	Ds_00002776-RA
OG0008968	Dm_00008251-RA	Ds_00003363-RA
OG0008969	Dm_00000317-RA	Ds_00013769-RA
OG0008970	Dm_00000029-RA	Ds_00014309-RA
OG0008971	Dm_00004242-RA	Ds_00012846-RA, Ds_00002950-RA
OG0008972	Dm_00004784-RA	Ds_00010070-RA
OG0008973	Dm_00011267-RA	Ds_00007523-RA
OG0008974	Dm_00004471-RA	Ds_00005144-RA
OG0008975	Dm_00015103-RA	Ds_00005083-RA
OG0008976	Dm_00005173-RA	Ds_00015378-RA
OG0008978	Dm_00006973-RA	Ds_00008301-RA
OG0008979	Dm_00014291-RA, Dm_00006214-RA, Dm_00016084-RA	Ds_00017682-RA
OG0008981	Dm_00005285-RA	Ds_00017520-RA, Ds_00017521-RA
OG0008982	Dm_00019610-RA	Ds_00003194-RA
OG0008984	Dm_00012394-RA	Ds_00007705-RA
OG0008985	Dm_00008664-RA	Ds_00005981-RA
OG0008986	Dm_00004455-RA	Ds_00012328-RA
OG0008987	Dm_00018024-RA	Ds_00004746-RA
OG0008988	Dm_00010652-RA	Ds_00001182-RA
OG0008989	Dm_00005412-RA	Ds_00001132-RA
OG0008991	Dm_00004168-RA	Ds_00017115-RA
OG0008991	Dm_00006480-RA	Ds_00000671-RA
OG0008992	Dm_00016777-RA	Ds_00001556-RA
OG0008993	Dm_00008808-RA, Dm_00020950-RA	Ds_00002721-RA
OG0008994	Dm_00000234-RA	Ds_00007657-RA
OG0008994	Dm_00007364-RA	Ds_00013505-RA
OG0008995	Dm_00011469-RA	Ds_00013932-RA
OG0008996	Dm_00004988-RA	Ds_00000879-RA
OG0008997	Dm_00015066-RA	Ds_00010263-RA
OG0008998	Dm_00004715-RA	Ds_00005435-RA
OG0009000	Dm_00012806-RA	Ds_00004035-RA
OG0009001	Dm_00018769-RA	Ds_00003203-RA, Ds_00017450-RA
OG0009002	Dm_00016882-RA	Ds_00017859-RA
OG0009004	Dm_00014270-RA, Dm_00016497-RA	Ds_00011032-RA
OG0009006	Dm_00000834-RA	Ds_00002942-RA
OG0009007	Dm_00009226-RA	Ds_00001778-RA
OG0009008	Dm_00001925-RA	Ds_00015130-RA
OG0009009	Dm_00007655-RA	Ds_00002914-RA
OG0009010	Dm_00004896-RA	Ds_00004026-RA
OG0009011	Dm_00000319-RA	Ds_00013772-RA
OG0009013	Dm_00005139-RA	Ds_00005697-RA
OG0009014	Dm_00000324-RA	Ds_00009703-RA
OG0009015	Dm_00002709-RA	Ds_00002888-RA
OG0009017	Dm_00008154-RA	Ds_00010748-RA
OG0009018	Dm_00014779-RA	Ds_00016146-RA
OG0009019	Dm_00015239-RA	Ds_00006383-RA, Ds_00015095-RA, Ds_00015094-RA
OG0009020	Dm_00004704-RA	Ds_00005427-RA
OG0009022	Dm_00008279-RA	Ds_00004825-RA
OG0009023	Dm_00013935-RA	Ds_00002895-RA
OG0009024	Dm_00013331-RA	Ds_00004800-RA
OG0009025	Dm_00017638-RA	Ds_00006450-RA
OG0009026	Dm_00001487-RA	Ds_00002793-RA, Ds_00002792-RA
OG0009028	Dm_00018040-RA	Ds_00010762-RA
OG0009029	Dm_00020008-RA	Ds_00007652-RA
OG0009030	Dm_00003680-RA	Ds_00005620-RA
OG0009031	Dm_00000129-RA	Ds_00017566-RA
OG0009035	Dm_00016859-RA	Ds_00005047-RA
OG0009036	Dm_00009985-RA	Ds_00002899-RA
OG0009037	Dm_00013448-RA, Dm_00007785-RA	Ds_00000374-RA
OG0009039	Dm_00002036-RA	Ds_00012575-RA, Ds_00005677-RA
OG0009040	Dm_00005944-RA	Ds_00008967-RA
OG0009041	Dm_00003994-RA	Ds_00003900-RA
OG0009042	Dm_00014135-RA	Ds_00014194-RA
OG0009043	Dm_00017751-RA	Ds_00009774-RA
OG0009044	Dm_00002108-RA	Ds_00006915-RA
OG0009045	Dm_00006563-RA	Ds_00008041-RA
OG0009046	Dm_00002058-RA	Ds_00012075-RA
OG0009047	Dm_00001812-RA, Dm_00001619-RA	Ds_00017572-RA, Ds_00003685-RA
OG0009049	Dm_00002788-RA	Ds_00013267-RA
OG0009050	Dm_00007277-RA	Ds_00017685-RA, Ds_00010273-RA, Ds_00006873-RA
OG0009051	Dm_00008718-RA	Ds_00009110-RA
OG0009052	Dm_00006955-RA	Ds_00017169-RA
OG0009053	Dm_00009279-RA	Ds_00012524-RA
OG0009054	Dm_00005561-RA	Ds_00001001-RA
OG0009055	Dm_00011524-RA	Ds_00014364-RA
OG0009056	Dm_00002650-RA	Ds_00006773-RA
OG0009057	Dm_00009770-RA, Dm_00005360-RA	Ds_00011344-RA
OG0009060	Dm_00004684-RA, Dm_00005384-RA	Ds_00013365-RA
OG0009061	Dm_00013638-RA	Ds_00017870-RA
OG0009062	Dm_00006571-RA	Ds_00002741-RA
OG0009063	Dm_00012941-RA	Ds_00012139-RA
OG0009064	Dm_00013697-RA, Dm_00006982-RA	Ds_00013579-RA
OG0009065	Dm_00013949-RA	Ds_00004622-RA
OG0009066	Dm_00002877-RA	Ds_00003805-RA
OG0009067	Dm_00006701-RA	Ds_00015535-RA
OG0009068	Dm_00015263-RA	Ds_00017757-RA
OG0009069	Dm_00016062-RA	Ds_00002910-RA
OG0009070	Dm_00000504-RA	Ds_00004142-RA
OG0009071	Dm_00001421-RA	Ds_00017482-RA
OG0009071	Dm_00002883-RA	Ds_00003808-RA
OG0009072	Dm_00017974-RA	Ds_00015942-RA
OG0009073	Dm_00013285-RA	Ds_00004674-RA
OG0009074	Dm_00000288-RA	Ds_00013297-RA, Ds_00002136-RA
OG0009075	Dm_00008096-RA	Ds_00002098-RA
OG0009076	Dm_00007371-RA	Ds_00009229-RA
OG0009078	Dm_00014962-RA	Ds_00011183-RA
OG0009079	Dm_00005609-RA	Ds_00017966-RA, Ds_00017921-RA
OG0009080	Dm_00018092-RA	Ds_00007607-RA
OG0009081	Dm_00007905-RA	Ds_00000745-RA
OG0009082	Dm_00001073-RA	Ds_00011858-RA
OG0009083	Dm_00008193-RA	Ds_00015646-RA
OG0009084	Dm_00003555-RA	Ds_00006264-RA
OG0009085	Dm_00002422-RA	Ds_00009427-RA
OG0009089	Dm_00013450-RA	Ds_00016423-RA
OG0009090	Dm_00001323-RA	Ds_00004146-RA
OG0009092	Dm_00011981-RA	Ds_00007485-RA
OG0009093	Dm_00010739-RA	Ds_00007101-RA
OG0009094	Dm_00003978-RA	Ds_00006369-RA
OG0009095	Dm_00020737-RA	Ds_00013877-RA
OG0009096	Dm_00007023-RA	Ds_00004021-RA
OG0009097	Dm_00012989-RA	Ds_00014549-RA
OG0009099	Dm_00002531-RA	Ds_00006247-RA
OG0009100	Dm_00006731-RA	Ds_00008926-RA, Ds_00008191-RA
OG0009101	Dm_00014387-RA	Ds_00014169-RA
OG0009102	Dm_00013106-RA	Ds_00017944-RA
OG0009103	Dm_00002882-RA, Dm_00001418-RA, Dm_00001417-RA, Dm_00002881-RA	Ds_00011372-RA
OG0009105	Dm_00010422-RA	Ds_00008458-RA
OG0009106	Dm_00008904-RA, Dm_00013656-RA	Ds_00017503-RA
OG0009107	Dm_00004828-RA	Ds_00010517-RA
OG0009109	Dm_00017332-RA	Ds_00002304-RA
OG0009110	Dm_00005284-RA	Ds_00016076-RA
OG0009111	Dm_00017211-RA	Ds_00009301-RA
OG0009112	Dm_00003478-RA, Dm_00019142-RA	Ds_00017054-RA
OG0009113	Dm_00001496-RA	Ds_00001379-RA
OG0009115	Dm_00006787-RA	Ds_00000379-RA
OG0009116	Dm_00018390-RA	Ds_00002740-RA
OG0009117	Dm_00002199-RA	Ds_00013916-RA
OG0009118	Dm_00001675-RA	Ds_00003837-RA
OG0009119	Dm_00021007-RA, Dm_00011294-RA	Ds_00017458-RA
OG0009120	Dm_00001024-RA	Ds_00009874-RA
OG0009122	Dm_00014046-RA	Ds_00011074-RA
OG0009123	Dm_00016430-RA	Ds_00013102-RA
OG0009124	Dm_00005479-RA, Dm_00006852-RA	Ds_00004701-RA
OG0009126	Dm_00003681-RA	Ds_00005618-RA
OG0009127	Dm_00018452-RA	Ds_00008127-RA
OG0009128	Dm_00018245-RA	Ds_00013492-RA
OG0009129	Dm_00010362-RA	Ds_00013136-RA
OG0009130	Dm_00011697-RA	Ds_00016069-RA
OG0009131	Dm_00012215-RA	Ds_00008399-RA
OG0009132	Dm_00017838-RA	Ds_00016591-RA
OG0009133	Dm_00003781-RA	Ds_00011472-RA
OG0009134	Dm_00005231-RA	Ds_00006985-RA
OG0009135	Dm_00008849-RA	Ds_00001838-RA
OG0009136	Dm_00014356-RA	Ds_00014151-RA
OG0009137	Dm_00010174-RA	Ds_00013106-RA
OG0009138	Dm_00014856-RA	Ds_00017394-RA
OG0009140	Dm_00002395-RA	Ds_00016813-RA
OG0009141	Dm_00012608-RA	Ds_00008808-RA, Ds_00008811-RA
OG0009142	Dm_00016075-RA	Ds_00009264-RA, Ds_00009262-RA
OG0009143	Dm_00018736-RA	Ds_00001902-RA
OG0009144	Dm_00002187-RA	Ds_00008448-RA
OG0009145	Dm_00007073-RA	Ds_00010622-RA
OG0009146	Dm_00017295-RA	Ds_00008108-RA
OG0009147	Dm_00003321-RA	Ds_00003782-RA
OG0009148	Dm_00002771-RA	Ds_00008562-RA
OG0009149	Dm_00004418-RA	Ds_00005899-RA
OG0009150	Dm_00005821-RA, Dm_00012071-RA	Ds_00009008-RA
OG0009151	Dm_00010116-RA	Ds_00008107-RA
OG0009152	Dm_00004177-RA	Ds_00002802-RA
OG0009154	Dm_00004000-RA	Ds_00017508-RA
OG0009157	Dm_00002899-RA, Dm_00001469-RA	Ds_00015228-RA
OG0009158	Dm_00007294-RA	Ds_00009384-RA
OG0009159	Dm_00010107-RA	Ds_00017274-RA
OG0009160	Dm_00019687-RA	Ds_00015635-RA
OG0009161	Dm_00006746-RA	Ds_00006492-RA
OG0009162	Dm_00014081-RA	Ds_00006733-RA
OG0009163	Dm_00001711-RA	Ds_00008576-RA
OG0009164	Dm_00018798-RA	Ds_00003288-RA
OG0009167	Dm_00009797-RA	Ds_00011427-RA
OG0009170	Dm_00008451-RA	Ds_00007015-RA
OG0009171	Dm_00008486-RA	Ds_00008476-RA
OG0009173	Dm_00002822-RA	Ds_00008551-RA
OG0009174	Dm_00014519-RA	Ds_00001401-RA
OG0009175	Dm_00007158-RA	Ds_00014134-RA
OG0009176	Dm_00001613-RA	Ds_00008565-RA
OG0009177	Dm_00001985-RA	Ds_00009156-RA
OG0009178	Dm_00017883-RA	Ds_00004915-RA
OG0009179	Dm_00014903-RA	Ds_00008948-RA
OG0009180	Dm_00009787-RA	Ds_00007152-RA
OG0009181	Dm_00017232-RA	Ds_00007400-RA
OG0009182	Dm_00014774-RA	Ds_00013273-RA
OG0009185	Dm_00009682-RA	Ds_00005443-RA, Ds_00002919-RA
OG0009190	Dm_00000973-RA	Ds_00017187-RA, Ds_00009733-RA, Ds_00012422-RA
OG0009191	Dm_00011956-RA	Ds_00011428-RA
OG0009192	Dm_00012859-RA	Ds_00003487-RA
OG0009193	Dm_00009634-RA	Ds_00000587-RA
OG0009195	Dm_00012454-RA	Ds_00002763-RA
OG0009198	Dm_00011485-RA	Ds_00012827-RA
OG0009200	Dm_00003308-RA	Ds_00016405-RA
OG0009201	Dm_00017578-RA	Ds_00003222-RA
OG0009203	Dm_00010259-RA	Ds_00003976-RA
OG0009204	Dm_00003481-RA	Ds_00008915-RA
OG0009207	Dm_00005734-RA	Ds_00014431-RA
OG0009218	Dm_00013857-RA	Ds_00006719-RA, Ds_00005507-RA, Ds_00004082-RA, Ds_00011217-RA, Ds_00018109-RA, Ds_00000969-RA, Ds_00018096-RA, Ds_00007264-RA, Ds_00003051-RA, Ds_00005503-RA, Ds_00003050-RA, Ds_00008966-RA, Ds_00003109-RA, Ds_00017490-RA, Ds_00003105-RA, Ds_00005147-RA, Ds_00011910-RA, Ds_00006473-RA
OG0009255	Dm_00014156-RA	Ds_00007109-RA
OG0009256	Dm_00006054-RA	Ds_00013939-RA
OG0009257	Dm_00003811-RA	Ds_00015541-RA
OG0009260	Dm_00005798-RA	Ds_00009593-RA, Ds_00010992-RA
OG0009261	Dm_00015832-RA	Ds_00007573-RA
OG0009262	Dm_00018412-RA	Ds_00005070-RA
OG0009264	Dm_00019421-RA	Ds_00006026-RA
OG0009266	Dm_00011572-RA	Ds_00007983-RA, Ds_00006861-RA
OG0009267	Dm_00003914-RA	Ds_00018042-RA
OG0009268	Dm_00011078-RA	Ds_00001639-RA
OG0009269	Dm_00015073-RA	Ds_00009573-RA
OG0009270	Dm_00000540-RA	Ds_00006191-RA
OG0009271	Dm_00002967-RA	Ds_00005551-RA
OG0009272	Dm_00012284-RA	Ds_00010831-RA, Ds_00010830-RA
OG0009273	Dm_00004481-RA	Ds_00010043-RA
OG0009275	Dm_00002396-RA	Ds_00016814-RA
OG0009276	Dm_00020414-RA	Ds_00010025-RA
OG0009277	Dm_00017222-RA	Ds_00007367-RA, Ds_00011120-RA, Ds_00013146-RA
OG0009278	Dm_00005794-RA	Ds_00009588-RA
OG0009279	Dm_00019067-RA	Ds_00004844-RA
OG0009280	Dm_00000578-RA	Ds_00003649-RA
OG0009281	Dm_00014798-RA	Ds_00012349-RA
OG0009284	Dm_00016509-RA	Ds_00017899-RA
OG0009285	Dm_00014521-RA	Ds_00004236-RA
OG0009286	Dm_00017925-RA	Ds_00013870-RA
OG0009287	Dm_00014603-RA	Ds_00000457-RA
OG0009288	Dm_00002403-RA	Ds_00006658-RA
OG0009289	Dm_00000393-RA	Ds_00013222-RA
OG0009290	Dm_00004665-RA	Ds_00001010-RA
OG0009291	Dm_00006663-RA, Dm_00005271-RA	Ds_00005897-RA, Ds_00009220-RA
OG0009292	Dm_00002794-RA	Ds_00006174-RA
OG0009293	Dm_00018111-RA	Ds_00013266-RA
OG0009296	Dm_00013143-RA, Dm_00003877-RA	Ds_00015681-RA
OG0009298	Dm_00010962-RA	Ds_00007628-RA
OG0009299	Dm_00013206-RA	Ds_00013250-RA
OG0009300	Dm_00012306-RA, Dm_00020393-RA	Ds_00004092-RA, Ds_00017647-RA
OG0009301	Dm_00004682-RA	Ds_00013363-RA
OG0009302	Dm_00014710-RA	Ds_00000477-RA
OG0009303	Dm_00006365-RA	Ds_00017782-RA
OG0009304	Dm_00011862-RA	Ds_00002728-RA
OG0009306	Dm_00009731-RA	Ds_00010360-RA
OG0009308	Dm_00018347-RA, Dm_00008354-RA	Ds_00017284-RA
OG0009310	Dm_00001346-RA	Ds_00014841-RA
OG0009312	Dm_00006861-RA	Ds_00000481-RA
OG0009313	Dm_00017826-RA	Ds_00010776-RA
OG0009314	Dm_00007035-RA	Ds_00010210-RA, Ds_00015920-RA
OG0009315	Dm_00003398-RA	Ds_00000552-RA
OG0009316	Dm_00001570-RA	Ds_00015986-RA
OG0009321	Dm_00001098-RA	Ds_00005412-RA
OG0009322	Dm_00000043-RA	Ds_00006848-RA
OG0009323	Dm_00016512-RA	Ds_00014862-RA
OG0009324	Dm_00001296-RA	Ds_00005784-RA
OG0009325	Dm_00006169-RA	Ds_00017949-RA
OG0009326	Dm_00006250-RA	Ds_00000928-RA
OG0009327	Dm_00013761-RA	Ds_00013895-RA
OG0009329	Dm_00002467-RA	Ds_00007825-RA
OG0009331	Dm_00012570-RA	Ds_00007775-RA
OG0009333	Dm_00011288-RA	Ds_00009123-RA
OG0009334	Dm_00012166-RA	Ds_00007097-RA
OG0009335	Dm_00009775-RA	Ds_00012360-RA
OG0009336	Dm_00002616-RA	Ds_00003948-RA
OG0009337	Dm_00004251-RA	Ds_00007013-RA
OG0009338	Dm_00013021-RA	Ds_00013174-RA
OG0009339	Dm_00004390-RA	Ds_00007241-RA
OG0009341	Dm_00008538-RA, Dm_00012317-RA	Ds_00002095-RA
OG0009343	Dm_00002553-RA	Ds_00012608-RA
OG0009344	Dm_00020975-RA	Ds_00007410-RA
OG0009345	Dm_00009405-RA, Dm_00015084-RA	Ds_00005782-RA
OG0009346	Dm_00000293-RA, Dm_00002611-RA	Ds_00014443-RA
OG0009347	Dm_00014865-RA, Dm_00014864-RA	Ds_00009326-RA
OG0009348	Dm_00000220-RA	Ds_00008650-RA
OG0009349	Dm_00007381-RA	Ds_00014764-RA
OG0009351	Dm_00020421-RA	Ds_00005026-RA
OG0009352	Dm_00010842-RA	Ds_00004653-RA
OG0009354	Dm_00008203-RA	Ds_00001112-RA
OG0009355	Dm_00001217-RA	Ds_00013740-RA
OG0009356	Dm_00004351-RA	Ds_00006751-RA
OG0009357	Dm_00012187-RA	Ds_00001865-RA
OG0009358	Dm_00000586-RA	Ds_00006319-RA
OG0009359	Dm_00003422-RA	Ds_00009359-RA
OG0009361	Dm_00002686-RA	Ds_00014054-RA
OG0009362	Dm_00006449-RA	Ds_00015390-RA
OG0009363	Dm_00001595-RA	Ds_00005891-RA
OG0009364	Dm_00017497-RA	Ds_00007834-RA
OG0009365	Dm_00012032-RA	Ds_00007623-RA
OG0009366	Dm_00012569-RA	Ds_00007774-RA
OG0009368	Dm_00015205-RA	Ds_00001447-RA
OG0009369	Dm_00017164-RA	Ds_00013619-RA
OG0009370	Dm_00003279-RA	Ds_00003779-RA
OG0009371	Dm_00013694-RA	Ds_00011816-RA
OG0009372	Dm_00002784-RA, Dm_00004046-RA	Ds_00006273-RA
OG0009373	Dm_00002227-RA	Ds_00011889-RA
OG0009374	Dm_00015303-RA	Ds_00008341-RA
OG0009376	Dm_00002550-RA, Dm_00011576-RA	Ds_00009340-RA
OG0009377	Dm_00003056-RA	Ds_00011632-RA
OG0009378	Dm_00012698-RA	Ds_00011291-RA
OG0009384	Dm_00018128-RA	Ds_00001952-RA
OG0009385	Dm_00005393-RA	Ds_00008202-RA
OG0009386	Dm_00007776-RA	Ds_00002887-RA
OG0009388	Dm_00013549-RA	Ds_00000047-RA
OG0009389	Dm_00018201-RA	Ds_00003709-RA
OG0009390	Dm_00017514-RA, Dm_00008927-RA	Ds_00007072-RA
OG0009391	Dm_00009583-RA	Ds_00000021-RA
OG0009392	Dm_00013383-RA	Ds_00009420-RA
OG0009394	Dm_00001722-RA	Ds_00015314-RA
OG0009395	Dm_00015046-RA	Ds_00008676-RA
OG0009396	Dm_00003047-RA	Ds_00003052-RA
OG0009397	Dm_00005391-RA	Ds_00017033-RA
OG0009399	Dm_00004377-RA	Ds_00008856-RA
OG0009401	Dm_00011728-RA	Ds_00001475-RA
OG0009402	Dm_00004256-RA	Ds_00015844-RA
OG0009403	Dm_00009553-RA	Ds_00013423-RA
OG0009404	Dm_00018496-RA	Ds_00013535-RA
OG0009405	Dm_00018559-RA	Ds_00000056-RA
OG0009406	Dm_00019605-RA	Ds_00000046-RA
OG0009407	Dm_00007433-RA	Ds_00014469-RA
OG0009408	Dm_00018284-RA	Ds_00013387-RA
OG0009409	Dm_00007679-RA	Ds_00005422-RA
OG0009411	Dm_00003059-RA, Dm_00000164-RA	Ds_00011967-RA
OG0009412	Dm_00002522-RA	Ds_00006982-RA
OG0009413	Dm_00014392-RA	Ds_00012181-RA
OG0009415	Dm_00003428-RA	Ds_00005740-RA
OG0009415	Dm_00003429-RA	Ds_00009356-RA
OG0009416	Dm_00016172-RA	Ds_00004731-RA
OG0009417	Dm_00003467-RA	Ds_00011267-RA
OG0009419	Dm_00008175-RA	Ds_00006741-RA
OG0009420	Dm_00006623-RA	Ds_00001969-RA
OG0009421	Dm_00008299-RA, Dm_00008298-RA	Ds_00001522-RA
OG0009422	Dm_00009844-RA	Ds_00001529-RA
OG0009423	Dm_00013350-RA	Ds_00013534-RA
OG0009424	Dm_00010008-RA, Dm_00021025-RA	Ds_00010012-RA
OG0009425	Dm_00005973-RA	Ds_00014361-RA
OG0009426	Dm_00014725-RA	Ds_00002332-RA
OG0009427	Dm_00013339-RA	Ds_00000073-RA
OG0009428	Dm_00010851-RA	Ds_00007867-RA
OG0009429	Dm_00004716-RA	Ds_00007049-RA
OG0009430	Dm_00009735-RA	Ds_00008806-RA
OG0009432	Dm_00013028-RA	Ds_00001950-RA
OG0009433	Dm_00019468-RA	Ds_00017179-RA
OG0009434	Dm_00002393-RA, Dm_00002453-RA	Ds_00016805-RA
OG0009435	Dm_00007681-RA, Dm_00002240-RA	Ds_00005420-RA
OG0009436	Dm_00013019-RA	Ds_00000143-RA
OG0009437	Dm_00006277-RA	Ds_00010014-RA
OG0009439	Dm_00004680-RA	Ds_00013358-RA
OG0009440	Dm_00017291-RA	Ds_00015316-RA
OG0009441	Dm_00006178-RA	Ds_00011950-RA
OG0009442	Dm_00002646-RA	Ds_00009463-RA
OG0009446	Dm_00005707-RA, Dm_00019348-RA	Ds_00001595-RA
OG0009447	Dm_00015870-RA	Ds_00003615-RA
OG0009448	Dm_00005296-RA	Ds_00000280-RA
OG0009449	Dm_00001078-RA	Ds_00005394-RA
OG0009450	Dm_00015144-RA	Ds_00001963-RA
OG0009451	Dm_00002728-RA	Ds_00009791-RA
OG0009452	Dm_00001740-RA	Ds_00015320-RA, Ds_00004352-RA
OG0009454	Dm_00016823-RA	Ds_00001423-RA
OG0009455	Dm_00004860-RA	Ds_00007915-RA
